Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(33),OX(20),CH3X(22),HX(19),CH2X(134),CHX(26),HOX(23),H2X(36),CXHO(27),OCX(21),H2OX(35),COX(37),CX(24),CO2X(34),HO2X(136),HOCXO(25)
9.082703939521345e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.032885537000611635,0.099604439352014518,0.020226021900277044,1.7757157116352365e-06,2.222159161503581e-05,0.00051384899818283003,3.7419988968653561e-06,1.8525117270321607e-14,2.8993062499445802e-15,3.415091286860961e-14,0.0,6.7691175722390106e-14,3.0271441143665449e-25,4.7213995870894843e-17,3.4389683907493945e-17,1.0954520259747959e-18,2.0176317010808647e-18,1.2298992085860162e-34,6.0736144870583922e-06,0.15922293818950078,3.9784425079322167e-11,0.00039708045261574974,1.9432278584376337e-10,8.8541480002848427e-05,1.1913061462473925e-07,3.1333121825541262e-08,1.3905586540896212e-12,0.00029538204581328715,1.3550106435337528e-09,2.2817662734880749e-10,4.5221047123590025e-08,1.0827793979337799e-10,5.2225531136763671e-12,1.7805509627494196e-17
9.121321009314855e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.032814223182096501,0.099603872118716533,0.02018987754260447,1.7908217237004378e-06,2.2355789358424706e-05,0.00051526396348138296,3.7625021580440851e-06,1.856205363837514e-14,2.9123229659850627e-15,3.4197473474424422e-14,0.0,6.7774800288605474e-14,3.0512542433009943e-25,4.7474585179968377e-17,3.4395455173222799e-17,1.0996966549090818e-18,2.0228747080130619e-18,1.2470805573611587e-34,6.0604090387709275e-06,0.15929407763601811,3.9736659448944329e-11,0.0003967229727017842,1.9364831990582004e-10,8.8122139052336954e-05,1.1933510582674012e-07,3.1351268180983968e-08,1.3875815953906636e-12,0.00029634618973048844,1.3602375111344926e-09,2.2892933882532431e-10,4.5246841500904561e-08,1.0896225943601395e-10,5.245301161585577e-12,1.7913786489062181e-17
9.159938079108364e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.032743347540650412,0.099603306737533467,0.020153953637218353,1.8059702588020217e-06,2.2490059394177923e-05,0.00051667359658912537,3.7829890996209628e-06,1.8598901563760983e-14,2.9253000025679411e-15,3.4243937104466223e-14,0.0,6.785796180502639e-14,3.0754419188711691e-25,4.7735307513820838e-17,3.4400613731446776e-17,1.1039270968220845e-18,2.0280987913764323e-18,1.264420268709185e-34,6.0472847789792329e-06,0.15936478034421578,3.968916666322264e-11,0.00039636593364601383,1.9297537705909402e-10,8.770514540313814e-05,1.195385988544029e-07,3.136913638307894e-08,1.3846006067414147e-12,0.00029730602738988485,1.3654515500268587e-09,2.296787107107233e-10,4.5272087008245668e-08,1.0964663309441315e-10,5.2680271657354819e-12,1.8022063950891647e-17
9.198555148901874e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.032672905602877687,0.099602743194531176,0.020118247948705363,1.8211610681965089e-06,2.2624400442992332e-05,0.00051807792757859437,3.8034595620198186e-06,1.8635661656040097e-14,2.9382373897332509e-15,3.4290304465447631e-14,0.0,6.7940664297650983e-14,3.0997069783802064e-25,4.7996161423296013e-17,3.4405169517972117e-17,1.1081433910108898e-18,2.0333040684076551e-18,1.2819190238928094e-34,6.0342408785518928e-06,0.15943505076686598,3.9641944203368437e-11,0.00039600934171820452,1.9230399599267537e-10,8.7290494237958095e-05,1.19741101706831e-07,3.1386729494578367e-08,1.3816160355647224e-12,0.00029826157877420317,1.3706527938175589e-09,2.3042475815869203e-10,4.5296789791318893e-08,1.1033105075144538e-10,5.2907311621953821e-12,1.8130341109535953e-17
9.237172218695383e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.032602892959098732,0.099602181475937676,0.020082758273312792,1.8363939048606437e-06,2.275881124076037e-05,0.00051947698635095517,3.8239133899827447e-06,1.8672334518336851e-14,2.9511351609409893e-15,3.4336576257893511e-14,0.0,6.8022911747777417e-14,3.1240492599602944e-25,4.8257145476942853e-17,3.4409132373737971e-17,1.1123455774093021e-18,2.0384906554526507e-18,1.2995775033797797e-34,6.021276520169702e-06,0.1595048932933574,3.9594989585258808e-11,0.00039565320302419927,1.9163421431461453e-10,8.6878180519916565e-05,1.1994262230046202e-07,3.1404050541221724e-08,1.3786282227514096e-12,0.000299212863905776,1.3758412762777685e-09,2.3116749636040592e-10,4.5320955933633941e-08,1.1101550254196471e-10,5.3134131877635833e-12,1.8238617082998244e-17
9.275789288488893e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.032533305262190081,0.099601621568140619,0.020047482438373763,1.8516685234881447e-06,2.2893290538383319e-05,0.00052087080263660539,3.844350432501013e-06,1.8708920747434776e-14,2.96399335299166e-15,3.438275317618298e-14,0.0,6.8104708092621566e-14,3.1484686025681572e-25,4.8518258260781916e-17,3.4412512044995709e-17,1.1165336965686238e-18,2.043658667973847e-18,1.3173963868456218e-34,6.0083908981105672e-06,0.15957431225084845,3.9548300358771744e-11,0.0003952975235094738,1.9096606857189737e-10,8.6468198999190281e-05,1.2014316847012559e-07,3.14211025122649e-08,1.3756375027516793e-12,0.00030015990284272911,1.3810170313361827e-09,2.3190694054147485e-10,4.5344591457068652e-08,1.1169997875105663e-10,5.3360732799463246e-12,1.8346891010354334e-17
9.314406358282403e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.032464138226450279,0.099601063457684824,0.020012418301745178,1.8669846804862257e-06,2.3027837101587119e-05,0.00052225940599578339,3.8647705427468026e-06,1.8745420933870434e-14,2.9768120059481358e-15,3.442883590859138e-14,0.0,6.8186057225922816e-14,3.1729648459805454e-25,4.877949837807507e-17,3.4415318183506077e-17,1.120707789638792e-18,2.0488082205573372e-18,1.3353763531764154e-34,5.9955832180392402e-06,0.1596433119053956,3.9501874107136932e-11,0.00039494230896260839,1.9029959427010708e-10,8.6060544219507742e-05,1.2034274797007546e-07,3.143788836100006e-08,1.3726442036654456e-12,0.00030110271567526236,1.3861800930722487e-09,2.3264310595896047e-10,4.5367702322431195e-08,1.1238446981230169e-10,5.3587114769369136e-12,1.8455162051366795e-17
9.353023428075912e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.03239538762649035,0.099600507131269847,0.019977563751257778,1.882342133971899e-06,2.3162449710740655e-05,0.00052364282581918208,3.8851735780058066e-06,1.8781835662025433e-14,2.9895911630588266e-15,3.4474825137332176e-14,0.0,6.8266962998539452e-14,3.1975378307897551e-25,4.9040864449098669e-17,3.4417560346753821e-17,1.1248678983498685e-18,2.0539394269199638e-18,1.3535180804715856e-34,5.9828526968015755e-06,0.15971189646305725,3.9455708446302433e-11,0.00039458756501867704,1.8963482589278711e-10,8.5655210524499572e-05,1.2054136847502161e-07,3.1454411005265905e-08,1.3696486473318752e-12,0.00030204132252202104,1.3913304957095417e-09,2.333760078984643e-10,4.5390294430014288e-08,1.130689663060537e-10,5.3813278175955598e-12,1.8563429386120904e-17
9.391640497869422e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.032327049296148685,0.099599952575747566,0.019942916704178464,1.8977406437680641e-06,2.3297127160676388e-05,0.00052502109132856784,3.9055593996107397e-06,1.8818165510216621e-14,3.0023308706821192e-15,3.4520721538598945e-14,0.0,6.8347429219034509e-14,3.2221873983991566e-25,4.9302355110919805e-17,3.4419247998179713e-17,1.129014064993877e-18,2.0590523999163859e-18,1.3718222460467307e-34,5.9701985622233267e-06,0.15978007007097245,3.9409801024315993e-11,0.00039423329716255386,1.8897179692049586e-10,8.5252192063906313e-05,1.2073903758113825e-07,3.1470673327949024e-08,1.3666511494178532e-12,0.00030297574352655741,1.3964682736092975e-09,2.3410566167128848e-10,4.5412373620145888e-08,1.1375345895773205e-10,5.4039223414298503e-12,1.8671692214663569e-17
9.430257567662931e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.032259119127429708,0.09959939977811974,0.019908475106684264,1.9131799713993905e-06,2.3431868260513515e-05,0.00052639423157740538,3.9259278728757146e-06,1.885441105078455e-14,3.0150311782121116e-15,3.4566525782607389e-14,0.0,6.8427459654251499e-14,3.2469133910187453e-25,4.9563969017176001e-17,3.4420390507429056e-17,1.1331463324069874e-18,2.0641472515460839e-18,1.3902895264364632e-34,5.9576200529133758e-06,0.15984783681841722,3.9364149520721024e-11,0.0003938795107321415,1.8831053984955673e-10,8.4851482799646471e-05,1.2093576280704757e-07,3.1486678177476483e-08,1.3636520195053927e-12,0.00030390599885387893,1.4015934612641018e-09,2.348320826116677e-10,4.543394567374033e-08,1.1443793863612998e-10,5.4264950885754381e-12,1.8779949756632248e-17
9.46887463745644e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.032191593069465667,0.099598848725535857,0.019874236933347788,1.9286598800880004e-06,2.3566671833483405e-05,0.00052776227545148538,3.9462788670314464e-06,1.8890572850180152e-14,3.0276921380055945e-15,3.4612238533637333e-14,0.0,6.850705802987934e-14,3.2717156516607137e-25,4.9825704837857897e-17,3.4420997150616352e-17,1.1372647439520382e-18,2.0692240929602954e-18,1.4089205973972788e-34,5.9451164180712076e-06,0.1599152007378368,3.9318751645967302e-11,0.00039352621092152065,1.8765108621051712e-10,8.4453076511747878e-05,1.2113155159480156e-07,3.150242836829969e-08,1.3606515611782243e-12,0.00030483210868708456,1.406706093291723e-09,2.3555528607406688e-10,4.5455016312842094e-08,1.1512239635173697e-10,5.4490460997769947e-12,1.8888201250906935e-17
9.50749170724995e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.032124467127500993,0.099598299405290774,0.019840200186633891,1.9441801347489593e-06,2.3701536716757408e-05,0.00052912525166955897,3.9666122551613042e-06,1.8926651469049801e-14,3.0403138053102685e-15,3.4657860450074815e-14,0.0,6.8586228031007394e-14,3.2965940241350292e-25,5.0087561259095183e-17,3.4421077110605355e-17,1.1413693435013904e-18,2.0742830344688909e-18,1.427716133910446e-34,5.9326869172986128e-06,0.15998216580585609,3.9273605140835032e-11,0.00039317340278402605,1.8699346658631062e-10,8.4056966804145554e-05,1.2132641131084282e-07,3.1517926681370046e-08,1.3576500721073298e-12,0.00030575409322408415,1.4118062044290968e-09,2.362752874305455e-10,4.5475591201165297e-08,1.1580682325507658e-10,5.4715754163696941e-12,1.8996445955265745e-17
9.54610877704346e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.032057737361898479,0.099597751804822499,0.019806362896407106,1.959740501985574e-06,2.3836461761276921e-05,0.00053048318878397554,3.9869279141381699e-06,1.8962647462318713e-14,3.052896238194186e-15,3.4703392184453938e-14,0.0,6.8664973302671176e-14,3.3215483530450504e-25,5.0349536982945561e-17,3.4420639477303885e-17,1.1454601754201074e-18,2.0793241855471916e-18,1.446676810184914e-34,5.9203308204154005e-06,0.16004873594426819,3.9228707775872512e-11,0.00039282109123525054,1.8633771063013069e-10,8.3663147110349105e-05,1.2152034924694035e-07,3.1533175864606163e-08,1.3546478441354456e-12,0.00030667197267439969,1.4168938295264446e-09,2.3699210206818611e-10,4.5495675944633051e-08,1.1649121063505891e-10,5.4940830802611152e-12,1.9104683146026514e-17
9.584725846836969e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.031991399887166913,0.099597205911710063,0.019772723119449748,1.9753407500845146e-06,2.3971445831585718e-05,0.00053183611518132395,4.0072257245621564e-06,1.8998561379272719e-14,3.0654394974763914e-15,3.4748834383498934e-14,0.0,6.8743297450389101e-14,3.346578483783139e-25,5.0611630727186626e-17,3.4419693247973117e-17,1.1495372845494603e-18,2.0843476548427215e-18,1.465803299660242e-34,5.9080474072791157e-06,0.16011491502100153,3.9184057350847109e-11,0.00039246928105597726,1.8568384708302552e-10,8.3271610698982401e-05,1.2171337262112603e-07,3.1548178633352961e-08,1.3516451633607782e-12,0.00030758576725604882,1.4219690035415371e-09,2.3770574538658779e-10,4.5515276091910072e-08,1.1717554991734789e-10,5.5165691339134568e-12,1.9212912117714377e-17
9.623342916630479e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.031925450871009474,0.099596661713671417,0.019739278938990291,1.9909806490107549e-06,2.4106487805664497e-05,0.00053318405908307862,4.0275055706991364e-06,1.9034393763638498e-14,3.0779436466587451e-15,3.4794187688166079e-14,0.0,6.8821204040689661e-14,3.3716842625263093e-25,5.0873841225110878e-17,3.4418247327550767e-17,1.1536007161907466e-18,2.0893535501819322e-18,1.4850962750095455e-34,5.8958359676086077e-06,0.1601807068510662,3.9139651694208892e-11,0.00039211797689504363,1.8503190379120754e-10,8.288235067919812e-05,1.2190548857861202e-07,3.1562937670832968e-08,1.3486423102196865e-12,0.00030849549719250645,1.4270317615340831e-09,2.3841623279542265e-10,4.553439713493031e-08,1.1785983266274292e-10,5.5390336203261878e-12,1.932113218273579e-17
9.661959986423988e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.031859886533392598,0.099596119198561178,0.019706028464241829,2.0066599704023504e-06,2.4241586574767617e-05,0.00053452704854625157,4.0477673404200641e-06,1.9070145153662307e-14,3.0904087518589277e-15,3.4839452733685617e-14,0.0,6.8898696601629764e-14,3.3968655362318788e-25,5.1136167225323456e-17,3.441631052898775e-17,1.1576505160894245e-18,2.0943419785768466e-18,1.5045564081424583e-34,5.8836958008113628e-06,0.16024611519748061,3.9095488662566396e-11,0.00039176718327213884,1.8438190772308459e-10,8.2495360005969617e-05,1.2209670419268035e-07,3.1577455628590054e-08,1.3456395595683159e-12,0.00030940118270974415,1.432082138660261e-09,2.391235797120523e-10,4.5553044509425558e-08,1.1854405056557625e-10,5.5614765830189925e-12,1.942934267103036e-17
9.700577056217498e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.031794703145634498,0.099595578354368761,0.019672969829950381,2.022378487565042e-06,2.4376741043261973e-05,0.0005358651114640427,4.0680109251410992e-06,1.9105816082187186e-14,3.1028348817445839e-15,3.4884630149603676e-14,0.0,6.8975778623303995e-14,3.4221221526331467e-25,5.1398607491542898e-17,3.441389157359755e-17,1.1616867304195472e-18,2.0993130462316404e-18,1.5241843702081148e-34,5.8716262158145125e-06,0.1603111437721777,3.9051566140174941e-11,0.00039141690458053527,1.8373388498602521e-10,8.2110631485263357e-05,1.222870264655764e-07,3.1591735126925135e-08,1.3426371807634942e-12,0.00031030284403334542,1.4371201701673697e-09,2.3982780155920393e-10,4.5571223595446579e-08,1.1922819545212383e-10,5.583898066015021e-12,1.9537542929752724e-17
9.739194126011007e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.031729897029513059,0.099595039169216262,0.019640101195952695,2.0381359754667064e-06,2.4511950128468005e-05,0.00053719827556650052,4.0882362197645339e-06,1.9141407076728704e-14,3.1152221074686165e-15,3.4929720559824055e-14,0.0,6.9052453558345891e-14,3.4474539602350893e-25,5.1661160802404616e-17,3.4410999091418192e-17,1.1657094057685061e-18,2.1042668585491997e-18,1.5439808315981457e-34,5.8596265308994381e-06,0.16037579623689241,3.9007882038436706e-11,0.0003910671450897579,1.8308786084285089e-10,8.1728157779093773e-05,1.2247646232938761e-07,3.1605778755325074e-08,1.339635437742625e-12,0.00031120050138569574,1.4421458913886095e-09,2.4052891376270621e-10,4.5588939717878557e-08,1.1991225927903128e-10,5.6062981138246811e-12,1.9645732322968341e-17
9.777811195804517e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.031665464556392589,0.099594501631356469,0.019607420746743449,2.0539322107316553e-06,2.4647212760502782e-05,0.00053852656842118154,4.1084431226204947e-06,1.9176918659549323e-14,3.1275705026055902e-15,3.497472458265008e-14,0.0,6.9128724822420406e-14,3.4728608083100701e-25,5.1923825951267209e-17,3.4407641621586089e-17,1.1697185891220691e-18,2.1092035201376014e-18,1.5639464619496832e-34,5.847696073539834e-06,0.16044007620403047,3.8964434295411601e-11,0.00039071790894819179,1.8244385972805887e-10,8.1347931410463776e-05,1.2266501864688733e-07,3.1619589072883889e-08,1.3366345891025018e-12,0.00031209417498324459,1.4471593377379861e-09,2.412269317492823e-10,4.5606198146958901e-08,1.2059623413175487e-10,5.6286767714296683e-12,1.9753910231312502e-17
9.816428265598026e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.031601402146368911,0.099593965729171036,0.019574926691051465,2.0697669716347794e-06,2.4782527882125145e-05,0.00053985001743381419,4.1286315354094205e-06,1.9212351347731361e-14,3.1398801430892468e-15,3.5019642830826242e-14,0.0,6.9204595794708318e-14,3.4983425468935704e-25,5.2186601746021358e-17,3.4403827612721441e-17,1.1737143278497046e-18,2.1141231348165256e-18,1.5840819301483907e-34,5.8358341802432264e-06,0.16050398723751846,3.892122087534003e-11,0.00039036920018562849,1.8180190526379298e-10,8.096994476819257e-05,1.2285270221238721e-07,3.1633168608717068e-08,1.3336348881774363e-12,0.00031298388503383969,1.4521605447053336e-09,2.4192187094439917e-10,4.5623004098787791e-08,1.212801122230164e-10,5.6510340842671568e-12,1.9862076051682926e-17
9.855045335391536e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.031537706267432304,0.09959343145116839,0.019542617261424915,2.085640038095554e-06,2.4917894448582856e-05,0.0005411686498489666,4.1488013631453093e-06,1.9247705653248565e-14,3.1521511071511041e-15,3.5064475911579982e-14,0.0,6.9280069818382544e-14,3.5238990267799346e-25,5.2449487008901645e-17,3.4399565423324628e-17,1.1776966696902002e-18,2.1190258056236511e-18,1.6043879043314933e-34,5.8240401963957467e-06,0.16056753285363651,3.8878239768176498e-11,0.00039002102271575695,1.8116202027555315e-10,8.0594190111633936e-05,1.2303951975258297e-07,3.1646519862368883e-08,1.3306365831164524e-12,0.00031386965173413041,1.4571495478514498e-09,2.4261374677017198e-10,4.5639362735830318e-08,1.2196388589127245e-10,5.6733700982145946e-12,1.9970229196964151e-17
9.893662405185045e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.031474373434648012,0.099592898785982084,0.019510490713825046,2.1015511916719038e-06,2.5053311427461776e-05,0.00054248249275071811,4.1689525140997192e-06,1.9282982083036424e-14,3.1643834752601337e-15,3.5109224426663274e-14,0.0,6.9355150201076665e-14,3.5495300995181339e-25,5.2712480576300745e-17,3.4394863322183557e-17,1.1816656627375633e-18,2.123911634820993e-18,1.6248650518908292e-34,5.8123134761102053e-06,0.16063071652183353,3.8835488989132933e-11,0.00038967338033859427,1.8052422680764254e-10,8.0220659575286709e-05,1.2322547792735343e-07,3.1659645304213077e-08,1.327639916959312e-12,0.00031475149526703994,1.4621263828033538e-09,2.4330257464332186e-10,4.5655279167423739e-08,1.2264754759919867e-10,5.6956848595748109e-12,2.0078369095690816e-17
9.932279474978555e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.031411400209353721,0.099592367722368721,0.019478545327228435,2.1175002155539359e-06,2.5188777798536976e-05,0.00054379157306333025,4.1890848997465306e-06,1.9318181139061138e-14,3.1765773300634947e-15,3.5153888972394091e-14,0.0,6.9429840215345829e-14,3.5752356174075514e-25,5.29755812985864e-17,3.438972948879071e-17,1.1856213554271914e-18,2.1287807239011289e-18,1.645514039475906e-34,5.8006533820772925e-06,0.16069354166552541,3.8792966578233107e-11,0.0003893262767428642,1.7988854613837699e-10,7.9849345173300127e-05,1.2341058333057101e-07,3.1672547375846538e-08,1.3246451277119331e-12,0.00031562943579930365,1.4670910852496499e-09,2.4398836997318852e-10,4.5670758450278263e-08,1.2333108993218758e-10,5.7179784150610777e-12,2.018649519174178e-17
9.970896544772064e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.031348783198373725,0.099591838249206463,0.019446779403237458,2.1334868945575439e-06,2.5324292553625785e-05,0.00054509591755192539,4.2091984347074389e-06,1.935330331838734e-14,3.1887327563283068e-15,3.5198470139697991e-14,0.0,6.9504143099119867e-14,3.6010154334937821e-25,5.3238788039920876e-17,3.4384172013770572e-17,1.1895637965223262e-18,2.1336331735934517e-18,1.6663355329969721e-34,5.7890592854198774e-06,0.16075601166287659,3.8750670599877507e-11,0.00038897971550831982,1.7925499879504535e-10,7.9480238803875984e-05,1.2359484249092248e-07,3.1685228490476945e-08,1.3216524484209782e-12,0.00031650349347907481,1.472043690936003e-09,2.4467114815979295e-10,4.5685805588964915e-08,1.2401450559686169e-10,5.7402508117828683e-12,2.0294606944105339e-17
9.999999999999998e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.031301825730701442,0.099591440260170305,0.019422956834025045,2.1455598844970372e-06,2.542645356595045e-05,0.0005460758133291649,4.2243443376437643e-06,1.9379722374402251e-14,3.197868257733909e-15,3.5232013648895153e-14,0.0,6.9559887016354889e-14,3.6204932002383825e-25,5.3437221136931322e-17,3.4379708576400848e-17,1.1925262596632313e-18,2.1372792498812644e-18,1.6821418871833021e-34,5.7803647193394436e-06,0.16080285903162117,3.8718943032116671e-11,0.00038871889282888339,1.7877895250513479e-10,7.9203518761464538e-05,1.237331526964144e-07,3.1694640951484582e-08,1.319398571726586e-12,0.00031715966665564938,1.4757682118691584e-09,2.4518373422384435e-10,4.5696863189505961e-08,1.2452946845443086e-10,5.7570222777612878e-12,2.0376074729846046e-17
0.00010009513614565574,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.031286519053249202,0.099591310355492901,0.019415191265698725,2.149511015117886e-06,2.5459854696442786e-05,0.00054639555282316374,4.2292930366981932e-06,1.9388349113244615e-14,3.2008498408844542e-15,3.5242968514149383e-14,0.0,6.9578062056149315e-14,3.6268694015644456e-25,5.3502099678082885e-17,3.437819889931621e-17,1.1934930351007706e-18,2.1384690838703532e-18,1.6873301976280925e-34,5.7775305655502868e-06,0.16081812984756583,3.8708599142416371e-11,0.00038863370010801506,1.7862360456861244e-10,7.9113332253570142e-05,1.2377826187266385e-07,3.1697691033303643e-08,1.3186621072471323e-12,0.00031737368843359228,1.4769842356607202e-09,2.45350924591951e-10,4.5700425536412061e-08,1.2469778741959958e-10,5.7625020972319876e-12,2.0402703826547453e-17
0.00010048130684359084,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.031224604469484444,0.099590784030343577,0.019383779260329505,2.1655723652827469e-06,2.5595463242456582e-05,0.0005476905053259254,4.2493686264755538e-06,1.9423319011092753e-14,3.2129286725684039e-15,3.528738467601288e-14,0.0,6.9651600256444103e-14,3.6527973761450268e-25,5.3765515104292061e-17,3.4371818059634786e-17,1.1974091205418697e-18,2.1432885539532929e-18,1.7084986978102385e-34,5.7660666100305588e-06,0.16087989950953571,3.8666750317733139e-11,0.00038828823391052493,1.7799438252819867e-10,7.8748617201495193e-05,1.2396084787638389e-07,3.1709937361892432e-08,1.315674327537829e-12,0.00031824004076691286,1.4819127552704333e-09,2.4602771464543796e-10,4.5714623194398606e-08,1.2538092834507711e-10,5.7847323192684097e-12,2.0510785327285456e-17
0.00010086747754152593,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.031163036185808422,0.099590259262990213,0.019352541754351631,2.1816707347057823e-06,2.5731117218748551e-05,0.00054898080135199433,4.2694251277849788e-06,1.9458213494685876e-14,3.2249693421680159e-15,3.5331719200284475e-14,0.0,6.9724760836705174e-14,3.6787992124947265e-25,5.402903322303582e-17,3.4365037321401981e-17,1.2013121025137544e-18,2.1480916823188732e-18,1.7298416972543808e-34,5.754666814435526e-06,0.16094132389572752,3.8625122260838671e-11,0.00038794332018211592,1.7736735103532587e-10,7.8386085223426411e-05,1.2414260683981189e-07,3.1721969806544281e-08,1.3126893278993859e-12,0.0003191025705577042,1.4868292856558909e-09,2.4670153368120072e-10,4.5728403414025758e-08,1.260639214348221e-10,5.8069415261068767e-12,2.061885094881339e-17
0.00010125364823946103,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.031101810983451484,0.099589736042778973,0.019321477136132949,2.1978059146396526e-06,2.5866815663873313e-05,0.00055026646703674326,4.28946246730901e-06,1.9493033042135403e-14,3.2369719423683437e-15,3.537597265673267e-14,0.0,6.9797546900749127e-14,3.7048747666023309e-25,5.4292652951898606e-17,3.4357864424224786e-17,1.2052020309608393e-18,2.1528785667049272e-18,1.7513598589445926e-34,5.7433305822187123e-06,0.16100240621080028,3.8583713129471604e-11,0.00038759896208886811,1.7674252775790485e-10,7.8025727795813334e-05,1.2432354503853329e-07,3.1733790670657987e-08,1.30970732226757e-12,0.00031996129785709859,1.4917338627478384e-09,2.4737239704361811e-10,4.5741770996201087e-08,1.2674675986578337e-10,5.8291297663042082e-12,2.0726900207590396e-17
0.00010163981893739612,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.031040925685436749,0.099589214359168968,0.019290583814836088,2.2139776979290552e-06,2.600255762772106e-05,0.00055154752835982323,4.3094805746163732e-06,1.9527778126971851e-14,3.2489365676983959e-15,3.5420145609939428e-14,0.0,6.986996151992628e-14,3.731023895182099e-25,5.4556373221393575e-17,3.4350307021111701e-17,1.2090789560915714e-18,2.1576493041163929e-18,1.7730538451411572e-34,5.7320573245809582e-06,0.16106314961783577,3.8542521103708226e-11,0.00038725516269875088,1.7611992968401347e-10,7.7667536299698607e-05,1.2450366868668895e-07,3.1745402231086959e-08,1.3067285199775855e-12,0.00032081624268660516,1.4966265225130109e-09,2.4804032005880772e-10,4.5754730692128993e-08,1.2742943692891365e-10,5.851297088745767e-12,2.0834932633645487e-17
0.00010202598963533122,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.030980377155885797,0.099588694201730485,0.019259860220074223,2.2301858790036473e-06,2.6138342171381611e-05,0.00055282401114585241,4.3294793821117658e-06,1.9562449218205608e-14,3.2608633144788596e-15,3.5464238619341072e-14,0.0,6.9942007733531932e-14,3.75724645566967e-25,5.4820192974796408e-17,3.4342372678951018e-17,1.2129429283664285e-18,2.1624039908312127e-18,1.7949243173836841e-34,5.7208464603416752e-06,0.16112355723902932,3.8501544385584164e-11,0.00038691192498365118,1.7549957313546501e-10,7.7311502024546248e-05,1.2468298393778622e-07,3.1756806738490243e-08,1.3037531258339634e-12,0.00032166742503608053,1.5015073009502044e-09,2.4870531803297815e-10,4.5767287203764864e-08,1.281119460277659e-10,5.8734435426326202e-12,2.0942947770483497e-17
0.00010241216033326631,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.030920162299338513,0.099588175560143488,0.019229304801573938,2.2464302538708737e-06,2.6274168367010227e-05,0.00055409594106510919,4.3494588249863506e-06,1.9597046780386562e-14,3.2727522807707618e-15,3.5508252239269108e-14,0.0,7.0013688549211047e-14,3.7835423062179844e-25,5.5084111167981656e-17,3.4334068878996584e-17,1.2167939984861568e-18,2.1671427224063536e-18,1.8169719364942274e-34,5.7096974158127563e-06,0.16118363215636605,3.8460781198720514e-11,0.00038656925182135871,1.7488147378110907e-10,7.6957616171981157e-05,1.2486149688539493e-07,3.1768006417678027e-08,1.3007813401785164e-12,0.00032251486486175609,1.5063762340864528e-09,2.4936740625082805e-10,4.5779445184280378e-08,1.2879428067710411e-10,5.8955691774703046e-12,2.1050945174853787e-17
0.0001027983310312014,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.030860278060086462,0.099587658424195993,0.019198916028844694,2.2627106201087065e-06,2.6410035297695176e-05,0.00055536334363422515,4.3694188411689044e-06,1.9631571273662719e-14,3.2846035663250547e-15,3.5552187018990837e-14,0.0,7.0085006943356837e-14,3.8099113056932264e-25,5.534812676926114e-17,3.4325403017359581e-17,1.2206322173802523e-18,2.1718655936835124e-18,1.8391973625804087e-34,5.6986096246749719e-06,0.16124337741228406,3.8420229787956779e-11,0.00038622714599750673,1.7426564664992813e-10,7.6605869859441858e-05,1.2503921356374396e-07,3.1779003467951472e-08,1.2978133589573878e-12,0.0003233585820843197,1.5112333579732907e-09,2.5002659997398643e-10,4.5791209238560146e-08,1.2947643450152741e-10,5.9176740430559323e-12,2.1158924416191396e-17
