Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2X(57),CO2X(24),CHOX(61),COX(58),H2OX(23)
3.460537588161498e-06,0.09977366400000001,0.80000000000000004,0.0,0.17493370569413241,0.092337269666228586,0.041800468702596724,2.3420885462791355e-05,6.3745005591773322e-05,0.010003334610969947,0.0047200893410224527,1.9900202489927556e-13,5.6211988532212373e-12,5.0194229175631199e-09,3.9031860824167686e-23,2.0580517156566476e-08,4.6640330485849849e-17,6.3147783850084302e-14,3.0203762040445128e-13,2.9411706719847436e-17,1.0858074332602983e-11,1.0061189946718155e-17,0.002531734412532126,0.11118451143023492,7.3967050488121995e-09,1.1962911749391427e-07,0.00022290092328271634,2.7657090770735376e-12,3.9900026837501122e-07,3.3209419642078649e-06,0.00038375067267065971,8.3170857505534439e-05,8.9578867626441314e-11,1.3573762351397429e-09,1.2076175116464969e-09,1.9842480133701667e-09
3.481608009589663e-06,0.09977366400000001,0.80000000000000004,0.0,0.17468235593091044,0.092301506480963968,0.041653220600637426,2.3817860158371849e-05,6.4904735587221072e-05,0.010082200658701865,0.0047576480906585637,2.0130983614539507e-13,5.6759528097683801e-12,5.0448100897116157e-09,4.0165179303225444e-23,2.0653239681047262e-08,4.7398293235409739e-17,6.4107554181307754e-14,3.059324594063433e-13,2.9901805357966847e-17,1.093015481416225e-11,1.0299371543019115e-17,0.0025271034484757211,0.11143706693457736,7.4106162691557662e-09,1.203160593076834e-07,0.00022335144424511042,2.7906010779061178e-12,4.0139901852187661e-07,3.3293787975590192e-06,0.00038617820061059551,8.3706440438961169e-05,9.0480146853189951e-11,1.3706930146712962e-09,1.2154778406961105e-09,2.0168083726499415e-09
3.5026784310178277e-06,0.09977366400000001,0.80000000000000004,0.0,0.17443289379150784,0.092265696783696463,0.041506910527945383,2.4218658551182578e-05,6.6076885788986318e-05,0.010161091417240821,0.0047952238237360684,2.036264441866664e-13,5.7308073308493891e-12,5.0701100061140463e-09,4.1322641688430878e-23,2.0725680597283304e-08,4.8162422499956641e-17,6.5074609727651513e-14,3.0984676020824243e-13,3.0396662504989066e-17,1.1002077528852084e-11,1.0541408353322947e-17,0.0025225014968863015,0.11168771260285425,7.4243838646641379e-09,1.2100123166775287e-07,0.00022379924224353649,2.8155480319203599e-12,4.0379550663835516e-07,3.3377825541807637e-06,0.00038860245649570673,8.4241255110929935e-05,9.1383282742371187e-11,1.3840395106152793e-09,1.2233281268912839e-09,2.0496584783126491e-09
3.5237488524459925e-06,0.09977366400000001,0.80000000000000004,0.0,0.1741852990634993,0.092229841430392617,0.041361528513237239,2.4623285804160196e-05,6.7261482388889323e-05,0.010240005725823906,0.0048328159719136952,2.0595177697622497e-13,5.785760919214584e-12,5.0953229259173419e-09,4.2504562421230201e-23,2.0797842215736289e-08,4.8932701966158234e-17,6.6048937973781162e-14,3.1378040880043005e-13,3.0896287458247401e-17,1.1073842176404172e-11,1.0787331573995891e-17,0.0025179282600371845,0.11193646890502594,7.4380093874159738e-09,1.2168463734470805e-07,0.00022424435162624848,2.8405496140279155e-12,4.0618975265979326e-07,3.3461537236247611e-06,0.00039102344475353955,8.4775302423661269e-05,9.2288248085686007e-11,1.3974154231137545e-09,1.2311683751997074e-09,2.0827983663506668e-09
3.5448192738741573e-06,0.09977366400000001,0.80000000000000004,0.0,0.17393955183656745,0.092193941263294943,0.041217064733938963,2.5031746953719493e-05,6.8458551035376644e-05,0.010318942443322047,0.0048704239761232712,2.0828576292254542e-13,5.8408120944989182e-12,5.1204491076762135e-09,4.3711256875452924e-23,2.0869726817976587e-08,4.9709114985834767e-17,6.7030526235044198e-14,3.1773329174969056e-13,3.1400689369882075e-17,1.114544848015309e-11,1.1037172317915767e-17,0.0025133834444830898,0.11218335600485342,7.4514943669152128e-09,1.2236627919689043e-07,0.00022468680618073034,2.8656055049444953e-12,4.0858177657558971e-07,3.3544927874637705e-06,0.00039344117011550341,8.5308583354282811e-05,9.3195015983793119e-11,1.4108204563082018e-09,1.238998591751273e-09,2.1162280639178068e-09
3.565889695302322e-06,0.09977366400000001,0.80000000000000004,0.0,0.17369563249672901,0.092157997111184206,0.041073509513346436,2.544404691126757e-05,6.966811683872569e-05,0.010397900447866497,0.004908047286396303,2.1062833088761879e-13,5.8959593930001124e-12,5.1454888093435909e-09,4.4943041329526569e-23,2.0941336657178599e-08,5.0491644581310776e-17,6.8019361661534935e-14,3.2170529620180161e-13,3.1909877248353594e-17,1.1216896186412146e-11,1.1290961612789356e-17,0.0025088667609807682,0.1124283937657533,7.4648403105103121e-09,1.2304616016713596e-07,0.00022512663914522828,2.8907153910950863e-12,4.1097159842341965e-07,3.3628002194547892e-06,0.00039585563760601749,8.5841098952170873e-05,9.4103559842422291e-11,1.4242543182807774e-09,1.2468187837989425e-09,2.1499475894871441e-09
3.586960116730487e-06,0.09977366400000001,0.80000000000000004,0.0,0.17345352172069597,0.092122009789635056,0.040930853317852449,2.5860190464698276e-05,7.0890204376211586e-05,0.010476878636483776,0.0049456853616944192,2.1297941018508354e-13,5.9512013674605491e-12,5.1704422882616037e-09,4.6200232938755617e-23,2.1012673958605109e-08,5.1280273450711798e-17,6.9015431242078353e-14,3.2569630988377399e-13,3.2423859959940854e-17,1.1288185063865494e-11,1.154873039949692e-17,0.002504377924411431,0.11267160175651568,7.4780487038038958e-09,1.2372428327962233e-07,0.00022556388321999266,2.9158789645210774e-12,4.1335923828367317e-07,3.3710764856982524e-06,0.0003982668525320013,8.637285033637589e-05,9.5013853368545111e-11,1.4377167209965332e-09,1.2546289596808348e-09,2.1839569530062645e-09
3.608030538158652e-06,0.09977366400000001,0.80000000000000004,0.0,0.17321320047036684,0.092085980101266562,0.040789086754237432,2.6280182279867211e-05,7.2124837697236098e-05,0.010555875924738755,0.0049833376697435271,2.1533893057831229e-13,6.0065365868528419e-12,5.1953098011530838e-09,4.7483149707667499e-23,2.1083740920081057e-08,5.2074983973207118e-17,7.0018721808135842e-14,3.2970622110585305e-13,3.2942646230224376e-17,1.1359314902975686e-11,1.1810509530463273e-17,0.0024999166537049253,0.11291299925689065,7.4911210110532584e-09,1.2440065163681169e-07,0.00022599857057824024,2.9410959227888668e-12,4.1574471627411119e-07,3.3793220447933195e-06,0.00040067482047268849,8.6903838693128406e-05,9.592587056658843e-11,1.4512073802465107e-09,1.2624291287834717e-09,2.2182561560498904e-09
3.6291009595868167e-06,0.09977366400000001,0.80000000000000004,0.0,0.17297464998744361,0.092049908835986655,0.040648200567022418,2.6704026902047776e-05,7.3372040328418422e-05,0.010634891246385645,0.0050210036868715835,2.1770682227845769e-13,6.0619636361689616e-12,5.2200916041135833e-09,4.8792110462429901e-23,2.1154539712457019e-08,5.2875758214199043e-17,7.1029220037634499e-14,3.3373491876329294e-13,3.3466244645554617e-17,1.1430285515406358e-11,1.2076329768055145e-17,0.0024954826717656087,0.11315260526304655,7.5040586755619342e-09,1.2507526841648803e-07,0.00022643073287684467,2.9663659689001635e-12,4.1812805254472474e-07,3.3875373479892504e-06,0.00040307954726975532,8.7434065273423104e-05,9.6839585734695227e-11,1.4647260155917349e-09,1.2702193015061414e-09,2.2528451919699373e-09
3.6501713810149815e-06,0.09977366400000001,0.80000000000000004,0.0,0.17273785178817236,0.092013796771231268,0.040508185635882446,2.713172875736815e-05,7.463183527864738e-05,0.010713923553026777,0.0050586828978499195,2.2008301594246015e-13,6.1174811162128851e-12,5.2447879526038258e-09,5.0127434823342604e-23,2.1225072480062487e-08,5.3682577930458971e-17,7.2046912458720755e-14,3.3778229233790835e-13,3.3994663654505506e-17,1.1501096733459665e-11,1.2346221783004695e-17,0.0024910757053998693,0.11339043849290327,7.5168631200624963e-09,1.2574813686889102e-07,0.00022686040126676532,2.9916888112038539e-12,4.2050926727279319e-07,3.3957228393332362e-06,0.00040548103901776126,8.7963531390678907e-05,9.7754973461037586e-11,1.4782723503081052e-09,1.2779994892263549e-09,2.2877240460430803e-09
3.6712418024431464e-06,0.09977366400000001,0.80000000000000004,0.0,0.17250278765820495,0.091977644672198267,0.040369032973119667,2.7563292154229601e-05,7.5904245044095499e-05,0.010792971813778904,0.0050963747957380292,2.2246744267101804e-13,6.1730876433967223e-12,5.2693991014426606e-09,5.1489443177407734e-23,2.1295341341149328e-08,5.4495424575210441e-17,7.3071785453440314e-14,3.4184823189941382e-13,3.4527911569313118e-17,1.1571748409528125e-11,1.2620216152859003e-17,0.0024866954852452829,0.11362651739134291,7.529535747090874e-09,1.2641926031393559e-07,0.00022728760640322091,3.0170641633094185e-12,4.2288838065814211e-07,3.4038789558146159e-06,0.00040787930205488657,8.8492238418472457e-05,9.8672008620172747e-11,1.4918461113321318e-09,1.2857697042663669e-09,2.3228926956158345e-09
3.692312223871311e-06,0.09977366400000001,0.80000000000000004,0.0,0.17226943964757699,0.091941453292075773,0.040230733721193762,2.7998721284706423e-05,7.7189291613194064e-05,0.010872035014946962,0.0051340788817317278,2.2486003400652442e-13,6.2287818495402115e-12,5.2939253048004148e-09,5.2878456650981795e-23,2.1365348388325681e-08,5.5314279303159897e-17,7.4103825261345257e-14,3.4593262810655885e-13,3.5065996567299845e-17,1.1642240415560476e-11,1.2898343360455185e-17,0.0024823417457013326,0.11386086013530186,7.5420779393522779e-09,1.2708864213851784e-07,0.00022771237845561464,3.0424917440019899e-12,4.2526541291859281e-07,3.4120061275057727e-06,0.00041027434295396028,8.9020187788343128e-05,9.9590666369447204e-11,1.5054470292075544e-09,1.2935299598607144e-09,2.3583511102471715e-09
3.713382645299476e-06,0.09977366400000001,0.80000000000000004,0.0,0.17203779006579983,0.091905223372265768,0.040093279150308317,2.8438020225927549e-05,7.8486996471569573e-05,0.010951112159704892,0.0051717946650146019,2.2726072193097153e-13,6.2845623816735245e-12,5.3183668161926597e-09,5.429479708251246e-23,2.1435095688980474e-08,5.6139122975475713e-17,7.51430179830306e-14,3.5003537220806737e-13,3.5608926692283892e-17,1.171257264254096e-11,1.3180633792420846e-17,0.0024780142248616616,0.11409348463874758,7.5544910600790994e-09,1.2775628579390717e-07,0.00022813474711721871,3.0679712771588265e-12,4.2764038428558235e-07,3.4201047776994776e-06,0.00041266616851376426,8.9547380987666046e-05,1.0051092214544823e-10,1.5190748380327913e-09,1.3012802701247494e-09,2.3940992518487785e-09
3.734453066727641e-06,0.09977366400000001,0.80000000000000004,0.0,0.17180782147706358,0.091868955642602654,0.039956660656051683,2.8881192941440463e-05,7.9797380606941426e-05,0.011030202267783529,0.00520952166261264,2.2966943886382529e-13,6.3404279018433282e-12,5.3427238884743631e-09,5.5738786995363889e-23,2.1504585285699021e-08,5.6969936164715918e-17,7.6189349583601379e-14,3.5415635604339033e-13,3.6156709855974539e-17,1.1782744999981844e-11,1.3467117737699594e-17,0.0024737126644478165,0.11432440855754308,7.566776453381008e-09,1.2842219479321671e-07,0.00022855474161462551,3.0935024916673068e-12,4.3001331499996668e-07,3.4281753230431936e-06,0.0004150547857506092,9.0073819557592042e-05,1.0143275166049937e-10,1.5327292754092215e-09,1.3090206500241287e-09,2.4301370748229423e-09
3.7555234881558057e-06,0.09977366400000001,0.80000000000000004,0.0,0.17157951669554705,0.091832650821566997,0.039820869757090795,2.9328243282557237e-05,8.1120464513980905e-05,0.01110930437516525,0.0052472593992519863,2.3208611765987229e-13,6.3963770869220081e-12,5.3669967738344152e-09,5.7210749570733125e-23,2.1573819196669675e-08,5.7806699159705042e-17,7.7242805896071912e-14,3.5829547204327891e-13,3.670935383935297e-17,1.1852757415428699e-11,1.3757825386101394e-17,0.0024694368097444449,0.1145536492942021,7.5789354445872954e-09,1.2908637270895289e-07,0.00022897239071697061,3.1190851213444342e-12,4.3238422530798503e-07,3.4362181736699069e-06,0.00041744020189017102,9.0599505091051548e-05,1.0235613089920263e-10,1.5464100823902844e-09,1.3167511153452207e-09,2.4664645261981107e-09
3.7765939095839706e-06,0.09977366400000001,0.80000000000000004,0.0,0.17135285878083345,0.091796309616494459,0.039685898092916685,2.9779174989683236e-05,8.245626819913106e-05,0.011188417533785277,0.0052850074072197505,2.3451069160704062e-13,6.4524086284200093e-12,5.3911857237904851e-09,5.8711008620661365e-23,2.1642799416081989e-08,5.8649391970360329e-17,7.8303372624698058e-14,3.6245261323018276e-13,3.7266866294038952e-17,1.1922609833978177e-11,1.4052786826877524e-17,0.0024651864095359007,0.11478122400253787,7.590969340581787e-09,1.2974882317064244e-07,0.00022938772274493541,3.1447189048576453e-12,4.3475313545738656e-07,3.4442337333262736e-06,0.00041982242435957936,9.1124439230820555e-05,1.0328103611502602e-10,1.5601170034313769e-09,1.3244716826664249e-09,2.5030815457621892e-09
3.7976643310121354e-06,0.09977366400000001,0.80000000000000004,0.0,0.17112783103342838,0.091759932723780441,0.039551737421640303,3.0233991693628542e-05,8.3804811185387822e-05,0.011267540811239435,0.0053227652262277676,2.3694309442419639e-13,6.5085212323012548e-12,5.4152909891842464e-09,6.0239888561142406e-23,2.1711527914516407e-08,5.9497994332468339e-17,7.9371035348244657e-14,3.6662767321848484e-13,3.7829254743643398e-17,1.1992302217807893e-11,1.4352032047319808e-17,0.0024609612160442404,0.11500714959220774,7.6028794301305302e-09,1.3040954986252975e-07,0.00022980076557953529,3.1704035856471279e-12,4.3712006569371465e-07,3.4522223994972221e-06,0.00042220146077975244,9.1648623667647027e-05,1.0420744382693418e-10,1.5738497863405501e-09,1.3321823693303504e-09,2.5399880661935778e-09
3.818734752440301e-06,0.09977366400000001,0.80000000000000004,0.0,0.17090441699037659,0.091723520829079974,0.039418379617837181,3.0692696916902487e-05,8.5166112517042332e-05,0.011346673290498261,0.0053605324032792688,2.3938326025891781e-13,6.564713618801526e-12,5.4393128201768868e-09,6.1797714385331868e-23,2.1780006639325913e-08,6.0352485712411661e-17,8.0445779523188427e-14,3.7082054621457549e-13,3.8396526585106987e-17,1.2061834545718057e-11,1.4655590931383995e-17,0.0024567609848685536,0.11523144273315745,7.6146669842023066e-09,1.3106855652134798e-07,0.00023021154667069921,3.1961389118495524e-12,4.394850362567437e-07,3.4601845635283829e-06,0.00042457731895796788,9.2172060138435611e-05,1.0513533081606501e-10,1.5876081822299954e-09,1.3398831934168406e-09,2.5771840131900132e-09
3.8398051738684655e-06,0.09977366400000001,0.80000000000000004,0.0,0.17068260042097647,0.091687074607503458,0.039285816670439899,3.1155294074991371e-05,8.6540190764384197e-05,0.011425814069627184,0.0053983084925383453,2.4183112368524916e-13,6.620984522249795e-12,5.4632514662449312e-09,6.3384811636859352e-23,2.1848237515009645e-08,6.1212845311846915e-17,8.1527590486858962e-14,3.7503112701677585e-13,3.8968689090024876e-17,1.2131206812684596e-11,1.4963493258336894e-17,0.0024525854749256021,0.11545411985996666,7.6263332562822972e-09,1.317258469341579e-07,0.00023062009304564637,3.2219246362229821e-12,4.418480673770514e-07,3.4681206107446308e-06,0.00042695000688066292,9.2694750424488124e-05,1.0606467412244869e-10,1.6013919454682664e-09,1.3475741737168107e-09,2.6146693055952459e-09
3.86087559529663e-06,0.09977366400000001,0.80000000000000004,0.0,0.17046236532258843,0.091650594723808168,0.039154040680676822,3.1621786477619684e-05,8.7927064028366105e-05,0.011504962261512737,0.0054360930552021956,2.4428661970143504e-13,6.6773326908924213e-12,5.4871071761763571e-09,6.5001506383247084e-23,2.1916222443578873e-08,6.2079052072333716e-17,8.2616453460517679e-14,3.7925931101511447e-13,3.9545749405957716e-17,1.2200419029423396e-11,1.5275768701427063e-17,0.0024484344483917402,0.11567519717609891,7.6378794826790265e-09,1.3238142493625291e-07,0.0002310264313170657,3.2477605160732629e-12,4.4420917927274177e-07,3.4760309205673395e-06,0.0004293195327064555,9.3216696349799095e-05,1.069954510417699e-10,1.6152008336332835e-09,1.3552553297068751e-09,2.6524438555235668e-09
3.881946016724795e-06,0.09977366400000001,0.80000000000000004,0.0,0.17024369591653546,0.091614081832585459,0.039023043860056221,3.2092177329995133e-05,8.9326749945229579e-05,0.011584116993594634,0.0054738856593760238,2.4674968372763722e-13,6.7337568867201698e-12,5.5108801980669802e-09,6.6648125189437016e-23,2.1983963304915405e-08,6.2951084679915836e-17,8.3712353552376994e-14,3.8350499419096409e-13,4.0127714557728982e-17,1.2269471221965395e-11,1.5592446826578914e-17,0.0024443076706460705,0.11589469065805823,7.6493068828247028e-09,1.3303529440912934e-07,0.000231430587691104,3.2736463131817254e-12,4.4656839214629116e-07,3.4839158666268005e-06,0.00043168590475938315,9.3737899779403966e-05,1.0792763912217366e-10,1.6290346074660742e-09,1.3629266815247375e-09,2.6905075684822582e-09
3.90301643815296e-06,0.09977366400000001,0.80000000000000004,0.0,0.17002657664409329,0.091577536578444169,0.038892818528394303,3.2566469734037447e-05,9.0739265691092065e-05,0.011663277407603485,0.0055116858799505912,2.4922025160363574e-13,6.7902558852979954e-12,5.5345707793171049e-09,6.8324995091429475e-23,2.2051461957122612e-08,6.3828921569654355e-17,8.4815275760560587e-14,3.8776807311654455e-13,4.071459144870873e-17,1.233836343124223e-11,1.5913557091109835e-17,0.0024402049102148203,0.11611261605945505,7.6606166595691803e-09,1.3368745927851912e-07,0.00023183258797516789,3.2995817937340186e-12,4.4892572618153948e-07,3.4917758168752223e-06,0.00043404913152234644,9.4258362617778243e-05,1.0886121616111298e-10,1.6428930308252355e-09,1.3705882499453283e-09,2.7288603434919718e-09
3.924086859581125e-06,0.09977366400000001,0.80000000000000004,0.0,0.16981099216256768,0.091540959596190047,0.038763357111886304,3.3044666689591531e-05,9.2164627986495278e-05,0.011742442659304119,0.0055494932984822892,2.5169825958651517e-13,6.8468284755975271e-12,5.558179166628405e-09,7.0032443570035789e-23,2.2118720236869357e-08,6.4712540930113483e-17,8.5925204976005633e-14,3.9204844495429772e-13,4.130638686208415e-17,1.2407095712682137e-11,1.6239128842470152e-17,0.0024361259387168928,0.11632898891498322,7.6718099994677355e-09,1.3433792351248273e-07,0.00023223245758554402,3.3255667282503138e-12,4.5128120154077994e-07,3.4996111336923507e-06,0.00043640922163075857,9.4778086807286165e-05,1.0979616020223792e-10,1.6567758706421247e-09,1.3782400563576488e-09,2.7675020732050764e-09
3.94515728100929e-06,0.09977366400000001,0.80000000000000004,0.0,0.1695969273414569,0.091504351511001183,0.038634652141219306,3.3526771095624822e-05,9.3602853100915217e-05,0.01182161191824428,0.0055873075030757231,2.5418364434833766e-13,6.9034734598322115e-12,5.5817056060010775e-09,7.177079852474746e-23,2.2185739959726946e-08,6.5601920707799699e-17,8.704212598530887e-14,3.9634600745613903e-13,4.1903107462116535e-17,1.2475668135815851e-11,1.6569191317005742e-17,0.0024320705308105662,0.1165438245443112,7.6828880730626722e-09,1.3498669111956053e-07,0.00023263022155484329,3.3516008915167637e-12,4.5363483836201102e-07,3.5074221739960061e-06,0.00043876618386638267,9.529707432667736e-05,1.1073244953232638e-10,1.6706828968767471e-09,1.3858821227423162e-09,2.806432644022018e-09
3.9662277024374545e-06,0.09977366400000001,0.80000000000000004,0.0,0.16938436725869715,0.091467712938600051,0.038506696249725816,3.4012785751409419e-05,9.5053956857233434e-05,0.011900784367508653,0.0056251280882687275,2.5667634297380321e-13,6.9601896532950609e-12,5.6051503427311821e-09,7.3540388247724103e-23,2.2252522920499229e-08,6.6497038611554146e-17,8.8166023473516833e-14,4.0066065896259231e-13,4.2504759795385308e-17,1.2544080783892231e-11,1.6903773638742977e-17,0.0024280384641413304,0.11675713805588883,7.6938520351590655e-09,1.3563376614698211e-07,0.00023302590453927376,3.3776840625180402e-12,4.5598665675624048e-07,3.5152092893386975e-06,0.00044112002715136951,9.581532718962979e-05,1.116700626782562e-10,1.6846138824743565e-09,1.3935144716497864e-09,2.8456519362057175e-09
3.987298123865619e-06,0.09977366400000001,0.80000000000000004,0.0,0.16917329719698823,0.091431044485421525,0.038379482171577169,3.4502713357688854e-05,9.651795463617016e-05,0.011979959203478,0.0056629546549197482,2.591762929579008e-13,7.0169758841989442e-12,5.6285136214082291e-09,7.5341541397902742e-23,2.2319070893546142e-08,6.7397872116899016e-17,8.929688202686218e-14,4.0499229840181106e-13,4.3111350292018906e-17,1.2612333753503325e-11,1.7242904818195814e-17,0.0024240295192908016,0.11696894435067241,7.7047030250947504e-09,1.3627915267892927e-07,0.00023341953082574616,3.4038160243711509e-12,4.5833667680500066e-07,3.5229728260200631e-06,0.00044347076054246322,9.6332847443337345e-05,1.1260897840401696e-10,1.6985686033227204e-09,1.4011371261792153e-09,2.8851598239940346e-09
4.008368545293784e-06,0.09977366400000001,0.80000000000000004,0.0,0.16896370264019905,0.091394346748777666,0.038253002740015467,3.4996556517829997e-05,9.7994861380679211e-05,0.012059135635593363,0.0057007868100975388,2.6168343220354913e-13,7.0738309935193947e-12,5.6517956859129538e-09,7.7174586975230584e-23,2.238538563310068e-08,6.83043984703383e-17,9.0434686135446434e-14,4.093408252884934e-13,4.3722885266912662e-17,1.268042715421869e-11,1.7586613751194784e-17,0.0024200434797267121,0.11717925812576971,7.7154421670045614e-09,1.369228548348522e-07,0.00023381112433881781,3.4299965642604194e-12,4.606849185578124e-07,3.5307131251679336e-06,0.00044581839322540515,9.6849637167141606e-05,1.1354917570776081e-10,1.7125468382100606e-09,1.4087501099579709e-09,2.9249561757103503e-09
4.029438966721949e-06,0.09977366400000001,0.80000000000000004,0.0,0.16875556926984861,0.091357620317018967,0.038127250885623465,3.549431773896022e-05,9.9484691600304788e-05,0.012138312886125154,0.0057386241669731301,2.641976990192282e-13,7.1307538348398541e-12,5.6749967794153013e-09,7.9039854295023557e-23,2.2451468873579702e-08,6.9216594693613441e-17,9.1579420195870758e-14,4.1370613972269308e-13,4.4339370920933988e-17,1.2748361108228646e-11,1.793492921773766e-17,0.0024160801317539464,0.11738809387800742,7.7260705700792082e-09,1.3756487676783958e-07,0.00023420070864747845,3.4562254733735989e-12,4.6303140203001577e-07,3.5384305228643605e-06,0.00044816293450947783,9.7365698471205123e-05,1.1449063381889568e-10,1.7265483687836851e-09,1.4163534471217395e-09,2.9650408538722746e-09
4.050509388150114e-06,0.09977366400000001,0.80000000000000004,0.0,0.16854888296166254,0.091320865769692033,0.038002219634631032,3.5995999433089846e-05,0.00010098745937550018,0.012217490189947021,0.0057764663447140005,2.6671903211660497e-13,7.1877432741993466e-12,5.6981171443725754e-09,8.093767296245287e-23,2.2517322329888491e-08,7.0134437587913785e-17,9.2731068513815611e-14,4.1808814238853304e-13,4.4960813342114714e-17,1.2816135749996261e-11,1.828787988086157e-17,0.0024121392644665847,0.11759546590742237,7.7365893288187044e-09,1.3820522266303576e-07,0.00023458830697178156,3.482502546838962e-12,4.6537614720026432e-07,3.5461253501918848e-06,0.00045050439382226805,9.7881033495225399e-05,1.154333321952147e-10,1.7405729795092277e-09,1.4239471622952411e-09,3.0054137152985224e-09
4.069472767435462e-06,0.09977366400000001,0.80000000000000004,0.0,0.16836409100256597,0.09128776311031013,0.03789030193658853,3.6450866879974574e-05,0.00010235102327828846,0.012288749186553802,0.0058105281165126534,2.6899422324331098e-13,7.2390897836461097e-12,5.718856649743471e-09,8.2673813797565052e-23,2.2576395376983038e-08,7.0965304748257344e-17,9.377345064752404e-14,4.2204613161084779e-13,4.552435449886224e-17,1.2876996836374897e-11,1.8609522165623567e-17,0.0024086115327907288,0.11778086091398532,7.7459633587399699e-09,1.3878010444003932e-07,0.00023493546636235184,3.5061929272790232e-12,4.6748494808677631e-07,3.5530316668668573e-06,0.00045260908000149206,9.8344215838685513e-05,1.162828043642897e-10,1.7532146867922277e-09,1.4307732998813869e-09,3.0419955644250011e-09
4.08843614672081e-06,0.09977366400000001,0.80000000000000004,0.0,0.168180449847847,0.091254638550147676,0.03777895740215706,3.6908913414199e-05,0.00010372508733110815,0.012360007076127891,0.0058445932201197925,2.7127504462318536e-13,7.2904885195459668e-12,5.73953113654889e-09,8.4436829057118336e-23,2.2635284895699498e-08,7.1800709531721602e-17,9.4821408981751803e-14,4.260174867455356e-13,4.6091919759509818e-17,1.2937729113038703e-11,1.8934962809370524e-17,0.0024051016919404106,0.11796509188593823,7.7552502292982486e-09,1.3935363513414174e-07,0.00023528105208551876,3.5299220141144008e-12,4.6959237160892233e-07,3.5599202003489407e-06,0.00045471128454090121,9.8806813250283267e-05,1.1713325003236795e-10,1.7658747634298144e-09,1.4375916825844882e-09,3.0788106092943038e-09
4.105503188077624e-06,0.09977366400000001,0.80000000000000004,0.0,0.16801614855626748,0.091224808055518414,0.037679233331869476,3.7323874709479986e-05,0.00010497073037345698,0.01242413778999067,0.0058752544424873375,2.7333256148332316e-13,7.3367913729784747e-12,5.7580827286662097e-09,8.6046719428579988e-23,2.2688129546759747e-08,7.2556439164582277e-17,9.5769329531096496e-14,4.2960307537256562e-13,4.6606172582651496e-17,1.2992278130569607e-11,1.9231124052880298e-17,0.0024019580093575482,0.1181299128028287,7.7635345267696191e-09,1.3986866015430095e-07,0.00023559074716754586,3.5513111693095289e-12,4.7148788710097136e-07,3.5661048671859453e-06,0.00045660115268986135,9.9222652139542244e-05,1.1789947147817338e-10,1.7772844130104125e-09,1.4437216122028159e-09,3.1121434363971453e-09
4.122570229434438e-06,0.09977366400000001,0.80000000000000004,0.0,0.16785276425148341,0.091194960440578635,0.037579966035781051,3.7741413433621061e-05,0.00010622489280442566,0.01248826679295688,0.0059059179574033911,2.7539457153763528e-13,7.3831353018371553e-12,5.7765819251575114e-09,8.7678748736915341e-23,2.2740827395043924e-08,7.331581747337464e-17,9.6721748883094661e-14,4.3319938107979109e-13,4.7123691358321612e-17,1.3046723005205635e-11,1.9530393690465925e-17,0.0023988285915231789,0.11829380620457615,7.7717494014916643e-09,1.4038259559784703e-07,0.00023589919240867067,3.5727314607150508e-12,4.7338230919359767e-07,3.5722754837208765e-06,0.00045848902167970292,9.9638019732710173e-05,1.1866645922144578e-10,1.788708709912573e-09,1.4498452896323586e-09,3.1456649714586467e-09
4.139637270791252e-06,0.09977366400000001,0.80000000000000004,0.0,0.16769028987157655,0.091165095993193848,0.037481152026579159,3.816153064743401e-05,0.00010748758110530091,0.012552393707222111,0.0059365835761983499,2.7746104316668107e-13,7.4295197324038161e-12,5.7950288531549736e-09,8.9333092676968465e-23,2.279337930703058e-08,7.4078831627230932e-17,9.7678658495289761e-14,4.3680635247836256e-13,4.7644479058890472e-17,1.3101063835677609e-11,1.9832786667060768e-17,0.0023957133327434177,0.11845677924060884,7.7798954014749745e-09,1.4089544375613161e-07,0.00023620639935335972,3.5941827885126362e-12,4.7527564840330256e-07,3.578432214576068e-06,0.00046037489677193681,0.00010005291722983879,1.194342028748933e-10,1.8001475460962686e-09,1.4559627290135985e-09,3.1793751253900909e-09
4.1567043121480655e-06,0.09977366400000001,0.80000000000000004,0.0,0.16752871843072026,0.091135214997784209,0.037382787854432019,3.8584227373299606e-05,0.00010875880158245541,0.012616518159913402,0.0059672511125525556,2.7953194491900031e-13,7.4759440959837418e-12,5.8134236394809765e-09,9.1009927009824816e-23,2.284578614146643e-08,7.4845468709838858e-17,9.8640049791741365e-14,4.4042393842719511e-13,4.8168538610845485e-17,1.3155300725248647e-11,2.0138317874775228e-17,0.0023926121284203179,0.11861883898325558,7.7879730689600687e-09,1.4140720693092528e-07,0.00023651237941028184,3.6156650544368729e-12,4.7716791522631401e-07,3.5845752224601897e-06,0.00046225878326782083,0.00010046734584098789,1.2020269214304172e-10,1.8116008146423606e-09,1.4620739446571754e-09,3.2132738068890438e-09
