Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2X(57),CO2X(24),CHOX(61),COX(58),H2OX(23)
1.9274662474250694e-08,0.09977366400000001,0.80000000000000004,0.0,0.28438803411706304,0.09677270521197856,0.099136689363938033,3.9060445653844856e-13,2.2507467676986194e-13,6.8095234528619363e-09,1.4160771983974499e-07,2.1034827204425728e-19,4.7024734276293667e-18,5.5034936978952279e-13,8.2826682077934415e-40,1.0274786870309865e-11,2.451943342202214e-27,2.8424086424300447e-22,5.6909933416862891e-21,1.5151714996799345e-24,2.2824541942521365e-17,2.120817536464391e-30,0.0032267582283330527,0.0017263062937560162,1.249377119246383e-10,1.0963700209496295e-11,2.1319331877239037e-06,3.0454232613922408e-15,1.5701980433462047e-10,2.2131038930168902e-07,1.7335861499802791e-07,6.5668459075566891e-11,3.8669468607115451e-16,3.6075473933304908e-15,5.8873678008961258e-14,1.0388016518023575e-16
1.9334908690792576e-08,0.09977366400000001,0.80000000000000004,0.0,0.28437821275020697,0.096768186963986091,0.099134042050496807,3.9585341626370938e-13,2.2786879375872617e-13,6.9105065398693698e-09,1.4304625316364082e-07,2.1221309727917006e-19,4.7420466608774622e-18,5.5344444626065598e-13,8.4693000664812522e-40,1.036429469489518e-11,2.4863358171434338e-27,2.8850503649721121e-22,5.7827310585869873e-21,1.5361902462900619e-24,2.3081940225765951e-17,2.1565804209789966e-30,0.0032312733004031323,0.0017315983530194123,1.253006000755103e-10,1.1061941230746901e-11,2.1444301983413371e-06,3.0543388292088373e-15,1.5837522933479133e-10,2.2191707746270017e-07,1.7448758860128106e-07,6.6701473063652314e-11,3.9041951775127057e-16,3.6524518735109439e-15,5.9469798246276742e-14,1.0485723205941423e-16
1.938913028568027e-08,0.09977366400000001,0.80000000000000004,0.0,0.28436939130421163,0.096764137903990105,0.099131659685019052,4.006206065271145e-13,2.3040616283587302e-13,7.0023998144354114e-09,1.4434840490261136e-07,2.1390070062921047e-19,4.7778516769131394e-18,5.5623800528788739e-13,8.6404109197229308e-40,1.0445279009037827e-11,2.5176200957331143e-27,2.9238606488334473e-22,5.8662668606428049e-21,1.555288574046488e-24,2.3315441321904114e-17,2.1891951657716701e-30,0.0032353194942886321,0.0017363607637629209,1.2562716195384703e-10,1.1150846128388348e-11,2.1557065839682427e-06,3.0623627241304286e-15,1.596004956696692e-10,2.2246151756953121e-07,1.7550554725900685e-07,6.7642175805477365e-11,3.9378940374130616e-16,3.693193272742425e-15,6.0009382238796588e-14,1.0574204244138998e-16
1.9437929721079193e-08,0.09977366400000001,0.80000000000000004,0.0,0.28436146635119697,0.096760507757875189,0.099129515731294762,4.0494618335763199e-13,2.3270826412349304e-13,7.0859269205918867e-09,1.4552639986230966e-07,2.1542706356620212e-19,4.8102297793154384e-18,5.5875868687406508e-13,8.7969948050591718e-40,1.0518511710306598e-11,2.546046189946102e-27,2.9591431842497355e-22,5.9422423119661783e-21,1.572624848738917e-24,2.3527092165865064e-17,2.2188987582432601e-30,0.0032389470546029704,0.001740646575446174,1.2592103741390442e-10,1.1231256716141171e-11,2.1658788661623589e-06,3.0695840302870595e-15,1.6070759701903785e-10,2.2295023629235795e-07,1.7642322577120223e-07,6.8497783617276684e-11,3.9683665886438534e-16,3.7301268862374044e-15,6.049750166133544e-14,1.0654280205976083e-16
1.9486729156478118e-08,0.09977366400000001,0.80000000000000004,0.0,0.28435355494154274,0.096756890832973744,0.099127371943330031,4.0930517070775272e-13,2.3502796102390079e-13,7.1702394168221373e-09,1.4671013981545336e-07,2.1696056720277091e-19,4.8427537494087226e-18,5.612855116008515e-13,8.9560615478379311e-40,1.0592073617018705e-11,2.5747301574551319e-27,2.9947628543264952e-22,6.0189745713830774e-21,1.5901018311723594e-24,2.3740170387374608e-17,2.2489373608405737e-30,0.0032425613877352195,0.0017449320484367687,1.2621488433097339e-10,1.1312043415156029e-11,2.1760734302340841e-06,3.0768054170720106e-15,1.6181882682792867e-10,2.2343774650223505e-07,1.7734233230968339e-07,6.9361959300749965e-11,3.9989720252107961e-16,3.7673133747295977e-15,6.0987985786926016e-14,1.0734777249839154e-16
1.9535528591877042e-08,0.09977366400000001,0.80000000000000004,0.0,0.28434565702736325,0.096753287081815145,0.09912522832090899,4.1369771578625729e-13,2.3736534891023515e-13,7.2553426831230484e-09,1.4789962996524568e-07,2.1850122750769102e-19,4.875423937818852e-18,5.6381848493081009e-13,9.117645051572439e-40,1.066596534589382e-11,2.6036737945364826e-27,3.0307220309174956e-22,6.0964687938464521e-21,1.6077202026784373e-24,2.395468222767963e-17,2.2793140094997742e-30,0.0032461625411567812,0.0017492171831689162,1.2650870279746216e-10,1.1393207009770907e-11,2.186290262102971e-06,3.0840267283905671e-15,1.6293418359847243e-10,2.2392404979770996e-07,1.7826285927537828e-07,7.0234765746183737e-11,4.0297121994487193e-16,3.8047537509884453e-15,6.1480836641300341e-14,1.0815696698931898e-16
1.9584328027275967e-08,0.09977366400000001,0.80000000000000004,0.0,0.28433777256094478,0.09674969645709923,0.099123084863816477,4.1812396587120105e-13,2.3972052348657135e-13,7.3412421221000512e-09,1.4909487545350983e-07,2.2004906044714055e-19,4.908240695466898e-18,5.6635761233986983e-13,9.2817796110700919e-40,1.0740187512760253e-11,2.6328789065532976e-27,3.0670230965007328e-22,6.1747301515066452e-21,1.6254806451983154e-24,2.4170633939668582e-17,2.310031761284525e-30,0.0032497505621685826,0.0017535019800753403,1.2680249290536692e-10,1.1474748290328092e-11,2.1965293476482355e-06,3.0912476683631853e-15,1.6405366984278241e-10,2.2440914780071868e-07,1.7918479910556342e-07,7.1116266130910352e-11,4.0605909124154898e-16,3.8424492921944092e-15,6.1976056224757006e-14,1.0897039888626781e-16
1.963312746267489e-08,0.09977366400000001,0.80000000000000004,0.0,0.28432990149474496,0.09674611891169578,0.099120941571838109,4.2258406830007037e-13,2.4209358078851539e-13,7.4279431589932247e-09,1.5029588136102e-07,2.2160408198471089e-19,4.9412043735698933e-18,5.6890289931729638e-13,9.4484999161493868e-40,1.0814740732554183e-11,2.6623473079877456e-27,3.1036684441809394e-22,6.2537638337377159e-21,1.6433838412750691e-24,2.4388031787852878e-17,2.3410936944925014e-30,0.0032533254979016961,0.0017577864395872814,1.2709625474621455e-10,1.1556667967793955e-11,2.2067906727203996e-06,3.0984690455842073e-15,1.6517728042204505e-10,2.2489304216783947e-07,1.8010814427392969e-07,7.2006523919713955e-11,4.0915988079383802e-16,3.8803999047315306e-15,6.2473646512340215e-14,1.0978808154387802e-16
1.9677046954533925e-08,0.09977366400000001,0.80000000000000004,0.0,0.28432282895319599,0.096742910264827967,0.09911901275005354,4.2662722606294121e-13,2.4424470173195678e-13,7.5066639606363766e-09,1.5138171598655994e-07,2.2300976081174888e-19,4.9709975913715319e-18,5.711989285755384e-13,9.6007879956295596e-40,1.088212218814697e-11,2.6890954887743503e-27,3.1369456047703199e-22,6.325558788052667e-21,1.6596193366368431e-24,2.4584931484636899e-17,2.3693462709055252e-30,0.0032565317909656541,0.0017616421650309747,1.2736061630980481e-10,1.1630719869950932e-11,2.2160448683537355e-06,3.1049683066605561e-15,1.6619205506177951e-10,2.2532751937711568e-07,1.8094035029848197e-07,7.2815296195722823e-11,4.1196204165984048e-16,3.9147746050818722e-15,6.2923506335389614e-14,1.105276413003083e-16
1.9720966446392958e-08,0.09977366400000001,0.80000000000000004,0.0,0.28431576719303492,0.096739712140044884,0.099117084061683139,4.3069803111811694e-13,2.4641045621996797e-13,7.5860424563292009e-09,1.5247222423649672e-07,2.2442128696551984e-19,5.0009103559234931e-18,5.7349995556165144e-13,9.7552248039438582e-40,1.0949772741016206e-11,2.7160597468026887e-27,3.1705053405038323e-22,6.3979873496838029e-21,1.675971514129977e-24,2.478301221856096e-17,2.3978824191918089e-30,0.0032597275571134691,0.0017654976178455419,1.2762495511673462e-10,1.1705079526478375e-11,2.225317056135799e-06,3.1114669600835765e-15,1.6721017324969912e-10,2.2576102423884779e-07,1.8177368314486425e-07,7.3631260280257812e-11,4.1477581291764803e-16,3.9493583650082383e-15,6.3375289412836206e-14,1.11270664689769e-16
1.9764885938251992e-08,0.09977366400000001,0.80000000000000004,0.0,0.28430871617995673,0.096736524503338972,0.099115155506572114,4.34796591014836e-13,2.4859091495457267e-13,7.6660826481999405e-09,1.5356740968919316e-07,2.2583867207814512e-19,5.0309429238808781e-18,5.7580598430491083e-13,9.9118364658002406e-40,1.1017692837593741e-11,2.7432414239055193e-27,3.2043494181417046e-22,6.4710533373382055e-21,1.6924408725525233e-24,2.4982278580533567e-17,2.4267044279757452e-30,0.0032629128303532126,0.0017693527983422971,1.2788927123275271e-10,1.1779747423765508e-11,2.2346072256770673e-06,3.1179659982826896e-15,1.6823162974017695e-10,2.2619355801673798e-07,1.8260813740220437e-07,7.4454463037959535e-11,4.1760004525641905e-16,3.9841506682986406e-15,6.3828997132573441e-14,1.1201716151479836e-16
1.980441348092512e-08,0.09977366400000001,0.80000000000000004,0.0,0.28430237942867853,0.096733664569591038,0.099113419920781501,4.385091142295343e-13,2.5056595855859091e-13,7.738687890892775e-09,1.5455707853088027e-07,2.2711933770192711e-19,5.0580748792375765e-18,5.7788569001339739e-13,1.005466826978047e-39,1.1079051752886805e-11,2.767891940517725e-27,3.2350536662287496e-22,6.5373608906297784e-21,1.7073638973884469e-24,2.5162635818785994e-17,2.4528905495968286e-30,0.0032657706328516598,0.0017728222282141761,1.2812713639044104e-10,1.1847212564021635e-11,2.2429837440591541e-06,3.1238151483136679e-15,1.6915379318115024e-10,2.2658200919541502e-07,1.8336010058743068e-07,7.5201573471849444e-11,4.2015114964594431e-16,4.0156428382207552e-15,6.4238980783570974e-14,1.1269198646474707e-16
1.984394102359825e-08,0.09977366400000001,0.80000000000000004,0.0,0.28429605132998809,0.096730813079091774,0.099111684442693956,4.4224428446437422e-13,2.5255302189972126e-13,7.8118352998647141e-09,1.5555054132698885e-07,2.2840476698050472e-19,5.0853042707801193e-18,5.7996945336548044e-13,1.0199302508617102e-39,1.1140629684338917e-11,2.7927206451274125e-27,3.2659909658867124e-22,6.6041906607835745e-21,1.7223826072627283e-24,2.5343960497980592e-17,2.4793117719615765e-30,0.0032686199881893159,0.0017762914379856132,1.2836498326886001e-10,1.191492826884724e-11,2.2513748116144796e-06,3.1296641967458424e-15,1.7007866104308375e-10,2.2696967576955671e-07,1.8411296384145757e-07,7.5954619776484849e-11,4.2271122385983522e-16,4.047305369297371e-15,6.4650525494937663e-14,1.133696399210202e-16
1.9883468566271377e-08,0.09977366400000001,0.80000000000000004,0.0,0.28428973185910683,0.096727970007277425,0.099109949072197667,4.4600218020087933e-13,2.5455215697625407e-13,7.8855278236812928e-09,1.5654780060501136e-07,2.2969496839022682e-19,5.1126312860182232e-18,5.820572773165092e-13,1.0345758789785628e-39,1.1202426956177866e-11,2.8177285285660718e-27,3.2971626196945335e-22,6.6715454548991342e-21,1.7374973665762873e-24,2.5526255980621653e-17,2.5059697931025264e-30,0.0032714609209303484,0.001779760427881569,1.2860281191526754e-10,1.1982894938435434e-11,2.2597804207166721e-06,3.1355132358538431e-15,1.7100623157165029e-10,2.2735655869270148e-07,1.8486672326965316e-07,7.671363651053129e-11,4.2528015970351314e-16,4.0791385773431083e-15,6.5063632244925387e-14,1.140501290425753e-16
1.9922996108944505e-08,0.09977366400000001,0.80000000000000004,0.0,0.2842834209913282,0.096725135329655682,0.099108213809181125,4.4978287994789657e-13,2.5656341593125743e-13,7.9597684207199549e-09,1.5754885886706042e-07,2.3098995040635342e-19,5.1400561125910317e-18,5.8414916482749945e-13,1.0494056901274752e-39,1.1264443892245282e-11,2.8429165856792504e-27,3.3285699348635659e-22,6.7394280874162419e-21,1.7527085399706671e-24,2.5709525634168655e-17,2.5328663204872508e-30,0.0032742934555674511,0.0017832291981263778,1.2884062237669681e-10,1.20511129784885e-11,2.2682005637223452e-06,3.1413622683538846e-15,1.7193650406362092e-10,2.277426589279187e-07,1.856213749931632e-07,7.7478658357467369e-11,4.2785796065209292e-16,4.1111429159197916e-15,6.5478302001311029e-14,1.1473346097259106e-16
1.9962523651617634e-08,0.09977366400000001,0.80000000000000004,0.0,0.28427711870201755,0.096722309021805578,0.099106478653533239,4.5358646224075134e-13,2.5858685105276596e-13,8.0345600591786079e-09,1.5855371858998406e-07,2.3228972150305924e-19,5.1675789382673736e-18,5.8624511886512407e-13,1.0644216812960505e-39,1.1326680815996337e-11,2.8682858153380034e-27,3.3602142232425805e-22,6.8078413801129679e-21,1.7680164923256627e-24,2.5893772831029947e-17,2.5600030710565045e-30,0.0032771176165220539,0.0017866977489437537,1.2907841469998369e-10,1.2119582794237263e-11,2.2766352329721196e-06,3.147211297439114e-15,1.7286947781858349e-10,2.2812797744872829e-07,1.8637691514891949e-07,7.8249720125719906e-11,4.3044462954121985e-16,4.1433188373194308e-15,6.5894535721428477e-14,1.1541964287901007e-16
2.0002051194290762e-08,0.09977366400000001,0.80000000000000004,0.0,0.28427082496661193,0.096719491059377105,0.099104743605143111,4.5741300563889335e-13,2.6062251477399846e-13,8.1099057170841359e-09,1.5956238222548032e-07,2.3359429015343638e-19,5.1951999509460265e-18,5.8834514240170321e-13,1.0796258677990184e-39,1.1389138050499496e-11,2.8938372204503789e-27,3.3920968013211642e-22,6.8767881620947126e-21,1.7834215887568439e-24,2.6079000948556281e-17,2.5873817712625047e-30,0.0032799334281445268,0.0017901660805567897,1.2931618893176925e-10,1.2188304790493342e-11,2.285084420790614e-06,3.1530603262665646e-15,1.7380515211407484e-10,2.2851251523899396e-07,1.8713333988965289e-07,7.9026856748798172e-11,4.33040168978909e-16,4.1756667897217822e-15,6.6312334352215217e-14,1.1610868194174004e-16
2.004157873696389e-08,0.09977366400000001,0.80000000000000004,0.0,0.28426453976061983,0.096716681418091158,0.099103008663900205,4.6126258872591284e-13,2.6267045967362138e-13,8.1858083823008361e-09,1.6057485220021324e-07,2.3490366482949814e-19,5.2229193386559676e-18,5.9044923841519481e-13,1.0950202834178309e-39,1.1451815918436216e-11,2.9195718079729339e-27,3.4242189902365597e-22,6.9462712697876299e-21,1.7989241946132452e-24,2.6265213369034517e-17,2.6150041571073544e-30,0.0032827409147143972,0.0017936341931879586,1.295539451184904e-10,1.225727937165157e-11,2.2935481194863895e-06,3.1589093577556272e-15,1.7474352622677373e-10,2.2889627329277482e-07,1.8789064538390041e-07,7.9810103285427286e-11,4.3564458199836461e-16,4.2081872235023081e-15,6.6731698830267741e-14,1.1680058534581164e-16
2.0120633822310147e-08,0.09977366400000001,0.80000000000000004,0.0,0.28425199483926616,0.096711087002183463,0.099099539102415507,4.6903118842490975e-13,2.6680340405152123e-13,8.3392967353618551e-09,1.626112207495627e-07,2.37536866141349e-19,5.2786539919381509e-18,5.9466965981288029e-13,1.1263880303086852e-39,1.1577834843399491e-11,2.9715945783867456e-27,3.4891875084104651e-22,7.0868578445843241e-21,1.8302233971515663e-24,2.6640604672637474e-17,2.6709869777031409e-30,0.0032883310094614037,0.0018005697623915053,1.3002940354149488e-10,1.2395987904056936e-11,2.3105190186635892e-06,3.1706074410878701e-15,1.7662837095209715e-10,2.2966145421740192e-07,1.8940788338614988e-07,8.1395066961111151e-11,4.4088003965225485e-16,4.273747331346824e-15,6.7575129023126739e-14,1.1819301397605019e-16
2.0199688907656404e-08,0.09977366400000001,0.80000000000000004,0.0,0.28423948374344621,0.09670552558125875,0.099096069968201125,4.7689289049499366e-13,2.7098610773450613e-13,8.4950492183403512e-09,1.6466284315502835e-07,2.4018939319324461e-19,5.3347844049594774e-18,5.9890640699424017e-13,1.1585415669151081e-39,1.1704740164587149e-11,3.0243622636415088e-27,3.555130440080931e-22,7.2296239420994721e-21,1.8619170273152418e-24,2.7019973898617904e-17,2.7279656133258331e-30,0.0032938880935900923,0.001807504458321868,1.3050479033652613e-10,1.2535711617917849e-11,2.3275478686499417e-06,3.1823055718571934e-15,1.785240060058128e-10,2.3042352837441766e-07,1.9092859882031488e-07,8.3004894131911764e-11,4.4615102433799135e-16,4.340002749947281e-15,6.8424833587741216e-14,1.1959698646320887e-16
2.027874399300266e-08,0.09977366400000001,0.80000000000000004,0.0,0.28422700627977882,0.096699996963613644,0.099092601260383967,4.848483244750048e-13,2.752189966139975e-13,8.6530900891432317e-09,1.6672973794041755e-07,2.4286131372274046e-19,5.3913120866650767e-18,6.0315950398493032e-13,1.1914978427263931e-39,1.1832534449490145e-11,3.0778830663168835e-27,3.6220585223519767e-22,7.3745925166477338e-21,1.8940080160676881e-24,2.7403348282329239e-17,2.7859542997328876e-30,0.0032994123588070347,0.0018144382827367286,1.3098010586797116e-10,1.2676453732767469e-11,2.3446346073327076e-06,3.1940037744244979e-15,1.8043042525908067e-10,2.3118250407089858e-07,1.924527616042959e-07,8.4639869788843454e-11,4.514575574217509e-16,4.4069570619239985e-15,6.9280819649438052e-14,1.2101256066759607e-16
2.0436854163695178e-08,0.09977366400000001,0.80000000000000004,0.0,0.28420215148099098,0.096689037376912298,0.099085665120473884,5.0104290814755618e-13,2.8383704529266992e-13,8.9761348170381161e-09,1.7090941680228855e-07,2.4826360607992668e-19,5.5055653024561655e-18,6.1171484394308376e-13,1.2598879605257044e-39,1.2090800149301086e-11,3.1872171640799074e-27,3.7589134622108257e-22,7.6712294963115866e-21,1.9593938107009147e-24,2.8182221856003462e-17,2.9050195518225496e-30,0.0033103631937687404,0.0018283033240020371,1.3193052458202909e-10,1.2961006008713689e-11,2.3789815010353489e-06,3.2174004922539252e-15,1.8427559116520159e-10,2.3269119406351661e-07,1.9551131016010706e-07,8.798641660925662e-11,4.621773517356653e-16,4.5429766651022128e-15,7.101166396264781e-14,1.2387874646197943e-16
2.0594964334387695e-08,0.09977366400000001,0.80000000000000004,0.0,0.28417742891821074,0.096678206730614835,0.099078730675798893,5.1761998299418409e-13,2.9266100439035653e-13,9.3086281506378396e-09,1.751503978013795e-07,2.5374428477532761e-19,5.621425753172187e-18,6.2033587367297046e-13,1.331700247541395e-39,1.2352652358212316e-11,3.2996638168881252e-27,3.8998397280939825e-22,7.9769547439445147e-21,2.0264042977878968e-24,2.8977444840210747e-17,3.028299773189576e-30,0.0033211850258368781,0.0018421649000551321,1.3288066253667588e-10,1.3249670348322448e-11,2.4135591976501344e-06,3.2407977888775741e-15,1.8816381694775168e-10,2.3418759360970454e-07,1.9858329346468905e-07,9.1437027744235108e-11,4.7303958366879177e-16,4.6818346748062358e-15,7.276771577596403e-14,1.2679203747117624e-16
2.0753074505080212e-08,0.09977366400000001,0.80000000000000004,0.0,0.28415283708441075,0.096667503530770166,0.099071797919550328,5.3458459805947251e-13,3.0169436621697672e-13,9.650769864636296e-09,1.7945281534754432e-07,2.5930389110397973e-19,5.7389055867846289e-18,6.2902278857433684e-13,1.4070817417686573e-39,1.261811139165591e-11,3.4152910422849323e-27,4.0449259293871983e-22,8.2919560731414373e-21,2.0950630469017728e-24,2.9789237925575003e-17,3.1559145681119545e-30,0.0033318793489880189,0.0018560230246105378,1.3383052253608091e-10,1.3542472255109034e-11,2.4483671908451851e-06,3.2641958581346083e-15,1.9209504883246133e-10,2.3567177436301915e-07,2.0166847998305468e-07,9.4994055966303985e-11,4.8404440680910928e-16,4.8235595226518813e-15,7.4549026402744637e-14,1.2975290242549362e-16
2.091118467577273e-08,0.09977366400000001,0.80000000000000004,0.0,0.28412837449002415,0.096656926300737647,0.099064866844996061,5.5194180762656051e-13,3.1094066134778892e-13,1.000276228461396e-08,1.8381679791105079e-07,2.6494296609633499e-19,5.8580169856316791e-18,6.3777578545137112e-13,1.4861848115320366e-39,1.2887197464817372e-11,3.5341679423262961e-27,4.1942618910638919e-22,8.6164231436706497e-21,2.1653936782272026e-24,3.061782304016595e-17,3.2879861469225488e-30,0.0033424476398881326,0.0018698777112313273,1.3478010733634851e-10,1.3839437118681817e-11,2.4834049700456545e-06,3.2875948934094846e-15,1.9606923108841338e-10,2.3714381009884088e-07,2.0476664223041151e-07,9.8659886624703029e-11,4.9519196762431186e-16,4.9681795380582909e-15,7.6355644705507796e-14,1.3276181270157744e-16
2.1069294846465246e-08,0.09977366400000001,0.80000000000000004,0.0,0.28410403966274145,0.096646473580986214,0.099057937445479874,5.6969667098258085e-13,3.2040345888248675e-13,1.0364810294577268e-08,1.8824246813884083e-07,2.7066205052097254e-19,5.9787721666722876e-18,6.465950625030504e-13,1.5691673156058856e-39,1.3159930692333664e-11,3.6563647158744124e-27,4.3479386599455387e-22,8.9505474544527068e-21,2.237419860381842e-24,3.1463423342820653e-17,3.4246393674830052e-30,0.003352891358093333,0.0018837289733308303,1.3572941964626203e-10,1.4140590213742989e-11,2.5186720204020428e-06,3.3109950876407478e-15,2.0008630612000796e-10,2.3860377660070573e-07,2.07877556765409e-07,1.0243693776840764e-10,5.0648240581898697e-16,5.1157229484565823e-15,7.8187617144715346e-14,1.358192423344671e-16
2.1227405017157763e-08,0.09977366400000001,0.80000000000000004,0.0,0.28407983114731117,0.096636143928895968,0.099051009714420296,5.8785425218729757e-13,3.3008636670471494e-13,1.0737121344263471e-08,1.9272994297023146e-07,2.7646168488722956e-19,6.1011833817383325e-18,6.5548081931351227e-13,1.6561927671790002e-39,1.343633108798812e-11,3.7819526709988706e-27,4.506048510893101e-22,9.2945223365432187e-21,2.3111653082807345e-24,3.2326263216415058e-17,3.5660017771184196e-30,0.0033632119462483402,0.0018975768241743188,1.3667846212802573e-10,1.4445956699085513e-11,2.5541678227592388e-06,3.3343966333294081e-15,2.0414621455647977e-10,2.4005175154995333e-07,2.1100100418069633e-07,1.063276602662179e-10,5.1791585468388391e-16,5.2662178795432403e-15,8.0044987827286532e-14,1.389256680373498e-16
2.138551518785028e-08,0.09977366400000001,0.80000000000000004,0.0,0.28405574750534185,0.096625935918561973,0.099044083645309935,6.064196198466412e-13,3.3999303174201765e-13,1.1119905456211402e-08,1.9727933375200056e-07,2.8234240944775475e-19,6.2252629177849479e-18,6.6443325684244367e-13,1.7474305017026114e-39,1.3716418564402405e-11,3.9110042374849983e-27,4.6686849529329928e-22,9.648542946126943e-21,2.3866537810430165e-24,3.3206568261086009e-17,3.7122036550122641e-30,0.0033734108302826992,0.0019114212768806828,1.3762723739799495e-10,1.4755561616586367e-11,2.5898918536262906e-06,3.3577997225469983e-15,2.082488953383194e-10,2.4148781441861256e-07,2.1413676909092178e-07,1.10334537923921e-10,5.2949244143826738e-16,5.4196923555980243e-15,8.1927798554827448e-14,1.4208156922021346e-16
2.1543625358542797e-08,0.09977366400000001,0.80000000000000004,0.0,0.28403178731510648,0.096615848140600383,0.099037159231714397,6.253978468999054e-13,3.5012714022639119e-13,1.151337523259024e-08,2.018907463527956e-07,2.8830476420098097e-19,6.3510230971389674e-18,6.7345257741549582e-13,1.8430558487949893e-39,1.4000212932725509e-11,4.0435929794529812e-27,4.8359427353284194e-22,1.0012806257544435e-20,2.4639090799423764e-24,3.4104565287403117e-17,3.8633780550776186e-30,0.0033834894196047315,0.0019252623444240748,1.3857574802739325e-10,1.5069429890196546e-11,2.6258435851469191e-06,3.3812045469434742e-15,2.123942858012505e-10,2.4291204636558689e-07,2.1728464011817652e-07,1.1446008759842649e-10,5.4121228756396573e-16,5.5761742998591119e-15,8.3836088871551498e-14,1.4528742800736976e-16
2.1701735529235314e-08,0.09977366400000001,0.80000000000000004,0.0,0.2840079491713498,0.096605879201956582,0.099030236467271604,6.4479401042309823e-13,3.6049241795546303e-13,1.1917745861780392e-08,2.065642812767995e-07,2.94349288893521e-19,6.4784762777454624e-18,6.8253898471471441e-13,1.9432503083450179e-39,1.4287733902319846e-11,4.1797936080903096e-27,5.007917853598161e-22,1.0387511056360481e-20,2.5429550464019142e-24,3.5020482309489659e-17,4.0196608493167041e-30,0.0033934491072931915,0.0019391000396355479,1.3952399654302084e-10,1.5387586324928045e-11,2.6620224850707991e-06,3.4046112977549343e-15,2.1658232175761855e-10,2.443245301361269e-07,2.2044440987495937e-07,1.1870685930880097e-10,5.5307550913156317e-16,5.7356915349481533e-15,8.5769896111863269e-14,1.4854372925545423e-16
2.185984569992783e-08,0.09977366400000001,0.80000000000000004,0.0,0.28398423168509679,0.096596027725715974,0.099023315345690824,6.6461319144477603e-13,3.7109263055418115e-13,1.2333235124706288e-08,2.1130003377659896e-07,3.0047652302248646e-19,6.6076348534123721e-18,6.9169268376899275e-13,2.0482017308741237e-39,1.4579001080444502e-11,4.3196819944976322e-27,5.1847075554777734e-22,1.0772857932471098e-20,2.6238155600325568e-24,3.5954548538092441e-17,4.1811907716701875e-30,0.0034032912702866721,0.00195293437520467,1.4047198542795146e-10,1.5710055605837972e-11,2.6984280167255852e-06,3.4280201658110705e-15,2.2081293757513774e-10,2.4572534996447214e-07,2.2361587494483638e-07,1.2307743634419401e-10,5.6508221711882911e-16,5.8982717833460419e-15,8.7729255447583469e-14,1.5185096057117776e-16
2.2017955870620348e-08,0.09977366400000001,0.80000000000000004,0.0,0.28396063348346468,0.096586292350916689,0.099016395860751866,6.8486047477125017e-13,3.8193158373690389e-13,1.2760063400921957e-08,2.1609809396520479e-07,3.0668700583773283e-19,6.7385112540532685e-18,7.0091388094454125e-13,2.1581045021976256e-39,1.4874033971935835e-11,4.4633351826475525e-27,5.3664103468193915e-22,1.1169049273246721e-20,2.7065145367140015e-24,3.6906994373600768e-17,4.3481094623554025e-30,0.0034130172695708209,0.0019667653636811226,1.4141971712221893e-10,1.6036862297009928e-11,2.7350596389896921e-06,3.4514313415424387e-15,2.2508606625309624e-10,2.4711459147953693e-07,2.2679883586096545e-07,1.2757443536866521e-10,5.7723251772136645e-16,6.0639426679138076e-15,8.9714199934796195e-14,1.5520961232887401e-16
2.2176066041312865e-08,0.09977366400000001,0.80000000000000004,0.0,0.28393715320947566,0.096576671732364547,0.099009478006304288,7.0554094882140231e-13,3.9301312356986449e-13,1.3198453674448145e-08,2.2095854692718006e-07,3.1298127634403337e-19,6.8711179459282542e-18,7.1020278393537384e-13,2.2731597324623146e-39,1.5172851978885523e-11,4.6108314024568962e-27,5.5531259974306831e-22,1.1576289256715192e-20,2.7910759267177522e-24,3.7878051399014726e-17,4.5205615126969075e-30,0.0034226284503633981,0.0019805930174762823,1.4236719402349445e-10,1.6368030840533108e-11,2.7719168062658111e-06,3.4748450149875271e-15,2.294016394960385e-10,2.4849234161357562e-07,2.2999309708259664e-07,1.3220050652289285e-10,5.8952651265554392e-16,6.2327317124554016e-15,9.1724760560299427e-14,1.5862017768794221e-16
2.2334176212005382e-08,0.09977366400000001,0.80000000000000004,0.0,0.28391378952187368,0.096567164540450209,0.099002561776266471,7.2665970547247465e-13,4.0434113673400281e-13,1.3648631539358025e-08,2.2588147282882928e-07,3.1935987330318273e-19,7.0054674318830009e-18,7.1955960175381403e-13,2.3935754496630647e-39,1.5475474400316076e-11,4.7622500829737239e-27,5.7449555468544173e-22,1.1994783844790472e-20,2.8775237128722025e-24,3.8867952372862427e-17,4.6986945104559253e-30,0.0034321261422971699,0.0019944173488647848,1.433144184877526e-10,1.6703585555478897e-11,2.8089989684551749e-06,3.4982613757995972e-15,2.3375958778495312e-10,2.498586885137854e-07,2.3319846696963574e-07,1.369583335227266e-10,6.0196429945370518e-16,6.4046663423190971e-15,9.3760966287641531e-14,1.6208315261012684e-16
