Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),COX(50),CHOX(53),CO2X(24),H2OX(23)
1.1616393778609032e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999416,0.11866996602995962,0.022821567693054205,7.2227841178217736e-96,3.0721856146550248e-53,6.7224703817130528e-30,7.6691968824403244e-70,6.4294313066073354e-45,2.2413247858270303e-107,1.025238870731229e-16,5.6707226257735765e-88,1.0252388707309867e-16,9.1229058652464083e-60,8.6433473133912112e-61,1.5981830987106833e-90,1.8530896564545385e-91,1.2716355384023624e-44,4.0739959287169545e-70,5.5991109280965017e-15,1.6577972311023021e-16,6.6367182752463572e-19,2.0390921539921767e-31,7.5504123306127139e-31,6.6367181569563631e-19,5.9086825202994527e-27,9.8395435127275725e-32,7.8856436410102064e-36,1.7444633075502143e-60,5.114623006671527e-43,6.3318001483762432e-80,2.8145508462939908e-84,9.3992109908597561e-87,3.1975431281139341e-86,7.9078409570947628e-45
2.323783158404334e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679998839,0.11866996602995392,0.022821567693054122,1.8623355791717258e-93,4.9174958621047983e-52,2.6898669300198964e-29,4.9424634187491355e-68,5.1461509266809135e-44,5.7775758737579482e-105,2.0509229168297168e-16,3.6320653437000758e-86,2.050922916828747e-16,1.4604572655554519e-58,1.3837392893401641e-59,2.0598785523062434e-88,2.3884244805845662e-89,1.0176945085000191e-43,1.3044099377279712e-68,1.1200653081080526e-14,3.3163143046843888e-16,1.3276318439834543e-18,8.1590212357017869e-31,3.0211484156355668e-30,1.3276317966516549e-18,2.3642032544244671e-26,7.8744986793637112e-31,6.3518346650487835e-35,5.6213762113933881e-59,4.0932572962889779e-42,4.0546617369495834e-78,3.6276399859871404e-82,1.2117655649385965e-84,4.1223382128636543e-84,6.3286736188537095e-44
4.6480707194911954e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679997684,0.11866996602994251,0.022821567693053955,4.8297322066466769e-91,7.869588365829468e-51,1.0761244339289031e-28,3.2039868304527853e-66,4.1179633483754813e-43,1.4980394034706903e-102,4.1022910090267768e-16,2.3254191402297847e-84,4.1022910090228976e-16,2.3373656669932713e-57,2.2146246762988135e-58,2.6705397675605434e-86,3.0964847637975935e-87,8.1430959290248944e-43,4.1752821414682196e-67,2.2403737387032777e-14,6.6333484518483572e-16,2.6555519124577152e-18,3.2641370407587047e-30,1.2086560889365713e-29,2.6555517230965483e-18,9.4580372959177117e-26,6.3005928155090415e-30,5.1479192079580945e-34,1.8222167923368499e-57,3.2752348711310272e-41,2.5957228290603221e-76,4.703071841088164e-80,1.5713157775675784e-82,5.345501878647136e-82,5.0638964393227384e-43
9.296645841664919e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679995375,0.11866996602991969,0.022821567693053622,1.267468331250641e-88,1.2592603084314188e-49,4.3048681349146599e-28,2.1018443597391386e-64,3.2947877722383432e-42,3.9303711891923157e-100,8.2050271934212395e-16,1.4885554566431403e-82,8.2050271934057177e-16,3.7402923724154433e-56,3.5439086240671632e-57,3.5034759399784199e-84,4.0622723481491975e-85,6.5150851049709791e-42,1.3362775674944476e-65,4.4809905998874073e-14,1.3267416746175471e-15,5.3113921916492666e-18,1.3057588906570312e-29,4.8350178130000147e-29,5.3113914341177696e-18,3.7832706695810373e-25,5.0406287878871003e-29,4.2235048340349878e-33,5.9780601340084432e-56,2.6204480879579285e-40,1.6614992279198258e-74,6.1699507862964481e-78,2.0618988213476349e-80,7.0144297421608626e-80,4.0514954062805746e-42
1.8593796086012365e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679990762,0.11866996602987405,0.02282156769305296,3.4027245046217734e-86,2.0149128118738196e-48,1.7220333740067615e-27,1.410522378726481e-62,2.6359970650791426e-41,1.0547782460159248e-97,1.6410499562211521e-15,9.5276740844951584e-81,1.6410499562149443e-15,5.9848736666650174e-55,5.670647088189867e-56,4.7014722598591173e-82,5.4513463278687582e-83,5.2122992039805382e-41,4.2763878848124543e-64,8.962224322230385e-14,2.6535553334826408e-15,1.0623073319136685e-17,5.2232305788991748e-29,1.934085806547492e-28,1.062307028868601e-17,1.513168152102193e-24,4.032176033577276e-28,3.5465864222158001e-32,2.0065996849045508e-54,2.0964762305593353e-39,1.0634352273798117e-72,8.2797349288005844e-76,2.7679890371302584e-78,9.4164974490734837e-78,3.2413399488695635e-41
3.7188096574707257e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679981531,0.11866996602978278,0.022821567693051634,9.5184145539369687e-84,3.223922759865633e-47,6.8884019983368704e-27,9.8624502041980782e-61,2.1088643925182437e-40,2.9486979618766022e-95,3.2821444299797524e-15,6.0980055578537194e-79,3.2821444299549218e-15,9.5761225675580457e-54,9.0733050023525558e-55,6.5726123944088088e-80,7.620928987297838e-81,4.1699122333772058e-40,1.3684920684018808e-62,1.7924691766815217e-13,5.3071826512115136e-15,2.1246437851586314e-17,2.0893207236830561e-28,7.7365004884443644e-28,2.1246425727926179e-17,6.0511827603106476e-24,3.2249881785935126e-27,3.1054382039239196e-31,7.0193950527735358e-53,1.6772499658992344e-38,6.8062277479946318e-71,1.1574988446029994e-73,3.8720196556317825e-76,1.3172329848784273e-75,2.5931171123245761e-40
7.437669755209705e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679963073,0.11866996602960023,0.02282156769304898,2.8496577646245163e-81,5.1582788780293478e-46,2.7554914408260817e-26,7.3798092679128471e-59,1.6871182098082854e-39,8.8195030461653088e-93,6.5643333774991296e-15,3.9028176797707261e-77,6.5643333773998065e-15,1.5322055850048713e-52,1.4517359792483113e-53,9.8315887146181282e-78,1.1399704415878752e-78,3.3359276072482361e-39,4.3792513098555389e-61,3.5849626655580382e-13,1.0614437286663997e-14,4.2493176034835923e-17,8.3572557864781038e-28,3.0946315655147217e-27,4.2493127526825085e-17,2.419208281293414e-23,2.5786953597419052e-26,2.9130278729697825e-30,2.6287120690450073e-51,1.3418625381371331e-37,4.3560632611304222e-69,1.7314351340668694e-71,5.7974617369333755e-74,1.9722545651722101e-73,2.0744920751729016e-39
1.4875389950687662e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679926153,0.11866996602923512,0.022821567693043672,9.4060670737648066e-79,8.2530966694673216e-45,1.1022841502598804e-25,6.0878026158342507e-57,1.349705244972536e-38,2.9074575703608454e-90,1.3128711272546591e-14,2.4978334271848292e-75,1.3128711272149297e-14,2.4515497080663854e-51,2.3227372494787255e-52,1.621056027840209e-75,1.8796106769613878e-76,2.6686910913515416e-38,1.4013726751617169e-59,7.1699496431492726e-13,2.122894655754791e-14,8.4986688942225687e-17,3.342829621358419e-27,1.2378588341860241e-26,8.4986494806328538e-17,9.666582094177148e-23,2.060850293836248e-25,3.0152543538028673e-29,1.0856122170919449e-49,1.0735709187687692e-36,2.7879052461577607e-67,2.8548316740700651e-69,9.5710263197697709e-72,3.2559945026527117e-71,1.6595615335734579e-38
2.9750830341643574e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679852312,0.11866996602850491,0.022821567693033059,3.4855420378269903e-76,1.3204350265614101e-43,4.4098016076521975e-25,5.6378723625328902e-55,1.0797684648078186e-37,1.0759560596085384e-87,2.6257467062676332e-14,1.5986230196577615e-73,2.6257467061087156e-14,3.9224961266819409e-50,3.7161999640791506e-51,3.0004985675528066e-73,3.4790709133027926e-74,2.1348522856838154e-37,4.4844120763726789e-58,1.4339923597684539e-12,4.2457965099231542e-14,1.6997386145853787e-16,1.3370634972952952e-26,4.9514472241302638e-26,1.6997308409240583e-16,3.8584269526913939e-22,1.6453057034708228e-24,3.5046623015176233e-28,5.0336287269407337e-48,8.5897816939434661e-36,1.7842672267332284e-65,5.2841583074048902e-67,1.7739230571017439e-69,6.0347611441212819e-69,1.3275860113093625e-37
5.95017111235554e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767970463,0.11866996602704448,0.022821567693011829,1.4407779692509877e-73,2.1124925871955232e-42,1.7644428211312935e-24,5.8245114557308528e-53,8.6381647612247563e-37,4.4425498113410599e-85,5.2514978643075095e-14,1.0231218005910754e-71,5.2514978636718391e-14,6.2760070011170614e-49,5.9453046955650648e-50,6.196168469667775e-71,7.1844418378273908e-72,1.7077133119072499e-36,1.4350149269188782e-56,2.8679871504166266e-12,8.4916002182262002e-14,3.3994879757104309e-16,5.3476868612794357e-26,1.9805808442506384e-25,3.3994568157483179e-16,1.5368391027291617e-21,1.3108704684684256e-23,4.5412936012471149e-27,2.6030722707493602e-46,6.8737268187140613e-35,1.1419334744726644e-63,1.0912027308701304e-64,3.6673540755789122e-67,1.247608920575088e-66,1.0619629526024542e-36
1.1900347268737906e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679409272,0.11866996602412364,0.02282156769296937,6.4638254004848233e-71,3.3793292117965142e-41,7.0618863079780375e-24,6.531501175664474e-51,6.9105385739480817e-36,1.9915718530380462e-82,1.0503000180442975e-13,6.5479891826643874e-70,1.0503000177900293e-13,1.0041621515342628e-47,9.5104869108644432e-49,1.3891211413313911e-68,1.6106821808387529e-69,1.3658980617139526e-35,4.5920522816998996e-55,5.7359767306774536e-12,1.6983207634697574e-13,6.7990106780193559e-16,2.1386170992925561e-25,7.9223239031535578e-25,6.7988855219665217e-16,6.0957059597588107e-21,1.0401934952953749e-22,6.3803989164907938e-26,1.4606419562500414e-44,5.5019771046062227e-34,7.3083811941581793e-62,2.4463692468127033e-62,8.2280615804422805e-65,2.7991349581584698e-64,8.4939915087021406e-36
2.3800699581502637e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727678818555,0.11866996601828195,0.022821567692884456,3.0430598052951385e-68,5.4048129332821347e-40,2.8279675854617905e-23,7.6866961401572598e-49,5.5284334817200041e-35,9.3722711628431337e-80,2.1006004812936762e-13,4.1907159645281222e-68,2.100600480276603e-13,1.606660189077124e-46,1.5210355007533023e-47,3.2689248779865194e-66,3.7903080500896205e-67,1.0922813467699222e-34,1.4694572066096408e-53,1.1471955887057029e-11,3.3966422467101456e-13,1.3598154623088865e-15,8.5508012792700319e-25,3.1689269600578444e-24,1.3597649961954397e-15,2.3979175903780423e-20,8.1885484453692599e-22,9.398046985404019e-25,8.5985390794013251e-43,4.4062623930407318e-33,4.6773650637125234e-60,5.7568663841482916e-60,1.9370132951777932e-62,6.5896197617364111e-62,6.7924478623412766e-35
4.76014042070321e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727677637123,0.11866996600659857,0.022821567692714623,1.4580271894958896e-65,8.6409390987897838e-39,1.1336411285818664e-22,9.207551895194924e-47,4.4227477009239102e-34,4.4901477823631278e-77,4.2012014078815674e-13,2.6820588812632997e-66,4.2012014038132817e-13,2.5706566487446755e-45,2.431589786899593e-46,7.8308157120330033e-64,9.0797991126809859e-65,8.7312603904035846e-34,4.7022622489482432e-52,2.2943914183247862e-11,6.7932852129754084e-13,2.7196856497430236e-15,3.4173887091402469e-24,1.2675680986432464e-23,2.7194806962311871e-15,9.2832944345846833e-20,6.3473251943427408e-21,1.4078199950628861e-23,5.1506774118192427e-41,3.5321705043229075e-32,2.9935125500960014e-58,1.3790717315794844e-57,4.6408224032511797e-60,1.5787072494195677e-59,5.4295678208127036e-34
9.520281345809103e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727675274252,0.11866996598323182,0.022821567692374957,6.9140110777358952e-63,1.3803910742914387e-37,4.5525215988172648e-22,1.0917176360862401e-44,3.5381983134122886e-33,2.1296848271353046e-74,8.4024032614138671e-13,1.7165175635464323e-64,8.4024032451407657e-13,4.1130501115422006e-44,3.8839606882029684e-45,1.8570444360905094e-61,2.1532322231816715e-62,6.973847678960715e-33,1.504722782008783e-50,4.5887830709356267e-11,1.3586571144644018e-12,5.4396058451232272e-15,1.3646153383902037e-23,5.0702497028284981e-23,5.4387633525965296e-15,3.4876497243297763e-19,4.7791451241684993e-20,2.0859745730176509e-22,3.0532541001460032e-39,2.8362465507508038e-31,1.9158458366498639e-56,3.2703891672272983e-55,1.1003573398746743e-57,3.7430585007129513e-57,4.3366445971662601e-33
1.9040563196020888e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727670548515,0.11866996593649831,0.022821567691695629,3.1483278809438587e-60,2.2017474664660637e-36,1.8331610443175821e-21,1.243206939328268e-42,2.830558370182706e-32,9.7033875257716641e-72,1.6804806969904319e-12,1.0985707760002608e-62,1.6804806904812255e-12,6.5808771864720974e-43,6.1933712984756469e-44,4.2302129906580716e-59,4.9048924187741067e-60,5.5613028898070604e-32,4.8151046329985364e-49,9.1775663496480062e-11,2.7173143004534795e-12,1.0880258273768031e-14,5.4398290250077708e-23,2.0280814862008754e-22,1.0876733755623966e-14,1.2423221074261288e-18,3.4167269314467257e-19,2.9661448170938304e-21,1.7378562246559543e-37,2.2833044870480363e-30,1.2261382695714411e-54,7.4496170535522648e-53,2.5051399076273832e-55,8.5213521381895824e-55,3.4581516251929778e-32
3.808112689644446e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727661097042,0.11866996584303129,0.022821567690336973,1.3285240669398898e-57,3.5009844998547395e-35,7.4047836147627163e-21,1.3123786964204664e-40,2.2644460375239203e-31,4.0994741108987998e-69,3.3609614392586901e-12,7.0308460256447493e-61,3.3609614132221378e-12,1.0529392878903841e-41,9.8429312294429011e-43,8.9343111573029788e-57,1.0359187235546802e-57,4.4208629896412765e-31,1.5408280321178737e-47,1.8355132801035547e-10,5.4346286710540212e-12,2.1765325080765915e-14,2.1611672586513764e-22,8.1121783055878743e-22,2.1750295443722637e-14,4.0623937097969031e-18,2.2455993156001142e-18,3.9057403598297907e-20,9.1663519861033113e-36,1.8438126887026874e-29,7.8472448643185577e-53,1.5733376560438202e-50,5.2846685402419594e-53,1.7975971737445785e-52,2.7488229065521407e-31
5.521763422682567e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727652590713,0.11866996575891096,0.02282156768911418,1.0054770920997647e-56,1.0973162350038984e-34,1.4713574726308398e-20,6.9442648110748121e-40,6.0082846433785665e-31,2.4757117616527269e-68,4.8733941077605387e-12,3.6691936123895196e-60,4.8733940562629516e-12,3.3987539827806824e-41,3.3612633288629279e-42,5.0957671063405761e-56,5.908432766915719e-57,1.1254325374153748e-30,5.8361244311080961e-47,2.661494252163211e-10,7.8802116034825036e-12,3.1565191204141141e-14,4.2577167572250147e-22,1.6044977167672761e-21,3.1534579589559831e-14,7.1851759207759691e-18,5.253163079895087e-18,1.1463378297552596e-19,4.4112739402036773e-35,4.7245042924143731e-29,3.3787231130259554e-52,8.9736181887482694e-50,3.8247164940040067e-52,1.3006746524447468e-51,6.9975552018027474e-31
7.235414155720689e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727644084384,0.11866996567479064,0.022821567687891387,4.667835216048065e-56,2.6836155100211248e-34,2.4466933461981351e-20,2.5544478921751094e-39,1.2587592044771657e-30,1.2091890405790963e-67,6.3858267767497615e-12,1.2146380535766237e-59,6.3858266914434868e-12,8.5387953461639922e-41,8.4029144124129832e-42,2.1733853485139448e-55,2.5199909584169158e-56,2.2858515646113937e-30,1.7286260262428369e-46,3.4874752151567553e-10,1.0325794534733783e-11,4.1368783292494449e-14,7.0246436103568989e-22,2.6578494150057687e-21,4.1316830453728973e-14,1.0724628101551247e-17,9.8070154776843711e-18,2.6102916774810266e-19,1.3740736539717074e-34,9.6579036659597456e-29,1.16409810145628e-51,3.8272933342880703e-49,1.516140452842553e-51,5.1569722168991418e-51,1.4212187870563633e-30
8.94906488875881e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727635578055,0.11866996559067032,0.022821567686668594,1.7052878578603352e-55,5.4305218879122213e-34,3.6538389555537718e-20,7.4155800374945286e-39,2.2607626369431045e-30,4.2488857790175778e-67,7.8982594461990647e-12,3.4349731315858324e-59,7.8982593191991737e-12,1.7683750258642294e-40,1.7705999206428315e-41,6.9528585170451875e-55,8.0616598054226859e-56,3.9956624161639875e-30,4.0731935902552157e-46,4.3134561695863959e-10,1.2771377464874679e-11,5.1176028863425444e-14,1.0418175078081491e-21,3.9568595928269206e-21,5.1097161038817767e-14,1.4544955954281542e-17,1.5911772109782019e-17,4.9639229912716042e-19,3.6181961524812003e-34,1.6976800683649214e-28,3.086799763441034e-51,1.2243773193565588e-48,5.1555373786470594e-51,1.7533557134871117e-50,2.4842124110019802e-30
1.2376366354835052e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727618565397,0.11866996542242968,0.022821567684223013,1.4125365035175235e-54,1.4844255028390882e-33,6.5985459777286214e-20,3.6260859640115169e-38,5.3252477010567531e-30,2.6234115615532482e-66,1.0923124786146375e-11,1.7231440333850217e-58,1.0923124557778346e-11,5.0280320640222381e-40,5.3510092696789994e-41,3.8215775727527543e-54,4.4309702003393904e-55,8.9499821445336719e-30,1.3769906571285399e-45,5.9654180589158517e-10,1.7662543322626933e-11,7.0799139842169635e-14,1.8615254247768192e-21,7.1150796380414761e-21,7.0653444119102679e-14,2.2601752832212132e-17,3.1815364483475981e-17,1.2360571058281236e-18,1.5758935271976197e-33,3.8348042843164664e-28,1.2248671712135899e-50,6.7295642295502882e-48,4.0859060600920195e-50,1.3886619441325434e-49,5.5641792844662359e-30
