Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2X(49),CHOX(53),CO2X(24),COX(50)
3.585033229963576e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33158691802270557,0.11336689396221945,0.022484693310612498,3.4161398310688496e-21,4.2006702108381349e-18,6.6686161633270453e-08,8.9786860969504305e-11,2.2709015777637278e-17,3.4916073746932514e-26,3.4202355137000593e-09,2.2619260519327359e-33,3.8173573925889358e-09,5.715454552875912e-25,8.8909973609053557e-26,3.3004677003347974e-22,1.2475716580068381e-24,1.2949267056947807e-18,3.9983783854035762e-25,0.005302077823314255,0.00067374866757513802,7.8494591598405641e-11,3.8270964080433002e-06,5.4916134949920312e-15,4.8439282880993764e-10,9.9016412646945738e-07,1.3165199773705333e-13,7.389849370475386e-12,8.5545613549820572e-10,7.2788514491160097e-19,3.5904445730264568e-24,7.3339129332998083e-17
3.6087148226061796e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3315747812925291,0.1133591630599585,0.022482510942466019,3.5221551373106828e-21,4.3471805870895789e-18,6.8547183226308543e-08,9.1879875173902403e-11,2.3149953478210782e-17,3.6540428214382909e-26,3.4418454296308187e-09,2.3459852465907584e-33,3.8483732687283747e-09,5.8502636896464619e-25,9.1714009374695211e-26,3.4103432161899265e-22,1.2847705448301581e-24,1.3380355190978169e-18,4.1210755934698486e-25,0.0053097974825074218,0.00067811340164047147,7.8923179100450025e-11,3.8681891675659966e-06,5.5231692947048669e-15,4.9514494476791092e-10,1.0013721782728629e-06,1.3392719378284573e-13,7.5221891630000826e-12,8.8024748117750264e-10,7.489033097192041e-19,3.6785545077237742e-24,7.5046131960383075e-17
3.632396415248783e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33156277256303562,0.11335155957963329,0.022480328945030579,3.6307632688816378e-21,4.4978136463475011e-18,7.0447789100058876e-08,9.4007815996353594e-11,2.3596455836627075e-17,3.8229401459799579e-26,3.463447348404855e-09,2.432561857958138e-33,3.8795086406881652e-09,5.9872805544269003e-25,9.45912517258625e-26,3.5231679470061545e-22,1.3228311629152906e-24,1.3823037947946347e-18,4.2466565770203463e-25,0.0053173896590845687,0.00068247739424722224,7.9351727123847573e-11,3.9094441157098986e-06,5.5547721882277645e-15,5.0606644130987747e-10,1.0126407125186295e-06,1.3622623552369269e-13,7.6560685405280466e-12,9.055883454999051e-10,7.7038953956582906e-19,3.7682562698472527e-24,7.6781570437143154e-17
3.6560780078913866e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33155088974583691,0.11334408143517498,0.022478147316562967,3.7420109059088996e-21,4.6526569273069422e-18,7.2388545798257856e-08,9.6171035544728418e-11,2.4048555688768504e-17,3.9985125111407139e-26,3.4850413437142039e-09,2.5217132083029714e-33,3.9107640173009667e-09,6.1265253548267818e-25,9.7543259859608069e-26,3.6390028592814081e-22,1.3617678122755396e-24,1.4277551710631138e-18,4.3751683940818756e-25,0.0053248564391201814,0.0006868406488814749,7.9780235951907127e-11,3.9508600780963906e-06,5.5864231645075977e-15,5.171588261323465e-10,1.0239697216388331e-06,1.3854918678573697e-13,7.7914960411212249e-12,9.3148700356726326e-10,7.9235107957224578e-19,3.8595685238495444e-24,7.8545730832137205e-17
3.67975960053399e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33153913078675246,0.11333672657465975,0.022475966055348056,3.8559452737798818e-21,4.8117991724492769e-18,7.4370023293797495e-08,9.8369887083522932e-11,2.4506285851198817e-17,4.1809786199536556e-26,3.5066274889453717e-09,2.6134975162661111e-33,3.9421398986591276e-09,6.2680183419829266e-25,1.0057162001410373e-25,3.7579098235359799e-22,1.4015949366659045e-24,1.474413603860884e-18,4.5066585319091048e-25,0.0053321998745436989,0.00069120316897311733,8.0208705855226555e-11,3.9924358735417361e-06,5.6181232226050286e-15,5.2842360662532124e-10,1.0353591981037915e-06,1.4089611009285531e-13,7.9284802000837765e-12,9.5795178642783365e-10,8.1479523216619426e-19,3.9525100372745262e-24,8.0338900147536899e-17
3.7034411931765936e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33152749366524958,0.11332949297974951,0.022473785159698348,3.9726141461379175e-21,4.9753303329205365e-18,7.6392794947635098e-08,1.0060472502719311e-10,2.4969679121569342e-17,4.3705628177181922e-26,3.5282058571834379e-09,2.7079739046304667e-33,3.9736367761151612e-09,6.4117798107350776e-25,1.036779458525103e-25,3.8799516225218778e-22,1.442327124060035e-24,1.5223033683530515e-18,4.6411749079099817e-25,0.0053394219836987141,0.00069556495789677196,8.0637137092038358e-11,4.0341703141318703e-06,5.6498733717024327e-15,5.3986228974037179e-10,1.0468091344200442e-06,1.4326706666213485e-13,8.0670295499622053e-12,9.8499108052535914e-10,8.3772935684756908e-19,4.0470996806928529e-24,8.2161366313277197e-17
3.727122785819197e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33151597639389213,0.11332237866514201,0.022471604627953525,4.0920658478759165e-21,5.1433415732562444e-18,7.8457437466968069e-08,1.028759049335232e-10,2.5438768279023339e-17,4.5674951949766448e-26,3.5497765212160555e-09,2.8052024081123816e-33,4.0052551322825022e-09,6.5578300998089301e-25,1.0686387885089686e-25,4.0051919594411872e-22,1.4839791071243936e-24,1.5714490604105268e-18,4.7787658705749419e-25,0.0053465247518930184,0.00069992601897271047,8.1065529908547224e-11,4.0760622052989135e-06,5.6816746311088062e-15,5.5147638185880982e-10,1.0583195231283946e-06,1.4566211639950976e-13,8.2071526205451091e-12,1.0126133271363268e-09,8.6116086994614896e-19,4.1433564276375431e-24,8.4013418181534231e-17
3.7508043784618006e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33150457701779901,0.11331538167802974,0.022469424458480002,4.2143492581280199e-21,5.3159252759511133e-18,8.0564530862680395e-08,1.0518378349702765e-10,2.5913586084598606e-17,4.7720116914065445e-26,3.5713395535373197e-09,2.9052439811753641e-33,4.0369954410365735e-09,6.7061895920063097e-25,1.1013108869022166e-25,4.1336954661724111e-22,1.5265657636896436e-24,1.621875598078561e-18,4.9194802004101038e-25,0.0053535101319396256,0.00070428635546775651,8.1493884539260045e-11,4.1181103458994246e-06,5.7135280302616604e-15,5.6326738865999565e-10,1.0698903568020109e-06,1.4808131789556053e-13,8.3488579388627114e-12,1.0408270217954933e-09,8.8509724437175478e-19,4.2412993545391096e-24,8.5895345521229675e-17
3.774485971104404e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33149329361411051,0.1133085000975677,0.022467244649670457,4.339513813259376e-21,5.4931750458718195e-18,8.2714658406068363e-08,1.075287185423869e-10,2.6394165281628259e-17,4.9843542006218514e-26,3.5928950263515386e-09,3.0081605058664658e-33,4.0688581675161328e-09,6.8568787144022448e-25,1.134812736523841e-25,4.2655277115037596e-22,1.5701021172192684e-24,1.6736082230150902e-18,5.0633671108745405e-25,0.0053603800446889137,0.00070864597059616934,8.1922201207307783e-11,4.1603135282943284e-06,5.7454346087258917e-15,5.7523681498980019e-10,1.0815216280445843e-06,1.5052472842147592e-13,8.4921540291860539e-12,1.0696407137097558e-09,9.0954600935712518e-19,4.3409476406609485e-24,8.780743901256287e-17
3.7981675637470075e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33148212429146401,0.11330173203435023,0.022465065199943426,4.4676095098539505e-21,5.6751857145112457e-18,8.4908406584852889e-08,1.0991106901791598e-10,2.6880538596139824e-17,5.2047706758720781e-26,3.6144430115768914e-09,3.1140147996755637e-33,4.1008437681249653e-09,7.0099179385487575e-25,1.1691616102035839e-25,4.4007552093722867e-22,1.6146033372754408e-24,1.726672501898502e-18,5.2104762493218412e-25,0.0053671363795520701,0.00071300486752051543,8.2350480124760315e-11,4.2026705384305444e-06,5.7773954161896736e-15,5.8738616472926032e-10,1.0932133294885467e-06,1.5299240392518245e-13,8.6370494130259717e-12,1.0990630051604697e-09,9.3451475019333201e-19,4.4423205680342252e-24,8.9749990241569035e-17
3.821849156389611e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33147106718947889,0.11329507562989581,0.022462886107742858,4.5986869077003631e-21,5.8620533440824873e-18,8.7146365058486254e-08,1.1233119498906648e-10,2.7372738737252545e-17,5.4335152366269213e-26,3.6359835808489763e-09,3.2228706234178585e-33,4.1329526905338835e-09,7.1653277806851158e-25,1.204375074824173e-25,4.5394454271077991e-22,1.6600847399821513e-24,1.7810943278044411e-18,5.3608576979460207e-25,0.0053737809950159202,0.00071736304935252526,8.2778721492933486e-11,4.2451801559242567e-06,5.8094115124573258e-15,5.9971694066343917e-10,1.1049654537933412e-06,1.554843990276403e-13,8.7835526091317411e-12,1.1291025508942965e-09,9.6001110795800796e-19,4.5454375213929459e-24,9.172329169470483e-17
3.8455307490322145e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3314601204782478,0.11328852905614095,0.0224607073715377,4.7327971327757375e-21,6.0538752314510405e-18,8.9429126612760978e-08,1.147894576319609e-10,2.7870798397572984e-17,5.6708482760352677e-26,3.657516805524256e-09,3.334792689139851e-33,4.1651853736830808e-09,7.3231288019543561e-25,1.2404709954045448e-25,4.6816667936804601e-22,1.7065617884856076e-24,1.8368999215512745e-18,5.5145619747320027e-25,0.0053803157191493513,0.00072172051915393503,8.3206925502689463e-11,4.2878411541458225e-06,5.8414839674392113e-15,6.1223064435054012e-10,1.1167779936437505e-06,1.5800076701931003e-13,8.9316721334895922e-12,1.1597680575026855e-09,9.8604277923625839e-19,4.6503179881086324e-24,9.3727636753459575e-17
3.869212341674818e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33144928235783938,0.11328209051494202,0.022458528989821491,4.8699918802275821e-21,6.2507499119036499e-18,9.1757287113729434e-08,1.1728621922695986e-10,2.8374750253588861e-17,5.917036569248253e-26,3.6790427566833962e-09,3.4498466680490941e-33,4.1975422477848164e-09,7.4833416086258596e-25,1.2774675392241337e-25,4.8274887079510003e-22,1.7540500934119215e-24,1.8941158330138516e-18,5.6716400344107268e-25,0.0053867423501014122,0.00072607727993731421,8.3635092334729574e-11,4.3306523003062999e-06,5.8736138611386557e-15,6.2492877599128265e-10,1.1286509417482724e-06,1.6054155985678947e-13,9.081416499320847e-12,1.1910682827900896e-09,1.0126175158345063e-18,4.7569815581251049e-24,9.5763319688993667e-17
3.8928939343174215e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33143855105780562,0.11327575823758511,0.022456350961111923,5.010323417353672e-21,6.4527771627522782e-18,9.4131445460942264e-08,1.1982184315226109e-10,2.8884626966061301e-17,6.1723533825954524e-26,3.7005615051345085e-09,3.5680991984679868e-33,4.2300237343264715e-09,7.6459868523237636e-25,1.3153831799883135e-25,4.9769815469224248e-22,1.8025654133220873e-24,1.9527689424051831e-18,5.8321432694190698e-25,0.0053930626565912628,0.00073043333466688118,8.4063222159880755e-11,4.3736123555455586e-06,5.9058022836358799e-15,6.3781283429858393e-10,1.1405842908375529e-06,1.6310682815962495e-13,9.2327942170799717e-12,1.2230120351310202e-09,1.0397431244871105e-18,4.8654479238927683e-24,9.783063565680262e-17
3.916575526960025e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3314279248367008,0.11326953048430438,0.022454173283950482,5.1538445865799874e-21,6.660058006771781e-18,9.6552203540014273e-08,1.22396693877531e-10,2.9400461180415237e-17,6.4370785836022367e-26,3.7220731214162854e-09,3.6896178938119264e-33,4.2626302460739728e-09,7.8110852302610345e-25,1.3542367020350411e-25,5.1302166739921442e-22,1.8521236551642745e-24,2.012886461525687e-18,5.9961235108646373e-25,0.005399278378390081,0.00073478868625930199,8.449131513937466e-11,4.4167200750219675e-06,5.9380503350689814e-15,6.5088431636756439e-10,1.1525780336628658e-06,1.656966212072958e-13,9.3858137944522981e-12,1.2556081728160498e-09,1.0674274665561732e-18,4.9757368803033766e-24,9.9929880691407446e-17
3.9402571196026285e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33141740198160524,0.11326340554380787,0.022451995956902032,5.3006088084366309e-21,6.8726947154698475e-18,9.9020166174527039e-08,1.2501113695756746e-10,2.9922285527128249e-17,6.7114987518359456e-26,3.7435776758010443e-09,3.8144713505920701e-33,4.295362187075577e-09,7.9786574854789656e-25,1.3940472045827829e-25,5.2872664472034137e-22,1.9027408747234414e-24,2.0744959349796576e-18,6.1636330294956218e-25,0.0054053912267950808,0.00073914333758448049,8.491937142512107e-11,4.4599742080036203e-06,5.9703591256119963e-15,6.6414471754591009e-10,1.1646321629946429e-06,1.6831098693637679e-13,9.5404837363516603e-12,1.2888656033868755e-09,1.0956784577240801e-18,5.0878683246237255e-24,1.0206135170107082e-16
3.963938712245232e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33140698080765851,0.1132573817328114,0.022449818978554418,5.4506700845317658e-21,7.0907908121878453e-18,1.0153594107727683e-07,1.2766553902599449e-10,3.0450132622117623e-17,6.9959072905683211e-26,3.7650752382976709e-09,3.9427291564430081e-33,4.3282199526660591e-09,8.148724407091929e-25,1.4348341060197746e-25,5.4482042274949551e-22,1.9544332770682785e-24,2.1376252413585859e-18,6.3347245366757681e-25,0.0054114028850957546,0.00074349729146632956,8.5347391159973907e-11,4.5033734979610849e-06,6.002729775449962e-15,6.7759553130461919e-10,1.1767466716210504e-06,1.7094997193787663e-13,9.6968125449177179e-12,1.3227932829605577e-09,1.1245040676795478e-18,5.2018622564303684e-24,1.0422534646253902e-16
3.9876203048878355e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33139665965760079,0.11325145739557987,0.022447642347518119,5.6040830005235553e-21,7.3144510750312846e-18,1.0410013880087772e-07,1.303602677889883e-10,3.0984035067125821e-17,7.2906045392418867e-26,3.7865658786544653e-09,4.0744618981756444e-33,4.3612039294712894e-09,8.3213068305371769e-25,1.4766171482346689e-25,5.6131043869476519e-22,2.007217216995502e-24,2.2023025943910189e-18,6.5094511853645919e-25,0.0054173150090324829,0.00074785055068353533,8.5775374477991634e-11,4.5469166826616621e-06,6.0351634147511241e-15,6.9123824910916313e-10,1.1889215523466156e-06,1.7361362145475759e-13,9.8548087195132074e-12,1.3574002155430574e-09,1.1539123197964516e-18,5.3177387775429386e-24,1.0642216361580977e-16
4.011301897530439e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33138643690132003,0.11324563090347611,0.02244546606242584,5.7609027290901024e-21,7.5437815396286021e-18,1.0671337268772892e-07,1.3309569201903405e-10,3.1524025450104281e-17,7.5958978867270582e-26,3.8080496663619065e-09,4.2097411698555404e-33,4.3943144954132137e-09,8.4964256378294918e-25,1.5194164009886114e-25,5.7820423170272217e-22,2.0611091994715038e-24,2.2685565440586142e-18,6.6878665711029561e-25,0.0054231292272476136,0.00075220311797030432,8.6203321504691256e-11,4.5906024942651006e-06,6.0676611836361765e-15,7.0507436029108218e-10,1.2011567979908931e-06,1.7630197937963417e-13,1.0014480756720907e-11,1.3926954523321885e-09,1.1839112908063159e-18,5.4355180919584952e-24,1.0865210265892518e-16
4.0349834901730425e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33137631093540748,0.1132399006545174,0.02244329012193216,5.9211850328973841e-21,7.7788895017170675e-18,1.0937625881935641e-07,1.3587218154871419e-10,3.2070136345595517e-17,7.912101885357017e-26,3.8295266706553135e-09,4.3486395809070349e-33,4.4275520197152455e-09,8.6741017578205325e-25,1.5632522663288013e-25,5.9550944368217024e-22,2.1161258800713737e-24,2.3364159776780583e-18,6.870024733004111e-25,0.0054288471417291654,0.0007565549960171006,8.6631232357296235e-11,4.6344296594207824e-06,6.1002242321446536e-15,7.1910535192005741e-10,1.2134524013871804e-06,1.7901508825265531e-13,1.0175837150340564e-11,1.4286880910101227e-09,1.214509110463823e-18,5.5552205057847466e-24,1.1091546394279032e-16
4.058665082815646e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33136628018272091,0.11323426507293875,0.02244111452471317,6.0849862675651762e-21,8.0198835195546781e-18,1.1208941596513908e-07,1.3869010726452676e-10,3.262240031511357e-17,8.239538365726368e-26,3.8509969605174186e-09,4.4912307642434092e-33,4.4609168629080808e-09,8.8543561664626425e-25,1.6081454830435518e-25,6.1323382012726721e-22,2.1722840654152992e-24,2.4059101209485336e-18,7.0559801547502526e-25,0.0054344703282472534,0.00076090618747136904,8.7059107144978462e-11,4.6783968993663153e-06,6.1328537201983981e-15,7.3333270867647748e-10,1.2258083553812765e-06,1.8175298925956903e-13,1.0338886391385586e-11,1.4653872750255651e-09,1.2457139612060497e-18,5.6768664271739822e-24,1.1321254866601694e-16
4.0823466754582495e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33135634309195439,0.11322872260876402,0.0224389392694661,6.2523633846309682e-21,8.266873416156851e-18,1.1485346553042881e-07,1.4154984110073452e-10,3.3180849907522839e-17,8.5785365522399828e-26,3.8724606046808698e-09,4.6375893844233964e-33,4.4944093768359437e-09,9.0372098870769748e-25,1.6541171311588974e-25,6.3138521093990358e-22,2.2296007136023685e-24,2.4770685389644356e-18,7.2457877655947567e-25,0.005440000336783349,0.00076525669493824841,8.7486945969095041e-11,4.7225029300275501e-06,6.1655508175622139e-15,7.4775791272452377e-10,1.2382246528302777e-06,1.8451572222997212e-13,1.0503636968079548e-11,1.5028021928657439e-09,1.2775340778049267e-18,5.8004763662559661e-24,1.1554365886979253e-16
4.106028268100853e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33134649813721484,0.11322327173738325,0.02243676435490901,6.4233739345118607e-21,8.5199702813569533e-18,1.176690315040759e-07,1.4445175603324455e-10,3.3745517659415322e-17,8.9294331793976652e-26,3.8939176716306128e-09,4.7877911458342868e-33,4.528029904663261e-09,9.2226839906257476e-25,1.7011886364767619e-25,6.4997157125122457e-22,2.2880929346417721e-24,2.549921137193011e-18,7.4395029413701274e-25,0.0054454386919525338,0.00076960652098127054,8.7914748923418344e-11,4.7667464621199422e-06,6.1983167038016153e-15,7.6238244358582115e-10,1.2507012866014202e-06,1.873033256357457e-13,1.0670097365852695e-11,1.5409420773183473e-09,1.3099777470135907e-18,5.9260709350716027e-24,1.1790909743277393e-16
4.1297098607434564e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33133674381760647,0.11321791095913768,0.022434589779780387,6.5980760694644378e-21,8.7792864736895771e-18,1.2053674040536967e-07,1.4739622607351757e-10,3.4316436095486058e-17,9.2925726088004402e-26,3.9153682296062307e-09,4.9419128009019682e-33,4.5617787808817934e-09,9.4107995959884355e-25,1.749381775154706e-25,6.6900096224218566e-22,2.3477779908814282e-24,2.6244981624166358e-18,7.637181505501778e-25,0.0054507868934188077,0.00077395566812305026,8.8342516094361747e-11,4.8111262012512902e-06,6.2311525682378084e-15,7.7720777801365964e-10,1.2632382495709597e-06,1.9011583658967764e-13,1.0838276067338181e-11,1.5798162047235475e-09,1.3430533072062587e-18,6.0536708475058811e-24,1.203091680660063e-16
4.15339145338606e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33132707865682109,0.113212638798911,0.022432415542838861,6.7765285465426202e-21,9.0449356220956746e-18,1.2345722123040567e-07,1.5038362626250731e-10,3.4893637728907155e-17,9.6683069468635513e-26,3.9368123466041627e-09,5.1000321583281152e-33,4.5956563313182118e-09,9.6015778702417451e-25,1.798718678327269e-25,6.8848155196302471e-22,2.40867329743404e-24,2.7008302036394448e-18,7.8388797300276962e-25,0.0054560464163036122,0.00077830413884596083,8.8770247561198904e-11,4.8556408480257893e-06,6.2640596098998008e-15,7.9223538986783038e-10,1.2758355346230902e-06,1.9295329084427322e-13,1.1008181552368249e-11,1.6194338942162589e-09,1.3767691480118061e-18,6.183296919220463e-24,1.2274417530786629e-16
4.1770730460286634e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33131750120273584,0.11320745380572779,0.022430241642862829,6.9587907305534809e-21,9.3170326274485752e-18,1.264311053978895e-07,1.5341433266462963e-10,3.5477155061699998e-17,1.005699616322124e-25,3.9582500903798647e-09,5.262228091354875e-33,4.629662873142137e-09,9.7950400289431936e-25,1.8492218367689137e-25,7.084216161515368e-22,2.4707964226005919e-24,2.7789481929580186e-18,8.0446543366241022e-25,0.005461218711587639,0.00078265193559280233,8.9197943396278781e-11,4.9002890981493806e-06,6.2970390374737909e-15,8.0746674999009844e-10,1.2884931346489008e-06,1.9581572279075487e-13,1.1179822297970297e-11,1.659804506958777e-09,1.4111337099415722e-18,6.3149700675872194e-24,1.2521442451903036e-16
4.200754638671267e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33130801002701693,0.11320235455235796,0.022428068078650176,7.1449225970110469e-21,9.595693663900134e-18,1.2945902669439045e-07,1.5648872236176089e-10,3.6067020585105973e-17,1.0459008209808221e-25,3.9796815284498872e-09,5.4285805460572863e-33,4.663798714874643e-09,9.9912073364181333e-25,1.9009141055985608e-25,7.2882953905003916e-22,2.5341650882913039e-24,2.8588834063958645e-18,8.2545624976371598e-25,0.0054663052065060808,0.00078699906076745306,8.9625603665234462e-11,4.9450696425363701e-06,6.330092069249704e-15,8.2290332608033753e-10,1.3012110425453712e-06,1.9870316545825155e-13,1.1353206778362818e-11,1.7009374453639448e-09,1.4461554840106384e-18,6.448711311620059e-24,1.2772022187746711e-16
4.2244362313138704e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33129860372473036,0.1131973396349283,0.022425894849017896,7.3349847350880238e-21,9.881036180046118e-18,1.3254162121905378e-07,1.5960717344726622e-10,3.6663266779955398e-17,1.0874719140601946e-25,4.0011067280938609e-09,5.5991705496637224e-33,4.6980641563972344e-09,1.0190101106050029e-24,1.9538187090257281e-25,7.4971381422091191e-22,2.5987971704440559e-24,2.9406674647014167e-18,8.4686618371208033e-25,0.0054713073049373747,0.00079134551673551705,9.0053228427187777e-11,4.9899811674172989e-06,6.36321993306506e-15,8.3854658257335902e-10,1.3139892512143983e-06,2.0161565051317915e-13,1.1528343464951218e-11,1.7428421523090079e-09,1.4818430113536254e-18,6.5845417719080357e-24,1.302618743734546e-16
4.248117823956474e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33128928091395848,0.11319240767253985,0.02242372195280181,7.5290383505655268e-21,1.0173178899910185e-17,1.3567952732778543e-07,1.6277006502005595e-10,3.7265926117035066e-17,1.1304513232010405e-25,4.0225257563564314e-09,5.7740802189046614e-33,4.7324594889613143e-09,1.0391742700573871e-24,2.007959245138241e-25,7.7108304536059768e-22,2.6647106994402853e-24,3.0243323341093044e-18,8.6870104318807541e-25,0.0054762263877856073,0.00079569130582495462,9.0480817734948534e-11,5.035022354448025e-06,6.3964238662460752e-15,8.5439798051646372e-10,1.3268277535618657e-06,2.0455320825881335e-13,1.1705240826323625e-11,1.7855281103403106e-09,1.5182048828343491e-18,6.7224826705473805e-24,1.3283968980462091e-16
4.2717994165990774e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3312800402354234,0.11318755730689202,0.022421549388856269,7.7271452687807204e-21,1.0472241823745717e-17,1.3887338557691991e-07,1.6597777717867205e-10,3.7875031057453905e-17,1.1748783103889004e-25,4.043938680049086e-09,5.9533927683900151e-33,4.7669849951981288e-09,1.0596153532372503e-24,2.0633596907315156e-25,7.9294594711195032e-22,2.7319238605183783e-24,3.1099103270646256e-18,8.9096668125248228e-25,0.0054810638133566342,0.00080003643032670706,9.0908371635209062e-11,5.0801918808199942e-06,6.4297051155460537e-15,8.7045897744773413e-10,1.3397265424967401e-06,2.0751586763505398e-13,1.1883907328246514e-11,1.8290048408689911e-09,1.5552497386499303e-18,6.8625553310739627e-24,1.3545397677100998e-16
4.295481009241681e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33127088035211638,0.11318278720191233,0.022419377156053785,7.9293679375724548e-21,1.0778346228654883e-17,1.4212383866638332e-07,1.6923069101540266e-10,3.8490614053007234e-17,1.2207929841170568e-25,4.0653455657519405e-09,6.1371925190153476e-33,4.8016409491292074e-09,1.0803355063775773e-24,2.1200444061793753e-25,8.1531134587481468e-22,2.8004549941845702e-24,3.1974341029099966e-18,9.1366899645194979e-25,0.0054858209177280444,0.00080438089249530785,9.1335890168733869e-11,5.125488419371683e-06,6.4630649370811204e-15,8.8673102727510683e-10,1.3526856109302038e-06,2.1050365621838321e-13,1.2064351433660268e-11,1.8732819033578493e-09,1.5929862679290942e-18,7.0047811783950614e-24,1.3810504467017074e-16
4.3191626018842844e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33126179994893268,0.11317809604339274,0.02241720525328483,8.1357694302248016e-21,1.1091614669024408e-17,1.4543153138236425e-07,1.725291886104254e-10,3.9112707546539307e-17,1.2682363116091766e-25,4.086746479815424e-09,6.3255649063972141e-33,4.8364276161773103e-09,1.1013368807362297e-24,2.1780381403463799e-25,8.3818818061472482e-22,2.870322596621348e-24,3.2869366685351359e-18,9.3681393292529028e-25,0.0054904990151130595,0.00080872469454948577,9.1763373370545084e-11,5.1709106387011533e-06,6.4965045962633068e-15,9.0321558015624332e-10,1.3657049517748208e-06,2.1351660022201761e-13,1.2246581602674765e-11,1.9183688944995413e-09,1.6314232083251307e-18,7.1491817387216402e-24,1.4079320369227015e-16
4.342844194526888e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33125279773231375,0.11317348253863169,0.022415033679457422,8.3464134484085686e-21,1.1412170976777498e-17,1.4879711053950414e-07,1.7587365302597928e-10,3.9741343972304132e-17,1.3172501310999404e-25,4.1081414883619153e-09,6.5185964893379284e-33,4.8713452531778702e-09,1.1226216326263721e-24,2.237366035541634e-25,8.6158550366960494e-22,2.941545320093396e-24,3.3784513789887448e-18,9.6040748051042354e-25,0.0054950993982184832,0.00081306783867275581,9.2190821270102836e-11,5.2164572032797451e-06,6.5300253677309846e-15,9.1991408237922989e-10,1.3787845579437324e-06,2.1655472449625397e-13,1.2430606292564716e-11,1.9642754473862784e-09,1.6705693456033015e-18,7.2957786394999964e-24,1.4351876481523057e-16
4.3665257871694914e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33124387242989339,0.11316894541608183,0.022412862433496949,8.5613643251207204e-21,1.1740140261441476e-17,1.5222122492262025e-07,1.7926446830056461e-10,4.0376555756324892e-17,1.3678771641719521e-25,4.1295306572873012e-09,6.7163749583199926e-33,4.9063941083909608e-09,1.1441919234471298e-24,2.2980536325140159e-25,8.8551248155436096e-22,3.0141419733510654e-24,3.4720119380524934e-18,9.844556748519624e-25,0.0054996233385967673,0.00081741032701400363,9.2618233891481595e-11,5.2621267735668112e-06,6.5636285352767103e-15,9.3682797624413189e-10,1.3919244223498844e-06,2.1961805252901113e-13,1.2616433957765129e-11,2.0110112306712e-09,1.7104335132228595e-18,7.4445936093431974e-24,1.4628203979989016e-16
