Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2X(49),CHOX(53),CO2X(24),COX(50)
1.6230513532639957e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.26315108422920058,0.088183232395503741,0.00017404983319842436,3.469443013933427e-10,6.3516798126971637e-09,0.051950348853420564,0.0012445376807747196,2.801689448562257e-10,1.4542565859724787e-12,4.6403813630165774e-07,7.3715813226550836e-20,1.0205812993934496e-06,2.1470742764990025e-16,1.5288824150222187e-15,1.6394379656710164e-12,1.2942690629116296e-14,1.901235661902518e-13,8.8683882009832566e-14,0.0035856797072546134,0.044035912914880598,1.3372894550824102e-08,0.00050559078157782318,3.7519359691505011e-08,0.001928897627128949,0.02371252613023226,1.4270894211402776e-09,1.4575602112385475e-05,0.00063324284228222965,2.3899052877477036e-10,5.8323081379877928e-16,8.0699611799439988e-10
1.6253179468764992e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.26311687059939037,0.088148143266711387,0.00017303451148444605,3.4794544567527349e-10,6.3698471734571657e-09,0.052021481441437388,0.0012465079316147823,2.8091322994260502e-10,1.4606191578733254e-12,4.6426365722948037e-07,7.4118155126267689e-20,1.0212873271960059e-06,2.154183101379852e-16,1.5301672510122853e-15,1.6431697236449122e-12,1.2982367432927386e-14,1.8933872793509099e-13,8.9119813209988189e-14,0.003583786566777783,0.044035952215007328,1.3406022033092543e-08,0.00050586172704360026,3.7618734302959587e-08,0.0019327193930384194,0.023743694950897617,1.4280411114013603e-09,1.4596671765515417e-05,0.00063402757561768547,2.3949539765251414e-10,5.8415036844169074e-16,8.0816860111224151e-10
1.6275845404890027e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.26308268712522859,0.088113072169946155,0.00017202537425345578,3.4894742539539226e-10,6.3880341309863247e-09,0.052092575645121243,0.0012484775371048083,2.8165822907465379e-10,1.4669981749282359e-12,4.6448878205999474e-07,7.4522019941120957e-20,1.0219925657177003e-06,2.1613032981480321e-16,1.5314494734762982e-15,1.6469029484419412e-12,1.3022094467466462e-14,1.8855736926586233e-13,8.9557184633466478e-14,0.0035818949417567849,0.044035979803321121,1.3439199866554206e-08,0.00050613223550298816,3.7718182601167552e-08,0.001936541417414399,0.023774844623056159,1.4289912729157202e-09,1.4617729596465058e-05,0.00063481168840881974,2.4000033938311554e-10,5.85069467917086e-16,8.0934042643700323e-10
1.6321177277140093e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.26301441031145245,0.088042984057899606,0.00017002549594011715,3.5095388162219939e-10,6.424466729706405e-09,0.052234648951376861,0.0012524148132856488,2.831503662374389e-10,1.4798055794165259e-12,4.6493784801732813e-07,7.5334330494562507e-20,1.02340068169239e-06,2.1755777895318304e-16,1.5340061440085901e-15,1.654373779972125e-12,1.3101699022128064e-14,1.8700503793386556e-13,9.0436257312310893e-14,0.003578116229850025,0.044036000157819999,1.3505706348387951e-08,0.0005066719453999211,3.791729945428934e-08,0.0019441862215976069,0.023837086563356293,1.4308870268459031e-09,1.4659809831565554e-05,0.00063637805410657951,2.410104388537834e-10,5.8690630320636339e-16,8.1168210590045413e-10
1.6361975962165154e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.2629530634814094,0.087979966389460471,0.00016824636395890838,3.5276252557442178e-10,6.4573228223344505e-09,0.052362383783592044,0.0012559561579073375,2.8449572361779829e-10,1.4913885731556744e-12,4.653406641991738e-07,7.6070648903689474e-20,1.0246653036740226e-06,2.1884636789818184e-16,1.5362983749475508e-15,1.6611024985335389e-12,1.3173514392813979e-14,1.8561970783303465e-13,9.1232371257634678e-14,0.0035747205513944839,0.044035979204075204,1.3565733784139116e-08,0.00050715619974561386,3.809675461867947e-08,0.0019510673793919548,0.023893038926122604,1.4325880199279205e-09,1.4697641711101212e-05,0.00063778566536581939,2.4191977116221682e-10,5.8855790291929133e-16,8.1378737327339606e-10
1.6402774647190215e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.26289181307547649,0.08791700708632208,0.0001664866649706786,3.5457383945267484e-10,6.4902419948383673e-09,0.052489994455174861,0.0012594954165200348,2.8584338197959937e-10,1.5030249839660571e-12,4.6574221475172551e-07,7.6811948900605617e-20,1.0259273945774408e-06,2.2013863441800287e-16,1.5385823944949644e-15,1.6678358979755079e-12,1.3245491709632452e-14,1.8424544720669594e-13,9.2033187123269324e-14,0.0035713297511675264,0.044035921508440684,1.3625923428496995e-08,0.00050763905364955935,3.8276445414486921e-08,0.0019579492974906736,0.023948929410075492,1.4342841260791018e-09,1.4735435441709574e-05,0.00063919127288479722,2.4282932967294823e-10,5.9020803507400988e-16,8.1589051794893485e-10
1.6443573332215276e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.26283065862229266,0.087854106125337214,0.00016474617710311905,3.5638780953094616e-10,6.523224092807281e-09,0.052617481044898197,0.0012630325910139859,2.8719333667164846e-10,1.5147148616791041e-12,4.6614250624099676e-07,7.7558248233998102e-20,1.0271869641202901e-06,2.2143457592605956e-16,1.5408582981682936e-15,1.6745739517472319e-12,1.331763067337843e-14,1.8288217993459145e-13,9.2838718240061748e-14,0.0035679438173398534,0.04403582751271256,1.3686274932055658e-08,0.00050812051284942063,3.8456370681693177e-08,0.0019648319473371915,0.024004758076794364,1.4359753698126631e-09,1.4773191081782105e-05,0.00064059487924023116,2.4373911074578071e-10,5.9185670238304883e-16,8.1799154315155774e-10
1.6484372017240337e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.26276959965521468,0.087791263482700194,0.00016302468113770877,3.5820442214317059e-10,6.5562689622213411e-09,0.052744843632634625,0.001266567683302204,2.8854558306816334e-10,1.5264582557383031e-12,4.6654154518871956e-07,7.830956464981468e-20,1.0284440219633286e-06,2.2273418983989033e-16,1.5431261811252401e-15,1.6813166334658539e-12,1.3389930985580555e-14,1.8152983019177509e-13,9.3648977928983048e-14,0.0035645627381440401,0.044035697653356465,1.3746787944933279e-08,0.00050860058305054361,3.8636529264484273e-08,0.0019717153005751574,0.0240605249882321,1.4376617754703594e-09,1.4810908689858216e-05,0.00064199648701841793,2.4464911076784617e-10,5.9350390756821277e-16,8.200904521146817e-10
1.6525170702265398e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.2627086357122585,0.087728479133957329,0.0001613219604763287,3.6002366368304151e-10,6.5893764494510684e-09,0.052872082299338131,0.0012701006953197427,2.8990011656869478e-10,1.5382552152010818e-12,4.669393380727036e-07,7.9065915891221298e-20,1.0296985777108772e-06,2.2403747358126438e-16,1.5453861381613679e-15,1.6880639169148453e-12,1.3462392348500947e-14,1.8018832245249907e-13,9.4463979501143547e-14,0.0035611865018739209,0.044035532361575071,1.3807462116773121e-08,0.00050907926992604935,3.8816920011209161e-08,0.001978599329046329,0.02411623020670815,1.4393433672233979e-09,1.4848588324618014e-05,0.00064339609881502459,2.455593261532635e-10,5.9514965336007905e-16,8.2218724808021811e-10
1.656596938729046e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.26264776633604331,0.087665753054017054,0.00015963780110832788,3.6184552060382018e-10,6.622546401256686e-09,0.052999197127025777,0.001273631629022979,2.912569325980492e-10,1.5501057887406745e-12,4.6733589132719175e-07,7.9827319698561008e-20,1.0309506409112618e-06,2.2534442457629129e-16,1.54763826370783e-15,1.6948157760423041e-12,1.3535014465134926e-14,1.7885758149395881e-13,9.5283736257808398e-14,0.0035578150968839867,0.044035332063374642,1.3868297096749011e-08,0.00050955657911709823,3.8997541774353979e-08,0.0019854840047889713,0.024171873794901228,1.4410201690738209e-09,1.4886230044874872e-05,0.00064479371723487431,2.4646975334285627e-10,5.9679394249749898e-16,8.2428193429814729e-10
1.660676807231552e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.26258699107373407,0.087603085217159982,0.00015797199157802297,3.6366997941814478e-10,6.6557786647874391e-09,0.053126188198759215,0.0012771604863889201,2.9261602660621e-10,1.5620100246479849e-12,4.6773121134321115e-07,8.0593793809313548e-20,1.0322002210572237e-06,2.2665504025552805e-16,1.549882651829184e-15,1.7015721849592651e-12,1.360779703921068e-14,1.7753753239989006e-13,9.6108261490413252e-14,0.0035544485115887904,0.044035097179630771,1.3929292533607517e-08,0.00051003251623323758,3.9178393410572743e-08,0.0019923693000370672,0.024227455815841389,1.4426922048561528e-09,1.4923833909567809e-05,0.00064618934489173391,2.473803888039763e-10,5.9843677772707303e-16,8.2637451402609912e-10
1.664756675734058e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.26252630947698663,0.087540475597048764,0.00015632432295263794,3.6549702669783542e-10,6.6890730875809101e-09,0.053253055598627058,0.0012806872694145171,2.9397739406825955e-10,1.5739679708334311e-12,4.68125304468922e-07,8.1365355958055795e-20,1.0334473275863562e-06,2.2796931805408048e-16,1.5521193962212992e-15,1.708333117938136e-12,1.3680739775188901e-14,1.7622810056402483e-13,9.6937568480580738e-14,0.003551086734462357,0.044034828126153128,1.3990448075672627e-08,0.00051050708685256192,3.9359473780654857e-08,0.0019992551872184605,0.024282976332903199,1.4443594982384912e-09,1.4961399977754684e-05,0.00064758298440811336,2.4829122903019905e-10,6.0007816180267074e-16,8.2846499052894938e-10
1.6688365442365642e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.26246572110189204,0.087477924166737983,0.00015469458879066873,3.6732664907370017e-10,6.72242951756233e-09,0.053379799411727623,0.0012842119801159924,2.9534103048430083e-10,1.5859796748287893e-12,4.6851817700996319e-07,8.2142023876423347e-20,1.0346919698815402e-06,2.2928725541170698e-16,1.5543485902093548e-15,1.7150985494110941e-12,1.3753842378262385e-14,1.7492921169341405e-13,9.7771670500136929e-14,0.0035477297540376001,0.044034525313749524,1.4051763370835699e-08,0.00051098029652191636,3.9540781749475202e-08,0.0020061416389529118,0.024338435409799204,1.4460220727237046e-09,1.4998928308605371e-05,0.00064897463841506254,2.4920227054100115e-10,6.0171809748498846e-16,8.3055336707841587e-10
1.6729164127390703e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.26240522550892365,0.087415430898683866,0.00015308258511066659,3.6915883323533778e-10,6.7558478030438523e-09,0.053506419724151079,0.0012877346205281833,2.9670693137937907e-10,1.5980451837890179e-12,4.6890983522979466e-07,8.2923815293072654e-20,1.0359341572713443e-06,2.3060884977292247e-16,1.5565703267459246e-15,1.7218684539684264e-12,1.3827104554355566e-14,1.7364079181162096e-13,9.8610580811128396e-14,0.0035443775589057572,0.044034189148288869,1.4113238066605237e-08,0.0005114521507571879,3.9722316186035042e-08,0.0020130286280514121,0.024393833110572173,1.4476799516509155e-09,1.5036418961394509e-05,0.0006503643095519693,2.5011350988160031e-10,6.0335658754104081e-16,8.3263964695266623e-10
1.6769962812415764e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.2623448222628823,0.087352995764753513,0.00015148811036043333,3.7099356593094043e-10,6.7893277927238479e-09,0.053632916622962511,0.0012912551927038982,2.9807509230340318e-10,1.6101645444940779e-12,4.6930028535003634e-07,8.3710747933644242e-20,1.0371738990304361e-06,2.3193409858709466e-16,1.5587846984091482e-15,1.7286428063569868e-12,1.3900526010124045e-14,1.7236276726178656e-13,9.9454312665839664e-14,0.0035410301377158241,0.044033820030763539,1.4174871810121183e-08,0.00051192265504354365,3.9904075963447281e-08,0.0020199161275146868,0.024449169499588329,1.4493331581968085e-09,1.5073871995495052e-05,0.00065175200046636275,2.5102494362270254e-10,6.0499363474370465e-16,8.3472383343593961e-10
1.6810761497440825e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.26228451093284438,0.087290618736234477,0.00014991096538662395,3.7283083396709351e-10,6.8228693356861737e-09,0.053759290196185375,0.0012947736987132838,2.9944550883106738e-10,1.6223378033507427e-12,4.69689533550805e-07,8.4502839520726655e-20,1.0384112043800144e-06,2.3326299930854332e-16,1.5609917974009842e-15,1.7354215814786859e-12,1.3974106452954035e-14,1.7109506470956794e-13,1.0030287930681098e-13,0.0035376874791739803,0.044033418357350786,1.4236664248124942e-08,0.00051239181483563013,4.0086059958859866e-08,0.0020268041105310037,0.024504444641531349,1.4509817153767975e-09,1.5111287470372002e-05,0.00065313771381372127,2.5193656836015056e-10,6.0662924187132805e-16,8.3680592981816905e-10
1.6851560182465886e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.26222429109211021,0.087228299783844054,0.00014835095340475188,3.7467062420857551e-10,6.8564722813994414e-09,0.05388554053278468,0.0012982901406432071,3.0081817656177282e-10,1.6345650063943948e-12,4.7007758597104621e-07,8.5300107773821396e-20,1.039646082488201e-06,2.345955493966401e-16,1.5631917155455495e-15,1.7422047543888966e-12,1.4047845590961805e-14,1.6983761114595221e-13,1.0115629396685625e-13,0.0035343495720430592,0.044032984519473281,1.4298615027013265e-08,0.00051285963555776294,4.0268267053498458e-08,0.002033692550475379,0.024559658601395102,1.4526256460462076e-09,1.5148665445575575e-05,0.00065452145225728157,2.5284838071475248e-10,6.0826341170724461e-16,8.3888593939461163e-10
1.6892358867490947e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.26216416231815148,0.087166038877738147,0.00014680787996959095,3.7651292357815638e-10,6.8901364797162638e-09,0.054011667722650397,0.0013018045205966493,3.0219309111954815e-10,1.6468461992908144e-12,4.7046444870886544e-07,8.6102570409308472e-20,1.0408785424704387e-06,2.3593174631590218e-16,1.5653845442875353e-15,1.7489923002949217e-12,1.4121743132993068e-14,1.6859033388994938e-13,1.0201456986908165e-13,0.003531016405141996,0.044032518903859071,1.4360723792870878e-08,0.0005133261226042161,4.0450696132679861e-08,0.0020405814209084991,0.024614811444476765,1.4542649729017416e-09,1.518600598073513e-05,0.00065590321846784689,2.5376037733208925e-10,6.0989614703933207e-16,8.4096386546549507e-10
1.693315755251601e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.26210412419256146,0.087103835987520542,0.00014528155294596756,3.7835771905639403e-10,6.9238617808725074e-09,0.054137671856581769,0.0013053168406921124,3.0357024815297191e-10,1.6591814273379602e-12,4.7085012782185468e-07,8.691024514041306e-20,1.0421085933899012e-06,2.3727158753608503e-16,1.5675703746907072e-15,1.7557841945545485e-12,1.4195798788622338e-14,1.6735316059116837e-13,1.0287772022690441e-13,0.0035276879673452818,0.044032021892600401,1.4422990191418092e-08,0.00051379128133947829,4.0633346085710922e-08,0.0020474706955744826,0.024669903236371225,1.4558997184827823e-09,1.5223309135553268e-05,0.00065728301512360022,2.5467255488216137e-10,6.1152745065967178e-16,8.4303971133566256e-10
1.697395623754107e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.26204417630100496,0.087041691082251543,0.00014377178247993797,3.8020499768142994e-10,6.957648035486526e-09,0.054263553026271297,0.0013088271030630367,3.0494964333509329e-10,1.6715707354677357e-12,4.712346293274167e-07,8.7723149677172644e-20,1.0433362442578896e-06,2.3861507053227938e-16,1.5697492974364786e-15,1.7625804126745416e-12,1.427001226815224e-14,1.661260192322779e-13,1.0374575824407199e-13,0.003524364247582444,0.044031493863212125,1.4485413868060439e-08,0.00051425511709833258,4.0816215805919522e-08,0.0020543603483997742,0.024724934042964407,1.4575299051722456e-09,1.5260574969799537e-05,0.00065866084490992722,2.5558491005917502e-10,6.1315732536409192e-16,8.4511348031422749e-10
1.701475492256613e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.26198431823316881,0.086979604130456883,0.00014227838097034522,3.8205474654878453e-10,6.9914950945583958e-09,0.054389311324288793,0.0013123353098572323,3.0633127236335312e-10,1.6840141682477485e-12,4.7161795920308572e-07,8.8541301726405363e-20,1.0445615040342132e-06,2.399621927850016e-16,1.5719214028225631e-15,1.7693809303091259e-12,1.4344383282612807e-14,1.649088381313542e-13,1.0461869711468144e-13,0.0035210452348375188,0.044030935188689078,1.4547994467949617e-08,0.00051471763518614688,4.0999304190703949e-08,0.0020612503534923866,0.02477990393042645,1.4591555551980513e-09,1.5297803543304675e-05,0.00066003671051923407,2.5649743958139917e-10,6.1478577395172746e-16,8.4718517571424353e-10
1.705555360759119e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.26192454958271311,0.086917575100136202,0.00014080116304075033,3.8390695281115003e-10,7.0254028094691271e-09,0.054514946844066131,0.0013158414632363201,3.077151309595059e-10,1.6965117698830626e-12,4.7200012338684684e-07,8.9364718991678803e-20,1.045784381627582e-06,2.4131295178028155e-16,1.5740867807617013e-15,1.7761857232585809e-12,1.4418911543760709e-14,1.6370154594411814e-13,1.0549655002319947e-13,0.0035177309181485383,0.044030346237562766,1.4610731635909919e-08,0.00051517884087921417,4.1182610141416002e-08,0.0020681406851399131,0.024834812965206093,1.4607766906346739e-09,1.5334994915955044e-05,0.00066141061465075865,2.5741014019085424e-10,6.164127992247346e-16,8.4925480085236787e-10
1.7096352292616253e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.26186486994722336,0.086855603958771552,0.00013933994551173251,3.8576160367818361e-10,7.0593710319798941e-09,0.054640459679882264,0.0013193455653751835,3.0910121486954021e-10,1.7090635842179336e-12,4.7238112777745021e-07,9.0193419173279782e-20,1.0470048858959969e-06,2.4266734500975401e-16,1.5762455207804599e-15,1.7829947674678212e-12,1.4493596764078486e-14,1.6250407166606469e-13,1.0637933014448239e-13,0.0035144212866070105,0.04402972737395737,1.4673625016471362e-08,0.00051563873942476936,4.1366132563365495e-08,0.0020750313178080166,0.024889661214024843,1.4623933334037664e-09,1.5372149147686786e-05,0.00066278256001040773,2.5832300865303492e-10,6.180384039878653e-16,8.5132235904854137e-10
1.7137150977641314e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.26180527892816308,0.086793690673335894,0.00013789454737355412,3.8761868641629915e-10,7.0933996142312233e-09,0.054765849926847819,0.0013228476184614379,3.1048951986360077e-10,1.7216696547375427e-12,4.727609782347239e-07,9.1027419968184944e-20,1.0482230256471287e-06,2.4402536997074863e-16,1.5783977120181022e-15,1.7898080390249243e-12,1.4568438656773721e-14,1.613163446344866e-13,1.0726705064379675e-13,0.0035111163293574219,0.044029078957644928,1.4736674253967977e-08,0.00051609733604122076,4.1549870365907589e-08,0.0020819222261397197,0.024944448743870262,1.4640055052754633e-09,1.5409266298480548e-05,0.00066415254931058627,2.5923604175678311e-10,6.1966259104802106e-16,8.5338785362567999e-10
1.7177949662666375e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.26174577613082695,0.086731835210301214,0.00013646478975918333,3.8947818834845707e-10,7.1274884087422048e-09,0.054891117680890333,0.0013263476246949022,3.1188004173590886e-10,1.7343300245697126e-12,4.7313968057988412e-07,9.186673907003193e-20,1.0494388096386856e-06,2.4538702416637309e-16,1.5805434432255327e-15,1.7966255141597385e-12,1.4643436935778194e-14,1.6013829453039539e-13,1.0815972467683997e-13,0.0035078160355967447,0.044028401344099792,1.47998789924491e-08,0.00051655463591856066,4.1733822462324126e-08,0.0020888133849539573,0.02499917562199026,1.4656132278701673e-09,1.5446346428356095e-05,0.00066552058527000895,2.6014923631406241e-10,6.2128536321401677e-16,8.5545128790935853e-10
1.7218748347691436e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.26168636116429417,0.086670037535646782,0.00013505049591767198,3.9134009685395564e-10,7.1616372684096813e-09,0.055016263038739993,0.0013298455862870858,3.1327277630468422e-10,1.7470447364866241e-12,4.7351724059584185e-07,9.2711394169091598e-20,1.0506522465787928e-06,2.4675230510559706e-16,1.5826828027643045e-15,1.8034471692425288e-12,1.4718591315746993e-14,1.5896985138034151e-13,1.090573653897617e-13,0.0035045203945739353,0.044027694884552465,1.4863238875680667e-08,0.00051701064421838994,4.1917987769788239e-08,0.0020957047692437467,0.025053841915887724,1.4672165226591382e-09,1.5483389597366779e-05,0.00066688667061354288,2.6106258915962563e-10,6.2290672329620194e-16,8.5751266522750853e-10
1.7259547032716497e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.26162703364138401,0.086608297614867047,0.00013365149118788107,3.9320439936821889e-10,7.1958460465074351e-09,0.055141286097915132,0.0013333415054606881,3.1466771941206544e-10,1.7598138329065121e-12,4.7389366402750652e-07,9.3561402952240778e-20,1.0518633451263785e-06,2.4812121030334212e-16,1.5848158786056981e-15,1.8102729807825895e-12,1.4793901512057601e-14,1.5781094555813543e-13,1.0995998591918506e-13,0.0035012293955894529,0.044026959926042608,1.4926753547288242e-08,0.00051746536607407149,4.2102365209487443e-08,0.0021025963541751787,0.025108447693314571,1.4688154109655362e-09,1.5520395865594988e-05,0.00066825080807205481,2.619760971508483e-10,6.2452667410598977e-16,8.5957198891013467e-10
1.7300345717741558e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.26156779317860979,0.086546615412979672,0.00013226760297255143,3.9507108338258525e-10,7.2301145966853626e-09,0.055266186956707743,0.0013368353844491066,3.160648669240326e-10,1.7726373558953597e-12,4.7426895658208818e-07,9.4416783102935896e-20,1.053072113891515e-06,2.4949373728056271e-16,1.5869427583298671e-15,1.8171029254268574e-12,1.4869367240808978e-14,1.5666150778647334e-13,1.1086759939222845e-13,0.0034979430279947835,0.044026196811471345,1.4990422650663118e-08,0.00051791880659113657,4.2286953706516953e-08,0.0021094881150866087,0.025162993022265528,1.4704099139662774e-09,1.5557365293146867e-05,0.00066961300038222518,2.6288975716762003e-10,6.2614521845567018e-16,8.6162926228901841e-10
1.734114440276662e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.26150863939613472,0.086484990894533237,0.00013089866071271282,3.9694013644409533e-10,7.2644427729686519e-09,0.055390965714169821,0.0013403272254959527,3.1746421473032678e-10,1.7855153471685814e-12,4.7464312392939602e-07,9.5277552301187398e-20,1.0542785614357881e-06,2.5086988356432107e-16,1.5890635291250462e-15,1.8239369799585906e-12,1.494498821882056e-14,1.5552146913846799e-13,1.1178021892652757e-13,0.0034946612811919634,0.044025405879653069,1.5054245828913753e-08,0.00051837097084739324,4.2471752189794108e-08,0.0021163800274868311,0.025217477970973186,1.4720000526928061e-09,1.5594297940146804e-05,0.00067097325028638792,2.6380356611198848e-10,6.2776235915809366e-16,8.6368448869743032e-10
1.738194308779168e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.26144957191772855,0.086423424023615164,0.00012954449586242815,3.988115461552787e-10,7.2988304297569509e-09,0.055515622470099793,0.0013438170308545799,3.1886575874437275e-10,1.7984478480926952e-12,4.7501617170213362e-07,9.6143728223534682e-20,1.0554826962726802e-06,2.52249646687876e-16,1.5911782777868234e-15,1.8307751212960771e-12,1.5020764163631278e-14,1.5439076103908806e-13,1.1269785763025784e-13,0.0034913841446331142,0.044024587465366312,1.5118222725061339e-08,0.0005188218638930279,4.2656759592216798e-08,0.0021232720670534672,0.025271902607902807,1.4735858480319005e-09,1.5631193866733773e-05,0.00067233156053239749,2.6471752090790394e-10,6.2937809902615203e-16,8.6573767146987049e-10
1.742274177281674e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.26139059037072399,0.086361914763858946,0.00012820494186386756,4.0068530017393958e-10,7.3332774218235195e-09,0.055640157325028458,0.0013473048027876258,3.202694949031998e-10,1.8114348996869863e-12,4.7538810549619347e-07,9.7015328543022033e-20,1.0566845268679042e-06,2.536330241907636e-16,1.5932870907174745e-15,1.8376173264912892e-12,1.5096694793498516e-14,1.5326931526650727e-13,1.1362052860215695e-13,0.0034881116078199787,0.044023741899404056,1.5182352981952778e-08,0.00051927149075091513,4.2841974850576886e-08,0.0021301642096326376,0.025326267001746016,1.4751673207273745e-09,1.5668053133056467e-05,0.0006736879338734513,2.656316185012264e-10,6.3099244087264521e-16,8.6778881394179028e-10
1.7463540457841802e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.26133169438597409,0.086300463078451919,0.00012687983412270763,4.0256138621294324e-10,7.3677836043143895e-09,0.0557645703802057,0.0013507905435665591,3.2167541916736288e-10,1.8244765426251625e-12,4.7575893087094691e-07,9.7892370929175217e-20,1.0578840616397514e-06,2.5502001361886523e-16,1.5953900539253587e-15,1.8444635727285483e-12,1.517277982739709e-14,1.5215706395336633e-13,1.1454824493154773e-13,0.0034848436603034712,0.044022869508623504,1.5246636242139463e-08,0.00051971985641684464,4.3027396905412581e-08,0.0021370564312375132,0.025380571221415672,1.4767444913811486e-09,1.5704875799267215e-05,0.0006750423730679222,2.6654585585939032e-10,6.326053875100478e-16,8.6983791944932261e-10
1.7504339142866863e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.26127288359781004,0.086239068930142507,0.00012556900998385144,4.0443979204000053e-10,7.4023488327475223e-09,0.055888861737587787,0.0013542742554712309,3.2308352752086401e-10,1.8375728172370015e-12,4.7612865334953212e-07,9.8774873047978658e-20,1.0590813089594667e-06,2.5641061252448959e-16,1.5974872530243733e-15,1.8513138373233221e-12,1.5249018985018119e-14,1.5105393958794884e-13,1.1548101969836157e-13,0.0034815802916832199,0.044021970615994999,1.5311072148136944e-08,0.00052016696585962976,4.3213024701212796e-08,0.0021439487080461271,0.025434815336041569,1.4783173804539497e-09,1.5741661925519327e-05,0.00067639488087924019,2.6746022997104042e-10,6.3421694174990977e-16,8.7188499132903925e-10
1.7545137827891924e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.26121415764399952,0.086177732281247602,0.00012427230870746539,4.0632050547745204e-10,7.4369729630119377e-09,0.056013031499823923,0.0013577559407894515,3.2449381597107397e-10,1.8507237635099816e-12,4.7649727841914042e-07,9.9662852561853476e-20,1.0602762771515874e-06,2.5780481846645656e-16,1.5995787732334666e-15,1.8581680977209616e-12,1.5325411986767971e-14,1.4995987501527328e-13,1.164188659731616e-13,0.0034783214916071265,0.044021045540650373,1.5375660342361399e-08,0.0005206128240212713,4.3398857186354535e-08,0.0021508410164010313,0.025488999414964377,1.4798860082667025e-09,1.5778411571963119e-05,0.00067774546007572946,2.6837473784612099e-10,6.3582710640277726e-16,8.7393003291769291e-10
1.7585936512916985e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.26115551616570631,0.086116453093659603,0.00012298957144532763,4.0820351440205268e-10,7.471655851366864e-09,0.056137079770243264,0.0013612356018165666,3.2590628054865389e-10,1.8639294210909134e-12,4.7686481153129832e-07,1.0055632712963609e-19,1.0614689744942675e-06,2.5920262901016097e-16,1.6016646993762092e-15,1.8650263314953446e-12,1.5401958553767103e-14,1.4887480343810381e-13,1.1736179681716687e-13,0.0034750672497709271,0.044020094597930763,1.544040046689985e-08,0.00052105743581725903,4.3584893312866408e-08,0.0021577333328085166,0.025543123527730124,1.4814503950018517e-09,1.5815124798738808e-05,0.00067909411343043484,2.6928937651559626e-10,6.3743588427808539e-16,8.759730475519637e-10
1.7626735197942046e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.26109695880744904,0.086055231328853635,0.00012172064121748428,4.1008880674475498e-10,7.5063973544408709e-09,0.056261006652842796,0.0013647132408550311,3.27320917307476e-10,1.8771898292875593e-12,4.7723125810214842e-07,1.0145531440655779e-19,1.0626594092196412e-06,2.6060404172764541e-16,1.6037451158804169e-15,1.8718885163477118e-12,1.5478658407848922e-14,1.4779865841788066e-13,1.1830982528227592e-13,0.0034718175559177631,0.044019118099433603,1.5505292163852399e-08,0.00052150080613676242,4.3771132036706369e-08,0.0021646256339362211,0.025597187744086369,1.4830105607040962e-09,1.5851801665974446e-05,0.00068044084372101074,2.7020414303098735e-10,6.3904327818342464e-16,8.7801403856823675e-10
