Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),CH3OO(77),COX(50),CO2X(24),CHOX(53)
1.0252915926014923e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44846655617376674,0.11489753705957582,0.022749201463096756,9.4404310236752582e-19,1.4375386971251565e-15,3.8398101044447663e-06,5.6357705279343281e-09,2.5216823007360855e-09,3.8526302583339766e-22,9.0447052385624467e-05,1.4669184882029057e-18,7.9165533319512608e-05,7.9659916724667722e-14,2.7620857127530974e-18,6.6621057218217189e-17,4.9393713895049166e-19,4.1487130048656443e-14,5.8529892510292535e-13,0.003679358007250878,0.00014472576852893963,1.3969376519409012e-05,3.3826620937874257e-12,3.9705778999906239e-10,1.8279126131802981e-13,7.917997656817e-10,2.6114988459113734e-06,2.8977289311442188e-11,5.4753669945069691e-08,9.0456530240555206e-13,5.1159749534515815e-10,1.7651036328095397e-14,1.1238131781313509e-20,5.5990175820181263e-17
1.0297689755861253e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44845424301789594,0.11488555471809969,0.022748888382495933,9.6368297111530843e-19,1.4675388174046143e-15,3.8760739062703907e-06,5.7264778082924927e-09,2.554616459207532e-09,3.9559899769565374e-22,9.0841446767583899e-05,1.4996203466833043e-18,7.9468769898565316e-05,8.073392618843889e-14,2.8233189548189448e-18,6.8006557412159424e-17,5.0392557106090941e-19,4.2046123356334837e-14,5.957637855213823e-13,0.0036909255857220831,0.00014535183418224904,1.4068096410773799e-05,3.4213294782259705e-12,3.9857225568882578e-10,1.8350352847090073e-13,8.0352400132177441e-10,2.631695021503419e-06,2.9328701348961868e-11,5.5335719447820601e-08,9.2083320900098083e-13,5.1382254900743442e-10,1.7934771044595773e-14,1.1423936159759335e-20,5.7071228578426287e-17
1.0342463585707583e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44844196105835643,0.11487360371139017,0.022748575323373578,9.8364684743294515e-19,1.498037925603346e-15,3.912555831191925e-06,5.8182572392100217e-09,2.5878338780129278e-09,4.0616713716051359e-22,9.1235833079006187e-05,1.5329031382208261e-18,7.9771689651811725e-05,8.1817628218334632e-14,2.8856445849737087e-18,6.9414530726492934e-17,5.1407279091178933e-19,4.2610381931326668e-14,6.0636892224967713e-13,0.0037024617602095496,0.00014597785580362321,1.4166988534341626e-05,3.4602459006739458e-12,4.0008668987296e-10,1.8421609214791366e-13,8.1536769174752244e-10,2.6519667232547747e-06,2.9682910325187111e-11,5.5921572587978844e-08,9.3732045683526052e-13,5.1604749607022592e-10,1.8221852366462795e-14,1.1612019901872287e-20,5.8168123135667615e-17
1.0387237415553912e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44842971021238853,0.11486168395442856,0.02274826228568496,1.0039386971153582e-18,1.5290420891218212e-15,3.9492567547660702e-06,5.9111169376313991e-09,2.6213357301069927e-09,4.1697164499845225e-22,9.163021128460288e-05,1.5667745709643627e-18,8.0074293127684485e-05,8.2911067471409028e-14,2.9490775367281845e-18,7.084523827202791e-17,5.243806425662803e-19,4.3179936676791643e-14,6.1711559386987321e-13,0.0037139666157692658,0.00014660383347440395,1.4266050510029802e-05,3.4994113105320766e-12,4.0160109244069849e-10,1.8492895579532918e-13,8.2733141169210429e-10,2.6723139380673999e-06,3.0039926992113967e-11,5.6511244090438675e-08,9.5402902542066856e-13,5.1827233634098599e-10,1.8512305530450933e-14,1.1802401398088223e-20,5.9281012470741828e-17
1.0432011245400242e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44841749039746504,0.11484979536242704,0.022747949269385465,1.0245625177850643e-18,1.5605574170057717e-15,3.9861775540532883e-06,6.0050650471094867e-09,2.6551231879138511e-09,4.2801677911930881e-22,9.202458134912029e-05,1.6012424208538911e-18,8.0376580872380175e-05,8.4014288613303203e-14,3.0136328897014204e-18,7.2298942964042674e-17,5.3485098365068506e-19,4.375481860320056e-14,6.2800506472782271e-13,0.0037254402372263354,0.00014722976727566371,1.436527995690571e-05,3.5388256547443252e-12,4.0311546328188503e-10,1.85642123463099e-13,8.3941573598702014e-10,2.6927366528234834e-06,3.0399762094784498e-11,5.7104748750032785e-08,9.7096090338856037e-13,5.2049706962735709e-10,1.8806155855226365e-14,1.1995098757726687e-20,6.0410047676019245e-17
1.0476785075246572e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44840530153128949,0.11483793785082813,0.022747636274430601,1.0455223390060258e-18,1.5925900598493732e-15,4.0233191075457332e-06,6.1001097377668121e-09,2.6891974233268103e-09,4.393068550525647e-22,9.2418943237338897e-05,1.6363145318915405e-18,8.0678553429862717e-05,8.5127336318155819e-14,3.0793258704943957e-18,7.3775909525222484e-17,5.4548568539299312e-19,4.4335058828362689e-14,6.390386049340887e-13,0.0037368827091755629,0.00014785565728820614,1.4464674493333567e-05,3.5784888643893853e-12,4.046298022854849e-10,1.8635559878137566e-13,8.5162123473977366e-10,2.7132348543902596e-06,3.076242637879192e-11,5.7702101430578934e-08,9.8811808849084801e-13,5.2272169573717347e-10,1.9103428741247574e-14,1.2190130416887474e-20,6.1555382409331817e-17
1.0521558905092901e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44839314353179593,0.11482611133530386,0.022747323300775998,1.066822222404839e-18,1.6251462097008684e-15,4.060682295090645e-06,6.1962592062551824e-09,2.7235596077081168e-09,4.5084624644418262e-22,9.2813296914072912e-05,1.671998816430963e-18,8.0980211341866968e-05,8.6250255268507044e-14,3.1461718536216575e-18,7.527640448884114e-17,5.5628663266408603e-19,4.4920688577456957e-14,6.5021749036501386e-13,0.003748294115982083,0.00014848150359256677,1.4564231737125022e-05,3.6184008549276257e-12,4.0614410934172368e-10,1.8706938502457677e-13,8.6394847362479965e-10,2.7338085296197142e-06,3.1127930584076432e-11,5.8303317063868661e-08,1.0055025876017202e-12,5.2494621447845779e-10,1.9404149670638754e-14,1.2387515114947114e-20,6.2717171212120727e-17
1.0566332734939231e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44838101631714827,0.11481431573175527,0.022747010348377405,1.0884662617999541e-18,1.658232099974318e-15,4.098267997807762e-06,6.2935216757120173e-09,2.7582109118886765e-09,4.6263938553720528e-22,9.3207642344169449e-05,1.7083032554900458e-18,8.1281555147902511e-05,8.7383090155195485e-14,3.2141863625194163e-18,7.6800696202192449e-17,5.6725572402229231e-19,4.5511739183060729e-14,6.6154300266394884e-13,0.0037596745417820222,0.00014910730626901421,1.4663949305699623e-05,3.6585615344961249e-12,4.0765838433719207e-10,1.877834855950648e-13,8.7639801604521585e-10,2.7544576653464074e-06,3.1496285458044158e-11,5.890841064857089e-08,1.0231164167196183e-12,5.2717062565941623e-10,1.970834420705472e-14,1.2587271561536413e-20,6.3895571558776475e-17
1.061110656478556e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44836891980573917,0.11480255095631171,0.022746697417190695,1.1104585833298301e-18,1.6918540053546957e-15,4.1360770980081457e-06,6.3919053957190466e-09,2.7931525061677998e-09,4.746907636996612e-22,9.3601979492508126e-05,1.7452358990564768e-18,8.158258538525773e-05,8.8525885677261061e-14,3.283385070538132e-18,7.8349054829860986e-17,5.783948717567967e-19,4.6108242085157187e-14,6.7301642924238767e-13,0.003771024070483161,0.00014973306539755053,1.47638248162427e-05,3.6989708033104661e-12,4.0917262716980166e-10,1.884979043993297e-13,8.8897042507984983e-10,2.7751822483855576e-06,3.1867501706209681e-11,5.9517397249130396e-08,1.0409616009690562e-12,5.293949290884326e-10,2.0016037995547555e-14,1.2789418351095656e-20,6.5090730162881527e-17
1.065588039463189e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44835685391618907,0.11479081692533032,0.022746384507171848,1.1328033455615446e-18,1.7260182416693221e-15,4.1741104791237083e-06,6.4914186422621434e-09,2.8283855603129858e-09,4.8700493187258601e-22,9.3996308324000445e-05,1.7828048663487134e-18,8.1883302589003389e-05,8.9678686541862711e-14,3.3537838018028105e-18,7.9921752356340619e-17,5.8970600192444706e-19,4.6710228831108383e-14,6.8463906328073022e-13,0.0037823427857654906,0.00015035878105791199,1.4863855885847397e-05,3.739628557935215e-12,4.1068683771761765e-10,1.8921264522685174e-13,9.0166626006599302e-10,2.7959822655363797e-06,3.2241590098020977e-11,6.013029199477657e-08,1.059040174601847e-12,5.3161912457406899e-10,2.0327256762451201e-14,1.2993974022182519e-20,6.6302812237786295e-17
1.070065422447822e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44834481856734637,0.11477911355539532,0.022746071618276971,1.1555047396101267e-18,1.760731165776146e-15,4.2123690256339308e-06,6.5920697176970084e-09,2.8639112435596974e-09,4.9958650119100768e-22,9.439062880358919e-05,1.8210183460893516e-18,8.2183707291996411e-05,9.0841537464186433e-14,3.4253985321086367e-18,8.1519062588977914e-17,6.0119105438844006e-19,4.7317731075642798e-14,6.9641220372917932e-13,0.00379363077108181,0.00015098445332956999,1.4964040131659349e-05,3.7805346663781177e-12,4.1220101588688383e-10,1.8992771145246059e-13,9.1448607598963237e-10,2.8168577035828036e-06,3.2618561300770085e-11,6.0747110078510845e-08,1.0773541809985521e-12,5.3384321192506168e-10,2.0642026315260027e-14,1.3200957761163275e-20,6.7531957967904923e-17
1.074542805432455e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44833281367828537,0.11476744076331753,0.022745758750462298,1.1785669892521258e-18,1.7959991754404729e-15,4.2508536229838524e-06,6.693866950695855e-09,2.8997307246110925e-09,5.1244014300033304e-22,9.4784940896247978e-05,1.8598845968142834e-18,8.2483800024883773e-05,9.201448316733879e-14,3.4982453899284588e-18,8.3141261161243436e-17,6.1285198286224582e-19,4.7930780580854361e-14,7.0833715530893581e-13,0.0038048881096583772,0.00015161008229173118,1.506437517103597e-05,3.8216890337834637e-12,4.1371516150524165e-10,1.9064310700185213e-13,9.2743042589713559e-10,2.8378085492907802e-06,3.2998426277375326e-11,6.1367866755987997e-08,1.0959056726704048e-12,5.3606719095031842e-10,2.0960372542497709e-14,1.3410387462218921e-20,6.8778389520901476e-17
1.0790201884170879e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44832083916830628,0.11475579846613347,0.022745445903684179,1.2019943510998556e-18,1.831828709315947e-15,4.2895651574980665e-06,6.7968186962373462e-09,2.9358451716377334e-09,5.2557059069306564e-22,9.5179244566980442e-05,1.8994119471961374e-18,8.2783581316107037e-05,9.3197568382243075e-14,3.572340657474917e-18,8.4788625536548657e-17,6.2469075495546698e-19,4.8549409216178267e-14,7.2041522851345e-13,0.0038161148844955907,0.00015223566802334006,1.5164858621717223e-05,3.8630913970376177e-12,4.1522927464811002e-10,1.9135883433688632e-13,9.4049985855490679e-10,2.8588347894115491e-06,3.338119498711704e-11,6.1992577344314571e-08,1.1146967112613132e-12,5.3829106145891176e-10,2.128232141357098e-14,1.3622285686366201e-20,7.0042049041360193e-17
1.0834975714017209e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44830889495693471,0.11474418658110502,0.022745133077899066,1.2257911146571443e-18,1.8682262466925337e-15,4.3285045163055163e-06,6.9009333354937248e-09,2.9722557522773652e-09,5.3898263835698271e-22,9.5573539780819896e-05,1.9396087963209232e-18,8.3083051691906402e-05,9.4390837847562402e-14,3.6477007716316895e-18,8.6461435010028904e-17,6.3670935221262406e-19,4.9173648958305337e-14,7.3264773960920688e-13,0.0038273111783685794,0.00015286121060307622,1.5265488101968705e-05,3.9047417818752777e-12,4.1674335495668717e-10,1.9207489916183179e-13,9.53694924641467e-10,2.8799364106733907e-06,3.3766879195086138e-11,6.2621257220928104e-08,1.1337293675491237e-12,5.405148232600804e-10,2.1607898978666069e-14,1.3836666260309413e-20,7.1323392012333953e-17
1.0879749543863538e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44829698096391996,0.11473260502571871,0.02274482027306355,1.2499616024502552e-18,1.9051983073568361e-15,4.3676725872702462e-06,7.0062192758672972e-09,3.0089636336347141e-09,5.5268114155444702e-22,9.5967826502828631e-05,1.9804836139430718e-18,8.3382211676324725e-05,9.559433630961319e-14,3.7243423248066867e-18,8.8159970711778303e-17,6.4890977014896316e-19,4.9803531891121167e-14,7.4503601063642231e-13,0.0038384770738277502,0.00015348671010935816,1.5366261230725248e-05,3.9466400336176119e-12,4.1825740232581605e-10,1.927913050630194e-13,9.6701616759260036e-10,2.9011133997928547e-06,3.4155489630938166e-11,6.3253921822589095e-08,1.1530057214467523e-12,5.4273847616322373e-10,2.1937131368615195e-14,1.4053547861238465e-20,7.262258552040651e-17
1.0924523373709868e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44828509710923509,0.11472105371768501,0.022744507489134327,1.2745101701798021e-18,1.942751451556546e-15,4.4070702589133497e-06,7.112684950962927e-09,3.0459699822812288e-09,5.6667101907739268e-22,9.6362104698097492e-05,2.0220449407775515e-18,8.368106179121139e-05,9.6808108522259928e-14,3.8022820658977797e-18,8.9884515610242107e-17,6.6129401829175667e-19,5.0439090205668865e-14,7.5758136941008202e-13,0.0038496126531994083,0.00015411216662034491,1.5467175627743447e-05,3.9887857147131827e-12,4.1977141696211836e-10,1.9350805286088915e-13,9.8046412449986077e-10,2.9223657434742708e-06,3.4547035513137687e-11,6.3890586644278995e-08,1.1725278620038544e-12,5.4496201997789892e-10,2.2270044794761172e-14,1.4272958127970105e-20,7.393934342061524e-17
1.0969297203556198e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44827324331307578,0.11470953257493803,0.022744194726068208,1.2994412068317737e-18,1.9808922798942458e-15,4.446698420328093e-06,7.2203388204349014e-09,3.083275964254809e-09,5.8095725339924806e-22,9.6756374331745227e-05,2.0643013888176743e-18,8.3979602556227072e-05,9.8032199246812718e-14,3.8815369013514217e-18,9.1635354514439775e-17,6.7386412022517066e-19,5.1080356200082755e-14,7.7028514952111187e-13,0.0038607179985864224,0.00015473758021393178,1.5568228913758308e-05,4.0311788743709969e-12,4.2128539848712976e-10,1.9422514894212329e-13,9.9403933817195522e-10,2.9436934283944003e-06,3.4941528819953795e-11,6.453126723797212e-08,1.1922978874087055e-12,5.4718545451381732e-10,2.2606665548863236e-14,1.4494909427650563e-20,7.5274203659161344e-17
1.1014071033402527e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44826141949585979,0.11469804151563448,0.022743881983822135,1.324759134813255e-18,2.0196274331472688e-15,4.486557961099898e-06,7.3291893700465739e-09,3.1208827450595481e-09,5.955448908131871e-22,9.7150635368917855e-05,2.1072616416312552e-18,8.4277834488848255e-05,9.9266653251940381e-14,3.9621238961650861e-18,9.3412774077704078e-17,6.8662211363179671e-19,5.1727362279481023e-14,7.8314869033730988e-13,0.0038717931918688395,0.00015536295096775526,1.5669418710652994e-05,4.0738193390078599e-12,4.2279934677594432e-10,1.9494259694609768e-13,1.0077423426835794e-09,2.9650964412199129e-06,3.533898033452818e-11,6.5175979211427779e-08,1.2123179049896995e-12,5.494087795808435e-10,2.2947020002939428e-14,1.4719419913048261e-20,7.6627350509558597e-17
1.1054367480264224e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44825080362676523,0.11468772521614107,0.022743600533566305,1.3478797441939778e-18,2.0550027396582895e-15,4.5226301127249201e-06,7.428185060697758e-09,3.1549869936432514e-09,6.0893568548781747e-22,9.7505462923601832e-05,2.1465348571079165e-18,8.4545979602447565e-05,1.0038655946861316e-13,4.0358054204734578e-18,9.5035416555235539e-17,6.9826665044341022e-19,5.2314602392558358e-14,7.9486358411812968e-13,0.0038817351532683527,0.00015592574808215726,1.5760604280183202e-05,4.1124069490290686e-12,4.2416187183326371e-10,1.955886032718568e-13,1.0201847468832928e-09,2.9844235470889386e-06,3.5699224312028697e-11,6.575967976111039e-08,1.2305514131965604e-12,5.5140967838823566e-10,2.3256553186129085e-14,1.492368662538508e-20,7.786080198291934e-17
1.109466392712592e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44824021191862767,0.11467743315877273,0.022743319100108697,1.3713206160118586e-18,2.0908697579699438e-15,4.5588910515797902e-06,7.5281631796010002e-09,3.1893366818059811e-09,6.2257852202017466e-22,9.7860283461559877e-05,2.1863916780531502e-18,8.4813875353369897e-05,1.0151492885760706e-13,4.1105926113466638e-18,9.6680034624822628e-17,7.1006654673252549e-19,5.2906542083015319e-14,8.0670995817673385e-13,0.0038916528169838306,0.00015648851061525929,1.5851896766557111e-05,4.151194570647162e-12,4.2552436979714375e-10,1.96234900513234e-13,1.0327314786342863e-09,3.0038116480025575e-06,3.606188093412173e-11,6.6346669869289051e-08,1.2489906785275613e-12,5.5341048823353261e-10,2.3569151430549729e-14,1.5130055788300624e-20,7.9109322113036132e-17
1.1134960373987617e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44822964431388951,0.11466716528432633,0.022743037683418142,1.3950850441480524e-18,2.127233412253865e-15,4.5953414268953799e-06,7.6291299669425442e-09,3.2239326580902454e-09,6.3647721624279507e-22,9.8215096957438057e-05,2.2268385846017877e-18,8.5081522114334996e-05,1.0265179407020726e-13,4.1864982423357892e-18,9.8346841099348805e-17,7.2202331741640512e-19,5.3503205196044654e-14,8.1868880091784477e-13,0.0039015462422452283,0.0001570512386231229,1.5943294439090086e-05,4.1901817701735793e-12,4.2688684083684756e-10,1.9688148900409957e-13,1.0453829203718834e-09,3.0232607342077869e-06,3.6426956615333083e-11,6.6936961025405857e-08,1.2676372562203605e-12,5.5541120897842684e-10,2.3884834127661732e-14,1.5338552725224836e-20,8.0372592425131506e-17
1.1175256820849314e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44821910075513716,0.11465692153374332,0.022742756283463568,1.4191763446029057e-18,2.1640986524386622e-15,4.6319818880314743e-06,7.7310916798244339e-09,3.2587757706877115e-09,6.5063562322933755e-22,9.8569903385899139e-05,2.2678821045683043e-18,8.5348920256640866e-05,1.0379718776229287e-13,4.2635351934594776e-18,1.000360500074109e-16,7.341384867631401e-19,5.4104615646753003e-14,8.3080110453863418e-13,0.0039114154881378111,0.00015761393216163691,1.6034795568226283e-05,4.2293688198125455e-12,4.282492844893078e-10,1.97528375286898e-13,1.0581394555892198e-09,3.0427707959348016e-06,3.679446131114e-11,6.7530564752570117e-08,1.2864927075130618e-12,5.5741184048470444e-10,2.4203620721302635e-14,1.5549174118682189e-20,8.1651418340360466e-17
1.121555326771101e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4482085811851001,0.11464670184810949,0.022742474900213978,1.4435978556169983e-18,2.2014704541323833e-15,4.6688130844316316e-06,7.8340545924053422e-09,3.2938668674390731e-09,6.6505763830481134e-22,9.892470272162189e-05,2.3095288136132998e-18,8.5616070150166507e-05,1.0495114259428689e-13,4.3417164517761696e-18,1.0174787659656791e-16,7.4641358841486031e-19,5.4710797420075882e-14,8.4304786502918733e-13,0.0039212606136025145,0.00015817659128652503,1.6126398425630874e-05,4.2687554117786172e-12,4.29611700793832e-10,1.9817556086869155e-13,1.0710014629842009e-09,3.062341823407882e-06,3.7164402130546574e-11,6.8127492606852927e-08,1.3055585996449638e-12,5.5941238261424e-10,2.4525530707554975e-14,1.5761939076211184e-20,8.2945695735777699e-17
1.1255849714572707e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44819808554665069,0.11463650616865466,0.022742193533638443,1.4683529378338619e-18,2.2393538188739012e-15,4.7058356655795349e-06,7.9380249958373469e-09,3.3292067958339128e-09,6.7974720238917309e-22,9.927949493930129e-05,2.3517853354046357e-18,8.5882972163374801e-05,1.0611369123110294e-13,4.4210551119390427e-18,1.0348253733477507e-16,7.5885016541018088e-19,5.5321774570695541e-14,8.5543008217294218e-13,0.0039310816774362723,0.00015873921605334438,1.621810128427439e-05,4.3083409840090878e-12,4.3097408996943085e-10,1.9882304514034167e-13,1.0839693183106964e-09,3.0819738068422018e-06,3.753678505471799e-11,6.8727756176604828e-08,1.3248365058572716e-12,5.6141283522899714e-10,2.485058363468236e-14,1.597687874929604e-20,8.4254955523128607e-17
1.1296146161434404e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4481876137828037,0.11462633443675224,0.022741912183706112,1.4934449742956281e-18,2.2777537738229313e-15,4.7430502809534267e-06,8.0430091980897696e-09,3.3647964030105626e-09,6.947082993115066e-22,9.9634280013647728e-05,2.3946583417867258e-18,8.6149626663315022e-05,1.0728486634208807e-13,4.5015643767783739e-18,1.0524024991021719e-16,7.7144977020783388e-19,5.5937571222951613e-14,8.6794875954719477e-13,0.0039408787382923718,0.00015930180651747898,1.6309902418517814e-05,4.3481260233345927e-12,4.3233645149387478e-10,1.9947083679444527e-13,1.0970434000162312e-09,3.1016667364333665e-06,3.7911620821402775e-11,6.9331367081745093e-08,1.3443280053939095e-12,5.6341319819102539e-10,2.5178799103138844e-14,1.6193977882829949e-20,8.5580313724678226e-17
1.13364426082961e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44817716583671574,0.11461618659391885,0.022741630850386201,1.5188773706906874e-18,2.316675372162138e-15,4.7804575799776986e-06,8.1490135241888175e-09,3.4006365357559417e-09,7.0994496313467488e-22,9.9989057919386959e-05,2.4381545529612844e-18,8.6416034015626152e-05,1.0846470060096469e-13,4.5832575579247398e-18,1.0702123323626657e-16,7.842139647119231e-19,5.6558211570747025e-14,8.8060490452367629e-13,0.0039506518546808238,0.00015986436273415216,1.6401800104215843e-05,4.3881097331105396e-12,4.336987855978428e-10,2.0011893325661473e-13,1.1102240788071953e-09,3.121420602376254e-06,3.8288914777570072e-11,6.9938336973001876e-08,1.3640346835024539e-12,5.6541347136245887e-10,2.5510196765386528e-14,1.641327963061472e-20,8.6921020428299386e-17
1.1372709410471627e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44816778300255367,0.11460707391230154,0.022741377664576529,1.5420603681570451e-18,2.3521550128090284e-15,4.8142894302901365e-06,8.2452948647631896e-09,3.4331075541741432e-09,7.2389694018179265e-22,0.00010030835188451595,2.4778395764656157e-18,8.6655589622549559e-05,1.0953398201371688e-13,4.6578047596047316e-18,1.0864419663976834e-16,7.9584376250854218e-19,5.7120949295682359e-14,8.9211380545323392e-13,0.0039594272351539403,0.00016037063409308399,1.6484589149100941e-05,4.4242647857708188e-12,4.3492486282778472e-10,2.0070248306907512e-13,1.122178136816444e-09,3.1392511741893223e-06,3.8630587424061033e-11,7.0487491461836465e-08,1.38195598652483e-12,5.6721364033191163e-10,2.5811191721758168e-14,1.6612545198193514e-20,8.8140875539332322e-17
1.1408976212647154e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44815841937360829,0.11459798049114119,0.022741124492175732,1.565524348637513e-18,2.3880650182674373e-15,4.8482783535734806e-06,8.3424122772045718e-09,3.4657828007279955e-09,7.3807843642624719e-22,0.00010062764000420902,2.5180398460178019e-18,8.6894945599490689e-05,1.1061032763067874e-13,4.7333316631717022e-18,1.1028634897613802e-16,8.0760930276177253e-19,5.7687647802459131e-14,9.0373561390585135e-13,0.0039681833103382804,0.00016087687779618525,1.6567453750759669e-05,4.460580733380918e-12,4.36150917563985e-10,2.0128628649523493e-13,1.134219109305544e-09,3.1571310893239192e-06,3.8974264347002126e-11,7.1039384726164319e-08,1.4000540372090962e-12,5.690137363589901e-10,2.6114794615576267e-14,1.6813603644932567e-20,8.9373742406361695e-17
1.144524301482268e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4481490749087339,0.11458890628809967,0.022740871333161515,1.5892718417822245e-18,2.4244091244982115e-15,4.8824248229662398e-06,8.4403704074440105e-09,3.498662891994499e-09,7.5249247774589337e-22,0.00010094692226007168,2.5587603617815606e-18,8.7134102210081527e-05,1.116937612798762e-13,4.8098482011740124e-18,1.1194785237959058e-16,8.1951174381660257e-19,5.8258324872527311e-14,9.1547107214086066e-13,0.0039769201225913469,0.00016138309388336557,1.6650392655734016e-05,4.4970576440468483e-12,4.3737694976291158e-10,2.0187034745446362e-13,1.1463472642775576e-09,3.1750603406054088e-06,3.9319951686937908e-11,7.1594025320488624e-08,1.4183300036771743e-12,5.7081375934335902e-10,2.642101988135151e-14,1.7016454486877113e-20,9.0619973205775571e-17
1.1481509816998207e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44813974956687708,0.11457985126093206,0.022740618187511649,1.6133053919887569e-18,2.4611910835700029e-15,4.9167293114582914e-06,8.5391739124841543e-09,3.5317484443197349e-09,7.6714211247540023e-22,0.00010126619863371877,2.6000061560688017e-18,8.7373059717036131e-05,1.1278430679207126e-13,4.8873643790110536e-18,1.1362886979097007e-16,8.3155225027361906e-19,5.8832998332697824e-14,9.2732092490829328e-13,0.0039856377141775055,0.00016188928239442796,1.6733404611766926e-05,4.5336948351363227e-12,4.3860295932495674e-10,2.0245466345000174e-13,1.1585628670480111e-09,3.1930389208548865e-06,3.9667654048880144e-11,7.2151421817702089e-08,1.4367850579918705e-12,5.7261370918473424e-10,2.6729881987533675e-14,1.7221135612539618e-20,9.1879026813206064e-17
1.1517776619173733e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44813044330707597,0.11457081536748627,0.022740365055203951,1.6376275587775514e-18,2.4984146636900521e-15,4.9511922918628735e-06,8.6388274603265799e-09,3.5650400738187798e-09,7.8203041733389945e-22,0.00010158546910677415,2.6417822934443788e-18,8.7611818382152314e-05,1.1388198800072912e-13,4.9658902752996263e-18,1.1532956495771996e-16,8.4373199300355206e-19,5.9411686055070893e-14,9.3928591944918935e-13,0.0039943361272682006,0.00016239544336906492,1.681648836785216e-05,4.5704927948772877e-12,4.3982894656281081e-10,2.0303924192406572e-13,1.1708661818618509e-09,3.2110668228844703e-06,4.0017377168845295e-11,7.2711582808632274e-08,1.4554203761573726e-12,5.7441358578288181e-10,2.7041395436501801e-14,1.7427622274891406e-20,9.3151608216066548e-17
1.155404342134926e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44812115608846015,0.11456179856570299,0.022740111936216292,1.6622409170838228e-18,2.536083653776874e-15,4.9858142367901108e-06,8.7393357300340107e-09,3.5985383963756219e-09,7.9716054784483015e-22,0.00010190473366087052,2.684093870824533e-18,8.7850378466313635e-05,1.149868287419888e-13,5.045436042220896e-18,1.1705010243982323e-16,8.5605214916091228e-19,5.9994405956996018e-14,9.5136680549584957e-13,0.0040030154039421605,0.00016290157684686446,1.689964267429402e-05,4.6074495538470557e-12,4.4105491075226317e-10,2.0362406973664088e-13,1.1832574720346538e-09,3.2291440395009267e-06,4.0369125547786852e-11,7.3274516901603988e-08,1.4742371381196586e-12,5.7621338903761653e-10,2.7355574764583491e-14,1.7636022999450707e-20,9.4435984673441927e-17
1.1590310223524786e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44811188787025075,0.11455280081361535,0.022739858830526583,1.687148056780906e-18,2.574201856149887e-15,5.0205956186216068e-06,8.8407034115603745e-09,3.6322440276430839e-09,8.1253565839154177e-22,0.00010222399227764926,2.7269460175712638e-18,8.808874022949108e-05,1.1609885285463233e-13,5.1260119058546685e-18,1.1879064760101562e-16,8.6851390219705361e-19,6.0581176000939056e-14,9.6356433527205795e-13,0.0040116755861855811,0.00016340768286729831,1.6982866282741807e-05,4.6445678047520498e-12,4.4228085258456637e-10,2.0420917302671748e-13,1.1957370004553056e-09,3.2472705634977787e-06,4.0722907480101993e-11,7.3840232722014642e-08,1.4932365277668564e-12,5.7801311884880136e-10,2.7672434541952438e-14,1.7846194969195245e-20,9.5735198208502017e-17
