Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2X(57),CO2X(24)
2.1824996437391869e-07,0.09977366400000001,0.80000000000000004,0.0,0.2677307780720859,0.095909445693324782,0.091267123631571773,5.0703309575059976e-18,9.9267350419881355e-15,8.2099746342489209e-05,1.6737104716771469e-08,2.2342650069410323e-16,8.6266932566766086e-15,1.1522700965603969e-10,6.5071896212043184e-31,2.4103356552508177e-09,9.9294072153229895e-22,6.6292075848700375e-23,3.5464574664690659e-21,2.0000584195763373e-24,7.7879757025663925e-15,7.9244429396263211e-24,0.0040348340500300211,0.017465732295108265,1.2105184240417365e-09,7.2590661792569743e-12,5.554908054433259e-05,1.1571855856020445e-12,1.0686748224835507e-06,5.4629820447885908e-05,3.6973583422588439e-09,1.0286906685409591e-06,4.9920624098666627e-22
2.1939958730268739e-07,0.09977366400000001,0.80000000000000004,0.0,0.26764884978360853,0.095910108694905905,0.091225925762490598,5.1998375234017861e-18,1.0107664240963737e-14,8.3094952027295662e-05,1.7034699991094792e-08,2.2677323048190921e-16,8.7726207184213947e-15,1.1650815209673501e-10,6.8121965858954267e-31,2.4251146024204851e-09,1.0216165154909995e-21,6.7567066936323868e-23,3.6540978316053678e-21,2.0471461350996738e-24,7.9121251087354342e-15,8.2028274201240455e-24,0.0040336177083308226,0.017548127680402998,1.2162120416356654e-09,7.319697503160087e-12,5.573301426050325e-05,1.176697599385855e-12,1.0831146783308514e-06,5.5168360909137304e-05,3.7525696171573247e-09,1.0409605320307327e-06,5.0920671903887663e-22
2.2054921023145609e-07,0.09977366400000001,0.80000000000000004,0.0,0.26756700597169947,0.095910768145896608,0.091184771673936599,5.3319285894781491e-18,1.0290769058917517e-14,8.4095155522110991e-05,1.7335819584125411e-08,2.3015143278115584e-16,8.9200984206220809e-15,1.1779453186673448e-10,7.1294598645163345e-31,2.4398583930592964e-09,1.0509293743734814e-21,6.8859216040566555e-23,3.7642945555404003e-21,2.0950689738413304e-24,8.0374031711630778e-15,8.4892253450589528e-24,0.0040324024904307264,0.017630435500603264,1.2218995958378434e-09,7.3804859013912877e-12,5.5916433018303903e-05,1.1964320343912627e-12,1.097668227551717e-06,5.570921042896549e-05,3.8082965408945599e-09,1.0532868191535394e-06,5.1935127576745793e-22
2.216988331602248e-07,0.09977366400000001,0.80000000000000004,0.0,0.26748524648499317,0.095911424052148253,0.091143661289797076,5.4666412179109697e-18,1.047606287517906e-14,8.5100345971548944e-05,1.764048322112031e-08,2.3356122127238834e-16,9.0691315436198536e-15,1.1908611388581583e-10,7.4593872172355644e-31,2.4545671784887762e-09,1.0808888931420598e-21,7.0168660305947555e-23,3.8770911619634784e-21,2.143836801193621e-24,8.1638103395674458e-15,8.7838141155539668e-24,0.0040311883946294712,0.017712655907912832,1.2275810964053875e-09,7.4414309080218775e-12,5.6099342037073461e-05,1.2163902274273086e-12,1.1123357305189404e-06,5.6252364574372274e-05,3.8645409252013257e-09,1.0656693431762615e-06,5.2964115887717244e-22
2.228484560889935e-07,0.09977366400000001,0.80000000000000004,0.0,0.26740357117261682,0.095912076419515505,0.091102594534145653,5.6040127895166019e-18,1.0663559072018635e-14,8.6110512597064581e-05,1.7948710590382339e-08,2.3700270922276859e-16,9.2197252170857834e-15,1.2038286328483903e-10,7.8023970163177522e-31,2.4692411118032341e-09,1.1115047330474768e-21,7.1495537269420778e-23,3.9925316128581873e-21,2.1934595376175278e-24,8.2913470097951161e-15,9.0867737938262278e-24,0.0040299754192144287,0.017794789054163131,1.2332565530742327e-09,7.502532056181286e-12,5.6281746418042085e-05,1.2365735150511545e-12,1.1271174459477168e-06,5.6797818923181985e-05,3.9213045747621408e-09,1.078107918648686e-06,5.4007761914235498e-22
2.239980790177622e-07,0.09977366400000001,0.80000000000000004,0.0,0.26732197988418294,0.095912725253854747,0.091061571331241334,5.7440810045123284e-18,1.0853271034344212e-14,8.7125644694782738e-05,1.8260521343189252e-08,2.4047600948745419e-16,9.3718845203791647e-15,1.2168474540568583e-10,8.1589184396715097e-31,2.4838803477493189e-09,1.1427866212890262e-21,7.2839984858851923e-23,4.1106603095972249e-21,2.2439471585390741e-24,8.4200135244811854e-15,9.3982871214611717e-24,0.0040287635624620659,0.017876835090814534,1.2389259755591674e-09,7.5637888782288492e-12,5.6463651148612106e-05,1.2569832335746425e-12,1.1420136309186938e-06,5.7345569063992808e-05,3.9785892872399592e-09,1.0906023613717409e-06,5.5066191038249883e-22
2.251477019465309e-07,0.09977366400000001,0.80000000000000004,0.0,0.26724047246978266,0.095913370561022906,0.091020591605528237,5.8868838832706125e-18,1.1045212149405855e-14,8.8145731633424218e-05,1.8575935093726316e-08,2.4398123451097339e-16,9.5256144829049398e-15,1.2299172580114514e-10,8.5293916661768977e-31,2.4984850426107466e-09,1.1747443506729062e-21,7.4202141391505988e-23,4.2315220940264188e-21,2.2953096942454969e-24,8.5498101737042052e-15,9.7185395375937028e-24,0.0040275528226392972,0.017958794168957536,1.244589373553929e-09,7.6252009059141241e-12,5.6645061106441336e-05,1.2776207190708348e-12,1.1570245409000517e-06,5.789561059612899e-05,4.036396853301179e-09,1.1031524883671292e-06,5.6139528943814332e-22
2.262973248752996e-07,0.09977366400000001,0.80000000000000004,0.0,0.26715904877998015,0.095914012346876173,0.090979655281634722,6.0324597670669765e-18,1.1239395806507441e-14,8.9170762852328454e-05,1.8894971419022648e-08,2.4751849632859411e-16,9.6809200844700467e-15,1.2430377023474299e-10,8.9142680728304862e-31,2.513055354098154e-09,1.2073877792688217e-21,7.5582145572544124e-23,4.3551622495377386e-21,2.3475572297812014e-24,8.6807371956358342e-15,1.0047719196993787e-23,0.0040263431980047202,0.01804066643931402,1.2502467567312477e-09,7.6867676705234381e-12,5.6825981063333625e-05,1.2984873073771349e-12,1.1721504297678615e-06,5.8447939129594923e-05,4.0947290566403232e-09,1.1157581178483386e-06,5.7227901614669733e-22
2.274469478040683e-07,0.09977366400000001,0.80000000000000004,0.0,0.26707770866580532,0.095914650617268893,0.090938762284372865,6.1808473188216474e-18,1.1435835396725293e-14,9.0200727859565625e-05,1.9217649858891042e-08,2.5108790656768823e-16,9.8378062556387378e-15,1.2562084468052273e-10,9.3140104336835038e-31,2.5275914412437576e-09,1.2407268300649621e-21,7.6980136493529246e-23,4.4816265021315829e-21,2.400699904843541e-24,8.8127947771852647e-15,1.0386016988056885e-23,0.0040251346868097311,0.018122452052238485,1.2558981347428683e-09,7.7484887030240567e-12,5.7006415688946782e-05,1.3195843341000732e-12,1.1873915498270697e-06,5.9002550285028728e-05,4.1535876740044046e-09,1.1284190691929328e-06,5.8331435331834283e-22
2.28596570732837e-07,0.09977366400000001,0.80000000000000004,0.0,0.26699645197874972,0.095915285378052606,0.090897912538737899,6.3320855238350037e-18,1.1634544312633595e-14,9.1235616230134022e-05,1.9543989915871255e-08,2.5468957644909087e-16,9.9962778780867153e-15,1.2694291532277581e-10,9.7290931205690982e-31,2.5420934643006112e-09,1.2747714906214292e-21,7.839625363093999e-23,4.6109610214684513e-21,2.4547479136783989e-24,8.9459830546384166e-15,1.0733626550698586e-23,0.0040239272872995679,0.018204151157719218,1.2615435172196598e-09,7.8103635341988323e-12,5.7186369554328895e-05,1.3409131346214625e-12,1.2027481518317953e-06,5.9559439693656535e-05,4.2129744752176552e-09,1.1411351629160602e-06,5.9450256671235076e-22
2.297461936616057e-07,0.09977366400000001,0.80000000000000004,0.0,0.26691527857075947,0.095915916635075107,0.090857105969907509,6.4862136905168417e-18,1.1835535948036166e-14,9.2275417604237832e-05,1.9874011055176676e-08,2.5832361678845369e-16,1.015633978495409e-14,1.2826994855572768e-10,1.0160002305604284e-30,2.5565615846462095e-09,1.3095318127222124e-21,7.9830636844692034e-23,4.74321242191017e-21,2.5097115049756171e-24,9.0803021142918736e-15,1.1090744294153437e-23,0.0040227209977142459,0.018285763905379546,1.2671829137716668e-09,7.8723916947659439e-12,5.7365847135294093e-05,1.3624750440991082e-12,1.2182204850034315e-06,6.0118602997249046e-05,4.2728912232060555e-09,1.1539062206451115e-06,6.0584492501332885e-22
2.308958165903744e-07,0.09977366400000001,0.80000000000000004,0.0,0.26683418829423128,0.09591654439417964,0.090816342503241373,6.6432714511095411e-18,1.2038823697704488e-14,9.3320121685641362e-05,2.0207732704644226e-08,2.6199013799759528e-16,1.0317996761197055e-14,1.2960191098317946e-10,1.0607236165461856e-30,2.570995964690268e-09,1.3450179120257935e-21,8.128342637666559e-23,4.8784277635508118e-21,2.5656009817642497e-24,9.2157519930816224e-15,1.1457569414677392e-23,0.0040215158162894187,0.018367290444478997,1.2728163339881106e-09,7.934572715499431e-12,5.7544852815642767e-05,1.3842713974694666e-12,1.2338087970497558e-06,6.0680035848077248e-05,4.3333396740213189e-09,1.166732065095472e-06,6.1734269980739425e-22
2.320454395191431e-07,0.09977366400000001,0.80000000000000004,0.0,0.2667531810020069,0.095917168661203978,0.09077562206428047,6.8032987624050766e-18,1.2244420957121724e-14,9.4369718240095739e-05,2.054517425468751e-08,2.6568925008584421e-16,1.0481253543938314e-14,1.3093876941810813e-10,1.1071305087405773e-30,2.585396767786485e-09,1.3812399677144552e-21,8.2754762849239645e-23,5.016654553237413e-21,2.6224267013076678e-24,9.3523326792065264e-15,1.1834303913153545e-23,0.0040203117412571637,0.018448730923914507,1.2784437874375079e-09,7.9969061273431231e-12,5.7723390890234761e-05,1.4063035294544966e-12,1.2495133341838035e-06,6.1243733908868339e-05,4.3943215768653161e-09,1.1796125200473112e-06,6.2899716555890165e-22
2.331950624479118e-07,0.09977366400000001,0.80000000000000004,0.0,0.26667225654736815,0.095917789441980053,0.090734944578746479,6.9663359064559885e-18,1.2452341122232536e-14,9.5424197093834824e-05,2.0886355058253036e-08,2.6942106266137836e-16,1.0646114822816096e-14,1.3228049088222754e-10,1.155273187708378e-30,2.5997641581481139e-09,1.4182082221423781e-21,8.4244787263831447e-23,5.1579407455805958e-21,2.6801990749985259e-24,9.4900441127465809e-15,1.2221152612600717e-23,0.0040191087708466976,0.018530085492221599,1.2840652836677453e-09,8.0593914615066721e-12,5.7901465567925859e-05,1.4285727745597754e-12,1.2653343411398296e-06,6.1809692852764653e-05,4.4558386741145294e-09,1.1925474103233644e-06,6.4080959958718688e-22
2.343446853766805e-07,0.09977366400000001,0.80000000000000004,0.0,0.26659141478403264,0.095918406742332957,0.090694309972541243,7.1324234912802975e-18,1.266259758919842e-14,9.6483548132136296e-05,2.1231294430779537e-08,2.7318568493255909e-16,1.0812585240331836e-14,1.3362704260551127e-10,1.2052051968068994e-30,2.6140983007671742e-09,1.4559329804825978e-21,8.5753640999440464e-23,5.3023347439552515e-21,2.7389285682535819e-24,9.6288861862759337e-15,1.2618323175584599e-23,0.0040179069032850396,0.018611354297575562,1.2896808322060479e-09,8.1220282495651402e-12,5.8079080974370923e-05,1.4510804670738788e-12,1.2812720611905772e-06,6.2377908363281474e-05,4.5178927013436639e-09,1.2055365617676447e-06,6.5278128204295201e-22
2.354943083054492e-07,0.09977366400000001,0.80000000000000004,0.0,0.26651065556614933,0.095919020568080632,0.090653718171746084,7.3016024515604037e-18,1.2875203754158507e-14,9.7547761297944816e-05,2.1580011650160245e-08,2.7698322570926048e-16,1.0980669392196377e-14,1.349783920256803e-10,1.2569813633142134e-30,2.6283993613371273e-09,1.4944246103729048e-21,8.7281465811197566e-23,5.4498854014913908e-21,2.7986257004084046e-24,9.7688587454706709e-15,1.3026026121531151e-23,0.0040167061367976098,0.018692537487792621,1.2952904425591056e-09,8.1848160235563856e-12,5.8256241154700937e-05,1.4738279410774269e-12,1.2973267361650559e-06,6.29483761342643e-05,4.5804853873496692e-09,1.2185798012250437e-06,6.6491349588533923e-22
2.366439312342179e-07,0.09977366400000001,0.80000000000000004,0.0,0.26642997874829449,0.095919630925033278,0.090613169102621433,7.4739140493360305e-18,1.3090173012995467e-14,9.8616826590553782e-05,2.193252595670803e-08,2.8081379340419388e-16,1.1150371827674731e-14,1.3633450678765644e-10,1.3106578197306252e-30,2.6426675061788766e-09,1.533693541560756e-21,8.8828403828917653e-23,5.6006420220552827e-21,2.8593010446119498e-24,9.9099615897114216e-15,1.3444474843942048e-23,0.0040155064696087584,0.018773635210331107,1.3008941242131801e-09,8.2477543160561621e-12,5.8432950076085389e-05,1.4968165304387734e-12,1.3134986064624849e-06,6.3521091869850002e-05,4.6436184541761976e-09,1.2316769565217745e-06,6.7720752685928896e-22
2.377935541629866e-07,0.09977366400000001,0.80000000000000004,0.0,0.26634938418546705,0.095920237818992768,0.090572662691605993,7.6493998746912127e-18,1.3307518761106384e-14,9.9690734064342951e-05,2.2288856553123459e-08,2.846774960342272e-16,1.1321697049929301e-14,1.3769535474298399e-10,1.3662920252526346e-30,2.6569029021699304e-09,1.5737502655472784e-21,9.03945975556551e-23,5.7546543612210074e-21,2.9209652277210356e-24,1.0052194472680713e-14,1.3873885627511847e-23,0.0040143078999422899,0.018854647612292604,1.3064918866340361e-09,8.3108426602588572e-12,5.8609211630180097e-05,1.5200475688079135e-12,1.3297879110677178e-06,6.4096051284426837e-05,4.7072936171369627e-09,1.244827856446611e-06,6.8966466347211216e-22
2.389431770917553e-07,0.09977366400000001,0.80000000000000004,0.0,0.26626887173308517,0.095920841255752412,0.090532198865316341,7.8281018464353609e-18,1.3527254393178515e-14,0.00010076947382756887,2.2649022604465505e-08,2.8857444122169918e-16,1.1494649516361585e-14,1.3906090394922027e-10,1.423942787418593e-30,2.6711057166766011e-09,1.6146053352304237e-21,9.198018986626293e-23,5.9119726272325244e-21,2.9836289301947092e-24,1.0195557102955163e-14,1.4314477665146642e-23,0.0040131104260218934,0.018935574840423099,1.312083739267058e-09,8.3740805900627862e-12,5.8785029635466607e-05,1.5435223896300008e-12,1.3461948875683296e-06,6.4673250102592373e-05,4.7715125848390985e-09,1.2580323307328911e-06,7.0228619697074347e-22
2.40092800020524e-07,0.09977366400000001,0.80000000000000004,0.0,0.26618844124698243,0.095921441241096445,0.090491777550546312,8.0100622127784708e-18,1.3749393302969684e-14,0.0001018530360412055,2.3013043238125042e-08,2.9250473619572992e-16,1.1669233638952299e-14,1.4043112266929757e-10,1.4836702839252407e-30,2.6852761174891041e-09,1.6562693645473573e-21,9.3585324005954395e-23,6.0726474819563815e-21,3.0473028859885247e-24,1.034004914459247e-14,1.4766473074883954e-23,0.004011914046071572,0.019016417041114134,1.3176696915374216e-09,8.4374676401268682e-12,5.8960407839494989e-05,1.5672423261397539e-12,1.3627197721667012e-06,6.5252684059117163e-05,4.8362770592077503e-09,1.271290210041229e-06,7.1507342131987176e-22
2.412424229492927e-07,0.09977366400000001,0.80000000000000004,0.0,0.26610809258340407,0.095922037780799649,0.090451398674266367,8.1953235520004767e-18,1.3973948883093046e-14,0.00010294141091783265,2.3380937543800928e-08,2.9646848779352537e-16,1.1845453784599854e-14,1.4180597937085737e-10,1.5455360846142842e-30,2.6994142727594341e-09,1.6987530281161369e-21,9.5210143588865362e-23,6.2367300418251608e-21,3.1119978824487289e-24,1.0485670217713244e-14,1.5230096916713724e-23,0.0040107187583160097,0.019097174360403958,1.3232497528499692e-09,8.5010033459334336e-12,5.9135349921028956e-05,1.5912087113458033e-12,1.3793627996934741e-06,6.5834348898906463e-05,4.901588735509404e-09,1.2846013259429213e-06,7.280276331787985e-22
2.423920458780614e-07,0.09977366400000001,0.80000000000000004,0.0,0.2660278255990039,0.095922630880627094,0.090411062163623115,8.3839287731147754e-18,1.420093452480631e-14,0.00010403458872056931,2.3752724573478676e-08,3.0046580246167758e-16,1.2023314275457252e-14,1.4318544272555826e-10,1.6096031736281611e-30,2.7135203509418858e-09,1.7420670608767557e-21,9.6854792596619644e-23,6.4042718787717816e-21,3.1777247602063724e-24,1.0632419899077671e-14,1.5705577209300161e-23,0.0040095245609809158,0.019177846943978633,1.3288239325893041e-09,8.5646872438660054e-12,5.9309859492096375e-05,1.6154228780515257e-12,1.3961242036243942e-06,6.6418240376959155e-05,4.9674493023742226e-09,1.2979655109039935e-06,7.4115013187852293e-22
2.435416688068301e-07,0.09977366400000001,0.80000000000000004,0.0,0.2659476401508401,0.09592322054633394,0.090370767945938693,8.5759211165259458e-18,1.443036361780512e-14,0.00010513255976204995,2.412842334141156e-08,3.0449678625746031e-16,1.220281938926729e-14,1.445694816083596e-10,1.6759359717341417e-30,2.7275945207361254e-09,1.7862222577316059e-21,9.8519415376895613e-23,6.5753250211547538e-21,3.2444944130713426e-24,1.0780297722657022e-14,1.6193144946604271e-23,0.0040083314522933395,0.019258434937173202,1.3343922401200519e-09,8.6285188712502601e-12,5.9483940099959521e-05,1.6398861588515077e-12,1.4130042160907656e-06,6.7004354258332885e-05,5.0338604418207959e-09,1.3113825982698639e-06,7.5444221940079066e-22
2.446912917355988e-07,0.09977366400000001,0.80000000000000004,0.0,0.26586753609637281,0.095923806783664953,0.090330515948710208,8.7713441546817974e-18,1.4662249550020303e-14,0.00010623531440344171,2.4508052824104275e-08,3.0856154485012002e-16,1.2383973359696065e-14,1.4595806509678098e-10,1.7446003588159109e-30,2.7416369510326844e-09,1.8312294731854417e-21,1.0020415664199202e-22,6.749941954674515e-21,3.3123177879263376e-24,1.0929303180200074e-14,1.6693034114407012e-23,0.0040071394304819529,0.019338938484972742,1.3399546847866794e-09,8.6924977663982872e-12,5.9657595229002129e-05,1.6645998860992467e-12,1.4300030678906652e-06,6.7592686318108491e-05,5.1008238292799286e-09,1.3248524222505915e-06,7.6790520035561028e-22
2.458409146643675e-07,0.09977366400000001,0.80000000000000004,0.0,0.26578751329346056,0.095924389598354462,0.090290306099609252,8.9702417927195862e-18,1.4896605707419187e-14,0.00010734284305350003,2.4891631960298901e-08,3.1266018352216095e-16,1.2566780376664779e-14,1.4735116247014025e-10,1.8156636965317543e-30,2.755647810860789e-09,1.8770996209848843e-21,1.0190916146739547e-22,6.9281756232809128e-21,3.3812058846207731e-24,1.1079435721794379e-14,1.7205481706732799e-23,0.0040059484937773034,0.019419357732013566,1.3455112759135203e-09,8.7566234686836366e-12,5.9830828302532725e-05,1.6895653919381427e-12,1.4471209885060308e-06,6.8183232341348873e-05,5.1683411336154677e-09,1.3383748179066787e-06,7.815403819576029e-22
2.469905375931362e-07,0.09977366400000001,0.80000000000000004,0.0,0.26570757160035752,0.09592496899612607,0.090250138326481183,9.172658269106596e-18,1.5133445473810678e-14,0.00010845513616766093,2.5279179650963159e-08,3.167928071706278e-16,1.2751244586679826e-14,1.4874874320876959e-10,1.8891948511384727e-30,2.7696272693384157e-09,1.9238436737575393e-21,1.036345752903497e-22,7.1100794300719583e-21,3.4511697558646472e-24,1.1230694756422465e-14,1.7730727742173377e-23,0.0040047586404120504,0.019499692822584274,1.351062022805186e-09,8.8208955185700092e-12,6.0003642684521651e-05,1.7147840083076548e-12,1.4643582061118235e-06,6.8775988123065512e-05,5.2364140171489531e-09,1.3519496211354006e-06,7.9534907400587851e-22
2.481401605219049e-07,0.09977366400000001,0.80000000000000004,0.0,0.26562771087571002,0.09592554498269254,0.090210012557344774,9.3786381562750697e-18,1.5372782230653784e-14,0.00010957218424716847,2.5670714759281042e-08,3.2095952030838154e-16,1.2937370093161082e-14,1.5015077699321264e-10,1.9652642164801278e-30,2.7835754956244799e-09,1.9714726626507887e-21,1.0538054390842103e-22,7.2957072381839487e-21,3.5222205071223553e-24,1.1383079652512961e-14,1.8269015280111865e-23,0.0040035698686211795,0.019579943900626871,1.3566069347463217e-09,8.8853134576343409e-12,6.0176041681268247e-05,1.7402570668830374e-12,1.4817149475845496e-06,6.9370949468186143e-05,5.3050441356848555e-09,1.365576668657634e-06,8.0933258886316019e-22
2.492897834506736e-07,0.09977366400000001,0.80000000000000004,0.0,0.26554793097855434,0.095926117563755436,0.090169928720391507,9.5882263612515122e-18,1.5614629356869751e-14,0.00011069397783823498,2.6066256110645597e-08,3.2516042706537158e-16,1.3125160956768469e-14,1.5155723370340199e-10,2.043943737140721e-30,2.797492658873085e-09,2.0199976769703039e-21,1.0714721347806552e-22,7.4851133716730452e-21,3.5943692965064595e-24,1.1536589738486656e-14,1.8820590436846949e-23,0.0040023821766421858,0.01966011110973789,1.3621460210015004e-09,8.9498768286438546e-12,6.0348028542991977e-05,1.7659858991174549e-12,1.4991914385200751e-06,6.9968112191512853e-05,5.3742331385292943e-09,1.3792557980051633e-06,8.2349224143065285e-22
2.504394063794423e-07,0.09977366400000001,0.80000000000000004,0.0,0.2654682317683133,0.095926686745005249,0.090129886743985102,9.8014681262802667e-18,1.5859000228657876e-14,0.00011182050753123287,2.6465822492653771e-08,3.2939563118990289e-16,1.3314621195726688e-14,1.5296808341781937e-10,2.125306931759895e-30,2.8113789281897171e-09,2.0694298638183521e-21,1.08934730513198e-22,7.6783526163883986e-21,3.6676273346714341e-24,1.1691224303297561e-14,1.9385702401617132e-23,0.0040011955627152537,0.019740194593169464,1.3676792908158355e-09,9.0145851755776656e-12,6.0519606465369577e-05,1.7919718362734464e-12,1.5167879032420436e-06,7.05674721176897e-05,5.4439826685137646e-09,1.3929868475084358e-06,8.3782934912792618e-22
2.51589029308211e-07,0.09977366400000001,0.80000000000000004,0.0,0.2653886131047945,0.095927252532121046,0.090089886556660989,1.0018409029441716e-17,1.6105908219314056e-14,0.00011295176395991651,2.6869432655103529e-08,3.3366523604990013e-16,1.3505754786148161e-14,1.5438329641263859e-10,2.2094289165107445e-30,2.8252344725893363e-09,2.1197804277319232e-21,1.1074324188375512e-22,7.8754802208369367e-21,3.7420058847073884e-24,1.1846982596968894e-14,1.9964603452524965e-23,0.0040000100250834154,0.019820194493830431,1.3732067534147253e-09,9.0794380436233661e-12,6.0690778591014784e-05,1.8182162093180146e-12,1.534504564807001e-06,7.1169025081174031e-05,5.514294362023498e-09,1.4067696562847514e-06,8.5234523187556469e-22
2.527386522369797e-07,0.09977366400000001,0.80000000000000004,0.0,0.26530907484818661,0.095927814930770489,0.090049928087125641,1.0239094985264908e-17,1.635536669905279e-14,0.00011408773780067245,2.7277105309992966e-08,3.3796934463416454e-16,1.3698565662354165e-14,1.5580284316085325e-10,2.2963864287388091e-30,2.8390594609562597e-09,2.1710606303207709e-21,1.1257289481425878e-22,8.0765518970398801e-21,3.8175162620337442e-24,1.2003863831124153e-14,2.0557548972361317e-23,0.0039988255619926817,0.019900110954287394,1.3787284180034814e-09,9.1444349792601745e-12,6.0861548010886933e-05,1.8447203489708516e-12,1.5523416450233744e-06,7.1772766926193508e-05,5.5851698490135735e-09,1.420604064226855e-06,8.6704121206803208e-22
2.538882751657484e-07,0.09977366400000001,0.80000000000000004,0.0,0.26522961685905738,0.095928373946609621,0.090010011264256173,1.0463572245334403e-17,1.6607389034832681e-14,0.00011522841977179653,2.7688859131521266e-08,3.4230805955362679e-16,1.3893057717194096e-14,1.5722669433138898e-10,2.3862578507613177e-30,2.8528540620057906e-09,2.2232817899053757e-21,1.1442383688238357e-22,8.2816238213810702e-21,3.8941698342929324e-24,1.2161867179513175e-14,2.1164797464329483e-23,0.0039976421716921857,0.019979944116765846,1.3842442937682155e-09,9.209575530282021e-12,6.1031917765655884e-05,1.8714855857903328e-12,1.5702993644600059e-06,7.2378693506714218e-05,5.656610753029878e-09,1.4344899119919236e-06,8.8191861455099663e-22
2.550378980945171e-07,0.09977366400000001,0.80000000000000004,0.0,0.26515023899835161,0.095928929585282818,0.089970136017099786,1.0691887398891958e-17,1.6861988590184221e-14,0.00011637380063279694,2.8104712756091824e-08,3.4668148304259985e-16,1.4089234802362896e-14,1.586548207882018e-10,2.4791232338257482e-30,2.8666184442474954e-09,2.2764552811549204e-21,1.1629621601751585e-22,8.490752635447239e-21,3.9719780212440575e-24,1.2320991778533259e-14,2.1786610567669314e-23,0.0039964598524342768,0.02005969412315119,1.3897543898756725e-09,9.274859245758954e-12,6.1201890847022126e-05,1.898513250002217e-12,1.5883779424468888e-06,7.2986800686416118e-05,5.7286186912430587e-09,1.4484270409909195e-06,8.9697876661077273e-22
2.561875210232858e-07,0.09977366400000001,0.80000000000000004,0.0,0.26507094112738772,0.095929481852422754,0.089930302274873114,1.0924087373432868e-17,1.711917872504055e-14,0.00011752387118372185,2.8524684782317239e-08,3.5108971696001978e-16,1.4287100728716654e-14,1.6008719358936315e-10,2.5750643222267438e-30,2.8803527759500802e-09,2.330592534725294e-21,1.1819018049930981e-22,8.703995446860255e-21,4.0509522946565492e-24,1.248123672774537e-14,2.24232530731813e-23,0.0039952786024746436,0.020139361114989859,1.3952587154723972e-09,9.3402856761284079e-12,6.1371470198968119e-05,1.9258046715345862e-12,1.6065775970956026e-06,7.3597084338649285e-05,5.8011952744623168e-09,1.4624152933782975e-06,9.12222997946082e-22
2.573371439520545e-07,0.09977366400000001,0.80000000000000004,0.0,0.26499172310785629,0.095930030753650308,0.089890509966961865,1.1160219435296259e-17,1.7378972795571959e-14,0.00011867862226450996,2.8948793771025932e-08,3.5553286279068598e-16,1.4486659266586268e-14,1.6152378398613298e-10,2.6741645775804527e-30,2.8940572251078033e-09,2.3857050368971982e-21,1.2010587895625316e-22,8.9214098301014521e-21,4.1311041782038546e-24,1.2642601090385468e-14,2.3074992938650569e-23,0.0039940984200723898,0.020218945233490344,1.4007572796859581e-09,9.4058543732340082e-12,6.1540658718973529e-05,1.9533611802091715e-12,1.6248985453092649e-06,7.4209540346400484e-05,5.8743421071496877e-09,1.4764545120420458e-06,9.2765264063675545e-22
2.584867668808232e-07,0.09977366400000001,0.80000000000000004,0.0,0.26491258480181756,0.095930576294574438,0.089850759022920168,1.1400331190250476e-17,1.7641384154022061e-14,0.00011983804475436378,2.9377058245270818e-08,3.6001102164650084e-16,1.4687914146089285e-14,1.6296456342202034e-10,2.7765092032553053e-30,2.907731959408347e-09,2.4418043292143877e-21,1.2204346036422049e-22,9.1430538273281206e-21,4.2124452473570858e-24,1.2805083893870929e-14,2.3742101304170839e-23,0.0039929193034901308,0.020298446619524294,1.406250091625068e-09,9.4715648902396946e-12,6.1709459259199872e-05,1.9811841054808747e-12,1.6433410027776003e-06,7.482416460227479e-05,5.9480607874631126e-09,1.4905445405940508e-06,9.4326902914441244e-22
2.596363898095919e-07,0.09977366400000001,0.80000000000000004,0.0,0.26483352607169863,0.095931118480792263,0.089811049372470017,1.1644470584073536e-17,1.7906426148546395e-14,0.00012100212957114383,2.9809496690339785e-08,3.6452429426769763e-16,1.4890869057439829e-14,1.6440950353183392e-10,2.8821851689582935e-30,2.921377146202109e-09,2.4989020081220951e-21,1.2400307404501942e-22,9.3689859491822637e-21,4.2949871292787213e-24,1.2968684130302172e-14,2.4424852507368551e-23,0.0039917412509940554,0.02037786541362753,1.4117371603780198e-09,9.5374167817258647e-12,6.1877874627605981e-05,2.0092747764102491e-12,1.6619051839988064e-06,7.5440953008450471e-05,6.0223529072699879e-09,1.5046852233607607e-06,9.590735002883732e-22
