Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2X(57),CO2X(24)
1.052360210375043e-07,0.09977366400000001,0.80000000000000004,0.0,0.2762266369033386,0.095827697523800673,0.095544045692120091,1.4859728274948322e-19,6.27331532868812e-16,1.1235230738332322e-05,1.326994678348173e-09,2.7659980052360402e-17,7.6508136571898228e-16,2.1239395911168569e-11,8.3013160169427185e-34,7.9733155494077757e-10,1.5125023034422905e-23,4.0925421718342084e-24,3.9126795684812715e-23,7.3127515751063571e-26,7.3487707356698857e-16,5.6481563420931417e-26,0.0041584156002046945,0.0089119068270377931,6.1953293073933802e-10,2.1096538932281718e-12,3.2640142766192131e-05,1.0701480198093284e-13,1.5298419226528415e-07,1.3731464311589664e-05,4.5961588204866758e-10,1.4059678364164933e-07,3.0690224993611263e-23
1.0552716693776535e-07,0.09977366400000001,0.80000000000000004,0.0,0.27620351436835927,0.095827923345496835,0.095532414560669951,1.5060845791085407e-19,6.3483808047797598e-16,1.1338713585389116e-05,1.3401874240258684e-09,2.7881493170816498e-17,7.7219860228043374e-16,2.138412628746027e-11,8.5164008988494127e-34,8.0162028125360708e-10,1.5372108887782571e-23,4.1392460555109954e-24,3.9855426067356118e-23,7.4068527177367232e-26,7.4169934777607057e-16,5.7548882753500598e-26,0.0041581158698493423,0.0089351690730569647,6.2113932166027511e-10,2.1208328995689113e-12,3.2724953451342272e-05,1.0803694884081539e-13,1.5420629947170603e-07,1.3804132241508839e-05,4.6329304411051679e-10,1.4191008109979666e-07,3.1019108896101973e-23
1.058183128380264e-07,0.09977366400000001,0.80000000000000004,0.0,0.2761803993720085,0.095828149728635931,0.095520786791722545,1.5264114412411603e-19,6.424043863536472e-16,1.1442687060077139e-05,1.3534718311876311e-09,2.8104154843501978e-17,7.7936339544833686e-16,2.1529424692014631e-11,8.7364821846020947e-34,8.0591233348228004e-10,1.5622565712882002e-23,4.1863197639395913e-24,4.0595163677849684e-23,7.5018882311930662e-26,7.4856634967654752e-16,5.8633614879415223e-26,0.00415781539286093,0.0089584245939600161,6.2274525760452726e-10,2.132023955217043e-12,3.2809505879903821e-05,1.0906546582976304e-13,1.5543360629174876e-07,1.3876980051158654e-05,4.6698921198743165e-10,1.4322965783120171e-07,3.13505815142816e-23
1.0610945873828745e-07,0.09977366400000001,0.80000000000000004,0.0,0.27615729189215205,0.095828376655647848,0.09550916238359812,1.5469551031639589e-19,6.5003065252077841e-16,1.1547150396144455e-05,1.3668482511848493e-09,2.8327967714136902e-17,7.8657592331775116e-16,2.1675290999822268e-11,8.9616620022725297e-34,8.1020764558771905e-10,1.5876429652079847e-23,4.233764836940379e-24,4.1346138122392458e-23,7.5978646007378902e-26,7.5547822661892621e-16,5.9735997016650656e-26,0.0041575141868935286,0.0089816733931059965,6.2435073871113577e-10,2.1432270009419841e-12,3.2893801268711387e-05,1.1010036779204945e-13,1.5666611507584804e-07,1.3950007653842302e-05,4.7070442898406941e-10,1.44555502624938e-07,3.1684655654598863e-23
1.064006046385485e-07,0.09977366400000001,0.80000000000000004,0.0,0.27613419190702687,0.095828604109337592,0.095497541334619671,1.5677172625584985e-19,6.577170805702499e-16,1.1652102822999711e-05,1.3803170354749191e-09,2.8552934424024468e-17,7.9383636387643938e-16,2.1821725077930184e-11,9.1920442647985113e-34,8.1450615203850196e-10,1.6133737113074931e-23,4.281582814891265e-24,4.2108480014335609e-23,7.6947883364745756e-26,7.6243512559689783e-16,6.0856268922295401e-26,0.0041572122692260073,0.0090049154738485356,6.2595576512116162e-10,2.1544419784808247e-12,3.297784084352364e-05,1.1114166902327514e-13,1.5790382822536777e-07,1.4023214962852187e-05,4.7443873839044491e-10,1.4588760420214426e-07,3.2021344166151479e-23
1.0669175053880955e-07,0.09977366400000001,0.80000000000000004,0.0,0.27611109939523432,0.095828832072877332,0.095485923643112897,1.5886996255437791e-19,6.6546387165788976e-16,1.1757543565912153e-05,1.3938785356195075e-09,2.8779057612051195e-17,8.0114489500226398e-16,2.1968726785512046e-11,9.4277346951748523e-34,8.1880778781093513e-10,1.6394524769676906e-23,4.3297752386928476e-24,4.2882320977574481e-23,7.7926659733550271e-26,7.6943719324500541e-16,6.199467291110602e-26,0.0041569096567701099,0.0090281508395359186,6.2756033696749385e-10,2.1656688249566951e-12,3.3061625838602541e-05,1.1218937738711072e-13,1.591467482083412e-07,1.4096601891454009e-05,4.7819218377267841e-10,1.4722595121888171e-07,3.2360660526333436e-23
1.069537818490445e-07,0.09977366400000001,0.80000000000000004,0.0,0.276090322506922,0.095829037662366348,0.095475470590013323,1.607773443217282e-19,6.7248775994847823e-16,1.1852857101263882e-05,1.4061634484534447e-09,2.8983559449179018e-17,8.077638373758917e-16,2.2101513522853754e-11,9.6444834250932042e-34,8.2268188224309306e-10,1.6632239753806392e-23,4.3734698453241797e-24,4.3588719154510716e-23,7.881576853192796e-26,7.7577779424354063e-16,6.3034941781109474e-26,0.0041566367252035214,0.0090490569300455109,6.2900406309741502e-10,2.1757830922687835e-12,3.3136815695166959e-05,1.1313780857451517e-13,1.6026983012483266e-07,1.4162803630244489e-05,4.8158668140580626e-10,1.4843579395871814e-07,3.2668302434542053e-23
1.0721581315927945e-07,0.09977366400000001,0.80000000000000004,0.0,0.27606955163986324,0.09582924363972832,0.095465020253894819,1.6270282702697618e-19,6.795608509507529e-16,1.1948564971677053e-05,1.4185240024086188e-09,2.9189002089494023e-17,8.1442200661183123e-16,2.223475980606974e-11,9.8656985688736311e-34,8.2655841248037524e-10,1.6872830729961605e-23,4.4174701258354866e-24,4.4304636399837182e-23,7.9712705054010296e-26,7.8215520673223693e-16,6.4090276289202692e-26,0.0041563632560928428,0.0090699575865017604,6.3044742125122515e-10,2.1859068905225896e-12,3.3211801259448037e-05,1.1409145327082401e-13,1.6139713350305705e-07,1.4229150727382344e-05,4.8499674556602414e-10,1.4965067790974127e-07,3.2978092668198299e-23
1.074778444695144e-07,0.09977366400000001,0.80000000000000004,0.0,0.27604878677918554,0.095829449993428198,0.09545457263354222,1.6464653680400172e-19,6.8668329045320507e-16,1.2044666604534674e-05,1.4309604539822774e-09,2.9395387451736959e-17,8.211195321446371e-16,2.2368465516418797e-11,1.0091461062674298e-33,8.3043733217467766e-10,1.7116324989239222e-23,4.4617772048056084e-24,4.503017077991677e-23,8.0617517456152356e-26,7.8856953685268539e-16,6.5160858471296918e-26,0.0041560892610342281,0.0090908528113347112,6.3189041153154646e-10,2.1960401803711504e-12,3.3286583447361333e-05,1.1505032114475248e-13,1.6252866026498118e-07,1.429564311959991e-05,4.8842240773559011e-10,1.508705946779277e-07,3.32900407689415e-23
1.0773987577974934e-07,0.09977366400000001,0.80000000000000004,0.0,0.27602802791023717,0.095829656712152864,0.095444127727741995,1.6660860034405558e-19,6.938552239828869e-16,1.2141161424978241e-05,1.443473059735314e-09,2.9602717453069716e-17,8.2785654333047562e-16,2.2502630530168682e-11,1.0321853095246686e-33,8.3431859531049963e-10,1.7362749999206993e-23,4.5063922072251302e-24,4.5765421032251338e-23,8.1530254057920756e-26,7.9502089050536164e-16,6.6246872088089184e-26,0.0041558147514017619,0.0091117426069710628,6.3333303404260865e-10,2.2061829235269293e-12,3.3361163179446343e-05,1.1601442205878241e-13,1.6366441237025627e-07,1.4362280743618586e-05,4.9186369936050009e-10,1.5209553583335394e-07,3.3604156272458532e-23
1.0800190708998429e-07,0.09977366400000001,0.80000000000000004,0.0,0.27600727501858358,0.095829863784807123,0.095433685535282364,1.685891448968311e-19,7.0107679680949864e-16,1.2238048856016048e-05,1.4560620762911885e-09,2.98109940090765e-17,8.3463316944566886e-16,2.2637254718637385e-11,1.0556958123706225e-33,8.3820215620470817e-10,1.761213340434047e-23,4.5513162585032273e-24,4.651048656739093e-23,8.2450963342134672e-26,8.0150937334838154e-16,6.7348502636194305e-26,0.0041555397383516955,0.0091326269758341995,6.3477528888892186e-10,2.2163350825648084e-12,3.3435541380645982e-05,1.1698376587743882e-13,1.648043918172444e-07,1.4429063536147877e-05,4.9532065186027388e-10,1.5332549291175311e-07,3.3920448736926868e-23
1.0826393840021924e-07,0.09977366400000001,0.80000000000000004,0.0,0.27598652809000251,0.095830071200509404,0.095423246054953073,1.7058829827128415e-19,7.0834815395169596e-16,1.2335328318629404e-05,1.4687277603348079e-09,3.0020219033765627e-17,8.4144953968525996e-16,2.2772337948234237e-11,1.0796860889500641e-33,8.4208796950624523e-10,1.7864503026455655e-23,4.5965504844877228e-24,4.7265467470835491e-23,8.3379693954905681e-26,8.0803509079628705e-16,6.8465937359314755e-26,0.0041552642328265667,0.0091535059203442168,6.362171761755399e-10,2.2264966209589197e-12,3.3509718980091494e-05,1.1795836252158235e-13,1.6594860064299992e-07,1.4495991433885487e-05,4.9879329662524125e-10,1.5456045741604127e-07,3.4238927733269442e-23
1.0852596971045419e-07,0.09977366400000001,0.80000000000000004,0.0,0.27596578711048098,0.095830278948587769,0.095412809285545616,1.7260618883649371e-19,7.1566944018297545e-16,1.2432999231877622e-05,1.4814703686114186e-09,3.0230394439571196e-17,8.4830578316158554e-16,2.2907880080501077e-11,1.1041647434491067e-33,8.4597599019580444e-10,1.8119886865139448e-23,4.6420960114828378e-24,4.8030464504932635e-23,8.4316494705677277e-26,8.1459814801884585e-16,6.9599365259430817e-26,0.0041549882455592622,0.0091743794429179747,6.3765869600807666e-10,2.2366675030431605e-12,3.3583696910889674e-05,1.1893822193652989e-13,1.6709704092318006e-07,1.4563064373517468e-05,5.0228166501817214e-10,1.5580042081782907e-07,3.4559602850758645e-23
1.0905003233092408e-07,0.09977366400000001,0.80000000000000004,0.0,0.27592432294358549,0.095830695400209276,0.095391943874669843,1.7669869782245146e-19,7.3046237780558914e-16,1.2629513077524774e-05,1.50718738513991e-09,3.0653604036403995e-17,8.6213840585179626e-16,2.3180340475120246e-11,1.1546222629167569e-33,8.5375847531830818e-10,1.8639810081975667e-23,4.734125476047986e-24,4.9590913410059916e-23,8.6214502675887227e-26,8.2783670123607045e-16,7.1914965457294353e-26,0.0041544348677052621,0.0092161102319081017,6.4054063373580279e-10,2.2570371598966209e-12,3.3731057517595741e-05,1.2091376904168339e-13,1.694066243420892e-07,1.4697645125151284e-05,5.0930569799852354e-10,1.5829531005272906e-07,3.5207579889256205e-23
1.0957409495139398e-07,0.09977366400000001,0.80000000000000004,0.0,0.27588288240982706,0.095831113058338233,0.095371089293018241,1.8086771004790525e-19,7.4545676313595124e-16,1.2827585710898337e-05,1.5332151810046568e-09,3.1080638067613278e-17,8.7613206870739138e-16,2.3454634699035896e-11,1.2071398670198574e-33,8.6154925803842524e-10,1.9172130623156336e-23,4.8274136721457719e-24,5.1192652990324802e-23,8.8145380996410955e-26,8.4122586941821954e-16,7.4296850837863316e-26,0.0041538796866101516,0.0092578193620757761,6.4342110292689844e-10,2.2774437847467586e-12,3.387763073721862e-05,1.2291048747713397e-13,1.7173315944838463e-07,1.483280528431019e-05,5.1639300114233843e-10,1.608100918194911e-07,3.5864456899200425e-23
1.1009815757186388e-07,0.09977366400000001,0.80000000000000004,0.0,0.27584146540424048,0.095831531844746423,0.095350245530978942,1.8511427273167913e-19,7.6065374600583173e-16,1.3027212425674359e-05,1.5595558122306626e-09,3.1511511776135741e-17,8.9028780150685342e-16,2.3730761473526203e-11,1.2617912378508329e-33,8.6934799010386642e-10,1.971707892842296e-23,4.9219696276960363e-24,5.2836513903484749e-23,9.0109526026625267e-26,8.5476648499332291e-16,7.6746597861859416e-26,0.0041533227809887972,0.009299506852642369,6.4630010444393082e-10,2.2978871223936702e-12,3.4023424156683378e-05,1.2492845811192037e-13,1.740766642282955e-07,1.496854434407866e-05,5.2354382434264744e-10,1.6334469691378451e-07,3.6530311194198548e-23
1.1062222019233377e-07,0.09977366400000001,0.80000000000000004,0.0,0.27580007182485317,0.095831951684193437,0.095329412578964615,1.8943944214918483e-19,7.7605447277262741e-16,1.3228388494358831e-05,1.5862113357061468e-09,3.194624037985091e-17,9.0460663257265422e-16,2.4008719445907232e-11,1.3186522973875659e-33,8.7715432852691103e-10,2.0274888322216463e-23,5.0178023789611127e-24,5.452333781731391e-23,9.2107336742782011e-26,8.684593763643253e-16,7.9265812205301758e-26,0.0041527642265678007,0.0093411727227804137,6.4917763915699486e-10,2.318366930464989e-12,3.4168445407118295e-05,1.2696776241838933e-13,1.7643715727605094e-07,1.5104861797370533e-05,5.3075841704480537e-10,1.6589905576864617e-07,3.7205220353696046e-23
1.1114628281280367e-07,0.09977366400000001,0.80000000000000004,0.0,0.27575870157257781,0.095832372504313909,0.095308590427411716,1.9384428366290656e-19,7.9166008647374187e-16,1.3431109171282195e-05,1.6131838091490438e-09,3.2384839071626338e-17,9.19089588728697e-16,2.4288507190827163e-11,1.3778012625321092e-33,8.849679355651117e-10,2.0845795026748238e-23,5.1149209709329289e-24,5.6253977469071508e-23,9.4139214739109358e-26,8.8230536787541691e-16,8.1856129123863539e-26,0.0041522040961982443,0.0093828169916145652,6.5205370794346255e-10,2.3388829790656359e-12,3.4312702157790928e-05,1.2902848248834768e-13,1.7881465778940366e-07,1.5241757136935391e-05,5.3803702824686435e-10,1.6847309849784411e-07,3.7889262222193991e-23
1.1167034543327357e-07,0.09977366400000001,0.80000000000000004,0.0,0.27571735455110852,0.095832794235508875,0.095287779066780251,1.9832987175294946e-19,8.0747172697801169e-16,1.3635369695500574e-05,1.6404752910738717e-09,3.2827323019362222e-17,9.337376952585524e-16,2.4570123211554009e-11,1.4393187011024099e-33,8.9278847869989968e-10,2.143003817488838e-23,5.2133344577090083e-24,5.8029296724652187e-23,9.620556422887178e-26,8.9630527977954594e-16,8.4519213818801797e-26,0.0041516424599643848,0.0094244396782225247,6.5492831168775032e-10,2.3594350504301911e-12,3.4456202110233697e-05,1.3111070104857798e-13,1.8120918556465405e-07,1.5379229855365325e-05,5.4537990649994938e-10,1.7106675493795909e-07,3.8582514908374053e-23
1.1219440805374346e-07,0.09977366400000001,0.80000000000000004,0.0,0.27567603066682056,0.095833216810841074,0.09526697848755325,2.0289729004774365e-19,8.2349053113326732e-16,1.3841165293603962e-05,1.668087840758996e-09,3.3273707366035598e-17,9.4855197586447839e-16,2.4853565941256121e-11,1.5032875887894679e-33,9.006156306131586e-10,2.2027859822870506e-23,5.3130519028522797e-24,5.9850170637420229e-23,9.830679204539011e-26,9.1045992820709806e-16,8.7256761804445252e-26,0.0041510793852883891,0.0094660408016359436,6.5780145128108655e-10,2.3800229385765039e-12,3.4598952992558426e-05,1.3321450147478967e-13,1.8362076099101309e-07,1.5517279445102336e-05,5.527872999086689e-10,1.7367995468918692e-07,3.9285056784251177e-23
1.1271847067421336e-07,0.09977366400000001,0.80000000000000004,0.0,0.27563472982867476,0.095833640165934056,0.095246188680236335,2.0754763135467038e-19,8.3971763291194504e-16,1.4048491182428777e-05,1.6960235182142391e-09,3.3724007229743953e-17,9.6353345262726069e-16,2.5138833744275177e-11,1.5697933671225996e-33,9.0844906916176029e-10,2.263950496280663e-23,5.4140823797464421e-24,6.1717485506719363e-23,1.004433076430194e-25,9.2477012513577481e-16,9.007049927727938e-26,0.004150514937031077,0.0095076203808412696,6.6067312762128575e-10,2.4006464489623644e-12,3.4740962553964834e-05,1.3533996780444783e-13,1.8604940504451226e-07,1.5655905398446078e-05,5.6025945613154703e-10,1.7631262715482245e-07,3.9996966484338049e-23
1.1324253329468326e-07,0.09977366400000001,0.80000000000000004,0.0,0.27559345194812435,0.095834064238875499,0.095225409635357305,2.1228199769046679e-19,8.5615416355588643e-16,1.4257342571674462e-05,1.7242843841488357e-09,3.4178237703749335e-17,9.786831459668638e-16,2.5425924917390939e-11,1.6389240024653156e-33,9.1628847735011336e-10,2.3265221535009686e-23,5.5164349719539988e-24,6.3632138936056862e-23,1.026155230980855e-25,9.3923667836166375e-16,9.2962183486629538e-26,0.004149949177588764,0.0095491784347805867,6.6354334161252652e-10,2.4213053981453703e-12,3.4882238559443984e-05,1.3748718474854749e-13,1.8849513928144022e-07,1.5795107207562032e-05,5.6779662238147426e-10,1.7896470157941841e-07,4.0718322904801774e-23
1.1376659591515315e-07,0.09977366400000001,0.80000000000000004,0.0,0.27555219693902655,0.09583448897012399,0.095204641343465735,2.1710150031146936e-19,8.7280125171971951e-16,1.4467714666426585e-05,1.7528724999397142e-09,3.4636413856522192e-17,9.9400207460389519e-16,2.5714837691077534e-11,1.7107700460398576e-33,9.2413354330085177e-10,2.3905260440126107e-23,5.6201187735737229e-24,6.5595039890969809e-23,1.048238531097807e-25,9.5386039147147054e-16,9.5933603106894559e-26,0.0041493821669864152,0.0095907149823524253,6.6641209416514005e-10,2.4419996134459554e-12,3.50227887846714e-05,1.3965623770215926e-13,1.9095798583131652e-07,1.5934884364490087e-05,5.7539904542618484e-10,1.8163610708564871e-07,4.1449205202628539e-23
1.1429065853562305e-07,0.09977366400000001,0.80000000000000004,0.0,0.27551096471755721,0.095834914302419291,0.095183883795132637,2.2200725974379138e-19,8.8966002361189446e-16,1.4679602669588872e-05,1.7817899276001381e-09,3.5098550731785157e-17,1.009491255521845e-15,2.6005570230750899e-11,1.7854246949781886e-33,9.319839602237815e-10,2.4559875551081351e-23,5.7251428895923399e-24,6.7607108756581189e-23,1.070687150010192e-25,9.6864206381586843e-16,9.8986578611285746e-26,0.0041488139629673104,0.0096322300424125304,6.692793861953999e-10,2.4627289326138544e-12,3.5162621011085064e-05,1.4184721275393988e-13,1.9343796738943854e-07,1.6075236361153439e-05,5.8306697158875213e-10,1.8432677270990631e-07,4.2189692794790145e-23
1.1481472115609295e-07,0.09977366400000001,0.80000000000000004,0.0,0.2754697552021278,0.095835340180696116,0.095163136980949969,2.270004058134475e-19,9.0673160313318981e-16,1.4893001784225365e-05,1.8110387297486919e-09,3.5564663348556497e-17,1.0251517039301135e-15,2.6298120638006968e-11,1.8629838544094557e-33,9.3983942638316588e-10,2.5229323724838249e-23,5.8315164362295216e-24,6.9669277394849249e-23,1.0935052871925399e-25,9.8358249048395398e-16,1.0212296264704908e-25,0.0041482446210793578,0.0096737236337745992,6.721452186253163e-10,2.4834932034982084e-12,3.5301743021145932e-05,1.4406019669455743e-13,1.9593510720902635e-07,1.6216162689367883e-05,5.9080064674810575e-10,1.8703662743664994e-07,4.2939865357413174e-23
1.1533878377656284e-07,0.09977366400000001,0.80000000000000004,0.0,0.2754285683133067,0.095835766552001087,0.095142400891530379,2.3208207767638184e-19,9.2401711201298499e-16,1.5107907215813301e-05,1.8406209695786063e-09,3.6034766701193458e-17,1.0409844332278153e-15,2.6592486951850233e-11,1.9435462005992669e-33,9.4769964506341427e-10,2.5913864813967563e-23,5.9392485412783007e-24,7.1782489201511279e-23,1.1166971683725345e-25,9.9868246227879378e-16,1.0534464041215925e-25,0.0041476741947581277,0.0097151957752110215,6.750095923824406e-10,2.5042922837215724e-12,3.5440162593779355e-05,1.4629527702407271e-13,1.9844942909299011e-07,1.6357662840851393e-05,5.9860031633957169e-10,1.8976560023150682e-07,4.3699802824952624e-23
1.1586284639703274e-07,0.09977366400000001,0.80000000000000004,0.0,0.27538740397374295,0.095836193365412742,0.095121675517506832,2.3725342384837544e-19,9.4151766994344675e-16,1.5324314174407912e-05,1.8705387108274245e-09,3.650887575943558e-17,1.0569904549683572e-15,2.6888667149912459e-11,2.0272132451522189e-33,9.5556432453324317e-10,2.6613761678030613e-23,6.048348344441877e-24,7.3947699162724146e-23,1.1402670455383977e-25,1.0139427656940457e-15,1.086535300334649e-25,0.0041471027354067465,0.0097566464854535705,6.7787250839966853e-10,2.5251260403580693e-12,3.5577887499995561e-05,1.4855254195832668e-13,2.0098095738534919e-07,1.649973630723397e-05,6.0646622535542866e-10,1.9251362007314394e-07,4.4469585389367271e-23
1.1638690901750263e-07,0.09977366400000001,0.80000000000000004,0.0,0.27534626210809238,0.095836620571964903,0.095100960849532248,2.4251560223484668e-19,9.5923439471144908e-16,1.5542217876720847e-05,1.9007940177470033e-09,3.6987005468447689e-17,1.0731707788247812e-15,2.7186659149661099e-11,2.1140894002847663e-33,9.6343317800840691e-10,2.7329280194774997e-23,6.1588249976660579e-24,7.6165873911406473e-23,1.164219196945886e-25,1.0293641828916356e-15,1.1205158294625838e-25,0.0041465302924727455,0.0097980757831940702,6.807339676150531e-10,2.5459943496158536e-12,3.5714925498685187e-05,1.508320804343528e-13,2.0352971696232874e-07,1.664238258006784e-05,6.1439861834548753e-10,1.952806159839299e-07,4.5249293499299212e-23
1.1691097163797253e-07,0.09977366400000001,0.80000000000000004,0.0,0.27530514264294775,0.095837048124572388,0.095080256878279271,2.4786978016055927e-19,9.7716840232802966e-16,1.5761613548113815e-05,1.9313889550738423e-09,3.7469170748863023e-17,1.089526412555864e-15,2.7486460809597201e-11,2.2042820451756074e-33,9.7130592361307058e-10,2.8060689271144088e-23,6.2706876654662779e-24,7.8437991783285321e-23,1.1885579271249075e-25,1.0449474916804597e-15,1.1554078427524137e-25,0.0041459569135220376,0.0098394836870850585,6.8359397097162084e-10,2.5668970965240278e-12,3.5851284332586893e-05,1.5313398211484803e-13,2.060957332231547e-07,1.6785601150837801e-05,6.2239773941768626e-10,1.9806651705940771e-07,4.6039007859256065e-23
1.1743503425844243e-07,0.09977366400000001,0.80000000000000004,0.0,0.27526404550677025,0.095837475977960135,0.095059563594439747,2.5331713439924278e-19,9.9532080715531573e-16,1.5982496424509099e-05,1.962325587999765e-09,3.7955386496825921e-17,1.1060583619729677e-15,2.7788069930442478e-11,2.2979015934029882e-33,9.7918228433990705e-10,2.8808260854101163e-23,6.3839455252489414e-24,8.0765042872652007e-23,1.2132875668857688e-25,1.0606934654961001e-15,1.1912315321686471e-25,0.0041453826443100823,0.0098808702157403977,6.8645251941719325e-10,2.5878341746241965e-12,3.5986971724423756e-05,1.5545833739173557e-13,2.0867903208057162e-07,1.6929391510971822e-05,6.3046383223870406e-10,2.0087125249659767e-07,4.6838809428796092e-23
1.1795909687891232e-07,0.09977366400000001,0.80000000000000004,0.0,0.27522297062982404,0.095837904088594522,0.095038880988724622,2.5885885120311584e-19,1.0136927220309392e-15,1.6204861754218178e-05,1.993605982142909e-09,3.8445667584034596e-17,1.1227676309076272e-15,2.8091484256315387e-11,2.3950615614790677e-33,9.8706198800898482e-10,2.9572269941268127e-23,6.4986077676273707e-24,8.3148029087828553e-23,1.2384124733250419e-25,1.0766028733815334e-15,1.2280074342302054e-25,0.0041448075288503692,0.0099222353877358987,6.893096139042108e-10,2.6088054856667819e-12,3.6121995373205505e-05,1.5780523738885022e-13,2.112796399511079e-07,1.707375315185188e-05,6.3859714003459634e-10,2.0369475162114855e-07,4.7648779421717287e-23
1.1848315949938222e-07,0.09977366400000001,0.80000000000000004,0.0,0.27518191794411379,0.095838332414617575,0.095018209051863603,2.6449612633230926e-19,1.0322852583899378e-15,1.6428704799690231e-05,2.0252322035190595e-09,3.8940028857783605e-17,1.1396552211798791e-15,2.8396701475895833e-11,2.4958786384907566e-33,9.9494476722551942e-10,3.035299459137976e-23,6.6146835967324346e-24,8.5587964206348641e-23,1.2639370298310717e-25,1.0926764799688123e-15,1.2657564338606443e-25,0.004144231609480316,0.0099635792216098938,6.921652553895648e-10,2.6298109393122528e-12,3.6256362950693676e-05,1.6017477396377553e-13,2.1389758374510743e-07,1.7218685564824965e-05,6.4679790559144267e-10,2.0653694391335652e-07,4.8468999305248842e-23
1.1900722211985212e-07,0.09977366400000001,0.80000000000000004,0.0,0.27514088738332348,0.095838760915783527,0.094997547774604812,2.7023016508419065e-19,1.0510995263840799e-15,1.6654020839181912e-05,2.0572063185133053e-09,3.9438485141006281e-17,1.1567221325673153e-15,2.8703719223578357e-11,2.6004727568555795e-33,1.002830359336557e-09,3.1150715934553851e-23,6.73218223051759e-24,8.8085873929855768e-23,1.2898656460891174e-25,1.1089150454616992e-15,1.3044997682514288e-25,0.0041436549269246612,0.010004901735863821,6.9501944483443251e-10,2.6508504528373891e-12,3.6390082098026079e-05,1.6256703970886831e-13,2.165328908565524e-07,1.7364188241214166e-05,6.5506637125601157e-10,2.0939775903307386e-07,4.9299550799245605e-23
1.19531284740322e-07,0.09977366400000001,0.80000000000000004,0.0,0.27509987888275839,0.095839189553397819,0.09497689714771454,2.7606218232259638e-19,1.0701366349985616e-15,1.6880805168350437e-05,2.0895303938520174e-09,3.9941051232316996e-17,1.1739693627748513e-15,2.9012535080613583e-11,2.7089671642011735e-33,1.0107185063866693e-09,3.1965718182378445e-23,6.8511129010580851e-24,9.0642795938722263e-23,1.3162027580861319e-25,1.1253193256192387e-15,1.3442590307380337e-25,0.0041430775203564743,0.010046202948962749,6.9787218320411469e-10,2.6719239508466739e-12,3.6523160422497107e-05,1.6498212795150165e-13,2.1918558915269773e-07,1.7510260672330062e-05,6.6340277893644568e-10,2.122771268435284e-07,5.0140515875386744e-23
1.200553473607919e-07,0.09977366400000001,0.80000000000000004,0.0,0.27505889237928893,0.095839618290258444,0.094956257161977004,2.8199340250696802e-19,1.0893976921660438e-15,1.7109053101771215e-05,2.1222064965751501e-09,4.0447741906053272e-17,1.1913979074052118e-15,2.9323146576237734e-11,2.8214884963773515e-33,1.0186089550727144e-09,3.2798288637816502e-23,6.9714848548442265e-24,9.325977994639182e-23,1.3429528281151943e-25,1.1418900717402414e-15,1.3850561746886313e-25,0.0041424994274558554,0.010087482879335925,7.0072347146788203e-10,2.6930313649889213e-12,3.6655605494490891e-05,1.6742013275355483e-13,2.2185570696353573e-07,1.7656902349482042e-05,6.7180737010295653e-10,2.1517497743407626e-07,5.0991976756376289e-23
1.205794099812618e-07,0.09977366400000001,0.80000000000000004,0.0,0.27501792781129619,0.095840047090599331,0.094935627808194117,2.8802505972139536e-19,1.1088838048780201e-15,1.7338759974382147e-05,2.1552366940088672e-09,4.0958571912317788e-17,1.2090087599301161e-15,2.9635551188790014e-11,2.9381668516097656e-33,1.0265014566977358e-09,3.3648717704928928e-23,7.0933073530686466e-24,9.5937887753448314e-23,1.3701203447795825e-25,1.158628030648665e-15,1.4269135174051459e-25,0.0041419206844664205,0.010128741545377283,7.0357331059882018e-10,2.7141726336792203e-12,3.6787424844563323e-05,1.69881148910184e-13,2.2454327307111237e-07,1.7804112763989865e-05,6.8028038578853785e-10,2.1809124114190893e-07,5.1854015915147076e-23
1.211034726017317e-07,0.09977366400000001,0.80000000000000004,0.0,0.27497698511862012,0.095840475920036139,0.09491500907718517,2.9415839770356336e-19,1.128596079293508e-15,1.7569921142855806e-05,2.1886230537384771e-09,4.147355597702015e-17,1.2268029116621568e-15,2.9949746346817734e-11,3.0591358658040029e-33,1.0343957671240599e-09,3.451729889841661e-23,7.2165896719076239e-24,9.8678193301414168e-23,1.3977098229965065e-25,1.1755339446798738e-15,1.4698537440364474e-25,0.004141341326249646,0.010169978965445931,7.0642170157368335e-10,2.7353477018262637e-12,3.691862596067018e-05,1.7236527194790496e-13,2.2724831669871394e-07,1.7951891407195289e-05,6.8882206658969318e-10,2.2102584857273767e-07,5.2726716074069031e-23
