Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2X(49),H2OX(23),CO2X(24),CHOX(53),COX(50)
1.1500616887940768e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31610721338965564,0.11258051975606513,0.014582796063809496,1.6502850296855531e-05,3.8234195132056299e-05,0.0010733820442142162,0.00056408197722102602,5.6228920045918224e-13,1.6325906197036368e-15,9.114442293447971e-08,3.492375872667948e-25,1.6904145354561909e-07,9.5211950601651291e-20,3.1802393312546325e-13,1.2239558317899704e-13,4.000463110900154e-16,4.9159790982158822e-09,2.2792238568847236e-18,0.0055000894332944087,0.015833521021761731,1.5773331003268132e-09,0.00010217217759285825,1.1765909021602202e-13,2.5846158418951334e-09,1.8808050742413215e-07,2.0465079648467797e-07,8.4877507116177766e-06,1.5679898788422726e-05,1.7610131331220476e-09,4.1102649495100633e-10,2.3412664205855773e-11,4.3937261467764334e-10
1.153369116724688e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31607520817551416,0.11257819609946546,0.014564842077086424,1.6665731888765837e-05,3.8621014016814397e-05,0.0010788106556392249,0.00056687675512303573,5.6661803920850585e-13,1.651729452913143e-15,9.1352143094217353e-08,3.5440077787741524e-25,1.6939850987586503e-07,9.610713854100621e-20,3.2109597504714204e-13,1.2326423794508546e-13,4.0325666494606477e-16,4.9400155794900632e-09,2.3075706456634051e-18,0.0054994159030008543,0.015865881434905027,1.5805042762700887e-09,0.00010237249208513704,1.1791334937923232e-13,2.5898924728982031e-09,1.8807669125883851e-07,2.0549184142979233e-07,8.5270606682846608e-06,1.5757737453025866e-05,1.7784365590445246e-09,4.1381531821381437e-10,2.3569597896882062e-11,4.415048133529595e-10
1.1566765446552991e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31604326326053001,0.11257586597320518,0.014546913820357233,1.6829701048767412e-05,3.9010554342235534e-05,0.0010842479749602128,0.00056967610091131075,5.7096655194383503e-13,1.6710339221278426e-15,9.1559666014955531e-08,3.5962429204017005e-25,1.6975517712511432e-07,9.7007990821593498e-20,3.241875967884608e-13,1.2413618588318887e-13,4.0648283564920431e-16,4.9640780977845042e-09,2.3361835429455217e-18,0.005498743132792785,0.015898180868671646,1.5836692086359442e-09,0.00010257255712601273,1.1816721039542684e-13,2.5951636285061075e-09,1.8807291065414587e-07,2.0633336423161049e-07,8.5664249059749178e-06,1.5835690788641715e-05,1.7959784513026847e-09,4.1661346895536195e-10,2.3727076746215351e-11,4.4364021316585278e-10
1.1599839725859103e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31601137855131467,0.11257352939071524,0.014529011245830704,1.6994761240900716e-05,3.9402826109190353e-05,0.0010896939674915225,0.00057247999885313473,5.7533476426658643e-13,1.6905049244369366e-15,9.1766992242673763e-08,3.6490864646123538e-25,1.7011145590233786e-07,9.7914525369942524e-20,3.272988516572116e-13,1.2501142610544907e-13,4.0972484831010216e-16,4.98816644387494e-09,2.3650642298549692e-18,0.0054980711217211204,0.015930419417667003,1.586827906740192e-09,0.00010277237317282913,1.184206741393755e-13,2.6004293232924284e-09,1.8806916545191143e-07,2.0717535906685923e-07,8.6058432111223988e-06,1.5913758289143541e-05,1.8136392141310038e-09,4.1942093535480446e-10,2.3885100445278477e-11,4.4577880190279434e-10
1.1624450599337602e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31598769186026465,0.1125717865368174,0.014515706413500839,1.7118294065915042e-05,3.9696497489070075e-05,0.00109375198782481,0.0005745693495224851,5.7859798926442313e-13,1.7051020724274753e-15,9.1921138268924812e-08,3.6888057058532353e-25,1.7037631447449856e-07,9.8592783890871777e-20,3.2962673640082582e-13,1.2566483618475994e-13,4.1214755431709933e-16,5.0061074382457335e-09,2.386729383396593e-18,0.0054975715641860882,0.01595436896424492,1.5891742829468126e-09,0.00010292089681632007,1.1860902121851248e-13,2.6043440341751429e-09,1.8806640149563499e-07,2.0780219798614291e-07,8.6352096903102082e-06,1.5971922811908411e-05,1.8268581244915532e-09,4.215160344759322e-10,2.4003040684260884e-11,4.4737220739720051e-10
1.16490614728161e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31596403841518056,0.11257004012105166,0.014502415755365998,1.7242434331170905e-05,3.9991690908911324e-05,0.0010978147770793498,0.0005766612055568618,5.8187214651610767e-13,1.7197922977616579e-15,9.2075175905264419e-08,3.7288668447511663e-25,1.7064095853304713e-07,9.9274205971742282e-20,3.3196554324959592e-13,1.2632006829926669e-13,4.1457905611948819e-16,5.024062532190196e-09,2.408544442033368e-18,0.0054970724260703478,0.015978284890067355,1.5915172162212302e-09,0.0001030692830309926,1.1879714859294001e-13,2.6082557267926382e-09,1.8806365699331239e-07,2.0842929268632919e-07,8.6646059010079521e-06,1.6030150060262421e-05,1.8401432432294004e-09,4.2361627980558656e-10,2.4121282285655819e-11,4.4896736683762118e-10
1.16736723462946e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31594041817784324,0.11256829014892349,0.014489139251861601,1.7367183457448822e-05,4.0288410478511632e-05,0.0011018823210260425,0.00057875556050565428,5.8515724648712795e-13,1.7345759716188102e-15,9.2229105369610776e-08,3.7692720401651445e-25,1.7090538832449489e-07,9.9958798986403268e-20,3.3431529399633462e-13,1.2697712205028291e-13,4.1701936396322894e-16,5.0420316401772268e-09,2.4305101041293021e-18,0.0054965737069855147,0.016002167233852473,1.593856710378651e-09,0.00010321753200292693,1.1898505662834459e-13,2.6121644080754706e-09,1.8806093188010608e-07,2.0905664078791831e-07,8.6940317557890978e-06,1.608843982686865e-05,1.8534947362907079e-09,4.2572166637202936e-10,2.4239825117132611e-11,4.505642752236833e-10
1.16982832197731e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3159168311101071,0.1125665366259304,0.014475876883458709,1.7492542863678131e-05,4.0586660304549815e-05,0.0011059546054533736,0.00058085240792718474,5.8845329961945761e-13,1.7494534656189229e-15,9.2382926877915739e-08,3.8100234595035913e-25,1.7116960409413547e-07,1.0064657030517859e-19,3.366760103850825e-13,1.2763599702984712e-13,4.1946848806594549e-16,5.0600146768659669e-09,2.4526270696737831e-18,0.0054960754065439439,0.016026016034244851,1.5961927692279524e-09,0.00010336564391754897,1.1917274553072703e-13,2.6160700794205658e-09,1.8805822609852264e-07,2.0968423992306949e-07,8.7234871673841253e-06,1.6146791904728899e-05,1.8669127695035488e-09,4.2783218911289206e-10,2.4358669042226744e-11,4.5216292756404909e-10
1.1722894093251599e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31589327717389887,0.11256477955756194,0.014462628630663945,1.7618513966929359e-05,4.088644449055021e-05,0.0011100316161674186,0.0005829517413886993,5.9176031633155015e-13,1.7644251518204388e-15,9.2536640644179483e-08,3.8511232787355384e-25,1.7143360608605786e-07,1.0133752729482958e-19,3.3904771411100482e-13,1.2829669282075536e-13,4.2192643861696372e-16,5.0780115571054314e-09,2.4748960402807988e-18,0.0054955775243587428,0.016049831329815727,1.5985253965713745e-09,0.00010351361895963108,1.1936021525567189e-13,2.6199727420675121e-09,1.8805553958566356e-07,2.1031208773449568e-07,8.75297204868995e-06,1.6205206087183409e-05,1.8803975086681285e-09,4.2994784277712609e-10,2.4477813914554285e-11,4.5376331887639714e-10
1.1745043879382248e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31587210692735895,0.11256319516926508,0.014450717255910921,1.7732412130513943e-05,4.1157565524712894e-05,0.0011137049550680952,0.00058484326175876488,5.9474601382501903e-13,1.7779805115915021e-15,9.267489108968135e-08,3.8884128032988473e-25,1.716710252996183e-07,1.0196211841984236e-19,3.4119165952920964e-13,1.288928754740307e-13,4.2414614912488228e-16,5.0942205153322674e-09,2.4950686593480739e-18,0.0054951297876820815,0.016071236481027349,1.6006218303802319e-09,0.00010364667962368357,1.1952875098182235e-13,2.6234825736103776e-09,1.8805313814406778e-07,2.1087736142822283e-07,8.7795335666026101e-06,1.6257831780288733e-05,1.892590944198301e-09,4.3185631386636564e-10,2.45853014981296e-11,4.5520515376782747e-10
1.1767193665512897e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31585096345892283,0.11256160791764493,0.014438817284878835,1.7846807945411456e-05,4.1429935698674486e-05,0.0011173821004555895,0.00058673678594099189,5.9774060779987886e-13,1.7916127406088474e-15,9.2813054589186903e-08,3.9259878996175897e-25,1.719082717262445e-07,1.0258930126769974e-19,3.4334453797066382e-13,1.2949053232200536e-13,4.2637302467462141e-16,5.1104405562080994e-09,2.5153654859021801e-18,0.0054946823891992898,0.016092614552532646,1.6027154905067656e-09,0.00010377962970392583,1.1969710957567246e-13,2.6269899746291665e-09,1.8805075221693554e-07,2.1144283292325826e-07,8.8061188212761842e-06,1.6310507460816001e-05,1.9048386660707497e-09,4.3376893313478512e-10,2.4693032634609741e-11,4.5664838957859241e-10
1.1787128473030482e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31583195720979262,0.11256017694633941,0.01442811704944655,1.7950190521311312e-05,4.167613933673441e-05,0.0011206947773284332,0.00058844266710372361,6.0044335510605004e-13,1.8039476948407326e-15,9.2937327525575727e-08,3.9600509758369021e-25,1.7212164592243722e-07,1.0315598618622419e-19,3.452897792910066e-13,1.3002968365463827e-13,4.2838334487131604e-16,5.1250480176785173e-09,2.5337392527026355e-18,0.0054942800194886761,0.016111831686854143,1.604597415402213e-09,0.00010389919033722805,1.1984848099279274e-13,2.6301445603081391e-09,1.8804861810957913e-07,2.1195192497423949e-07,8.8300657932012468e-06,1.6357958188595521e-05,1.9159081300926099e-09,4.3549383404594465e-10,2.4790198809060937e-11,4.5794849660760693e-10
1.1805069799796308e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31581487009502685,0.1125588870943284,0.014418494716908561,1.804358082018162e-05,4.1898591567072899e-05,0.0011236788093495454,0.00058997934184427828,6.0288199870409818e-13,1.8151027420289942e-15,9.3049113150054905e-08,3.9909075976797967e-25,1.7231356326227475e-07,1.0366780445444076e-19,3.4704670337736383e-13,1.3051594038568529e-13,4.3019760473178311e-16,5.1382023284758235e-09,2.5503623300653623e-18,0.005493918120602269,0.016129108389885922,1.6062892304645352e-09,0.00010400671849488449,1.1998459279822398e-13,2.6329820083155569e-09,1.8804670809911211e-07,2.1241024259310153e-07,8.851634425075424e-06,1.640069826830791e-05,1.9259083995789013e-09,4.3704911278542077e-10,2.4877816903286853e-11,4.5911955846384652e-10
1.1823011126562135e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3157978005003631,0.11255759537076936,0.014408879841250348,1.8137299456081103e-05,4.2121868661825581e-05,0.0011266653204910384,0.00059151732298964106,6.0532649267765778e-13,1.8263087074100621e-15,9.316084199767539e-08,4.0219544437877419e-25,1.7250536754749476e-07,1.0418133268362015e-19,3.4880951631143387e-13,1.3100316375221579e-13,4.3201657865144666e-16,5.1513638011122778e-09,2.5670678169744541e-18,0.0054935564431068222,0.016146367375577099,1.6079792306122693e-09,0.00010411417433502803,1.2012058863832301e-13,2.6358178663799552e-09,1.8804480818953575e-07,2.1286868695312589e-07,8.8732185184764167e-06,1.6443470878478826e-05,1.9359445002383798e-09,4.3860710639266416e-10,2.4965594605680846e-11,4.6029153304709227e-10
1.184095245332796e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31578074841119641,0.11255630177777307,0.014399272414990947,1.8231346974217108e-05,4.2345972204210971e-05,0.0011296543052893657,0.00059305660806558043,6.077768410155741e-13,1.8375657359955058e-15,9.3272514147499976e-08,4.0531923745022461e-25,1.7269705887031389e-07,1.0469657372038379e-19,3.5057822639922563e-13,1.3149135357416894e-13,4.3384027052105226e-16,5.1645324029791912e-09,2.5838559885196353e-18,0.0054931949868539231,0.016163608658724498,1.6096674173055447e-09,0.00010422155792796964,1.2025646859903059e-13,2.6386521364596374e-09,1.8804291835715404e-07,2.1332725714980251e-07,8.8948180399779943e-06,1.6486275939724362e-05,1.9460164958910729e-09,4.401678128349696e-10,2.5053531859666315e-11,4.6146441844509899e-10
1.1858893780093787e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31576371381294188,0.11255500631744811,0.014389672430659308,1.8325723919259002e-05,4.257090377649818e-05,0.0011326457582859545,0.00059459719460037367,6.1023304770003123e-13,1.8488739729165719e-15,9.3384129678064713e-08,4.084622252601425e-25,1.7288863732263031e-07,1.0521353041028352e-19,3.5235284193277596e-13,1.319805096689297e-13,4.3566868422341932e-16,5.177708101520892e-09,2.6007271202480741e-18,0.0054928337516953725,0.016180832254104612,1.6113537920027091e-09,0.00010432886934384655,1.2039223277702138e-13,2.6414848204730714e-09,1.880410385781986e-07,2.1378595228004528e-07,8.9164329561985831e-06,1.6529113372755706e-05,1.9561244502967509e-09,4.4173123008087255e-10,2.5141628608659369e-11,4.6263821274813492e-10
1.1876835106859614e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31574669669103483,0.11255370899190084,0.014380079880794257,1.8420430835336706e-05,4.279666496000011e-05,0.0011356396740272042,0.00059613908012480553,6.1269511670655139e-13,1.8602335634236985e-15,9.3495688667381758e-08,4.1162449433022279e-25,1.7308010299602629e-07,1.0573220559779375e-19,3.5413337119013096e-13,1.3247063185133544e-13,4.3750182363344869e-16,5.1908908642346434e-09,2.6176814881642096e-18,0.0054924727374831743,0.016198038176473618,1.6130383561603864e-09,0.00010443610865262252,1.2052788120543527e-13,2.644315918125781e-09,1.8803916883209706e-07,2.1424477144468551e-07,8.938063233800059e-06,1.6571983098379035e-05,1.9662684271841716e-09,4.4329735606950665e-10,2.5229884794700077e-11,4.6381291404899095e-10
1.189477643362544e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3157296970309304,0.11255240980323546,0.014370494757944495,1.8515468266039125e-05,4.3023257335066367e-05,0.0011386360470644851,0.00059768226217216645,6.1516305200399258e-13,1.8716446528860296e-15,9.3607191192942224e-08,4.1480613142626522e-25,1.7327145598177056e-07,1.0625260212630386e-19,3.5591982243532536e-13,1.3296171993368299e-13,4.3933969261813055e-16,5.2040806586705757e-09,2.6347193687295792e-18,0.0054921119440695344,0.016215226440567478,1.6147211112333327e-09,0.00010454327592408899,1.206634139507e-13,2.6471454310284275e-09,1.8803730909620647e-07,2.1470371374452873e-07,8.9597088394894871e-06,1.661488503749546e-05,1.9764484902266353e-09,4.4486618873579497e-10,2.5318300359646259e-11,4.6498852044295619e-10
1.1912717760391266e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31571271481810415,0.11255110875355387,0.014360917054668578,1.8610836754412662e-05,4.3250682481076082e-05,0.0011416348719541431,0.00059922673827825083,6.1763685755454631e-13,1.8831073867909584e-15,9.3718637331719067e-08,4.1800722355839568e-25,1.7346269637082068e-07,1.0677472283811079e-19,3.577122039183635e-13,1.3345377372573509e-13,4.411822950365524e-16,5.2172774524316136e-09,2.6518410388626386e-18,0.0054917513713068659,0.016232397061101952,1.6164020586744658e-09,0.00010465037122786734,1.2079883116537926e-13,2.6499733631655228e-09,1.8803545934489699e-07,2.1516277827917072e-07,8.9813697400196266e-06,1.6657819111100982e-05,1.9866647030089643e-09,4.4643772604396274e-10,2.5406875246618476e-11,4.6616503002781182e-10
1.1930659087157092e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31569575003805106,0.11254980584495583,0.014351346763534891,1.8706536842959721e-05,4.3478941976431101e-05,0.0011446361432574947,0.00060077250598135671,6.2011653731373493e-13,1.8946219107436316e-15,9.383002716016986e-08,4.2122785798128504e-25,1.7365382425382581e-07,1.0729857057441106e-19,3.595105238751986e-13,1.3394679303472731e-13,4.4302963473990698e-16,5.2304812131733987e-09,2.6690467759385914e-18,0.0054913910190477833,0.016249550052772611,1.6180811999351077e-09,0.00010475739463340937,1.2093413287161836e-13,2.6527997131973028e-09,1.8803361955874295e-07,2.156219641549637e-07,9.0030459021863522e-06,1.6700785240286388e-05,1.9969171290976924e-09,4.4801196591539664e-10,2.5495609396689712e-11,4.6734244090386788e-10
1.1948600413922919e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31567880267628673,0.11254850107953884,0.014341783877121643,1.8802569073637189e-05,4.3708037398549246e-05,0.0011476398555408346,0.00060231956282228447,6.2260209523040964e-13,1.906188370466432e-15,9.3941360754239803e-08,4.2446812219436987e-25,1.738448397211287e-07,1.0782414817529346e-19,3.6131479052771625e-13,1.344407776653743e-13,4.4488171557150017e-16,5.243691908604221e-09,2.6863368577892063e-18,0.0054910308871451031,0.016266685430254946,1.6197585364646924e-09,0.00010486434620999651,1.2106931907931567e-13,2.6556244814346576e-09,1.8803178971690786e-07,2.1608127047915289e-07,9.024737292829498e-06,1.674378334623724e-05,2.0072058320329477e-09,4.4958890623737847e-10,2.5584502749467432e-11,4.685207511739283e-10
1.1964747608012163e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31566356493137987,0.1125473252048152,0.014333183604259489,1.8889282510254992e-05,4.3914939298775438e-05,0.0011503452791467796,0.00060371301416144239,6.2484412643841483e-13,1.9166427098340531e-15,9.4041512970864961e-08,4.274012159724603e-25,1.7401665760069948e-07,1.0829864939673982e-19,3.6294372172382612e-13,1.3488618901954211e-13,4.4655264515472111e-16,5.2555874370043557e-09,2.701970276232832e-18,0.0054907069567159371,0.016282092221971127,1.6212665974927269e-09,0.00010496054127229539,1.2119088806441339e-13,2.6581654241958815e-09,1.8803015134059993e-07,2.1649474841335713e-07,9.0442725373854548e-06,1.6782508916663652e-05,2.0164967337892486e-09,4.510104597226768e-10,2.5664642837849885e-11,4.695819978328154e-10
1.1980894802101408e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31564834127303892,0.11254614782929143,0.014324589317820498,1.8976265814855454e-05,4.4122520725122434e-05,0.0011530526715950763,0.00060510750592307244,6.2709092501645721e-13,1.9271393417009791e-15,9.4141619753392123e-08,4.3035034508593143e-25,1.7418838456191662e-07,1.087745561769143e-19,3.6457748236564966e-13,1.3533238197813283e-13,4.4822742094918649e-16,5.2674885329222676e-09,2.7176724425395116e-18,0.0054903832045493962,0.01629748476873584,1.622773198915348e-09,0.00010505667825939542,1.2131236366817395e-13,2.660705088978103e-09,1.8802852098389868e-07,2.1690832253607932e-07,9.0638200660740189e-06,1.6821260267184713e-05,2.0258171173787535e-09,4.5243419738783559e-10,2.5744911790272849e-11,4.7064397008657959e-10
1.1997041996190653e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31563313169074558,0.11254496895449211,0.014316001012414523,1.9063519381385851e-05,4.4330782825455403e-05,0.0011557620289348897,0.00060650303631960942,6.2934249382937879e-13,1.9376783725405158e-15,9.4241681156131742e-08,4.3331557383127533e-25,1.7436002067001331e-07,1.0925187058390941e-19,3.6621607841763381e-13,1.3577935639357292e-13,4.4990604574031152e-16,5.2793951729263925e-09,2.7334435601964777e-18,0.0054900596305386051,0.016312863081205865,1.6242783417855144e-09,0.00010515275722145667,1.2143374590800003e-13,2.6632434762206438e-09,1.880268986314805e-07,2.1732199219948316e-07,9.083379854813881e-06,1.6860037340541315e-05,2.0351670290054852e-09,4.5386011768316713e-10,2.5825309562192863e-11,4.7170666655734488e-10
1.2013189190279897e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31561793617399492,0.11254378858194028,0.014307418682657816,1.9151043603431822e-05,4.4539726746976727e-05,0.0011584733472186481,0.00060789960356512601,6.3159883573763878e-13,1.9482599089016728e-15,9.4341697233064938e-08,4.3629696666611492e-25,1.7453156599002778e-07,1.097305946850717e-19,3.678595158349477e-13,1.3622711211665171e-13,4.5158852230835628e-16,5.2913073336195247e-09,2.7492838329900653e-18,0.0054897362345768209,0.01632822717002496,1.6257820271549746e-09,0.00010524877820853135,1.2155503488743799e-13,2.6657805887326644e-09,1.8802528426584739e-07,2.1773575675400687e-07,9.102951879552553e-06,1.6898840079536391e-05,2.0445465148028368e-09,4.5528821908879145e-10,2.5905836110389125e-11,4.7277008586885509e-10
1.2029336384369142e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31560275471229443,0.11254260671315766,0.014298842323173026,1.9238838874216556e-05,4.4749353636221897e-05,0.0011611866225020465,0.0006092972058753315,6.3385995359731211e-13,1.9588840574088996e-15,9.444166803784524e-08,4.3929458820933188e-25,1.747030205868047e-07,1.1021073054699745e-19,3.6950780056347171e-13,1.366756489965253e-13,4.532748534284305e-16,5.3032249916387791e-09,2.7651934650056066e-18,0.0054894130165574328,0.016343577045823773,1.6272842560745018e-09,0.00010534474127056461,1.2167623064203438e-13,2.6683164252901512e-09,1.8802367787329434e-07,2.1814961555447654e-07,9.1225361162671369e-06,1.6937668427034813e-05,2.0539556208715768e-09,4.5671850007751684e-10,2.5986491391126594e-11,4.7383422664650385e-10
1.2045483578458387e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31558758729516501,0.11254142334966447,0.014290271928589178,1.9326905586599884e-05,4.4959664639055443e-05,0.0011639018508440436,0.00061069584146757159,6.3612585026008728e-13,1.9695509247617929e-15,9.4541593623800239e-08,4.4230850324119295e-25,1.7487438452499621e-07,1.1069228023552784e-19,3.7116093853978606e-13,1.3712496688072024e-13,4.5496504187049815e-16,5.3151481236555466e-09,2.7811726606273169e-18,0.0054890899763739591,0.016358912719219954,1.6287850295935293e-09,0.00010544064645739314,1.2179733319960121e-13,2.6708509875228921e-09,1.8802207943740139e-07,2.1856356795531085e-07,9.1421325409635609e-06,1.6976522325963444e-05,2.0633943933141708e-09,4.5815095908053276e-10,2.6067275358971193e-11,4.7489908751730338e-10
1.2060016053138706e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31557394861920596,0.11254035704579834,0.014282563669020051,1.9406398034716878e-05,4.5149530405236765e-05,0.0011663472229623063,0.00061195549548468113,6.3816924548662194e-13,1.9791877182399797e-15,9.4631488032877947e-08,4.4503501137369881e-25,1.7502853460955937e-07,1.1112688548375815e-19,3.7265291714441002e-13,1.3753002060786137e-13,4.5648951176389628e-16,5.3258836034849981e-09,2.7956135827344548e-18,0.0054887993921706396,0.016372702690987243,1.630134482259664e-09,0.00010552691168334373,1.2190624589648806e-13,2.6731310061638842e-09,1.8802064763405488e-07,2.1893620461025568e-07,9.1597797241065615e-06,1.7011512634350961e-05,2.0719146913068843e-09,4.5944203311373371e-10,2.614009092103036e-11,4.7585807684719807e-10
1.2074548527819025e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31556032130325035,0.11253928953355312,0.0142748602327689,1.9486110954331415e-05,4.5339952065409746e-05,0.001168794171000019,0.00061321598372036121,6.4021651592268211e-13,1.9888592783597399e-15,9.472134589605965e-08,4.4777481728726636e-25,1.7518261135974554e-07,1.1156263910918017e-19,3.7414883599547495e-13,1.3793570671024237e-13,4.5801711033968008e-16,5.3366234814256254e-09,2.8101111665727324e-18,0.0054885089518508321,0.01638648117512009,1.6314827576640884e-09,0.00010561313010684386,1.2201508323094223e-13,2.6754099939228847e-09,1.8801922225211491e-07,2.1930891608947993e-07,9.1774367426515234e-06,1.7046523551698684e-05,2.0804590898609356e-09,4.6073486898487925e-10,2.6213010652198049e-11,4.7681764734312802e-10
1.2089081002499344e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31554670533968543,0.11253822081403407,0.014267161615933504,1.9566044631080023e-05,4.5530930453499655e-05,0.0011712426920909495,0.00061447730487845223,6.4226766363802999e-13,1.9985656830600491e-15,9.4811167251550268e-08,4.5052796854251275e-25,1.7533661482229192e-07,1.1199954261620586e-19,3.7564869940138264e-13,1.3834202507334044e-13,4.5954783960648111e-16,5.3473677405419197e-09,2.8246655617587866e-18,0.0054882186553371808,0.016400248179331778,1.6328298565695313e-09,0.00010569930176400416,1.2212384515333989e-13,2.6776879496362327e-09,1.880178032816031e-07,2.1968170192691808e-07,9.195103579167349e-06,1.7081555036528834e-05,2.0890276225323555e-09,4.6202946552039752e-10,2.628603451788071e-11,4.7777779800757616e-10
1.2103613477179663e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31553310072090707,0.11253715088834555,0.014259467814615819,1.9646199350358691e-05,4.5722466402981381e-05,0.0011736927833710087,0.00061573945766386624,6.4432269069954628e-13,2.0083070103284571e-15,9.4900952137344958e-08,4.5329451280625176e-25,1.7549054504381316e-07,1.1243759750874054e-19,3.7715251166440536e-13,1.3874897558157346e-13,4.6108170156956615e-16,5.3581163639207489e-09,2.8392769181050796e-18,0.0054879285025524202,0.01641400371132708,1.6341757797376814e-09,0.00010578542669086618,1.2223253177094756e-13,2.679964879358515e-09,1.8801639070651719e-07,2.2005456165066592e-07,9.2127802162406195e-06,1.7116607047404203e-05,2.0976203228244601e-09,4.6332582156810778e-10,2.6359162484696103e-11,4.7873852784405445e-10
1.2118145951859982e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31551950743931934,0.11253607975759093,0.014251778824921948,1.9726575397322353e-05,4.5914560746877074e-05,0.0011761444419782505,0.00061700244078258671,6.4638159917122928e-13,2.0180833382009523e-15,9.499070059122998e-08,4.5607449785156894e-25,1.7564440207080146e-07,1.1287680529018045e-19,3.7866027708068022e-13,1.3915655811830214e-13,4.6261869823084033e-16,5.3688693346713354e-09,2.8539453856198284e-18,0.0054876384934193709,0.016427747778802331,1.6355205279299785e-09,0.00010587150492340684,1.2234114317004154e-13,2.6822407808192829e-09,1.8801498451905041e-07,2.204274947943839e-07,9.2304666364770139e-06,1.7151679542928105e-05,2.1062372241375868e-09,4.6462393605164413e-10,2.6432394522161124e-11,4.7969983585717387e-10
1.2131225179072268e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3155072831729171,0.11253511471049153,0.014244862844920872,1.9799103310246308e-05,4.6087923771733378e-05,0.0011783522724258387,0.0006181398344557691,6.4823793710500732e-13,2.0269120233383308e-15,9.5071443081506417e-08,4.5858801583075358e-25,1.7578281085209352e-07,1.132730792556349e-19,3.8002064944716648e-13,1.3952392268846967e-13,4.6400467704480635e-16,5.3785507114074903e-09,2.8671959605716215e-18,0.0054873776079581152,0.016440107643719601,1.6367297973272995e-09,0.00010594893543872631,1.2243882905571949e-13,2.6842882108735202e-09,1.8801372440444919e-07,2.2076319701518087e-07,9.2463927649341974e-06,1.7183262269092397e-05,2.1140131548683281e-09,4.6579374157297318e-10,2.6498392307284509e-11,4.8056550658818281e-10
1.2144304406284555e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31549506807796773,0.11253414868898468,0.01423795075635159,1.9871810936912449e-05,4.6261740377075291e-05,0.0011805613680086662,0.00061927789870981176,6.5009742215111561e-13,2.0357691791693603e-15,9.5152156119628184e-08,4.6111249460179129e-25,1.7592116041709713e-07,1.1367028937369204e-19,3.81384230465912e-13,1.3989179901987254e-13,4.6539319803778637e-16,5.3882355835694011e-09,2.8804930268666516e-18,0.0054871168387361528,0.016452458234201509,1.6379381161638915e-09,0.00010602632818685771,1.2253645402619636e-13,2.6863348103287603e-09,1.8801246944504324e-07,2.2109895798875076e-07,9.2623267910265652e-06,1.7214861524202372e-05,2.1218087399254205e-09,4.6696496961953716e-10,2.6564474336360631e-11,4.8143164411270636e-10
