Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2X(49),H2OX(23),CO2X(24),CHOX(53),COX(50)
1.70510939043189e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756035987634742,0.11866309378419825,0.022821402390082759,1.448238548931508e-26,2.0838861834533151e-20,4.1081462818323659e-16,3.8068575753253142e-19,5.0911440761505243e-24,2.3201327955048766e-42,1.7346224105256567e-12,2.0482037601242595e-49,1.7336674156142883e-12,1.6967423666155207e-34,1.3331627737265595e-28,7.4135568072334384e-35,2.2395072710523419e-36,9.2623339395701014e-22,7.6018161877003518e-38,6.8721164231601703e-06,3.3060594237199968e-07,1.2224652312619554e-11,4.7367733880297329e-10,8.4643671259190299e-16,8.3614101804850077e-14,1.1530009224804834e-10,6.1243344595634805e-16,6.4994426500034322e-17,3.011429031122301e-20,5.2553621824295589e-21,3.8959386208585697e-26,7.6069689713846874e-28,1.695065494503308e-25
1.7379234019611437e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756022133150732,0.11866296161135015,0.022821399208987361,1.6129111176317332e-26,2.1748547716873375e-20,4.1999066691091464e-16,4.1242460241815346e-19,5.2059058649569885e-24,2.6210360867358916e-42,1.7680045794385831e-12,2.2265524222721329e-49,1.7670276357553449e-12,1.77272982499992e-34,1.3866339448354815e-28,8.1998598903070201e-35,2.4749811323810185e-36,9.6268998531587905e-22,8.1117953923585289e-38,7.0042867786873894e-06,3.3696813315510209e-07,1.2225360794226127e-11,4.8351192455777633e-10,8.4648576821551207e-16,8.3619297966015331e-14,1.1775855573880563e-10,6.2462988758733733e-16,6.901969046794369e-17,3.1414804543350435e-20,5.3728384971431449e-21,4.2498154943315092e-26,8.2495670550289899e-28,1.8544422370363492e-25
1.7707374134903974e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375600827897009,0.11866282944153017,0.022821396027895013,1.7923770254582633e-26,2.2678357798355008e-20,4.2918558305335159e-16,4.4610878394396392e-19,5.3206869027856325e-24,2.9537873436194144e-42,1.8013866904853925e-12,2.4163506373125459e-49,1.8003877294990966e-12,1.8504101179701472e-34,1.441163255833533e-28,9.0516176999845565e-35,2.7298827301970217e-36,9.9986584165697882e-22,8.644364116716238e-38,7.1364541059643166e-06,3.4333031782878614e-07,1.2226057557350729e-11,4.9334705983985038e-10,8.4653401233715864e-16,8.3624260150894366e-14,1.2021715954837514e-10,6.3684113981202746e-16,7.3207556290962546e-17,3.2743947937768184e-20,5.490461240787032e-21,4.6275372184406238e-26,8.9320216722383011e-28,2.0250241007860609e-25
1.803551425019651e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755994425092811,0.11866269727473827,0.022821392846805726,1.9876222034765056e-26,2.362831718554385e-20,4.3839940471023008e-16,4.8181608467915519e-19,5.4354871061324696e-24,3.3210274993266966e-42,1.8347687436512021e-12,2.6180802333206353e-49,1.8337476968513922e-12,1.9297834809566349e-34,1.4967520601314737e-28,9.9728407217820408e-35,3.0053906476570757e-36,1.0377618344178656e-21,9.2000200968482048e-38,7.2686184050603976e-06,3.496924963931675e-07,1.2226744736266513e-11,5.0318273794221071e-10,8.4658159309005726e-16,8.3629290527814646e-14,1.2267590123649343e-10,6.490672016043168e-16,7.7561213807577121e-17,3.4101774131642607e-20,5.6082300691843209e-21,5.0301651612322971e-26,9.6559442410866531e-28,2.2073379433845972e-25
1.8546265212853132e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755972862099509,0.1186624915627994,0.022821387895437858,2.3253594733724558e-26,2.5147079673954762e-20,4.5277842661096058e-16,5.4160731596190035e-19,5.6142119527783935e-24,3.967925200491046e-42,1.8867278830476393e-12,2.9569748670708231e-49,1.8856723233534874e-12,2.0566974197356328e-34,1.5853873601456996e-28,1.1554830238569903e-34,3.4781240544327515e-36,1.0981818881337427e-21,1.0112008732214153e-37,7.4743264635922375e-06,3.595952321040233e-07,1.2227799332812641e-11,5.1849306510234762e-10,8.4665461369420586e-16,8.3637018637244381e-14,1.2650320969922835e-10,6.6812656647881611e-16,8.4675072998775367e-17,3.6272428290131626e-20,5.7918275420256294e-21,5.7089763583583071e-26,1.0869122249410123e-27,2.5157283354046877e-25
1.9057016175509754e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375595129984113,0.11866228585819616,0.02282138294407739,2.7079293034293438e-26,2.6714812848567123e-20,4.6720343817476751e-16,6.0679878184817033e-19,5.7929830797257918e-24,4.7166017710771911e-42,1.938686882152459e-12,3.327872706703989e-49,1.9375966436827052e-12,2.1877146106748327e-34,1.6765979445817431e-28,1.3331795042319147e-34,4.008614023375805e-36,1.1603520146875601e-21,1.1083014452186462e-37,7.6800271861788445e-06,3.6949795301458374e-07,1.222884000868404e-11,5.3380467985973273e-10,8.4672667005591413e-16,8.3644496777227841e-14,1.3033084329315315e-10,6.8722181806080499e-16,9.2210337709602856e-17,3.8512905416549901e-20,5.9757773718415007e-21,6.4549659600562622e-26,1.2193103291273243e-27,2.8559469656878535e-25
1.9567767138166375e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755929738317636,0.11866208016092829,0.022821377992724323,3.1396971926223537e-26,2.8331610768973048e-20,4.8167456000626894e-16,6.7770562496243937e-19,5.971800576170167e-24,5.5794783361999072e-42,1.9906457409415069e-12,3.7327350192429993e-49,1.989520657860601e-12,2.322835936430104e-34,1.7703889927569541e-28,1.5321252602106776e-34,4.6019983992343276e-36,1.2242755010272999e-21,1.2114915185902026e-37,7.8857205730820814e-06,3.7940065912528436e-07,1.2229870474768404e-11,5.491175706436801e-10,8.4679802023621033e-16,8.3652155906496776e-14,1.3415879786227471e-10,7.0635296000288397e-16,1.0017901777148164e-16,4.08234089927386e-20,6.160078904760126e-21,7.272474478979355e-26,1.3634422086745321e-27,3.2301622714116559e-25
2.0078518100822997e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755908177529004,0.11866187447099555,0.022821373041378649,3.6253058428304003e-26,2.9997567342647604e-20,4.9619191613032116e-16,7.546518387896585e-19,6.1506646253404243e-24,6.5700764138788657e-42,2.0426044593980638e-12,4.1735816786322361e-49,2.0414443659086117e-12,2.4620622827124659e-34,1.8667657034916931e-28,1.7541740598157041e-34,5.2637100976600762e-36,1.2899556344644087e-21,1.3209589266961524e-37,8.0914066245637941e-06,3.8930335043656094e-07,1.2230893432784596e-11,5.6443172951633265e-10,8.4686885030432726e-16,8.3659821777259646e-14,1.3798707086503869e-10,7.2551999567637891e-16,1.0859311545913683e-16,4.320414303490183e-20,6.3447316514804854e-21,8.1659795268509201e-26,1.5199799032694911e-27,3.6406164149170808e-25
2.058926906347962e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755886617475217,0.11866166878839764,0.02282136809004038,4.1696844260217949e-26,3.1712776368808093e-20,5.1075563294248228e-16,8.3797026160767287e-19,6.3295754753811816e-24,7.7030854254600067e-42,2.0945630375105462e-12,4.652491184142233e-49,2.0933677678480921e-12,2.605394540426848e-34,1.9657332902201608e-28,2.0012848273318657e-34,5.9994858889928288e-36,1.35739570267167e-21,1.4368915435197225e-37,8.2970853408858325e-06,3.9920602694884908e-07,1.2231910887846646e-11,5.7974715075957939e-10,8.4693929861241116e-16,8.3667190286971794e-14,1.4181566058639127e-10,7.4472293030545273e-16,1.1746462554784937e-16,4.5655312110007184e-20,6.5297352433543977e-21,9.1400957123758637e-26,1.689614020638124e-27,4.0896252627013064e-25
2.110002002613624e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755865058156237,0.11866146311313434,0.02282136313870951,4.7780570674150405e-26,3.3477331565061694e-20,5.2536583862836549e-16,9.280025709534583e-19,6.5085334232451777e-24,8.994426925758375e-42,2.1465214752712281e-12,5.1716006778217665e-49,2.145290863700339e-12,2.7528336068551842e-34,2.0672969782114114e-28,2.2755245189604737e-34,6.8153744394589736e-36,1.4265989937006212e-21,1.5594772839428066e-37,8.5027567223100281e-06,4.0910868866258421e-07,1.2232924321356714e-11,5.9506382954710146e-10,8.4700946906398856e-16,8.3674636730572058e-14,1.4564456515562232e-10,7.6396176822630361e-16,1.2680553532666506e-16,4.817712134484486e-20,6.7150894062311377e-21,1.0199574544974521e-25,1.8730537270030201e-27,4.5795783604595313e-25
2.1610770988792862e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755843499572052,0.11866125744520534,0.022821358187386041,5.4559501983659779e-26,3.5291326586007666e-20,5.4002266277295422e-16,1.0250992788427419e-18,6.6875388038511031e-24,1.0461311618078038e-41,2.1984797726753854e-12,5.7331059598762443e-49,2.1972136534865996e-12,2.904380386452577e-34,2.1714620025400454e-28,2.5790706188465887e-34,7.7177432814315496e-36,1.4975687959860964e-21,1.6889041040185173e-37,8.7084207690982005e-06,4.1901133557820207e-07,1.2233934807358903e-11,6.1038176258954402e-10,8.4707943549186262e-16,8.3682221561527677e-14,1.4947378342424728e-10,7.8323651261050967e-16,1.3662782461752314e-16,5.0769776432118666e-20,6.9007939419837191e-21,1.1349304348759167e-25,2.0710267296904844e-27,5.1129389091337414e-25
2.2121521951449484e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755821941722619,0.11866105178461041,0.022821353236069965,6.2092044096105362e-26,3.7154855046978131e-20,5.5472623587895546e-16,1.1296197240705428e-18,6.8665919767139104e-24,1.2122333240182528e-41,2.250437929720241e-12,6.3392615138343755e-49,2.2491361372280907e-12,3.0600357918288425e-34,2.2782336054179523e-28,2.9142151676039109e-34,8.7132900507727507e-36,1.5703083983362978e-21,1.8253600014550933e-37,8.914077481512171e-06,4.2891396769613819e-07,1.2234943155999252e-11,6.2570094771077508e-10,8.4714925363583379e-16,8.3689683732360991e-14,1.5330331482919533e-10,8.0254716838672463e-16,1.4694346581316884e-16,5.3433483637945548e-20,7.0868487044905445e-21,1.2594310127176656e-25,2.2842792733762157e-27,5.6922437227222138e-25
2.2632272914106105e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755800384607931,0.11866084613134928,0.022821348284761289,7.0439815717963258e-26,3.9068010531817523e-20,5.6947668922141099e-16,1.2419320676083629e-18,7.0456933219076948e-24,1.3997527929290377e-41,2.3023959464046409e-12,6.9923805221967551e-49,2.3010583149460055e-12,3.2198007440446698e-34,2.3876170353596152e-28,3.2833671898526814e-34,9.8090492384809611e-36,1.6448210899455835e-21,1.9690330159500558e-37,9.1197268598137355e-06,4.3881658501682806e-07,1.2235949956838718e-11,6.4102138304846462e-10,8.4721896466206469e-16,8.3697110173109999e-14,1.571331586800149e-10,8.2189374006585692e-16,1.5776442389457076e-16,5.6168449804107495e-20,7.2732535922177413e-21,1.3939753482948184e-25,2.5135761286174286e-27,6.3201031987589356e-25
2.3143023876762727e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755778828227945,0.11866064048542169,0.02282134333346001,7.9667715495289439e-26,4.1030886601057955e-20,5.8427415468803556e-16,1.3624132882551055e-18,7.2248432356387694e-24,1.6108431172539453e-41,2.3543538227287092e-12,7.6948348813297027e-49,2.3529801866615123e-12,3.3836761729365667e-34,2.4996175464137463e-28,3.6890549852238835e-34,1.1012398557346752e-35,1.7211101603961699e-21,2.1201112294986738e-37,9.3253689042646999e-06,4.4871918754070721e-07,1.2236955626368691e-11,6.5634306716928398e-10,8.4728859750910322e-16,8.3704678040193854e-14,1.6096331436910711e-10,8.412762313805995e-16,1.6910265642103095e-16,5.8974882350525552e-20,7.4600085400916454e-21,1.539093253345291e-25,2.759700573563164e-27,6.9992012907211845e-25
2.4164525802075974e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755735717671992,0.11866022921556608,0.022821333430879651,1.0104064308318037e-25,4.5106174689214035e-20,6.1401065130242718e-16,1.6294343167994821e-18,7.5832903979364793e-24,2.1131645875297804e-41,2.4582691542998469e-12,9.257530974245333e-49,2.4568230121699341e-12,3.7237622266334763e-34,2.7314908480536291e-28,4.6207730607221415e-34,1.3773165605442866e-35,1.8790305980719166e-21,2.4452357968130748e-37,9.7366309926619476e-06,4.6852434819977512e-07,1.223896476116902e-11,6.8699017872084852e-10,8.4742771023580479e-16,8.3719681778671267e-14,1.6862456057293518e-10,8.8014899135313804e-16,1.9337873816236696e-16,6.4802979174697898e-20,7.8345684669010758e-21,1.8632371906619331e-25,3.3056578680007192e-27,8.522216594255298e-25
2.518602772738922e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755692610054561,0.11865981797504149,0.022821323528328882,1.2679913153679371e-25,4.9381467631432044e-20,6.4393678761267848e-16,1.9338747694256152e-18,7.9419368041287524e-24,2.739731112405933e-41,2.5621839244481443e-12,1.1047500033257965e-48,2.5606646139225034e-12,4.0803015782570879e-34,2.9738956200289389e-28,5.7321015047875796e-34,1.7061810853650168e-35,2.0440960357478422e-21,2.8022392223517323e-37,1.0147863748798091e-05,4.8832944967682606e-07,1.2240972059097975e-11,7.1764227776344335e-10,8.4756669584950142e-16,8.3734747509891792e-14,1.7628705177789926e-10,9.1916548321105272e-16,2.1986722387509825e-16,7.0919445116961932e-20,8.2105283907485487e-21,2.2363739340122605e-25,3.9287873029045772e-27,1.0284230845735691e-24
2.610537946017114e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375565381571114,0.11865944788364564,0.022821314616058484,1.542642966437373e-25,5.3400853926577836e-20,6.7103333232892996e-16,2.242616350039187e-18,8.2648917406773021e-24,3.4291613524174188e-41,2.6557067375815257e-12,1.2870202759774646e-48,2.6541210093282888e-12,4.4152609910405584e-34,3.2010991627932479e-28,6.9063387372946181e-34,2.0532495643607497e-35,2.1987856667744364e-21,3.1520436073576038e-37,1.0517948151968096e-05,5.0615399040842593e-07,1.2242777688980567e-11,7.4523342926977674e-10,8.4769171794043461e-16,8.3748355640354239e-14,1.8318435761794653e-10,9.5440324554868027e-16,2.4567731278488866e-16,7.6672208685908923e-20,8.5500894013486265e-21,2.6179897719297282e-25,4.5613089192631863e-27,1.2094295123463181e-24
2.702473119295306e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755615023747587,0.1186590778160047,0.02282130570381205,1.8631788147083336e-25,5.7583395926988461e-20,6.9828512497270999e-16,2.5868921974280494e-18,8.5880133279092229e-24,4.257436069005581e-41,2.7492290959943576e-12,1.491009540457044e-48,2.7475764137519874e-12,4.7635596550957843e-34,3.436898097591267e-28,8.2657683437642469e-34,2.4546212386706073e-35,2.3593032748502159e-21,3.529988433759547e-37,1.0888008799229213e-05,5.239784832079528e-07,1.2244582827241171e-11,7.7282861760058744e-10,8.4781670594088608e-16,8.376198651469078e-14,1.9008267076854342e-10,9.8975748451235064e-16,2.7342618187774315e-16,8.2661143692272708e-20,8.8907846240091806e-21,3.0467152786609551e-25,5.2672085387100027e-27,1.4135859810759502e-24
2.794408292573498e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755576234163764,0.11865870777211712,0.022821296791589583,2.2351484966511137e-25,6.1929639349456845e-20,7.256929436074714e-16,2.9693212747620697e-18,8.9113040812749295e-24,5.2460662884955233e-41,2.8427509997035458e-12,1.7183823236182744e-48,2.8410308273167957e-12,5.1252034544260779e-34,3.6813232032403469e-28,9.8315118840767002e-34,2.9164262751040017e-35,2.5256680634072318e-21,3.9371727167141345e-37,1.1258045692107788e-05,5.4180292807794553e-07,1.2246387705239239e-11,8.0042784197617325e-10,8.4794167598406259e-16,8.3775686951687897e-14,1.969819908702214e-10,1.0252282254800359e-15,3.0318321563897373e-16,8.8887487769664665e-20,9.2326142375836062e-21,3.5262908003061177e-25,6.0519373260568294e-27,1.6428086355072557e-24
2.978278639129882e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755498662134703,0.11865796775559601,0.022821278967216533,3.15779711635903e-25,7.1115413890894513e-20,7.8097977427789572e-16,3.8595746557843086e-18,9.5584031899474637e-24,7.8029891869178542e-41,3.0297934430819207e-12,2.2502458943880323e-48,3.0279366823624582e-12,5.8885505144009507e-34,4.1961751469211434e-28,1.3674365353895846e-33,4.0481213122398479e-35,2.8760160161805928e-21,4.8436581840024873e-37,1.1998048220822205e-05,5.7745167403948445e-07,1.2249997156408834e-11,8.5563839735354075e-10,8.4819159492440927e-16,8.3803221602002653e-14,2.1078365120056833e-10,1.0965193155930529e-15,3.6899893081045102e-16,1.0205738445402929e-19,9.9196774840022969e-21,4.6536640413763772e-25,7.8806534257004342e-27,2.1845008070547085e-24
3.162148985686266e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755421099622707,0.11865722783407007,0.022821261142939319,4.3639185210691406e-25,8.0962545594362e-20,8.3690006056531936e-16,4.9361663162021916e-18,1.0206209330084615e-23,1.1323352110808774e-40,3.2168340678629791e-12,2.8971648247892419e-48,3.2148385754505917e-12,6.7053513228361712e-34,4.7459016386776572e-28,1.8635959678836163e-33,5.5065238384619687e-35,3.2499832345158353e-21,5.8803020658780315e-37,1.2737955750320139e-05,6.1310022831335061e-07,1.2253606387116545e-11,9.1086509407387188e-10,8.4844149859000507e-16,8.3830943501104044e-14,2.2458933762993955e-10,1.1682767199726584e-15,4.4367799765314241e-16,1.1619192294804497e-19,1.0611281039903996e-20,6.0328738478229625e-25,1.009492939263059e-26,2.8513695855025645e-24
3.34601933224265e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755343546626559,0.11865648800752709,0.022821243318757942,5.9145036993123559e-25,9.1475404598886342e-20,8.9346004507177897e-16,6.2233532515730361e-18,1.0854742793538701e-23,1.6077464133354841e-40,3.4038728741953279e-12,3.67468440213786e-48,3.4017365075664105e-12,7.5756567012929041e-34,5.3307496289146831e-28,2.494482047114558e-33,7.3576306543981971e-35,3.647723493448186e-21,7.0559146422411108e-37,1.3477768292808798e-05,6.4874859091985026e-07,1.2257215430354309e-11,9.661079317258631e-10,8.4869138927460615e-16,8.3858854831710832e-14,2.3839904947244135e-10,1.2405006427232733e-15,5.2777272977003629e-16,1.313012260016546e-19,1.1307426932772737e-20,7.6989512812966857e-25,1.2745320910401788e-26,3.6615033442766021e-24
3.529889678799034e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755266003145051,0.11865574827595492,0.02282122549467238,7.8787404489083391e-25,1.0265836325147166e-19,9.5066597561778622e-16,7.7468561770846098e-18,1.1504023868430404e-23,2.2388927173780577e-40,3.5909098622273075e-12,4.5993428214505299e-48,3.5886304796950655e-12,8.49951914306988e-34,5.9509663679424055e-28,3.2858812866284749e-33,9.6757551021142446e-35,4.0693906336363144e-21,8.3793147032480771e-37,1.4217485860493834e-05,6.843967618792856e-07,1.2260824352981394e-11,1.0213669097963267e-09,8.4894127160782979e-16,8.3886958100140529e-14,2.5221278600775967e-10,1.3131912879076491e-15,6.2183421850333682e-16,1.4739551490496697e-19,1.2008117206618156e-20,9.6891874914488577e-25,1.5885461067668523e-26,4.6342124243828478e-24
3.713760025355418e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755188469176944,0.11865500863934128,0.02282120767068262,1.0334535993341553e-24,1.1451579611894699e-19,1.0085241053150948e-15,9.5338561576431665e-18,1.2154072841127535e-23,3.0641324557028087e-40,3.7779450321071488e-12,5.6886726683056314e-48,3.7755204928216454e-12,9.4769928127453274e-34,6.6067994063396491e-28,4.2666981870194731e-33,1.2544023979761632e-34,4.5151385613582199e-21,9.8593298305771951e-37,1.495710846557931e-05,7.200447412119561e-07,1.2264433234478796e-11,1.0766420277364079e-09,8.4919115109337333e-16,8.3915253659639342e-14,2.6603054650488344e-10,1.3863488596080603e-15,7.264123362471798e-16,1.6448510946869526e-19,1.2713353910492454e-20,1.2043127428004198e-24,1.9572054234163926e-26,5.7900263267098075e-24
4.0815007184681863e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755033429776038,0.11865352965094095,0.022821172022990489,1.7080151975379562e-24,1.4027159380763445e-19,1.1262220022978927e-15,1.4014346714876522e-17,1.3456555650323312e-23,5.4860317044244547e-40,4.1520099180054594e-12,8.4364612515228225e-48,4.1492886460085615e-12,1.159299884553356e-33,8.0263060800757003e-28,6.9292554834289105e-33,2.0311490930479214e-34,5.4794927325959819e-21,1.3324561795976312e-36,1.6436068836759985e-05,7.9134012507818667e-07,1.2271650892313387e-11,1.1872406819299317e-09,8.4969090278365332e-16,8.3972422484347268e-14,2.9367813675966264e-10,1.5340655989284803e-15,9.6931187982472933e-16,2.0169198725871498e-19,1.4137474890488089e-20,1.8011523525729042e-24,2.8826736108018384e-26,8.7391601471333598e-24
4.449241411580955e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33754878428414103,0.11865205104222842,0.022821136375681464,2.6968359583440912e-24,1.6877783849907662e-19,1.2466038697489303e-15,1.9911355595837213e-17,1.476235355859951e-23,9.3279057048380532e-40,4.5260675330803858e-12,1.2078257568208688e-47,4.523040975006465e-12,1.3924141524179932e-33,9.5912560480969672e-28,1.0782638320285015e-32,3.1519737562671069e-34,6.5420185696883218e-21,1.7522417494256143e-36,1.7914649503951925e-05,8.6263474268087731e-07,1.2278868412954341e-11,1.2979038917982617e-09,8.5019064497531624e-16,8.4030362707605197e-14,3.2134181501236254e-10,1.6836524932916811e-15,1.2608460838540686e-15,2.4300638753983131e-19,1.5579806478615403e-20,2.5965347690727798e-24,4.1024194738460393e-26,1.2697419431056195e-23
4.816982104693723e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33754723465081343,0.11865057281310622,0.022821100728755463,4.0987244170547557e-24,2.0006960661240247e-19,1.3697199271763005e-15,2.7494575483815607e-17,1.60716289037408e-23,1.5187384274526377e-39,4.9001178785225502e-12,1.6790278348254381e-47,4.8967774876935936e-12,1.6470914292521153e-33,1.1303640507726617e-27,1.6188503865280863e-32,4.7199536039834306e-34,7.7039496849207239e-21,2.2523861653458921e-36,1.9392850564731023e-05,9.3392859418231551e-07,1.2286085701128886e-11,1.4086316551477321e-09,8.5069037107121193e-16,8.4089075074199506e-14,3.4902157613996613e-10,1.8351111751991544e-15,1.6053703693393748e-15,2.8851441367900965e-19,1.704036531868769e-20,3.630147676631377e-24,5.6728005416310543e-26,1.7872654722453293e-23
5.55246349091926e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33754413652464288,0.11864761749324244,0.022821029436052191,8.6359115978216348e-24,2.7115019713271547e-19,1.6243559160224371e-15,4.8913362814362945e-17,1.8701261166276754e-23,3.6299105533732235e-39,5.6481967652664137e-12,3.021037434411356e-47,5.6442030956432477e-12,2.221345739501491e-33,1.5178701637393335e-27,3.3459009075706463e-32,9.7080242542153933e-34,1.0330967447147398e-20,3.5222236551628358e-36,2.2348114257228645e-05,1.0765139995303418e-06,1.2300519647132523e-11,1.6302808321717572e-09,8.5168977961886844e-16,8.4208822048664122e-14,4.0442932605865202e-10,2.1436504313842469e-15,2.4707152118149683e-15,3.9246362829906221e-19,2.0016231202610067e-20,6.5885124665112479e-24,1.011515686032615e-25,3.2801408465319738e-23
6.214396738522243e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33754134951070758,0.11864495900258545,0.022820965273928344,1.5534768050750004e-23,3.4500183545787454e-19,1.8633847854325907e-15,7.7132952245928247e-17,2.108145132431781e-23,7.2227806100291677e-39,6.3214429131234658e-12,4.8046397482098898e-47,6.3168321300280576e-12,2.8124698032471872e-33,1.9190556453840902e-27,5.9415898688015038e-32,1.7169213047410331e-33,1.3047646573142857e-20,5.0114529879188381e-36,2.5006554304911223e-05,1.204838245904358e-06,1.2313509415957127e-11,1.829985839496026e-09,8.5258919312686217e-16,8.4319248644246644e-14,4.5435125197477142e-10,2.4277536510165981e-15,3.4740539213169313e-15,5.0125614066385799e-19,2.2757014406395711e-20,1.0536263208783168e-23,1.5976958864975707e-25,5.2877081030077663e-23
6.876329986125226e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33753856372739893,0.11864230174028463,0.022820901113044193,2.626625449803678e-23,4.284257081440085e-19,2.1120573485839449e-15,1.1605742403781445e-16,2.3475432475644175e-23,1.3381770045893139e-38,6.9946655258630345e-12,7.2828625330883178e-47,6.9894100420402335e-12,3.4743474390225327e-33,2.371128535049872e-27,9.9467724315612956e-32,2.8631735792489396e-33,1.6105631909844672e-20,6.8722268391314543e-36,2.7663765944167384e-05,1.3331600126319973e-06,1.2326498506720252e-11,2.0298999613360861e-09,8.5348855968704463e-16,8.4432198488486321e-14,5.0432520499964545e-10,2.7179468471065238e-15,4.7159449582211697e-15,6.2504701400078888e-19,2.5557112331316429e-20,1.6034050674756114e-23,2.4072077629431713e-25,8.1002491982347194e-23
7.538263233728209e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33753577917414784,0.11863964570577186,0.022820836953399253,4.223744081136928e-23,5.2162767079854886e-19,2.3706695787422421e-15,1.6808342967110593e-16,2.5884150975978684e-23,2.339652360045545e-38,7.6678646104146153e-12,1.0617177689138605e-46,7.6619368775875698e-12,4.2073629087392294e-33,2.8752674682710203e-27,1.587206368647233e-31,4.5517949883871774e-33,1.9512155830828263e-20,9.1466192241668085e-36,3.0319749743150805e-05,1.4614793006579709e-06,1.2339486960987247e-11,2.2300231831293486e-09,8.5438788217765305e-16,8.4547679748861566e-14,5.5435115452356685e-10,3.014239537075252e-15,6.2211047036282411e-15,7.643952849759993e-19,2.8416621887114508e-20,2.3439711485972036e-23,3.4902911538458376e-25,1.1907748080069275e-22
8.200196481331192e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33753299585038549,0.11863699089847918,0.022820772794993036,6.516275789468729e-23,6.2481395398872295e-19,2.6395183499625723e-15,2.3584251597122818e-16,2.8308553089170365e-23,3.8993301496807085e-38,8.3410401737054695e-12,1.4986398247594952e-46,8.3344126825667742e-12,5.011928444810414e-33,3.432656135999808e-27,2.4340334978367086e-31,6.9551996386416844e-33,2.3274461722892917e-20,1.1876940720853909e-35,3.2974506269751483e-05,1.5897961109264813e-06,1.23524747375242e-11,2.4303554905698024e-09,8.5528715774349549e-16,8.4665700054417315e-14,6.044290699821347e-10,3.3166412375030103e-15,8.0140550442121504e-15,9.1987648088289401e-19,3.1335640012279638e-20,3.3146991566450113e-23,4.9021535906032698e-25,1.6919794043266817e-22
9.524062976537158e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33752743288905335,0.11863168496328405,0.022820644481894834,1.4050199257219736e-22,8.6196628113162566e-19,3.2091175207398608e-15,4.3024564722010336e-16,3.3208192698948814e-23,9.6743848969833068e-38,9.6873207641986897e-12,2.7632772746500552e-46,9.6792113843523612e-12,6.8374983512323701e-33,4.7119427825523084e-27,5.2050556581781642e-31,1.4769145711874545e-32,3.189544802056991e-20,1.8875928390122873e-35,3.8280339776047304e-05,1.8464223019653953e-06,1.2378448247103549e-11,2.8316473047413618e-09,8.5708556738753959e-16,8.4909389387378027e-14,7.0474067609992067e-10,3.9398097308571207e-15,1.2560457310343702e-14,1.2816221277749646e-18,3.7352589706121108e-20,6.1218647097792723e-23,8.9576726824748878e-25,3.14926569950752e-22
