Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(33),OX(20),CH3X(22),HX(19),CH2X(134),CHX(26),HOX(23),H2X(36),CXHO(27),OCX(21),H2OX(35),COX(37),CX(24),CO2X(34),HOCXO(25)
5.594386826320434e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11276730679735808,0.099501047914769644,0.060620295959931868,8.8251162516916003e-09,5.9450376726938079e-05,0.00019096623958172386,1.133540296912989e-07,1.0463077229657943e-13,2.2539437334607783e-16,1.4914125956195108e-13,0.0,4.7325192236591168e-14,4.9112087501068991e-26,7.1342384633003651e-14,1.3247307120898826e-17,6.3383952824969154e-19,2.7484336542932782e-15,1.146258010047617e-36,2.0805482856934563e-05,0.078662534872706399,7.5381888024435718e-10,0.00096315148088892989,6.9056601592348455e-10,0.00044461834648396145,3.8749838361211261e-06,3.9929698531578526e-08,2.5548553901430428e-12,3.3404382725670736e-05,1.24298577510175e-08,2.3699747260600139e-11,2.2110252825239837e-10,1.8449960586808341e-12,1.0714144191761785e-15
5.602994063897112e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11270911355701248,0.099500183134438508,0.06059183861421058,8.8840078243120471e-09,5.9760304110361131e-05,0.00019160343725480662,1.1389823282561575e-07,1.0492732751475169e-13,2.2669353153101345e-16,1.4931998507164789e-13,0.0,4.7394819550651775e-14,4.9433323607031215e-26,7.1675950349774577e-14,1.3297375735488279e-17,6.3714643595104226e-19,2.7560002390949251e-15,1.1574366552333078e-36,2.0794565341657499e-05,0.078718991241647024,7.5424394842816658e-10,0.00096401575071884313,6.9268580398312717e-10,0.00044535401714608795,3.8832372608720039e-06,4.0042259573043122e-08,2.5622345833623298e-12,3.3543803947275106e-05,1.2488211706244294e-08,2.3801242792113584e-11,2.2130431452641634e-10,1.8563501398425508e-12,1.0786473418338547e-15
5.61160130147379e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11265100924434751,0.099499318286172214,0.060563423954951102,8.9431885682692011e-09,6.0071168655022641e-05,0.00019224111795956505,1.1444410258744267e-07,1.0522421684250108e-13,2.2799760508830311e-16,1.4949862451031545e-13,0.0,4.7464361820549452e-14,4.9756080934964681e-26,7.2010413862283189e-14,1.3347541285950232e-17,6.4046475357764324e-19,2.7635694848547058e-15,1.1687047136559715e-36,2.0783664406139824e-05,0.078775360970601754,7.5466834265457478e-10,0.00096487767004730578,6.9480715511739e-10,0.00044608940638304971,3.8914873791078756e-06,4.0154815701362208e-08,2.5696209695219837e-12,3.3683555992304425e-05,1.2546704439368346e-08,2.3902987875910128e-11,2.2150623126813002e-10,1.8677533856077294e-12,1.0859148408582519e-15
5.620208539050468e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11259299364068667,0.099498453370636356,0.060535051874758855,9.0026593634003716e-09,6.0382970516228477e-05,0.00019287927825721422,1.1499164089063629e-07,1.0552143993789929e-13,2.293066012013643e-16,1.4967717798936968e-13,0.0,4.7533819069029091e-14,5.0080363686440006e-26,7.234577538510474e-14,1.3397803736264082e-17,6.4379449820514363e-19,2.7711413645453685e-15,1.1800627358139701e-36,2.0772780009767666e-05,0.078831644274130655,7.5509206463467963e-10,0.00096573724367875495,6.9693006088222509e-10,0.00044682451347790014,3.8997341719950567e-06,4.0267366279701737e-08,2.5770145326797713e-12,3.3823638949951668e-05,1.2605335809212043e-08,2.4004982596286962e-11,2.2170827753200414e-10,1.8792059118232739e-12,1.0932170057160372e-15
5.628815776627146e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11253506652809367,0.09949758838849368,0.060506722266614479,9.0624210903302212e-09,6.0695709843807975e-05,0.00019351791471732119,1.1554084964559423e-07,1.0581899645947038e-13,2.3062052703437805e-16,1.498556456199053e-13,0.0,4.760319131973729e-14,5.0406176064474861e-26,7.2682035129576732e-14,1.344816305019807e-17,6.471356868862046e-19,2.7787158512467496e-15,1.1915112744976609e-36,2.0761912112063772e-05,0.078887841366049233,7.5551511607391147e-10,0.00096659447641903973,6.9905451284755945e-10,0.00044755933771718802,3.9079776208214215e-06,4.0379910674153595e-08,2.5844152569097608e-12,3.3964052908613501e-05,1.2664105673889315e-08,2.4107227036912802e-11,2.2191045237596759e-10,1.8907078343241197e-12,1.1005539254655106e-15
5.6374230142038235e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11247722768936885,0.099496723340404117,0.060478435023872297,9.1224746304680361e-09,6.1009386782137065e-05,0.00019415702391783099,1.1609173075925661e-07,1.0611688606619025e-13,2.3193938973229156e-16,1.5003402751269659e-13,0.0,4.7672478597214099e-14,5.0733522273519547e-26,7.3019193303812348e-14,1.3498619191310159e-17,6.5048833665048208e-19,2.7862929181455482e-15,1.2030508847936416e-36,2.0751060672689571e-05,0.078943952459432018,7.5593749866831832e-10,0.00096744937307528356,7.0118050259497746e-10,0.00044829387839094136,3.916217706998515e-06,4.0492448253755752e-08,2.5918231263072684e-12,3.4104797955892528e-05,1.2723013890822585e-08,2.4209721280832914e-11,2.221127548623735e-10,1.9022592689323959e-12,1.1079256882634442e-15
5.6460302517805014e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11241947690804655,0.099495858227024794,0.060450190040258582,9.1828208660050269e-09,6.1324001470161569e-05,0.00019479660244509268,1.1664428613510771e-07,1.0641510841748604e-13,2.3326319642081983e-16,1.50212323778199e-13,0.0,4.7741680926884869e-14,5.1062406519442763e-26,7.3357250112713865e-14,1.3549172122948802e-17,6.5385246450460761e-19,2.7938725385350925e-15,1.2146821240889804e-36,2.074022565144071e-05,0.078999977766615617,7.5635921411023664e-10,0.00096830193845570157,7.033080217380416e-10,0.00044902813479265352,3.9244544121118953e-06,4.0604978390448663e-08,2.5992381249736581e-12,3.4245874178599417e-05,1.2782060316734257e-08,2.4312465410467573e-11,2.2231518405712745e-10,1.9138603314575461e-12,1.1153323835529391e-15
5.654637489357179e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11236181396839159,0.099494993049010036,0.06042198720986984,9.2434606799116145e-09,6.1639554041420595e-05,0.00019543664689388395,1.1719851767317773e-07,1.0671366317323597e-13,2.3459195420644949e-16,1.5039053452655089e-13,0.0,4.7810798335052225e-14,5.1392833009517225e-26,7.3696205757986454e-14,1.3599821808253796e-17,6.5722808743217418e-19,2.8014546858151301e-15,1.2264055520754464e-36,2.072940700824691e-05,0.079055917499202169,7.5678026408760013e-10,0.0009691521773695183,7.0543706190551873e-10,0.00044976210621926768,3.9326877178687499e-06,4.0717500459082064e-08,2.6066602370249094e-12,3.4387281662755187e-05,1.2841244807653327e-08,2.4415459507612812e-11,2.2251773902931346e-10,1.9255111376960804e-12,1.1227741005675763e-15
5.6623840031761895e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1123099922496088,0.099494214334072018,0.060396640616295266,9.2982882523343815e-09,6.19243533517505e-05,0.00019601308245309926,1.1769876074373067e-07,1.0698264637847154e-13,2.357920752595556e-16,1.5055085117367837e-13,0.0,4.7872931416957024e-14,5.1691538947764778e-26,7.4002034507972503e-14,1.3645489218780547e-17,6.6027599037313539e-19,2.8082807569589848e-15,1.2370359230399719e-36,2.0719684199602738e-05,0.079106190266549428,7.5715864148081154e-10,0.00096991540723855973,7.0735449161697751e-10,0.00045042243627120381,3.9400947715648265e-06,4.0818762908349901e-08,2.6133462067086789e-12,3.4514831697495882e-05,1.289462877553011e-08,2.4508367984371666e-11,2.2270014527803902e-10,1.936039489880249e-12,1.1295016618345448e-15
5.6701305169952e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11225824135217224,0.099493435567780134,0.06037132800466441,9.353354983849115e-09,6.2209912541086952e-05,0.00019658989018688734,1.1820036442216835e-07,1.0725189830886648e-13,2.3699621759554145e-16,1.5071109872071606e-13,0.0,4.7934995754846959e-14,5.1991500581842281e-26,7.4308591618787513e-14,1.3691234942588552e-17,6.6333323041016207e-19,2.8151088341817559e-15,1.2477418333355149e-36,2.0709974595817214e-05,0.07915639404250828,7.5753648242614471e-10,0.00097067676007290388,7.0927314050777537e-10,0.00045108253441891868,3.9474990439161304e-06,4.0920017866880134e-08,2.6200379138314674e-12,3.4642650184650651e-05,1.2948124352996121e-08,2.4601479059325925e-11,2.2288265198294957e-10,1.946608312652218e-12,1.1362577267098237e-15
5.67787703081421e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11220656112031653,0.099492656750605687,0.060346049298536507,9.4086615197494083e-09,6.2496231695638647e-05,0.00019716706763044935,1.1870333008644296e-07,1.0752141871740704e-13,2.3820438635509679e-16,1.5087127724730094e-13,0.0,4.7996991369687183e-14,5.22927209817124e-26,7.4615877230885103e-14,1.3737058952376414e-17,6.6639981987635682e-19,2.8219388983120077e-15,1.2585236957825191e-36,2.0700278167956363e-05,0.07920652897982354,7.579137881443833e-10,0.00097143623938000334,7.111930025244592e-10,0.00045174240015699319,3.954900521894004e-06,4.1021264884968236e-08,2.6267353468367954e-12,3.4770737185296769e-05,1.3001731433684601e-08,2.4694792790817201e-11,2.2306525847287843e-10,1.9572176903989747e-12,1.1430423612664776e-15
5.68562354463322e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11215495139874786,0.099491877883018068,0.060320804421709624,9.4642085058333867e-09,6.2783310898124653e-05,0.00019774461232457583,1.1920765911224462e-07,1.0779120735737408e-13,2.3941658666630416e-16,1.5103138683286496e-13,0.0,4.8058918282998465e-14,5.2595203218223807e-26,7.4923891482654445e-14,1.3782961220707854e-17,6.694757710896627e-19,2.8287709302475369e-15,1.2693819247240355e-36,2.0690594887177923e-05,0.079256595230766225,7.5829055984417932e-10,0.00097219384866771205,7.1311407159770242e-10,0.00045240203298223513,3.9622991924899914e-06,4.1122503514864418e-08,2.6334384941995124e-12,3.48990927599989e-05,1.3055449910808271e-08,2.4788309236786172e-11,2.2324796407941525e-10,1.9678677074974791e-12,1.149855628458177e-15
5.6917851215034535e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11211395127116025,0.099491258336075833,0.06030074875200777,9.5085626957409336e-09,6.3012196437856987e-05,0.00019820425195323876,1.1960977680058977e-07,1.0800598859535928e-13,2.4038365281413497e-16,1.5115868881937174e-13,0.0,4.8108125907752675e-14,5.2836700614095025e-26,7.5169406371464998e-14,1.3819527744277968e-17,6.719290753561494e-19,2.8342065206611366e-15,1.2780733643624166e-36,2.0682902174207664e-05,0.079296368982180107,7.5858986353881386e-10,0.00097279511815657679,7.1464294773625123e-10,0.00045292653827231331,3.9681820817372838e-06,4.1203022432063065e-08,2.6387742499812536e-12,3.500137859050023e-05,1.3098257055114222e-08,2.4862836997862247e-11,2.2339335844316494e-10,1.9763678046641285e-12,1.1552953880123442e-15
5.697946698373687e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11207299557703052,0.099490638757769589,0.060280714398605773,9.5530697434667748e-09,6.324156291887525e-05,0.00019866412114247827,1.2001275859383119e-07,1.0822093925315592e-13,2.413532753730448e-16,1.5128594727948078e-13,0.0,4.8157290093028248e-14,5.3078999814430307e-26,7.5415382396233303e-14,1.3856143747610592e-17,6.7438831640390552e-19,2.8396433344391001e-15,1.2868135911488794e-36,2.0675217746257207e-05,0.07933609945061898,7.5888883075361594e-10,0.00097339520854168419,7.1617258069067827e-10,0.0004534508956394092,3.974063180307592e-06,4.128353553672988e-08,2.6441136079171098e-12,3.5103834405355796e-05,1.3141134553627242e-08,2.4937493073686144e-11,2.2353881475889795e-10,1.9848937085952319e-12,1.1607533370927582e-15
5.704108275243921e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11203208423884659,0.099490019148333192,0.060260701323478771,9.5977299746683342e-09,6.3471410378109711e-05,0.00019912421866238154,1.2041660518117885e-07,1.0843605920700899e-13,2.4232545690649962e-16,1.5141316225288804e-13,0.0,4.8206410850396303e-14,5.3322102365718265e-26,7.5661819623821129e-14,1.3892809216717662e-17,6.7685350041098248e-19,2.8450813620623217e-15,1.2956028156581661e-36,2.0667541588928239e-05,0.079375786712070948,7.591874620947739e-10,0.00097399412158853617,7.1770296741886314e-10,0.00045397510483330433,3.9799424817572568e-06,4.1364042606112755e-08,2.6494565622194217e-12,3.5206460234351262e-05,1.3184082352018512e-08,2.5012277492866562e-11,2.2368433269298981e-10,1.9934454617377696e-12,1.1662295072311323e-15
5.709653694427131e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11199530189490109,0.099489461473416793,0.060242707717438039,9.6380554239382441e-09,6.3678684357208512e-05,0.00019953850063830699,1.2078080707765594e-07,1.086298118114162e-13,2.4320261032448621e-16,1.5152761858056838e-13,0.0,4.8250582410904038e-14,5.3541582805391083e-26,7.5884007511665134e-14,1.3925850420547092e-17,6.790772523488304e-19,2.8499766169155365e-15,1.3035551853035209e-36,2.0660640106844559e-05,0.079411468368057417,7.5945594362295233e-10,0.00097453213816567515,7.1908095744895989e-10,0.00045444676621362576,3.9852323112558569e-06,4.1436493624919272e-08,2.6542682912073758e-12,3.5298968866990725e-05,1.3222795431941743e-08,2.5079693227219444e-11,2.2381535124307392e-10,2.0011641757202832e-12,1.171173665546792e-15
5.715199113610342e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11195855536039341,0.099488903773643264,0.060224731288488757,9.6785054534528972e-09,6.3886347982445367e-05,0.00019995296567424208,1.2114571051604765e-07,1.0882370135543089e-13,2.4408184044584089e-16,1.5164203974493328e-13,0.0,4.8294718813092287e-14,5.3761716340140428e-26,7.6106569074886322e-14,1.3958931670008039e-17,6.8130582757825454e-19,2.8548728403944944e-15,1.3115475685394942e-36,2.0653745301884265e-05,0.079447115142915706,7.597241540191027e-10,0.0009750692038159092,7.2045955338988642e-10,0.00045491830719051642,3.9905206753192415e-06,4.1508939414018291e-08,2.6590829243458909e-12,3.5391615256472641e-05,1.3261565370790557e-08,2.5147212963369378e-11,2.239464191938432e-10,2.0089038928800621e-12,1.1761326331976226e-15
5.7207445327935524e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11192184457920303,0.099488346049181511,0.060206772009106062,9.7190803010304338e-09,6.409440127788924e-05,0.00020036761287827443,1.2151131599691057e-07,1.0901772774907964e-13,2.4496314912885525e-16,1.5175642577475386e-13,0.0,4.8338820065841957e-14,5.3982504098063892e-26,7.6329504360538075e-14,1.3992052954792721e-17,6.8353923059041395e-19,2.8597700256168308e-15,1.3195801201501227e-36,2.0646857163623234e-05,0.07948272709165384,7.5999209371962099e-10,0.00097560531982628714,7.2183875303988325e-10,0.00045538972758338829,3.9958075693391704e-06,4.158137981260418e-08,2.6639004574236571e-12,3.5484399424089013e-05,1.3300392128612177e-08,2.5214836721840764e-11,2.240775363041816e-10,2.0166646441521128e-12,1.1811064334219621e-15
5.726289951976763e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11188516949533056,0.099487788300200122,0.060188829851826456,9.759780204619063e-09,6.4302844266713244e-05,0.00020078244135997872,1.2187762402020871e-07,1.0921189090246609e-13,2.4584653822851391e-16,1.5187077669874823e-13,0.0,4.8382886178172827e-14,5.4203947207479333e-26,7.6552813415143496e-14,1.4025214264558689e-17,6.8577746587247271e-19,2.8646681657181439e-15,1.3276529953230566e-36,2.0639975681659177e-05,0.079518304269158221,7.6025976316299306e-10,0.00097614048748382014,7.2321855420746976e-10,0.00045586102721222526,4.0010929887456508e-06,4.1653814660354797e-08,2.6687208862253135e-12,3.5577321390999089e-05,1.3339275665342333e-08,2.5282564523053223e-11,2.2420870233373686e-10,2.0244464604685978e-12,1.1860950903215521e-15
5.731835371159974e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11184853005289742,0.099487230526867101,0.060170904789247456,9.8006054022967558e-09,6.4511676971197666e-05,0.00020119745023041902,1.2224463508531392e-07,1.0940619072577065e-13,2.4673200959649508e-16,1.5198509254558238e-13,0.0,4.842691715924267e-14,5.4426046796923238e-26,7.6776496284697075e-14,1.4058415588928854e-17,6.8802053790759735e-19,2.8695672538519687e-15,1.3357663496500512e-36,2.0633100845613395e-05,0.079553846730194028,7.6052716278196838e-10,0.00097667470807549848,7.2459895469583313e-10,0.00045633220589758148,4.0063769289743416e-06,4.1726243797463495e-08,2.6735442065471462e-12,3.5670381178229716e-05,1.3378215940812479e-08,2.5350396387322692e-11,2.2433991704278118e-10,2.0322493727587408e-12,1.1910986268483903e-15
5.737380790343184e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11181192619614551,0.099486672729350092,0.060152996794027629,9.8415561322709433e-09,6.4720899412732216e-05,0.00020161263860215094,1.2261234969100586e-07,1.0960062712925066e-13,2.4761956508117147e-16,1.5209937334386996e-13,0.0,4.8470913018346482e-14,5.4648803995149133e-26,7.7000553014665967e-14,1.4091656917491631e-17,6.9026845117495618e-19,2.8744672831897433e-15,1.3439203391274185e-36,2.0626232645128041e-05,0.079589354529405493,7.6079429301411049e-10,0.00097720798288824162,7.2597995232268386e-10,0.00045680326346057983,4.0116593855051353e-06,4.1798667064595089e-08,2.6783704141764942e-12,3.5763578806675504e-05,1.3417212914740643e-08,2.54183323348599e-11,2.2447118019226892e-10,2.0400734119489492e-12,1.1961170674111925e-15
5.742926209526395e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11177535786943675,0.099486114907816225,0.060135105838886212,9.8826326328782508e-09,6.4930511611818601e-05,0.0002020280055892237,1.2298076833547255e-07,1.0979520002324022e-13,2.4850920652761057e-16,1.5221361912217242e-13,0.0,4.8514873764915594e-14,5.4872219931126222e-26,7.7224983649991413e-14,1.4124938239800968e-17,6.9252121014971762e-19,2.8793682469207947e-15,1.3521151201564697e-36,2.0619371069868751e-05,0.079624827721316419,7.6106115428993496e-10,0.00097774031320892792,7.273615448968691e-10,0.00045727419972291027,4.0169403538179075e-06,4.1871084302933543e-08,2.6831995049154915e-12,3.5856914297099148e-05,1.3456266546741651e-08,2.5486372385772029e-11,2.2460249154361537e-10,2.0479186089626522e-12,1.2011504348590861e-15
5.748471628709605e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11173882501725295,0.099485557062432228,0.060117231896603125,9.9238351425841865e-09,6.5140513588072993e-05,0.00020244355030718213,1.2334989151631008e-07,1.0998990931815017e-13,2.4940093577757526e-16,1.5232782990899914e-13,0.0,4.8558799408516888e-14,5.5096295734037925e-26,7.7449788235090282e-14,1.4158259545376497e-17,6.9477881930304766e-19,2.8842701382523002e-15,1.3603508495439704e-36,2.0612516109522099e-05,0.079660266360330273,7.6132774704571338e-10,0.00097827170032433776,7.2874373024391279e-10,0.00045774501450682853,4.0222198294378153e-06,4.1943495354130978e-08,2.6880314745552146e-12,3.5950387670131524e-05,1.3495376796318964e-08,2.555451656006164e-11,2.2473385085895256e-10,2.0557849947203497e-12,1.2061987537539541e-15
5.754017047892816e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1117023275841954,0.099484999193364287,0.060099374940018685,9.9651638999828521e-09,6.5350905360228589e-05,0.00020285927187306877,1.2371971973052329e-07,1.1018475492446798e-13,2.5029475466952487e-16,1.524420057328078e-13,0.0,4.8602689958851965e-14,5.5321032533280238e-26,7.76749668138565e-14,1.4191620823703554e-17,6.9704128310210891e-19,2.8891729504092652e-15,1.3686276845026077e-36,2.0605667753798104e-05,0.079695670500730773,7.6159407170899908e-10,0.00097880214552118925,7.3012650617725615e-10,0.0004582157076351544,4.0274978078872519e-06,4.2015900060363338e-08,2.6928663189049402e-12,3.6043998946272063e-05,1.3534543622874532e-08,2.5622764877628258e-11,2.2486525790086965e-10,2.0636726001394794e-12,1.2112620466895295e-15
5.7595624670760265e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1116658655149845,0.099484441300778242,0.06008153494203345,1.0006619143796642e-08,6.5561686946138243e-05,0.00020327516940542599,1.240902534745255e-07,1.1037973675275785e-13,2.511906650386155e-16,1.5255614662200418e-13,0.0,4.8646545425756255e-14,5.5546431458460369e-26,7.7900519429662296e-14,1.422502206423333e-17,6.9930860601005836e-19,2.8940766766344931e-15,1.3769457826514492e-36,2.0598825992427527e-05,0.079731040196682021,7.6186012871492421e-10,0.00097933165008607303,7.3150987053083223e-10,0.00045868627893127015,4.0327742847371779e-06,4.208829826426732e-08,2.6977040337590397e-12,3.6137748145888912e-05,1.3573766985699887e-08,2.5691117358267051e-11,2.2499671243272492e-10,2.0715814561344699e-12,1.2163403384404116e-15
5.765107886259237e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11162943875445956,0.099483883384839378,0.060063711875608106,1.0048201112875949e-08,6.5772858362776954e-05,0.00020369124202429799,1.244614932441392e-07,1.1057485471366042e-13,2.5208866871670067e-16,1.5267025260494277e-13,0.0,4.8690365819198264e-14,5.5772493639395127e-26,7.812644612536002e-14,1.4258463256382906e-17,7.0158079248604707e-19,2.8989813101885604e-15,1.3853053020164027e-36,2.0591990815164452e-05,0.079766375502228939,7.6212591848813662e-10,0.00097986021530549277,7.3289382112263743e-10,0.00045915672821911913,4.0380492555528963e-06,4.2160689809008493e-08,2.7025446149339407e-12,3.6231635289219186e-05,1.361304684398628e-08,2.5759574021670481e-11,2.2512821421826654e-10,2.0795115936166303e-12,1.221433651349285e-15
5.770653305442448e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11159304724757826,0.099483325445712575,0.060045905713763233,1.0089910046198878e-08,6.5984419626244245e-05,0.00020410748885123255,1.2483343953459589e-07,1.1077010871789292e-13,2.5298876753233227e-16,1.5278432370992626e-13,0.0,4.873415114927865e-14,5.599922020610948e-26,7.8352746943283141e-14,1.4291944389535374e-17,7.0385784698521649e-19,2.9038868443497839e-15,1.3937064010306705e-36,2.0585162211783553e-05,0.07980167647129767,7.6239144146283179e-10,0.00098038784246579774,7.3427835579534479e-10,0.00045962705532320424,4.043322715950605e-06,4.22330745382052e-08,2.7073880582269404e-12,3.6325660396369204e-05,1.3652383156815668e-08,2.5828134887427025e-11,2.252597630220589e-10,2.0874630434941758e-12,1.2265420104436361e-15
5.776198724625658e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11155669093941661,0.099482767483562357,0.060028116429579163,1.0131746182870935e-08,6.6196370751766962e-05,0.00020452390900928323,1.2520609284053645e-07,1.1096549867624908e-13,2.5389096331076081e-16,1.5289835996520636e-13,0.0,4.8777901426229556e-14,5.6226612288835104e-26,7.8579421925248116e-14,1.43254654530399e-17,7.0613977395869985e-19,2.9087932724142006e-15,1.4021492385352064e-36,2.0578340172082792e-05,0.079836943157695711,7.6265669806057767e-10,0.00098091453285322882,7.3566347237106543e-10,0.00046009726006858599,4.048594661538218e-06,4.2305452296011518e-08,2.7122343594620537e-12,3.6419823487314727e-05,1.3691775883171192e-08,2.589679997502281e-11,2.2539135860899263e-10,2.0954358366721277e-12,1.2316654377659568e-15
5.781744143808869e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11152036977516837,0.09948220949855259,0.060010343996195814,1.0173709762124754e-08,6.6408711753701609e-05,0.00020494050162301092,1.2557945365601118e-07,1.1116102449959888e-13,2.5479525787393706e-16,1.5301236139898347e-13,0.0,4.8821616660413644e-14,5.6454671018008881e-26,7.8806471112555323e-14,1.4359026436211831e-17,7.0842657785361622e-19,2.913700587695527e-15,1.410633973779173e-36,2.0571524685880491e-05,0.079872175615112576,7.6292168871476799e-10,0.00098144028775384471,7.3704916870155803e-10,0.00046056734228088153,4.0538650879765955e-06,4.2377822927024582e-08,2.7170835144391937e-12,3.6514124581901195e-05,1.3731224981927804e-08,2.5965569303840331e-11,2.2552300074483779e-10,2.1034300040523385e-12,1.2368039586309455e-15
5.787289562992079e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1114840837001449,0.099481651490846895,0.059992588386812484,1.0215801023319781e-08,6.6621442645536854e-05,0.00020535726581848615,1.2595352247448041e-07,1.1135668609888881e-13,2.5570165304051151e-16,1.531263280394071e-13,0.0,4.8865296862323349e-14,5.6683397524271365e-26,7.9033894545991103e-14,1.4392627328332761e-17,7.1071826311307444e-19,2.9186087835251478e-15,1.4191607664203976e-36,2.0564715743018254e-05,0.079907373897119716,7.6318641384376061e-10,0.00098196510845357339,7.3843544261270067e-10,0.00046103730178626316,4.0591339909163546e-06,4.2450186276385705e-08,2.7219355189903138e-12,3.6608563699843916e-05,1.3770730411862979e-08,2.60344428931601e-11,2.256546891956178e-10,2.1114455765333947e-12,1.2419575947453709e-15
5.79283498217529e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11144783265977475,0.099481093460608308,0.059974849574687787,1.0258020205941999e-08,6.6834563439896225e-05,0.0002057742007232904,1.2632829978881406e-07,1.115524833851415e-13,2.5661015062583636e-16,1.5324025991457569e-13,0.0,4.8908942042580072e-14,5.6912792938465453e-26,7.9261692265828536e-14,1.4426268118650629e-17,7.1301483417616595e-19,2.9235178532520679e-15,1.4277297765258274e-36,2.055791333335782e-05,0.079942538057171178,7.6345087388031339e-10,0.0009824889962381342,7.3982229196572318e-10,0.00046150713841145623,4.0644013660623303e-06,4.2522542189667647e-08,2.7267903689175836e-12,3.6703140860728407e-05,1.3810292131647138e-08,2.6103420762159323e-11,2.2578642372830426e-10,2.1194825850106327e-12,1.2471263717497304e-15
5.7983804013585005e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11141161659960337,0.099480535407999518,0.059957127533139316,1.030036754960363e-08,6.7048074148540443e-05,0.00020619130546651834,1.2670378609129256e-07,1.11748416269456e-13,2.5752075244196538e-16,1.5335415705253723e-13,0.0,4.8952552211933399e-14,5.7142858391634729e-26,7.9489864311829442e-14,1.4459948796379806e-17,7.1531629547796843e-19,2.9284277902429058e-15,1.4363411645719831e-36,2.0551117446784188e-05,0.079977668148603867,7.6371506923944495e-10,0.00098301195239309126,7.4120971458988968e-10,0.0004619768519837378,4.0696672091080129e-06,4.2594890512997825e-08,2.7316480600612507e-12,3.6797856084010505e-05,1.3849910099854571e-08,2.6172502929913626e-11,2.2591820411004069e-10,2.1275410603760597e-12,1.2523103109785549e-15
5.803925820541711e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.11137543546529284,0.099479977333182756,0.059939422235543674,1.0342843294042827e-08,6.7261974782369994e-05,0.0002066085791787791,1.2707998187360636e-07,1.119444846630073e-13,2.5843346029765552e-16,1.5346801948128872e-13,0.0,4.8996127381260208e-14,5.7373595015022175e-26,7.9718410723245243e-14,1.4493669350701175e-17,7.1762265144953931e-19,2.9333385878818429e-15,1.4449950914454168e-36,2.0544328073202324e-05,0.080012764224637767,7.6397900035342044e-10,0.00098353397820377794,7.4259770835626901e-10,0.00046244644233093581,4.0749315158013455e-06,4.2667231092921326e-08,2.7365085882254128e-12,3.6892709389016691e-05,1.3889584274953622e-08,2.6241689415395612e-11,2.2605003010899329e-10,2.1356210335183475e-12,1.2575094384318188e-15
