Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(33),OX(20),CH3X(22),HX(19),CH2X(134),CHX(26),HOX(23),H2X(36),CXHO(27),OCX(21),H2OX(35),COX(37),CX(24),CO2X(34),HOCXO(25)
1.101514466670286e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.16481839476977395,0.099909956569041863,0.086093813852560264,4.3048613832363382e-12,7.2244558023657386e-08,1.598643288557078e-06,4.9937039201337559e-10,4.7924740976655937e-15,2.1738684748496168e-19,3.9362078003821192e-14,0.0,5.2463696304035475e-15,3.4958649287471504e-29,2.5077288997515059e-16,1.5505176933253807e-19,1.7807841468227245e-21,5.6580296153217215e-17,3.0977188036924964e-41,3.0534105509316998e-05,0.027811856333969952,3.6187560769170482e-10,0.00017528336892777289,1.163356044885254e-11,5.9237537390101997e-05,1.7248953490108935e-07,4.8849415504408814e-10,8.248147784429989e-14,2.706965323938848e-07,2.2065995413828023e-11,1.5252752612881479e-13,2.1405651378148215e-10,1.3142909702376236e-15,3.1421756044516884e-19
1.111104483383952e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.16462362643807538,0.099909315201462484,0.085997714856372226,4.4931356770458167e-12,7.5081652821959308e-08,1.644707063262677e-06,5.147193469737327e-10,4.8689116715866306e-15,2.2600754169778074e-19,3.9652566470622538e-14,0.0,5.3160857955564608e-15,3.6304118303834082e-29,2.5879760643482298e-16,1.5903645751966642e-19,1.838470319163238e-21,5.7940777191941232e-17,3.2707573205147546e-41,3.0497825971649481e-05,0.02800404078996898,3.6338886862822431e-10,0.00017722258279201058,1.1905841464883914e-11,5.9907781052183149e-05,1.7578500661837254e-07,5.0197650627153263e-10,8.4090118336113527e-14,2.7808377163820961e-07,2.290555859573116e-11,1.5703073864742205e-13,2.1294286283720059e-10,1.3701633624310809e-15,3.2882055293499201e-19
1.120694500097618e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1644295191687507,0.099908671666168999,0.085901949485529053,4.687859096221811e-12,7.8004547101201671e-08,1.6916831330643342e-06,5.303960821758816e-10,4.9459873054115845e-15,2.3489241444076016e-19,3.9942578547128334e-14,0.0,5.3861137687325738e-15,3.7690221478711209e-29,2.6700901064557374e-16,1.6308635093099867e-19,1.8975215339490546e-21,5.9320994214338395e-17,3.4519649471810657e-41,3.0461668710469155e-05,0.028195557741726236,3.6489667929188986e-10,0.00017916603774961141,1.21822504146806e-11,6.0579935524531598e-05,1.7911360176910097e-07,5.1570579737982877e-10,8.5715814561824663e-14,2.856052750239788e-07,2.3769320297548124e-11,1.616234341181133e-13,2.1185939181792247e-10,1.4278707655817486e-15,3.4397115042341402e-19
1.1293255151399174e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.16425538474675816,0.099908090643104672,0.085816044323999613,4.8687561505652933e-12,8.0710006264382536e-08,1.7347495016131936e-06,5.4478865247984004e-10,5.0159011997925184e-15,2.4311938738166982e-19,4.0203186012920282e-14,0.0,5.4494040353853197e-15,3.8973200074153859e-29,2.74561111763369e-16,1.667873666363026e-19,1.9518515564902812e-21,6.05801318222515e-17,3.6222983577902421e-41,3.0429231153352989e-05,0.028367355434576802,3.6624907481841702e-10,0.00018091872098391175,1.2434569407633459e-11,6.1186495771011328e-05,1.8213765135303816e-07,5.2827501565073211e-10,8.7193540635404549e-14,2.9249041592447756e-07,2.4567782906992124e-11,1.6583411176574464e-13,2.1090911683355156e-10,1.4814113547635302e-15,3.580877860650316e-19
1.1379565301822167e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.16408178005689267,0.099907507886631081,0.085730406472614998,5.0551244733231681e-12,8.3487762960680095e-08,1.7785695195690103e-06,5.5945279516427591e-10,5.0863324382161783e-15,2.5156917416313355e-19,4.0463414816192963e-14,0.0,5.5129440641022132e-15,4.0290485990763558e-29,2.8226857135522986e-16,1.7054186941558393e-19,2.0073186626417406e-21,6.1855381362052948e-17,3.7997435147670152e-41,3.0396891585650813e-05,0.028538618297121131,3.6759710370039563e-10,0.00018267474222513822,1.2690272035052319e-11,6.1794580538770524e-05,1.8518851742417846e-07,5.4104745472787975e-10,8.8685112770071862e-14,2.994861565244644e-07,2.5386570602030964e-11,1.7011865497954879e-13,2.0998154934846257e-10,1.5365038528610769e-15,3.726722085102678e-19
1.146587545224516e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.16390870241630284,0.099906923407259068,0.085645034560701674,5.2470837710115375e-12,8.6339164554376145e-08,1.8231501339259275e-06,5.7439139489286629e-10,5.1572812493964984e-15,2.6024602841350182e-19,4.0723268277869357e-14,0.0,5.5767325275621821e-15,4.1642752495784273e-29,2.9013336375278954e-16,1.7435017464115899e-19,2.0639378439051725e-21,6.3146801167063303e-17,3.9845449047672231e-41,3.0364649513457459e-05,0.028709349068491281,3.6894078845702255e-10,0.00018443405571268618,1.2949377066583186e-11,6.2404178936426244e-05,1.8826619185631704e-07,5.5402461826577296e-10,9.0190545037762571e-14,3.0659336902970967e-07,2.6226030770072514e-11,1.7447771858582515e-13,2.0907592275429202e-10,1.5931798714145617e-15,3.8773620299232368e-19
1.1552185602668153e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.16373614916144258,0.099906337215424731,0.085559927227371338,5.4447553440584057e-12,8.9265571847219697e-08,1.8684982835203334e-06,5.8960734207729716e-10,5.2287478523277124e-15,2.691542494044774e-19,4.0982749659384587e-14,0.0,5.6407680985454769e-15,4.3030681294922811e-29,2.9815747120871359e-16,1.7821259615967485e-19,2.1217241665976032e-21,6.4454448776438321e-17,4.176953665925557e-41,3.0332504446409676e-05,0.028879550468237966,3.7028015144599312e-10,0.00018619661588852604,1.3211903154748019e-11,6.3015280145037517e-05,1.9137066543909463e-07,5.6720800215835413e-10,9.1709851149950028e-14,3.1381292428222057e-07,2.7086513525101998e-11,1.7891195678379394e-13,2.0819150555818827e-10,1.651471381184194e-15,4.032917565097758e-19
1.1638495753091146e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.16356411764789197,0.099905749321490253,0.08547508312143072,5.648262092996843e-12,9.2268359057051859e-08,1.9146208984970771e-06,6.0510353277566484e-10,5.3007324564087873e-15,2.7829818207716942e-19,4.1241862164029882e-14,0.0,5.7050494499398706e-15,4.4454962573077629e-29,3.0634288379363928e-16,1.8212944629577567e-19,2.1806927713401805e-21,6.5778380938116102e-17,4.3772277214012659e-41,3.030045589765438e-05,0.029049225196510865,3.716152148724764e-10,0.00018796237739642034,1.3477868831283812e-11,6.362787341749594e-05,1.9450192786797211e-07,5.8059909442830347e-10,9.3243044467783659e-14,3.2114569174241016e-07,2.7968371689879466e-11,1.8342202312262171e-13,2.0732760039034002e-10,1.7114107124084551e-15,4.1935105646396195e-19
1.171617488847184e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.16340973320417726,0.099905218770158719,0.085398947376483791,5.8365101139355306e-12,9.5037318958612539e-08,1.9567991402205834e-06,6.1929211067298384e-10,5.365961656496704e-15,2.8673288288237339e-19,4.147475063017407e-14,0.0,5.7631117116811639e-15,4.5768474395383708e-29,3.1384932201733805e-16,1.8570140479907021e-19,2.2347879399570651e-21,6.6983889442745238e-17,4.564417946574355e-41,3.0271694327332539e-05,0.029201484364025965,3.7281311405170205e-10,0.00018955426256748998,1.3720194011476685e-11,6.4180474252224608e-05,1.9734295913657401e-07,5.9282989155382232e-10,9.463480276825364e-14,3.2784269637659243e-07,2.8780613789867156e-11,1.875464555047637e-13,2.0656707345883636e-10,1.7667920086561736e-15,4.3424536643256676e-19
1.1793854023852533e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.16325576734309566,0.099904686855911071,0.08532302278749393,6.0296773387531349e-12,9.7870291212135682e-08,1.999615343598866e-06,6.3371215509794228e-10,5.4316107388371486e-15,2.9536529839600621e-19,4.170734511058601e-14,0.0,5.8213710133928544e-15,4.7112512847977325e-29,3.2148949716485414e-16,1.8931792778401239e-19,2.2898642218423396e-21,6.8202674022740945e-17,4.7583914495013418e-41,3.0243010195253897e-05,0.029353321040637721,3.7400756440117029e-10,0.00019114867145975776,1.3965333519722494e-11,6.4734267276534896e-05,2.0020567114301454e-07,6.0523120475185065e-10,9.6037829477597174e-14,3.3463273788560805e-07,2.9610718922873928e-11,1.9173331298773796e-13,2.0582215934183917e-10,1.8235585947202785e-15,4.4956692069576652e-19
1.1871533159233227e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.16310221817590781,0.09990415358615011,0.085247308389233681,6.2278567103521163e-12,1.0076830539925277e-07,2.0430745405480506e-06,6.4836578862110271e-10,5.4976798366260583e-15,3.0419869103702827e-19,4.1939647824737147e-14,0.0,5.8798263878688321e-15,4.8487598851566227e-29,3.2926487583023272e-16,1.9297923978803951e-19,2.3459328068490896e-21,6.9434774415171057e-17,4.9593508994097129e-41,3.0214403153667191e-05,0.0295047371551477,3.7519858179136626e-10,0.00019274557142471427,1.4213300613949487e-11,6.5289244802654498e-05,2.0309005415636849e-07,6.178041020029815e-10,9.745213361894739e-14,3.4151644716969493e-07,3.0458949850261315e-11,1.9598307057244446e-13,2.0509241461257224e-10,1.8817347870425169e-15,4.6532502918028523e-19
1.194921229461392e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1629490838259903,0.09990361896823173,0.085171803222618594,6.4311422363370976e-12,1.0373239984089655e-07,2.0871817559706558e-06,6.632551372781349e-10,5.5641690770626386e-15,3.1323635322807988e-19,4.2171660957083249e-14,0.0,5.9384768679971863e-15,4.989425898911323e-29,3.3717692948006715e-16,1.9668556435947645e-19,2.4030049323089853e-21,7.0680229845293608e-17,5.1675037619248923e-41,3.0185872857042913e-05,0.029655734624064442,3.7638618197863264e-10,0.00019434492994434871,1.4464108480156725e-11,6.5845399188463606e-05,2.059960977646182e-07,6.3054964585228392e-10,9.8877723975303993e-14,3.4849445418166313e-07,3.1325571063799923e-11,2.0029620277997293e-13,2.0437741472903063e-10,1.941345138403452e-15,4.8152913836788873e-19
1.2019123516456546e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.16281161603848671,0.099903136665472597,0.08510402667794896,6.6185435296623403e-12,1.0645744865716005e-07,2.1274364528344285e-06,6.7685884742730102e-10,5.6243687157704053e-15,3.2154764503328316e-19,4.2380226961533434e-14,0.0,5.991428316209192e-15,5.1187688799171956e-29,3.4441585492223369e-16,2.0005992618634208e-19,2.4552371979861242e-21,7.1812590298237707e-17,5.3611671081395295e-41,3.0160260923221196e-05,0.029791275978274481,3.7745211338079404e-10,0.00019578642790496383,1.4692275253654445e-11,6.6346938071034525e-05,2.0863004766960627e-07,6.4216912192451952e-10,1.001704120903567e-13,3.5485580493519549e-07,3.2121473838245845e-11,2.0423259886584134e-13,2.0374618524694997e-10,1.9962411439896314e-15,4.9650208607230127e-19
1.2089034738299171e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.16267448139144752,0.099902653281923534,0.085036418148367363,6.8102278577030396e-12,1.0923763979599227e-07,2.1682237615508534e-06,6.9065676633869973e-10,5.6849088526707104e-15,3.3002952879085599e-19,4.2588561690880378e-14,0.0,6.0445363118447276e-15,5.2507516697251392e-29,3.5176776232571686e-16,2.0347109004572229e-19,2.5082997301616167e-21,7.2955827568770841e-17,5.5609872926002049e-41,3.0134710625931536e-05,0.029926481152071926,3.7851530089036305e-10,0.00019722986753801288,1.4922763161315565e-11,6.6849418549050775e-05,2.1128152511835583e-07,6.5393006476804079e-10,1.0147225508140217e-13,3.6129450421800802e-07,3.2932683603005614e-11,2.0822105758899478e-13,2.0312628480965147e-10,2.0523371297066718e-15,5.1185113789094479e-19
1.2158945960141797e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.16253767854159382,0.099902168822850829,0.084968976947265726,7.0062659774920899e-12,1.1207374828070611e-07,2.209547329487851e-06,7.0465045087948002e-10,5.7457895683020383e-15,3.3868446702460279e-19,4.2796666667569514e-14,0.0,6.0978001501050587e-15,5.3854138417161527e-29,3.5923373427132493e-16,2.0691921685858979e-19,2.5622008182971921e-21,7.4109969195616768e-17,5.7671258612923571e-41,3.0109221717830235e-05,0.030061351517447706,3.7957575578869408e-10,0.00019867522540735971,1.5155581649334093e-11,6.7352835144909799e-05,2.1395052111072096e-07,6.6583323744527287e-10,1.027832588943567e-13,3.6781100926179731e-07,3.3759396721156145e-11,2.1226192383490583e-13,2.02517439331941e-10,2.1096514858440587e-15,5.275834667696613e-19
1.222186605980016e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.16241483855930858,0.099901731894441237,0.084908422367791822,7.1864818275439582e-12,1.1467470038915191e-07,2.2472000524982379e-06,7.1741343505631591e-10,5.8008734707148161e-15,3.4662392415501308e-19,4.2983765949211286e-14,0.0,6.1458702675327363e-15,5.5089336795737649e-29,3.6605153141379851e-16,2.1005426679833498e-19,2.6114356387088362e-21,7.5158042378026048e-17,5.9581890161593514e-41,3.0086333985005054e-05,0.030182449712734705,3.8052783808488091e-10,0.00019997766828000997,1.5367118700213666e-11,6.7806705958163503e-05,2.1636758807421158e-07,6.7666832703969337e-10,1.0397099962676567e-13,3.7374276511011622e-07,3.4516857080091959e-11,2.159437966604982e-13,2.0197871209267563e-10,2.1622914377378439e-15,5.420762679815165e-19
1.2284786159458523e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.16229226528249452,0.099901294102896221,0.084848002276346729,7.3703347136183725e-12,1.1732215092375338e-07,2.2852927467708573e-06,7.3033739014390413e-10,5.8562333575173375e-15,3.5470738892088558e-19,4.3170681427265505e-14,0.0,6.1940655329847397e-15,5.6346855580672177e-29,3.7296339366163671e-16,2.1321950296184822e-19,2.6613625142741598e-21,7.6214989736284907e-17,6.1546261698649419e-41,3.0063495599891441e-05,0.030303278807384457,3.8147772419392718e-10,0.00020128162904340204,1.5580557936914536e-11,6.8261326661307937e-05,2.187988302379145e-07,6.8761978888555222e-10,1.0516616947119506e-13,3.7973824587272957e-07,3.5287179807387837e-11,2.1966864959565826e-13,2.0144853988147719e-10,2.215946916745566e-15,5.5689076710763605e-19
1.2347706259116885e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.16216995774780066,0.09990085545199319,0.084787716180455941,7.5578776898931684e-12,1.2001667667406469e-07,2.3238280597649287e-06,7.4342345549121902e-10,5.9118692796707568e-15,3.6293669740715072e-19,4.3357414168090642e-14,0.0,6.2423854328416096e-15,5.7626991122595447e-29,3.7997011647595054e-16,2.1641504132710723e-19,2.7119875508440555e-21,7.7280830659307025e-17,6.3565621694216268e-41,3.00407063850938e-05,0.030423839785443128,3.824254222088553e-10,0.00020258709078792427,1.5795906134702613e-11,6.8716693321288643e-05,2.2124424013799828e-07,6.9868817146842654e-10,1.0636877247112235e-13,3.8579778352444943e-07,3.6070510336046513e-11,2.2343673333974803e-13,2.0092674314011011e-10,2.2706316519323133e-15,5.7203238495583254e-19
1.2404334348809411e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.16206010738386972,0.099900459934535946,0.084733572855347036,7.729865621463552e-12,1.224824788655815e-07,2.3588904654985217e-06,7.5534046133656751e-10,5.96217766001843e-15,3.7046929935649993e-19,4.3525318265141719e-14,0.0,6.2859794806734037e-15,5.8798697384473634e-29,3.8635793179949788e-16,2.1931702975622926e-19,2.7581520737177505e-21,7.8247707339058664e-17,6.5431111216950666e-41,3.0020237986511005e-05,0.030532116235274426,3.8327648625921038e-10,0.0002037632757654625,1.5991357244993894e-11,6.9127157872805463e-05,2.2345721606616304e-07,7.0875013433114014e-10,1.0745747378971427e-13,3.913064100807094e-07,3.6786750256561771e-11,2.2686517806444256e-13,2.0046414336871888e-10,2.3207393568003845e-15,5.8594405694254066e-19
1.2460962438501937e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.16195047079942351,0.099900063726769642,0.084679537314280171,7.9049252139207449e-12,1.2498730788887863e-07,2.3943154582491688e-06,7.6739053293626428e-10,6.012709702117865e-15,3.7812288910509721e-19,4.3693075956833168e-14,0.0,6.3296736920553529e-15,5.9989184851119963e-29,3.9282381267093166e-16,2.2224374052911588e-19,2.8048915473853777e-21,7.9221817167752693e-17,6.7343114033287071e-41,2.9999809144884804e-05,0.030640177013985043,3.84125790321613e-10,0.00020494065063597112,1.6188364960661071e-11,6.9538220637910405e-05,2.256816557474306e-07,7.1890764154750447e-10,1.0855220199100378e-13,3.9686743266717295e-07,3.7513751895499607e-11,2.3032902504622875e-13,2.0000806410364905e-10,2.3717021142402961e-15,6.0012917311894195e-19
1.2517590528194463e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.16184104730240423,0.099899666831408274,0.084625609203427626,8.0830961166600831e-12,1.2753159191851195e-07,2.4301049598395894e-06,7.7957450364955448e-10,6.063465438174777e-15,3.8589883198483008e-19,4.3860687993350715e-14,0.0,6.373467692696819e-15,6.1198674767176824e-29,3.9936834295664961e-16,2.2519525732419436e-19,2.8522104635893489e-21,8.0203173833025968e-17,6.9302588675684348e-41,2.9979419732770444e-05,0.030748022828566039,3.8497334021141202e-10,0.00020611920318655373,1.6386934147421853e-11,6.9949878788142452e-05,2.2791755315841809e-07,7.2916108772858219e-10,1.0965295983585182e-13,4.0248109239151962e-07,3.8251622745499199e-11,2.3382845654939378e-13,1.9955838605568652e-10,2.4235301444087698e-15,6.1459181265980667e-19
1.2574218617886989e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.16173183620394324,0.099899269251153527,0.084571788170579351,8.2644182876446959e-12,1.3011576154951136e-07,2.4662608893841035e-06,7.9189320769075779e-10,6.1144448988605732e-15,3.9379850179522833e-19,4.4028155116551214e-14,0.0,6.4173611083550645e-15,6.2427390030240104e-29,4.0599210775240663e-16,2.2817166354637638e-19,2.9001133267583219e-21,8.1191790882132877e-17,7.131050935207188e-41,2.9959069623308464e-05,0.030855654382771384,3.8581914171938234e-10,0.0002072989212402235,1.6587069646671901e-11,7.0362129507135405e-05,2.3016490209355139e-07,7.3951086580811988e-10,1.1075975002912985e-13,4.0814763007310269e-07,3.9000470758638761e-11,2.3736365467762594e-13,1.9911499331147065e-10,2.4762337343062206e-15,6.293360952464583e-19
1.2630846707579514e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.16162283681834178,0.099898870988694655,0.084518073865133311,8.4489319940322162e-12,1.3274024979262745e-07,2.5027851632285152e-06,8.0434748011948361e-10,6.1656481133252466e-15,4.0182328080122351e-19,4.4195478060082036e-14,0.0,6.4613535648374356e-15,6.3675555195225904e-29,4.1269569337092711e-16,2.3117304232757771e-19,2.948604653946644e-21,8.2187681722296974e-17,7.3367866135914571e-41,2.9938758690221359e-05,0.030963072377136955,3.8666320061118201e-10,0.00020847979265583099,1.6788776275876394e-11,7.0774969990552856e-05,2.3242369616507478e-07,7.4995736703112205e-10,1.1187257521914452e-13,4.1386728624132243e-07,3.9760404343819897e-11,2.4093480137217087e-13,1.9867777319756814e-10,2.5298232377740648e-15,6.443661812046465e-19
1.268747479727204e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.16151404846305256,0.099898472046708792,0.084464465938086097,8.6366778127955117e-12,1.3540549206948402e-07,2.5396796948902577e-06,8.169381568309397e-10,6.2170751092100384e-15,4.0997455973056482e-19,4.4362657549498483e-14,0.0,6.5054446880035802e-15,6.4943396478706778e-29,4.1947968732950805e-16,2.3419947652723541e-19,2.9976889747734412e-21,8.3190859621063227e-17,7.5475665157699503e-41,2.9918486807809877e-05,0.031070277508999426,3.8750552262281486e-10,0.00020966180532798806,1.6992058830934995e-11,7.1188397446023788e-05,2.3469392880826332e-07,7.6050098094230134e-10,1.1299143799265877e-13,4.1964030113401273e-07,4.0531532364150238e-11,2.4454207840988539e-13,1.9824661615471878e-10,2.5843090754909884e-15,6.5968627206711012e-19
1.2744102886964566e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.16140547045866108,0.099898072427860751,0.084410964042023556,8.8276966313377554e-12,1.3811192620763817e-07,2.5769463949987825e-06,8.2966607454631654e-10,6.2687259126600314e-15,4.1825373777101182e-19,4.4529694302379358e-14,0.0,6.5496341037677006e-15,6.6231141763219722e-29,4.2634467833764376e-16,2.3725104873282812e-19,3.0473708313618968e-21,8.4201337706650445e-17,7.7634928797781474e-41,2.9898253850949749e-05,0.031177270472515044,3.8834611346618093e-10,0.0002108449471869991,1.7196922083178381e-11,7.160240909307846e-05,2.36975593279918e-07,7.7114209537518898e-10,1.141163408817479e-13,4.2546691469584126e-07,4.131396413427898e-11,2.4818566740142363e-13,1.9782141561970634e-10,2.6397017349673589e-15,6.7530061042178361e-19
1.2800730976657092e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.16129710212886703,0.099897672134803273,0.084357567831111535,9.0220296481014237e-12,1.4085999243552211e-07,2.6145871712362143e-06,8.4253207080326103e-10,6.3206005483368423e-15,4.2666222256740025e-19,4.4696589028441336e-14,0.0,6.5939214381008641e-15,6.7539020601543251e-29,4.3329125628468967e-16,2.4032784126040816e-19,3.0976547782793253e-21,8.5219128968302197e-17,7.9846695880678863e-41,2.9878059695088459e-05,0.03128405195867822,3.8918497883013707e-10,0.00021202920619879428,1.740337077896216e-11,7.2017002163084651e-05,2.3926868265641759e-07,7.8188109644111428e-10,1.1524728636500729e-13,4.3134736657672952e-07,4.2107809417720547e-11,2.518657497895164e-13,1.9740206791199301e-10,2.6960117705379652e-15,6.9121347987643803e-19
1.2857359066349618e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.16118894280046603,0.09989727117017709,0.084304276961086444,9.2197183731709757e-12,1.436501333772888e-07,2.6526039282782699e-06,8.5553698394644077e-10,6.3726990394309644e-15,4.3520143021826454e-19,4.4863342429650841e-14,0.0,6.6383063170333413e-15,6.8867264220942602e-29,4.4032001222749374e-16,2.4342993615512453e-19,3.1485453824764579e-21,8.6244246256637978e-17,8.2112021870881609e-41,2.9857904216241611e-05,0.03139062265534006,3.9002212437288327e-10,0.00021321457036485404,1.7611409643687745e-11,7.2432173899184536e-05,2.4157318984088808e-07,7.9271836851785934e-10,1.1638427685890039e-13,4.3728189613029188e-07,4.2913178424187779e-11,2.555825068471113e-13,1.9698847212377303e-10,2.7532498033537829e-15,7.0742920583916252e-19
1.2913987156042144e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.16108099180333127,0.099896869536610908,0.08425109108924636,9.4208046288692519e-12,1.4648279404756712e-07,2.6909985677354615e-06,8.6868165311819499e-10,6.425021407673946e-15,4.438727852721653e-19,4.5029955200334136e-14,0.0,6.6827883666569986e-15,7.0216105527382978e-29,4.4743153837804841e-16,2.465574151917476e-19,3.2000472232266803e-21,8.7276702284006618e-17,8.4431979070179174e-41,2.9837787290989606e-05,0.031496983247226704,3.908575557284274e-10,0.00021440102772214318,1.7821043378223357e-11,7.2847921556231719e-05,2.4388910756235538e-07,8.0365429423913251e-10,1.1752731472586184e-13,4.4327074241229606e-07,4.3730181806873272e-11,2.5933611967562123e-13,1.9658053001441005e-10,2.8114265213718227e-15,7.2395215537886786e-19
1.297061524573467e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.16097324847039565,0.099896467236721534,0.08419800987444169,9.6253305503477851e-12,1.4935842184608316e-07,2.7297729880945661e-06,8.81966918249267e-10,6.4775676733509104e-15,4.5267772072404897e-19,4.5196428027286287e-14,0.0,6.7273672131277349e-15,7.1585779109711185e-29,4.5462642809121842e-16,2.4971035987521474e-19,3.2521648920669009e-21,8.8316509624835686e-17,8.6807656816477616e-41,2.9817708796474709e-05,0.031603134415957558,3.9169127851074602e-10,0.00021558856634305032,1.8032276656911022e-11,7.3264242400729001e-05,2.4621642837052911e-07,8.146892544840039e-10,1.1867640227906128e-13,4.4931414417914116e-07,4.4558930659707146e-11,2.6312676920332755e-13,1.9617814591004712e-10,2.8705526793430741e-15,7.4078673687702628e-19
1.3027243335427195e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1608657121376337,0.099896064273113871,0.084145032977066228,9.8333385861710925e-12,1.5227746655219089e-07,2.7689290846603646e-06,8.9539362004961465e-10,6.5303378553125853e-15,4.6161767801108197e-19,4.536276158987794e-14,0.0,6.7720424826679235e-15,7.2976521243806228e-29,4.6190527585240652e-16,2.5288885144116105e-19,3.3049029927371573e-21,8.936368071598203e-17,8.9240161684089612e-41,2.9797668610397363e-05,0.031709076840063348,3.9252329830178391e-10,0.00021677717433531322,1.8245114133990282e-11,7.3681133710766297e-05,2.4855514464531312e-07,8.2582362836575021e-10,1.198315417684159e-13,4.5541233988635152e-07,4.5399536514638848e-11,2.6695463618361318e-13,1.9578122660858973e-10,2.9306390987996827e-15,7.5793740108786065e-19
1.3083871425119721e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.16075838214404359,0.099895660648381179,0.084092160059048141,1.0044871498895007e-11,1.5524038031934136e-07,2.8084687494976508e-06,9.0896259999929766e-10,6.5833319709870086e-15,4.7069410700806107e-19,4.5528956560159869e-14,0.0,6.8168138015689431e-15,7.4388569896698849e-29,4.692686772652188e-16,2.5609297085644119e-19,3.3582661411194124e-21,9.0418227857086242e-17,9.1730617685504454e-41,2.9777666611012842e-05,0.03181481119500422,3.9335362065798944e-10,0.00021796683984195387,1.8459560439833976e-11,7.409859277595905e-05,2.5090524859816962e-07,8.370577932216566e-10,1.2099273538904216e-13,4.6156556768709103e-07,4.6252111338872147e-11,2.7081990119325306e-13,1.9538968128937694e-10,2.9916966680404974e-15,7.7540864115777874e-19
1.3140499514812247e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.16065125783162962,0.099895256365104865,0.084039390783841109,1.0259972365639005e-11,1.5824761766939673e-07,2.8483938713735191e-06,9.2267470033943959e-10,6.6365500363919278e-15,4.7990846602315254e-19,4.5695013602967365e-14,0.0,6.8616807961936954e-15,7.5822164730659139e-29,4.7671722903927657e-16,2.5932279881969188e-19,3.4122589651795054e-21,9.1480163210921551e-17,9.4280166474653948e-41,2.9757702677128526e-05,0.031920338153187365,3.9418225112041172e-10,0.00021915755104122558,1.867562017584384e-11,7.4516616897387153e-05,2.5326673226141792e-07,8.4839212460296495e-10,1.2215998529300415e-13,4.6777406543069284e-07,4.7116767532059549e-11,2.747227446309276e-13,1.950034214266098e-10,3.0537363421145121e-15,7.9320499172122952e-19
1.3197127604504773e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.16054433854538472,0.099894851425854719,0.083986724816415392,1.0478684578652477e-11,1.6129963548684055e-07,2.8887063356999251e-06,9.3653076406326352e-10,6.6899920661466528e-15,4.8926222179302639e-19,4.5860933376022083e-14,0.0,6.9066430929791837e-15,7.7277547107252994e-29,4.8425152897792889e-16,2.6257841576187444e-19,3.4668861049074445e-21,9.2549498803741678e-17,9.6889967551683927e-41,2.9737776688100306e-05,0.032025658383984933,3.9500919519680694e-10,0.00022034929614653983,1.8893297924179797e-11,7.4935203387534069e-05,2.5563958749996238e-07,8.5982699626388552e-10,1.2333329356799086e-13,4.7403807066121008e-07,4.7993617923532072e-11,2.7866334671555787e-13,1.9462236070658491e-10,3.1167691428035562e-15,8.113310302527914e-19
