Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2X(57),H2OX(23),CO2X(24),CHOX(61)
8.070097528811325e-21,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999677,0.099999999999997466,0.099999999999999645,2.6437072370247281e-99,4.4753430122442729e-54,1.8978135669843012e-39,5.6140421084111347e-66,2.5700566748526931e-51,2.6989080462002356e-43,4.1764444103823385e-26,5.9724556694947599e-103,4.1764444072355814e-26,1.509100006710768e-65,9.3834809852233536e-63,1.3257607635702191e-66,7.9063777503423066e-94,2.6989474703686349e-43,1.5626893056037502e-80,2.5389920241016368e-15,7.4058678100064872e-16,1.6783795302037894e-20,1.2307116801885434e-31,1.6783795379359202e-20,3.8717451609315124e-29,3.1478141482558436e-33,3.0125316846039515e-39,3.4272191337438585e-63,7.2825108509029442e-53,2.2665690744462191e-45,2.909090917191071e-90,8.6457170076127516e-60
1.614720643688313e-20,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999349,0.099999999999994926,0.09999999999999927,9.4766915516210698e-97,7.1645624045329294e-53,1.4791503363202254e-38,4.4946472849166298e-65,2.0581297387234055e-50,1.0802665749152612e-42,8.3565173626199063e-26,1.9140466769446595e-101,8.3565173500246771e-26,1.2085039422015367e-64,1.5031036992459185e-61,1.0614147308112589e-65,2.4351491231418481e-92,1.0802981382120887e-42,2.5030186954550858e-79,5.0801899491778794e-15,1.4818169910030095e-15,3.3582172451488505e-20,4.9260524637149078e-31,3.3582172760987836e-20,1.5495810642978394e-28,2.5199730986199427e-32,3.3844438497953818e-38,1.5365180491726752e-61,1.1331866014503907e-51,1.8146328823180387e-44,5.2157174690452174e-88,6.9218302555335936e-59
3.230142425302674e-20,0.09977366400000001,0.80000000000000004,0.0,0.28934362559998694,0.099999999999989847,0.099999999999998535,3.8101507014589229e-94,1.1466506357123197e-51,1.1675334534733835e-37,3.597084025324075e-64,1.6473379473719277e-49,4.3224734176334529e-42,1.6716663286038933e-25,6.1295306880942441e-100,1.6716663235641617e-25,9.672929712081539e-64,2.4063630973781029e-60,8.4945437130087293e-65,7.6404620485319101e-91,4.3227260197837314e-42,4.0070038106774222e-78,1.0162585799324291e-14,2.9642774110076517e-15,6.7178926518499324e-20,1.9710613657283054e-30,6.7178927757000605e-20,6.1993345333699915e-28,2.0164367398998614e-31,4.2649690159542125e-37,7.7274195527010199e-60,1.7872627960156091e-50,1.4522569322682776e-43,1.0488205302377829e-85,5.5395673831524377e-58
6.460985988531395e-20,0.09977366400000001,0.80000000000000004,0.0,0.28934362559997379,0.099999999999979688,0.09999999999999705,1.6834381500435355e-91,1.8348959550412418e-50,9.2749925704496217e-37,2.8782157306424117e-63,1.3182040849650293e-48,1.7292708340973994e-41,3.343695520865257e-25,1.9621831620813911e-98,3.3436955007030494e-25,7.7403035732116043e-63,3.8512954462289645e-59,6.796925605346811e-64,2.4206100762074674e-89,1.7294729539540438e-41,6.4129457553137143e-77,2.0327377499592799e-14,5.9291982510166205e-15,1.343724337249593e-19,7.8855187969225752e-30,1.3437243868057713e-19,2.4793312082962358e-27,1.6129637060867956e-30,5.902210069553023e-36,4.2701689700798666e-58,2.8383193520201762e-49,1.1620247900516075e-42,2.3175209505999598e-83,4.4324947494626471e-57
1.292267311498884e-19,0.09977366400000001,0.80000000000000004,0.0,0.28934362559994753,0.099999999999959358,0.09999999999999408,7.9311833852803863e-89,2.936032337946371e-49,7.3905263961099848e-36,2.3028146653106443e-62,1.0546967479180644e-47,6.917646337441804e-41,6.687753935698216e-25,6.2801598256761744e-97,6.6877538550428227e-25,6.1930269640390062e-62,6.1629528719925227e-58,5.438056813511374e-63,7.7069979490964872e-88,6.919263445944392e-41,1.0262105274994666e-75,4.0656960900032591e-14,1.1859039931033293e-14,2.6875944442763287e-19,3.1544561164469286e-29,2.6875946425816203e-19,9.9116870727690892e-27,1.2897068210094347e-29,8.7024084224373444e-35,2.5156848258061063e-56,4.5222812180200191e-48,9.2970585361264466e-42,5.4600392568487153e-81,3.546331199296483e-56
2.5846047367903723e-19,0.09977366400000001,0.80000000000000004,0.0,0.28934362559989502,0.099999999999918696,0.099999999999988154,3.8813379745636397e-86,4.6977943092724283e-48,5.8952815154031665e-35,1.8426266979289458e-61,8.4381075008336805e-47,2.7671711606952861e-40,1.3375870886605052e-24,2.0098390273406505e-95,1.3375870563970356e-24,4.9547353739053694e-61,9.8613917214210506e-57,4.3506520257010271e-62,2.4600051385607683e-86,2.7684649027001921e-40,1.6420482625804451e-74,8.1316127700523287e-14,2.371872329106158e-14,5.3753345099199512e-19,1.2618272980591738e-28,5.3753353036880537e-19,3.9596893938177885e-26,1.0305579263600825e-28,1.3319608506907117e-33,1.5392221479368707e-54,7.2140879327640514e-47,7.4379639654223173e-41,1.3361145134917284e-78,2.8371975690557796e-55
5.169279587373349e-19,0.09977366400000001,0.80000000000000004,0.0,0.28934362559978999,0.099999999999837372,0.099999999999976288,1.9379977112434501e-83,7.5165322045966561e-47,4.7008421055000537e-34,1.4777298614422956e-60,6.7506987183502707e-46,1.1068910070220021e-39,2.6752105273382334e-24,6.4317859641747089e-94,2.6752103982817379e-24,3.9639140501725488e-60,1.5778641892327475e-55,3.4806043041920979e-61,7.8620527056449046e-85,1.1079260152514941e-39,2.6273665032277908e-73,1.6263446129994903e-13,4.7438090011097942e-14,1.075081404756788e-18,5.0473599386140206e-28,1.0750817226807344e-18,1.5798054180267983e-25,8.2246249919752347e-28,2.0792060908335496e-32,9.6079414695740582e-53,1.1505095789382971e-45,5.9504548816237435e-40,3.3358243742847571e-76,2.269808608592403e-54
1.0338629288539302e-18,0.09977366400000001,0.80000000000000004,0.0,0.28934362559957993,0.099999999999674738,0.099999999999952571,9.762872098266138e-81,1.2026331791484705e-45,3.740988382827433e-33,1.2274807504224705e-59,5.4006429497260101e-45,4.4276092515708349e-39,5.3504575986790961e-24,2.058219968577776e-92,5.3504570824479244e-24,3.1711819031630629e-59,2.524577968361296e-54,2.7845165995968084e-60,2.5143088622672263e-83,4.4358892566146554e-39,4.2038582971108694e-72,3.2527112849257816e-13,9.4876823451089756e-14,2.1501770748306953e-18,2.0189229592223402e-27,2.1501783497978476e-18,6.2867020750484656e-25,6.5479471052166329e-27,3.2737929048615343e-31,6.0504116286670169e-51,1.8314092981186294e-44,4.7603283534630259e-39,8.4024361092253179e-74,1.8158631214194434e-53
2.067732869087121e-18,0.09977366400000001,0.80000000000000004,0.0,0.28934362559915977,0.099999999999349456,0.099999999999905137,4.9238556975039947e-78,1.9241495002570516e-44,2.9636152008399092e-32,1.5529868237713211e-58,4.3205461687305434e-44,1.7710528554402617e-38,1.0700952517302086e-23,6.5863832700685453e-91,1.0700950452367429e-23,2.53696636683728e-58,4.039199541794719e-53,2.2276266740218974e-59,8.0445842199878036e-82,1.777676644298038e-38,6.7262322748758046e-71,6.5054446285294684e-13,1.8975429033074981e-13,4.3003674651562129e-18,8.0754004959360192e-27,4.300372590747183e-18,2.4889994077652755e-24,5.1881642591565264e-26,5.1598487246140299e-30,3.8143832602292777e-49,2.9025429406332646e-43,3.8081380112865595e-38,2.1188681884717888e-71,1.4526906117452455e-52
4.135472749553503e-18,0.09977366400000001,0.80000000000000004,0.0,0.28934362559831944,0.099999999998698907,0.099999999999810255,2.4682901003821782e-75,3.078415529326844e-43,2.326221768176963e-31,8.3954298884599052e-57,3.4564468084931912e-43,7.0842306120264491e-38,2.1401945458310426e-23,2.1076565192585947e-89,2.1401937198554964e-23,2.0295823575319838e-57,6.4622306069747646e-52,1.7821069077870297e-58,2.5773272672251068e-80,7.1372170088062947e-38,1.0762023592985571e-69,1.3010911314741251e-12,3.7950922408877561e-13,8.6007444465214612e-18,3.2299025100670719e-26,8.6007651487600537e-18,9.7562476481868011e-24,4.0723708905507678e-25,8.0819844749942271e-29,2.3900611787485311e-47,4.5593187445879832e-42,3.0462838420210036e-37,5.3107954589636138e-69,1.1621423286308613e-51
8.270952510486267e-18,0.09977366400000001,0.80000000000000004,0.0,0.28934362559663884,0.099999999997397809,0.099999999999620504,1.2179345295598695e-72,4.9247330852930152e-42,1.7935474484989291e-30,9.486207805802069e-55,2.7651568360229164e-42,2.8336967873476706e-37,4.2803943755354533e-23,6.7445305683328105e-88,4.2803910716324167e-23,1.62367107374715e-56,1.0337935191406503e-50,1.4256880909627036e-57,8.3327465564792734e-79,2.8760794550118407e-37,1.7219294522194297e-68,2.6021844683182477e-12,7.5901909159965e-13,1.7201483212135738e-17,1.2917499731539473e-25,1.7201567533426972e-17,3.7513627442725038e-23,3.1393996514558291e-24,1.2457804856006857e-27,1.4740272350474641e-45,7.0389410668615612e-41,2.4366538028735247e-36,1.3102177962726338e-66,9.2969346866362125e-51
1.6541912032351793e-17,0.09977366400000001,0.80000000000000004,0.0,0.28934362559327759,0.099999999994795599,0.099999999999240988,5.8246421616484485e-70,7.8772193936853483e-41,1.3376749989911721e-29,1.1275111311449228e-52,2.2121179282524707e-41,1.1334801870290352e-36,8.5607990009377522e-23,2.1582593413921864e-86,8.5607857853440442e-23,1.2989413054212986e-55,1.6535414259821748e-49,1.1405520383443839e-56,2.8713180957528873e-77,1.167375930719034e-36,2.7550965328575216e-67,5.2043711404135521e-12,1.5180388266006902e-12,3.4402899955115118e-17,5.1653025710974061e-25,3.4403248115416464e-17,1.3919246679598535e-22,2.3405794887761737e-23,1.8604818291307385e-26,8.8100376094344404e-44,1.0523457895579848e-39,1.9487217389699596e-35,3.1327864053007669e-64,7.4372049143411267e-50
3.3083831076082844e-17,0.09977366400000001,0.80000000000000004,0.0,0.28934362558655513,0.099999999989591193,0.09999999999848197,2.6360737481269452e-67,1.2596015959170136e-39,9.4185108947550301e-29,1.2753554299152348e-50,1.7696796524811245e-40,4.5339282009238468e-36,1.7121628115575509e-22,6.9064759487465814e-85,1.7121575253398527e-22,1.0391586170047904e-54,2.6439730553110965e-48,9.124431203857344e-56,1.3788844279389498e-75,4.8049277500328563e-36,4.4081775556488317e-66,1.0408744478232403e-11,3.0360782965199348e-12,6.8805490289800874e-17,2.064762452585789e-24,6.8806954350655823e-17,4.8553263390553099e-22,1.6466963286805241e-22,2.6277894042658118e-25,4.9822271775623641e-42,1.4880169149021682e-38,1.5580144298669498e-34,7.0882248214530774e-62,5.9492088518223704e-49
6.616766916354495e-17,0.09977366400000001,0.80000000000000004,0.0,0.28934362557311016,0.09999999997918238,0.099999999996963934,1.0946782807497003e-64,2.0129547300759276e-38,6.0663498512586599e-28,1.3242843081909096e-48,1.4157191680892687e-39,1.8135763777855229e-35,3.4243365799062989e-22,2.2100993593967508e-83,3.4243154352036987e-22,8.3133519311327431e-54,4.2249447744251014e-47,7.2995647373563413e-55,1.3831267219455385e-73,2.0301101300169529e-35,7.0531524125909765e-65,2.0817491128383066e-11,6.0721572360270877e-12,1.3760969836787537e-16,8.2481972675082504e-24,1.3761595951890516e-16,1.5395225058573925e-21,1.0589144797066279e-21,3.4025944999911613e-24,2.5846876045660276e-40,1.9300686908453295e-37,1.2448728567720981e-33,1.471465318665006e-59,4.7584765513387476e-48
1.3233534533846915e-16,0.09977366400000001,0.80000000000000004,0.0,0.28934362554622023,0.099999999958364755,0.099999999993927849,4.0585787201273132e-62,3.2130488170237841e-37,3.4790686013121642e-27,1.2278543985389484e-46,1.1325356297857783e-38,7.2543445600472553e-35,6.8487158973890953e-22,7.0725080955761471e-82,6.8486313199465674e-22,6.6508118658857193e-53,6.7426191878441595e-46,5.8396818034562314e-54,2.1521801572099666e-71,8.9823750195079556e-35,1.1285258003808392e-63,4.1634984326736249e-11,1.2144315113716134e-11,2.7521422426913567e-16,3.2906279631984102e-23,2.7524113748076664e-16,4.3147524229921386e-21,6.0531423217369624e-21,3.9296275674626408e-23,1.1968447325526517e-38,2.2361300298600508e-36,9.9344485719824849e-33,2.7269779411086194e-57,3.8053561187158094e-47
2.6467069768831756e-16,0.09977366400000001,0.80000000000000004,0.0,0.28934362549244036,0.09999999991672949,0.099999999987855692,1.3327648933897877e-59,5.1164766389147604e-36,1.7680358664965534e-26,1.0084239613906555e-44,9.0596481298492531e-38,2.9017687158403966e-34,1.3697601648309177e-21,2.263317191193484e-80,1.3697263349523962e-21,5.3208570072394931e-52,1.0733300745555219e-44,4.6717928117403244e-53,3.423378975086459e-69,4.2774575799657627e-34,1.8057094438160579e-62,8.326997031565005e-11,2.4288630863793599e-11,5.5040771593476065e-16,1.3093808581895381e-22,5.5052220289523905e-16,1.0666066004984102e-20,3.0559650516303666e-20,4.0170425981150755e-22,4.9078719183589378e-37,2.3002118105291927e-35,7.9085805854700138e-32,4.4758921592287654e-55,3.0420067846905061e-46
5.293414023880145e-16,0.09977366400000001,0.80000000000000004,0.0,0.28934362538488068,0.099999999833458961,0.099999999975711379,3.9379198402139824e-57,8.1093548343121561e-35,8.1411582895725172e-26,7.4523279772388934e-43,7.2466989299889142e-37,1.1607321283839721e-33,2.739588155647129e-21,7.2433467508235097e-79,2.7394528449298606e-21,4.2570171920240054e-51,1.7000141791790971e-43,3.7375097702370296e-52,5.0312717688992789e-67,2.2506574116303818e-33,2.8893529180123837e-61,1.6653994066230738e-10,4.8577262342749555e-11,1.1007324657784848e-15,5.1833566340362671e-22,1.1012112064735446e-15,2.3933102653253107e-20,1.3887044703878863e-19,3.6953780791972427e-21,1.8109881181617657e-35,2.1424165430759029e-34,6.2653730942611365e-31,6.6102084499048238e-53,2.429968291335106e-45
7.940121070877114e-16,0.09977366400000001,0.80000000000000004,0.0,0.28934362527732099,0.099999999750188459,0.099999999963567066,3.0420799631476875e-56,2.9712894069584523e-34,1.8073352192816939e-25,4.2745778214003975e-42,2.1511916869750175e-36,2.4665919436428326e-33,4.1094669813463725e-21,3.4654570090983127e-78,4.1091794589939319e-21,1.263857127236777e-50,6.451694509037656e-43,1.0687065957408395e-51,3.3677185472251172e-66,5.5658316895919591e-33,1.0931400316641863e-60,2.4980990937779454e-10,7.2865893800506536e-11,1.6509949891941491e-15,1.0936025095429711e-21,1.6520289226506572e-15,3.7298555710265717e-20,3.0555353339404372e-19,1.0942333886905011e-20,8.6942997379941736e-35,6.3879294543766652e-34,1.7815136882631202e-30,4.4605234695113801e-52,6.9422263597454221e-45
1.0586828117874083e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362516976131,0.099999999666917944,0.099999999951422752,1.519222308028393e-55,7.5051188272706622e-34,3.1568913299379971e-25,1.5872072466947177e-41,4.6869357376180357e-36,4.2077724691601832e-33,5.4793966361805648e-21,1.1470016287342796e-77,5.4789061771716421e-21,2.7539981188455198e-50,1.7273325976364083e-42,2.25423543694345e-51,1.4001461194860792e-65,1.0712213040281018e-32,2.8455361633309594e-60,3.3307987646211149e-10,9.715452523707144e-11,2.201195293240021e-15,1.8533366672251585e-21,2.2029767769997552e-15,5.068014067962761e-20,5.2933004274384347e-19,2.3496664532566348e-20,2.8569633772326686e-34,1.3803610804794661e-33,3.7387738606181608e-30,2.0464541227849008e-51,1.4631769779451595e-44
1.588024221186802e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362495464189,0.099999999500376913,0.099999999927134126,1.9798318168815598e-54,2.6066235689904059e-33,6.692380606344582e-25,1.0567131693611912e-40,1.360234044496789e-35,8.7118546711820343e-33,8.2193752208880945e-21,6.6932309726411771e-77,8.2183598579586122e-21,7.9946711678334472e-50,6.9122282774140417e-42,6.1571239426007897e-51,1.0922229447312814e-64,2.6330168517343868e-32,1.0443414157512354e-59,4.9961980680248894e-10,1.4573178806048e-10,3.3014498981724736e-15,3.795425957279398e-21,3.3051819923033944e-15,7.7445866489637506e-20,1.1068126724396188e-18,6.5139979054775683e-20,1.6067357670441473e-33,3.8671991928318973e-33,1.0126491068945154e-29,2.4297190112666184e-50,3.9912151460114506e-44
2.1173656305861958e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362473952246,0.099999999333835882,0.099999999902845499,1.0214642267804068e-53,6.4765202243870032e-33,1.1538274984827274e-24,3.9189638394066324e-40,2.9742371063048419e-35,1.48169005328564e-32,1.0959540674711199e-20,2.227083306389709e-76,1.095781392182815e-20,1.7484690922636168e-49,1.8584442608692488e-41,1.2882962917576744e-50,4.53760478984456e-64,5.1409678829479543e-32,2.7082039083283615e-59,6.6615973114447204e-10,1.9430905080598536e-10,4.40147575891504e-15,6.3884912164759115e-21,4.407876545949174e-15,1.0420740675491603e-19,1.8834528321573784e-18,1.3710063742833775e-19,5.1962088271605941e-33,8.2152082926197568e-33,2.1031395161696409e-29,1.1014165736955854e-49,8.3413681811941128e-44
2.6467070399855896e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362452440315,0.099999999167294851,0.099999999878556872,4.0272207540523328e-53,1.3662338591161674e-32,1.7787910272633586e-24,1.1600508811770363e-39,5.5792253585119579e-35,2.2637372521557267e-32,1.3699906307035917e-20,6.0055180598950589e-76,1.3697268396322613e-20,3.2806079357881582e-49,4.1426933237475878e-41,2.3453312125597905e-50,1.4974846332741284e-63,8.8757643938226451e-32,5.9217555825144587e-59,8.3269964905960434e-10,2.4288631346804434e-10,5.5012565837590015e-15,9.6576413918078155e-21,5.5111036854855818e-15,1.3096362898227578e-19,2.8650628200862038e-18,2.4991107546261811e-19,1.3630701922211346e-32,1.5116772814874005e-32,3.8000116592276191e-29,3.9431958867511179e-49,1.5167418417680943e-43
3.705389858784377e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362409416436,0.099999998834212844,0.099999999829979605,9.4657412132009424e-52,4.914463812728605e-32,3.4584770603547598e-24,9.7143064809373033e-39,1.5259905078882307e-34,4.3533079089997238e-32,1.9181250421044772e-20,3.5414902730018794e-75,1.917617860422984e-20,8.9780863607882016e-49,1.5685112939302209e-40,6.1926330573054703e-50,1.9303234183544052e-62,2.1464952328715085e-31,2.278181308149028e-58,1.1657794652056206e-09,3.4004083853671849e-10,7.700068053520142e-15,1.8129962880993291e-20,7.7192412595333731e-15,1.844568646396799e-19,5.4031679970585281e-18,6.532299538238144e-19,7.5776346473121545e-32,4.0530938908119122e-32,9.8328894819289523e-29,5.643711581198826e-48,3.9919320468990283e-43
5.8227554963819526e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362323368695,0.099999998168048887,0.099999999732825084,5.5581486087344553e-50,2.9856661949123961e-31,8.5253292911868061e-24,1.8016157128756642e-37,6.0555423399042588e-34,1.0621915452615443e-31,3.0146373570454788e-20,3.9038521035836134e-74,3.0134004032384832e-20,3.5671352846652254e-48,9.6032134709928304e-40,2.3948294453761706e-49,6.6740886646101354e-61,7.3915342431930709e-31,1.5044115998008083e-57,1.831939019242233e-09,5.343498876592305e-10,1.2094710447112166e-14,4.2068943448437336e-20,1.2142463990915117e-14,2.9137051274967578e-19,1.2504494958349684e-17,2.4248478048207691e-18,7.7535052988643614e-31,1.5912053757554986e-31,3.6358716429756287e-28,1.7182051821837772e-46,1.5324714498179047e-42
7.940121133979528e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362237320971,0.099999997501885041,0.099999999635670564,4.1502935900671578e-49,9.4505052232733125e-31,1.5869367007348716e-23,9.271458136392796e-37,1.5150689115588663e-33,1.9679439074192447e-31,4.1114744059513746e-20,1.6642494725088278e-73,4.1091836159868268e-20,8.933896860406642e-48,3.0617044976922153e-39,5.9438394327214907e-49,4.1935240226581633e-60,1.7135018174878877e-30,4.9617969304669688e-57,2.498098468848586e-09,7.2865893542841055e-10,1.6485377835113206e-14,7.4479523006684529e-20,1.6575267123959379e-14,3.981874153370417e-19,2.1992750962250183e-17,5.7972870809920226e-18,3.1878428503505787e-30,3.9746538336090834e-31,8.7103836927595996e-28,1.077648264934083e-45,3.7812534779444817e-42
