Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),H2OX(23),COX(50),CO2X(24),CHOX(53)
5.520580202382489e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44385383722615757,0.11048332246304134,0.022441340268064568,2.0615691907886922e-09,6.7794394098227742e-08,0.00018324490170515138,4.7580507887936536e-05,3.5092752236054888e-07,1.2467854817732041e-16,0.00047624128620077111,6.5688990720963893e-15,0.00027144963502716854,1.327382166658936e-11,4.6104948833726818e-11,2.2914036141180931e-12,2.6014235370191744e-14,2.2349518008892873e-08,5.3079189450277941e-10,0.0076488852926905413,0.00071270958654561433,7.5148980617353045e-05,2.080903609761119e-08,2.6585910580610036e-09,1.8747371362468352e-09,9.8151863858014426e-13,2.1563838663764295e-08,1.3159349612034864e-05,4.4154762939365432e-08,3.4478054210729392e-06,8.3636523739639988e-10,3.9214114257436402e-12,1.477209345700695e-10,3.4927991950118603e-12,4.637514113110114e-13
5.542773674228867e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44384752406580447,0.11047743803200807,0.022439840743188215,2.0916764761827281e-09,6.8658539211220756e-08,0.0001847166359171962,4.8043763186281025e-05,3.5494277764901082e-07,1.2683733802921877e-16,0.0004780649664249276,6.6979841955231631e-15,0.0002719985007369787,1.3431542623760286e-11,4.6947967626235603e-11,2.3187304071327671e-12,2.6395809074880905e-14,2.2568003381643544e-08,5.3934502631124781e-10,0.0076524677447545519,0.00071524382597076147,7.5309642146682487e-05,2.0927948929829383e-08,2.6685945356694358e-09,1.8817095399610834e-09,9.8530275929074464e-13,2.162109857142635e-08,1.3165940609242501e-05,4.4425602748283294e-08,3.4765662499083613e-06,8.4985772073839557e-10,3.9671513748979382e-12,1.491572446997106e-10,3.526769492485933e-12,4.6760020541245243e-13
5.564967146075245e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44384126388389211,0.11047160320985289,0.022438341360989069,2.1220756264345483e-09,6.9529519722222037e-08,0.00018619281956710099,4.8508891975342123e-05,3.5898638173545797e-07,1.290224227558486e-16,0.0004798875832259928,6.8290360668854116e-15,0.00027254464402667899,1.3590440735152277e-11,4.7802369372444116e-11,2.3462190615306452e-12,2.6780967422258414e-14,2.2787537525904344e-08,5.4799944756069132e-10,0.0076559998557971225,0.00071777589758618802,7.5469878395707318e-05,2.1046996748217506e-08,2.6785907337640516e-09,1.8886778203142889e-09,9.8908397631289127e-13,2.1678058842857355e-08,1.317239610311423e-05,4.4696800782901934e-08,3.5054180570127564e-06,8.6351017636868851e-10,4.013223324155567e-12,1.5059934986477096e-10,3.5609105263216063e-12,4.7146233794499705e-13
5.587160617921623e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44383505599753709,0.11046581732989928,0.02243684212109575,2.152768102647686e-09,7.0407358303799396e-08,0.00018767344058586021,4.897588972069556e-05,3.6305839831089067e-07,1.3123398520042277e-16,0.00048170913351613649,6.9620756170417784e-15,0.00027308807870917719,1.3750519011155306e-11,4.8668252168490459e-11,2.3738693415216288e-12,2.7169723153197187e-14,2.3008119866743498e-08,5.567559110024871e-10,0.0076594822964783796,0.00072030580664148231,7.5629693086489585e-05,2.1166179084582129e-08,2.688579636445623e-09,1.8956419662672592e-09,9.928623041616755e-13,2.1734724710062965e-08,1.3178719591293323e-05,4.4968360037029255e-08,3.5343605885766966e-06,8.7732379472436323e-10,4.0596282917028416e-12,1.5204723601669983e-10,3.595222669713015e-12,4.7533783956897514e-13
5.609354089768001e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44382889973301493,0.11046007973439222,0.022435343023141579,2.1837553690958934e-09,7.1292077607825525e-08,0.00018915848697277125,4.9444751962353533e-05,3.671588906529091e-07,1.3347220854408625e-16,0.00048352961422610348,7.0971238930457775e-15,0.00027362881852692293,1.3911780443329314e-11,4.954571444591584e-11,2.401681011676688e-12,2.7562088961305326e-14,2.322974982405475e-08,5.6561517129130374e-10,0.0076629157285219652,0.00072283355830246197,7.5789089878501901e-05,2.1285495468928687e-08,2.6985612279228731e-09,1.9026019668415212e-09,9.9663775715605539e-13,2.1791101318260595e-08,1.318491449429127e-05,4.5240283471252605e-08,3.5633935923388954e-06,8.912997692597168e-10,4.1063672945157611e-12,1.5350088933730813e-10,3.629706296279007e-12,4.7922674090811428e-13
5.631547561614379e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4438227944256361,0.1104543897743791,0.022433844066764484,2.2150388932259995e-09,7.2183700265285098e-08,0.00019064794679447879,4.9915474313790317e-05,3.7128792162605228e-07,1.3573727630644022e-16,0.00048534902230519967,7.2342020579420373e-15,0.00027416687715225209,1.4074228004407836e-11,5.0434854970259702e-11,2.4296538369632709e-12,2.7958077493570024e-14,2.3452426812548116e-08,5.7457798497300983e-10,0.0076663008048342149,0.0007253591576522777,7.5948072370286642e-05,2.1404945429584923e-08,2.7085354925123673e-09,1.9095578111194096e-09,1.0004103494142254e-12,2.1847193726173736e-08,1.3190984156476849e-05,4.55125740116249e-08,3.5925168175611498e-06,9.0543929642712147e-10,4.1534413483575425e-12,1.5496029623572977e-10,3.6643617798982544e-12,4.831290725305733e-13
5.653741033460757e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44381673941962596,0.11044874680959205,0.022432345251606992,2.2466201456593659e-09,7.3082248886089112e-08,0.00019214180818404581,5.038805246095237e-05,3.7544555368214417e-07,1.3802937234606162e-16,0.00048716735472127643,7.37333139055794e-15,0.00027470226818773123,1.4237864648302272e-11,5.13357728396511e-11,2.4577875827782325e-12,2.8357701350992138e-14,2.3676150241742116e-08,5.8364511047258522e-10,0.0076696381696217319,0.00072788260969252792,7.6106644101057937e-05,2.1524528493319901e-08,2.718502414638394e-09,1.9165094882441557e-09,1.004180094849332e-12,2.1903006906376333e-08,1.3196931847080646e-05,4.5785234548433807e-08,3.6217300150040358e-06,9.1974357565789383e-10,4.2008514677763927e-12,1.5642544334533652e-10,3.6991894945492867e-12,4.8704486493071364e-13
5.675934505307135e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44381073406800436,0.11044315020833199,0.022430846577316109,2.2785006001919912e-09,7.3987746058895159e-08,0.00019364005934005099,5.0862482161254406e-05,3.7963184886064667e-07,1.4034868086101707e-16,0.0004889846084607149,7.5145332852907391e-15,0.0002752350051665017,1.4402693310106804e-11,5.2248567483395956e-11,2.4860820149783803e-12,2.8760973089211438e-14,2.3900919515957574e-08,5.928173080820362e-10,0.0076729284585073994,0.00073040391934438872,7.6264808552249866e-05,2.164424418545923e-08,2.7284619788328441e-09,1.9234569874199628e-09,1.0079470071655315e-12,2.1958545745685083e-08,1.3202760761213582e-05,4.6058267935051453e-08,3.651032936903333e-06,9.3421380934316673e-10,4.2485986661032786e-12,1.5789631752060975e-10,3.734189814155313e-12,4.9097414851159355e-13
5.698127977153513e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44380477773246801,0.11043759934735421,0.022429348043543289,2.3106817337932995e-09,7.4900214350934549e-08,0.00019514268852571144,5.1338759242562811e-05,3.8384686878902073e-07,1.4269538638937013e-16,0.00049080078052840797,7.6578292518901425e-15,0.00027576510155262311,1.4568716906103921e-11,5.3173338660560669e-11,2.5145368999087009e-12,2.9167905219122243e-14,2.4126734034312914e-08,6.0209533994831273e-10,0.0076761722986448356,0.00073292309144975284,7.6422569149011985e-05,2.1764092029996122e-08,2.7384141697350814e-09,1.9304002979120902e-09,1.0117110998543707e-12,2.2013815045597678e-08,1.320847402089803e-05,4.6331676986862844e-08,3.6804253369471403e-06,9.488512028147685e-10,4.2966839554499724e-12,1.5937290583397425e-10,3.7693631124338722e-12,4.9491695356818103e-13
5.720321448999891e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44379886978327343,0.11043209361175527,0.022427849649944397,2.3431650266036649e-09,7.581967630784526e-08,0.00019664968406802927,5.1816879602167782e-05,3.8809067468309384e-07,1.4506967380968205e-16,0.00049261586794774369,7.8032409152364106e-15,0.00027629257074141792,1.4735938333770634e-11,5.4110186458551901e-11,2.5431520044283608e-12,2.957851020747952e-14,2.4353593190720777e-08,6.1147997006123257e-10,0.007679370308831329,0.00073544013077237759,7.6579929261654279e-05,2.1884071549698732e-08,2.7483589720918181e-09,1.9373394090469274e-09,1.0154723861914989e-12,2.2068819522774778e-08,1.3214074676110218e-05,4.6605464480270972e-08,3.7099069702536821e-06,9.6365696432610876e-10,4.3451083467070377e-12,1.6085519557259691e-10,3.8047097627513507e-12,4.988733102712749e-13
5.7425149208462694e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4437930095991221,0.11042663239486186,0.022426351396179604,2.3759519619306944e-09,7.6746154453511215e-08,0.00019816103435696205,5.2296839205745384e-05,3.9236332734743454e-07,1.4747172834150457e-16,0.00049442986776058486,7.9507900151139628e-15,0.00027681742605981373,1.4904360471785213e-11,5.5059211291692653e-11,2.5719270959345558e-12,2.9992800477495279e-14,2.4581496373886063e-08,6.2097196424140749e-10,0.0076825230996192661,0.00073795504199904442,7.6736892207044131e-05,2.2004182266213943e-08,2.7582963707569683e-09,1.9442743102120663e-09,1.0192308792336808e-12,2.2123563809564074e-08,1.3219565705832571e-05,4.6879633151776213e-08,3.7394775933497605e-06,9.7863230503307026e-10,4.3938728495421258e-12,1.6234317423515583e-10,3.8402301379822331e-12,5.0284324865212077e-13
5.7647083926926475e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44378719656704702,0.11042121509812057,0.022424853281913334,2.409044026244338e-09,7.7679671289906968e-08,0.00019967672784461585,5.2778634086310953e-05,3.9666488717573557e-07,1.4990173554586479e-16,0.00049624277702724933,8.1004984059806102e-15,0.00027733968076668747,1.5073986180034626e-11,5.6020513899794879e-11,2.6008619423842945e-12,3.0410788409425187e-14,2.481044296730525e-08,6.305720901281757e-10,0.0076856312734260674,0.00074046782974072033,7.6893461249955559e-05,2.2124423700167155e-08,2.7682263506915012e-09,1.9512049908563682e-09,1.0229865918161193e-12,2.217805245456374e-08,1.322495001911476e-05,4.7154185697128017e-08,3.7691369641498493e-06,9.9377843897490829e-10,4.4429784723982157e-12,1.6383682952858247e-10,3.8759246103731431e-12,5.0682679858770941e-13
5.7869018645390255e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4437814300823012,0.11041584113098964,0.022423355306814254,2.4424427091708337e-09,7.8620249296948273e-08,0.00020119675304445958,5.3262260343164913e-05,4.0099541415120173e-07,1.5235988132574142e-16,0.00049805459282649042,8.2523880567323113e-15,0.00027785934805320722,1.5244818299622557e-11,5.6994195346728509e-11,2.6299563123141834e-12,3.0832486341145473e-14,2.5040432349266991e-08,6.4028111716753931e-10,0.0076886954246426628,0.00074297849853373083,7.7049639604374388e-05,2.2244795371259073e-08,2.7781488969633108e-09,1.958131440490037e-09,1.026739536550071e-12,2.2232289923224255e-08,1.3230230456142221e-05,4.7429124770547097e-08,3.7988848419357852e-06,1.0090965830551612e-09,4.4924262224920242e-12,1.6533614936478209e-10,3.9117935514115876e-12,5.1082398978675152e-13
5.8090953363854036e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44377570954824613,0.11041050991083189,0.022421857470555157,2.4761495034855574e-09,7.9567910932348242e-08,0.00020272109853056148,5.374771414083227e-05,4.0535496784694685e-07,1.5484635192653173e-16,0.00049986531225547316,8.4064810504635992e-15,0.00027837644104317403,1.5416859652878012e-11,5.7980357018987119e-11,2.6592099748583016e-12,3.1257906568719806e-14,2.5271463892853883e-08,6.5009981660010765e-10,0.0076917161397405086,0.00074548705284093342,7.7205430434759277e-05,2.2365296798358835e-08,2.7880639947470425e-09,1.9650536486846735e-09,1.030489725820751e-12,2.2286280598485861e-08,1.3235409789310987e-05,4.7704452984015592e-08,3.8287209873370643e-06,1.0245879570225639e-09,4.5422171058126038e-12,1.6684112185733422e-10,3.947837331699555e-12,5.1483485177632655e-13
5.8312888082317816e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44377003437624341,0.11040522086280898,0.022420359772812967,2.5101659051047993e-09,8.052267863147841e-08,0.0002042497529368444,5.4234991707996975e-05,4.0974360742639646e-07,1.5736133393650941e-16,0.0005016749324297529,8.5627995842236602e-15,0.00027889097279336383,1.5590113043364529e-11,5.8979100624250161e-11,2.6886226997642312e-12,3.1687061346956444e-14,2.550353696594546e-08,6.6002896144904607e-10,0.0076946939973771868,0.00074799349705289588,7.7360836857261512e-05,2.2485927499593926e-08,2.7979716293239457e-09,1.971971605073336e-09,1.0342371717855016e-12,2.2340028781450339e-08,1.324049072430765e-05,4.7980172906633327e-08,3.8586451623116987e-06,1.0402537834519786e-09,4.592352127119813e-12,1.6835173531817814e-10,3.9840563208314259e-12,5.1885941388914991e-13
5.85348228007816e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4437644039855474,0.11039997341977748,0.022418862213268605,2.5444934130765199e-09,8.148457480723539e-08,0.0002057827049563623,5.4724089336432132e-05,4.1416139164369826e-07,1.5990501428727192e-16,0.00050348345048325215,8.7213659687680689e-15,0.00027940295629386733,1.576458125589e-11,5.9990528189942084e-11,2.7181942574073242e-12,3.2119962889955336e-14,2.573665093122227e-08,6.700693265080328e-10,0.0076976295685005896,0.00075049783548907813,7.7515861940904263e-05,2.2606686992437013e-08,2.8078717860817104e-09,1.9788852993505992e-09,1.0379818863722514e-12,2.2393538692084903e-08,1.3245475901193412e-05,4.8256287064038286e-08,3.8886571301276257e-06,1.0560952877253282e-09,4.6428322899431692e-12,1.6986797825428694e-10,4.0204508872769343e-12,5.2289770525152273e-13
5.875675751924538e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44375881780319809,0.11039476702218584,0.022417364791607008,2.5791335295701057e-09,8.2453621849912164e-08,0.0002073199433405943,5.5215003379927169e-05,4.1860837884413774e-07,1.6247758025417801e-16,0.00050529086356823562,8.8822026283062685e-15,0.00027991240446843054,1.5940267056517055e-11,6.1014742061788106e-11,2.7479244188032794e-12,3.2556623371645402e-14,2.5970805146171025e-08,6.8022168832922103e-10,0.0077005234164517202,0.00075300007239901439,7.7670508708723292e-05,2.2727574793789737e-08,2.8177644505142981e-09,1.9857947212726062e-09,1.0417238812782113e-12,2.2446814469956679e-08,1.3250367895491108e-05,4.8532797937888844e-08,3.9187566553446489e-06,1.0721136980125469e-09,4.6936585965805396e-12,1.7138983936433137e-10,4.0570213982683657e-12,5.2694975477187182e-13
5.897869223770916e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44375327526391711,0.11038960111797326,0.022415867507517048,2.6140877598651952e-09,8.3429842127074354e-08,0.00020886145689875778,5.5707730253213009e-05,4.2308462696456343e-07,1.6507921945677424e-16,0.00050709716885528487,9.0453321002447735e-15,0.00028041933017479328,1.6117173192573978e-11,6.2051844902367091e-11,2.7778129556190932e-12,3.2997054926311725e-14,2.6205998963090837e-08,6.9048682521120845e-10,0.0077033760970661082,0.00075550021196349535,7.7824780138870258e-05,2.2848590420063349e-08,2.8276496082217684e-09,1.9926998606571083e-09,1.0454631679688362e-12,2.2499860174995801e-08,1.3255169219274245e-05,4.8809707965406008e-08,3.9489435037968907e-06,1.0883102452525369e-09,4.7448320480970731e-12,1.7291730753533947e-10,4.0937682196923669e-12,5.3101559112991861e-13
5.920062695617294e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44374777581000424,0.11038447516246939,0.022414370360691459,2.6493576123395715e-09,8.4413257983441273e-08,0.0002104072344971385,5.6202266430886273e-05,4.2759019353381604e-07,1.67710119859211e-16,0.00050890236353327324,9.2107770349261617e-15,0.00028092374620502754,1.6295302392666314e-11,6.3101939689661081e-11,2.8078596401824606e-12,3.3441269649112889e-14,2.6442231729100405e-08,7.0086551718701597e-10,0.0077061881587738891,0.00075799825829575226,7.7978679165680446e-05,2.2969733387256837e-08,2.8375272449101052e-09,1.9996007073835207e-09,1.0491997576770223e-12,2.2552679788285558e-08,1.3259882322257018e-05,4.9087019538973765e-08,3.9792174425757422e-06,1.1046861631341405e-09,4.7963536443241362e-12,1.7445037183935303e-10,4.1306917159862668e-12,5.3509524276645054e-13
5.942256167463672e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44374231889123489,0.11037938861829562,0.022412873350826826,2.6849445984562054e-09,8.5403891740771291e-08,0.00021195726505843826,5.6698608446333259e-05,4.3212513567316623e-07,1.7037046977064711e-16,0.00051070644480933844,9.3785601953638383e-15,0.00028142566528587459,1.6474657366688945e-11,6.4165129715602228e-11,2.8380642454896989e-12,3.388927959658832e-14,2.6679502786146195e-08,7.1135854601207186e-10,0.0077089601426985248,0.00076049421544263608,7.813220868070564e-05,2.3091003211031981e-08,2.8473973463910349e-09,2.0064972513929568e-09,1.0529336614025437e-12,2.2605277212877775e-08,1.3264509592884387e-05,4.9364735005795066e-08,4.0095782400132827e-06,1.121242688077121e-09,4.8482243838584264e-12,1.7598902153008435e-10,4.167792250038777e-12,5.3918873787367836e-13
5.96444963931005e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44373690396476012,0.1103743409552678,0.022411376477623486,2.7208502327494464e-09,8.6401765697751811e-08,0.00021351153756113842,5.7196752890654856e-05,4.3668951009675821e-07,1.730604578456428e-16,0.00051250940990885552,9.5487044569726823e-15,0.00028192510007908151,1.6655240805838728e-11,6.5241518584616641e-11,2.8684265452122509e-12,3.434109678715576e-14,2.6917811471011536e-08,7.2196669515220713e-10,0.0077116925827542459,0.00076298808738579796,7.8285371533713802e-05,2.3212399406785946e-08,2.8572598985818407e-09,2.0133894826882667e-09,1.0566648899117069e-12,2.2657656274631881e-08,1.3269053359421331e-05,4.9642856667601932e-08,4.0400256656661733e-06,1.1379810592131626e-09,4.9004452640609862e-12,1.7753324603957582e-10,4.2050701830948736e-12,5.4329610438615548e-13
5.986643111156429e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4437315304950068,0.11036933165030013,0.022409879740785531,2.757076032810426e-09,8.7406902129893321e-08,0.00021507004103887942,5.7696696411593084e-05,4.4128337311205986e-07,1.7578027308454161e-16,0.00051431125607540832,9.721232807295511e-15,0.00028242206318173572,1.6837055382627747e-11,6.6331210212165409e-11,2.8989463137018383e-12,3.4796733201598758e-14,2.71571571153266e-08,7.3269074977165629e-10,0.007714386005742137,0.00076547987804286325,7.8438170533656922e-05,2.3333921489721155e-08,2.867114887505175e-09,2.0202773913340712e-09,1.0603934537372316e-12,2.2709820723076003e-08,1.3273515891040405e-05,4.9921386780417556e-08,4.0705594902999774e-06,1.1549025183668777e-09,4.9530172810565347e-12,1.7908303497486611e-10,4.2425258746652412e-12,5.4741736997228709e-13
6.008836583002807e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44372619795357976,0.11036436018731016,0.0224083831400207,2.793623519271699e-09,8.841932328942777e-08,0.00021663276457985567,5.8198435712460151e-05,4.4590678062032015e-07,1.7853010483384025e-16,0.00051611198057076096,9.8961683457254668e-15,0.0002829165671266001,1.7020103750897051e-11,6.7434308823283014e-11,2.9296233259943403e-12,3.5256200783544262e-14,2.739753904557925e-08,7.4353149672107113e-10,0.0077170409314449998,0.0007679695912686049,7.8590608449607909e-05,2.345556897491277e-08,2.8769622992888611e-09,2.0271609674567888e-09,1.0641193631783313e-12,2.2761774232288515e-08,1.3277899398906695e-05,5.0200327554368368e-08,4.1011794858739294e-06,1.1720083100368301e-09,5.0059414297326327e-12,1.8063837811466384e-10,4.2801596824396499e-12,5.5155256202635516e-13
6.031030054849186e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44372090581916496,0.11035942605712545,0.022406886675040375,2.8304942157911528e-09,8.9439051405210792e-08,0.00021819969732622481,5.8701967551070872e-05,4.5055978811703211e-07,1.8131014278654626e-16,0.00051791158067482704,1.0073534283224296e-14,0.0002834086243824448,1.7204388545830985e-11,6.8550918951113011e-11,2.9604573578124436e-12,3.5719511439930559e-14,2.7638956583126713e-08,7.5448972452553919e-10,0.007719657872720909,0.00077045723085610821,7.8742688011667819e-05,2.3577341377373731e-08,2.8868021201657008e-09,2.0340402012446671e-09,1.0678426283010049e-12,2.2813520401798586e-08,1.328220603725953e-05,5.0479681153544316e-08,4.1318854255261042e-06,1.1892996813765777e-09,5.0592187037391031e-12,1.8219926540603255e-10,4.3179719622045757e-12,5.5570170766110037e-13
6.053223526695565e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44371565357743448,0.11035452875739118,0.022405390345559509,2.8676896490352364e-09,9.0466108682627815e-08,0.00021977082847353139,5.9207288738679075e-05,4.5524245069240299e-07,1.8412057698252427e-16,0.00051971005368564062,1.0253353942036628e-14,0.00028389824735438034,1.7389912383972011e-11,6.9681145435441116e-11,2.9914481855671325e-12,3.6186677041465111e-14,2.7881409044207991e-08,7.6556622337261666e-10,0.0077222373355955286,0.00077294280053793487,7.8894411911844471e-05,2.3699238212117461e-08,2.8966343364732696e-09,2.0409150829477971e-09,1.0715632589385117e-12,2.2865062757504112e-08,1.3286437904490063e-05,5.0759449695905427e-08,4.1626770835589807e-06,1.2067778821757213e-09,5.1128500954873966e-12,1.837656869610886e-10,4.3559630677649154e-12,5.5986483370081606e-13
6.075416998541944e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.443710440720952,0.11034966779247898,0.022403894151296583,2.9052113486615247e-09,9.1500517303504122e-08,0.00022134614727014411,5.9714396138918825e-05,4.5995482303183072e-07,1.8696159780882952e-16,0.00052150739691932449,1.0435650755400187e-14,0.00028438544838418672,1.7576677863236091e-11,7.0825093421225849e-11,3.0225955863580807e-12,3.6657709423072996e-14,2.8124895739957138e-08,7.7676178510036814e-10,0.0077247798193532157,0.00077542630398727596,7.9045782804903892e-05,2.382125899421835e-08,2.906458934653716e-09,2.0477856028781405e-09,1.0752812646920379e-12,2.2916404752605765e-08,1.329059704421404e-05,5.10396352532328e-08,4.1935542354254148e-06,1.2244441648409778e-09,5.1668365961501022e-12,1.8533763305371452e-10,4.3941333508696531e-12,5.6404196667495363e-13
6.097610470388322e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44370526674907973,0.11034484267339723,0.022402398091973561,2.9430608473006704e-09,9.2542299426018181e-08,0.0002229256430167066,6.0223286666751144e-05,4.6469695941638616e-07,1.8983339600002958e-16,0.00052330360771005765,1.062044826725205e-14,0.00028487023975064474,1.7764687562928573e-11,7.1982868357126629e-11,3.0538993379730106e-12,3.7132620384335296e-14,2.8369415976417151e-08,7.8807720318541771e-10,0.0077272858166268768,0.00077790774481910189,7.9196803309194668e-05,2.3943403238870019e-08,2.9162759012535435e-09,2.0546517514095334e-09,1.0789966549315365e-12,2.296754976855551e-08,1.3294685446339086e-05,5.1320239851122011e-08,4.2245166577149582e-06,1.2422997843772657e-09,5.221179195660481e-12,1.8691509411628943e-10,4.43248316114134e-12,5.6823313281221084e-13
6.119803942234701e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44370013116788715,0.11034005291770231,0.022400902167315849,2.9812396805377565e-09,9.3591477184618842e-08,0.00022450930506560026,6.073395728741688e-05,4.6946891372330225e-07,1.9273616263851399e-16,0.00052509868341004393,1.0807770131930948e-14,0.00028535263366986251,1.7953944043760638e-11,7.315457599402961e-11,3.0853592188860505e-12,3.7611421689918196e-14,2.8614969054554648e-08,7.9951327273101108e-10,0.0077297558134866579,0.00078038712659130255,7.9347476007447459e-05,2.4065670461441566e-08,2.926085222923406e-09,2.0615135189777047e-09,1.0827094387967397e-12,2.3018501116018548e-08,1.329870504812585e-05,5.1601265469017623e-08,4.2555641281405506e-06,1.2603459983688067e-09,5.2758788827120554e-12,1.8849806073643956e-10,4.4710128460095943e-12,5.7243835803511725e-13
6.14199741408108e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44369503349006056,0.11033529804941121,0.022399406377052219,3.0197493868931055e-09,9.4648072689945828e-08,0.00022609712282042028,6.1246405015396305e-05,4.7427073942646971e-07,1.956700891547908e-16,0.00052689262138947823,1.0997640113875627e-14,0.00028583264229560312,1.8144449847866226e-11,7.4340322383571176e-11,3.1169750082551836e-12,3.8094125069992271e-14,2.8861554270275128e-08,8.1107079045508848e-10,0.0077321902895274236,0.00078286445280582124,7.9497803447549459e-05,2.4188060177531744e-08,2.9358868864178856e-09,2.0683708960802792e-09,1.086419625198332e-12,2.3069262035846971e-08,1.3302657735242355e-05,5.1882714040286518e-08,4.2866964255255492e-06,1.2785840669602476e-09,5.330936644758316e-12,1.9008652365381005e-10,4.5097227506482752e-12,5.7665766795507757e-13
6.164190885927459e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44368997323481341,0.11033057759891504,0.022397910720914817,3.058591507802556e-09,9.5712108028753432e-08,0.00022768908573546305,6.1760626913376021e-05,4.791024895969376e-07,1.9863536732777219e-16,0.00052868541903651305,1.1190082087319321e-14,0.00028631027771961034,1.8336207498819409e-11,7.5540213876658943e-11,3.1487464859188062e-12,3.8580742220642417e-14,2.9109170914439016e-08,8.2275055467836929e-10,0.0077345897179550861,0.0007853397269097774,7.9647788143295464e-05,2.4310571903021124e-08,2.9456808785952764e-09,2.0752238732767828e-09,1.0901272228192746e-12,2.3119835700064219e-08,1.3306545342811003e-05,5.2164587452328566e-08,4.3179133297911001e-06,1.2970152528377974e-09,5.3863534680123913e-12,1.9168047375685931e-10,4.5486132179161349e-12,5.8089108786785271e-13
6.186384357773837e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44368494992779867,0.11032589110289409,0.022396415198639046,3.0977675875972483e-09,9.6783605263837553e-08,0.00022928518331522476,6.2276620091223918e-05,4.8396421690342188e-07,2.0163218928504674e-16,0.00053047707375722343,1.1385120035980379e-14,0.00028678555197193242,1.8529219501652434e-11,7.675435712199126e-11,3.1806734323914787e-12,3.9071284804268331e-14,2.9357818272878138e-08,8.3455336531244801e-10,0.0077369545656717749,0.00078781295229658386,7.9797432575116144e-05,2.4433205154122539e-08,2.9554671864173567e-09,2.0820724411886359e-09,1.0938322401162851e-12,2.3170225212858841e-08,1.3310369656447657e-05,5.2446887546722955e-08,4.3492146219438312e-06,1.3156408212103838e-09,5.442130337446878e-12,1.9327990207967932e-10,4.5876845883014519e-12,5.8513864274951444e-13
6.208577829620216e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44367996310102181,0.11032123810423373,0.022394919809963606,3.1372791734829519e-09,9.7862586433965725e-08,0.00023088540511391196,6.2794381704972326e-05,4.8885597361281854e-07,2.0466074750314001e-16,0.00053226758297557255,1.1582778052749005e-14,0.00028725847702124497,1.8723488342874094e-11,7.7982859064573739e-11,3.2127556288588921e-12,3.9565764449975652e-14,2.9607495626412993e-08,8.4648002384790208e-10,0.0077392852933598792,0.00079028413230704979,7.9946739190784263e-05,2.4555959447429466e-08,2.9652457969491641e-09,2.0889165904991528e-09,1.0975346853214455e-12,2.3220433611586423e-08,1.3314132413292284e-05,5.2729616119408411e-08,4.3806000840638425e-06,1.3344620397908298e-09,5.4982682367936535e-12,1.9488479979884168e-10,4.6269371998698367e-12,5.894003572527921e-13
