Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(45),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2X(46),CHOX(50),H2OX(23),CO2X(24),COX(47)
9.85178107779638e-21,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039999635,0.09999999999999748,0.099999999999999464,4.3590206255301906e-98,5.1881231829091278e-58,1.8788394671260935e-37,7.9716706487014283e-79,1.7844506904769582e-48,2.4778608630142301e-127,3.2568454587031359e-34,4.1818125398642139e-125,3.2552798769044466e-34,6.0132490609432318e-80,2.0480341462144286e-66,5.49832683120517e-114,1.4237710320136522e-115,3.9756938739033862e-57,6.5182081047201961e-97,2.5307641650724783e-15,1.1072802525715642e-15,2.9104994598021265e-18,2.9104994805075528e-18,1.0278123327803165e-26,4.9736627673331101e-29,2.3626900271740703e-35,3.091794069690476e-32,7.2894674152700192e-59,7.160383777630578e-51,3.8436059979327531e-87,5.1578081404052535e-46,4.5680614620753146e-88,7.6707766191629027e-93
1.971212147885757e-20,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039999271,0.09999999999999494,0.099999999999998909,2.1737544605893798e-95,8.3076979993343284e-57,1.4974788437055188e-36,1.0131610291879952e-76,1.4290077961030748e-47,2.5215943873758241e-124,6.5196559462138328e-34,2.681382639639282e-123,6.5133895390142457e-34,9.631648872779008e-79,3.2806422909339443e-65,1.6101121082614408e-111,3.6190801483944075e-113,3.1829483582508543e-56,2.0881676802611019e-95,5.0637270826751351e-15,2.2155225210010764e-15,5.8235275691821919e-18,5.8235276522551909e-18,4.0941942268002926e-26,3.9641232730211585e-28,3.7520052233177279e-34,1.2375133197020868e-31,4.632303896293409e-57,1.1416257379213099e-49,9.7743626610558571e-85,4.1293513719506924e-45,1.1389777021618473e-85,1.9498328565398606e-90
3.943280228097995e-20,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039998541,0.099999999999989875,0.099999999999997799,1.0607927457891203e-92,1.3297533805457065e-55,1.1877968419379111e-35,1.2840223467070029e-74,1.1437854059148488e-46,2.5576715866527427e-121,1.3054687355410318e-33,1.7185452638410971e-121,1.3029613564391357e-33,1.5419003115653836e-77,5.2519977998890882e-64,5.1583550878155206e-109,9.1733330998574884e-111,2.5472874230466578e-55,6.6858845409923923e-94,1.0129652917873052e-14,4.4320070578599069e-15,1.1649583725893848e-17,1.1649584059852225e-17,1.6226292795977025e-25,3.1443306743397432e-27,5.9421484993758551e-33,4.9515847664919843e-31,2.9352922270904882e-55,1.8116404902648791e-48,2.4780058020262323e-82,3.3046859801612364e-44,2.7789848821392286e-83,4.9422686279836683e-88
7.887416388522471e-20,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039997081,0.09999999999997973,0.099999999999995579,4.964300743330769e-90,2.1279760257146717e-54,9.3382041447514846e-35,1.6149477277048277e-72,9.1526003073076214e-46,2.573980731715989e-118,2.616239190970188e-33,1.1017469686594467e-119,2.6062080419776055e-33,2.4677098352599476e-76,8.4053750265959912e-63,1.83949385640536e-106,2.3075768208211682e-108,2.0381551489807569e-54,2.1400828699601476e-92,2.0261504588239299e-14,8.8649761315767987e-15,2.3301695791123291e-17,2.3301697139315039e-17,6.3701665656890276e-25,2.4720007031489943e-26,9.3392572440889551e-32,1.9808919684351725e-30,1.8457837747482e-53,2.8502055475950899e-47,6.2337922838611272e-80,2.6441706912471405e-43,6.5019792573323741e-81,1.2432410769323859e-85
1.5775688709371425e-19,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039994164,0.099999999999959441,0.099999999999991152,2.1571736200160489e-87,3.4049082675945575e-53,7.2187285644459248e-34,1.9995504610331517e-70,7.32300689181223e-45,2.5497393436588858e-115,5.2528367955465075e-33,7.0711487614006354e-118,5.2127089349070941e-33,3.9488711301404181e-75,1.3449708511372796e-61,7.2390106442713373e-104,5.7146206819482703e-106,1.6305800407911419e-53,6.8492247779150153e-91,4.0525207928853452e-14,1.7730914279007506e-14,4.6605918928806722e-17,4.6605924414219146e-17,2.4560681603395186e-24,1.91092787219933e-25,1.4447949843893173e-30,7.923697831349615e-30,1.1425354868370935e-51,4.411528351376964e-46,1.5436625559017942e-77,2.1154091020564076e-42,1.4124432894294135e-78,3.0788362459086815e-83
3.155223335106933e-19,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1928957503998833,0.099999999999918862,0.099999999999982284,8.3278403726324583e-85,5.4474909308902117e-52,5.408476432596358e-33,2.4033206065819669e-68,5.8587757285448153e-44,2.4515948558298921e-112,1.0586258774439748e-32,4.5497916328423914e-116,1.0425740808179426e-32,6.3186216674299216e-74,2.1518389941684138e-60,3.0303652930682016e-101,1.3738828716410767e-103,1.3043677423275921e-52,2.1919053096846823e-89,8.1052614609608384e-14,3.5462790573856604e-14,9.3214361233072049e-17,9.3214383842953504e-17,9.1573476767253708e-24,1.4317105600308283e-24,2.169009155805098e-29,3.1691962246536926e-29,6.864556204160468e-50,6.6245464802681384e-45,3.7103956739186777e-75,1.6922023608018465e-41,2.725602312625297e-76,7.4019967093505783e-81
6.310532263446514e-19,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039976659,0.099999999999837719,0.099999999999964548,2.7257728701006106e-82,8.7141615088668005e-51,3.8367929809599744e-32,2.7418636341586098e-66,4.6871679279185272e-43,2.2372331881760018e-109,2.1494009770137226e-32,2.9424979015787308e-114,2.0851924904406046e-32,1.0110135411333427e-72,3.4422013876430404e-59,1.2801292865426844e-98,3.1355286419660483e-101,1.0432658967893042e-51,7.0143413470770983e-88,1.6210742796922474e-13,7.0926543163505551e-14,1.8643122995719964e-16,1.864313248284949e-16,3.2200416371773464e-23,1.0156452078483748e-23,3.0889392330880224e-28,1.2673748904488744e-28,3.9140064676113142e-48,9.4354988238113623e-44,8.4643303512438171e-73,1.3534657107377469e-40,4.4584847791776322e-74,1.6893122708438753e-78
1.2621150120125676e-18,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039953319,0.099999999999675418,0.09999999999992909,7.3178079916079656e-80,1.3936293921784329e-49,2.4982903785912641e-31,2.8816820552780352e-64,3.7497920885020404e-42,1.8805437239444889e-106,4.4273139584765047e-32,1.9222732002636549e-112,4.1704774495850624e-32,1.6176484278175862e-71,5.5048527107607233e-58,5.1649380595542805e-96,6.5933204652345842e-99,8.3421799752968091e-51,2.2446276487935419e-86,3.2421705468088344e-13,1.4185404834260646e-13,3.7286490386786298e-16,3.7286530886704082e-16,1.0329564044204072e-22,6.6130710715848064e-23,4.0487604795537736e-27,5.0669178940890671e-28,2.0552432864415848e-46,1.2368514408229712e-42,1.778529021346071e-70,1.0822604844433289e-39,5.9807663123648829e-72,3.5522481220074295e-76
2.5242385833484e-18,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039906637,0.09999999999935083,0.099999999999858161,1.5995215265714753e-77,2.2277307039623002e-48,1.4514691918050185e-30,2.7138391609962639e-62,2.9998548610174869e-41,1.4162201729914521e-103,9.3685907879665213e-32,1.2802274852602221e-110,8.3412399277082341e-32,2.5882573008375223e-70,8.7989943510607643e-57,1.9044680433657482e-93,1.2425469698477835e-96,6.667318647793748e-50,7.1828655931420019e-85,6.4843630807390478e-13,2.8370905870002034e-13,7.4573199753899924e-16,7.4573373726653731e-16,2.9349176570766653e-22,3.8418551616765349e-22,4.7500918792034771e-26,2.0246739271766248e-27,9.6668970750828273e-45,1.4512317064087238e-41,3.3480084531147857e-68,8.6497480635958546e-39,6.530781641376471e-70,6.6944006306887706e-74
5.048485726020065e-18,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039813273,0.099999999998701641,0.099999999999716302,2.9071891473590433e-75,3.5577093111788223e-47,7.4660039411112845e-30,2.2692471622144838e-60,2.3998893114512058e-40,9.4687777869410295e-101,2.0792945811377437e-31,8.8329670263023878e-109,1.6683535125329502e-31,4.1412224353898269e-69,1.405021568597438e-55,6.2996805675163186e-91,2.0793792785651335e-94,5.3235558640601681e-49,2.2985233433225664e-83,1.2968748147387636e-12,5.674190794116962e-13,1.49146516828189e-15,1.4914725669723543e-15,7.3450291205361783e-22,1.975906548924646e-21,4.9445262093076401e-25,8.0819367778356803e-27,4.0361367558493233e-43,1.5108383939296477e-40,5.5951989996214583e-66,6.9064371221718204e-38,5.9294410737268004e-68,1.1202932116444266e-71
1.0096980011363395e-17,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039626544,0.099999999997403277,0.099999999999432598,4.5857782262941089e-73,5.6711138002195904e-46,3.4684348970346107e-29,1.7126022186487743e-58,1.9199087326659094e-39,5.713935186881796e-98,4.9808844501354117e-31,6.4716243099607989e-107,3.3371206502783509e-31,6.6259481828645676e-68,2.2390544669627145e-54,1.8908085222044438e-88,3.1406821129201759e-92,4.2424395278716763e-48,7.3552670387586414e-82,2.5937518275837441e-12,1.1348391208224408e-12,2.9829274433812395e-15,2.9829583168969661e-15,1.6619700123065303e-21,9.1769964241587628e-21,4.6461123940105756e-24,3.2194328001545557e-26,1.5210472689338967e-41,1.4200074478241486e-39,8.4396681146729903e-64,5.503866696738124e-37,4.6725889610315208e-66,1.6920703305766995e-69
2.0193968582050054e-17,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039253087,0.099999999994806535,0.099999999998865177,6.5870838180115394e-71,9.0065956536989221e-45,1.5049352741612736e-28,1.202517859570547e-56,1.5359180827065141e-38,3.2083034087220088e-95,1.3250926193810459e-30,5.1895250519236116e-105,6.6758873320970284e-31,1.0601458707498381e-66,3.5540635695472393e-53,5.2945330890432e-86,4.4128621557997945e-90,3.3679875022801812e-47,2.3536728185690141e-80,5.1875058513347577e-12,2.2696792035935004e-12,5.9658357281228478e-15,5.9659623557131571e-15,3.5356919002347707e-21,3.979799561798087e-20,4.0655102259818843e-23,1.2772196920847417e-25,5.3347139402293265e-40,1.2431590180935532e-38,1.1845392542766614e-61,4.3694091825019295e-36,3.3537887149651946e-64,2.3773906693915473e-67
4.038794572342337e-17,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575038506176,0.099999999989613064,0.099999999997730335,8.9540141752084043e-69,1.4200174912869449e-43,6.2786778126367734e-28,8.0802949127929225e-55,1.2287183980978745e-37,1.7241037621944471e-92,3.9658350092398101e-30,5.8445853227707514e-103,1.3358350428746877e-30,1.6962120141867099e-65,5.5975523477330478e-52,1.4207546241227144e-83,5.9331249367666806e-88,2.6537544896452634e-46,7.5316597937524544e-79,1.0375013891080999e-11,4.5393593689339104e-12,1.1931587236487325e-14,1.1932100778357669e-14,7.2871943095919143e-21,1.6586834212252515e-19,3.4080799425898514e-22,5.0263575043597267e-25,1.7911610196012608e-38,1.0431352136978629e-37,1.5912336561699912e-59,3.4428094530788887e-35,2.2785449285678647e-62,3.1960000836298283e-65
8.077590000617e-17,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575037012352,0.099999999979226123,0.099999999995460651,1.1804108949475849e-66,2.2075285062977424e-42,2.5656791874124815e-27,5.2957154775926529e-53,9.8294828118597948e-37,9.0368716940117842e-90,1.319416986614446e-29,6.225338770707307e-101,2.6742996417255136e-30,2.7138686549395829e-64,8.6837846995366615e-51,3.7209581137335598e-81,7.7825339315379705e-86,2.0607554742874728e-45,2.4100694919969264e-77,2.0750029939550336e-11,9.0787196988079327e-12,2.3862830014417513e-14,2.3864899941016675e-14,1.4790495022875029e-20,6.7639753953029844e-19,2.7888039509730488e-21,1.9474307839805831e-24,5.8672722598872532e-37,8.5523453348430534e-37,2.0849494088278857e-57,2.673490869284497e-34,1.5015605810518363e-60,4.1900277252969091e-63
1.6155180857166328e-16,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575034024703,0.099999999958452226,0.099999999990921296,1.5293501383974062e-64,3.3420505772492178e-41,1.0373393256855693e-26,3.4207933491414142e-51,7.8631603607031811e-36,4.6680362404657439e-87,4.7437551220281207e-29,7.156949847105175e-99,5.3591174504628683e-30,4.3419623184055116e-63,1.3094232403518518e-49,9.606810039647789e-79,1.0076508252343339e-83,1.557048683105306e-44,7.7118247209756247e-76,4.1500061912396419e-11,1.8157440355329068e-11,4.7724274660490382e-14,4.7732594874230191e-14,2.9796467966300652e-20,2.7235392278421293e-18,2.2502685181697535e-20,7.326935345243773e-24,1.8945679132684416e-35,6.9273878718870883e-36,2.6922413995262014e-55,2.0200142394352357e-33,9.7258692793520828e-59,5.4137483651707169e-61
2.423277171371566e-16,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575031037054,0.09999999993767833,0.099999999986381941,1.0133575229238961e-63,1.1984595251714968e-40,2.2113032957236671e-26,1.9190938869877899e-50,2.3343037835990652e-35,4.0161689659202428e-86,9.7466955576376701e-29,3.9986326928552794e-98,8.0518245655398943e-30,1.6426110733661001e-62,4.8618532984512047e-49,7.297642096636725e-78,6.6226212164662607e-83,4.3111405442568197e-44,3.5974732362988248e-75,6.2250093761149925e-11,2.7236161008623653e-11,7.1584678442180089e-14,7.1602393536545017e-14,4.4801786702723021e-20,5.7893454029495403e-18,6.4407884698235135e-20,1.4936679694629416e-23,8.8714563226147759e-35,1.9871438163610299e-35,1.7828872793172492e-54,5.5929948359185934e-33,5.5144006745007066e-58,3.5550268044104948e-60
3.2310362570264985e-16,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575028049405,0.099999999916904433,0.099999999981842586,4.5781941225918088e-63,2.9700633437219205e-40,3.7784432575974448e-26,7.0078016484607523e-50,5.0861586734227059e-35,2.3656825617275315e-85,1.6328169432607682e-28,2.0078789060894778e-97,1.075242168470779e-29,4.2755972641579618e-62,1.2719174873747484e-48,3.5917938676336296e-77,2.7166507558297218e-82,8.8366883318538653e-44,1.0954102723990444e-74,8.3000125485810837e-11,3.6314881658691821e-11,9.5444041404891562e-14,9.5474303320367948e-14,5.9806450894694176e-20,9.8664505446605136e-18,1.358245171842501e-19,2.4544082463723038e-23,2.8626399544489591e-34,4.1988873920629588e-35,8.0526907778276328e-54,1.1464147705197707e-32,2.2846842268957856e-57,1.4559738453081673e-59
4.846554428336364e-16,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575022074107,0.09999999987535664,0.099999999972763862,5.2922371277365133e-62,9.9987676732577528e-40,7.8354322346290816e-26,4.561443301998463e-49,1.4762549997221394e-34,5.3444346813258716e-84,3.3195624922472249e-28,2.5691622939968232e-96,1.6172135453416197e-29,1.5689999950091787e-61,4.8487656419188745e-48,4.5600980138300467e-76,2.0948147529010002e-81,2.3040666317079385e-43,4.9905039551650421e-74,1.2450018864389498e-10,5.4472322951256454e-11,1.4316032473273464e-13,1.4322310001367392e-13,8.9814243179520033e-20,2.0371476544266834e-17,3.7041951097627706e-19,4.781890105775365e-23,1.5741009169792479e-33,1.1489205355737018e-34,9.3068795125643549e-53,2.9891469504468986e-32,2.4050747916096192e-56,1.1113068183210529e-58
6.462072599646229e-16,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575016098809,0.099999999833808847,0.099999999963685138,2.3805022060882162e-61,2.4221668585865175e-39,1.3338132861230962e-25,1.6757519265048355e-48,3.2282184203555244e-34,3.265718635012161e-83,5.5867338873885352e-28,1.1676618856179833e-95,2.1620869411860128e-29,4.068355407224713e-61,1.2604442733509231e-47,2.3316339795424521e-75,8.6836309214763098e-81,4.6292957637699742e-43,1.4989282354190201e-73,1.6600025134564638e-10,7.2629764231957992e-11,1.9087278097512374e-13,1.9097971935158727e-13,1.1981962868807267e-19,3.453498776941339e-17,7.7358318618327655e-19,7.6840121888134163e-23,5.0465800528602658e-33,2.4064632864618119e-34,4.1843999747009159e-52,6.0057487159509776e-32,9.0306614015936027e-56,4.5726976249098017e-58
8.077590770956095e-16,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575010123511,0.099999999792261055,0.099999999954606414,8.4728580935119306e-61,4.9829021735935176e-39,2.0389699610864055e-25,4.930038513992791e-48,6.0562219236801878e-34,1.5362627687977072e-82,8.4757440967484684e-28,4.2963227623609813e-95,2.7100701147261921e-29,8.8949682776625927e-61,2.7154121609784418e-47,9.1345531199294023e-75,2.8748071802789381e-80,8.0946439149839407e-43,3.7399315722362396e-73,2.0750031355846993e-10,9.0787205499950133e-11,2.3858113707225309e-13,2.3874476724091386e-13,1.4982243570008184e-19,5.2570248068730861e-17,1.4051092464266522e-18,1.1094089200005335e-22,1.3167568043955137e-32,4.3840812775626443e-34,1.4890531568998283e-51,1.0501467051479177e-31,2.9836168229853025e-55,1.4991095755421492e-57
1.1308627113575826e-15,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289574998172906,0.099999999709165482,0.099999999936448966,1.2068702323982527e-59,1.665386415520906e-38,3.9235971922461034e-25,4.1088679794494306e-47,1.6568467014559609e-33,7.0487284858389961e-81,1.6158029417671198e-27,5.6415018950929376e-94,3.8155643630424938e-29,3.4209252314456383e-60,9.3597228665944181e-47,2.1273749448830219e-73,3.9811895545629951e-79,1.9342141344621445e-42,2.0516421097983103e-72,2.9050043648662177e-10,1.2710208799701323e-10,3.3398529333957093e-13,3.3430099017902052e-13,2.0982015355826558e-19,1.0018103205158636e-16,3.6837213972449724e-18,1.8949476940291638e-22,7.3132605609573742e-32,1.1587028882359354e-33,2.1180990536819665e-50,2.5093241674425696e-31,2.6332662180645853e-54,1.9168077384660091e-56
1.4539663456195557e-15,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289574986222302,0.09999999962606991,0.099999999918291518,6.0039745572328607e-59,4.0221156263525625e-38,6.4371339229836071e-25,1.6713989028380189e-46,3.492372673217191e-33,4.9323404147780234e-80,2.6365237166518578e-27,2.8405582244795073e-93,4.9336962977933338e-29,9.0858552410062969e-60,2.2760851329196632e-46,1.2785168108860605e-72,2.0604414219208266e-78,3.6796441098799659e-42,6.7797119750110039e-72,3.7350055742897848e-10,1.6341697044246717e-10,4.2937280132359346e-13,4.29892132911643e-13,2.698074016525977e-19,1.6281632162033243e-16,7.5859739724552682e-18,2.7873416153769557e-22,2.4048554482831332e-31,2.4036090408490047e-33,1.0531088679401326e-49,4.7737319028496767e-31,1.06301739149126e-53,9.5049279496349641e-56
2.100173614143502e-15,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289574962321082,0.099999999459878766,0.099999999881976637,9.6200216514074083e-58,1.513076721819481e-37,1.3350124049631433e-24,1.7235768798730702e-45,1.0649638282586553e-32,2.0887408250353947e-78,5.4351083345851843e-27,4.493079370783113e-92,7.2078920761587873e-29,4.1221016535386266e-59,8.4148169646015436e-46,3.3621676717686688e-71,4.1673185311115376e-77,9.2887768475121445e-42,4.6741744208512288e-71,5.3950079335714338e-10,2.3604673517858381e-10,6.2009789444181173e-13,6.2118129570828651e-13,3.8975050238458162e-19,3.3097640241189948e-16,2.2423415490793535e-17,4.7310173615103964e-22,1.5846616212969381e-30,7.2264650192298181e-33,1.6843063112121619e-48,1.2050656844287431e-30,1.0601576137608651e-52,1.5697633311420498e-54
