Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),CH3OO(77),CO2X(24),CHOX(53),COX(50)
3.81213153700744e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43752846481904162,0.10699738559024771,0.0203721654446519,6.3118577953836444e-13,1.0473988989440471e-09,0.0047275007381177092,3.3721127511860423e-05,2.9936351311863992e-05,2.5112732781899717e-15,0.0019535879275875971,1.4592152143588547e-11,0.00040022777059516528,1.2752831012297604e-09,6.2772877247702162e-11,2.4464438907051969e-12,9.6272443683193478e-14,9.2594588941954253e-10,4.9703163027038248e-07,0.0076005741328533868,0.0048649521666648526,0.0001981056539040982,1.6485667928406515e-09,2.855117190357359e-09,1.9561165951159883e-11,3.2598723240356651e-06,0.0020188750149844918,1.0760739442856138e-07,9.2932905253553539e-05,7.8622528661373045e-07,9.9012034552180869e-09,1.9567080201718822e-16,1.1149435788157209e-12,1.0321937222169117e-10
3.8301826597051437e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43749300114151973,0.10697965229538457,0.020361410142041063,6.4483840463586174e-13,1.0621614535672528e-09,0.004759815019652453,3.4171176385477508e-05,3.0130923979817562e-05,2.5699268872268602e-15,0.0019571374079400744,1.4765368147704565e-11,0.00040037667239026866,1.2838512521832899e-09,6.3747804696887709e-11,2.4800688369124042e-12,9.7913317215552959e-14,9.3364937673230768e-10,5.0361333745674783e-07,0.0075987027229166993,0.0048860113758824432,0.00019856842494764057,1.6597044983872064e-09,2.8606806154496269e-09,1.9789665517935875e-11,3.2922704202248407e-06,0.0020340233325018909,1.0889299167378849e-07,9.3563992925316036e-05,7.9663878692832779e-07,9.9139568265307889e-09,1.9888175388184064e-16,1.1309912104046046e-12,1.0458850295081322e-10
3.848233782402847e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43745752964816753,0.10696191901885789,0.020350662260010251,6.5871376104423561e-13,1.0770513753447566e-09,0.0047921736442685476,3.4624580835553109e-05,3.0324943246376794e-05,2.6296438879829595e-15,0.0019606580342366692,1.4939095832188138e-11,0.00040052551105181945,1.2923992610525522e-09,6.4731439707458435e-11,2.5139621784033902e-12,9.9571915898887742e-14,9.413660495158088e-10,5.1023851815910229e-07,0.007596831352329054,0.0049070523803055833,0.00019903007531341371,1.6708617734831728e-09,2.8662035970594674e-09,2.0019732031073275e-11,3.3248118598751047e-06,0.0020491978217353625,1.1018679002168984e-07,9.4195859299134603e-05,8.0712109160484974e-07,9.9265487327832259e-09,2.0212776629469789e-16,1.1471826315207495e-12,1.0596767848286195e-10
3.8662849051005507e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43742205055039846,0.10694418574649089,0.020339921793038399,6.7281425811005381e-13,1.0920690113645414e-09,0.0048245762861752707,3.508134292139042e-05,3.0518402677059226e-05,2.6904378323193556e-15,0.0019641500531551608,1.5113322124195435e-11,0.0004006742888655123,1.3009268415709266e-09,6.5723787395451427e-11,2.5481243381105388e-12,1.0124830135099694e-13,9.4909572726291453e-10,5.1690705923186316e-07,0.0075949600241045504,0.0049280751889149007,0.00019949061242076252,1.6820385241411328e-09,2.8716864717271902e-09,2.0251367425056763e-11,3.3574963184659626e-06,0.0020643982588878199,1.1148878862380688e-07,9.4828497669592298e-05,8.1767202166422763e-07,9.9389806705234844e-09,2.0540901379202568e-16,1.1635182784923673e-12,1.0735690259987473e-10
3.884336027798254e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43738656405767001,0.10692645246426673,0.020329188735598462,6.8714231685664261e-13,1.1072147066781103e-09,0.0048570226223578743,3.5541464631519136e-05,3.0711295990735507e-05,2.7523223662558836e-15,0.0019676137090823475,1.5288033989606765e-11,0.0004008230079794768,1.3094337137893066e-09,6.672485243675188e-11,2.5825557336574736e-12,1.0294253447841131e-13,9.5683823104684127e-10,5.2361884606709223e-07,0.0075930887412285096,0.0049490798107738555,0.0001999500436011929,1.693234656919139e-09,2.8771295728922758e-09,2.0484573609905585e-11,3.3903234718974827e-06,0.0020796244220934079,1.1279898650559372e-07,9.5461901389605345e-05,8.2829139581144114e-07,9.9512541217371708e-09,2.0872567040630195e-16,1.1799985850574629e-12,1.0875617886640137e-10
3.9023871504959577e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43735107037750154,0.10690871915832793,0.020318463082157571,7.017003699453353e-13,1.1224888043152999e-09,0.0048895123325486262,3.6004947884583564e-05,3.0903617057850351e-05,2.8153112299439772e-15,0.0019710492441347162,1.5463218435445598e-11,0.00040097167041037708,1.317919604006994e-09,6.7734639071059704e-11,2.6172567774101029e-12,1.0465467547866646e-13,9.6459338350905033e-10,5.3037376262747761e-07,0.0075912175066578744,0.0049700662550276305,0.00020040837609983783,1.7044500789304815e-09,2.882533230921708e-09,2.0719352474485173e-11,3.423292996522947e-06,0.0020948760913993402,1.1411738256711121e-07,9.6096063869814761e-05,8.3897903048766174e-07,9.9633705539866378e-09,2.1207790962384792e-16,1.1966239822557116e-12,1.101655106323077e-10
3.920438273193661e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43731556971549235,0.1068909858149759,0.020307744827177135,7.1649086163666225e-13,1.1378916452989651e-09,0.0049220450991982806,3.6471794530220008e-05,3.1095359898646976e-05,2.8794182576367227e-15,0.0019744568981790193,1.5638862512237736e-11,0.00040112027804925434,1.3263842447029926e-09,6.8753151105853435e-11,2.6522278765272067e-12,1.0638478384264261e-13,9.723610088471622e-10,5.3717169147890113e-07,0.0075893463233216059,0.0049910345309019909,0.00020086561707693872,1.7156846978109003e-09,2.8878977731365172e-09,2.0955705883307706e-11,3.4564045691113959e-06,0.0021101530487479658,1.1544397558616344e-07,9.6730978577986619e-05,8.4973473992186684e-07,9.9753314205485376e-09,2.1546590441317697e-16,1.2133948985114688e-12,1.1158490103560167e-10
3.9384893958913647e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43728006227533878,0.10687325242067054,0.020297033965112982,7.3151624775161975e-13,1.1534235686595196e-09,0.004954620607447913,3.694200634992395e-05,3.1286518681395453e-05,2.9446573776572007e-15,0.001977836908852735,1.5814953316310759e-11,0.00040126883266712447,1.334827374466557e-09,6.9780391920351138e-11,2.6874694330106082e-12,1.0813291835696881e-13,9.8014093280288734e-10,5.4401251382265361e-07,0.0075874751941210818,0.0050119846477021919,0.0002013217736092197,1.7269384217209809e-09,2.8932235238395847e-09,2.1193635676094269e-11,3.4896578668843444e-06,0.0021254550779589302,1.1677876421973698e-07,9.7366639038420097e-05,8.6055833618186837e-07,9.9871381605546035e-09,2.1888982724964757e-16,1.2303117597406101e-12,1.1301435300518835e-10
3.956540518589068e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43724454825885267,0.10685551896202948,0.020286330490415439,7.4677899563259865e-13,1.169084911449421e-09,0.004987238545101135,3.7415585057905815e-05,3.1477087720625479e-05,3.011042612363744e-15,0.0019811895115844145,1.5991477992034384e-11,0.00040141733592033918,1.3432487379280582e-09,7.0816364469467108e-11,2.7229818437547783e-12,1.0989913710648943e-13,9.8793298264997893e-10,5.5089610952733144e-07,0.0075856041219304624,0.0050329166148118682,0.00020177685269125124,1.7382111593670521e-09,2.8985108043440469e-09,2.1433143673272049e-11,3.5230525675638827e-06,0.0021407819647114904,1.1812174700395001e-07,9.8003038831363679e-05,8.714496292247213e-07,9.9987921991282003e-09,2.2234985004546366e-16,1.2473749891621573e-12,1.1445386926355698e-10
3.9745916412867717e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43720902786597787,0.1068377854258275,0.020275634397529493,7.622815841042319e-13,1.1848760087575164e-09,0.0050198986025966896,3.789253230193673e-05,3.1667061475364282e-05,3.0785880781120817e-15,0.0019845149396139129,1.6168423734002453e-11,0.00040156578935572347,1.3516480856906344e-09,7.1861071287764001e-11,2.7587655005960073e-12,1.1168349747679156e-13,9.9573698718220754e-10,5.5782235716031525e-07,0.0075837331095970698,0.0050538304416919621,0.00020223086123685556,1.7495028199611684e-09,2.9037599329990606e-09,2.1674231671786541e-11,3.5565883493193187e-06,0.0021561334965270948,1.1947292235753577e-07,9.864017159243902e-05,8.8240842694660673e-07,1.001029494751805e-08,2.258461441820154e-16,1.264585007386561e-12,1.1590345232951276e-10
3.990837651714705e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43717705422434072,0.10682182516612676,0.020266014220785614,7.7644103540433425e-13,1.1991992118276685e-09,0.0050493284130576042,3.8324666228891067e-05,3.183752442182869e-05,3.1403827377105543e-15,0.0019874847814949997,1.6328024371900475e-11,0.00040169935604742238,1.3591884738864357e-09,7.2808776983578672e-11,2.7912030269809851e-12,1.1330497976356712e-13,1.0027706722304656e-09,5.64092346040683e-07,0.0075820492520069132,0.0050726373838686709,0.00020263855926947632,1.7596814189849671e-09,2.9084517897057211e-09,2.1892563235736213e-11,3.5868909116116405e-06,0.0021699707725473145,1.2069598342254485e-07,9.9214212549172791e-05,8.9232890100135306e-07,1.0020519223287872e-08,2.2902396217253708e-16,1.2801998739337344e-12,1.1721668612912307e-10
4.007083662142638e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43714507572144851,0.10680586482359504,0.020256400014748394,7.9079859785817335e-13,1.2136280274432081e-09,0.0050787918699454516,3.875953106094095e-05,3.2007496975870674e-05,3.203139117965751e-15,0.0019904329660248667,1.6487946483416638e-11,0.00040183288453819293,1.3667106585988389e-09,7.3763560416774227e-11,2.8238608546576558e-12,1.149412435355746e-13,1.0098137804254553e-09,5.7039669330006104e-07,0.0075803654472246067,0.0050914296471882689,0.0002030454006324681,1.7698752070124865e-09,2.9131132268558999e-09,2.2112177314681178e-11,3.617307255383962e-06,0.0021838276881018426,1.219256777780613e-07,9.9788837536549528e-05,9.0230375376666411e-07,1.0030623095530405e-08,2.3223142258546427e-16,1.2959342812123469e-12,1.1853807747496792e-10
4.0233296725705713e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43711309249924851,0.10678990438891513,0.020246791775357542,8.0535610222909341e-13,1.2281626958605782e-09,0.0051082887529581298,3.919712786457596e-05,3.2176975391354963e-05,3.2668677048320821e-15,0.0019933596587678229,1.6648180846076663e-11,0.00040196637574720578,1.3742144701528167e-09,7.4725422577401888e-11,2.8567392589581449e-12,1.1659232918452839e-13,1.0168661900681938e-09,5.7673530783372668e-07,0.0075786816972715013,0.0051102072387041678,0.00020345139020335568,1.780084118929722e-09,2.9177444704769608e-09,2.2333075175414338e-11,3.6478371470715093e-06,0.0021977040920525886,1.2316200403157725e-07,0.00010036404202773775,9.1233284111197781e-07,1.0040607564759177e-08,2.3546864921821429e-16,1.3117885304119648e-12,1.1986762779053323e-10
4.0395756829985045e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43708110469850547,0.10677394385287123,0.020237189498549555,8.2011538671616035e-13,1.2428034560829687e-09,0.0051378188434562629,3.9637457664742286e-05,3.2345956012592376e-05,3.3315790458289924e-15,0.0019962650239018914,1.6808718275454438e-11,0.0004020998305333334,1.381699742621277e-09,7.5694364189535291e-11,2.8898385120156769e-12,1.1825827665000129e-13,1.0239277804271729e-09,5.8310809775955638e-07,0.0075769980041521991,0.0051289701655178703,0.00020385653280989322,1.7903080899196762e-09,2.9223457447172882e-09,2.2555258062805562e-11,3.6784803534107405e-06,0.0022115998344275183,1.2440496071915614e-07,0.00010093982153084488,9.2241601767553379e-07,1.0050473622720692e-08,2.3873576563098625e-16,1.3277629213930742e-12,1.2120533837221339e-10
4.0558216934264377e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43704911245881101,0.10675798320634848,0.020227593180257748,8.3507829693086563e-13,1.2575505458684943e-09,0.005167381924447937,4.0080521445314969e-05,3.251443527331613e-05,3.3972837500129381e-15,0.0019991492242304328,1.6969549626308588e-11,0.00040223324969764954,1.3891663137845554e-09,7.6670385713585244e-11,2.9231588827926953e-12,1.1993912542106345e-13,1.0309984317313439e-09,5.8951497043571853e-07,0.0075753143698547628,0.0051477184347783747,0.00020426083323070245,1.8005470555224011e-09,2.9269172718647444e-09,2.2778727212325715e-11,3.7092366415403586e-06,0.002225514766410672,1.256545463023767e-07,0.00010151617158859645,9.3255313689224536e-07,1.0060222252473077e-08,2.4203289499592611e-16,1.3438577522631989e-12,1.2255121039073551e-10
4.0704431028115775e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43702031576221778,0.10674361852256618,0.02021896158496285,8.4872054747385095e-13,1.2709140339620945e-09,0.0051940167261843619,4.048161718152083e-05,3.2665635068464233e-05,3.4572761272532553e-15,0.0020017270420757097,1.7114541618838348e-11,0.0004023532971062594,1.3958701070970567e-09,7.7554858579802265e-11,2.9533364919064489e-12,1.2146466220730861e-13,1.0373696667909171e-09,5.9531021942885008e-07,0.0075737991509097196,0.0051645793508512941,0.00020462398745119443,1.8097748919412567e-09,2.9310063947660009e-09,2.2980950213808087e-11,3.73701379359065e-06,0.0022380544902381042,1.2678483970336169e-07,0.00010203537080850411,9.4172254307170129e-07,1.0068896423683432e-08,2.4502607394262487e-16,1.3584463209597896e-12,1.2376947410343565e-10
4.0836023712582034e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43699439583973049,0.10673069021903062,0.020211197270495501,8.6114199775908972e-13,1.2830151174227349e-09,0.0052180106172950826,4.0844497961820769e-05,3.2801363210719787e-05,3.5119710732358971e-15,0.0020040326287855351,1.7245226198491897e-11,0.00040246131604054558,1.4018903661424581e-09,7.8355787468173156e-11,2.980649817731247e-12,1.2284801552888255e-13,1.0431099001440433e-09,6.0054942619452921e-07,0.0075724354971408942,0.0051797440335730228,0.00020495024909380531,1.8180902463334549e-09,2.9346662885105393e-09,2.3163843290604342e-11,3.7620912442620177e-06,0.0022493533408268823,1.2780669248228438e-07,0.00010250303953462405,9.5001217465267734e-07,1.007662311015491e-08,2.4774087928563231e-16,1.3716598262853273e-12,1.2487156493607276e-10
4.096761639704829e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4369684732492492,0.10671776182713211,0.020203436858169898,8.7370035262781054e-13,1.2951863824090739e-09,0.0052420257729768865,4.1209174123697236e-05,3.293675635747122e-05,3.5673368296857974e-15,0.0020063246142864311,1.7376087493529233e-11,0.00040256931284999106,1.4078980787842974e-09,7.9161361452491439e-11,3.008108686856064e-12,1.2424121434108319e-13,1.048855868540779e-09,6.0581082752944946e-07,0.00757107188544664,0.0051948991123379534,0.00020527596651757161,1.8264153251097461e-09,2.9383070543943551e-09,2.3347582433295169e-11,3.7872424749739185e-06,0.002260664520860003,1.2883289151144723e-07,0.00010297107478840075,9.5833693360464392e-07,1.0084274471775219e-08,2.5047559396944166e-16,1.3849528768082494e-12,1.2597901216454461e-10
4.109920908151455e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43694254806274796,0.10670483334221854,0.02019568034581903,8.8639660705084361e-13,1.3074279529190049e-09,0.0052660620810109195,4.1575646113149149e-05,3.3071812780775418e-05,3.6233791527746954e-15,0.0020086030825083967,1.7507120723798143e-11,0.00040267728785937668,1.4138931657588535e-09,7.9971580281062948e-11,3.0357132362463436e-12,1.2564427877202713e-13,1.0546075101443174e-09,6.1109437281633412e-07,0.0075697083168525421,0.0052100445910339913,0.00020560114217082028,1.8347500946435886e-09,2.9419288070424011e-09,2.353216827786654e-11,3.8124673626751936e-06,0.0022719879534288533,1.2986343583607167e-07,0.00010343947426618534,9.6669673984530005e-07,1.0091851014621811e-08,2.532302826764371e-16,1.398325627485638e-12,1.2709181617610144e-10
4.123080176598081e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43691662035171541,0.10669190475968028,0.020187927731274671,8.9923175914429527e-13,1.3197399524300087e-09,0.0052901194298588562,4.1943914359384711e-05,3.3206530789213919e-05,3.6801038251015509e-15,0.0020108681168118907,1.7638321128056597e-11,0.00040278524137293565,1.4198755493209599e-09,8.0786443593170889e-11,3.0634636015556812e-12,1.2705722875924536e-13,1.0603647635177621e-09,6.1640001114406567e-07,0.0075683447923774192,0.0052251804735683419,0.00020592577848215044,1.8430945214001237e-09,2.9455316603061046e-09,2.3717601446502696e-11,3.8377657844038885e-06,0.0022833235621037952,1.3089832447439382e-07,0.00010390823567862827,9.7509151282696558e-07,1.0099353241177342e-08,2.56005010018615e-16,1.4117782327997349e-12,1.2820997730679012e-10
4.1332975014771694e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43689648745738885,0.10668186647731687,0.020181911011835345,9.0929385741678214e-13,1.3293480769523991e-09,0.0053088128525418162,4.2231089988497796e-05,3.3310896207382663e-05,3.724621166457975e-15,0.0020126175583902008,1.7740302059770114e-11,0.00040286904568490473,1.4245116755219706e-09,8.1422335246344777e-11,3.0851106207744495e-12,1.2816112359672979e-13,1.0648387313151801e-09,6.2053470144284621e-07,0.0075672861344659552,0.0052369258966211193,0.00020617746726518763,1.8495800703734549e-09,2.94831608230527e-09,2.3862163108217523e-11,3.85745901435945e-06,0.0022921332812435909,1.3170484427101824e-07,0.00010427244689437523,9.8163357658770945e-07,1.0105127303958732e-08,2.581732679617348e-16,1.4222784846603748e-12,1.2908185213680938e-10
4.143514826356258e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43687635311699446,0.10667182813122565,0.020175896639873792,9.1944076397671228e-13,1.3389987912362909e-09,0.0053275188412671834,4.2519348930422551e-05,3.3415055852928488e-05,3.7695560951010976e-15,0.0020143589897448286,1.784237870209667e-11,0.00040295283733497077,1.4291400623843555e-09,8.2061026292274366e-11,3.1068456888203028e-12,1.2927099903768606e-13,1.0693160169686145e-09,6.2468265563910341e-07,0.0075662275042329948,0.0052486655388181728,0.00020642883347688124,1.856071405537218e-09,2.9510892315729283e-09,2.4007236241292805e-11,3.8771964430901724e-06,0.002300950259622566,1.3251398195137047e-07,0.00010463687387231424,9.8819663320130382e-07,1.0110857097898895e-08,2.6035367523851541e-16,1.4328270415955267e-12,1.2995695680391201e-10
4.1537321512353463e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43685621736339542,0.10666178971930168,0.020169884614373607,9.2967294992270092e-13,1.3486921524355962e-09,0.0053462373446641733,4.2808691365465143e-05,3.3519008978908839e-05,3.8149113506601899e-15,0.0020160924491932483,1.7944548850749557e-11,0.00040303661644143973,1.4337606753802504e-09,8.2702516427935635e-11,3.1286688675730058e-12,1.3038686417810394e-13,1.0737965922142993e-09,6.28843849549043e-07,0.0075651689021471276,0.0052603994020119981,0.00020667987822980499,1.862568511366738e-09,2.9538511604498294e-09,2.4152821129596941e-11,3.8969780132607141e-06,0.0023097744620557666,1.3332573701940495e-07,0.00010500151555845604,9.9478064440534134e-07,1.0116542853776668e-08,2.6254626192476606e-16,1.4434239751243958e-12,1.3083529140256395e-10
4.163949476114435e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43683608022928239,0.10665175123945511,0.020163874934317986,9.3999088748585192e-13,1.3584282175185971e-09,0.0053649683116029755,4.3099117468026722e-05,3.3622754851207499e-05,3.8606896823525955e-15,0.0020178179748509637,1.8046810308739947e-11,0.00040312038311601675,1.4383734805159542e-09,8.3346805311708046e-11,3.1505802184473428e-12,1.315087280455209e-13,1.0782804289307154e-09,6.3301825888945476e-07,0.0075641103286745639,0.005272127488061858,0.0002069306026296219,1.869071372388844e-09,2.956601921003259e-09,2.4298918056029452e-11,3.9168036675996724e-06,0.0023186058535280859,1.3414010896840663e-07,0.00010536637090387456,1.0013855717799464e-06,1.0122184801098614e-08,2.647510580235811e-16,1.4540693564623909e-12,1.3171685600922677e-10
4.174166800993523e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43681594174717442,0.10664171268961131,0.020157867598689688,9.503950500274523e-13,1.3682070432686983e-09,0.0053837116911933892,4.3390627406645629e-05,3.3726292748437642e-05,3.9068938489800028e-15,0.0020195356046325929,1.814916088646424e-11,0.00040320413746398014,1.4429784443280443e-09,8.3993892563597271e-11,3.1725798023954861e-12,1.3263659959920402e-13,1.0827674991379208e-09,6.372058592792929e-07,0.0075630517842791472,0.0052838497988337198,0.0002071810077751486,1.8755799731779617e-09,2.9593415650283025e-09,2.4445527301452872e-11,3.936673348896256e-06,0.0023274443991933582,1.3495709728134137e-07,0.00010573143886467841,1.0080113767502553e-06,1.0127783168105924e-08,2.6696809348180142e-16,1.4647632565714859e-12,1.3260165068249504e-10
4.1843841258726117e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43679580194941986,0.10663167406771079,0.020151862606471081,9.6088591203665165e-13,1.378028686285177e-09,0.0054024674327834898,4.3683221344039135e-05,3.3829621961845258e-05,3.9535266189246311e-15,0.002021245376252946,1.8251598401789689e-11,0.00040328787958435143,1.4475755338795635e-09,8.4643777765457785e-11,3.1946676799093517e-12,1.337704877303339e-13,1.0872577749968823e-09,6.4140662624123203e-07,0.0075619932694223797,0.0052955663362002081,0.00020743109475841696,1.8820942983557839e-09,2.9620701440492779e-09,2.4592649144662923e-11,3.9565870000007706e-06,0.0023362900643734662,1.3577670143094499e-07,0.00010609671840198258,1.0146580205888971e-06,1.0133338181781801e-08,2.6919739819170528e-16,1.4755057461666795e-12,1.3348967546323075e-10
4.1946014507517e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4367756608681978,0.1066216353717091,0.020145859956644127,9.7146394912812785e-13,1.387893202983935e-09,0.005421235485958271,4.3976899437145172e-05,3.3932741795212861e-05,4.0005907701452889e-15,0.0020229473272280964,1.8354120680139388e-11,0.00040337160957006394,1.4521647167562236e-09,8.5296460461214807e-11,3.2168439110231854e-12,1.3491040126218758e-13,1.0917512288088072e-09,6.4562053520322307e-07,0.0075609347845634308,0.0053072771020405418,0.00020768086466473474,1.8886143325911112e-09,2.9647877093211899e-09,2.4740283862444927e-11,3.9765445638250354e-06,0.0023451428145574433,1.365989208797913e-07,0.00010646220848188011,1.0213254644184537e-06,1.0138850067858512e-08,2.7143900198932864e-16,1.4862968957114899e-12,1.3438093037469523e-10
4.2150361005098765e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43673537498322224,0.10660155774929923,0.020133861680090983,9.9288345663031959e-13,1.4077510821794696e-09,0.0054588083265784976,4.4567508689597452e-05,3.4138350599064833e-05,4.0960243761087612e-15,0.0020263279163198378,1.8559410865879741e-11,0.00040353903347978477,1.4613192354182431e-09,8.6610216321802928e-11,3.2614616719146097e-12,1.3720833948277051e-13,1.1007475601935806e-09,6.5408768037480118e-07,0.0075588179066641012,0.0053306813266923202,0.00020817945755447411,1.9016714671432762e-09,2.9701900022999356e-09,2.5037093018738992e-11,4.0165912015903358e-06,0.0023628694327235641,1.3825120347519404e-07,0.00010719381615854999,1.0347225958050448e-06,1.0149745353931325e-08,2.7595922591500198e-16,1.5080254552649539e-12,1.361731305956382e-10
4.235470750268053e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43669508434631749,0.10658147980632508,0.020121872760878051,1.0146573998736406e-12,1.4277811285432083e-09,0.0054964298144220729,4.5162456305485502e-05,3.4343113837340636e-05,4.1932170819196903e-15,0.0020296776681023314,1.8765014201317393e-11,0.00040370640982101316,1.470441751308392e-09,8.7935155746594425e-11,3.3064335562856596e-12,1.3953048349615704e-13,1.1097562744814266e-09,6.6260709638164036e-07,0.0075567011542084853,0.0053540624879528237,0.00020867679499454855,1.9147512551168431e-09,2.9755488486729886e-09,2.5335956944354751e-11,4.0568128067335601e-06,0.0023806239809132943,1.3991394056794238e-07,0.00010792625372193274,1.0482024569823001e-06,1.0160470807432571e-08,2.8052900283627491e-16,1.5299494939847586e-12,1.3797825118437691e-10
4.2559054000262293e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43665478920889417,0.10656140152696751,0.020109893190847019,1.0367896240572745e-12,1.4479837868763548e-09,0.005534099554563369,4.5761743336443835e-05,3.4547026381857216e-05,4.292191455591636e-15,0.0020329968756584321,1.8970913570151269e-11,0.00040387373913435817,1.4795320235407787e-09,8.9271273744097956e-11,3.3517600281879988e-12,1.418769014630465e-13,1.1187771550629112e-09,6.7117858339354437e-07,0.0075545845307876149,0.0053774206010880378,0.0002091728854312355,1.9278535755317266e-09,2.9808646489314578e-09,2.5636877781521773e-11,4.097208924807325e-06,0.0023984061889661327,1.4158712750082254e-07,0.00010865951307714627,1.0617647317765113e-06,1.0171028189905968e-08,2.8514856943877923e-16,1.5520695666766952e-12,1.3979629170668098e-10
4.2763400497844057e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43661448981973255,0.106541322895643,0.020097922961833693,1.0592839921654087e-12,1.4683594991167323e-09,0.0055718171557418142,4.6365370745541174e-05,3.4750083295877693e-05,4.3929702179657502e-15,0.0020362858289929269,1.9177091984577292e-11,0.00040404102187786974,1.4885898192291905e-09,9.0618564737123047e-11,3.3974415445864779e-12,1.4424766047571739e-13,1.1278099875089276e-09,6.7980194021028428e-07,0.0075524680399567078,0.0054007556814645368,0.00020966773720870302,1.9409783081377925e-09,2.9861377993943436e-09,2.5939857641023856e-11,4.1377791023882301e-06,0.0024162157893117234,1.4327075946142375e-07,0.00010939358620631229,1.0754091018436353e-06,1.0181419243552644e-08,2.8981816151505493e-16,1.5743862242207728e-12,1.4162725145911099e-10
4.296774699542582e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43657418642501017,0.10652124389700177,0.020085962065668123,1.0821443848925393e-12,1.4889087043618878e-09,0.0056095822303211208,4.6973339408544793e-05,3.4952279831110791e-05,4.4955762425697257e-15,0.0020395448150658277,1.938353258761726e-11,0.00040420825843151358,1.4976149133676681e-09,9.1977022569772852e-11,3.4434785554359004e-12,1.4664282656417883e-13,1.1368545595497566e-09,6.8847696430865407e-07,0.007550351685235648,0.0054240677445478334,0.00021016135857076539,1.9541253334074603e-09,2.9913686922533752e-09,2.6244898602545398e-11,4.1785228870893887e-06,0.0024340525169423864,1.4496483148451039e-07,0.00011012846516769867,1.0891352467437919e-06,1.0191645691450755e-08,2.9453801396323345e-16,1.5969000135922599e-12,1.4347112947303504e-10
4.3172093493007585e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43653387926832854,0.10650116451592608,0.020074010494174829,1.105374700568698e-12,1.5096318388919877e-09,0.0056473943942490648,4.7585650115167916e-05,3.5153611424732655e-05,4.6000325554727417e-15,0.0020427741178253751,1.9590218655353673e-11,0.0004043754491014444,1.5066070887118706e-09,9.3346640514405146e-11,3.4898715037567098e-12,1.4906246470238194e-13,1.1459106610542517e-09,6.9720345188884556e-07,0.007548235470109437,0.0054473568059007832,0.00021065375766259655,1.9672945325283142e-09,2.9965577156174673e-09,2.6552002715006301e-11,4.2194398275720771e-06,0.0024519161093859341,1.4666933845436225e-07,0.00011086414209487305,1.1029428440146874e-06,1.0201709237773043e-08,2.9930836078586533e-16,1.6196114778825936e-12,1.4532792451858987e-10
