Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),CH3OO(77),CO2X(24),CHOX(53),COX(50)
3.209690806753458e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44497703479772704,0.11156043293151197,0.022598369404871081,4.3360032695896999e-18,2.4177277838285061e-13,5.7283292979604018e-05,7.4224194105773114e-09,7.3495690906057511e-08,6.5951097221167695e-21,0.00028121786981231923,4.5475506477946537e-16,0.0001963323038005391,2.6143459492440346e-12,1.0262253279263988e-15,2.4858859837844683e-16,1.9053401570255457e-18,1.6771715957741765e-12,6.003546654685333e-11,0.006806602908934061,0.00044638584586479367,5.4683230276447966e-05,4.1075617403062609e-11,4.1697174416987574e-10,2.0543722705600663e-13,9.4575835213606181e-09,2.1546032911940839e-05,1.0357938959157236e-10,1.01396484663727e-06,9.4293244053744319e-11,1.5807418063239606e-09,1.6992520959030798e-20,2.9127646150099273e-16,2.3093934842751497e-14
3.221710567161581e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44496689868047273,0.11155105223592275,0.022597547444597087,4.4156064054185801e-18,2.4534409512814463e-13,5.7780293714764525e-05,7.5264678218777237e-09,7.4301793527615012e-08,6.7346940969298812e-21,0.00028225452247683145,4.6329493595540816e-16,0.00019683275882457401,2.6441483778229971e-12,1.0467129873111669e-15,2.5277903927080628e-16,1.9390202627851596e-18,1.6978912566432863e-12,6.094941067418092e-11,0.0068147914177147974,0.00044802964941507485,5.4823852421439553e-05,4.1333761364611444e-11,4.1844247471577947e-10,2.0628875655290682e-13,9.5496712234534495e-09,2.1699745582691977e-05,1.0470490441948163e-10,1.0233400108665959e-06,9.5731437987853155e-11,1.5865123029306662e-09,1.7240812330676193e-20,2.9520544918293919e-16,2.3417186874178687e-14
3.233730327569704e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44495682282445215,0.11154173125962819,0.022596725551554123,4.4963702862201114e-18,2.4895092921105588e-13,5.827922716304194e-05,7.6315735099098469e-09,7.5113581182722936e-08,6.8766256756345049e-21,0.00028329098625460349,4.7196154101107947e-16,0.00019733186660923587,2.6741742504688253e-12,1.0675286170447419e-15,2.5702272464233336e-16,1.9731670802952094e-18,1.7187793394774899e-12,6.187373899703918e-11,0.0068229198462462582,0.0004496733174404229,5.4963851322371826e-05,4.1592205071882843e-11,4.1991295246984288e-10,2.0714145747776064e-13,9.6422356109995585e-09,2.185399513050794e-05,1.0583846755552379e-10,1.032755597886167e-06,9.7186004120858968e-11,1.592281318650827e-09,1.7491797464988166e-20,2.9917021260455247e-16,2.3743717868897598e-14
3.245750087977827e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44494680678735188,0.1115324695684749,0.022595903725514399,4.5783074774027873e-18,2.5259346194477815e-13,5.8780087614648958e-05,7.7377430695987703e-09,7.5931070902791375e-08,7.020933815187076e-21,0.00028432726039429539,4.8075625553133483e-16,0.00019782963059320689,2.7044243361384546e-12,1.0886760945613313e-15,2.6132010083386824e-16,2.0077852929139998e-18,1.7398363630046112e-12,6.2808529084139673e-11,0.0068309886294950547,0.00045131685038979537,5.5103234102264305e-05,4.1850948665812526e-11,4.2138317639626265e-10,2.0799533315666005e-13,9.7352773947870283e-09,2.2008781451684354e-05,1.0698010663730586e-10,1.0422114852947992e-06,9.8657064997739203e-11,1.5980488494123832e-09,1.7745495479571643e-20,3.0317093524236734e-16,2.4073548240436562e-14
3.25776984838595e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44493685013008771,0.11152326673146219,0.022595081966251821,4.6614306333214799e-18,2.5627187493467944e-13,5.9282869397348275e-05,7.8449831094888218e-09,7.6754279684822624e-08,7.1676481197772856e-21,0.00028536334414517418,4.8968046433808843e-16,0.00019832605421109568,2.7348994025630454e-12,1.1101593251187376e-15,2.6567161579051839e-16,2.0428796128817717e-18,1.7610628431458231e-12,6.375385876960184e-11,0.0068389981992749158,0.00045296024870878526,5.5242007811354391e-05,4.2109992312090133e-11,4.2285314545987808e-10,2.0885038694041581e-13,9.8287972914238607e-09,2.216410444218959e-05,1.0812984929073336e-10,1.0517075512210877e-06,1.0014474358382759e-10,1.6038148911471632e-09,1.8001925555489068e-20,3.0720780106190521e-16,2.4406698444413612e-14
3.2697896087940733e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44492695241678132,0.11151412232071911,0.02259426027354192,4.7457524975714122e-18,2.5998635008135652e-13,5.9787566876647899e-05,7.953300251688101e-09,7.7583224491382056e-08,7.316798442024603e-21,0.00028639923675713002,4.9873556150884321e-16,0.00019882114089338614,2.7656002162431498e-12,1.1319822418395391e-15,2.7007771905593644e-16,2.0784547813808297e-18,1.7824592930338089e-12,6.4709806152523284e-11,0.0068469489842695741,0.00045460351283964514,5.5380179426739757e-05,4.2369336199856203e-11,4.2432285862619658e-10,2.0970662220414005e-13,9.9227960231304003e-09,2.2319963997664277e-05,1.0928772312998932e-10,1.0612436743389039e-06,1.0164916326413555e-10,1.609579439790971e-09,1.8261106937216476e-20,3.1128099451450361e-16,2.4743188978364578e-14
3.2818093692021964e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44491711321473854,0.11150503591148167,0.022593438647161911,4.8312859032819026e-18,2.6373706958354625e-13,6.0294174455970831e-05,8.0627011318131594e-09,7.8417922250569263e-08,7.4684148841749098e-21,0.00028743493748069207,5.0792295039506326e-16,0.000199314894066386,2.7965275424439206e-12,1.1541488057517626e-15,2.7453886176658653e-16,2.11451556859543e-18,1.8040262230309363e-12,6.5676449596548413e-11,0.00685484141005549,0.00045624664322131187,5.5517755852074314e-05,4.2628980540434303e-11,4.2579231486141841e-10,2.1056404234682632e-13,1.0017274317533894e-08,2.247636001342072e-05,1.1045375575751324e-10,1.0708197338821116e-06,1.03170447842671e-10,1.6153424912836814e-09,1.8523058932596277e-20,3.15390700534019e-16,2.5083040381571503e-14
3.2938291296103194e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44490733209442623,0.11149600708207034,0.022592617086890636,4.9180437734099113e-18,2.6752421594090026e-13,6.0802686576799955e-05,8.1731923989338501e-09,7.9258389855989344e-08,7.6225277992971529e-21,0.00028847044556704418,5.1724404364038991e-16,0.00019980731715217419,2.827682145190353e-12,1.1766630058290533e-15,2.7905549664599715e-16,2.1510667737714102e-18,1.8257641407474267e-12,6.6653867729435626e-11,0.0068626758991244237,0.00045788964028943194,5.5654743917315444e-05,4.2888925566098029e-11,4.2726151313246121e-10,2.1142265079092172e-13,1.0112232907465174e-08,2.26332923844424e-05,1.1162797476398043e-10,1.0804356096585001e-06,1.0470872154175451e-10,1.6211040415693251e-09,1.8787800912793409e-20,3.1953710453350921e-16,2.5426273234891653e-14
3.3058488900184424e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44489760862945094,0.11148703541386772,0.022591795592508564,5.0060391210333552e-18,2.7134797195662147e-13,6.1313097718799118e-05,8.2847807155182762e-09,8.0104644166724454e-08,7.7791677924799799e-21,0.00028950576026804021,5.2670026319870033e-16,0.00020029841356854799,2.8590647872625677e-12,1.1995288590303466e-15,2.836280779990047e-16,2.1881132252755882e-18,1.8476735510595141e-12,6.7642139442622755e-11,0.006870452870905811,0.000459532504476385,5.5791150378521059e-05,4.3149171528872414e-11,4.2873045240698471e-10,2.1228245098189613e-13,1.0207672530757673e-08,2.2790761005383489e-05,1.1281040772828059e-10,1.090091182062973e-06,1.0626410900133282e-10,1.6268640865961778e-09,1.9055352312249138e-20,3.2372039240181319e-16,2.5772908160586828e-14
3.3178686504265654e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4448879423965359,0.11147812049129598,0.02259097416379777,5.0952850496442137e-18,2.7520852073996815e-13,6.1825402399911107e-05,8.397472757377925e-09,8.0956702007305625e-08,7.9383657220282339e-21,0.00029054088083621971,5.3629304035200968e-16,0.00020078818672897007,2.8906762301911232e-12,1.222750410339048e-15,2.8825706170598306e-16,2.2256597806549002e-18,1.8697549561275894e-12,6.8641343890790648e-11,0.0068781727417890131,0.0004611752362113083,5.5926981917694458e-05,4.3409718699369363e-11,4.301991316534148e-10,2.1314344638780726e-13,1.0303593930048772e-08,2.2948765770568319e-05,1.1400108221749671e-10,1.0997863320899966e-06,1.0783673527828993e-10,1.6326226223168462e-09,1.9325732628635329e-20,3.279407505000764e-16,2.6122965822153063e-14
3.3298884108346885e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44487833297549972,0.11146926190179512,0.022590152800541954,5.1857947534414231e-18,2.7910604570862525e-13,6.2339595176433637e-05,8.511275213612904e-09,8.1814580167684803e-08,8.1001527006593399e-21,0.00029157580652482319,5.4602381572821313e-16,0.00020127664004251472,2.9225172342523786e-12,1.2463317328017266e-15,2.9294290521706465e-16,2.2637113266953071e-18,1.8920088554143154e-12,6.9651560491425619e-11,0.006885835925145376,0.00046281783592012085,5.6062245142675032e-05,4.3670567365656567e-11,4.3166754984096798e-10,2.1400564049886205e-13,1.0399997852583625e-08,2.310730657399097e-05,1.1520002578688443e-10,1.1095209413453353e-06,1.0942672584575546e-10,1.6383796446883573e-09,1.9598961422809507e-20,3.3219836565822944e-16,2.6476466924150809e-14
3.3419081712428115e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44486877994923413,0.11146045923580092,0.022589331502526375,5.2775815176235449e-18,2.8304073059094667e-13,6.2855670643073715e-05,8.6261947865573487e-09,8.267829540320717e-08,8.264560096699394e-21,0.00029261053658780647,5.5589403931867445e-16,0.00020176377691381379,2.9545885584638758e-12,1.2702769275663238e-15,2.9768606754634847e-16,2.3022727794804464e-18,1.9144357457027099e-12,7.0672868924379997e-11,0.0068934428313501437,0.00046446030402554756,5.6196946587073572e-05,4.3931717832159548e-11,4.3313570593967321e-10,2.1486903682697515e-13,1.0496885050021505e-08,2.3266383309314794e-05,1.1640726597985035e-10,1.119294892057087e-06,1.1103420659241056e-10,1.6441351496722377e-09,1.9875058318768942e-20,3.364934251713995e-16,2.6833432212035501e-14
3.3539279316509345e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44485928290368232,0.11145171208672305,0.022588510269537902,5.3706587186812252e-18,2.8701275942807086e-13,6.3373623432981784e-05,8.742238191724946e-09,8.3547864434583605e-08,8.4316195352790384e-21,0.00029364507027985619,5.6590517049565318e-16,0.00020224960074300273,2.9868909605797727e-12,1.2945901239198851e-15,3.0248700926609983e-16,2.3413490844500432e-18,1.9370361211141981e-12,7.1705349131431025e-11,0.0069009938678042124,0.00046610264094714169,5.6331092710249925e-05,4.4193170418596151e-11,4.3460359892039735e-10,2.1573363890532575e-13,1.0594256278244708e-08,2.3425995869871987e-05,1.1762283032793092e-10,1.1291080670860431e-06,1.1265930382179132e-10,1.6498891332346015e-09,2.0154043003604266e-20,3.4082611679626455e-16,2.7193882471988487e-14
3.3659476920590576e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44484984142781731,0.11144302005092366,0.022587689101364952,5.4650398246894268e-18,2.9102231657591124e-13,6.3893448217765928e-05,8.8594121577546197e-09,8.4423303947863394e-08,8.6013628995289418e-21,0.0002946794068564042,5.7605867802957798e-16,0.00020273411492566638,3.0194251970863062e-12,1.3192754793258192e-15,3.073461925009384e-16,2.3809452164580746e-18,1.9598104731266082e-12,7.2749081315838406e-11,0.0069084894389557141,0.00046774484710131013,5.6464689897331585e-05,4.445492545894328e-11,4.3607122775486697e-10,2.1659945028791155e-13,1.0692112297170134e-08,2.3586144148663191e-05,1.1884674635077171e-10,1.1389603499353822e-06,1.1430214425158959e-10,1.6556415913462322e-09,2.0435935227455138e-20,3.4519662874739393e-16,2.7557838530748393e-14
3.3779674524671806e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44484045511362058,0.11143438272769589,0.022586867997797501,5.5607383955994612e-18,2.9506958670702549e-13,6.4415139707486979e-05,8.977723426356339e-09,8.5304630594407412e-08,8.7738223317749365e-21,0.00029571354557364184,5.8635604010615844e-16,0.00020321732285278414,3.052192023197288e-12,1.3443371794606856e-15,3.1226408092201749e-16,2.4210661798306893e-18,1.9827592905921202e-12,7.3804145941900161e-11,0.0069159299463214608,0.00046938692290133518,5.6597744459271641e-05,4.4716983300435118e-11,4.3753859141569077e-10,2.1746647454910295e-13,1.0790453870563577e-08,2.3746828038357088e-05,1.2007904155610541e-10,1.148851624759725e-06,1.1596285501295151e-10,1.6613925199826625e-09,2.0720754803463298e-20,3.496051496935096e-16,2.7925321255442956e-14
3.3899872128753036e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44483112355606019,0.11142579971924242,0.022586046958627069,5.6577680835307867e-18,2.9915475481236435e-13,6.4938692650635789e-05,9.0971787522570668e-09,8.6191860990861236e-08,8.9490302347326548e-21,0.00029674748568853478,5.9679874434334349e-16,0.00020369922791067579,3.0851921928496433e-12,1.3697794382505209e-15,3.1724113974119283e-16,2.4617170084238819e-18,2.0058830597551612e-12,7.4870623734507045e-11,0.0069233157885082146,0.00047102886875739856,5.673026263294431e-05,4.4979344302592354e-11,4.3900568887638386e-10,2.1833471528319423e-13,1.0889281765856772e-08,2.3908047431290031e-05,1.2131974343973099e-10,1.1587817763735612e-06,1.1764156364977335e-10,1.6671419151242593e-09,2.1008521607726405e-20,3.5405186875371949e-16,2.8296351553421125e-14
3.4020069732834266e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44482184635307015,0.11141727063065453,0.022585225983646717,5.756142633062589e-18,3.0327800620290337e-13,6.5464101834092545e-05,9.2177849031468625e-09,8.7085011719128579e-08,9.1270192727017021e-21,0.00029778122645883693,6.0738828780811833e-16,0.00020417983348094707,3.1184264586989815e-12,1.3956064979067048e-15,3.2227783570518256e-16,2.502902765680921e-18,2.0291822642702317e-12,7.5948595678695259e-11,0.0069306473612338257,0.00047267068507660424,5.6862250581276552e-05,4.5242008836282235e-11,4.4047251911138813e-10,2.1920417610395697e-13,1.0988596753967242e-08,2.4069802219465654e-05,1.2256887948549241e-10,1.168750690259069e-06,1.1933839811799516e-10,1.6728897727563002e-09,2.1299255579254218e-20,3.5853697549375653e-16,2.8670950372085676e-14
3.4140267336915497e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4448126231055286,0.111408795069891,0.022584405072651019,5.8558758815251629e-18,3.0743952651116046e-13,6.599136208306973e-05,9.3395486596250923e-09,8.7984099326345202e-08,9.3078223727592981e-21,0.00029881476714310403,6.1812617703314713e-16,0.00020465914294043493,3.1518955721152022e-12,1.421822628961367e-15,3.2737463708971885e-16,2.5446285446895379e-18,2.0526573852196654e-12,7.7038143019197719e-11,0.0069379250573481854,0.00047431237226300119,5.699371439341432e-05,4.5504977282808349e-11,4.4193908109609544e-10,2.2007486064419106e-13,1.1088399609121018e-08,2.4232092294554558e-05,1.2382647716525704e-10,1.178758252573346e-06,1.2105348678489167e-10,1.6786360888690545e-09,2.1592976719919232e-20,3.6306065992210068e-16,2.9049138698726167e-14
3.426046494099673e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44480345341723726,0.11140037264775729,0.022583584225436049,5.9569817592910512e-18,3.1163950169260105e-13,6.6520468261038702e-05,9.4624768151468189e-09,8.8889140324852714e-08,9.4914727259532616e-21,0.0002998481070007079,6.2901392803325461e-16,0.00020513715966115342,3.1856002831781387e-12,1.4484321303023459e-15,3.3253201369368947e-16,2.586899468238861e-18,2.0763089011313171e-12,7.8139347259994026e-11,0.00694514926685406,0.00047595393071760584,5.7124660084921845e-05,4.5768250033030135e-11,4.4340537380686791e-10,2.2094677255527685e-13,1.1188691108678239e-08,2.439491754789394e-05,1.2509256393889409e-10,1.1888043501550651e-06,1.2278695842836128e-10,1.684380859457857e-09,2.1889705094414292e-20,3.6762311248618352e-16,2.9430937560352352e-14
3.438066254507796e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44479433689490028,0.11139200297788494,0.022582763441799401,6.059474290065981e-18,3.1587811802693311e-13,6.7051415269641081e-05,9.5865761759692805e-09,8.9800151192172878e-08,9.678003788494457e-21,0.00030088124529185038,6.4005306632175297e-16,0.00020561388701023951,3.2195413406732298e-12,1.4754393292076992e-15,3.3775043683327201e-16,2.6297206888761176e-18,2.1001372879961703e-12,7.925229016385851e-11,0.0069523203769277448,0.0004775953608384251,5.7255093598012594e-05,4.6031827486511385e-11,4.4487139622106122e-10,2.2181991550672979e-13,1.1289472032961693e-08,2.4558277870487336e-05,1.2636716725425376e-10,1.198888870530574e-06,1.2453894223621204e-10,1.6901240805231925e-09,2.2189460830203141e-20,3.7222452406846165e-16,2.9816368023527906e-14
3.450086014915919e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44478527314810357,0.11138368567671095,0.022581942721540144,6.1633675911795706e-18,3.201555621192949e-13,6.7584198048585461e-05,9.7118535610985619e-09,9.0717148370982073e-08,9.8674492829484474e-21,0.00030191418127757593,6.5124512692660913e-16,0.00020608932834989899,3.2537194920872372e-12,1.5028485813797698e-15,3.4303037933605961e-16,2.6730973889630784e-18,2.1241430192858594e-12,8.0377053751907277e-11,0.0069594387719395896,0.000479236663020478,5.7385020801810294e-05,4.6295710050697088e-11,4.4633714731704486e-10,2.2269429318575298e-13,1.1390743165088285e-08,2.4722173153004269e-05,1.2765031454714532e-10,1.209011701919457e-06,1.2630956780544604e-10,1.6958657480707647e-09,2.2492264117477349e-20,3.7686508598256895e-16,3.020545119420469e-14
3.462105775324042e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44477626178929369,0.11137542036345742,0.022581122064458826,6.2686758738758305e-18,3.2447202090133878e-13,6.8118811575529803e-05,9.8383158022363307e-09,9.1640148269085942e-08,1.0059843199426534e-20,0.00030294691421978555,6.6259165440645483e-16,0.00020656348703735258,3.2881354836039906e-12,1.5306642709788126e-15,3.4837231553517838e-16,2.7170347807322658e-18,2.1483265659701148e-12,8.1513720303143277e-11,0.0069665048334743617,0.00048087783765581867,5.7514447492638992e-05,4.655989814011839e-11,4.4780262607422188e-10,2.2356990929679437e-13,1.1492505290803522e-08,2.488660328577996e-05,1.2894203324131575e-10,1.2191727332395742e-06,1.2809896514154065e-10,1.7016058581115732e-09,2.2798135209107029e-20,3.8154498996935677e-16,3.0598208217557183e-14
3.474125535732165e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44476730243375806,0.11136720666011136,0.022580301470357458,6.3754134436034298e-18,3.2882768163221131e-13,6.8655250865950733e-05,9.9659697437267855e-09,9.256916725939448e-08,1.0255219796775945e-20,0.00030397944338124991,6.7409420286643951e-16,0.00020703636642478268,3.3227900601001692e-12,1.5588908106561858e-15,3.5377672126339851e-16,2.7615381063429173e-18,2.1726883965340975e-12,8.2662372354000397e-11,0.006973518940351464,0.00048251888513355735,5.7643379394340383e-05,4.6824392175624702e-11,4.4926783147305207e-10,2.2444676756110399e-13,1.1594759198318992e-08,2.5051568158815091e-05,1.3024235074842827e-10,1.2293718541115934e-06,1.2990726465772808e-10,1.70734440666199e-09,2.3107094420597281e-20,3.8626442819301143e-16,3.0994660277817559e-14
3.486145296140288e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44475839469960382,0.11135904419140458,0.022579480939039498,6.4835947003057548e-18,3.3322273189943506e-13,6.9193510972999955e-05,1.0094822242503693e-08,9.3504221679897103e-08,1.0453613603769292e-20,0.00030501176802562237,6.8575433597392389e-16,0.00020750796985927991,3.3576839651411172e-12,1.587532641587109e-15,3.5924407384723623e-16,2.8066126379367021e-18,2.1972289769956574e-12,8.3823092697885797e-11,0.0069804814686450075,0.00048415980583988328,5.7771822158617431e-05,4.7089192583642964e-11,4.5073276249507058e-10,2.2532487171629416e-13,1.1697505678152863e-08,2.5217067661775535e-05,1.3155129446804088e-10,1.2396089548630309e-06,1.3173459717427238e-10,1.7130813897438305e-09,2.3419162130040215e-20,3.9102359323709244e-16,3.1394828598111051e-14
3.498165056548411e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44474953820773772,0.11135093258479369,0.022578660470309875,6.5932341387107355e-18,3.3765735961969121e-13,6.9733586987348272e-05,1.0224880168037556e-08,9.4445327833638132e-08,1.0655059420293161e-20,0.00030604388741745125,6.9757362697401728e-16,0.00020797830068279062,3.3928179409766927e-12,1.6165942335029965e-15,3.6477485210104969e-16,2.8522636776931911e-18,2.221948770922483e-12,8.499596438472085e-11,0.006987392791703741,0.0004858006001580856,5.7899781365402877e-05,4.735429979546308e-11,4.5219741812290761e-10,2.262042255159013e-13,1.1800745522973422e-08,2.5383101683992085e-05,1.3286889178758447e-10,1.249883926531819e-06,1.3358109391774396e-10,1.7188168033844261e-09,2.3734358778068619e-20,3.9582267810058979e-16,3.1798734440291615e-14
3.510184816956534e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4447407325818461,0.1113428714704404,0.022577840063974911,6.7043463486204714e-18,3.4213175303950886e-13,7.0275474037018298e-05,1.0356150402282951e-08,9.5392501988692579e-08,1.0859592318535823e-20,0.0003070758008221932,7.0955365870495702e-16,0.00020844736223206401,3.4281927285371573e-12,1.6460800847233598e-15,3.7036953632112856e-16,2.8984965578850896e-18,2.2468482394491462e-12,8.6181070720480831e-11,0.0069942532801708264,0.00048744126846857498,5.8027262523251231e-05,4.7619714246548945e-11,4.5366179734031026e-10,2.2708483272895169e-13,1.1904479527445685e-08,2.5549670114460272e-05,1.3419517008234177e-10,1.2601966608694158e-06,1.3544688652029237e-10,1.7245506436166944e-09,2.4052704867810542e-20,4.006618761939926e-16,3.2206399104778172e-14
3.522204577364657e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44473197744837462,0.11133486048119194,0.022577019719842384,6.8169460152006141e-18,3.4664610073586022e-13,7.0819167287205939e-05,1.0488639839625975e-08,9.6345760378141949e-08,1.1067247644174089e-20,0.00030810750750622537,7.2169602361332876e-16,0.00020891515783860035,3.4638090674290859e-12,1.6759947221872947e-15,3.7602860827977576e-16,2.9453166409332206e-18,2.271927841294048e-12,8.7378495266732922e-11,0.0070010633020034744,0.00048908181114890547,5.8154271069753455e-05,4.7885436375875282e-11,4.5512589913216092e-10,2.2796669713953013e-13,1.200870848808104e-08,2.5716772841840108e-05,1.3553015671542532e-10,1.2705470503434678e-06,1.3733210701891621e-10,1.7302829064792115e-09,2.4374220964841809e-20,4.0554138133532298e-16,3.2617843930391123e-14
3.53422433777278e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44472327243650855,0.11132689925256128,0.022576199437721475,6.9310479192695396e-18,3.5120059161666702e-13,7.1364661940091529e-05,1.0622355386831817e-08,9.7305119200050552e-08,1.1278061017559174e-20,0.0003091390067368577,7.3400232376913034e-16,0.00020938169082859937,3.4996676959313301e-12,1.7063427014845464e-15,3.8175255121938394e-16,2.9927293194612664e-18,2.2971880327762461e-12,8.8588321840173069e-11,0.0070078232224924453,0.00049072222857379549,5.8280812371972647e-05,4.8151466625288517e-11,4.5658972248449608e-10,2.2884982254634989e-13,1.2113433203089968e-08,2.5884409754455916e-05,1.3687387903775592e-10,1.2809349881400507e-06,1.3923688785473151e-10,1.7360135880162819e-09,2.4698927697139201e-20,4.1046138774618427e-16,3.3033090294189233e-14
3.546244098180903e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44471461717815258,0.11131898742270803,0.022575379217422753,7.04666693758731e-18,3.5579541492121797e-13,7.191195323464089e-05,1.0757303962992496e-08,9.8270594617441944e-08,1.1492068334901644e-20,0.00031017029778234524,7.4647417088067782e-16,0.00020984696452290894,3.5357693509909923e-12,1.7371286068861634e-15,3.8754184984650531e-16,3.0407400163502628e-18,2.3226292678321796e-12,8.9810634512161299e-11,0.007014533404281393,0.00049236252111514798,5.8406891726900033e-05,4.8417805438892293e-11,4.5805326638452664e-10,2.2973421276232938e-13,1.2218654472237847e-08,2.6052580740296114e-05,1.3822636438804102e-10,1.2913603681654872e-06,1.4116136187223713e-10,1.7417426842780025e-09,2.5026845755035449e-20,4.1542209004783916e-16,3.3452159611306991e-14
3.558263858589026e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44470601130791121,0.11131112463241914,0.02257455905875819,7.1638180431443876e-18,3.6043076022050136e-13,7.2461036446397058e-05,1.0893492499474706e-08,9.9242202758275489e-08,1.1709305769455361e-20,0.00031120137991189978,7.5911318630935236e-16,0.00021031098223697479,3.5721147682194557e-12,1.768357051374737e-15,3.933969903259158e-16,3.0893541847928538e-18,2.3482519980322748e-12,9.1045517608255788e-11,0.0070211942073860889,0.00049400268914207273,5.8532514361929895e-05,4.8684453262456517e-11,4.5951652982065621e-10,2.3061987161417099e-13,1.2324373096703794e-08,2.622128568701306e-05,1.3958764009275325e-10,1.3018230850477749e-06,1.4310566231857853e-10,1.7474701913203339e-09,2.5357995891170109e-20,4.2042368325723267e-16,3.3875073334792373e-14
3.570283618997149e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44469745446306941,0.11130331052508975,0.022573738961541138,7.2825163054501529e-18,3.6510681741745457e-13,7.3011906887263239e-05,1.1030927939867791e-08,1.002199597154235e-07,1.1929809772700385e-20,0.00031223225239570244,7.7192100108419124e-16,0.00021077374728079007,3.6087046818884318e-12,1.8000326766742355e-15,3.9931846027467449e-16,3.1385773083473033e-18,2.3740566725974291e-12,9.2293055707745269e-11,0.007027805989213474,0.00049564273302090647,5.8657685435352436e-05,4.8951410542849558e-11,4.6097951178249996e-10,2.3150680294194218e-13,1.2430589878942599e-08,2.6390524481922892e-05,1.4095773346610852e-10,1.3123230341376238e-06,1.4506992284280933e-10,1.7531961052051677e-09,2.5692398920445437e-20,4.2546636278309995e-16,3.4301852955444799e-14
3.582303379405272e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44468894628357292,0.11129554474670433,0.022572918925586317,7.402776890821194e-18,3.6982377674713252e-13,7.356455990527716e-05,1.1169617239931877e-08,1.0120388154664831e-07,1.2153617075524888e-20,0.00031326291450491474,7.8489925591632045e-16,0.00021123526295884599,3.645539824926047e-12,1.832160153279431e-15,4.0530674875617586e-16,3.1884149009912564e-18,2.4000437384153821e-12,9.3553333643180561e-11,0.0070343691045806119,0.00049728265311523316,5.8782410036863479e-05,4.921867772749268e-11,4.6244221126090261e-10,2.3239501059866543e-13,1.2537305622549696e-08,2.6560297012005349e-05,1.4233667181004424e-10,1.3228601115091235e-06,1.4705427749515045e-10,1.7589204220003901e-09,2.6030075719976738e-20,4.3055032442200113e-16,3.4732520001653763e-14
3.594323139813395e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4446804864120093,0.11128782694581782,0.022572098950709805,7.5246150626693563e-18,3.7458182877679793e-13,7.4118990884377612e-05,1.1309567367546099e-08,1.0219398427457966e-07,1.2380764689405941e-20,0.00031429336551169041,7.9804960121322882e-16,0.00021169553257008289,3.6826209289129646e-12,1.8647441804849294e-15,4.1136234627419882e-16,3.2388725071752636e-18,2.4262136400569632e-12,9.4826436499904414e-11,0.0070408839057334747,0.00049892244978590454,5.8906693188090236e-05,4.9486255263837203e-11,4.6390462724795714e-10,2.3328449844990712e-13,1.2644521132129184e-08,2.6730603163903673e-05,1.4372448241419775e-10,1.3334342139600567e-06,1.4905886072624725e-10,1.7646431377799473e-09,2.6371047229048454e-20,4.3567576435445706e-16,3.5167096039237603e-14
