Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(55),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2X(56),CO2X(24)
1.206017316735214e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33404864874882362,0.11538226121044985,0.022706310595101257,8.2278644718951692e-26,1.1695029303009864e-18,8.3689223772533577e-10,7.1497946934673077e-15,1.1659933144785923e-22,9.9244003013061469e-17,2.5152626069993405e-11,8.5117987806061334e-35,1.0180363294845426e-10,7.8182437346293714e-24,1.529058788386682e-28,4.9181438852932602e-26,5.7516822917883752e-30,9.6814630743615942e-17,2.9520740831246881e-26,0.0032875304821232522,0.00023051419586487176,8.4389051674149679e-12,6.954526339676215e-07,5.843248800413447e-16,3.9362043414176443e-12,1.7429983109913037e-07,8.2648124006385615e-15,2.5573348433571782e-14,8.3131802535611455e-12,2.4425463662358221e-28
1.2260808326945408e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33401022006471853,0.11534763929660752,0.022704415734654326,8.8494480986871261e-26,1.2285356795406133e-18,8.9102040071578545e-10,7.5559737601255367e-15,1.215540954956398e-22,1.0256140000408171e-16,2.5573239819672437e-11,9.2415076091503841e-35,1.0523434266211567e-10,8.2137050121767025e-24,1.6323472807873112e-28,5.1826335444567984e-26,6.1736953005505745e-30,1.000105371574281e-16,3.1527373500753868e-26,0.0033221481050202057,0.00023430391675693455,8.5283517461175392e-12,7.1250183971961183e-07,5.9051957498114322e-16,4.1230218923590465e-12,1.7859007812917383e-07,8.6033115566817523e-15,2.663666176233781e-14,8.8988805789113014e-12,2.5862282606373573e-28
1.2461443486538677e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33397227394187334,0.11531349893493831,0.02270252146550383,9.507303241426088e-26,1.2895306828851099e-18,9.4779953173267346e-10,7.9784407133777062e-15,1.2665067668321709e-22,1.0593355660618457e-16,2.5994252421107337e-11,1.0020532586905275e-34,1.0873567335728718e-10,8.6223631942081818e-24,1.7408414149465993e-28,5.4572492528575308e-26,6.6193576741799272e-30,1.0325726725826811e-16,3.363466240400927e-26,0.003356284131014531,0.00023809245505605547,8.6177543762882613e-12,7.2972452058869371e-07,5.9671131366699413e-16,4.316299650343502e-12,1.8292504778748816e-07,8.950442337742788e-15,2.7727523057675069e-14,9.515951525648742e-12,2.7359840348892167e-28
1.2662078646131945e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33393480367641337,0.11527983343249094,0.022700627782044253,1.0202951328302849e-25,1.3525215576434238e-18,1.0073203773517449e-09,8.4175898211407154e-15,1.3189124069347033e-22,1.093605170238081e-16,2.6415681340701389e-11,1.0851353233773948e-34,1.1230823920926147e-10,9.0444469194271911e-24,1.8547185820010578e-28,5.7422520453516197e-26,7.0896029250676362e-30,1.0655480506929226e-16,3.5845940159002894e-26,0.0033899452530835464,0.00024187982197329503,8.7071139423455641e-12,7.4712038778546356e-07,6.0290016127405943e-16,4.5161761584615355e-12,1.8730471388346393e-07,9.306299808469044e-15,2.8846248711240588e-14,1.0165571277050967e-11,2.8919751922188587e-28
1.2862713805725214e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33389780265777086,0.115246636189461,0.022698734678749246,1.0937953939201452e-25,1.4175420759301735e-18,1.0696755421191424e-09,8.8738189730543271e-15,1.3727796214905022e-22,1.1284232774194586e-16,2.6837544143912268e-11,1.1736533758126685e-34,1.1595265124955469e-10,9.4801859806694805e-24,1.9741595502411356e-28,6.0379082501594169e-26,7.5853867271006225e-30,1.0990313697261108e-16,3.816459677010274e-26,0.0034231380710571945,0.00024566602856132482,8.7964313105542328e-12,7.6468915097870082e-07,6.0908618184683382e-16,4.7227911917304644e-12,1.9172905078157591e-07,9.6709787579702532e-15,2.9993154838961026e-14,1.0848944590101209e-11,3.0543651634460786e-28
1.3063348965318482e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33386126436738223,0.11521390069789085,0.022696842150170534,1.1713913281344328e-25,1.4846261700339459e-18,1.1349595020505851e-09,9.3475296607078109e-15,1.4281302492658432e-22,1.163790375382767e-16,2.72598584948775e-11,1.2678724791301945e-34,1.1966951736768063e-10,9.9298113650696471e-24,2.0993484902351718e-28,6.3444896163406882e-26,8.1076871145858782e-30,1.1330225171899196e-16,4.0594079922027164e-26,0.0034558690929179852,0.00024945108571670856,8.8857073293644737e-12,7.8243051822058546e-07,6.1526943832498732e-16,4.9362857512824233e-12,1.9619803338955358e-07,1.0044573697698794e-14,3.1168557286679054e-14,1.1567303018975327e-11,3.2233193047085391e-28
1.326398412491175e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33382518237740466,0.11518162054038818,0.022694950190936772,1.2532472664348951e-25,1.5538079378052653e-18,1.2032686179650213e-09,9.8391269580419699e-15,1.4849862247315152e-22,1.199706974952411e-16,2.7682642156035937e-11,1.368066514794175e-34,1.2345944231256315e-10,1.0393555294556595e-23,2.2304730003469339e-28,6.6622734426305619e-26,8.657504680216948e-30,1.1675214043752068e-16,4.3137895283916087e-26,0.0034881447360827051,0.00025323500418214994,8.9749428297455499e-12,8.0034419587317832e-07,6.2144999256888508e-16,5.1568020584535762e-12,2.0071163714678373e-07,1.0427178859254221e-14,3.237277163562974e-14,1.2321905136311984e-11,3.3990048949733913e-28
1.3464619284505019e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33378955034945051,0.11514978938886196,0.022693058795752428,1.3395316974715768e-25,1.6251216480640965e-18,1.2747011486506582e-09,1.0349019501923593e-14,1.5433695812506177e-22,1.2361736101206341e-16,2.8105912987745196e-11,1.4745183612950856e-34,1.2732302769359518e-10,1.0871651266681207e-23,2.3677241326494443e-28,6.9915427076386498e-26,9.2358627720911693e-30,1.2025279664521965e-16,4.5799606823582857e-26,0.0035199713286661327,0.00025701779454870641,9.064138625523007e-12,8.1842988853615277e-07,6.2762790538535045e-16,5.38448354886226e-12,2.0526983801294042e-07,1.0818888192240243e-14,3.3606113208043144e-14,1.3114036752231573e-11,3.5815911339067466e-28
1.3665254444098288e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33375436203333869,0.11511840100327689,0.022691167959396692,1.4304173149761381e-25,1.698601746026697e-18,1.3493572638612394e-09,1.0877619472889491e-14,1.6033024542897473e-22,1.2731908381672026e-16,2.8529688947895055e-11,1.587520075587945e-34,1.3126087198135e-10,1.136433409577951e-23,2.5112964192372859e-28,7.3325862014139541e-26,9.8438076897860296e-30,1.2380421625662329e-16,4.8582837132029486e-26,0.0035513551107270386,0.00026079946725797139,9.1532955136994676e-12,8.3668729897576475e-07,6.3380323655226495e-16,5.6194748663958681e-12,2.0987261245683884e-07,1.1219795361948094e-14,3.4868897072411963e-14,1.39450111310696e-11,3.7712491398423738e-28
1.3865889603691556e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3337196112658643,0.11508744923042451,0.022689277676722443,1.5260810650995011e-25,1.7742828587515484e-18,1.4273390571404324e-09,1.1425342576057165e-14,1.6648070846538372e-22,1.3107592397785325e-16,2.895398809151668e-11,1.7073730773540941e-34,1.3527357050795385e-10,1.1871839954474701e-23,2.6613878989388701e-28,7.6856986583786067e-26,1.0482408879502709e-29,1.2740639759330796e-16,5.1491267758309349e-26,0.0035823022354967058,0.00026458003260422286,9.2424142747674238e-12,8.5511612805504585e-07,6.399760448426768e-16,5.861921857070403e-12,2.1451993744550765e-07,1.162999374693178e-14,3.6161438048513507e-14,1.4816169205790208e-11,3.9681519472513287e-28
1.4066524763284824e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33368529196958524,0.11505692800271214,0.022687387942655124,1.6267041936959456e-25,1.8521998006042108e-18,1.5087505584721335e-09,1.1992608022199466e-14,1.7279058217450749e-22,1.3488794191662638e-16,2.937882857038766e-11,1.8343883361687963e-34,1.3936171546712511e-10,1.2394406415521474e-23,2.8182001444316842e-28,8.0511808916336451e-26,1.1152759128284429e-29,1.3105934139337685e-16,5.4528639554823115e-26,0.0036128187705902252,0.00026835950073654085,9.3314956730312697e-12,8.7371607466520977e-07,6.4614638804954764e-16,6.1119715628936216e-12,2.1921179043347631e-07,1.2049576436698379e-14,3.7484050712684399e-14,1.5728879790045308e-11,4.1724745047879493e-28
1.4267159922878093e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33365139815162614,0.11502683133696846,0.022685498752191755,1.7324722935555414e-25,1.9323875787408906e-18,1.5936977467544991e-09,1.2579838508980562e-14,1.7926211268462273e-22,1.3875520041852805e-16,2.9804228632632781e-11,1.9688865616580667e-34,1.4352589591388828e-10,1.2932272493996124e-23,2.9819382897630175e-28,8.4293399286403422e-26,1.1855974757317086e-29,1.3476305082089819e-16,5.7698753033134392e-26,0.0036429106992008054,0.00027213788166089456,9.4205404569115674e-12,8.9248683565825718e-07,6.5231432300922633e-16,6.3697722156442859e-12,2.2394814935227311e-07,1.2478636229217319e-14,3.8837049402756775e-14,1.6684539787844863e-11,4.3843936736130874e-28
1.4467795082471361e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33361792390249828,0.11499715333326599,0.022683610100399886,1.8435753515836628e-25,2.0148813986103685e-18,1.6822885620954937e-09,1.3187460202350476e-14,1.8589755764286326e-22,1.4267776464511548e-16,3.0230206622320543e-11,2.1111983967292134e-34,1.4776669776396891e-10,1.348567868983599e-23,3.1528110582771385e-28,8.8204891482806651e-26,1.2593195814319513e-29,1.3851753147529562e-16,6.1005468730391935e-26,0.0036725839212773362,0.00027591518524219734,9.5095493592366683e-12,9.1142810578077089e-07,6.5847990562411344e-16,6.6354732304845888e-12,2.2872899260012941e-07,1.2917265628262947e-14,4.0220748222617686e-14,1.7684574400803691e-11,4.6040882246939291e-28
1.466843024206463e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33358486339493737,0.11496788817376005,0.02268172198241657,1.9602077959298154e-25,2.0997166694741011e-18,1.7746329179277447e-09,1.3815902718095635e-14,1.9269918654852749e-22,1.4665570214570281e-16,3.0656780979055267e-11,2.2616646139607055e-34,1.5208470379287659e-10,1.4054867030731738e-23,3.3310307909521736e-28,9.224948419300622e-26,1.3365586265030426e-29,1.4232279140069038e-16,6.4452707586446542e-26,0.0037018442546854517,0.00027969142120633212,9.5985230975507699e-12,9.3053957760888457e-07,6.6464319088648008e-16,6.9092251995924048e-12,2.3355429903188732e-07,1.3365556840952126e-14,4.1635461047179293e-14,1.8730437332930299e-11,4.831738836961488e-28
1.4869065401657898e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33355221088275588,0.11493903012154412,0.022679834393447378,2.0825685430687093e-25,2.1869290099442889e-18,1.8708427129404554e-09,1.4465599103543012e-14,1.9966928108893504e-22,1.5068908286899095e-16,3.1083970237564768e-11,2.4206363152381556e-34,1.5648049363468256e-10,1.4640081115376235e-23,3.5168134751497073e-28,9.6430442401404753e-26,1.4174334183799046e-29,1.4617884109519382e-16,6.8044451331750857e-26,0.0037306974363523187,0.00028346659914214688,9.6874623744040702e-12,9.4982094148442189e-07,6.7080423290097356e-16,7.1911798857309284e-12,2.3842404794910476e-07,1.3823601775109532e-14,4.3081501527045215e-14,1.982361099292291e-11,5.0675280962027865e-28
1.5069700561251167e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33351996069971335,0.11491057351952071,0.022677947328765428,2.2108610448308834e-25,2.2765542535394516e-18,1.9710318428261489e-09,1.513698581941515e-14,2.068101354778494e-22,1.5477797917463977e-16,3.1511793027283749e-11,2.5884751347244239e-34,1.6095464378049849e-10,1.5241566157073515e-23,3.7103787737772855e-28,1.0075109880155958e-25,1.5020651943285986e-29,1.5008569352014913e-16,7.1784742886132068e-26,0.0037591491233953762,0.00028724072850342118,9.7763678776223001e-12,9.6927188545218595e-07,6.7696308490576839e-16,7.4814902155977122e-12,2.4333821909035693e-07,1.4291492036369221e-14,4.4559183092589573e-14,2.0965606693937981e-11,5.3116404920286386e-28
1.5270335720844435e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33348810725840072,0.1148825127892889,0.022676060783710397,2.3452933353848154e-25,2.368628454257282e-18,2.0753162118399633e-09,1.5830502721833731e-14,2.1412405679651307e-22,1.589224658447805e-16,3.1940268071932558e-11,2.7655534452530964e-34,1.655077275766633e-10,1.5859569027711803e-23,3.9119500548672642e-28,1.0521485522234875e-25,1.5905776403281081e-29,1.5404336410932261e-16,7.5677686768528445e-26,0.0037872048942352728,0.00029101381861080248,9.8652402806015882e-12,9.8889209519839734e-07,6.8311979929551091e-16,7.780310273207587e-12,2.4829679262172777e-07,1.4769318925568426e-14,4.6068818958632921e-14,2.2157964850796185e-11,5.5642624159693425e-28
1.5470970880437704e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33345664504914191,0.11485484243004675,0.022674174753687562,2.4860780781754899e-25,2.4631878921646273e-18,2.1838137441692577e-09,1.6546593044469466e-14,2.2161336533734251e-22,1.6312262009546999e-16,3.2369414189091463e-11,2.9522545682357849e-34,1.7014031522264401e-10,1.6494338302104146e-23,4.1217544215760579e-28,1.0982518406813612e-25,1.6830969098644209e-29,1.5805187077804124e-16,7.972744951778062e-26,0.0038148702496931955,0.00029478587865371629,9.9540802425878333e-12,1.0086812539902622e-06,6.8927442764308571e-16,8.0877952932559206e-12,2.5329974912748943e-07,1.5257173436009446e-14,4.7610722128921431e-14,2.34022551745909e-11,5.8255821613104774e-28
1.5671606040030972e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33342556863890965,0.11482755701750934,0.022672289234166886,2.6334326128148072e-25,2.5602690790039804e-18,2.2966443951112251e-09,1.7285703380835705e-14,2.2928039495029123e-22,1.6737852158808371e-16,3.2799250289770389e-11,3.1489729871750026e-34,1.7485297376865733e-10,1.7146124302700674e-23,4.340022742602809e-28,1.1458562977298271e-25,1.7797516426375623e-29,1.6211123393227779e-16,8.3938260124571018e-26,0.0038421506140728437,0.00029855691769224582,1.0042888408922814e-11,1.0286390426166704e-06,6.9542702071914472e-16,8.404101654190433e-12,2.583470696009651e-07,1.5755146250307497e-14,4.9185205399699913e-14,2.4700076864663883e-11,6.0957899195584205e-28
1.587224119962424e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33339487267025675,0.11480065120284214,0.022670404220682075,2.7875790019246395e-25,2.6599087638162323e-18,2.4139301620562478e-09,1.8048283666723533e-14,2.3712749339192831e-22,1.7169025244064913e-16,3.3229795377974115e-11,3.3561145648756516e-34,1.7964626711301817e-10,1.7815179144676228e-23,4.5669896830308652e-28,1.1949981026895287e-25,1.8806729831821427e-29,1.6622147647768165e-16,8.8314410474604278e-26,0.0038690513362272332,0.00030232694465898564,1.0131665411325783e-11,1.0487651393300043e-06,7.0157762851417702e-16,8.7293868713213413e-12,2.6343873543557372e-07,1.6263327737639689e-14,5.0792581364080348e-14,2.6053058797913051e-11,6.3750777780861579e-28
1.607287635921751e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33336455186026304,0.11477411971160893,0.022668519708829656,2.9487440779410359e-25,2.7621439385795987e-18,2.5357950952747133e-09,1.8834787162776298e-14,2.4515702267729326e-22,1.7605789723911744e-16,3.3661068550262709e-11,3.5740967644494651e-34,1.8452075599922141e-10,1.850175678139744e-23,4.8028937355978517e-28,1.2457141846856606e-25,1.9859945994020373e-29,1.7038262382855367e-16,9.2860255803123465e-26,0.0038955776906105743,0.00030609596836086788,1.0220411868166587e-11,1.0690592197890568e-06,7.0772630025984846e-16,9.0638095899875305e-12,2.6857472841604869e-07,1.6781807950958908e-14,5.2433162416445758e-14,2.7462859715396815e-11,6.6636397215179992e-28
1.6273511518810777e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33333460099949558,0.11474795734273482,0.022666635694268099,3.1171594898727102e-25,2.8670118438639644e-18,2.6623653085049742e-09,1.9645670437201245e-14,2.5337135943452306e-22,1.8048154304857372e-16,3.4093088995307522e-11,3.8033488742081209e-34,1.8947699801276282e-10,1.9206113050273051e-23,5.0479772523919219e-28,1.2980422376144683e-25,2.0958527010197342e-29,1.7459470391676565e-16,9.7580215160857296e-26,0.0039217348783154114,0.00030986399748096101,1.0309128384686688e-11,1.089520957003044e-06,7.1387308444677751e-16,9.4075295783418349e-12,2.7375503070983358e-07,1.7310676623572715e-14,5.4107260755488792e-14,2.8931168406199505e-11,6.9616716275915865e-28
1.6474146678404046e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33330501495098536,0.11472215896748365,0.022664752172716917,3.2930617500118062e-25,2.9745499745002859e-18,2.7937689893401826e-09,2.0481393348615797e-14,2.6177289526229593e-22,1.8496127942438466e-16,3.4525875993442228e-11,4.0443122365421008e-34,1.9451554757770587e-10,1.9928505718991705e-23,5.3024864769767833e-28,1.3520207352522621e-25,2.2103860579409302e-29,1.7885774720062228e-16,1.0247877189149532e-25,0.0039475280280952436,0.00031363104058024325,1.0397815553266081e-11,1.1101500212767094e-06,7.2001802884563013e-16,9.7607077201568585e-12,2.7897962485864517e-07,1.7850023166229341e-14,5.5815188388221307e-14,3.045970388852244e-11,7.2693712635760533e-28
1.6674781837997314e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33327578864921664,0.11469671952844951,0.022662869139955782,3.4766922806110907e-25,3.0847960852651483e-18,2.9301364094116789e-09,2.1342419029027059e-14,2.70364037090173e-22,1.8949719842328345e-16,3.4959448916209518e-11,4.2974404808837921e-34,1.9963695595299936e-10,2.0669194532151133e-23,5.5666715769543001e-28,1.407688946507512e-25,2.3297360185348971e-29,1.83171786673665e-16,1.0756047412078792e-25,0.003972962197372829,0.00031739710609934917,1.0486473953696224e-11,1.1309460801565051e-06,7.2616118052846219e-16,1.012350600780951e-11,2.8424849377020495e-07,1.8399936664358489e-14,5.7557257134452511e-14,3.2050215587964629e-11,7.5869382901099848e-28
1.6875416997590583e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33324691709913118,0.11467163403856274,0.022660986591823688,3.6682974605186997e-25,3.1977881965795632e-18,3.0715999343666487e-09,2.222921386694196e-14,2.7914720754182143e-22,1.9408939461439111e-16,3.5393827225902663e-11,4.5631997608547009e-34,2.0484177122855311e-10,2.142844125828297e-23,5.8407866769604003e-28,1.4650869508165924e-25,2.4540465278311482e-29,1.8753685787341684e-16,1.1282993525737016e-25,0.0039980423732343786,0.00032116220236029128,1.0575104153374483e-11,1.1519087983778462e-06,7.323025858846166e-16,1.0496087534778752e-11,2.8956162071013348e-07,1.8960505874368315e-14,5.9333778629273031e-14,3.3704483512957762e-11,7.9145742566018024e-28
1.707605215718385e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33321839537514647,0.11464689758010967,0.022659104524218106,3.8681286717624468e-25,3.3135646002214067e-18,3.2182940336377435e-09,2.3142247490605789e-14,2.8812484530114935e-22,1.987379650901736e-16,3.5829030475102729e-11,4.8420689956982077e-34,2.1013053832107679e-10,2.2206509737277282e-23,6.1250898920949909e-28,1.5242556536837661e-25,2.5834641456329229e-29,1.9195299889006782e-16,1.1829183450540909e-25,0.0040227734734098342,0.00032492633756815682,1.0663706707552533e-11,1.173037837813432e-06,7.3844229064057251e-16,1.0878616488103421e-11,2.9491898929400671e-07,1.9531819220522296e-14,6.1145064326593895e-14,3.5424318427319317e-11,8.2524825949828012e-28
1.727668731677712e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33319021862018755,0.11462250530376583,0.02265722293309411,4.0764423461063788e-25,3.432163865051955e-18,3.3703552900023647e-09,2.4081992751367963e-14,2.9729940548146782e-22,2.0344300947733435e-16,3.6265078306210692e-11,5.1345401161006513e-34,2.1550379896968782e-10,2.30036659282111e-23,6.4198433617992232e-28,1.5852368023660165e-25,2.7181380645479761e-29,1.9642025037509892e-16,1.2395091738917431e-25,0.0040471603472394231,0.00032868951981277806,1.0752282159617307e-11,1.1943328574226178e-06,7.4458033988187311e-16,1.1271258141205659e-11,3.0032058347956764e-07,2.0113964792306033e-14,6.2991425503892963e-14,3.7211562019887984e-11,8.6008686272317697e-28
1.7477322476370388e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33316238204473236,0.11459845242764323,0.022655341814463582,4.2935000115701652e-25,3.5536248427554007e-18,3.5279224089293149e-09,2.5048925707172499e-14,3.0667335999765151e-22,2.0820462994764122e-16,3.6701990450975036e-11,5.4411183145051572e-34,2.2096209173129459e-10,2.3820177957585166e-23,6.7253132841741001e-28,1.6480730017033464e-25,2.8582201279371738e-29,2.0093865554984442e-16,1.2981199628963472e-25,0.0040712077766266929,0.00033245175707038066,1.0840831041258163e-11,1.2157935132018422e-06,7.50716778067076e-16,1.167417884611474e-11,3.0576638755909499e-07,2.0707030340441187e-14,6.4873173264155586e-14,3.9068087071205641e-11,8.9599395610420341e-28
1.7677957635963657e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3331348809258704,0.11457473423635052,0.022653461164394404,4.5195683388919463e-25,3.6779866735903757e-18,3.6911362277105296e-09,2.6043525606170878e-14,3.1624919794129405e-22,2.1302293122868784e-16,3.7139786730014362e-11,5.7623223000240895e-34,2.265059519757599e-10,2.4656316167973309e-23,7.0417699507370056e-28,1.7128077300951872e-25,3.0038648477813618e-29,2.0550826021399191e-16,1.3587995099318312e-25,0.0040949204769782132,0.00033621305720520604,1.0929353872689344e-11,1.2374194581360931e-06,7.568516490458229e-16,1.2087546025516057e-11,3.112563861519213e-07,2.1311103273463691e-14,6.6790618538738899e-14,4.0995797617209594e-11,9.3299044784261337e-28
1.7878592795556925e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33310771060637456,0.11455134608006638,0.022651580979009652,4.7549191879692354e-25,3.8052887921544447e-18,3.8601397243755884e-09,2.7066274870456481e-14,3.2602942595903093e-22,2.1789802061458813e-16,3.7578487052335304e-11,6.0986845580576383e-34,2.3213591188085159e-10,2.5512353167088663e-23,7.3694877816361758e-28,1.7794853556235648e-25,3.1552294224669697e-29,2.1012911275401838e-16,1.4215972925259294e-25,0.0041183030981301197,0.00033997342797111068,1.1017851162949412e-11,1.2592103421514088e-06,7.6298499608210477e-16,1.2511528165435886e-11,3.1679056419710113e-07,2.1926270655342625e-14,6.8744072092628885e-14,4.2996629109899396e-11,9.7109743484020777e-28
1.8079227955150194e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33308086649378643,0.11452828337362611,0.022649701254486797,4.9998296542719701e-25,3.9355709331603274e-18,4.0350780263867343e-09,2.81176590799184e-14,3.3601656863398542e-22,2.2283000797660379e-16,3.8018111414845537e-11,6.4507516147276072e-34,2.37852500426984e-10,2.6388563877271215e-23,7.7087453613162547e-28,1.8481511523236947e-25,3.3124737544908167e-29,2.1480126415156203e-16,1.4865634736031217e-25,0.0041413602252617226,0.00034373287701314312,1.110632341004274e-11,1.2811658120684089e-06,7.6911686186636309e-16,1.2946294807228899e-11,3.2236890694622357e-07,2.2552619201239008e-14,7.0733844525916142e-14,4.5072548574942047e-11,1.0103362024863053e-27
1.8279863114743462e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33305434405951362,0.11450554159562065,0.022647821987056942,5.2545821151883116e-25,4.0688731372222228e-18,4.2160984191121266e-09,2.9198166956211663e-14,3.4621316887028411e-22,2.2781900577370383e-16,3.8458679901862035e-11,6.8190843062371396e-34,2.4365624339175837e-10,2.7285225585401203e-23,8.0598254746236409e-28,1.9188513166026909e-25,3.4757604680845464e-29,2.1952476799172865e-16,1.553748907342005e-25,0.0041640963797963046,0.00034749141186909575,1.1194771101123352e-11,1.3032855115568445e-06,7.7524728853086136e-16,1.3392016539135208e-11,3.2799139995637093e-07,2.3190235273632004e-14,7.2760246275650521e-14,4.7225554766179675e-11,1.0507282226002485e-27
1.848049827433673e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3330281388379398,0.1144831162875085,0.022645943173004057,5.5194642763527799e-25,4.2052357566538573e-18,4.4033503540750331e-09,3.030829034684383e-14,3.566217882808787e-22,2.3286512906305611e-16,3.8900212684614453e-11,7.2042580532687653e-34,2.4954766334430543e-10,2.8202617993242654e-23,8.4230151433809352e-28,1.9916329838070812e-25,3.6452549267591304e-29,2.2429968047133174e-16,1.6232051451581599e-25,0.004186516020289347,0.00035124903997103623,1.128319471282534e-11,1.3255690810911677e-06,7.8137631767518822e-16,1.3848864988843473e-11,3.3365802908321276e-07,2.3839204880340668e-14,7.4823587621888544e-14,4.9457678317003748e-11,1.0922951553524511e-27
1.868113343393e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33300224642554827,0.11446100305273983,0.02264406480866421,5.7947692179630903e-25,4.344699461277177e-18,4.5969854569767598e-09,3.1448524209376112e-14,3.672450075786415e-22,2.3796849551044948e-16,3.9342730020743598e-11,7.6068631405348594e-34,2.555272796394365e-10,2.9141023268221906e-23,8.7986056634252055e-28,2.0665442449398505e-25,3.8211252507698744e-29,2.2912606040706555e-16,1.6949844418136142e-25,0.0042086235433043224,0.00035500576864681594,1.1371594711384936e-11,1.3480161579071059e-06,7.8750399037695171e-16,1.4317012815317524e-11,3.3936878047424228e-07,2.4499613670113253e-14,7.692417868891351e-14,5.1770981888559763e-11,1.135058849690668e-27
1.8881768593523267e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33297666248005608,0.11443919755589298,0.022642186890424843,6.0807954410133778e-25,4.4873052442388264e-18,4.797157535490982e-09,3.2619366595735018e-14,3.7808542697058246e-22,2.4312922540064629e-16,3.9786252253795149e-11,8.0275050015963292e-34,2.6159560841160911e-10,3.0100726094645291e-23,9.1868926420850424e-28,2.1436341635277286e-25,4.003542334502318e-29,2.3400396924360997e-16,1.7691397616539741e-25,0.0042304232842762454,0.00035876160512155554,1.1459971552765769e-11,1.3706263759592444e-06,7.9363034720299335e-16,1.4796633699751951e-11,3.4512364056214568e-07,2.517154692805918e-14,7.9062329445564729e-14,5.4167560314746752e-11,1.1790413397507007e-27
1.9082403753116536e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33295138271956176,0.11441769552182302,0.022640309414724034,6.3778469135091284e-25,4.6330944278370104e-18,5.0040225868273368e-09,3.3821318636635626e-14,3.8914566655551124e-22,2.4834744164766552e-16,4.0230799812708456e-11,8.4668045090670994e-34,2.6775316256871126e-10,3.1082013725361055e-23,9.5881760361375782e-28,2.2229527926394689e-25,4.1926798637794563e-29,2.3893347106166699e-16,1.8457247849743489e-25,0.0042519195183631474,0.00036251655651911016,1.1548325683033727e-11,1.3933993658796024e-06,7.9975542823810524e-16,1.5287902338011121e-11,3.509225960583032e-07,2.58550895742364e-14,8.1238349712361192e-14,5.6649540743975586e-11,1.2242648474665106e-27
1.9283038912709804e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33292640292170406,0.11439649273482214,0.022638432378049755,6.6862331166995491e-25,4.7821086693581571e-18,5.2177388050619717e-09,3.5054884526114793e-14,4.0042836672515842e-22,2.5362326980499405e-16,4.0676393211300516e-11,8.9253982703238e-34,2.7400045178567126e-10,3.2085176033869787e-23,1.0002760190247097e-27,2.3045511920558825e-25,4.3887143330906724e-29,2.4391463258592624e-16,1.9247939145151755e-25,0.0042731164612856559,0.00036627062986351261,1.1636657538474249e-11,1.4163347549372027e-06,8.0587927309537376e-16,1.5790994432427254e-11,3.5676563394642112e-07,2.6550326159260051e-14,8.3452549162899161e-14,5.921908277765054e-11,1.2707517844457914e-27
