Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),CH3X(21),CH2X(27),CHX(28),CX(26),CH3OO(77),H2X(49),HOX(22),C2H4(47),H2OX(23),OCX(25),COX(50),CHOX(53),HOCOX(217),C2H4X(209)
0.0,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.38966863991083e-24,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996532,0.022821567693054285,0.0,1.5692823152821955e-65,3.0502786567226934e-36,5.7215646206477418e-88,1.8700915865930419e-54,1.9984042911120967e-131,5.6393909054314943e-20,-7.0876898345748451e-106,5.6393909054314931e-20,2.7357384031062686e-72,3.6417895053731619e-70,1.3009149206087282e-111,1.5084074314611995e-112,4.8061363791844751e-50,1.3014806908976454e-85,3.0798253046946019e-18,9.1188153404472534e-20,3.6505675570179655e-22,3.6505675568725606e-22,7.2679919395316669e-33,3.1572405990343836e-40,6.8146587541496115e-44,3.4259564523756828e-37,2.2332015473256771e-52,9.2522642024385023e-38,2.1895832214196126e-98,3.4528103749691692e-54,8.8348244623361861e-75,2.2910329259495779e-105,-3.1705975317863339e-107,-1.6563237133870684e-120,4.2972568278342056e-115
1.7891072191750326e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996532,0.022821567693054285,0.0,3.5106604245510499e-64,1.8423683484034951e-35,6.322501508217782e-86,2.8260823950108082e-53,7.2108376893499662e-129,1.5790294535208184e-19,1.3682890713672155e-104,1.5790294535208177e-19,7.7152199868639725e-71,1.1450368833358476e-68,2.6005995667452219e-109,3.0153883629015328e-110,5.7058451093651122e-49,6.7368388585129067e-84,8.6235108531448816e-18,2.5532682953252307e-19,1.0221589159885976e-21,1.0221589159007729e-21,4.3898669472227517e-32,3.7482758933203712e-39,8.0903803612750599e-43,2.069277697232775e-36,2.6512569293597218e-51,5.5883675782699707e-37,2.0620002286688467e-96,4.099176477146942e-53,5.3746662813050992e-73,4.5798992234037345e-103,3.2087339756219605e-105,5.3323362016821907e-118,7.3273269855615762e-113
4.089387929542932e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996531,0.022821567693054285,0.0,6.9366844146089706e-63,8.8702109298943558e-35,5.7201500586569984e-84,3.0401704783009769e-52,2.6108841885320167e-126,3.6092101794761562e-19,1.4447687586787244e-102,3.6092101794761534e-19,1.6782288680260897e-69,2.5545142978214979e-67,4.7081418431447177e-107,5.4590780934666756e-108,5.6020325635690532e-48,2.941567497309527e-82,1.9710881950045431e-17,5.8360418178862422e-19,2.3363632366564683e-21,2.3363632362336293e-21,2.1135317796342696e-31,3.6800791900894415e-38,7.9432204577131362e-42,9.9626813634764195e-36,2.603019885924292e-50,2.690558430064784e-36,1.8021988435691696e-94,4.0245957730130444e-52,2.4263924230435318e-71,8.2914784139623288e-101,6.7196128823441401e-103,2.7846514705840991e-115,1.2806399992591899e-110
8.68994935027873e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996528,0.022821567693054285,0.0,1.2343631718664548e-61,3.8738545100539701e-34,4.3291354615472838e-82,2.7944404447461753e-51,7.9167139274477646e-124,7.6695716313868309e-19,1.1419692938589369e-100,7.6695716313868193e-19,3.1111534852486583e-68,4.7843225658197492e-66,7.1341683393240302e-105,8.2720494398352356e-106,4.9549343614664391e-47,1.0950718253071624e-80,4.1885624143846462e-17,1.2401588863008265e-18,4.9647718783692829e-21,4.964771876522635e-21,9.2303469072631213e-31,3.2549878184760679e-37,7.0257544382997923e-41,4.3509646944839793e-35,2.3023418081899378e-49,1.1750375537052113e-35,1.3444962545781403e-92,3.5597093840710722e-51,9.1616806964682275e-70,1.2563938121968559e-98,1.0798895409774105e-100,9.8245228711216163e-113,1.9126679218081442e-108
1.7891072191750326e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999982,0.11866996602996524,0.022821567693054285,0.0,2.0819479408177763e-60,1.6172582982087211e-33,3.0076108029590849e-80,2.3907026335555911e-50,2.2019852597360935e-121,1.5790294535208182e-18,8.0938739335635662e-99,1.5790294535208128e-18,5.3472779379668542e-67,8.2637274541065518e-65,9.9186654154305572e-103,1.1500666481491856e-103,4.1649208879872804e-46,3.7726884747114718e-79,8.6235108531448258e-17,2.5532682953252307e-18,1.0221589163303208e-20,1.0221589155593811e-20,3.8534867559926599e-30,2.7360124646018607e-36,5.9056807965735127e-40,1.8164421110197636e-34,1.9352573482846205e-48,4.905550480092575e-35,9.2742595634395161e-91,2.992150225787887e-50,3.1786713601194651e-68,1.7467698069804841e-96,1.5439610518292701e-98,2.9313715997087514e-110,2.6401542689806332e-106
3.6293317874693516e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999971,0.11866996602996514,0.022821567693054285,0.0,3.419617093302152e-59,6.6070302756459741e-33,2.0046333515125024e-78,1.976679169078967e-49,5.8733912590399092e-119,3.2031740342850883e-18,5.4468061091274134e-97,3.2031740342850663e-18,8.8627210313596848e-66,1.3730306755017105e-63,1.322606700521386e-100,1.5335589932421516e-101,3.4146537778650462e-45,1.2520177540994826e-77,1.7493407730665088e-16,5.1794871133740372e-18,2.0735223739204242e-20,2.0735223707708833e-20,1.5742739498446173e-29,2.2431468052014155e-35,4.8420157200330518e-39,7.4207587138513187e-34,1.5866414418988563e-47,2.0040774352708486e-34,6.1590819650970892e-89,2.4531455330320382e-49,1.0586693958174307e-66,2.3292341803675113e-94,2.0871217474189302e-96,8.0883153343262323e-108,3.5076764946583491e-104
7.30978092405799e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999955,0.11866996602996496,0.022821567693054282,0.0,5.5433558029009727e-58,2.6706692385561794e-32,1.3091983389008981e-76,1.6074026724377182e-48,1.5346927284019579e-116,6.451463195813628e-18,3.5738487151595312e-95,6.4514631958135386e-18,1.4430643689061963e-64,2.2383865346571813e-62,1.7278228971730987e-98,2.0034061082662097e-99,2.7652751601472584e-44,4.0795175681364982e-76,3.5233201485705217e-16,1.0431924749471644e-17,4.1762492915139119e-20,4.1762492787829547e-20,6.3634579054855594e-29,1.8165559846066269e-34,3.921484321840554e-38,2.9995893197569173e-33,1.2849042579475431e-46,8.1008014176357718e-34,4.014847544788074e-87,1.9866208544651927e-48,3.4559286117510923e-65,3.0428578260915768e-92,2.7450475249245107e-94,2.1489225477507089e-105,4.5736714038385777e-102
1.4670679197235267e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999916,0.1186699660299646,0.022821567693054275,0.0,8.9274109566201839e-57,1.0738659340838813e-31,8.46478436651124e-75,1.2964284874812248e-47,3.9695655762241391e-114,1.2948041518870711e-17,2.3158007809631716e-93,1.2948041518870346e-17,2.3291117094045438e-63,3.6150002277894855e-61,2.2344659555314718e-96,2.5908574028295859e-97,2.2257340223150902e-43,1.3172515020767781e-74,7.0712788995783893e-16,2.0936800021666833e-17,8.3817031363540592e-20,8.3817030851633661e-20,2.5587111144665484e-28,1.4621183399955766e-33,3.1568257487949595e-37,1.2061216727161955e-32,1.0342041505064387e-45,3.2572966212974738e-33,2.5931137573835596e-85,1.5990052953357116e-47,1.117061477793874e-63,3.9351036673903045e-90,3.561913006086599e-92,5.6043611084779523e-103,5.9085208252687635e-100
2.939247574358982e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999844,0.11866996602996388,0.022821567693054264,0.0,1.4330477575510031e-55,4.3066953612030755e-31,5.4463238311136533e-73,1.0413618639495611e-46,1.0216816993885631e-111,2.5941198164984881e-17,1.491310875628216e-91,2.5941198164983414e-17,3.7428199902984564e-62,5.8110072708724577e-60,2.875464557460501e-94,3.3340935969410691e-95,1.7860113809576756e-42,4.2341872483451011e-73,1.4167196401593487e-15,4.1946550566057134e-17,1.6792610864647424e-19,1.679261065934927e-19,1.0261517253286235e-27,1.173251542478885e-32,2.5339145670468576e-36,4.8370873580134436e-32,8.2988597708927402e-45,1.3063216312002636e-32,1.6671868924638739e-83,1.2831010469549075e-46,3.5933639661092304e-62,5.0639621943286289e-88,4.5914066962687e-90,1.4483773922688128e-100,7.5977878939772965e-98
