Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),CH3X(21),CH3OO(77),CH2X(27),CHX(28),CX(26),H2X(49),C2H4(47),HOX(22),H2OX(23),OCX(25),CH4OX(60),C2H6X(52),COX(50),C2H4X(206),CH2OH(40),CH2OX(54),C2H4X(65),CH2(T)(34),CH2O2(180),O(29),C3H6O(211),acetyl(43),C2H3(46),C2H2(334),C2H2(358),C2H2X(360),C4H6(374)
9.290859380417583e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44425449474329309,0.10984822794166998,0.022785036078313798,0.0,1.1126904165449502e-05,0.00034482661152446953,1.838801958146917e-06,1.7245637003990834e-06,3.8632731035929493e-08,0.000849893419851891,1.0276298921972318e-13,0.00032376883893169348,7.4686745190677995e-11,4.0204705773513031e-07,3.1781338365439267e-13,1.8285437886097317e-15,5.1772572738400514e-05,4.8464845872201247e-09,0.0078851238076417616,3.4652466992693522e-06,7.6633018118814157e-05,8.29497482223201e-08,4.8173336544412393e-09,2.1205816355551231e-09,6.6713814977568547e-06,7.4082652061461249e-05,6.7011964130880439e-06,7.6490234492792622e-09,1.4216966809274037e-08,5.0175470693385648e-10,4.7764925753935694e-13,4.4690074716146906e-12,4.6369386776932466e-09,5.7143592120172491e-12,2.5256498704318314e-10,3.1254698309482369e-11,6.5038030975827117e-11,1.3720014684192897e-15,1.1329508285616629e-07,3.1812115297891856e-15,4.3945634584537289e-06,4.06793201380881e-23,3.9106205275601979e-15,2.1215059071012545e-14,4.1372063087858554e-12,8.0566402884280133e-16,1.7997374147587424e-14,1.8369493338694653e-27
9.333229694949916e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44425312176253134,0.10984323102257185,0.022784776140982576,0.0,1.1257682241793789e-05,0.00034754895428350724,1.8631126279783732e-06,1.7468359647637522e-06,3.9363667024553113e-08,0.00085366836055406135,1.0506755335455802e-13,0.000324173618611643,7.5712431735160819e-11,4.0847298560282316e-07,3.2464386355230796e-13,1.8645817163833561e-15,5.210742694292226e-05,4.9361856056348014e-09,0.007885547124767623,3.4648319574398875e-06,7.6808376511509511e-05,8.331077929707693e-08,4.8386769628773525e-09,2.1485564122927749e-09,6.7450170003501139e-06,7.4729109028990963e-05,6.7553182380829201e-06,7.790693550751008e-09,1.4260447791542764e-08,5.0764661823885383e-10,4.8274984673885271e-13,4.5404252181444373e-12,4.6974820603334682e-09,5.7898945880003396e-12,2.5794138555050111e-10,3.1766777041673176e-11,6.6276967687599884e-11,1.397390825919876e-15,1.1484271484961024e-07,3.22463013773759e-15,4.4176590785779569e-06,4.2216668145558123e-23,3.9799224346779812e-15,2.1636775338517746e-14,4.2393696188048996e-12,8.2555943571760325e-16,1.8448944135797123e-14,1.9171734742576083e-27
9.37560000948225e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44425176476998468,0.10983825153813803,0.022784515549417468,0.0,1.1389299966699329e-05,0.00035027776291647898,1.8876320557167325e-06,1.7692821326631943e-06,4.0104667832460722e-08,0.00085744088154882255,1.074120180117428e-13,0.00032457433507351765,7.674700200256724e-11,4.1496711825105569e-07,3.3159285114841662e-13,1.9012111033027517e-15,5.2442506351157242e-05,5.0271086018159708e-09,0.0078859517158321752,3.4644174637910468e-06,7.6983283122010663e-05,8.367157755581329e-08,4.8600059285862763e-09,2.1767684672011894e-09,6.8191138738510346e-06,7.5378160914299649e-05,6.8095725604250178e-06,7.9342950016453415e-09,1.4303896118296658e-08,5.1357633524904155e-10,4.878834779390724e-13,4.6126009011213246e-12,4.7585042314273151e-09,5.8660785234770429e-12,2.6340470946868135e-10,3.2284479963694925e-11,6.7533091981254084e-11,1.4231260085391486e-15,1.1640285344819593e-07,3.268398817942087e-15,4.4407110376524667e-06,4.3804179667258773e-23,4.050120127338734e-15,2.2064778783938556e-14,4.3435553474073173e-12,8.4584870107288669e-16,1.8909602550475202e-14,2.0004961079802486e-27
9.417970324014584e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44425042329510628,0.10983328903027655,0.022784254304399329,0.0,1.1521757971313222e-05,0.00035301300740575348,1.912361040638785e-06,1.7919025514771084e-06,4.0855816267720062e-08,0.00086121097171417478,1.0979685954858186e-13,0.00032497102848451614,7.7790482513521496e-11,4.2152979091678899e-07,3.3866187436631408e-13,1.9384402161643989e-15,5.2777807851830698e-05,5.1192640293944446e-09,0.0078863380509361647,3.464003206935709e-06,7.7157741905932271e-05,8.4032142361787962e-08,4.8813204873111019e-09,2.2052186807590899e-09,6.8936727259424146e-06,7.6029804237006919e-05,6.863958752232487e-06,8.0798443377985262e-09,1.4347312356830054e-08,5.1954388615360561e-10,4.9305022825896563e-13,4.6855382433956018e-12,4.8200061748146266e-09,5.9429134987294475e-12,2.6895589953761881e-10,3.2807836519644579e-11,6.8806546539994492e-11,1.4492099736711772e-15,1.1797551419252264e-07,3.3125179910353579e-15,4.4637190475578587e-06,4.5443227725594025e-23,4.1212207417023431e-15,2.2499130916747644e-14,4.4497934858858877e-12,8.6653766575862022e-16,1.9379486537261248e-14,2.087021186342006e-27
9.460340638546918e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44424909687927705,0.10982834305264348,0.02278399240669203,0.0,1.1655056879412693e-05,0.00035575465798029591,1.9373003805539356e-06,1.8146975645100723e-06,4.161719526440115e-08,0.00086497862006736895,1.1222255710826765e-13,0.0003253637386214367,7.884289959700336e-11,4.2816133804024637e-07,3.4585247283012113e-13,1.9762774237561532e-15,5.3113328370189673e-05,5.2126623720171474e-09,0.0078867065883166092,3.4635891756864156e-06,7.7331756761646941e-05,8.439247309477236e-08,4.9026205755897255e-09,2.2339079303581397e-09,6.9686941594990061e-06,7.6684035508526322e-05,6.9184761907994722e-06,8.2273581426023392e-09,1.4390697066942811e-08,5.2554929880702316e-10,4.9825017461276651e-13,4.7592409588975428e-12,4.8819888629472891e-09,6.0204019894259313e-12,2.7459590105732878e-10,3.3336876092870732e-11,7.009747426994778e-11,1.4756456871791109e-15,1.1956071218341014e-07,3.3569880652208867e-15,4.4866828268635475e-06,4.7135215418816405e-23,4.1932314312087466e-15,2.2939893508290759e-14,4.5581143165071447e-12,8.8763222729394843e-16,1.9858734597908847e-14,2.1768556088219038e-27
9.502710953079251e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44424778507550627,0.10982341317034421,0.022783729857042728,0.0,1.1789197307490709e-05,0.00035850268511308624,1.9624508718010954e-06,1.8376675110032619e-06,4.2388887879807038e-08,0.00086874381576388716,1.1468959260986568e-13,0.00032575250487446841,7.9904279390547379e-11,4.3486209326168002e-07,3.5316619786731838e-13,2.0147311978743087e-15,5.3449064867580799e-05,5.3073141431194869e-09,0.0078870577746465321,3.4631753590508883e-06,7.7505331531370523e-05,8.4752569149671122e-08,4.9239061307416412e-09,2.2628370922000007e-09,7.0441787726032051e-06,7.734085123214574e-05,6.9731242585425262e-06,8.3768530466437674e-09,1.443405080111495e-08,5.3159260073230716e-10,5.0348339370517032e-13,4.8337127526034358e-12,4.9444532569214024e-09,6.0985464666075399e-12,2.8032566386820255e-10,3.3871628005639405e-11,7.1406018295327238e-11,1.5024361233264972e-15,1.2115846208463338e-07,3.4018094363561857e-15,4.5096021007461704e-06,4.8881576614558111e-23,4.2661593664214453e-15,2.3387128591000559e-14,4.6685484137212807e-12,9.0913834010290979e-16,2.034748659606256e-14,2.2701093175560547e-27
9.545081267611585e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44424648744813744,0.10981849895964196,0.022783466656182052,0.0,1.1924179864840567e-05,0.00036125705951856876,1.9878133092456245e-06,1.8608127261462905e-06,4.3170977291721018e-08,0.00087250654809642371,1.1719845073815485e-13,0.00032613736625094515,8.0974647840452538e-11,4.4163238941822548e-07,3.6060461251106004e-13,2.0538101143447494e-15,5.3785014341034444e-05,5.4032298856979721e-09,0.0078873920453271518,3.4627617462282386e-06,7.7678470002216749e-05,8.5112429943671475e-08,4.9451770908736179e-09,2.2920070421226169e-09,7.1201271585391791e-06,7.8000247903120028e-05,7.027902342947643e-06,8.528345727345259e-09,1.4477374104405421e-08,5.3767381912325123e-10,5.0874996203185789e-13,4.9089573204893993e-12,5.0074003065097758e-09,6.1773493966771749e-12,2.8614614233114935e-10,3.4412121518808782e-11,7.2732321953625295e-11,1.5295842647051787e-15,1.2276877812567126e-07,3.4469824880336212e-15,4.5324766009088291e-06,5.0683776200414397e-23,4.3400117349130381e-15,2.384089845761075e-14,4.7811266453681177e-12,9.3106201574938731e-16,2.08458837630161e-14,2.366895336661912e-27
9.587451582143919e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44424520357256253,0.10981360000767409,0.022783202804824321,0.0,1.206000515363959e-05,0.00036401775215013006,2.0133884862762899e-06,1.8841335410891596e-06,4.3963546795670223e-08,0.0008762668064938718,1.1974961893332491e-13,0.0003265183613790605,8.2054030702002185e-11,4.4847255854084187e-07,3.6816929150196976e-13,2.0935228540481159e-15,5.412117382285561e-05,5.5004201720832552e-09,0.0078877098247726717,3.4623483266046643e-06,7.7851175907234387e-05,8.5472054910403846e-08,4.9664333948718396e-09,2.3214186524375263e-09,7.1965399058262796e-06,7.8662222008740981e-05,7.0828098365178682e-06,8.6818529086053475e-09,1.4520667514808683e-08,5.4379298085066776e-10,5.1404995588491405e-13,4.984978349505858e-12,5.0708309501947525e-09,6.2568132413972378e-12,2.9205829530762731e-10,3.4958385831512783e-11,7.4076528790834571e-11,1.5570931021830724e-15,1.2439167410446952e-07,3.4925075916483316e-15,4.55530606550114e-06,5.2543310567733658e-23,4.414795741107839e-15,2.4301265660371494e-14,4.8958801738791715e-12,9.5340932317107586e-16,2.1354068703451722e-14,2.4673298414225098e-27
9.629821896676253e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44424393303494381,0.10980871591217534,0.02278293830366776,0.0,1.2196673769032023e-05,0.00036678473419760656,2.0391771948022566e-06,1.907630282954317e-06,4.4766679802205767e-08,0.00088002458052031192,1.223435873805329e-13,0.00032689552851154579,8.3142453539693575e-11,4.5538293185133708e-07,3.7586182128943086e-13,2.1338782039489452e-15,5.4457540380221477e-05,5.5988956037134512e-09,0.0078880115266878673,3.4619350897491532e-06,7.8023452926414684e-05,8.5831443496437158e-08,4.987674982384439e-09,2.3510727940211934e-09,7.2734175982393073e-06,7.9326770028412323e-05,7.1378461367215503e-06,8.8373913604398629e-09,1.4563931563486986e-08,5.4995011246585748e-10,5.1938345134659938e-13,5.0617795175499716e-12,5.1347461152013358e-09,6.3369404578762786e-12,2.9806308613956645e-10,3.5510450080853166e-11,7.5438782556697446e-11,1.5849656348368892e-15,1.260271633902172e-07,3.5383851064830478e-15,4.578090239040102e-06,5.4461708423432174e-23,4.4905186061161961e-15,2.4768293010266393e-14,5.0128404574758004e-12,9.761863889129018e-16,2.1872185401160916e-14,2.5715322695640835e-27
9.672192211208586e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44424267543194174,0.10980384628120815,0.022782673153394682,0.0,1.2334186299210943e-05,0.0003695579770848204,2.0651802252501054e-06,1.9313032748488285e-06,4.558045983419953e-08,0.00088377985987400382,1.2498084899932047e-13,0.00032726890552931069,8.4239941727477467e-11,4.6236383975947798e-07,3.8368380003237304e-13,2.1748850581287121e-15,5.479411111478481e-05,5.6986668109077354e-09,0.0078882975543386573,3.4615220254101384e-06,7.8195304687668019e-05,8.619059517177952e-08,5.0089017938290139e-09,2.3809703381081231e-09,7.3507608147917509e-06,7.9993888433745901e-05,7.1930106459411273e-06,8.994977898623727e-09,1.4607166774527694e-08,5.5614524020175305e-10,5.2475052428885092e-13,5.1393644934183228e-12,5.1991467175306451e-09,6.4177334985562079e-12,3.0416148262918566e-10,3.6068343341600439e-11,7.681922719998425e-11,1.6132048698756353e-15,1.2767525892613473e-07,3.5846153797932564e-15,4.6008288723317673e-06,5.6440531008708621e-23,4.5671875676302591e-15,2.5242043576229775e-14,5.1320392513634566e-12,9.993993973597458e-16,2.2400379224746288e-14,2.679625358543261e-27
9.71456252574092e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44424143037045027,0.10979899073289982,0.022782407354671689,0.0,1.2472543325499243e-05,0.00037233745246714148,2.0913983665608885e-06,1.955152835876647e-06,4.6404970524157548e-08,0.00088753263438638653,1.2766189943289392e-13,0.0003276385299450471,8.5346520449007158e-11,4.6941561186018328e-07,3.9163683759955872e-13,2.2165524188227088e-15,5.5130883162283691e-05,5.7997444526403955e-09,0.0078885683008158482,3.4611091235115329e-06,7.836673476778782e-05,8.654950942334075e-08,5.0301137703882742e-09,2.4111121519335155e-09,7.4285701297720823e-06,8.0663573688628066e-05,7.2483027714225133e-06,9.1546293843331951e-09,1.4650373665332237e-08,5.6237838997954893e-10,5.3015125038151932e-13,5.2177369367837797e-12,5.2640336619936581e-09,6.4991948112123054e-12,3.1035445701870633e-10,3.6632094625902916e-11,7.8218006863800171e-11,1.6418138225919197e-15,1.2933597323227536e-07,3.6311987468724739e-15,4.623521722393704e-06,5.8481372515233207e-23,4.6448098797709028e-15,2.572258068436517e-14,5.2535086089220201e-12,1.0230545909680833e-15,2.2938796933304874e-14,2.7917352081754538e-27
9.756932840273254e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4442401974673395,0.10979414889518636,0.022782140908149898,0.0,1.2611745422429955e-05,0.00037512313222908,2.1178324061871976e-06,1.9791792811509956e-06,4.7240295611550412e-08,0.00089128289402107448,1.3038723703726857e-13,0.00032800443890679655,8.6462214697897288e-11,4.7653857693079871e-07,3.9972255556938272e-13,2.2588893974607191e-15,5.5467853692157468e-05,5.9021392163152155e-09,0.0078888241492921906,3.4606963741484937e-06,7.8537746693388649e-05,8.6908185747934747e-08,5.0513108539873239e-09,2.4414991008196297e-09,7.5068461127725485e-06,8.1335822249286934e-05,7.303721925225037e-06,9.316362723788694e-09,1.4693552746960994e-08,5.6864958741274379e-10,5.3558570508454108e-13,5.2969004981758992e-12,5.3294078422452556e-09,6.5813268389407875e-12,3.1664298596996658e-10,3.720173288300434e-11,7.963526588092137e-11,1.6707955162975209e-15,1.3100931840833727e-07,3.6781355311377712e-15,4.6461685523782493e-06,6.0585861048405154e-23,4.7233928129085072e-15,2.6209967917165761e-14,5.377280882892253e-12,1.0471582704970993e-15,2.3487586682092616e-14,2.9079914130026478e-27
9.799303154805588e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4442389763492029,0.1097893204055627,0.022781873814465101,0.0,1.2751793157825565e-05,0.00037791498848190318,2.1444831300902734e-06,2.003382921806842e-06,4.8086518940160287e-08,0.00089503062887286535,1.3315736287027983e-13,0.00032836666920148179,8.7587049277991675e-11,4.8373306292845451e-07,4.0794258722918726e-13,2.3019052157114114e-15,5.580501990716813e-05,6.0058618175401531e-09,0.0078890654732729701,3.4602837675845618e-06,7.8708343941810246e-05,8.7266623667162158e-08,5.0724929873021628e-09,2.4721320514376718e-09,7.5855893286580617e-06,8.2010630564394288e-05,7.359267524171937e-06,9.4801948678983302e-09,1.4736704523702485e-08,5.7495885780686465e-10,5.4105396364554535e-13,5.3768588189320053e-12,5.3952701408185613e-09,6.6641320201431413e-12,3.2302805054393481e-10,3.7777286998969761e-11,8.1071148769160046e-11,1.7001529822407435e-15,1.3269530613648756e-07,3.7254260442207681e-15,4.6687691314965502e-06,6.2755658825693871e-23,4.802943653569841e-15,2.6704269112735305e-14,5.5033887265583728e-12,1.0717167952392173e-15,2.4046898028170355e-14,3.0285270991335002e-27
9.841673469337921e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4442377666521134,0.10978450491083953,0.022781606074237945,0.0,1.2892687092876399e-05,0.00038071299356127948,2.1713513227371422e-06,2.0277640650134804e-06,4.8943724455445019e-08,0.00089877582916674675,1.3597278068046249e-13,0.00032872525725840293,8.8721048803640593e-11,4.9099939698750295e-07,4.1629857757409392e-13,2.3456092065303961e-15,5.614237904302767e-05,6.1109229999024907e-09,0.0078892926368402099,3.459871294248048e-06,7.8878529942015684e-05,8.7624822720846738e-08,5.0936601137608021e-09,2.5030118660035193e-09,7.6648003376041053e-06,8.2687995075128649e-05,7.4149389898013972e-06,9.6461428119019098e-09,1.4779829493475263e-08,5.8130622616638398e-10,5.4655610111204257e-13,5.4576155311747358e-12,5.4616214291595613e-09,6.747612788528548e-12,3.2951063618013064e-10,3.835878579641944e-11,8.2525800226758864e-11,1.7298892595612907e-15,1.3439394768419539e-07,3.7730705860294149e-15,4.691323234943364e-06,6.4992462473432918e-23,4.8834697042938438e-15,2.7205548364009936e-14,5.6318650949267235e-12,1.0967365832494194e-15,2.4616881936031073e-14,3.1534789739197448e-27
9.879806752417022e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44423668739639127,0.10978018179163651,0.02278136455574075,0.0,1.302021559366827e-05,0.00038323643269383976,2.19571927905092e-06,2.0498591092701127e-06,4.972466864959325e-08,0.00090214433440931471,1.3854579985766783e-13,0.00032904490221971172,8.9749504596458302e-11,4.9760079744468376e-07,4.2393658258205791e-13,2.3855389900105075e-15,5.644616495420479e-05,6.2066314528454489e-09,0.0078894852704060082,3.4595001743730245e-06,7.9031348520718073e-05,8.794699726297398e-08,5.1126976505361342e-09,2.5310154783233718e-09,7.7364906679638283e-06,8.3299805734688391e-05,7.4651504505439948e-06,9.7973190524235647e-09,1.4818619453163841e-08,5.8705145187816259e-10,5.5153705315322956e-13,5.5309821914319267e-12,5.5217563862610518e-09,6.8233251147879082e-12,3.3542916173875756e-10,3.88872411873581e-11,8.3851153400278876e-11,1.7569783110390646e-15,1.3593355307348365e-07,3.8162536067114832e-15,4.7115820103078072e-06,6.7064306730794767e-23,4.9567830028390436e-15,2.7662719105336832e-14,5.7495463964585928e-12,1.1196541246090999e-15,2.5139118404176597e-14,3.2698275090914146e-27
9.917940035496123e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44423561685198387,0.10977586867473782,0.022781122514466449,0.0,1.3148430365360136e-05,0.00038576481029173202,2.2202645890185419e-06,2.0720983945640485e-06,5.051463782510871e-08,0.00090551077190226552,1.4115628674299845e-13,0.00032936165224954893,9.0785421457051659e-11,5.0426089645878069e-07,4.3168727174379806e-13,2.4260408066187273e-15,5.6750102949089571e-05,6.3034407523263422e-09,0.0078896669741295201,3.4591291480358832e-06,7.9183839160686472e-05,8.8268977641858145e-08,5.1317229463036262e-09,2.5592203749030225e-09,7.8085607624703166e-06,8.391368141925126e-05,7.5154629833695431e-06,9.9502353438759116e-09,1.4857388452123264e-08,5.928275747657663e-10,5.5654556213719502e-13,5.6050011181304261e-12,5.5822887417305441e-09,6.8995884016967413e-12,3.4142820560474595e-10,3.9420555986811331e-11,8.5191932192814078e-11,1.7843788942863099e-15,1.3748342448529926e-07,3.8597238264602908e-15,4.7318028074664143e-06,6.9193115874546712e-23,5.0308974951774639e-15,2.8125641273995716e-14,5.8691975935545177e-12,1.1429552976354942e-15,2.5670235120476748e-14,3.3899718712552394e-27
9.956073318575223e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44423455477234497,0.10977156532109307,0.022780879950836833,0.0,1.3277331803587988e-05,0.00038829810664467251,2.2449878214007646e-06,2.094482136633125e-06,5.1313693379089354e-08,0.00090887513478618153,1.4380461411435501e-13,0.00032967553317555783,9.1828816936741792e-11,5.1097993079159464e-07,4.3955186857778124e-13,2.4671216954914783e-15,5.7054191079526502e-05,6.4013587876585363e-09,0.0078898379947818006,3.4587582085873774e-06,7.9336004264548486e-05,8.8590763562405051e-08,5.1507359613469182e-09,2.5876271819439703e-09,7.8810110197819459e-06,8.4529619519177918e-05,7.5658761761838238e-06,1.0104904166481046e-08,1.4896136840364088e-08,5.9863461244277549e-10,5.6158168234175388e-13,5.6796749398344735e-12,5.6432191079566073e-09,6.9764044136337009e-12,3.4750849517805516e-10,3.9958751073645202e-11,8.6548242446103022e-11,1.8120932409581481e-15,1.390435692833783e-07,3.9034814398935162e-15,4.7519854746734878e-06,7.1380200790495572e-23,5.1058185375524376e-15,2.8594362120101174e-14,5.9908433419560093e-12,1.1666449040883204e-15,2.6210345084488127e-14,3.5140195370363144e-27
9.994206601654324e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44423350091657249,0.10976727149719331,0.022780636865264207,0.0,1.3406920299827346e-05,0.00039083630218388792,2.269889543971005e-06,2.1170105486452315e-06,5.2121896768872851e-08,0.00091223741628462145,1.4649115648651176e-13,0.00032998657059925507,9.2879708463267187e-11,5.1775813665918488e-07,4.4753160427826706e-13,2.5087887714147914e-15,5.735842741808186e-05,6.5003934659544239e-09,0.007889998573524161,3.4583873494775135e-06,7.9487846205278896e-05,8.8912354724339903e-08,5.1697366564057187e-09,2.6162365210219877e-09,7.9538418355625716e-06,8.5147617420060272e-05,7.6163896198671713e-06,1.0261338028663344e-08,1.4934864964688293e-08,6.0447258233824572e-10,5.6664546790907955e-13,5.7550062790228629e-12,5.7045480901414782e-09,7.0537749118824686e-12,3.5367076067955597e-10,4.0501847284483946e-11,8.7920190108958297e-11,1.8401235877471866e-15,1.4061399456649576e-07,3.9475266341315181e-15,4.7721298639262738e-06,7.3626896938691871e-23,5.1815514962865324e-15,2.9068929059032096e-14,6.1145084982799913e-12,1.1907277848490806e-15,2.6759562233102264e-14,3.6420806199595018e-27
9.999999999999998e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44423334151432009,0.10976661997756895,0.022780599888846752,0.0,1.3426668173854306e-05,0.00039122234496813467,2.2736883917559823e-06,2.12044584955508e-06,5.2245487378624821e-08,0.00091274804829185815,1.4690267691143508e-13,0.00033003357773483174,9.3040022154572251e-11,5.1879310795531393e-07,4.4875407814526306e-13,2.5151707846925727e-15,5.7404661367049133e-05,6.5155375145618191e-09,0.007890022070612044,3.4583310133375216e-06,7.951088665911698e-05,8.8961195395503907e-08,5.1726222561824676e-09,2.6206007556775842e-09,7.9649399806653414e-06,8.5241686814653618e-05,7.624072620617718e-06,1.0285259473278383e-08,1.4940746982699504e-08,6.0536222355890853e-10,5.6741720763615228e-13,5.7665086904875973e-12,5.7139004124169807e-09,7.0655780530990414e-12,3.5461418187466924e-10,4.0584787335795315e-11,8.8129998209870387e-11,1.8444098893015843e-15,1.4085348140612762e-07,3.9542433750602851e-15,4.7751869413554671e-06,7.3973527417766107e-23,5.1931286071948638e-15,2.9141542168145256e-14,6.1334745994958011e-12,1.1944212945794973e-15,2.6843806143263734e-14,3.6618945266319139e-27
1.0028526556425515e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44423255928312372,0.10976341501498443,0.022780417642320826,0.0,1.3524137701279456e-05,0.00039312485091284476,2.2924541718627869e-06,2.1374099863757786e-06,5.2857152061128902e-08,0.00091526168451431633,1.4894202937778849e-13,0.0003302640940650963,9.3831934261770888e-11,5.239093083940111e-07,4.5481283390553863e-13,2.5467962715018963e-15,5.7632365264235057e-05,6.5904859556221216e-09,0.0078901343614602645,3.4580536396333096e-06,7.9624229585218941e-05,8.9201620013679018e-08,5.1868267162950153e-09,2.6421586081295648e-09,8.0197152718002383e-06,8.5705574496100669e-05,7.6619370979130918e-06,1.0403647974240479e-08,1.496970323433351e-08,6.0975321654288927e-10,5.7122657343429343e-13,5.8233688242832651e-12,5.7600854851779945e-09,7.1238838992925578e-12,3.592874948404757e-10,4.0994841522585202e-11,8.9168400641599108e-11,1.8656229325822561e-15,1.4203617279097141e-07,3.9874133392082519e-15,4.7902269672612779e-06,7.5701014679804818e-23,5.2504097910090376e-15,2.9501077035063551e-14,6.2275544391537907e-12,1.212742659687258e-15,2.7261739236456744e-14,3.7608602128177217e-27
1.0059414515719587e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44423171720657412,0.10975995048832429,0.022780219980716949,0.0,1.363010968403614e-05,0.00039518791261514987,2.3128866838271535e-06,2.155869942851169e-06,5.3525296856776671e-08,0.00091798207583313602,1.5117476898569649e-13,0.00033051192866043519,9.4694151210465027e-11,5.2948664710892867e-07,4.61447288614259e-13,2.5814183404540758e-15,5.7879009508854491e-05,6.6723528001523974e-09,0.007890249641340422,3.4577533481087928e-06,7.9746753840195594e-05,8.9461823538864379e-08,5.2021991880190654e-09,2.6656295585849567e-09,8.0792654269418426e-06,8.6209158985270249e-05,7.7029987324731575e-06,1.0532965554170462e-08,1.5001044084683526e-08,6.1452723165706508e-10,5.7536879791458803e-13,5.885353863726479e-12,5.8103459727774172e-09,7.187368272699072e-12,3.6440027887001153e-10,4.1441957516995308e-11,9.0302757211070239e-11,1.8887940946117784e-15,1.4332326165200161e-07,4.0235107665346118e-15,4.8064876659903544e-06,7.7610778770840886e-23,5.3129515172462296e-15,2.9894120634744175e-14,6.3307268897315813e-12,1.2328347508504622e-15,2.7720155011398025e-14,3.8706887701326528e-27
1.009030247501366e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44423088011523171,0.10975649181647126,0.022780021977368892,0.0,1.3736533128190341e-05,0.00039725415433704069,2.333437309476443e-06,2.174425187906655e-06,5.4199553010409633e-08,0.00092070108977539773,1.5343325301502309e-13,0.00033075794242264816,9.5561316898236772e-11,5.3510322647101535e-07,4.6815950019655184e-13,2.6164379083433968e-15,5.8125747632698368e-05,6.7549663909206737e-09,0.0078903584813263539,3.4574530979660719e-06,7.9869070192254573e-05,8.9721898799665252e-08,5.2175635083417209e-09,2.6892344967102047e-09,8.139065959990082e-06,8.6714090246085937e-05,7.7441254238160837e-06,1.0663463508357518e-08,1.5032372243385244e-08,6.1932157177329744e-10,5.7952926945438169e-13,5.9477749431099791e-12,5.860869044917119e-09,7.2512195659816372e-12,3.6956815484897708e-10,4.1892326047816709e-11,9.1447562202933971e-11,1.9121765774568707e-15,1.446171073008657e-07,4.0597971840481809e-15,4.8227229994595201e-06,7.9562108612166432e-23,5.37603551619716e-15,3.029108470159307e-14,6.4352691319392927e-12,1.2531936055042879e-15,2.8184751684113417e-14,3.9833549800380006e-27
1.0121190434307732e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44423004789136028,0.10975303888542504,0.02277982363247805,0.0,1.3843408233988111e-05,0.00039932356594496216,2.3541063486448125e-06,2.193075829925204e-06,5.4879953292090114e-08,0.00092341872289670665,1.557176838043131e-13,0.00033100214853161539,9.6433440350326633e-11,5.4075917096115792e-07,4.7495013769628787e-13,2.6518589043730747e-15,5.8372578650366287e-05,6.8383309637056435e-09,0.0078904609993559281,3.4571528859076655e-06,7.9991179847598145e-05,8.9981845656443491e-08,5.2329196572852622e-09,2.7129737535143611e-09,8.1991170753812828e-06,8.7220366880254118e-05,7.785316960113435e-06,1.0795148537554807e-08,1.506368788752876e-08,6.2413624579816612e-10,5.8370801655796846e-13,6.0106334443297296e-12,5.9116550095142871e-09,7.3154387091723318e-12,3.7479151621124283e-10,4.234595810675246e-11,9.2602872116873278e-11,1.935771579250222e-15,1.4591771300861717e-07,4.0962726770334406e-15,4.8389328960198217e-06,8.1555761856205155e-23,5.4396646588613776e-15,3.0691994749579905e-14,6.5411947645298288e-12,1.2738218720383609e-15,2.8655591620495881e-14,4.0989225617755036e-27
