Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),CH3X(21),CH3OO(77),CH2X(27),CHX(28),CX(26),H2X(49),C2H4(47),HOX(22),H2OX(23),OCX(25),CH4OX(60),C2H6X(52),COX(50),C2H4X(206),CH2OH(40),CH2OX(54),C2H4X(65),CH2(T)(34),CH2O2(180),O(29),C3H6O(211),acetyl(43),C2H3(46),C2H2(334),C2H2(358),C2H2X(360),C4H6(374)
2.0400589316998442e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45137793153179678,0.1177268588531461,0.022819726875704802,0.0,5.4800397046162847e-11,1.5044114110653199e-07,6.6952682666401784e-11,2.0378040605164252e-11,3.90359939241059e-14,1.8102759565701064e-05,3.8156144738680796e-22,1.7489669657642477e-05,5.280884614921765e-16,4.4646522492840932e-14,1.2615009203316098e-19,1.6743366044169987e-21,1.3706833228408792e-08,7.8641958241447214e-16,0.00092490659663927994,3.6620326238403805e-06,6.7801047769012836e-07,3.0731065473882683e-09,1.0247053353102301e-10,1.4082986350419658e-12,7.4847217572667692e-11,9.4456868706409551e-08,9.0575590891292292e-10,1.1048032787616419e-15,1.1644976794883037e-10,3.6074674094836463e-15,3.6226438245064782e-16,5.0030755007974559e-19,2.1155285827660784e-14,2.1021306212044663e-16,1.2779845080750272e-18,1.8964938596250251e-18,3.3610096741950658e-17,2.2615650719758119e-22,4.0729014337772488e-12,1.1553114911138527e-19,5.4520100640425685e-09,5.9368746152042357e-36,3.0293589437227442e-21,1.2040833264068595e-21,5.1191738406776583e-21,9.910564177230946e-25,4.3289464869422456e-24,3.2829716101856513e-43
2.0595376300566198e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45136962898787547,0.1177183931602218,0.022819726718644347,0.0,5.6455189932914069e-11,1.5328480663073988e-07,6.8461912346157619e-11,2.0967062797316672e-11,4.0180350777435952e-14,1.8275988882472721e-05,4.0099140487414678e-22,1.7651844489487756e-05,5.443667492371223e-16,4.6436054773734869e-14,1.3072372619934363e-19,1.7280444818973719e-21,1.3995347055419983e-08,8.181927768831498e-16,0.0009331977662561966,3.6619482387991823e-06,6.8815346907057861e-07,3.0898477116856476e-09,1.0345396899885649e-10,1.4159790146570881e-12,7.6972794812543526e-11,9.5728228450808036e-08,9.2956863470552706e-10,1.1507261018779419e-15,1.1810020752312916e-10,3.699097851632218e-15,3.6720406447947367e-16,5.2038859060367736e-19,2.1905799533389463e-14,2.149587765926488e-16,1.3442508243960062e-18,1.9793748035351417e-18,3.4772024313799519e-17,2.3528987089975401e-22,4.1539844128088176e-12,1.1782090790648148e-19,5.5552178245682344e-09,6.3649268144613311e-36,3.1273220438152074e-21,1.2554878035914034e-21,5.3910761419006434e-21,1.0437577621391899e-24,4.5970991597512941e-24,3.6010548950599988e-43
2.0790163284133953e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45136133615834167,0.11770993724172478,0.022819726559332218,0.0,5.8144617421300064e-11,1.5615438620882042e-07,6.9991339183096157e-11,2.1567322329740024e-11,4.1347280943535854e-14,1.8449225133259734e-05,4.2120713115373834e-22,1.7813930960229015e-05,5.6097894286199376e-16,4.8280343638266997e-14,1.3541613379568741e-19,1.7829510981421738e-21,1.4287411190160698e-08,8.5092344755606346e-16,0.0009414791475838071,3.6618637994616619e-06,6.9836314732269117e-07,3.1065894061604569e-09,1.0443744381615265e-10,1.4236599618955854e-12,7.914128562172532e-11,9.7006429081886404e-08,9.5375515514658514e-10,1.1980736403158513e-15,1.1976155221532649e-10,3.7924271757894112e-15,3.7217157083117058e-16,5.410847229068633e-19,2.2674996941807264e-14,2.1976801305877023e-16,1.4132453806238263e-18,2.0650398852382557e-18,3.5961948987244442e-17,2.4469826846294957e-22,4.2359273404043343e-12,1.2013485075676974e-19,5.659367013043002e-09,6.8192755406152925e-36,3.227526115425918e-21,1.3085466399739794e-21,5.6745250363151163e-21,1.0986997325683234e-24,4.8789111069887621e-24,3.946347801755698e-43
2.098495026770171e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45135305303169831,0.1177014910860982,0.022819726397759064,0.0,5.9869104754786058e-11,1.5904986329082433e-07,7.1541070785960034e-11,2.2178925207175573e-11,4.2537021854663978e-14,1.8622468313578406e-05,4.4223230993363997e-22,1.7975929145796821e-05,5.7792850386283884e-16,5.0180566717778706e-14,1.4022920874736527e-19,1.8390722391367792e-21,1.4583041875413723e-08,8.8463077799582097e-16,0.00094975075218320609,3.6617793085017778e-06,7.086394444207234e-07,3.1233316306255332e-09,1.054209579571094e-10,1.4313414852403856e-12,8.1353222092336473e-11,9.8291469961532741e-08,9.7831713036373926e-10,1.246875302131551e-15,1.2143379093349823e-10,3.8874748957811608e-15,3.7716691003733204e-16,5.6240918102390305e-19,2.3463141954235308e-14,2.2464110813548814e-16,1.4850517718990377e-18,2.153555353272511e-18,3.718025137086449e-17,2.5438720255490604e-22,4.3187321235665171e-12,1.2247303128896657e-19,5.7644569123952324e-09,7.3012617441129007e-36,3.3300025119544485e-21,1.3632960581364889e-21,5.9698901503958593e-21,1.1559541382415383e-24,5.1749292416435462e-24,4.3208750596800524e-43
2.1179737251269464e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45134477959646219,0.11769305468179896,0.022819726233915715,0.0,6.1629079154954493e-11,1.6197122144895041e-07,7.3111214746017854e-11,2.2801977429735475e-11,4.3749811473262717e-14,1.8795718418952057e-05,4.6409109909694755e-22,1.8137839122039891e-05,5.9521889535923319e-16,5.2137916861997679e-14,1.4516485686172264e-19,1.8964237711068442e-21,1.4882255333579007e-08,9.1933414571382735e-16,0.000958012591601775,3.6616947682214594e-06,7.1898229224261178e-07,3.1400743848922675e-09,1.0640451139596403e-10,1.4390235933368698e-12,8.3609139066010276e-11,9.9583350449276372e-08,1.0032561985439898e-09,1.2971608018469681e-15,1.2311691256034498e-10,3.9842606160008567e-15,3.8219009059191837e-16,5.8437536980537254e-19,2.4270499131142997e-14,2.2957839836723154e-16,1.5597552853802647e-18,2.2449884122384021e-18,3.8427313193353121e-17,2.6436223125515382e-22,4.4024006757459306e-12,1.2483550331109545e-19,5.8704868061847205e-09,7.8122810758944689e-36,3.4347827746255574e-21,1.4197727123179574e-21,6.2775491597301169e-21,1.215594353904992e-24,5.4857164459642583e-24,4.7267899250927755e-43
2.137452423483722e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45133651584116452,0.11768462801729757,0.022819726067793172,0.0,6.3424969819604328e-11,1.6491844437763092e-07,7.4701878636923795e-11,2.3436584992907115e-11,4.498588829381796e-14,1.8968975444911038e-05,4.8680813548909931e-22,1.829966096472513e-05,6.1285358209255476e-16,5.4153602216124213e-14,1.5022499579934111e-19,1.9550216404777553e-21,1.5185067766638315e-08,9.5505312225461085e-16,0.00096626467737319973,3.6616101806029908e-06,7.293916225692224e-07,3.1568176687708373e-09,1.0738810410699285e-10,1.4467062949948702e-12,8.5909574127209745e-11,1.0088206990229342e-07,1.0285739761997632e-09,1.3489601605837085e-15,1.248109059541667e-10,4.0828040313202006e-15,3.8724112095391137e-16,6.0699686577573254e-19,2.5097333678136675e-14,2.3458022022578966e-16,1.6374429170505232e-18,2.3394072283369169e-18,3.9703517296619029e-17,2.7462896807527646e-22,4.4869349168476215e-12,1.2722232081267355e-19,5.977455978601961e-09,8.3537855861971649e-36,3.5418986324612495e-21,1.4780136895551202e-21,6.5978878843875847e-21,1.2776953383887336e-24,5.8118518640397548e-24,5.1663810296217988e-43
2.1569311218404975e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45132826175435031,0.11767621108107831,0.022819725899382585,0.0,6.5257207920844211e-11,1.678915158936175e-07,7.6313170014590213e-11,2.4082853887557231e-11,4.6245491344720505e-14,1.9142239386992692e-05,5.1040853970735443e-22,1.8461394749537737e-05,6.3083603042425554e-16,5.6228846297791511e-14,1.554115550456166e-19,2.0148818738340665e-21,1.5491495356121303e-08,9.9180747328005337e-16,0.00097450702101748495,3.6615255473539289e-06,7.398673670836066e-07,3.1735614820704065e-09,1.0837173606451103e-10,1.4543895991906032e-12,8.8255067596534769e-11,1.0218762767541252e-07,1.0542720584321097e-09,1.4023037061968419e-15,1.2651575994969721e-10,4.18312492699834e-15,3.923200095516606e-16,6.3028741798976883e-19,2.5943911432234602e-14,2.3964691010996087e-16,1.7182033885166098e-18,2.4368809349012107e-18,4.1009247629216069e-17,2.8519308197915935e-22,4.5723367732377354e-12,1.2963353796489907e-19,6.0853637144674109e-09,8.9272854475748303e-36,3.6513820022526627e-21,1.5380565108219836e-21,6.9313003845407622e-21,1.3423336532242503e-24,6.153931196476769e-24,5.6420794412557424e-43
2.176409820197273e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45132001732457877,0.11766780386163908,0.022819725728675237,0.0,6.7126226603180036e-11,1.7089041993606837e-07,7.7945196417070816e-11,2.4740890099935693e-11,4.7528860190129271e-14,1.9315510240741321e-05,5.3491792089244493e-22,1.8623040552081236e-05,6.4916970833413088e-16,5.8364888073899916e-14,1.6072647588283471e-19,2.076020577878933e-21,1.5801554263072824e-08,1.0296171586535289e-15,0.00098273963404097255,3.661440869945648e-06,7.5040945737026017e-07,3.1903058245992916e-09,1.093554072428725e-10,1.4620735150686037e-12,9.0646162524015867e-11,1.0350002312112056e-07,1.0803520191910529e-09,1.4572220734085345e-15,1.2823146335882356e-10,4.2852431785897585e-15,3.9742676478428236e-16,6.5426094888756391e-19,2.6810498848422419e-14,2.4477880434523887e-16,1.8021271638015691e-18,2.5374796379218428e-18,4.2344889240091808e-17,2.9606029740321887e-22,4.6586081777501068e-12,1.3206920912083492e-19,6.1942092992307481e-09,9.5343507069090184e-36,3.7632649885325433e-21,1.5999391321683692e-21,7.2781890563354798e-21,1.4095874813107302e-24,6.5125669971627036e-24,6.1564659742305982e-43
2.1958885185540486e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45131178254042287,0.1176594063474914,0.022819725555662498,0.0,6.903246098159691e-11,1.7391514056663641e-07,7.9598065364453751e-11,2.5410799611679094e-11,4.8836234931836618e-14,1.9488788001708204e-05,5.603623815223905e-22,1.8784598447877589e-05,6.6785808541858401e-16,6.0562982037325265e-14,1.6617171136272608e-19,2.1384539393935245e-21,1.6115260628021351e-08,1.0685023325239391e-15,0.00099096252793635584,3.661356149646491e-06,7.6101782491438442e-07,3.2070506961651132e-09,1.1033911761646962e-10,1.4697580519437154e-12,9.3083404682371121e-11,1.0481925558956878e-07,1.1068154115331279e-09,1.5137462039415316e-15,1.2995800497120568e-10,4.3891787518510364e-15,4.0256139502276916e-16,6.7893155514800154e-19,2.7697362986482871e-14,2.4997623918352828e-16,1.8893064661302423e-18,2.641274421565574e-18,4.3710828272643692e-17,3.07236394276617e-22,4.7457510696928418e-12,1.3452938881559263e-19,6.3039920189701347e-09,1.0176613096136047e-35,3.877579883547968e-21,1.6636999458574432e-21,7.6389647280110568e-21,1.4795366456299613e-24,6.8883889720992041e-24,6.7122789431597528e-43
2.215367216910824e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45130355739046984,0.11765101852716045,0.022819725380335863,0.0,7.0976348139635075e-11,1.7696566196955808e-07,8.1271884358762652e-11,2.609268839981408e-11,5.0167856211135488e-14,1.9662072665451563e-05,5.8676852220847528e-22,1.8946068512367208e-05,6.8690463288889032e-16,6.2824398283501041e-14,1.7174922627948411e-19,2.2021982251964714e-21,1.6432630570948233e-08,1.1084833434096623e-15,0.00099917571418269924,3.6612713875503106e-06,7.7169240110115312e-07,3.2237960965749197e-09,1.1132286715973338e-10,1.4774432193030111e-12,9.5567342560249703e-11,1.0614532442857845e-07,1.133663767876147e-09,1.5719073466524891e-15,1.3169537355480211e-10,4.4949517026463584e-15,4.0772390861401954e-16,7.0431350854079974e-19,2.8604771498094145e-14,2.5523955080288859e-16,1.9798352947079081e-18,2.7483373536877635e-18,4.510745195907304e-17,3.1872720804146772e-22,4.8337673948548845e-12,1.3701413176652012e-19,6.41471116039148e-09,1.085576786804349e-35,3.9943591672326117e-21,1.7293777815022286e-21,8.0140467562698523e-21,1.5522626280097979e-24,7.2820442802939657e-24,7.3124221547576092e-43
2.2348459152675996e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45129534186332049,0.11764264038918495,0.022819725202686898,0.0,7.2958327127461084e-11,1.8004196845174293e-07,8.2966760883865273e-11,2.6786662436760392e-11,5.1523965210688438e-14,1.9835364227536551e-05,6.1416344649337743e-22,1.9107450820909058e-05,7.0631282356945677e-16,6.5150422586874262e-14,1.7746099714323161e-19,2.2672697821032971e-21,1.6753680191257753e-08,1.1495807342823982e-15,0.0010073792042454496,3.6611865846010303e-06,7.8243311721498096e-07,3.2405420256352965e-09,1.12306655847133e-10,1.4851290268077037e-12,9.8098527355467942e-11,1.0747822898364712e-07,1.1608986002512141e-09,1.631737057665155e-15,1.3344355785631594e-10,4.6025821768520351e-15,4.1291431388150637e-16,7.3042125677707111e-19,2.9532992614191329e-14,2.6056907530730114e-16,2.0738094414919983e-18,2.8587414913383429e-18,4.6535148615027087e-17,3.3053862967301984e-22,4.9226591055125499e-12,1.3952349287338296e-19,6.5263660108277049e-09,1.1573575655305438e-35,4.1136355071794671e-21,1.7970119072011087e-21,8.4038631228959156e-21,1.6278485879361596e-24,7.6941978366996477e-24,7.9599731322568713e-43
2.254324613624375e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45128713594758962,0.11763427192211731,0.022819725022707221,0.0,7.4978838959932745e-11,1.8314404444286447e-07,8.468280240538832e-11,2.7492827690333723e-11,5.2904803656398746e-14,2.0008662683535212e-05,6.42574765651453e-22,1.9268745448780716e-05,7.260861318960781e-16,6.7542356477235188e-14,1.8330901215391967e-19,2.3336850368858813e-21,1.7078425567747853e-08,1.1918152426509221e-15,0.0010155730095764582,3.6611017416137332e-06,7.9323990443879726e-07,3.257288483152458e-09,1.1329048365317572e-10,1.4928154842951417e-12,1.0067751296820289e-10,1.0881796859795463e-07,1.1885214005520179e-09,1.6932672005033987e-15,1.3520254660157187e-10,4.7120904102602479e-15,4.1813261912494369e-16,7.5726942435841674e-19,3.0482295132585768e-14,2.6596514872645699e-16,2.1713265079569175e-18,2.9725608862613973e-18,4.7994307634520351e-17,3.426766056998249e-22,5.0124281604360523e-12,1.420575272185457e-19,6.6389558582380091e-09,1.2331864397189718e-35,4.235441758613931e-21,1.866642030672316e-21,8.8088505316227706e-21,1.7063793814135353e-24,8.1255326171894505e-24,8.6581918618549256e-43
2.2738033119811507e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4512789396319058,0.1176259131145234,0.022819724840388571,0.0,7.7038326614659149e-11,1.8627187449545113e-07,8.6420116370638061e-11,2.8211290123748327e-11,5.4310613819283359e-14,2.0181968029026494e-05,6.7203060349116614e-22,1.9429952471178435e-05,7.46228033914191e-16,7.0001517315920014e-14,1.8929527117564578e-19,2.4014604962319471e-21,1.740688275858136e-08,1.235207800644739e-15,0.0010237571416139917,3.6610168592927854e-06,8.0411269385332295e-07,3.2740354689323268e-09,1.1427435055240689e-10,1.5005026017807345e-12,1.0330485599417062e-10,1.1016454261236926e-07,1.2165336407814394e-09,1.7565299462240898e-15,1.3697232849583464e-10,4.8234967284819289e-15,4.2337883262440519e-16,7.8487281342454155e-19,3.1452948405837325e-14,2.7142810701556323e-16,2.27248592185193e-18,3.089870590388339e-18,4.948531948512639e-17,3.5514713822389956e-22,5.1030765248960153e-12,1.4461629006716024e-19,6.7524799912071295e-09,1.3132531293928083e-35,4.3598109643662517e-21,1.9383083003874121e-21,9.2294545052499956e-21,1.7879415798739725e-24,8.576749965558383e-24,9.4105298146449062e-43
2.2932820103379263e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45127075290491153,0.1176175639549828,0.022819724655722691,0.0,7.9137235030055062e-11,1.8942544328497855e-07,8.8178810208526026e-11,2.8942155695619345e-11,5.5741638517347824e-14,2.0355280259596218e-05,7.0255960115966294e-22,1.9591071963217225e-05,7.6674200727712643e-16,7.2529238371887136e-14,1.9542178571137651e-19,2.470612746704562e-21,1.7739067801257764e-08,1.2797795350976457e-15,0.0010319316117827521,3.6609319382474031e-06,8.1505141643635155e-07,3.2907829827806029e-09,1.1525825651940989e-10,1.5081903894598367e-12,1.0598111571780474e-10,1.115179503654538e-07,1.2449367732954982e-09,1.8215577735498224e-15,1.3875289222407395e-10,4.9368215468488235e-15,4.2865296264072069e-16,8.1324640459939605e-19,3.2445222329374008e-14,2.7695828605516628e-16,2.3773889539521418e-18,3.2107466613246865e-18,5.1008575703431182e-17,3.6795628494086357e-22,5.1946061706699559e-12,1.4719983686734441e-19,6.8669376989446155e-09,1.3977544775196296e-35,4.4867763548442576e-21,2.0120513067037589e-21,9.6661294830084703e-21,1.8726234891344851e-24,9.0485699025388358e-24,1.0220639165360984e-42
2.312760708694702e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45126257575526274,0.11760922443208847,0.022819724468701386,0.0,8.1276011103390229e-11,1.9260473560996236e-07,8.9958991329498787e-11,2.9685530359965022e-11,5.7198121117463184e-14,2.0528599370837061e-05,7.3419092194948374e-22,1.975210399993087e-05,7.8763153124435655e-16,7.5126868897666319e-14,2.0169057887806107e-19,2.5411584547016819e-21,1.807499671258531e-08,1.32555176763119e-15,0.001040096431493892,3.6608469790050449e-06,8.2605600306203466e-07,3.3075310245028214e-09,1.1624220152880563e-10,1.5158788577097659e-12,1.0870685410538724e-10,1.1287819119347189e-07,1.2737322310446645e-09,1.8883834690014901e-15,1.4054422645118107e-10,5.0520853703150155e-15,4.3395501741358681e-16,8.4240535783583935e-19,3.3459387329854192e-14,2.8255602165098724e-16,2.486138734802569e-18,3.335266167830446e-18,5.2564468890739707e-17,3.8111015916005786e-22,5.2870190760487569e-12,1.4980822325036104e-19,6.9823282712840914e-09,1.4868946546476074e-35,4.6163713480066193e-21,2.0879120829959865e-21,1.0119338918173999e-20,1.960515168402848e-24,9.5417314368192591e-24,1.1092382620769104e-42
2.3322394070514773e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45125440817162948,0.11760089453444701,0.022819724279316524,0.0,8.3455103688832935e-11,1.9580973639205132e-07,9.1760767125471691e-11,3.0441520066208608e-11,5.8680305537244756e-14,2.0701925358348551e-05,7.6695425610740856e-22,1.9913048656272059e-05,8.0890008667974221e-16,7.7795774205180977e-14,2.0810368538212228e-19,2.6131143664157164e-21,1.8414685488653389e-08,1.3725460147380403e-15,0.0010482516121450292,3.6607619820229348e-06,8.3712638450016966e-07,3.3242795939044042e-09,1.1722618555525285e-10,1.5235680170917406e-12,1.1148263579815883e-10,1.1424526443039428e-07,1.3029214278125739e-09,1.9570401270307093e-15,1.4234631982214598e-10,5.1693087933578044e-15,4.3928500516604467e-16,8.7236501325882899e-19,3.4495714353766238e-14,2.8822164953377189e-16,2.5988402714552921e-18,3.4635071952940986e-18,5.4153392709027748e-17,3.9461492982466383e-22,5.3803172258431182e-12,1.5244150503080615e-19,7.0986509986825296e-09,1.5808853668633922e-35,4.7486295493353789e-21,2.1659321067864531e-21,1.058955537592909e-20,2.0517084493317196e-24,1.0056992878054943e-23,1.2029843582019158e-42
2.351718105408253e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45124625014269515,0.11759257425067846,0.022819724087559987,0.0,8.5674963595488721e-11,1.9904043067612164e-07,9.3584244969765944e-11,3.1210230759180031e-11,6.0188436246932974e-14,2.0875258217737034e-05,8.0087982564543458e-22,2.0073906007112418e-05,8.3055115604977522e-16,8.0537335741442902e-14,2.1466315149531365e-19,2.6864973077931349e-21,1.8758150104805282e-08,1.4207839878652525e-15,0.0010563971651202653,3.6606769476979588e-06,8.4826249141549474e-07,3.3410286907907033e-09,1.1821020857344783e-10,1.5312578783527396e-12,1.1430902810544122e-10,1.1561916940790509e-07,1.3325057584521649e-09,2.0275611501520837e-15,1.4415916096219921e-10,5.2885124998778985e-15,4.4464293410511188e-16,9.0314089200712882e-19,3.5554474856260884e-14,2.939555053591496e-16,2.7156004641997062e-18,3.5955488512001848e-18,5.5775741877130941e-17,4.0847682153179574e-22,5.4745026113899875e-12,1.5509973820678634e-19,7.2159051722195075e-09,1.6799460638099638e-35,4.8835847518084629e-21,2.2461533008746973e-21,1.107726063147268e-20,2.1462969551210768e-24,1.059513215186041e-23,1.3037336441903053e-42
2.3711968037650284e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45123810165715705,0.11758426356941638,0.022819723893423717,0.0,8.7936043585433336e-11,2.0229680363037158e-07,9.542953221704842e-11,3.199176837911748e-11,6.1722758271276135e-14,2.1048597944615644e-05,8.3599838915387516e-22,2.0234676127242562e-05,8.5258822342182e-16,8.3352951164119859e-14,2.2137103503092863e-19,2.7613241844941095e-21,1.9105406515611006e-08,1.4702875934974445e-15,0.0010645331017902001,3.6605918763751804e-06,8.5946425436698414e-07,3.3577783149670335e-09,1.191942705581243e-10,1.5389484524275436e-12,1.1718660099770543e-10,1.1699990545540809e-07,1.3624865991192746e-09,2.0999802490753286e-15,1.4598273847692376e-10,5.4097172630992306e-15,4.5002881241807478e-16,9.3474869707353288e-19,3.6635940790211632e-14,2.997579247075023e-16,2.8365281232858455e-18,3.7314712705904941e-18,5.7431912167163712e-17,4.2270211455256813e-22,5.5695772305589871e-12,1.5778297896009376e-19,7.3340900835964984e-09,1.7843041555890993e-35,5.0212709358729905e-21,2.3286180344659031e-21,1.1582945768377651e-20,2.2443761196688894e-24,1.1156947116772886e-23,1.4119417586142789e-42
2.410154200478579e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45122183327112658,0.11756767096901335,0.022819723497979814,0.0,9.2583684616492527e-11,2.0888652683938706e-07,9.9185964245637569e-11,3.359374813789145e-11,6.4870959146774516e-14,2.1395297983329839e-05,9.0994024423363124e-22,2.0555954974130084e-05,8.9783429643518653e-16,8.921201580485782e-14,2.3524034319076176e-19,2.9153777648341605e-21,1.9811358435436285e-08,1.5731803039011436e-15,0.0010807761716291574,3.6604216238976528e-06,8.820644700813634e-07,3.391279144411057e-09,1.2116251132604284e-10,1.5543317837083417e-12,1.2309758168307824e-10,1.1978186806664307e-07,1.4236432230515736e-09,2.2506490589330441e-15,1.4966205695486682e-10,5.6582134985514197e-15,4.6088444984200881e-16,1.0005238124293072e-18,3.8868079189058942e-14,3.1156979591771314e-16,3.0913307315608762e-18,4.0152841104829733e-18,6.0847304448472123e-17,4.522683041098453e-22,5.7624021939434928e-12,1.6322470884540649e-19,7.5732492897814254e-09,2.0098632918971645e-35,5.3049731077459216e-21,2.5004498357676824e-21,1.2650267154933861e-20,2.4513973294847632e-24,1.2354897139086958e-23,1.6526848830745676e-42
2.4491115971921298e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45120560292338863,0.11755111664257568,0.022819723092920824,0.0,9.7401687862941471e-11,2.1557878983475767e-07,1.0303092167336189e-10,3.524830677264482e-11,6.8126879523553146e-14,2.1742025439531886e-05,9.8903680466991411e-22,2.0876885793642118e-05,9.446662102092153e-16,9.5384476465179167e-14,2.4972830231622364e-19,3.0754119454603082e-21,2.0532668468202103e-08,1.6814033017315616e-15,0.0010969809123572915,3.6602512265676724e-06,9.0492647397340921e-07,3.4247820806794135e-09,1.2313090765762273e-10,1.5697181022420195e-12,1.2922019057662175e-10,1.2259114685396699e-07,1.4864019436295568e-09,2.4093224111942358e-15,1.5338418371030036e-10,5.9149654681317052e-15,4.7185198263592734e-16,1.0698196521821397e-18,4.1194314726236064e-14,3.2365994629802854e-16,3.3641574125347795e-18,4.3156075535618187e-18,6.4402756673386165e-17,4.8336485490754965e-22,5.9588082298495353e-12,1.6876714782173418e-19,7.8161229632590342e-09,2.2595497065657149e-35,5.6000116568708734e-21,2.6817754352637847e-21,1.3795638125192234e-20,2.6735724947554302e-24,1.3657636642281038e-23,1.9293868522935506e-42
2.4880689939056804e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4511894105240114,0.11753460049965603,0.022819722678183146,0.0,1.0239374552647875e-10,2.2237347841144418e-07,1.0696526266040952e-10,3.6956291640087065e-11,7.1492499754370687e-14,2.2088780278370358e-05,1.0735539474279982e-21,2.1197469181194317e-05,9.9311189473430113e-16,1.0188210566848947e-13,2.6485178805833422e-19,3.2415648372401676e-21,2.1269463499892854e-08,1.7951388686790079e-15,0.0011131474144550043,3.6600806859094187e-06,9.2804970663673197e-07,3.4582871222161075e-09,1.2509945935207104e-10,1.5851075024660925e-12,1.3555908253252109e-10,1.254277363711742e-07,1.5507731202578397e-09,2.5762811000010393e-15,1.571490268865617e-10,6.1801425629408244e-15,4.8293147575988582e-16,1.1427684723808293e-18,4.3616839877212445e-14,3.3603105777093498e-16,3.6559491109808702e-18,4.6331202277863742e-18,6.8101472621102468e-17,5.1604401542328823e-22,6.1588115570602509e-12,1.7441075197456412e-19,8.0627054599546194e-09,2.5354921742466935e-35,5.9066651729145727e-21,2.8729499720723121e-21,1.5023332538577444e-20,2.9117322362484217e-24,1.5072298858841878e-23,2.2466848247814276e-42
2.527026390619231e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45117325598327951,0.11751812245002141,0.022819722253703455,0.0,1.0756358086568944e-10,2.2927048034682694e-07,1.1098984506346271e-10,3.8718550023536687e-11,7.4969809245526152e-14,2.2435562465101189e-05,1.1637665975080399e-21,2.1517705730912505e-05,1.0431993054452138e-15,1.0871694251929364e-13,2.8062785855927817e-19,3.4139758226006481e-21,2.2021870081551097e-08,1.9145724149859522e-15,0.0011292757681882256,3.659910003111189e-06,9.5143360690671176e-07,3.4917942674667008e-09,1.2706816620918384e-10,1.6005000820105913e-12,1.4211895431162122e-10,1.2829163113619338e-07,1.6167668347657801e-09,2.7518108632479071e-15,1.6095649431577432e-10,6.4539155934791288e-15,4.941229939465075e-16,1.2195055188909844e-18,4.6137854104671317e-14,3.4868581104470828e-16,3.9676789341150493e-18,4.9685177241068036e-18,7.1946672651619224e-17,5.503589268409076e-22,6.3624284994910754e-12,1.8015598034555808e-19,8.3129911456738282e-09,2.839968946433886e-35,6.225215242412635e-21,3.0743358357909435e-21,1.6337782715515223e-20,3.1667380008625849e-24,1.6606367042205642e-23,2.6097225814826489e-42
2.5659837873327817e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45115713921169415,0.11750168240365268,0.022819721819418725,0.0,1.1291494813181427e-10,2.3626968540385017e-07,1.1510552643420632e-10,4.0535929132923367e-11,7.8560806517581701e-14,2.2782371965087092e-05,1.259958882474469e-21,2.1837596035634725e-05,1.094956423164339e-15,1.1590129509027024e-13,2.9707375376531572e-19,3.5927855542471445e-21,2.2790014428422848e-08,2.0398924820849373e-15,0.0011453660636089244,3.6597391791118492e-06,9.7507761183903821e-07,3.5253035148786595e-09,1.2903702802934298e-10,1.6158959417612507e-12,1.4890454435486042e-10,1.3118282563129767e-07,1.6843928982939982e-09,2.9362023867721175e-15,1.6480649351821158e-10,6.7364567863431323e-15,5.0542660171043714e-16,1.3001690539216436e-18,4.8759563559045518e-14,3.6162688561058839e-16,4.3003526850690786e-18,5.3225127696643729e-18,7.5941593639709743e-17,5.8636362368912209e-22,6.5696754863905959e-12,1.8600329493819562e-19,8.5669743960795163e-09,3.1754156714416733e-35,6.5559464478808909e-21,3.2863027023666608e-21,1.7743582644658555e-20,3.4394826860952122e-24,1.8267685076383159e-23,3.0241962456483961e-42
