Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),H2OX(23),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),CO2X(24),COX(58)
5.503767999146035e-07,0.09977366400000001,0.80000000000000004,0.0,0.24830855156770523,0.095959183815002153,0.080903403569890245,3.341341517494778e-06,0.00059819131828791217,9.5690544810314539e-08,0.0002947455585030542,2.1919624173477967e-12,2.3850234491016967e-11,1.1728121322903995e-07,6.4755530400108077e-21,6.262058338050504e-11,3.165136401223391e-15,5.6466817121308265e-09,1.3034113700601442e-16,1.4094370724988408e-19,3.6249028950662385e-07,7.5204847034390366e-17,0.0037411181531453968,0.037291056108744024,1.3441144640153977e-08,7.1412893994604561e-07,2.904233188044346e-08,6.6842343715924889e-07,3.1743135362733634e-13,1.0448854382869568e-10,6.8857542947596815e-08,1.4055778102460427e-06,8.7353204033515538e-11,1.0703891749967938e-10
5.52457976685133e-07,0.09977366400000001,0.80000000000000004,0.0,0.24820315842878479,0.095958814750063737,0.0808469052868456,3.381718313338673e-06,0.00060215973139374386,9.5442276750421756e-08,0.00029668155247882872,2.2142491936315031e-12,2.4088465628436997e-11,1.1796969664576876e-07,6.6531526206554481e-21,6.2671503186308949e-11,3.2176391782661588e-15,5.6935651515358353e-09,1.3254100094053366e-16,1.4243831423137576e-19,3.6354199486847709e-07,7.6803378328737608e-17,0.0037395023044752324,0.037398057547843595,1.3478894479191407e-08,7.150310920030245e-07,2.9207333313463807e-08,6.6709758749698893e-07,3.1829259323209288e-13,1.0434013839051338e-10,6.8827499780340083e-08,1.413376073071411e-06,8.806111397641986e-11,1.0769626035670577e-10
5.545391534556625e-07,0.09977366400000001,0.80000000000000004,0.0,0.24809795720152383,0.095958438221336789,0.080790496915494503,3.4224196036906403e-06,0.00060613776809711518,9.5194684445239618e-08,0.00029862202365724859,2.2366707353997529e-12,2.432792607350934e-11,1.1865843070708616e-07,6.8347478348460257e-21,6.2724007548292091e-11,3.2707507986750371e-15,5.7406391055891641e-09,1.3476803338383887e-16,1.4394272784201875e-19,3.6459048172876831e-07,7.8428365619285428e-17,0.0037378891068222376,0.037504864409425534,1.3516569961417328e-08,7.1592970576518571e-07,2.9372585874439808e-08,6.6577923447774797e-07,3.1915194616386284e-13,1.0419270276050325e-10,6.8797509161523992e-08,1.4211849844765723e-06,8.8771718922554864e-11,1.0835471476456145e-10
5.564122125491391e-07,0.09977366400000001,0.80000000000000004,0.0,0.24800343976342881,0.095958092980798063,0.080739806060505098,3.4593292058150083e-06,0.00060972620658742728,9.4972431227723683e-08,0.0003003722634151498,2.256965521477947e-12,2.454449056838519e-11,1.1927849685013136e-07,7.0016569482156703e-21,6.2772611857412133e-11,3.3190748197092101e-15,5.7831684206898868e-09,1.367957553186313e-16,1.4530510359667514e-19,3.6553137729652732e-07,7.9913726955584208e-17,0.0037364394900721767,0.03760082464467291,1.3550414481238515e-08,7.1673545108769609e-07,2.9521526885216847e-08,6.6459906979492101e-07,3.1992375511557946e-13,1.0406083214900902e-10,6.8770562390542169e-08,1.428222058460753e-06,8.9413563918385469e-11,1.0894826910086866e-10
5.582852716426157e-07,0.09977366400000001,0.80000000000000004,0.0,0.24790907699671708,0.095957741725923515,0.080689187671004581,3.4965035052386412e-06,0.00061332239795792521,9.4750729178991147e-08,0.00030212610681972543,2.2773697905241132e-12,2.4762048994545998e-11,1.1989874967357007e-07,7.1719095267335235e-21,6.2822491465701566e-11,3.3678975874628062e-15,5.8258518033706876e-09,1.3884578860290554e-16,1.4667545774518148e-19,3.6646968303285174e-07,8.1420989869188885e-17,0.0037349920104548526,0.037696628059550361,1.3584199071126086e-08,7.1753836409731874e-07,2.9670669436219227e-08,6.6342487263955602e-07,3.2069404407474335e-13,1.0392973280217347e-10,6.8743657923305111e-08,1.4352676633949492e-06,9.0057584997813819e-11,1.0954271449205804e-10
5.601583307360923e-07,0.09977366400000001,0.80000000000000004,0.0,0.24781486853521398,0.095957384471481152,0.08063864157594608,3.5339433791780265e-06,0.00061692632230264275,9.4529579991961312e-08,0.00030388354308138056,2.2978836939763153e-12,2.4980600476642537e-11,1.2051918153507986e-07,7.3455570834084544e-21,6.287364252806725e-11,3.4172217387463592e-15,5.8686891347479199e-09,1.4091827779538031e-16,1.4805380680404018e-19,3.6740540706425613e-07,8.2950379909018764e-17,0.0037335466631667849,0.037792275025114286,1.361792387202821e-08,7.1833846055376074e-07,2.9820012646411866e-08,6.6225659428441363e-07,3.2146281691064944e-13,1.0379939809260704e-10,6.8716795637735358e-08,1.4423217548793827e-06,9.0703778898359004e-11,1.101380465629424e-10
5.620313898295688e-07,0.09977366400000001,0.80000000000000004,0.0,0.2477208140139561,0.095957021232192047,0.080588167604849686,3.5716497033776893e-06,0.00062053795977886814,9.4308985290742272e-08,0.00030564456144347574,2.3185073823004906e-12,2.5200144127399647e-11,1.2113978485476662e-07,7.5226516633429732e-21,6.2926061221805822e-11,3.4670499051194633e-15,5.9116802954350806e-09,1.4301336754699783e-16,1.4944016724274373e-19,3.6833855751679321e-07,8.4502123812956146e-17,0.0037321034434196891,0.037887765911193909,1.3651589024458356e-08,7.1913575608939229e-07,2.9969555638792925e-08,6.6109418655871076e-07,3.2223007748100766e-13,1.0366982143228663e-10,6.8689975412607275e-08,1.4493842887171343e-06,9.1352142342809853e-11,1.1073426095800094e-10
5.639044489230454e-07,0.09977366400000001,0.80000000000000004,0.0,0.24762691306918641,0.095956652022730515,0.080537765587799917,3.6096233521066259e-06,0.00062415729060689409,9.4088946631970268e-08,0.00030740915118220404,2.3392410049929771e-12,2.5420679047758267e-11,1.2176055211479125e-07,7.7032458459346202e-21,6.2979743746598318e-11,3.5173847128134538e-15,5.954825165549461e-09,1.4513120259709496e-16,1.508345554839435e-19,3.6926914251547009e-07,8.6076449505491247e-17,0.003730662346440415,0.037983101086396458,1.3685194668482184e-08,7.1993026621054886e-07,3.0119297540401533e-08,6.5993760183950775e-07,3.2299582962995713e-13,1.0354099631926903e-10,6.8663197127076777e-08,1.456455220913324e-06,9.2002672035572796e-11,1.1133135334124776e-10
5.65777508016522e-07,0.09977366400000001,0.80000000000000004,0.0,0.24753316533834882,0.095956276857724287,0.080487435355443449,3.647865198154816e-06,0.00062778429506976728,9.3869465506106948e-08,0.00030917730160647449,2.3600847105829993e-12,2.5642204327014611e-11,1.223814758589995e-07,7.887392747029414e-21,6.3034686324502882e-11,3.5682287826565714e-15,5.9981236247185298e-09,1.4727192776963266e-16,1.5223698790361628e-19,3.7019717018369945e-07,8.7673586095279562e-17,0.003729223367470886,0.038078280918112412,1.371874094367252e-08,7.2072200629391073e-07,3.0269237482292359e-08,6.5878679304971903e-07,3.2376007718598832e-13,1.0341291640968807e-10,6.8636460661832999e-08,1.4635345076689802e-06,9.2655364689790868e-11,1.1192931939570243e-10
5.676505671099986e-07,0.09977366400000001,0.80000000000000004,0.0,0.24743957046008339,0.095955895751754755,0.080437176738986579,3.686376112829696e-06,0.00063141895351303992,9.3650543338731274e-08,0.00031094900205779017,2.381038646635155e-12,2.5864719042960267e-11,1.2300254869255053e-07,8.0751460210898881e-21,6.3090885199932578e-11,3.6195847299983303e-15,6.0415755520863935e-09,1.4943568796940841e-16,1.5364748083123208e-19,3.711226486427416e-07,8.9293763872727497e-17,0.0037277865017680311,0.038173305772520615,1.3752227989170422e-08,7.2151099159273412e-07,3.0419374599456476e-08,6.5764171364459533e-07,3.2452282396780298e-13,1.0328557536262632e-10,6.8609765897740837e-08,1.4706221053824443e-06,9.331021701867889e-11,1.1252815482363848e-10
5.695236262034752e-07,0.09977366400000001,0.80000000000000004,0.0,0.24734612807422085,0.095955508719357083,0.08038698957019301,3.7251569659530336e-06,0.00063506124634452206,9.3432181491795767e-08,0.00031272424191011906,2.402102959752048e-12,2.608822226201888e-11,1.2362376328154839e-07,8.2665598633055091e-21,6.3148336639640756e-11,3.6714551646368684e-15,6.0851808263202734e-09,1.5162262817833832e-16,1.5506605054991968e-19,3.7204558601116789e-07,9.0937214307475073e-17,0.0037263517446037338,0.038268176014593494,1.3785655943760046e-08,7.22297237242208e-07,3.0569708030850688e-08,6.56502317600417e-07,3.2528407378579785e-13,1.0315896676146342e-10,6.8583112716679204e-08,1.4777179706556954e-06,9.3967225683414755e-11,1.1312785534720923e-10
5.713966852969517e-07,0.09977366400000001,0.80000000000000004,0.0,0.24725283782177798,0.09595511577502043,0.080336873681381316,3.7642086258574961e-06,0.00063871115403403502,9.3214381264870388e-08,0.00031450301056978219,2.4232777955767649e-12,2.631271303938434e-11,1.242451123526723e-07,8.4616890117265654e-21,6.3207036932681518e-11,3.723842690744996e-15,6.1289393256168111e-09,1.538328934517113e-16,1.5649271329663313e-19,3.729659904043272e-07,9.2604170045922716e-17,0.0037249190912647611,0.038362892008102105,1.3819024945696742e-08,7.2308075824948433e-07,3.0720236919472001e-08,6.5536855941758998e-07,3.2604383042817136e-13,1.0303308450501266e-10,6.8556501000842413e-08,1.4848220602858367e-06,9.4626387345395018e-11,1.137284167071496e-10
5.732697443904283e-07,0.09977366400000001,0.80000000000000004,0.0,0.2471596993449523,0.095954716933188189,0.080286828905422672,3.8035319593833304e-06,0.00064236865711316839,9.2997143896342108e-08,0.00031628529747534272,2.4445632987951902e-12,2.6538190419154884e-11,1.2486658869281053e-07,8.6605887493290603e-21,6.3266982390379122e-11,3.7767499067998379e-15,6.172850927707986e-09,1.5606662891452698e-16,1.5792748526231599e-19,3.7388386993385273e-07,9.4294864908637001e-17,0.0037234885370527058,0.038457454115621299,1.3852335132639361e-08,7.2386156949892369e-07,3.087096041216829e-08,6.5424039411002112e-07,3.2680209766581499e-13,1.0290792277608386e-10,6.8529930633556719e-08,1.4919343312561442e-06,9.5287698745439946e-11,1.1432983466188098e-10
5.751428034839049e-07,0.09977366400000001,0.80000000000000004,0.0,0.24706671228711719,0.095954312208258022,0.080236855075738439,3.8431278318753454e-06,0.00064603373617503203,9.2780470564623744e-08,0.00031807109209747072,2.4659596131386734e-12,2.6764653434469473e-11,1.2548818514869214e-07,8.8633149061159334e-21,6.332816934627763e-11,3.8301794055104628e-15,6.2169155098676864e-09,1.583239797577896e-16,1.5937038259206704e-19,3.7479923270712424e-07,9.6009533887823396e-17,0.0037220600772839311,0.038551862698534736,1.3885586642083507e-08,7.2463968576784509e-07,3.102187765952066e-08,6.531177771826104e-07,3.2755887928113372e-13,1.02783475143045e-10,6.8503401498437425e-08,1.4990547407510774e-06,9.5951156541697445e-11,1.1493210499053884e-10
5.770158625773815e-07,0.09977366400000001,0.80000000000000004,0.0,0.2469738762928167,0.095953901614582213,0.080186952026297942,3.8829971071801365e-06,0.00064970637187401748,9.256436238931148e-08,0.00031986038393882013,2.487466881386987e-12,2.6992101107639262e-11,1.261098946265229e-07,9.0699238611351612e-21,6.3390594156103671e-11,3.8841337737498065e-15,6.2611329489179634e-09,1.6060509123490207e-16,1.6082142138530312e-19,3.7571208682679449e-07,9.7748413144656134e-17,0.0037206337072895031,0.038646118117039926,1.3918779611285144e-08,7.2541512170853923e-07,3.1172987816252746e-08,6.5200066464375196e-07,3.2831417904057472e-13,1.0265973512266876e-10,6.8476913480123342e-08,1.5061832461602729e-06,9.6616757242598083e-11,1.1553522349263434e-10
5.787016157615104e-07,0.09977366400000001,0.80000000000000004,0.0,0.24689045276442395,0.095953527074322101,0.080142099662125182,3.9191139271182523e-06,0.00065301818898788849,9.2370349119117365e-08,0.00032147372806811824,2.5069184056412133e-12,2.7197645079279027e-11,1.266695239749561e-07,9.2592387544940509e-21,6.3447831855884561e-11,3.9331436019041398e-15,6.3010592345383246e-09,1.6267852700557631e-16,1.6213433051998085e-19,3.7653151732832235e-07,9.9334300390356399e-17,0.0037193517572045118,0.038730817334876953,1.3948603343996148e-08,7.261107343806295e-07,3.1309151199453473e-08,6.5099993365616515e-07,3.2899268489053217e-13,1.0254897043403487e-10,6.8453109323287471e-08,1.5126057879565266e-06,9.7217627432694399e-11,1.1607875187105408e-10
5.803873689456392e-07,0.09977366400000001,0.80000000000000004,0.0,0.24680715105303153,0.095953147802365815,0.080097304375637571,3.9554535294604403e-06,0.00065633609734020739,9.2176795221453948e-08,0.00032308988886025063,2.526460020190726e-12,2.7403985095477083e-11,1.272292340847352e-07,9.4517867058296471e-21,6.3506066657833399e-11,3.9825825424252468e-15,6.3411091436827435e-09,1.6477143256266297e-16,1.6345385891619816e-19,3.7734892827855155e-07,1.009401639991448e-16,0.0037180714926837097,0.038815393041269936,1.3978379868553657e-08,7.2680419827861408e-07,3.1445469546685588e-08,6.5000359460111306e-07,3.2966999617493479e-13,1.0243877041936371e-10,6.8429338294685931e-08,1.5190348222636438e-06,9.7820228354401495e-11,1.1662296084116013e-10
5.819045468113552e-07,0.09977366400000001,0.80000000000000004,0.0,0.24673228345412351,0.095952802420575536,0.080057037320108757,3.9883501684446477e-06,0.0006593274113136958,9.2002990055129533e-08,0.00032454683554917525,2.544124584901249e-12,2.7590371121060263e-11,1.2773303806048919e-07,9.6278790379743867e-21,6.3559328343779285e-11,4.0274460284405154e-15,6.37725968505783e-09,1.6667178184384481e-16,1.6464710356431188e-19,3.780828762897919e-07,1.0240266531188917e-16,0.0037169206929841079,0.038891405789760143,1.4005138459797788e-08,7.2742648721504309e-07,3.1568288050701024e-08,6.4911061887187159e-07,3.3027855723304545e-13,1.0234006909135399e-10,6.8407972624995083e-08,1.5248264788897585e-06,9.8364046807422505e-11,1.171133283215697e-10
5.832700068904996e-07,0.09977366400000001,0.80000000000000004,0.0,0.24666498664742159,0.095952488313440637,0.080020836344189369,4.0181122424557044e-06,0.00066202379429808594,9.1846884428861521e-08,0.00032586002843529077,2.5600852170861711e-12,2.7758668889535949e-11,1.2818651105169808e-07,9.7886561067891821e-21,6.3607951030903326e-11,4.0681227716558914e-15,6.4098806701338664e-09,1.6839571729876646e-16,1.6572562297845692e-19,3.78742038491895e-07,1.0373297763285873e-16,0.0037158861362284481,0.038959732062029601,1.4029188625861711e-08,7.2798507260384906e-07,3.1678931238345512e-08,6.4830994228614918e-07,3.3082543838845752e-13,1.0225162368874941e-10,6.8388766358019336e-08,1.5300434265916251e-06,9.8854678840620901e-11,1.1755512648642141e-10
5.84635466969644e-07,0.09977366400000001,0.80000000000000004,0.0,0.24659776930954164,0.095952171120232341,0.079984672604270918,4.0480215966615675e-06,0.00066472414895263202,9.1691081385339031e-08,0.00032717505587582797,2.5761051381556061e-12,2.7927487626369375e-11,1.2864002810985376e-07,9.9516300539655679e-21,6.3657223296196248e-11,4.1090843804973351e-15,6.4425826028928792e-09,1.7013261540797829e-16,1.6680850594595702e-19,3.7939988614157577e-07,1.0507670799470106e-16,0.003714852679387805,0.039027977759827907,1.4053207994114425e-08,7.2854226663496766e-07,3.1789675020139506e-08,6.4751209247223566e-07,3.3137154059340882e-13,1.021635414201284e-10,6.8369581679746334e-08,1.5352645796806169e-06,9.9346442027034885e-11,1.1799736582675638e-10
5.860009270487884e-07,0.09977366400000001,0.80000000000000004,0.0,0.24653063130510269,0.095951850846420522,0.079948546037119886,4.0780785626946965e-06,0.00066742846790448921,9.1535581246722707e-08,0.00032849191386767471,2.5921844015217632e-12,2.8096826931774023e-11,1.2909358660431278e-07,1.0116823841274649e-20,6.3707143772102149e-11,4.1503318449838648e-15,6.4753654347388204e-09,1.7188253254900461e-16,1.6789575861297869e-19,3.8005642236551067e-07,1.0643395023101045e-16,0.0037138203206826129,0.039096143020342811,1.4077196617003221e-08,7.2909807475495098e-07,3.1900519076280331e-08,6.4671705334390863e-07,3.3191686529132357e-13,1.0207581956957476e-10,6.8350418546670453e-08,1.5404899220300076e-06,9.9839334968345309e-11,1.1844004475312727e-10
5.873663871279328e-07,0.09977366400000001,0.80000000000000004,0.0,0.24646357249904582,0.095951527497462455,0.079912456579653499,4.1082834717591905e-06,0.000670136743797712,9.1380384320440325e-08,0.00032981059841655528,2.6083230603322772e-12,2.8266686403128061e-11,1.295471839206094e-07,1.0284260588956767e-20,6.3757711097210367e-11,4.1918661533718652e-15,6.5082291169580369e-09,1.7364552511088031e-16,1.6898738711306443e-19,3.807116502882563e-07,1.078047985008834e-16,0.0037127890583373581,0.039164227980435548,1.4101154546331324e-08,7.2965250237910542e-07,3.201146308803854e-08,6.4592480894409003e-07,3.3246141389207044e-13,1.019884565888533e-10,6.8331276915373789e-08,1.5457194375662544e-06,1.0033335643880554e-10,1.1888316167810952e-10
5.887318472070772e-07,0.09977366400000001,0.80000000000000004,0.0,0.24639659275663361,0.095951201078802978,0.079876404168939361,4.1386366546305007e-06,0.00067284896929320362,9.1225490899398286e-08,0.00033113110553701112,2.6245211674707291e-12,2.8437065635000167e-11,1.3000081746038165e-07,1.0453963576113505e-20,6.3808923916239067e-11,4.2336882921421272e-15,6.5411736007204582e-09,1.7542164949343644e-16,1.7008339756716556e-19,3.8136557303216085e-07,1.0918934728833479e-16,0.0037117588905805667,0.039232232776641812,1.4125081833969137e-08,7.3020555489356231e-07,3.2122506737679595e-08,6.4513534344087087e-07,3.3300518781833479e-13,1.0190145035744464e-10,6.8312156742917729e-08,1.5509531102646169e-06,1.0082850514536686e-10,1.1932671502082175e-10
5.900973072862216e-07,0.09977366400000001,0.80000000000000004,0.0,0.24632969194344903,0.095950871595874468,0.079840388742194957,4.1691384416549653e-06,0.00067556513706866896,9.1070901262190877e-08,0.00033245343125237254,2.6407787755572391e-12,2.8607964219175384e-11,1.3045448464129822e-07,1.0625956241098416e-20,6.3860780880017845e-11,4.2757992459869541e-15,6.5741988370807834e-09,1.772109621065872e-16,1.7118379608367512e-19,3.8201819371727903e-07,1.1058769140171258e-16,0.0037107298156447911,0.039300157545172791,1.4148978532121957e-08,7.3075723765206465e-07,3.2233649708579218e-08,6.4434864112937323e-07,3.3354818851001175e-13,1.0181479792944846e-10,6.8293057986396466e-08,1.5561909241549275e-06,1.0132477964256949e-10,1.1977070320792804e-10
5.91462767365366e-07,0.09977366400000001,0.80000000000000004,0.0,0.24626286992539423,0.095950539054096853,0.079804410236787138,4.199789162748885e-06,0.00067828523981856598,9.0916615673306304e-08,0.00033377757159473313,2.6570959369489573e-12,2.8779381744680802e-11,1.3090818289698457e-07,1.0800262181905781e-20,6.3913280645468609e-11,4.318199997797359e-15,6.6073047769796426e-09,1.7901351936961943e-16,1.7228858875846081e-19,3.8266951546128775e-07,1.1199992597311023e-16,0.0037097018317666028,0.039368002421916147,1.4172844692220559e-08,7.3130755597746636e-07,3.2344891685192391e-08,6.4356468643040442e-07,3.3409041736343055e-13,1.0172849794054808e-10,6.8273980602761708e-08,1.5614328633216081e-06,1.0182217870734979e-10,1.2021512466708102e-10
5.928282274445104e-07,0.09977366400000001,0.80000000000000004,0.0,0.24619612656868997,0.095950203458877711,0.079768468590231831,4.2305891473982786e-06,0.00068100927025405904,9.0762634383330371e-08,0.00033510352260493172,2.6734727037404819e-12,2.8951317797811127e-11,1.3136190967695002e-07,1.0976905156556101e-20,6.3966421875586571e-11,4.3608915286503807e-15,6.6404913712446597e-09,1.808293777104859e-16,1.7339778167489737e-19,3.8331954137940273e-07,1.1342614645777458e-16,0.0037086749371865735,0.039435767542437002,1.4196680365641252e-08,7.3185651516498291e-07,3.2456232352927822e-08,6.4278346388556771e-07,3.3463187578490295e-13,1.0164254856533599e-10,6.8254924549636133e-08,1.5666789118987964e-06,1.0232070108000336e-10,1.2065997783203224e-10
5.941936875236548e-07,0.09977366400000001,0.80000000000000004,0.0,0.24612946173987416,0.095949864815612268,0.079732563740193357,4.2615387246585351e-06,0.00068373722110296983,9.0608957629147212e-08,0.00033643128033252829,2.6899091277644938e-12,2.912377196215403e-11,1.3181566244651457e-07,1.1155909083477848e-20,6.4020203239420743e-11,4.4038748177965997e-15,6.6737585705916595e-09,1.8265859356510259e-16,1.7451138090389963e-19,3.8396827458429609e-07,1.1486644863350822e-16,0.0037076491301492719,0.039503453041978942,1.4220485604372091e-08,7.3240412047795188e-07,3.2567671398293059e-08,6.4200495815958031e-07,3.351725652134483e-13,1.0155694651525472e-10,6.8235889784756224e-08,1.5719290540724009e-06,1.0282034526128792e-10,1.2110526114557048e-10
5.955591476027991e-07,0.09977366400000001,0.80000000000000004,0.0,0.2460628753058014,0.095949523129683384,0.079696695624484171,4.2926382231534168e-06,0.00068646908510973013,9.0455585634136685e-08,0.00033776084083577638,2.7064052605922966e-12,2.9296743818615356e-11,1.3226943868673639e-07,1.1337298041885853e-20,6.4074623412053551e-11,4.4471508426477796e-15,6.7071063256258197e-09,1.8450122337665074e-16,1.7562939250395476e-19,3.846157181860169e-07,1.1632092860006756e-16,0.0037066244089032432,0.039571059055464985,1.4244260459514663e-08,7.3295037714898505e-07,3.2679208508892403e-08,6.4122915403953323e-07,3.3571248703332924e-13,1.0147169056762255e-10,6.8216876265415929e-08,1.5771832740821148e-06,1.033211100236388e-10,1.2155097305037403e-10
5.969246076819435e-07,0.09977366400000001,0.80000000000000004,0.0,0.24599636713364162,0.095949178406461735,0.079660864181064259,4.3238879710747971e-06,0.00068920485503533519,9.0302518608370122e-08,0.00033909220018160332,2.7229611535341488e-12,2.9470232945444131e-11,1.327232358943387e-07,1.1521096272156829e-20,6.4129681074580678e-11,4.4907205787646624e-15,6.740534586842681e-09,1.8635732359488145e-16,1.7675182252115485e-19,3.8526187529191119e-07,1.1778968277855694e-16,0.0037056007717010016,0.039638585717498523,1.4268004981885587e-08,7.3349529038451517e-07,3.2790843373241698e-08,6.4045603642921777e-07,3.3625164263076197e-13,1.0138677936593231e-10,6.8197883949752446e-08,1.582441556218701e-06,1.0382299416040232e-10,1.2199711199431761e-10
5.982900677610879e-07,0.09977366400000001,0.80000000000000004,0.0,0.24592993709087929,0.095948830651305647,0.079625069348040797,4.3552882961825665e-06,0.00069194452365729537,9.0149756748802892e-08,0.00034042535444558816,2.7395768576399735e-12,2.964423891825748e-11,1.3317705158163757e-07,1.1707328176202034e-20,6.4185374914089938e-11,4.5345849998448582e-15,6.7740433046293557e-09,1.882269506754238e-16,1.7787867698922925e-19,3.859067490065445e-07,1.1927280791081884e-16,0.0037045782167990219,0.039706033162364394,1.4291719223277865e-08,7.3403886535961021e-07,3.2902575680939806e-08,6.3968559035181145e-07,3.3679003344663425e-13,1.0130220914016328e-10,6.8178912796180401e-08,1.5877038848236069e-06,1.043259961089483e-10,1.2244367643637525e-10
5.996555278402323e-07,0.09977366400000001,0.80000000000000004,0.0,0.24586358504531244,0.095948479869561343,0.079589311063667637,4.3868395258034508e-06,0.00069468808376959017,8.9997300239464669e-08,0.00034176029971193646,2.7562524236999539e-12,2.9818761310065456e-11,1.3363088327646977e-07,1.1896018317836997e-20,6.4241703623639456e-11,4.578745077710884e-15,6.8076324292656831e-09,1.9011016107909668e-16,1.7900996192957686e-19,3.8655034243162491e-07,1.2077040105882125e-16,0.0037035567424577218,0.039773401524029764,1.4315403234541566e-08,7.3458110721863741e-07,3.3014405122712813e-08,6.3891780094966562e-07,3.3732766085575881e-13,1.0121797870294105e-10,6.8159962762316104e-08,1.5929702442900519e-06,1.048301146213742e-10,1.228906648343274e-10
6.010209879193767e-07,0.09977366400000001,0.80000000000000004,0.0,0.2457973108650518,0.095948126066562764,0.079553589266344871,4.41854198683074e-06,0.00069743552818262008,8.9845149251647049e-08,0.00034309703207345668,2.7729879022446958e-12,2.9993799691295537e-11,1.3408472852212047e-07,1.2087191423148043e-20,6.429866590223593e-11,4.623201782298334e-15,6.8413019109251337e-09,1.9200701127122414e-16,1.8014568335129836e-19,3.8719265866592875e-07,1.2228255960403974e-16,0.0037025363469414519,0.039840690936145125,1.4339057065844725e-08,7.3512202108126625e-07,3.3126331390151612e-08,6.3815265347789829e-07,3.37864526218575e-13,1.0113408744371439e-10,6.8141033806759523e-08,1.5982406190627745e-06,1.0533534857034893e-10,1.2333807564952555e-10
6.023864479985211e-07,0.09977366400000001,0.80000000000000004,0.0,0.2457311144185195,0.095947769247631862,0.07951790389461845,4.4503960057244516e-06,0.00070018684972316227,8.9693303944088863e-08,0.00034443554763153992,2.7897833435460151e-12,3.016935362981714e-11,1.3453858487725128e-07,1.2280872380855679e-20,6.4356260454812113e-11,4.6679560816441732e-15,6.8750516996760218e-09,1.939175577209542e-16,1.8128584725122824e-19,3.8783370080522502e-07,1.2380938124683632e-16,0.0037015170285184884,0.039907901532045292,1.4362680768783365e-08,7.3566161203638195e-07,3.3238354175902191e-08,6.3739013330740967e-07,3.38400630980372e-13,1.0105053096928249e-10,6.8122125888639996e-08,1.60351499363767e-06,1.0584169632384347e-10,1.2378590735715533e-10
6.037519080776655e-07,0.09977366400000001,0.80000000000000004,0.0,0.24566499557444862,0.095947409418078347,0.079482254887179554,4.4824019085100182e-06,0.00070294204123432012,8.9541764463158595e-08,0.0003457758424961367,2.806638797617681e-12,3.0345422690965929e-11,1.3499244991582881e-07,1.2477086242674878e-20,6.4414485992203996e-11,4.7130089418751964e-15,6.9088817454827224e-09,1.9584185690058143e-16,1.8243045961396708e-19,3.8847347194220396e-07,1.2535096400583403e-16,0.0037004987854610139,0.039975033444750264,1.4386274394080703e-08,7.361998851420821e-07,3.3350473173784836e-08,6.3663022592514021e-07,3.3893597651150219e-13,1.0096730790082125e-10,6.8103238965879281e-08,1.6087933525603716e-06,1.0634915658847294e-10,1.2423415843034483e-10
6.051173681568099e-07,0.09977366400000001,0.80000000000000004,0.0,0.24559895420188191,0.095947046583199941,0.079446642182864402,4.5145600207778949e-06,0.00070570109557548067,8.9390530943034773e-08,0.00034711791278573125,2.8235543142153465e-12,3.0522006437567942e-11,1.3544632122705293e-07,1.2675858223672332e-20,6.4473341231127544e-11,4.7583613271965738e-15,6.9427919982064288e-09,1.9777996528487302e-16,1.8357952641191333e-19,3.8911197516640496e-07,1.2690740621728828e-16,0.0036994816160451144,0.040042086806966359,1.4409837991148743e-08,7.3673684543323597e-07,3.3462688078436462e-08,6.3587291692707897e-07,3.3947056413880811e-13,1.0088441878119116e-10,6.8084372997478362e-08,1.6140756804270969e-06,1.0685772834892722e-10,1.2468282734313549e-10
6.064828282359543e-07,0.09977366400000001,0.80000000000000004,0.0,0.2455329901701708,0.095946680748282276,0.079411065720653609,4.546870667684091e-06,0.00070846400562226623,8.9239603505884207e-08,0.00034846175462732211,2.8405299428373524e-12,3.0699104429963617e-11,1.3590019641528547e-07,1.2877213702620638e-20,6.4532824894155434e-11,4.8040141998805631e-15,6.9767824076063463e-09,1.9973193935039833e-16,1.8473305360529507e-19,3.8974921356414534e-07,1.2847880653445401e-16,0.0036984655185507624,0.040109061751086937,1.443337161134078e-08,7.3727249791457894e-07,3.3574998585503479e-08,6.3511819202152829e-07,3.4000439531361408e-13,1.0080185848343285e-10,6.8065527943334175e-08,1.6193619618865583e-06,1.0736740990333551e-10,1.2513191258688408e-10
6.078482883150987e-07,0.09977366400000001,0.80000000000000004,0.0,0.24546710334897484,0.095946311918599078,0.079375525439671871,4.5793341739487181e-06,0.0007112307642664884,8.9088982262037e-08,0.00034980736415639942,2.8575657327257888e-12,3.0876716226031676e-11,1.3635407309997922e-07,1.3081178222349397e-20,6.4592935709692649e-11,4.8499685202553295e-15,7.0108529233410568e-09,2.0169783557486205e-16,1.858910471422021e-19,3.903851902184524e-07,1.3006526392694932e-16,0.0036974504912618052,0.040175958409193545,1.445687530544438e-08,7.3780684755984506e-07,3.3687404391872705e-08,6.3436603702969767e-07,3.4053747141046759e-13,1.0071962500412302e-10,6.8046703761658705e-08,1.6246521816359116e-06,1.0787819987430775e-10,1.2558141265055735e-10
