Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),CH2X(27),HOX(22),HX(19),CHX(28),CX(26),OCX(25),H2OX(23),COX(50),CO2X(24)
3.202648226106276e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755404028481389,0.1186570648718859,0.02282125721698083,5.9498719625680046e-25,1.0656917814462757e-17,2.3611046878151551e-16,5.641532968132973e-17,2.2894907370216732e-21,1.6100077871363101e-42,3.2804809608953354e-12,4.9278672550198342e-46,3.2559405055998684e-12,1.2482196143049923e-31,1.8243057112682022e-22,1.0460473714373715e-32,6.1160687801693624e-34,7.6892385667382568e-17,9.4557041182925809e-35,1.2900914851117371e-05,6.2095197124633625e-07,5.0436561307566348e-11,3.4922387544186517e-15,1.7520962466156954e-13,8.0824034662755032e-10,8.306968692351291e-14,1.8942435054500454e-10,3.0167037392649319e-16,1.5746509360061794e-18,3.2283112166816961e-23,8.9312072518819091e-25
3.275760055343563e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755373191019633,0.11865677069376078,0.022821250129600523,6.8002171421198973e-25,1.1270401052432613e-17,2.4445446380956146e-16,6.2118335894215094e-17,2.3646575504267872e-21,1.8615624048870318e-42,3.3555048097732774e-12,5.486155983052493e-46,3.330254338413581e-12,1.3247119630615701e-31,1.9287064006326494e-22,1.1809846024722947e-32,6.9000071933131925e-34,8.1040953438566227e-17,1.0298284777721394e-34,1.3195087409392517e-05,6.3512672685752814e-07,5.0488524372803968e-11,3.495836850658615e-15,1.8017938659370345e-13,8.3004733550659173e-10,8.3159819301415254e-14,1.9486408003087779e-10,3.2401284563653861e-16,1.622500716011676e-18,3.5833998391528413e-23,9.9526851762294414e-25
3.3488718845808496e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755342355060858,0.11865647653065198,0.022821243042235366,7.746475097589016e-25,1.1902372462912028e-17,2.5290040897509293e-16,6.8238073987437027e-17,2.4399721631800063e-21,2.1451482884135056e-42,3.4305290451161166e-12,6.0915647501626214e-46,3.4045675424848158e-12,1.4036752868130569e-31,2.0361365517539271e-22,1.3295128151212289e-32,7.7621589224503219e-34,8.5305705462060727e-17,1.1191781764488408e-34,1.3489244950721069e-05,6.4930145215256667e-07,5.0535786097466515e-11,3.499109402144127e-15,1.8516330512295655e-13,8.5187097238880575e-10,8.3242347991195606e-14,2.003091546476911e-10,3.4738380478295265e-16,1.6704940759486467e-18,3.9670041390211778e-23,1.1060368227455538e-24
3.4219837138181363e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755311520605158,0.11865618238255872,0.02282123595488536,8.7966255068284852e-25,1.2552892518504123e-17,2.6144831323318468e-16,7.4793456517683133e-17,2.5154214195778128e-21,2.4639503398378905e-42,3.5055536057620947e-12,6.7467410345375594e-46,3.4788801181052132e-12,1.4851140719693753e-31,2.1466004686916887e-22,1.4926277057799439e-32,8.7081637324805666e-34,8.9686970199034758e-17,1.2137815214951964e-34,1.378338747587032e-05,6.6347614713285379e-07,5.0578826973225136e-11,3.5020896805708889e-15,1.9016125144128486e-13,8.7370981526586368e-10,8.3318032903302389e-14,2.0575909313052019e-10,3.7180097154890962e-16,1.718629030248293e-18,4.3805714601354296e-23,1.2258940094645598e-24
3.495095543055423e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755280687652567,0.11865588824948024,0.022821228867550506,9.9590749527358878e-25,1.322202100702576e-17,2.7009822508482736e-16,8.1803715796922523e-17,2.5909934891214585e-21,2.8213837853158802e-42,3.5805784367998199e-12,7.4544071068333195e-46,3.5531920655429233e-12,1.5690323941071695e-31,2.260102651369729e-22,1.6713710375073571e-32,9.7439137728348661e-34,9.418507330476695e-17,1.3138008066979769e-34,1.4077514985607536e-05,6.7765081179977482e-07,5.0618078395179293e-11,3.5048075579332459e-15,1.9517311355038185e-13,8.9556256943079916e-10,8.3387593487202713e-14,2.1121346334864365e-10,3.9728172554302464e-16,1.7669038555135572e-18,4.825578152321325e-23,1.3553190118227946e-24
3.56820737229271e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755249856203123,0.11865559413141576,0.022821221780230792,1.1242666348102843e-24,1.3909817124343691e-17,2.7885022853635817e-16,8.9288397745152785e-17,2.6666777343426654e-21,3.2211046899456621e-42,3.6556034889308471e-12,8.217360013519198e-46,3.6275033850449934e-12,1.6554339592266692e-31,2.3766477998878445e-22,1.8668315128209524e-32,1.0875557765547339e-33,9.88003379924531e-17,1.4193985804842048e-34,1.4371627480699931e-05,6.9182544615470048e-07,5.0653927668844316e-11,3.5072898532363349e-15,2.001987940431961e-13,9.174280724723442e-10,8.3451696875075676e-14,2.1667187731070101e-10,4.2384311336953942e-16,1.8153170554506728e-18,5.3035290136099034e-23,1.4948011150194398e-24
3.6413192015299967e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755219026256883,0.1186553000283645,0.02282121469292623,1.2656688168494113e-24,1.4616339554924625e-17,2.8770443947050074e-16,9.7267355880534883e-17,2.7424645919095768e-21,3.6670206681360314e-42,3.730628717896832e-12,9.0384715595241183e-46,3.7018140768395231e-12,1.7443221409781255e-31,2.4962408156751372e-22,2.0801456356548939e-32,1.2109505112978422e-33,1.0353308534984483e-16,1.530737622981758e-34,1.4665724961914694e-05,7.0600005019898897e-07,5.0686722509862474e-11,3.5095606440862065e-15,2.0523820817999245e-13,9.3930528085775672e-10,8.3510878946556026e-14,2.2213398674417648e-10,4.5150185605093154e-16,1.8638673306240281e-18,5.8159567433550445e-23,1.6448397429492387e-24
3.7144310307672834e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755188197813829,0.11865500594032573,0.022821207605636815,1.4210883494548975e-24,1.5341646541925053e-17,2.9666100238501178e-16,1.0576074544380107e-16,2.8183454654885905e-21,4.1633017870811895e-42,3.80565408396442e-12,9.9206882909291699e-46,3.7761241411376037e-12,1.835700014241891e-31,2.6188868002540813e-22,2.3124985627276452e-32,1.3452429927025599e-33,1.0838363461527776e-16,1.6479809253742739e-34,1.4959807430018969e-05,7.2017462393398708e-07,5.0716775090234613e-11,3.5116415468613675e-15,2.1029128221720248e-13,9.6119325768630853e-10,8.3565654804716193e-14,2.2759947893892521e-10,4.8027435628181044e-16,1.9125535522416183e-18,6.3644214063606068e-23,1.805944247598541e-24
3.78754286000457e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755157370873989,0.11865471186729867,0.022821200518362547,1.5915458866046088e-24,1.6085795948174168e-17,3.0572008746228944e-16,1.1478901765280896e-16,2.8943126290200705e-21,4.7143916606710105e-42,3.8806795514621525e-12,1.0867031478243127e-45,3.8504335781350547e-12,1.9295703854079151e-31,2.7445910522089121e-22,2.5651249445752561e-32,1.491127498174445e-33,1.1335230341798882e-16,1.7712916713230305e-34,1.525387488577986e-05,7.3434916736103303e-07,5.0744365675953162e-11,3.5135519686026506e-15,2.1535795195798476e-13,9.8309116176777199e-10,8.3616529731087877e-14,2.3306807309879527e-10,5.1017670550542431e-16,1.9613747393900676e-18,6.950509907964236e-23,1.9786337005729544e-24
3.860654689241857e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755126545437347,0.11865441780928253,0.02282119343110342,1.7781092949076235e-24,1.684884530899188e-17,3.1488188794202668e-16,1.2437291408471808e-16,2.9703591393501771e-21,5.3250187324933445e-42,3.9557050883649881e-12,1.1880597100693347e-45,3.924742388013986e-12,2.0259358195929316e-31,2.8733590628222144e-22,2.8393097564222687e-32,1.6493255590673778e-33,1.1843940798642048e-16,1.9008332202740814e-34,1.5547927329964444e-05,7.4852368048145579e-07,5.0769745890533921e-11,3.5153093330077022e-15,2.2043816150164439e-13,1.0049982379554756e-09,8.3663877581058468e-14,2.3853951719988854e-10,5.4122469085234428e-16,2.010330039361912e-18,7.5758354800151851e-23,2.1634366869774522e-24
3.933766518479144e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755095721503914,0.1186541237662766,0.022821186343859441,1.9818945018415945e-24,1.7630851877888722e-17,3.2414661776643744e-16,1.3453346118316796e-16,3.0464787574474407e-21,6.0002077457884303e-42,4.0307306659217143e-12,1.2964555831585812e-45,3.9990505709442037e-12,2.1247986650898263e-31,3.0051965106225488e-22,3.1363891190997702e-32,1.8205863410450085e-33,1.2364526332880159e-16,2.0367690924689418e-34,1.5841964763339733e-05,7.6269816329657739e-07,5.0793141641764385e-11,3.5169292830814278e-15,2.2553186216458976e-13,1.0269138082510688e-09,8.370805757111334e-14,2.4401358494719389e-10,5.7343380191363509e-16,2.0594187107063692e-18,8.2420371776612243e-23,2.3608911018950603e-24
4.0068783477164305e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755064899073656,0.11865382973828004,0.022821179256630606,2.2040663257519728e-24,1.8431872666196809e-17,3.3351450946820303e-16,1.4529196488759583e-16,3.1226658774698696e-21,6.7452913979953071e-42,4.1057562583205794e-12,1.4122153024769802e-45,4.0733581270844605e-12,2.2261610753421389e-31,3.1401092550630857e-22,3.4577511102334187e-32,2.0056870172389963e-33,1.2897018339016311e-16,2.1792629554806572e-34,1.613598718667273e-05,7.7687261580771358e-07,5.0814755748168174e-11,3.5184258630050795e-15,2.3063901154620567e-13,1.048837263876765e-09,8.3749464216845448e-14,2.4949007309833577e-10,6.0681923731078393e-16,2.108640108611536e-18,8.9507793868513556e-23,2.5715439496457444e-24
4.079990176953717e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755034078146556,0.11865353572529214,0.022821172169416915,2.4458392878928011e-24,1.9251964477556012e-17,3.4298581227465369e-16,1.5667000538139979e-16,3.1989154629329925e-21,7.5659221774171018e-42,4.1807818423889441e-12,1.5356708702260572e-45,4.1476650565835856e-12,2.3300250287155874e-31,3.2781033295473755e-22,3.8048365659313382e-32,2.2054331343767203e-33,1.3441448118928385e-16,2.3284786121126875e-34,1.6429994600730386e-05,7.9104703801617556e-07,5.0834770298184343e-11,3.5198116815138268e-15,2.357595727184878e-13,1.0707680583693688e-09,8.3788357156899677e-14,2.5496879927470718e-10,6.413959111231258e-16,2.1579936722494886e-18,9.7037513424176066e-23,2.7959511459908994e-24
4.153102006191004e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755003258722588,0.11865324172731208,0.022821165082218368,2.7084784067881975e-24,2.0091183937954846e-17,3.5256079040583359e-16,1.6868943195564677e-16,3.2752229892468959e-21,8.4680843798315954e-42,4.2558073973234947e-12,1.667161754313711e-45,4.221971359581502e-12,2.4363923462876944e-31,3.4191849340241659e-22,4.1791398731829909e-32,2.4206589720368273e-33,1.3997846893819001e-16,2.4845799895217853e-34,1.6723987006279613e-05,8.0522142992326787e-07,5.0853348769428314e-11,3.5210980586303595e-15,2.4089351352271164e-13,1.0927057011123864e-09,8.3824972478922824e-14,2.6044959973100458e-10,6.7717845915536907e-16,2.2074789137987894e-18,1.0502666656560559e-22,3.0346773234430051e-24
4.226213835428291e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33754972440801717,0.11865294774433914,0.022821157995034966,2.9932999751934355e-24,2.0949587521872889e-17,3.6223972154703891e-16,1.8137235798513405e-16,3.3515843919758105e-21,9.4581063030543264e-42,4.3308329044479849e-12,1.8070348873795818e-45,4.2962770362101369e-12,2.5452647078434903e-31,3.56336042733024e-22,4.5822097531653388e-32,2.6522278951801602e-33,1.4566245814633147e-16,2.647731129445117e-34,1.701796440408728e-05,8.1939579153029252e-07,5.0870637931508904e-11,3.5222951574210494e-15,2.4604080595899317e-13,1.1146497515207058e-09,8.385963066643681e-14,2.6593232734457329e-10,7.1418124498475179e-16,2.257095408930685e-18,1.1349262857537877e-22,3.2882956397334899e-24
4.2993256646655776e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33754941624383905,0.11865265377637255,0.022821150907866697,3.3016723199376851e-24,2.1827231575015908e-17,3.7202289547893954e-16,1.9474115601385606e-16,3.4279960202646059e-21,1.0542672617511017e-41,4.405858346995841e-12,1.9556446659587988e-45,4.370582086594237e-12,2.656643666248299e-31,3.7106363194139788e-22,5.0156500356455061e-32,2.9010327000985575e-33,1.5146675971137479e-16,2.8180961794230345e-34,1.7311926794920221e-05,8.3357012283854683e-07,5.088676955381443e-11,3.5234121022743189e-15,2.5120142565782007e-13,1.1365998141395403e-09,8.3892515242272176e-14,2.7141685012907627e-10,7.5241836588189818e-16,2.3068427885785279e-18,1.2245300938348229e-22,3.5573875894984188e-24
4.3724374939028644e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33754910809469119,0.11865235982341153,0.022821143820713579,3.6350165449421017e-24,2.2724172334104299e-17,3.8191061284896841e-16,2.0881845294701774e-16,3.5044545949403307e-21,1.172883691082944e-41,4.4808837099149987e-12,2.1133529497821822e-45,4.4448865108520996e-12,2.7705306603607269e-31,3.8610192635360805e-22,5.4811204246689109e-32,3.1679959539238449e-33,1.5739168399843424e-16,2.9958393849165087e-34,1.7605874179545241e-05,8.477444238493256e-07,5.0901861938348195e-11,3.5244570850252879e-15,2.5637535142211195e-13,1.1585555339595901e-09,8.3923759932096887e-14,2.769030496145833e-10,7.9190365860278016e-16,2.3567207318181288e-18,1.3192564915200679e-22,3.8425428193205698e-24
4.445549323140151e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33754879996057302,0.11865206588545529,0.022821136733575598,3.9948072577154574e-24,2.3640465944124336e-17,3.9190318406849952e-16,2.2362712534664276e-16,3.5809571708341765e-21,1.3024034404457728e-41,4.5559089796927195e-12,2.2805290612099462e-45,4.5191903090962366e-12,2.8869270266367164e-31,4.0145160485271698e-22,5.9803372557197967e-32,3.4540703278378374e-33,1.6343754090934144e-16,3.1811250822268854e-34,1.7899806558729086e-05,8.6191869456392045e-07,5.0916021295939e-11,3.5254374602408487e-15,2.6156256482831174e-13,1.1805165921015579e-09,8.3953636253267227e-14,2.8239081928385047e-10,8.3265070493950285e-16,2.4067289596984189e-18,1.4192861395554648e-22,4.1443589461155289e-24
4.518661152377438e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33754849184148411,0.11865177196250311,0.022821129646452758,4.382573279632857e-24,2.4576168473393667e-17,4.0200092832334015e-16,2.3919029482787e-16,3.6575011029021115e-21,1.4436094840369564e-41,4.6309341441982488e-12,2.4575497847962074e-45,4.5934934814339627e-12,3.0058340095590683e-31,4.1711335911715971e-22,6.5150742445357289e-32,3.7602389241200945e-33,1.6960463994328042e-16,3.374117692135674e-34,1.819372393323848e-05,8.7609293498362088e-07,5.0929342982030562e-11,3.5263598308229362e-15,2.6676304987986712e-13,1.2024827023789638e-09,8.3982283982139865e-14,2.878800636061341e-10,8.7467283715504982e-16,2.4568672298861618e-18,1.5248019155507745e-22,4.4634413788376883e-24
4.591772981614725e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33754818373742401,0.1186514780545542,0.022821122559345052,4.7998983403038096e-24,2.5531335926726045e-17,4.1220417268618302e-16,2.5553132355319803e-16,3.7340840157609344e-21,1.5973255535990297e-41,4.7059591925415671e-12,2.6447993669815774e-45,4.6677960279679266e-12,3.1272527710101869e-31,4.3308789287756852e-22,7.0871632277503756e-32,4.0875155971649419e-33,1.7589329024988807e-16,3.5749817141917423e-34,1.8487626303840097e-05,8.9026714510971375e-07,5.0941912606285248e-11,3.527230124825593e-15,2.7197679270672147e-13,1.2244536079342248e-09,8.4009746833151843e-14,2.9337069689197225e-10,9.1798314333879798e-16,2.5071353320152988e-18,1.635988872630353e-22,4.8004031436578398e-24
4.6648848108520115e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33754787564839217,0.11865118416160778,0.02282111547225249,5.2484217563351499e-24,2.6506024256929561e-17,4.2251325131969916e-16,2.7267380982195987e-16,3.8107037762977142e-21,1.7644174605529829e-41,4.7809841149465644e-12,2.8426695159102707e-45,4.7420979487965901e-12,3.2511843986929998e-31,4.4937592119645553e-22,7.6984948955330824e-32,4.436945268594906e-33,1.8230380067577124e-16,3.7838817215808817e-34,1.8781513671300586e-05,9.0444132494348412e-07,5.0953807028728289e-11,3.5280536644130117e-15,2.772037813024426e-13,1.246429077960848e-09,8.4036262339517168e-14,2.9886264200721627e-10,9.6259447249865372e-16,2.5575330836498114e-18,1.7530341989731046e-22,5.1558647125443803e-24
4.737996640089298e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33754756757438792,0.1186508902836631,0.022821108385175058,5.7298390947930028e-24,2.7500289374859971e-17,4.3292850476169788e-16,2.9064158375239571e-16,3.8873584690472033e-21,1.9457944345937211e-41,4.8560089026371986e-12,3.0515594013670852e-45,4.8163992440146527e-12,3.377629913695407e-31,4.6597816977385007e-22,8.35101951638912e-32,4.8096042365944938e-33,1.8883647980529113e-16,4.0009823565188535e-34,1.9075386036386535e-05,9.1861547448621544e-07,5.096509525398671e-11,3.5288352278223744e-15,2.824440052956385e-13,1.2684089053269753e-09,8.4061956040222817e-14,3.0435582978465661e-10,1.0085194395372534e-15,2.6080603267792031e-18,1.8761271782190954e-22,5.5304538351143476e-24
4.811108469326585e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33754725951541076,0.1186505964207194,0.022821101298112767,6.245902821668814e-24,2.85141871582259e-17,4.4345027928444758e-16,3.0945870305388674e-16,3.9640463740617712e-21,2.1424104785716758e-41,4.9310335477352908e-12,3.2718756548289742e-45,4.8906999137134353e-12,3.5065902772853042e-31,4.828953742810102e-22,9.0467476542807901e-32,5.2066004795854421e-33,1.9549163599636919e-16,4.2264483261144551e-34,1.9369243399864517e-05,9.3278959373919023e-07,5.0975839234102443e-11,3.5295791049382344e-15,2.8769745575240625e-13,1.2903929042201705e-09,8.4086788646402164e-14,3.0985019827408903e-10,1.0557704302206668e-15,2.6587169247737308e-18,2.0054591507206725e-22,5.924805373968335e-24
4.884220298563872e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33754695147146013,0.11865030257277591,0.022821094211065613,6.798422935653584e-24,2.9547773459300905e-17,4.5407892631901712e-16,3.2914944888689195e-16,4.0407659470238593e-21,2.3552657394877991e-41,5.0060580431687619e-12,3.5040323696257917e-45,4.964999957981229e-12,3.6380663970147183e-31,5.0012827972363979e-22,9.7877508782253024e-32,5.6290739543614511e-33,2.0226957741196121e-16,4.4604443986545589e-34,1.9663085762501052e-05,9.4696368270368879e-07,5.0986094589323984e-11,3.530289147170211e-15,2.9296412500209234e-13,1.3123809075722602e-09,8.411096917568435e-14,3.1534569160842952e-10,1.1043596058595647e-15,2.7095027597355977e-18,2.1412234756162662e-22,6.339561143431133e-24
4.9573321278011585e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33754664344253527,0.11865000873983184,0.022821087124033596,7.3892675875204455e-24,3.0601104111688829e-17,4.6481480193864666e-16,3.4973832180815271e-16,4.1175158013747284e-21,2.5854078954331114e-41,5.0810823825892421e-12,3.7484511012048611e-45,5.0392993769036025e-12,3.7720591322032648e-31,5.1767763983552365e-22,1.0576162464520796e-31,6.0781968887971016e-33,2.0917061204774855e-16,4.7031354002681601e-34,1.9956913125062613e-05,9.6113774138099076e-07,5.0995911255262596e-11,3.5309688123187289e-15,2.9824400648491454e-13,1.3343727654355888e-09,8.4134637540999681e-14,3.2084225967400733e-10,1.1542989078508219e-15,2.7604177301923549e-18,2.2836154937053591e-22,6.7753697514074073e-24
5.030443957038445e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33754633542863571,0.11864971492188645,0.022821080037016717,8.0203636854136458e-24,3.1674234936272396e-17,4.7565826639631017e-16,3.7125003779896912e-16,4.1942946922559087e-21,2.8339335583077127e-41,5.1561065602981074e-12,4.0055608674940984e-45,5.1135981705636794e-12,3.9085692988636862e-31,5.3554421650306874e-22,1.1414178091747458e-31,6.5551740692423568e-33,2.1619504775652216e-16,4.9546862119310013e-34,2.025072548831565e-05,9.7531176977237422e-07,5.1005334063909468e-11,3.5316212047954387e-15,3.0353709462152719e-13,1.3563683434286775e-09,8.4157676110611318e-14,3.2633985771802006e-10,1.2056000623080785e-15,2.8114617490876976e-18,2.4328324911035404e-22,7.2328864446614144e-24
5.176667615513019e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375457194459095,0.11864912733098859,0.022821065863028348,9.4113151401752329e-24,3.3880120351076505e-17,4.9766942138805585e-16,4.1714191696416713e-16,4.3479352311877411e-21,3.3907750858552101e-41,5.3061544106603593e-12,4.5596068912962703e-45,5.2621938824186384e-12,4.1891449990936641e-31,5.7223210460665756e-22,1.3248120297965627e-31,7.5976747811617328e-33,2.3061535320984784e-16,5.4850270483601422e-34,2.0838305219961734e-05,1.0036597357024965e-06,5.10231548635287e-11,3.5328550261271675e-15,3.1416287278960219e-13,1.4003701888457042e-09,8.4202537380161058e-14,3.3733798615854913e-10,1.3123337818487751e-15,2.9139366463156403e-18,2.7525400839454174e-22,8.2156973703218632e-24
5.3006038642391695e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33754519739832151,0.11864862934766233,0.022821053849486666,1.0734909769901656e-23,3.5812304378035636e-17,5.1666593293686931e-16,4.5915743736846575e-16,4.478239691331181e-21,3.931215023891238e-41,5.4333314197025575e-12,5.0729840465114967e-45,5.3881386785842343e-12,4.4348465495081932e-31,6.043285781851308e-22,1.4978986560655728e-31,8.5800574255783649e-33,2.4322699351789568e-16,5.9637794087280189e-34,2.1336279079987039e-05,1.027686809876908e-06,5.1037354687936644e-11,3.5338381403608906e-15,3.2321039630447951e-13,1.437675936902876e-09,8.4239498120515636e-14,3.4666267564431398e-10,1.4071670262645226e-15,3.0011959154255185e-18,3.046718727134924e-22,9.1227617926744558e-24
5.412146488092705e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33754472759240023,0.11864818119951019,0.022821043037336328,1.2048948517749869e-23,3.7600553152145575e-17,5.3403134208286966e-16,4.9952713353621187e-16,4.5955744968968778e-21,4.4769679457977566e-41,5.5477902822570529e-12,5.5713357393830133e-45,5.5014874598108633e-12,4.6621712112814598e-31,6.3400368367878121e-22,1.6685737043343193e-31,9.547444529426024e-33,2.5488415919382646e-16,6.4183049039679363e-34,2.1784418710939971e-05,1.0493111022389453e-06,5.1049546848235264e-11,3.5346822491019103e-15,3.3138557555966486e-13,1.4712591093205196e-09,8.4271985548056374e-14,3.5505704553345062e-10,1.4959898425233104e-15,3.0800456785866372e-18,3.3305568056213002e-22,1.0000126677753392e-23
5.52368911194624e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33754425782144165,0.11864773308625774,0.022821032225221208,1.3487746782835339e-23,3.9435696840000964e-17,5.5165255693783833e-16,5.4241347162864667e-16,4.712964471386215e-21,5.0841679788451389e-41,5.6622487115928221e-12,6.1058310270125107e-45,5.6148347867903939e-12,4.8953655233518952e-31,6.644285258743169e-22,1.8543114421362118e-31,1.0598859980899805e-32,2.6683300465030298e-16,6.8958423312412158e-34,2.2232523440753646e-05,1.0709353241262655e-06,5.1061269602952749e-11,3.5354938537714843e-15,3.3959145085441901e-13,1.5048495974197779e-09,8.4304131328780235e-14,3.6345336376448056e-10,1.5881415800842165e-15,3.159195094694002e-18,3.6332344067988731e-22,1.093783410863825e-23
5.635231735799776e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33754378808544327,0.11864728500790218,0.022821021413141303,1.5059772404751683e-23,4.1317933787804176e-17,5.69530929972043e-16,5.8790952273485189e-16,4.8304076417452879e-21,5.7581741789887547e-41,5.7767066986808348e-12,6.6781917699703793e-45,5.7281806597758369e-12,5.1344316365297491e-31,6.9560597262079968e-22,2.0560650321647717e-31,1.1739478050219867e-32,2.7907462120230653e-16,7.396978407099277e-34,2.268059327214872e-05,1.0925594755433905e-06,5.1072594123306925e-11,3.5362778826478664e-15,3.4782801830589959e-13,1.5384471875407173e-09,8.4336033175171623e-14,3.7185155892680929e-10,1.6836586246308873e-15,3.2386440857827065e-18,3.9554999490769882e-22,1.1938370957958062e-23
5.746774359653311e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33754331838440277,0.11864683696444085,0.022821010601096609,1.6773837180758339e-23,4.3247462431710642e-17,5.8766782293667961e-16,6.3610935451933425e-16,4.9479023368341643e-21,6.5046807362055423e-41,5.8911642358726762e-12,7.290180293860609e-45,5.8415250790149998e-12,5.3793716096932175e-31,7.275389154118129e-22,2.2748245805288795e-31,1.2974661861891371e-32,2.9161010005044608e-16,7.9223000586038945e-34,2.3128628207845636e-05,1.11418355649484e-06,5.1083580736086648e-11,3.5370385131226825e-15,3.5609527588153474e-13,1.5720516990302679e-09,8.4367310733127468e-14,3.8025157093169294e-10,1.7825763828538875e-15,3.3183926001633969e-18,4.2981108336641739e-22,1.3004253462539995e-23
5.858316983506847e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375428487183173,0.11864638895587101,0.022820999789087134,1.8639100899530551e-23,4.5224481313934839e-17,6.0606460542266338e-16,6.8710800399566805e-16,5.0654471370035899e-21,7.3297297234374312e-41,6.0056213166691688e-12,7.9435993980221673e-45,5.9548680447513647e-12,5.6301874252435495e-31,7.6023026686240521e-22,2.5116176608570892e-31,1.4309965401857037e-32,3.0444053234879915e-16,8.4723944139664261e-34,2.3576628250564632e-05,1.1358075669851329e-06,5.1094280741178874e-11,3.5377792973680545e-15,3.6439322305630476e-13,1.6056629774704203e-09,8.4398425580364449e-14,3.8865334787481499e-10,1.8849293119066584e-15,3.3984406074049393e-18,4.6618331965398621e-22,1.413802618482325e-23
5.969859607360383e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33754237908718454,0.11864594098218995,0.022820988977112863,2.0665075125231883e-23,4.724918909308979e-17,6.2472265387057664e-16,7.4100145169870393e-16,5.183040839249226e-21,8.2397241537124875e-41,6.1200779355610635e-12,8.6402923651764189e-45,6.0682095572246829e-12,5.8868809997535527e-31,7.936829585359398e-22,2.7675098255511991e-31,1.5751135429738902e-32,3.1756700924908508e-16,9.0478487961109262e-34,2.4024593403025714e-05,1.1574315070187857e-06,5.1104737662762708e-11,3.5385032492115588e-15,3.7272186059740686e-13,1.6392808917104207e-09,8.4429895973217206e-14,3.9705684557041706e-10,1.9907509466333468e-15,3.4787880952754277e-18,5.0474416735917982e-22,1.5342261026957561e-23
6.081402231213918e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33754190949100166,0.11864549304339493,0.022820978165173804,2.2861626827782508e-23,4.932178455294392e-17,6.4364335073205378e-16,7.9788659673295214e-16,5.3006824276801131e-21,9.2414412447355485e-41,6.2345340878939614e-12,9.3821429717091869e-45,6.1815496166714813e-12,6.1494541930031e-31,8.2789993909031418e-22,3.0436051087477026e-31,1.7304113331028562e-32,3.3099062193798114e-16,9.649250717220996e-34,2.4472523667948701e-05,1.1790553766003134e-06,5.1114988310433506e-11,3.5392129176486632e-15,3.8108119038500197e-13,1.67290533188504e-09,8.446109564540155e-14,4.0546202769143642e-10,2.1000739258890623e-15,3.5594350671597536e-18,5.4557191738891571e-22,1.6619556285318212e-23
