Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),COX(50),CHOX(53)
1.7223314205402e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44688429252692535,0.11336194167325184,0.022700782515565707,0.0,1.6175265661829774e-07,1.2441339589657426e-05,1.3863647843339333e-06,1.1773605938532536e-08,3.266104674187628e-19,0.00015176429436484948,2.012379453724903e-17,0.00012280023984786152,3.9162027547939964e-13,1.8200554284460688e-10,2.7607008005977506e-14,2.037323294019385e-16,1.050910588283664e-06,4.8187210773055213e-12,0.0051495486677277779,0.00023886938437249554,2.8967733350750361e-05,9.9452455835805862e-08,8.5680290162044348e-10,1.7106969349761836e-09,1.2085075305532603e-11,8.3647802870713407e-13,8.9932639333733078e-09,5.2891311369286964e-06,5.7805898793877078e-10,1.9860475257115866e-07,7.5188726672243469e-12,4.3300994964193092e-12,6.3010536250338361e-15
1.7283926105318764e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44687308565851258,0.11335111738136099,0.02270036349027903,0.0,1.644466786916738e-07,1.254603839475421e-05,1.403469676361947e-06,1.1896724807119802e-08,3.3334391047380066e-19,0.00015229636530361782,2.0482959352011264e-17,0.00012315048915161416,3.9586103582976183e-13,1.8552364753954067e-10,2.8039635800341989e-14,2.0697989423196974e-16,1.0633776497150796e-06,4.8879647121984034e-12,0.0051597971148698131,0.00023967438878413818,2.9092168744235323e-05,1.0021781677946199e-07,8.5979194809024944e-10,1.7162193767518723e-09,1.2269970512926215e-11,8.397299948782896e-13,9.0770183280938181e-09,5.3154525220078771e-06,5.831492689565691e-10,2.0040486345251963e-07,7.6272938567529075e-12,4.3834316673012828e-12,6.3840058354196741e-15
1.7344538005235526e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44686191709480261,0.11334033066640053,0.022699944499981643,0.0,1.6717313256153873e-07,1.2651290055446304e-05,1.4207173141001199e-06,1.2020687062335436e-08,3.4018813582766491e-19,0.00015282841575375359,2.0847230297215205e-17,0.00012350026551087665,4.0013255745771837e-13,1.8909574306612888e-10,2.847725629275656e-14,2.1026691364934631e-16,1.0759378312697762e-06,4.957955197218348e-12,0.005170007864636986,0.00024047905303715216,2.9216328192991331e-05,1.0098498143021149e-07,8.62780769282995e-10,1.7217415351119759e-09,1.2456862775801571e-11,8.4298732643507394e-13,9.1610672105974013e-09,5.3417700326716276e-06,5.8826227958023946e-10,2.0221550102418219e-07,7.7368885440988347e-12,4.4372076768460863e-12,6.4676272024751026e-15
1.740514990515229e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.446850786701324,0.11332958139036318,0.02269952554461796,0.0,1.6993222926945976e-07,1.2757095011452382e-05,1.4381082308904259e-06,1.2145495412771025e-08,3.4714445778127856e-19,0.00015336044565499059,2.1216661476836691e-17,0.00012384956959309411,4.0443495376616192e-13,1.9272242950082925e-10,2.8919904236870175e-14,2.1359370892876738e-16,1.0885913136901544e-06,5.0286979277690782e-12,0.005180181055101039,0.00024128337633661095,2.9340209436144165e-05,1.0175393020452003e-07,8.6576936487654439e-10,1.7272634089637989e-09,1.2645762361857032e-11,8.46250009131689e-13,9.2454075799417588e-09,5.3680831283629512e-06,5.933979748983906e-10,2.040366842356117e-07,7.8476652366221763e-12,4.4914291720948737e-12,6.5519183494153583e-15
1.746576180506905e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44683969434405763,0.11331886941574802,0.022699106624132603,0.0,1.7272417937172588e-07,1.2863453683122293e-05,1.4556429577623002e-06,1.2271152565216394e-08,3.5421419892866909e-19,0.00015389245494702388,2.159130737164759e-17,0.00012419840206236786,4.0876833816013217e-13,1.9640431070836874e-10,2.9367614414580294e-14,2.1696060246679289e-16,1.1013382750516563e-06,5.1001983190531678e-12,0.0051903168238274103,0.00024208735789252959,2.9463810259137202e-05,1.0252464357853123e-07,8.6875773454854493e-10,1.7327849972167335e-09,1.2836679487500946e-11,8.4951802817858708e-13,9.330036424237396e-09,5.3943912708440152e-06,5.9855630939219125e-10,2.0586843168160787e-07,7.9596324730149518e-12,4.5460977928660633e-12,6.636879862770451e-15
1.7526373704985814e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44682863988943633,0.11330819460555865,0.022698687738470454,0.0,1.7554919292771401e-07,1.297036647149968e-05,1.4733220234162058e-06,1.2397661224658971e-08,3.6139869013477243e-19,0.00015442444356950858,2.1971222840438946e-17,0.00012454676357949657,4.1313282404653716e-13,2.0014199434034925e-10,2.9820421634594036e-14,2.2036791777620986e-16,1.114178890772282e-06,5.1724618060722507e-12,0.00520041530787709,0.00024289099691988277,2.9587128493576829e-05,1.0329710209051577e-07,8.7174587797642388e-10,1.7383062987823248e-09,1.3029624316890106e-11,8.527913682560586e-13,9.4149507211628033e-09,5.4206939242119743e-06,6.0373723694197266e-10,2.0771076160118198e-07,8.0727988233015706e-12,4.6012151717051604e-12,6.7225122927615899e-15
1.7586985604902576e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44681762320434243,0.11329755682330127,0.022698268887576603,0.0,1.7840747948847472e-07,1.3077833758387997e-05,1.4911459542074043e-06,1.2525024094283165e-08,3.6869927051279412e-19,0.00015495641146205828,2.2356463121242739e-17,0.0001248946548020165,4.1752852483387589e-13,2.0393609183373128e-10,3.0278360730990868e-14,2.2381597948036558e-16,1.1271133336224084e-06,5.2454938436272021e-12,0.0052104766438084635,0.0002436942926386224,2.971016201707045e-05,1.0407128634312316e-07,8.7473379483737824e-10,1.7438273125740895e-09,1.3224606961331335e-11,8.5607001351966127e-13,9.5001474384776459e-09,5.4469905549146143e-06,6.0894071083350144e-10,2.0956369187651541e-07,8.187172888839181e-12,4.6567829338352025e-12,6.8088161534574677e-15
1.764759750481934e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44680664415610583,0.11328695593298292,0.022697850071396377,0.0,1.8129924808554237e-07,1.3185855906420098e-05,1.5091152741299507e-06,1.2653243875469718e-08,3.7611728740097791e-19,0.00015548835856424401,2.2747083832552418e-17,0.00012524207638424218,4.2195555393196049e-13,2.077872184091911e-10,3.0741466561786534e-14,2.2730511330746701e-16,1.1401417737349007e-06,5.31929990631825e-12,0.005220500967679175,0.0002444972442736942,2.9832908753056785e-05,1.0484717700563377e-07,8.7772148480836949e-10,1.7493480375076224e-09,1.3421637479278685e-11,8.5935394760585206e-13,9.5856235345327819e-09,5.4732806317657579e-06,6.1416668376317533e-10,2.1142724003200062e-07,8.3027633023179284e-12,4.7128026971078581e-12,6.8957919229359474e-15
1.77082094047361e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44679570261250262,0.11327639179910957,0.022697431289875329,0.0,1.8422470721997244e-07,1.3294433259131248e-05,1.5272305048008983e-06,1.2782323267795068e-08,3.8365409633894582e-19,0.00015602028481559273,2.3143140974541956e-17,0.00012558902897730627,4.2641402475164038e-13,2.1169599306935512e-10,3.1209774007498574e-14,2.3083564608484765e-16,1.1532643786155249e-06,5.3938854885450413e-12,0.0052304884150479545,0.00024529985105505362,2.9955366670628586e-05,1.0562475481620627e-07,8.8070894756611455e-10,1.7548684725006366e-09,1.3620725875998388e-11,8.6264315363828006e-13,9.6713759587771516e-09,5.4995636259604798e-06,6.1941510784384563e-10,2.1330142323336508e-07,8.4195787277611386e-12,4.7692760719552255e-12,6.9834400435271885e-15
1.7768821304652864e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44678479844175362,0.11326586428668435,0.022697012542959225,0.0,1.871840648516013e-07,1.3403566141035441e-05,1.5454921654447231e-06,1.291226496903071e-08,3.9131106104374238e-19,0.00015655219015558633,2.3544690930283682e-17,0.00012593551322920003,4.3090405070452471e-13,2.1566303859691593e-10,3.1683317969713389e-14,2.3440790573320157e-16,1.1664813131536364e-06,5.4692561045066725e-12,0.0052404391209764532,0.00024610211221768138,3.0077533784348171e-05,1.0640400058405261e-07,8.8369618278708044e-10,1.7603886164729507e-09,1.3821882103265705e-11,8.6593761423388414e-13,9.7574016522614596e-09,5.5258390110900937e-06,6.246859346106425e-10,2.1518625828687509e-07,8.5376278605254381e-12,4.8262046613422772e-12,7.0717609220189059e-15
1.7829433204569626e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44677393151252243,0.11325537326120566,0.022696593830594077,0.0,1.9017752838852875e-07,1.3513254857704933e-05,1.563900772877956e-06,1.3043071675142535e-08,3.9908955338556206e-19,0.00015708407452366032,2.3951790466964738e-17,0.00012628152978481268,4.3542574520270653e-13,2.1968898155263132e-10,3.2162133369655379e-14,2.3802222126078749e-16,1.1797927396331435e-06,5.5454172882016552e-12,0.005250353220031076,0.00024690402700159784,3.0199408154055909e-05,1.0718489519157298e-07,8.8668319014747744e-10,1.765908468346518e-09,1.4025116059157026e-11,8.6923731150918424e-13,9.8436975481385217e-09,5.5521062631569486e-06,6.2997911502667049e-10,2.1708176163861905e-07,8.6569194273007773e-12,4.8835900607199681e-12,7.1607549298673319e-15
1.789004510448639e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44676310169391364,0.11324491858866535,0.022696175152726098,0.0,1.9320530467682436e-07,1.3623499695852968e-05,1.5824568414940306e-06,1.3174746080290202e-08,4.0699095336310786e-19,0.00015761593785920268,2.4364496737102199e-17,0.00012662707928597151,4.3997922165848751e-13,2.2377445227320786e-10,3.2646255146757718e-14,2.4167892275760111e-16,1.1931988177437414e-06,5.6223745934278455e-12,0.0052602308462847934,0.00024770559465187698,3.0320987884671738e-05,1.0796741959645966e-07,8.8966996932325238e-10,1.7714280270454542e-09,1.4230437587820699e-11,8.7254222708665277e-13,9.9302605721602163e-09,5.5783648605890062e-06,6.3529459948878832e-10,2.1898794937387026e-07,8.7774621861104061e-12,4.9414338579789956e-12,7.25042240342688e-15
1.795065700440315e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44675230885547135,0.11323450013554709,0.022695756509301734,0.0,1.962675999904609e-07,1.3734300923419676e-05,1.6011608832483466e-06,1.3307290876826467e-08,4.150166490785778e-19,0.00015814778010155256,2.4782867279756827e-17,0.00012697216237148059,4.4456459348410218e-13,2.2792008486907025e-10,3.3135718257235461e-14,2.4537834138951647e-16,1.2066997045924119e-06,5.7001335937823208e-12,0.0052700721333189581,0.00024850681441866002,3.044227112598975e-05,1.0875155483375429e-07,8.9265651999008138e-10,1.7769472914960478e-09,1.4437856479259796e-11,8.758523421011566e-13,1.0017087643170797e-08,5.6046142842542016e-06,6.406323378334088e-10,2.2090483721652946e-07,8.8992649263107269e-12,4.9997376334042375e-12,7.3407636441774775e-15
1.8011268904319914e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44674155286717798,0.11322411776882424,0.022695337900267669,0.0,1.9936462002147312e-07,1.3845658789661019e-05,1.620013407643546e-06,1.344070875529654e-08,4.231680367123095e-19,0.00015867960118999932,2.5206960021745487e-17,0.00012731677967716049,4.4918197409144321e-13,2.3212651722201755e-10,3.3630557672660613e-14,2.4912080939239857e-16,1.2202955547151888e-06,5.7786998826612046e-12,0.0052798772142251078,0.00024930768555716756,3.0563256072466093e-05,1.095372820178617e-07,8.9564284182336504e-10,1.782466260626779e-09,1.4647382469141721e-11,8.7916763720649429e-13,1.0104175673596638e-08,5.6308540174746172e-06,6.4599227934229348e-10,2.2283244052864536e-07,9.022336468591123e-12,5.0585029596298541e-12,7.4317789189569094e-15
1.8071880804236677e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44673083359945165,0.11321377135595834,0.02269491932557078,0.0,2.0249656987034265e-07,1.3957573525240788e-05,1.6390149217150065e-06,1.3575002404437422e-08,4.3144652049711575e-19,0.00015921140106378131,2.5636833278852216e-17,0.000127660931835887,4.5383147689178719e-13,2.3639439098276849e-10,3.4130808378539628e-14,2.5290666006618465e-16,1.2339865200891695e-06,5.858079073259456e-12,0.0052896462216067714,0.00025010820732771183,3.0683940963000196e-05,1.103245823445247e-07,8.9862893449822122e-10,1.7879849333683416e-09,1.4859025238620695e-11,8.8248809258200666e-13,1.0191521569932171e-08,5.6570835460404135e-06,6.5137437274836551e-10,2.2477077431001382e-07,9.14668566497368e-12,5.1177314015950424e-12,7.5234684602002991e-15
1.813249270415344e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44672015092314549,0.11320346076489712,0.022694500785158171,0.0,2.0566365403660842e-07,1.4070045342325507e-05,1.6581659300165501e-06,1.3710174511177251e-08,4.39853512692317e-19,0.0001597431796620848,2.6072545757037867e-17,0.0001280046194776297,4.5851321529552016e-13,2.4072435156839887e-10,3.4636505372893303e-14,2.5673622776893732e-16,1.2477727501447812e-06,5.9382767985705865e-12,0.0052993792875812547,0.00025090837899570785,3.0804324080709695e-05,1.1111343709275641e-07,9.0161479768947779e-10,1.7935033086536576e-09,1.5072794414173969e-11,8.8581368793926436e-13,1.0279122233222025e-08,5.6833023582235766e-06,6.5677856624153885e-10,2.2671985319785351e-07,9.2723213988128276e-12,5.1774245165004734e-12,7.6158324661830359e-15
1.81931046040702e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44670950470954585,0.11319318586407293,0.022694082278977179,0.0,2.0886607640970361e-07,1.4183074434682249e-05,1.677466934606361e-06,1.384622776063462e-08,4.4839043355746762e-19,0.00016027493692404279,2.6514156553648459e-17,0.00012834784322949072,4.6322730271186427e-13,2.4511704815967138e-10,3.5147683664839243e-14,2.6060984791086986e-16,1.261654391778289e-06,6.0192987113863629e-12,0.005309076543781429,0.0002517081998316843,3.092440375269884e-05,1.1190382762672991e-07,9.0460043107166947e-10,1.799021385417893e-09,1.52886995674548e-11,8.8914440252882654e-13,1.0366974559539142e-08,5.709509944791453e-06,6.6220480747455842e-10,2.2867969146655869e-07,9.3992525847949399e-12,5.2375838537653752e-12,7.7088711012685206e-15
1.8253716503986964e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44669889483037045,0.11318294652240071,0.022693663806975347,0.0,2.1210404026001804e-07,1.4296660977779254e-05,1.6969184350331252e-06,1.398316483611794e-08,4.570587113257844e-19,0.00016080667278873419,2.6961725158622094e-17,0.00012869060371574278,4.6797385254860473e-13,2.4957313369825967e-10,3.5664378273177e-14,2.6452785694834121e-16,1.2756315893645385e-06,6.1011504842964329e-12,0.0053187381213575134,0.00025250766911129302,3.1044178349820965e-05,1.1269573539762666e-07,9.0758583431903072e-10,1.8045391625984754e-09,1.5506750215160874e-11,8.9248021514706719e-13,1.0455075440458968e-08,5.735705799020053e-06,6.676530435688458e-10,2.3065030302752799e-07,9.5274881689378001e-12,5.2982109549852988e-12,7.8025844961604837e-15
1.8314328403903727e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44668832115776708,0.11317274260927643,0.022693245369100438,0.0,2.1537774823018742e-07,1.4410805128889327e-05,1.7165209283223802e-06,1.4120988419124747e-08,4.6585978217729184e-19,0.00016133838719518257,2.741531145569452e-17,0.00012903290155786721,4.727529782118175e-13,2.5409326488386892e-10,3.6186624224976028e-14,2.6849059237782565e-16,1.2897044847699333e-06,6.1838378096879106e-12,0.00532836415097884,0.00025330678611531891,3.1163646286434667e-05,1.1348914194544345e-07,9.1057100710548849e-10,1.8100566391351107e-09,1.5726955818917356e-11,8.9582110414307046e-13,1.0543421763529442e-08,5.7618894167071721e-06,6.7312322112036498e-10,2.3263170142906847e-07,9.6570371285900577e-12,5.3593073538905275e-12,7.8969727481596953e-15
1.837494030382049e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44667778356431209,0.11316257399457515,0.022692826965300436,0.0,2.1868740232660816e-07,1.4525507027195933e-05,1.736274908963086e-06,1.4259701189341034e-08,4.7479509021169875e-19,0.00016187008008235532,2.78749757236033e-17,0.0001293747373745917,4.7756479310559558e-13,2.5867810217125475e-10,3.6714456554166469e-14,2.7249839272985403e-16,1.303873217365639e-06,6.2673663997449308e-12,0.0053379547628356287,0.00025410555012968852,3.1282806020154296e-05,1.1428402890075672e-07,9.1355594910465882e-10,1.8155738139697946e-09,1.5949325785174929e-11,8.9916704742557958e-13,1.063201041273682e-08,5.7880602961852839e-06,6.7861528620549091e-10,2.3462389985637429e-07,9.7879084724305633e-12,5.4208745763051827e-12,7.9920359214248535e-15
1.843555220373725e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44666728192300864,0.11315244054864948,0.022692408595523531,0.0,2.2203320391117733e-07,1.4640766793901905e-05,1.7561808688943991e-06,1.4399305824640582e-08,4.8386608742101183e-19,0.00016240175138916246,2.8340778637290577e-17,0.00012971611178192789,4.824094106317798e-13,2.6332830976714104e-10,3.724791030013316e-14,2.7655159756292801e-16,1.3181379240410062e-06,6.3517419864481337e-12,0.0053475100866407456,0.00025490396044547777,3.1401656051594512e-05,1.1508037798644517e-07,9.1654065998984084e-10,1.8210906860468289e-09,1.6173869465122607e-11,9.0251802247000978e-13,1.0720838268967201e-08,5.8142179383342339e-06,6.8412918438689009e-10,2.3662691113157962e-07,9.9201112404676427e-12,5.4829141401069567e-12,8.0877740472374708e-15
1.8496164103654014e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44665681610728519,0.11314234214232753,0.022691990259718135,0.0,2.2541535369325819e-07,1.4756584532340744e-05,1.7762392974926767e-06,1.4539805001084284e-08,4.9307423366189895e-19,0.00016293340105445579,2.8812781269104465e-17,0.00013005702539320839,4.8728694418968465e-13,2.6804455562704009e-10,3.7787020506312603e-14,2.8065054745740924e-16,1.3324987392172086e-06,6.4369703215741054e-12,0.0053570302516314514,0.00025570201635892009,3.1520194924109327e-05,1.1587817101937122e-07,9.1952513943401024e-10,1.8266072543128355e-09,1.640059615461515e-11,9.0587400632551471e-13,1.080990221046367e-08,5.8403618465937124e-06,6.8966486071941088e-10,2.3864074771388422e-07,1.0053654504038289e-11,5.545427555187542e-12,8.184187124270967e-15
1.8556776003570777e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44664638599099449,0.11313227864691149,0.022691571957832873,0.0,2.2883405172187019e-07,1.4872960328090396e-05,1.7964506815586835e-06,1.468120139291945e-08,5.0242099662780603e-19,0.00016346502901702799,2.9291045089999064e-17,0.00013039747881912406,4.9219750717582992e-13,2.7282751145197588e-10,3.8331822218793355e-14,2.8479558400938168e-16,1.3469557948610909e-06,6.5230571766947899e-12,0.0053665153865711506,0.00025649971717141246,3.1638421223525574e-05,1.1667738991202002e-07,9.2250938710981535e-10,1.8321235177167694e-09,1.6629515094114748e-11,9.092349756221002e-13,1.0899199113279043e-08,5.86649152697553e-06,6.9522225975598135e-10,2.4066542169975182e-07,1.0188547365807301e-11,5.6084163234137147e-12,8.2812751188633268e-15
1.861738790348754e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44663599144841121,0.11312224993417559,0.022691153689816577,0.0,2.3228949737810325e-07,1.4989894249089495e-05,1.8168155053050201e-06,1.4823497672579139e-08,5.1190785182084307e-19,0.00016399663521561179,2.977563197073294e-17,0.00013073747266776072,4.9714121298366845e-13,2.7767785268511166e-10,3.8882350484919665e-14,2.8898704982448991e-16,1.3615092204992232e-06,6.6100083431768322e-12,0.0053759656197511357,0.0002572970621895226,3.1756333577871155e-05,1.1747801667409721e-07,9.254934026895721e-10,1.837639475209934e-09,1.6860635468646749e-11,9.1260090657779242e-13,1.0988725851724037e-08,5.8926064880756756e-06,7.0080132555351381e-10,2.4270094482318024e-07,1.0324798959766309e-11,5.6718819385890691e-12,8.3790379652937025e-15
1.8677999803404302e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44662563235423142,0.11311225587636464,0.022690735455618297,0.0,2.357818893677558e-07,1.5107386345755987e-05,1.8373342503437636e-06,1.4966696510681468e-08,5.2153628252344668e-19,0.00016452821958887868,3.0266604183066356e-17,0.00013107700754463531,5.0211817500331826e-13,2.8259625850828494e-10,3.9438640351898833e-14,2.9322528851175079e-16,1.3761591432321469e-06,6.6978296321808835e-12,0.0053853810789923143,0.00025809405072499365,3.1873930657097893e-05,1.1828003341408505e-07,9.2847718584525787e-10,1.8431551257459866e-09,1.7093966407769618e-11,9.1597177500583954e-13,1.1078479298810905e-08,5.9187062410861677e-06,7.0640200167881824e-10,2.4474732845604218e-07,1.0462418451232773e-11,5.7358258864164369e-12,8.4774755660623951e-15
1.8738611703321064e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4466153085835704,0.11310229634619209,0.022690317255187296,0.0,2.3931142571419534e-07,1.522543665110802e-05,1.8580073956743232e-06,1.5110800576028916e-08,5.3130777976982801e-19,0.00016505978207543843,3.0764024400957014e-17,0.00013141608405273244,5.0712850662129123e-13,2.8758341183845058e-10,4.0000726865412013e-14,2.9751064467734308e-16,1.3909056877488223e-06,6.7865268746608535e-12,0.0053947618916469478,0.00025889068209475032,3.1991211172799535e-05,1.1908342234075727e-07,9.3146073624850824e-10,1.8486704682809566e-09,1.7329516985558395e-11,9.1934755632196685e-13,1.1168456326692383e-08,5.9447902998066963e-06,7.120242312145217e-10,2.468045836084962e-07,1.0601415036848859e-11,5.8002496444609658e-12,8.5765877921744844e-15
1.8799223603237827e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44660502001196178,0.11309237121683839,0.022689899088473044,0.0,2.4287830375144147e-07,1.5344045180887146e-05,1.8788354176715109e-06,1.5255812535607636e-08,5.4122384231721773e-19,0.000165591322613838,3.1267955701754316e-17,0.00013175470279254024,5.1217232122022531e-13,2.9263999932403357e-10,4.0568645068228733e-14,3.0184346391837152e-16,1.4057489763412555e-06,6.8761059213631299e-12,0.0054041081846003553,0.00025968695562090215,3.210817387792463e-05,1.198881657646521e-07,9.3444405357061091e-10,1.8541855017732544e-09,1.7567296220601774e-11,9.22728225551657e-13,1.1258653807095935e-08,5.9708581806560552e-06,7.1766795676499307e-10,2.4887272092946693e-07,1.074179794458027e-11,5.8651546821138415e-12,8.6763744834266163e-15
1.885983550315459e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44659476651535535,0.11308248036194933,0.022689480955425223,0.0,2.464827201174698e-07,1.5463211933683653e-05,1.8998187900738255e-06,1.5401735054586756e-08,5.5128597661691573e-19,0.0001661228411425609,3.1778461567392344e-17,0.00013209286436208608,5.1724973217861655e-13,2.9776671134119501e-10,4.1142429998825424e-14,3.0622409281660812e-16,1.4206891289193117e-06,6.9665726428257327e-12,0.0054134200842726474,0.00026048287063074824,3.2224817566484729e-05,1.2069424609950459e-07,9.3742713748250188e-10,1.8597002251836798e-09,1.7807313076012571e-11,9.2611375733747546e-13,1.1349068611753221e-08,5.9969094026833728e-06,7.2333312046227285e-10,2.5095175070719347e-07,1.0883576433714992e-11,5.9305424605566992e-12,8.7768354486970354e-15
1.8920447403071352e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44658454797011632,0.11307262365563418,0.022689062855993702,0.0,2.5012487074773713e-07,1.5582936891064066e-05,1.9209579839719526e-06,1.5548570796317701e-08,5.6149569678515251e-19,0.00016665433760002619,3.2295605885581223e-17,0.00013243056935697176,5.2236085287055047e-13,3.0296424199000932e-10,4.1722116690007851e-14,3.1065287893221075e-16,1.4357262630257038e-06,7.0579329293774326e-12,0.0054226977166204216,0.00026127842645678047,3.2341141073257887e-05,1.2150164586363771e-07,9.4040998765475997e-10,1.8652146374754365e-09,1.8049576459451364e-11,9.2950412594641779e-13,1.1439697612824659e-08,6.0229434875791116e-06,7.2901966397200929e-10,2.5304168286984609e-07,1.1026759794861984e-11,5.9964144327266844e-12,8.8779704662387965e-15
1.8981059302988114e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44657436425302371,0.11306280097246425,0.022688644790128599,0.0,2.5380495086892464e-07,1.5703220017700655e-05,1.9422534677974767e-06,1.5696322422333473e-08,5.7185452457377918e-19,0.00016718581192458779,3.2819452950997212e-17,0.0001327678183704089,5.2750579666543486e-13,3.0823328909055943e-10,4.230774016753746e-14,3.1513017079741977e-16,1.4508604938511492e-06,7.1501926911368185e-12,0.0054319412071384705,0.00026207362243668556,3.2457143273487696e-05,1.2231034768131257e-07,9.4339260375760461e-10,1.8707287376141385e-09,1.8294095223162829e-11,9.3289930527729154e-13,1.1530537683319207e-08,6.0489599596858927e-06,7.3472752849939745e-10,2.5514252698620845e-07,1.1171357349949744e-11,6.0627720432821758e-12,8.9797792839757236e-15
1.9041671202904877e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4465642152412686,0.11305301218747088,0.022688226757780209,0.0,2.5752315499290086e-07,1.5824061261502991e-05,1.9637057073118081e-06,1.5844992592347939e-08,5.8236398934078417e-19,0.0001677172640545337,3.3350067466471257e-17,0.00013310461199325378,5.326846769277342e-13,3.1357455417894658e-10,4.2899335448762167e-14,3.1965631791023121e-16,1.4660919342496962e-06,7.2433578580113173e-12,0.0054411506808614727,0.00026286845791334828,3.257282308257793e-05,1.2312033428403786e-07,9.4637498546088982e-10,1.8762425245678193e-09,1.8540878164025115e-11,9.3629926886811612e-13,1.1621585697509103e-08,6.0749583460090876e-06,7.4045665479512301e-10,2.5725429226642692e-07,1.1317378452224873e-11,6.1296167285691592e-12,9.0822616198013766e-15
1.91628950027384e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44654402084458988,0.11303353581443021,0.022687390793435798,0.0,2.6507470968848782e-07,1.6067417809237112e-05,2.0070823030372848e-06,1.6145099194128604e-08,6.038409850941853e-19,0.00016878010148339593,3.4431859706808329e-17,0.00013377683541902048,5.4314470028611537e-13,3.2447656301901612e-10,4.4100581441446132e-14,3.2885658066126853e-16,1.4968468835924019e-06,7.4324282256732772e-12,0.0054594680757706349,0.00026445704475447943,3.2803211387882836e-05,1.2474409331443749e-07,9.5233904434634454e-10,1.8872691548043969e-09,1.9041271488284493e-11,9.4311344122226567e-13,1.1804293062828384e-08,6.1268989827015293e-06,7.5197845345741524e-10,2.6151062137094177e-07,1.1613728867904476e-11,6.2647730269643515e-12,9.2892455689498108e-15
1.927199642258857e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4465259633562097,0.11301612176613485,0.022686638539658622,0.0,2.7200342951083345e-07,1.6288346601887745e-05,2.0466619611150519e-06,1.6418363201185878e-08,6.2370095693738357e-19,0.00016973657864331483,3.5429274899776798e-17,0.00013438028494684414,5.5267592118888578e-13,3.3454247024116746e-10,4.5202477477102496e-14,3.3730742779627222e-16,1.5248598796017051e-06,7.6057479360214389e-12,0.0054758386387368701,0.00026588553350468573,3.3009448215506175e-05,1.2620969940902362e-07,9.5770589237711327e-10,1.8971920406216896e-09,1.9499456085105343e-11,9.4926228591939219e-13,1.1969409542000922e-08,6.1735790121436502e-06,7.6242018401649956e-10,2.6537875302890065e-07,1.1885407246329307e-11,6.388093729183368e-12,9.4778311208135462e-15
