Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),COX(50),CHOX(53)
6.461811071665298e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44403729829609745,0.10372742870801778,0.018881787837273307,0.0,0.0028204449944243732,0.0074307719457802814,0.0045454703430556692,6.3308082247524097e-05,1.0297452010039046e-12,0.002495711810034976,6.3027841570844219e-11,0.0004015831690769624,3.0946416306341572e-09,8.2102977638685265e-05,3.3173975617282788e-10,2.1587722236368921e-11,0.00022064403938277686,2.6200617546929459e-06,0.0074725726826870877,0.0002098057557481096,0.00023164259410722037,6.9861468355708073e-07,1.1723513996045599e-08,2.4749442975790803e-08,1.2718380143511789e-07,1.4320539995833964e-10,2.7816718917434664e-06,0.00020346513783786046,2.2786054776342365e-07,0.00014861796905477482,4.1455194404520782e-06,1.4120904819658393e-08,1.9989433023145052e-11
6.473284683388902e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44403751659994589,0.1037158777321676,0.01887527401151564,0.0,0.0028242504183514185,0.0074507447005952021,0.0045563672676889504,6.3372231255419859e-05,1.0363892262619571e-12,0.0024960013124147909,6.3144372469994607e-11,0.00040166948366156089,3.0970699993000707e-09,8.2154130212550093e-05,3.3260735196081948e-10,2.1655218909427855e-11,0.00021991182417641539,2.6300410184436557e-06,0.0074717415526447187,0.00020881400023043352,0.00023188399350437347,6.9603288289366141e-07,1.1720829219766491e-08,2.4751587024896991e-08,1.2735398774774104e-07,1.4409703188351947e-10,2.7975463924396644e-06,0.00020441340542182594,2.2836377051014767e-07,0.00014901888071587675,4.1613114223509711e-06,1.4154764408440658e-08,2.005444660404741e-11
6.484758295112507e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44403772582443257,0.10370433247813141,0.018868762305430147,0.0,0.0028280442614129616,0.0074707270261023841,0.0045672632213882821,6.3435940465246144e-05,1.0430632035711948e-12,0.0024962853342778884,6.3260256811662849e-11,0.00040175574659170524,3.0994791483809597e-09,8.2204440115104437e-05,3.3347517649960518e-10,2.1722727413238684e-11,0.00021918198482181748,2.6400272291257307e-06,0.0074709106842362136,0.00020782900983795102,0.00023212508463634667,6.9346586966247937e-07,1.1718119093755191e-08,2.4753678980380677e-08,1.2752366074389865e-07,1.449925079879218e-10,2.8134730200194714e-06,0.00020536377544496455,2.288669222455474e-07,0.00014941998452716571,4.1771144033915376e-06,1.4188620724251948e-08,2.0119519581427338e-11
6.496231906836111e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44403792603081504,0.10369279292649611,0.018862252720001107,0.0,0.0028318265738015032,0.007490718840197576,0.004578158190284713,6.3499211118641662e-05,1.0497672004220785e-12,0.0024965639143418343,6.3375495258011665e-11,0.00040184195785895091,3.1018691771218348e-09,8.225391096498552e-05,3.3434322840841886e-10,2.1790247401951006e-11,0.00021845452879216279,2.6500203222556255e-06,0.0074700800772384019,0.00020685073526292348,0.00023236586850215014,6.9091356550225793e-07,1.1715383827399684e-08,2.4755719214678902e-08,1.2769282259117269e-07,1.4589182905774885e-10,2.8294516757930078e-06,0.00020631623702442833,2.2937000259034075e-07,0.00014982127882079364,4.1929282814983888e-06,1.4222473723885727e-08,2.0184651814139065e-11
6.507705518559716e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440381172800989,0.10368125905784324,0.018855745256192109,0.0,0.0028355974056238119,0.0075107200612586841,0.0045890521606744197,6.3562044464607274e-05,1.0565012842337428e-12,0.0024968370911347725,6.3490088499442417e-11,0.00040192811745832905,3.1042401845352605e-09,8.2302546389915421e-05,3.3521150632066618e-10,2.1857778532206942e-11,0.00021772946327522499,2.6600202336840494e-06,0.0074692497314222412,0.00020587912743604811,0.00023260634610046459,6.883758919322587e-07,1.1712623628918725e-08,2.4757708098427414e-08,1.2786147545410975e-07,1.4679499582926615e-10,2.8454822605884047e-06,0.00020727077928792495,2.2987301116937908e-07,0.0001502227619387103,4.208752955125177e-06,1.4256323364659371e-08,2.024984316202812e-11
6.51917913028332e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44403829963303382,0.10366973085275037,0.018849239914946317,0.0,0.0028393568068977078,0.0075307306081455758,0.0045999451190163985,6.3624441759370701e-05,1.0632655223539254e-12,0.0024971049029953577,6.3604037254233163e-11,0.00040201422538825951,3.106592269396698e-09,8.2350350026294308e-05,3.3608000888373314e-10,2.1925320463134052e-11,0.00021700679517657045,2.6700268995951653e-06,0.0074684196465528655,0.00020491413752867863,0.00023284651842953502,6.8585277036661434e-07,1.1709838705363395e-08,2.4759646000460142e-08,1.2802962149407489e-07,1.4770200898982933e-10,2.8615646747738716e-06,0.00020822739137513901,2.3037594761157289e-07,0.0001506244322326596,4.2245883232533241e-06,1.4290169604406782e-08,2.0315093485917404e-11
6.530652742006925e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44403847315011091,0.10365820829179277,0.018842736697186644,0.0,0.0028431048275489065,0.0075507504001998543,0.004610837051930208,6.3686404266251781e-05,1.0700599820589022e-12,0.002497367388072688,6.3717342268178163e-11,0.00040210028165046637,3.1089255302399879e-09,8.2397325518798173e-05,3.3694873475879513e-10,2.1992872856338154e-11,0.00021628653112275271,2.6800402565057622e-06,0.0074675898223896323,0.00020395571695495737,0.00023308638648706568,6.8334412212840506e-07,1.1707029262618622e-08,2.4761533287808538e-08,1.2819726286910794e-07,1.4861286917891411e-10,2.8776988182795181e-06,0.00020918606243913067,2.3087881154981895e-07,0.00015102628806417509,4.2404342853907107e-06,1.4324012401471164e-08,2.0380402647593638e-11
6.542126353730529e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440386378915584,0.10364669135554495,0.01883623560381608,0.0,0.0028468415174079369,0.0075707793572445418,0.0046217279461936989,6.374793325552837e-05,1.0768847305534219e-12,0.002497624584326267,6.3830004314228625e-11,0.00040218628624989457,3.111240065352943e-09,8.2443476519980874e-05,3.3781768262062779e-10,2.2060435375895878e-11,0.00021556867746450341,2.6900602412644208e-06,0.0074667602586861699,0.0002030038173738613,0.00023332595127011774,6.808498684634697e-07,1.1704195505404917e-08,2.4763370325701225e-08,1.2836440173378279e-07,1.4952757698913552e-10,2.893884590619e-06,0.00021014678164771249,2.3138160262092845e-07,0.00015142832780457418,4.2562907415703611e-06,1.4357851714697781e-08,2.0445770509793462e-11
6.553599965454134e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440387939173388,0.10363518002458202,0.01882973663571787,0.0,0.0028505669262071293,0.0075908173995837321,0.0046326177887407935,6.380903000430305e-05,1.0837398349706425e-12,0.0024978765295259752,6.3942024192135167e-11,0.00040227223919462674,3.1135359727730643e-09,8.248880668988106e-05,3.386868511574203e-10,2.2128007688347173e-11,0.00021485324027991859,2.7000867910506621e-06,0.0074659309551904276,0.00020205839069116212,0.00023356521377500841,6.7836993055396285e-07,1.1701337637280064e-08,2.4765157477563758e-08,1.2853104023906982e-07,1.5044613296726657e-10,2.9101218909109072e-06,0.00021110953818480414,2.3188432046555658e-07,0.0001518305498349504,4.2721575923491019e-06,1.4391687503426843e-08,2.0511196936190116e-11
6.565073577177738e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44403894128714572,0.1036236742794812,0.018823239793755778,0.0,0.0028542811035776692,0.0076108644480021737,0.0046435065666592806,6.386969579637075e-05,1.0906253623720745e-12,0.0024981232612520496,6.405340272809151e-11,0.00040235814049580088,3.1158133502833876e-09,8.2533319695633252e-05,3.3955623907058738e-10,2.2195589462687535e-11,0.00021414022537763935,2.7101198433740826e-06,0.0074651019116447233,0.00020111938906130217,0.00023380417499721249,6.759042295316425e-07,1.169845586064091e-08,2.4766895105018376e-08,1.286971805322012e-07,1.5136853761524781e-10,2.9264106178999758e-06,0.00021207432125176434,2.3238696472813435e-07,0.00015223295254616594,4.2880347388061813e-06,1.4425519727486463e-08,2.0576681791379982e-11
6.576547188901342e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44403908006040066,0.10361217410082343,0.018816745078774313,0.0,0.002857984099046711,0.0076309204237647909,0.0046543942671886159,6.3929931922086691e-05,1.0975413797475207e-12,0.0024983648168950909,6.4164140774380046e-11,0.0004024439901675301,3.1180722954084338e-09,8.2577019211083834e-05,3.4042584507458432e-10,2.2263180370360219e-11,0.0002134296383000268,2.7201593360734764e-06,0.0074642731277857937,0.00020018676488918672,0.000234042835931266,6.734526864909081e-07,1.1695550376725243e-08,2.4768583567884046e-08,1.2886282475653841e-07,1.5229479139119812e-10,2.9427506699780377e-06,0.00021304112006870028,2.3288953505680004e-07,0.00015263553433884184,4.3039220825418917e-06,1.4459348347185619e-08,2.0642224940869399e-11
6.588020800624947e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44403921029624993,0.1036006794691947,0.018810252491598976,0.0,0.0028616759620345728,0.0076509852486161632,0.0046652808777177786,6.3989739678235546e-05,1.1044879540150211e-12,0.0024986012336560715,6.427423920901851e-11,0.00040252978822682224,3.1203129054102816e-09,8.2619908916411227e-05,3.4129566789672289e-10,2.2330780085248168e-11,0.0002127214843263308,2.7302052073159446e-06,0.0074634446033448442,0.00019926047083189456,0.00023428119757067139,6.7101522250158047e-07,1.1692621385613707e-08,2.4770223224176552e-08,1.2902797505144354e-07,1.5322489471040914e-10,2.9591419452047573e-06,0.00021400992387575468,2.3339203110333382e-07,0.0001530382936233473,4.3198195256761594e-06,1.44931733233073e-08,2.0707826251061508e-11
6.599494412348551e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44403933205356233,0.10358919036518742,0.018803762033036454,0.0,0.0028653567418519825,0.0076710588447799479,0.0046761663857831206,6.4049120367901081e-05,1.1114651520208008e-12,0.0024988325485463662,6.4383698935408656e-11,0.00040261553469350106,3.122535277284751e-09,8.2661992497750814e-05,3.4216570627698873e-10,2.2398388283665928e-11,0.00021201576847585161,2.7402573955959893e-06,0.0074626163380475995,0.00019834045980030699,0.00023451926090780478,6.6859175862142202e-07,1.1689669086231773e-08,2.4771814430108698e-08,1.2919263355215264e-07,1.5415884794634562e-10,2.975584341328137e-06,0.00021498072193436968,2.3389445252309257e-07,0.00015344122881978846,4.335726970847105e-06,1.4526994617101636e-08,2.0773485589243407e-11
6.610968024072156e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440394453909256,0.10357770676940185,0.018797273703874892,0.0,0.0028690264876973927,0.0076911411349582411,0.0046870507790662515,6.4108075300336553e-05,1.1184730405392186e-12,0.0024990587983877931,6.4492520881986455e-11,0.00040270122959012804,3.1247395077577071e-09,8.2703273646824314e-05,3.4303595896785926e-10,2.2466004644351316e-11,0.00021131249551109384,2.7503158397345954e-06,0.0074617883316143545,0.00019742668496065726,0.00023475702693382606,6.6618221590840868e-07,1.1686693676351817e-08,2.4773357540090664e-08,1.2935680238965218e-07,1.5509665143163163e-10,2.9920777558047842e-06,0.00021595350352852835,2.3439679897494573e-07,0.00015384433835799512,4.3516443212096069e-06,1.4560812190279118e-08,2.0839202823573214e-11
6.62244163579576e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44403955036664428,0.10356622866244754,0.018790787504884075,0.0,0.0028726852486543647,0.0077112320423308994,0.0046979340453919593,6.4166605790836177e-05,1.1255116862727161e-12,0.0024992800198126706,6.4600706001873922e-11,0.00040278687294192553,3.1269256932814657e-09,8.2743756060573513e-05,3.4390642473412451e-10,2.2533628848457006e-11,0.00021061166994091227,2.7603804788783071e-06,0.0074609605837600282,0.00019651909973600115,0.00023499449663858955,6.6378651543274871e-07,1.1683695352595187e-08,2.4774852906730461e-08,1.29520483690558e-07,1.5603830545903226e-10,3.0086220858199442e-06,0.00021692825796597318,2.3489907012121415e-07,0.00015424762067750762,4.3675714804338208e-06,1.4594626005003974e-08,2.0904977823067448e-11
6.633915247519365e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.444039647038737,0.10355475602494459,0.01878430343681569,0.0,0.0028763330736890076,0.0077313314905547948,0.0047088161727261236,6.4224713160606917e-05,1.1325811558517728e-12,0.0024994962492638859,6.4708255272532614e-11,0.00040287246477670061,3.1290939300313157e-09,8.2783443440798658e-05,3.4477710235270787e-10,2.2601260579541958e-11,0.00020991329602364962,2.7704512524982864e-06,0.0074601330941942044,0.00019561765780761023,0.00023523167101055761,6.6140457828864799e-07,1.1680674310434433e-08,2.4776300880834537e-08,1.2968367957699729e-07,1.5698381028242999e-10,3.0252172283072753e-06,0.00021790497457940168,2.3540126562760773e-07,0.0001546510742275615,4.3835083527037051e-06,1.4628436023887458e-08,2.097081045758864e-11
6.645388859242969e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44403973546493397,0.10354328883752506,0.018777821500403514,0.0,0.0028799700116474846,0.0077514394037630453,0.004719697149173684,6.4282398736641421e-05,1.1396815158348593e-12,0.0024997075229949766,6.4815169695419011e-11,0.00040295800512477048,3.1312443139021377e-09,8.2822339493801331e-05,3.4564799061248948e-10,2.2668899523562743e-11,0.00020921737777026463,2.780528100389355e-06,0.0074593058626212004,0.00019472231311628847,0.000235468551036716,6.5903632560583027e-07,1.1677630744195479e-08,2.4777701811408478e-08,1.2984639216649275e-07,1.5793316611779411e-10,3.0418630799684179e-06,0.00021888364272763911,2.3590338516316646e-07,0.00015505469746707185,4.3994548427155017e-06,1.4662242209981385e-08,2.103670059783251e-11
6.656862470966574e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44403981570267465,0.10353182708083421,0.018771341696363662,0.0,0.0028835961112535788,0.0077715557065641695,0.0047305769629766179,6.4339663851591505e-05,1.146812832708394e-12,0.0024999138770702319,6.4921450295641554e-11,0.00040304349401888728,3.1333769405051387e-09,8.2860447930031692e-05,3.4651908831412975e-10,2.2736545368864673e-11,0.00020852391894745067,2.7906109626690436e-06,0.0074584788887401034,0.00019383301986361363,0.00023570513770249094,6.5668167856081165e-07,1.1674564847059962e-08,2.4779056045657813e-08,1.3000862357185007e-07,1.5888637314414134e-10,3.0585595372922703e-06,0.00021986425179678821,2.3640542840020168e-07,0.00015545848886461668,4.415410855676229e-06,1.4696044526771653e-08,2.1102648115316432e-11
6.668336082690178e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44403988780910542,0.1035203707355319,0.018764864025394765,0.0,0.0028872114211063249,0.0077916803240412119,0.0047414556025119382,6.4396509843642698e-05,1.1539751728867027e-12,0.0025001153473647969,6.5027098121619512e-11,0.00040312893149416657,3.13549190516469e-09,8.2897772463740192e-05,3.4739039426989594e-10,2.2804197806172904e-11,0.00020783292308074411,2.8006997797766088e-06,0.007457652172244836,0.00019294973251310506,0.00023594143199166811,6.5434055838792604e-07,1.1671476811067543e-08,2.4780363928988984e-08,1.3017037590104733e-07,1.5984343150448981e-10,3.0753064965740557e-06,0.00022084679120135619,2.3690739501423817e-07,0.00015586244689841857,4.4313762973021319e-06,1.4729842938171817e-08,2.1168652882366604e-11
6.679809694413783e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44403995184107764,0.10350891978229371,0.018758388488178221,0.0,0.0028908159896776889,0.0078118131817508122,0.0047523330562897204,6.4452938056389265e-05,1.1611686027119795e-12,0.0025003119695647981,6.5132114244743658e-11,0.00040321431758801426,3.137589302915259e-09,8.2934316812633896e-05,3.4826190730348946e-10,2.2871856528583316e-11,0.00020714439345762239,2.8107944924720542e-06,0.0074568257128242027,0.00019207240579131776,0.0002361774348863139,6.5201288639011046e-07,1.1668366827118347e-08,2.4781625805010434e-08,1.303316512571274e-07,1.6080434130680837e-10,3.0921038539341112e-06,0.00022183125038535833,2.3740928468395881e-07,0.00015626657005632664,4.4473510738171334e-06,1.4763637408516823e-08,2.1234714772106557e-11
6.691283306137387e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44404000785514508,0.10349747420181232,0.018751915085378379,0.0,0.0028944098653103218,0.0078319542057222399,0.0047632093129511607,6.450894983871018e-05,1.1683931884542462e-12,0.0025005037791674786,6.523649975903887e-11,0.00040329965234005592,3.1396692284984487e-09,8.2970084697536989e-05,3.4913362624987402e-10,2.2939521231553346e-11,0.00020645833313059065,2.8208950418351407e-06,0.0074559995101619427,0.00019120099468886585,0.00023641314736669788,6.4969858394944849e-07,1.1665235084975405e-08,2.4782842015533685e-08,1.3049245173809289e-07,1.6176910262495298e-10,3.1089515053364465e-06,0.00022281761882339947,2.3791109709114895e-07,0.00015667085683579625,4.4633350919512617e-06,1.4797427902556747e-08,2.1300833658445302e-11
6.702756917860992e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44404005590756218,0.10348603397479875,0.018745443817642773,0.0,0.0028979930962153614,0.0078521033224563715,0.0047740843612666386,6.4564546544646048e-05,1.1756489963113195e-12,0.0025006908114813464,6.5340255780828515e-11,0.00040338493579206679,3.1417317763601374e-09,8.3005079842055936e-05,3.5000554995510694e-10,2.300719161289267e-11,0.00020577474492025711,2.8310013692643775e-06,0.0074551735639367843,0.00019033545446137467,0.00023664857041121785,6.4739757253747938e-07,1.1662081773267179e-08,2.478401290057474e-08,1.3065277943680326e-07,1.6273771549960083e-10,3.1258493466070298e-06,0.00022380588602173199,2.3841283192064247e-07,0.00015707530574386882,4.4793282589390633e-06,1.4831214385450609e-08,2.1367009416065365e-11
6.714230529584596e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44404009605428246,0.10347459908198346,0.018738974685602303,0.0,0.0029015657304702971,0.0078722604589246317,0.0047849581901338242,6.4619729533276548e-05,1.1829360924087753e-12,0.0025008731016263361,6.5443383448400771e-11,0.00040347016798790246,3.1437770406477057e-09,8.3039305972248855e-05,3.5087767727617059e-10,2.3074867372753791e-11,0.00020509363141839603,2.8411134164760141e-06,0.0074543478738225014,0.00018947574063036399,0.00023688370499632623,6.4510977372526006e-07,1.1658907079490147e-08,2.4785138798355447e-08,1.3081263644087509e-07,1.63710179939172e-10,3.1427972734518344e-06,0.00022479604151929086,2.3891448886026962e-07,0.00015747991529715006,4.4953304825180058e-06,1.4864996822760371e-08,2.1433241920411697e-11
6.725704141308201e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44404012835095641,0.10346316950411766,0.018732507689871447,0.0,0.0029051278160168881,0.0078924255425678862,0.0047958307885757967,6.4674500168598824e-05,1.1902545427999159e-12,0.0025010506845339823,6.5545883921677019e-11,0.00040355534897343142,3.1458051152073706e-09,8.3072766816299403e-05,3.5175000708080625e-10,2.3142548213622483e-11,0.0002044149949909984,2.8512311255030199e-06,0.0074535224394879666,0.00018862180898406326,0.0002371185520964585,6.4283510919320641e-07,1.1655711190011419e-08,2.4786220045304985e-08,1.3097202483258404e-07,1.6468649592074681e-10,3.1597951814746108e-06,0.00022578807488870655,2.3941606760080506e-07,0.00015788468402178779,4.5113416709268608e-06,1.4898775180444833e-08,2.1499531047680039e-11
6.737177753031805e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44404015285292925,0.10345174522197438,0.018726042831048475,0.0,0.0029086794006591408,0.0079125985012953072,0.0048067021457391919,6.4728859819406789e-05,1.19760441346574e-12,0.0025012235949476058,6.5647758381881939e-11,0.00040364047879646789,3.1478160935816037e-09,8.3105466104195142e-05,3.5262253824734962e-10,2.3210233840308145e-11,0.00020373883778131027,2.8613544386940528e-06,0.0074526972605972073,0.00018777361557815932,0.0002373531126839632,6.4057350074068761e-07,1.1652494290071432e-08,2.478725697606153e-08,1.3113094668876969e-07,1.6566666339097095e-10,3.1768429661944267e-06,0.00022678197573729517,2.3991756783591713e-07,0.00015828961045344863,4.5273617329040753e-06,1.4932549424853751e-08,2.1565876674805624e-11
6.74865136475541e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44404016961524029,0.10344032621634976,0.018719580109715635,0.0,0.002912220532061343,0.0079327792634831928,0.0048175722508923642,6.4782809859171143e-05,1.2049857703149123e-12,0.0025013918674225109,6.5749008031215769e-11,0.00040372555750670515,3.1498100690066516e-09,8.3137407567409889e-05,3.5349526966456667e-10,2.3277923959934117e-11,0.00020306516171285653,2.8714832987124277e-06,0.0074518723368094527,0.00018693111673647906,0.00023758738772903401,6.3832487029540295e-07,1.1649256563786668e-08,2.4788249923473978e-08,1.3128940408074306e-07,1.6665068226695688e-10,3.1939405230629186e-06,0.00022777773370802508,2.4041898926211876e-07,0.00015869469313729403,4.5433905776861369e-06,1.4966319522721977e-08,2.1632278679452473e-11
6.760124976479014e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440401786926208,0.10342891246806404,0.018713119526439361,0.0,0.0029157512577461468,0.0079529677579737185,0.0048284410934235911,6.4836351665920153e-05,1.2123986791837376e-12,0.0025015555363262,6.5849634092528533e-11,0.00040381058515565158,3.1517871344101384e-09,8.3168594938590797e-05,3.5436820023149351e-10,2.3345618281927745e-11,0.00020239396849245237,2.8816176485350603e-06,0.0074510476677792014,0.00018609426905160709,0.00023782137819964365,6.3608913992252489e-07,1.1645998194152472e-08,2.4789199218603833e-08,1.3144739907419574e-07,1.6763855243717071e-10,3.2110877474812979e-06,0.00022877533848046216,2.4092033157871911e-07,0.00015909993062795545,4.5594281150059101e-06,1.5000085441163653e-08,2.1698736940001997e-11
6.771598588202619e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44404018013949254,0.10341750395796281,0.018706661081770461,0.0,0.0029192716250927113,0.0079731639140736953,0.0048393086628392848,6.488948662212135e-05,1.2198432058361332e-12,0.0025017146358385887,6.5949637808996294e-11,0.00040389556179656606,3.1537473824087554e-09,8.3199031951249671e-05,3.5524132885727561e-10,2.3413316518010483e-11,0.00020172525961319947,2.8917574314514256e-06,0.0074502232531562683,0.00018526302938544031,0.00023805508506147911,6.3386623183361339e-07,1.164271936304586e-08,2.479010519072709e-08,1.3160493372911192e-07,1.686302737623178e-10,3.2282845348171116e-06,0.0002297747797716919,2.4142159448777622e-07,0.00015950532148950862,4.5754742550909798e-06,1.5033847147666561e-08,2.1765251335542582e-11
6.783072199926223e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44404017400996654,0.10340610066691797,0.018700204776244313,0.0,0.002922781681334898,0.0079933676615532717,0.0048501749487622316,6.4942216114564167e-05,1.2273194159636047e-12,0.0025018691999522447,6.604902044379934e-11,0.00040398048748439532,3.1556909053060532e-09,8.32287223394584e-05,3.5611465446101038e-10,2.348101838218787e-11,0.00020105903635746835,2.9019025910624893e-06,0.0074493990925858424,0.00018443735486967986,0.00023828850927787898,6.3165606839531812e-07,1.1639420251228426e-08,2.4790968167336358e-08,1.3176201009968288e-07,1.6962584607621232e-10,3.2455307804206996e-06,0.00023077604733721935,2.4192277769405043e-07,0.00015991086429544717,4.591528908661965e-06,1.5067604610086421e-08,2.1831821745858717e-11
6.794545811649828e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44404016035784161,0.10339470257582892,0.01869375061038105,0.0,0.0029262814735595134,0.0080135789306445913,0.0048610399409298576,6.4994541534243129e-05,1.2348273751852226e-12,0.0025020192624726346,6.6147783279802649e-11,0.0004040653622757116,3.1576177950903011e-09,8.3257669837548878e-05,3.5698817597158997e-10,2.3548723590739353e-11,0.00020039529979986578,2.9120530712796443e-06,0.0074485751857085412,0.00018361720290626266,0.0002385216518097722,6.2945857213784374e-07,1.1636101038349266e-08,2.4791788474142997e-08,1.3191863023422312e-07,1.706252691866415e-10,3.2628263796414449e-06,0.00023177913097184713,2.4242388090495953e-07,0.00016031655762865557,4.6075919869308385e-06,1.5101357796641388e-08,2.1898448051420619e-11
6.806019423373432e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44404013923660351,0.10338330966562363,0.01868729858468577,0.0,0.0029297710487046118,0.0080337976520404013,0.0048719036291925153,6.5046464276242058e-05,1.2423671490476032e-12,0.0025021648570183776,6.6245927619238249e-11,0.000404150186228652,3.1595281434324386e-09,8.3285878179817073e-05,3.5786189232754644e-10,2.3616431862208092e-11,0.00019973405081018643,2.9222088163236335e-06,0.0074477515321604718,0.00018280253116773255,0.00023875451361561891,6.2727366576321341e-07,1.163276190294799e-08,2.4792566435079429e-08,1.3207479617508928e-07,1.7162854287622434e-10,3.2801712278437065e-06,0.00023278402051053062,2.4292490383053413e-07,0.00016072240008138116,4.6236634015992182e-06,1.5135106675906547e-08,2.1965130133373839e-11
6.817493035097037e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44404011069942317,0.10337192191725954,0.018680848699648693,0.0,0.002933250453557842,0.0080540237568926878,0.0048827660035118004,6.5097985739619247e-05,1.2499388030248845e-12,0.0025023060170215141,6.6343454783389752e-11,0.00040423495940285843,3.1614220416841162e-09,8.331335110023151e-05,3.587358024768996e-10,2.3684142917390626e-11,0.00019907529005634946,2.9323697707234728e-06,0.0074469281315732837,0.00018199329759755327,0.0002389870956513528,6.2510127215330684e-07,1.1629403022457723e-08,2.4793302372301436e-08,1.322305099586012e-07,1.7263566690325034e-10,3.2975652204225488e-06,0.00023379070582921221,2.4342584618337456e-07,0.0001611283902552054,4.6397430648566681e-06,1.5168851216808539e-08,2.2031867873528986e-11
6.828966646820641e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44404007479915619,0.1033605393117248,0.018674400955745369,0.0,0.0029367197347548507,0.0080742571768111903,0.0048936270539588793,6.5149107327293085e-05,1.2575424025187109e-12,0.0025024427757277899,6.6440366112278999e-11,0.00040431968185941896,3.1632995808758021e-09,8.3340092332145725e-05,3.5960990537700504e-10,2.3751856479326515e-11,0.00019841901800731891,2.9425358793153593e-06,0.0074461049835742232,0.0001811894604103634,0.00023921939887032467,6.2294131437768971e-07,1.1626024573208206e-08,2.4793996606190754e-08,1.3238577361496514e-07,1.736466410025241e-10,3.3150082528191358e-06,0.00023479917684563276,2.4392670767860834e-07,0.00016153452676101498,4.6558308893789677e-06,1.5202591388620191e-08,2.2098661154351911e-11
6.840440258544245e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44404003158834193,0.103349161830039,0.018667955353436856,0.0,0.0029401789387777243,0.0080944978438619638,0.0049044867707128507,6.5199830445928993e-05,1.2651780128582144e-12,0.0025025751661969394,6.6536662964354891e-11,0.000404404353660809,3.1651608517149833e-09,8.3366105608015078e-05,3.6048419999440461e-10,2.3819572273287834e-11,0.00019776523493600777,2.9527070872415832e-06,0.0074452820877861908,0.00018039097809217539,0.00023945142422324831,6.2079371570122027e-07,1.1622626730428933e-08,2.4794649455357543e-08,1.325405891681991e-07,1.7466146488618466e-10,3.3325002205359527e-06,0.00023580942352012215,2.444274880338491e-07,0.00016194080821897139,4.6719267883263867e-06,1.5236327160955308e-08,2.2165509858953313e-11
6.85191387026785e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44403998111920168,0.10333778945325446,0.018661511893169894,0.0,0.0029436281119534953,0.0081147456905658454,0.0049153451440591229,6.5250156505826813e-05,1.2728456992999987e-12,0.0025027032213029961,6.6632346716184145e-11,0.00040448897487083536,3.1670059445844367e-09,8.3391394659117847e-05,3.6135868530467824e-10,2.3887290026768631e-11,0.00019711394092216552,2.9628833399494226e-06,0.0074444594438278066,0.00017959780940051938,0.00023968317265814752,6.186583995914708e-07,1.1619209668252309e-08,2.479526123664314e-08,1.3269495863606009e-07,1.7568013824453315e-10,3.3500410191516802e-06,0.0002368214358563677,2.4492818696915519e-07,0.00016234723325848067,4.6880306753419458e-06,1.5270058503763431e-08,2.2232413871079641e-11
