Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(45),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2OX(23),CO2X(24),CHOX(50)
9.574220812941438e-21,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039999646,0.099999999999997549,0.099999999999999478,1.9346711842482784e-101,7.1783517427439823e-58,8.0798117298151562e-42,5.375015464868321e-80,1.6378367632519507e-48,1.0474907062070944e-130,3.1650454691738889e-34,3.5228377777395474e-125,3.1635661829219284e-34,5.3636933729260396e-80,1.5813137161519838e-62,3.0994257057481189e-115,9.3291724679422429e-117,3.1586752098873283e-53,5.650301979305966e-97,2.4594633955572361e-15,1.0760841675443535e-15,2.3377198995761656e-19,2.3377199009087026e-19,6.6602652249449433e-29,2.5879187363756723e-32,1.1858790852272816e-38,2.9200578850656969e-32,3.4549536552070413e-62,4.7340684845218446e-46,2.0863063522733981e-91,1.7204368286554211e-90
1.9156759802088733e-20,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1928957503999929,0.099999999999995093,0.099999999999998937,9.9155954626892542e-99,1.149614354622299e-56,6.4664174621366463e-41,6.8840275007054759e-78,1.3115977539677166e-47,1.0741871045264878e-127,6.3358020253311635e-34,2.2588263121639832e-123,6.3298810251935379e-34,8.5912309652234818e-79,2.5330463632743311e-61,8.0518847095154903e-113,2.3896697178835917e-114,2.5288607759079594e-52,1.8101260125222542e-95,4.9210635968424293e-15,2.1531032474844275e-15,4.677470831615326e-19,4.6774708369499834e-19,2.664806488451435e-28,2.0711565881532629e-31,1.8976379329867287e-37,1.1687841422043752e-31,2.2124391617652288e-60,3.7901333012913336e-45,5.3463626631083032e-89,4.4087862488615351e-88
3.832183778038333e-20,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039998583,0.099999999999990166,0.099999999999997854,5.0767208118048676e-96,1.8402459162524188e-55,5.1713501291567506e-40,8.8095344221028455e-76,1.0498097993560827e-46,1.10019153199511e-124,1.2686202789693833e-33,1.4476945811062972e-121,1.2662511076695072e-33,1.375343104097963e-77,4.055231253451214e-60,2.1185047247412913e-110,6.1161710145672113e-112,2.0238571903331146e-51,5.7956522262387062e-94,9.8442639994058296e-15,4.3071414073643942e-15,9.3569726916919053e-19,9.3569727130457614e-19,1.0654420797188912e-27,1.6563523998250576e-30,3.0348071163427982e-36,4.6766589737095255e-31,1.4156272909777322e-58,3.0332585357017224e-44,1.3686488139041757e-86,1.1286326491983063e-85
7.66519937369725e-20,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039997167,0.099999999999980313,0.099999999999995703,2.5965612202923969e-93,2.9450840157401379e-54,4.1318787001921384e-39,1.1263196035870369e-73,8.4006052855325391e-46,1.1255381719644712e-121,2.542255492655084e-33,9.2807212102143059e-120,2.5327772647531411e-33,2.2011460529927276e-76,6.4902562625107135e-59,5.7121584485680111e-108,1.5639392444241617e-109,1.6193932424396831e-50,1.8551287060893658e-92,1.9690664804504689e-14,8.6152177271236017e-15,1.8715976395838098e-18,1.8715976481333498e-18,4.2558544055804176e-27,1.3234135138235966e-29,4.8494569672599618e-35,1.8709681096636284e-30,9.0494972437539513e-57,2.4270676798394569e-43,3.5000676313995941e-84,2.8862698442749942e-83
1.5331230565015089e-19,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039994336,0.09999999999996062,0.099999999999991401,1.3259877162352201e-90,4.7126869262920001e-53,3.2962766744950461e-38,1.4378718399585418e-71,6.7213350671143657e-45,1.1496189324297271e-118,5.1037461632305113e-33,5.9560418414930344e-118,5.0658301660537223e-33,3.522311411098223e-75,1.0385919213172023e-57,1.6091000476658279e-105,3.9931071060703234e-107,1.2956375977662779e-49,5.9372439583260818e-91,3.9383466414590651e-14,1.7231370366639112e-14,3.7433983740102626e-18,3.7433984082638449e-18,1.6972166172515493e-26,1.0557718167885151e-28,7.7378907547547837e-34,7.4844814889982532e-30,5.7762750185996362e-55,1.9418384959793481e-42,8.9368825981337381e-82,7.3696416636357274e-81
3.0663292947650765e-19,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039988674,0.099999999999921235,0.099999999999982783,6.7522743142408981e-88,7.5407410597138651e-52,2.6220087814589488e-37,1.8304646297240507e-69,5.3774083756041349e-44,1.1708593024365379e-115,1.0283608476808294e-32,3.8317359919779705e-116,1.0131938317188146e-32,5.6360804311944472e-74,1.6618678003700704e-56,4.8640593446502735e-103,1.0166861396724894e-104,1.036559273734637e-48,1.9000512010825441e-89,7.876906963431553e-14,3.4463675645658531e-14,7.4869998172520208e-18,7.4869999546894215e-18,6.747394076129335e-26,8.3980287943554617e-28,1.2312121386466062e-32,2.9939143832926871e-29,3.676625585410415e-53,1.5535445286091353e-41,2.2754338588057243e-79,1.8763946295518046e-78
6.132741771292211e-19,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1928957503997735,0.099999999999842451,0.099999999999965547,3.4196695667592812e-85,1.2065539115919626e-50,2.0738352255339756e-36,2.3175773328639793e-67,4.3020627784624667e-43,1.1859643067974897e-112,2.0870856990558278e-32,2.4773923721601074e-114,2.0264164013590179e-32,9.0180343280953371e-73,2.6590850045082251e-55,1.6202133392153756e-100,2.5745370057064843e-102,8.2926708391040062e-48,6.0803767927065027e-88,1.5754027607197716e-13,6.8928286203650888e-14,1.4974202601290959e-17,1.4974203154334934e-17,2.6661819962146336e-25,6.6421867394608774e-27,1.9482875193273528e-31,1.197590089919319e-28,2.3274132392566143e-51,1.2428650956753792e-40,5.7618718857498874e-77,4.7514138061218e-76
1.226556672434648e-18,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039954698,0.099999999999684897,0.099999999999931088,1.7135800405088311e-82,1.9305144771804586e-49,1.6222035254840036e-35,2.9033596326603111e-65,3.4417045668870382e-42,1.1885537152899441e-109,4.2955449539529423e-32,1.6175228189034672e-112,4.0528652982928099e-32,1.4429099083205002e-71,4.2546130325719735e-54,6.0062870069889468e-98,6.4508072048180389e-100,6.6342151110425496e-47,1.9457545988644114e-86,3.1508268894014759e-13,1.3785750731944982e-13,2.994860775959051e-17,2.9948609997179726e-17,1.0410951319381261e-24,5.1955244747830003e-26,3.0501080285393603e-30,4.7904088623560129e-28,1.457717060899164e-49,9.9430383264552136e-40,1.4435926975534285e-74,1.19042631643992e-73
2.453121663045502e-18,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039909398,0.099999999999369787,0.099999999999862157,8.4145744571256729e-80,3.0888455626176532e-48,1.2424130112586995e-34,3.5643893724436222e-63,2.753385250673693e-41,1.1672566119188516e-106,9.0765016524104718e-32,1.0761280038426067e-110,8.1057781227748884e-32,2.3086752720192429e-70,6.8074418479048768e-53,2.4307150106185726e-95,1.5840316750360369e-97,5.3074031113830728e-46,6.2264688542875621e-85,6.3016751464787756e-13,2.7571594955030435e-13,5.9897416437076472e-17,5.9897425577616889e-17,3.9742977354544956e-24,3.9789128989102712e-25,4.678343799452454e-29,1.9161731087568304e-27,8.9465615442378008e-48,7.9544771552300641e-39,3.5442527288588157e-72,2.9226694106588776e-71
4.90625164426721e-18,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039818799,0.099999999998739555,0.099999999999724296,3.9819251498292443e-77,4.9421702653915241e-47,9.155234090942533e-34,4.2171518774624256e-61,2.2027166143994873e-40,1.1046778902855811e-103,2.0094567644577353e-31,7.410795497979276e-109,1.6211663894205445e-31,3.6938956050561942e-69,1.0891953753169727e-51,1.0275215221125722e-92,3.7488214792340593e-95,4.2459343324840514e-45,1.9924785016148139e-83,1.2603371659488943e-12,5.5143283400904066e-13,1.1979502723559643e-16,1.1979506513896753e-16,1.4556615992458979e-23,2.9316793849098044e-24,6.9124058443719311e-28,7.6647104686214204e-27,5.290856266533688e-46,6.3635994728310398e-38,8.3853697988269433e-70,6.9146717301032963e-69
9.812511606710625e-18,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039637596,0.099999999997479092,0.099999999999448586,1.7699410289283104e-74,7.9074845872060553e-46,6.3201955340874701e-33,4.6868921942827158e-59,1.7621762970092534e-39,9.8195302969582656e-101,4.7955308734707557e-31,5.4130495774019291e-107,3.242367592700938e-31,5.9102439353083639e-68,1.7427157041482489e-50,4.2944012463737309e-90,8.3350748623738865e-93,3.3967512982991208e-44,6.3759435136456209e-82,2.5206764680931539e-12,1.1028666029146212e-12,2.3959022260683432e-16,2.3959038274106376e-16,4.9712800348356806e-23,2.023363936061179e-23,9.5869646280499168e-27,3.0658869189555996e-26,2.9384793223970485e-44,5.0908853193387695e-37,1.86336739941904e-67,1.5365139268360409e-66
1.9625031531597458e-17,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039275195,0.099999999994958177,0.099999999998897152,7.1651544680521119e-72,1.2651979709406059e-44,3.9591307981672092e-32,4.7444864867453514e-57,1.4097416637070323e-38,7.9490835816271201e-98,1.2697521713647185e-30,4.3221188715687602e-105,6.4848661953099166e-31,9.4563953305383679e-67,2.7883455613579089e-49,1.6831744296366407e-87,1.6882495078409224e-90,2.7174011235771011e-43,2.0403030996503821e-80,5.0413550705505775e-12,2.2057341406782142e-12,4.7918050844614738e-16,4.7918119490133008e-16,1.5301562286074175e-22,1.2668760832503539e-22,1.2098340055259091e-25,1.2263546137538776e-25,1.4859722515293538e-42,4.0727083785982879e-36,3.7708502747761523e-65,3.1092424570071875e-64
3.925007138137112e-17,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575038550388,0.099999999989916336,0.099999999997794284,2.5816696752429035e-69,2.0243154395001619e-43,2.1996316552024074e-31,4.2750375440614954e-55,1.1277926596508222e-37,5.7267811419593526e-95,3.7820865721263073e-30,3.8640920525199816e-103,1.2970248185351072e-30,1.5130224588945988e-65,4.4613466919824224e-48,5.9644951318771842e-85,3.0443002325260451e-88,2.1739186161755614e-42,6.5289667172612504e-79,1.0082712268141046e-11,4.4114692160151302e-12,9.5836066051249447e-16,9.5836360450079343e-16,4.1476906029797309e-22,7.0317001549369908e-22,1.3575782441660024e-24,4.9054125466050874e-25,6.6864589618144731e-41,3.2581632750225385e-35,6.7912781550405126e-63,5.5991401239726228e-62
7.850015108091845e-17,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575037100778,0.099999999979832666,0.099999999995588548,8.2786978779565521e-67,3.238898432441291e-42,1.0867070504313952e-30,3.4284253803467699e-53,9.0223238439063638e-37,3.6714429378457099e-92,1.2534493775495242e-29,3.8783701349445804e-101,2.594255131004002e-30,2.4208314695579518e-64,7.1381287700093779e-47,1.896284702191631e-82,4.8864018464180981e-86,1.7391302733175439e-41,2.0892655847438566e-77,2.0165426634024465e-11,8.8229393659278768e-12,1.9167192861989978e-15,1.9167317327803107e-15,9.9654415635737583e-22,3.46708667530252e-21,1.3552015121759839e-23,1.9621593564830244e-24,2.6774311888082331e-39,2.6065236856686381e-34,1.0885125900900223e-60,8.9724737497324532e-60
1.5700031048001311e-16,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575034201559,0.099999999959665326,0.099999999991177077,2.4170026939949164e-64,5.1822181919180384e-41,4.9059113297331592e-30,2.5031579076145402e-51,7.217828505078767e-36,2.1425799485885941e-89,4.4950209557324184e-29,5.866906304684047e-99,5.1893314181139017e-30,3.8733145252884611e-63,1.142091114037405e-45,5.5106676429616052e-80,7.1408845134436194e-84,1.3912964404397282e-40,6.6856230315206898e-76,4.033085524860123e-11,1.7645879662709035e-11,3.8334298238108108e-15,3.8334814696998296e-15,2.1955581238764032e-21,1.5589921090085656e-20,1.2321774865771327e-22,7.8485902584525813e-24,9.7620700697246079e-38,2.0852072738327469e-33,1.5884915451131718e-58,1.3088286812717695e-57
3.140006292782024e-16,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575028403119,0.099999999919330632,0.099999999982354135,6.6168287489504061e-62,8.2914829634549865e-40,2.0927991717119709e-29,1.7135825257634903e-49,5.7742128216760237e-35,1.1720106448877793e-86,1.6942482876593857e-28,7.0881030514369823e-97,1.0381946675977124e-29,6.1972513664117795e-62,1.8273160837089966e-44,1.50415906019222e-77,9.7877333912127328e-82,1.1130245527396906e-39,2.1393817536294459e-74,8.0661712008994454e-11,3.529176024409399e-11,7.6668240441778116e-15,7.6670353624763205e-15,4.6052526541787853e-21,6.5977805048841354e-20,1.0514462132769149e-21,3.1393979961509385e-23,3.3383143470871182e-36,1.6681469080327604e-32,2.173844462187546e-56,1.7896305628921969e-55
6.280012668745809e-16,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575016806237,0.099999999838661258,0.09999999996470825,1.7362318451801385e-59,1.3266160788856745e-38,8.6522079387946184e-29,1.1242849430107196e-47,4.6192898586955823e-34,6.1400057270350239e-84,6.5694347496658163e-28,8.7928386018767279e-95,2.0777028209649373e-29,9.9154352072876516e-61,2.9236104967582616e-43,3.9361022079696253e-75,1.2881089369527961e-79,8.9039942184256605e-39,6.8459081655590179e-73,1.6132342365473981e-10,7.058352135815451e-11,1.5333505066990869e-14,1.5334363728472325e-14,9.4265811241899948e-21,2.6850267951830853e-19,8.606466495655671e-21,1.2557286393035941e-22,1.0944330110500518e-34,1.3344871773971302e-31,2.8515915837402233e-54,2.3436740465091347e-53
9.420019044709595e-16,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575005209356,0.099999999757991884,0.099999999947062365,1.3200031708835397e-58,4.9450480363938346e-38,1.8566855081511951e-28,6.3128718258395451e-47,1.371338097620632e-33,5.284230578747236e-83,1.3830281862010868e-27,4.905330244023572e-94,3.1181961048220019e-29,3.751180121662713e-60,1.1146116964474837e-42,2.9907515046501066e-74,8.4748378152060685e-79,2.5459535596212577e-38,3.193579426193786e-72,2.4198513342544407e-10,1.0587528242350562e-10,2.3000078673388451e-14,2.3001915459553964e-14,1.4247928230083998e-20,5.6999244150428086e-19,2.464468425889997e-20,2.6683799767557258e-22,5.128993628836853e-34,3.8157508100447321e-31,1.8900203165702411e-53,1.5526002899583761e-52
1.256002542067338e-15,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289574993612474,0.09999999967732251,0.09999999992941648,6.4975281020059051e-58,1.2819558098429043e-37,3.1836928920304611e-28,2.3044996768442575e-46,2.9880421338172183e-33,3.1120600545853799e-82,2.3476756197667377e-27,2.517172349585941e-93,4.1596745482110803e-29,9.7642198322840163e-60,2.9988949380439852e-42,1.4714556486750945e-73,3.4773751878955137e-78,5.3700925477935989e-38,9.7244085377380322e-72,3.2264684132110727e-10,1.4116704344014732e-10,3.0666544864876237e-14,3.0669693260053887e-14,1.9069211486237289e-20,9.6773728144260283e-19,5.1874486088742225e-20,4.5518752654322704e-22,1.6539948975741211e-33,8.0484322096200978e-31,8.5361114340622305e-53,7.0098331597588305e-52
1.884003817260095e-15,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289574970418716,0.099999999515983762,0.099999999894124725,8.2298852676298939e-57,4.7483150769654025e-37,6.625282418435304e-28,1.495046256307031e-45,8.6731758947361294e-33,7.0151183043261659e-81,4.8368522213116297e-27,3.3125332828735777e-92,6.2449436355022444e-29,3.5832693760867257e-59,1.2129091731983878e-41,1.8625001098098339e-72,2.6813209502626756e-77,1.4667118219734009e-37,4.4304080843169225e-71,4.8397025271182738e-10,2.1175056535911281e-10,4.5999225156305493e-14,4.6005787533887416e-14,2.8711619929094582e-20,1.9810144894439024e-18,1.4071263702522363e-19,9.4238552101925836e-22,9.0545145607503994e-33,2.19823591817788e-30,9.8352476156620841e-52,8.0736431232262777e-51
2.5120050924528522e-15,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289574947224955,0.099999999354645014,0.099999999858832969,4.2000100154363977e-56,1.2276147182714137e-36,1.1300974304465746e-27,5.4770196456560917e-45,1.8966908782106667e-32,4.2779179869882443e-80,8.2032812704533995e-27,1.5158899206734312e-91,8.3338357518421703e-29,9.2915544023383564e-59,3.2853532504839602e-41,9.4997942045389133e-72,1.1109479421494066e-76,3.0688024926123294e-37,1.330731571078334e-70,6.4529365720735297e-10,2.8233408709895648e-10,6.1331510457307938e-14,6.1342734560295609e-14,3.8353779585863535e-20,3.3268037361620558e-18,2.9214595431837389e-19,1.6027152155854424e-21,2.8928300923226045e-32,4.5993709108081946e-30,4.4119529896911688e-51,3.6194787463161833e-50
3.1400063676456093e-15,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289574924031194,0.099999999193306294,0.099999999823541214,1.641547238637865e-55,2.6707748549540026e-36,1.7299046957854403e-27,1.6059155761171252e-44,3.5583831832268919e-32,2.0069637803029089e-79,1.2509601314198509e-26,5.6092915357439229e-91,1.0426609886466678e-28,2.0315477149394964e-58,7.3802473749425476e-41,3.7109502542527889e-71,3.6765713297918642e-76,5.5865472061701732e-37,3.3203494900827228e-70,8.0661705431517103e-10,3.5291760864688395e-10,7.6663372564344626e-14,7.6680611726903724e-14,4.7995673556202043e-20,5.0123489654954319e-18,5.2714237344526049e-19,2.4485308715682386e-21,7.5145358316178049e-32,8.3728431821156903e-30,1.5654957175842332e-50,1.2836459979034018e-49
4.3960089180311235e-15,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289574877643681,0.099999998870628853,0.099999999752957688,3.7421194922614856e-54,1.0040071222997715e-35,3.3346243633183894e-27,1.3127332856279061e-43,9.7359204358102577e-32,8.9600453378489511e-78,2.4000801469426328e-26,7.4331788515221481e-90,1.4624049464819727e-28,7.8138886621339961e-58,2.8617378432915219e-40,8.4274483273932959e-70,5.0799508797622144e-75,1.4749479841818532e-36,1.8216369666472428e-69,1.1292638259036322e-09,4.9408465115493547e-10,1.0732580068212916e-13,1.073593170874445e-13,6.7278645918677199e-20,9.3216639298389354e-18,1.3553902121289277e-18,4.7081873123326379e-21,4.0909478468479325e-31,2.210579598789139e-29,2.1799684047312941e-49,1.7810434914690413e-48
6.908014018802153e-15,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289574784868657,0.09999999822527407,0.099999999611790652,2.1405867815748911e-52,6.4084136110374816e-35,8.1550548865697163e-27,2.3717221906791862e-42,3.8662162603832022e-31,8.1568469468423312e-76,5.8426156047261043e-26,2.245063082289793e-88,2.3066211400501601e-28,5.1573419046108916e-57,1.8402685218570365e-39,4.7789941612000284e-68,2.0818203545167962e-73,5.7028090409083117e-36,2.072687102186963e-68,1.77455727912543e-09,7.7641873383420509e-10,1.6864550462979996e-13,1.6872894945892955e-13,1.0584135065390889e-19,2.1179336745275188e-17,4.9266543919591204e-18,1.1485225669004093e-20,4.0877042940382781e-30,8.5470887007701303e-29,6.4735502768536013e-48,5.243678420912076e-47
9.420019119573181e-15,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289574692093645,0.099999997579919411,0.099999999470623616,1.587575543818648e-51,2.1002527904238281e-34,1.5125973780618674e-26,1.2094363510206718e-41,9.6788009117874999e-31,7.0038476682104796e-75,1.0812072793458484e-25,1.4970529740297768e-87,3.1571483115811866e-28,1.7003890034670645e-56,6.0723638850471524e-39,3.5339044219945587e-67,1.4370817756078279e-72,1.4151791220925328e-35,8.7685177155648353e-68,2.4198506123039537e-09,1.0587528133950193e-09,2.2995833348212553e-13,2.3011547314600764e-13,1.4439973178153589e-19,3.6776095714443974e-17,1.1635960829939017e-17,2.1274502619580414e-20,1.6636376092975572e-29,2.1210003354319025e-28,4.0292168956987424e-47,3.2527200449819965e-46
