Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),CH3X(21),CH3OO(77),H2X(49),HOX(22),C2H4(47),H2OX(23),C2H6X(52),CH4OX(60),C2H4X(205)
0.0,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.954475442754078e-24,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996532,0.022821567693054285,0.0,1.1834819644753848e-65,2.6489253826586836e-36,0.0,1.5518087095222813e-54,0.0,5.2552967771870545e-20,-4.759658341464102e-106,5.255296777187022e-20,2.1155103255724354e-72,2.7464695825725851e-70,0.0,0.0,3.8894740668100403e-50,9.3787208580252365e-86,2.870061841740908e-18,8.4977430085419995e-20,3.4019314764104544e-22,3.4019314764071879e-22,2.9751714871615682e-37,1.807271087047849e-52,8.0348610209985875e-38,1.4703891464305311e-98,2.7942691959483647e-54,2.7413489634766195e-71,4.7000433203273155e-87,2.6892260770728282e-115
1.667253123971142e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996532,0.022821567693054285,0.0,2.6475817990482694e-64,1.5999509311258444e-35,0.0,2.3450933299014535e-53,0.0,1.4714830976123857e-19,9.1885852368780854e-105,1.4714830976123657e-19,5.9660776195721695e-71,8.6353398055123944e-69,0.0,0.0,4.617583612114779e-49,4.8546960390789159e-84,8.0361731568745403e-18,2.3793680423917604e-19,9.5254081339494347e-22,9.5254081339297052e-22,1.7970035782438673e-36,2.1455922345431995e-51,4.8530560566807371e-37,1.3847122808439706e-96,3.3173563894174417e-53,7.7310427185035009e-70,2.7069843111407436e-85,4.5854459545810281e-113
3.81086428336261e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996531,0.022821567693054285,0.0,5.2313346152038154e-63,7.7030750127714418e-35,0.0,2.5227443921368995e-52,0.0,3.3633899373997885e-19,9.7021759499143137e-103,3.3633899373996917e-19,1.297752198118227e-69,1.9264968076857599e-67,0.0,0.0,4.5335709722672665e-48,2.119750284849511e-82,1.8368395787141792e-17,5.43855552546688e-19,2.1772361449028049e-21,2.1772361448933061e-21,8.6517986846400473e-36,2.1065551790629505e-50,2.3365375849027712e-36,1.2102456821646844e-94,3.2570001747587922e-52,1.6816706589218007e-68,1.2139253843505793e-83,8.0142533842484059e-111
8.098086602145546e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996528,0.022821567693054285,0.0,9.3090104762629755e-62,3.36413523597652e-34,0.0,2.3188367270052539e-51,0.0,7.1472036169747593e-19,7.6687614928428525e-101,7.1472036169743385e-19,2.4058138620872244e-68,3.6081153112438541e-66,0.0,0.0,4.0098921839047917e-47,7.8912988260580258e-81,3.9032841047676236e-17,1.1556930491617121e-18,4.6266268079187899e-21,4.6266268078773041e-21,3.7784677886685387e-35,1.8632241999028052e-49,1.0204273496630809e-35,9.0288082957816126e-93,2.8807797701738203e-51,3.117533985738176e-67,4.5670906921733195e-82,1.1969488205668158e-108
1.6672531239711417e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999982,0.11866996602996524,0.022821567693054285,0.0,1.5701112633388774e-60,1.4044602378856266e-33,0.0,1.9838136398588721e-50,0.0,1.471483097612537e-18,5.4353465617865577e-99,1.4714830976123612e-18,4.1349793408431932e-67,6.2321219251933817e-65,0.0,0.0,3.370555994687677e-46,2.7186720947297992e-79,8.0361731568744916e-17,2.37936804239176e-18,9.5254081339518026e-21,9.5254081337786088e-21,1.5774359224690764e-34,1.5661522076981908e-48,4.2600833132997915e-35,6.2280211937692815e-91,2.4214689767545667e-50,5.3582443881272133e-66,1.5814385055931449e-80,1.6522102464190219e-106
3.382142051484316e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999971,0.11866996602996516,0.022821567693054285,0.0,2.5789210235435661e-59,5.7376783358539574e-33,0.0,1.6402554806290327e-49,0.0,2.9850085694429274e-18,3.6577390630239224e-97,2.9850085694422087e-18,6.8534250124058174e-66,1.0354763787737448e-63,0.0,0.0,2.7633854448389163e-45,9.0222814658454782e-78,1.6301951261088142e-16,4.8267180288518538e-18,1.9322970786022e-20,1.9322970785314462e-20,6.4443404478483541e-34,1.2840262028017551e-47,1.7403830365638773e-34,4.1360598924845544e-89,1.985266566007308e-49,8.8808971182686933e-65,5.2615455194066052e-79,2.1951062154571751e-104
6.811919906510665e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999955,0.11866996602996499,0.022821567693054282,0.0,4.1805490004022576e-58,2.3192613209359984e-32,0.0,1.3338285161722419e-48,0.0,6.0120595131047787e-18,2.3999763877887097e-95,6.0120595131018744e-18,1.1159025998190932e-64,1.6880878380672588e-62,0.0,0.0,2.237861178801014e-44,2.9397790585683487e-76,3.2833507469515094e-16,9.7214180017720376e-18,3.89180960901791e-20,3.8918096087319118e-20,2.6049054450742803e-33,1.0398377096561602e-46,7.034906496978822e-34,2.6961241948942889e-87,1.6077203364545252e-48,1.4460238734755248e-63,1.7165820055017178e-77,2.8622065179933749e-102
1.3671475616563362e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999921,0.11866996602996466,0.022821567693054278,0.0,6.7326508126855569e-57,9.3256477666648251e-32,0.0,1.0757810195465899e-47,0.0,1.2066161400432766e-17,1.5551489825383226e-93,1.2066161400421086e-17,1.8010712950795136e-63,2.726266367338701e-61,0.0,0.0,1.8012253661645283e-43,9.4923684381575747e-75,6.5896619886367627e-16,1.9510817947612388e-17,7.810834669856013e-20,7.8108346687060258e-20,1.0474210226056778e-32,8.3695185256730042e-46,2.8287049616964704e-33,1.7413753980437995e-85,1.2940331949490813e-47,2.3338883617123532e-62,5.5462790464256125e-76,3.6975561479076904e-100
2.7390587036668757e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999855,0.11866996602996398,0.022821567693054268,0.0,1.0807400036430296e-55,3.7400018542231973e-31,0.0,8.6412581837701213e-47,0.0,2.4174365175105874e-17,1.0014724107270547e-91,2.4174365175059032e-17,2.8942732201005078e-62,4.3823935610200689e-60,0.0,0.0,1.445369919044301e-42,3.0512370138872136e-73,1.3202284472006719e-15,3.9089617839293018e-17,1.5648884791558945e-19,1.5648884786946985e-19,4.2006267706030183e-32,6.7160115229839454e-45,1.1344372064849957e-32,1.1195799760836985e-83,1.0383801430406581e-46,3.750495942327808e-61,1.7833719974172366e-74,4.7547005703511352e-98
