Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(33),CO2X(34),CH3X(22),HX(19),CH2X(134),CHX(26),H2X(36),C2H6X(39),CX(24),C2H3X(136),C2H5X(38),C2H4X(51),C2H3X(50),CH2(T)(29),C3H8X(43),C3H6(143),C3H6X(157),C3H5X(155),HOCXO(25),C3H5X(156),C3H5X(144),allyl(160),C4H8(202),C4H8X(281),C4H7X(280),C4H7X(203),C4H7(284),C4H7X(335),C4H8(148),C4H8X(439)
4.1990220247784185e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105555764587858,0.09996633804403475,0.0,0.099969531601929118,0.0,1.1348539359617119e-25,0.0,3.6235754087506274e-22,0.0,4.4152449986214735e-13,3.2002323073463257e-43,9.5654846042173097e-23,1.0736916338037628e-31,0.0,0.0,0.0,0.0,2.9741109021299753e-46,3.3661955438557184e-05,3.0468398070762409e-05,8.5095212292004957e-14,5.2694678323085639e-13,5.5000766575812451e-17,7.2356304858721144e-17,2.9569958422441867e-29,7.1267218574038884e-26,1.7852321361935767e-27,2.7620603871390835e-36,2.57886947134492e-34,3.2842088824235767e-50,1.1880488024513763e-52,2.0299917962089563e-31,4.2753918444460869e-47,8.7699860628485809e-66,6.4363229416092834e-70,1.0366296669056457e-72,6.3760432188860786e-27,5.183148334528488e-73,1.0688544418015009e-75,2.2579472864196945e-73,5.1879152577770777e-86,2.7509683047432207e-90,4.171714745224928e-93,2.8955743326665214e-95,5.1347398415687872e-91,6.4193530102653559e-93,4.2632185066060013e-84,2.4814769675995825e-88
4.220557612590787e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105549292407583,0.099966318996753165,0.0,0.099969485927407981,0.0,1.1524013325410574e-25,0.0,3.6480021729164733e-22,0.0,4.4421867425114703e-13,3.2421484123131929e-43,9.6637680032825279e-23,1.0873835581842486e-31,0.0,0.0,0.0,0.0,3.0483698072171385e-46,3.3681002717470737e-05,3.0514072591890682e-05,8.5101139031313034e-14,5.2964909877800024e-13,5.5118790424140592e-17,7.3015760605096584e-17,3.0068175580544265e-29,7.197854445626027e-26,1.8125601459314856e-27,2.8212747819882101e-36,2.5959258295248034e-34,3.3801786493551538e-50,1.2247853685459443e-52,2.0614748573889165e-31,4.3492529309271328e-47,9.0941781873952189e-66,6.7051394037740646e-70,1.081113977425309e-72,6.4088928931955558e-27,5.4055698871268183e-73,1.1083899203409977e-75,2.3548995502254563e-73,5.4419515165796227e-86,2.899799713559224e-90,4.4009333728773054e-93,3.0375784489017253e-95,5.3879072839996882e-91,6.6970535501157745e-93,4.4473643862329651e-84,2.6012895406046564e-88
4.242093200403156e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105542902673677,0.099966300285648027,0.0,0.099969440741174101,0.0,1.1701286614081524e-25,0.0,3.6724322738171356e-22,0.0,4.4691301655981116e-13,3.2843437029391634e-43,9.7625528989602239e-23,1.1011657114795372e-31,0.0,0.0,0.0,0.0,3.1240302445306062e-46,3.3699713819884837e-05,3.0559258825784559e-05,8.5106895846656427e-14,5.3235141383245151e-13,5.5235462142167623e-17,7.3676621642242954e-17,3.0572010608164612e-29,7.2691647267749179e-26,1.8401363518161722e-27,2.8813969552429766e-36,2.612982522083633e-34,3.4783474446080085e-50,1.2624364256629038e-52,2.0932804217862618e-31,4.4238857300788344e-47,9.4283882014615194e-66,6.9835183449138418e-70,1.1272378273962277e-72,6.4417425629652184e-27,5.6361891369814246e-73,1.1491478372865748e-75,2.4554272645407585e-73,5.7068752661854882e-86,3.0557599221256012e-90,4.6413429979003773e-93,3.1856778488071958e-95,5.652000543985624e-91,6.985061032424095e-93,4.6383344343460374e-84,2.7261393070518796e-88
4.2636287882155246e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105536594270868,0.099966281904786847,0.0,0.099969396038007155,0.0,1.1880368399772618e-25,0.0,3.6968656158440173e-22,0.0,4.4960752148662585e-13,3.3268181385513383e-43,9.8618392785977269e-23,1.1150380949331834e-31,0.0,0.0,0.0,0.0,3.2011100042088399e-46,3.3718094678370515e-05,3.0603961992721368e-05,8.5112488068427483e-14,5.3505372840393178e-13,5.5350796310116526e-17,7.4338871864559793e-17,3.1081495390260947e-29,7.3406505540541478e-26,1.8679612791332582e-27,2.9424350907886063e-36,2.6300395070188312e-34,3.5787513883871574e-50,1.3010191805658563e-52,2.125410093261966e-31,4.4992923602416244e-47,9.7728648942769164e-66,7.2717403868313818e-70,1.1750517295399325e-72,6.4745922284587197e-27,5.8752586476999614e-73,1.1911585702100116e-75,2.5596406501476999e-73,5.9830869352334428e-86,3.2191462735916568e-90,4.8934218286126062e-93,3.3400970491008252e-95,5.92742424234527e-91,7.2836948827727872e-93,4.836339814060469e-84,2.8562066015179044e-88
4.2851643760278933e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105530366099903,0.099966263848341702,0.0,0.099969351812742718,0.0,1.2061267856572045e-25,0.0,3.721302106380409e-22,0.0,4.5230218389638948e-13,3.369571678820618e-43,9.9616271295444831e-23,1.1290007095712113e-31,0.0,0.0,0.0,0.0,3.2796269897841184e-46,3.373615112081419e-05,3.0648187257164922e-05,8.5117920860251697e-14,5.3775604250197849e-13,5.5464807382240085e-17,7.5002495340316695e-17,3.1596661811690934e-29,7.4123098041671412e-26,1.8960354471465665e-27,3.0043973897847854e-36,2.6470967441389803e-34,3.6814269470814685e-50,1.3405510577426687e-52,2.1578654753361232e-31,4.5754749156436633e-47,1.0127861720218411e-65,7.5700926204064952e-70,1.2246074472751794e-72,6.5074418899341805e-27,6.1230372363762124e-73,1.2344530666781204e-75,2.6676526584635698e-73,6.2709992554222468e-86,3.3902666745348636e-90,5.1576656093177973e-93,3.5010674750981585e-95,6.2145955156666646e-91,7.5932824747421623e-93,5.0415969344520475e-84,2.9916770859835457e-88
4.306699963840262e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105524217077373,0.099966246110587548,0.0,0.099969308060271544,0.0,1.2243994158513525e-25,0.0,3.7457416557085414e-22,0.0,4.5499699881500871e-13,3.4126042837754575e-43,1.0061916439151997e-22,1.1430535562115337e-31,0.0,0.0,0.0,0.0,3.3595992181667609e-46,3.375388887226476e-05,3.0691939728362273e-05,8.5123199224198996e-14,5.4045835613594668e-13,5.5577509686830787e-17,7.5667476310144373e-17,3.2117541757207895e-29,7.4841403771458172e-26,1.9243593691631948e-27,3.0672920704839637e-36,2.6641541950009324e-34,3.7864109339033875e-50,1.3810497007887627e-52,2.190648171195628e-31,4.6524354666712314e-47,1.0493636857706432e-65,7.8788687131707969e-70,1.2759580180992264e-72,6.5402915476442798e-27,6.3797900904964598e-73,1.2790628514541811e-75,2.7795790226175253e-73,6.5710375652478307e-86,3.5694399047854373e-90,5.4345881575001935e-93,3.66882763152681e-95,6.5139443272914683e-91,7.9141592791499952e-93,5.2543275489022268e-84,3.1327418736357079e-88
4.3282355516526306e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105518146135393,0.099966228685900355,0.0,0.099969264775538955,0.0,1.2428556479576355e-25,0.0,3.7701841769195073e-22,0.0,4.5769196142445837e-13,3.4559159138145785e-43,1.0162707194773832e-22,1.1571966354730465e-31,0.0,0.0,0.0,0.0,3.4410448196297073e-46,3.3771313556748226e-05,3.0735224460934197e-05,8.512832800583209e-14,5.4316066931501279e-13,5.5688917426277001e-17,7.6333799185525983e-17,3.2644167111456906e-29,7.5561401961773445e-26,1.952933552598028e-27,3.1311273680512756e-36,2.6812118228489627e-34,3.8937405095194012e-50,1.4225329737902178e-52,2.223759783701699e-31,4.7301760601367424e-47,1.0870453268476955e-65,8.1983690179505457e-70,1.3291577772633743e-72,6.5731412018363665e-27,6.645788886317217e-73,1.3250200337454324e-75,2.8955383091704665e-73,6.8836401194056721e-86,3.7569959344054766e-90,5.724721914242444e-93,3.8436232765316324e-95,6.8259137841363324e-91,8.2466690151787818e-93,5.4747588546850363e-84,3.2795976547537253e-88
4.3497711394649993e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105512152221437,0.099966211568755348,0.0,0.099969221953544407,0.0,1.2614963993685376e-25,0.0,3.7946295858259436e-22,0.0,4.6038706705789749e-13,3.4995065297186952e-43,1.0263999383765545e-22,1.1714299477844062e-31,0.0,0.0,0.0,0.0,3.5239820377934468e-46,3.3788430699050185e-05,3.0778046455459226e-05,8.5133311899097366e-14,5.4586298204817806e-13,5.5799044677163668e-17,7.700144854728945e-17,3.3176569758971205e-29,7.6283072074291335e-26,1.9817584990376827e-27,3.195911534386083e-36,2.6982695925559069e-34,4.0034531826713603e-50,1.465018962706682e-52,2.2572019153972683e-31,4.8086987195443223e-47,1.1258578757229801e-65,8.52890068258023e-70,1.3842623817446542e-72,6.6059908527525146e-27,6.9213119087236343e-73,1.3723573144966135e-75,3.0156519704821938e-73,7.2092584039295472e-86,3.9532762479425172e-90,6.0286185081123442e-93,4.0257075989108254e-95,7.1509604594254029e-91,8.5911638034026704e-93,5.7031235938037309e-84,3.4324468247013861e-88
4.371306727277368e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105506234298069,0.099966194753725243,0.0,0.099969179589340831,0.0,1.2803225874710984e-25,0.0,3.8190778008774208e-22,0.0,4.6308231119493902e-13,3.5433760926613076e-43,1.0365792993484681e-22,1.1857534933924988e-31,0.0,0.0,0.0,0.0,3.6084292296113047e-46,3.3805245726466931e-05,3.0820410659051557e-05,8.5138155451062943e-14,5.4856529434427188e-13,5.5907905390415484e-17,7.7670409144101166e-17,3.3714781584168703e-29,7.7006393798722884e-26,2.0108347043038799e-27,3.2616528379451155e-36,2.7153274705662215e-34,4.1155868107888077e-50,1.5085259767541083e-52,2.2909761685142194e-31,4.8880054453530073e-47,1.1658286031653101e-65,8.8707777606894076e-70,1.4413288345155296e-72,6.6388405006296553e-27,7.2066441725780265e-73,1.421107993729562e-75,3.1400443977299458e-73,7.5483574571384674e-86,4.1586341760785771e-90,6.3468493327672962e-93,4.2153413986234373e-95,7.4895547214084148e-91,8.9480043207263205e-93,5.9396601550850991e-84,3.5914976140459488e-88
4.3928423150897367e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105500391342702,0.099966178235478487,0.0,0.099969137678033962,0.0,1.2993351296469153e-25,0.0,3.843528743078427e-22,0.0,4.6577768945706756e-13,3.5875245642185969e-43,1.0468088011290715e-22,1.2001672723706166e-31,0.0,0.0,0.0,0.0,3.6944048653550657e-46,3.3821763970525635e-05,3.0862321965932692e-05,8.5142863066508673e-14,5.512676062119538e-13,5.6015513391480717e-17,7.8340665890961876e-17,3.4258834471348653e-29,7.7731347051035315e-26,2.0401626585162587e-27,3.3283595635672063e-36,2.7323854248408926e-34,4.2301796005924601e-50,1.5530725497873095e-52,2.3250841449804877e-31,4.9680982152374658e-47,1.2069852762823817e-65,9.2243213235654507e-70,1.5004155091134841e-72,6.671690145699636e-27,7.5020775455678162e-73,1.4713059779288555e-75,3.2688429745824258e-73,7.901416196463791e-86,4.373435234796976e-90,6.6800061385285614e-93,4.4127932706089334e-95,7.8421810681393043e-91,9.3175599572475738e-93,6.1846126775394171e-84,3.7569642208255398e-88
4.4143779029021053e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105494622347412,0.099966162008777643,0.0,0.09996909621478188,0.0,1.3185349432721412e-25,0.0,3.8679823359088897e-22,0.0,4.6847319760319919e-13,3.6319519063784672e-43,1.0570884424545047e-22,1.2146712846263403e-31,0.0,0.0,0.0,0.0,3.7819275286009386e-46,3.3837990668674198e-05,3.0903785217997074e-05,8.5147439012372995e-14,5.5396991765971866e-13,5.6121882380553856e-17,7.9012203867704813e-17,3.480876030468856e-29,7.8457911971658654e-26,2.0697428461546216e-27,3.3960400122996046e-36,2.7494434248041437e-34,4.3472701086889471e-50,1.5986774416823432e-52,2.3595274464270159e-31,5.0489789843463386e-47,1.2493561645984233e-65,9.5898595730946182e-70,1.5615821745123786e-72,6.7045397881893177e-27,7.8079108725623078e-73,1.5229857874734763e-75,3.4021781315333955e-73,8.2689277512292469e-86,4.5980574721904414e-90,7.02870163818054e-93,4.6183397919598398e-95,8.2093384683908062e-91,9.7002089750562709e-93,6.4382311549939431e-84,3.9290669449863543e-88
4.435913490714474e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105488926318674,0.099966146068477674,0.0,0.099969055194794515,0.0,1.3379229457174869e-25,0.0,3.8924385052471473e-22,0.0,4.711688315253807e-13,3.676658081548783e-43,1.0674182220610949e-22,1.2292655299091541e-31,0.0,0.0,0.0,0.0,3.8710159162158686e-46,3.3853930965941262e-05,3.0944805205371523e-05,8.5151887422060593e-14,5.5667222869589746e-13,5.6227025932835388e-17,7.9685008317496697e-17,3.5364590968241082e-29,7.9186068923679948e-26,2.0995757461206121e-27,3.4647025012258782e-36,2.7665014412918994e-34,4.4668972421569686e-50,1.6453596397187251e-52,2.3943076741945787e-31,5.1306496855581035e-47,1.29297004616944e-65,9.9677279557840377e-70,1.6248900202974354e-72,6.7373894283206667e-27,8.1244501014876082e-73,1.5761825641145014e-75,3.5401834008989467e-73,8.6513998014568569e-86,4.8328918230352328e-90,7.393570127253346e-93,4.8322657124886067e-95,8.5915407087809219e-91,1.0096338668981075e-92,6.7007715420079056e-84,4.1080323250111628e-88
4.4574490785268427e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105483302277184,0.099966130409524345,0.0,0.099969014613332907,0.0,1.3575000543482201e-25,0.0,3.9168971792953005e-22,0.0,4.7386458724462271e-13,3.7216430525648319e-43,1.077798138685355e-22,1.2439500078177824e-31,0.0,0.0,0.0,0.0,3.9616888383441597e-46,3.3869589916566934e-05,3.0985386666968838e-05,8.5156212299615797e-14,5.5937453932866163e-13,5.6330957498826787e-17,8.035906464534237e-17,3.5926358345931243e-29,7.9915798491027252e-26,2.129661831798841e-27,3.5343553632953606e-36,2.7835594465019197e-34,4.5891002591249994e-50,1.6931383599614814e-52,2.4294264293404625e-31,5.2131122297345213e-47,1.3378562137360404e-65,1.0358269277866986e-69,1.6904016821457332e-72,6.7702390663108238e-27,8.4520084107291173e-73,1.6309320784988171e-75,3.6829954724825426e-73,9.049354922772252e-86,5.078342471257276e-90,7.7752681190502439e-93,5.0548641487302108e-95,8.9893167471876427e-91,1.0506345529296595e-92,6.9724958610769446e-84,4.2940932767606776e-88
4.4789846663392114e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105477749257598,0.099966115026952601,0.0,0.099968974465708835,0.0,1.3772671865241648e-25,0.0,3.9413582885068654e-22,0.0,4.7656046090686499e-13,3.7669067826960566e-43,1.0882281910639806e-22,1.2587247178072746e-31,0.0,0.0,0.0,0.0,4.0539652183944412e-46,3.388497248560477e-05,3.1025534291035326e-05,8.5160417523765619e-14,5.62076849566026e-13,5.6433690404659526e-17,8.1034358416592892e-17,3.6494094321553628e-29,8.0647081476643592e-26,2.1600015711174355e-27,3.6050069471541609e-36,2.8006174139455762e-34,4.7139187693406464e-50,1.742033048643038e-52,2.464885312645019e-31,5.296368505971622e-47,1.3840444809138467e-65,1.0761833821493971e-69,1.7581812676140806e-72,6.8030887023722044e-27,8.7909063380708754e-73,1.6872707377388351e-75,3.8307542499119073e-73,9.4633309374833968e-86,5.3348272204174894e-90,8.174474994684568e-93,5.286436781422205e-95,9.4032110725287973e-91,1.0930635406402694e-92,7.253672311134894e-84,4.4874892345493814e-88
4.50052025415158e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105472266308378,0.099966099915885009,0.0,0.099968934747284188,0.0,1.3972252595997025e-25,0.0,3.9658217655166696e-22,0.0,4.7925644877906485e-13,3.8124492356520902e-43,1.0987083779338447e-22,1.2735896591958322e-31,0.0,0.0,0.0,0.0,4.14786409302695e-46,3.3900083550495458e-05,3.1065252715692687e-05,8.5164506851836261e-14,5.6477915941585099e-13,5.6535237852456258e-17,8.1710875355457781e-17,3.7067830778769833e-29,8.1379898900653029e-26,2.1905954266080397e-27,3.6766656169777198e-36,2.8176753184012063e-34,4.8413927347317959e-50,1.7920633835449506e-52,2.500685924618082e-31,5.3804203818482652e-47,1.4315651884214719e-65,1.1178779462011957e-69,1.8282943822361346e-72,6.835938336712572e-27,9.1414719111811657e-73,1.7452355930282087e-75,3.9836029076518838e-73,9.8938812719070326e-86,5.6027778723447423e-90,8.5918936683940182e-93,5.5272940565041759e-95,9.8337840709843989e-91,1.1369623677488281e-92,7.5445753773608862e-84,4.6884662944774862e-88
4.5220558419639487e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105466852491519,0.099966085071530195,0.0,0.099968895453470402,0.0,1.4173751909237725e-25,0.0,3.9902875450729081e-22,0.0,4.8195254724540994e-13,3.8582703755881306e-43,1.1092386980319999e-22,1.2885448311714002e-31,0.0,0.0,0.0,0.0,4.2434046121411228e-46,3.3914927902612725e-05,3.1104546529473837e-05,8.516848392354764e-14,5.6748146888584559e-13,5.6635612920722443e-17,8.2388601343522036e-17,3.7647599601105948e-29,8.211423199851906e-26,2.2214438554652551e-27,3.7493397523049025e-36,2.834733135869005e-34,4.9715624699597047e-50,1.843249275379491e-52,2.5368298655052523e-31,5.4652697036722452e-47,1.4804492103460661e-65,1.160947178633415e-69,1.90080815593065e-72,6.8687879695351155e-27,9.5040407796537666e-73,1.8048643473035431e-75,4.1416879486973231e-73,1.0341575320017831e-85,5.8826406140461354e-90,9.0282512684034609e-93,5.7777553896788606e-95,1.0281612398739261e-90,1.182373541519146e-92,7.8454859422996734e-84,4.8972773600407429e-88
4.5435914297763174e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105461506882389,0.099966070489181338,0.0,0.099968856579727997,0.0,1.4377178978398697e-25,0.0,4.0147555639712976e-22,0.0,4.8464875280364846e-13,3.9043701671096829e-43,1.1198191500956688e-22,1.3035902327980136e-31,0.0,0.0,0.0,0.0,4.3406060388635137e-46,3.3929510248782008e-05,3.1143420271853258e-05,8.5172352264689034e-14,5.7018377798357126e-13,5.6734828564767551e-17,8.3067522418267738e-17,3.8233432671950165e-29,8.285006221919715e-26,2.2525473096055198e-27,3.8230377478735982e-36,2.8517908435273855e-34,5.1044686429641048e-50,1.8956108691710742e-52,2.5733187352940585e-31,5.5509182967239656e-47,1.5307279604464184e-65,1.2054284212402685e-69,1.9757912697227098e-72,6.9016376010385412e-27,9.8789563486140871e-73,1.8661953629520931e-75,4.3051592629501256e-73,1.0806998813495428e-85,6.1748764130255308e-90,9.484299833610522e-93,6.0381493745774172e-95,1.0747289361324275e-90,1.2293405558268226e-92,8.1566913983031254e-84,5.1141822900398886e-88
4.565127017588686e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410545622856953,0.099966056164214626,0.0,0.099968818121566105,0.0,1.4582542976860476e-25,0.0,4.0392257609912823e-22,0.0,4.8734506206153552e-13,3.9507485752767199e-43,1.1304497328622484e-22,1.3187258630219309e-31,0.0,0.0,0.0,0.0,4.4394877495360103e-46,3.3943835212772319e-05,3.1181878433771468e-05,8.5176115290680307e-14,5.7288608671644282e-13,5.6832897617153893e-17,8.3747624771601042e-17,3.8825361874550602e-29,8.3587371223281669e-26,2.2839062357254361e-27,3.8977680134578656e-36,2.8688484196907906e-34,5.2401522755004707e-50,1.9491685456375438e-52,2.6101541337199875e-31,5.6373679654976626e-47,1.5824333984936166e-65,1.2513598109746505e-69,2.053313982779826e-72,6.934487231417137e-27,1.0266569913899693e-72,1.9292676695654362e-75,4.474170186284492e-73,1.1290754198245226e-85,6.4799614211424657e-90,9.9608170263715563e-93,6.3088139945715793e-95,1.1231425299635058e-90,1.277907908428186e-92,8.4784857613007865e-84,5.33944804881154e-88
4.586662605401055e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105451016654419,0.099966042092087967,0.0,0.099968780074541713,0.0,1.4789853077949135e-25,0.0,4.0636980768341966e-22,0.0,4.9004147173338757e-13,3.9974055656072492e-43,1.1411304450693012e-22,1.3339517206775334e-31,0.0,0.0,0.0,0.0,4.5400692337043471e-46,3.39579073367617e-05,3.1219925458154054e-05,8.5179776310021577e-14,5.7558839509173225e-13,5.6929832788171949e-17,8.4428894748384716e-17,3.9423419092012993e-29,8.4326140881148981e-26,2.3155210753595418e-27,3.9735389737065579e-36,2.8859058437688875e-34,5.3786547436695933e-50,2.0039429225713196e-52,2.6473376602723902e-31,5.7246204939402166e-47,1.6355980366492443e-65,1.298780292113679e-69,2.133448159764769e-72,6.9673368608608632e-27,1.0667240798824431e-72,1.9941209717391149e-75,4.6488775603045161e-73,1.1793461017469103e-85,6.7983873871449189e-90,1.0458606861668937e-92,6.5900968382756972e-95,1.1734647982707269e-90,1.3281211184324865e-92,8.811169785907482e-84,5.5733488588024454e-88
4.6081981932134235e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105445870251327,0.099966028268339238,0.0,0.099968742434259461,0.0,1.499911845493634e-25,0.0,4.0881724540633531e-22,0.0,4.9273797863674835e-13,4.0443411040803796e-43,1.1518612854545576e-22,1.3492678044930199e-31,0.0,0.0,0.0,0.0,4.6423700941069302e-46,3.397173108277701e-05,3.1257565740424996e-05,8.518333852763531e-14,5.7829070311657204e-13,5.702564666634096e-17,8.5111318844976339e-17,4.0027636207298795e-29,8.5066353271096915e-26,2.3473922649375439e-27,4.0503590679834645e-36,2.9029630962271036e-34,5.5200177784395151e-50,2.0599548562204019e-52,2.6848709142002672e-31,5.8126776456875157e-47,1.6902549458811243e-65,1.3477296285342107e-69,2.2162672985070011e-72,7.0001864895554127e-27,1.108133649253562e-72,2.060795656918238e-75,4.8294417927981618e-73,1.2315756301362715e-85,7.1306620780105614e-90,1.097850045294375e-92,6.8823553187819227e-95,1.2257603007328374e-90,1.3800267439785707e-92,9.1550510818758453e-84,5.8161663555090103e-88
4.629733781025792e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105440788487065,0.099966014688585209,0.0,0.099968705196370869,0.0,1.5210348281039306e-25,0.0,4.11264883704598e-22,0.0,4.9543457968915518e-13,4.0915551571388494e-43,1.1626422527559079e-22,1.3646741130958966e-31,0.0,0.0,0.0,0.0,4.7464100466639442e-46,3.3985310834108121e-05,3.1294803629014648e-05,8.518680504810397e-14,5.8099301079795558e-13,5.7120351718933289e-17,8.5794883707773033e-17,4.0638045103223097e-29,8.5807990677481832e-26,2.3795202358409811e-27,4.1282367502089314e-36,2.9200201585484633e-34,5.6642834661600086e-50,2.1172254426692469e-52,2.7227554945179341e-31,5.9015411642984292e-47,1.7464377624165928e-65,1.3982484160985575e-69,2.3018465579945812e-72,7.0330361176822954e-27,1.1509232789973547e-72,2.1293328032890457e-75,5.0160269188917503e-73,1.2858294963516534e-85,7.4773097092324133e-90,1.1521356774881425e-92,7.1859568966720539e-95,1.2800954204566036e-90,1.4336724001172403e-92,9.5104442319016906e-84,6.0681897448041181e-88
4.651269368838161e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105435770500849,0.099966001348519934,0.0,0.099968668356574017,0.0,1.5423551729420791e-25,0.0,4.1371271718969618e-22,0.0,4.9813127190501018e-13,4.1390476916910954e-43,1.1734733457114062e-22,1.3801706450182645e-31,0.0,0.0,0.0,0.0,4.8522089204667464e-46,3.3998650896697233e-05,3.1331643425862146e-05,8.5190178878806555e-14,5.8369531814274225e-13,5.721396029252164e-17,8.6479576131762142e-17,4.1254677662452796e-29,8.6551035588854359e-26,2.4119054144593625e-27,4.2071804887029584e-36,2.9370770131967038e-34,5.8114942490696518e-50,2.1757760192195024e-52,2.7609930000105566e-31,5.9912127734863197e-47,1.8041806942332978e-65,1.4503780951506298e-69,2.3902627866884099e-72,7.0658857454189103e-27,1.1951313933442718e-72,2.1997741877164167e-75,5.2088006629090301e-73,1.3421750204098171e-85,7.8388713841861321e-90,1.2088063443441091e-92,7.5012793068498194e-95,1.336538405329388e-90,1.4891067769004967e-92,9.8776709107902007e-84,6.3297159626732354e-88
4.672804956650529e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410543081544409,0.099965988243913409,0.0,0.099968631910612962,0.0,1.5638737973189121e-25,0.0,4.1616074064243199e-22,0.0,5.0082805239254619e-13,4.1868186751128509e-43,1.1843545630592636e-22,1.3957573987019158e-31,0.0,0.0,0.0,0.0,4.9597866577675457e-46,3.4011755500503748e-05,3.1368089386912621e-05,8.5193462932957163e-14,5.8639762515765803e-13,5.7306484613547488e-17,8.7165383059079048e-17,4.1877565767504797e-29,8.7295470696093997e-26,2.4445482222457518e-27,4.2871987660297772e-36,2.9541336435805886e-34,5.9616929257956742e-50,2.2356281657706284e-52,2.7995850292395899e-31,6.0816941773482035e-47,1.8635185275875223e-65,1.5041609631227124e-69,2.4815945511606916e-72,7.098735372938624e-27,1.2407972755804157e-72,2.2721622937273113e-75,5.4079345009389214e-73,1.4006813919893991e-85,8.215905542717331e-90,1.2679537513422871e-92,7.8287107892375585e-95,1.3951594100795777e-90,1.5463796576788772e-92,1.0257060005990799e-83,6.6010498373819871e-88
4.694340544462897e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105425922480217,0.09996597537061036,0.0,0.099968595854277253,0.0,1.5855916185398159e-25,0.0,4.1860894900763827e-22,0.0,5.0352491835088906e-13,4.2348680752483197e-43,1.1952859035378451e-22,1.4114343725032469e-31,0.0,0.0,0.0,0.0,5.069163313969363e-46,3.4024628800844853e-05,3.1404145722608859e-05,8.5196660032548566e-14,5.8909993184929906e-13,5.7397936788910298e-17,8.7852291577571589e-17,4.2506741300744276e-29,8.8041278890544075e-26,2.4774490757718081e-27,4.3683000788438847e-36,2.9711900340194133e-34,6.1149226518466151e-50,2.2968037062003866e-52,2.8385331805480777e-31,6.1729870605914891e-47,1.9244866335800188e-65,1.5596401872531026e-69,2.5759221650594589e-72,7.131585000410823e-27,1.2879610825298024e-72,2.3465403195401596e-75,5.6136037241160078e-73,1.4614197121288567e-85,8.6089884190886533e-90,1.3296726293870635e-92,8.1686503233816827e-95,1.4560305390530376e-90,1.6055419376080953e-92,1.0648947739508641e-83,6.8825042540972474e-88
4.715876132275265e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105421090784479,0.09996596272452879,0.0,0.099968560183401514,0.0,1.6075095539047316e-25,0.0,4.2105733738905979e-22,0.0,5.0622186706721152e-13,4.2831958604109498e-43,1.2062673658856703e-22,1.4272015646979895e-31,0.0,0.0,0.0,0.0,5.1803590576162561e-46,3.4037274879712755e-05,3.1439816598377915e-05,8.5199772911204077e-14,5.9180223822413326e-13,5.7488328806575678e-17,8.8540288919371828e-17,4.3142236144383079e-29,8.8788443262147184e-26,2.5106083867822988e-27,4.4504929377375208e-36,2.9882461697096516e-34,6.2712269400979736e-50,2.359324709745205e-52,2.8778390520658614e-31,6.2650930887583314e-47,1.9871209747593537e-65,1.6168598174148126e-69,2.6733277184010688e-72,7.1644346280010118e-27,1.33666385920061e-72,2.4229521861401682e-75,5.8259875026178887e-73,1.5244630356260765e-85,9.0187145094275872e-90,1.3940608181611146e-92,8.5215078670113276e-95,1.5192258897138001e-90,1.6666456423661891e-92,1.1053677791200644e-83,7.1744003219840225e-88
