Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(45),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),H2OX(23),H2X(46),OCX(25),CHOX(50),CO2X(24),CH4OX(57),HOCOX(184),COX(47)
1.5669446999257546e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19048209413532721,0.097604308735382742,0.099999309923270371,3.5666580571865034e-14,3.0589929343477787e-07,9.6641835925701711e-08,2.0776149689697379e-16,1.6791471169168778e-19,2.7398641642136899e-32,8.6938961107406111e-14,5.9473806824553302e-44,5.3030511338157191e-16,7.0157636732765171e-31,2.1137399858281159e-12,1.9464457494241757e-32,6.3796082576197262e-36,2.0707071094806254e-11,5.2833896912883102e-36,0.0023911946700194888,9.8408559260542788e-07,5.2731725129970159e-10,1.6909004939644482e-05,1.6134663670192631e-15,1.3838130546416651e-07,4.3386521985472782e-06,1.1525105211335191e-08,5.9589037342390014e-08,7.9761779239972009e-10,1.9031514520553655e-08,1.1085979444177249e-16,3.8371881498489328e-16,2.3095402964401596e-14,8.5275836434017382e-20,2.3208026388301999e-19
1.5766178927635435e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19047413639964819,0.097596445885975242,0.09999930748178619,3.6388205609179247e-14,3.1007289262697811e-07,9.834890216222394e-08,2.1150602881781846e-16,1.6892048405975311e-19,2.8222016970632916e-32,8.8235305785021075e-14,6.2035086406395708e-44,5.364924403667099e-16,7.1629564722556862e-31,2.1311544853815961e-12,1.9936056357670448e-32,6.5335531939351523e-36,2.0878336365710923e-11,5.4294630634403199e-36,0.0023990303190049938,9.8404304575442768e-07,5.2725281426074501e-10,1.7003397129630413e-05,1.6354673645905577e-15,1.3997355571098776e-07,4.3640300097508388e-06,1.1542536771511477e-08,6.0092926122336072e-08,8.1294522275457997e-10,1.9261919697847451e-08,1.1283299727070952e-16,3.8896920854133429e-16,2.3432179315748507e-14,8.644265463497506e-20,2.3642626419633473e-19
1.5862910856013325e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19046623423426781,0.097588638487527038,0.099999305025190874,3.7119670295706953e-14,3.1427406276016849e-07,1.0007480432460418e-07,2.1529383755254212e-16,1.6992601146665505e-19,2.9064661914160882e-32,8.9542078777675508e-14,6.4688780984554684e-44,5.4271103272661569e-16,7.3122485761280256e-31,2.148590999849273e-12,2.0416014077413882e-32,6.6902102441430443e-36,2.1049817577495025e-11,5.5785909718303231e-36,0.0024068105214745438,9.8400078713733349e-07,5.2718883355710884e-10,1.7097668476275096e-05,1.6576979886570369e-15,1.4157350018435038e-07,4.389394349473048e-06,1.1559839851714769e-08,6.059797281946744e-08,8.2845913441656586e-10,1.9493658291203299e-08,1.1482836065240945e-16,3.9425649870236918e-16,2.3771504614742668e-14,8.7617692404953318e-20,2.4082453191507394e-19
1.5959642784391215e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19045838724673567,0.097580886147637408,0.099999302553497385,3.7861043503626527e-14,3.1850277218079738e-07,1.0181961892485775e-07,2.1912513932252562e-16,1.7093129567646288e-19,2.9926898248622958e-32,9.0859290099356506e-14,6.7437584207483176e-44,5.4896081231962627e-16,7.4636557954085088e-31,2.1660493413684609e-12,2.0904424235162228e-32,6.8496094424189028e-36,2.1221512702346598e-11,5.7308168362746255e-36,0.00241453566979723,9.839588147367263e-07,5.2712530571688672e-10,1.7191819021775129e-05,1.680158044971956e-15,1.4318111633657128e-07,4.4147452726529465e-06,1.157701597770286e-08,6.1104184372889375e-08,8.4416040539584734e-10,1.9726729541008938e-08,1.1684598236514078e-16,3.9958068790557469e-16,2.4113379047502072e-14,8.880095064585819e-20,2.452753400284391e-19
1.6056374712769105e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19045059504738035,0.097573188476684558,0.09999930006671881,3.8612394108946876e-14,3.2275898912866579e-07,1.0358342204875907e-07,2.2300014985552875e-16,1.7193633844014557e-19,3.0809050888567972e-32,9.2186949643654568e-14,7.0284249626887648e-44,5.5524170109709313e-16,7.6171939496248405e-31,2.1835293244663281e-12,2.1401380831261019e-32,7.0117809526777233e-36,2.1393419736316075e-11,5.8861844024722217e-36,0.0024222061535634346,9.8391712654048292e-07,5.2706222770454552e-10,1.7285848808473064e-05,1.7028482898872822e-15,1.447963816701267e-07,4.4400828339455665e-06,1.1594066649001615e-08,6.1611567714163442e-08,8.6004990907193174e-10,1.9961132691338893e-08,1.1888595999868505e-16,4.0494177836213312e-16,2.4457802768902344e-14,8.9992426637665545e-20,2.4977896090493442e-19
1.6153106641146994e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19044285724928961,0.097565545087805974,0.099999297564868209,3.9373790991084925e-14,3.2704268174086111e-07,1.0536628935672026e-07,2.2691908438722139e-16,1.7294114149567928e-19,3.1711447905084711e-32,9.3525067185242115e-14,7.3231591614665817e-44,5.615536211033241e-16,7.772878867173976e-31,2.2010307660247567e-12,2.1906978283276688e-32,7.1767550682622784e-36,2.1565536698910905e-11,6.0447377421891457e-36,0.0024298223596045348,9.8387572055548445e-07,5.269995963482559e-10,1.7379757878859344e-05,1.7257704178304372e-15,1.4641927373878081e-07,4.4654070877231125e-06,1.1610993339543722e-08,6.2120129764913931e-08,8.7612851420372788e-10,2.0196866989929009e-08,1.2094839112182592e-16,4.1033977204708746e-16,2.4804775903022408e-14,9.1192123425100121e-20,2.5433566629451274e-19
1.6249838569524884e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19043517346829061,0.097557955596878715,0.099999295047958778,4.0145303032449318e-14,3.3135381805567822e-07,1.0716829608466891e-07,2.3088215766270623e-16,1.7394570656826523e-19,3.2634420525460493e-32,9.4873652381325254e-14,7.6282486287388336e-44,5.6789649447552815e-16,7.9307263851810806e-31,2.2185534852198771e-12,2.2421311424469882e-32,7.3445622107310913e-36,2.1737861632699361e-11,6.2065212534399088e-36,0.0024373846720124799,9.8383459480899686e-07,5.2693740813812344e-10,1.7473546275572615e-05,1.7489239612238223e-15,1.4804977014893525e-07,4.4907180880755219e-06,1.1627797498333736e-08,6.2629877434552879e-08,8.9239708493958871e-10,2.0433931688159289e-08,1.2303337225795485e-16,4.1577467072321732e-16,2.515429854358237e-14,9.2400043255522637e-20,2.5894572733070488e-19
1.6346570497902774e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1904275433229308,0.097550419622500176,0.099999292516003757,4.0926999118035023e-14,3.3569236601637179e-07,1.0898951704492616e-07,2.3488958393803454e-16,1.7495003537031359e-19,3.3578303129810804e-32,9.6232714773070006e-14,7.943987243832843e-44,5.7427024344376224e-16,8.0907523493604665e-31,2.2360973034904415e-12,2.294447550225053e-32,7.5152329297100867e-36,2.1910392602923385e-11,6.3715796606660287e-36,0.0024448934721592085,9.8379374733149512e-07,5.2687566011086221e-10,1.7567214041401658e-05,1.7723093267077246e-15,1.4968784855646837e-07,4.5160158888144625e-06,1.1644480549890807e-08,6.3140817618084885e-08,9.0885648082733771e-10,2.0672326041025448e-08,1.2514099966734918e-16,4.2124647594615621e-16,2.5506370754373478e-14,9.3616182100251192e-20,2.6360941453273267e-19
1.6443302426280664e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19041996643445822,0.097542936785968593,0.0999992899690164,4.171894813502547e-14,3.4005829347471664e-07,1.1083002662708578e-07,2.3894157698171415e-16,1.7595412960149998e-19,3.45434332741544e-32,9.760226378700366e-14,8.270675247704223e-44,5.8067479033087642e-16,8.2529726138780436e-31,2.2536620445143691e-12,2.3476566176788596e-32,7.6887979029121885e-36,2.2083127697120018e-11,6.539958014911733e-36,0.0024523491387159553,9.8375317616881407e-07,5.2681434929649199e-10,1.7660761219287227e-05,1.7959288334999753e-15,1.5133348666800447e-07,4.5413005434743113e-06,1.1661043894798887e-08,6.3652957193979582e-08,9.2550755682427426e-10,2.0912049307110709e-08,1.272713699080802e-16,4.2675518904428691e-16,2.5860992569680539e-14,9.4840542038667701e-20,2.6832699780760793e-19
1.6540034354658554e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19041244242680272,0.097535506711264028,0.099999287407010001,4.2521218972399959e-14,3.4445156819459239e-07,1.1268989879889309e-07,2.4303835007621008e-16,1.7695799094904354e-19,3.5530151691157777e-32,9.8982308736391115e-14,8.608619337650336e-44,5.8711005755246288e-16,8.4174030412161957e-31,2.2712475341449112e-12,2.40176795195138e-32,7.865287934658192e-36,2.2256065024751127e-11,6.7117016939968361e-36,0.0024597520476723959,9.837128793916795e-07,5.2675347213209641e-10,1.7754187852323096e-05,1.81978178725141e-15,1.5298666224274626e-07,4.5665721053125869e-06,1.1677488910373998e-08,6.4166303022160454e-08,9.4235116330715862e-10,2.1153100748571164e-08,1.294245782887694e-16,4.3230081114259081e-16,2.6218163994697126e-14,9.6073127204219503e-20,2.7309874645221431e-19
1.6636766283036443e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19040497092655667,0.097528129025029262,0.09999928482999805,4.3333880520550529e-14,3.4887215785544532e-07,1.1456920710712366e-07,2.4718011601943699e-16,1.7796162108769197e-19,3.6538802277722567e-32,1.0037285882258757e-13,8.9581327627795718e-44,5.9357596761680369e-16,8.5840595020406877e-31,2.2888536003762254e-12,2.4567912011538663e-32,8.0447339555673728e-36,2.2429202716841593e-11,6.8868564026868628e-36,0.0024671025723556638,9.8367285507366635e-07,5.2669302567124528e-10,1.7847493983757457e-05,1.8438679386123784e-15,1.5464735308871371e-07,4.5918306273141705e-06,1.1693816951069066e-08,6.4680861942073664e-08,9.5938814608218121e-10,2.1395479631110218e-08,1.3160071965173694e-16,4.3788334317868718e-16,2.6577885005933355e-14,9.7313932630455438e-20,2.7792492915537473e-19
1.6733498211414333e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1903975515629564,0.097520803356551014,0.099999282237993925,4.4157001670908443e-14,3.5332003005551003e-07,1.1646802467846318e-07,2.5136708712624615e-16,1.7896502167969465e-19,3.7569732124315989e-32,1.0177392313636781e-13,9.3195354202366735e-44,6.0007244312482158e-16,8.7529578750687151e-31,2.3064800733350956e-12,2.5127360542318563e-32,8.2271670230785087e-36,2.2602538925625248e-11,7.0654681728604333e-36,0.0024744010834492412,9.8363310129793929e-07,5.2663300720983587e-10,1.794067965699449e-05,1.8681904711650166e-15,1.5631553706398526e-07,4.6170761621921045e-06,1.1710029348908026e-08,6.5196640770803108e-08,9.7661934639491061e-10,2.1639185223946792e-08,1.3379988960740796e-16,4.4350278587362993e-16,2.6940155551616605e-14,9.8562958502125512e-20,2.8280581399990404e-19
1.6830230139792223e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.190390183967863,0.097513529337741073,0.099999279631011184,4.4990651315572877e-14,3.5779515231506325e-07,1.1838642422038717e-07,2.5559947522990232e-16,1.7996819437514705e-19,3.8623291520281605e-32,1.0318551065923232e-13,9.6931539521843665e-44,6.0659940677003125e-16,8.9241140469392775e-31,2.324126785214968e-12,2.5696122408197441e-32,8.4126183197288236e-36,2.2776071824198537e-11,7.2475833636739652e-36,0.0024816479490116978,9.8359361617683583e-07,5.2657341313735292e-10,1.8033744915596307e-05,1.8927486279112656e-15,1.5799119207929058e-07,4.6423087623877825e-06,1.1726127414166506e-08,6.571364630129338e-08,9.9404560094022409e-10,2.1884216799801942e-08,1.3602218233147132e-16,4.4915913974847302e-16,2.7304975552085499e-14,9.9820211218795027e-20,2.8774166846464618e-19
1.6926962068170113e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19038286777574415,0.097506306603117751,0.099999277009063303,4.5834898346949534e-14,3.6229749207964208e-07,1.2032447802204117e-07,2.5987749168355613e-16,1.8097114081201196e-19,3.9699833927583566e-32,1.0460763026469125e-13,1.0079321843541717e-43,6.1315678133848976e-16,9.0975439120858193e-31,2.3417935702325202e-12,2.6274295310773506e-32,8.6011191524436978e-36,2.2949799606181834e-11,7.4332486617237115e-36,0.0024888435344953179,9.83554397827835e-07,5.2651424043536588e-10,1.8126689803283974e-05,1.9175410333311488e-15,1.5967429609361246e-07,4.6675284800754755e-06,1.1742112435761931e-08,6.6231885300662722e-08,1.0116677418722186e-09,2.2130573634878274e-08,1.382676911157867e-16,4.5485240515785703e-16,2.7672344900177009e-14,1.0108568567963645e-19,2.9273275942649689e-19
1.7014020803710212e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19037632685235353,0.097499849689951512,0.099999274636526303,4.6603838380372082e-14,3.6637284187038739e-07,1.2208559024616683e-07,2.6376689302873423e-16,1.8187360049801369e-19,4.0688667289096135e-32,1.0589655008815493e-13,1.0437883865195517e-43,6.1908435604669477e-16,9.2555879413987931e-31,2.3577107038931341e-12,2.6802778435381025e-32,8.7734032313244285e-36,2.3106319758586353e-11,7.6034216221167476e-36,0.0024952760169238411,9.8351932784923407e-07,5.2646134331027655e-10,1.8210237321335333e-05,1.9400584115789143e-15,1.6119544042341371e-07,4.6902152543573116e-06,1.1756403351220978e-08,6.6699360586880492e-08,1.0276958356956718e-09,2.2353427287641578e-08,1.4030857718752388e-16,4.6000790351714733e-16,2.8005156895244743e-14,1.0223164077942644e-19,2.9727218858745959e-19
1.710107953925031e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1903698270085479,0.097493433760230425,0.099999272251888538,4.7381468322121515e-14,3.7047018758142951e-07,1.2386273274803045e-07,2.6769357754885555e-16,1.8277587940840791e-19,4.169666799926741e-32,1.0719401431885202e-13,1.0807139566000138e-43,6.2503644497566931e-16,9.4154981407307846e-31,2.373643846123165e-12,2.7339035757882319e-32,8.9482058931660956e-36,2.32629950311272e-11,7.776542746996686e-36,0.0025016675191897684,9.8348447108313087e-07,5.2640878302802201e-10,1.8293687406589454e-05,1.9627690443635671e-15,1.6272258463280611e-07,4.712891673512554e-06,1.177060463868407e-08,6.7167845335482913e-08,1.0438838681310712e-09,2.2577353294086402e-08,1.4236841303385003e-16,4.6519330031570191e-16,2.8340033637028537e-14,1.0338425901731432e-19,3.0185676870480759e-19
1.718813827479041e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19036336798319589,0.097487058552860384,0.099999269855160028,4.816783839399963e-14,3.7458950533693438e-07,1.2565595736078246e-07,2.7165769832866878e-16,1.8367797871235995e-19,4.2724100385998004e-32,1.0850002920617888e-13,1.1187346667375878e-43,6.310129920285378e-16,9.5772861128189656e-31,2.389592880173821e-12,2.7883139339184018e-32,9.1255502185121758e-36,2.3419824148292494e-11,7.9526467518262062e-36,0.002508018302366132,9.8344982619356448e-07,5.2635655688427761e-10,1.8377040091256124e-05,1.9856681759174059e-15,1.6425571275846914e-07,4.7355577750250932e-06,1.1784717195214209e-08,6.7637344419645919e-08,1.0602324364239562e-09,2.2802351133696326e-08,1.444472647267131e-16,4.7040859541972532e-16,2.8676974991767138e-14,1.0454353846595478e-19,3.0648669308912243e-19
1.727519701033051e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19035694951683083,0.097480723808411912,0.099999267446350751,4.8962998817154232e-14,3.7873077121928105e-07,1.274653156453028e-07,2.7565940814154472e-16,1.8457989957110934e-19,4.3771230888227596e-32,1.0981460093175186e-13,1.1578767628487664e-43,6.3701394116903038e-16,9.7409634652058352e-31,2.4055576905615267e-12,2.8435161502557963e-32,9.3054593690869549e-36,2.3576805847233656e-11,8.1317685672898109e-36,0.0025143286258615992,9.8341539183105135e-07,5.2630466364234477e-10,1.8460295407651407e-05,2.0087616722201315e-15,1.6579480886704429e-07,4.7582135962081781e-06,1.1798741904835804e-08,6.8107862691756567e-08,1.0767421348652637e-09,2.3028420288177616e-08,1.4654520127251563e-16,4.7565378859182477e-16,2.9015980808583056e-14,1.0570947359322716e-19,3.1116215466100453e-19
1.736225574587061e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19035057135163952,0.097474429269109319,0.099999265025470768,4.9766999811888673e-14,3.8289396127056999e-07,1.292908588907218e-07,2.7969885945032571e-16,1.8548164313825755e-19,4.4838328073349585e-32,1.1113773561010946e-13,1.1981669705975166e-43,6.4303923642145471e-16,9.9065418101679554e-31,2.4215381630429394e-12,2.8995174832889318e-32,9.4879565871382193e-36,2.3733938877585031e-11,8.3139433393827088e-36,0.0025205987474311176,9.8338116666654743e-07,5.2625310095013209e-10,1.8543453388200564e-05,2.0320521379167828e-15,1.6733985706090717e-07,4.7808591742021518e-06,1.1812679638937076e-08,6.8579404982571207e-08,1.0934135547971322e-09,2.3255560241447207e-08,1.4866229089892435e-16,4.8092887945300603e-16,2.9357050919691639e-14,1.0688207336111332e-19,3.1588334595222991e-19
1.7440608607856702e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19034486524871277,0.097468798347409569,0.09999926283636669,5.049820090208232e-14,3.8665955764874691e-07,1.3094772812505847e-07,2.8336676036819856e-16,1.8629306171169987e-19,4.5816010728370361e-32,1.1233588314541666e-13,1.2354322731439981e-43,6.4848277185922755e-16,1.0057197270592228e-30,2.4359338859223375e-12,2.950607947942969e-32,9.6544361552170907e-36,2.3875486969749629e-11,8.4805401339235554e-36,0.0025262076959071582,9.8335054180045273e-07,5.2620697491196808e-10,1.8618212375436102e-05,2.0531766956937556e-15,1.6873547635418308e-07,4.801231467030864e-06,1.1825149945795278e-08,6.9004672554873817e-08,1.1085565909828453e-09,2.346090130758436e-08,1.5058410093167559e-16,4.8570202334823483e-16,2.9665778839175689e-14,1.0794310896774549e-19,3.2017167583945936e-19
1.7518961469842794e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19033919139660169,0.097463199598800523,0.099999260637500864,5.1236640141844086e-14,3.9044287564769078e-07,1.3261778551024872e-07,2.8706546585150753e-16,1.8710433843743099e-19,4.6810284388356672e-32,1.1354097593588382e-13,1.2736697586508464e-43,6.5394594163541392e-16,1.020941041660127e-30,2.4503421219576772e-12,3.0023569257041822e-32,9.8230480050313296e-36,2.4017155743237132e-11,8.6496643909839429e-36,0.0025317844738690296,9.8332008436521878e-07,5.2616111326746667e-10,1.8692892570785186e-05,2.074456192523632e-15,1.7013589243890949e-07,4.8215955196621266e-06,1.1837551116205417e-08,6.9430776966690105e-08,1.1238315251254751e-09,2.3667108931363042e-08,1.5252152585336341e-16,4.9049938355862086e-16,2.99761785418969e-14,1.0900953296499964e-19,3.2449734224633986e-19
1.7597314331828886e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1903335496107546,0.097457632838758024,0.099999258428880702,5.1982354139234924e-14,3.9424389772457085e-07,1.3430106787354199e-07,2.9079508640384958e-16,1.8791547414055681e-19,4.7821349246609508e-32,1.1475301830235639e-13,1.3128999309841243e-43,6.5942870506949991e-16,1.0363189723105115e-30,2.4647627903676228e-12,3.0547697620143355e-32,9.9938092463333288e-36,2.4158944311770216e-11,8.8213421796781401e-36,0.0025373292658260722,9.8328979339903055e-07,5.2611551488021434e-10,1.8767493998114074e-05,2.0959005546558337e-15,1.715410937928842e-07,4.8419513588198461e-06,1.1849883759989447e-08,6.9857721691691177e-08,1.1392387822099181e-09,2.3874182741101923e-08,1.5447461763678227e-16,4.9532095959012035e-16,3.0288249871234016e-14,1.1008135575685101e-19,3.2886048472524133e-19
1.7675667193814977e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19032793970767892,0.097452097883816952,0.099999256210513615,5.2735379501305741e-14,3.9806260631390568e-07,1.3599761186519221e-07,2.9455573232717825e-16,1.8872646964143115e-19,4.8849406872745592e-32,1.1597201452335119e-13,1.3531436239330261e-43,6.6493102152065744e-16,1.0518543667948753e-30,2.4791958111269846e-12,3.1078518192585203e-32,1.0166737040478833e-35,2.4300851796830942e-11,8.9955997105987441e-36,0.0025428422552287071,9.8325966797102702e-07,5.2607017710942583e-10,1.8842016681367063e-05,2.1174983061715706e-15,1.7295106891514314e-07,4.8622990111197594e-06,1.1862148479287555e-08,7.0285510187516704e-08,1.1547787853007768e-09,2.408212236654191e-08,1.5644342086243048e-16,5.001667508682984e-16,3.0601992659980602e-14,1.1115857899305082e-19,3.3326124257626083e-19
1.7738252555872946e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1903234815070686,0.097447699493219644,0.09999925443156707,5.3342145213751286e-14,4.011255432701597e-07,1.3736229983054461e-07,2.9758195909797206e-16,1.8937416261488298e-19,4.9682924641639374e-32,1.169507019616719e-13,1.3860310750475386e-43,6.6934008749219257e-16,1.0643771533226977e-30,2.4907331938383882e-12,3.1507361671253765e-32,1.0306433322923326e-35,2.4414287081036464e-11,9.1366610917465746e-36,0.0025472231023879388,9.8323572318517014e-07,5.2603414974602119e-10,1.89014860855492e-05,2.1348626974043712e-15,1.7408072652576968e-07,4.8785460979965052e-06,1.1871896684787115e-08,7.0627820247869089e-08,1.1672872098553724e-09,2.4248838580528763e-08,1.5802734760460851e-16,5.0405478496038676e-16,3.0853799416274491e-14,1.1202289559469308e-19,3.3680352064003405e-19
1.7800837917930915e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19031904343945799,0.0974433211860984,0.099999252646410311,5.3953617749643145e-14,4.0419974442110889e-07,1.3873549079101218e-07,3.0062810701419886e-16,1.9002176706977941e-19,5.0527517695659072e-32,1.179338309575781e-13,1.4195896155015591e-43,6.7376158214470083e-16,1.0770013786950364e-30,2.5022783669762107e-12,3.1940536737508187e-32,1.0447531691698759e-35,2.4527797240519859e-11,9.2793987109689675e-36,0.002551583867679349,9.8321188293254566e-07,5.2599828749395219e-10,1.8960905276854542e-05,2.1523291342518804e-15,1.7521341673902944e-07,4.894787991848923e-06,1.1881602232028082e-08,7.0970672594721998e-08,1.179880811802759e-09,2.4416106781489613e-08,1.5962135495037875e-16,5.0795826815569684e-16,3.1106672392359263e-14,1.12890653793335e-19,3.4036995761618051e-19
1.7863423279988883e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19031462541277475,0.097438962870395079,0.099999250855047128,5.4569815763295624e-14,4.0728520078575789e-07,1.401172031820069e-07,3.0369423201284214e-16,1.9066928341743978e-19,5.1383290681002818e-32,1.1892140363427948e-13,1.4538303256745787e-43,6.7819548482099472e-16,1.0897274753607353e-30,2.5138312907927895e-12,3.2378070951420227e-32,1.0590040964115623e-35,2.4641381837991298e-11,9.4238261205925897e-36,0.0025559246431536989,9.8318814674233835e-07,5.2596258937393788e-10,1.9020274267588002e-05,2.1698968122134228e-15,1.7634913372197363e-07,4.9110247060922145e-06,1.1891265417547612e-08,7.1314068967175843e-08,1.1925598041167811e-09,2.4583926782662093e-08,1.6122546691991583e-16,5.1187720007191853e-16,3.1360611488755127e-14,1.1376185502163986e-19,3.439606241507733e-19
1.7926008642046852e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19031022733536887,0.097434624454473762,0.099999249057481338,5.5190757908457884e-14,4.1038190337506012e-07,1.4150745536734173e-07,3.0678038994951754e-16,1.913167120672158e-19,5.2250348811075122e-32,1.1991342209830852e-13,1.4887644256286426e-43,6.8264177488002181e-16,1.1025558758824152e-30,2.5253919258354346e-12,3.2819991941328225e-32,1.0733969978310538e-35,2.4755040439179849e-11,9.5699569306061293e-36,0.0025602455204395431,9.8316451414318477e-07,5.2592705468639057e-10,1.9079593070084343e-05,2.1875658775225639e-15,1.7748787165026477e-07,4.9272562540974513e-06,1.1900886534936744e-08,7.1658011097253179e-08,1.2053243989945587e-09,2.4752298397851522e-08,1.6283970784676028e-16,5.1581158029591396e-16,3.1615616601840724e-14,1.1463649725956079e-19,3.4757559078815443e-19
1.798859400410482e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19030584911601062,0.097430305847118842,0.099999247253716755,5.5816462838278537e-14,4.1348984319216694e-07,1.4290626563933113e-07,3.0988663659863013e-16,1.9196405342652802e-19,5.3128797862816734e-32,1.2090988843963956e-13,1.5244032763195013e-43,6.8710043169686218e-16,1.115487012935237e-30,2.5369602329429884e-12,3.3266327403657341e-32,1.0879327593188202e-35,2.4868772612803796e-11,9.7178048086753638e-36,0.0025645465907451607,9.8314098466335509e-07,5.2589168269047357e-10,1.9138861696709309e-05,2.2053364731154889e-15,1.7862962470806961e-07,4.9434826491921692e-06,1.1910465874881718e-08,7.2002500709789363e-08,1.218174807857588e-09,2.4921221441428881e-08,1.6446410199754157e-16,5.197614083877768e-16,3.187168762388862e-14,1.1551458078349208e-19,3.512149279711454e-19
1.805117936616279e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19030149066388868,0.09742600695753309,0.099999245443757198,5.6446949205270016e-14,4.1660901123266712e-07,1.4431365221889135e-07,3.1301302765353115e-16,1.9261130790085977e-19,5.4018744180482015e-32,1.2191080473180671e-13,1.5607583808134902e-43,6.9157143466272346e-16,1.1285213193056794e-30,2.5485361732456959e-12,3.371710510278052e-32,1.1026122688466918e-35,2.4982577930541514e-11,9.8673834801580456e-36,0.0025688279448604864,9.83117557835234e-07,5.2585647260682555e-10,1.9198080159859881e-05,2.2232087385978221e-15,1.7977438708807036e-07,4.959703904660528e-06,1.1920003725182471e-08,7.2347539522326879e-08,1.2311112413528411e-09,2.509069572832772e-08,1.6609867356312982e-16,5.2372668388368031e-16,3.2128824443100357e-14,1.1639610596990442e-19,3.5487870604125743e-19
1.8113764728220758e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19029715188860805,0.097421727695335747,0.099999243627606524,5.7082235661277752e-14,4.1973939848482129e-07,1.4572963325564059e-07,3.1615961872667478e-16,1.9325847589375213e-19,5.4920294679886015e-32,1.2291617303202053e-13,1.5978413855086667e-43,6.9605476318493733e-16,1.1416592278903261e-30,2.5601197081638688e-12,3.417235287088154e-32,1.1174364164690687e-35,2.5096455967002388e-11,1.0018706728118693e-35,0.0025730896731590317,9.8309423319342897e-07,5.2582142369285734e-10,1.9257248471964187e-05,2.2411828163112858e-15,1.8092215299141668e-07,4.9759200337434512e-06,1.1929500370782013e-08,7.2693129245010824e-08,1.2441339093538646e-09,2.5260721074041351e-08,1.6774344667334707e-16,5.2770740629431083e-16,3.2387026943641814e-14,1.1728107236213163e-19,3.5856699523890034e-19
1.8176350090278726e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1902928327001884,0.097417467970560612,0.099999241805268591,5.7722340857450797e-14,4.2288099592979325e-07,1.4715422682799919e-07,3.1932646534977437e-16,1.9390555780682031e-19,5.5833556848702347e-32,1.2392599538128425e-13,1.6356640813608609e-43,7.0055039668695493e-16,1.1549011716946575e-30,2.5717107994041697e-12,3.463209860779699e-32,1.1324060943146166e-35,2.5210406299697941e-11,1.0171788393343209e-35,0.0025773318655997971,9.8307101027389873e-07,5.2578653520418651e-10,1.9316366645481783e-05,2.2592588449447779e-15,1.8207291662773427e-07,4.9921310496388207e-06,1.1938956093809946e-08,7.3039271580486052e-08,1.2572430209618784e-09,2.5431297294620681e-08,1.6939844538930215e-16,5.3170357510307167e-16,3.2646295005678293e-14,1.1816947983967861e-19,3.6227986570359123e-19
