Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(45),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),H2OX(23),H2X(46),OCX(25),CHOX(50),CO2X(24),CH4OX(57),HOCOX(184),COX(47)
2.2938637978357866e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18276018216341647,0.090916789942335041,0.091785771477324085,3.0231234009095236e-05,0.01020851974588053,0.00051627903114355965,7.4284909580501215e-10,5.4821909123324028e-16,2.1992859620181845e-21,2.028817949294626e-10,1.4993695489799069e-28,6.5998731740549326e-14,2.2533622829102012e-22,4.9071824355546769e-09,7.0638819989160351e-24,4.0929150120735583e-26,8.3463948406986653e-10,3.6394232581421238e-24,0.0031818917066363697,9.0122810006189113e-07,4.7294072430140394e-10,0.00015653165625585371,1.3300098330502546e-11,0.00014880981986199006,0.00048357259837427107,1.559196111299346e-08,0.00091985290840726616,5.2938811181052851e-06,0.0052386972078705633,2.9443416143197523e-10,2.5865289643669537e-10,5.9774042030320931e-10,3.3114459825940197e-14,8.9652005117100535e-13
2.302437823445231e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18273753712981489,0.090897198249050903,0.09175455673765108,3.0469606962781592e-05,0.010246612074947542,0.00051624015584199301,7.4586392318006519e-10,5.5018406789143372e-16,2.2169366502841281e-21,2.0283558537927554e-10,1.5161442400168064e-28,6.5996217093109836e-14,2.2700214381439105e-22,4.9241301076730647e-09,7.0925997525719172e-24,4.1251038682516364e-26,8.345257226727899e-10,3.6807476826562404e-24,0.003180811815566047,9.0096267945655094e-07,4.7278033781461298e-10,0.00015650631999727295,1.3296913665460497e-11,0.0001487798357411,0.00048349351499044052,1.5587610175688485e-08,0.00092317130213351154,5.2928266094063613e-06,0.0052592394624640781,2.9557749180529337e-10,2.6006816340547966e-10,5.9973743596564464e-10,3.3239151703900233e-14,9.0004713169529332e-13
2.311011849054675e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18271490414380426,0.09087761544001613,0.091723355861398015,3.0708845549234821e-05,0.010284687630216813,0.00051620121341725597,7.4887797135524347e-10,5.5214793433422071e-16,2.2346523782851781e-21,2.0278938684557235e-10,1.5330388478110891e-28,6.5993698585286269e-14,2.2867362549311156e-22,4.9410673355584474e-09,7.1213073747640103e-24,4.1574061135777147e-26,8.3441197922463248e-10,3.7223770010660752e-24,0.0031797326149985753,9.006973988510771e-07,4.7262005320712925e-10,0.00015648098695819409,1.3293726851445557e-11,0.0001487498334438705,0.00048341439300946112,1.5583261323519127e-08,0.00092648739501910546,5.2917718597567752e-06,0.005279771333457149,2.9672013472244571e-10,2.6148592437506224e-10,6.0173270142052841e-10,3.3363738650942162e-14,9.0357242992012021e-13
2.3195858746641194e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18269228319506065,0.090858041508320594,0.09169216884159842,3.0948948807139609e-05,0.010322746420933485,0.00051616220692215034,7.5189124012728254e-10,5.5411069135684334e-16,2.2524330797263467e-21,2.0274319937675911e-10,1.550053729331739e-28,6.5991176396588922e-14,2.3035066722080387e-22,4.9579941280166589e-09,7.1500048791081154e-24,4.1898215929613837e-26,8.3429825389965683e-10,3.7643122297974326e-24,0.0031786541042614054,9.0043225812248701e-07,4.7245987040367208e-10,0.00015645565754004838,1.3290538033777963e-11,0.00014871981420137628,0.0004833352351536447,1.5578914557765524e-08,0.00092980118908400644,5.290716900342413e-06,0.0053002928254403808,2.9786209109562579e-10,2.6290617524425568e-10,6.0372621859373046e-10,3.3488220744098227e-14,9.0709594661761367e-13
2.3281599002735637e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18266967427327541,0.090838476447061806,0.091660995671179607,3.1189915776182414e-05,0.010360788456435309,0.00051612313931888114,7.5490372930995354e-10,5.560723397544316e-16,2.2702786884431032e-21,2.0269702301959994e-10,1.567189240837791e-28,6.5988650701210565e-14,2.3203326289685646e-22,4.9749104938475211e-09,7.1786922791188661e-24,4.2223501515685857e-26,8.3418454686639201e-10,3.8065543841607404e-24,0.0031775762826829236,9.0016725714779157e-07,4.7229978932836037e-10,0.00015643033213198377,1.3287347353358023e-11,0.00014868977920722028,0.00048325604406210243,1.5574569879613729e-08,0.00093311268635482415,5.2896617614049335e-06,0.0053208039431154666,2.9900336183233526e-10,2.6432891192057711e-10,6.0571798940894408e-10,3.3612598060961373e-14,9.1061768257946129e-13
2.336733925883008e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18264707736815505,0.090818920249344917,0.091629836342966342,3.143174549705467e-05,0.010398813746149474,0.00051608401348175259,7.5791543873353939e-10,5.5803288032198245e-16,2.2881891384003468e-21,2.0265085781926702e-10,1.5844457378792832e-28,6.5986121668184589e-14,2.3372140642641444e-22,4.9918164418447134e-09,7.2073695882100195e-24,4.2549916348207373e-26,8.3407085828780758e-10,3.8491044783521147e-24,0.0031764991495924423,8.9990239580399643e-07,4.7213980990473388e-10,0.00015640501111123149,1.3284154946799602e-11,0.00014865972961866753,0.00048317682229327539,1.5570227290158577e-08,0.00093642188886453081,5.2886064722699878e-06,0.0053413046912915325,3.0014394783541612e-10,2.6575413032015646e-10,6.0770801578767417e-10,3.3736870679664947e-14,9.1413763861626613e-13
2.3453079514924522e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18262449246942097,0.090799372908282758,0.091598690849684153,3.167443701145584e-05,0.010436822299589551,0.0005160448321997811,7.6092636824432873e-10,5.5999231385433911e-16,2.3061643636913827e-21,2.0260470381938848e-10,1.6018235752982119e-28,6.5983589461538273e-14,2.3541509172036963e-22,5.0087119807956707e-09,7.236036819694816e-24,4.2877458883938658e-26,8.3395718832148115e-10,3.8919635254543975e-24,0.0031754227043201974,8.9963767396810657e-07,4.7197993205577477e-10,0.00015637969484346204,1.3280960946559451e-11,0.0001486296665577446,0.00048309757232738951,1.5565886790406451e-08,0.00093972879865218207,5.2875510613745777e-06,0.0053617950748815939,3.0128385000306745e-10,2.6718182636764653e-10,6.0969629964922241e-10,3.3861038678860111e-14,9.1765581555692467e-13
2.3538819771018965e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18260191956680946,0.090779834416995664,0.091567559183962685,3.191798936209629e-05,0.010474814126352521,0.00051600559817922983,7.6393651770412377e-10,5.6195064114616882e-16,2.3242042985369189e-21,2.0255856106209532e-10,1.6193231072294791e-28,6.5981054240441484e-14,2.3711431269535053e-22,5.0255971194814679e-09,7.2646939867864146e-24,4.3206127582177386e-26,8.3384353711975984e-10,3.9351325374382208e-24,0.0031743469461973459,8.9937309151713291e-07,4.7182015570392646e-10,0.00015635438368313018,1.3277765481062627e-11,0.00014859959111230523,0.00048301829656883263,1.5561548381278126e-08,0.00094303341776264568,5.286495556293605e-06,0.0053822750988991273,3.0242306922887153e-10,2.6861199599614793e-10,6.1168284291067832e-10,3.3985102137697527e-14,9.2117221424802294e-13
2.3624560027113407e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18257935865007172,0.090760304768611716,0.091536441338339075,3.2162401592700068e-05,0.010512789236115901,0.00051596631404606929,7.6694588698976466e-10,5.6390786299194521e-16,2.3423088772840743e-21,2.0251242958806659e-10,1.6369446871018444e-28,6.597851615935089e-14,2.3881906327371264e-22,5.042471866676711e-09,7.2933411025983614e-24,4.3535920904750049e-26,8.337299048299186e-10,3.9786125251630419e-24,0.0031732718745559607,8.9910864832809633e-07,4.7166048077111614e-10,0.00015632907797381005,1.3274568674824114e-11,0.00014856950433706341,0.00048293899734846041,1.5557212063611353e-08,0.00094633574824634203,5.285439983765629e-06,0.0054027447684547323,3.035616064018311e-10,2.7004463514712415e-10,6.1366764748690731e-10,3.4109061135807635e-14,9.2468683555325503e-13
2.371030028320785e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1825568097089737,0.090740783956266516,0.09150533730526085,3.2407672748007486e-05,0.010550747638634936,0.00051592698234836139,7.6995447599266553e-10,5.6586398018592767e-16,2.3604780344054109e-21,2.024663094365733e-10,1.6546886676388732e-28,6.5975975368149936e-14,2.4052933738352916e-22,5.0593362311494361e-09,7.3219781801451288e-24,4.3866837316003384e-26,8.3361629159431327e-10,4.0224044983781968e-24,0.0031721974887290371,8.9884434427803041e-07,4.7150090717877251e-10,0.00015630377804851963,1.327137064856672e-11,0.00014853940725459539,0.00048285967692582998,1.5552877838163418e-08,0.00094963579215898858,5.2843843697178199e-06,0.0054232040887529174,3.0469946240638614e-10,2.7147973977031775e-10,6.1565071529053956e-10,3.4232915753279683e-14,9.2819968035285077e-13
2.3796040539302293e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18253427273329562,0.090721271973103271,0.091474247077089163,3.2653801873777625e-05,0.010588689343739905,0.00051588760555857489,7.7296228461836847e-10,5.6781899352214335e-16,2.3787117044979713e-21,2.0242020064552099e-10,1.6725554008598813e-28,6.5973432012284466e-14,2.4224512895858083e-22,5.0761902216610119e-09,7.3506052323426933e-24,4.4198875282795906e-26,8.3350269755052785e-10,4.0665094657239417e-24,0.003171123788050477,8.9858017924398599e-07,4.7134143484784326e-10,0.00015627848423003556,1.3268171519335469e-11,0.00014850930085631071,0.00048278033749136605,1.554854570561363e-08,0.00095293355156135127,5.2833287392901774e-06,0.0054436530650889617,3.0583663812245606e-10,2.729173058236817e-10,6.1763204823196172e-10,3.4356666070646229e-14,9.3171074954302906e-13
2.3881780795396736e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18251174771283252,0.090701768812272779,0.091443170646101676,3.2900788016790682e-05,0.010626614361333485,0.00051584818607582907,7.7596931278610879e-10,5.6977290379436934e-16,2.3970098222823376e-21,2.0237410325149107e-10,1.6905452380808843e-28,6.5970886232894585e-14,2.4396643193834699e-22,5.0930338469660344e-09,7.3792222720091742e-24,4.453203327448941e-26,8.3338912283151861e-10,4.1109284347324925e-24,0.0031700507718550913,8.9831615310303593e-07,4.7118206369881586e-10,0.00015625319683119885,1.3264971400608375e-11,0.00014847918610339355,0.00048270098116846079,1.5544215666565784e-08,0.00095622902851900905,5.2822731168590359e-06,0.0054640917028459003,3.0697313442546871e-10,2.7435732927330339e-10,6.1961164821930441e-10,3.448031216886488e-14,9.3522004403546572e-13
2.3967521051491178e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18248923463739361,0.09068227446693343,0.09141210800449534,3.3148630224850207e-05,0.010664522701388204,0.00051580872622807082,7.7897556042839415e-10,5.717257117961153e-16,2.4153723226017015e-21,2.023280172897807e-10,1.7086585299155384e-28,6.5968338166942182e-14,2.4569324026799568e-22,5.1098671158122479e-09,7.4078293118655069e-24,4.4866309762940659e-26,8.3327556756575341e-10,4.1556624118290724e-24,0.0031689784394786022,8.9805226573227839e-07,4.7102279365173307e-10,0.00015622791615521104,1.3261770402403975e-11,0.00014844906392771578,0.00048262161001550753,1.5539887721550438e-08,0.00095952222510212128,5.2812175260598299e-06,0.0054845200074915661,3.08108952186396e-10,2.7579980609332476e-10,6.2158951715843427e-10,3.460385412929894e-14,9.387275647567771e-13
2.405326130758562e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18246673349680259,0.090662788930251106,0.091381059144389293,3.3397327546785151e-05,0.010702414373943979,0.00051576922827418765,7.819810274905963e-10,5.736774183206061e-16,2.4337991404209561e-21,2.0228194279444178e-10,1.7268956262760859e-28,6.5965787947334847e-14,2.4742554789837452e-22,5.12669003694044e-09,7.4364263645361553e-24,4.5201703222492922e-26,8.3316203187734636e-10,4.2007124023329433e-24,0.0031679067902576326,8.9778851700884002e-07,4.7086362462620999e-10,0.00015620264249592146,1.32585686313855e-11,0.00014841893523272174,0.00048254222602787402,1.5535561871027227e-08,0.00096281314338520331,5.2801619898091959e-06,0.0055049379845757678,3.0924409227178443e-10,2.7724473226588168e-10,6.2356565695294678e-10,3.4727292033703889e-14,9.4223331264801929e-13
2.4139001563680064e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18244424428089717,0.090643312195399298,0.091350024057827439,3.3646879032451913e-05,0.010740289389105713,0.0005157296944060557,7.8498571393055528e-10,5.7562802416076609e-16,2.4522902108257921e-21,2.0223587979831842e-10,1.7452568763742976e-28,6.5963235703046175e-14,2.4916334878600157e-22,5.1435026190843726e-09,7.465013442549869e-24,4.5538212129967842e-26,8.3304851588618851e-10,4.2460794104584497e-24,0.003166835823529706,8.9752490680987998e-07,4.7070455654145186e-10,0.00015617737613810611,1.3255366190961997e-11,0.00014838880089428641,0.00048246283113981416,1.5531238115387025e-08,0.00096610178544690979,5.2791065303264073e-06,0.0055253456397275089,3.1037855554380481e-10,2.7869210378103115e-10,6.2554006950415485e-10,3.4850625964210396e-14,9.457372886642024e-13
2.4310482075868946e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1823993015825652,0.090604385103918855,0.091287995173151448,3.4148540699554424e-05,0.010815989487977906,0.00051565052737120799,7.9099274483518747e-10,5.7952593695819723e-16,2.4894648503337187e-21,2.0214378842927034e-10,1.7823532311340678e-28,6.5958125637335399e-14,2.5265540618736758e-22,5.1770968013188047e-09,7.522157724247489e-24,4.6214570208314386e-26,8.3282154345482339e-10,4.3377684909133417e-24,0.0031646959349075788,8.9699810149421836e-07,4.7038672286909078e-10,0.00015612686642222813,1.3248959699842202e-11,0.00014832851865764554,0.0004823040161047785,1.5522596889988105e-08,0.00097267224924026574,5.276995927177194e-06,0.0055661300071299033,3.1264545507466429e-10,2.8159416683853418e-10,6.2948372047045929e-10,3.5096982233828625e-14,9.5273992895844111e-13
2.446481453683894e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18235889383483214,0.090569380755517376,0.091232216201199576,3.46029479291684e-05,0.010884062711297621,0.00051557917489896494,7.9639640274032038e-10,5.8303030208339435e-16,2.5231411209555754e-21,2.0206094583047253e-10,1.8161680451846282e-28,6.5953520871144799e-14,2.5581698427594277e-22,5.2072962934737336e-09,7.573553588205256e-24,4.6827092080648403e-26,8.3261733675189035e-10,4.4213829152810123e-24,0.003162772362646294,8.9652444923228944e-07,4.7010101696299031e-10,0.00015608143532945906,1.3243192542638859e-11,0.00014827425359526257,0.00048216106351122823,1.5514826954216891e-08,0.00097857790290767593,5.27509685623582e-06,0.0056028006947821613,3.1468335851153126e-10,2.8421434659404752e-10,6.3302711819502669e-10,3.53183481168178e-14,9.5903625526064289e-13
2.4619146997808934e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18231852456567857,0.090534404819224687,0.091176481728628064,3.5060107919785331e-05,0.010952082124544136,0.00051550773729372164,8.0179753130427329e-10,5.8653111330757543e-16,2.557024565836714e-21,2.0197814094846157e-10,1.8503905163704855e-28,6.5948911382932823e-14,2.5899626678796122e-22,5.2374624228169651e-09,7.6249173248324683e-24,4.7443204428190819e-26,8.3241319555262447e-10,4.5060400438924865e-24,0.0031608509914005825,8.9605124388109356e-07,4.6981563683130646e-10,0.00015603603193532637,1.3237424686090933e-11,0.00014821998269495088,0.00048201810307855537,1.5507063809022421e-08,0.00098447621411263861,5.2731983498352224e-06,0.0056394380302615208,3.1671908228519145e-10,2.8684238725207893e-10,6.3656494911543937e-10,3.5539378417210784e-14,9.6532685612962451e-13
2.4773479458778928e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1822781937163413,0.090499457255500126,0.091120791706643237,3.5520015167539458e-05,0.011020047788708747,0.00051543622516402347,8.0719613068409407e-10,5.9002837524225134e-16,2.5911148106516579e-21,2.0189537393567001e-10,1.885022656090422e-28,6.594429779720156e-14,2.6219321868166177e-22,5.2675952400190605e-09,7.6762490038464483e-24,4.8062898456307321e-26,8.3220912041941973e-10,4.591745693509741e-24,0.0031589318173391437,8.9557848472583538e-07,4.6953058198998886e-10,0.00015599065760636306,1.3231656627855193e-11,0.00014816571017187466,0.00048187514410902359,1.5499307454465255e-08,0.00099036719510121733,5.2713005149415997e-06,0.005676042048926304,3.1875263127046323e-10,2.8947826570465334e-10,6.4009722423669731e-10,3.5760073625612057e-14,9.7161173758090954e-13
2.4927811919748922e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18223790122819947,0.09046453802488158,0.09106514608584966,3.5982664179472084e-05,0.01108795976529744,0.00051536464855845535,8.125922011400786e-10,5.9352209249465265e-16,2.6254114822762974e-21,2.018126449344807e-10,1.9200664684646691e-28,6.5939680705572026e-14,2.6540780497408865e-22,5.2976947956708154e-09,7.7275486940297978e-24,4.8686165395740343e-26,8.3200511187949956e-10,4.6785056693779077e-24,0.0031570148366399401,8.9510617105229926e-07,4.6924585195181933e-10,0.00015594531363336442,1.3225888838490831e-11,0.00014811144001174151,0.00048173219539684412,1.5491557890037857e-08,0.00099625085814776526,5.2694034527006505e-06,0.0057126127867737249,3.2078401029945208e-10,2.9212195892209998e-10,6.4362395453930438e-10,3.5980434235459398e-14,9.7789090574266697e-13
2.5082144380718916e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18219764704277386,0.090429647087985121,0.091009544816288521,3.6448049473552094e-05,0.011155818116296451,0.00051529301699515951,8.1798574303010138e-10,5.9701226966750252e-16,2.6599142087732523e-21,2.0172995407776619e-10,1.9555239503524982e-28,6.5935060668515543e-14,2.6863999074092751e-22,5.3277611402820942e-09,7.7788164632485826e-24,4.9312996502463013e-26,8.3180117042679832e-10,4.7663257652445904e-24,0.0031551000454901395,8.946343021469095e-07,4.6896144622665459e-10,0.00015590000123539936,1.3220121762909654e-11,0.00014805717598310474,0.00048158926525554392,1.5483815114696287e-08,0.0010021272155518151,5.2675072587461622e-06,0.005749150280400437,3.2281322416223296e-10,2.947734439520121e-10,6.4714515097916801e-10,3.6200460742789484e-14,9.8416436684878516e-13
2.523647684168891e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18215743110172483,0.090394784405504872,0.090953987847473911,3.6916165578693792e-05,0.011223622904139785,0.00051522133948976351,8.2337675680425444e-10,6.0049891135880137e-16,2.6946226193776674e-21,2.016473014893992e-10,1.9913970913697733e-28,6.5930438216992398e-14,2.7188974111634263e-22,5.3577943242807376e-09,7.8300523784710698e-24,4.9943383057535261e-26,8.315972965237387e-10,4.8552117633791402e-24,0.00315318744008609,8.9416287729678665e-07,4.6867736432165288e-10,0.00015585472156360702,1.3214355821746562e-11,0.00014800292164899006,0.00048144636154382836,1.5476079126890278e-08,0.0010079962796351457,5.2656120234917824e-06,0.0057856545669652641,3.2484027760768308e-10,2.9743269791826201e-10,6.5066082448750832e-10,3.6420153646017704e-14,9.9043212723232305e-13
2.5390809302658905e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18211725334685164,0.090359949938212822,0.090898475128427372,3.7387007034771962e-05,0.011291374191678378,0.00051514962458183656,8.2876524299977382e-10,6.0398202216162673e-16,2.7295363444834403e-21,2.0156468728473508e-10,2.0276878739064669e-28,6.5925813854003833e-14,2.7515702129281686e-22,5.3877943980115197e-09,7.8812565057870843e-24,5.0577316366962142e-26,8.3139349060291685e-10,4.9451694345918531e-24,0.0031512770166332691,8.9369189578977156e-07,4.6839360574147406e-10,0.00015580947570478879,1.3208591412657193e-11,0.0001479486803779022,0.00048130349169004728,1.5468349924590972e-08,0.0010138580627390204,5.263717832407087e-06,0.0058221256841539393,3.2686517534449611e-10,3.0009969802011682e-10,6.541709859707751e-10,3.6639513445756288e-14,9.9669419331930675e-13
2.55451417636289e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18207711372009058,0.090325143646958705,0.090843006607710206,3.7860568392634391e-05,0.01135907204215102,0.00051507788035990972,8.3415120223624983e-10,6.0746160666394186e-16,2.7646550156298656e-21,2.014821115710684e-10,2.0643982731441288e-28,6.59211880560598e-14,2.7844179652099276e-22,5.4177614117352189e-09,7.9324289104276288e-24,5.1214787761554363e-26,8.311897530686912e-10,5.0362045382531445e-24,0.0031493687713462378,8.9322135691447408e-07,4.6811016998848046e-10,0.00015576426468480675,1.3202828911544239e-11,0.00014789445535422243,0.00048116066271530181,1.546062750531773e-08,0.001019712577221566,5.2618247662790046e-06,0.0058585636701458353,3.288879220418582e-10,3.0277442153132945e-10,6.5767564631057337e-10,3.6858540644617037e-14,1.0029505716228784e-12
2.5699474224598893e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18203701216351464,0.09029036549266968,0.0907875822334544,3.8336844214112096e-05,0.011426716519156841,0.00051500611448516509,8.3953463521109356e-10,6.1093766944841914e-16,2.7999782654886795e-21,2.0139957444806424e-10,2.1015302570733215e-28,6.5916561274569127e-14,2.8174403210951675e-22,5.4476954156277172e-09,7.98356965678455e-24,5.1855788596790862e-26,8.3098608429868895e-10,5.1283228223126526e-24,0.0031474627004486029,8.9275125996033246e-07,4.6782705656293754e-10,0.00015571908947180352,1.3197068673717042e-11,0.00014784024958804147,0.0004810178812552988,1.5452911866163813e-08,0.0010255598354552981,5.2599329014592418e-06,0.0058949685635824797,3.3090852233023558e-10,3.0545684579927046e-10,6.6117481636359974e-10,3.7077235747019929e-14,1.0092012687377845e-12
2.5853806685568887e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18199694861933161,0.090255615436350273,0.090732201953391489,3.8815829072027238e-05,0.011494307686629233,0.00051493433421387531,8.4491554269524777e-10,6.1441021509227199e-16,2.8355057278514918e-21,2.0131707600816678e-10,2.1390857865110141e-28,6.5911933937155919e-14,2.8506369342488385e-22,5.4775964597791706e-09,8.0346788084302898e-24,5.250031025268374e-26,8.3078248464523248e-10,5.2215300233182857e-24,0.0031455588001729909,8.9228160421762287e-07,4.6754426496317567e-10,0.00015567395097924633,1.3191311034989435e-11,0.0001477860659244684,0.00048087515358102129,1.5445203003819588e-08,0.001031399849824799,5.2580423100981328e-06,0.0059313404035378223,3.3292698080247427e-10,3.0814694824417274e-10,6.6466850696158386e-10,3.7295599259049249e-14,1.0154462913351253e-12
2.600813914653888e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18195692302988342,0.090220893439082031,0.090676865714880137,3.9297517550199054e-05,0.01156184560881119,0.00051486254641866253,8.5029392552912942e-10,6.1787924816709769e-16,2.8712370376175988e-21,2.012346163369859e-10,2.1770668151179357e-28,6.5907306448906826e-14,2.8840074589128542e-22,5.5074645941932559e-09,8.085756428137679e-24,5.3148344133645005e-26,8.3057895443668694e-10,5.3158318664352452e-24,0.0031436570667609872,8.9181238897749521e-07,4.6726179468575732e-10,0.00015562885006881243,1.3185556312719395e-11,0.00014773190705244087,0.00048073248561828857,1.5437500914595185e-08,0.001037232632724504,5.2561530603666562e-06,0.0059676792294900711,3.3494330201444572e-10,3.1084470635833185e-10,6.6815672891123914e-10,3.7513631688288459e-14,1.0216856461574104e-12
2.6162471607508875e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18191693533764483,0.09018619946202347,0.090621573464932284,3.9781904243447749e-05,0.011629330350231998,0.0005147907576086324,8.5566978461878779e-10,6.2134477323872967e-16,2.9071718307821569e-21,2.0115219551366335e-10,2.2154752894158863e-28,6.5902679193552746e-14,2.9175515499045797e-22,5.5372998687864428e-09,8.1368025778997964e-24,5.3799881668355801e-26,8.3037549397873952e-10,5.411234065464965e-24,0.0031417574964630996,8.9134361353203872e-07,4.6697964522565595e-10,0.00015558378755312549,1.3179804806792077e-11,0.00014767777551305726,0.00048058988296626186,1.5429805594442628e-08,0.0010430581965566099,5.2542652166666825e-06,0.0060039850812950912,3.3695749048575207e-10,3.1355009770533289e-10,6.7163949299421822e-10,3.7731333543649596e-14,1.0279193400139022e-12
2.631680406847887e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18187698548522271,0.090151533466409736,0.090566325150237478,4.0268983757596585e-05,0.01169676197568514,0.00051471897394843931,8.6104312093227143e-10,6.2480679486709861e-16,2.9433097444247158e-21,2.0106981361121867e-10,2.2543131488050218e-28,6.5898052534587318e-14,2.9512688626153355e-22,5.5671023333873453e-09,8.187817318949778e-24,5.4454914309637356e-26,8.3017210355560659e-10,5.5077423228640373e-24,0.0031398600855387423,8.908752771742834e-07,4.6669781607638732e-10,0.00015553876419834047,1.3174056800550213e-11,0.00014762367370746372,0.00048044735091494202,1.5422117038975257e-08,0.0010488765537291246,5.2523788398293968e-06,0.0060402579991612349,3.3896955070092429e-10,3.1626309991940858e-10,6.7511680996707718e-10,3.7948705335263239e-14,1.0341473797761745e-12
2.6471136529448863e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18183707341535493,0.090116895413552681,0.090511120717186325,4.0758750709472212e-05,0.011764140550207391,0.00051464720127634154,8.6641393549619015e-10,6.2826531760610269e-16,2.9796504166980997e-21,2.0098747069687715e-10,2.2935823255810836e-28,6.5893426816326655e-14,2.9851590530089263e-22,5.5968720377361029e-09,8.2388007117805012e-24,5.5113433534324413e-26,8.2996878343117933e-10,5.6053623297630496e-24,0.0031379648302561898,8.9040737919821234e-07,4.6641630673014545e-10,0.00015549378072659138,1.316831256167521e-11,0.00014756960390431757,0.00048030489446171805,1.541443524348666e-08,0.0010546877166539993,5.2504939873036989e-06,0.006076498023625569,3.4097948711003468e-10,3.1898369070472652e-10,6.7858869056124586e-10,3.8165747574341818e-14,1.0403697723739233e-12
2.6625468990418858e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18179719907090922,0.090082285264840356,0.090455960111892456,4.1251199726903339e-05,0.011831466139059112,0.00051457544512130296,8.7178222939246569e-10,6.3172034600348499e-16,3.0161934868176207e-21,2.0090516683237952e-10,2.3332847449525994e-28,6.5888802364912677e-14,3.0192217776201765e-22,5.6266090314838283e-09,8.2897528161640141e-24,5.5775430843140251e-26,8.2976553385010602e-10,5.7040997659854144e-24,0.0031360717268925174,8.8993991889884352e-07,4.6613511667796406e-10,0.00015544883781831584,1.3162572343019941e-11,0.00014751556824684148,0.00048016251832702942,1.5406760202970002e-08,0.0010604916977453643,5.2486107133348654e-06,0.0061127051955313779,3.4298730412924595e-10,3.2171184783469742e-10,6.8205514548300183e-10,3.8382460773023016e-14,1.0465865247910485e-12
2.6779801451388852e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18175736239488269,0.090047702981737004,0.090400843280213389,4.1746325448717885e-05,0.011898738807705493,0.00051450371071919056,8.7714800375525295e-10,6.3517188460071971e-16,3.0529385950506121e-21,2.008229020742759e-10,2.3734223250580443e-28,6.5884179489264096e-14,3.0534566935534893e-22,5.6563133641920727e-09,8.3406736911708724e-24,5.6440897760574128e-26,8.2956235503881754e-10,5.8039603000661184e-24,0.0031341807717335957,8.8947289557222534e-07,4.6585424540982548e-10,0.00015540393611445042,1.3156836383397108e-11,0.00014746156875950679,0.0004800202269691775,1.5399091912134216e-08,0.001066288509417886,5.2467290691328304e-06,0.0061488795560069014,3.4499300614213057e-10,3.2444754915143501e-10,6.8551618541345174e-10,3.8598845444290337e-14,1.0527976440618939e-12
