Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),CH3X(21),CH2X(27),CHX(28),CX(26),CH3OO(77),H2X(49),C2H4(47),OCX(25),COX(50),CHOX(53),O(29),H2OX(23),HOX(22)
5.8056748758918786e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999705,0.11866996602996248,0.022821567693054247,0.0,1.2170649756653608e-45,1.6795223756237502e-30,1.19302125249144e-71,8.02864973152733e-46,8.7165508696237437e-110,5.1239684768199586e-17,8.8468305782882791e-90,5.1239684768193479e-17,5.6956296374388088e-61,9.1835219746574599e-59,1.2430708730541856e-92,1.4413378413159549e-93,6.0496412575173462e-32,1.2716963952405841e-71,2.7983398516025134e-15,8.2853869431123323e-17,3.3169182373954615e-19,3.3169182078423405e-19,1.4762211515271462e-27,1.2290187037752217e-32,9.8176328147244126e-37,1.8863740755231866e-31,6.3884197401138877e-44,9.8821672944788567e-82,5.4273506581797759e-62,2.1891647979817442e-86,7.3074948185624942e-89,7.8585614039864824e-26,9.87729779343716e-46,5.0944134075532664e-32
1.1616393778609032e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999416,0.11866996602995962,0.022821567693054205,0.0,9.7439201094484421e-45,6.7224703817130388e-30,7.669196882531184e-70,6.4294313066073354e-45,2.241324785853429e-107,1.025238870731229e-16,5.6707226257735765e-88,1.0252388707309845e-16,9.1229058652464083e-60,1.4710734882873258e-57,1.5981830987295438e-90,1.8530896564764072e-91,2.4214330883929219e-31,4.0739959287169545e-70,5.5991109280965017e-15,1.6577972311023021e-16,6.6367182752463572e-19,6.6367181569563631e-19,5.9086825202994562e-27,9.839543512727578e-32,7.8856436410102091e-36,7.5504123306127139e-31,5.1146230066715166e-43,6.3318001483762432e-80,1.744463307571045e-60,2.814550846327206e-84,9.3992109909678434e-87,1.5723962512380813e-25,7.9078440271766939e-45,2.0390930021211997e-31
2.323783158404334e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679998839,0.11866996602995392,0.022821567693054122,0.0,7.7980975086773308e-44,2.6898669300198852e-29,4.9424634188662462e-68,5.1461509266809135e-44,5.7775758738940489e-105,2.0509229168297168e-16,3.6320653437000758e-86,2.0509229168287374e-16,1.4604572655554519e-58,2.355086438052232e-56,2.0598785523548616e-88,2.3884244806409388e-89,9.6888864432301775e-31,1.3044099377279712e-68,1.1200653081080526e-14,3.3163143046843888e-16,1.3276318439834543e-18,1.3276317966516549e-18,2.3642032544244706e-26,7.8744986793637243e-31,6.3518346650487899e-35,3.0211484156355668e-30,4.0932572962889613e-42,4.0546617369495834e-78,5.621376211527635e-59,3.6276399860727618e-82,1.2117655649664661e-84,3.145480107431943e-25,6.3286785329823174e-44,8.1590280233089727e-31
4.6480707194911954e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679997684,0.11866996602994251,0.022821567693053955,0.0,6.2396628824211278e-43,1.0761244339288946e-28,3.2039868306046151e-66,4.1179633483754813e-43,1.4980394035412674e-102,4.1022910090267768e-16,2.3254191402297847e-84,4.1022910090228597e-16,2.3373656669932713e-57,3.7692336881264472e-55,2.6705397676866045e-86,3.096484763943761e-87,3.8761855012920452e-30,4.1752821414682196e-67,2.2403737387032777e-14,6.6333484518483572e-16,2.6555519124577152e-18,2.6555517230965483e-18,9.4580372959177346e-26,6.3005928155090618e-30,5.1479192079581082e-34,1.2086560889365713e-29,3.2752348711310017e-41,2.5957228290603221e-76,1.822216792423877e-57,4.7030718413101698e-80,1.5713157776398521e-82,6.2916623578796503e-25,5.0639043035223796e-43,3.2641424718714622e-30
9.296645841664919e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679995375,0.11866996602991969,0.022821567693053622,0.0,4.9922043929589653e-42,4.3048681349145908e-28,2.101844359938319e-64,3.2947877722383432e-42,3.930371189562643e-100,8.2050271934212395e-16,1.4885554566431403e-82,8.2050271934055629e-16,3.7402923724154433e-56,6.0316501719195514e-54,3.5034759403091561e-84,4.0622723485326852e-85,1.5506004072673381e-29,1.3362775674944476e-65,4.4809905998874073e-14,1.3267416746175469e-15,5.3113921916492666e-18,5.3113914341177696e-18,3.7832706695810556e-25,5.0406287878871216e-29,4.2235048340349987e-33,4.8350178130000147e-29,2.6204480879578886e-40,1.6614992279198258e-74,5.9780601345793359e-56,6.1699507868789063e-78,2.0618988215372814e-80,1.2584085011014998e-24,4.0515079902607154e-42,1.3057632359529474e-29
1.8593796086012365e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679990762,0.11866996602987405,0.02282156769305296,0.0,3.9939532972207382e-41,1.7220333740067117e-27,1.4105223789937678e-62,2.6359970650791426e-41,1.0547782462146807e-97,1.6410499562211521e-15,9.5276740844951584e-81,1.6410499562148824e-15,5.9848736666650174e-55,9.6513407654577918e-53,4.7014722607466906e-82,5.4513463288978982e-83,6.2026541552704968e-29,4.2763878848124543e-64,8.962224322230385e-14,2.6535553334826396e-15,1.0623073319136685e-17,1.062307028868601e-17,1.5131681521022077e-24,4.0321760335773078e-28,3.5465864222158138e-32,1.934085806547492e-28,2.0964762305592782e-39,1.0634352273798117e-72,2.0065996852876666e-54,8.2797349303636827e-76,2.7679890376393146e-78,2.516916292624543e-24,3.2413600841998919e-41,5.2232653428072336e-29
3.7188096574707257e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679981531,0.11866996602978278,0.022821567693051634,0.0,3.1952387736128352e-40,6.888401998336338e-27,9.8624502079346374e-61,2.1088643925182437e-40,2.9486979629877637e-95,3.2821444299797524e-15,6.0980055578537194e-79,3.2821444299546741e-15,9.5761225675580457e-54,1.5442703771940177e-51,6.5726123968900202e-80,7.6209289901747974e-81,2.4811122512180951e-28,1.3684920684018808e-62,1.7924691766815217e-13,5.3071826512115041e-15,2.1246437851586515e-17,2.1246425727926179e-17,6.0511827603107585e-24,3.2249881785935829e-27,3.1054382039239165e-31,7.7365004884443644e-28,1.6772499658991153e-38,6.8062277479946318e-71,7.019395055452241e-53,1.1574988450399635e-73,3.8720196570553663e-76,5.0340249192545224e-24,2.5931493294739203e-40,2.0893485352942914e-28
7.437669755209705e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679963073,0.11866996602960023,0.02282156769304898,0.0,2.5562218267010193e-39,2.7554914408257161e-26,7.3798092735012924e-59,1.6871182098082854e-39,8.8195030528104461e-93,6.5643333774991296e-15,3.9028176797707261e-77,6.5643333773988149e-15,1.5322055850048713e-52,2.4708766904231576e-50,9.8315887220382537e-78,1.139970442448237e-78,9.9245508477589863e-28,4.3792513098555389e-61,3.5849626655580382e-13,1.0614437286663924e-14,4.2493176034836095e-17,4.2493127526825085e-17,2.4192082812935074e-23,2.578695359741725e-26,2.9130278729694307e-30,3.0946315655147217e-27,1.3418625381369654e-37,4.3560632611304222e-69,2.6287120710491036e-51,1.7314351353736233e-71,5.7974617411930226e-74,1.0068614346850046e-23,2.074543622631976e-39,8.3574782792024728e-28
1.4875389950687662e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679926153,0.11866996602923512,0.022821567693043672,0.0,2.0449903494796865e-38,1.1022841502595937e-25,6.0878026250466621e-57,1.349705244972536e-38,2.9074575747405411e-90,1.3128711272546591e-14,2.4978334271848292e-75,1.3128711272145328e-14,2.4515497080663854e-51,3.953436061674809e-49,1.6210560302858263e-75,1.8796106797970757e-76,3.9698412387851409e-27,1.4013726751617169e-59,7.1699496431492726e-13,2.1228946557547339e-14,8.4986688942225613e-17,8.4986494806328538e-17,9.6665820941730385e-23,2.0608502938355032e-25,3.0152543538011723e-29,1.2378588341860241e-26,1.0735709187685081e-36,2.7879052461577607e-67,1.0856122187448266e-49,2.8548316783770265e-69,9.5710263338196051e-72,2.0139281899383319e-23,1.6596440079997252e-38,3.3430076121055245e-27
2.9750830341643574e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679852312,0.11866996602850491,0.022821567693033059,0.0,1.6359983387080397e-37,4.4098016076461023e-25,5.6378723795937881e-55,1.0797684648078186e-37,1.0759560628512988e-87,2.6257467062676332e-14,1.5986230196577615e-73,2.6257467061071272e-14,3.9224961266819409e-50,6.3255182631663592e-48,3.0004985766080868e-73,3.4790709238023684e-74,1.5879411002705512e-26,4.4844120763726789e-58,1.4339923597684539e-12,4.2457965099226961e-14,1.6997386145853669e-16,1.6997308409240583e-16,3.8584269526992598e-22,1.6453057034737348e-24,3.5046623015197093e-28,4.9514472241302638e-26,8.5897816939328272e-36,1.7842672267332284e-65,5.0336287422562428e-48,5.2841583233520849e-67,1.7739230623078377e-69,4.0286571793818415e-23,1.3277179643055199e-37,1.3372058831325144e-26
5.95017111235554e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767970463,0.11866996602704448,0.022821567693011829,0.0,1.308802540792556e-36,1.7644428211290777e-24,5.8245114909077797e-53,8.6381647612247563e-37,4.44254983807428e-85,5.2514978643075095e-14,1.0231218005910754e-71,5.2514978636654872e-14,6.2760070011170614e-49,1.0120826084885175e-46,6.1961685069986501e-71,7.1844418811124485e-72,6.3517770090891461e-26,1.4350149269188782e-56,2.8679871504166266e-12,8.491600218222531e-14,3.3994879757020966e-16,3.3994568157483179e-16,1.5368391027180545e-21,1.3108704684556921e-23,4.5412936012088855e-27,1.9805808442506384e-25,6.8737268187054037e-35,1.1419334744726644e-63,2.6030722865471896e-46,1.0912027374444439e-64,3.6673540970533194e-67,8.06049707401599e-23,1.0621740569220107e-36,5.3488258347822069e-26
1.1900347268737906e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679409272,0.11866996602412364,0.02282156769296937,0.0,1.0470458944303806e-35,7.0618863081539605e-24,6.5315012546119393e-51,6.9105385739480817e-36,1.9915718770298453e-82,1.0503000180442975e-13,6.5479891826643874e-70,1.0503000177874885e-13,1.0041621515342628e-47,1.6193256546698476e-45,1.3891211580843922e-68,1.6106822002638125e-69,2.540716044018387e-25,4.5920522816998996e-55,5.7359767306774536e-12,1.6983207634668223e-13,6.799010678010217e-16,6.7988855219665217e-16,6.0957059597510129e-21,1.0401934952931006e-22,6.3803989164724256e-26,7.9223239031535578e-25,5.5019771047253622e-34,7.3083811941581793e-62,1.4606419739845741e-44,2.4463692763162698e-62,8.2280616768333392e-65,1.6133704526270524e-22,8.4973685146249091e-36,2.1395280949642151e-25
2.3800699581502637e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727678818555,0.11866996601828195,0.022821567692884456,0.0,8.3764196240956786e-35,2.8279675853205578e-23,7.686696325240111e-49,5.5284334817200041e-35,9.3722713877945769e-80,2.1006004812936762e-13,4.1907159645281222e-68,2.1006004802664402e-13,1.606660189077124e-46,2.5908957752173798e-44,3.2689249565298421e-66,3.7903081411603556e-67,1.01628964069641e-24,1.4694572066096408e-53,1.1471955887057029e-11,3.3966422466866696e-13,1.3598154623043064e-15,1.3597649961954397e-15,2.3979175902324697e-20,8.1885484449643388e-22,9.3980469844852526e-25,3.1689269600578444e-24,4.4062623928588162e-33,4.6773650637125234e-60,8.5985392873234546e-43,5.7568665224700444e-60,1.9370133403978506e-62,3.2318230082706303e-22,6.7978489441509368e-35,8.5580863078367295e-25
4.76014042070321e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727677637123,0.11866996600659857,0.022821567692714623,0.0,6.7012159198850657e-34,1.133641128559497e-22,9.2075523399148232e-47,4.422747700923911e-34,4.4901479985531493e-77,4.2012014078815674e-13,2.6820588812632992e-66,4.2012014037726305e-13,2.5706566487446755e-45,4.1453296719585995e-43,7.8308160894638092e-64,9.0797995503105033e-65,4.0651824088720091e-24,4.7022622489482424e-52,2.2943914183247862e-11,6.7932852127875792e-13,2.719685649733308e-15,2.7194806962311871e-15,9.2832944344670066e-20,6.3473251942384675e-21,1.4078199950322822e-23,1.2675680986432464e-23,3.5321705042437128e-32,2.9935125500960003e-58,5.1506776616445006e-41,1.3790717980481904e-57,4.6408226164809321e-60,6.4839723803138713e-22,5.4382027472711995e-34,3.423212036388259e-24
9.520281345809103e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727675274252,0.11866996598323182,0.022821567692374957,0.0,5.3610995933914397e-33,4.5525215987294112e-22,1.0917177415399966e-44,3.5381983134122886e-33,2.1296850321995544e-74,8.4024032614138671e-13,1.7165175635464316e-64,8.4024032449781609e-13,4.1130501115422001e-44,6.6322220234431117e-42,1.857044615091509e-61,2.1532324307323126e-62,1.6260916523867342e-23,1.5047227820087828e-50,4.5887830709356267e-11,1.3586571143141365e-12,5.4396058450725018e-15,5.438763352596528e-15,3.4876497243337856e-19,4.7791451241722368e-20,2.0859745730161291e-22,5.0702497028284981e-23,2.8362465506949669e-31,1.9158458366498641e-56,3.053254396327329e-39,3.2703894824610037e-55,1.1003574408586018e-57,1.3049248167307886e-21,4.3504387482068883e-33,1.3692665023303894e-23
1.9040563196020888e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727670548515,0.11866996593649831,0.022821567691695629,0.0,4.2890820365746389e-32,1.833161044256576e-21,1.2432071792890978e-42,2.830558370182706e-32,9.7033893925285619e-72,1.6804806969904319e-12,1.0985707760002606e-62,1.6804806904161832e-12,6.5808771864720974e-43,1.0610578592275709e-40,4.2302138053690539e-59,4.9048933634240991e-60,6.5045153392960023e-23,4.8151046329985364e-49,9.1775663496480062e-11,2.7173142992513578e-12,1.0880258273390333e-14,1.087673375562395e-14,1.2423221074364739e-18,3.4167269314848803e-19,2.9661448171244195e-21,2.0280814862008754e-22,2.2833044869759051e-30,1.2261382695714411e-54,1.7378565615773503e-37,7.4496184882994966e-53,2.5051403656192216e-55,2.642370791199162e-21,3.48015303297739e-32,5.4769189083031e-23
3.808112689644446e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727661097042,0.11866996584303129,0.022821567690336973,0.0,3.4315891270607333e-31,7.404783614285018e-21,1.3123792020858776e-40,2.2644460375239203e-31,4.0994756848398735e-69,3.3609614392586901e-12,7.0308460256447493e-61,3.3609614129619689e-12,1.0529392878903841e-41,1.697379997865032e-39,8.9343145915796148e-57,1.0359191217535937e-57,2.6019249555038489e-22,1.5408280321178737e-47,1.8355132801035547e-10,5.4346286614370643e-12,2.176532507779024e-14,2.1750295443722508e-14,4.0623937098664992e-18,2.2455993156538115e-18,3.9057403599190852e-20,8.1121783055878743e-22,1.8438126885912564e-29,7.8472448643185568e-53,9.1663555347963066e-36,1.573338260822322e-50,5.2846704781838828e-53,5.414826007666648e-21,2.7838055836163746e-31,2.1906498091561903e-22
5.521763422682567e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727652590713,0.11866996575891096,0.02282156768911418,0.0,8.7618644329554118e-31,1.4713574724538679e-20,6.9442676866901027e-40,6.0082846433785682e-31,2.4757127494955115e-68,4.8733941077605387e-12,3.6691936123895201e-60,4.873394055748362e-12,3.3987539827806829e-41,5.814826442574061e-39,5.0957691747367827e-56,5.9084351651773731e-57,5.1465063821198761e-22,5.8361244311080971e-47,2.661494252163211e-10,7.8802115779659333e-12,3.1565191196572986e-14,3.1534579589559497e-14,7.1851759213804353e-18,5.2531630790815989e-18,1.1463378297781735e-19,1.6044977167672761e-21,4.7245042917509653e-29,3.3787231130259561e-52,4.4112758118117419e-35,8.9736218311860962e-50,3.8247180222632666e-52,7.9888430393773976e-21,7.1071998884450076e-31,4.3327698599155333e-22
7.235414155720689e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727644084384,0.11866996567479064,0.022821567687891387,0.0,1.7853432663425661e-30,2.4466933464738443e-20,2.5544491189626085e-39,1.2587592044771658e-30,1.209189588314398e-67,6.3858267767497615e-12,1.2146380535766237e-59,6.385826690591061e-12,8.5387953461639922e-41,1.4572837749940259e-38,2.1733863587811043e-55,2.5199921298000022e-56,8.5255077301006241e-22,1.7286260262428369e-46,3.4874752151567553e-10,1.0325794481276947e-11,4.1368783277118369e-14,4.1316830453728272e-14,1.0724628093907607e-17,9.8070154902529483e-18,2.6102916766098967e-19,2.6578494150057687e-21,9.657903666021192e-29,1.16409810145628e-51,1.37407434287971e-34,3.8272951133547383e-49,1.5161411204351813e-51,1.0646276023517372e-20,1.4480331661625207e-30,7.1770794965015606e-22
8.94906488875881e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727635578055,0.11866996559067032,0.022821567686668594,0.0,3.1300963152519861e-30,3.6538389559862135e-20,7.4155839557747284e-39,2.2607626369431041e-30,4.2488878824621506e-67,7.8982594461990647e-12,3.4349731315858324e-59,7.8982593179301155e-12,1.7683750258642296e-40,3.079582942819171e-38,6.9528620626326158e-55,8.0616639164448823e-56,1.2692762664797064e-21,4.0731935902552157e-46,4.3134561695863959e-10,1.2771377368865736e-11,5.1176028836548176e-14,5.1097161038816505e-14,1.4544955943864877e-17,1.5911772134030975e-17,4.963922991259673e-19,3.9568595928269206e-21,1.69768006845884e-28,3.0867997634410334e-51,3.6181981478642514e-34,1.2243779437254669e-48,5.1555398809659852e-51,1.3382504215459153e-20,2.5384725984030204e-30,1.0684626885832729e-21
1.2376366354835052e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727618565397,0.11866996542242968,0.022821567684223013,0.0,7.0449650027552144e-30,6.5985459778165582e-20,3.6260881051778076e-38,5.3252477010567524e-30,2.6234130119962432e-66,1.0923124786146375e-11,1.7231440333850217e-58,1.0923124555496331e-11,5.0280320640222389e-40,9.3614948401152e-38,3.821579751466616e-54,4.4309727264774914e-55,2.2825030756133015e-21,1.3769906571285397e-45,5.9654180589158517e-10,1.7662543096478471e-11,7.0799139781979951e-14,7.0653444119099713e-14,2.2601752824433282e-17,3.1815364510364434e-17,1.236057106370633e-18,7.1150796380414761e-21,3.8348042844662246e-28,1.2248671712135901e-50,1.5758944960289996e-33,6.7295680661451782e-48,4.0859082661431116e-50,1.9034651623001515e-20,5.7124945037368483e-30,1.9212065756343602e-21
1.5803667820911295e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727601552739,0.11866996525418906,0.022821567681777431,0.0,1.3247165045335874e-29,1.0404547927690013e-19,1.2034600775325776e-37,1.0383678057332077e-29,1.0513752362755128e-65,1.3947990127793384e-11,5.4931563193760694e-58,1.3947989765326076e-11,1.1400573973298771e-39,2.2015299402530137e-37,1.4028592193095574e-53,1.6265499454220462e-54,3.5871473084997003e-21,3.5672397517497841e-45,7.6173799165896308e-10,2.2553708735317169e-11,9.0436503489915296e-14,9.0202632192838717e-14,3.1137001621116571e-17,5.3813852438927919e-17,2.4991141416047034e-18,1.118129515293531e-20,7.2315534101192536e-28,3.5759691341833674e-50,4.6180188066081373e-33,2.4703202837357047e-47,1.6202817574136478e-49,2.4978058189104347e-20,1.074004027686677e-29,3.0190640841941507e-21
