Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(45),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2OX(23),CO2X(24),CHOX(50)
9.572665321291324e-21,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1928957503999964,0.099999999999997521,0.099999999999999478,6.3534866076995266e-95,3.7829992023489756e-56,3.5233437840304802e-33,8.2409012228316707e-78,1.6370384847186238e-48,3.4398704493956827e-124,3.1645310144587431e-34,3.5194046652771104e-125,3.1630610868109402e-34,5.3602081356897722e-80,1.580286314090839e-62,1.4549617610252693e-112,1.4307711757767002e-114,3.1571360084510942e-53,5.6457131261567265e-97,2.4590638147610227e-15,1.0759093397468601e-15,3.4217585959142678e-17,3.4217588891215495e-17,1.3504067269602326e-24,7.7086434080577581e-26,3.8875952945978809e-32,2.9191092238997071e-32,1.1343752083136678e-55,4.7317616044135122e-46,6.8509837890964772e-85,5.650951219086383e-84
1.9153647467362225e-20,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039999279,0.099999999999995023,0.099999999999998937,2.9641184585962261e-92,6.0598172673385087e-55,2.6848104747925892e-32,9.6070790976753389e-76,1.3109583822728376e-47,3.2111179328266524e-121,6.3347717064867564e-34,2.2566247318888012e-123,6.3288881653667615e-34,8.5856478857579599e-79,2.5314005917821923e-61,5.694238282385343e-110,3.3356780288826834e-112,2.5276285482928284e-52,1.8086557980867249e-95,4.9202640880903169e-15,2.1527534399973485e-15,6.8464897632457721e-17,6.8464909647248235e-17,5.126288900771673e-24,5.8740328262031134e-25,5.6651686546490537e-31,1.1684044648985485e-31,6.6131512363257625e-54,3.7882864985874904e-45,1.5981665537687743e-82,1.3182406441245988e-81
3.8315611759504024e-20,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039998558,0.099999999999990027,0.099999999999997854,1.3565460241239579e-89,9.7013271761388273e-54,1.9589350050688078e-31,1.0989889966303059e-73,1.0492978804800059e-46,2.9398011983359035e-118,1.268413785272203e-33,1.44628321010045e-121,1.2660596026282312e-33,1.3744491206557988e-77,4.0525964391012605e-60,2.3560201945624304e-107,7.6322313193684469e-110,2.0228711448926257e-51,5.7909440476830644e-94,9.8426646347419159e-15,4.3064416404981399e-15,1.3695951240295951e-16,1.3695956241330553e-16,1.8576300467475545e-23,4.2859032309701963e-24,8.0949022150071452e-30,4.6751400451687129e-31,3.7818881442258714e-52,3.031780698845017e-44,3.6568986209316944e-80,3.0164279381241096e-79
7.663954034378762e-20,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039997114,0.099999999999980049,0.099999999999995703,5.8661537308530595e-87,1.5526624209629234e-52,1.3306741097630764e-30,1.1881218745165774e-71,8.3965062986493268e-46,2.5427211717612405e-115,2.5418409185009972e-33,9.271668661239374e-120,2.5324226563410185e-33,2.1997146325194945e-76,6.4860391787981149e-59,9.6481444607914344e-105,1.6506676286312212e-107,1.6186044341794694e-50,1.853621120146387e-92,1.968746572801715e-14,8.6138180414989868e-15,2.7394870763945841e-16,2.7394891968052691e-16,6.235019139984316e-23,2.9113420452558783e-23,1.0921120213614709e-28,1.8703606596049604e-30,2.0432602308307621e-50,2.4258854524574309e-43,7.905809720897889e-78,6.5213690506021341e-77
1.5328739751235481e-19,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039994228,0.099999999999960079,0.099999999999991401,2.3118024856560208e-84,2.4846212583627185e-51,8.1546510650535601e-30,1.1707772258712078e-69,6.7180513039443268e-45,2.0040971263592638e-112,5.102910793765856e-33,5.9502262225676345e-118,5.0652346899595878e-33,3.5200187190514222e-75,1.0379170402433684e-57,3.6959417319112853e-102,3.2546062518293397e-105,1.2950067759763551e-49,5.9324155097694879e-91,3.9377067914455794e-14,1.7228570843497732e-14,5.479269608945065e-16,5.479278710788089e-16,1.8747071714907481e-22,1.7841249701887696e-22,1.3414461571832219e-27,7.482053253633718e-30,1.0058031529639279e-48,1.9408930510206048e-42,1.5574556953072579e-75,1.2847722647649781e-74
3.065831118494892e-19,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039988457,0.099999999999920153,0.099999999999982783,8.120648451199381e-82,3.9756875029693519e-50,4.4240135787575954e-29,1.0284428915897836e-67,5.3747745447791445e-44,1.4078436348395219e-109,1.0281912922567266e-32,3.8279868769574635e-116,1.0131202462620907e-32,5.6324051271245611e-74,1.6607877535430954e-56,1.2796265740604763e-99,5.721417905587437e-103,1.0360550480254789e-48,1.8985037508298484e-89,7.8756272286885739e-14,3.4458076447483411e-14,1.0958829185333504e-15,1.0958868136621001e-15,4.9567662253149312e-22,9.6790564294639235e-22,1.4673485910129707e-26,2.9929444600253207e-29,4.4121102431342711e-47,1.5527888196875937e-41,2.7345821967908474e-73,2.2559133881393008e-72
6.13174540523758e-19,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039976917,0.0999999999998403,0.099999999999965547,2.552875970002432e-79,6.3613492979513319e-49,2.1422662853114373e-28,8.0854330641013474e-66,4.2999450004066158e-43,8.8506528890049152e-107,2.0867366237598843e-32,2.4749584553558608e-114,2.0264512835079304e-32,9.0121320478809214e-73,2.6573563593524171e-55,3.9934839453683712e-97,9.0021949465645927e-101,8.2886442294568616e-48,6.0754104519619725e-88,1.5751468102995625e-13,6.891708765540755e-14,2.1917926383304382e-15,2.1918090344936276e-15,1.1674823163417135e-21,4.6868742389837148e-21,1.4360905197394437e-25,1.1972032411675628e-28,1.7320175644131005e-45,1.2422616070440955e-40,4.2968919109364516e-71,3.5449004207207743e-70
1.2263573978722956e-18,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039953835,0.099999999999680594,0.099999999999931088,7.3696801469403336e-77,1.0178405280575384e-47,9.5421380560767968e-28,5.8369773615988496e-64,3.4399932827136683e-42,5.1095029115452349e-104,4.2948065452126138e-32,1.6159207932707296e-112,4.0536632932533594e-32,1.4419586172166949e-71,4.2518455265038216e-54,1.1486239606526838e-94,1.3005032601858468e-98,6.6310054525228642e-47,1.9441561729564106e-86,3.1503149850893998e-13,1.3783511007106696e-13,4.3836032960374285e-15,4.3836710105816716e-15,2.5411487972320283e-21,2.0875745051515807e-20,1.2914151960679376e-24,4.7888704796028886e-28,6.2446572619948074e-44,9.9382278466901977e-40,6.2004044988674604e-69,5.115421650807562e-68
2.4527231125693707e-18,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039907672,0.099999999999361183,0.099999999999862171,2.0141175182777768e-74,1.6285841509970698e-46,4.0393279880826748e-27,3.9889042093827095e-62,2.7519889567296329e-41,2.792676469654589e-101,9.0748605057266578e-32,1.111062807997983e-110,8.1102870890120271e-32,2.3071310805853925e-70,6.8029990201872688e-53,3.1334237892169181e-92,1.7782009659931911e-96,5.3048540376784188e-46,6.2212951649440472e-85,6.3006513343827801e-13,2.7567115490163036e-13,8.7671894841839949e-15,8.7674652161837407e-15,5.2972094853600561e-21,8.8364573792187128e-20,1.1005292601888126e-23,1.9155649750849229e-27,2.132063567445726e-42,7.9506567278078766e-39,8.471127341722134e-67,6.9889709539138235e-66
4.905454541963521e-18,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039815346,0.099999999998722347,0.099999999999724337,5.334771504781006e-72,2.6058183733152931e-45,1.6631552048670741e-26,2.6416884171952196e-60,2.2015559663259919e-40,1.4793674494627799e-98,2.0090601568146036e-31,7.867722491711122e-109,1.6232334067683245e-31,3.6913541285989095e-69,1.0884812283871474e-51,8.2919443385265398e-90,2.3558714432876223e-94,4.2439249375770767e-45,1.9907853581323357e-83,1.260132403182436e-12,5.5134324455973541e-13,1.7534221353659505e-14,1.7535334699904438e-14,1.0810563996537419e-20,3.637871373600374e-19,9.0974391775531229e-23,7.6623357096611539e-27,7.0565488589689797e-41,6.3605878897116766e-38,1.1217381038303202e-64,9.2549348665135465e-64
9.810917400751822e-18,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039630691,0.099999999997444675,0.099999999999448669,1.3894063350227753e-69,4.169548479624562e-44,6.750339667912392e-26,1.720175823143295e-58,1.7611780059329739e-39,7.7062127607575927e-96,4.7944429632188078e-31,6.0018125298887577e-107,3.2511627830736051e-31,5.9059511423069417e-68,1.741562679410052e-50,2.1586605659410692e-87,3.0688107193889291e-92,3.3951915742424564e-44,6.3702850959448744e-82,2.5202669422126802e-12,1.1026874238638583e-12,3.5067723083354333e-14,3.507219817339981e-14,2.1837021296785943e-20,1.4761522266592655e-18,7.3991008469937851e-22,3.0649832417600142e-26,2.2968897646436108e-39,5.088547681008109e-37,1.4606526841386231e-62,1.2051621288203952e-61
1.4716380259540122e-17,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039446036,0.099999999996167002,0.099999999999173,1.0571130641725759e-68,1.5890025181354659e-43,1.4406181922472602e-25,9.668733056089726e-58,5.2283815988086704e-39,6.639063117826153e-95,8.1620417015058981e-31,3.3878651088851815e-106,4.8826123657027249e-31,2.2343009394406933e-67,6.6397157239031134e-50,1.6422766011905203e-86,2.0186275774042823e-91,9.7082159901499282e-44,2.9716791496942282e-81,3.7804014807848516e-12,1.6540316031558939e-12,5.2600662821808292e-14,5.2610186369085854e-14,3.2863127129484204e-20,3.1497726480559357e-18,2.1245590624360551e-21,6.5131681798351898e-26,1.0778959940675e-38,1.4550201032484371e-36,9.6897520381957796e-62,7.9948047063756185e-61
2.4527305977116723e-17,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039076726,0.099999999993611657,0.09999999999862165,9.7573064433013331e-67,1.3058616203327131e-42,3.9991839114352959e-25,2.4320003368662194e-56,2.4488958754892734e-38,1.3478015360061102e-92,1.7225953618874532e-30,1.3045687123931758e-104,8.1595941629427041e-31,1.7632046263893777e-66,5.4599932009907879e-49,1.5156853392212588e-84,8.8182550616437695e-90,4.4616538166697173e-43,3.9819596428529987e-80,6.3006705560969071e-12,2.7567199616916167e-12,8.7664294477844099e-14,8.7690663300800833e-14,5.4913925262527782e-20,8.7399188616779788e-18,9.8085762333520464e-21,1.8007515751278501e-25,1.5834474488849091e-37,6.6869093125446521e-36,5.0928104855653245e-60,4.2024255569168064e-59
3.3269000275640114e-17,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575038747664,0.099999999991334812,0.09999999999813039,5.4567668202921845e-66,3.7606959568392956e-42,7.0918135542416215e-25,9.7471232393956742e-56,5.6013505062657737e-38,9.7367808491654123e-92,2.7144591677259628e-30,6.4038550715114496e-104,1.1090582675787337e-30,4.886059806157322e-66,1.5732586236586146e-48,8.4765591270613387e-84,3.9243866072332203e-89,9.9542428817576438e-43,1.2994641609872033e-79,8.5462712696672821e-12,3.7392332141582284e-12,1.1890478172984141e-13,1.1895150083067893e-13,7.4560426365226798e-20,1.5494112080261582e-17,2.1912373805974387e-20,3.1887660247667885e-25,5.5888752782373272e-37,1.491893412809971e-35,2.6478139700622051e-59,2.1850093903380383e-58
4.2010694574163505e-17,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575038418602,0.099999999989057967,0.09999999999763913,2.178138450268692e-65,8.5677818737982069e-42,1.1049872647253404e-24,3.0212196518763373e-55,1.0743944692199496e-37,4.0766514649472596e-91,3.9024825376959495e-30,1.9812209330196574e-103,1.4033438046684633e-30,1.114426220302618e-65,3.5846483138004177e-48,3.3834875648363046e-83,1.4112245628461831e-88,1.8749647334820338e-42,3.480018680002858e-79,1.0791871981694036e-11,4.7217464665841063e-12,1.5014337552699721e-13,1.5021613264535757e-13,9.4205736713080051e-20,2.4134469724782885e-17,4.1305931234546061e-20,4.9641879467763746e-25,1.471503981891059e-36,2.8101057678924199e-35,9.0260514594052185e-59,7.4484148704387159e-58
5.0752388872686896e-17,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1928957503808954,0.099999999986781121,0.09999999999714787,6.8977235313777129e-65,1.6883787317167352e-41,1.5820574139423426e-24,7.6014220030968335e-55,1.8217690302103148e-37,1.4676251640356893e-90,5.2747006753995143e-30,5.6662808218388197e-103,1.6987438319939431e-30,2.1662510551239153e-65,7.0655060070350475e-48,1.0714990102655342e-82,3.9455102643367425e-88,3.1260078621928661e-42,7.6718388372752078e-79,1.3037472692271247e-11,5.7042597189717375e-12,1.8138019136101797e-13,1.8148432857062528e-13,1.1384992893640316e-19,3.4544591152435534e-17,6.8898223680462862e-20,7.1034315479962817e-25,3.3229581540409237e-36,4.6851082385541507e-35,2.6287833078615591e-58,2.1693990932563237e-57
6.823577746973368e-17,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575037431414,0.09999999998222743,0.099999999996165351,4.2681739019293155e-64,4.6945554475817527e-41,2.7211012738415989e-24,2.9946284568147053e-54,4.0128220376177006e-37,1.4071209905840663e-89,8.4382421788414534e-30,3.1219225557663483e-102,2.2920802647790849e-30,5.7217253860657339e-65,1.9657612101190337e-47,6.6307875925348973e-82,1.7694476145990317e-87,6.6499432824217094e-42,2.3979984275180882e-78,1.7528674110127231e-11,7.6692862236599611e-12,2.4384977756320011e-13,2.4402883378953834e-13,1.5313576927260813e-19,5.9387753118990162e-17,1.466281517659272e-19,1.2209880379932014e-24,1.1538481274449638e-35,9.9666109004409235e-35,1.5256444961026436e-57,1.2592124647449617e-56
8.571916606678047e-17,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575036773288,0.09999999997767374,0.099999999995182831,1.674513981088342e-63,1.0480392602222517e-40,4.160779124186862e-24,8.7648284024305584e-54,7.5021121178149086e-37,6.3821837821400619e-89,1.2283205253608863e-29,1.0596244879384249e-101,2.8895412934662509e-30,1.2379327998818323e-64,4.3901335672349286e-47,2.6015729189558785e-81,5.7430974763392779e-87,1.2068236047147051e-41,5.914256935509798e-78,2.2019875522619992e-11,9.6343127282066617e-12,3.0631278625805771e-13,3.0658653580401426e-13,1.9241747314953794e-19,9.0766636102981899e-17,2.661421045577189e-19,1.8662671695385804e-24,2.9967499213957514e-35,1.8087284017289974e-34,5.3420721871958368e-57,4.4094791673448007e-56
1.0320255466382725e-16,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575036115156,0.099999999973120049,0.099999999994200311,5.4205872846836592e-63,2.0666560109438312e-40,5.9212671718410265e-24,2.2036845706751839e-53,1.2677805512007869e-36,2.3822718004373552e-88,1.6855321579873921e-29,3.0954541701100044e-101,3.4914050294499843e-30,2.3881857405186013e-64,8.6591332004812608e-47,8.4221109823376138e-81,1.5945146002325753e-86,1.9935638791090538e-41,1.2838278511899185e-77,2.6511076929389018e-11,1.1599339232602331e-11,3.6876877601480355e-13,3.6915832965614787e-13,2.3169476296036351e-19,1.2911046224579979e-16,4.3964857347320352e-19,2.6552458469332428e-24,6.7610755785680825e-35,2.9878563793554801e-34,1.5785059947967805e-56,1.3030516507191077e-55
1.3816933185792082e-16,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575034798892,0.099999999964012654,0.099999999992235286,7.1472250254474677e-62,6.5724317245959201e-40,1.042246505512302e-23,1.3000688429936862e-52,3.0078319317788693e-36,5.3599801176161971e-87,2.8221339674628683e-29,2.5027150613385024e-100,4.7085930990463554e-30,7.487126856318627e-64,2.7540930907537282e-46,1.1107515882538124e-79,1.3253188617684598e-85,4.5885829139458608e-41,5.3495837452007921e-77,3.5493479725434893e-11,1.5529392240932091e-11,4.936593094651904e-13,4.9434503427321869e-13,3.1023585559327703e-19,2.270192821713125e-16,1.0115495267388048e-18,4.6724593487388771e-24,2.8999775742061268e-34,6.8771444194903588e-34,1.429890374407903e-55,1.1806569000997406e-54
1.7313610905201439e-16,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575033482623,0.099999999954905258,0.099999999990270261,3.7280238649318521e-61,1.5826271380303282e-39,1.6226633577959317e-23,4.6410692699780114e-52,5.866026346082489e-36,3.2648787518324834e-86,4.2540690509027381e-29,1.0592368650847667e-99,5.9436818066608351e-30,1.7950427059240006e-63,6.6312972251295324e-46,5.7944928557218387e-79,5.7447515805410798e-85,8.8039168088385996e-41,1.5618153153580939e-76,4.4475882498225622e-11,1.9459445248648207e-11,6.1852133550027314e-13,6.1958910992071128e-13,3.8875902049799522e-19,3.5307921792303154e-16,1.939740051158487e-18,7.2737393912391132e-24,8.5070852532939573e-34,1.3194881378673451e-33,6.2029042527128406e-55,5.1225136168616896e-54
2.4306966344020154e-16,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575030850067,0.099999999936690481,0.09999999998634021,7.7639374223476298e-60,6.3014106105085531e-39,3.1745276450190886e-23,4.0319560946193299e-51,1.6375285527853172e-35,1.0470686833558756e-84,8.0042549037569467e-29,1.2870062021949393e-98,8.4676438451358008e-30,7.2066132103447021e-63,2.638962919608566e-45,1.2072961920810519e-77,8.0412392417187294e-84,2.4183393011306725e-40,9.1965401448114055e-76,6.2440687973989334e-11,2.7319551262238105e-11,8.6815983483531936e-13,8.7024988961392901e-13,5.4575154794882309e-19,6.8922865274567663e-16,5.3192631397682191e-18,1.4230557509979766e-23,4.8804834088288748e-33,3.6244890512728587e-33,8.071035943914411e-54,6.6682426883036051e-53
3.1300321782838866e-16,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1928957502821749,0.099999999918475704,0.099999999982410159,4.6514328096761956e-59,1.6947317068333035e-38,5.2476072956451231e-23,1.6675335909934103e-50,3.4756437279821258e-35,7.2639276881196634e-84,1.293583510260713e-28,6.4382324371980439e-98,1.1063362699226011e-29,1.9395468119783725e-62,7.0939949091048792e-45,7.2348215906084375e-77,4.1496456031388981e-83,5.0983381224492321e-40,3.1003158880936134e-75,8.0405493356662689e-11,3.5179657273371551e-11,1.1176842985968347e-12,1.1211412370141888e-12,7.0267236076875122e-19,1.1369167756047009e-15,1.1195632016641414e-17,2.3527156723448474e-23,1.6343122996647157e-32,7.6411406081404097e-33,4.029222838834211e-53,3.329898667623877e-52
4.528703266047629e-16,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575022952266,0.099999999882046137,0.099999999974550058,1.2678025246791297e-57,7.6966899976707672e-38,1.0956311167467001e-22,1.7814325531029682e-49,1.0662107429709468e-34,3.2069752922833286e-82,2.6340681162826406e-28,1.0174041915041585e-96,1.6470431352467185e-29,8.8977647782938532e-62,3.2175641269726627e-44,1.9737765915873855e-75,8.0839362523791941e-82,1.5559145630814553e-39,2.1754499616898449e-74,1.1633510384271503e-10,5.0899869288268394e-11,1.6163913604613602e-12,1.62361874001129e-12,1.016298994114923e-18,2.3630808532715481e-15,3.4026077035382823e-17,4.9146269244675513e-23,1.1133902941226681e-31,2.331928868830738e-32,6.695116407101007e-52,5.5381706676510788e-51
5.780414319708005e-16,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575018240185,0.099999999849444271,0.099999999967515824,6.6255371543548433e-57,1.9778801510120395e-37,1.7830782886880879e-22,6.6847964707928832e-49,2.1942945100540441e-34,2.0668035726688534e-81,4.2338970721073568e-28,4.7652002832795654e-96,2.1553419048581756e-29,2.2790026651181004e-61,8.2610710454343031e-44,1.0320364715521932e-74,3.8646581035326417e-81,3.1976526165653221e-39,6.8022865280788982e-74,1.4848954712170621e-10,6.4968339928308264e-11,2.0623123893475972e-12,2.0740881643078879e-12,1.2967295749562569e-18,3.8314465861941865e-15,6.9710456297833204e-17,8.0021313127912925e-23,3.5132896054009351e-31,4.792485769840924e-32,3.0925509235222979e-51,2.5597724833711353e-50
