Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),H2OX(23),OCX(25),CO2X(24)
7.821727116607723e-21,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999688,0.099999999999997549,0.099999999999999659,2.0339396836984214e-97,3.9498369203907144e-54,2.3961420471832175e-37,5.1114895247369512e-66,8.4242134497205746e-53,2.5353389008695106e-43,4.047909181652124e-26,5.1082583481615186e-103,4.0479091810962563e-26,1.3740103607537002e-65,6.6236856978505185e-61,1.2070825681128192e-66,5.3969872392611023e-95,2.5504716172039637e-43,1.3790129880018963e-80,2.4608504039593553e-15,7.1779401506281763e-16,1.6267246476343126e-20,1.1561234643924336e-31,1.6267246859716189e-20,1.9162495726391644e-28,7.9584867472347606e-32,2.6929309121830115e-37,2.0636722289973766e-45,2.8910524060813882e-61,2.3078774074915491e-88
1.5650249825844992e-20,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999371,0.099999999999995093,0.099999999999999298,5.7790705804643514e-95,6.3232327972119276e-53,1.9172505373936009e-36,4.0922996646460627e-65,6.7462029491380401e-52,1.0147962888548794e-42,8.0993352273149592e-26,1.6370895713283068e-101,8.0993352250900423e-26,1.1003226603618479e-64,1.061023036523667e-59,9.6640001247520492e-66,8.6422114231109541e-94,1.0269116632534806e-42,2.2088173707371656e-79,4.9238388186934903e-15,1.436211656550513e-15,3.2548625711204389e-20,4.6275067988604669e-31,3.2548627246014085e-20,7.6668084015778231e-28,6.3691575789096864e-31,2.3934518521843117e-36,1.652192579963134e-44,1.0268604753095101e-59,3.2792445486791139e-86
3.1307295244319526e-20,0.09977366400000001,0.80000000000000004,0.0,0.28934362559998733,0.099999999999990166,0.099999999999998576,1.7690680729954746e-92,1.0119967964462434e-51,1.5330444286871355e-35,3.2750837742049726e-64,5.3996963924520564e-51,4.0605069897649585e-42,1.6202187322016581e-25,5.2426050195875214e-100,1.6202187313114013e-25,8.8070409522522976e-64,1.6986241383073638e-58,7.7341371884455964e-65,1.3833167725989188e-92,4.1574668059164479e-42,3.5360261599339205e-78,9.8498156481560506e-15,2.8730469395258297e-15,6.5111383029892122e-20,1.8516054774877943e-30,6.5111389173674824e-20,3.0651771146812983e-27,5.0933112520815109e-30,2.2951571473335308e-35,1.3222561921460052e-43,3.9313809710039459e-58,5.0204252156749165e-84
6.262138608126859e-20,0.09977366400000001,0.80000000000000004,0.0,0.28934362559997462,0.099999999999980313,0.099999999999997133,6.0045559405140169e-90,1.6194185230706759e-50,1.2247115147230551e-34,2.6205672656524549e-63,4.3208507091798659e-50,1.6244672010158801e-41,3.2407891524923611e-25,1.678260818833012e-98,3.240789148930756e-25,7.0474170714491777e-63,2.7185886182245297e-57,6.1884848393581262e-64,2.2137593149139486e-91,1.7020497853096642e-41,5.6591769914616172e-77,1.9701769307058337e-14,5.7467175054761668e-15,1.3023689306312895e-19,7.4076275811863524e-30,1.3023691766257415e-19,1.2242389145121134e-26,4.0691149990002706e-29,2.4426938426838334e-34,1.0580058396553465e-42,1.6694147444401276e-56,8.5228823159171349e-82
1.2524956775516673e-19,0.09977366400000001,0.80000000000000004,0.0,0.28934362559994919,0.099999999999960607,0.09999999999999426,2.2889056829700895e-87,2.5912485255412728e-49,9.7681684648801403e-34,2.0966783642082351e-62,3.4571176025780731e-49,6.498397656585556e-41,6.481929998475284e-25,5.3714383874125181e-97,6.4819299842277038e-25,5.6386474780753496e-62,4.3503736158016862e-56,4.9512579604440727e-63,3.5424158341541418e-90,7.1191172601586829e-41,9.0559114851456475e-76,3.9405676624771572e-14,1.1494058637375651e-14,2.6048789471305049e-19,2.9632921707863755e-29,2.6048799328061205e-19,4.8811758757271177e-26,3.2455527490446261e-28,2.9200373157085633e-33,8.464850214730028e-42,7.9619647339987767e-55,1.6249653867481148e-79
2.5050593110296305e-19,0.09977366400000001,0.80000000000000004,0.0,0.28934362559989829,0.099999999999921194,0.099999999999988515,9.6739552442277133e-85,4.1461406300871925e-48,7.7668971523269605e-33,1.6776939839001247e-61,2.765868176791411e-48,2.5994648406180026e-40,1.29642117120472e-24,1.7190209119455496e-95,1.2964211655054561e-24,4.511203544117263e-61,6.9611024098019821e-55,3.9611944192629171e-62,5.6690182993184543e-89,3.0960640923240844e-40,1.4490441134563863e-74,7.8813491259832724e-14,2.2988740901169876e-14,5.2098982434670615e-19,1.1853650872074106e-28,5.2099021991533521e-19,1.9397256472998238e-25,2.5806304553752587e-27,3.8675616172677629e-32,6.7722013765603447e-41,4.2095053109406678e-53,3.4348067715360556e-77
5.010186577985556e-19,0.09977366400000001,0.80000000000000004,0.0,0.28934362559979648,0.099999999999842382,0.099999999999977024,4.3953701873471908e-82,6.6339390003534588e-47,6.13831464211553e-32,1.3452898753686202e-60,2.2127630133819537e-47,1.0398070951912102e-39,2.5928775225615224e-24,5.5011239883834039e-94,2.5928774997640147e-24,3.6090770888210755e-60,1.1138164761585532e-53,3.1690307662323418e-61,9.0904054021004473e-88,1.4370959177859168e-39,2.3185492207737897e-73,1.5762912052849368e-13,4.5978105428739323e-14,1.0419933889494367e-18,4.7415567044381178e-28,1.0419949813286886e-18,7.6583307256918102e-25,2.0395054558794703e-26,5.501288451818415e-31,5.4178892483710132e-40,2.3918960616767721e-51,7.80432898470721e-75
1.0020441111897407e-18,0.09977366400000001,0.80000000000000004,0.0,0.28934362559959287,0.099999999999684744,0.099999999999954028,2.0741701895765511e-79,1.0614392313124841e-45,4.7943406662773485e-31,1.1129502445761979e-59,1.770235930987672e-46,4.1592707227946196e-39,5.1857902598447712e-24,1.7604008416776689e-92,5.1857901686538596e-24,2.8873074137707657e-59,1.7821375356996903e-52,2.535254719236889e-60,1.5011927397767076e-86,7.3376188839995838e-39,3.7097417162418818e-72,3.1526037905997034e-13,9.1956834483802217e-14,2.0839993394978935e-18,1.8966418859532727e-27,2.0840057867985352e-18,2.9856439760128831e-24,1.5929257239816126e-25,8.1199198470610176e-30,4.3343621170784472e-39,1.411253975735003e-49,1.8415780254610955e-72
2.0040950179721112e-18,0.09977366400000001,0.80000000000000004,0.0,0.28934362559918564,0.099999999999369482,0.099999999999908051,9.8514887096042697e-77,1.6983095529743039e-44,3.6615871646356499e-30,1.3264067700961267e-58,1.4161959627185583e-45,1.6637167765735447e-38,1.0371615872689495e-23,5.6333487705373257e-91,1.0371615507924495e-23,2.3098642932107721e-58,2.8514421187439295e-51,2.0282158396029902e-59,3.5116648218479351e-85,4.2064101698572906e-38,5.9356372784032096e-71,6.3052289609954239e-13,1.8391429259362405e-13,4.1680065259774827e-18,7.5866054154216901e-27,4.1680328947881371e-18,1.1363195566821911e-23,1.2165102914349592e-24,1.205371279226663e-28,3.4675091153079794e-38,8.3789380054102193e-48,4.3734437905198851e-70
4.008196831536852e-18,0.09977366400000001,0.80000000000000004,0.0,0.28934362559837118,0.099999999998738959,0.099999999999816097,4.5676781217996873e-74,2.7172993986544696e-43,2.6848082256395184e-29,6.1068068362894035e-57,1.132954872962941e-44,6.654884233339293e-38,2.0743267651489625e-23,1.8026823144500114e-89,2.0743266192429564e-23,1.8478988834243604e-57,4.5623158307435707e-50,1.6225775319960884e-58,3.130442989292657e-83,2.6996488149763203e-37,9.4970605885638062e-70,1.2610479300851617e-12,3.678292088120518e-13,8.3360020405527445e-18,3.0346493109773737e-26,8.3361115712904906e-18,4.1398519061417656e-23,8.9190389182272481e-24,1.7454720726680031e-27,2.7740136755857081e-37,4.8553967587449692e-46,1.0138292934975167e-67
8.016400458666333e-18,0.09977366400000001,0.80000000000000004,0.0,0.28934362559674226,0.099999999997477898,0.099999999999632189,1.9990505866852454e-71,4.3476781296129037e-42,1.8387328672480804e-28,5.9855994463831157e-55,9.0635548454891934e-44,2.6619572404242482e-37,4.1486573421510825e-23,5.7686014058420182e-88,4.1486567585295085e-23,1.4783222526059181e-56,7.2996826144092564e-49,1.2980640251046552e-57,6.0990855225156761e-81,1.8935258782012559e-36,1.5195331350672551e-68,2.5220979976823005e-12,7.3565904124404378e-13,1.6671917636850044e-17,1.2138608097359553e-25,1.6672381187210673e-17,1.4018101966116501e-22,6.1071571412452236e-23,2.3837886622529169e-26,2.2192112772690476e-36,2.6551870705193224e-44,2.2182339971005335e-65
1.6032807712925297e-17,0.09977366400000001,0.80000000000000004,0.0,0.28934362559348448,0.099999999994955777,0.099999999999264358,7.9773922496090737e-69,6.956270844306861e-41,1.1393960922089792e-27,5.9224139082455394e-53,7.2506877452954024e-43,1.0647837029267658e-36,8.2973193811081208e-23,1.8459558846425633e-86,8.2973170466449384e-23,1.1826593265369407e-55,1.167937971709691e-47,1.0384521084926058e-56,1.206844689132755e-78,1.4083425420281368e-35,2.4312562982272127e-67,5.0441981313801802e-12,1.4713187060885739e-12,3.3343447103499002e-17,4.8554426607449706e-25,3.3345435694237968e-17,4.2651172886596755e-22,3.7828963482592034e-22,2.9653786440837315e-25,1.7753656101023055e-35,1.3235892355989528e-42,4.4250514759428173e-63
3.2065622221443226e-17,0.09977366400000001,0.80000000000000004,0.0,0.28934362558696891,0.099999999989911548,0.099999999998528696,2.8360426331561716e-66,1.1129979027961869e-39,6.2554851602460697e-27,5.2617976906653187e-51,5.8002917927986246e-42,4.2591372039073653e-36,1.6594646998706285e-22,5.9070678772974739e-85,1.6594637661049816e-22,9.461284967611409e-55,1.8686615843105394e-46,8.3076218392137296e-56,2.1456850906439631e-76,1.0840816281219864e-34,3.8900143968719304e-66,1.0088398392790346e-11,2.942638035699818e-12,6.6685299176723202e-17,1.9421747495848443e-24,6.6693819661830104e-17,1.1418210807656092e-21,2.075221815642462e-21,3.2831261891372261e-24,1.4202854491666225e-34,5.8764324524156263e-41,7.8633294329943312e-61
6.413125123847907e-17,0.09977366400000001,0.80000000000000004,0.0,0.28934362557393772,0.099999999979823076,0.099999999997057373,8.9964957632949811e-64,1.7807785420001286e-38,3.0592569780652214e-26,4.1740916756183156e-49,4.6398165842561595e-41,1.703655982909419e-35,3.3189316391609005e-22,1.8902654405152175e-83,3.3189279042590095e-22,7.5690389276823139e-54,2.989730650591415e-45,6.6461017279492602e-55,3.4065780562776652e-74,8.502265711224149e-34,6.2240319111753764e-65,2.01767988916683e-11,5.8852766946110418e-12,1.3336417623253358e-16,7.7686767765121092e-24,1.3340012734538936e-16,2.7158046822941156e-21,1.0132546295369715e-20,3.2422332088732495e-23,1.1362164651459392e-33,2.3277758516280206e-39,1.2467782131455193e-58
1.2826250927255076e-16,0.09977366400000001,0.80000000000000004,0.0,0.2893436255478754,0.099999999959646146,0.099999999994114741,2.6080473898185866e-61,2.8491871834707065e-37,1.3715689927657044e-25,3.0260666969721367e-47,3.7111850681814733e-40,6.8146311169075259e-35,6.6378711800033594e-22,6.0488731824776451e-82,6.6378562416686829e-22,6.0552464201044051e-53,4.7830361010312157e-44,5.3168867134258576e-54,4.9422486086997261e-72,6.7336294507342836e-33,9.9584755012907335e-64,4.0353599793654703e-11,1.1770554011188432e-11,2.6670262477837904e-16,3.1074521924812617e-23,2.6685149686579203e-16,5.9458212529207411e-21,4.5280268315491672e-20,2.9274563433698219e-22,9.0895388907749592e-33,8.4276631591552562e-38,1.8066409057290325e-56
2.565250253406942e-16,0.09977366400000001,0.80000000000000004,0.0,0.28934362549575071,0.099999999919292273,0.099999999988229463,7.1153696032920508e-59,4.5585118707986451e-36,5.826953303155595e-25,2.0644508204207877e-45,2.9678787861573475e-39,2.7258578688014711e-34,1.3275772904179903e-21,1.9356530826604954e-80,1.3275713161058355e-21,4.8442206763746617e-52,7.6513337066067874e-43,4.2535173071453809e-53,6.746368110161485e-70,5.3595852285784008e-32,1.5933635835973979e-62,8.0707201214549498e-11,2.3541108639362996e-11,5.3330232197553557e-16,1.2429659146012808e-22,5.3391038063056193e-16,1.2429543291394362e-20,1.911218465562735e-19,2.4898700043648407e-21,7.2713215882432127e-32,2.8722533477481529e-36,2.4639378480575771e-54
5.13050057476981e-16,0.09977366400000001,0.80000000000000004,0.0,0.28934362539150132,0.099999999838584541,0.099999999976458906,1.8665729232285058e-56,7.2930182954825301e-35,2.4031684041890633e-24,1.3541646727585057e-43,2.372593279674376e-38,1.0903474181932443e-33,2.6551666870064962e-21,6.1941763216421403e-79,2.6551427979339901e-21,3.8754138260973254e-51,1.2237276319200125e-41,3.4028263017872816e-52,8.8531098030435225e-68,4.2766687220329963e-31,2.5494054787286357e-61,1.614144025240271e-10,4.7082217875791213e-11,1.066193095635369e-15,4.9717436673120425e-22,1.068659255995875e-15,2.5393599521905231e-20,7.7812036420275014e-19,2.0378505226160064e-20,5.8165616768016927e-31,9.4145771499207294e-35,3.231345033096059e-52
7.695750896132677e-16,0.09977366400000001,0.80000000000000004,0.0,0.28934362528725194,0.099999999757876809,0.099999999964688349,1.4194263861525049e-55,2.6842201284514525e-34,5.152511639844921e-24,7.6060955032774244e-43,7.0407522457102709e-38,2.3169945155252811e-33,3.9827651301062407e-21,2.9634173842650722e-78,3.9827143778428984e-21,1.1505197338457352e-50,4.6648560095434295e-41,9.7299768381704521e-52,5.820047854388119e-67,1.2220434620218842e-30,9.6449617512542389e-61,2.4212160230119271e-10,7.0623327092298531e-11,1.5987754273018006e-15,1.05647790591486e-21,1.6040455180954891e-15,3.8350317944200718e-20,1.6536274471147141e-18,5.8393532761714334e-20,1.6630917014849441e-30,4.4138279322205449e-34,2.1422926705419209e-51
1.0261001217495545e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362518300255,0.099999999677169077,0.099999999952917792,6.9892196800436044e-55,6.8075708602965919e-34,8.8301878774016881e-24,2.7778446891714239e-42,1.5334765947452533e-37,3.952529863391662e-33,5.3103726144813834e-21,9.8079580512782806e-78,5.3102860559498871e-21,2.5069361503207671e-50,1.2548060600203963e-40,2.0523378065708956e-51,2.3842346687075635e-66,2.576678707398002e-30,2.5105893018179193e-60,3.2282880054604637e-10,9.4164436288884999e-11,2.1310494956104993e-15,1.8021993371141086e-21,2.1400752883662165e-15,5.129954358778605e-20,2.8109856438323079e-18,1.2301392233031332e-19,3.5077863200794117e-30,1.4241566435019983e-33,9.6791259690805561e-51
1.539150186022128e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362497450378,0.099999999515753613,0.099999999929376679,8.8626895234400141e-54,2.3805456810745491e-33,1.8362614556797871e-23,1.8043963699412628e-41,4.4472124332574955e-37,8.1832448804406699e-33,7.9656087863190552e-21,5.7227402799757124e-77,7.9654296430085524e-21,7.2769457218631018e-50,5.0722492297403429e-40,5.6055887600766061e-51,1.8171918450065148e-65,7.034959013079226e-30,9.2135923231706681e-60,4.8424319343951151e-10,1.4124665463530485e-10,3.1948747107320851e-15,3.7311291878955961e-21,3.2136635097671235e-15,7.7180408370740534e-20,5.7671210211852553e-18,3.3421044963578554e-19,9.5801439892760315e-30,7.8080812507970302e-33,1.1166641967897208e-49
2.0522002502947015e-15,0.09977366400000001,0.80000000000000004,0.0,0.289343624766005,0.099999999354338148,0.099999999905835565,4.5258848772165478e-53,5.9481149597465373e-33,3.130439114816471e-23,6.6159019798764482e-41,9.718169426812261e-37,1.3917610935255385e-32,1.0620878162687585e-20,1.9040464059220709e-76,1.062057359222699e-20,1.5914014289364663e-49,1.3733594346477388e-39,1.1728799548296713e-50,7.465710105789366e-65,1.471602810824831e-29,2.3891713329923205e-59,6.4565758069811944e-10,1.8832887290846861e-10,4.2575678139953082e-15,6.3455187808320751e-21,4.2896668546966916e-15,1.0303373028803438e-19,9.7065616766175488e-18,6.9492371062547819e-19,2.0043551205572607e-29,2.4970501788056326e-32,5.0127512720235391e-49
2.565250314567275e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362455750623,0.099999999192922712,0.099999999882294452,1.7701263172250343e-52,1.2619059104241105e-32,4.7895455946792989e-23,1.9415886186524608e-40,1.8218430288426453e-36,2.126305024941348e-32,1.3276183080399595e-20,5.1340679831632706e-76,1.3275717930331108e-20,2.9857154575874893e-49,3.0838564793426179e-39,2.1351892094182315e-50,2.4428266606130506e-64,2.6785421559663991e-29,5.2239072266583135e-59,8.0707196191938031e-10,2.3541109110314369e-10,5.3190491319860209e-15,9.6942769234165642e-21,5.3682954948087289e-15,1.2885757258188709e-19,1.4658305711079082e-17,1.2558797131916911e-18,3.6486085230393985e-29,6.4937245168050113e-32,1.7800899806036622e-48
3.5913504431124225e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362414050879,0.099999998870091825,0.099999999835212239,4.0557895419012025e-51,4.622515736328511e-32,9.2230415740368699e-23,1.5941629651059458e-39,4.9750970404955528e-36,4.088847256918122e-32,1.8586901536013411e-20,3.026846310460942e-75,1.8586007803577167e-20,8.1696696849489857e-49,1.1944841695319747e-38,5.6375729231048141e-50,3.0777126634836632e-63,7.0702758280387229e-29,2.0093954112266214e-58,1.1299007058706319e-09,3.295755272520982e-10,7.4383083559964736e-15,1.8640671152292176e-20,7.5338292319443249e-15,1.8041515922856033e-19,2.7402441964917155e-17,3.2428856478055587e-18,9.6316481605026497e-29,3.551061169216731e-31,2.4911599190877425e-47
4.6174505716575695e-15,0.09977366400000001,0.80000000000000004,0.0,0.2893436237235113,0.099999998547260993,0.099999999788130026,2.4199340419541899e-50,1.2001531123050783e-31,1.513330757226394e-22,6.4226246638375358e-39,1.0469750828224496e-35,6.7057596951357151e-32,2.3897763817887132e-20,1.0209471952353738e-74,2.3896299269718122e-20,1.7223048501234508e-48,3.1753363176046847e-38,1.1688182089490138e-49,1.5133965798033766e-62,1.4656043273430941e-28,5.3375715640186709e-58,1.4527294253010206e-09,4.2373996308226961e-10,9.5526638176566802e-15,3.0568931307911703e-20,9.7105306215088775e-15,2.318534467346673e-19,4.3699322220093833e-17,6.5839997063299625e-18,1.9965531641301112e-28,1.1547756753868261e-30,1.2284404017683531e-46
6.6696508287478644e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362288951643,0.099999997901599344,0.099999999693965586,6.1595037995339179e-49,5.3178671279111449e-31,3.1365932658144992e-22,6.4137688146631925e-38,3.1809970350399136e-35,1.3902510452889143e-31,3.4519918085831823e-20,6.9848158590128053e-74,3.4516887025969106e-20,5.2538338979668312e-48,1.4200158816361072e-37,3.5120186175496844e-49,2.4202629132341265e-61,4.4026411535466294e-28,2.4223575043901787e-57,2.0983867906095562e-09,6.1206883378640033e-10,1.3766723980560063e-14,6.3367195064787171e-20,1.4098815652633961e-14,3.3437359633948495e-19,8.539043563259752e-17,1.8828901939258754e-17,5.9967378884981919e-28,7.3651418993336199e-30,1.9020435917271305e-45
8.721851085838159e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362205552161,0.099999997255937806,0.099999999599801145,3.8643771022815804e-48,1.4981176440535845e-30,5.3463234019135725e-22,2.7582478635589751e-37,7.0342131770574121e-35,2.3716589537273001e-31,4.5142643528091795e-20,2.5150698443078807e-73,4.5137481263407067e-20,1.1658887425570883e-47,4.0283168675575406e-37,7.7471792311583973e-49,1.2720654259725237e-60,9.7101176560015251e-28,6.8867394716339965e-57,2.7440440578484464e-09,8.0039770321558412e-10,1.7961309983702431e-14,1.0808509936806592e-19,1.853480809641611e-14,4.3641997630702841e-19,1.3783304727463677e-16,3.9808819714166725e-17,1.3223626832328599e-27,2.5475200038256857e-29,9.9418143572860801e-45
1.0774051342928453e-14,0.09977366400000001,0.80000000000000004,0.0,0.28934362122152685,0.099999996610276365,0.099999999505636705,1.6142497699376746e-47,3.3632738406874436e-30,8.139911552019812e-22,8.5190191010444512e-37,1.3090949952163264e-34,3.6148101095276883e-31,5.5765937602528895e-20,6.841610771432014e-73,5.5758082054269768e-20,2.1771863137054771e-47,9.106504082647712e-37,1.4423523685032947e-48,4.5631610287244649e-60,1.8075519646655517e-27,1.5536081585457484e-56,3.3897012270188538e-09,9.8872657136983982e-10,2.2136508534234116e-14,1.64718638283414e-19,2.3020039125390992e-14,5.3799469605849539e-19,1.9923586312760286e-16,7.1228337651633713e-17,2.4611313166547171e-27,6.6916984826176336e-29,3.647829452770208e-44
