Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),C2H4(47),COX(50),CHOX(53),HOCOX(206)
4.214067628009294e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4443770512087824,0.11094584917035236,0.022531032820787965,0.0,5.7148418611983319e-06,9.6029065185707294e-05,2.3373412566483846e-05,1.6237149830666229e-07,3.4560064104652236e-17,0.00036792299686838582,1.7677929729285074e-15,0.00023295249010147904,6.0094032367227124e-12,1.706986373255249e-08,9.5435330617806251e-13,9.2066151176894893e-15,1.4332059233140524e-05,1.8117277957746987e-10,0.0073195787500613899,0.0005369670231270959,5.8559358436691277e-05,4.5362126667910305e-07,2.0620456692914684e-09,5.3847242577555126e-10,2.5645874326353246e-13,5.9801025727735802e-09,1.2683099365553533e-05,2.0718823885891974e-07,3.2999760956155302e-10,1.7696285959961525e-06,2.8506830746148279e-10,7.2644285839172126e-11,6.2478028789319933e-13,2.6876214644788983e-14
4.2297932545741016e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44436946420509721,0.11093847091675352,0.022529975613622688,0.0,5.7859445130495988e-06,9.6758181645396855e-05,2.3610962349091992e-05,1.6412968940581763e-07,3.515330565345794e-17,0.00036926615568762115,1.8006950672437298e-15,0.00023346654411206475,6.0775147656036773e-12,1.7367403082220011e-08,9.6637266424687739e-13,9.3419838812136472e-15,1.4464857865807067e-05,1.8391842444130646e-10,0.00732535026585668,0.00053863611267425501,5.8667148707557918e-05,4.5587355841505023e-07,2.0694774847641274e-09,5.4036034231423778e-10,2.5737600110609519e-13,6.0010689011119019e-09,1.2703964927786855e-05,2.0849263446204685e-07,3.3386851371344278e-10,1.7837869496728834e-06,2.8939474952823308e-10,7.3381461807726959e-11,6.2988176322988031e-13,2.7180167926535819e-14
4.245518881138909e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44436193622969233,0.11093114793624244,0.022528918568051639,0.0,5.8575785901156413e-06,9.7489242977746838e-05,2.384964359713631e-05,1.6589998437240867e-07,3.5753807884891953e-17,0.00037060898496208295,1.8340795780830697e-15,0.00023397872603147718,6.1461326065771615e-12,1.7668763786414639e-08,9.7847654144934951e-13,9.4786924649864558e-15,1.4598220055770003e-05,1.8669509196892471e-10,0.0073310659052023249,0.00054030264798640736,5.8774527554211779e-05,4.5812566445901598e-07,2.0769067617866833e-09,5.4224770417366154e-10,2.5829287631724488e-13,6.0219218701723643e-09,1.2724602916412114e-05,2.0979796765671684e-07,3.3776624581196337e-10,1.7979860371458089e-06,2.9377014753073027e-10,7.4122140309623855e-11,6.3499620233543132e-13,2.7485919940862156e-14
4.261244507703717e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44435446674354728,0.1109238797013279,0.022527861683897366,0.0,5.9297454254930215e-06,9.8222241691271173e-05,2.4089453314845347e-05,1.6768241637149272e-07,3.6361621888723152e-17,0.00037195148357066081,1.8679516432446748e-15,0.00023448904257924479,6.2152584683453613e-12,1.7973976737371789e-08,9.9066491837290031e-13,9.6167467794425827e-15,1.4732144872463637e-05,1.8950301194132601e-10,0.0073367261968750232,0.00054196663198578039,5.8881499732561614e-05,4.603775826172785e-07,2.0843334944806732e-09,5.4413450990822761e-10,2.592093688919628e-13,6.0426624591631179e-09,1.2745016066296342e-05,2.111042356202991e-07,3.4169086406994641e-10,1.8122256931979566e-06,2.9819486463898901e-10,7.486631205681711e-11,6.401235803342895e-13,2.7793471791386009e-14
4.2769701342685244e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44434705521275569,0.11091666568952202,0.022526804960984127,0.0,6.0024463498150962e-06,9.8957170352358286e-05,2.4330388514169098e-05,1.6947701847490222e-07,3.6976798817082083e-17,0.00037329365039539896,1.9023164336922453e-15,0.00023499750045301863,6.2848940568346697e-12,1.8283072919236566e-08,1.0029377734432625e-12,9.7561527140637784e-15,1.4866631385818526e-05,1.9234241491029067e-10,0.0073423316646457253,0.00054362806758509149,5.8988069906822693e-05,4.6262931053881311e-07,2.0917576769862942e-09,5.4602075807596561e-10,2.6012547884852998e-13,6.0632916509211001e-09,1.2765207103541284e-05,2.1241143592913948e-07,3.4564242652779701e-10,1.8265057540211507e-06,3.0266926524357836e-10,7.5613967785868311e-11,6.4526387366259297e-13,2.8102824611973149e-14
4.292695760833332e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44433970110847681,0.11090950538329274,0.02252574839913787,0.0,6.0756826912289353e-06,9.9694021584334158e-05,2.4572446215374889e-05,1.712838236612327e-07,3.7599389883909611e-17,0.0003746354843215147,1.9371791536080611e-15,0.00023550410632855692,6.3550410751886212e-12,1.8596083407666538e-08,1.0152950829742294e-12,9.8969161374419708e-15,1.5001678666208292e-05,1.9521353219710431e-10,0.007347882827327068,0.00054528695768707707,5.9094242651565501e-05,4.6488084571939002e-07,2.0991793034625151e-09,5.4790644723862051e-10,2.6104120622713521e-13,6.0838104314856457e-09,1.2785178744897153e-05,2.1371956654956824e-07,3.4962099106139742e-10,1.8408260571938536e-06,3.0719371495360805e-10,7.6365098259776993e-11,6.5041706005349095e-13,2.8413979570051273e-14
4.3084213873981395e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4443324039068875,0.11090239827001688,0.022524691998186228,0.0,6.1494557753722552e-06,0.0001004327880665423,2.4815623447626697e-05,1.7310286481583113e-07,3.8229446364419531e-17,0.00037597698423741697,1.9725450404454033e-15,0.00023600886685971227,6.4257012237609374e-12,1.8913039369433577e-08,1.0277368212168778e-12,1.0039042897345736e-14,1.5137285784397487e-05,1.9811659589128149e-10,0.0073533801988203583,0.00054694330518404127,5.9200022453727356e-05,4.6713218550393512e-07,2.1065983680872641e-09,5.4979157596163014e-10,2.6195655108860892e-13,6.104219789763023e-09,1.2804933697192921e-05,2.1502862582895007e-07,3.5362661538214117e-10,1.855186441659289e-06,3.11768580594711e-10,7.7119694269760017e-11,6.5558311850862321e-13,2.8726937866468199e-14
4.324147013962947e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44432516308913494,0.11089534384193364,0.022523635757958439,0.0,6.2237669253501844e-06,0.00010117346253344091,2.5059917249547917e-05,1.7493417473078532e-07,3.8867019594574168e-17,0.00037731814903472306,2.0084193649803914e-15,0.00023651178867842217,6.4968762001086215e-12,1.9233972062024851e-08,1.0402629604082565e-12,1.018253882079004e-14,1.5273451811490443e-05,2.0105183884928573e-10,0.0073588242881621052,0.00054859711295741995,5.9305413714586368e-05,4.6938332708801523e-07,2.1140148650574335e-09,5.5167614281407793e-10,2.6287151351527326e-13,6.1245207172620224e-09,1.2824474656782986e-05,2.1633861248677992e-07,3.5765935702249879e-10,1.869586747703856e-06,3.1639423020701932e-10,7.7877746636985305e-11,6.6076202927418224e-13,2.9041700731129261e-14
4.339872640527755e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44431797814128954,0.11088834159609834,0.022522579678285404,0.0,6.2986174617120674e-06,0.00010191603777371661,2.5305324669767893e-05,1.7677778610491447e-07,3.9512160970574823e-17,0.00037865897760827572,2.0448074313632111e-15,0.00023701287839470172,6.5685676989851512e-12,1.9558912833242948e-08,1.0528734708195339e-12,1.0327409714109162e-14,1.5410175818881172e-05,2.0401949469324734e-10,0.0073642155995701135,0.00055024838387735507,5.9410420751694365e-05,4.7163426752224596e-07,2.1214287885889436e-09,5.5356014636880806e-10,2.6378609360949087e-13,6.1447142076721784e-09,1.2843804309010331e-05,2.1764952560582813e-07,3.6171927334573007e-10,1.8840268169358392e-06,3.2107103304313719e-10,7.8639246214250148e-11,6.6595377382957544e-13,2.9358269427241427e-14
4.355598267092562e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44431084855429825,0.11088139103433688,0.022521523758999597,0.0,6.37400870242838e-06,0.00010266050662941482,2.5551842767452131e-05,1.786337315437606e-07,4.0164921948365849e-17,0.00037999946885616044,2.081714577168753e-15,0.0002375121425966393,6.6407774123337537e-12,1.9887893120805121e-08,1.0655683208035899e-12,1.0473661363032669e-14,1.5547456878204325e-05,2.0701979780967742e-10,0.0073695546324891552,0.0005518971208022871,5.9515047800772877e-05,4.7388500371519052e-07,2.1288401329169567e-09,5.5544358520241341e-10,2.6470029149177359e-13,6.1648012565332384e-09,1.2862925327685753e-05,2.1896136462333922e-07,3.6580642155094532e-10,1.898506492264417e-06,3.2579935956610706e-10,7.9404183887607781e-11,6.7115833485817727e-13,2.9676645252476382e-14
4.37132389365737e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44430377382393854,0.11087449166320049,0.022520467999935082,0.0,6.4499419628675881e-06,0.000103406861995087,2.5799468612816575e-05,1.8050204355958062e-07,4.0825354043150796e-17,0.00038133962167972085,2.1191461734466501e-15,0.00023800958785039541,6.7135070292807441e-12,2.0220944451941673e-08,1.0783474768420499e-12,1.0621299532764417e-14,1.5685294061287192e-05,2.1005298334817902e-10,0.0073748418816361704,0.00055354332657856257,5.961929901757339e-05,4.7613553243437355e-07,2.136248892295885e-09,5.5732645789514921e-10,2.6561410730247385e-13,6.1847828610332021e-09,1.2881840374582974e-05,2.2027412932228547e-07,3.6992085865198388e-10,1.913025617878968e-06,3.3057958144737293e-10,8.0172550577951215e-11,6.7637569622037311e-13,2.9996829531946069e-14
4.3870495202221775e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4442967534507723,0.11086764299392075,0.022519412400927492,0.0,6.5264185557730679e-06,0.00010415509681695398,2.6048199287625981e-05,1.823827545713398e-07,4.1493508828922976e-17,0.00038267943498357458,2.1571076247707263e-15,0.00023850522070020257,6.7867582361289649e-12,2.0558098442993479e-08,1.091210903591752e-12,1.077032996806437e-14,1.5823686440102745e-05,2.1311928722015587e-10,0.0073800778370450891,0.00055518700404005384,5.972317847969669e-05,4.7838585031081193e-07,2.1436550609994103e-09,5.5920876303107321e-10,2.6652754120043515e-13,6.2046600195911234e-09,1.2900552098949832e-05,2.2158781982268e-07,3.7406264148750961e-10,1.9275840392286932e-06,3.3541207156473703e-10,8.0944337242544009e-11,6.8160584294654467e-13,3.0318823623174317e-14
4.402775146786985e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44428978694010141,0.1108608445423655,0.022518356961813975,0.0,6.6034397912402755e-06,0.0001049052040920858,2.6298031885676497e-05,1.8427589690470572e-07,4.2169437938009803e-17,0.00038401890767562896,2.1956043692878495e-15,0.00023899904766836971,6.8605327163512806e-12,2.0899386799008636e-08,1.1041585639306414e-12,1.092075839333328e-14,1.5962633086723799e-05,2.1621894609751746e-10,0.0073852629841111772,0.00055682815600779131,5.9826690188375649e-05,4.8063595384260241e-07,2.1510586333207014e-09,5.6109049919805907e-10,2.6744059336000071e-13,6.2244337315159347e-09,1.2919063137035094e-05,2.2290243657295382e-07,3.7823182673447823e-10,1.9421816030025285e-06,3.4029720400031393e-10,8.1719534876498134e-11,6.8684876120779256e-13,3.0642628919770753e-14
4.4185007733517927e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44428287380192177,0.11085409582899464,0.022517301682433211,0.0,6.6810069766939376e-06,0.00010565717686759739,2.6548963513262743e-05,1.8618150279204358e-07,4.2853193060627675e-17,0.00038535803866709544,2.2346418787661865e-15,0.00023949107525528704,6.9348321505841719e-12,2.1244841313338307e-08,1.1171904190030808e-12,1.1072590512699991e-14,1.6102133073278209e-05,2.1935219741138152e-10,0.0073903978036350031,0.00055846678528961597,5.9929838070224406e-05,4.828858393953873e-07,2.1584596035724523e-09,5.6297166498765251e-10,2.6835326397380536e-13,6.2441049968793982e-09,1.2937376111630565e-05,2.2421798034139611e-07,3.8242847087891926e-10,1.956818157109386e-06,3.452353540384781e-10,8.2498134514211821e-11,6.9210443828424142e-13,3.0968246840849401e-14
