Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),H2OX(23),OCX(25),CO2X(24)
4.497539089490417e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33119858051962175,0.11314514085673738,0.022400877371842928,7.9180006096621846e-09,2.4162347526641348e-07,1.5413046973031993e-07,6.4089373243798168e-07,5.3775173275522416e-17,8.007873931830613e-25,5.2530436600474476e-09,1.3111119350726281e-32,5.0049308822687196e-09,2.2297262147286593e-24,2.7621671915595612e-15,3.2023652112129793e-18,1.2788079166592432e-20,3.5444195120209045e-08,1.5799457466266199e-24,0.0055233484707985303,0.0008397526136021252,2.2976319358474234e-11,4.9693335120739718e-06,1.5924403879679314e-15,3.3968403980052769e-11,2.179794711096961e-07,8.9592485530975121e-08,3.2330606550101946e-11,6.045958671731069e-07,5.3652496920740751e-12
4.5152321847835127e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33119229108011661,0.11314209474265531,0.022399256970513415,8.0354577871763703e-09,2.4651671133232305e-07,1.5646091326184186e-07,6.4744547056308296e-07,5.4546289037550138e-17,8.1793997848763623e-25,5.2865437275015962e-09,1.3486913801375811e-32,5.0297084390078532e-09,2.2761596310898103e-24,2.8131757704048573e-15,3.2548495655233475e-18,1.2984806715484185e-20,3.5913975850946579e-08,1.6156594046139488e-24,0.0055263843706646514,0.00084297682825434689,2.3054174944311891e-11,4.9943504775193945e-06,1.5978452803302448e-15,3.4118927796039552e-11,2.1784897969405828e-07,9.0388390772880428e-08,3.2926169315590983e-11,6.0823759761660035e-07,5.4183662710727439e-12
4.5329252800766085e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33118604001484159,0.11313908643232198,0.022397636749826394,8.1540743469948457e-09,2.5148505778948082e-07,1.5881420111433462e-07,6.5402650389009113e-07,5.5327273080537471e-17,8.3537524852129162e-25,5.3202702539980459e-09,1.3872978005855096e-32,5.0545249865943044e-09,2.3235245374219069e-24,2.8649379792677907e-15,3.3079186789671881e-18,1.3183534302307308e-20,3.6387749205266097e-08,1.6521165094311644e-24,0.0055293824322978323,0.00084620056579686755,2.3132027340575305e-11,5.019302523275436e-06,1.603249970623022e-15,3.4268958797942364e-11,2.1771941344526583e-07,9.1186517273264081e-08,3.3529426138102971e-11,6.1188220629162874e-07,5.4717549206132892e-12
4.550618375369704e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33117982686152586,0.11313611546217874,0.022396016709393084,8.2738562102595334e-09,2.5652920285569444e-07,1.6119037416655972e-07,6.6063676627964416e-07,5.6118255552821464e-17,8.5309640723525167e-25,5.3542251559665027e-09,1.4269587584413258e-32,5.0793801571356876e-09,2.3718395051915881e-24,2.9174622934468578e-15,3.3615757326146803e-18,1.3384270822367857e-20,3.686552329973729e-08,1.6893319742981303e-24,0.0055323431192562493,0.00084942382635394759,2.3209876315920981e-11,5.0441882195470161e-06,1.6086544557120949e-15,3.4418494217603443e-11,2.17590779575357e-07,9.1986824741085046e-08,3.414041664420541e-11,6.1552974471042949e-07,5.5254163474160756e-12
4.5683114706628e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33117365116357833,0.11313318137434585,0.022394396848829344,8.3948093134790475e-09,2.6164983333160386e-07,1.6358947088053695e-07,6.6727619260003706e-07,5.6919368456958251e-17,8.7110667717767582e-25,5.3884103526047422e-09,1.4677025547214607e-32,5.1042735777072808e-09,2.4211234680400105e-24,2.9707572581950589e-15,3.4158239008026935e-18,1.3587025151402202e-20,3.7347306013965788e-08,1.7273210097018983e-24,0.0055352668894193191,0.00085264661004164576,2.3287721860799611e-11,5.0690061445342562e-06,1.6140587419026795e-15,3.4567528540517595e-11,2.1746308441568931e-07,9.2789272640326182e-08,3.4759177827298028e-11,6.1918026420299274e-07,5.5793512634369904e-12
4.584235256426587e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33116812468691487,0.11313057185575506,0.022392939127796618,8.5046734355330909e-09,2.6632436217995666e-07,1.6576828748307744e-07,6.7327655842467962e-07,5.764914220318723e-17,8.8756578862815478e-25,5.419375519872303e-09,1.5053218000185533e-32,5.1267100477576254e-09,2.4663234711421998e-24,3.0193887528140646e-15,3.4651552731373806e-18,1.377123659447195e-20,3.7784344147337278e-08,1.7621853599549671e-24,0.0055378670926222893,0.00085554670772677529,2.3357779906716767e-11,5.0912831641148164e-06,1.6189224047872318e-15,3.4701223284198187e-11,2.173489659221693e-07,9.3513272131318634e-08,3.5322737959345816e-11,6.2246832281800178e-07,5.6281271135049511e-12
4.6001590421903735e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33116262785880907,0.1131279915195596,0.022391481551877118,8.6154954326427643e-09,2.7106189767785775e-07,1.6796572603905473e-07,6.7930044901192817e-07,5.838732893414587e-17,9.0426408086239066e-25,5.4505301852567615e-09,1.5438633960269604e-32,5.1491769153733333e-09,2.5123383218057412e-24,3.0686577837042353e-15,3.514970318139727e-18,1.3957096080017519e-20,3.8224640860574811e-08,1.797700387495359e-24,0.0055404380854965907,0.00085844641930889057,2.342783498729684e-11,5.113503119326224e-06,1.6237858789208943e-15,3.4834502413844217e-11,2.1723561567286331e-07,9.423894247932127e-08,3.589265015185064e-11,6.257588746102666e-07,5.6771255961706715e-12
4.61608282795416e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33115716035793058,0.11312544004348854,0.022390024120800166,8.7272796648714832e-09,2.7586293704221866e-07,1.7018180950664794e-07,6.8534781894672857e-07,5.9134028828416374e-17,9.2120394165068961e-25,5.4818757531133713e-09,1.5833495892076154e-32,5.171673898429501e-09,2.5591826018736923e-24,3.1185707284478984e-15,3.5652713352458652e-18,1.4144610038995941e-20,3.8668201401358006e-08,1.8338778217163382e-24,0.0055429801903128925,0.00086134574485663797,2.3497887034246784e-11,5.1356649913881177e-06,1.628649189046766e-15,3.4967364870779913e-11,2.1712303658829067e-07,9.496625366013957e-08,3.6468939413270607e-11,6.2905195650375076e-07,5.7263472400683184e-12
4.632006613717947e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33115172186650382,0.11312291710882641,0.022388566834297973,8.8400305026159122e-09,2.8072797623634778e-07,1.7241655922253161e-07,6.9141862345710034e-07,5.9889343341890458e-17,9.3838777089666114e-25,5.5134136293052205e-09,1.6238031617762475e-32,5.1942007116221427e-09,2.6068711477822696e-24,3.169134012420923e-15,3.616060619050853e-18,1.4333784890273985e-20,3.9115030859342453e-08,1.8707296018686839e-24,0.0055454937257865683,0.00086424468443394627,2.3567936142645613e-11,5.1577677674571382e-06,1.6335123013528065e-15,3.5099800789475337e-11,2.1701123110571715e-07,9.5695175518307346e-08,3.7051631287731566e-11,6.3234760523229515e-07,5.7757925764866603e-12
4.6446154335149954e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33114743591572765,0.1131209394302997,0.022387413023716423,8.9299978139870738e-09,2.8462595444544908e-07,1.7419934040958596e-07,6.9624222149831473e-07,6.0493597771518445e-17,9.5216898608079417e-25,5.5385233982001512e-09,1.6565368762422992e-32,5.2120589316754534e-09,2.6452409166959585e-24,3.2096368080006305e-15,3.6566246318316255e-18,1.4484760360976079e-20,3.947116294234733e-08,1.9003960877140976e-24,0.0055474639420033146,0.0008665398576942657,2.3623400367820247e-11,5.1752266661455329e-06,1.6373628622758124e-15,3.520436160832385e-11,2.1692325105825461e-07,9.6273475239524738e-08,3.7517580280977663e-11,6.3495902073576634e-07,5.8151035715662026e-12
4.657224253312044e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33114316780183001,0.11311897929414168,0.022386259303484472,9.0205760972203413e-09,2.8856461460283699e-07,1.7599384647404602e-07,7.0108046332345066e-07,6.1103369413204146e-17,9.6610588041565695e-25,5.5637553228807066e-09,1.6899035707231939e-32,5.2299355293490427e-09,2.6841570967528688e-24,3.2505546477437536e-15,3.697497350004155e-18,1.4636784376860458e-20,3.9829350055195504e-08,1.9304991225873532e-24,0.0055494165983372536,0.00086883478902225874,2.3678862550044261e-11,5.1926473842396612e-06,1.641213315710307e-15,3.5308654591599998e-11,2.1683575805046031e-07,9.685275074097899e-08,3.7987571578116081e-11,6.3757208654772899e-07,5.8545554188814078e-12
4.6698330731090924e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33113891737169604,0.11311703654677181,0.022385105673472967,9.111767535950642e-09,2.9254420107803592e-07,1.7780008582720309e-07,7.0593332755116431e-07,6.171871037616908e-17,9.8019966150357151e-25,5.5891101031340839e-09,1.7239153021690292e-32,5.247830358833756e-09,2.7236274036427398e-24,3.2918907853540859e-15,3.7386799060261201e-18,1.4789860108928133e-20,4.0189594512563566e-08,1.9610449228807989e-24,0.0055513518483688677,0.00087112947844375857,2.3734322792100828e-11,5.2100294272197341e-06,1.6450636451120296e-15,3.5412673920187142e-11,2.1674875268406138e-07,9.7432986878051173e-08,3.8461616697617624e-11,6.4018682061557026e-07,5.8941483853636439e-12
4.681181010926436e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3311351069787255,0.11311530281570102,0.022384067483495217,9.1943658868580773e-09,2.9616102239419545e-07,1.7943573963718501e-07,7.1031339003667745e-07,6.2277322502246947e-17,9.9301920456248564e-25,5.612035025645186e-09,1.7550875167621878e-32,5.2639511720853313e-09,2.7596309207695896e-24,3.3294536586613155e-15,3.77601005212921e-18,1.4928530102322914e-20,4.0515575416210256e-08,1.9889199161329639e-24,0.0055530788168605691,0.0008731944921130879,2.3784235202012824e-11,5.2256397920161723e-06,1.6485288128340505e-15,3.5506055591308516e-11,2.1667086514772221e-07,9.795600819233414e-08,3.8891734469821883e-11,6.4254152239277929e-07,5.9299029333521974e-12
4.6925289487437796e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33113131067692997,0.11311358293616058,0.02238302936639967,9.2774642634987249e-09,2.9981136876581416e-07,1.8108090891838937e-07,7.1470526430655345e-07,6.2840527138254315e-17,1.0059676949120131e-24,5.635060539212166e-09,1.786801278184148e-32,5.2800865260344918e-09,2.796095391328577e-24,3.3673604035346627e-15,3.8135929051647041e-18,1.5068056856024471e-20,4.0843226191707905e-08,2.0171633119000482e-24,0.005554791919635373,0.00087525930987432073,2.3834145923943149e-11,5.2412180746109378e-06,1.6519938784043692e-15,3.5599213622406084e-11,2.1659337315394182e-07,9.8479784209635443e-08,3.9325154214086946e-11,6.4489760286580039e-07,5.9657722004488081e-12
4.703876886561123e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33112752835745524,0.11311187679895847,0.022381991322094424,9.3610642663421508e-09,3.0349541704733462e-07,1.8273559845395706e-07,7.1910893528117686e-07,6.3408363367569357e-17,1.0190460227378443e-24,5.6581871549512163e-09,1.8190658603143355e-32,5.296236311900013e-09,2.8330266630724747e-24,3.405613431904815e-15,3.8514292863626391e-18,1.5208442672422758e-20,4.1172548395647967e-08,2.045779826569513e-24,0.0055564912658853391,0.00087732393174298415,2.3884054926252813e-11,5.2567639199110012e-06,1.6554588325920641e-15,3.5692145889275981e-11,2.1651627680361025e-07,9.9004303793716529e-08,3.9761884316872345e-11,6.472550749141347e-07,6.0017563828584998e-12
4.715224824378467e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33112375991230597,0.11311018429576238,0.022380953350488262,9.4451674985874816e-09,3.0721334365647051e-07,1.8439981259891216e-07,7.2352438803902428e-07,6.3980870625485504e-17,1.0322550813261828e-24,5.6814153842566269e-09,1.8518906954626794e-32,5.3124004201281483e-09,2.8704306559027753e-24,3.4442151683712699e-15,3.8895200155420931e-18,1.5349689851044867e-20,4.1503543543153765e-08,2.0747742363537146e-24,0.0055581769639427136,0.00087938835773361914,2.3933962180414665e-11,5.2722769745921226e-06,1.6589236731157766e-15,3.5784850829017722e-11,2.164395760977216e-07,9.9529555780950023e-08,4.0201933074381107e-11,6.4961395134819067e-07,6.0378556772326031e-12
4.7265727621958105e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33112000523433971,0.11310850531909314,0.022379915451490678,9.5297755661694309e-09,3.1096532456061576e-07,1.8607355527918378e-07,7.2795160781561613e-07,6.4558088702050107e-17,1.0455957670597913e-24,5.7047457387870685e-09,1.8852853770513241e-32,5.3285787403987606e-09,2.9083133627062656e-24,3.4831680503530844e-15,3.9278659110903217e-18,1.5491800688585449e-20,4.1836213107809728e-08,2.1041513780284667e-24,0.0055598491212866981,0.00088145258785980805,2.3983867662301658e-11,5.2877568871299912e-06,1.6623883980264638e-15,3.5877326877660612e-11,2.1636327094099621e-07,1.0005552897942694e-07,4.0645308396554828e-11,6.519742449072369e-07,6.074070280649362e-12
4.737920700013154e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33111626421725926,0.1131068397623179,0.022378877625011846,9.6148900777641776e-09,3.1475153526272981e-07,1.8775682999065696e-07,7.3239058000246772e-07,6.5140057744913256e-17,1.0590689794139798e-24,5.7281787304518758e-09,1.9192596623247861e-32,5.3447711616315018e-09,2.9466808501972025e-24,3.5224745281592051e-15,3.9664677899418006e-18,1.5634777478937048e-20,4.2170558521591916e-08,2.1339161496768085e-24,0.0055615078445501905,0.00088351662213420146,2.4033771345992553e-11,5.3032033078274315e-06,1.6658530052033684e-15,3.5969572466307837e-11,2.1628736114492725e-07,1.0058221217120583e-07,4.1092018132138392e-11,6.5433596825738902e-07,6.1104003905859105e-12
4.749268637830498e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33111253675560626,0.11310518751964332,0.022377839870962618,9.7005126447948201e-09,3.1857215078766795e-07,1.8944963979828308e-07,7.3684129014601529e-07,6.5726818262195438e-17,1.0726756209524971e-24,5.7517148713973047e-09,1.9538234751104666e-32,5.3609775719920593e-09,2.9855392597697101e-24,3.5621370650142149e-15,4.0053264675570467e-18,1.5778622513220189e-20,4.2506581174802884e-08,2.164073511442511e-24,0.0055631532395264633,0.00088558046056854442,2.40836732058548e-11,5.3186158888427065e-06,1.6693174925852078e-15,3.6061586026148931e-11,2.1621184643076398e-07,1.0110959411324744e-07,4.1542069982310102e-11,6.5669913398966295e-07,6.1468462048896904e-12
4.7606165756478414e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33110882274475473,0.11310354848610928,0.02237680218925453,9.7866448814363245e-09,3.2242734566843135e-07,1.9115198733525527e-07,7.4130372394652444e-07,6.6318411125377012e-17,1.0864165973233033e-24,5.7753546739927775e-09,1.9889869086347647e-32,5.3771978588984857e-09,3.0248948083614309e-24,3.6021581371044187e-15,4.0444427579012048e-18,1.5923338079813186e-20,4.284428241601108e-08,2.1946284862944083e-24,0.0055647854111757602,0.00088764410317370411,2.4133573216205796e-11,5.3339942842180594e-06,1.6727818580860848e-15,3.6153365985875836e-11,2.1613672643243119e-07,1.016376635380196e-07,4.1995471480924146e-11,6.5906375461812609e-07,6.1834079217540934e-12
4.771964513465185e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33110512208090426,0.11310192255758199,0.022375764579799784,9.8732884046201026e-09,3.2631729393239873e-07,1.9286387480223975e-07,7.4577786725697867e-07,6.69148775722051e-17,1.100292817254251e-24,5.7990986508171001e-09,2.0247602283868269e-32,5.393431909027603e-09,3.0647537893265955e-24,3.6425402336540386e-15,4.0838174734224615e-18,1.6068926464381759e-20,4.3183663551993736e-08,2.2255861607999215e-24,0.0055664044636318669,0.0008897075499596954,2.4183471351248293e-11,5.3493381499075475e-06,1.676246099616807e-15,3.6244910773265103e-11,2.1606200069937342e-07,1.0216640915463724e-07,4.2452230020194426e-11,6.6142984257813754e-07,6.2200857396936082e-12
4.783312451282529e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33110143466107328,0.11310030963074763,0.022374727042511269,9.9604448340382529e-09,3.3024216908765351e-07,1.9458530396665264e-07,7.5026370608195975e-07,6.7516259209615687e-17,1.1143051925486808e-24,5.8229473146446752e-09,2.0611538750247099e-32,5.4096796083214466e-09,3.1051225733173496e-24,3.6832858570052157e-15,4.1234514250302998e-18,1.6215389949908429e-20,4.3524725847683048e-08,2.2569516859065766e-24,0.0055680105002086106,0.00089177080093570768,2.4233367585137062e-11,5.3646471438048108e-06,1.6797102150836019e-15,3.6336218815294766e-11,2.1598766869934299e-07,1.0269581964986307e-07,4.29123528410833e-11,6.6379741022465403e-07,6.2568798575184762e-12
4.8060083269172166e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33109409914560067,0.11309712237296388,0.022372652184087675,1.0136302904172257e-08,3.381973914262875e-07,1.9805679228732858e-07,7.5927041504499388e-07,6.8733936347559911e-17,1.1427420717915175e-24,5.8709607553023675e-09,2.1358448053138825e-32,5.4422154945368386e-09,3.1874154248475721e-24,3.7658777594352529e-15,4.2035002723183205e-18,1.6510951342524347e-20,4.4211898768394633e-08,2.3209272183863749e-24,0.0055711839349181138,0.00089589671549057898,2.4333154245750778e-11,5.3951591576602541e-06,1.6866380594236228e-15,3.6518118369563825e-11,2.1584018337715892e-07,1.0375658991696162e-07,4.3842719527386913e-11,6.6853703358547501e-07,6.3308177894011129e-12
4.8287042025519046e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33108681539062007,0.11309398590240295,0.022370577613299851,1.0314232104730833e-08,3.4629438984633107e-07,2.0156645774748589e-07,7.6832374186092773e-07,6.9971782890579461e-17,1.171734590815103e-24,5.9193991015485017e-09,2.2131468416184747e-32,5.4748045906344328e-09,3.2718259082083412e-24,3.8499541279607703e-15,4.2845957554312885e-18,1.6810040468959705e-20,4.4905810458880017e-08,2.3865976091858275e-24,0.0055743065256598891,0.00090002184689630404,2.4432932990063318e-11,5.4255276287692099e-06,1.6935653742558382e-15,3.6699052063511866e-11,2.1569426467663441e-07,1.0481988342246436e-07,4.478662641247734e-11,6.7328272187212532e-07,6.4052233128914644e-12
4.8514000781865925e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33107958260110665,0.11309089942142084,0.022368503329474227,1.0494245492996806e-08,3.5453453233334792e-07,2.0511429882776625e-07,7.7742357990697836e-07,7.1230145286864769e-17,1.201290154293366e-24,5.9682664612113047e-09,2.2931501227154889e-32,5.5074459583705541e-09,3.3584078633715713e-24,3.9355354602051079e-15,4.3667443039991371e-18,1.7112675499426159e-20,4.5606469527490528e-08,2.4540064653513776e-24,0.0055773790700785111,0.00090414619519930733,2.4532703609224015e-11,5.4557498928955428e-06,1.7004921426595283e-15,3.6879007324027779e-11,2.1554990567096846e-07,1.0588560895387101e-07,4.5744125908956132e-11,6.7803457087250868e-07,6.4800980267046955e-12
4.8740959538212804e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3310723999945277,0.11308786214488539,0.022366429331947397,1.0676356170722078e-08,3.6291917726734801e-07,2.0870030702553594e-07,7.8656982487440951e-07,7.2509376177952688e-17,1.231416215653261e-24,6.0175669439218452e-09,2.3759478857756935e-32,5.5401386483853565e-09,3.4472164549101827e-24,4.0226424700123391e-15,4.4499523208929651e-18,1.7418874563948519e-20,4.6313883909104639e-08,2.5231985021649412e-24,0.0055804023533068932,0.0009082697604352565,2.4632465893610109e-11,5.4858233194347537e-06,1.7074183476514165e-15,3.7057971602075523e-11,2.1540709837528044e-07,1.0695367503467235e-07,4.6715267945206732e-11,6.8279267494872534e-07,6.5554435320706141e-12
4.8967918294559684e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33106526680064391,0.11308487329997999,0.022364355620065945,1.0860577284186484e-08,3.7144967299744872e-07,2.123244668446708e-07,7.9576237473007332e-07,7.3809834496372441e-17,1.2621202769108619e-24,6.0673046606709833e-09,2.4616365714982381e-32,5.5728817004238829e-09,3.5383082025227077e-24,4.1112960896921481e-15,4.5342261814934015e-18,1.7728655753249636e-20,4.702806086427322e-08,2.5942195704100217e-24,0.0055833771481624671,0.00091239254262985656,2.4732219632913142e-11,5.5157453122519013e-06,1.7143439721929409e-15,3.7235932384587373e-11,2.1526583382256679e-07,1.0802398995606177e-07,4.7700099946914566e-11,6.8755712699908002e-07,6.6312614320514766e-12
4.919487705090656e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33105818226131478,0.1130819321260105,0.022362282193186322,1.1046922024238716e-08,3.8012735742053682e-07,2.1598675578869024e-07,8.0500112967748881e-07,7.5131885564362462e-17,1.2934098885013789e-24,6.1174837233662432e-09,2.5503159326083592e-32,5.6056741435606415e-09,3.6317410121801669e-24,4.2015174722849539e-15,4.6195722329511702e-18,1.8042037119620381e-20,4.7749006978589434e-08,2.6671166842485339e-24,0.0055863042153403994,0.00091651454179962914,2.4831964616229209e-11,5.5455133105046342e-06,1.7212689991978021e-15,3.7412877206162544e-11,2.1512610213642227e-07,1.0909646180882191e-07,4.8698666818991359e-11,6.9232801842386091e-07,6.7075533308887221e-12
4.942183580725344e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33105114563030669,0.11307903787421485,0.022360209050674634,1.1235403626319882e-08,3.8895355756422001e-07,2.1968714435726494e-07,8.1428599211751586e-07,7.6475901193666307e-17,1.3252926491030201e-24,6.1681082443887243e-09,2.6420891458330934e-32,5.6385149964276461e-09,3.727574207908921e-24,4.2933279938256648e-15,4.7059967934404237e-18,1.8359036677774618e-20,4.8476728162285243e-08,2.7419380497228827e-24,0.0055891843036038457,0.00092063575795268016,2.4931700632147568e-11,5.5751247894507361e-06,1.7281934115394129e-15,3.7588793660651259e-11,2.1498789260059374e-07,1.1017099851533107e-07,4.9711010929188419e-11,6.971054390947563e-07,6.7843208333746677e-12
4.964879456360032e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33104415617310412,0.11307618980757582,0.022358136191906547,1.142603537046978e-08,3.9792958917443199e-07,2.2342559604620636e-07,8.2361686660867081e-07,7.7842259786443013e-17,1.3577762054544717e-24,6.2191823361501655e-09,2.7370629275531248e-32,5.6714032674459185e-09,3.8258685642386608e-24,4.3867492556280081e-15,4.7935061514050737e-18,1.8679672405688519e-20,4.9211229650061437e-08,2.8187330939131842e-24,0.0055920181499712115,0.00092475619108945382,2.5031427468838982e-11,5.6045772612393064e-06,1.7351171920583375e-15,3.7763669412516425e-11,2.1485119372533044e-07,1.1124750786164415e-07,5.0737172093556092e-11,7.0188947732790779e-07,6.8615655442529107e-12
4.98757533199472e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33103721316672347,0.11307338720063696,0.022356063616267099,1.1618830581316401e-08,4.0705675630803542e-07,2.2720206735097938e-07,8.3299365982713581e-07,7.923134643730696e-17,1.3908682521658702e-24,6.2707101106503323e-09,2.8353476532797353e-32,5.7043379550604167e-09,3.9266863393337756e-24,4.4818030866094244e-15,4.8821065647987183e-18,1.9003962245423957e-20,4.9952516001154104e-08,2.8975524947698493e-24,0.005594806479900411,0.00092887584120347375,2.5131144914143425e-11,5.6338682756847954e-06,1.7420403235696981e-15,3.7937492207984697e-11,2.1471599331057318e-07,1.1232589752963981e-07,5.1777187563624803e-11,7.0668021986049534e-07,6.9392890676469959e-12
5.010271207629408e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33103031589953036,0.11307062933932088,0.022353991323150548,1.1813802628049695e-08,4.163363509307156e-07,2.3101650777370241e-07,8.4241628052655152e-07,8.0643553036487628e-17,1.4245765315232899e-24,6.322695679034877e-09,2.9370574810441663e-32,5.7373180479782291e-09,4.0300913088135117e-24,4.5785115456537094e-15,4.9718042603188998e-18,1.9331924103936133e-20,5.0700591099635232e-08,2.9784482116298156e-24,0.0055975500074702308,0.00093299470828206964,2.5230852755657317e-11,5.6629954210234086e-06,1.7489627888705415e-15,3.8110249885980546e-11,2.1458227850611715e-07,1.1340607512921055e-07,5.2831092015327298e-11,7.1147775183063678e-07,7.0174930065154585e-12
5.032967083264096e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33102346367105984,0.11306791552075104,0.022351919311960275,1.2010964924380662e-08,4.2576965252044001e-07,2.3486885983359774e-07,8.5188463949765697e-07,8.2079278374101383e-17,1.4589088332867614e-24,6.3751431511538484e-09,3.0423104787888088e-32,5.7703425254099012e-09,4.1361488002665968e-24,4.6768969240000656e-15,5.0626054326364971e-18,1.9663575853865346e-20,5.1455458154944726e-08,3.0614735164246545e-24,0.0056002494355588501,0.00093711279230709182,2.533055078082015e-11,5.6919563246514262e-06,1.7558845707471818e-15,3.8281930388833332e-11,2.1445003586888043e-07,1.144879482304725e-07,5.3898917539675228e-11,7.1628215676039841e-07,7.0961789621329878e-12
5.055662958898784e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33101665579183853,0.11306524505307591,0.022349847582108562,1.2210330928486318e-08,4.3535792767677223e-07,2.3875905908088887e-07,8.6139864952783525e-07,8.3538928245537299e-17,1.4938729944817842e-24,6.4280566351209948e-09,3.1512287558854535e-32,5.8034103573137565e-09,4.2449257284727572e-24,4.7769817476549921e-15,5.1545162436208863e-18,1.9998935334313032e-20,5.2217119702654155e-08,3.1466830255951037e-24,0.0056029054560195772,0.00094123009325560965,2.5430238777000371e-11,5.7207486538448886e-06,1.7628056519824861e-15,3.8452521772749222e-11,2.1431925141736295e-07,1.1557142439597369e-07,5.4980693635207502e-11,7.2109351654177556e-07,7.175348533597223e-12
5.078358834533472e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33100989158321104,0.11306261725529594,0.022347776133016528,1.2411914142941263e-08,4.4510242973633845e-07,2.4268703411415373e-07,8.7095822536061451e-07,8.5022915557965316e-17,1.5294768991842732e-24,6.4814402368740069e-09,3.2639385989238155e-32,5.836520504643197e-09,4.3564906313464601e-24,4.8787887798310804e-15,5.2475428215614711e-18,2.0338020351601831e-20,5.2985577605462628e-08,3.2341327327295253e-24,0.0056055187498538408,0.00094534661110059906,2.552991653158071e-11,5.7493701164600397e-06,1.7697260153631233e-15,3.862201221803475e-11,2.1418991068336178e-07,1.1665641121287621e-07,5.6076447202206148e-11,7.2591191142552269e-07,7.255003317360649e-12
5.10105471016816e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33100317037716764,0.11306003145709327,0.022345704964113922,1.2615728114636365e-08,4.5500439839473896e-07,2.466527066011284e-07,8.8056328365517637e-07,8.6531660437970491e-17,1.5657284782989052e-24,6.5352980597358572e-09,3.3805706119071258e-32,5.8696719195967742e-09,4.4709137066161786e-24,4.9823410234160512e-15,5.3416912603862134e-18,2.0680848680019838e-20,5.3760833054425001e-08,3.3238800419422006e-24,0.0056080899873814276,0.00094946234581161544,2.5629583832042739e-11,5.7778184616140217e-06,1.7766456436867546e-15,3.879039003906369e-11,2.1406199876102402e-07,1.1774281632509096e-07,5.7186202538687115e-11,7.3073742001270629e-07,7.3351449067872183e-12
5.123750585802848e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33099649151617505,0.11305748699866439,0.022343634074839046,1.2821786434685424e-08,4.6506505933517633e-07,2.5065599130293843e-07,8.9021374294592176e-07,8.8065590340312215e-17,1.6026357093308514e-24,6.589634203977377e-09,3.501259860983878e-32,5.9028635458710125e-09,4.5882668492502483e-24,5.0876617234711623e-15,5.4369676188779219e-18,2.1027438062548884e-20,5.4542886570410983e-08,3.4159838020054957e-24,0.0056106198284080668,0.00095357729735545086,2.57292404660507e-11,5.8060914803452716e-06,1.7835645197691822e-15,3.8957643693979282e-11,2.1393550035333556e-07,1.1883054746534074e-07,5.8309981338166361e-11,7.3557011924882072e-07,7.4157748917329752e-12
