Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(33),CO2X(34),CH3X(22),HX(19),OCX(21),OX(20),CH2X(134),CHX(26),COX(37),H2X(36),C2H6X(39),CX(24),C2H3X(136),HOX(23),C2H5X(38),C2H4X(51),C2H3X(50),CH2(T)(29),C3H8X(43),C3H6(150),C3H6X(167),C3H5X(165),HOCXO(25),C3H5X(166),C3H5X(153),allyl(170),C4H8(212),C4H8X(300),H2OX(35),C4H7X(299),C4H7X(215),C4H7(303),C4H7X(360),C4H8(158),C4H8X(467)
2.7982679370718153e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24106223831315546,0.09996869528026428,1.0167711508556606e-56,0.099973855032975401,1.9368420216057603e-38,3.3593580606157295e-26,5.41208721974622e-16,2.0505464141212609e-22,3.2302018520259288e-44,2.6712578435144361e-13,1.0753516331413788e-43,4.2505250730297002e-23,3.7651147109087751e-32,3.339781581243664e-37,6.0975912792701592e-36,2.3156412446827165e-37,5.4310349536517317e-37,3.932223911946902e-47,3.1304719384727593e-05,2.6144967024091146e-05,8.3863211656805846e-14,3.511764870122898e-13,3.0435855266314524e-23,5.4130804475746321e-16,4.3626961490931979e-17,3.3412237827611581e-17,9.9292369133704659e-20,7.7000131643278002e-30,3.0052797859891732e-26,5.0987311502785099e-28,4.838785903642447e-37,2.2148222099213944e-26,1.4747691847224496e-34,3.0543517417636496e-51,9.8989752922922092e-54,5.9753860396699793e-32,1.0040443656151942e-47,4.532214080645406e-67,2.2643140667690084e-71,3.3916532012593187e-74,1.1209897783390483e-27,1.695826600629713e-74,5.5113353599235694e-77,7.3686004001181007e-75,1.0569939012696937e-87,3.7470360920916963e-92,2.4620587546211735e-42,5.391494853344316e-95,5.8563930021045751e-97,1.0138413359252687e-92,2.0139823787375839e-94,1.34617584863241e-85,5.2364381566428423e-90
2.8208151302785873e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24106207865482088,0.099968631809714034,1.0415435166974353e-56,0.09997375884519108,1.9854210215174964e-38,3.441205198962431e-26,5.4556790847284249e-16,2.0753988519755143e-22,3.3089019970132963e-44,2.6990746028313052e-13,1.1001570770893027e-43,4.3192575257106241e-23,3.8473199093968299e-32,3.4018578990820061e-37,6.1962290500565086e-36,2.3531002478312793e-37,5.5236752746656551e-37,4.0982768541957621e-47,3.1368189932149579e-05,2.6241154808404606e-05,8.3908703735934276e-14,3.5400580856079399e-13,3.0436529262496387e-23,5.4566848501338778e-16,4.3880713309897045e-17,3.396091441708013e-17,1.005461263527862e-19,7.910847308141817e-30,3.061561335167184e-26,5.2313355767638825e-28,5.0142507021932504e-37,2.2336913285919982e-26,1.4923283775596941e-34,3.2068166559256714e-51,1.0411829981219625e-53,6.1217595218011848e-32,1.0350649724550408e-47,4.8138392074596981e-67,2.4241129930473445e-71,3.6352888375420292e-74,1.1300369754766829e-27,1.8176444187710723e-74,5.8541297988729701e-77,7.8984243140860498e-75,1.1439715457632565e-87,4.0888294085006297e-92,2.5379235318963184e-42,5.8882791282763691e-95,6.3394562016044627e-97,1.0980658816944413e-92,2.1612581571774663e-94,1.4443862147690668e-85,5.6650235194845791e-90
2.8433623234853593e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24106192124507184,0.099968569511376643,1.0667149716263686e-56,0.09997366373377943,2.0348052699471958e-38,3.5243709177024812e-26,5.4992708140854968e-16,2.1002777788948722e-22,3.388870049955591e-44,2.7269060254547432e-13,1.1252695997472729e-43,4.3885406047544167e-23,3.9304982917778161e-32,3.4644942274755506e-37,6.2956580520254418e-36,2.390859731529655e-37,5.6171010757022156e-37,4.2696953207038466e-47,3.1430488266735843e-05,2.6336266220034925e-05,8.3952723558438302e-14,3.5683512820294621e-13,3.043720764985956e-23,5.5002891536238957e-16,4.4131728176961416e-17,3.4512755513058359e-17,1.0180353915760086e-19,8.1255681946386492e-30,3.1182501221003587e-26,5.3661059977254765e-28,5.1943532303276245e-37,2.2525604250376146e-26,1.5099014960526491e-34,3.3653516614866044e-51,1.094623713628402e-53,6.2705120010166785e-32,1.0667081580350469e-47,5.1101442070249843e-67,2.5935678574093866e-71,3.893991003749302e-74,1.1390841613487917e-27,1.9469955018747126e-74,6.2148097418919638e-77,8.4610441575979336e-75,1.2372172583664548e-87,4.4582663483626455e-92,2.6154326459204629e-42,6.4257457654311295e-95,6.8574151623285111e-97,1.1884217720806402e-92,2.317790286483158e-94,1.5487545315045481e-85,6.1242442949096763e-90
2.8659095166921313e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24106176605021523,0.099968508363604741,1.0922887037696675e-56,0.099973569686694796,2.0850013799523184e-38,3.6088657496533779e-26,5.5428624096043082e-16,2.1251823503492717e-22,3.4701161405770888e-44,2.75475163080445e-13,1.1506893041788752e-43,4.4583742953526826e-23,4.0146506099416046e-32,3.5276900379712669e-37,6.3958782828999825e-36,2.4289196949131692e-37,5.7113123487888049e-37,4.4465983537782852e-47,3.1491636035777791e-05,2.6430313304681768e-05,8.3995319281414086e-14,3.5966444597592995e-13,3.0437878988242466e-23,5.5438933593190194e-16,4.4380026440491778e-17,3.5067726922521731e-17,1.0306455630612473e-19,8.3442123826445486e-30,3.1753418668232676e-26,5.5030548012411693e-28,5.3791690214437328e-37,2.2714294998836856e-26,1.5274879935873265e-34,3.5301355803025242e-51,1.1502889694046864e-53,6.4216624105167627e-32,1.0989788917153518e-47,5.4217471956528933e-67,2.7731639179439419e-71,4.1685412501661821e-74,1.1481313362288416e-27,2.0842706250831582e-74,6.5941290083209272e-77,9.0581627864614103e-75,1.3371190738156753e-87,4.8572984137280701e-92,2.6946064079512915e-42,7.0068124034186365e-95,7.4124353742491921e-97,1.2852926654692256e-92,2.4840657118394596e-94,1.6596039712351726e-85,6.6159733852752849e-90
2.8884567098989033e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410616130370927,0.099968448345150854,1.1182679012434766e-56,0.099973476692026261,2.1360159645851498e-38,3.6947002275616212e-26,5.5864538730469999e-16,2.1501117485929709e-22,3.5526503985812305e-44,2.7826109540200054e-13,1.1764162840927526e-43,4.5287585827046037e-23,4.0997775860074242e-32,3.5914448108035288e-37,6.4968897404412758e-36,2.4672801371316247e-37,5.8063090859787181e-37,4.6291063773590368e-47,3.1551654486826297e-05,2.6523307973227612e-05,8.4036537488125393e-14,3.6249376191624712e-13,3.0438554709885267e-23,5.5874974684762673e-16,4.4625628645372998e-17,3.5625794708940547e-17,1.0432912727473281e-19,8.5668164332819655e-30,3.232832308194729e-26,5.6421942413100433e-28,5.5687740103266116e-37,2.2902985537446415e-26,1.5450873425066547e-34,3.7013505534470318e-51,1.2082495884192907e-53,6.575229669850948e-32,1.1318820911501188e-47,5.7492860918797832e-67,2.9634058424659878e-71,4.4597538739177029e-74,1.1571785003853094e-27,2.2298769369589241e-74,6.9928655906639115e-77,9.6915544734769426e-75,1.4440851258826623e-87,5.2879948702011611e-92,2.7754651757796494e-42,7.6345764274985444e-95,8.0067947645139983e-97,1.389082317131942e-92,2.6605920115229576e-94,1.777271366636544e-85,7.1421787931918591e-90
2.9110039031056753e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24106146217307159,0.099968389435159802,1.1446557521530843e-56,0.099973384737996218,2.1878556368931481e-38,3.7818848841029472e-26,5.6300452061516384e-16,2.1750651818437852e-22,3.6364829536510324e-44,2.8104835454471235e-13,1.2024506242995603e-43,4.5996934520168065e-23,4.1858799133575808e-32,3.6557580348989369e-37,6.5986924224478686e-36,2.5059410573490307e-37,5.9020912793506949e-37,4.8173411968018206e-47,3.1610564475073153e-05,2.6615262003246865e-05,8.4076423239416963e-14,3.6532307605972924e-13,3.0439237530064885e-23,5.6311014823355827e-16,4.4868555515847249e-17,3.6186925194632959e-17,1.0559720224812456e-19,8.7934169098406953e-30,3.2907172048817486e-26,5.7835364388668624e-28,5.7632445289436526e-37,2.3091675872240387e-26,1.5626990334968657e-34,3.8791820619400922e-51,1.2685779405982801e-53,6.7312326850849114e-32,1.1654226225111254e-47,6.0934190491659199e-67,3.1648182821520138e-71,4.7684769628134126e-74,1.1662256540817587e-27,2.3842384814067852e-74,7.4118221833288797e-77,1.0363067187063737e-74,1.5585444859383627e-87,5.752548646871237e-92,2.8580293529186732e-42,8.3123242346347618e-95,8.642888399834383e-97,1.5002154273768145e-92,2.8478980597260135e-94,1.902107648399092e-85,7.7049274595241013e-90
2.9335510963124473e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24106131342603598,0.099968331613161432,1.1714554445931306e-56,0.099973293812958941,2.2405270099192768e-38,3.8704302518825589e-26,5.6736364106326839e-16,2.2000418834856307e-22,3.7216239354494757e-44,2.8383689701406859e-13,1.2287924011508658e-43,4.6711788885032264e-23,4.2729582576376596e-32,3.7206292078715578e-37,6.7012863267550176e-36,2.5449024547433345e-37,5.998658921008468e-37,5.0114259986423083e-47,3.1668386470596169e-05,2.6706187040498132e-05,8.4115020123448489e-14,3.6815238844154779e-13,3.0439910741858241e-23,5.6747054021200857e-16,4.510882793904767e-17,3.6751084962907207e-17,1.0686873210939112e-19,9.0240503776556161e-30,3.3489923362921685e-26,5.9270933828053671e-28,5.9626573022890957e-37,2.3280366009146978e-26,1.5803225749922593e-34,4.0638189471759463e-51,1.3313479604676895e-53,6.8896903489705821e-32,1.1996053007262418e-47,6.4548248935444789e-67,3.3779464559105806e-71,5.0955934618835907e-74,1.175272797576915e-27,2.5477967309418802e-74,7.8518267174233231e-77,1.1074624919464342e-74,1.6809480280705072e-87,6.2532824711770278e-92,2.9423193878070746e-42,9.0435408832117481e-95,9.3232333381354834e-97,1.6191385168505386e-92,3.0465347038563697e-94,2.0344782924988958e-85,8.3063892157719418e-90
2.9560982895192194e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24106116676437825,0.099968274859063719,1.1986701666478037e-56,0.099973203905399058,2.2940366967023306e-38,3.960346863435347e-26,5.7172274881808249e-16,2.2250411112938195e-22,3.8080834736198968e-44,2.8662668073840067e-13,1.2554416829605807e-43,4.7432148773849891e-23,4.3610132577242358e-32,3.7860578360091933e-37,6.8046714512339863e-36,2.5841643285061586e-37,6.0960120030803235e-37,5.2114853503431625e-47,3.1725140565470415e-05,2.6796094600399721e-05,8.4152370303804524e-14,3.7098169909622634e-13,3.0440587428182241e-23,5.7183092290363123e-16,4.5346466949202341e-17,3.731824086000168e-17,1.0814366843022158e-19,9.2587534039907416e-30,3.407653503457806e-26,6.0728769310095972e-28,6.1670894442765409e-37,2.3469055953988472e-26,1.5979574925978745e-34,4.2554534310534201e-51,1.3966351647927988e-53,7.0506215411189777e-32,1.2344348897319368e-47,6.8342035662226612e-67,3.6033567455620801e-71,5.4420222628652827e-74,1.1843199311247517e-27,2.7210111314327321e-74,8.3137329016085315e-77,1.1828230065092585e-74,1.8117693213287699e-87,6.7926552456209236e-92,3.0283557730263139e-42,9.8319201395330924e-95,1.0050473632699844e-96,1.7463208295851599e-92,3.2570754564787025e-94,2.1747637771130398e-85,8.9488408530011027e-90
2.9786454827259914e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24106102215699104,0.099968219153145618,1.2263031063910406e-56,0.099973115003929969,2.348391310277251e-38,4.0516452512260942e-26,5.7608184404636691e-16,2.2500621466825937e-22,3.8958716977863666e-44,2.8941766502238151e-13,1.2823985304095163e-43,4.8158014038902758e-23,4.4500455266610807e-32,3.8520434342512904e-37,6.908847793791377e-36,2.6237266778425471e-37,6.1941505177186567e-37,5.4176452000253481e-47,3.1780846480748387e-05,2.6884996069488723e-05,8.4188514566032837e-14,3.7381100805765013e-13,3.0441275129321667e-23,5.7619129642744594e-16,4.5581493712484828e-17,3.7888359996831069e-17,1.0942196346124693e-19,9.4975625579291964e-30,3.4666965298697702e-26,6.2208988113924581e-28,6.3766184536784962e-37,2.3657745712482617e-26,1.6156033285296309e-34,4.4542811358119896e-51,1.4645166702140966e-53,7.2140451281754859e-32,1.2699161027389979e-47,7.2322765711371549e-67,3.8416373019009599e-71,5.8087193168964766e-74,1.193367054974558e-27,2.9043596584483361e-74,8.7984207690155263e-77,1.2625965849589462e-74,1.9515055496779562e-87,7.3732686733801474e-92,3.1161590445314421e-42,1.068137493348353e-94,1.0827385492075659e-96,1.882255264387664e-92,3.4801172020646152e-94,2.323360049288853e-85,9.6346703095090569e-90
3.0011926759327634e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24106087957325825,0.099968164476050239,1.2543574518867174e-56,0.099973027097292597,2.40359746367543e-38,4.1443359476496859e-26,5.8044092691263434e-16,2.2751042939743485e-22,3.9849987375540445e-44,2.9220981050204148e-13,1.309662996933618e-43,4.8889384532542069e-23,4.5400556525647851e-32,3.918585526159025e-37,7.0138153523684739e-36,2.6635895019707101e-37,6.2930744570995435e-37,5.6300328761851743e-47,3.183552357331095e-05,2.6972902706863627e-05,8.4223492362662894e-14,3.7664031535907742e-13,3.044195036982522e-23,5.8055166090086094e-16,4.5813929512488515e-17,3.8461409750546471e-17,1.1070357012251928e-19,9.7405144102688853e-30,3.5261172622676958e-26,6.3711706229407765e-28,6.5913222101120466e-37,2.3846435290244132e-26,1.6332596410714675e-34,4.6605011035770174e-51,1.5350712108797338e-53,7.379979963997242e-32,1.3060536025106571e-47,7.6497874274660431e-67,4.0933986617128911e-71,6.1966787706767914e-74,1.2024141693710153e-27,3.0983393853385013e-74,9.3067972302247306e-77,1.3469998810152164e-74,2.1006784602462451e-87,7.997874139992952e-92,3.2057497808953549e-42,1.1596048235999211e-94,1.1656882599057174e-96,2.0274593351779545e-92,3.7162809187176464e-94,2.4806790014764632e-85,1.036638097942807e-89
3.0237398691395354e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24106073898304731,0.099968110808778127,1.2828363911888423e-56,0.099972940174353819,2.4596617699250073e-38,4.2384294850313099e-26,5.8479999757911117e-16,2.3001668796900461e-22,4.0754747225095454e-44,2.9500307910125439e-13,1.3372351290964457e-43,4.9626260107187118e-23,4.6310441995007684e-32,3.9856836438781257e-37,7.1195741249405804e-36,2.7037528001217862e-37,6.3927838134223115e-37,5.8487770873983376e-47,3.1889190842592183e-05,2.7059825645610884e-05,8.4257341856753965e-14,3.7946962103315014e-13,3.0442626989114369e-23,5.8491201643969768e-16,4.6043795736303071e-17,3.9037357765917354e-17,1.1198844199412454e-19,9.9876455334234956e-30,3.5859115713844569e-26,6.5237038367661364e-28,6.8112789700696893e-37,2.403512469278611e-26,1.650926004049042e-34,4.8743158156175178e-51,1.6083791560742937e-53,7.5484448898323701e-32,1.3428520016523818e-47,8.0875021270991486e-67,4.3592743758186251e-71,6.6069341263531917e-74,1.2114612745542755e-27,3.303467063176709e-74,9.8397966323120703e-77,1.4362581327701512e-74,2.2598353404621248e-87,8.6693798584303321e-92,3.29714860256623e-42,1.2580324371257585e-94,1.2542021592082124e-96,2.1824761608874787e-92,3.9662124150400307e-94,2.6471489580341828e-85,1.1146596144483004e-89
3.0462870623463074e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24106060035670127,0.099968058132680698,1.3117431123417374e-56,0.09997285422410522,2.5165908420511585e-38,4.333936395626641e-26,5.8915905620580827e-16,2.3252492518602809e-22,4.167309782221277e-44,2.977974339896458e-13,1.3651149669464283e-43,5.0368640615324197e-23,4.7230117083305633e-32,4.0533373280949067e-37,7.2261241095164039e-36,2.7442165715395898e-37,6.4932785789091209e-37,6.074007922012239e-47,3.1941866937179615e-05,2.7145775894215446e-05,8.4290099964020793e-14,3.8229892511190317e-13,3.0443320071151779e-23,5.8927236315821171e-16,4.6271113861171327e-17,3.9616171956542483e-17,1.1327653330692725e-19,1.0238992501328608e-29,3.6460753526479988e-26,6.67850979716081e-28,7.036567362994449e-37,2.4223813925521534e-26,1.6686020063195681e-34,5.0959312113199304e-51,1.6845225278437299e-53,7.719458734500729e-32,1.3803158629125837e-47,8.5462095970687193e-67,4.6399216482155587e-71,7.0405594253893454e-74,1.2205083707600319e-27,3.5202797126947941e-74,1.0398381323964318e-76,1.5306054211453213e-74,2.4295500246802534e-87,9.3908582849967123e-92,3.3903761711379264e-42,1.3638840776767921e-94,1.3486007712428658e-96,2.3478754855376741e-92,4.2305830823080768e-94,2.8232151718163136e-85,1.1978063531137264e-89
3.0688342555530794e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24106046366503053,0.099968006429453776,1.3410808033802254e-56,0.099972769235661452,2.5743912930763719e-38,4.4308672116220321e-26,5.9351810295059851e-16,2.3503507793564911e-22,4.2605140462397777e-44,3.0059283954187505e-13,1.3933025443594263e-43,5.1116525909505335e-23,4.8159586975312442e-32,4.1215461279860315e-37,7.3334653041374185e-36,2.784980815480384e-37,6.5945587458045489e-37,6.3058568478277588e-47,3.1993570161292897e-05,2.7230764337955523e-05,8.4321802393583574e-14,3.8512822762677578e-13,3.0443997790663426e-23,5.9363270116911755e-16,4.6495905441706494e-17,4.0197820505897278e-17,1.1456779893344474e-19,1.0494591889352618e-29,3.706604526841802e-26,6.8355997226581097e-28,7.2672663873983968e-37,2.4412502993764708e-26,1.686287251277335e-34,5.3255567068812762e-51,1.7635850186163179e-53,7.8930403145759632e-32,1.4184496994935465e-47,9.026722166942279e-67,4.936021986387244e-71,7.4986704566773239e-74,1.2295554582195885e-27,3.7493352283387947e-74,1.0983542226665522e-76,1.6302849336458802e-74,2.6104239309031005e-87,1.0165553813637338e-91,3.4854531886330994e-42,1.4776500224815871e-94,1.4492200620631209e-96,2.5242547291241917e-92,4.5100906621231142e-94,3.009340330953026e-85,1.2863659995375929e-89
3.0913814487598514e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24106032887930548,0.099967955681131107,1.3708526523298042e-56,0.099972685198259137,2.6330697360207233e-38,4.529232465134689e-26,5.9787713796915775e-16,2.3754708512418163e-22,4.3550976440980472e-44,3.0338926129824875e-13,1.4217978893671106e-43,5.1869915842347186e-23,4.9098856639878879e-32,4.1903096011624288e-37,7.4415977068772545e-36,2.8260455312126445e-37,6.6966243063751815e-37,6.5444567117716102e-47,3.2044318481142764e-05,2.7314801740281769e-05,8.4352483687386738e-14,3.8795752860862135e-13,3.0444672971477581e-23,5.9799303058360859e-16,4.6718192097649467e-17,4.0782271868224256e-17,1.1586219437884932e-19,1.075448027421223e-29,3.7674950407254642e-26,6.9949847070965632e-28,7.5034554070237077e-37,2.4601191902732724e-26,1.7039813563744982e-34,5.5634052137251775e-51,1.8456520088195026e-53,8.0692084345685747e-32,1.4572579753719016e-47,9.5298760411793083e-67,5.2482818628504118e-71,7.9824259891504412e-74,1.2386025371599346e-27,3.991212994575362e-74,1.1596299411956519e-76,1.7355492334682043e-74,2.8030871282118149e-87,1.0996890756365027e-91,3.5824003967988304e-42,1.599848351899122e-94,1.5564120385572271e-96,2.7122400699397632e-92,4.8054600297050566e-94,3.206005075932071e-85,1.3806396337390577e-89
3.1139286419666234e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24106019597124867,0.099967905870078227,1.4010618472068273e-56,0.099972602101255262,2.6926327839021329e-38,4.6290426882128421e-26,6.0223616141502586e-16,2.4006088761410949e-22,4.451070705311861e-44,3.0618666592662055e-13,1.4506010244716584e-43,5.2628810266529886e-23,5.0047930837598755e-32,4.2596273136078292e-37,7.5505213158411168e-36,2.8674107180168357e-37,6.7994752529092095e-37,6.789941739560285e-47,3.2094129531172539e-05,2.7397898744180906e-05,8.4382177258330447e-14,3.9078682808771677e-13,3.0445371921408093e-23,6.0235335151138029e-16,4.6937995502147322e-17,4.1369494769273333e-17,1.1715967577209727e-19,1.1018694233892326e-29,3.8287428676168723e-26,7.1566757206872645e-28,7.7452141470454434e-37,2.4789880657546946e-26,1.7216839526567246e-34,5.8096931566441721e-51,1.9308105844925184e-53,8.2479818871097617e-32,1.4967451056280013e-47,1.005653177645338e-66,5.5774333880082633e-71,8.4930290291560903e-74,1.2476496078038154e-27,4.2465145145781967e-74,1.223770268477013e-76,1.8466605340177062e-74,3.0081994355263795e-87,1.1888481617655082e-91,3.6812385764145395e-42,1.7310262679806283e-94,1.6705453649744334e-96,2.9124875589753937e-92,5.1174439929957748e-94,3.4137085270920731e-85,1.480942224844564e-89
3.1364758351733954e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24106006491302748,0.099967856978986386,1.4317115760186715e-56,0.099972519934125897,2.7530870497366249e-38,4.7303084128359131e-26,6.0659517343971923e-16,2.4257642816295054e-22,4.5484433593800811e-44,3.0898502118553515e-13,1.4797119669472499e-43,5.3393209034795944e-23,5.1006814128218554e-32,4.3294988396123071e-37,7.6602361291651864e-36,2.9090763751851841e-37,6.9031115777160382e-37,7.0424475353566594e-47,3.2143020620184332e-05,2.7480065873524234e-05,8.441091542715659e-14,3.9361612609377286e-13,3.0446053012516895e-23,6.0671366406065114e-16,4.7155337370534342e-17,4.1959458206898381e-17,1.1846019985718139e-19,1.1287270347569907e-29,3.8903440079373513e-26,7.3206836110838665e-28,7.9926226903152237e-37,2.4978569263234412e-26,1.7393946843132895e-34,6.0646404916717617e-51,2.0191495548946936e-53,8.4293794531358551e-32,1.5369154567835676e-47,1.0607574763941262e-66,5.9242349943781497e-71,9.0317281028476264e-74,1.2566966703697972e-27,4.5158640514239758e-74,1.2908832172843679e-76,1.9638909788934321e-74,3.2264515523217437e-87,1.284413567079396e-91,3.7819885466119733e-42,1.8717614633694097e-94,1.7920059974213605e-96,3.1256842670464701e-92,5.4468241077395309e-94,3.6329688226373183e-85,1.5876031392221499e-89
3.1590230283801674e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105993567724657,0.099967808990866408,1.4628050267639103e-56,0.099972438686465007,2.8144391465385671e-38,4.8330401709146735e-26,6.1095417419264103e-16,2.4509365136393765e-22,4.6472257357849573e-44,3.1178429588857734e-13,1.5091307291288397e-43,5.4163111999949062e-23,5.1975510877801637e-32,4.3999237617012255e-37,7.7707421450160442e-36,2.951042502021465e-37,7.0075332731258928e-37,7.302111081420128e-47,3.2191008737352297e-05,2.7561313534400925e-05,8.4438729458129834e-14,3.9644542265594395e-13,3.0446724977336903e-23,6.1107396833818351e-16,4.7370239449597725e-17,4.2552131451516183e-17,1.1976372398450719e-19,1.1560245195541968e-29,3.9522944897211721e-26,7.4870191044546248e-28,8.2457614736450432e-37,2.5167257724729336e-26,1.7571132082411986e-34,6.3284707236876384e-51,2.1107594701093367e-53,8.6134199020730669e-32,1.5777733471470237e-47,1.1183915716580361e-66,6.2894721322609659e-71,9.599818563854188e-74,1.265743725072337e-27,4.7999092819272692e-74,1.3610798922210261e-76,2.0875229273961091e-74,3.4585662219332235e-87,1.386786784430522e-91,3.8846711642070457e-42,2.0226635419959833e-94,1.9211978366854563e-96,3.3525494652972104e-92,5.7944115087078542e-94,3.8643236672838928e-85,1.7009666622944446e-89
3.1815702215869394e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410598082369409,0.099967761889042828,1.4943453874324755e-56,0.099972358347982973,2.8766956873209184e-38,4.9372484942914002e-26,6.1531316382112859e-16,2.4761250358846853e-22,4.7474279639924218e-44,3.1458445986988504e-13,1.5388573186886559e-43,5.4938519014853237e-23,5.2954025265654584e-32,4.470901670559973e-37,7.8820393615901179e-36,2.9933090978407849e-37,7.1127403314894301e-37,7.5690707377511764e-47,3.2238110558124727e-05,2.7641652016436453e-05,8.4465649593553586e-14,3.9927471780283692e-13,3.0447430153569135e-23,6.1543426444930561e-16,4.7582723507310527e-17,4.3147484046433885e-17,1.2107020610238916e-19,1.1837655359157086e-29,4.0145903690907217e-26,7.6556928065559952e-28,8.5047112841304221e-37,2.5355946046874505e-26,1.7748391936229657e-34,6.6014109237595535e-51,2.2057326386431406e-53,8.8001219920224182e-32,1.6193230471659353e-47,1.178649116129587e-66,6.6739579769189195e-71,1.0198643926487754e-73,1.2747907721218536e-27,5.0993219632440623e-74,1.434474549877095e-76,2.2178492456162902e-74,3.7052994280910821e-87,1.4963907926715079e-91,3.9893073230433458e-42,2.1843754930546628e-94,2.0585433997461725e-96,3.593835839743781e-92,6.1610477572361977e-94,4.1083308916471853e-85,1.8213925342628761e-89
3.2041174147937115e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105968256556848,0.099967715657148098,1.5263358460058232e-56,0.099972278908505324,2.9398632850954528e-38,5.0429439147400218e-26,6.1967214247060968e-16,2.5013293293027676e-22,4.8490601734523742e-44,3.1738548395078983e-13,1.56889173890088e-43,5.5719429932431485e-23,5.3942361291023262e-32,4.5424321649548185e-37,7.9941277771131261e-36,3.0358761619693771e-37,7.2187327451773711e-37,7.8434662417312358e-47,3.2284342450017099e-05,2.7721091494096199e-05,8.4491705087158254e-14,4.0210401156252155e-13,3.0448116145605955e-23,6.1979455249793035e-16,4.7792811323015414e-17,4.3745485808050503e-17,1.2237960474866719e-19,1.2119537420750485e-29,4.0772277306986395e-26,7.8267152038072492e-28,8.7695532555121953e-37,2.5544634234422712e-26,1.7925723215176621e-34,6.8836917462252202e-51,2.3041631450210298e-53,8.9895044699445982e-32,1.6615687797860131e-47,1.2416263936198791e-66,7.0785341473275784e-71,1.0829597224746411e-73,1.2838378117247882e-27,5.414798612373406e-74,1.511184659594953e-76,2.355173603159275e-74,3.9674416253308254e-87,1.6136710098059383e-91,4.0959179533470817e-42,2.3575752197767238e-94,2.2044845103382352e-96,3.8503307405232768e-92,6.5476057052400052e-94,4.3655690224807293e-85,1.9492564999770867e-89
3.2266646080004835e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105955863700343,0.099967670279117002,1.5587795904570912e-56,0.099972200357971441,3.0039485528729873e-38,5.1501369639662668e-26,6.2403111028448445e-16,2.5265488915127944e-22,4.9521324935989556e-44,3.2018733990754562e-13,1.5992339888949308e-43,5.6505844605664962e-23,5.4940522779565678e-32,4.6145148516502302e-37,8.1070073898395397e-36,3.0787436937443904e-37,7.3255105065801198e-37,8.1254387077585706e-47,3.2329720478298348e-05,2.779964202797456e-05,8.4516924236399122e-14,4.0493330396253851e-13,3.0448782660415994e-23,6.2415483258657651e-16,4.8000524678042718e-17,4.4346106825938121e-17,1.2369187904243964e-19,1.2405927963582476e-29,4.1402026881381521e-26,8.0000966643656427e-28,9.0403688645762121e-37,2.5733322292038164e-26,1.810312284464837e-34,7.1755474455177204e-51,2.4061468673764022e-53,9.1815860718446207e-32,1.7045147208161568e-47,1.3074223692756014e-66,7.5040714365674476e-71,1.1494122397373285e-73,1.2928848440836712e-27,5.7470611986868568e-74,1.5913309648430707e-76,2.4998107755635044e-74,4.2458190039323649e-87,1.7390962796674668e-91,4.2045240210932958e-42,2.5429771245446434e-94,2.3594830089351353e-96,4.1228574665226558e-92,6.9549903758776854e-94,4.6366378638764711e-85,2.0849508731850409e-89
