Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(33),CO2X(34),CH3X(22),HX(19),OCX(21),OX(20),CH2X(134),CHX(26),COX(37),H2X(36),C2H6X(39),CX(24),C2H3X(136),HOX(23),C2H5X(38),C2H4X(51),C2H3X(50),CH2(T)(29),C3H8X(43),C3H6(150),C3H6X(167),C3H5X(165),HOCXO(25),C3H5X(166),C3H5X(153),allyl(170),C4H8(212),C4H8X(300),H2OX(35),C4H7X(299),C4H7X(215),C4H7(303),C4H7X(360),C4H8(158),C4H8X(467)
0.016675554064346936,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24103704661847106,0.09995193721952586,-7.2464896889596439e-35,0.099965228160892719,2.9999308052525906e-15,1.8902733094546791e-07,3.4543178695924801e-08,3.3695383419166126e-06,4.2688624882894315e-22,6.4993067606701705e-06,2.5775266399153111e-12,9.8377257554118032e-13,3.9286465896525593e-09,9.5910118101992214e-16,8.5429919068092002e-22,8.8949724812628532e-22,4.1386008498837894e-23,3.2189495559309962e-10,3.4734379515084984e-05,3.473899826098385e-05,1.3097688558968241e-09,1.3085096725069493e-05,5.8882267643233147e-18,3.1126505432397173e-08,2.0264993792008127e-10,2.2750398049932291e-08,1.2004128189718041e-11,6.5689042310449502e-11,1.1709510118562737e-09,5.9137690763674021e-13,1.4610641038794455e-08,7.0194624108577896e-16,3.4101337947935296e-15,1.1186197847979931e-13,1.1136273791580942e-08,6.2025244983072567e-12,8.9571836484596326e-16,3.6071453968329869e-11,1.2535220142125049e-14,3.4145954632279463e-10,4.1843059381189009e-20,1.745964724208717e-10,1.7861478191631717e-18,2.0587816932601849e-12,8.642754208772554e-13,3.0034504334177833e-16,1.0425083923202728e-18,5.3520435342875337e-12,1.1018791676226062e-19,1.2665421371655941e-13,1.0968142420652058e-19,2.0399606117997642e-13,7.0890834316389066e-17
0.01669868170097748,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24103703650622801,0.09995192664031112,-3.3090055020147562e-34,0.099965228116280211,3.0089105815716579e-15,1.8931835311225244e-07,3.4590169211807522e-08,3.3757024169307617e-06,4.2801126449400281e-22,6.4974927673672021e-06,2.5866622814497372e-12,9.845342365236424e-13,3.9347280771055716e-09,9.6108554604119524e-16,8.5570666326381804e-22,8.9194105673013666e-22,4.1482243319198323e-23,3.223158085272005e-10,3.4734374381479922e-05,3.4738996788072789e-05,1.3094032292179985e-09,1.3095164787758636e-05,5.8962364719189794e-18,3.1171669412697024e-08,2.024374543298553e-10,2.2709069611752226e-08,1.2020457398060765e-11,6.5790172901751044e-11,1.1730930454036994e-09,5.8959472455602536e-13,1.4613853393222518e-08,7.0350439657462966e-16,3.4154120042661531e-15,1.1200822473080973e-13,1.117545023160473e-08,6.1992726383317196e-12,8.9889306136698683e-16,3.6190770344551562e-11,1.2576683345850357e-14,3.4333599339898476e-10,4.1875254657180012e-20,1.7556262890671039e-10,1.7907672526736129e-18,2.06410651472146e-12,8.6886488914184264e-13,3.0193992050332767e-16,1.0456289178461107e-18,5.3921792842304428e-12,1.1070740559419169e-19,1.2725120572973599e-13,1.1019825424569129e-19,2.0513786165167373e-13,7.1287619330365195e-17
0.016721809337608026,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24103702640243269,0.099951916070138508,-4.4937087064339146e-35,0.099965228071665427,3.0179035975172166e-15,1.896093496613452e-07,3.4637159335259276e-08,3.3818629747436491e-06,4.2913817396659669e-22,6.4956765622081666e-06,2.5958094872268371e-12,9.8529524291752969e-13,3.9408019288517364e-09,9.6306997203655516e-16,8.5711521036363643e-22,8.9438818719684787e-22,4.1578552766517385e-23,3.2273562458330122e-10,3.4734369252234437e-05,3.4738995316379085e-05,1.3090371569671524e-09,1.3105224229302227e-05,5.9042461121577649e-18,3.1216835886944165e-08,2.0222536154410011e-10,2.2667863458985648e-08,1.2036786469080844e-11,6.5891294584451831e-11,1.175233856547244e-09,5.8781987910154199e-13,1.4617055177494115e-08,7.0506370999399616e-16,3.420683585044969e-15,1.1215411064718173e-13,1.1214672117585482e-08,6.1960174843229049e-12,9.0207177635245445e-16,3.6310156692024679e-11,1.2618170862305486e-14,3.4521853952253893e-10,4.1907422364747603e-20,1.7653197676350822e-10,1.7953843670585251e-18,2.0694286636108147e-12,8.7346738130502318e-13,3.0353932348700016e-16,1.0487540440599308e-18,5.4325278955748306e-12,1.1122795376267713e-19,1.2784941408561044e-13,1.1071613621219689e-19,2.0628312702364735e-13,7.1685608403795463e-17
0.01674493697423857,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24103701630706079,0.099951905508981684,1.1415731758742157e-34,0.099965228027048408,3.0269098543142276e-15,1.899003207391376e-07,3.4684149068857644e-08,3.3880200122616355e-06,4.3026697874716387e-22,6.4938581783536679e-06,2.6049682285326749e-12,9.8605559661290383e-13,3.9468681486553086e-09,9.650544592740937e-16,8.585248299729532e-22,8.9683863949823417e-22,4.1674936221856857e-23,3.2315440570981448e-10,3.4734364127336556e-05,3.4738993845898141e-05,1.3086706458284481e-09,1.3115275074514945e-05,5.9122556854794873e-18,3.1262004850762156e-08,2.0201365993121838e-10,2.2626779105945277e-08,1.2053115403675188e-11,6.5992407409429533e-11,1.1773734442120164e-09,5.8605233207447586e-13,1.4620246435725418e-08,7.0662418072416748e-16,3.4259485404023651e-15,1.1229963690606068e-13,1.1253939308907769e-08,6.19275909922601e-12,9.0525449982366123e-16,3.6429612455739882e-11,1.2659682498618378e-14,3.4710718766106187e-10,4.1939562583242496e-20,1.7750451785410306e-10,1.7999991448123972e-18,2.0747481197477007e-12,8.7808289173469569e-13,3.0514325033513737e-16,1.051883771387046e-18,5.4730899713533275e-12,1.1174955894302372e-19,1.2844883610787238e-13,1.1123506778475746e-19,2.074318560471578e-13,7.2084801102611906e-17
0.01676575184720606,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24103700722840823,0.099951896011627406,-7.8022356450003385e-35,0.099965227986891142,3.0350268073711361e-15,1.9016217304966808e-07,3.4726439497894497e-08,3.393558333672207e-06,4.3128452477570914e-22,6.492219797299621e-06,2.6132209348981246e-12,9.8673935843624394e-13,3.9523212243386673e-09,9.6684055037925262e-16,8.5979440296202814e-22,8.9904688671498062e-22,4.1761746386864912e-23,3.2353042547344541e-10,3.4734359518634877e-05,3.4738992523499672e-05,1.3083404160342696e-09,1.3124313505759639e-05,5.9194642446169427e-18,3.1302659043175903e-08,2.0182346186165185e-10,2.2589906927240782e-08,1.206781132890399e-11,6.6083401419733232e-11,1.1792980261662203e-09,5.8446774781623596e-13,1.4623109604655662e-08,7.0802959334136213e-16,3.4306813382453841e-15,1.124303035930142e-13,1.1289318401185917e-08,6.1898238416638484e-12,9.0812236997140973e-16,3.6537181537208021e-11,1.2697063435048641e-14,3.4881219063768997e-10,4.1968465342016957e-20,1.7838253657823546e-10,1.8041504326252643e-18,2.0795333114286723e-12,8.8224797703814137e-13,3.0659065076853926e-16,1.0547044602845726e-18,5.5097788498402076e-12,1.1221990542883499e-19,1.2898935140036116e-13,1.1170300169448156e-19,2.0846867254347423e-13,7.2445103267344434e-17
0.016786566720173552,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24103699815654156,0.099951886521535666,7.2962390425964013e-35,0.099965227946732044,3.0431544873993794e-15,1.9042400494772523e-07,3.4768729615096858e-08,3.3990937990294851e-06,4.3230360830629994e-22,6.4905797019523116e-06,2.6214829409756016e-12,9.8742259446428392e-13,3.9577681241061411e-09,9.686266915243626e-16,8.6106484160595849e-22,9.0125782457484104e-22,4.1848617748923775e-23,3.2390560995419705e-10,3.4734354913434799e-05,3.4738991202079113e-05,1.3080098409044046e-09,1.3133345011934293e-05,5.9266727502245419e-18,3.1343315245438327e-08,2.0163357867014502e-10,2.2553132675928288e-08,1.2082507144999701e-11,6.6174388331491224e-11,1.1812216154995251e-09,5.8288901671035264e-13,1.4625964314906514e-08,7.0943594237398222e-16,3.4354087746760663e-15,1.1256068000350977e-13,1.1324733975043918e-08,6.1868860626400442e-12,9.109934716787465e-16,3.6644805997042362e-11,1.2734463613600469e-14,3.5052214074879203e-10,4.1997345956023949e-20,1.7926314465583456e-10,1.8082998011614677e-18,2.0843162913079534e-12,8.8642359834276296e-13,3.0804171247525798e-16,1.0575288767372326e-18,5.5466415620020607e-12,1.1269110451578704e-19,1.2953084564289112e-13,1.1217178221203841e-19,2.0950829263503067e-13,7.280637968646958e-17
0.016807381593141043,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24103698909144344,0.099951877038687603,1.8184986039747802e-34,0.099965227906571114,3.0512928952931259e-15,1.9068581653899701e-07,3.4811019422325157e-08,3.4046264062148447e-06,4.3332423042659627e-22,6.4889379159514597e-06,2.6297542259493826e-12,9.8810530605623964e-13,3.9632088508548929e-09,9.7041288292450262e-16,8.6233614445217949e-22,9.0347145305764487e-22,4.1935547718749214e-23,3.2427996058305099e-10,3.4734350311728176e-05,3.4738989881632675e-05,1.3076789252053505e-09,1.3142369610879638e-05,5.9338812026198507e-18,3.1383973454388396e-08,2.0144401122974704e-10,2.2516456000610404e-08,1.2097202852610062e-11,6.626536818143489e-11,1.1831442114757755e-09,5.8131611056012714e-13,1.4628810598189612e-08,7.1084322738583392e-16,3.4401308522127402e-15,1.1269076663486684e-13,1.1360185928592095e-08,6.1839458069663307e-12,9.1386779771174171e-16,3.6752485435661142e-11,1.2771882895414512e-14,3.52237040097249e-10,4.202620448231296e-20,1.8014634341426351e-10,1.8124472379714594e-18,2.0890970450337893e-12,8.9060975142461982e-13,3.0949643398710176e-16,1.0603570210554796e-18,5.5836785468995121e-12,1.131631545084929e-19,1.3007331688368605e-13,1.1264140764457441e-19,2.105507153736042e-13,7.3168630030384002e-17
0.016826114978811785,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24103698093862794,0.099951868510302078,7.0033034627192969e-35,0.09996522787042475,3.0586266354602451e-15,1.9092142969308311e-07,3.4849079985335486e-08,3.4096033072278457e-06,4.3424410672645227e-22,6.4874588824440611e-06,2.6372062987077461e-12,9.8871929921505392e-13,3.9681002294304973e-09,9.7202049833528347e-16,8.6348105470894123e-22,9.0546601915821021e-22,4.2013837145434846e-23,3.2461616439093139e-10,3.4734346173170936e-05,3.4738988694062579e-05,1.3073808137967871e-09,1.3150485858943687e-05,5.9403687645403387e-18,3.1420567555556388e-08,2.0127366903921122e-10,2.248353013472692e-08,1.2110428897236733e-11,6.6347244037811364e-11,1.1848736979377291e-09,5.7990545238481946e-13,1.4631365074182824e-08,7.1211058375173041e-16,3.4443761422560433e-15,1.1280759725385151e-13,1.1392123707366717e-08,6.1812974960919069e-12,9.1645744197147855e-16,3.6849443608296159e-11,1.2805576468011759e-14,3.5378468283156575e-10,4.2052158317963733e-20,1.8094343841829076e-10,1.8161782692643914e-18,2.0933978082547834e-12,8.9438629034721188e-13,3.1080881125744294e-16,1.0629055385231523e-18,5.6171611992371215e-12,1.1358872562503708e-19,1.3056237472065964e-13,1.130647915370259e-19,2.1149129130833189e-13,7.3495487769891266e-17
0.016844848364482527,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24103697279126826,0.099951859987754951,-3.8279579579519422e-34,0.099965227834276901,3.0659690665705568e-15,1.9115702655612669e-07,3.4887140300116887e-08,3.4145778899549861e-06,4.3516523095358635e-22,6.4859785155080083e-06,2.6446658554188605e-12,9.8933286966121217e-13,3.9729866124245887e-09,9.7362815479691875e-16,8.646266627416507e-22,9.0746276463258139e-22,4.2092176222809859e-23,3.249516949880871e-10,3.4734342037428697e-05,3.47389875072787e-05,1.3070824337787284e-09,1.3158596539472806e-05,5.9468562838447572e-18,3.1457163277297038e-08,2.0110358074393086e-10,2.2450682782052422e-08,1.2123654854980596e-11,6.642911422884076e-11,1.1866023786804079e-09,5.7849947057764638e-13,1.4633912772824949e-08,7.1337869752127844e-16,3.4486170955620983e-15,1.1292419391954644e-13,1.1424090797317327e-08,6.1786472473530012e-12,9.1904968683065475e-16,3.6946445702286456e-11,1.2839285301762935e-14,3.5533633764250296e-10,4.2078094349929279e-20,1.8174263389533582e-10,1.8199077169164173e-18,2.0976967464531921e-12,8.9817135342754906e-13,3.1212415068221408e-16,1.0654570760383994e-18,5.6507856878110501e-12,1.1401498336581322e-19,1.3105222092214579e-13,1.1348885720521821e-19,2.1243413590179749e-13,7.3823133872174857e-17
0.01686358175015327,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24103696464935181,0.099951851471032596,-2.7452560798199271e-34,0.099965227798127582,3.0733201892759266e-15,1.9139260720389531e-07,3.492520036801337e-08,3.4195501529394255e-06,4.3608760389688785e-22,6.484496832033899e-06,2.652132880985056e-12,9.8994601837332198e-13,3.9778680020469836e-09,9.7523585247852899e-16,8.6577296749849115e-22,9.0946168946629964e-22,4.217056325393045e-23,3.252865534242131e-10,3.4734337904495722e-05,3.4738986321278169e-05,1.3067837885572957e-09,1.3166701665310023e-05,5.9533437607625614e-18,3.1493760617325044e-08,2.0093374711005144e-10,2.2417913686870652e-08,1.2136880726309693e-11,6.6510978780855688e-11,1.1883302531975999e-09,5.7709814478360133e-13,1.4636453716943113e-08,7.1464756838109071e-16,3.4528537140516095e-15,1.1304055699675951e-13,1.1456087124574121e-08,6.175995092724343e-12,9.2164452704248838e-16,3.7043491429608001e-11,1.28730092965763e-14,3.5689200602384237e-10,4.2104012619277791e-20,1.8254393079317344e-10,1.8236355720535618e-18,2.101993849399205e-12,9.0196493751074825e-13,3.1344245116482099e-16,1.0680116338275462e-18,5.6845523323260763e-12,1.1444192649466231e-19,1.3154285406506774e-13,1.1391360341487516e-19,2.1337924843847086e-13,7.4151568088518026e-17
0.01688231513582401,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24103695651286625,0.09995184296012144,-1.5372132410563332e-34,0.099965227761976791,3.0806800042269386e-15,1.9162817171000979e-07,3.4963260190365034e-08,3.4245200947515451e-06,4.370112263439845e-22,6.4830138488020435e-06,2.659607360333069e-12,9.9055874632654003e-13,3.9827444005378059e-09,9.7684359155300469e-16,8.6691996792987309e-22,9.1146279364498329e-22,4.22489986159878e-23,3.2562074075097008e-10,3.4734333774365043e-05,3.4738985136059749e-05,1.3064848815121896e-09,1.3174801249259727e-05,5.9598311955221805e-18,3.1530359573361304e-08,2.0076416708204411e-10,2.2385222598938419e-08,1.2150106511689589e-11,6.6592837719442912e-11,1.1900573209926808e-09,5.7570145488904252e-13,1.4638987929273094e-08,7.1591719597876873e-16,3.4570859996716689e-15,1.1315668685097879e-13,1.1488112615396418e-08,6.1733410639658422e-12,9.2424195736874858e-16,3.7140580503265977e-11,1.2906748352718376e-14,3.5845168945708949e-10,4.2129913166955081e-20,1.8334733005335588e-10,1.8273618258656105e-18,2.106289106935786e-12,9.0576703941851789e-13,3.1476371160055271e-16,1.0705692121164986e-18,5.7184614523678896e-12,1.148695537754436e-19,1.3203427272634352e-13,1.1433902893180413e-19,2.1432662819528067e-13,7.4480790167584856e-17
0.016901048521494752,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24103694838179895,0.099951834455007924,-2.7608354657141698e-34,0.099965227725824529,3.0880485120713429e-15,1.9186372014792122e-07,3.5001319768508588e-08,3.4294877139888294e-06,4.3793609908124321e-22,6.4815295824698336e-06,2.6670892784140515e-12,9.9117105449450596e-13,3.9876158101672837e-09,9.7845137219698186e-16,8.6806766298848014e-22,9.1346607715432801e-22,4.232748475210104e-23,3.259542580219281e-10,3.4734329647029424e-05,3.4738983951622638e-05,1.3061857159973404e-09,1.3182895304108298e-05,5.966318588351412e-18,3.1566960143132158e-08,2.0059483936948001e-10,2.2352609284904375e-08,1.2163332211584473e-11,6.6674691070130183e-11,1.1917835815784691e-09,5.7430938235590165e-13,1.4641515432461705e-08,7.1718757995597463e-16,3.4613139543955076e-15,1.1327258384835481e-13,1.1520167196172743e-08,6.1706851926183689e-12,9.2684197257970545e-16,3.7237712637286875e-11,1.2940502370810721e-14,3.6001538941150117e-10,4.2155796033849786e-20,1.8415283261122644e-10,1.8310864696051102e-18,2.1105825089781064e-12,9.0957765594904066e-13,3.1608793087652687e-16,1.0731298111301822e-18,5.7525133674025533e-12,1.1529786397199651e-19,1.3252647548286893e-13,1.1476513252181511e-19,2.1527627444166933e-13,7.4810799855438077e-17
0.016919781907165494,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24103694025613759,0.099951825955678586,-2.5718797795346307e-34,0.099965227689670796,3.0954257134608672e-15,1.9209925259261707e-07,3.5039379103776993e-08,3.4344530092756305e-06,4.3886222289377392e-22,6.4800440496039216e-06,2.6745786202036232e-12,9.9178294384505925e-13,3.9924822332354777e-09,9.8005919459076316e-16,8.6921605162923068e-22,9.1547153998010485e-22,4.2406020004742952e-23,3.2628710629254167e-10,3.4734325522483375e-05,3.4738982767963755e-05,1.3058862953541773e-09,1.3190983842555477e-05,5.9728059394778576e-18,3.1603562324369926e-08,2.004257649790134e-10,2.2320073494315657e-08,1.2176557826458644e-11,6.6756538858978989e-11,1.1935090344769541e-09,5.72921907482256e-13,1.4644036249065371e-08,7.1845872000571222e-16,3.4655375802221187e-15,1.1338824835569715e-13,1.1552250793421024e-08,6.1680275100102878e-12,9.2944456745403913e-16,3.7334887546721832e-11,1.2974271251830222e-14,3.615831073441435e-10,4.2181661260571811e-20,1.8496043939594781e-10,1.8348094945862926e-18,2.1148740455134004e-12,9.1339678387740581e-13,3.1741510787181315e-16,1.0756934310948716e-18,5.7867083967753955e-12,1.1572685584814363e-19,1.3301946091156966e-13,1.1519191295064423e-19,2.1622818643964813e-13,7.5141596895556429e-17
0.016936641954269162,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24103693294765424,0.099951818311216578,-7.600979952867069e-35,0.099965227657131214,3.1020726282318541e-15,1.9231121817892436e-07,3.5073632298958673e-08,3.4389197869425531e-06,4.3969680464220239e-22,6.4787060007479124e-06,2.6813253626889021e-12,9.9233328696684004e-13,3.9968577524139747e-09,9.8150627059344401e-16,8.7025019355684918e-22,9.1727831982716154e-22,4.247674195917925e-23,3.2658609861474958e-10,3.4734321812771808e-05,3.4738981703334528e-05,1.3056166013834923e-09,1.3198258821071567e-05,5.9786445200231446e-18,3.1636505663419066e-08,2.0027381435428814e-10,2.229085734999292e-08,1.2188460807534716e-11,6.6830197134521275e-11,1.1950612511260829e-09,5.7167709389807935e-13,1.4646299285543322e-08,7.1960339221615925e-16,3.469335143933747e-15,1.1349214793705497e-13,1.1581150779408556e-08,6.1656340727421715e-12,9.3178910414520616e-16,3.742238130357755e-11,1.3004675871019398e-14,3.6299749004851489e-10,4.2204924915648269e-20,1.8568908537870297e-10,1.838158825907212e-18,2.1187348251741116e-12,9.1684127357257635e-13,3.1861209508414916e-16,1.07800327216347e-18,5.8176065498026289e-12,1.1611353035107515e-19,1.334638158059808e-13,1.1557659301374744e-19,2.1708684383900848e-13,7.5439987203583026e-17
0.01695350200137283,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24103692564353071,0.099951810671419145,9.2011720797722704e-36,0.099965227624590439,3.1087265857728661e-15,1.9252317092256723e-07,3.5107885299453965e-08,3.4433846801530773e-06,4.405324009670335e-22,6.4773669512539202e-06,2.6880780953113526e-12,9.9288329232758114e-13,4.001229236084908e-09,9.829533806991269e-16,8.712848956827338e-22,9.190868648988042e-22,4.2547504116476711e-23,3.2688455067517916e-10,3.473431810530939e-05,3.4738980639333583e-05,1.3053467058458072e-09,1.320552935074716e-05,5.9844830671374062e-18,3.1669450304280223e-08,2.0012206763298527e-10,2.2261703620368022e-08,1.2200363720453812e-11,6.690385094384421e-11,1.1966128128340947e-09,5.7043597404327862e-13,1.464855694039771e-08,7.2074867631254747e-16,3.4731292043736052e-15,1.1359585976744486e-13,1.1610074155944058e-08,6.1632392160884047e-12,9.3413572234757591e-16,3.7509909272299257e-11,1.3035092377589057e-14,3.6441512953007237e-10,4.2228174344364659e-20,1.86419437201191e-10,1.8415068328089671e-18,2.1225940785275889e-12,9.2029265248469892e-13,3.1981147630591662e-16,1.0803155605490851e-18,5.8486211166393431e-12,1.165007551121267e-19,1.3390880247485146e-13,1.159618194169964e-19,2.179473353446477e-13,7.573901486634155e-17
0.01696867604376613,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24103691907353975,0.099951803799581601,1.4693475296908707e-35,0.099965227595302728,3.114721169519781e-15,1.9271391745575302e-07,3.5138712834239681e-08,3.4474014720470731e-06,4.412853055931907e-22,6.4761609609677518e-06,2.6941606672266824e-12,9.9337800894428358e-13,4.0051601224639208e-09,9.8425580906682341e-16,8.7221660593953868e-22,9.2071606472185672e-22,4.2611224010001249e-23,3.2715269624465e-10,3.4734314770512582e-05,3.4738979682268583e-05,1.3051036294983545e-09,1.3212069031278584e-05,5.9897377310926722e-18,3.1699101592748039e-08,1.9998567000293046e-10,2.2235518484041547e-08,1.2211076284084016e-11,6.6970135569043182e-11,1.1980086581238292e-09,5.6932211302727953e-13,1.4650584241922203e-08,7.2177995496598212e-16,3.4765408647184963e-15,1.1368904010976005e-13,1.1636125149683231e-08,6.1610826500537281e-12,9.3624945528987609e-16,3.758871352528253e-11,1.3062477338131176e-14,3.6569379046597874e-10,4.2249086690916886e-20,1.8707821288414876e-10,1.8445189015108639e-18,2.126066095637564e-12,9.2340478180556711e-13,3.2089296559517527e-16,1.0823987126881668e-18,5.876633952809954e-12,1.1684972712305301e-19,1.3430982978669295e-13,1.1630898955722181e-19,2.1872334540388439e-13,7.6008684542372475e-17
0.016983850086159432,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24103691250706655,0.099951796931507436,-4.0828756936818236e-37,0.099965227566014059,3.1207214586391342e-15,1.9290465366829243e-07,3.5169540212811015e-08,3.4514167360854515e-06,4.4203903290246638e-22,6.4749541783603205e-06,2.7002480743871117e-12,9.9387245304733912e-13,4.0090877427703293e-09,9.8555826527330175e-16,8.7314876879272293e-22,9.2234669436114076e-22,4.2674975841370432e-23,3.2742040539280175e-10,3.4734311437530689e-05,3.4738978725710155e-05,1.3048603935490441e-09,1.3218605122329167e-05,5.9949923682215753e-18,3.1728753933161153e-08,1.9984943750243177e-10,2.2209383631060315e-08,1.2221788793022464e-11,6.7036416605072622e-11,1.1994039724089095e-09,5.6821122253676484e-13,1.4652607209310141e-08,7.2281172887863145e-16,3.4799496897497809e-15,1.1378206878760857e-13,1.1662195007801694e-08,6.1589249686881937e-12,9.3836486842972152e-16,3.7667545173922313e-11,1.30898718176538e-14,3.66975090981614e-10,4.2269987559141608e-20,1.8773837131716949e-10,1.8475298879164998e-18,2.1295368654675153e-12,9.2652248769005686e-13,3.2197639274529449e-16,1.0844838474070527e-18,5.9047414419985169e-12,1.1719914345633783e-19,1.3471136723947396e-13,1.1665660084847176e-19,2.1950084023434808e-13,7.6278870178595025e-17
0.016999024128552732,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24103690594410448,0.099951790067189586,-2.037801905612102e-35,0.09996522753672446,3.1267274534776822e-15,1.9309537959862287e-07,3.5200367435867629e-08,3.4554304715985593e-06,4.4279358330918883e-22,6.4737466119906789e-06,2.70634030886523e-12,9.9436662514260122e-13,4.0130120982944063e-09,9.8686074942265764e-16,8.7408138369205213e-22,9.2397875380927213e-22,4.2738759684742178e-23,3.2768767868471074e-10,3.4734308106360246e-05,3.4738977769657475e-05,1.3046169997221704e-09,1.3225137630538845e-05,6.0002469786434276e-18,3.1758407324328075e-08,1.9971336981344256e-10,2.2183298932188375e-08,1.2232501247512379e-11,6.7102694065291302e-11,1.2007987554567025e-09,5.6710329232454502e-13,1.4654625854342136e-08,7.2384399787035877e-16,3.4833556805887847e-15,1.1387494599737374e-13,1.1688283691550019e-08,6.1567661881495428e-12,9.404819590121861e-16,3.7746404069161609e-11,1.3117275764358147e-14,3.6825903182321681e-10,4.2290876970271902e-20,1.8839991297979452e-10,1.8505397875539246e-18,2.1330063828619312e-12,9.2964576837169569e-13,3.2306175714228737e-16,1.0865709648261463e-18,5.9329437536319729e-12,1.1754900345526711e-19,1.351134140771906e-13,1.1700465263510314e-19,2.2027981942681948e-13,7.6549571632768768e-17
0.017014198170946033,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24103689938464723,0.099951783206621084,-1.0146179597943046e-35,0.09996522750743389,3.1327391543797895e-15,1.9328609528505713e-07,3.523119450410728e-08,3.4594426779300752e-06,4.4354895722704714e-22,6.4725382703625576e-06,2.7124373627462827e-12,9.9486052573436348e-13,4.0169331903412327e-09,9.8816326162068344e-16,8.7501445008850778e-22,9.2561224305890522e-22,4.2802575661820524e-23,3.279545166862754e-10,3.4734304776997859e-05,3.4738976814109646e-05,1.3043734497310949e-09,1.3231666562526892e-05,6.0055015624772269e-18,3.1788061765060357e-08,1.9957746672075216e-10,2.2157264260671844e-08,1.2243213647796349e-11,6.7168967963014672e-11,1.2021930070392039e-09,5.6599831234658773e-13,1.4656640188753379e-08,7.2487676176296129e-16,3.4867588383696849e-15,1.139676719357244e-13,1.1714391162245649e-08,6.1546063244903469e-12,9.426007242867412e-16,3.7825290062451033e-11,1.3144689126621799e-14,3.6954561373087575e-10,4.2311754945474647e-20,1.8906283834844478e-10,1.8535485959824717e-18,2.1364746427013964e-12,9.3277462207232439e-13,3.2414905816810605e-16,1.088660065065018e-18,5.9612410570729213e-12,1.1789930646310349e-19,1.3551596954381814e-13,1.1735314426145236e-19,2.2106028256846355e-13,7.682078876139691e-17
0.017029372213339333,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24103689282868829,0.099951776349794866,1.9364435476145486e-35,0.099965227478142363,3.1387565616906184e-15,1.9347680076581818e-07,3.5262021418226248e-08,3.4634533544337676e-06,4.4430515506924347e-22,6.4713291619406466e-06,2.7185392281251855e-12,9.9535415532533968e-13,4.0208510202269199e-09,9.8946580197454532e-16,8.7594796743388183e-22,9.2724716210272319e-22,4.2866423689247452e-23,3.2822091996407673e-10,3.4734301449440229e-05,3.4738975859065639e-05,1.3041297452817616e-09,1.3238191924890998e-05,6.0107561198417553e-18,3.1817717254171823e-08,1.9944172814338315e-10,2.2131279488685509e-08,1.2253925994116563e-11,6.7235238311527162e-11,1.2035867269319076e-09,5.6489627253272381e-13,1.4658650224244694e-08,7.2591002038116526e-16,3.4901591642362324e-15,1.1406024679956711e-13,1.1740517381257005e-08,6.1524453936818069e-12,9.4472116150621343e-16,3.7904203005648166e-11,1.3172111852963745e-14,3.7083483744000965e-10,4.2332621505847654e-20,1.8972714789717213e-10,1.8565563087853457e-18,2.1399416398940671e-12,9.3590904700536632e-13,3.2523829520177592e-16,1.0907511482435142e-18,5.9896335216346361e-12,1.1825005182323182e-19,1.3591903288347811e-13,1.1770207507197705e-19,2.2184222924361018e-13,7.7092521419997233e-17
