Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(28),CO2X(29),HX(19),CH3X(22),OX(20),OCX(21),CH2X(58),CHX(26),COX(32),H2X(31),C2H6X(34),CX(24),HOX(23),C2H5X(33),C3H8X(38),CH2(48),HOCXO(25),H2OX(30),CH4OX(41),CXHO(27),C2H4OX(44)
3.695641930503834e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104963538488849,0.099964874132402917,2.3405043014508349e-56,0.099965073252577238,4.5503312268063358e-38,7.7336271418848486e-26,7.1445821492978418e-16,6.1034297458403392e-22,2.5732372303127004e-43,3.7850613285625753e-13,1.0125362468028801e-42,7.4087808724148801e-23,1.9387756115178062e-31,1.2464869280565905e-36,1.7671599451876588e-35,5.403730228935709e-41,9.7207086134925324e-37,0.0,3.5125867133589366e-05,3.4926747422233999e-05,4.6366079926205748e-13,8.4878980781967657e-14,7.1465433789635418e-16,3.0458871491330696e-23,5.1805316727642739e-17,5.7357947854281078e-17,1.9633099271577338e-19,2.2906072443629023e-29,1.9821239956363309e-25,1.2151013647664293e-27,2.96482075954406e-26,5.5436991045829838e-34,3.0971456428381053e-46,7.3658184419050421e-32,1.4805893611294259e-27,1.1456535544013777e-41,3.6923205241605847e-40,2.0023568025184905e-36,1.8915915910479193e-44
3.713930494233098e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104963147513533,0.099964874132598358,2.3754195851853701e-56,0.099965069342628665,4.6197064504996161e-38,7.8490003636472925e-26,7.1799311560652733e-16,6.1447072056047432e-22,2.5916210382703384e-43,3.807886951063645e-13,1.0258355879116074e-42,7.4822371250724477e-23,1.963389260317706e-31,1.2601007392570808e-36,1.7672164527177715e-35,5.4037862582909916e-41,9.8211151694088227e-37,0.0,3.5125866935865693e-05,3.4930657370817604e-05,4.6595545597806687e-13,8.4889230516875402e-14,7.1819046500573665e-16,3.0459471901462907e-23,5.193632165490336e-17,5.7885519060558153e-17,1.9755742490750987e-19,2.326657608252535e-29,1.9965941096938247e-25,1.2334985395497777e-27,2.980124462728502e-26,5.5809446707086654e-34,3.1405958273548025e-46,7.4973138964307091e-32,1.4879270637251278e-27,1.1649006633345269e-41,3.7361709688755089e-40,3.3298533010964942e-37,1.8922145044576098e-44
3.7322190579623613e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104962767002858,0.09996487413282,2.410680385621502e-56,0.099965065537300196,4.6897831114060019e-38,7.9655153168865319e-26,7.2152801575345503e-16,6.185994505902756e-22,2.6099328334763526e-43,3.8307151732588551e-13,1.0392255840388143e-42,7.5560552307784791e-23,1.9881676934806161e-31,1.2737862697817734e-36,1.7672765881735955e-35,5.4038059210667466e-41,9.9220383179308806e-37,0.0,3.5125866711922358e-05,3.4934462699254394e-05,4.6825011402524675e-13,8.4899220130474487e-14,7.2172659186551968e-16,3.0460072369596066e-23,5.2066079011815007e-17,5.8414416335919737e-17,1.9878413731551489e-19,2.3630854992176142e-29,2.0110691482337982e-25,1.252064367107902e-27,2.9954281808557105e-26,5.6181972456553847e-34,3.1843664915250067e-46,7.6303953741903565e-32,1.4952647715886703e-27,1.1843648153184625e-41,3.7802754092492117e-40,-1.6882469861439651e-36,1.8928000675970118e-44
3.750507621691625e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104962396676577,0.099964874133064902,2.4462884038857821e-56,0.099965061833792543,4.7605647367068947e-38,8.0831776217677441e-26,7.2506291538353279e-16,6.2272913982802496e-22,2.6282932468564793e-43,3.8535459260581771e-13,1.0527062321838725e-42,7.6302351820445957e-23,2.0131109409322875e-31,1.2875434948282626e-36,1.7672853309483379e-35,5.4038189294090986e-41,1.0023478055987897e-36,0.0,3.5125866464730666e-05,3.4938166206909973e-05,4.7054477339093637e-13,8.490895653572396e-14,7.2526271848238404e-16,3.0460672894236761e-23,5.2194599441924076e-17,5.8944627045877411e-17,2.0001112365430915e-19,2.3998928908897136e-29,2.0255489855810661e-25,1.2707992688091343e-27,3.0107319137877331e-26,5.6554566246417437e-34,3.2284576424871648e-46,7.765072562602026e-32,1.5026024846602587e-27,1.2040472485292467e-41,3.8246337270034435e-40,1.7462021960966005e-36,1.8933505383499192e-44
3.7687961854208885e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104962036261982,0.099964874133330328,2.4822453411044998e-56,0.099965058229381232,4.8320548535861135e-38,8.2019928984303692e-26,7.2859781450940656e-16,6.2685976408309289e-22,2.6466952570906092e-43,3.8763791422077105e-13,1.0662775291512373e-42,7.7047769713805732e-23,2.038219031704721e-31,1.3013723900685246e-36,1.7673325025608208e-35,5.4038775763372361e-41,1.0125434380504444e-36,0.0,3.5125866197018856e-05,3.4941770618246119e-05,4.7283943406258393e-13,8.4918446461864196e-14,7.2879884486283034e-16,3.0461273473859576e-23,5.2321893533717368e-17,5.9476138663913618e-17,2.0123837777941488e-19,2.4370817568915765e-29,2.0400334993500561e-25,1.289703662005102e-27,3.0260356613880897e-26,5.6927226086493961e-34,3.2728692858290613e-46,7.9013551474813847e-32,1.5099402028807579e-27,1.2239492011548519e-41,3.8692458058222045e-40,1.157953513064911e-36,1.8938680104765835e-44
3.787084749150152e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410496168549367,0.099964874133613768,2.5185528984036836e-56,0.099965054721414634,4.9042569892298535e-38,8.321966766988035e-26,7.3213271314340987e-16,6.3099129980251801e-22,2.6650104642858718e-43,3.8992147562408905e-13,1.0799394715630108e-42,7.7796805912943761e-23,2.0634919939613274e-31,1.315272931641784e-36,1.7674049247751098e-35,5.4039068181003861e-41,1.0227907288400531e-36,0.0,3.512586591129056e-05,3.4945278584825041e-05,4.7513409602774497e-13,8.4927696459299617e-14,7.3233497101318623e-16,3.0461874106933295e-23,5.2447971819780108e-17,6.000893877091727e-17,2.0246589368419267e-19,2.4746540708370871e-29,2.0545225703600004e-25,1.3087779600651123e-27,3.04133942352177e-26,5.7299950042678419e-34,3.3176014256635447e-46,8.0392528130569612e-32,1.5172779261916839e-27,1.2440719113946982e-41,3.9141115313328551e-40,-2.0637647918408989e-36,1.894354581085882e-44
3.8053733128794157e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104961344113338,0.099964874133912932,2.5552127769090937e-56,0.099965051307312203,4.9771746708266262e-38,8.4431048475284898e-26,7.3566761129757277e-16,6.3512372405433092e-22,2.6833520020958079e-43,3.9220527044309836e-13,1.0936920558710029e-42,7.854946034292161e-23,2.0889298550214226e-31,1.3292450961474177e-36,1.7674164390148039e-35,5.403911223966648e-41,1.0330896776591647e-36,0.0,3.5125865609841529e-05,3.4948692687259953e-05,4.7742875927408185e-13,8.4936712904351279e-14,7.3587109693960925e-16,3.0462474792101737e-23,5.2572844775999744e-17,6.0543015054611268e-17,2.036936654967486e-19,2.5126118063312467e-29,2.0690160825522396e-25,1.3280225724103509e-27,3.0566432000552199e-26,5.7672736235432975e-34,3.3626540647014988e-46,8.178775241985737e-32,1.5246156545352039e-27,1.2644166174592112e-41,3.9592307910868422e-40,1.174284477002001e-36,1.8948121400257463e-44
3.8236618766086793e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410496101186963,0.099964874134225695,2.5922266777462171e-56,0.099965047984562308,5.0508114255672169e-38,8.5654127601135465e-26,7.3920250898362836e-16,6.3925701451130748e-22,2.7017697825147425e-43,3.9448929247448494e-13,1.1075352783683031e-42,7.9305732928782963e-23,2.114532641384058e-31,1.3432888606379084e-36,1.7674507654828986e-35,5.4039685233463865e-41,1.0434402841988813e-36,0.0,3.5125865294775502e-05,3.4952015437113515e-05,4.7972342378936408e-13,8.49455020038834e-14,7.3940722264809249e-16,3.0463075527970262e-23,5.2696522820814054e-17,6.1078355308971991e-17,2.0492168747691144e-19,2.550956936970144e-29,2.0835139229096015e-25,1.3474379045479e-27,3.0719469908563329e-26,5.8045582838315132e-34,3.4080272043221298e-46,8.3199321153689873e-32,1.5319533878541308e-27,1.2849845575693971e-41,4.004603474540084e-40,2.038211991285353e-36,1.8952423834642612e-44
3.841950440337943e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410496068851791,0.099964874134550158,2.629596302040265e-56,0.099965044750720711,5.1251707806446349e-38,8.6888961247790022e-26,7.4273740621302056e-16,6.4339114943513994e-22,2.7200972455275776e-43,3.9677353567979392e-13,1.1214691352003831e-42,8.0065623595553887e-23,2.1403003787512067e-31,1.3574042026118513e-36,1.7675332038175688e-35,5.4040102532207601e-41,1.053842548149863e-36,0.0,3.5125864968018678e-05,3.4955249278745412e-05,4.8201808956146627e-13,8.4954069799806785e-14,7.4294334814446898e-16,3.0463676313091113e-23,5.2819016314501908e-17,6.1614947433641354e-17,2.0614995401327717e-19,2.5896914363409331e-29,2.0980159813777943e-25,1.3670243581045675e-27,3.0872507957944484e-26,5.8418488076544814e-34,3.4537208446406821e-46,8.4627331127684123e-32,1.5392911260919162e-27,1.3057769699564311e-41,4.0502294730330456e-40,-2.1435038549108414e-36,1.8956470542384567e-44
3.8602390040672065e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104960373820111,0.099964874134884543,2.6673233509161645e-56,0.099965041603408328,5.2002562632540725e-38,8.81356056153459e-26,7.4627230299691135e-16,6.4752610766101791e-22,2.7384155041690666e-43,3.990579941810471e-13,1.1354936223757467e-42,8.0829132268242872e-23,2.1662330920503229e-31,1.3715911000070054e-36,1.7675531246354687e-35,5.4040079665165922e-41,1.0642964692023328e-36,0.0,3.5125864631333232e-05,3.4958396591110565e-05,4.8431275657836946e-13,8.4962422173462793e-14,7.4647947343441457e-16,3.0464277146235833e-23,5.2940335558515738e-17,6.2152779433332062e-17,2.0737845962032036e-19,2.628817278021804e-29,2.1125221507887784e-25,1.3867823308605297e-27,3.1025546147403337e-26,5.8791450225608771e-34,3.499734984573631e-46,8.6071879122224493e-32,1.5466288691926457e-27,1.3267950928612689e-41,4.0961086797705339e-40,3.0425166693312181e-37,1.8960277508224057e-44
3.87852756779647e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104960067544542,0.099964874135227241,2.7054095254985571e-56,0.099965038540309914,5.276071400592853e-38,8.939411690363904e-26,7.498071993461883e-16,6.5166186858260375e-22,2.7568429308835647e-43,4.0134266225647943e-13,1.1496087357761382e-42,8.159625887184106e-23,2.1923308054562932e-31,1.3858495311934041e-36,1.7675725276201286e-35,5.4040591662704352e-41,1.0748020470460816e-36,0.0,3.5125864286329747e-05,3.4961459689509202e-05,4.8660742482815839e-13,8.4970564849890406e-14,7.5001559852345454e-16,3.0464878026141984e-23,5.3060490794853935e-17,6.2691839417225928e-17,2.0860719893556958e-19,2.6683364355819634e-29,2.1270323267860568e-25,1.4067122167827804e-27,3.117858447566179e-26,5.9164467609901849e-34,3.5460696219014574e-46,8.7533061902628554e-32,1.5539666171010344e-27,1.3480401645342664e-41,4.1422409898012319e-40,2.8403798085600278e-36,1.8963858413683514e-44
3.8968161315257337e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104959769465714,0.099964874135576809,2.7438565269117931e-56,0.099965035559172147,5.3526197198603876e-38,9.0664551312243414e-26,7.5334209527146957e-16,6.557984121373991e-22,2.7751925931669564e-43,4.0362753433638636e-13,1.1638144711663285e-42,8.236700333132243e-23,2.2185935424127971e-31,1.4001794749665198e-36,1.7676606078922184e-35,5.4041151421166428e-41,1.0853592813704726e-36,0.0,3.5125863934478868e-05,3.4964440827290076e-05,4.8890209429902241e-13,8.4978503401980311e-14,7.5355172341696509e-16,3.0465478951425683e-23,5.3179492205472218e-17,6.3232115598366412e-17,2.0983616671684702e-19,2.7082508825816028e-29,2.1415464077518558e-25,1.4268144060583893e-27,3.1331622941455867e-26,5.9537538601404038e-34,3.5927247533290714e-46,8.9010976219314229e-32,1.5613043697624218e-27,1.3695134232348214e-41,4.1886262999970339e-40,-1.8388638226283994e-36,1.8967227602065276e-44
3.9151046952549973e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104959479364202,0.099964874135931858,2.7826660562799282e-56,0.099965032657801919,5.4299047482581372e-38,9.1946965040470471e-26,7.568769907831133e-16,6.5993571879248872e-22,2.7934863588616288e-43,4.0591260499908362e-13,1.1781108242034951e-42,8.3141365571643905e-23,2.2450213256530835e-31,1.4145809105404876e-36,1.767694725739687e-35,5.4041098715396563e-41,1.0959681718644464e-36,0.0,3.5125863577121996e-05,3.4967342197508115e-05,4.9119676497925469e-13,8.4986243254518272e-14,7.5708784812017931e-16,3.0466079920974786e-23,5.3297349911732585e-17,6.3773596293045087e-17,2.1106535783956946e-19,2.7485625925718829e-29,2.1560642947361365e-25,1.4470892851275641e-27,3.1484661543535616e-26,5.9910661618392417e-34,3.6397003745439581e-46,9.050571880796898e-32,1.5686421271227668e-27,1.3912161072310253e-41,4.2352645090321391e-40,-7.9164788740733949e-37,1.8970398759416252e-44
3.933393258984261e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104959197026432,0.09996487413629121,2.8218398147267153e-56,0.099965029834064897,5.5079300129895618e-38,9.324141428736841e-26,7.6041188589122154e-16,6.6407376953065092e-22,2.8119135095736758e-43,4.0819786896697259e-13,1.1924977904462012e-42,8.3919345517745562e-23,2.2716141772201888e-31,1.4290538175413857e-36,1.7676992684647292e-35,5.4041500202249439e-41,1.106628718216526e-36,0.0,3.5125863215481191e-05,3.4970165934537736e-05,4.9349143685725085e-13,8.4993789688121341e-14,7.6062397263819009e-16,3.0466680933666006e-23,5.3414073973888587e-17,6.4316269920182668e-17,2.1229476729411024e-19,2.7892735390949018e-29,2.1705858913874046e-25,1.4675372367165164e-27,3.1637700280665001e-26,6.0283835124186892e-34,3.6869964802721231e-46,9.2017386389720256e-32,1.575979889128642e-27,1.4131494547993282e-41,4.2821555173620125e-40,3.4106857873161527e-36,1.897338292711398e-44
3.9516818227135245e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104958922244571,0.099964874136653753,2.8613795033756053e-56,0.09996502708588377,5.5866990412600845e-38,9.4547955251721739e-26,7.6394678060564787e-16,6.6821254583683008e-22,2.8302948697476514e-43,4.1048332110271187e-13,1.2069753653630011e-42,8.4700943094550787e-23,2.2983721184866091e-31,1.4435981760005812e-36,1.7677867212363548e-35,5.4042202138656493e-41,1.1173409201148201e-36,0.0,3.5125862850668411e-05,3.4972914115642999e-05,4.9578610992150913e-13,8.5001147843069034e-14,7.6416009697595364e-16,3.0467281988159028e-23,5.3529674390605784e-17,6.4860125000705276e-17,2.1352439018321998e-19,2.8303856956836807e-29,2.1851111038852573e-25,1.4881586398701289e-27,3.179073915162179e-26,6.0657057625928982e-34,3.7346130643319145e-46,9.3546075671307255e-32,1.5833176557272267e-27,1.4353147042242211e-41,4.3292992272021738e-40,-1.103631416380771e-36,1.8976191711341455e-44
3.969970386442788e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410495865481635,0.09996487413701842,2.9012868233497388e-56,0.099965024411236891,5.6662153602770493e-38,9.5866644132050537e-26,7.6748167493600375e-16,6.7235202968495876e-22,2.848567484051718e-43,4.1276895640548912e-13,1.2215435443406706e-42,8.5486158226966392e-23,2.325295170173428e-31,1.4582139663481346e-36,1.7678400479963991e-35,5.4042173405383318e-41,1.1281047772470292e-36,0.0,3.5125862483694022e-05,3.4975588762505759e-05,4.9808078416062894e-13,8.5008322723033159e-14,7.6769622113829396e-16,3.0467883083442774e-23,5.3644161098516289e-17,6.5405150156915599e-17,2.147542217195056e-19,2.8719010358621292e-29,2.1996398408746573e-25,1.5089538699844243e-27,3.1943778155197472e-26,6.1030327673393225e-34,3.7825501196857734e-46,9.5091883345253757e-32,1.590655426866304e-27,1.4577130937979269e-41,4.3766955425068623e-40,-1.9849928889014899e-36,1.897883696363555e-44
3.9882589501720517e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410495839454492,0.099964874137384335,2.9415634757719451e-56,0.099965021808156695,5.7464824972496742e-38,9.7197537126610028e-26,7.7101656889166382e-16,6.7649220352511979e-22,2.866981237017154e-43,4.150547700073933e-13,1.236202322692091e-42,8.6274990839882883e-23,2.3523833523689413e-31,1.4729011694062722e-36,1.7678324643064382e-35,5.4042420778217794e-41,1.1389202893004509e-36,0.0,3.5125862115474692e-05,3.497819184271282e-05,5.0037545956331146e-13,8.5015319198708285e-14,7.7123234512990546e-16,3.0468484218547084e-23,5.3757543971806106e-17,6.5951334111860036e-17,2.1598425722296547e-19,2.9138215331450382e-29,2.2141720134018615e-25,1.5299232988388296e-27,3.2096817290197147e-26,6.1403643857829771e-34,3.8308076384899951e-46,9.6654906090041878e-32,1.5979932024942554e-27,1.4803458618201057e-41,4.4243443689475987e-40,3.5957132559603933e-36,1.8981327684879804e-44
4.0065475139013153e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.241049581412387,0.099964874137750695,2.9822111617647332e-56,0.099965019274728201,5.8275039793890211e-38,9.8540690433389883e-26,7.7455146248177215e-16,6.8063305027104384e-22,2.8854013599027375e-43,4.1734075716988235e-13,1.2509516956637809e-42,8.7067440858174463e-23,2.3796366845467638e-31,1.4876597663829206e-36,1.7679117044162105e-35,5.4043241714531666e-41,1.1497874559619816e-36,0.0,3.5125861746840702e-05,3.4980725271203453e-05,5.0267013611835765e-13,8.5022142011345593e-14,7.747684689553575e-16,3.0469085392154889e-23,5.3869832821834486e-17,6.6498665688691584e-17,2.1721449211858038e-19,2.95614916103804e-29,2.2287075348519773e-25,1.5510672946282406e-27,3.2249856555439382e-26,6.1777004810837228e-34,3.8793856121425585e-46,9.8235240570286502e-32,1.6053309825600529e-27,1.5032142465975723e-41,4.4722456138916609e-40,4.7587031074817614e-38,1.898367302426118e-44
4.024836077630579e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104957894711257,0.099964874138116694,3.0232315824502927e-56,0.099965016809087731,5.9092833339079519e-38,9.9896160250113748e-26,7.7808635571524791e-16,6.8477455328792886e-22,2.9036616674231515e-43,4.1962691328034508e-13,1.2657916584431088e-42,8.7863508206699373e-23,2.4070551855834486e-31,1.5024897388653109e-36,1.7679874356779037e-35,5.404330296724098e-41,1.1607062769181239e-36,0.0,3.5125861378542672e-05,3.4983190911678122e-05,5.0496481381466884e-13,8.5028795776193125e-14,7.78304592619097e-16,3.046968660333449e-23,5.3981037396783851e-17,6.7047133810029133e-17,2.1844492193395823e-19,2.9988858930376049e-29,2.2432463208881114e-25,1.5723862219948804e-27,3.2402895949756136e-26,6.2150409203265999e-34,3.9282840313291064e-46,9.9832983436910451e-32,1.6126687670132554e-27,1.5263194864440218e-41,4.5203991863804873e-40,-3.0986719683941605e-36,1.8985883313284216e-44
4.0431246413598425e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104957654781126,0.099964874138481694,3.0646264389504868e-56,0.099965014409421404,5.9918240880210916e-38,1.0126400277423873e-25,7.8162124860079124e-16,6.8891669638057821e-22,2.9220471263641385e-43,4.2191323384875426e-13,1.2807222061651781e-42,8.8663192810299866e-23,2.4346388737756276e-31,1.5173910688136458e-36,1.7679733428020303e-35,5.4043367647686084e-41,1.1716767518549896e-36,0.0,3.5125861011257944e-05,3.49855905779694e-05,5.0725949264124508e-13,8.5035284985844358e-14,7.8184071612545145e-16,3.0470287851290995e-23,5.40911673813395e-17,6.7596727497313277e-17,2.196755422970313e-19,3.0420337026310059e-29,2.2577882893920671e-25,1.5938804420599564e-27,3.2555935471992648e-26,6.2523855744150288e-34,3.9775028860670937e-46,1.0144823132731986e-31,1.6200065558040028e-27,1.5496628196797699e-41,4.5688049971080463e-40,3.2683010301932869e-36,1.8987966073690785e-44
4.061413205089106e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104957421271717,0.099964874138845042,3.1063974323868494e-56,0.099965012073964007,6.0751297689447882e-38,1.026442742029547e-25,7.8515614114688792e-16,6.9305946378184457e-22,2.9405084472512531e-43,4.2419971450440952e-13,1.2957433339194099e-42,8.9466494593802536e-23,2.4623877668566795e-31,1.5323637385548404e-36,1.7680364159767862e-35,5.4044259034830662e-41,1.1826988804583046e-36,0.0,3.5125860645596233e-05,3.4987926035376414e-05,5.0955417258718481e-13,8.5041614013497899e-14,7.8537683947863308e-16,3.0470889134712059e-23,5.42002323963982e-17,6.8147435870159124e-17,2.2090634893380617e-19,3.0855945632963058e-29,2.2723333604065515e-25,1.6155503124551049e-27,3.2708975121007287e-26,6.2897343179668338e-34,4.0270421657482149e-46,1.0308108086558003e-31,1.6273443488830121e-27,1.5732454846315025e-41,4.6174629583991589e-40,1.5265312108390077e-36,1.8989928252611783e-44
4.0797017688183697e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104957194011176,0.099964874139206239,3.1485462638805805e-56,0.099965009800997429,6.1592039038970841e-38,1.0403703073318392e-25,7.8869103336181517e-16,6.9720284014137671e-22,2.9587710019259589e-43,4.2648635099276542e-13,1.3108550367558297e-42,9.0273413482018299e-23,2.4903018820129579e-31,1.5474077307763288e-36,1.7681349379798127e-35,5.4044480590384725e-41,1.1937726624134139e-36,0.0,3.5125860282105115e-05,3.4990199001963422e-05,5.1184885364168449e-13,8.5047787116130576e-14,7.889129626827411e-16,3.0471490452713798e-23,5.4308241998804364e-17,6.869924814570602e-17,2.2213733766616259e-19,3.1295704485023293e-29,2.286881456078856e-25,1.6373961873536341e-27,3.2862014895671482e-26,6.3270870292130459e-34,4.0769018591791416e-46,1.0473162866259113e-31,1.6346821462015677e-27,1.5970687196320313e-41,4.6663729841878216e-40,-3.9244399679415999e-36,1.8991778832387682e-44
4.0979903325476333e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104956972832242,0.099964874139564786,3.1910746345525407e-56,0.099965007588849547,6.2440500200976712e-38,1.0544232856158047e-25,7.9222592525364708e-16,7.0134681051465724e-22,2.9771137465189426e-43,4.2877313917234457e-13,1.3260573096910661e-42,9.1083949399742752e-23,2.5183812358995569e-31,1.5625230285199423e-36,1.7681226176765822e-35,5.4044358089385063e-41,1.2048980974052841e-36,0.0,3.51258599212749e-05,3.4992411149823727e-05,5.1414353579403802e-13,8.5053808437586026e-14,7.9244908574176478e-16,3.0472091804708383e-23,5.441520568111313e-17,6.9252153637965109e-17,2.2336850440970364e-19,3.1739633317086517e-29,2.3014325006059805e-25,1.6594184175015582e-27,3.3015054794869603e-26,6.364443589899393e-34,4.1270819546206192e-46,1.0639997131626456e-31,1.6420199477115182e-27,1.6211337630200645e-41,4.7155349899955285e-40,2.3555393347616411e-36,1.8993524367569582e-44
4.116278896276897e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104956757572138,0.09996487413992021,3.2339842455232522e-56,0.099965005435893053,6.3296716447678566e-38,1.0686022388452971e-25,7.9576081683025915e-16,7.0549136035232673e-22,2.9956120242656063e-43,4.3106007501173353e-13,1.3413501477140787e-42,9.1898102271756142e-23,2.546625844655667e-31,1.5777096151758579e-36,1.7681624472561111e-35,5.4045247235893828e-41,1.2160751851185102e-36,0.0,3.5125859563543302e-05,3.4994564106309682e-05,5.1643821903363546e-13,8.5059682011581387e-14,7.9598520865958729e-16,3.047269318937407e-23,5.4521132871379421e-17,6.9806141757164308e-17,2.2459984517165232e-19,3.2187751863655724e-29,2.3159864201811586e-25,1.6816173502484214e-27,3.3168094817498775e-26,6.4018038851903913e-34,4.1775824398250038e-46,1.0808620541169837e-31,1.6493577533652739e-27,1.6454418531399852e-41,4.7649488929096036e-40,3.1676175795758937e-36,1.8995169873036753e-44
4.1345674600061605e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410495654807244,0.099964874140272164,3.2772767979128891e-56,0.099965003340544117,6.4160723051305356e-38,1.0829077289814784e-25,7.992957080993337e-16,7.0963647548978529e-22,3.0138962681398359e-43,4.3334715458665676e-13,1.3567335457916158e-42,9.2715872022823549e-23,2.5750357239194965e-31,1.5929674744766171e-36,1.7682805668151918e-35,5.4045692881387959e-41,1.2273039252373185e-36,0.0,3.5125859209299662e-05,3.499665945522994e-05,5.1873290334996275e-13,8.5065411764634126e-14,7.9952133143998727e-16,3.0473294605828845e-23,5.4626032932971928e-17,7.0361202009091419e-17,2.2583135604879665e-19,3.2640079859140955e-29,2.3305431429417486e-25,1.7039933295779099e-27,3.3321134962468876e-26,6.4391678035759792e-34,4.2284033020722715e-46,1.0979042752135307e-31,1.6566955631157964e-27,1.669994228341635e-41,4.8146146115615768e-40,-4.2501266340581544e-36,1.8996723024340613e-44
4.152856023735424e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104956344178974,0.099964874140620288,3.3209539928412773e-56,0.099965001301261361,6.5032555284101535e-38,1.0973403179828126e-25,8.0283059906836381e-16,7.1378214213706473e-22,3.0321852702930216e-43,4.3563437407712971e-13,1.3722074988734223e-42,9.3537258577695198e-23,2.6036108888427941e-31,1.6082965904912185e-36,1.7682802431962097e-35,5.4045410219659907e-41,1.2385843174455706e-36,0.0,3.5125858858888908e-05,3.4998698738014442e-05,5.2102758873260107e-13,8.5071001518910747e-14,8.0305745408664249e-16,3.0473896053734089e-23,5.4729915164411395e-17,7.0917323994435383e-17,2.2706303322547966e-19,3.3096637037859157e-29,2.3451025989184702e-25,1.7265466961382637e-27,3.3474175228702332e-26,6.4765352367806503e-34,4.2795445282045521e-46,1.1151273420522686e-31,1.6640333769165958e-27,1.6947921269801098e-41,4.8645320661055992e-40,8.6467714965821648e-37,1.899818984892371e-44
4.1711445874646877e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104956145741682,0.099964874140964249,3.3650175314278881e-56,0.099964999316544512,6.5912248418326666e-38,1.1119005678050623e-25,8.0636548974465928e-16,7.1792834686896727e-22,3.0507081319471991e-43,4.3792172976468756e-13,1.3877720018971963e-42,9.4362261861106395e-23,2.6323513541049721e-31,1.6236969476192804e-36,1.7682920426720481e-35,5.4046206029034507e-41,1.2499163614267691e-36,0.0,3.5125858512615111e-05,3.5000683454848499e-05,5.2332227517122642e-13,8.5076454995000215e-14,8.065935766031325e-16,3.04744975317536e-23,5.4832788799232044e-17,7.1474497408126027e-17,2.2829487297163607e-19,3.3557443134033932e-29,2.3596647199859296e-25,1.7492777872724628e-27,3.362721561513404e-26,6.5139060796750236e-34,4.3310061046592513e-46,1.1325322201103047e-31,1.6713711947217227e-27,1.7198367874155641e-41,4.9147011781969101e-40,4.7363569880100659e-36,1.8999573747011311e-44
4.1894331511939513e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104955952614548,0.099964874141303825,3.4094691147918375e-56,0.099964997384933571,6.6799837726255233e-38,1.1265890404012841e-25,8.0990038013534963e-16,7.2207507661545711e-22,3.0690363649908946e-43,4.4020921802968649e-13,1.4034270497933134e-42,9.5190881797777813e-23,2.6612571339268387e-31,1.6391685305852765e-36,1.7684226257090315e-35,5.4046920331575126e-41,1.2613000568640597e-36,0.0,3.5125858170744983e-05,3.5002615065776307e-05,5.256169626556082e-13,8.5081775814613406e-14,8.1012969899294053e-16,3.0475099038941398e-23,5.4934663005865731e-17,7.2032712038672628e-17,2.2952687164087156e-19,3.4022517881795393e-29,2.3742294398144279e-25,1.7721869370482164e-27,3.3780256120711215e-26,6.5512802301897352e-34,4.3827880175008021e-46,1.1501198747436168e-31,1.6787090164857652e-27,1.7451294480130182e-41,4.9651218709703912e-40,-3.8943468654469183e-36,1.900088102833206e-44
