Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),H2X(49),C2H4(47),C2H6X(52),C2H4X(205),H2OX(23),C2H4X(65),CH2X(27),CHX(28),CX(26),OCX(25),COX(50)
1.2871791956124922e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44263170617810632,0.10949510775990969,0.021951588459690342,0.0,1.6788650699358037e-08,0.00045010056321665657,5.673813281637455e-06,5.0913750468555274e-06,4.0978402537617486e-17,0.0012961510463999717,5.6611251428135439e-13,0.00034304196360988452,2.0514062186389799e-10,4.2137898116385984e-11,3.5149358007476668e-13,7.8968038269341956e-15,2.8053809198012372e-09,1.8657428881530317e-08,0.0078622932415852442,0.0017342431529337504,6.9757200548239097e-05,7.6890116467032781e-09,7.0781767144126302e-09,3.464365628066248e-08,8.8306095118353313e-06,2.9469036726608667e-08,1.3745134848849412e-08,1.1606936032547301e-09,1.0291744285828055e-12,5.2624833840245479e-15,3.2230605792078126e-10,1.4651228733424057e-07,2.4232559567724173e-07,2.0193082771507721e-14,1.7569133712730999e-11
1.292052334187643e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44262554248304065,0.10949027582314513,0.021948385561686191,0.0,1.6968177877401653e-08,0.00045257674429260915,5.7194674037614391e-06,5.146669129481841e-06,4.1563309450888258e-17,0.0013011752883591737,5.7646668169210226e-13,0.0003432075938792181,2.074077632550206e-10,4.2798587283479599e-11,3.5450736797657287e-13,7.9918648706206611e-15,2.827730017752024e-09,1.8939122032510274e-08,0.0078619424585764115,0.0017406029994474022,6.986187145317686e-05,7.7288898077577404e-09,7.1045783135412371e-09,3.4775810502516939e-08,8.8799501864184496e-06,2.9914195100750498e-08,1.3895432902307556e-08,1.1804949802512923e-09,1.0390230484208039e-12,5.3418629614733175e-15,3.2333771229588629e-10,1.4675483512303472e-07,2.4235971464767138e-07,2.0321612111606715e-14,1.7710262650778956e-11
1.2969254727627938e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4426193830934243,0.10948544689287899,0.021945183220166638,0.0,1.7148898882693955e-08,0.00045505438209336382,5.7652950379455905e-06,5.2023296010830713e-06,4.2153981919046446e-17,0.0013061983926608745,5.8696541448442573e-13,0.00034337082450120143,2.0969016811678495e-10,4.3466804146109541e-11,3.575322620334367e-13,8.0876529875400602e-15,2.8501552927709483e-09,1.9223904644603547e-08,0.0078615888831234867,0.0017469615581780921,6.9966287694985538e-05,7.7688195901104738e-09,7.1309658760883825e-09,3.49079304917619e-08,8.9293201642796692e-06,3.0364238400992507e-08,1.4046733318100713e-08,1.2005480984984072e-09,1.048930108881819e-12,5.4221117642560984e-15,3.2436826238016231e-10,1.4699666382179668e-07,2.4239341924983348e-07,2.0450501159216619e-14,1.7851925142309001e-11
1.3017986113379446e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44261322792470609,0.10948062089495564,0.021941981434961629,0.0,1.7330817066420025e-08,0.00045753345811236861,5.8112961187789563e-06,5.2583571418484075e-06,4.275045175025288e-17,0.0013112203496563929,5.9761006888528498e-13,0.00034353168282320011,2.1198786493490359e-10,4.4142600943751884e-11,3.6056824237901906e-13,8.1841704789117093e-15,2.8726565853413558e-09,1.9511797275566649e-08,0.0078612325976137702,0.0017533188295283182,7.0070451411688111e-05,7.80880090193843e-09,7.157339354125851e-09,3.5040016001969318e-08,8.9787190569777697e-06,3.0819199152788657e-08,1.4199037960027007e-08,1.2208550038074416e-09,1.0588957586814906e-12,5.50323555554691e-15,3.2539771581162273e-10,1.4723777847912424e-07,2.4242671263374689e-07,2.0579749712555296e-14,1.799412096304604e-11
1.3066717499130954e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4426070768947355,0.10947579775749187,0.021938780205902345,0.0,1.7513935778707722e-08,0.00046001395405474412,5.8574705805902742e-06,5.3147524266357138e-06,4.3352750802259488e-17,0.0013162411498111974,6.084020067491141e-13,0.00034369019588971879,2.1430088197733531e-10,4.4826030017212541e-11,3.6361528926488685e-13,8.2814196409546594e-15,2.8952337361559484e-09,1.9802820519958617e-08,0.0078608736820588564,0.0017596748138983057,7.0174364714436206e-05,7.8488336519732183e-09,7.1836987003778924e-09,3.5172066789723373e-08,9.0281464805283724e-06,3.1279109939895912e-08,1.4352348677006853e-08,1.2414177479219535e-09,1.0689201465041959e-12,5.5852401085958299e-15,3.2642608014832118e-10,1.4747818408648185e-07,2.4245959791755054e-07,2.0709357569776684e-14,1.8136849887940542e-11
1.3115448884882461e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4426009299236931,0.10947097741080933,0.021935579532821225,0.0,1.7698258368644028e-08,0.00046249585183490426,5.9038183574508516e-06,5.3715161249889895e-06,4.3960910982486863e-17,0.0013212607837037084,6.193425955335104e-13,0.00034384639044569474,2.1662924729522667e-10,4.5517143807819694e-11,3.6667338306035366e-13,8.3794027648846693e-15,2.9178865861193641e-09,2.0096995008849423e-08,0.0078605122141633746,0.0017660295116860719,7.0278029687923432e-05,7.8889177494921423e-09,7.2100438682142189e-09,3.5304082614587614e-08,9.0776020553537435e-06,3.1744003403912525e-08,1.4506667303131954e-08,1.2622383884805768e-09,1.0790034210032807e-12,5.6681312066462642e-15,3.2745336286829108e-10,1.4771788557945964e-07,2.4249207818769855e-07,2.0839324529037839e-14,1.8280111691177492e-11
1.316418027063397e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44259478693402365,0.10946615978736883,0.021932379415551883,0.0,1.7883788184291111e-08,0.00046497913357420277,5.9503393831773948e-06,5.4286489011558602e-06,4.4574964248101791e-17,0.0013262792420241072,6.3043320827480052e-13,0.00034400029293975699,2.189729887238508e-10,4.6215994856619574e-11,3.697425042523018e-13,8.4781221369114086e-15,2.940614976350691e-09,2.0394341409529802e-08,0.0078601482693917354,0.0017723829232874941,7.0381448390791608e-05,7.9290531043089904e-09,7.2363748116430417e-09,3.5436063239072148e-08,9.1270854062331747e-06,3.2213912243818551e-08,1.4661995657714447e-08,1.2833189889799741e-09,1.0891457308012935e-12,5.751914642852607e-15,3.2847957137207936e-10,1.4795688783818491e-07,2.4252415650003745e-07,2.0969650388421934e-14,1.8423906146185221e-11
1.3212911656385477e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44258864785037105,0.10946134482170668,0.021929179853929108,0.0,1.8070528572702046e-08,0.00046746378159860766,5.9970335913349125e-06,5.4861514141051433e-06,4.5194942606094462e-17,0.0013312965155731625,6.4167522356349759e-13,0.00034415192952745111,2.2133213388354533e-10,4.6922635803575017e-11,3.7282263344498396e-13,8.5775800382358862e-15,2.9634187481859215e-09,2.0694880425222324e-08,0.0078597819210329527,0.0017787350490963724,7.0484622856028633e-05,7.9692396267655334e-09,7.2626914853041996e-09,3.5568008428601577e-08,9.1765961622538945e-06,3.2688869215518339e-08,1.4818335545336195e-08,1.3046616187378683e-09,1.0993472244902071e-12,5.8365962201982969e-15,3.2950471298172073e-10,1.4819519568882678e-07,2.4255583587964208e-07,2.1100334946055501e-14,1.8568233025644397e-11
1.3261643042136985e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44258251259951426,0.10945653245037303,0.021925980847788826,0.0,1.8258482879936186e-08,0.00046994977843640068,6.04390091523949e-06,5.5440243175444488e-06,4.5820878113355575e-17,0.0013363125952610623,6.5307002551964328e-13,0.00034430132607442721,2.2370671018064756e-10,4.7637119386767102e-11,3.7591375135980829e-13,8.6777787450481353e-15,2.9862977431803566e-09,2.0998632794793716e-08,0.007859413240263572,0.0017850858895044894,7.0587555091360308e-05,8.0094772277224213e-09,7.2889938444623447e-09,3.569991795148267e-08,9.226133956762552e-06,3.3168907131385051e-08,1.4975688755898232e-08,1.3262683528561431e-09,1.1096080506316312e-12,5.9221817514141831e-15,3.3052879494449308e-10,1.4843281390356596e-07,2.4258711932229252e-07,2.1231377999960269e-14,1.8713092101496626e-11
1.3310374427888493e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44257638111030684,0.10945172261187167,0.021922782396968047,0.0,1.8447654451074207e-08,0.00047243710681590289,6.0909412879612383e-06,5.6022682599378322e-06,4.6452802876753155e-17,0.0013413274721062621,6.6461900376804031e-13,0.0003444485081595958,2.2609674480842859e-10,4.835949844159995e-11,3.790158388351042e-13,8.7787205285251203e-15,3.009251803110943e-09,2.1305619292468572e-08,0.0078590422962087885,0.0017914354449016731,7.0690247079632933e-05,8.0497658185512928e-09,7.3152818450001905e-09,3.5831791578873244e-08,9.2756984273172489e-06,3.3654058859807313e-08,1.5134057064670307e-08,1.3481412721840262e-09,1.1199283577570182e-12,6.0086770588973383e-15,3.3155182443008152e-10,1.4866974720261582e-07,2.4261800979365951e-07,2.1362779348268261e-14,1.8858483144953641e-11
1.335910581364e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44257025331361644,0.10944691524660193,0.021919584501304872,0.0,1.8638046630232912e-08,0.0004749257496632256,6.1381546423269644e-06,5.6608838845234959e-06,4.7090749053209103e-17,0.0013463411372343383,6.7632355341337909e-13,0.00034459350107824869,2.2850226474802439e-10,4.9089825900008331e-11,3.8212887682587116e-13,8.8804076548288305e-15,3.0322807699785629e-09,2.1615860727544284e-08,0.0078586691560017866,0.0017977837156758528,7.0792700779191765e-05,8.0901053111255301e-09,7.3415554434118342e-09,3.5963629084750134e-08,9.3252892156400654e-06,3.4144357324737803e-08,1.5293442232340603e-08,1.3702824632813435e-09,1.1303082943678723e-12,6.0960879746301784e-15,3.3257380853675388e-10,1.4890600025337299e-07,2.4264851023160598e-07,2.1494538788935354e-14,1.9004405926505558e-11
1.340783719939151e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44256412914226706,0.10944211029680209,0.021916387160638418,0.0,1.8829662760579612e-08,0.00047741569010004647,6.185540910923231e-06,5.7198718293315205e-06,4.7734748849775549e-17,0.0013513535818768625,6.8818507501525751e-13,0.00034473632984514621,2.3092329676936545e-10,4.9828154789668532e-11,3.8525284640351091e-13,8.9828423851046442e-15,3.0553844860102682e-09,2.1929377944107286e-08,0.0078582938848413622,0.0018041307022131151,7.0894918124248655e-05,8.1304956178132682e-09,7.3678145967961482e-09,3.6095430245879164e-08,9.3749059675701768e-06,3.4639835505243951e-08,1.5453846005065523e-08,1.39269401838186e-09,1.1407480089359209e-12,6.1844203400999948e-15,3.3359475428502367e-10,1.4914157767349964e-07,2.4267862354412812e-07,2.1626656120149982e-14,1.9150860215930347e-11
1.3456568585143017e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44255800853098254,0.1094373077064946,0.021913190374808843,0.0,1.9022506184346314e-08,0.00047990691144141116,6.2331000260988237e-06,5.7792327272016628e-06,4.8384834523710765e-17,0.0013563647973702726,7.0020497456309973e-13,0.00034487701919757197,2.3335986743210376e-10,5.0574538233212015e-11,3.8838772875554192e-13,9.0860269754799023e-15,3.0785627936614554e-09,2.2246191820750545e-08,0.0078579165460478644,0.0018104764048977595,7.0996901025248426e-05,8.170936651467605e-09,7.3940592628502216e-09,3.6227194841783149e-08,9.4245483330174582e-06,3.5140526435060598e-08,1.5615270114519633e-08,1.4153780353566968e-09,1.1512476499033354e-12,6.2736800062188081e-15,3.3461466862867895e-10,1.4937648402848514e-07,2.4270835261333988e-07,2.175913113977127e-14,1.9297845782301477e-11
1.3505299970894525e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4425518914163325,0.10943250742143258,0.021909994143657262,0.0,1.921658024284351e-08,0.00048239939719355826,6.2808319199680303e-06,5.838967205801166e-06,4.9041038382554866e-17,0.0013613747751547703,7.1238466345097286e-13,0.00034501559359835423,2.3581200308653833e-10,5.1329029447442311e-11,3.9153350518529855e-13,9.1899636770626623e-15,3.101815535617997e-09,2.2566323270292368e-08,0.0078575372011175544,0.0018168208241123504,7.1098651369220893e-05,8.2114283254210824e-09,7.4202893998628882e-09,3.6358922654713412e-08,9.4742159659166058e-06,3.5646463202144756e-08,1.5777716277945669e-08,1.4383366176778303e-09,1.1618073656828567e-12,6.3638728332436447e-15,3.3563355844145203e-10,1.4961072383690191e-07,2.4273770029094463e-07,2.1891963646129019e-14,1.9445362393998042e-11
1.3554031356646033e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44254577773667841,0.10942770938904851,0.021906798467025763,0.0,1.9411888276473754e-08,0.00048489313105177026,6.3287365244127541e-06,5.8990758876426281e-06,4.9703392784205135e-17,0.0013663835067732166,7.2472555845230683e-13,0.00034515207723885501,2.3827972987453755e-10,5.2091681742554813e-11,3.9469015711161448e-13,9.2946547359407194e-15,3.1251425547983079e-09,2.2889793239496477e-08,0.0078571559097753152,0.0018231639602377691,7.1200171020137758e-05,8.251970553474476e-09,7.4465049667083037e-09,3.6490613469617325e-08,9.5239085241817966e-06,3.6157678948232336e-08,1.5941186198204747e-08,1.461571874381676e-09,1.1724273046580452e-12,6.4550046906971275e-15,3.3665143053794764e-10,1.4984430156477664e-07,2.4276666940568175e-07,2.2025153436900743e-14,1.9593409818711366e-11
1.360276274239754e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44253966743212214,0.10942291355840372,0.021903603344757369,0.0,1.9608433624744865e-08,0.00048738809689824665,6.3768137710862294e-06,5.9595593901018887e-06,5.037193013699095e-17,0.001371390983870047,7.3722908169451745e-13,0.00034528649404192688,2.4076307373045938e-10,5.2862548521359568e-11,3.9785766606848993e-13,9.4001023931807915e-15,3.1485436943553831e-09,2.321662270879332e-08,0.007856772730025911,0.0018295058136532617,7.1301461819247016e-05,8.2925632498940207e-09,7.4727059228395906e-09,3.6622267074111754e-08,9.5736256696618131e-06,3.667420686839684e-08,1.6105681563826521e-08,1.4850859200327596e-09,1.1831076151833342e-12,6.5470814572884472e-15,3.3766829164601768e-10,1.5007722163535196e-07,2.4279526275375307e-07,2.2158700310718172e-14,1.9741987823456285e-11
1.36466209895739e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44253417099558789,0.10941859915248382,0.021900728208567241,0.0,1.9786385101599302e-08,0.00048963460633764315,6.4202308455265258e-06,6.0143155200793464e-06,5.0978927003902245e-17,0.0013758966338163379,7.486224794410993e-13,0.00034540572157686495,2.430114570621138e-10,5.3563396217284129e-11,4.0071769172119148e-13,9.4956540244913784e-15,3.1696679634354158e-09,2.3513658970976315e-08,0.0078564263002574887,0.0018352123853223881,7.1392429373907262e-05,8.3291397566292789e-09,7.4962742581467649e-09,3.6740723329846613e-08,9.618391846316152e-06,3.7143651383743403e-08,1.6254605532731954e-08,1.5064886777823308e-09,1.1927716349231398e-12,6.6307633106274054e-15,3.3858260777087127e-10,1.5028629101360462e-07,2.4282067778255724e-07,2.2279197635710493e-14,1.9876161480551162e-11
1.369047923675026e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44252867720441974,0.10941428645505381,0.021897853521171625,0.0,1.9965343940867195e-08,0.00049188208929095204,6.4637876544853204e-06,6.0693761935529696e-06,5.159098204976046e-17,0.001380401254963188,7.6014980652290794e-13,0.00034552331120336557,2.4527252967398353e-10,5.4270980035195573e-11,4.0358648340400713e-13,9.5918219383349641e-15,3.1908520291591508e-09,2.3813448791020482e-08,0.0078560784264736713,0.001840917918576648,7.1483214342848449e-05,8.365757011798837e-09,7.5198306976404469e-09,3.6859149124125026e-08,9.6631774268029476e-06,3.7617449964395264e-08,1.640436267937504e-08,1.528120521055574e-09,1.2024847838720552e-12,6.7152196078588914e-15,3.3949611521434228e-10,1.5049483438612492e-07,2.428457926920857e-07,2.2399983887047738e-14,2.0010764547426212e-11
1.3734337483926618e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44252318601837248,0.1094099754321734,0.021894979282457892,0.0,2.0145312575241806e-08,0.00049413053438833194,6.5074841476715575e-06,6.1247418499888488e-06,5.220811900531386e-17,0.0013849048414261592,7.7181211069288928e-13,0.0003456392798148923,2.4754631004473076e-10,5.4985339095088011e-11,4.0646402789307209e-13,9.6886077580153118e-15,3.212095777680217e-09,2.4116007532505736e-08,0.0078557291475806861,0.0018466224136893066,7.1573818022472595e-05,8.4024149538328097e-09,7.5433752129399724e-09,3.6977544307545357e-08,9.7079821726093379e-06,3.8095626918633654e-08,1.6554954205118895e-08,1.5499830027113799e-09,1.2122471701207295e-12,6.8004546533360551e-15,3.4040881874661668e-10,1.507028548785553e-07,2.4287060946964408e-07,2.2521058917621035e-14,2.0145796852857342e-11
1.3778195731102977e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44251769739822333,0.10940566605085443,0.021892105492314011,0.0,2.0326293436860651e-08,0.00049637993037741782,6.5513202746516529e-06,6.1804129255276587e-06,5.2830361634583641e-17,0.0013894073873848035,7.8361044315292724e-13,0.00034575364413592572,2.4983281651914928e-10,5.5706512575800428e-11,4.0935031203916427e-13,9.7860131035411146e-15,3.2333990953108998e-09,2.4421350580413475e-08,0.0078553785014753331,0.0018523258709326716,7.1664241695099614e-05,8.4391135214458751e-09,7.5669077760290648e-09,3.7095908732383783e-08,9.7528058476951046e-06,3.857820658864631e-08,1.6706381302049563e-08,1.572077679145569e-09,1.2220589017410842e-12,6.8864727572444958e-15,3.4132072309678442e-10,1.5091035558478653e-07,2.4289513008681331e-07,2.2642422580063501e-14,2.0281258225199966e-11
1.3822053978279336e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44251221130574475,0.10940135827903527,0.021889232150628445,0.0,2.0508288957312643e-08,0.00049863026612212988,6.5952959848498926e-06,6.2363898529953189e-06,5.3457733734906994e-17,0.0013939088870820536,7.9554585853860702e-13,0.00034586642072362126,2.5213206730870398e-10,5.6434539714566127e-11,4.1224532276748276e-13,9.8840395916260613e-15,3.254761868523205e-09,2.4729493340965557e-08,0.0078550265250712688,0.0018580282905781194,7.1754486629150473e-05,8.4758526536356998e-09,7.5904283592522787e-09,3.7214242252577756e-08,9.797648218467548e-06,3.9065213350272593e-08,1.6858645153005959e-08,1.5944061102696835e-09,1.2319200867865108e-12,6.97327823555652e-15,3.4223183294228904e-10,1.5111733957117642e-07,2.4291935649707742e-07,2.2764074727350935e-14,2.0417148492389849e-11
1.3865912225455695e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44250672770367916,0.10939705208555578,0.021886359257290201,0.0,2.069130156764492e-08,0.00050088153060149753,6.6394112275499909e-06,6.2926730619136507e-06,5.4090259136979949e-17,0.001398409334823613,8.0761941490393116e-13,0.00034597762596945154,2.5444408049206481e-10,5.7169459806564195e-11,4.1514904707740733e-13,9.9826888356890683e-15,3.2761839839498855e-09,2.5040451241463976e-08,0.0078546732543245713,0.0018637296728961196,7.1844554079332829e-05,8.5126322896754857e-09,7.6139369353114314e-09,3.7332544723709875e-08,9.8425090537566604e-06,3.9556671612749569e-08,1.7011746931609765e-08,1.6169698594898352e-09,1.2418308332918407e-12,7.0608754099858373e-15,3.4314215292557599e-10,1.5132380987471558e-07,2.4294329063823779e-07,2.2886015212414887e-14,2.0553467481948322e-11
1.3909770472632054e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44250124655571366,0.10939274744013296,0.021883486812188789,0.0,2.0875333698369623e-08,0.0005031337129084918,6.6836659518968452e-06,6.3492629785110578e-06,5.472796170489989e-17,0.0014029087249773546,8.1983217370599629e-13,0.00034608727610083341,2.5676887401563758e-10,5.7911312204472053e-11,4.180614720422343e-13,1.008196244585458e-14,3.2976653283854579e-09,2.5354239730131161e-08,0.0078543187242587111,0.0018694300181562593,7.1934445286822043e-05,8.5494523691111747e-09,7.6374334772621268e-09,3.7450816002991942e-08,9.8873881247905334e-06,4.0052605818459156e-08,1.7165687802295459e-08,1.639770493685596e-09,1.2517912492733006e-12,7.1492686079422411e-15,3.4405168764411858e-10,1.5152976950269946e-07,2.4296693443313157e-07,2.3008243888048952e-14,2.0690215020987608e-11
1.3953628719808413e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44249576782645539,0.10938844431333714,0.021880614815214219,0.0,2.1060387779470525e-08,0.00050538680224887218,6.7280601068980598e-06,6.406160025733228e-06,5.5370865336207888e-17,0.0014074070519727252,8.321851997896274e-13,0.00034619538718273839,2.5910646569409802e-10,5.8660136318019909e-11,4.209825848089139e-13,1.0181862028952976e-14,3.3192057887871905e-09,2.5670874275950961e-08,0.0078539629689888119,0.0018751293266272659,7.2024161479437528e-05,8.5863128317596099e-09,7.6609179585102685e-09,3.7569055949246251e-08,9.9322852051709687e-06,4.0553040442676258e-08,1.73204689203403e-08,1.66280958318894e-09,1.2618014427289715e-12,7.2384621624863982e-15,3.4496044164660389e-10,1.5173522143519082e-07,2.4299028978780451e-07,2.3130760607257969e-14,2.082739093621515e-11
1.3997486966984772e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44249029148140834,0.10938414267656901,0.021877743266257004,0.0,2.1246466240409497e-08,0.0005076407879400414,6.7725936414253972e-06,6.4633646232538244e-06,5.6018993961930692e-17,0.0014119043103001522,8.4467956137197025e-13,0.00034630197511928965,2.6145687321092407e-10,5.941597161354666e-11,4.2391237259779027e-13,1.0282389188521049e-14,3.3408052522760655e-09,2.5990370368510212e-08,0.0078536060217453928,0.0018808275985770294,7.211370387181899e-05,8.6232136177008519e-09,7.6843903528085833e-09,3.7687264422892571e-08,9.977200070849383e-06,4.1057999993317985e-08,1.7476091431894364e-08,1.6860887017632332e-09,1.2718615216385525e-12,7.328460412285128e-15,3.4586841945194136e-10,1.5194016862388847e-07,2.4301335859325357e-07,2.3253565222988578e-14,2.0964995053938531e-11
1.404134521416113e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44248481748694884,0.109379842502037,0.021874872165208097,0.0,2.1433571510132843e-08,0.00050989565940991611,6.8172665042166655e-06,6.5208771874852034e-06,5.667237154662247e-17,0.0014164004945104592,8.573163300270455e-13,0.00034640705565534141,2.638201141189229e-10,6.0178857613557379e-11,4.2685082270234153e-13,1.0383545524802626e-14,3.3624636061377235e-09,2.631274351784102e-08,0.0078532479148973548,0.0018865248342726268,7.2203073665598848e-05,8.6601546672762196e-09,7.7078506342532421e-09,3.7805441285932963e-08,1.0022132500102937e-05,4.1567509010693868e-08,1.7632556474010646e-08,1.7096094265822777e-09,1.2819715939631559e-12,7.4192677015666627e-15,3.4677562553181496e-10,1.5214461399254335e-07,2.4303614272520363e-07,2.3376657588184949e-14,2.1103027200071208e-11
1.408520346133749e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44247934581030474,0.10937554376273552,0.021872001511958943,0.0,2.1621706017077553e-08,0.00051215140619580515,6.8620786438769718e-06,6.5786981315891397e-06,5.7331022088406202e-17,0.0014208955992142853,8.7009658067025781e-13,0.00034651064437804383,2.6619620584075927e-10,6.0948833896282504e-11,4.2979792248890722e-13,1.0485332634749264e-14,3.3841807378233832e-09,2.6638009254263686e-08,0.0078528886799744489,0.0018922210339803393,7.2292272049571393e-05,8.6971359210868376e-09,7.7312987772804828e-09,3.7923586401929591e-08,1.0067082273510885e-05,4.2081592067257098e-08,1.778986517467514e-08,1.7333733382094025e-09,1.2921317676461922e-12,7.5108883800759424e-15,3.4768206430903968e-10,1.5234856043799367e-07,2.4305864404393879e-07,2.3500037555877593e-14,2.1241487200135934e-11
1.412906170851385e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44247387641953151,0.10937124643242357,0.021869131306401408,0.0,2.1810872189177395e-08,0.00051440801794330163,6.9070300088802863e-06,6.6368278654875542e-06,5.7994969619014855e-17,0.0014253896190815091,8.830213915428722e-13,0.00034661275671839324,2.6858516566948206e-10,6.172594009523855e-11,4.3275365939640405e-13,1.0587752112021046e-14,3.4059565349507365e-09,2.6966183128230293e-08,0.0078525283476891285,0.0018979161979656781,7.2381300199860058e-05,8.7341573199854722e-09,7.7547347566632075e-09,3.8041699635996261e-08,1.0112049173931224e-05,4.2600273767356901e-08,1.7948018652836948e-08,1.7573820205766109e-09,1.3023421506128783e-12,7.6033268030304891e-15,3.4858774018184805e-10,1.5255201083002692e-07,2.4308086439485737e-07,2.3623704979089569e-14,2.1380374879270054e-11
1.4172919955690208e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44246840928349207,0.10936695048560402,0.021866261548427839,0.0,2.200107245386879e-08,0.00051666548440518515,6.9521205475709858e-06,6.6952667958732546e-06,5.866423820383224e-17,0.0014298825488406786,8.9609184419644875e-13,0.00034671340795276582,2.709870107690498e-10,6.2510215898790401e-11,4.3571802093603651e-13,1.0690805546987457e-14,3.4277908853048292e-09,2.7297280710168926e-08,0.0078521669479578223,0.0019036103264934016,7.24701592800821e-05,8.7712188050745958e-09,7.7781585475077101e-09,3.8159780854784472e-08,1.0157032986477493e-05,4.3123578746991852e-08,1.8107018018438465e-08,1.7816370609637773e-09,1.3126028507696806e-12,7.6965873310762812e-15,3.4949265750178769e-10,1.5275496801162231e-07,2.4310280560871198e-07,2.3747659710860631e-14,2.1519690062230228e-11
1.4216778202866567e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4424629443718357,0.10936265589750345,0.021863392237930986,0.0,2.2192309238096747e-08,0.00051892379544033439,6.9973502081653509e-06,6.7540153262206834e-06,5.9338851941933508e-17,0.0014343743832784467,9.0930902347724292e-13,0.00034681261320443861,2.7340175817485254e-10,6.3301701049715232e-11,4.3869099469100639e-13,1.0794494526728383e-14,3.4496836768389089e-09,2.7631317590328515e-08,0.0078518045099216765,0.0019093034198275347,7.2558850441510297e-05,8.8083203177065187e-09,7.8015701252504041e-09,3.8277829926455444e-08,1.0202033498495883e-05,4.3651531673564178e-08,1.8266864372445503e-08,1.8061400499778935e-09,1.3229139760058901e-12,7.7906743302435159e-15,3.5039682056805843e-10,1.5295743479971419e-07,2.4312446950141929e-07,2.3871901604303415e-14,2.1659432573396522e-11
1.4260636450042926e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44245748165497695,0.10935836264405249,0.021860523374804017,0.0,2.2384584968320516e-08,0.00052118294101265248,7.0427189387530362e-06,6.8130738567966795e-06,6.0018834966125363e-17,0.0014388651172390114,9.2267401751056966e-13,0.00034691038744509448,2.7582942479423426e-10,6.4100435344767951e-11,4.4167256831621803e-13,1.0898820635035155e-14,3.4716347976752649e-09,2.7968309378624365e-08,0.0078514410619667397,0.0019149954782313912,7.2647374823232671e-05,8.8454617994740942e-09,7.824969465654484e-09,3.8395846720677448e-08,1.0247050499542513e-05,4.4184157245635142e-08,1.8427558806877517e-08,1.830892581532374e-09,1.333275634192873e-12,7.8855921719030465e-15,3.5130023366183961e-10,1.5315941398516435e-07,2.431458578745385e-07,2.3996430512516245e-14,2.1799602236777366e-11
1.4304494697219285e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44245202110407711,0.10935407070186663,0.021857654958940518,0.0,2.2577902070519153e-08,0.00052344291119000024,7.0882266872986097e-06,6.872442784671226e-06,6.0704211442985957e-17,0.0014433547456235624,9.3618791768513268e-13,0.00034700674549631232,2.7827002740701273e-10,6.4906458634248266e-11,4.4466272953797721e-13,1.1003785452411739e-14,3.4936441361060367e-09,2.8308271704484302e-08,0.0078510766317436403,0.0019206865019675886,7.2735733552309296e-05,8.8826431922084182e-09,7.8483565448067605e-09,3.8513831108615444e-08,1.0292083781360986e-05,4.4721480192681448e-08,1.858910240483778e-08,1.8558962528264094e-09,1.3436879331828017e-12,7.9813452327229146e-15,3.5220290101971572e-10,1.53360908333114e-07,2.4316697251531494e-07,2.4121246288644725e-14,2.1940198876014492e-11
