Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),H2X(49),C2H4(47),C2H6X(52),C2H4X(205),H2OX(23),C2H4X(65),CH2X(27),CHX(28),CX(26),OCX(25),COX(50)
1.993480409056244e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229738796560537,0.11866018616059522,0.022821425449240571,0.0,3.6064639042564538e-20,1.4839595519445581e-11,5.37191065026427e-18,1.9151750509037573e-17,7.5507866640479825e-38,1.767308113769921e-07,1.2864793085814005e-33,1.7589008681736749e-07,2.1236884000667048e-23,8.8566768226377584e-25,9.0472380658601569e-30,9.293920265327574e-31,6.8492278779908721e-20,5.8440531008943811e-25,9.6027820250741231e-06,2.8448620031066792e-07,1.2103463441550636e-09,7.3624562945767724e-16,7.1318308050161395e-13,3.4145538867493314e-10,1.126790395784933e-15,4.951858125301436e-26,2.8218346047800389e-22,4.4075133728867749e-31,6.2894298056442535e-21,1.6462384659720944e-31,1.5630897887007368e-13,1.1897066919907911e-14,1.419675643721973e-11,-2.2678031065795172e-19,8.0164280116991725e-24
2.007102021689962e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229732043605364,0.11866011937385294,0.022821424477299797,0.0,3.6603656852092021e-20,1.5043052113864292e-11,4.1359768763416834e-18,1.9546772835845309e-17,7.8516464253145791e-38,1.7794044282184923e-07,1.3398883920513844e-33,1.7709161157899467e-07,2.1818559289482554e-23,8.9972935466309491e-25,9.3319588812473676e-30,9.5865603436095383e-31,6.9443760919635252e-20,6.0422035628103572e-25,9.6683586604169511e-06,2.8643006861195959e-07,1.2189255513536931e-09,7.4143256763741714e-16,7.198059074824562e-13,3.4178948915047426e-10,1.1500228100480406e-15,5.1535423435103524e-26,2.8996151282064941e-22,4.6188594034815327e-31,6.3374763890566202e-21,1.7023233611660969e-31,1.5646574142575766e-13,1.191129711243021e-14,1.4331358439570406e-11,1.1325696167157911e-18,8.2416688614409089e-24
2.0207236343236797e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229725290704798,0.11866005258765193,0.022821423505359342,0.0,3.714677711999126e-20,1.5247893463094472e-11,4.9339992982502883e-18,1.9947191871803144e-17,8.1625028633504845e-38,1.7915008146323167e-07,1.3951294955175526e-33,1.7829313164013212e-07,2.2412044496751557e-23,9.1390348293467679e-25,9.6279264775729609e-30,9.8861178810644067e-31,7.0401965895491327e-20,6.2456393411700325e-25,9.7339347537267622e-06,2.8837393625000989e-07,1.2275078306387454e-09,7.4662162717383747e-16,7.2643425789227906e-13,3.4211700097526277e-10,1.1735720586787158e-15,5.3619629880925847e-26,2.9789915926434481e-22,4.8387825695634808e-31,6.3855427654233043e-21,1.7599114159175756e-31,1.5661940470298021e-13,1.1925315183283101e-14,1.4466094232008494e-11,4.599744782072957e-19,8.4712858046315646e-24
2.0343452469573974e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229718537858832,0.11865998580199222,0.022821422533419216,0.0,3.7694001530328512e-20,1.5454119557047331e-11,5.8735878148869359e-18,2.035304428754999e-17,8.4834391949116655e-38,1.8035972715974591e-07,1.4522524011147568e-33,1.7949464700080799e-07,2.3017496492246249e-23,9.2819002690731825e-25,9.9387603187587498e-30,1.0192771354941142e-30,7.1366897003552897e-20,6.4544634083449642e-25,9.7995103050080353e-06,2.9031780322482345e-07,1.2360931741444186e-09,7.5181280903855277e-16,7.3306800808502616e-13,3.4243806823476322e-10,1.197440278555288e-15,5.5772959805160193e-26,3.0599856499708421e-22,5.0675682828020428e-31,6.4336289429291636e-21,1.8190320584603009e-31,1.5677003647902976e-13,1.193912625399013e-14,1.4600961171244991e-11,-3.5216042159930638e-19,8.7054302978853859e-24
2.0479668595911152e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229711785067434,0.1186599190168738,0.022821421561479423,0.0,3.8245331767956976e-20,1.5661730385634372e-11,5.6411213045585385e-18,2.0764366754399043e-17,8.814487053393457e-38,1.8156937977342449e-07,1.5113080136864534e-33,1.8069615766105003e-07,2.3635073244258567e-23,9.4258894693435134e-25,1.0258006642353537e-29,1.0506685423171106e-30,7.2338557541272812e-20,6.6687801500177019e-25,9.8650853142652599e-06,2.9226166953640518e-07,1.2446815741951919e-09,7.5700611420318842e-16,7.3970703748351313e-13,3.4275283152303242e-10,1.221629606355535e-15,5.799720952476232e-26,3.1426191139395152e-22,5.3055102900047859e-31,6.4817349298407271e-21,1.8797151229748389e-31,1.5691770288884929e-13,1.1952735314040219e-14,1.4735956678049697e-11,9.8068146277098862e-21,8.9442251821386434e-24
2.061588472224833e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229705032330603,0.11865985223229662,0.022821420589539954,0.0,3.8800769518427258e-20,1.5870725938767385e-11,5.3988883264906633e-18,2.1181195944232777e-17,9.1558528058091974e-38,1.827790391692103e-07,1.5723482362398828e-33,1.8189766362088632e-07,2.4264933682678459e-23,9.5710020388999763e-25,1.0579252946297923e-29,1.0827938334285187e-30,7.3316950807309442e-20,6.8886951995137024e-25,9.9306597815029184e-06,2.942055351847599e-07,1.2532730232771706e-09,7.622015436379686e-16,7.4635122811534803e-13,3.4306142846840821e-10,1.2461421785814474e-15,6.0294208419441523e-26,3.2269139401723185e-22,5.5529098443460749e-31,6.529860734487511e-21,1.9419908020225705e-31,1.5706246867231848e-13,1.1966147250626931e-14,1.4871078227596236e-11,3.8360798728412455e-19,9.1876608396575603e-24
2.0752100848585507e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229698279648339,0.11865978544826074,0.02282141961760081,0.0,3.9360316467849691e-20,1.6081106206358363e-11,5.9681820434139183e-18,2.1603568529393865e-17,9.5079639763224733e-38,1.8398870521438519e-07,1.6354257826445909e-33,1.8309916488034477e-07,2.4907237509758634e-23,9.7172375902757099e-25,1.0911738087581778e-29,1.1156612527152207e-30,7.4302080101290215e-20,7.1143151922283393e-25,9.9962337067254898e-06,2.9614940016989253e-07,1.2618675140063678e-09,7.6739909831325117e-16,7.5300046410189664e-13,3.4336399431543872e-10,1.2709801315938238e-15,6.266581242548837e-26,3.31289219824385e-22,5.8100742294529645e-31,6.5780063652507186e-21,2.0058895759932152e-31,1.5720439744799081e-13,1.197936686868892e-14,1.5006323338787041e-11,-5.203762824290108e-20,9.4357423900233061e-24
2.0888316974922685e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229691527020616,0.11865971866476613,0.022821418645661992,0.0,3.9923974303114083e-20,1.6292871178319605e-11,6.3360589240075527e-18,2.2031521182837736e-17,9.871079546578039e-38,1.8519837777937951e-07,1.7005944928795494e-33,1.8430066143945328e-07,2.5562145492914232e-23,9.8645957422551907e-25,1.125543416837385e-29,1.1492861134048894e-30,7.5293948724177854e-20,7.3457481547190572e-25,1.0061807089937464e-05,2.9809326449180779e-07,1.2704650391736427e-09,7.7259877919802132e-16,7.596546323806168e-13,3.4366066110042641e-10,1.2961456015585416e-15,6.5113914617626697e-26,3.4005761150348802e-22,6.0773192306837841e-31,6.6261718305744475e-21,2.0714423248927019e-31,1.5734355132527299e-13,1.1992398857686293e-14,1.5141689589382114e-11,-2.8416934109874085e-19,9.6885751883711349e-24
2.1024533101259862e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229684774447415,0.11865965188181275,0.022821417673723501,0.0,4.0491744711824137e-20,1.6506020844563696e-11,6.0962092922407132e-18,2.2465090578068623e-17,1.0245485386795036e-37,1.8640805673743631e-07,1.7679092488460269e-33,1.8550215329823979e-07,2.6229819368745451e-23,1.0013076119177275e-24,1.1604251454909783e-29,1.1836820115678642e-30,7.6292559978151497e-20,7.5831033856412987e-25,1.012737993114332e-05,3.0003712815051054e-07,1.2790655917260859e-09,7.7780058726067196e-16,7.6631362240409687e-13,3.4395155799295311e-10,1.321640724463982e-15,6.7640442217470669e-26,3.4899880606643251e-22,6.3549684983397487e-31,6.6743571389561586e-21,2.1386802941474261e-31,1.5747999106507657e-13,1.2005247804288987e-14,1.5277174609733161e-11,9.3542537202317134e-20,9.9462335077964589e-24
2.116074922759704e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229678021928726,0.11865958509940065,0.022821416701785335,0.0,4.1063629382175901e-20,1.6720555195003421e-11,6.2951779852092873e-18,2.2904313389032312e-17,1.0631417178856795e-37,1.8761774196407553e-07,1.8374258006633057e-33,1.8670364045673218e-07,2.6910421672781397e-23,1.0162678350338607e-24,1.1959167054334382e-29,1.2188571348779314e-30,7.7297917166392492e-20,7.8264912374502057e-25,1.019295223034754e-05,3.0198099114600572e-07,1.2876691647372228e-09,7.8300452346937987e-16,7.729773256594061e-13,3.4423681184258586e-10,1.3474676361520939e-15,7.0247350886662955e-26,3.5811505234141933e-22,6.6433522722784502e-31,6.7225622989333626e-21,2.2076350319009888e-31,1.5761377633698681e-13,1.2017918214026582e-14,1.5412776072751826e-11,3.4569776801601403e-20,1.0208712617225379e-23
2.1296965353934218e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522967126946455,0.11865951831752981,0.022821415729847496,0.0,4.1639630003338972e-20,1.693647421955196e-11,7.0524164943293966e-18,2.3349226290374709e-17,1.1029277588913025e-37,1.8882743333844346e-07,1.909201332995544e-33,1.8790512291495835e-07,2.7604116244162343e-23,1.031340207363697e-24,1.2327545410623149e-29,1.2548227058349077e-30,7.8310023593718322e-20,8.0760237932539265e-25,1.0258523987554612e-05,3.0392485347829802e-07,1.2962757514819864e-09,7.8821058879103855e-16,7.796456368724045e-13,3.4451654580323413e-10,1.3736284722256471e-15,7.2936643329561327e-26,3.6740861845629417e-22,6.9428117795999716e-31,6.7707873191021143e-21,2.2783385834762713e-31,1.5774496507216505e-13,1.2030414461700658e-14,1.5548491719146956e-11,-5.8052545070262833e-19,1.0476055897057514e-23
2.1433181480271395e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229664517054863,0.11865945153620022,0.02282141475790999,0.0,4.221974826512136e-20,1.715377790812272e-11,6.8023191143142655e-18,2.3799865957191862e-17,1.143919201268552e-37,1.9003713074200435e-07,1.9832939833396288e-33,1.8910660067294611e-07,2.8311067771907007e-23,1.0465246932220381e-24,1.2703676031259221e-29,1.2915966830070677e-30,7.9328882566014927e-20,8.3318142703473757e-25,1.0324095202769015e-05,3.0586871514739233e-07,1.30488534536404e-09,7.9341878419308799e-16,7.8631845283799371e-13,3.4479088066667071e-10,1.4001253681313484e-15,7.5710353257117599e-26,3.7688178513115371e-22,7.2536955352691688e-31,6.8190322080940504e-21,2.3508233200209004e-31,1.5787361409063202e-13,1.2042740837597209e-14,1.5684319332961987e-11,-1.8611770298250783e-19,1.0748399872072477e-23
2.1569397606608573e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229657764699671,0.11865938475541188,0.022821413785972806,0.0,4.2803985858231083e-20,1.7372466250629443e-11,5.8861550400900567e-18,2.4256269065183608e-17,1.1861553297910493e-37,1.9124683405936909e-07,2.0597632325543432e-33,1.9030807373072348e-07,2.9031442133939319e-23,1.0618212577652421e-24,1.3081245856822602e-29,1.3291904420401658e-30,8.0354497390661929e-20,8.5939774852500896e-25,1.0389665875995232e-05,3.0781257615329346e-07,1.3134979399618049e-09,7.9862911064305011e-16,7.9299567315763551e-13,3.4505993401800614e-10,1.4269604590973042e-15,7.8570558482355537e-26,3.865368507230899e-22,7.5763625208914479e-31,6.8672969745831885e-21,2.4251220721349381e-31,1.5799977870400629e-13,1.2054901517950491e-14,1.5820256757067471e-11,8.7654366684150558e-19,1.1025779121295e-23
2.170561373294575e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229651012398936,0.11865931797516475,0.022821412814035949,0.0,4.3392344473931478e-20,1.7592539236986091e-11,6.8392312978252728e-18,2.4718472290412925e-17,1.2296504531498234e-37,1.9245654317701816e-07,2.1386694145200363e-33,1.9150954208831815e-07,2.9765405936287991e-23,1.0772298666003108e-24,1.3469208777096585e-29,1.3676069123737792e-30,8.1386871375957026e-20,8.8626292415477701e-25,1.045523600723775e-05,3.0975643649600633e-07,1.3221135289575333e-09,8.0384156910775205e-16,7.9967719909894766e-13,3.4532382153713744e-10,1.4541358802175743e-15,8.1519364272577272e-26,3.9637612440342262e-22,7.9111782955983862e-31,6.91558162726736e-21,2.5012679539968255e-31,1.581235133277007e-13,1.2066900612554663e-14,1.5956301869284322e-11,7.2164784677649016e-20,1.1308108065066859e-23
2.1841829859282928e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229644260152668,0.11865925119545888,0.022821411842099425,0.0,4.3984825804372557e-20,1.7813996857106929e-11,8.5000820283833289e-18,2.5186512309501784e-17,1.2744628334580852e-37,1.9366625798437258e-07,2.2200742053015497e-33,1.9271100574575806e-07,3.0513126945178369e-23,1.0927504862255483e-24,1.3879731675077925e-29,1.406861938597256e-30,8.242600783165693e-20,9.1378869212018221e-25,1.0520805596501048e-05,3.1170029617553565e-07,1.3307321061967909e-09,8.0905616055218496e-16,8.0636293454940474e-13,3.4558265590723872e-10,1.4816537663724967e-15,8.4558919969909937e-26,4.064019325850279e-22,8.2585190258401006e-31,6.9638861748781699e-21,2.5792945332699325e-31,1.5824487096748056e-13,1.2078742124867425e-14,1.6092452602408931e-11,-1.437776652413137e-18,1.1595497602137386e-23
2.1978045985620106e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229637507960863,0.11865918441629424,0.022821410870163223,0.0,4.4581431542393146e-20,1.8036839100906494e-11,7.2626280271841934e-18,2.5660425799501299e-17,1.3206220550816344e-37,1.9487597837307524e-07,2.3040403555877162e-33,1.93912464703071e-07,3.1274773823770362e-23,1.1083830837257008e-24,1.4296896423453053e-29,1.4469815856308514e-30,8.3471910068649907e-20,9.419869133691388e-25,1.058637464378961e-05,3.1364415519188629e-07,1.3393536656485309e-09,8.1427288594298952e-16,8.1305278537460642e-13,3.4583654754745281e-10,1.5095162522770204e-15,8.7691409420783598e-26,4.1661661502246696e-22,8.6187692436142697e-31,7.0122106261722501e-21,2.659235730294918e-31,1.5836390356411908e-13,1.2090429976383007e-14,1.6228706930773395e-11,-4.7177451081619801e-20,1.188819555215899e-23
2.2114262111957283e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229630755823474,0.11865911763767083,0.022821409898227348,0.0,4.5182163381612367e-20,1.826106595829961e-11,6.3178249804672375e-18,2.6140249437921493e-17,1.3681086691192489e-37,1.9608570423720126e-07,2.3906318293170529e-33,1.9511391896028486e-07,3.2050516246527129e-23,1.1241276269969566e-24,1.4702801838512008e-29,1.4879682412520192e-30,8.4524581399098169e-20,9.7086958832566746e-25,1.0651943149107922e-05,3.1558801354506308e-07,1.347978201416797e-09,8.1949174624520068e-16,8.1974665960432765e-13,3.4608560439809955e-10,1.5377254724593704e-15,9.0919056016270965e-26,4.2702252653178631e-22,8.9923231627008601e-31,7.0605549899296699e-21,2.7411258661703564e-31,1.5848066189236034e-13,1.2101968001889865e-14,1.6365062874183064e-11,1.0530312262586474e-18,1.2186087497461903e-23
2.225047823829446e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229624003740521,0.11865905085958861,0.022821408926291805,0.0,4.5787023016244631e-20,1.8486677419201315e-11,7.7049025086528374e-18,2.6626019902626895e-17,1.417000043787785e-37,1.9729543547267947e-07,2.4799135284990285e-33,1.9631536851742742e-07,3.2840524659290866e-23,1.1399840844854178e-24,1.5129970620460668e-29,1.5298256480656922e-30,8.5584025136137423e-20,1.0004488238339357e-24,1.0717511112460461e-05,3.1753187123507083e-07,1.3566057077085747e-09,8.2471274242421792e-16,8.2644446691748012e-13,3.4632993251056423e-10,1.5662835613053402e-15,9.4244113332272775e-26,4.3762203341784042e-22,9.3795823910074003e-31,7.1089192749493471e-21,2.824999567756603e-31,1.5859519583840015e-13,1.2113359969688683e-14,1.6501518487095571e-11,-1.7637672102450038e-19,1.2489109013275991e-23
2.238669436463164e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229617251712001,0.11865898408204763,0.022821407954356585,0.0,4.6396012141328638e-20,1.8713673473526934e-11,8.4632912142357262e-18,2.711777387195109e-17,1.4673055390909029e-37,1.985051719779326e-07,2.5719516570587291e-33,1.9751681337452646e-07,3.3644970571712736e-23,1.1559524254999872e-24,1.5577267441961009e-29,1.5725771025995878e-30,8.6650244594244785e-20,1.0307368744225763e-24,1.0783078533851717e-05,3.1947572826191435e-07,1.3652361788693592e-09,8.2993587544447696e-16,8.3314611921040964e-13,3.465696353947186e-10,1.5951926530040862e-15,9.7668877122814009e-26,4.4841751784563262e-22,9.7809589481515731e-31,7.1573034900521674e-21,2.9108918862640178e-31,1.5870755409291578e-13,1.2124609556966402e-14,1.6638071870594035e-11,-7.7481417008314357e-19,1.2797470648041393e-23
2.2522910490968816e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229610499737871,0.11865891730504786,0.022821406982421698,0.0,4.7009132452645481e-20,1.8942054111192091e-11,7.5543376412128129e-18,2.7615548024643202e-17,1.5190601471784174e-37,1.9971491365358109e-07,2.6668136079709311e-33,1.9871825353160985e-07,3.4464026448740469e-23,1.1720326200873325e-24,1.6024030929031055e-29,1.6162402602045726e-30,8.7723243089103788e-20,1.0617461278747753e-24,1.0848645413286163e-05,3.2141958462559847e-07,1.3738696093666967e-09,8.35161146270186e-16,8.398515303325141e-13,3.4680481432084147e-10,1.6244548815680408e-15,1.0119568140022162e-25,4.5941137623348043e-22,1.0196874353975468e-30,7.2057076440777819e-21,2.9988382557948029e-31,1.588177842930881e-13,1.2135720361372761e-14,1.6774721166847408e-11,2.9639766757401264e-19,1.3111284226589645e-23
2.2659126617305994e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229603747818142,0.11865885052858932,0.022821406010487134,0.0,4.7626385646763497e-20,1.9171819322112674e-11,7.4680067131557184e-18,2.8119379039877123e-17,1.5722881426251128e-37,2.0092466040251365e-07,2.7645680438787657e-33,1.9991968898870536e-07,3.5297865764879817e-23,1.1882246391232792e-24,1.6473245497021792e-29,1.6608191995671507e-30,8.8803023937673218e-20,1.0934891136306864e-24,1.0914211750768289e-05,3.2336344032612811e-07,1.3825059937941093e-09,8.4038855586545082e-16,8.4656061614772497e-13,3.4703556824768403e-10,1.6540723808226838e-15,1.0482690111245454e-25,4.7060602007707714e-22,1.0627760367475648e-30,7.2541317458830807e-21,3.0888745174999268e-31,1.5892593298876375e-13,1.2146695899167525e-14,1.6911464560429371e-11,5.4730969793264537e-19,1.3430468171938696e-23
2.279534274364317e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229596995952814,0.11865878375267196,0.022821405038552907,0.0,4.8247773420844701e-20,1.9402969096204792e-11,8.4140745594151344e-18,2.8629303597141287e-17,1.6270072503382943e-37,2.0213441212929581e-07,2.8652845967942145e-33,2.0112111974584078e-07,3.6146662754127365e-23,1.2045284540944207e-24,1.6935207718335361e-29,1.7063257100069663e-30,8.9889590457872192e-20,1.1259784681627011e-24,1.0979777546302576e-05,3.2530729536350798e-07,1.3911453268382388e-09,8.4561810519449254e-16,8.5327329400846046e-13,3.4726199442528007e-10,1.6840472844527456e-15,1.0856494228536212e-25,4.8200387222286545e-22,1.1074056562706272e-30,7.3025758043371832e-21,3.1810368200848368e-31,1.590320459260149e-13,1.2157539626112664e-14,1.7048300267260207e-11,-2.3184116740553453e-19,1.3755061269165188e-23
2.293155886998035e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522959024414186,0.11865871697729581,0.022821404066618999,0.0,4.8873297473047396e-20,1.9635503423384918e-11,8.3466563036273874e-18,2.9145358376433033e-17,1.6832556492448876e-37,2.0334416874123318e-07,2.9690345372346958e-33,2.0232254580304385e-07,3.7010592921329404e-23,1.2209440375677978e-24,1.7408710547797623e-29,1.7527802483970806e-30,9.0982945969227193e-20,1.1592270080928981e-24,1.1045342799893506e-05,3.2725114973774294e-07,1.3997876033379149e-09,8.5084979522014667e-16,8.5998948369823939e-13,3.4748418731115334e-10,1.7143817259071981e-15,1.124122635932091e-25,4.9360737452877694e-22,1.153621585006239e-30,7.3510398283270103e-21,3.2753618299408667e-31,1.5913616753732702e-13,1.2168254898320498e-14,1.7185226554489839e-11,4.8475419820423895e-21,1.4085225181293392e-23
2.3067774996317527e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229583492385272,0.11865865020246084,0.022821403094685423,0.0,4.9502959502190447e-20,1.9869422293569744e-11,7.4326523090123342e-18,2.9667580058082653e-17,1.7410520752113788e-37,2.0455393014740973e-07,3.0758902375186504e-33,2.0352396716034233e-07,3.7889832611959063e-23,1.2374713627815802e-24,1.7884312414889323e-29,1.8001960221002202e-30,9.208309379233001e-20,1.1932476697656165e-24,1.1110907511545565e-05,3.2919500344883772e-07,1.4084328182307229e-09,8.5608362690594744e-16,8.667091065773812e-13,3.4770223955070734e-10,1.7450778384789387e-15,1.1637135887937836e-25,5.0541898143796476e-22,1.2014700100090042e-30,7.3995238267509753e-21,3.37188655749312e-31,1.5923834140277092e-13,1.2178845007733842e-14,1.7322241722511736e-11,1.0904960287283444e-18,1.442100527481466e-23
2.3203991122654704e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229576740683058,0.11865858342816708,0.022821402122752171,0.0,5.0136761208018846e-20,2.0104725696676341e-11,8.5686038286751597e-18,3.0196005322863944e-17,1.8004650683138241e-37,2.0576369625932295e-07,3.1859256206870194e-33,2.0472538381776406e-07,3.8784559346359962e-23,1.2541104040149038e-24,1.8376685718905636e-29,1.8485754249027834e-30,9.3190037249260346e-20,1.2280535580488172e-24,1.117647168126323e-05,3.3113885649679728e-07,1.4170809665882872e-09,8.613196012160943e-16,8.7343208614469136e-13,3.4791624132982459e-10,1.7761377552424549e-15,1.2044477188232096e-25,5.1744116500385387e-22,1.2509984007905869e-30,7.4480278085201454e-21,3.4706484974703173e-31,1.5933860994546744e-13,1.2189313159771758e-14,1.7459344116838922e-11,1.2857466181908743e-19,1.4762295629280003e-23
2.3340207248991882e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229569989035195,0.11865851665441449,0.022821401150819251,0.0,5.0774704290920464e-20,2.0341413622621958e-11,9.2020314514733417e-18,3.0730670851854504e-17,1.8615205277184855e-37,2.0697346699010079e-07,3.299215709383074e-33,2.059267957753367e-07,3.9694951458216464e-23,1.2708611362004855e-24,1.8887472144305995e-29,1.8979408322887986e-30,9.4303779663131343e-20,1.2636578951603707e-24,1.1242035309050986e-05,3.330827088816264e-07,1.4257320435727845e-09,8.6655771911419483e-16,8.8015834734273369e-13,3.4812628117281616e-10,1.8075636091208763e-15,1.2463508130795343e-25,5.296764094830679e-22,1.3022551321006206e-30,7.4965517825546817e-21,3.5716854818369691e-31,1.5943701480694023e-13,1.2199662500783956e-14,1.7596532113466359e-11,-3.28420638804949e-19,1.510928459956331e-23
2.347642337532906e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229563237441678,0.1186584498812031,0.022821400178886654,0.0,5.1416790451987838e-20,2.0579486061324113e-11,8.7558024172035371e-18,3.1271613326450744e-17,1.9242714216530388e-37,2.081832422546035e-07,3.4158367458201675e-33,2.0712820303308801e-07,4.0621188170282387e-23,1.2877235350258866e-24,1.9410220316705066e-29,1.9483081748560814e-30,9.5424324358186041e-20,1.3000740324726348e-24,1.1307598394913316e-05,3.3502656060332989e-07,1.4343860444426045e-09,8.7179798156285549e-16,8.8688781664694219e-13,3.4833244583855704e-10,1.8393575328716809e-15,1.289449046376949e-25,5.421272124870886e-22,1.3552895910573887e-30,7.5450957577829984e-21,3.6750357137321721e-31,1.5953359679825826e-13,1.2209896113817759e-14,1.7733804120776882e-11,2.9666236225416482e-19,1.546205656463499e-23
2.3612639501666237e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229556485902495,0.11865838310853286,0.02282139920695439,0.0,5.2063021393194696e-20,2.0818943002700667e-11,9.1864331165198386e-18,3.1818869428439754e-17,1.9887461354616841e-37,2.0939302196983017e-07,3.5358665023081548e-33,2.0832960559104578e-07,4.1563449816068113e-23,1.304697577155139e-24,1.9942255106234628e-29,1.9996843909458762e-30,9.6551674660079077e-20,1.3373154832116326e-24,1.13731609388547e-05,3.3697041166191246e-07,1.4430429645749095e-09,8.7704038952516665e-16,8.9362042242450443e-13,3.485348199065258e-10,1.8715216590452667e-15,1.3337690811531124e-25,5.5479608832104138e-22,1.4101524430990733e-30,7.5936597431428458e-21,3.7807378614548279e-31,1.5962839570531012e-13,1.2220017005126707e-14,1.7871158587134161e-11,4.7325319244071736e-20,1.5820559969922205e-23
2.3748855628003415e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229549734417651,0.11865831633640381,0.022821398235022456,0.0,5.2713398817281714e-20,2.1059784436669716e-11,9.8240157979409514e-18,3.2372475839936969e-17,2.0549997262980548e-37,2.106028060545947e-07,3.6593840946954985e-33,2.0953100344923772e-07,4.2521917693950495e-23,1.3217832401309196e-24,2.0492826111940648e-29,2.0520851011056438e-30,9.7685833895691713e-20,1.3753959020030737e-24,1.1438722940879623e-05,3.3891426205737908e-07,1.4517027994476608e-09,8.8228494396368961e-16,9.0035609464715854e-13,3.4873348610659386e-10,1.904058120011967e-15,1.3793380085744239e-25,5.6768556580534823e-22,1.4668954858688289e-30,7.642243747579004e-21,3.8888309996945239e-31,1.5972145044393606e-13,1.2230028115367733e-14,1.8008593994833162e-11,-4.0651018830709219e-19,1.6184880895747074e-23
2.3885071754340593e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522954298298712,0.11865824956481594,0.022821397263090844,0.0,5.336792442758272e-20,2.1302010353149589e-11,9.6571876307959319e-18,3.2932469243312859e-17,2.1230459793183031e-37,2.1181259442909578e-07,3.7864696960922837e-33,2.1073239660769158e-07,4.3496773847609476e-23,1.3389805021066217e-24,2.104948515177249e-29,2.1055283918722686e-30,9.8826805392855187e-20,1.4143290530102832e-24,1.1504284400992567e-05,3.4085811178973453e-07,1.4603655446157257e-09,8.875316458419859e-16,9.0709476451042688e-13,3.4892852575748015e-10,1.9369690480029522e-15,1.4261832529777071e-25,5.8079818497815609e-22,1.5255713999763508e-30,7.6908477800424174e-21,3.9993545179431221e-31,1.5981279926617513e-13,1.2239932335328869e-14,1.8146108852056479e-11,-5.3459883011782996e-20,1.6555128634676983e-23
2.402128788067777e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229536231610906,0.1186581827937692,0.022821396291159566,0.0,5.4026599928263437e-20,2.1545620742058907e-11,9.5083122824507789e-18,3.3498886321279215e-17,2.1929262720505601e-37,2.1302238701543187e-07,3.9172049639596021e-33,2.1193378506643498e-07,4.4488201364391777e-23,1.3562893421952259e-24,2.1610641371354434e-29,2.1600254013898274e-30,9.9974592480729571e-20,1.4541288545300934e-24,1.156984531919801e-05,3.4280196085898362e-07,1.4690311957394735e-09,8.9278049612246663e-16,9.1383636488780425e-13,3.4912001824199027e-10,1.9702565750543423e-15,1.4743327100244634e-25,5.9413650159931222e-22,1.5862341227140382e-30,7.7394718494905321e-21,4.1123482486910537e-31,1.5990247951341993e-13,1.2249732486871806e-14,1.8283701702501551e-11,2.841301119240901e-19,1.6931312026614825e-23
