Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),H2OX(23),OCX(25),CO2X(24)
7.821727116607723e-21,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999688,0.099999999999997549,0.099999999999999659,2.0332947393933698e-99,3.9498364598135995e-54,1.7308290940015658e-39,5.111487424575712e-66,2.3399917782521412e-51,2.5353378615315331e-43,4.0479075225928368e-26,5.1082520709006877e-103,4.0479075196367922e-26,1.3740092357072068e-65,3.490932160995584e-60,1.2070820525220562e-66,5.3969814091356428e-95,2.5504705499868128e-43,1.3790123256004589e-80,2.4608504039593553e-15,7.1779401506281763e-16,1.6267246631673748e-20,1.1561234643921041e-31,1.6267246704308824e-20,3.6371030393821739e-29,2.8660366085281837e-33,2.7088177525150086e-39,2.0636722289968281e-45,2.8949355988079448e-63,2.3084172222284782e-90
1.5650249825844992e-20,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999371,0.099999999999995093,0.099999999999999298,7.2502386732846299e-97,6.3232320603587999e-53,1.3479071062294442e-38,4.0922979595063865e-65,1.8738912316404825e-50,1.0147958733648095e-42,8.0993319125595029e-26,1.6370875635582057e-101,8.0993319007276219e-26,1.1003217616248064e-64,5.5919915891921435e-59,9.663996001477079e-66,8.6422020400468896e-94,1.0269112254431169e-42,2.2088163140420256e-79,4.9238388186934903e-15,1.436211656550513e-15,3.2548626332931667e-20,4.6275067988578281e-31,3.2548626623672736e-20,1.4556743451058817e-28,2.2944023269075569e-32,3.0269769819277558e-38,1.6521925799622556e-44,1.2910476634118697e-61,4.1169852581815611e-88
3.1307295244319526e-20,0.09977366400000001,0.80000000000000004,0.0,0.28934362559998733,0.099999999999990166,0.099999999999998576,2.900826231246112e-94,1.0119966785535725e-51,1.0634929517668664e-37,3.2750822485181684e-64,1.4998724705565222e-49,4.0605053313926652e-42,1.6202180710288615e-25,5.2425986152826609e-100,1.6202180662945677e-25,8.8070337941340691e-64,8.9523900222345913e-58,7.7341338959130953e-65,1.383315206448479e-92,4.1574649689139174e-42,3.5360244820666084e-78,9.8498156481560506e-15,2.8730469395258297e-15,6.511138551761104e-20,1.8516054774856822e-30,6.5111386681045819e-20,5.8236755712811845e-28,1.8359477194976615e-31,3.7959695818699011e-37,1.3222561921445983e-43,6.4613986071414853e-60,8.2385650356338528e-86
6.262138608126859e-20,0.09977366400000001,0.80000000000000004,0.0,0.28934362559997462,0.099999999999980313,0.099999999999997133,1.277040958147194e-91,1.6194183344396157e-50,8.4467331513681626e-37,2.6205650034108611e-63,1.2002018297543225e-48,1.6244665408628629e-41,3.2407878376929959e-25,1.67825878492909e-98,3.2407878187527394e-25,7.0474114001923267e-63,1.432798807274723e-56,6.1884822165791021e-64,2.2137559773268839e-91,1.7020489822252358e-41,5.6591743501983138e-77,1.9701769307058337e-14,5.7467175054761668e-15,1.3023690301562402e-19,7.4076275811694416e-30,1.3023690767085475e-19,2.3291153177045644e-27,1.4686028908381924e-30,5.2343755218963216e-36,1.0580058396530939e-42,3.5577084876551251e-58,1.8138604910056554e-83
1.2524956775516673e-19,0.09977366400000001,0.80000000000000004,0.0,0.28934362559994919,0.099999999999960607,0.09999999999999426,6.0028450147468447e-89,2.5912482237104922e-49,6.7299388099359744e-36,2.0966699538177821e-62,9.6028299598183398e-48,6.4983950421918191e-41,6.4819273994945118e-25,5.3714319816579958e-97,6.4819273237273227e-25,5.6386430312078461e-62,2.2928112338458818e-55,4.9512558808189676e-63,3.5423999555736766e-90,7.1191135022037659e-41,9.0559073995395602e-76,3.9405676624771572e-14,1.1494058637375651e-14,2.60487934526267e-19,2.9632921707728361e-29,2.6048795315457334e-19,9.3113512105461543e-27,1.1742996293757903e-29,7.7004535173222517e-35,8.4648502146939617e-42,2.0912088383877801e-56,4.2637224086755906e-81
2.5050593110296305e-19,0.09977366400000001,0.80000000000000004,0.0,0.28934362559989829,0.099999999999921194,0.099999999999988515,2.9339263431434368e-86,4.1461401470801498e-48,5.3682478902692142e-35,1.6776469233568222e-61,7.6827497424720624e-47,2.5994638159654098e-40,1.2964206636990525e-24,1.7190189284496654e-95,1.2964206333909448e-24,4.5112001315471487e-61,3.6687643966729576e-54,3.9611927855610317e-62,5.6688640703731596e-89,3.0960621527770021e-40,1.4490435048344646e-74,7.8813491259832724e-14,2.2988740901169876e-14,5.2098998360602183e-19,1.185365087196565e-28,5.2099005816914236e-19,3.7200054781987395e-26,9.3837535912560433e-29,1.1771380408679639e-33,6.7722013765025672e-41,1.2778915498778792e-54,1.0420448702837604e-78
5.010186577985556e-19,0.09977366400000001,0.80000000000000004,0.0,0.28934362559979648,0.099999999999842382,0.099999999999977024,1.464025194256456e-83,6.6339382272813791e-47,4.2807901561909405e-34,1.3450390701794865e-60,6.1463934957160567e-46,1.0398067022401443e-39,2.5928765567554439e-24,5.5011180667574722e-94,2.5928764355205538e-24,3.609074590924478e-60,5.8702358195852272e-53,3.1690295073644436e-61,9.0887952199881943e-88,1.4370947928984925e-39,2.3185483913326427e-73,1.5762912052849368e-13,4.5978105428739323e-14,1.0419940259994125e-18,4.7415567043511467e-28,1.0419943246315636e-18,1.4842963175447961e-25,7.4894979165115969e-28,1.8364003360413677e-32,5.4178892482783539e-40,7.9717249881919283e-53,2.6000041697103143e-76
1.0020441111897407e-18,0.09977366400000001,0.80000000000000004,0.0,0.28934362559959287,0.099999999999684744,0.099999999999954028,7.37356336278385e-81,1.0614391075343357e-45,3.40716133718529e-33,1.112450553318097e-59,4.9171912959838303e-45,4.1592692863222226e-39,5.1857885250969422e-24,1.760399219268225e-92,5.1857880401525055e-24,2.887305787021146e-59,9.392546384870996e-52,2.5352537891309422e-60,1.5005425043481552e-86,7.3376115919121669e-39,3.7097408511595766e-72,3.1526037905997034e-13,9.1956834483802217e-14,2.0840018877217679e-18,1.8966418858833773e-27,2.0840030852305432e-18,5.9075653997808448e-25,5.9635677419292356e-27,2.8908757682165056e-31,4.3343621169295332e-39,5.0189447950323459e-51,6.5475823423717096e-74
2.0040950179721112e-18,0.09977366400000001,0.80000000000000004,0.0,0.28934362559918564,0.099999999999369482,0.099999999999908051,3.7191776246516638e-78,1.6983093546365336e-44,2.6999243137719564e-32,1.3490894172400389e-58,3.9337820648352309e-44,1.663716310260504e-38,1.0371613190694498e-23,5.633345323139454e-91,1.0371611250907353e-23,2.3098635863642028e-58,1.5028205770789392e-50,2.0282152187150745e-59,3.569082703193182e-85,4.2064050189359006e-38,5.9356373728193016e-71,6.3052289609954259e-13,1.8391429259362405e-13,4.1680167189091532e-18,7.5866054148576537e-27,4.1680215323850644e-18,2.33962335281879e-24,4.7265234025211758e-26,4.5567991312729638e-30,3.4675091150677015e-38,3.1644213843054918e-49,1.6512839150497268e-71
4.008196831536852e-18,0.09977366400000001,0.80000000000000004,0.0,0.28934362559837118,0.099999999998738959,0.099999999999816097,1.8652400575605132e-75,2.7172990802942328e-43,2.1204386330117444e-31,6.8335912373268113e-57,3.1470347480121393e-43,6.6548832343152427e-38,2.0743265437545259e-23,1.8026823276811732e-89,2.0743257678380816e-23,1.847899269249579e-57,2.4045222621104802e-49,1.6225772324068629e-58,3.4993963859641981e-83,2.6996449672317357e-37,9.4970654710381064e-70,1.2610479300851619e-12,3.678292088120518e-13,8.3360428122577205e-18,3.0346493105197276e-26,8.3360622484587786e-18,9.1763078740763226e-24,3.7121290253008336e-25,7.140704591685097e-29,2.774013675195928e-37,1.9837028713269151e-47,4.1407081783032215e-69
8.016400458666333e-18,0.09977366400000001,0.80000000000000004,0.0,0.28934362559674226,0.099999999997477898,0.099999999999632189,9.2128309823040131e-73,4.3476776165735253e-42,1.6366455005861554e-30,7.6449267053697394e-55,2.51762741269041e-42,2.6619575338013679e-37,4.1486581593849766e-23,5.7686085931912803e-88,4.1486550557182825e-23,1.4783240833558183e-56,3.8472392962903946e-48,1.2980641008295502e-57,7.7848795131567528e-81,1.8935229090243742e-36,1.5195354303171336e-68,2.5220979976823005e-12,7.3565904124404378e-13,1.6672080722874379e-17,1.2138608093628901e-25,1.6672159849270416e-17,3.5324487340633834e-23,2.8647907886715307e-24,1.1017931687919061e-27,2.2192112766337512e-36,1.224629462751213e-45,1.0225620044471943e-66
1.6032807712925297e-17,0.09977366400000001,0.80000000000000004,0.0,0.28934362559348448,0.099999999994955777,0.099999999999264358,4.4141357379240086e-70,6.9562700101506808e-41,1.2230369694912171e-29,9.0964055653747251e-53,2.0140953372002611e-41,1.0647843746678176e-36,8.2973260556710026e-23,1.8459627574060609e-86,8.2973136410208454e-23,1.1826632264782959e-55,6.1555736744412401e-47,1.0384526737075353e-56,1.8520432930772593e-78,1.4083402100016381e-35,2.4312648155937273e-67,5.0441981313801802e-12,1.4713187060885739e-12,3.3344099439981737e-17,4.8554426576968458e-25,3.3344425910582249e-17,1.313443951083765e-22,2.1400437318934226e-23,1.6485396180854006e-26,1.7753656090643202e-35,7.333068188389724e-44,2.4495428042428937e-64
3.2065622221443226e-17,0.09977366400000001,0.80000000000000004,0.0,0.28934362558696891,0.099999999989911548,0.099999999998528696,2.0039730665831915e-67,1.1129977646268407e-39,8.6393543012367494e-29,1.0320781231919496e-50,1.6112633308166055e-40,4.2591443259946545e-36,1.6594680508215734e-22,5.9071191360955678e-85,1.6594630849795127e-22,9.4613551324575027e-55,9.8488716680976395e-46,8.3076344350969516e-56,4.2035114124712801e-76,1.0840797793570046e-34,3.8900435284924483e-66,1.0088398392790349e-11,2.942638035699818e-12,6.6687908459265325e-17,1.9421747471115593e-24,6.6689280125282327e-17,4.5975494088474194e-22,1.5105455303993236e-22,2.335797112620238e-25,1.4202854474814371e-34,4.1599815012832235e-42,5.5596945669544224e-62
6.413125123847907e-17,0.09977366400000001,0.80000000000000004,0.0,0.28934362557393772,0.099999999979823076,0.099999999997057373,8.3599299733035554e-65,1.7807783050802434e-38,5.5907119552823815e-28,1.076557478016145e-48,1.2889890065835963e-39,1.7036623798433843e-35,3.3189464052174059e-22,1.8903005734745205e-83,3.3189265420021872e-22,7.5691574035648632e-54,1.5758033378281647e-44,6.6461247233202932e-55,8.7727372435403082e-74,8.5022509812502765e-34,6.2241281336454281e-65,2.0176798891668316e-11,5.8852766946110418e-12,1.3337461285065729e-16,7.7686767568230769e-24,1.3338047545340044e-16,1.465128658794537e-21,9.7598643641092155e-22,3.0384528021219826e-24,1.1362164624596566e-33,2.1679997236976723e-40,1.1594367576718347e-59
1.2826250927255076e-16,0.09977366400000001,0.80000000000000004,0.0,0.2893436255478754,0.099999999959646146,0.099999999994114741,3.116566970446635e-62,2.8491867388109606e-37,3.2241592181858465e-27,1.0036440730199012e-46,1.0311561712731677e-38,6.8146850894390994e-35,6.6379329687383783e-22,6.049119495820108e-82,6.6378535171221621e-22,6.0554409492770561e-53,2.521220512108489e-43,5.3169257795883348e-54,1.6366500447982386e-71,6.7336176795664706e-33,9.9587882122146449e-64,4.0353599793654793e-11,1.1770554011188432e-11,2.6674436714521309e-16,3.1074521770156805e-23,2.6676957032962629e-16,4.1304134164705995e-21,5.6107634112333232e-21,3.5285064440522942e-23,9.0895388485364803e-33,1.0094216707024891e-38,2.160561703058086e-57
2.565250253406942e-16,0.09977366400000001,0.80000000000000004,0.0,0.28934362549575071,0.099999999919292273,0.099999999988229463,1.028878724349707e-59,4.5585109719357213e-36,1.646938739663464e-26,8.2864437496800403e-45,8.2486873364629229e-38,2.7259021656533426e-34,1.3276025508153178e-21,1.9358132458046623e-80,1.3275707711688835e-21,4.8445358928311637e-52,4.0337627359662205e-42,4.2535816318643162e-53,2.7044337341628157e-69,5.3595757991650183e-32,1.5934644175402696e-62,8.0707201214549873e-11,2.3541108639362996e-11,5.3346925858499565e-16,1.242965902486332e-22,5.3357654688490022e-16,1.0263890681693289e-20,2.8478119342027641e-20,3.6261453770408409e-22,7.2713215220559856e-32,4.1612379521594444e-37,3.5651139142840371e-55
5.13050057476981e-16,0.09977366400000001,0.80000000000000004,0.0,0.28934362539150132,0.099999999838584541,0.099999999976458906,3.05308133613969e-57,7.2930162587226529e-35,7.6118762149719794e-26,6.1496148158397591e-43,6.598050133037228e-37,1.0903833032087375e-33,2.6552688184124698e-21,6.1952089945895791e-79,2.6551417078359361e-21,3.8759213321664812e-51,6.4534133096658813e-41,3.4029306764343238e-52,4.0168326162331314e-67,4.276661145401748e-31,2.5497293636013774e-61,1.6141440252402857e-10,4.7082217875791213e-11,1.0668605792953471e-15,4.9717435717324642e-22,1.0673095464816907e-15,2.311153291910387e-20,1.2994737135136545e-19,3.349801455787931e-21,5.8165615724194938e-31,1.541958693782867e-35,5.2877277526974515e-53
7.695750896132677e-16,0.09977366400000001,0.80000000000000004,0.0,0.28934362528725194,0.099999999757876809,0.099999999964688349,2.3600528533881675e-56,2.6842192870243166e-34,1.6919557174702023e-25,3.53029272616703e-42,1.9586442976490833e-36,2.3170974529030423e-33,3.9829828404900226e-21,2.9639903015102859e-78,3.98271274227981e-21,1.1507128126050938e-50,2.4602822003245693e-40,9.7303622012492366e-52,2.6920902151944238e-66,1.2220412889528385e-30,9.6464788057905195e-61,2.4212160230119582e-10,7.0623327092298531e-11,1.6001934442640271e-15,1.056477877637065e-21,1.601163318983404e-15,3.6063214099119388e-20,2.8635842596570989e-19,9.9324752637279751e-21,1.6630916621230168e-30,7.409766493196042e-35,3.570710294869886e-52
1.0261001217495545e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362518300255,0.099999999677169077,0.099999999952917792,1.1793286991418344e-55,6.8075682768410531e-34,2.9574545840456499e-25,1.311770354572446e-41,4.2674318538905297e-36,3.9527473717854949e-33,5.310744611813595e-21,9.8102405800007234e-78,5.3102838745243798e-21,2.5074485143153117e-50,6.6192020613980485e-40,2.0524357206237812e-51,1.1202681752795781e-65,2.5766741100479131e-30,2.5110575190534645e-60,3.2282880054605169e-10,9.4164436288884999e-11,2.1334678599175995e-15,1.8021992755678782e-21,2.1351391746228578e-15,4.903257973091507e-20,4.9655483577387251e-19,2.1347011156065084e-20,3.5077862177658429e-30,2.4367891527938813e-34,1.6392959147921466e-51
1.539150186022128e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362497450378,0.099999999515753613,0.099999999929376679,1.5388327757521488e-54,2.3805443238461552e-33,6.2741485308713192e-25,8.7436108403998633e-41,1.238493073655563e-35,8.1838400355947993e-33,7.9663802027836795e-21,5.7246607263483526e-77,7.9654263686203287e-21,7.2789356645190698e-50,2.6768930429080264e-39,5.6059318422896192e-51,8.7509678593231447e-65,7.0349463871361889e-30,9.215823747618336e-60,4.8424319343952247e-10,1.4124665463530485e-10,3.1998795341936646e-15,3.7311290090662818e-21,3.2033811337679564e-15,7.4974742242037969e-20,1.039469223038066e-18,5.9243675361292807e-20,9.5801436138062355e-30,1.3721525120965227e-33,1.9489349433241815e-50
2.0522002502947015e-15,0.09977366400000001,0.80000000000000004,0.0,0.289343624766005,0.099999999354338148,0.099999999905835565,7.9435956513060483e-54,5.9481106568737102e-33,1.0821853985989904e-24,3.2445995382282229e-40,2.7080551975930785e-35,1.3918857514241212e-32,1.0622191341292158e-20,1.9048001542973539e-76,1.0620569222563854e-20,1.5919311581626842e-49,7.2502925803715295e-39,1.1729657791482193e-50,3.6381709579163126e-64,1.4716001553702944e-29,2.3898590492551818e-59,6.4565758069813795e-10,1.8832887290846861e-10,4.2660763228687431e-15,6.3455183890327994e-21,4.2720818720826696e-15,1.0091331123511494e-19,1.7703128140921776e-18,1.2478279851544528e-19,2.0043550231093803e-29,4.4402515468747099e-33,8.8394274029751616e-50
3.0783003788398486e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362434900757,0.099999999031507261,0.099999999858753352,3.125124547116821e-52,2.7540565145098666e-32,2.3957984126849111e-24,3.9911302045284685e-39,9.0048625384216774e-35,3.0327864300005765e-32,1.5934389838531684e-20,1.5631498405902435e-75,1.5930856113087524e-20,5.2965351767650245e-49,3.6349180154428734e-38,3.7040210913351855e-50,7.386400989418334e-63,4.645266214595642e-29,1.1813478019716773e-58,9.6848633671247515e-10,2.8249330921424902e-10,6.3977645569012668e-15,1.3824781080967677e-20,6.4110350509765745e-15,1.5277409243667826e-19,3.8030737943610664e-18,3.9238790833862529e-19,6.3279445115451124e-29,3.395863620191534e-32,1.9677859954883642e-48
4.104400507384996e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362393201007,0.099999998708676416,0.099999999811671139,2.1393516942761908e-51,7.9850199078895537e-32,4.2419074908050554e-24,1.8556635835666495e-38,2.0942006296778123e-34,5.3248054147855764e-32,2.1247347691811745e-20,6.0358964797412722e-75,2.1241144563630323e-20,1.2323849534466332e-48,1.0903030018267929e-37,8.4252403242711967e-50,4.1832057842336675e-62,1.0563801532551531e-28,3.5222532550287178e-58,1.2913150683362443e-09,3.7665774520293988e-10,8.5285232743997551e-15,2.4270308363572729e-20,8.5520760137753643e-15,2.0461167798515376e-19,6.5454967263976954e-18,8.8282487240224562e-19,1.4390802988180413e-28,1.2717758102183454e-31,1.1243375942228283e-47
6.1566007644752905e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362309801531,0.099999998063014753,0.099999999717506699,7.3048347557116113e-50,4.0560615718658608e-31,9.5377705857956146e-24,2.3046352132894667e-37,7.1253593875329741e-34,1.1871678795763175e-31,3.1875550247344635e-20,4.9601606543171803e-74,3.1861726174950543e-20,4.1978917460046705e-48,5.6378342045377865e-37,2.8132626460213188e-49,8.5310367904334349e-61,3.5260775844356836e-28,1.8424412071827274e-57,1.9369724580749935e-09,5.649866162246732e-10,1.2787241417862343e-14,5.4098570929425546e-20,1.2840746214969021e-14,3.0821851748956179e-19,1.3866752279439771e-17,2.8355520354963311e-18,4.8029017798269052e-28,9.8090173670589283e-31,2.2873151728488475e-46
8.208801021565585e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362226402061,0.099999997417353187,0.099999999623342259,4.9513968568376366e-49,1.2132757659355844e-30,1.6970577618986531e-23,1.0706550322319633e-36,1.665931508622446e-33,2.1036166615257726e-31,4.2506800153412214e-20,1.9208539496519288e-73,4.2482314075917281e-20,9.8244835874216777e-48,1.7089836837222516e-36,6.5338913829418551e-49,4.8282034240198849e-60,8.187447748623918e-28,5.5706561926033846e-57,2.5826297498020343e-09,7.5331548597221173e-10,1.7042229360069611e-14,9.5840426410125808e-20,1.7138463577158797e-14,4.1173459578913948e-19,2.3367200644512838e-17,6.3512491484598527e-18,1.1150371965299711e-27,3.6673981663118857e-30,1.2983067121548447e-45
1.2313201535746173e-14,0.09977366400000001,0.80000000000000004,0.0,0.28934362059603141,0.09999999612603036,0.099999999435013393,1.6426175825980243e-47,6.3341845402439353e-30,3.8240607322974156e-23,1.2959881334466732e-35,5.6808709548226063e-33,4.7225866864705671e-31,6.3778432866688854e-20,1.5862533651034831e-72,6.3723508832075399e-20,3.3578820843538105e-47,8.9253251735678892e-36,2.2187002798218623e-48,9.6111108878594394e-59,2.7788704489264084e-27,2.9399673982969167e-56,3.8739440390712467e-09,1.1299732216427774e-09,2.5541025894679678e-14,2.1506230479763891e-19,2.5762696813270987e-14,6.1849480012773672e-19,4.7214958101067718e-17,1.9751034800125421e-17,3.7826190527146021e-27,2.7494022280120333e-29,2.5686734541455938e-44
1.641760204992676e-14,0.09977366400000001,0.80000000000000004,0.0,0.28934361892804256,0.099999994834707923,0.099999999246684526,1.0980666702217352e-46,1.9115149076711413e-29,6.803988647784238e-23,5.9122745172955855e-35,1.3282770396661466e-32,8.3900529034643233e-31,8.5062228561066461e-20,6.1516436755467717e-72,8.4964728942313325e-20,7.866796167524513e-47,2.7141024030434919e-35,5.1843321101397139e-48,5.3569126414850503e-58,6.4908803342249932e-27,8.9093727393355634e-56,5.1652579360940448e-09,1.5066309522140164e-09,3.4024934091129437e-14,3.8191360976530915e-19,3.4426562279455798e-14,8.2489279892150632e-19,7.6238619203628926e-17,4.2911124372964004e-17,8.8314755983373197e-27,1.0055373243591034e-28,1.4348177297415431e-43
