Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2OX(23),CO2X(24),COX(50),CHOX(53),H2X(49)
1.432775854360362e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31580404767196663,0.11236061683206493,0.013403373218036229,0.00010364549990961919,0.001638704935116016,1.6943458792430145e-06,0.00070743870734215296,1.6769814844389774e-09,5.4130925722308677e-18,4.579853313116054e-06,2.5288108203301161e-18,1.2188325629624209e-08,1.1490506719342117e-14,8.6988921755126442e-09,1.1113673760181983e-14,6.7137024831004612e-16,5.9082043347199529e-06,3.1990004063321632e-13,0.0054830900881259548,0.01626541322802234,1.63902475267284e-09,3.1804078342407021e-06,1.1310244841282759e-13,8.9305016345636842e-11,1.8298057112222719e-07,1.1499663792792978e-06,1.0395844572123051e-05,7.4032761652743857e-08,1.8906917391549263e-09,5.5050780516763253e-10,8.9345600029198327e-13,2.4809231565470819e-08
1.4389460539257858e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31576932464514984,0.11235561524086089,0.013376148736085872,0.00010502773218542161,0.0016503989141987898,1.688993709466658e-06,0.00071183901111351931,1.6972730843447231e-09,5.4573487223613113e-18,4.5923564645062435e-06,2.5873602701372931e-18,1.2182574237374133e-08,1.1649467194490304e-14,8.7897119059836529e-09,1.1177722434365024e-14,6.7889878306303692e-16,5.9173988848058189e-06,3.2629652932099638e-13,0.0054822359365390393,0.016300931733170217,1.6424871465869507e-09,3.176778862236888e-06,1.1334044397664687e-13,8.9235652175278115e-11,1.8295023710760174e-07,1.1512738031694471e-06,1.0456424756786858e-05,7.4536633195545887e-08,1.9062565047798525e-09,5.5387109582566355e-10,8.97735693090513e-13,2.4727987729555007e-08
1.4451162534912096e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31573481318909818,0.11235059896041892,0.013349008517629138,0.00010642099945786719,0.0016621162895057099,1.6836973846975963e-06,0.00071624002515234173,1.7176745957347221e-09,5.5017697805341918e-18,4.6047744989954509e-06,2.6468780233230291e-18,1.2176875956836125e-08,1.1809519531822799e-14,8.8809130237685955e-09,1.1241766628051855e-14,6.8647365409844393e-16,5.9265298735129057e-06,3.3278120265486976e-13,0.0054813848205238639,0.01633623561354965,1.6459274883097395e-09,3.1731829254699548e-06,1.1357691961630735e-13,8.9166952892400287e-11,1.8292002026665245e-07,1.1525719539785323e-06,1.051699773423629e-05,7.5041403408295976e-08,1.9218501523935997e-09,5.5723455951627552e-10,9.0201261072677105e-13,2.4647596957873558e-08
1.4512864530566333e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31570051245878733,0.11234556807819338,0.013321952241670333,0.00010782531710196199,0.0016738569072505037,1.6784562888313039e-06,0.00072064165789695832,1.7381855567893837e-09,5.5463556010512548e-18,4.6171079801696268e-06,2.7073728951014161e-18,1.2171230182337142e-08,1.1970660537138842e-14,8.9724936297968599e-09,1.1305805221708449e-14,6.9409486217881599e-16,5.9355978007177232e-06,3.393546634041566e-13,0.0054805367293571817,0.016371325726297889,1.6493458696136846e-09,3.169619689716954e-06,1.1381188171183103e-13,8.9098910831263963e-11,1.8288992017639632e-07,1.1538608971252139e-06,1.0577562400143131e-05,7.5547066364000692e-08,1.9374721732985191e-09,5.6059813021315829e-10,9.0628672028088038e-13,2.4568049723596187e-08
1.4568396326655146e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31566982127581694,0.11234102787164059,0.013297673099698214,0.00010909866343886362,0.0016844432089685598,1.67378601923829e-06,0.00072460358128150068,1.7567386186630953e-09,5.586623591320288e-18,4.6281362833465917e-06,2.7626609942700226e-18,1.2166193384878366e-08,1.2116615579126504e-14,9.0552390706984709e-09,1.136343425038602e-14,7.009935674552159e-16,5.9437054258856602e-06,3.4534718807540209e-13,0.0054797760247116151,0.016402724762623434,1.6524037122281415e-09,3.1664404644858794e-06,1.1402205877285445e-13,8.9038228667899937e-11,1.8286292958245069e-07,1.1550131269441344e-06,1.0632062588441592e-05,7.6002921446194325e-08,1.9515558323041435e-09,5.6362538122506487e-10,9.1013099121414762e-13,2.4497170645832227e-08
1.4618374943135078e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31564234405995101,0.11233693168583853,0.013275879592550478,0.00011025234726230404,0.001693986779198047,1.6696202393293274e-06,0.00072816962359648573,1.773511573730404e-09,5.6229787009925555e-18,4.6380039227304532e-06,2.8131083855723963e-18,1.2161695862924687e-08,1.2248724860143187e-14,9.1299703286881045e-09,1.1415295065621631e-14,7.072344920877789e-16,5.950959251563215e-06,3.508027273438052e-13,0.0054790934715518479,0.016430836955458616,1.6551406801719569e-09,3.1636013847014945e-06,1.1421017814457067e-13,8.8984060171267607e-11,1.8283871837073777e-07,1.1560438405286214e-06,1.0681105590025133e-05,7.6413801671663912e-08,1.9642501199165319e-09,5.6634989679637352e-10,9.1358884857583095e-13,2.4433951518265774e-08
1.466835355961501e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31561500360776362,0.11233282607406087,0.013254140592824889,0.00011141330728082574,0.0017035453276587197,1.6654896207070066e-06,0.00073173591146708178,1.7903555142785893e-09,5.6594416538877867e-18,4.6478170781285577e-06,2.8642125059615453e-18,1.2157231743525035e-08,1.2381542600502015e-14,9.2049472031107732e-09,1.1467150247386076e-14,7.135058165727719e-16,5.9581725717179499e-06,3.5631758590652022e-13,0.005478412884017487,0.016458810410232699,1.6578634020411463e-09,3.1607831811569389e-06,1.1439731575131828e-13,8.893030963085418e-11,1.8281458302569814e-07,1.1570686271419347e-06,1.073014120766228e-05,7.6825257190821112e-08,1.97696212481402e-09,5.6907436706460247e-10,9.1704480652922884e-13,2.4371269231554406e-08
1.4718332176094944e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31558779947543891,0.11232871108205911,0.013232455931973679,0.00011258155091136626,0.0017131187739678204,1.6613938482484765e-06,0.00073530239764820664,1.8072701930277918e-09,5.6960123735742867e-18,4.6575760427897966e-06,2.9159780204759091e-18,1.2152800722268292e-08,1.2515067024061184e-14,9.2801686911850326e-09,1.1518999218969552e-14,7.1980753942983195e-16,5.9653456406260089e-06,3.6189208062817836e-13,0.0054777342564616928,0.016486645577119784,1.6605719260112165e-09,3.1579856851124603e-06,1.1458347494136051e-13,8.8876973195947957e-11,1.82790523331874e-07,1.1580875203094176e-06,1.0779168873585893e-05,7.7237284914068342e-08,1.9896915802187082e-09,5.7179875804167708e-10,9.2049884854166191e-13,2.4309118918288261e-08
1.4768310792574876e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31556073122033562,0.11232458675542366,0.013210825441905568,0.00011375708540350529,0.0017227070380411169,1.657332609561611e-06,0.00073886903520870657,1.8242553623442372e-09,5.7326907838436195e-18,4.6672811085363657e-06,2.9684095891355895e-18,1.2148402498491459e-08,1.2649296337902336e-14,9.3556337916652242e-09,1.1570841407707676e-14,7.2613965876391281e-16,5.9724787101084762e-06,3.6752652757428705e-13,0.0054770575832492974,0.016514342905101759,1.663266300124743e-09,3.1552087297388352e-06,1.1476865905338318e-13,8.8824047056331284e-11,1.8276653907032643e-07,1.159100553286997e-06,1.0828188024272337e-05,7.7649881765180993e-08,2.0024382201906059e-09,5.7452303598328125e-10,9.239509581992017e-13,2.4247495754379548e-08
1.4818289409054809e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31553379840098528,0.1123204531395844,0.013189248954985291,0.00011493991784004712,0.0017323100400918254,1.653305594975111e-06,0.00074243577753025194,1.8413107742617772e-09,5.7694768087116733e-18,4.6769325657560806e-06,3.0215118667276034e-18,1.2144036775220868e-08,1.2784228732628339e-14,9.4313415048723121e-09,1.1622676244965067e-14,7.3250217226812072e-16,5.9795720295650671e-06,3.7322124200367068e-13,0.005476382858756808,0.016541902841970216,1.6659465722929637e-09,3.1524521500891474e-06,1.1495287141645936e-13,8.8771527444042951e-11,1.8274263002318577e-07,1.1601077590644226e-06,1.0877198100417871e-05,7.8063044681233834e-08,2.0152017796544282e-09,5.7724716738777754e-10,9.274011190245237e-13,2.4186394958874846e-08
