Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(28),CO2X(29),HX(19),CH3X(22),CH2X(58),CHX(26),C2H6X(34),H2X(31),CX(24),C2H5X(33),HOCXO(25),C3H8X(38),C3H7X(36),C3H7(49),C3H7X(37),C3H7(50),CH2O2(65),CH2O2X(92),CHO2X(91)
2.1520994630024832e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105093588049473,0.09996487912428631,0.0,0.099966368771056205,0.0,4.6736708550904302e-23,0.0,4.4078609304320154e-18,0.0,4.1242636441005138e-13,7.624922018346381e-34,1.3998254920878886e-21,1.9602242652141297e-26,0.0,0.0,0.0,0.0,0.0,3.5120861136672545e-05,3.3631228943977048e-05,1.5260190432205124e-11,1.3817721777608081e-11,1.0385773056811884e-14,3.3642064219382191e-13,1.1843702105799948e-21,1.228957046796375e-26,2.2611434352388011e-22,8.6669709977138783e-27,9.9224952402773054e-24,1.7616237385070679e-37,1.3187983991479101e-42,1.5456331029243733e-42,9.2751517656609109e-43,1.0904023988239879e-42,3.5659782896643074e-33,7.484302668518912e-37,4.1665805477848458e-40
2.1657088093650163e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105090679491106,0.09996487884335295,0.0,0.099966339966501463,0.0,4.764917362385534e-23,0.0,4.4897475424244203e-18,0.0,4.1756462730351588e-13,7.8792686662692202e-34,1.4178474565714829e-21,2.0136180934254237e-26,0.0,0.0,0.0,0.0,0.0,3.5121141977868533e-05,3.3660033498710424e-05,1.5360936897079413e-11,1.3900429665912314e-11,1.0448969876161802e-14,3.4067856093357907e-13,1.2083349961797298e-21,1.255024468297575e-26,2.304582429047734e-22,8.8430911383961369e-27,9.9885842382980877e-24,1.824809378920333e-37,1.3667801860439362e-42,1.6129587735971773e-42,9.6125048853430283e-43,1.1378854653848537e-42,3.6359194201816277e-33,7.6518399193334707e-37,4.2749492073619063e-40
2.1793181557275494e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105087830027425,0.099964878577840879,0.0,0.099966311737472308,0.0,4.8573688165266872e-23,0.0,4.5726140647852773e-18,0.0,4.2273353292579954e-13,8.1403137753086717e-34,1.4359879000048809e-21,2.0680931114927407e-26,0.0,0.0,0.0,0.0,0.0,3.5121407397756885e-05,3.3688262527876113e-05,1.546173493907706e-11,1.3983081109129552e-11,1.0512123565321019e-14,3.4496230093379815e-13,1.2326156835118075e-21,1.2814684080944257e-26,2.348569418384696e-22,9.0215457465498056e-27,1.0054707151063152e-23,1.8897971196916066e-37,1.4161544122495229e-42,1.6827251519518099e-42,9.9596446437430517e-43,1.1870893690751256e-42,3.7067883287667696e-33,7.8219695891402804e-37,4.3854366713465186e-40
2.1929275020900825e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105085038424601,0.099964878326911186,0.0,0.099966284072469477,0.0,4.9510337424224604e-23,0.0,4.6564656510903502e-18,0.0,4.2793306022663462e-13,8.4081865504212118e-34,1.4542468812777081e-21,2.123663597883327e-26,0.0,0.0,0.0,0.0,0.0,3.5121658235289488e-05,3.3715927530713861e-05,1.5562584523452313e-11,1.4065676146349188e-11,1.0575234154168908e-14,3.4927184457616319e-13,1.2572141500714689e-21,1.3082917938486132e-26,2.3931077154880143e-22,9.2023488132886619e-27,1.0120863955691642e-23,1.9566249786479849e-37,1.4669511077358096e-42,1.7550028082132141e-42,1.0316782017852194e-42,1.2380638486291294e-42,3.7785916082170451e-33,7.9947138208537309e-37,4.4980709600320659e-40
2.2065368484526156e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105082303476358,0.099964878089770393,0.0,0.099966256960223474,0.0,5.0459206766685811e-23,0.0,4.7413074434607594e-18,0.0,4.3316318817032822e-13,8.6830177633516031e-34,1.4726244592377148e-21,2.1803439162672287e-26,0.0,0.0,0.0,0.0,0.0,3.5121895283931976e-05,3.3743039776702276e-05,1.566348561547367e-11,1.4148214816623827e-11,1.0638301672556432e-14,3.5360717425454011e-13,1.2821322692240442e-21,1.3354975573571238e-26,2.4382006303390931e-22,9.3855142990534287e-27,1.0187054629305875e-23,2.0253314862625217e-37,1.5192007199067928e-42,1.8298638287683701e-42,1.0684130915830349e-42,1.2908597109553352e-42,3.8513358604023553e-33,8.1700947927071814e-37,4.6128802922592908e-40
2.2201461948151486e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105079624003209,0.099964877865668031,0.0,0.09996623038969002,0.0,5.1420381675433604e-23,0.0,4.827144572581683e-18,0.0,4.3842389573574908e-13,8.9649397597872073e-34,1.4911206926907968e-21,2.2381485153300977e-26,0.0,0.0,0.0,0.0,0.0,3.5122119294126667e-05,3.3769610310149689e-05,1.5764438180424107e-11,1.423069715896956e-11,1.070132615030637e-14,3.5796827237496363e-13,1.3073719102113532e-21,1.3630886345502899e-26,2.4838514706639604e-22,9.571056133657615e-27,1.0253279149031802e-23,2.0959556884056834e-37,1.5729341159706526e-42,1.9073818371546607e-42,1.1061908193642322e-42,1.3455288459155075e-42,3.9250276962616552e-33,8.348134718144494e-37,4.7298930856892809e-40
2.2337555411776817e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105076998851818,0.099964877653894377,0.0,0.099966204350045468,0.0,5.2393947750031126e-23,0.0,4.9139821577210273e-18,0.0,4.437151619163142e-13,9.2540864664726532e-34,1.5097356404010125e-21,2.297091928586277e-26,0.0,0.0,0.0,0.0,0.0,3.5122330975622628e-05,3.3795649954693274e-05,1.5865442183601291e-11,1.4313123212366226e-11,1.0764307617213521e-14,3.6235512135562624e-13,1.3329349381581116e-21,1.3910679654898594e-26,2.530063541934813e-22,9.7589882163335557e-27,1.0319537491999368e-23,2.1685371490820516e-37,1.6281825852986617e-42,1.9876320151667462e-42,1.1450333671606888e-42,1.4021242411872303e-42,3.9996737357993998e-33,8.528855845714685e-37,4.8491379570763632e-40
2.2473648875402148e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105074426894324,0.09996487745377812,0.0,0.09996617883068247,0.0,5.3379990706775729e-23,0.0,5.0018253067480545e-18,0.0,4.490369657199748e-13,9.5505933982848035e-34,1.528469361090598e-21,2.3571887741921677e-26,0.0,0.0,0.0,0.0,0.0,3.5122530999679299e-05,3.3821169317708251e-05,1.5966497590317814e-11,1.4395493015757688e-11,1.082724610304491e-14,3.6676770362686523e-13,1.3588232140783526e-21,1.4194384943670843e-26,2.5768401473715574e-22,9.9493244157785771e-27,1.0385829635342918e-23,2.2431159531523298e-37,1.6849778417717118e-42,2.0706911240813833e-42,1.1849630150858864e-42,1.4606999972094079e-42,4.0752806080819886e-33,8.7122804589695511e-37,4.9706437225408785e-40
2.260974233902748e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105071907027686,0.09996487726468449,0.0,0.099966153821205536,0.0,5.4378596378653048e-23,0.0,5.0906791161520026e-18,0.0,4.5438928616920371e-13,9.8545976652682411e-34,1.5473219134399896e-21,2.418453754759879e-26,0.0,0.0,0.0,0.0,0.0,3.5122720001150911e-05,3.3846178794629032e-05,1.6067604365901346e-11,1.4477806608052072e-11,1.0890141637540006e-14,3.7120600163115165e-13,1.3850385948818502e-21,1.4482031695008248e-26,2.6241845879433575e-22,1.0142078570201301e-26,1.045215555620156e-23,2.319732709040705e-37,1.7433520261144659e-42,2.156637525999561e-42,1.2260023429724482e-42,1.5213113422103069e-42,4.1518549512342114e-33,8.8984308763641693e-37,5.0944393978418628e-40
2.274583580265281e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105069438173107,0.09996487708601301,0.0,0.099966129311426996,0.0,5.5389850715290995e-23,0.0,5.180548671060659e-18,0.0,4.5977210230098116e-13,1.0166237979631396e-33,1.5662933560878412e-21,2.4809016571711571e-26,0.0,0.0,0.0,0.0,0.0,3.5122898580458001e-05,3.387068857318391e-05,1.6168762475694881e-11,1.4560064028121996e-11,1.0952994250410896e-14,3.7566999782307833e-13,1.4115829333805535e-21,1.4773649433356725e-26,2.6721001623701714e-22,1.0337264487368075e-26,1.0518515231719527e-23,2.398428551427583e-37,1.8033377082171978e-42,2.2455512053053514e-42,1.2681742320010215e-42,1.5840146473176972e-42,4.2294034124356859e-33,9.0873294511602378e-37,5.2205541986496036e-40
2.288192926627814e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105067019275378,0.099964876917195841,0.0,0.099966105291362642,0.0,5.641383978291382e-23,0.0,5.271439045258922e-18,0.0,4.6518539316678307e-13,1.0485654662703388e-33,1.5853837476310401e-21,2.5445473523916062e-26,0.0,0.0,0.0,0.0,0.0,3.5123067305452318e-05,3.38947086375452e-05,1.6269971885056894e-11,1.4642265314804846e-11,1.1015803971342499e-14,3.8015967466934862e-13,1.4384580782950266e-21,1.506926772440086e-26,2.7205901671242886e-22,1.0534895944649542e-26,1.0584908639046524e-23,2.4792451439277795e-37,1.8649678894453322e-42,2.3375137902408081e-42,1.3115018663205371e-42,1.6488674417506516e-42,4.307932647917289e-33,9.2789985713320753e-37,5.3490175408180913e-40
2.3018022729903472e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105064649302321,0.09996487675769597,0.0,0.099966081751227787,0.0,5.7450649764296005e-23,0.0,5.3633553012073227e-18,0.0,4.7062913783256588e-13,1.0812989651851771e-33,1.6045931466247307e-21,2.6094057952851881e-26,0.0,0.0,0.0,0.0,0.0,3.5123226713180668e-05,3.3918248772396471e-05,1.6371232559361558e-11,1.4724410506902976e-11,1.1078570829992724e-14,3.8467501464876434e-13,1.4656658742608911e-21,1.5368916175045464e-26,2.7696578964318747e-22,1.0734986689067263e-26,1.065133575533807e-23,2.5622246817541874e-37,1.9282760049367288e-42,2.4326085745963241e-42,1.3560087346598633e-42,1.7159284280925556e-42,4.3874493229575939e-33,9.4734606594752837e-37,5.4798590406573752e-40
2.3154116193528803e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105062327244228,0.099964876607005426,0.0,0.099966058681433254,0.0,5.8500366958716133e-23,0.0,5.4563024900605147e-18,0.0,4.761033153787555e-13,1.1148386507361296e-33,1.6239216115823308e-21,2.675492024429009e-26,0.0,0.0,0.0,0.0,0.0,3.5123377311553402e-05,3.3941318566918449e-05,1.64725444639989e-11,1.480649964318395e-11,1.1141294855992677e-14,3.8921600025221481e-13,1.4932081618352736e-21,1.5672624433397191e-26,2.8193066422745009e-22,1.0937550437340475e-26,1.0717796557755839e-23,2.6474098943669725e-37,1.9932959258867393e-42,2.5309205395158216e-42,1.4017186319308792e-42,1.7852574976449151e-42,4.4679601118792924e-33,9.6707381727179275e-37,5.6131085152057975e-40
2.3290209657154134e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105060052113311,0.099964876464643887,0.0,0.099966036072581491,0.0,5.9563077781910681e-23,0.0,5.5502856516857561e-18,0.0,4.816079049002336e-13,1.1491990419273764e-33,1.6433692009755515e-21,2.7428211619283925e-26,0.0,0.0,0.0,0.0,0.0,3.5123519580922587e-05,3.3963927418695388e-05,1.6573907564374967e-11,1.4888532762380743e-11,1.1203976078946815e-14,3.9378261398266582e-13,1.5210867775032583e-21,1.5980422188746339e-26,2.8695396943906858e-22,1.1142600875932919e-26,1.0784291023467959e-23,2.7348440481083495e-37,2.0600619618210699e-42,2.6325363754161724e-42,1.4486556608229936e-42,1.8569157458615274e-42,4.5494716980456167e-33,9.8708536026341484e-37,5.7487959825021198e-40
2.3426303120779467e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410505782294316,0.099964876330157049,0.0,0.099966013915462643,0.0,6.0638868766027897e-23,0.0,5.6453098146813439e-18,0.0,4.8714288550632431e-13,1.1843948214189164e-33,1.662935973234418e-21,2.8114084132322388e-26,0.0,0.0,0.0,0.0,0.0,3.5123653975574624e-05,3.3986084537543215e-05,1.6675321825912029e-11,1.4970509903191985e-11,1.1266614528433131e-14,3.9837483835514755e-13,1.5493035536843379e-21,1.6292339171548718e-26,2.9203603402774243e-22,1.1350151661099728e-26,1.0850819129649321e-23,2.8245709488229738e-37,2.1286088628564893e-42,2.7375445040202408e-42,1.4968442333891259e-42,1.9309654878625775e-42,4.6319907738567588e-33,1.0073829475160208e-36,5.8869516618575406e-40
2.35623965844048e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105055638788225,0.099964876203115297,0.0,0.099965992201050916,0.0,6.1727826559581363e-23,0.0,5.7413799963950303e-18,0.0,4.9270823632078237e-13,1.2204408362028147e-33,1.6826219867472875e-21,2.881269066948674e-26,0.0,0.0,0.0,0.0,0.0,3.5123780925142215e-05,3.4007798949261338e-05,1.6776787214048696e-11,1.5052431104282153e-11,1.1329210234003309e-14,4.0299265589674435e-13,1.577860318738871e-21,1.6608405153407692e-26,2.9717718651917238e-22,1.1560216418934402e-26,1.0917380853481898e-23,2.9166349444639948e-37,2.198971821949401e-42,2.8460351005029347e-42,1.5463090726231825e-42,2.0074702740282478e-42,4.7155240407462878e-33,1.0279688350512754e-36,6.0276059741276209e-40
2.3698490048030134e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105053498723331,0.099964876083112345,0.0,0.099965970920500885,0.0,6.28300379274038e-23,0.0,5.8385012029424055e-18,0.0,4.983039364817797e-13,1.2573520982756051e-33,1.702427299860871e-21,2.9524184946609737e-26,0.0,0.0,0.0,0.0,0.0,3.5123900835939788e-05,3.4029079499309475e-05,1.6878303694240109e-11,1.5134296404281757e-11,1.1391763225182899e-14,4.0763604914658363e-13,1.6067588969745353e-21,1.6928649947056253e-26,3.023777552152134e-22,1.1772808745415834e-26,1.0983976172155011e-23,3.0110809276848272e-37,2.2711864771323325e-42,2.9581001157496511e-42,1.5970752140290436e-42,2.0864949056713943e-42,4.8000782091775626e-33,1.0488452823109377e-36,6.1707895419840681e-40
2.383458351165547e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105051401843186,0.099964875969763889,0.0,0.099965950065143763,0.0,6.3945589750600567e-23,0.0,5.9366784292252576e-18,0.0,5.0392996514189303e-13,1.2951437853068507e-33,1.7223519708802526e-21,3.0248721507437938e-26,0.0,0.0,0.0,0.0,0.0,3.5124014092226705e-05,3.4049934856410788e-05,1.6979871231958109e-11,1.5216105841787579e-11,1.1454273531471462e-14,4.1230500065582425e-13,1.6360011086527852e-21,1.7253103406339231e-26,3.0763806819402754e-22,1.1987942206455368e-26,1.1050605062865609e-23,3.1079543384166675e-37,2.3452889137383598e-42,3.0738332987265232e-42,1.6491680071810833e-42,2.1681054507888707e-42,4.8856599986401287e-33,1.0700145521491281e-36,6.3165331901864437e-40
2.39706769752808e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105049347261887,0.09996487586270654,0.0,0.099965929626484082,0.0,6.5074569026503343e-23,0.0,6.0359166589499065e-18,0.0,5.0958630146809184e-13,1.3338312413038796e-33,1.7423960580689107e-21,3.0986455721796763e-26,0.0,0.0,0.0,0.0,0.0,3.512412105740209e-05,3.4070373516083464e-05,1.7081489792691308e-11,1.5297859455362817e-11,1.151674118234273e-14,4.1699949298764639e-13,1.6655887699953059e-21,1.7581795426195576e-26,3.1295845331023724e-22,1.2205630337943939e-26,1.1117267502818569e-23,3.2073011664318205e-37,2.4213156666135142e-42,3.1933302189618484e-42,1.7026131172762658e-42,2.2523692598910851e-42,4.9722761376461416e-33,1.0914789108248033e-36,6.4648679458537383e-40
2.4106770438906134e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.241050473341125,0.099964875761596628,0.0,0.099965909596196084,0.0,6.6217062868623524e-23,0.0,6.1362208646454936e-18,0.0,5.1527292464172513e-13,1.3734299772727085e-33,1.7625596196487371e-21,3.1737543783758415e-26,0.0,0.0,0.0,0.0,0.0,3.5124222075134836e-05,3.4090403804101187e-05,1.7183159341945328e-11,1.5379557283537328e-11,1.1579166207244753e-14,4.2171950871724037e-13,1.69552369319047e-21,1.7914755942640738e-26,3.1833923819507798e-22,1.2425886645799194e-26,1.1183963469226928e-23,3.3091679538928588e-37,2.4993037223171922e-42,3.3166882891381171e-42,1.757436526677811e-42,2.3393549819093433e-42,5.0599333637267471e-33,1.1132406279944359e-36,6.6158250387358522e-40
2.424286390253147e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105045361546576,0.099964875666109176,0.0,0.099965889966120311,0.0,6.7373158506605737e-23,0.0,6.237596007682279e-18,0.0,5.2098981385850893e-13,1.4139556718751644e-33,1.7828427138000607e-21,3.2502142709812772e-26,0.0,0.0,0.0,0.0,0.0,3.5124317470432719e-05,3.4110033879885012e-05,1.728487984524288e-11,1.5461199364807758e-11,1.1641548635600045e-14,4.2646503043179656e-13,1.7258076863997874e-21,1.8252014932749067e-26,3.2378075025655054e-22,1.2648724606012715e-26,1.1250692939312152e-23,3.4136017978876813e-37,2.5792905213106144e-42,3.4440067877940138e-42,1.8136645364504803e-42,2.4291325801805797e-42,5.1486384234284922e-33,1.1353019767048843e-36,6.7694359014849577e-40
2.43789573661568e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105043428733738,0.099964875575936793,0.0,0.099965870728260367,0.0,6.8542943286181251e-23,0.0,6.3400470382898696e-18,0.0,5.2673694832851546e-13,1.4554241720822167e-33,1.8032453986616634e-21,3.3280410337041103e-26,0.0,0.0,0.0,0.0,0.0,3.5124407550653305e-05,3.4129271739826968e-05,1.738665126812392e-11,1.5542785737637759e-11,1.1703888496805735e-14,4.3123604073049383e-13,1.7564425537643596e-21,1.8593602414636385e-26,3.2928331667957398e-22,1.2874157664697186e-26,1.1317455890304369e-23,3.5206503529504998e-37,2.6613139601333565e-42,3.5753868821358242e-42,1.8713237678874926e-42,2.521773348509041e-42,5.2383980723097088e-33,1.1576652333864553e-36,6.9257321699267576e-40
2.4515050829782135e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105041534861266,0.099964875490788835,0.0,0.099965851874779618,0.0,6.9726504669121232e-23,0.0,6.4435788955754463e-18,0.0,5.3251430727615873e-13,1.4978514938235333e-33,1.8237677323308062e-21,3.4072505321292686e-26,0.0,0.0,0.0,0.0,0.0,3.5124492606460381e-05,3.4148125220547682e-05,1.7488473576145785e-11,1.5624316440458144e-11,1.1766185820233689e-14,4.3603252222449002e-13,1.7874300954113261e-21,1.8939548447442498e-26,3.3484726442613796e-22,1.310219923813365e-26,1.138425229944263e-23,3.6303618335688009e-37,2.7454123935680048e-42,3.7109316509576148e-42,1.9304411640290975e-42,2.6173499273045e-42,5.3292190749369102e-33,1.1803326778461468e-36,7.084745683331634e-40
2.465114429340747e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105039679133664,0.099964875410390383,0.0,0.099965833397998097,0.0,7.0923930233190305e-23,0.0,6.5481965075419591e-18,0.0,5.383218699401843e-13,1.5412538226332709e-33,1.8444097728632487e-21,3.4878587135364324e-26,0.0,0.0,0.0,0.0,0.0,3.5124572912728527e-05,3.4166602002088537e-05,1.7590346734883312e-11,1.5705791511667076e-11,1.1828440635230657e-14,4.4085445753691076e-13,1.81877210746031e-21,1.9289883131313893e-26,3.4047292023545467e-22,1.3332862712818726e-26,1.1451082143975124e-23,3.7427850166763395e-37,2.8316246367929455e-42,3.8507461076696292e-42,1.991043991172836e-42,2.7159363197965941e-42,5.4211082048811749e-33,1.2033065932610671e-36,7.246508484685675e-40
2.47872377570328e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105037860772272,0.099964875334481548,0.0,0.099965815290389171,0.0,7.2135307672099496e-23,0.0,6.6539047911062869e-18,0.0,5.4415961557365528e-13,1.5856475142921151e-33,1.8651715782732685e-21,3.5698816067182675e-26,0.0,0.0,0.0,0.0,0.0,3.5124648729398662e-05,3.4184709611040382e-05,1.7692270709928947e-11,1.5787210989630215e-11,1.1890652971118412e-14,4.4570182930283951e-13,1.8504703820298623e-21,1.9644636607386361e-26,3.4616061062411159e-22,1.3566161445511894e-26,1.1517945401159413e-23,3.8579692441321872e-37,2.9199899675233433e-42,3.994937223434263e-42,2.0531598403755017e-42,2.8176079083248542e-42,5.5140722447145267e-33,1.2265892661720265e-36,7.4110528209616189e-40
2.4923331220658135e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105036079014902,0.099964875262816486,0.0,0.099965797544576587,0.0,7.33607247954596e-23,0.0,6.7607086521173844e-18,0.0,5.5002752344394222e-13,1.6310490954655736e-33,1.8860532065336853e-21,3.653335321798963e-26,0.0,0.0,0.0,0.0,0.0,3.5124720302287316e-05,3.420245542360941e-05,1.7794245466892896e-11,1.5868574912680886e-11,1.195282285719386e-14,4.5057462016930658e-13,1.8825267072438987e-21,2.0003839057767788e-26,3.5191066188622295e-22,1.3802108763282704e-26,1.1584842048262627e-23,3.9759644251859013e-37,3.0105481281403382e-42,4.1436139504090679e-42,2.1168166289468351e-42,2.9224414707040194e-42,5.6081179860063163e-33,1.2501829864772925e-36,7.5784111433896592e-40
2.505942468428347e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105034333115416,0.099964875195162783,0.0,0.099965780153331546,0.0,7.4600269528734435e-23,0.0,6.8686129853743844e-18,0.0,5.5592557283270915e-13,1.6774752643385503e-33,1.9070547155758824e-21,3.7382360500530379e-26,0.0,0.0,0.0,0.0,0.0,3.5124787863852139e-05,3.4219846668622099e-05,1.7896270971403232e-11,1.5949883319120255e-11,1.2014950322729176e-14,4.5547281279528034e-13,1.9149428672381336e-21,2.0367520705520916e-26,3.5772340009358207e-22,1.4040717963558055e-26,1.1651772062561693e-23,4.0968210389288398e-37,3.1033393278084887e-42,4.2968872450961683e-42,2.1820426019349766e-42,3.0305151966642163e-42,5.7032522293195975e-33,1.2740900474265048e-36,7.7486161077281599e-40
2.51955181479088e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105032622343395,0.099964875131300548,0.0,0.0999657631095697,0.0,7.5854029913193722e-23,0.0,6.9776226746446828e-18,0.0,5.6185374303590333e-13,1.7249428912461901e-33,1.9281761632898259e-21,3.8246000637244535e-26,0.0,0.0,0.0,0.0,0.0,3.5124851633915845e-05,3.4236890430469838e-05,1.7998347189105984e-11,1.6031136247217462e-11,1.2077035396971929e-14,4.6039638985165537e-13,1.9477206421665138e-21,2.0735711814646178e-26,3.63599151095813e-22,1.4282002314169445e-26,1.171873542134354e-23,4.220590136731684e-37,3.1984042445815033e-42,4.4548700917975094e-42,2.2488663336036966e-42,3.141908704365594e-42,5.7994817842074976e-33,1.298312745614748e-36,7.9217005745342497e-40
2.5331611611534136e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105030945983769,0.099964875071021919,0.0,0.099965746406348199,0.0,7.7122094105866283e-23,0.0,7.0877425926820025e-18,0.0,5.6781201336374229e-13,1.7734690193010307e-33,1.949417607524089e-21,3.9124437158460024e-26,0.0,0.0,0.0,0.0,0.0,3.5124911820351081e-05,3.4253593651994817e-05,1.8100474085665293e-11,1.6112333735209782e-11,1.2139078109145207e-14,4.6534533402124303e-13,1.9808618082076394e-21,2.1108442690064567e-26,3.6953824052052208e-22,1.4525975053400205e-26,1.1785732101905288e-23,4.3473233446681864e-37,3.2957840274962897e-42,4.617677526175348e-42,2.3173167289014261e-42,3.256703056986992e-42,5.8968134692095889e-33,1.3228533809767696e-36,8.0976976094343063e-40
2.546770507515947e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105029303336456,0.0999648750141304,0.0,0.099965730036862849,0.0,7.8404550379493053e-23,0.0,7.1989776012444094e-18,0.0,5.7380036314070161e-13,1.823070865016453e-33,1.9707791060858741e-21,4.0017834400589954e-26,0.0,0.0,0.0,0.0,0.0,3.5124968619728131e-05,3.4269963137318319e-05,1.8202651626763466e-11,1.6193475821302784e-11,1.2201078488447715e-14,4.7031962799876211e-13,2.0143681375711873e-21,2.1485743677600538e-26,3.7554099377344994e-22,1.4772649390032741e-26,1.1852762081554433e-23,4.4770728659252339e-37,3.395520298655365e-42,4.7854266589173998e-42,2.3874230249221244e-42,3.3749807793882423e-42,5.9952541118482503e-33,1.3477142567813467e-36,8.2766404833943574e-40
2.5603798538784803e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105027693716077,0.099964874960440014,0.0,0.099965713994445565,0.0,7.9701487122480049e-23,0.0,7.3113325511123342e-18,0.0,5.7981877170550506e-13,1.8737658189264522e-33,1.9922607167410347e-21,4.0926357504332254e-26,0.0,0.0,0.0,0.0,0.0,3.5125022217927591e-05,3.4286005554612451e-05,1.8304879778101111e-11,1.6274562543670447e-11,1.2263036564053916e-14,4.7531925449082737e-13,2.0482413985043257e-21,2.1867645163964948e-26,3.8160773603862248e-22,1.5022038503395732e-26,1.1919825337609043e-23,4.6098914831992043e-37,3.4976551552976536e-42,4.958236699506084e-42,2.4592147923579911e-42,3.4968258748456822e-42,6.0948105486250327e-33,1.3728976796257899e-36,8.4585626729903174e-40
2.5739892002410136e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105026116451533,0.099964874909775042,0.0,0.099965698272561354,0.0,8.1012992838851199e-23,0.0,7.4248122821065215e-18,0.0,5.8586721841111042e-13,1.9255714462017447e-33,2.0138624972140945e-21,4.1850172412872387e-26,0.0,0.0,0.0,0.0,0.0,3.5125072790719876e-05,3.4301727438816366e-05,1.8407158505397255e-11,1.6355593940455344e-11,1.2324952365114119e-14,4.8034419621594117e-13,2.0824833552981253e-21,2.225417757673802e-26,3.8773879227850254e-22,1.5274155543411363e-26,1.1986921847397927e-23,4.745832561078722e-37,3.6022311718577042e-42,5.1362289800912241e-42,2.5327219369440631e-42,3.6223238418604845e-42,6.195489625017021e-33,1.3984059594305846e-36,8.64349786067816e-40
2.587598546603547e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105024570885786,0.099964874861969297,0.0,0.09996568286480588,0.0,8.2339156148201321e-23,0.0,7.5394216231060056e-18,0.0,5.9194568262469981e-13,1.9785054872622047e-33,2.0355845051882758e-21,4.2789445870088678e-26,0.0,0.0,0.0,0.0,0.0,3.5125120504313308e-05,3.4317135194298529e-05,1.8509487774389391e-11,1.6436570049768734e-11,1.2386825920754606e-14,4.8539443590448255e-13,2.1170957682939592e-21,2.2645371384352338e-26,3.9393448723414117e-22,1.5529013630642451e-26,1.2054051588260814e-23,4.8849500484138205e-37,3.7092914020133727e-42,5.3195269794657029e-42,2.6079747008947068e-42,3.7515616910393687e-42,6.2972981954731753e-33,1.4242414094341639e-36,8.831479935063979e-40
2.6012078929660803e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105023056375469,0.09996487481686557,0.0,0.099965667764902719,0.0,8.3680065785648818e-23,0.0,7.6551653920660154e-18,0.0,5.9805414372766666e-13,2.0325858583856693e-33,2.0574267983055168e-21,4.3744345418760838e-26,0.0,0.0,0.0,0.0,0.0,3.5125165515872506e-05,3.4332235097465424e-05,1.8611867550833612e-11,1.6517490909690738e-11,1.2448657260077724e-14,4.9046995629869723e-13,2.1520803938899052e-21,2.3041257096075853e-26,4.0019514542532824e-22,1.5786625856339638e-26,1.2121214537548517e-23,5.0272984806715682e-37,3.8188793807220034e-42,5.508256347143425e-42,2.6850036643320417e-42,3.8846279620473325e-42,6.4002431234107094e-33,1.450406346187806e-36,9.0225429911739062e-40
