Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(28),CO2X(29),HX(19),CH3X(22),CH2X(58),CHX(26),C2H6X(34),H2X(31),CX(24),C2H5X(33),HOCXO(25),C3H8X(38),C3H7X(36),C3H7(49),C3H7X(37),C3H7(50),CH2O2(65),CH2O2X(92),CHO2X(91)
0.0033817453868791193,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24093155059920948,0.099833793265126466,0.0,0.099964944278732162,-1.67930729416206e-29,1.41089767593779e-05,0.0,6.2710815809213858e-05,0.0,6.5785092583030378e-07,1.5462703132070223e-09,8.4889699128737361e-12,1.331032652818755e-08,0.0,0.0,0.0,-1.0117601314457602e-31,0.0,3.5062620404191986e-05,3.5055719031539247e-05,0.00011300279887518153,7.1560707565172699e-09,6.9269941475218525e-09,4.8607275020284331e-06,2.2059901760511627e-08,4.9519523086787392e-09,1.1443751151296362e-07,6.3327675972465935e-13,7.4184779509704182e-17,5.4651394848004827e-13,1.9582795374310985e-17,4.1194353479767933e-13,6.9052805622268258e-18,1.4566543195254398e-13,8.695652272664697e-13,3.0615337233319008e-16,1.3665294992557262e-12
0.0033875218574487757,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2409314606486338,0.099833619528537976,0.0,0.099964944291810215,-1.782251102072175e-29,1.4134219338585762e-05,0.0,6.2803302737402152e-05,0.0,6.5758952898009672e-07,1.5503014003721954e-09,8.4965960690697145e-12,1.3318065342093898e-08,0.0,0.0,0.0,2.0776184000167154e-31,0.0,3.5062546295746057e-05,3.5055705948250075e-05,0.00011310378964730192,7.1532248131818925e-09,6.9180281153060915e-09,4.8500996011200518e-06,2.2092427813560992e-08,4.9608100678211939e-09,1.1408283093990194e-07,6.3364460597385117e-13,7.4251079187592128e-17,5.4793849181029855e-13,1.961637037656775e-17,4.1265020835586036e-13,6.9171079597891318e-18,1.4591506742911969e-13,8.7162943575895553e-13,3.0688001680991337e-16,1.3697001647061275e-12
0.003393298328018432,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24093137070814608,0.099833445900102943,0.0,0.099964944304886796,-1.7246314898905397e-29,1.415947220103613e-05,0.0,6.289571589096447e-05,0.0,6.5732853749791891e-07,1.5543332229525342e-09,8.5042185643527326e-12,1.3325780444435405e-08,0.0,0.0,0.0,-2.5759335743606123e-33,0.0,3.5062472226798318e-05,3.5055692866428181e-05,0.00011320473126474438,7.1503832814040543e-09,6.9090854686878918e-09,4.8395091495436504e-06,2.2124927891423669e-08,4.9696714297542966e-09,1.1372972133454603e-07,6.3401132433654995e-13,7.4317346600120421e-17,5.4936329402473905e-13,1.9649903234140393e-17,4.1335599559225994e-13,6.9289205182156443e-18,1.4616438995612064e-13,8.736956684034473e-13,3.0760737341244554e-16,1.3728716678696199e-12
0.0033990747985880886,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24093128077803103,0.099833272379706628,0.0,0.099964944317961865,-1.6599228970410054e-29,1.4184735285401515e-05,0.0,6.2988055413211048e-05,0.0,6.5706795051620583e-07,1.5583657744178189e-09,8.511837390025054e-12,1.3333471952851761e-08,0.0,0.0,0.0,-1.1161171281047138e-31,0.0,3.5062398197349853e-05,3.5055679786114981e-05,0.00011330562361409649,7.1475461517431407e-09,6.900166130741565e-09,4.82895598441254e-06,2.2157402044571446e-08,4.9785363729563694e-09,1.1337817432997052e-07,6.3437692040955282e-13,7.4383581672834051e-17,5.507883528158695e-13,1.9683394040500246e-17,4.1406089847136429e-13,6.9407182680780029e-18,1.4641340018056604e-13,8.7576391974916667e-13,3.0833544022135622e-16,1.3760440002613805e-12
0.003404851269157745,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24093119085857131,0.099833098967234302,0.0,0.09996494433103538,-1.669744079355147e-29,1.4210008530574717e-05,0.0,6.3080321447072992e-05,0.0,6.5680776716826163e-07,1.5623990482807032e-09,8.5194525374816722e-12,1.3341139983912037e-08,0.0,0.0,0.0,2.7311826131896766e-32,0.0,3.5062324207401469e-05,3.5055666707351608e-05,0.00011340646658317118,7.1447134147716905e-09,6.8912700247731763e-09,4.8184399435844901e-06,2.2189850323342619e-08,4.9874048759830933e-09,1.1302818160745696e-07,6.347413997380814e-13,7.4449784332082339e-17,5.5221366589134885e-13,1.9716842888934839e-17,4.1476491895404755e-13,6.9525012433996135e-18,1.466620988202745e-13,8.7783418434525765e-13,3.0906421531719132e-16,1.3792171533954381e-12
0.0034106277397274016,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24093110095004758,0.099832925662571126,0.0,0.099964944344107298,-1.6978988030321332e-29,1.4235291875670482e-05,0.0,6.3172514135102694e-05,0.0,6.5654798658678174e-07,1.5664330380963795e-09,8.5270639982090054e-12,1.3348784653471089e-08,0.0,0.0,0.0,5.0597879526855404e-32,0.0,3.5062250256953592e-05,3.5055653630178847e-05,0.00011350726006099754,7.1418850610608698e-09,6.8823970743216445e-09,4.8079608656599634e-06,2.222227277794216e-08,4.9962769174680754e-09,1.1267973489626549e-07,6.3510476783511584e-13,7.4515954505012821e-17,5.5363923097387527e-13,1.9750249872726444e-17,4.1546805900060372e-13,6.9642694777685341e-18,1.4691048659188704e-13,8.7990645674086223e-13,3.0979369678050001e-16,1.3823911187848538e-12
0.003416404210297058,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24093101105273851,0.099832752465602331,0.0,0.099964944357177607,-1.7034735346502384e-29,1.4260585260024393e-05,0.0,6.3264633619474349e-05,0.0,6.5628860790516824e-07,1.5704677374623304e-09,8.5346717637848799e-12,1.3356406076941731e-08,0.0,0.0,0.0,-2.6262240280350835e-32,0.0,3.5062176346006453e-05,3.5055640554637255e-05,0.00011360800393781385,7.1390610811876074e-09,6.8735472031570502e-09,4.797518589978433e-06,2.2254669458441885e-08,5.0051524761224653e-09,1.1233282597335082e-07,6.3546703019030502e-13,7.4582092119566961e-17,5.550650458011006e-13,1.9783615085259347e-17,4.1617032057393943e-13,6.9760230036436361e-18,1.4715856417399412e-13,8.8198073148519461e-13,3.1052388269186089e-16,1.3855658879418986e-12
0.0034221806808667145,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24093092116692075,0.099832579376212996,0.0,0.099964944370246223,-1.6969693776729056e-29,1.428588862319236e-05,0.0,6.3356680041984728e-05,0.0,6.5602963025782461e-07,1.5745031400180754e-09,8.5422758258779891e-12,1.3364004369108913e-08,0.0,0.0,0.0,-1.9223471654949609e-32,0.0,3.5062102474559895e-05,3.5055627480767069e-05,0.00011370869810506116,7.1362414657378451e-09,6.8647203352812242e-09,4.7871129566157466e-06,2.2287040414780718e-08,5.014031530734772e-09,1.119874466630717e-07,6.3582819226328249e-13,7.4648197104475589e-17,5.5649110812553906e-13,1.9816938619963519e-17,4.1687170563806698e-13,6.9877618534302732e-18,1.4740633224667123e-13,8.840570031276163e-13,3.1125477113190807e-16,1.388741452378237e-12
0.003427957151436371,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24093083129286899,0.099832406394288295,0.0,0.099964944383313117,-1.6911239459974054e-29,1.431120190495072e-05,0.0,6.3448653544054249e-05,0.0,6.5577105277957329e-07,1.5785392394448823e-09,8.5498761762472487e-12,1.3371579643966265e-08,0.0,0.0,0.0,1.8361034561957867e-32,0.0,3.5062028642613506e-05,3.5055614408608235e-05,0.00011380934245537636,7.1334262053032777e-09,6.8559163949286716e-09,4.7767438063819808e-06,2.2319385696765094e-08,5.0229140601709082e-09,1.1164358883692647e-07,6.3618825947716685e-13,7.4714269389254562e-17,5.579174157144658e-13,1.9850220570224302e-17,4.175722161558555e-13,6.9994860603375681e-18,1.4765379151231824e-13,8.8613526621770873e-13,3.1198636018135708e-16,1.3919178036051043e-12
0.0034337336220060274,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24093074143085605,0.099832233519713279,0.0,0.099964944396378277,-1.6894362735183066e-29,1.4336525045295831e-05,0.0,6.354055426672764e-05,0.0,6.555128746057569e-07,1.5825760294654678e-09,8.5574728067413159e-12,1.3379132014828461e-08,0.0,0.0,0.0,5.3104960267064862e-33,0.0,3.5061954850166534e-05,3.5055601338200455e-05,0.00011390993688258476,7.1306152904817221e-09,6.8471353065659481e-09,4.7664109808184196e-06,2.2351705354069161e-08,5.0318000433740376e-09,1.1130124441330481e-07,6.365472372230017e-13,7.4780308904199983e-17,5.5934396634981114e-13,1.988346102940397e-17,4.1827185408957747e-13,7.0111956574894114e-18,1.47900942671304e-13,8.8821551530534676e-13,3.1271864792103072e-16,1.3950949331334841e-12
0.003439510092575684,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24093065158115259,0.099832060752373053,0.0,0.099964944409441633,-1.69250149684978e-29,1.4361857984443538e-05,0.0,6.3632382350674481e-05,0.0,6.5525509487248496e-07,1.5866135038436978e-09,8.5650657092980585e-12,1.3386661594435519e-08,0.0,0.0,0.0,-1.0762086983291579e-32,0.0,3.5061881097218029e-05,3.5055588269583073e-05,0.00011401048128169293,7.1278087118785779e-09,6.8383769948913491e-09,4.7561143221945467e-06,2.2383999436234978e-08,5.040689459364384e-09,1.1096040535723426e-07,6.3690513086374096e-13,7.4846315580383182e-17,5.6077075782805429e-13,1.9916660090889964e-17,4.189706214021864e-13,7.0228906776212686e-18,1.4814778641170947e-13,8.9029774494077098e-13,3.1345163243188413e-16,1.3982728324742888e-12
0.0034510630337149972,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24093047191974776,0.099831715538937119,0.0,0.099964944435562808,-1.7210908473930475e-29,1.441255302110618e-05,0.0,6.3815821163196643e-05,0.0,6.5474072727537548e-07,1.594690480932671e-09,8.5802402987939004e-12,1.3401652827556781e-08,0.0,0.0,0.0,-5.8905076059536797e-32,0.0,3.5061733709810839e-05,3.5055562137875679e-05,0.00011421141958149994,7.12220852578624e-09,6.8209284015604537e-09,4.7356288784694612e-06,2.2448511072661713e-08,5.0584785061725202e-09,1.1028321143944397e-07,6.3761768712620932e-13,7.4978230144598683e-17,5.6362505457131931e-13,1.9982934394317322e-17,4.203655520156716e-13,7.0462371183246021e-18,1.4864055440940233e-13,8.9446812405820111e-13,3.149196840917666e-16,1.4046309066375074e-12
0.0034626159748543106,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24093029231078186,0.099831370753060589,0.0,0.099964944461676336,-1.7368415133735133e-29,1.4463286541044402e-05,0.0,6.3998971099506926e-05,0.0,6.5422794309107325e-07,1.6027701216351474e-09,8.5953998820018587e-12,1.341655423241776e-08,0.0,0.0,0.0,1.6385214144721627e-32,0.0,3.5061586480378031e-05,3.5055536013795499e-05,0.00011441215653821153,7.1166255720211773e-09,6.8035700171630029e-09,4.7152862278259322e-06,2.251292099975161e-08,5.0762810342947052e-09,1.096119437265627e-07,6.3832597055758751e-13,7.5110012545807599e-17,5.6648028860333897e-13,2.0049044227550301e-17,4.217570236995648e-13,7.0695256449852372e-18,1.4913210103372251e-13,8.9864635998195926e-13,3.1639049981225654e-16,1.410991958187283e-12
0.003474168915993624,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24093011275635176,0.099831026393823297,0.0,0.099964944487781954,-1.7197367416100238e-29,1.4514058073855534e-05,0.0,6.4181833271541612e-05,0.0,6.5371673543418138e-07,1.6108523775151796e-09,8.6105443975828287e-12,1.3431366687571007e-08,0.0,0.0,0.0,1.9550020427968728e-32,0.0,3.5061439408901133e-05,3.5055509897647518e-05,0.00011461269135369773,7.1110597757075434e-09,6.7863012476380722e-09,4.6950851343621615e-06,2.2577229609116054e-08,5.0940968786562945e-09,1.0894653959114157e-07,6.3903002295313639e-13,7.5241662260031483e-17,5.6933644280972177e-13,2.0114990337183322e-17,4.2314505214703158e-13,7.0927565213498134e-18,1.4962243185116897e-13,9.0283240913440392e-13,3.1786406424832749e-16,1.4173559192262068e-12
0.0034857218571329373,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24092993325852399,0.099830682460304868,0.0,0.099964944513879286,-1.7026316778616005e-29,1.456486715261648e-05,0.0,6.436440878531206e-05,0.0,6.5320709743234061e-07,1.6189372007687832e-09,8.6256737855749642e-12,1.3446091061624632e-08,0.0,0.0,0.0,-1.1859971503871478e-32,0.0,3.5061292495357242e-05,3.505548378973231e-05,0.00011481302324806251,7.105511062109531e-09,6.7691215026340805e-09,4.6750243735665815e-06,2.2641437290280366e-08,5.1119258754043768e-09,1.0828693712712508e-07,6.3972988563416183e-13,7.5373178775261162e-17,5.7219350029951694e-13,2.0180773469418885e-17,4.2452965304314785e-13,7.1159300101592312e-18,1.5011155240015031e-13,9.0702622795051171e-13,3.193403620594565e-16,1.4237227218724839e-12
0.0034972747982722507,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2409297538193349,0.099830338951584635,0.0,0.099964944539968084,-1.7052543295826606e-29,1.4615713313871654e-05,0.0,6.4546698740930393e-05,0.0,6.526990222266664e-07,1.6270245442152229e-09,8.6407879873771314e-12,1.3460728213392967e-08,0.0,0.0,0.0,-2.2530448222020602e-33,0.0,3.5061145739718926e-05,3.5055457690346041e-05,0.00011501315145942301,7.0999793566371888e-09,6.7520301955057809e-09,4.6551027322296229e-06,2.2705544430692714e-08,5.1297678619035284e-09,1.0763307514178939e-07,6.4042559945408615e-13,7.5504561591311861e-17,5.7505144440212961e-13,2.0246394370040837e-17,4.2591084206497809e-13,7.1390463737560856e-18,1.5059946820586743e-13,9.1122777288006481e-13,3.2081937791039317e-16,1.430092298265429e-12
0.003508827739411564,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2409295744407913,0.099829995866741794,0.0,0.099964944566048083,-1.7132774795017744e-29,1.4666596097620583e-05,0.0,6.4728704232635485e-05,0.0,6.5219250297238164e-07,1.6351143612884839e-09,8.655886945732423e-12,1.3475278991778646e-08,0.0,0.0,0.0,5.8778977642199401e-33,0.0,3.506099914195442e-05,3.5055431599780657e-05,0.00011521307524369034,7.0944645848539827e-09,6.7350267433112627e-09,4.635319008355486e-06,2.276955141573335e-08,5.1476226767314661e-09,1.0698489314772277e-07,6.4111720479620544e-13,7.5635810219679295e-17,5.7791025866430802e-13,2.0311853784202959e-17,4.2728863487636309e-13,7.1621058745984196e-18,1.5108618480268563e-13,9.1543700038980247e-13,3.2230109647191701e-16,1.4364645805709184e-12
0.0035319336216901908,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24092921587352092,0.09982931096500465,0.0,0.099964944618180424,-1.7486418871762302e-29,1.4768469709796823e-05,0.0,6.5091866172053506e-05,0.0,6.5118410501398785e-07,1.6513012330752552e-09,8.6860389096986319e-12,1.3504124775417621e-08,0.0,0.0,0.0,2.9958039061227488e-32,0.0,3.5060706419898163e-05,3.505537944625863e-05,0.00011561230664225807,7.0834855454219463e-09,6.7012810904475663e-09,4.5961605605525994e-06,2.2897266450936186e-08,5.1833701517233006e-09,1.0570533066268241e-07,6.4248824926834665e-13,7.5897903016895038e-17,5.8363043292346116e-13,2.0442291129806299e-17,4.3003409444027311e-13,7.2080553366036786e-18,1.5205604247278732e-13,9.2387832911418365e-13,3.2527258044443313e-16,1.4492169917480329e-12
0.0035550395039688175,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24092885757218452,0.09982862774772544,0.0,0.099964944670274003,-1.7369117114622952e-29,1.487048437775137e-05,0.0,6.5453903241014289e-05,0.0,6.501818491078913e-07,1.6674974555799268e-09,8.7161292456870026e-12,1.3532635011118157e-08,0.0,0.0,0.0,-1.1545172778271391e-32,0.0,3.5060414328848852e-05,3.5055327331416532e-05,0.00011601071183870476,7.0725733516684079e-09,6.6678799544047148e-09,4.5575396351168083e-06,2.302458543792361e-08,5.2191670330911765e-09,1.0444777957800099e-07,6.4384333295400621e-13,7.6159453487081598e-17,5.8935389568622275e-13,2.0572091450462175e-17,4.3276615669018957e-13,7.2537804903194011e-18,1.5302116956067798e-13,9.3234986627643804e-13,3.2825469149189996e-16,1.461979413465793e-12
0.003578145386247444,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24092849955179838,0.099827946207536294,0.0,0.099964944722326726,-1.7062375729102376e-29,1.4972636544523827e-05,0.0,6.581482398469313e-05,0.0,6.4918568107249671e-07,1.6837026775636632e-09,8.7461575423867061e-12,1.3560816147840647e-08,0.0,0.0,0.0,-5.1804729365309732e-33,0.0,3.506012286840058e-05,3.5055275257438515e-05,0.00011640828549889795,7.0617274143507049e-09,6.6348188044752172e-09,4.5194470107863646e-06,2.315151138624005e-08,5.2550120726582433e-09,1.0321178058202994e-07,6.451827626348513e-13,7.6420458128257684e-17,5.9508052285356822e-13,2.070126067395456e-17,4.3548494623920129e-13,7.2992834225523054e-18,1.5398161004937862e-13,9.4085126443308282e-13,3.3124730727229402e-16,1.4747513045513934e-12
0.003601251268526071,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24092814182693312,0.099827266337070494,0.0,0.099964944774336401,-1.691942835835512e-29,1.5074922707136051e-05,0.0,6.6174636856863246e-05,0.0,6.4819554701187872e-07,1.6999165568458104e-09,8.7761234084561356e-12,1.3588674487816199e-08,0.0,0.0,0.0,4.8210982168449344e-33,0.0,3.5059832038083008e-05,3.5055223226443856e-05,0.00011680502255287921,7.050947147325038e-09,6.6020931686640112e-09,4.4818736372634063e-06,2.3278047273245748e-08,5.2909040412009382e-09,1.0199688490089608e-07,6.4650683811392395e-13,7.6680913611853462e-17,6.0081019352902933e-13,2.0829804708431878e-17,4.3819058729007294e-13,7.3445662140924815e-18,1.5493740780381633e-13,9.4938217660758128e-13,3.3425030560891789e-16,1.4875321247625047e-12
0.0036243571508046976,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24092778441172355,0.09982658812896418,0.0,0.099964944826300986,-1.6981042124827439e-29,1.5177339416123825e-05,0.0,6.6533350220777395e-05,0.0,6.4721139333268252e-07,1.7161387600589808e-09,8.8060264720237906e-12,1.3616216190048321e-08,0.0,0.0,0.0,-9.7229286976470041e-34,0.0,3.5059541837363264e-05,3.5055171240488459e-05,0.00011720091818820989,7.0402319677300945e-09,6.5696986334346703e-09,4.4448106324070567e-06,2.3404196044426662e-08,5.3268417282843396e-09,1.0080265405835348e-07,6.4781585238242212e-13,7.6940816778342327e-17,6.0654278993208099e-13,2.0957729439489923e-17,4.4088320357317202e-13,7.3896309376776865e-18,1.5588860652278437e-13,9.579422563515814e-13,3.3726356451194964e-16,1.500321334949085e-12
0.0036474630330833244,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24092742731987823,0.099825911575857185,0.0,0.099964944878218526,-1.7076794850770418e-29,1.5279883275053698e-05,0.0,6.6890972350059063e-05,0.0,6.462331667598222e-07,1.7323689624107418e-09,8.8358663801966357e-12,1.3643447273840943e-08,0.0,0.0,0.0,-1.0244639214171266e-33,0.0,3.5059252265647788e-05,3.5055119301566234e-05,0.00011759596784341671,7.0295812961580848e-09,6.5376308434236802e-09,4.408249279438449e-06,2.3529960613707839e-08,5.3628239420923766e-09,9.9628659639828563e-08,6.4911009178410016e-13,7.720016463293879e-17,6.122781973138631e-13,2.108504072767213e-17,4.4356291829459603e-13,7.4344796571946917e-18,1.5683524971347075e-13,9.665311578043495e-13,3.4028696219935807e-16,1.5131183972118702e-12
0.003670568915361951,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24092707056468871,0.099825236670394349,0.0,0.099964944930087049,-1.7082279516969101e-29,1.5382550940024836e-05,0.0,6.7247511429601727e-05,0.0,6.452608143509639e-07,1.7486068474518747e-09,8.8656427985759724e-12,1.36703736220904e-08,0.0,0.0,0.0,7.8934600603131524e-34,0.0,3.5058963322284005e-05,3.5055067411610428e-05,0.00011799016720154051,7.0189945568125327e-09,6.5058855011236458e-09,4.3721810241594684e-06,2.3655343863769533e-08,5.3988495092527324e-09,9.8474483060781302e-08,6.5038983617409261e-13,7.7458954341363189e-17,6.1801630387522637e-13,2.1211744406075497e-17,4.4622985408565282e-13,7.4791144264920523e-18,1.5777738067528084e-13,9.7514853575042688e-13,3.4332037711719007e-16,1.5259227750575012e-12
0.003693674797640578,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24092671415903916,0.099824563405226788,0.0,0.099964944981904724,-1.703440027617221e-29,1.5485339119158171e-05,0.0,6.7602975556476036e-05,0.0,6.4429428350981243e-07,1.7648521068511733e-09,8.8953554107810185e-12,1.3697000984413542e-08,0.0,0.0,0.0,-4.6952549743230472e-35,0.0,3.5058675006562264e-05,3.5055015572495064e-05,0.00011838351218378842,7.0084711776529509e-09,6.4744583665367701e-09,4.3365974721869692e-06,2.3780348646366293e-08,5.4349172746573537e-09,9.7339715339584318e-08,6.516553590672128e-13,7.7717183225675179e-17,6.23757000687093e-13,2.1337846278033613e-17,4.4888413295377099e-13,7.5235372892330626e-18,1.5871504249247208e-13,9.8379404567551925e-13,3.4636368795923858e-16,1.5387339335501729e-12
0.0037167806799192045,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2409263581154153,0.099823891773012804,0.0,0.099964945033669692,-1.7012742700316625e-29,1.5588244572073758e-05,0.0,6.7957372740842857e-05,0.0,6.4333352199831768e-07,1.7811044401766621e-09,8.9250039179803731e-12,1.3723334980352952e-08,0.0,0.0,0.0,-2.1486216805768893e-34,0.0,3.5058387317717418e-05,3.5054963786036161e-05,0.00011877599894329256,6.9980105905278267e-09,6.4433452568015896e-09,4.3014903862048556e-06,2.3904977782648008e-08,5.471026101278764e-09,9.6223956874917432e-08,6.529069277906668e-13,7.7974848760176468e-17,6.2950018161308352e-13,2.1463352115006889e-17,4.5152587623810453e-13,7.5677502776171505e-18,1.5964827800930508e-13,9.9246734382062801e-13,3.4941677368608847e-16,1.5515513394597471e-12
0.0037398865621978312,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24092600244591378,0.099823221766419251,0.0,0.099964945085380202,-1.702784227264514e-29,1.5691264109357681e-05,0.0,6.8310710906871377e-05,0.0,6.4237847794786888e-07,1.7973635546829542e-09,8.9545880384314278e-12,1.3749381102463301e-08,0.0,0.0,0.0,1.1337679177257828e-34,0.0,3.5058100254930661e-05,3.5054912053993182e-05,0.00011916762385897626,6.9876122312965744e-09,6.4125420457949129e-09,4.2668516832363899e-06,2.4029234063482801e-08,5.5071748699827559e-09,9.5126817227544032e-08,6.5414480363036386e-13,7.8231948567384528e-17,6.3524574323432116e-13,2.1588267654659438e-17,4.5415520456906874e-13,7.6117554121186233e-18,1.6057712982203554e-13,1.0011680872345216e-12,3.5247951354358059e-16,1.564374461406335e-12
0.003762992444476458,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24092564716225087,0.099822553378122306,0.0,0.099964945137034564,-1.7044850806805421e-29,1.5794394592019343e-05,0.0,6.8662997893660513e-05,0.0,6.4142909986953608e-07,1.8136291651046096e-09,8.9841075070278674e-12,1.3775144719364499e-08,0.0,0.0,0.0,1.201330857737025e-35,0.0,3.5057813817331124e-05,3.5054860378070255e-05,0.00011955838352952892,6.977275539941135e-09,6.3820446637112497e-09,4.2326734319385659e-06,2.4153120249781185e-08,5.5433624793377084e-09,9.4047914906396115e-08,6.5536924197675492e-13,7.8488480414077647e-17,6.4099358477635176e-13,2.1712598599070608e-17,4.5677223783058806e-13,7.6555547003665802e-18,1.6150164025829924e-13,1.0098959338246112e-12,3.5555178708071259e-16,1.5772027700013744e-12
0.0037860983267550847,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24092529227577134,0.099821886600808638,0.0,0.099964945188631124,-1.704462305182891e-29,1.5897632930940389e-05,0.0,6.9014241456163332e-05,0.0,6.4048533666339134e-07,1.8299009934552609e-09,9.0135620748552194e-12,1.3800631078660699e-08,0.0,0.0,0.0,-3.9880195838442141e-35,0.0,3.5057528003997505e-05,3.5054808759917483e-05,0.0001199482747674894,6.9669999606675441e-09,6.3518490966208806e-09,4.1989478499199489e-06,2.4276639072821114e-08,5.5795878454209485e-09,9.2986877158987331e-08,6.5658049246317677e-13,7.8744442207410751e-17,6.4674360803810951e-13,2.1836350613066444e-17,4.5937709512491932e-13,7.6991501371645484e-18,1.6242185137422393e-13,1.0186505424062726e-12,3.5863347416699295e-16,1.590035737985188e-12
0.0038092042090337114,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24092493779745716,0.099821221427176476,0.0,0.099964945240168288,-1.7036033553296785e-29,1.6000976086316017e-05,0.0,6.9364449266112765e-05,0.0,6.3954713762692738e-07,1.8461787688324435e-09,9.0429515087545496e-12,1.3825845309870832e-08,0.0,0.0,0.0,1.4792075203179714e-35,0.0,3.5057242813959762e-05,3.5054757201132186e-05,0.00012033729459343923,6.9567849419976959e-09,6.3219513860084961e-09,4.1656673010834841e-06,2.4399793234573751e-08,5.6158499016224798e-09,9.1943339766166729e-08,6.5777879910576612e-13,7.8999831991104013e-17,6.524957173228966e-13,2.1959529322692484e-17,4.6196989474044896e-13,7.7425437032797006e-18,1.6333780493239671e-13,1.0274315727506607e-12,3.6172445500926421e-16,1.6028728403610037e-12
0.003832310091312338,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24092458373793604,0.099820557849936445,0.0,0.099964945291644514,-1.703248932760703e-29,1.6104421067089843e-05,0.0,6.9713628912948603e-05,0.0,6.3861445246266213e-07,1.8624622272278853e-09,9.0722755908943208e-12,1.3850792427224555e-08,0.0,0.0,0.0,5.1595834355587374e-36,0.0,3.5056958246200641e-05,3.5054705703260145e-05,0.0001207254402303054,6.9466299368522632e-09,6.2923476282939157e-09,4.1328242929956627e-06,2.4522585408029486e-08,5.6521475984464248e-09,9.0916946841166075e-08,6.5896440043591769e-13,7.925464794170295e-17,6.5824981937129457e-13,2.2082140313814436e-17,4.6455075412220067e-13,7.7857373657456587e-18,1.6424954240417214e-13,1.0362386856310461e-12,3.6482461016800655e-16,1.615713554525424e-12
0.003855415973590965,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24092423010748976,0.099819895861812488,0.0,0.099964945343058317,-1.7035336529040979e-29,1.6207964930383069e-05,0.0,7.0061787904743882e-05,0.0,6.3768723128495491e-07,1.8787511113432103e-09,9.1015341183504864e-12,1.3875477332477996e-08,0.0,0.0,0.0,-6.8701088810668304e-36,0.0,3.5056674299657192e-05,3.5054654267796882e-05,0.00012111270909777398,6.9365344026249807e-09,6.2630339743367154e-09,4.1004114742834567e-06,2.4645018237523883e-08,5.6884799033104862e-09,8.9907350632871742e-08,6.6013752963484578e-13,7.950888836491125e-17,6.6400582329599131e-13,2.2204189130840696e-17,4.6711978984487873e-13,7.8287330764098575e-18,1.6515710494385823e-13,1.0450715428677287e-12,3.6793382057313925e-16,1.6285573603953589e-12
0.0038785218558695916,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24092387691606248,0.099819235455542971,0.0,0.099964945394408214,-1.7038321790195921e-29,1.6311604780918857e-05,0.0,7.0408933669130515e-05,0.0,6.3676542462608422e-07,1.8950451704107715e-09,9.1307269026947117e-12,1.3899904817560331e-08,0.0,0.0,0.0,1.591638977370555e-36,0.0,3.5056390973222396e-05,3.505460289618875e-05,0.00012149909880681306,6.9264978012489899e-09,6.2340066289260637e-09,4.0684216320600864e-06,2.4767094339063384e-08,5.7248458003437428e-09,8.8914211333273619e-08,6.6129841465878722e-13,7.9762551691995533e-17,6.6976364051842178e-13,2.2325681275547428e-17,4.6967711758810066e-13,7.871532772820947e-18,1.6606053340140295e-13,1.0539298073715745e-12,3.7105196753933825e-16,1.6414037405314269e-12
