Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),CH3X(21),CH3OO(77),CH2X(27),CHX(28),CX(26),H2X(49),C2H4(47),C2H6X(52)
1.660121496675962e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229918068464009,0.11866182078693581,0.022821519613524313,0.0,4.4867103757870748e-27,1.0292293428842991e-11,0.0,1.1116842558801757e-17,0.0,1.466555247981068e-07,4.3198088081521938e-34,1.4648397864024285e-07,1.0321776738385696e-23,3.1495135986597916e-32,0.0,0.0,1.7838722718637424e-22,2.3944796273471127e-25,7.9977704620637669e-06,9.6157956666528975e-08,1.3704491412580444e-09,6.8207659725129106e-10,5.5162462663731928e-13,3.1232235987783875e-13,1.7269434930487393e-13,1.3392947515133764e-10,6.5111654375425595e-16,1.699230774193836e-26,1.3658196698417804e-22
1.6715115910338607e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229912577388076,0.11866176493019585,0.022821519588902602,0.0,4.6111086045811154e-27,1.0433987341533402e-11,0.0,1.1346775501433691e-17,0.0,1.4766247742158863e-07,4.4999440561846411e-34,1.4748876435005203e-07,1.0605827851256009e-23,3.2590603560483901e-32,0.0,0.0,1.8208390819174064e-22,2.4762375119278151e-25,8.0526153566353255e-06,9.6207189370066279e-08,1.3821938158389296e-09,6.8530657515381964e-10,5.5698819019762379e-13,3.1380402418088287e-13,1.7351906370382112e-13,1.3558457422651625e-10,6.6459896559973612e-16,1.7689752387915929e-26,1.4036062097463665e-22
1.6829016853917593e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229907086507082,0.1186617090738343,0.022821519565075003,0.0,4.7380757578400163e-27,1.0576649654094317e-11,0.0,1.1579853012539084e-17,0.0,1.4866943801632907e-07,4.6862855872198473e-34,1.4849354677886299e-07,1.0895673612328572e-23,3.3716344424130248e-32,0.0,0.0,1.8583130570068201e-22,2.5601937201099811e-25,8.1074598723336768e-06,9.6254833832437829e-08,1.3939637787953923e-09,6.8852125458108588e-10,5.6235843286994603e-13,3.1527867053442516e-13,1.7433809506620589e-13,1.3724749734237971e-10,6.7826607041359237e-16,1.8410700700716985e-26,1.4421704414625299e-22
1.694291779749658e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229901595815963,0.1186616532178511,0.022821519542016274,0.0,4.8676469575673003e-27,1.0720280360601938e-11,0.0,1.1816096364579203e-17,0.0,1.4967640654473214e-07,4.879002811218584e-34,1.4949832592672209e-07,1.1191391374709895e-23,3.4872981773990733e-32,0.0,0.0,1.89629765133497e-22,2.6463915138279051e-25,8.1623040091616327e-06,9.6300940528446443e-08,1.4057589178016439e-09,6.9172071025101108e-10,5.6773522932018423e-13,3.1674633321361675e-13,1.7515266941178346e-13,1.389182062409054e-10,6.9211911014276583e-16,1.9155773298702123e-26,1.4815229326650644e-22
1.7056818741075565e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229896105309858,0.1186615973622463,0.022821519519701967,0.0,4.9998575641297398e-27,1.0864879455133043e-11,0.0,1.2055526829159051e-17,0.0,1.5068338296938374e-07,5.0782685635481894e-34,1.5050310179367554e-07,1.1493058980701471e-23,3.6061147301916141e-32,0.0,0.0,1.9347963190813287e-22,2.7348746943959663e-25,8.217147767121992e-06,9.6345558377300086e-08,1.4175791185239063e-09,6.9490501651658908e-10,5.7311845657783919e-13,3.182070463238814e-13,1.7596656332818934e-13,1.4059666029437297e-10,7.0615933664614706e-16,1.992560266769495e-26,1.5216743216335882e-22
1.717071968465455e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229890614984025,0.11866154150701987,0.022821519498108372,0.0,5.1347431762552864e-27,1.1010446931764986e-11,0.0,1.2298165677042496e-17,0.0,1.5169036725305089e-07,5.2842591503329578e-34,1.5150787437976926e-07,1.1800754761365232e-23,3.7281481252680981e-32,0.0,0.0,1.9738125144018564e-22,2.825687605255979e-25,8.2719911462175549e-06,9.6388734786628717e-08,1.4294242748244482e-09,6.9807424736766795e-10,5.7850799399178784e-13,3.1966084380897878e-13,1.7677589728177736e-13,1.4228282671116428e-10,7.2038800169458122e-16,2.0720833300768792e-26,1.5626353172411928e-22
1.72617409001647e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522988622764792,0.11866149687192326,0.022821519481355031,0.0,5.2444807828534092e-27,1.1127469831313563e-11,0.0,1.2494385369084552e-17,0.0,1.5249508028946993e-07,5.4538263382857516e-34,1.5231081200778863e-07,1.2051028776676895e-23,3.8280241595548749e-32,0.0,0.0,2.0053657228423768e-22,2.8999634209620708e-25,8.3158176488796731e-06,9.6422232844395256e-08,1.4389079165013188e-09,7.0059607464076273e-10,5.8281937061596555e-13,3.2081766257253583e-13,1.7741734815548667e-13,1.4363580797555026e-10,7.3189480042535042e-16,2.137502292371546e-26,1.5959575424797375e-22
1.7352762115674848e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229881840421737,0.11866145223706825,0.022821519465035859,0.0,5.355967933720076e-27,1.124511113529397e-11,0.0,1.2692678379978042e-17,0.0,1.5329979830218378e-07,5.627896189591775e-34,1.5311374754069542e-07,1.2305243171726754e-23,3.930029407058241e-32,0.0,0.0,2.0372533942219857e-22,2.9757788223686139e-25,8.3596439096009838e-06,9.6454862548805221e-08,1.4484073673233131e-09,7.0310835915184415e-10,5.871346419005852e-13,3.2197010373384719e-13,1.7805788757000896e-13,1.4499367052569088e-10,7.4352337453580188e-16,2.2046193687102274e-26,1.62980920038736e-22
1.7443783331184996e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229877453303263,0.11866140760245489,0.022821519449139759,0.0,5.4692231240048849e-27,1.1363370840684535e-11,0.0,1.2893055563581867e-17,0.0,1.5410452127243867e-07,5.8065635726293938e-34,1.539166809785131e-07,1.2563438592758344e-23,4.0341977334331217e-32,0.0,0.0,2.0694772912467217e-22,3.0531571925256212e-25,8.4034699283829066e-06,9.6486646120954659e-08,1.4579225717329983e-09,7.0561113816404039e-10,5.9145374935911831e-13,3.2311818438575552e-13,1.7869766547674141e-13,1.4635639574313502e-10,7.5527436271330241e-16,2.2734691381848488e-26,1.664195853151402e-22
1.7534804546695145e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229873066290305,0.11866136296808315,0.022821519433655884,0.0,5.5842649460612147e-27,1.148224894446382e-11,0.0,1.3095527773433595e-17,0.0,1.5490924918155334e-07,5.9899248384801297e-34,1.5471961232126474e-07,1.2825655884702426e-23,4.1405633615754809e-32,0.0,0.0,2.1020391766130381e-22,3.1321221395773097e-25,8.4472957052268595e-06,9.6517605227858441e-08,1.4674534777260517e-09,7.0810444879497097e-10,5.9577663538807672e-13,3.242619215570556e-13,1.7933349505774082e-13,1.4772396841831604e-10,7.6714840360932267e-16,2.3440866902148286e-26,1.6991230917316348e-22
1.7625825762205293e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229868679380775,0.11866131833395303,0.022821519418573667,0.0,5.701112089445561e-27,1.1601745443610623e-11,0.0,1.330010586275413e-17,0.0,1.5571398201091886e-07,6.1780778361496721e-34,1.5552254156897364e-07,1.3091936091036538e-23,4.2491608734970783e-32,0.0,0.0,2.1349408130078024e-22,3.2126974976430365e-25,8.4911212401342554e-06,9.6547760995335818e-08,1.4770000290786293e-09,7.1058832801731273e-10,6.0010324325383743e-13,3.2540133220893792e-13,1.7996662451958112e-13,1.4909636897848162e-10,7.7914613583943868e-16,2.4165076291887792e-26,1.7345965358566403e-22
1.771684697771544e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229864292572614,0.11866127370006455,0.022821519403882825,0.0,5.8197833409168543e-27,1.1721860335103969e-11,0.0,1.3506800684452324e-17,0.0,1.5651871974199836e-07,6.3711219277848957e-34,1.5632546872166291e-07,1.3362320453644525e-23,4.3600252122002207e-32,0.0,0.0,2.1681839631082979e-22,3.294907327698394e-25,8.5349465331065071e-06,9.6577134020929193e-08,1.4865621691911373e-09,7.1306281265936698e-10,6.0443351707945674e-13,3.2653643323468664e-13,1.805988924838138e-13,1.5047357733202305e-10,7.9126819798333445e-16,2.4907680791052863e-26,1.7706218340201932e-22
1.7798766071674574e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229860344530282,0.11866123352977148,0.022821519390987383,0.0,5.9281626852404463e-27,1.1830492460407623e-11,0.0,1.3694644799844999e-17,0.0,1.5724298787567246e-07,6.5491268497911071e-34,1.5704810136786055e-07,1.360920967979526e-23,4.4617704267029355e-32,0.0,0.0,2.198396249262195e-22,3.3703137182001976e-25,8.5743890899281517e-06,9.6602917107874382e-08,1.4951813804245074e-09,7.1528184679376348e-10,6.0833385241587932e-13,3.2755435333756754e-13,1.811653670700399e-13,1.5171716231489476e-10,8.0228488374630853e-16,2.559205544760331e-26,1.8035211292276679e-22
1.7880685165633707e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229856396567009,0.11866119335967414,0.022821519378393666,0.0,6.0380486856000027e-27,1.1939625478863209e-11,0.0,1.3884220170411235e-17,0.0,1.5796725995136566e-07,6.7312498772197345e-34,1.5777073231712773e-07,1.3859487183594283e-23,4.5654063544869809e-32,0.0,0.0,2.2288878742568087e-22,3.4470815667051882e-25,8.6138314507845041e-06,9.66280967375422e-08,1.5038131365029311e-09,7.1749332767816928e-10,6.1223707304856335e-13,3.2856880849818204e-13,1.8172939105984618e-13,1.5296461542979797e-10,8.134032594339476e-16,2.6291897753031462e-26,1.8368761830499951e-22
1.796260425959284e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522985244868139,0.11866115318977249,0.022821519366094691,0.0,6.14945523949274e-27,1.204925938826892e-11,0.0,1.4075534707291557e-17,0.0,1.5869153595571313e-07,6.9175666498425145e-34,1.584933615694813e-07,1.4113183442035526e-23,4.6709592264786361e-32,0.0,0.0,2.2596601230639655e-22,3.5252288884882354e-25,8.6532736156765806e-06,9.6652686877493825e-08,1.512457396905557e-09,7.1969728186269627e-10,6.1614313997170315e-13,3.2957981089597142e-13,1.8229200720811948e-13,1.5421592247510793e-10,8.2462379049627751e-16,2.7007482032536173e-26,1.8706911729887943e-22
1.8044523353551974e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229848500872077,0.11866111302006656,0.022821519354083636,0.0,6.2623963081887109e-27,1.2159394186423098e-11,0.0,1.4268596321433073e-17,0.0,1.5941581587539663e-07,7.1081538385878651e-34,1.5921598912493789e-07,1.4370329061938318e-23,4.7784555151241771e-32,0.0,0.0,2.290714280649206e-22,3.604773849846808e-25,8.6927155846054164e-06,9.6676701179022849e-08,1.5211141225815561e-09,7.2189373580412912e-10,6.2005201470992137e-13,3.305873726672073e-13,1.8285292700886935e-13,1.5547107062671623e-10,8.3594694235978033e-16,2.7739086137045903e-26,1.9049702954095813e-22
1.8126442447511107e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229844553137738,0.11866107285055635,0.022821519342353821,0.0,6.3768859167304053e-27,1.2270029871124225e-11,0.0,1.4463412923592083e-17,0.0,1.6014009969714434e-07,7.3030891547278012e-34,1.5993861498351414e-07,1.4630954779864925e-23,4.8879219354968944e-32,0.0,0.0,2.3220516319717849e-22,3.6857347686147452e-25,8.7321573575720278e-06,9.6700152984023501e-08,1.5297832747560298e-09,7.2408271586625429e-10,6.2396365931102163e-13,3.3159150590592635e-13,1.8341172429519416e-13,1.567300472442678e-10,8.473731804273948e-16,2.8486991471008714e-26,1.9397177655396688e-22
1.820836154147024e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229840605477056,0.11866103268124184,0.022821519330898727,0.0,6.4929381539323569e-27,1.2381166440170949e-11,0.0,1.4659992424336682e-17,0.0,1.6086438740773072e-07,7.5024513591029941e-34,1.6066123914522677e-07,1.4895091462038307e-23,4.9993854464041148e-32,0.0,0.0,2.3536734619846697e-22,3.7681301146748144e-25,8.7715989345774382e-06,9.6723055331710291e-08,1.5384648140991289e-09,7.262642483201873e-10,6.2787803633884272e-13,3.3259222266387789e-13,1.8396866563810166e-13,1.579928390406001e-10,8.5890297007851885e-16,2.9251483020254749e-26,1.9749378174660672e-22
1.8290280635429373e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229836657888778,0.11866099251212303,0.022821519319711998,0.0,6.6105671723807403e-27,1.2492803891362053e-11,0.0,1.4858342734049347e-17,0.0,1.6158867899397633e-07,7.7063202713948353e-34,1.6138386161009227e-07,1.5162770104259839e-23,5.1128732514942272e-32,0.0,0.0,2.3855810556345393e-22,3.8519785104697574e-25,8.8110403156226741e-06,9.6745420965175156e-08,1.5471587015486156e-09,7.2843835934469765e-10,6.3179510886623515e-13,3.3358953495014163e-13,1.8452388729635151e-13,1.5925943290463205e-10,8.705367766690104e-16,3.003284937994774e-26,2.0106347041334002e-22
1.8372199729388506e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229832710371642,0.11866095234319993,0.022821519308787397,0.0,6.7297871884329685e-27,1.2604942222496489e-11,0.0,1.505847176292943e-17,0.0,1.6231297444274769e-07,7.9147767794397019e-34,1.621064823781273e-07,1.5434021831827323e-23,5.2284128003636789e-32,0.0,0.0,2.4177756978617921e-22,3.9372987315119984e-25,8.8504815007087502e-06,9.6767262337811317e-08,1.5558648984741886e-09,7.3060507502653379e-10,6.3571484046814052e-13,3.345834547314734e-13,1.8507723041185409e-13,1.6052981606600807e-10,8.8227506553118779e-16,3.08313827826156e-26,2.0468126973418219e-22
1.845411882334764e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229828762924451,0.11866091217447253,0.02282151929811883,0.0,6.8506124822173087e-27,1.2717581431373331e-11,0.0,1.5260387420995708e-17,0.0,1.6303727374095704e-07,8.1279028485788745e-34,1.6282910144934836e-07,1.5708877899452895e-23,5.3460317896640112e-32,0.0,0.0,2.4502586736005379e-22,4.0241097068922298e-25,8.8899224898366864e-06,9.6788591619624883e-08,1.5645833662301892e-09,7.3276442136074644e-10,6.3963719521475873e-13,3.3557399393277828e-13,1.8562868782155807e-13,1.618039756481253e-10,8.9411830197383208e-16,3.1647379126247064e-26,2.0834760877449418e-22
1.8536037917306772e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522982481554601,0.11866087200594083,0.022821519287700362,0.0,6.9730573976324716e-27,1.2830721515791822e-11,0.0,1.5464097618088898e-17,0.0,1.6376157687556242e-07,8.3457815310438387e-34,1.6355171882377193e-07,1.5987369691181212e-23,5.4657581642088661e-32,0.0,0.0,2.4830312677786011e-22,4.1124305197868742e-25,8.9293632830075025e-06,9.6809420703430308e-08,1.5733140662079937e-09,7.3491642425101141e-10,6.4356213766479883e-13,3.3656116443708135e-13,1.861783511858586e-13,1.6308189872084545e-10,9.060669512821876e-16,3.2481138002453785e-26,2.1206291848477573e-22
1.8617957011265905e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522982086823516,0.11866083183760484,0.022821519277526178,0.0,7.0971363423472073e-27,1.294436247355135e-11,0.0,1.5669610263874114e-17,0.0,1.6448588383356727e-07,8.5684969753800312e-34,1.6427433450141447e-07,1.6269528720307582e-23,5.5876201180810004e-32,0.0,0.0,2.5160947653175225e-22,4.2022804079643482e-25,8.9688038802222133e-06,9.6829761210919258e-08,1.5820569600376292e-09,7.3706110950994979e-10,6.4748963285882377e-13,3.3754497808549843e-13,1.8672620889531851e-13,1.6436357250242933e-10,9.1812147871796352e-16,3.333296272470361e-26,2.1582763170045921e-22
1.869987610522504e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229816920990767,0.11866079166946455,0.022821519267590608,0.0,7.2228637877999372e-27,1.3058504302451439e-11,0.0,1.5876933267843305e-17,0.0,1.652101946020203e-07,8.7961344359104973e-34,1.6499694848229241e-07,1.6555386629296276e-23,5.7116460957392937e-32,0.0,0.0,2.5494504511325597e-22,4.2936787642900564e-25,9.0082442814818385e-06,9.6849624498602553e-08,1.59081200950171e-09,7.3919850285944957e-10,6.5141964631268951e-13,3.385254466775216e-13,1.8727223165725498e-13,1.6564898427379146e-10,9.302823495193348e-16,3.4203160356627476e-26,2.1964218314170347e-22
1.878179519918417e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229812973811728,0.11866075150151997,0.022821519257888091,0.0,7.3502542691983171e-27,1.3173147000291771e-11,0.0,1.6086074539317737e-17,0.0,1.6593450916801553e-07,9.0287802822384097e-34,1.6571956076642212e-07,1.6844975189698938e-23,5.8378647931257634e-32,0.0,0.0,2.5830996101326858e-22,4.3866451372301783e-25,9.0476844867873896e-06,9.6869021663632409e-08,1.5995791764618146e-09,7.4132862993098249e-10,6.553521440110749e-13,3.3950258197125166e-13,1.8781644564613638e-13,1.6693812130519122e-10,9.4255002890094311e-16,3.5092041740397563e-26,2.2350700941318911e-22
1.894563338710244e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522980507964538,0.11866067116621788,0.022821519239160676,0.0,7.6100827995065506e-27,1.3403934993992622e-11,0.0,1.6509843521228131e-17,0.0,1.67383149641233e-07,9.5094482444781284e-34,1.6716478024450223e-07,1.7435471995900637e-23,6.0969963949090258e-32,0.0,0.0,2.651283487292676e-22,4.5773609078335901e-25,9.1265643095403283e-06,9.690646075138589e-08,1.6171497110666603e-09,7.4556718731586678e-10,6.6322445838624535e-13,3.4144689948956858e-13,1.8889947107710401e-13,1.6952752053318581e-10,9.6740767414578404e-16,3.6927118195800584e-26,2.3138924228699238e-22
1.910947157502071e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229797185727783,0.1186605908316986,0.022821519221302034,0.0,7.876739490303136e-27,1.3636726437054266e-11,0.0,1.6940980480852063e-17,0.0,1.6883180515086906e-07,1.0011214488061444e-33,1.6860999293578514e-07,1.8041275889977614e-23,6.3652495626959287e-32,0.0,0.0,2.7206566759436116e-22,4.7745872385871597e-25,9.205443348489132e-06,9.6942162278113753e-08,1.6347682615164322e-09,7.4977698492012825e-10,6.7110631299792128e-13,3.433780238810786e-13,1.8997539364620444e-13,1.7213166933970168e-10,9.926981356990113e-16,3.8840755481915514e-26,2.3947786084199815e-22
1.927330976293898e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229789292050943,0.11866051049796206,0.022821519204272153,0.0,8.1503429189018515e-27,1.3871521311879411e-11,0.0,1.737954868685699e-17,0.0,1.7028047559528569e-07,1.053481109787413e-33,1.7005519884040063e-07,1.8662645683184913e-23,6.642863030330191e-32,0.0,0.0,2.7912294551310926e-22,4.9784861699623407e-25,9.2843216036418865e-06,9.697620625177476e-08,1.6524345277299976e-09,7.5395822457287981e-10,6.7899745196100348e-13,3.4529604773176211e-13,1.9104418802960325e-13,1.7475046771878126e-10,1.0184251344307033e-15,4.0835579273998261e-26,2.4777642573766115e-22
1.943714795085725e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229781398607227,0.11866043016500832,0.022821519188032859,0.0,8.4310126828863078e-27,1.4108319600873071e-11,0.0,1.782561140540508e-17,0.0,1.7172916087355335e-07,1.1080988928544878e-33,1.7150039795847792e-07,1.9299842244372742e-23,6.9300796616581391e-32,0.0,0.0,2.8630121038002166e-22,5.1892222800012615e-25,9.3631990750066709e-06,9.7008669050722023e-08,1.6701482116364223e-09,7.5811110668683059e-10,6.8689762629973235e-13,3.4720106297806453e-13,1.9210592463712176e-13,1.7738381627074329e-10,1.0445923908345285e-15,4.2914278451829364e-26,2.5628852776630586e-22
1.960098613877552e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229773505389376,0.11866034983283734,0.022821519172547683,0.0,8.7188694000972004e-27,1.4347121286442576e-11,0.0,1.8279231900225896e-17,0.0,1.7317786088544551e-07,1.1650517917750163e-33,1.729455902901457e-07,1.9953128497397572e-23,7.2271464859526515e-32,0.0,0.0,2.9360149007955801e-22,5.4069627001520925e-25,9.4420757625915404e-06,9.7039623583142185e-08,1.6879090172490407e-09,7.6223583026822353e-10,6.9480659376101356e-13,3.4909316091126204e-13,1.9316068077074438e-13,1.8003161628609939e-10,1.0712036250277857e-15,4.5079606024404011e-26,2.6501778784670841e-22
1.9764824326693788e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229765612390466,0.11866026950144913,0.022821519157781835,0.0,9.0140347086195827e-27,1.4587926350997556e-11,0.0,1.874047343268778e-17,0.0,1.7462657553143444e-07,1.224418740188717e-33,1.7439077583553214e-07,2.0622769418538895e-23,7.5343147333369741e-32,0.0,0.0,3.0102481248612985e-22,5.6318771310320896e-25,9.5209516664045385e-06,9.7069139440151349e-08,1.7057166507006128e-09,7.6633259292670546e-10,7.0272411863263296e-13,3.5097243218186804e-13,1.942084907900863e-13,1.826937697904969e-10,1.0982625567514425e-15,4.7334380058787631e-26,2.7396785701771329e-22
1.9928662514612058e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229757719603858,0.11866018917084366,0.022821519143702111,0.0,9.3166312667701215e-27,1.4830734776949927e-11,0.0,1.920939926186803e-17,0.0,1.7607530471268591e-07,1.2862806434115999e-33,1.7583595459476473e-07,2.1309032033921695e-23,7.8518398702084038e-32,0.0,0.0,3.0857220546410162e-22,5.8641378581186057e-25,9.5998267864537119e-06,9.7097283042736233e-08,1.7235708201720281e-09,7.7040159088513051e-10,7.1064997156624978e-13,3.5283896680422704e-13,1.9524940283595857e-13,1.8537017948313658e-10,1.1257729053701742e-15,4.968148461310534e-26,2.8314241643188427e-22
2.0092500702530327e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229749827023213,0.11866010884102092,0.022821519130276805,0.0,9.6267827530843715e-27,1.507554654671389e-11,0.0,1.9686072644621719e-17,0.0,1.7752404833105469e-07,1.3507204104837068e-33,1.7728112656797052e-07,2.2012185416944582e-23,8.1799816346618523e-32,0.0,0.0,3.1624469686779178e-22,6.1039197673664179e-25,9.6787011227470786e-06,9.712411778253486e-08,1.7414712358819425e-09,7.7444301898929156e-10,7.1858392940520397e-13,3.5469285416101868e-13,1.9628347472178548e-13,1.8806074873605727e-10,1.1537383898724023e-15,5.2123870673751405e-26,2.9254517734919101e-22
2.0256338890448597e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229741934642531,0.1186600285119809,0.02282151911747568,0.0,9.9446138663040409e-27,1.5322361642705895e-11,0.0,2.0170556835649339e-17,0.0,1.7897280628907994e-07,1.4178229864628535e-33,1.7872629175527599e-07,2.273250068571381e-23,8.5190040719132791e-32,0.0,0.0,3.2404331454147371e-22,6.3514003607509415e-25,9.7575746752926483e-06,9.714970415659579e-08,1.7594176100919221e-09,7.784570707175861e-10,7.2652577501706648e-13,3.5653418300764004e-13,1.9731075441858694e-13,1.9076538160886089e-10,1.182162728870335e-15,5.4664557096826364e-26,3.0217988113072997e-22
2.0420177078366866e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229734042456038,0.11865994818372363,0.022821519105269861,0.0,1.0270250325364269e-26,1.5571180047344658e-11,0.0,2.0662915087563106e-17,0.0,1.8042157848998032e-07,1.4876753849616573e-33,1.8017145015680718e-07,2.347025100048294e-23,8.8691755697229758e-32,0.0,0.0,3.3196908631937707e-22,6.6067597717386186e-25,9.8364474440984338e-06,9.7174099896417267e-08,1.777409657082422e-09,7.8244393819061211e-10,7.344752971307508e-13,3.5836304147659944e-13,1.9833128981120098e-13,1.9348398283420032e-10,1.2110496406000024e-15,5.730663155371446e-26,3.1205029923247931e-22
2.0584015266285136e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229726150458249,0.11865986785624906,0.022821519093631802,0.0,1.0603818869380874e-26,1.5822001743051124e-11,0.0,2.116321065095214e-17,0.0,1.8187036483764954e-07,1.5603667209250065e-33,1.8161660177268935e-07,2.4225711561097981e-23,9.2307688938186907e-32,0.0,0.0,3.4002304002568932e-22,6.8701807806857508e-25,9.915319429172421e-06,9.7197360091556402e-08,1.795447093135391e-09,7.8640381218069533e-10,7.4243229017800118e-13,3.6017951708191346e-13,1.9934513192583637e-13,1.9621645780982896e-10,1.2404028429213001e-15,6.0053251480713663e-26,3.2216023319908679e-22
2.0747853454203405e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229718258643931,0.11865978752955722,0.022821519082535231,0.0,1.0945447257637658e-26,1.607482671224848e-11,0.0,2.1671506774446405e-17,0.0,1.8331916523665147e-07,1.6359882436477139e-33,1.8306174660304755e-07,2.4999159604448164e-23,9.6040612233186271e-32,0.0,0.0,3.4820620347455605e-22,7.1418488301661991e-25,9.9941906305225991e-06,9.7219537308004256e-08,1.8135296365252596e-09,7.9033688212135301e-10,7.5039655413914215e-13,3.6198369672344601e-13,2.0035232987300321e-13,1.9896271259896819e-10,1.2702260533180242e-15,6.2907645032678389e-26,3.3251351465768998e-22
2.0911691642121674e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229710367008052,0.11865970720364806,0.022821519071955065,0.0,1.129526426957366e-26,1.6329654937362121e-11,0.0,2.2187866704779519e-17,0.0,1.8476797959221588e-07,1.7146333700332618e-33,1.8450688464800601e-07,2.5790874401922119e-23,9.989334186154277e-32,0.0,0.0,3.5651960447008287e-22,7.4219520402280709e-25,1.0073061048156942e-05,9.7240681701484905e-08,1.8316570075040522e-09,7.9424333611669022e-10,7.5836789439301017e-13,3.6377566669120619e-13,2.0135293176374128e-13,2.0172265392473385e-10,1.3005229888979116e-15,6.5873112040657088e-26,3.431140053117674e-22
2.1075529830039944e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229702475545897,0.11865962687852162,0.022821519061867371,0.0,1.1653399704770428e-26,1.658648640081967e-11,0.0,2.2712353686850318e-17,0.0,1.8621680781023352e-07,1.7963977180937593e-33,1.8595201590768868e-07,2.6601137256869513e-23,1.0386873894493071e-31,0.0,0.0,3.6496427080633602e-22,7.7106812235796942e-25,1.0151930682083414e-05,9.7260841125860565e-08,1.8498289282859889e-09,7.9812336095072801e-10,7.6634612157095846e-13,3.655555126696317e-13,2.0234698623936286e-13,2.0449618916398285e-10,1.3312973663926778e-15,6.8953024973492022e-26,3.5396559693502292e-22
2.1239368017958213e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229694584252883,0.11865954655417785,0.022821519052249332,0.0,1.2019984382939308e-26,1.6845321085050926e-11,0.0,2.3245030963783428e-17,0.0,1.8766564979725198e-07,1.8813791406903187e-33,1.873971403822188e-07,2.7430231502068088e-23,1.0796970980160906e-31,0.0,0.0,3.7354123026734401e-22,8.008229900705516e-25,1.0230799532309971e-05,9.7280061236848641e-08,1.868045123034695e-09,8.0197714209666849e-10,7.7433105141481589e-13,3.6732331974184468e-13,2.0333454148460163e-13,2.0728322634370807e-10,1.3625529021580577e-15,7.2150829903331464e-26,3.6507221136529908e-22
2.1403206205876483e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229686693124682,0.11865946623061674,0.022821519043079164,0.0,1.239515014390871e-26,1.7106158972487891e-11,0.0,2.3785961776988532e-17,0.0,1.8911450546047081e-07,1.9696777595130722e-33,1.8884225807171923e-07,2.8278442497196033e-23,1.121992063006442e-31,0.0,0.0,3.8225151062709851e-22,8.3147943149125247e-25,1.0309667598844564e-05,9.7298385591249428e-08,1.8863053178496833e-09,8.0580486372609461e-10,7.8232250463868587e-13,3.6907917239386778e-13,2.0431564507012373e-13,2.1008367413663656e-10,1.3942933121738419e-15,7.5470047475006114e-26,3.7643780049852141e-22
