Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),H2OX(23),C2H6X(52),CH3OO(77),CH2X(27),CHX(28),CX(26),OCX(25),COX(50),C2H4(47),H2X(49),C2H4X(65),CH4OX(60)
1.5664778568601013e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32898919614576322,0.11291335468549617,0.021408002100772587,0.0,8.620811635376073e-07,2.7149700073404242e-06,1.2768500308482006e-06,8.9117508086633244e-10,2.7811852102668798e-23,1.2984066944968728e-05,3.4785339588244555e-21,1.6072342947175713e-08,8.4758325606563583e-17,4.2436701539904407e-10,2.4833683959052972e-17,1.1439254624996938e-19,4.8568220506966073e-09,1.7034359514408583e-16,0.0057422592031512567,0.0028249322242716447,3.5390811033685837e-08,5.0401734886247858e-08,1.0998283947423129e-05,4.5749642668856567e-11,2.2810906171161245e-12,2.1496809329435906e-09,1.6208114332926624e-11,3.2784180040934285e-08,1.8671119947039299e-08,1.9643065849803871e-14,1.0350517511730846e-12,6.7831615189673017e-20,4.0029720126131695e-08,5.0951569933206664e-23,7.2444730750953064e-15
1.573499327423469e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32897725284689044,0.11291343430035738,0.02140193803663689,0.0,8.7890113714935749e-07,2.75385137051599e-06,1.2886507887396102e-06,9.10026362046087e-10,2.8371134373307928e-23,1.309235749121798e-05,3.6192660747063062e-21,1.615606263377871e-08,8.7106112361063608e-17,4.3234689470561576e-10,2.5201974275101456e-17,1.1597955470276054e-19,4.9209591546306382e-09,1.7574722198456408e-16,0.0057420591007211067,0.0028370312084422403,3.5561981396722487e-08,5.0817426736495175e-08,1.1041369321232753e-05,4.6616073589673269e-11,2.3295847790296461e-12,2.1670230355606976e-09,1.6337607496009962e-11,3.2934356027824996e-08,1.8682777540348387e-08,1.9791479674066332e-14,1.0445800503609987e-12,6.9985504832211436e-20,4.0611728626737326e-08,5.256594455965138e-23,7.3804395448585349e-15
1.5805207979868368e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32896531461510398,0.11291351362766511,0.021395876130163125,0.0,8.959350946874854e-07,2.7929855909477805e-06,1.3005093651950366e-06,9.2919151686513222e-10,2.8939060653037701e-23,1.3201061766901391e-05,3.7650921155791896e-21,1.6239632633181931e-08,8.9509375567069088e-17,4.4043136748291338e-10,2.5573741426233754e-17,1.1758169843276314e-19,4.9855196866351517e-09,1.8130023015245513e-16,0.0057418588141149056,0.0028491256045726355,3.5733285253222903e-08,5.1233376428045182e-08,1.1084156291091815e-05,4.7493019990675917e-11,2.3788897986215549e-12,2.1844238631828595e-09,1.6466923890233867e-11,3.3083796401686034e-08,1.8694426244035081e-08,1.9940457817881973e-14,1.0541545390173448e-12,7.2198997278065126e-20,4.119761297063548e-08,5.4224881019680278e-23,7.5181818704382626e-15
1.586840121493868e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32895457452710042,0.11291358476720016,0.021390422258259371,0.0,9.1144938973405927e-07,2.8284210619269627e-06,1.3112315503341074e-06,9.4671165959937935e-10,2.9457658434056913e-23,1.3299248976079566e-05,3.9008252621036622e-21,1.631471490473196e-08,9.1720639102412588e-17,4.4779740668956791e-10,2.5911311025266596e-17,1.1903663863715813e-19,5.0439850519606767e-09,1.8642856858900921e-16,0.0057416784082201236,0.0028600066392736982,3.5887572659560342e-08,5.1607942396469424e-08,1.1122410734364771e-05,4.8291295356733174e-11,2.4239657364614236e-12,2.2001347114394887e-09,1.6583152800153523e-11,3.3217665829562564e-08,1.8704902332081612e-08,2.0075020778248475e-14,1.0628110924143043e-12,7.4243263154489999e-20,4.1728199586722334e-08,5.5756890579559479e-23,7.6436781741461818e-15
1.593159445000899e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32894383852191034,0.11291365565711249,0.021384970132427131,0.0,9.2713845126193395e-07,2.8640585089986883e-06,1.3220006269318207e-06,9.6449190992508564e-10,2.9983394958447239e-23,1.3397770603099709e-05,4.0409379872834665e-21,1.6389670860809062e-08,9.3978515631798905e-17,4.5524925801534878e-10,2.6251708786248752e-17,1.2050396927158169e-19,5.1027912539482868e-09,1.9168337383158971e-16,0.0057414978704757756,0.0028708839594518386,3.604196782024044e-08,5.1982700302832185e-08,1.1160425930977782e-05,4.9098149130865874e-11,2.4697136731407097e-12,2.2158929287817593e-09,1.6699229916488132e-11,3.3350943320178226e-08,1.8715370955718357e-08,2.0210041095258901e-14,1.0715050993970301e-12,7.6337991221639881e-20,4.2261882420183551e-08,5.7326623092687688e-23,7.7706312634823582e-15
1.59947876850793e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32893310658983793,0.11291372629003894,0.02137951975189328,0.0,9.4300295074906101e-07,2.8998965778262338e-06,1.3328166224452549e-06,9.8253507751074512e-10,3.0516335494621637e-23,1.3496626315136697e-05,4.1855550534367014e-21,1.6464498162168681e-08,9.6283816607879765e-17,4.6278743801934744e-10,2.65949401875321e-17,1.2198375255722919e-19,5.1619372664242939e-09,1.9706730696647439e-16,0.0057413172085426407,0.0028817575659627493,3.6196470557014947e-08,5.2357642465275452e-08,1.1198203086838098e-05,4.9913609670635365e-11,2.5161408860065072e-12,2.2316984214966783e-09,1.6815151380204714e-11,3.3483630877969209e-08,1.8725831998878007e-08,2.0345518892778555e-14,1.0802365787923817e-12,7.8484244361091518e-20,4.2798640824713221e-08,5.8934870737518543e-23,7.8990498180804494e-15
1.605798092014961e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32892237872148866,0.11291379665894677,0.021374071115885393,0.0,9.590435531586217e-07,2.935933908381097e-06,1.3436795641978224e-06,1.0008439907214727e-09,3.1056545517861554e-23,1.3595815779475006e-05,4.3348043027438421e-21,1.6539194509056752e-08,9.8637364525452321e-17,4.7041246300419646e-10,2.6941010600125869e-17,1.2347605086736647e-19,5.2214220557333607e-09,2.0258307531861985e-16,0.0057411364297509431,0.002892627459667126,3.6351080691326935e-08,5.2732761408693635e-08,1.1235743432148791e-05,5.0737705037049701e-11,2.5632547007275266e-12,2.2475510959706606e-09,1.6930913471573041e-11,3.3615730595622347e-08,1.8736285355261055e-08,2.0481454294563803e-14,1.0890055493187821e-12,8.0683103942218917e-20,4.3338454051711699e-08,6.0582439419005372e-23,8.0289425121446945e-15
1.6121174155219922e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32891165490775531,0.11291386675711938,0.021368624223631772,0.0,9.7526091703067636e-07,2.9721691353873533e-06,1.3545894793817404e-06,1.0194214966594533e-09,3.1604090708260108e-23,1.3695338663507143e-05,4.4888167212186796e-21,1.6613757641197457e-08,1.0103999302714784e-16,4.7812484902654624e-10,2.7289925288918137e-17,1.2498092672776682e-19,5.2812445810778502e-09,2.0823343307871603e-16,0.0057409555411146564,0.0029034936414305914,3.6505798044292767e-08,5.3108049861828575e-08,1.1273048220319204e-05,5.1570463000045067e-11,2.6110624913947716e-12,2.2634508586891906e-09,1.7046512606303538e-11,3.3747244656727199e-08,1.8746730922771572e-08,2.0617847425765141e-14,1.0978120295881862e-12,8.2935670073189835e-20,4.3881301257393891e-08,6.2270148954053119e-23,8.1603180146303859e-15
1.6184367390290232e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.328900935139807,0.11291393657814289,0.021363179074361423,0.0,9.9165569457474338e-07,3.0086008887548001e-06,1.365546395060483e-06,1.0382704612041026e-09,3.215903694869117e-23,1.379519463473204e-05,4.6477265041024491e-21,1.6688185337759757e-08,1.034925470098347e-16,4.8592511190775852e-10,2.7641689413913031e-17,1.2649844281714935e-19,5.3414037948494666e-09,2.1402118193824168e-16,0.0057407745493449815,0.0029143561121236193,3.6660622436685882e-08,5.3483500754032863e-08,1.1310118726903067e-05,5.2411911043778406e-11,2.6595716806214543e-12,2.2793976162364688e-09,1.7161945334118713e-11,3.3878175331864399e-08,1.8757168604528458e-08,2.0754698412635636e-14,1.1066560381080668e-12,8.5243061855169146e-20,4.4427161509729115e-08,6.3998833259286133e-23,8.2931849894279381e-15
1.6247560625360543e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32889021940907592,0.11291400611589288,0.021357735667304045,0.0,1.0082285317625471e-06,3.0452277940061773e-06,1.376550338172023e-06,1.0573937690520877e-09,3.2721450322792289e-23,1.3895383360753361e-05,4.8116711220217213e-21,1.6762475417313907e-08,1.0599588273141684e-16,4.9381376724465974e-10,2.7996308031472828e-17,1.2802866196761664e-19,5.4018986429568078e-09,2.1994917172862339e-16,0.0057405934608634451,0.0029252148726214709,3.6815553688924742e-08,5.3859107212232083e-08,1.1346956248551737e-05,5.3262076371295969e-11,2.7087897396425126e-12,2.295391275295051e-09,1.727720833863344e-11,3.400852497105445e-08,1.8767598312713997e-08,2.0892007381391397e-14,1.1155375932841133e-12,8.760641763816641e-20,4.4976013795292098e-08,6.5769340539724485e-23,8.4275520955480105e-15
1.6310753860430853e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32887950770724678,0.11291407536452222,0.021352294001690034,0.0,1.0249800684214953e-06,3.0820484726939177e-06,1.3876013355316512e-06,1.0767943237570787e-09,3.3291397112972454e-23,1.3995904509277803e-05,4.9807913884891709e-21,1.683662573776936e-08,1.0855086791829213e-16,5.0179133042049024e-10,2.8353786095575662e-17,1.2957164716509368e-19,5.4627280651457151e-09,2.2602030106784528e-16,0.0057404122818143014,0.0029360699238041082,3.6970591621056401e-08,5.4234862558148342e-08,1.1383562101977463e-05,5.4120985910209774e-11,2.7587241884134119e-12,2.3114317426454829e-09,1.7392298432797465e-11,3.413829600565724e-08,1.8778019963399502e-08,2.1029774459612748e-14,1.1244567134224758e-12,9.0026895279869802e-20,4.552783702595624e-08,6.7582533479974562e-23,8.5634279873100726e-15
1.6373947095501164e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32886880002624541,0.11291414431844889,0.021346854076750445,0.0,1.0419109383282786e-06,3.1190615428098308e-06,1.3986994138342279e-06,1.0964750477693367e-09,3.3868943798436375e-23,1.4096757748113344e-05,5.1552315283234521e-21,1.6910634196301203e-08,1.1115838187327527e-16,5.0985831661591281e-10,2.8714128459077242e-17,1.3112746154976607e-19,5.5238909953147592e-09,2.3223751801196171e-16,0.0057402310180765187,0.0029469212665561278,3.7125736052740678e-08,5.4610760304815309e-08,1.1419937622937359e-05,5.4988666318465823e-11,2.8093825957084898e-12,2.3275189251659299e-09,1.7507212556863849e-11,3.4267490944361701e-08,1.8788433477840424e-08,2.1167999775857717e-14,1.13341341673154e-12,9.2505672406444528e-20,4.6082610045480592e-08,6.9439289437073138e-23,8.700821314531571e-15
1.6437140330571475e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32885809635822921,0.11291421297234473,0.021341415891717022,0.0,1.0590217693028224e-06,3.1562656191846096e-06,1.4098445996574989e-06,1.1164388824750395e-09,3.4454157053233448e-23,1.4197942745167442e-05,5.3351392473955256e-21,1.698449872925942e-08,1.1381931558415933e-16,5.18015240820119e-10,2.9077339874985768e-17,1.3269616841651984e-19,5.5853863618237312e-09,2.3860382071385924e-16,0.0057400496752751298,0.0029577689017666752,3.7280986803246317e-08,5.498679415313266e-08,1.1456084165239291e-05,5.5865143987893144e-11,2.8607725792186175e-12,2.3436527298317943e-09,1.7621947779523757e-11,3.4396112367095935e-08,1.8798838784775102e-08,2.1306683458739448e-14,1.1424077213247342e-12,9.5043946676237268e-20,4.6640311635942665e-08,7.1340500634719288e-23,8.8397407227190026e-15
1.6500333565641785e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32884739669557639,0.11291428132112445,0.021335979445822165,0.0,1.0763131833023681e-06,3.1936593138797429e-06,1.4210369194644316e-06,1.1366887882354322e-09,3.5047103744325153e-23,1.4299459168445187e-05,5.5206658033823609e-21,1.7058217312066641e-08,1.165345718327696e-16,5.262626178420268e-10,2.9443424997740743e-17,1.3427783121538067e-19,5.6472130877968999e-09,2.451222580873323e-16,0.0057398682587921704,0.0029686128303293754,3.7436343691437705e-08,5.536295798952627e-08,1.1492003099755049e-05,5.6750445049705654e-11,2.9129018056483568e-12,2.3598330637153294e-09,1.7736501293011834e-11,3.4524162925723808e-08,1.880923581692694e-08,2.1445825638158392e-14,1.1514396452224326e-12,9.764293604560936e-20,4.7200920524055984e-08,7.3287074359283191e-23,8.9801948532607562e-15
1.6563526800712096e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32883670103087742,0.1129143493599353,0.021330544738298908,0.0,1.0937857965158326e-06,3.2312412365697289e-06,1.4322763996056144e-06,1.1572277444257341e-09,3.5647850929676077e-23,1.4401306686047468e-05,5.7119660778064685e-21,1.713178795910065e-08,1.1930506530462102e-16,5.3460096232159936e-10,2.9812388384499405e-17,1.3587251355195409e-19,5.709370091419623e-09,2.517959304780689e-16,0.0057396867737771083,0.0029794530531422484,3.7591806535751768e-08,5.5739245882508112e-08,1.1527695813458206e-05,5.764459538239404e-11,2.9657779908124791e-12,2.3760598339852537e-09,1.7850870408506312e-11,3.4651645340251336e-08,1.8819624511923968e-08,2.1585426445013444e-14,1.1605092063537142e-12,1.0030387903754039e-19,4.7764415387340107e-08,7.527993315897448e-23,9.1221923436214218e-15
1.6626720035782407e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32882600935692546,0.11291441708414694,0.021325111768380957,0.0,1.1114402194578005e-06,3.2690099949164431e-06,1.4435630663221363e-06,1.1780587494738536e-09,3.6256465856364529e-23,1.450348496616906e-05,5.9091986491435077e-21,1.7205208723565482e-08,1.2213172269908252e-16,5.4303078874108243e-10,3.0184234496426493e-17,1.3748027918786524e-19,5.7718562862295447e-09,2.5862799034020252e-16,0.005739505225156853,0.002990289571107634,3.7747375154205138e-08,5.611565207815559e-08,1.156316370848061e-05,5.8547620613156874e-11,3.0194088997319678e-12,2.3923329479063536e-09,1.7965052559934658e-11,3.4778562394127953e-08,1.8830004813641418e-08,2.1725486010245367e-14,1.1696164225588446e-12,1.0302803501246151e-19,4.8330774860170844e-08,7.7320015043289796e-23,9.2657418275346797e-15
1.6689913270852717e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32881532166670785,0.11291448448934197,0.021319680535302643,0.0,1.1292770570626121e-06,3.3069641949340908e-06,1.4548969457479912e-06,1.1991848208988762e-09,3.687301595871673e-23,1.460599367709672e-05,6.1125258672088729e-21,1.7278477697348727e-08,1.2501548284012873e-16,5.515526114363414e-10,3.0558967699990875e-17,1.3910119204119932e-19,5.8346705814013202e-09,2.6562164291962747e-16,0.0057393236176453101,0.0030011223851321082,3.7903049364395511e-08,5.6492170998351309e-08,1.1598408201180907e-05,5.9459546120760205e-11,3.0738023467293915e-12,2.408652312839085e-09,1.8079045301245364e-11,3.4904916933702682e-08,1.8840376669856041e-08,2.1866004465893402e-14,1.1787613115914464e-12,1.0581668444180061e-19,4.8899977539686437e-08,7.9408273683589782e-23,9.4108519351988434e-15
1.6753106505923028e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32880463795339837,0.1129145515713067,0.021314251038298933,0.0,1.1472969087786594e-06,3.3451024413459831e-06,1.4662780639123601e-06,1.2206089953493518e-09,3.7497568856461403e-23,1.470883248720723e-05,6.3221139286791838e-21,1.7351593010867593e-08,1.2795729678761653e-16,5.6016694460836997e-10,3.093659226826326e-17,1.4073531618694231e-19,5.8978118820257323e-09,2.7278014694316428e-16,0.0057391419557525506,0.0030119514961264096,3.8058828983455652e-08,5.6868797238561221e-08,1.1633430721232654e-05,6.0380397049718601e-11,3.1289661955237464e-12,2.4250178362391781e-09,1.8192846294651485e-11,3.5030711864641619e-08,1.8850740033085224e-08,2.2006981945303278e-14,1.1879438911199349e-12,1.086711291838712e-19,4.9472001991568947e-08,8.1545678618476057e-23,9.5575312934743883e-15
1.6816299740993338e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32879395821034896,0.11291461832602252,0.021308823276605417,0.0,1.165500368662006e-06,3.3834233379321118e-06,1.4777064467423292e-06,1.2423343286413544e-09,3.8130192352907965e-23,1.4812001064965458e-05,6.5381329539007382e-21,1.7424552832902113e-08,1.3095812794914033e-16,5.6887430233461641e-10,3.1317112382219066e-17,1.4238271585742198e-19,5.9612790893824611e-09,2.8010681531442301e-16,0.0057389602437935665,0.0030227769050053528,3.8214713828062506e-08,5.7245525561093887e-08,1.1668232710736963e-05,6.1310198310565469e-11,3.1849083593246882e-12,2.4414294256572241e-09,1.8306453316616334e-11,3.5155950148499108e-08,1.8861094860811843e-08,2.2148418581769721e-14,1.1971641787296919e-12,1.1159269276244633e-19,5.00468267556839e-08,8.3733215460056362e-23,9.7057885260774315e-15
1.687949297606365e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32878328243108274,0.11291468474965731,0.021303397249458303,0.0,1.1838880254693427e-06,3.4219254878684426e-06,1.4891821200650483e-06,1.2643638957963392e-09,3.8770954433146009e-23,1.491549907892238e-05,6.7607570648837805e-21,1.7497355370417717e-08,1.3401895219242047e-16,5.7767519858017409e-10,3.1700532132041956e-17,1.4404345544274875e-19,6.0250711012071234e-09,2.8760501581570546e-16,0.0057387784858966631,0.0030335986126877558,3.8370703714489544e-08,5.7622350892912755e-08,1.1702815623346955e-05,6.2248974570765137e-11,3.2416368009262085e-12,2.457886988738273e-09,1.841986426583805e-11,3.5280634800997738e-08,1.8871441114549919e-08,2.229031450898758e-14,1.2064221919255783e-12,1.1458272064775247e-19,5.0624430351592651e-08,8.5971886097434597e-23,9.8556322537733307e-15
1.694268621113396e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32877261060928636,0.11291475083855763,0.021297972956094417,0.0,1.2024604627518631e-06,3.4606074940571788e-06,1.500705109610104e-06,1.2867007910787803e-09,3.9419923262268102e-23,1.5019326197713072e-05,6.9901644645924937e-21,1.7569998868375938e-08,1.3714075795826001e-16,5.865701472094751e-10,3.2086855518429058e-17,1.4571759949125745e-19,6.089186811952146e-09,2.9527817181654385e-16,0.0057385966860114693,0.0030444166200963487,3.8526798458522698e-08,5.7999268327586989e-08,1.1737180923405785e-05,6.3196750281775557e-11,3.2991595327997202e-12,2.4743904332214291e-09,1.8533077138170074e-11,3.5404768889064175e-08,1.8881778759980197e-08,2.2432669862846968e-14,1.2157179481333014e-12,1.1764258054012382e-19,5.120479128392558e-08,8.8262708907852758e-23,1.0007071094577957e-14
1.700587944620427e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32876194273880371,0.11291481658924092,0.021292550395751189,0.0,1.2212182589482352e-06,3.4994679594487035e-06,1.5122754410118155e-06,1.3093481280335971e-09,4.0077167183614432e-23,1.512348209005474e-05,7.2265375174645551e-21,1.7642481609535078e-08,1.4032454637404069e-16,5.9555966199774674e-10,3.2476086453896227e-17,1.4740521270994854e-19,6.1536251130418586e-09,3.031297629884217e-16,0.0057384148479166378,0.0030552309281577021,3.8682997875416941e-08,5.8376273115736733e-08,1.1771330085114892e-05,6.4153549690370128e-11,3.3574846171865826e-12,2.4909396669394368e-09,1.8646090024933088e-11,3.552835552791291e-08,1.889210776711155e-08,2.2575484779397492e-14,1.2250514647004228e-12,1.2077366265613364e-19,5.1787888047627072e-08,9.0606718972860955e-23,1.0160113663951552e-14
1.706907268127458e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32875127881362948,0.11291488199838817,0.021287129567666655,0.0,1.2401619874752491e-06,3.5385054873547372e-06,1.5238931398114905e-06,1.3323090395233665e-09,4.0742754717040671e-23,1.5227966424744686e-05,7.4700628312440388e-21,1.7714801914239883e-08,1.4357133136778181e-16,6.0464425664169784e-10,3.2868228764083506e-17,1.4910635996493e-19,6.2183848931215003e-09,3.1116332602611916e-16,0.0057382329752271753,0.0030660415378021516,3.8839301780072632e-08,5.8753360657786417e-08,1.1805264591721799e-05,6.5119396793442039e-11,3.4166201661900355e-12,2.5075345978182687e-09,1.8758901150738888e-11,3.5651397878915814e-08,1.8902428109624013e-08,2.2718759393246773e-14,1.2344227588998766e-12,1.2397738001738162e-19,5.2373699133063466e-08,9.3004968283680346e-23,1.0314768574983964e-14
1.7132265916344892e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32874061882790251,0.11291494706283692,0.021281710471079442,0.0,1.2592922168203246e-06,3.5777186817531279e-06,1.5355582314595196e-06,1.3555866777653234e-09,4.1416754557208291e-23,1.5332778870658319e-05,7.7209313400863698e-21,1.7786958140201769e-08,1.4688213978274188e-16,6.1382444477117341e-10,3.3263286189059075e-17,1.5082110628185942e-19,6.2834650383004675e-09,3.1938245537537392e-16,0.0057380510714014985,0.0030768484499637018,3.8995709986951405e-08,5.9130526515106559e-08,1.1838985934703172e-05,6.6094315375836986e-11,3.4765743418665698e-12,2.5241751338767175e-09,1.8871508836889787e-11,3.5773899146822002e-08,1.8912739765094485e-08,2.2862493842322311e-14,1.2438318479317787e-12,1.2725516874181184e-19,5.2962203031002216e-08,9.5458525953424115e-23,1.0471044438597964e-14
1.7195459151415202e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32872996277590061,0.11291501177957444,0.021276293105228761,0.0,1.2786095106348096e-06,3.6171061475839323e-06,1.5472707413176457e-06,1.379184214368147e-09,4.2099235571897889e-23,1.5437919096747129e-05,7.9793383889989487e-21,1.7858948682268933e-08,1.5025801149258049e-16,6.2310073996126121e-10,3.3661262384622007e-17,1.5254951684638587e-19,6.3488644323895937e-09,3.2779080396717809e-16,0.0057378691397481519,0.0030876516655799504,3.9152222309812634e-08,5.9507766401704645e-08,1.1872495612983009e-05,6.707832908173152e-11,3.5373553563167243e-12,2.5408611832259867e-09,1.8983911456466814e-11,3.589586257745578e-08,1.892304271465399e-08,2.3006688266860084e-14,1.2532787489222456e-12,1.306084883376909e-19,5.3553378237456275e-08,9.7968478449527343e-23,1.0628949863750607e-14
1.7252333062978482e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32872037568781148,0.11291506972497076,0.021271418955114578,0.0,1.2961554772189052e-06,3.6527027168933905e-06,1.5578525636512185e-06,1.4006981473990691e-09,4.2720776946743674e-23,1.5532825278724895e-05,8.2185152593712871e-21,1.7923597213480393e-08,1.5335279519581565e-16,6.3153200160260082e-10,3.4021939464118428e-17,1.5411682329137061e-19,6.4079959206890963e-09,3.3552316701319985e-16,0.0057377053800863583,0.0030973713998661188,3.9293172265393569e-08,5.984734215317355e-08,1.1902474594395771e-05,6.7971737060794298e-11,3.5927720441731049e-12,2.5559174656320278e-09,1.9084897267750722e-11,3.6005172527850755e-08,1.8932307912988745e-08,2.3136856638586151e-14,1.2618133031368269e-12,1.3369228023523683e-19,5.4087702126971687e-08,1.0027656538686973e-22,1.0772465135356036e-14
1.7298056483760474e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32871267051361741,0.11291511610253095,0.021267501428760362,0.0,1.3103719222289335e-06,3.6814212064443951e-06,1.5663876314650752e-06,1.418185492125081e-09,4.3225517426180634e-23,1.5609316669021967e-05,8.4154459389121058e-21,1.7975471994645589e-08,1.5588018703302861e-16,6.3836726564786756e-10,3.431362171055316e-17,1.5538494593207056e-19,6.4557206095578663e-09,3.4185473161633784e-16,0.0057375737135617307,0.0031051833484701495,3.9406549040562226e-08,6.0120380984072621e-08,1.1926453314228972e-05,6.8695354030506511e-11,3.6378185474477971e-12,2.5680485018659515e-09,1.9165962169655615e-11,3.6092739233946487e-08,1.8939751481882632e-08,2.3241774995776091e-14,1.2686968315225474e-12,1.3621745340439969e-19,5.4518814210705686e-08,1.0216646297596316e-22,1.0888809773459697e-14
1.7343779904542466e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32870496739128308,0.11291516229426408,0.021263584807444055,0.0,1.3246870624674547e-06,3.7102290185445461e-06,1.5749475584531568e-06,1.4358447153490829e-09,4.3734793010684259e-23,1.5685979205459694e-05,8.6166027352106737e-21,1.8027257922454828e-08,1.5844310188612047e-16,6.4525354929981489e-10,3.4606836820367795e-17,1.5666031205695409e-19,6.5036108948758791e-09,3.4829052133600989e-16,0.0057374420366669253,0.0031129933631419086,3.951998006619978e-08,6.0393453028301256e-08,1.1950323296923059e-05,6.942376441639218e-11,3.6833093233889264e-12,2.5802032393991829e-09,1.9246917775679435e-11,3.618002891970392e-08,1.8947190475617499e-08,2.3346934350756818e-14,1.2756001787132401e-12,1.3878423222430077e-19,5.4951295282428206e-08,1.0408742045773367e-22,1.1006019345599148e-14
1.7389503325324458e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32869726631880775,0.11291520829920845,0.021259669090878244,0.0,1.3391011053193245e-06,3.7391256268474335e-06,1.5835323541112745e-06,1.453677044168946e-09,4.4248630010757433e-23,1.5762812762733044e-05,8.82206572262297e-21,1.8078954437189535e-08,1.6104195119854785e-16,6.5219104705737727e-10,3.4901586070919215e-17,1.5794294657055144e-19,6.551666351467363e-09,3.5483199929104156e-16,0.0057373103504756032,0.0031208014442410752,3.9633465271145028e-08,6.066655684685212e-08,1.197408511790878e-05,7.0156976890981291e-11,3.7292475490331049e-12,2.5923816435454967e-09,1.9327763611444264e-11,3.6267042861712283e-08,1.8954624891450772e-08,2.3452334756384978e-14,1.2825233511066154e-12,1.4139320130790678e-19,5.5385137216992057e-08,1.0603987292419591e-22,1.112409711075452e-14
1.743522674610645e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32868956729422305,0.1129152541164363,0.021255754278775681,0.0,1.3536142569496799e-06,3.7681105055977112e-06,1.5921420279133256e-06,1.4716837110404617e-09,4.4767054782411573e-23,1.5839817215555391e-05,9.0319162891461532e-21,1.8130560989008584e-08,1.6367715012399412e-16,6.5917995341738118e-10,3.5197870718010052e-17,1.5923287442176991e-19,6.5998865537915269e-09,3.6148064552467942e-16,0.0057371786560275221,0.0031286075921282161,3.9747004584183403e-08,6.0939691038243848e-08,1.1997739353783804e-05,7.0895000080303254e-11,3.7756364152392819e-12,2.6045836796434967e-09,1.9408499223975662e-11,3.6353782345002355e-08,1.896205472747494e-08,2.3557976265841936e-14,1.2894663550825966e-12,1.4404495203724228e-19,5.5820331896062009e-08,1.0802426048570087e-22,1.1243046327589704e-14
1.7480950166888443e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32868187031559104,0.11291529974505266,0.021251840370849248,0.0,1.3682267223209139e-06,3.7971831296809174e-06,1.6007765893116595e-06,1.4898659537844091e-09,4.5290093726856885e-23,1.5916992438658196e-05,9.2462371546262609e-21,1.8182077037893496e-08,1.6634911754980155e-16,6.6622046287657795e-10,3.5495691996143381e-17,1.6053012060398164e-19,6.6482710759834079e-09,3.6823795715729774e-16,0.0057370469543295962,0.0031364118071647812,3.9860597933974536e-08,6.1212854237366339e-08,1.2021286582178367e-05,7.1637842559843547e-11,3.8224791267061093e-12,2.6168093130565401e-09,1.9489124184394773e-11,3.6440248662613904e-08,1.8969479982596553e-08,2.3663858932473948e-14,1.2964291970035793e-12,1.4674008262452944e-19,5.6256871208936533e-08,1.1004102831552171e-22,1.1362870254486551e-14
