Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),C2H4(47),H2X(49),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),C2H6X(52),COX(50),C2H4X(205),C2H4X(65),CH4OX(60),acetyl(43)
2.2181186458922318e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44166040638535214,0.10858580151529969,0.02134947012873839,0.0,6.5172171193597742e-05,0.0010152831823818634,0.00011712376208109037,2.1324019903314332e-05,2.0693640583291877e-15,0.0021377842495700311,6.3693951988474615e-12,0.0003540927504185568,8.8272883155734242e-10,4.8295014653826198e-07,7.5207779622122589e-12,2.859586637124405e-13,1.1635224074068211e-05,1.4613278907135673e-07,0.0077828543707338478,0.0027491518328224538,9.1747290431983694e-05,6.030543635638506e-07,1.1354307934671107e-08,1.3838225841950078e-07,2.3101475770507001e-07,2.0076701785245939e-05,3.0471578969225835e-09,5.7811770451006566e-10,5.0556121604594889e-07,1.7196443601870736e-06,2.5089256706185546e-12,5.8021107078232332e-08,3.6189506835914257e-10,1.1560511191865153e-08,4.1127549207468433e-14,5.3373793703105908e-12,6.2656216098448864e-13
2.2265678117936074e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44165182834720251,0.10857767647244398,0.021344094392365041,0.0,6.5864198091330548e-05,0.001020166729846444,0.00011801406070190203,2.1533416067319729e-05,2.0975790088025327e-15,0.0021453175403519003,6.4747428896586227e-12,0.00035406979367728501,8.9152446949916147e-10,4.8996202848576987e-07,7.5776006750300805e-12,2.8915551593498547e-13,1.1715467930057068e-05,1.4821514348631954e-07,0.007782116141628651,0.0027582307230876292,9.188224100654965e-05,6.059463222346926e-07,1.1391451342044729e-08,1.3886278925963933e-07,2.3430771065832088e-07,2.0173883931497769e-05,3.0792328496156704e-09,5.7994843168888338e-10,5.0638957576786312e-07,1.7198986662258368e-06,2.5252255761558246e-12,5.8592704718266005e-08,3.6463894498653288e-10,1.174128331361942e-08,4.1712796246230683e-14,5.4147684620834692e-12,6.335496165146134e-13
2.235016977694983e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44164326133304943,0.10856955303169014,0.021338720226537648,0.0,6.6560753837145077e-05,0.0010250498934974374,0.00011890742460480769,2.1743884246798794e-05,2.1260645379713843e-15,0.0021528435460517097,6.5813328032498611e-12,0.00035404609037856412,9.0036651374764385e-10,4.9704359200605916e-07,7.6345975880975253e-12,2.9237415046721065e-13,1.1795867549260307e-05,1.5031807685873372e-07,0.0077813782041600632,0.0027672986513405809,9.2016845314016668e-05,6.0883952471773814e-07,1.1428536766040488e-08,1.3934282858637904e-07,2.3763321767212235e-07,2.0271056156279611e-05,3.1115148669480784e-09,5.8177742028695569e-10,5.0721588860382006e-07,1.7201516914909509e-06,2.5415709172660707e-12,5.9167233485125046e-08,3.6739219531487087e-10,1.1924051699300033e-08,4.2303813089569175e-14,5.4929247790782261e-12,6.4058498471007432e-13
2.2434661435963586e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44163470534435428,0.10856143119295404,0.021333347630499759,0.0,6.7261848808957412e-05,0.0010299326493733889,0.00011980385044785724,2.1955423477364282e-05,2.154822184592959e-15,0.0021603622692736627,6.6891730242990605e-12,0.00035402165657815929,9.0925493914818287e-10,5.0419517729226952e-07,7.6917684311498927e-12,2.9561461239092831e-13,1.1876421757638707e-05,1.5244169620002166e-07,0.007780640560129358,0.0027763556129134716,9.2151105216145752e-05,6.1173394910625607e-07,1.1465564258111266e-08,1.3982237661602515e-07,2.4099144810370018e-07,2.036821797764337e-05,3.1440044008292114e-09,5.8360467670951998e-10,5.0804016892940369e-07,1.7204034589794796e-06,2.5579616411848455e-12,5.9744690653909657e-08,3.7015480867485943e-10,1.2108828486431059e-08,4.2900629560457602e-14,5.5718520421163745e-12,6.4766837261331128e-13
2.2519153094977342e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44162616038264174,0.10855331095615293,0.021327976603495228,0.0,6.7967493341970379e-05,0.0010348149737629247,0.00012070333489149941,2.2168032776599965e-05,2.1838534904219344e-15,0.0021678737127396653,6.7982716320380889e-12,0.0003539965080132997,9.1818971980820887e-10,5.1141712375989639e-07,7.7491129351722099e-12,2.9887694652087283e-13,1.1957129384819305e-05,1.5458610845352018e-07,0.0077799032112540025,0.0027854016031751763,9.2285022553268594e-05,6.1462957356630297e-07,1.1502533870298097e-08,1.4030143357220479e-07,2.4438257120274091e-07,2.0465368918860465e-05,3.1767019011360339e-09,5.8543020731082799e-10,5.0886243097194235e-07,1.7206539914245297e-06,2.5743976952101084e-12,6.0325073450163911e-08,3.7292677440692037e-10,1.2295625811502391e-08,4.3503275461259973e-14,5.6515539632519544e-12,6.547998867523162e-13
2.2603644753991098e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44161762644949643,0.10854519232120359,0.021322607144768239,0.0,6.8677697728640618e-05,0.0010396968432006552,0.00012160587459862829,2.238171114425915e-05,2.2131600001997248e-15,0.0021753778792869601,6.9086366999414334e-12,0.00035397066010891702,9.2717082910420102e-10,5.1870977003825241e-07,7.8066308323717992e-12,3.0216119740564866e-13,1.2037989264095515e-05,1.5675142049279817e-07,0.0077791661591715411,0.0027944366175312756,9.2418599144655555e-05,6.1752637633712354e-07,1.1539445655216845e-08,1.4077999968573372e-07,2.478067561087273e-07,2.0562508508335656e-05,3.2096078157107148e-09,5.8725401836608175e-10,5.0968268882493381e-07,1.7209033112806196e-06,2.5908790267451021e-12,6.0908379050430744e-08,3.7570808186133455e-10,1.2484455809714071e-08,4.4111780573266977e-14,5.7320342456789682e-12,6.6197963314229305e-13
2.2688136413004854e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44160910354655819,0.1085370752880204,0.02131723925356328,0.0,6.9392472218646851e-05,0.0010445782344631603,0.00012251146623461491,2.2596457562461785e-05,2.2427432616436935e-15,0.0021828747718657926,7.0202762954171932e-12,0.00035394412798376299,9.361982396886471e-10,5.2607345396202082e-07,7.8643218561513234e-12,3.0546740932867448e-13,1.2119000232427186e-05,1.5893773911999066e-07,0.0077784294054433073,0.0028034606514240712,9.2551836788908607e-05,6.2042433573024955e-07,1.1576299666045091e-08,1.4125807519445056e-07,2.5126417184830014e-07,2.0659636279522604e-05,3.2427225903622202e-09,5.8907611611405218e-10,5.1050095643282028e-07,1.721151440752943e-06,2.6074055832376142e-12,6.1494604582802755e-08,3.7849872039833417e-10,1.2675330614722949e-08,4.472617465623661e-14,5.8132965836398291e-12,6.6920771728780037e-13
2.2764178906117235e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44160144236613808,0.10852977132759159,0.021312409491085996,0.0,7.0039685134867512e-05,0.0010489710587573155,0.00012332910535213856,2.2790641666725857e-05,2.2696061011958131e-15,0.0021896157584713445,7.1218483150017317e-12,0.00035391967631602831,9.443624736355662e-10,5.327617852536567e-07,7.916391581377933e-12,3.0846181313439408e-13,1.2192038326769892e-05,1.6092347473022744e-07,0.0077777665834125641,0.0028115728898941098,9.2671462339094033e-05,6.2303347022959249e-07,1.1609418923336927e-08,1.4168792388732411e-07,2.5440439798415341e-07,2.0747040787356907e-05,3.2727048297339075e-09,5.9071454429233479e-10,5.1123570704664082e-07,1.7213737576279819e-06,2.6223181080886355e-12,6.2024701691644742e-08,3.8101826437160657e-10,1.2848876276068014e-08,4.5284188979811251e-14,5.8871043912922882e-12,6.7575440858889563e-13
2.2832617149918377e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44159455494494687,0.10852319887238976,0.021308063789465977,0.0,7.0625354979657575e-05,0.0010529242398225906,0.00012406708985733864,2.2966145688705315e-05,2.2939763310180693e-15,0.0021956776128531624,7.2141562426436577e-12,0.00035389721498759071,9.5174231341018713e-10,5.3883091657243096e-07,7.9633738897743093e-12,3.1117204254013561e-13,1.2257875748943752e-05,1.6272532307245798e-07,0.007777170252099886,0.0028188662941624164,9.277889288847179e-05,6.2538246434388023e-07,1.1639186313326966e-08,1.4207444826320743e-07,2.5725383420720151e-07,2.0825696064553369e-05,3.2998340648155275e-09,5.9218795105085487e-10,5.1189562207169268e-07,1.7215730466777202e-06,2.6357706331201535e-12,6.2503807481258276e-08,3.8329230242822641e-10,1.3006499212709186e-08,4.5790518778042676e-14,5.9540777983265284e-12,6.816800427708916e-13
2.290105539371952e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44158767476375343,0.10851662746793866,0.021303719114954912,0.0,7.1214041353047993e-05,0.0010568770666387246,0.0001248070708123327,2.3142348591992382e-05,2.3185308992018448e-15,0.0022017347003889256,7.3073147104715162e-12,0.00035387433064982122,9.5915248049638574e-10,5.4494725372243975e-07,8.0104693162893652e-12,3.1389675845550732e-13,1.2323810244748565e-05,1.6454114349186839e-07,0.0077765741190811708,0.0028261524861654332,9.2886104186627212e-05,6.2773217899364798e-07,1.1668915894064751e-08,1.4246065119851956e-07,2.6012537333141915e-07,2.0904342774374977e-05,3.32710111897889e-09,5.9366024458057026e-10,5.12554255655446e-07,1.7217715933301545e-06,2.6492527371057638e-12,6.2984823775878591e-08,3.8557244372358977e-10,1.316548531476996e-08,4.6300765170967177e-14,6.0215708506572171e-12,6.8763757727877656e-13
2.296949363752066e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4415808018235195,0.10851005711418139,0.021299375467151889,0.0,7.1805749619821397e-05,0.0010608295273116363,0.00012554904644989764,2.3319249802624334e-05,2.3432706339367798e-15,0.0022077870228537104,7.4013279928386168e-12,0.00035385103077525151,9.6659295899987083e-10,5.5111097467974246e-07,8.0576777214244427e-12,3.1663598390921265e-13,1.2389841203140019e-05,1.6637099260304018e-07,0.0077759781850546385,0.0028334314635515608,9.2993097151256124e-05,6.3008260279222272e-07,1.1698607694834519e-08,1.4284653283256322e-07,2.6301910495627734e-07,2.0982980678220491e-05,3.3545062252326597e-09,5.951314280678418e-10,5.1321161496109547e-07,1.7219694088834723e-06,2.6627643923044584e-12,6.3467748958570307e-08,3.878586826229325e-10,1.332584102651016e-08,4.6814943930784919e-14,6.0895854939630831e-12,6.9362706720858898e-13
2.3037931881321803e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44157393612522444,0.10850348781105738,0.021295032845656148,0.0,7.2400485126288274e-05,0.0010647816100440054,0.00012629301500395162,2.3496848739423472e-05,2.3681963646722452e-15,0.0022138345820669398,7.4962003608981212e-12,0.0003538273227159028,9.7406373272804405e-10,5.5732225706236725e-07,8.1049989661461004e-12,3.1938974181762412e-13,1.2455968014651512e-05,1.6821492698664846e-07,0.0077753824506920045,0.0028407032239850141,9.3099872691849487e-05,6.3243372438365025e-07,1.1728261745138202e-08,1.4323209330739603e-07,2.6593511862767337e-07,2.1061609539506387e-05,3.382049615709771e-09,5.9660150469949963e-10,5.1386770708526512e-07,1.7221665045394016e-06,2.6763055709744163e-12,6.395258139259124e-08,3.9015101349599815e-10,1.3487572791044743e-08,4.7333070819557542e-14,6.1581236698965668e-12,6.9964856744018185e-13
2.3106370125122945e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44156707766986292,0.10849691955850174,0.021290691250067061,0.0,7.2998253200277485e-05,0.0010687333031340121,0.00012703897470957179,2.3675144814063074e-05,2.3933089221134629e-15,0.0022198773798916497,7.5919360824996607e-12,0.00035380321370520758,9.8156478519233188e-10,5.6358127812753007e-07,8.1524329118781079e-12,3.2215805498510761e-13,1.2522190071393925e-05,1.7007300318891e-07,0.0077747869166394645,0.0028479677651458142,9.3206431709801752e-05,6.3478553244308153e-07,1.1757878074691237e-08,1.4361733276778692e-07,2.6887350383705659e-07,2.1140229123640336e-05,3.4097315216661619e-09,5.9807047762545289e-10,5.1452253906541702e-07,1.7223628913917087e-06,2.6898762453986169e-12,6.443931942157676e-08,3.9244943071709065e-10,1.3650687050259723e-08,4.7855161589056496e-14,6.2271873160536805e-12,7.0570213263799809e-13
2.3167964544543973e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44156091125358049,0.10849100902938034,0.021286784690856059,0.0,7.3538841700649432e-05,0.0010722894841752289,0.00012771203942144792,2.3836206842131063e-05,2.4160706482307811e-15,0.0022253118285210831,7.6788399238540701e-12,0.00035378117866654082,9.8834160686494232e-10,5.6925535986990427e-07,8.1952197082298394e-12,3.2466200034015444e-13,1.2581870855985195e-05,1.7175740973314317e-07,0.0077742511077715758,0.0028544996778076936,9.3302150437649285e-05,6.3690273729198959e-07,1.1784500544775864e-08,1.4396377393659959e-07,2.715372521106046e-07,2.1210978625089475e-05,3.4347638581862238e-09,5.9939161215787482e-10,5.1511081621410389e-07,1.7225390426007223e-06,2.7021150484248068e-12,6.4879011546705116e-08,3.9452320539768332e-10,1.3798677239667618e-08,4.8328445410055001e-14,6.2897954727670953e-12,7.1117780186859449e-13
2.3229558963965e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44155475070563804,0.1084850993511092,0.021282878962013186,0.0,7.408189473921124e-05,0.0010758453318054069,0.00012838671425246417,2.3997832630740526e-05,2.4389849852103292e-15,0.0022307424233877458,7.7664496421752124e-12,0.00035375882973179903,9.9514292828751751e-10,5.7496838193558068e-07,8.238097580122883e-12,3.2717777030338243e-13,1.2641627857171442e-05,1.7345335809710006e-07,0.0077737154620954171,0.0028610257393233644,9.3397695151743013e-05,6.3902048081985273e-07,1.181109250724688e-08,1.4430995531241889e-07,2.7421925893398791e-07,2.128172025535187e-05,3.4599087461995943e-09,6.0071185748820227e-10,5.1569808337230902e-07,1.7227146365101637e-06,2.7143777004805559e-12,6.5320244611595842e-08,3.9660190137239427e-10,1.3947797160864515e-08,4.8804964193157881e-14,6.352832233236849e-12,7.1667952737310934e-13
2.3284993941443926e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44154921123054403,0.10847978136809473,0.021279364515778183,0.0,7.4572752832669593e-05,0.0010790453027143061,0.00012899529719084582,2.414377748930655e-05,2.4597388734212367e-15,0.0022356266649950817,7.8459044789699961e-12,0.00035373845147168678,1.0012850544225022e-09,5.8014350194830103e-07,8.2767654516721245e-12,3.2945208686056446e-13,1.2695473959849908e-05,1.7498961389020191e-07,0.0077732335208646587,0.0028668941905865722,9.3483537142340209e-05,6.409269037947879e-07,1.1834999207716111e-08,1.4462129651935449e-07,2.7664872995984823e-07,2.1345380854686106e-05,3.4826355147796096e-09,6.0189931987200097e-10,5.1622576442328544e-07,1.7228722010454068e-06,2.7254344616154767e-12,6.5718670842665502e-08,3.9847693207436412e-10,1.4082974889614479e-08,4.9236606463268411e-14,6.4099329343021812e-12,7.2165339101231985e-13
2.3340428918922852e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44154367650997223,0.10847446407417817,0.021275850741692366,0.0,7.5065613112110344e-05,0.0010822449907700827,0.00012960518234990143,2.4290178308310408e-05,2.4806173129696883e-15,0.0022405077872981356,7.9259358515080602e-12,0.00035371782665362465,1.0074470057952267e-09,5.8535036115732226e-07,8.3155069405389725e-12,3.3173600652972268e-13,1.2749381121706081e-05,1.7653528186845248e-07,0.0077727517124583602,0.0028727578998761129,9.3569239164453783e-05,6.4283375050694683e-07,1.1858881231103921e-08,1.449324274659302e-07,2.7909309060922319e-07,2.1409034822217593e-05,3.5054537063245796e-09,6.0308606543279566e-10,5.1675263509491872e-07,1.7230293262267644e-06,2.7365105095353898e-12,6.6118343306542412e-08,4.003559427297437e-10,1.4219074923341631e-08,4.9670886686427919e-14,6.4673829632491283e-12,7.2664842078202929e-13
2.3395863896401777e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44153814654448315,0.1084691474693127,0.021272337639543146,0.0,7.556047836455519e-05,0.0010854443899750692,0.00013021636879452481,2.4437034758366246e-05,2.501620748314084e-15,0.0022453857913869932,8.0065460193015178e-12,0.00035369695884942751,1.0136287729477353e-09,5.9058905288066735e-07,8.3543219741220659e-12,3.3402954116340277e-13,1.2803349023466034e-05,1.7809039199658034e-07,0.0077722700371646745,0.0028786168659970003,9.3654801678428985e-05,6.4474101501159542e-07,1.1882738593688677e-08,1.4524334823531662e-07,2.8155238830524088e-07,2.1472682037884002e-05,3.528363441628047e-09,6.0427209582859525e-10,5.1727869899560446e-07,1.723186017705821e-06,2.7476058295806183e-12,6.6519261077081145e-08,4.0223893035994091e-10,1.4356100682035006e-08,5.0107813208101018e-14,6.525183339868169e-12,7.3166464521952876e-13
2.344575537613281e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44153317364160566,0.10846436311403179,0.021269176421938988,0.0,7.6007573640720096e-05,0.0010883235973659527,0.00013076754842140129,2.4569594853369807e-05,2.5206310793027226e-15,0.0022497733299086035,8.0795919064101164e-12,0.00035367797298689342,1.0192092979613439e-09,5.9533116922854508e-07,8.3893183252182314e-12,3.3610195288625855e-13,1.2851971804334449e-05,1.7949808890292861e-07,0.0077718366434425751,0.0028838858791144302,9.3731689039413011e-05,6.4645790537636189e-07,1.1904189148549061e-08,1.4552299729585629e-07,2.8377856658127059e-07,2.1529958660551279e-05,3.549060572845797e-09,6.0533891302371376e-10,5.1775146968830762e-07,1.7233266738522934e-06,2.7576080832077559e-12,6.6881151035834384e-08,4.0393701708041527e-10,1.4480218185746129e-08,5.0503316556516354e-14,6.577504067479816e-12,7.3619739216706261e-13
2.3495646855863843e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44152820459121794,0.10845957931680458,0.021266015748276423,0.0,7.6456297216546121e-05,0.0010912025616420713,0.00013131978065161978,2.4702523496121491e-05,2.5397433420857959e-15,0.0022541583443922569,8.1531100913635747e-12,0.00035365879569918283,1.0248058589304772e-09,6.0009921317028029e-07,8.4243741361956351e-12,3.3818217086620384e-13,1.2900643294667283e-05,1.8091348003058651e-07,0.0077714033579654599,0.0028891510484412753,9.3808464100118694e-05,6.481751250343588e-07,1.1925619753394133e-08,1.4580247624321059e-07,2.8601691679268509e-07,2.1587229631198457e-05,3.5698320395700057e-09,6.0640515338901882e-10,5.1822359241487091e-07,1.72346698729149e-06,2.7676259247751523e-12,6.7244048249878999e-08,4.0563832057095043e-10,1.4605090788427028e-08,5.0900976239773569e-14,6.6301101421315119e-12,7.4074735051216509e-13
2.3545538335594876e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44152323939373767,0.10845479607759154,0.021262855618400595,0.0,7.6906651107195393e-05,0.0010940812785100082,0.00013187306480458123,2.4835820440460499e-05,2.5589578617750006e-15,0.0022585408356678187,8.227102217835634e-12,0.00035363942949407609,1.0304184487081134e-09,6.0489325239718085e-07,8.4594893544936845e-12,3.4027020364534006e-13,1.2949363263122903e-05,1.8233658719007344e-07,0.0077709701809252846,0.0028944123731205361,9.3885127189491618e-05,6.4989266967967385e-07,1.1947030420260392e-08,1.460817851401968e-07,2.8826747345757754e-07,2.1644494863943563e-05,3.5906779290738314e-09,6.0747081808843762e-10,5.1869506976426619e-07,1.7236069620518926e-06,2.7776593436407543e-12,6.7607952027497896e-08,4.0734283866439773e-10,1.4730720981700323e-08,5.1300798331702475e-14,6.6830023034622244e-12,7.4531454086922909e-13
2.359542981532591e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44151827804958516,0.10845001339635132,0.021259696032156685,0.0,7.735863732259181e-05,0.0010969597437007761,0.00013242740020003794,2.49694854383463e-05,2.5782749638281683e-15,0.0022629208045759869,8.301569928348922e-12,0.00035361987684975443,1.0360470600685481e-09,6.0971335449284137e-07,8.494663927664093e-12,3.4236605973483026e-13,1.2998131478804467e-05,1.8376743218102109e-07,0.0077705371125086162,0.0028996698522996793,9.3961678634423427e-05,6.5161053501508272e-07,1.1968421161236323e-08,1.4636092405030342e-07,2.9053027107683375e-07,2.170175427341346e-05,3.6115983283824008e-09,6.0853590827856087e-10,5.1916590431210456e-07,1.7237466021327465e-06,2.7877083291753548e-12,6.7972861671821146e-08,4.0905056919496767e-10,1.4857111256665079e-08,5.1702788902909019e-14,6.7361812899024867e-12,7.4989898379308569e-13
2.3645321295056942e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44151332055918291,0.10844523127304077,0.021256536989389903,0.0,7.781225786741959e-05,0.0010998379529695867,0.00013298278615809481,2.5103518239871508e-05,2.5976949740484382e-15,0.0022672982519681604,8.376514864254893e-12,0.00035360014021514481,1.0416916857078792e-09,6.1455958693261393e-07,8.5298978033695664e-12,3.4446974761496511e-13,1.3046947711259807e-05,1.8520603679206744e-07,0.0077701041528967672,0.0029049234851306438,9.4038118759773334e-05,6.5332871675202099e-07,1.1989791988461653e-08,1.4663989303768511e-07,2.9280534413396301e-07,2.1759007774739104e-05,3.6325933242728193e-09,6.0960042511032498e-10,5.1963609861986098e-07,1.723885911505836e-06,2.7977728707593868e-12,6.8338776480862095e-08,4.1076150999823262e-10,1.4984264103880592e-08,5.2106954020746105e-14,6.789647838668676e-12,7.5450069977913951e-13
2.3695212774787975e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44150836692295564,0.10844044970761475,0.021253378489945501,0.0,7.8267514741121798e-05,0.0011027159020956358,0.0001335392219992114,2.523791859327469e-05,2.6172182185834392e-15,0.0022716731787063072,8.4519386657138322e-12,0.00035358022201025939,1.0473523182444406e-09,6.1943201708308011e-07,8.5651909293823652e-12,3.4658127573522776e-13,1.309581173048136e-05,1.8665242280075177e-07,0.0077696713022659429,0.00291017327076983,9.4114447888388528e-05,6.5504721061057864e-07,1.201114291412663e-08,1.4691869216715458e-07,2.9509272709493299e-07,2.1816255283550872e-05,3.6536630032742337e-09,6.1066436972893567e-10,5.2010565523512436e-07,1.724024894115951e-06,2.8078529577831832e-12,6.8705695747553148e-08,4.1247565891113362e-10,1.5112182013350326e-08,5.2513299749284802e-14,6.8434026857573316e-12,7.5911970926350069e-13
2.3745104254519008e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44150341714133035,0.10843566870002626,0.021250220533668783,0.0,7.8724409937898934e-05,0.0011055935868818775,0.00013409670704420384,2.5372686244953086e-05,2.6368450239244556e-15,0.0022760455856628372,8.5278429716749551e-12,0.00035356012462653283,1.0530289502192421e-09,6.2433071220153161e-07,8.6005432535827485e-12,3.4870065251435854e-13,1.3144723306906035e-05,1.8810661197341002e-07,0.0077692385607873657,0.0029154192083781097,9.4190666341124454e-05,6.5676601231948999e-07,1.2032473950471322e-08,1.4719732150417414e-07,2.9739245440800322e-07,2.1873496715973968e-05,3.6748074516677815e-09,6.1172774327422207e-10,5.2057457669159524e-07,1.724163553881043e-06,2.8179485796466266e-12,6.9073618759781146e-08,4.1419301377198615e-10,1.524086747450588e-08,5.2921832149285686e-14,6.8974465659395227e-12,7.6375603262310881e-13
2.3844887213981073e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4414935291436019,0.1084261083581641,0.021243906249999708,0.0,7.9643123251258181e-05,0.0011113481467642644,0.00013521482203087911,2.5643322419593924e-05,2.6764106247029831e-15,0.0022847828437721302,8.6810996467268262e-12,0.00035351940174739647,1.0644301822637477e-09,6.3420716582198729e-07,8.6714252885990404e-12,3.5296298557086345e-13,1.3242688215334154e-05,1.9103848681935245e-07,0.0077683734059477861,0.0029258995361677678,9.4342772492540393e-05,6.6020452224649468e-07,1.2075076404404805e-08,1.4775407106591407e-07,3.0202907979395713e-07,2.1987961018601535e-05,3.7173210005157509e-09,6.1385278167620239e-10,5.2151052419422197e-07,1.72443992041363e-06,2.8381863855404786e-12,6.9812473147380357e-08,4.1763733269772013e-10,1.5500551006646333e-08,5.3745481189992464e-14,7.0064043585078771e-12,7.7308070218075139e-13
2.394467017344314e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4414836565694471,0.10841655024703858,0.021237594137145745,0.0,8.0568413656195565e-05,0.0011171015995074004,0.00013633712569186929,2.5915424698626593e-05,2.7163943951559069e-15,0.0022935100334793299,8.8362979760329885e-12,0.00035347799015023604,1.0758953206403029e-09,6.4418948364681339e-07,8.7425434935681683e-12,3.5725681352201655e-13,1.3340840608924925e-05,1.9400183523257561e-07,0.007767508689653313,0.0029363644618759341,9.4494439741781705e-05,6.6364421253553696e-07,1.2117599449151674e-08,1.4831014225929819e-07,3.0671549551750404e-07,2.2102400021346745e-05,3.7601346561055162e-09,6.1597554932509042e-10,5.2244396112393805e-07,1.7247150419134977e-06,2.8584862038332766e-12,7.0555333847188341e-08,4.2109444950969398e-10,1.5763334603714641e-08,5.4577949561658781e-14,7.1165270698206559e-12,7.8247487028905211e-13
2.4044453132905205e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44147379942233955,0.10840699436620146,0.021231284193870551,0.0,8.1500296917439815e-05,0.0011228539123684402,0.00013746361260676533,2.6188990988229225e-05,2.7567989595003986e-15,0.0023022271621267638,8.99345102558135e-12,0.00035343590797127188,1.0874243029395264e-09,6.5427819974726277e-07,8.8138974552815458e-12,3.6158220261761534e-13,1.343917866716351e-05,1.9699683092990736e-07,0.0077666444131077837,0.0029468139789504055,9.4645670585993539e-05,6.6708504932695494e-07,1.21600431843535e-08,1.4886553563061612e-07,3.1145197651054564e-07,2.221681307056376e-05,3.8032490997574626e-09,6.1809605514468461e-10,5.2337490726203395e-07,1.7249889487708772e-06,2.8788479500715285e-12,7.1302194984258268e-08,4.2456434696455535e-10,1.602923815896317e-08,5.5419285628298152e-14,7.2278205333621474e-12,7.9193869784640227e-13
2.414423609236727e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44146395770577185,0.10839744071517128,0.021224976418938373,0.0,8.243878871570997e-05,0.0011286050529644449,0.00013859427736106185,2.6464019166323208e-05,2.7976269473721215e-15,0.0023109342372119178,9.1525718401059347e-12,0.00035339317292056564,1.0990170655578238e-09,6.6447384639688284e-07,8.8854867621303695e-12,3.6593921862177666e-13,1.353770057663543e-05,2.0002364743908169e-07,0.0077657805774473156,0.0029572480809104567,9.4796467492309761e-05,6.7052699889867302e-07,1.22024077103822e-08,1.4942025173581184e-07,3.1623879740607231e-07,2.2331199520097164e-05,3.8466650088235534e-09,6.2021430797612462e-10,5.2430338217871812e-07,1.7252616709636022e-06,2.8992715399560811e-12,7.2053050606277821e-08,4.2804700784151774e-10,1.6298281554987113e-08,5.626953769825658e-14,7.340290562480167e-12,8.0147234481661775e-13
2.4244019051829337e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44145413142325168,0.10838788929343263,0.021218670811114067,0.0,8.3383904647677554e-05,0.0011343549892659439,0.00013972911454621849,2.6740507082967157e-05,2.8388809937983415e-15,0.002319631266383646,9.3136734424740901e-12,0.00035334980229190596,1.110673543711421e-09,6.7477695405561557e-07,8.9573110040642495e-12,3.7032792681498695e-13,1.3636404531022273e-05,2.0308245809553678e-07,0.0077649171837438271,0.002967666761346847,9.4946832898442241e-05,6.7397002766595545e-07,1.2244693128318884e-08,1.4997429114024778e-07,3.2107623253309242e-07,2.2445558731146476e-05,3.8903830566874038e-09,6.2233031657996648e-10,5.2522940523662851e-07,1.7255332380632805e-06,2.9197568893420944e-12,7.2807894684668972e-08,4.3154241494254119e-10,1.657048466323337e-08,5.7128754023335353e-14,7.4539429502147169e-12,8.1107597023294441e-13
