Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),C2H4(47),H2X(49),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),C2H6X(52),COX(50),C2H4X(205),C2H4X(65),CH4OX(60),acetyl(43)
2.1982383199943425e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44612410811177788,0.11261643111332885,0.022667798332388068,0.0,2.855949878364442e-08,1.7072700740685308e-05,3.7050740257427129e-07,2.5989958861510464e-08,9.2685200851096943e-20,0.00020256504188337479,7.5781834098601663e-17,0.0001475487214320528,8.8516868546244908e-13,1.3754701537969812e-11,9.1120865731377131e-15,7.0511753273564279e-17,3.9739737218910778e-08,1.3646626997503358e-11,0.0058496379737642164,0.00030707924153328651,2.5235113151461831e-05,1.8372447997847065e-08,1.1420170630373391e-09,1.4063441342079864e-08,2.1353142299741271e-11,2.8986336259802336e-07,1.7173746404227383e-12,2.4831589558400473e-11,6.626043738025638e-08,8.2770846597680521e-07,4.1340366141044285e-14,6.3630000388632358e-11,1.1555464338620177e-12,2.4189505212452336e-13,3.8794557562709686e-18,1.5341224678146504e-16,1.8778347735310363e-16
2.2061014540789865e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44611296532425493,0.11260572610387629,0.02266725618164157,0.0,2.904563488770244e-08,1.7206048665393771e-05,3.7497166297877004e-07,2.6270684935073111e-08,9.4486893002631141e-20,0.00020331293010088323,7.7174776175086731e-17,0.00014794841599555732,8.9506842218514117e-13,1.4018479962445094e-11,9.250231314708169e-15,7.1630076728175609e-17,4.0221055483572143e-08,1.3847753022014416e-11,0.0058595859015521641,0.00030815795781058696,2.5344537992402482e-05,1.8517263680782288e-08,1.146207198269131e-09,1.4111892599316264e-08,2.1668705911304603e-11,2.9227562785217702e-07,1.744171568015742e-12,2.509377351248405e-11,6.6833921531117576e-08,8.3124704485365045e-07,4.1687894881166054e-14,6.4343969827046963e-11,1.1694442277530588e-12,2.4622221250531962e-13,3.9365336728669494e-18,1.5635095396751791e-16,1.9074786834302999e-16
2.2139645881636306e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44610187043758426,0.11259506843465197,0.022666714070894052,0.0,2.9537686853677337e-08,1.7340001955711943e-05,3.794706703145848e-07,2.6553427734099795e-08,9.6316231931558129e-20,0.00020406096137992361,7.8588232250231263e-17,0.00014834738928412491,9.0504327510245803e-13,1.4286268501850701e-11,9.3898622830323887e-15,7.2761672247263035e-17,4.0706029642260476e-08,1.4051115462123279e-11,0.005869486312769504,0.00030923654940413791,2.5453696506100152e-05,1.8662440823094668e-08,1.150397940627914e-09,1.4160352133836631e-08,2.198778798304078e-11,2.9469978190091924e-07,1.7712669985935856e-12,2.5357496573368018e-11,6.7408632412027114e-08,8.3477886044181398e-07,4.2036733155794372e-14,6.5063272049794911e-11,1.1834498813843291e-12,2.5061060319858583e-13,3.9942449028488501e-18,1.59334273667711e-16,1.9374684619488423e-16
2.2218277222482746e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44609082322804627,0.11258445788036536,0.022666172000026505,0.0,3.0035692220089659e-08,1.7474560689219123e-05,3.840045193563334e-07,2.6838194475200708e-08,9.8173522907063416e-20,0.00020480913547664439,8.0022429912259868e-17,0.00014874564266815024,9.15093545411395e-13,1.4558111231747015e-11,9.5309880298229388e-15,7.3906640689665914e-17,4.1194666901511895e-08,1.4256731157661647e-11,0.0058793394329327425,0.000310315016415901,2.5562586878712671e-05,1.8807975953711411e-08,1.1545892886970391e-09,1.4208819937468569e-08,2.2310415080884653e-11,2.9713583465047572e-07,1.7986625999988556e-12,2.5622749546514969e-11,6.7984543867890412e-08,8.383038474748803e-07,4.2386876410134733e-14,6.5787926922893944e-11,1.1975636865280292e-12,2.550608612810217e-13,4.0525942022940647e-18,1.6236269529577006e-16,1.9678065919675525e-16
2.2296908563329186e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44607982347294767,0.11257389421679746,0.022665629968920444,0.0,3.0539688410798069e-08,1.7609724924404512e-05,3.8857330411933462e-07,2.7124992374309574e-08,1.0005907310324039e-19,0.00020555745214710712,8.1477598448697765e-17,0.00014914317751223399,9.2521953441061239e-13,1.4834052503756488e-11,9.6736170926882046e-15,7.5065083168479994e-17,4.1686974366238934e-08,1.446461701505125e-11,0.0058891454864867876,0.00031139335894767842,2.56712073413137e-05,1.895386561164206e-08,1.1587812410594396e-09,1.4257296002008775e-08,2.2636613876121621e-11,2.9958379563004962e-07,1.8263600281586828e-12,2.5889522941027276e-11,6.8561629783274415e-08,8.4182194140482055e-07,4.2738320072595646e-14,6.6517954310977881e-11,1.2117859326018006e-12,2.5957362804179388e-13,4.1115863460371768e-18,1.6543671132158938e-16,1.998495560186703e-16
2.2375539904175626e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44606887095061704,0.11256337722079603,0.022665087977457969,0.0,3.10497127327619e-08,1.7745494700759697e-05,3.9317711785873275e-07,2.7413828646674074e-08,1.019731915983485e-19,0.00020630591114728593,8.2953968852794083e-17,0.00014953999517524434,9.3542154349927092e-13,1.5114136945535957e-11,9.8177579947608584e-15,7.623710104880953e-17,4.2182959040219531e-08,1.4674790007321878e-11,0.0058989046968100489,0.00031247157710111487,2.5779556169641928e-05,1.910010635196937e-08,1.1629737962976427e-09,1.430578031898588e-08,2.2966411145416473e-11,3.020436739916426e-07,1.8543609283221136e-12,2.6157807068201149e-11,6.9139864086239818e-08,8.4533307839926498e-07,4.309105954682338e-14,6.7253374077272599e-11,1.2261169066661476e-12,2.6414954899363087e-13,4.1712261276755431e-18,1.6855681727113346e-16,2.0295378572769313e-16
2.2454171245022066e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44605796544039933,0.11255290667027022,0.022664546025521742,0.0,3.1565802374734909e-08,1.7881870038874415e-05,3.9781605306868085e-07,2.7704710506846261e-08,1.0391618937399627e-19,0.00020705451223306735,8.4451773829942891e-17,0.00014993609701037731,9.4569987417586863e-13,1.539840946079285e-11,9.96341924432899e-15,7.7422795945518264e-17,4.2682627826604031e-08,1.4887267174129111e-11,0.0059086172862195105,0.00031354967097769912,2.5887631683841896e-05,1.9246694750644018e-08,1.1671669529937679e-09,1.4354272879939241e-08,2.3299833770841829e-11,3.0451547850996718e-07,1.8826669498885563e-12,2.642759233653288e-11,6.9719220751354522e-08,8.4883719533880784e-07,4.3445090221054995e-14,6.7994206083572191e-11,1.2405568934218948e-12,2.6878927388389116e-13,4.2315183595734254e-18,1.7172351172614751e-16,2.0609359773923904e-16
2.2532802585868507e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44604710672265174,0.11254248234418571,0.022664004112994959,0.0,3.2087994405314371e-08,1.8018850940535723e-05,4.0249020148157416e-07,2.7997645168673052e-08,1.0588837931424939e-19,0.0002078032551602503,8.597124780410152e-17,0.00015033148436521712,9.5605482803707956e-13,1.5686915229257904e-11,1.0110609334469925e-14,7.8622269720978918e-17,4.3185987528429914e-08,1.5102065621771851e-11,0.0059182834759757908,0.0003146276406787827,2.599543224821593e-05,1.9393627393631806e-08,1.1713607097295116e-09,1.4402773676455765e-08,2.3636908739906144e-11,3.0699921758244627e-07,1.9112797303808072e-12,2.6698868847998466e-11,7.0299673804118399e-08,8.5233422981375561e-07,4.3800407469947838e-14,6.8740470190214822e-11,1.2551061752081899e-12,2.7349345670560027e-13,4.2924678728679333e-18,1.7493729632389379e-16,2.0926924182190905e-16
2.2611433926714947e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44603629457873872,0.11253210402255955,0.022663462239761383,0.0,3.2616325770571488e-08,1.8156437388830606e-05,4.0719965406733214e-07,2.8292639845286635e-08,1.0789007620466427e-19,0.00020855213968454589,8.7512626924206504e-17,0.00015072615858179619,9.6648670677659636e-13,1.5979699706621804e-11,1.0259336742686702e-14,7.9835624482821551e-17,4.3693044849139803e-08,1.5319202523209599e-11,0.0059279034862881651,0.00031570548630558239,2.6102956270955096e-05,1.954090088236614e-08,1.175555065086159e-09,1.445128269977327e-08,2.3977663145581383e-11,3.094948992293026e-07,1.9402008915087796e-12,2.6971626421861909e-11,7.0881197324903149e-08,8.5582412012137343e-07,4.4157006642573562e-14,6.9492186256058624e-11,1.2697650320005054e-12,2.7826275570845973e-13,4.3540795174747418e-18,1.7819867575686476e-16,2.1248096812774603e-16
2.2690065267561387e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44602552879102692,0.11252177148645524,0.022662920405705323,0.0,3.3150833293061832e-08,1.8294629348251496e-05,4.1194450103274025e-07,2.8589701749094882e-08,1.0992159673124734e-19,0.0002093011655615771,8.9076149070586614e-17,0.00015112012099665427,9.7699581218397458e-13,1.6276808624541053e-11,1.0409609930547232e-14,8.1062962581680693e-17,4.4203806393119122e-08,1.5538695118079394e-11,0.0059374775363195756,0.00031678320795917636,2.6210202203855783e-05,1.9688511843515032e-08,1.1797500176445894e-09,1.4499799941122493e-08,2.4322124186330238e-11,3.1200253109373522e-07,1.9694320634499588e-12,2.7245855100916779e-11,7.1463765451354296e-08,8.5930680526337927e-07,4.4514883073407511e-14,7.0249374138457553e-11,1.284533741408518e-12,2.8309783340982683e-13,4.4163581620915816e-18,1.8150815777227103e-16,2.1572902713444857e-16
2.2768696608407827e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44601480914288072,0.11251148451797781,0.022662378610711631,0.0,3.3691553670214463e-08,1.8433426764805042e-05,4.1672483182084008e-07,2.8888838091771814e-08,1.1198325947934067e-19,0.00021005033254687907,9.066205386137353e-17,0.00015151337294089771,9.8758244614347933e-13,1.6578287990603793e-11,1.0561437343326222e-14,8.2304386608941844e-17,4.4718278666242943e-08,1.5760560712712628e-11,0.005947005844191615,0.00031786080574052622,2.6317168542056483e-05,1.9836456914010158e-08,1.1839455659852596e-09,1.4548325391909529e-08,2.4670319166132952e-11,3.1452212044218074e-07,1.9989748664660349e-12,2.7521544638328472e-11,7.2047352382707329e-08,8.6278222494258866e-07,4.4874032087495373e-14,7.1012053693237128e-11,1.2994125786745379e-12,2.8799935660566491e-13,4.4793086942039511e-18,1.8486625317154981e-16,2.1901366964086603e-16
2.2839464815169625e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44600520073062905,0.11250226502741409,0.022661891028520911,0.0,3.4183544228073147e-08,1.855886204611765e-05,4.2105754150730271e-07,2.9159840405263423e-08,1.1386479239242668e-19,0.0002107247032791011,9.2108704783882711e-17,0.00015186669333416838,9.9717695320185788e-13,1.685339440077765e-11,1.0699417843741585e-14,8.3433796686266533e-17,4.5184481683625145e-08,1.5962283020121018e-11,0.005955542391172435,0.00031883053791632653,2.6413197983903424e-05,1.9969890372227094e-08,1.1877220677120919e-09,1.4592005309214427e-08,2.4986909817637063e-11,3.1679998020697908e-07,2.0258311529009793e-12,2.7770905428265567e-11,7.2573430427854456e-08,8.6590384141016755e-07,4.5198350372096645e-14,7.170317708201311e-11,1.3128979171114804e-12,2.924680929430449e-13,4.5365426915653003e-18,1.8793052811251495e-16,2.2200133437756085e-16
2.2910233021931423e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4459956293602238,0.11249308211358412,0.02266140347779471,0.0,3.4680623391717858e-08,1.8684787623919386e-05,4.2541912904687297e-07,2.9432534111349307e-08,1.157712350184329e-19,0.00021139918793259546,9.3573858294721642e-17,0.00015221944028292599,1.0068347231941839e-12,1.7132112291609782e-11,1.0838670226452477e-14,8.4574774781442403e-17,4.5653700187160834e-08,1.6165954239805286e-11,0.0059640422203969977,0.00031980016991073324,2.6508998733397553e-05,2.0103589324085857e-08,1.1914990498369478e-09,1.4635691862168444e-08,2.5306567214790361e-11,3.1908753588199025e-07,2.0529423257606322e-12,2.8021433324649779e-11,7.3100294144731772e-08,8.6901948160333437e-07,4.5523692203033608e-14,7.239877928007201e-11,1.3264728774545504e-12,2.9699168585424349e-13,4.5943284813382537e-18,1.910349727928771e-16,2.2501901850901215e-16
2.298100122869322e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44598609487579211,0.11248393561978644,0.022660915958450215,0.0,3.5182817646469723e-08,1.8811203420894634e-05,4.298096580546344e-07,2.970692446577698e-08,1.1770282354731995e-19,0.00021207378632896406,9.5057692711564551e-17,0.00015257161474649039,1.0165559763862822e-12,1.7414475775673907e-11,1.0979200612804119e-14,8.5727396174806533e-17,4.612593871717547e-08,1.637158712671361e-11,0.0059725054887320569,0.00032076970179711222,2.6604569782384372e-05,2.0237551359294298e-08,1.1952765113241251e-09,1.4679385044444623e-08,2.562931148152737e-11,3.2138479198325395e-07,2.0803095632487618e-12,2.8273120841734979e-11,7.3627924865647017e-08,8.7212910301136389e-07,4.5850054144146311e-14,7.3098874759037946e-11,1.3401376554309111e-12,3.0157063036638401e-13,4.6526696655529328e-18,1.9417996592991817e-16,2.2806690552072984e-16
2.305176943545502e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44597659712210425,0.11247482538999072,0.022660428470404958,0.0,3.5690153391196651e-08,1.8938109347888363e-05,4.3422919164335908e-07,2.9983016723788551e-08,1.1965979541198589e-19,0.00021274849828975106,9.6560387508224012e-17,0.00015292321768076112,1.0263409331032571e-12,1.7700519146416898e-11,1.1121015112575271e-14,8.689173629903006e-17,4.6601201750768774e-08,1.6579194479592578e-11,0.0059809323523734165,0.00032173913364877681,2.6699910150428253e-05,2.0371774067411434e-08,1.1990544511376414e-09,1.4723084849401332e-08,2.5955162811077221e-11,3.2369175278077375e-07,2.1079340072339749e-12,2.8525959728963398e-11,7.4156303973215637e-08,8.7523266357593763e-07,4.6177432733802586e-14,7.3803477989471462e-11,1.3538924452113337e-12,3.0620542434091133e-13,4.7115698585800793e-18,1.9736588824363784e-16,2.3114517916338816e-16
2.3122537642216816e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44596713594457071,0.11246575126883458,0.022659941013576827,0.0,3.6202656937726068e-08,1.9065505303977949e-05,4.3867779242328724e-07,3.0260816140115128e-08,1.2164238928741426e-19,0.00021342332363644324,9.8082123318429096e-17,0.00015327425003825115,1.0361898137288157e-12,1.7990276878133887e-11,1.1264119823774323e-14,8.8067870737785781e-17,4.7079493702156051e-08,1.6788789140996454e-11,0.0059893229668488025,0.00032270846553896518,2.6795018884606908e-05,2.0506255063865888e-08,1.2028328682412554e-09,1.4766791269987213e-08,2.628414146597848e-11,3.2600842229889293e-07,2.1358168091087035e-12,2.8779942153768506e-11,7.4685412900113123e-08,8.7833012169043055e-07,4.6505824497945957e-14,7.4512603440854896e-11,1.3677374394094068e-12,3.108965684799792e-13,4.7710326871310384e-18,2.0059312245606153e-16,2.3425402338462889e-16
2.3186023702625216e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44595867933296257,0.11245764148652648,0.022659503743227272,0.0,3.6666842213129864e-08,1.9180208934163667e-05,4.4269341157973644e-07,3.0511486623146896e-08,1.2344297148903474e-19,0.00021402880485974727,9.946362258063049e-17,0.00015358867593279608,1.045079807620042e-12,1.8253407319441317e-11,1.1393601759195707e-14,8.9133077828003946e-17,4.7511149761758314e-08,1.6978517895197531e-11,0.0059968194568151513,0.00032357796683568901,2.688014293027684e-05,2.0627115616973528e-08,1.2062228862936471e-09,1.4806005863529311e-08,2.6581945641965844e-11,3.2809496799093261e-07,2.1610512389167943e-12,2.9008756204372265e-11,7.5160681604366533e-08,8.8110362041826394e-07,4.6801283604113754e-14,7.5152618940979759e-11,1.3802346803418814e-12,3.1515335186960756e-13,4.8248584688822421e-18,2.0352373995070489e-16,2.370691282925567e-16
2.3243161156992776e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44595109335281952,0.11245036733011789,0.022659110221288078,0.0,3.7088198528707124e-08,1.9283779235433593e-05,4.4632754924497813e-07,3.0738271490144751e-08,1.2508143468665132e-19,0.0002145738157511915,1.0072030809078037e-16,0.0001538712678462695,1.0531250709051722e-12,1.8492825161399967e-11,1.1511031097965493e-14,9.0099977165031902e-17,4.7901729946788412e-08,1.7150657805178983e-11,0.0060035415536338248,0.00032436044931405156,2.6956594011511807e-05,2.0736064791341284e-08,1.2092742296284182e-09,1.4841303541429883e-08,2.6852147447773996e-11,3.2997954432933682e-07,2.1839414799088804e-12,2.9215465427039555e-11,7.5588901862527841e-08,8.8359551759065644e-07,4.7067889494652728e-14,7.5731763183427659e-11,1.3915445107417667e-12,3.1902387952174364e-13,4.8736934995938451e-18,2.0619021745749607e-16,2.3962399471510659e-16
2.3300298611360336e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44594353094534078,0.11244311644033884,0.02265871671955496,0.0,3.7512969714359106e-08,1.9387668759452563e-05,4.4998074388102327e-07,3.0966178476065575e-08,1.267370250835385e-19,0.00021511890024134922,1.0198972823279382e-16,0.00015415348948253572,1.0612123934122121e-12,1.8734725673199891e-11,1.1629312206886591e-14,9.107469867666437e-17,4.8294292192319303e-08,1.7324115978680233e-11,0.0060102402925089589,0.00032514286675880996,2.7032892504501227e-05,2.0845178166243887e-08,1.2123258822696667e-09,1.487660552002191e-08,2.7124423831591262e-11,3.3187045585517238e-07,2.2070021595885975e-12,2.9422905947416876e-11,7.6017565312832544e-08,8.8608336482350659e-07,4.7335149710546372e-14,7.6313880861910317e-11,1.4029134778092394e-12,3.2293203251628864e-13,4.9229017331823673e-18,2.0888430645611005e-16,2.4219911426040147e-16
2.3357436065727896e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44593599203036793,0.11243588873667593,0.022658323237985372,0.0,3.7941169449616887e-08,1.9491877431083225e-05,4.5365302748570903e-07,3.1195210345572928e-08,1.2840987065329752e-19,0.00021566405823615625,1.0327198029659281e-16,0.00015443534133663216,1.0693418912414064e-12,1.8979127342516391e-11,1.1748448272223048e-14,9.2057282424897491e-17,4.8688838703757749e-08,1.7498899258198517e-11,0.0060169157540412698,0.00032592521920840882,2.7109037959175612e-05,2.0954454509843924e-08,1.2153778436714907e-09,1.4911911795621882e-08,2.7398785589637586e-11,3.3376770422205454e-07,2.2302338858072747e-12,2.9631073636318352e-11,7.6446662287041004e-08,8.8856714106869646e-07,4.7603062418010488e-14,7.6898979589863399e-11,1.4143416799612166e-12,3.2687807980402459e-13,4.9724851018983972e-18,2.1160621217882464e-16,2.4479458406713923e-16
2.3414573520095456e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44592847652800888,0.11242868413889394,0.022657929776536908,0.0,3.837281137556732e-08,1.9596405170333807e-05,4.573444318430516e-07,3.1425369863102393e-08,1.3010009989548918e-19,0.0002162092896415239,1.0456716207223181e-16,0.00015471682390222051,1.0775136805166194e-12,1.9226048733784142e-11,1.1868442474854581e-14,9.3047768533340312e-17,4.9085371660476424e-08,1.767501450486372e-11,0.0060235680185530219,0.00032670750670127981,2.718502993680998e-05,2.1063892589704964e-08,1.2184301132878694e-09,1.4947222364697642e-08,2.7675243547612589e-11,3.3567129098017351e-07,2.2536372570205372e-12,2.9839964072715589e-11,7.6876183142643586e-08,8.9104682546627157e-07,4.7871625777871965e-14,7.7487066980236395e-11,1.4258292149522064e-12,3.308622915550322e-13,5.0224455432424648e-18,2.1435614070741782e-16,2.4741050135692844e-16
2.3471710974463016e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44592098435863803,0.11242150256703547,0.022657536335167292,0.0,3.8807909094601166e-08,1.9701251892385209e-05,4.6105498852321326e-07,3.1656659792859516e-08,1.3180784183527446e-19,0.00021675459436333927,1.0587537185119103e-16,0.00015499793767159782,1.0857278773851022e-12,1.947550848817741e-11,1.1989297990209236e-14,9.4046197186757647e-17,4.9483893215936462e-08,1.785246859844139e-11,0.0060301971660890082,0.00032748972927582845,2.7260868009945615e-05,2.1173491185790954e-08,1.2214826905726675e-09,1.4982537223492913e-08,2.7953808560700348e-11,3.3758121757649751e-07,2.2772128463940642e-12,3.0049572661246703e-11,7.7306118263198636e-08,8.9352239734423327e-07,4.8140837915259897e-14,7.8078150645487594e-11,1.4373761798744516e-12,3.3488493916085493e-13,5.0727849999670174e-18,2.1713429897400347e-16,2.5004696351811803e-16
2.3528848428830576e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44591351544289493,0.11241434394141948,0.022657142913834409,0.0,3.9246476170066361e-08,1.9806417507618985e-05,4.6478472888248838e-07,3.1889082898818022e-08,1.3353322602303101e-19,0.00021729997230746507,1.0719670842766886e-16,0.00015527868313570711,1.0939845980172684e-12,1.9727525323587878e-11,1.2111017988196976e-14,9.5052608630613332e-17,4.9884405497816627e-08,1.8031268437335511e-11,0.006036803276417489,0.00032827188697044261,2.7336551762329359e-05,2.1283249083827455e-08,1.2245355749796419e-09,1.5017856368262205e-08,2.8234491513573882e-11,3.3949748535500069e-07,2.3009612644166581e-12,3.025989536835864e-11,7.7736458057158428e-08,8.9599383621891795e-07,4.8410696997160555e-14,7.8672238197579002e-11,1.4489826711575563e-12,3.3894629523665335e-13,5.1235054200727141e-18,2.1994089475888727e-16,2.527040678850755e-16
2.358027213776138e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44590681323519954,0.11240792073176811,0.022656788851731526,0.0,3.9644164016236285e-08,1.9901339137085464e-05,4.6815792299511052e-07,3.2099234844068673e-08,1.3510126341034306e-19,0.00021779087498442973,1.0839721681791155e-16,0.00015553103955708359,1.1014521004374969e-12,1.9956542311869601e-11,1.2221307734468934e-14,9.5965237527336931e-17,5.0246570360451326e-08,1.8193344621138506e-11,0.0060427291446070938,0.00032897577345497255,2.7404534860180713e-05,2.1382166389598901e-08,1.2272834330838163e-09,1.504964726006704e-08,2.8488926029626094e-11,3.412275490944033e-07,2.3224831029420417e-12,3.0449792662713873e-11,7.812410196265906e-08,8.9821458070856401e-07,4.8654121782829851e-14,7.9209491608592385e-11,1.4594794875160784e-12,3.4263483775086675e-13,5.1694811361144257e-18,2.2249131745775517e-16,2.551131914235308e-16
2.3631695846692183e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4459001297413927,0.11240151598655497,0.022656434805793896,0.0,4.0044682827962004e-08,1.9996518921539202e-05,4.7154670367062591e-07,3.2310308915277785e-08,1.3668379156072934e-19,0.00021828183682653484,1.0960851107750834e-16,0.00015578309840378224,1.1089542259433085e-12,2.0187659512765772e-11,1.2332302577732807e-14,9.6884394555450681e-17,5.061035092915033e-08,1.8356521516653298e-11,0.0060486364748111856,0.00032967960744580388,2.7472392342280562e-05,2.1481210868628413e-08,1.2300315391160316e-09,1.5081441617846104e-08,2.874509289385753e-11,3.4296275103191358e-07,2.3441458340790167e-12,3.0640261461707343e-11,7.851205895382491e-08,9.0043194635447168e-07,4.8898067728441922e-14,7.9749189881640348e-11,1.4700246671623245e-12,3.4635515640152247e-13,5.2157684421237949e-18,2.2506509620406174e-16,2.5753918520421177e-16
2.3683119555622987e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44589346490416837,0.11239512964826337,0.022656080775991107,0.0,4.0448042411034146e-08,2.0091956785789395e-05,4.7495109332341126e-07,3.2522307126892603e-08,1.3828090600606356e-19,0.00021877285776510409,1.1083066427704624e-16,0.00015603486003093147,1.1164910592701461e-12,2.0420890730929087e-11,1.2444004817125593e-14,9.7810109178190222e-17,5.0975748701938981e-08,1.852080419155182e-11,0.0060545253246101051,0.00033038338897089121,2.7540123928191941e-05,2.1580381645424416e-08,1.2327798926778395e-09,1.5113239438801237e-08,2.9003000102480631e-11,3.4470309193425383e-07,2.3659498889377097e-12,3.0831298550081413e-11,7.8900322095925848e-08,9.0264591861094037e-07,4.9142533481527523e-14,8.0291338564792045e-11,1.4806182790172045e-12,3.5010745247588365e-13,5.2623687691074453e-18,2.2766238423313752e-16,2.5998212035712877e-16
2.373454326455379e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44588681866639185,0.11238876165955564,0.022655726762292855,0.0,4.0854252545110545e-08,2.0187652651567188e-05,4.7837111422752012e-07,3.2735231493203336e-08,1.3989270262181724e-19,0.00021926393773144545,1.1206374982016533e-16,0.00015628632479279867,1.1240626851680818e-12,2.0656249821293257e-11,1.2556416748000107e-14,9.8742410897477192e-17,5.1342765160249759e-08,1.8686197725741694e-11,0.006060395751405153,0.00033108711805818008,2.7607729344659193e-05,2.1679677848347472e-08,1.2355284933707228e-09,1.5145040720174835e-08,2.9262655671066743e-11,3.4644857250118335e-07,2.3878956956780284e-12,3.1022900664503073e-11,7.9288884472965058e-08,9.0485648305389323e-07,4.9387517682540962e-14,8.0835943205778257e-11,1.4912603915669949e-12,3.5389192806938354e-13,5.3092835515196093e-18,2.3028333533664625e-16,2.6244206806583928e-16
2.3785966973484595e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4458801909711001,0.11238241196327273,0.022655372764668925,0.0,4.1263322983593585e-08,2.0283606437543051e-05,4.8180678851669374e-07,3.294908402834204e-08,1.4151927762680635e-19,0.0002197550766568509,1.1330784144432085e-16,0.00015653749304279634,1.1316691884016815e-12,2.0893750689059168e-11,1.2669540661886878e-14,9.968132925364983e-17,5.1711401769000227e-08,1.8852707211367753e-11,0.0060662478124191253,0.00033179079473560712,2.767520832556593e-05,2.1779098610200395e-08,1.2382773407960881e-09,1.5176845459223893e-08,2.9524067634548653e-11,3.4819919336566036e-07,2.4099836780811039e-12,3.1215064525912118e-11,7.9677739187954732e-08,9.0706362538053764e-07,4.963301896984716e-14,8.1383009351988725e-11,1.5019510728634776e-12,3.5770878608688552e-13,5.3565142272623551e-18,2.3292810386280412e-16,2.6491909956405987e-16
2.3837390682415398e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44587358176150055,0.11237608050243349,0.022655018783089186,0.0,4.167526345350939e-08,2.0379818059344169e-05,4.8525813818437537e-07,3.3163866746281504e-08,1.4316072758293475e-19,0.00022024627447259676,1.1456301322154465e-16,0.00015678836513348851,1.1393106537498727e-12,2.1133407289680875e-11,1.2783378846456222e-14,1.0062689382519358e-16,5.2081659976671581e-08,1.9020337752813683e-11,0.0060720815646968865,0.00033249441903110112,2.7742560611894241e-05,2.1878643067450622e-08,1.2410264345552686e-09,1.5208653653157557e-08,2.9787244047223186e-11,3.4995495509400807e-07,2.4322142602524827e-12,3.1407786840109109e-11,8.0066879363241235e-08,9.0926733140902575e-07,4.9879035979767877e-14,8.1932542550468744e-11,1.5126903905239666e-12,3.6155823024394346e-13,5.4040622376860407e-18,2.3559684471601012e-16,2.674132861247591e-16
2.3888814391346202e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44586699098097121,0.11236976722023413,0.022654664817523609,0.0,4.2090083655397042e-08,2.047628742957196e-05,4.8872518508372546e-07,3.337958166083399e-08,1.4481714939493352e-19,0.00022073753110994388,1.1582933955920668e-16,0.00015703894141659713,1.1469871660058099e-12,2.1375233628851313e-11,1.2897933585480501e-14,1.0157913422847182e-16,5.2453541215387267e-08,1.9189094466703539e-11,0.0060778970651059125,0.00033319799097258386,2.7809785951682704e-05,2.1978310360504362e-08,1.2437757742495277e-09,1.5240465299156852e-08,3.0052192982753577e-11,3.5171585818608375e-07,2.4545878648717614e-12,3.1601064297344327e-11,8.0456298140820165e-08,9.1146758707813723e-07,5.0125567346626409e-14,8.248454834791648e-11,1.5234784117313525e-12,3.6544046506805867e-13,5.4519290275897907e-18,2.3828971335662517e-16,2.6992469906386364e-16
