Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),H2OX(23),H2X(49),C2H4(47),C2H6X(52),CH4OX(60),C2H4X(205),C2H4X(65),CH2X(27),CHX(28),CX(26),OCX(25),CH2OH(40),CH2OX(54),COX(50),CH2(T)(34),CH2O2(181),O(29),C3H6O(210),acetyl(43),C2H3(46),C2H2(334),C2H2(358),C2H2X(360),C4H6(374),C3H5(367)
9.433789422328296e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4487383544802856,0.1151222774387969,0.022769929463422399,0.0,2.4378603955487078e-08,2.9489038327053495e-06,2.383170362944455e-09,2.0496975943715439e-09,5.0164045353867911e-12,8.5449092398377999e-05,1.0275417874463148e-18,7.3191795636756346e-05,6.4704679792956168e-14,8.0792939413245058e-11,2.861558512019816e-17,2.0600360294316606e-19,1.4273941055005412e-06,4.3339947615458929e-13,0.0034621916128416592,0.00010168086917432921,4.9328158455604658e-06,3.4362751798722481e-08,4.8373671502215135e-10,2.6226793604748128e-09,1.8165201429392775e-12,4.1958689500434214e-08,6.6822023992820029e-13,4.3110966523807136e-12,9.0531324693511339e-16,3.5240484841135937e-15,1.2392576046252202e-19,1.4247655927820291e-12,1.5406168398953312e-09,3.6529543741784544e-08,7.5658277878454486e-17,4.7914807345670473e-15,7.140557826184293e-15,7.4689265858118517e-15,1.2856985368426297e-10,3.6124947556867377e-18,1.0601633819942819e-07,4.6144880268188649e-31,5.0942167954440158e-19,9.2316288561734253e-19,1.8519341335984814e-17,3.6022754937752171e-21,4.5820330331736192e-20,7.1833799836840332e-37,1.8149319281182008e-25
9.457714120428785e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44873169669441881,0.11511555523260675,0.022769854188267099,0.0,2.4640618615985735e-08,2.9632657401390264e-06,2.4029968736134777e-09,2.0653814758723548e-09,5.0604776039176947e-12,8.5669849865364968e-05,1.0409283042675138e-18,7.335470778718661e-05,6.5216687852668856e-14,8.1856094033272496e-11,2.8932277148314455e-17,2.0826135871472876e-19,1.4385466894322106e-06,4.379164446386911e-13,0.0034686928406212625,0.00010181930545412434,4.9503618458709816e-06,3.4531952728292877e-08,4.8498562082554892e-10,2.6284077674255598e-09,1.8337787718124514e-12,4.2198810422597349e-08,6.7522840003298729e-13,4.3469198855699398e-12,9.1721804090294804e-16,3.5694960390621557e-15,1.2521549227438113e-19,1.4299161809677386e-12,1.5524212376872558e-09,3.6678437792233611e-08,7.6084156563184077e-17,4.856597372491004e-15,7.2060074839218324e-15,7.5309892811540347e-15,1.2943499900182994e-10,3.6367718482373632e-18,1.0652312046970045e-07,4.7038412576913721e-31,5.1498735156650033e-19,9.333806304485575e-19,1.8770990479913918e-17,3.6512363815749078e-21,4.6501042008541593e-20,7.3573435941273983e-37,1.8443734729072036e-25
9.481638818529273e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44872504890641474,0.11510884243600027,0.022769779169920557,0.0,2.490469713014818e-08,2.9776604308931477e-06,2.4229311236473562e-09,2.0811454041266281e-09,5.1048496871480708e-12,8.5890627254059572e-05,1.0544547481526592e-18,7.351751743692887e-05,6.573144813990301e-14,8.2930283672610548e-11,2.9251578184740492e-17,2.1053766349719372e-19,1.4497516728246824e-06,4.4246893197676493e-13,0.0034751846383278455,0.00010195717232840462,4.9679083550493298e-06,3.4701300502545247e-08,4.8623463669618415e-10,2.6341360708805857e-09,1.8511538550321832e-12,4.2439607750050281e-08,6.8229201410785954e-13,4.3829431535727479e-12,9.2924626537452606e-16,3.6154104206472407e-15,1.265153449771959e-19,1.4350886907277823e-12,1.5642804882709041e-09,3.6827560411531979e-08,7.6512829686661409e-17,4.9224161024992967e-15,7.2719165064022443e-15,7.5933883864613163e-15,1.3030457387896204e-10,3.6611731159588718e-18,1.0703096116985632e-07,4.7947358412401921e-31,5.2059804333286115e-19,9.4368594082848078e-19,1.9025420561434503e-17,3.7007384547637764e-21,4.7190046882402496e-20,7.5350872552099169e-37,1.8742175568415096e-25
9.505563516629762e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44871841110133559,0.11510213903530644,0.022769704407675187,0.0,2.5170849008125619e-08,2.992087893117645e-06,2.4429733445553129e-09,2.0969895852648106e-09,5.1495223485512305e-12,8.611142456186085e-05,1.0681222249721545e-18,7.3680224665224439e-05,6.6248968631195395e-14,8.4015590039054749e-11,2.9573501931090676e-17,2.1283261585333407e-19,1.4610090892280229e-06,4.4705712771478554e-13,0.0034816670196344971,0.00010209447117227809,4.9854552655188778e-06,3.4870792811276896e-08,4.8748376264539738e-10,2.6398642723476707e-09,1.8686457821036519e-12,4.2681081237168199e-08,6.8941137991360347e-13,4.4191670238487939e-12,9.4139883251366118e-16,3.6617952027583978e-15,1.2782537200021005e-19,1.4402820234780967e-12,1.5761946532654445e-09,3.6976911292145524e-08,7.6941714461432283e-17,4.9889423913415311e-15,7.338287339870604e-15,7.6561246179113434e-15,1.3117859662936776e-10,3.6856990791388643e-18,1.0753985930072581e-07,4.8871639772532372e-31,5.2625418434557777e-19,9.5407935395841884e-19,1.9282655373952599e-17,3.750786344718909e-21,4.7887423937766451e-20,7.7166546285978405e-37,1.9044686717936796e-25
9.527095744920201e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44871244559983109,0.11509611399690431,0.022769637340034683,0.0,2.5412166285508594e-08,3.0051006189351233e-06,2.4611038492069907e-09,2.1113181348856437e-09,5.1899860357629828e-12,8.631015916757668e-05,1.0805444560738393e-18,7.3826573665755111e-05,6.6717103644290043e-14,8.5001938365916228e-11,2.9865487066056267e-17,2.1491409826940085e-19,1.4711856213495182e-06,4.5121719165881018e-13,0.0034874931230733188,0.00010221755560557447,5.0012477398160071e-06,3.5023457564388348e-08,4.8860807012614537e-10,2.6450195677402873e-09,1.8844887484060362e-12,4.2898985289005045e-08,6.9586672366018417e-13,4.4519404910760787e-12,9.5244321275501582e-16,3.7039466674576942e-15,1.2901313995947048e-19,1.4449718642050667e-12,1.5869644048725157e-09,3.7111521995342723e-08,7.7327909925979589e-17,5.0494255517333874e-15,7.3984179688220394e-15,7.712876059090788e-15,1.3196903521702588e-10,3.707879486171089e-18,1.0799877089666393e-07,4.9716792793880632e-31,5.3138381635658942e-19,9.6350919927134888e-19,1.951658453288239e-17,3.796299969705738e-21,4.8522287221796184e-20,7.8833947072418473e-37,1.932046430766304e-25
9.54862797321064e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4487064881615398,0.11509009654819594,0.022769570478743464,0.0,2.5655177626346789e-08,3.0181398714126438e-06,2.4793221648927483e-09,2.125712006615503e-09,5.2306956123636903e-12,8.6508909903788592e-05,1.0930826390242347e-18,7.3972839826614951e-05,6.7187486709174077e-14,8.5997417716431044e-11,3.0159617743068248e-17,2.1701083734259789e-19,1.4814046742075291e-06,4.554064723244981e-13,0.0034933116202269586,0.00010234018205951205,5.0170403754723039e-06,3.5176235856223383e-08,4.8973246678771468e-10,2.650174782861573e-09,1.9004269878088139e-12,4.3117436651952294e-08,7.0236768646887872e-13,4.4848773195472293e-12,9.6358972244776892e-16,3.7464846968343762e-15,1.3020923274018213e-19,1.4496791489292986e-12,1.5977787263004022e-09,3.7246317122266824e-08,7.7717200456046512e-17,5.1104903014150057e-15,7.4589264531862547e-15,7.7699016694187799e-15,1.3276310488893505e-10,3.7301616822189257e-18,1.0845853747570975e-07,5.0575062145511038e-31,5.3655044239126331e-19,9.7301123910402037e-19,1.9752822465621886e-17,3.842262896974596e-21,4.9164054738495742e-20,8.0533765048535891e-37,1.9599608846514962e-25
9.570160201501078e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44870053877560317,0.11508408667925632,0.022769503823282307,0.0,2.5899889965844053e-08,3.0312056419171308e-06,2.4976284588323034e-09,2.1401713507593486e-09,5.2716522320896557e-12,8.6707676768621377e-05,1.1057375924213638e-18,7.4119023205335873e-05,6.7660123650681273e-14,8.7002088335453675e-11,3.0455904006956862e-17,2.1912290533082099e-19,1.4916662707324028e-06,4.5962510902101167e-13,0.0034991225210218215,0.00010246235154484924,5.0328330958126246e-06,3.5329126022703996e-08,4.9085695263810909e-10,2.6553299187967779e-09,1.9164607791998211e-12,4.3336435146764361e-08,7.0891448719299293e-13,4.5179779230172837e-12,9.7483903411279068e-16,3.789411933800667e-15,1.3141368925707268e-19,1.4544047087560166e-12,1.6086376603996511e-09,3.7381296450966427e-08,7.810513222351912e-17,5.1721406755567224e-15,7.5198145985552843e-15,7.8272019661003832e-15,1.3356081911003952e-10,3.752546056576278e-18,1.0891915831129479e-07,5.1446099037959851e-31,5.4175444874794219e-19,9.825858693314709e-19,1.9991386821354863e-17,3.8886785619450473e-21,4.9812785202312494e-20,8.2266067571358161e-37,1.9882153896220433e-25
9.591692429791517e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44869459743117268,0.11507808438017365,0.022769437373130939,0.0,2.6146310239725565e-08,3.0442979218170287e-06,2.5160228977502204e-09,2.1546963176334559e-09,5.3128570531126366e-12,8.6906459760206371e-05,1.1185101388066036e-18,7.4265123859376051e-05,6.8135020296784809e-14,8.8016010682204693e-11,3.0754355920310917e-17,2.2125037461922688e-19,1.5019704333760928e-06,4.6387324141478762e-13,0.0035049258353713115,0.00010258406507486916,5.0486258247154615e-06,3.5482126406094244e-08,4.9198152768525084e-10,2.660484976653969e-09,1.9325904135041773e-12,4.355598059414061e-08,7.1550734525034632e-13,4.5512427152656358e-12,9.8619182265242708e-16,3.8327310331798676e-15,1.3262654932400836e-19,1.4591453833825541e-12,1.6195412530702119e-09,3.751645976099322e-08,7.8493033248776384e-17,5.2343807250824931e-15,7.5810842176019068e-15,7.884777464800359e-15,1.3436219138127843e-10,3.7750329842607177e-18,1.0938063267742555e-07,5.2330226123742138e-31,5.4699603369864439e-19,9.9223348717678675e-19,2.0232295345884129e-17,3.9355504188476628e-21,5.0468537688944858e-20,8.4031549875299508e-37,2.0168133279236681e-25
9.613224658081956e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44868866411740971,0.11507208964104898,0.022769371127768109,0.0,2.6394445384144332e-08,3.0574167024821866e-06,2.5345056478795341e-09,2.1692870575654174e-09,5.3543112380520897e-12,8.7105258876681336e-05,1.1314011046750789e-18,7.4411141846120058e-05,6.8612182478597704e-14,8.903924543010712e-11,3.1054983563461288e-17,2.2339331771983733e-19,1.5123171841140811e-06,4.6815100952971928e-13,0.0035107215731758489,0.00010270532366533337,5.0644184866035937e-06,3.5635235355026203e-08,4.9310619193697839e-10,2.6656399575476747e-09,1.9488161964787026e-12,4.3776072814726863e-08,7.2214648062356204e-13,4.5846721100960392e-12,9.9764876534860136e-16,3.8764446617322907e-15,1.3384785332510602e-19,1.4639030757247235e-12,1.6304895426975826e-09,3.7651806834920121e-08,7.8884988376631333e-17,5.2972145166658714e-15,7.6427371301012067e-15,7.9426286796452418e-15,1.3516723523954494e-10,3.7976228337967749e-18,1.0984295984868283e-07,5.3228096512211079e-31,5.5227510832777861e-19,1.0019544912131482e-18,2.0475565881960192e-17,3.982881940787984e-21,5.1131371636733124e-20,8.5831218263740017e-37,2.0457581080218798e-25
9.634756886372395e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44868273882348564,0.11506610245199633,0.022769305086671573,0.0,2.6644302335628643e-08,3.0705619752837481e-06,2.5530768749743482e-09,2.1839437208941407e-09,5.3960159539873639e-12,8.7304074116190361e-05,1.1444113204860627e-18,7.4557077222879185e-05,6.9091616030373276e-14,9.0071853466621588e-11,3.1357797034465171e-17,2.2555180727090492e-19,1.5227065444472917e-06,4.7245855374734533e-13,0.0035165097443228908,0.0001028261283344356,5.0802110064424523e-06,3.5788451224653067e-08,4.9423094540104676e-10,2.6707948625856654e-09,1.9651384107408507e-12,4.3996711629116884e-08,7.2883211386036026e-13,4.6182665213366338e-12,1.0092105418609071e-15,3.920555498181125e-15,1.3507764039464719e-19,1.4686793519573044e-12,1.6414825706750971e-09,3.7787337453218813e-08,7.9275786412662895e-17,5.3606461327259199e-15,7.7047751629520861e-15,8.0007561232254e-15,1.3597596425764435e-10,3.8203159994914723e-18,1.1030613910022072e-07,5.4139280256734637e-31,5.5759202536857011e-19,1.0117492813658727e-18,2.0721216369610139e-17,4.0306766198105961e-21,5.1801346848051238e-20,8.7665083685845446e-37,2.075053164749404e-25
9.65413589183379e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44867741290697444,0.11506072042900019,0.022769245823899963,0.0,2.6870651470256772e-08,3.0824153644509758e-06,2.5698667637620426e-09,2.1971912066584415e-09,5.4337653705252638e-12,8.748302161541378e-05,1.1562231629940576e-18,7.4688348477734218e-05,6.9525053072830613e-14,9.1009265357082406e-11,3.1632206401500212e-17,2.2750780021903363e-19,1.5320934173407443e-06,4.7636091842470045e-13,0.0035217126370246168,0.00010293446527732413,5.0944240912719502e-06,3.5926435570272254e-08,4.9524329980160182e-10,2.6754342131709651e-09,1.9799110880222083e-12,4.4195753751450055e-08,7.3488912218513892e-13,4.6486429225325097e-12,1.0197063372879296e-15,3.9605970873618309e-15,1.3619173497617866e-19,1.4729909493631274e-12,1.6514145848248017e-09,3.7909471759905292e-08,7.9628087061867724e-17,5.4182491139118849e-15,7.7609401861080768e-15,8.0533074204355699e-15,1.3670698243242137e-10,3.8408284951179952e-18,1.1072372835662113e-07,5.4971054205130047e-31,5.6240980102961482e-19,1.0206280112623052e-18,2.0944351573172213e-17,4.0740907317235765e-21,5.2410480039669762e-20,8.9345446530203632e-37,2.1017210625759224e-25
9.673514897295186e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44867209346988968,0.11505534450637664,0.022769186725778191,0.0,2.7098405944434449e-08,3.0942901989714129e-06,2.5867285728956118e-09,2.2104923217707888e-09,5.4717195232352745e-12,8.7661982171452539e-05,1.168132884857459e-18,7.4819552906541464e-05,6.996033891084209e-14,9.1954363791533711e-11,3.1908401869293185e-17,2.2947649786152594e-19,1.5415148360489587e-06,4.802876185864624e-13,0.0035269094159218477,0.00010304243611617511,5.1086369467732958e-06,3.6064504004612174e-08,4.9625572647590268e-10,2.6800735040134271e-09,1.9947623241703273e-12,4.4395238338546686e-08,7.4098413445698954e-13,4.6791536239563214e-12,1.0302880993720093e-15,4.0009645641101635e-15,1.3731276270634148e-19,1.4773169362450308e-12,1.6613829008763937e-09,3.8031754403868241e-08,7.9981478656106743e-17,5.4763426506896818e-15,7.8174199842137154e-15,8.1060832483944152e-15,1.374410065547709e-10,3.8614252592241202e-18,1.1114200668378106e-07,5.5814122953122171e-31,5.6725842474937679e-19,1.0295671264039266e-18,2.1169442363983884e-17,4.117885417334007e-21,5.3025490502283069e-20,9.1054625728176922e-37,2.1286780296050721e-25
9.692893902756581e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44866678050435832,0.11504997467694555,0.022769127791923589,0.0,2.7327570815261152e-08,3.1061864725568488e-06,2.6036624221942849e-09,2.223847175851737e-09,5.5098792722330521e-12,8.7840955782966619e-05,1.1801410997586379e-18,7.4950690550929392e-05,7.0397477804104552e-14,9.2907193600960603e-11,3.2186390836097602e-17,2.3145795341252119e-19,1.5509708152679527e-06,4.8423875731456313e-13,0.003532100088195668,0.00010315004159812323,5.1228495193736246e-06,3.6202655342100232e-08,4.9726822542942899e-10,2.6847127359303133e-09,2.0096923296545572e-12,4.4595165259517117e-08,7.4711731263043485e-13,4.7097989273395367e-12,1.0409563285172284e-15,4.041659906173154e-15,1.3844075277198472e-19,1.4816569523210916e-12,1.6713875496350293e-09,3.8154185227112921e-08,8.0335553092320625e-17,5.5349297518391758e-15,7.8742159039648168e-15,8.1590839775958353e-15,1.3817804659371489e-10,3.8821065723747936e-18,1.1156097355447597e-07,5.6668569909045e-31,5.721380586971174e-19,1.038566921153697e-18,2.1396502023743931e-17,4.1620632619466411e-21,5.3646422593711303e-20,9.279301080482775e-37,2.1559266252017763e-25
9.712272908217977e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4486614740025136,0.11504461093353546,0.022769069021952915,0.0,2.7558151139847002e-08,3.1181041789196431e-06,2.6206684311580219e-09,2.2372558785292572e-09,5.5482454805908367e-12,8.8019942448620093e-05,1.1922484240068081e-18,7.5081761452478851e-05,7.0836474014375994e-14,9.3867799756354149e-11,3.2466180711761398e-17,2.3345222016800682e-19,1.5604613693872707e-06,4.8821443792604409e-13,0.0035372846610186989,0.00010325728247178547,5.1370617558536667e-06,3.6340888401478858e-08,4.9828079666760572e-10,2.6893519097318322e-09,2.0247013131473246e-12,4.4795534383440939e-08,7.5328881903148348e-13,4.7405791344296783e-12,1.0517115266827579e-15,4.0826850992112331e-15,1.3957573451316182e-19,1.4860108545905488e-12,1.6814285608224839e-09,3.827676407288347e-08,8.069030926809016e-17,5.5940134364596196e-15,7.9313292967847082e-15,8.2123099775307781e-15,1.3891811254173174e-10,3.9028727146787808e-18,1.1198062844185563e-07,5.7534528809670738e-31,5.7704884824686007e-19,1.0476276907668101e-18,2.1625543898797099e-17,4.2066268634523612e-21,5.4273320914100351e-20,9.456104173483784e-37,2.1834694264009747e-25
9.731651913679373e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4486561739564956,0.11503925326898325,0.022769010415482311,0.0,2.7790151975255605e-08,3.1300433117726564e-06,2.6377467189682971e-09,2.2507185394387343e-09,5.5868190143446415e-12,8.8198942167081032e-05,1.2044554765441843e-18,7.5212765652723254e-05,7.1277331805476217e-14,9.4836227368607596e-11,3.2747778917719404e-17,2.3545935150557518e-19,1.5699865124911597e-06,4.9221476397316364e-13,0.0035424631415551049,0.00010336415948723476,5.1512736033455786e-06,3.6479202005817326e-08,4.9929344019580261e-10,2.6939910262281668e-09,2.0397894867704047e-12,4.4996345579367746e-08,7.5949881635780515e-13,4.7714945469903333e-12,1.0625541973816633e-15,4.1240421368135158e-15,1.4071773733482604e-19,1.4903787901720101e-12,1.6915059639827949e-09,3.8399490784680737e-08,8.104574604075512e-17,5.6535967339667255e-15,7.9887615188369553e-15,8.2657616166883147e-15,1.3966121441473182e-10,3.9237239669039046e-18,1.1240097081944346e-07,5.8412134584478094e-31,5.8199090125653341e-19,1.056749731391898e-18,2.1856581400329696e-17,4.2515788323662678e-21,5.4906230306750177e-20,9.635916419741245e-37,2.2113090279961311e-25
9.751030919140768e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44865088035845124,0.11503390167613424,0.022768951972127374,0.0,2.8023578378457035e-08,3.1420038648291895e-06,2.6548974044884582e-09,2.2642352682229653e-09,5.6256007425014238e-12,8.8377954937021437e-05,1.2167628789521453e-18,7.5343703193148689e-05,7.1720055443286734e-14,9.5812521688411867e-11,3.3031192886986106e-17,2.3747940088415732e-19,1.5795462583597397e-06,4.9623983924350884e-13,0.0035476355369606087,0.00010347067339597339,5.1654850093326418e-06,3.6617594982517092e-08,5.0030615601933419e-10,2.6986300862344799e-09,2.0549570615831396e-12,4.5197598716317913e-08,7.6574746767890006e-13,4.8025454668011713e-12,1.0734848456796965e-15,4.1657330205130816e-15,1.4186679070423261e-19,1.4947607810874182e-12,1.7016197884959074e-09,3.8522365206663122e-08,8.1401862259843635e-17,5.7136826840896692e-15,8.0465139310380013e-15,8.3194392625568681e-15,1.404073622520311e-10,3.9446606104746052e-18,1.1282200016113615e-07,5.9301523479430964e-31,5.8696434598400272e-19,1.0659333400722383e-18,2.2089628004565343e-17,4.2969217918657934e-21,5.5545195858944272e-20,9.8187829670069437e-37,2.2394480426279965e-25
9.770409924602164e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44864559320053377,0.11502855614784219,0.022768893691503148,0.0,2.8258435406276819e-08,3.1539858318029205e-06,2.6721206062641232e-09,2.277806174532157e-09,5.6645915370462594e-12,8.8556980757117213e-05,1.2291712554573998e-18,7.5474574115194e-05,7.2164649195751196e-14,9.6796728106149441e-11,3.3316430064148844e-17,2.3951242184378003e-19,1.5891406204701754e-06,5.0028976776010144e-13,0.0035528018543824966,0.00010357682495090693,5.1796959216478316e-06,3.6756066163334213e-08,5.013189441434601e-10,2.7032690905674784e-09,2.0702042472714747e-12,4.5399293663283237e-08,7.7203493643627372e-13,4.833732195657954e-12,1.0845039781940773e-15,4.2077597598022448e-15,1.4302292415758225e-19,1.4991568732070578e-12,1.7117700635905944e-09,3.8645387183485158e-08,8.1758656786112599e-17,5.774274336867987e-15,8.1045878990698121e-15,8.3733432816255701e-15,1.4115656611632582e-10,3.9656829274699577e-18,1.1324371594120316e-07,6.0202833154083936e-31,5.9196931112795862e-19,1.0751788147469618e-18,2.232469725296116e-17,4.34265837782891e-21,5.6190262902780343e-20,1.0004749551432228e-36,2.2678891008736696e-25
9.78978893006356e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44864031247490316,0.11502321667696928,0.022768835573224157,0.0,2.8494728115343101e-08,3.1659892064078433e-06,2.689416442523572e-09,2.291431368023925e-09,5.703792272949515e-12,8.8736019626048154e-05,1.241681232938155e-18,7.5605378460251086e-05,7.2611117332875561e-14,9.7788892151787112e-11,3.3603497905361149e-17,2.4155846800531991e-19,1.5987696119978544e-06,5.0436465378150953e-13,0.0035579621009596322,0.00010368261490631796,5.1939062884727302e-06,3.6894614384405266e-08,5.0233180457338464e-10,2.7079080400428334e-09,2.0855312540360713e-12,4.5601430289227642e-08,7.7836138644360748e-13,4.8650550353725454e-12,1.0956121030922518e-15,4.2501243721478353e-15,1.441861672969612e-19,1.5035671197139728e-12,1.7219568183242411e-09,3.8768556560333992e-08,8.2116128478002964e-17,5.8353747526483661e-15,8.1629847933925364e-15,8.4274740393855536e-15,1.4190883609366616e-10,3.986791200623771e-18,1.1366611763428627e-07,6.1116202637427728e-31,5.9700591951260498e-19,1.0844864542522583e-18,2.2561802752404082e-17,4.388791238872363e-21,5.6841477016002485e-20,1.0193862502632099e-36,2.2966348513359371e-25
9.82854694098635e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44862977028917711,0.1150125558789718,0.022768719822157217,0.0,2.8971640802441818e-08,3.1900601533684538e-06,2.7242264898226476e-09,2.3188450552226825e-09,5.7828270836820904e-12,8.9094136505154156e-05,1.267008511633543e-18,7.5866787584733103e-05,7.3509693851440804e-14,9.9797275943897313e-11,3.41831554623444e-17,2.4568985082040797e-19,1.6181315345047199e-06,5.1258971655142187e-13,0.0035682644100930292,0.0001038931130424328,5.2223251801142464e-06,3.7171937313808952e-08,5.0435774237117037e-10,2.7171857776903008e-09,2.1164255700847029e-12,4.6007028053773905e-08,7.9113188732480175e-13,4.9281102547032204e-12,1.1180973704533915e-15,4.3358753258397967e-15,1.4653410137460071e-19,1.5124302634049713e-12,1.7424398821655637e-09,3.9015336897498254e-08,8.2833098799844574e-17,5.959114166117778e-15,8.2807528667179464e-15,8.5364172279618221e-15,1.4342261484829815e-10,4.0292667496101435e-18,1.1451297665992667e-07,6.297968413528789e-31,6.0717457012208175e-19,1.1032894275918751e-18,2.3042177260309061e-17,4.4822564445910551e-21,5.8162529994816712e-20,1.0581715832259405e-36,2.3550511139882876e-25
9.867304951909141e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44861925373868811,0.11500191922520724,0.022768604715832273,0.0,2.9454356886927916e-08,3.2142166554269974e-06,2.7593284858804465e-09,2.3464772072282689e-09,5.8627122344395637e-12,8.9452305563854381e-05,1.2927497833286118e-18,7.6127930896792645e-05,7.4415819200285058e-14,1.0183804009201668e-10,3.4770225438264906e-17,2.4987397990398727e-19,1.6376321252929175e-06,5.2091586633683103e-13,0.0035785425213035829,0.00010410217386513595,5.2507412766388828e-06,3.7449554547878398e-08,5.0638396945322035e-10,2.7264633057225371e-09,2.1476416860968606e-12,4.6414390961135101e-08,8.0406028828202381e-13,4.9917135396107197e-12,1.1409447440595594e-15,4.4230021813941056e-15,1.4891083108435356e-19,1.5213505957217378e-12,1.7630692093429167e-09,3.9262704990185887e-08,8.3552764118799146e-17,6.0849256132870888e-15,8.3998292107387477e-15,8.6462717323052839e-15,1.4494877967041347e-10,4.0720895323665853e-18,1.153625730426198e-07,6.4893108316312402e-31,6.174713030349971e-19,1.1223446687676707e-18,2.3530861699451904e-17,4.577338854187713e-21,5.95087243619626e-20,1.098272571911281e-36,2.4147183833342763e-25
9.906062962831933e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44860876276095984,0.11499130665887528,0.022768490251147185,0.0,2.9942916809618448e-08,3.2384586623006842e-06,2.7947233651405074e-09,2.3743287015681409e-09,5.9434548331842325e-12,8.9810526791723764e-05,1.3189101591330644e-18,7.6388808725882351e-05,7.5329527613722131e-14,1.0391155384972138e-10,3.5364767898153181e-17,2.5411128710838181e-19,1.6572714790226291e-06,5.2934394569702069e-13,0.0035887964913999186,0.00010430980345562878,5.2791541759330327e-06,3.7727456934625945e-08,5.0841048585917606e-10,2.7357406307083938e-09,2.1791812723483525e-12,4.6823517962083703e-08,8.1714791324068037e-13,5.0558673051710732e-12,1.1641583449297911e-15,4.5115213671852411e-15,1.5131659563907489e-19,1.5303285017937098e-12,1.7838450266768163e-09,3.9510659618797957e-08,8.4275115347015823e-17,6.2128339476402359e-15,8.520224962437858e-15,8.7570404405540879e-15,1.4648741208647326e-10,4.1152618342508968e-18,1.1621490259285518e-07,6.6857638406640678e-31,6.2789712941499747e-19,1.1416546008864319e-18,2.4027967300493199e-17,4.6740601191044084e-21,6.088043366781077e-20,1.1397284852051557e-36,2.4756585063001943e-25
9.944820973754724e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44859829729362433,0.11498071812330932,0.022768376424992354,0.0,3.043736100339055e-08,3.2627861237061316e-06,2.8304120570089091e-09,2.4024004158881312e-09,6.0250620363282144e-12,9.0168800178396248e-05,1.3454947931740397e-18,7.6649421400713739e-05,7.6250853359084089e-14,1.0601818869326127e-10,3.5966843091594986e-17,2.584022055558137e-19,1.6770496856399511e-06,5.3787480097046467e-13,0.0035990263770568176,0.00010451600791468353,5.30756348135074e-06,3.8005635393384602e-08,5.104372916277906e-10,2.7450177592273608e-09,2.2110459961205731e-12,4.7234408007004323e-08,8.3039609209756278e-13,5.1205739667192428e-12,1.187742318764012e-15,4.6014494406453631e-15,1.5375163531791611e-19,1.5393643662079594e-12,1.804767558518344e-09,3.9759199572062878e-08,8.500014341634773e-17,6.342864187237637e-15,8.641951336459506e-15,8.8687262250104594e-15,1.4803859399405173e-10,4.1587859510215374e-18,1.1706996112703439e-07,6.8874460904617419e-31,6.3845305888621703e-19,1.1612216615237737e-18,2.4533606359913024e-17,4.7724420982921868e-21,6.2278035473370136e-20,1.1825796063590478e-36,2.5378936268991269e-25
