Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),H2OX(23),H2X(49),C2H4(47),C2H6X(52),CH4OX(60),C2H4X(205),C2H4X(65),CH2X(27),CHX(28),CX(26),OCX(25),CH2OH(40),CH2OX(54),COX(50),CH2(T)(34),CH2O2(181),O(29),C3H6O(210),acetyl(43),C2H3(46),C2H2(334),C2H2(358),C2H2X(360),C4H6(374),C3H5(367)
1.92329470805024e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44429432130844737,0.10869503283763268,0.022442544518302684,0.0,0.00022810414921897685,0.00046054794883579022,7.6538525469076561e-06,1.7257577136980064e-05,1.7222566024700164e-06,0.0020708419179790538,6.0561755291878858e-12,0.00033329305815627192,1.0456651851075663e-09,1.6214266050079053e-05,6.2985492380780203e-11,3.3557023625864059e-13,0.00038422896973309289,1.3425195609129586e-07,0.0078356781160105297,0.00011090360569830661,5.1340802270684734e-05,4.1157499306686455e-07,1.1561784034806311e-08,5.3143187055835126e-08,1.0335107514889609e-08,9.1556645822996277e-06,2.1216789401655162e-07,4.7098705085802418e-08,1.802635354985731e-10,9.7916584637623949e-09,3.8009151797445519e-14,2.5401270380874472e-09,1.640095375872181e-06,3.6995762531479274e-06,2.4331308445731819e-14,1.401530514186979e-09,2.9418654826062608e-09,2.3789942286276345e-11,2.0866590155845175e-06,5.7709734831674606e-14,8.7696050348632393e-06,5.0302534537020886e-20,3.9662625439824279e-14,9.2020078358501324e-13,3.5333735227203133e-10,6.8812012424248211e-14,1.6022926814025457e-12,4.3516428175421262e-24,8.4387328455296457e-17
1.9305169833389183e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44429478052261928,0.10868679521126401,0.022440892928765232,0.0,0.00022990475500190161,0.00046254420925543319,7.7203657459967523e-06,1.7440909346004271e-05,1.7469162350893644e-06,0.0020789560657990674,6.169632258813598e-12,0.00033326568812181622,1.0578943547973571e-09,1.639764890568111e-05,6.4089082446882189e-11,3.4389290201424252e-13,0.00038545873465768872,1.3636759953357469e-07,0.0078351012672749371,0.00011087336942504148,5.1420131307448596e-05,4.1213970766223225e-07,1.1606233772138194e-08,5.3350531433058159e-08,1.0416391157815222e-08,9.1958820333169045e-06,2.1551257507750309e-07,4.7601923068760603e-08,1.8230255187059822e-10,9.9613975728588095e-09,3.8608168863924877e-14,2.5594247682906277e-09,1.6500694312870847e-06,3.7163363833201173e-06,2.4508262982479868e-14,1.4178321312234761e-09,2.9841506595794286e-09,2.3996711773889081e-11,2.1063924929941475e-06,5.8251205969296778e-14,8.7972971442402832e-06,5.1827115861666728e-20,4.0164062824906185e-14,9.3603930503500489e-13,3.6083896102348152e-10,7.0272959782672731e-14,1.6365909159230639e-12,4.5140884582675181e-24,8.6516710845783702e-17
1.9377392586275967e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44429524024519579,0.1086785557376357,0.022439239691309169,0.0,0.00023171110441430745,0.00046453860868299693,7.7871659512316436e-06,1.7625392873163948e-05,1.7718131286779051e-06,0.0020870681354878849,6.2847131630324349e-12,0.00033323731032348491,1.070212250809788e-09,1.6582227729617487e-05,6.5206435578504417e-11,3.5238381066079702e-13,0.00038668429201794204,1.3850779407940087e-07,0.007834524109257503,0.00011084320827397049,5.1499226689023424e-05,4.1270232812201034e-07,1.1650664385900315e-08,5.3557829047053836e-08,1.0497933347517941e-08,9.2360625422840426e-06,2.188960844881747e-07,4.8108323342745659e-08,1.8435486974744472e-10,1.0133343603561556e-08,3.921413809603429e-14,2.578770857552571e-09,1.6600518037508396e-06,3.733080570249712e-06,2.4685790962738026e-14,1.4342443381085493e-09,3.0268444967998132e-09,2.4204373861192229e-11,2.1262068891536272e-06,5.8794830062795609e-14,8.8249549945059491e-06,5.339102432179648e-20,4.0669659776957086e-14,9.5208347080270917e-13,3.6846909660566621e-10,7.1758938222078106e-14,1.6714818671761414e-12,4.6819102937343915e-24,8.8690985962494404e-17
1.944961533916275e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44429570046865036,0.10867031443064074,0.02243758481070391,0.0,0.00023352317930848605,0.00046653114034558466,7.8542528269126086e-06,1.7811029036356882e-05,1.7969483108182751e-06,0.002095178101512934,6.401433695697138e-12,0.00033320794385743201,1.0826190464919457e-09,1.6768003319163706e-05,6.6337644450853976e-11,3.6104551357262631e-13,0.00038790564909548853,1.4067271564435575e-07,0.0078339466492012601,0.00011081312140570202,5.1578089991318156e-05,4.1326286652144455e-07,1.1695075728630686e-08,5.3765079233720545e-08,1.0579733268464274e-08,9.2762059642311784e-06,2.2231870059398063e-07,4.8617909645563196e-08,1.8642049804037254e-10,1.0307515014870517e-08,3.982710932187592e-14,2.5981649826183673e-09,1.6700423302449506e-06,3.7498086343122225e-06,2.4863891324488342e-14,1.450767226861226e-09,3.0699487768044847e-09,2.4412927507810485e-11,2.14610186082652e-06,5.9340597019071112e-14,8.8525792501833865e-06,5.4995090988300366e-20,4.1179430470950828e-14,9.6833502136609747e-13,3.7622941735453248e-10,7.3270270714110858e-14,1.7069732548221748e-12,4.855263125912445e-24,9.0910908775180518e-17
1.9521838092049534e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4442961611857062,0.10866207130428163,0.022435928291663878,0.0,0.0002353409615681229,0.00046852179763692955,7.9216260348331847e-06,1.7997819131669236e-05,1.8223228053299472e-06,0.0021032859385566069,6.5198093673369595e-12,0.00033317760749885058,1.095114913156506e-09,1.6954976442923202e-05,6.7482801607003258e-11,3.6988058592864059e-13,0.00038912281327704699,1.4286254046851595e-07,0.0078333688940991162,0.00011078310799441057,5.1656722771001694e-05,4.1382133480735507e-07,1.1739467654124162e-08,5.3972281334354922e-08,1.0661790106523557e-08,9.3163121576873334e-06,2.2578070225443719e-07,4.9130685654391953e-08,1.88499445341939e-10,1.048393031872268e-08,4.0447132461658157e-14,2.6176068208224304e-09,1.6800408487527262e-06,3.7665203981528428e-06,2.5042563005240822e-14,1.467400886639977e-09,3.1134652756568945e-09,2.4622371665577038e-11,2.1660770639855773e-06,5.9888496725298952e-14,8.880170570847602e-06,5.6640160400860916e-20,4.1693389019516462e-14,9.8479570262371527e-13,3.8412159548771317e-10,7.4807282934010916e-14,1.7430728638849948e-12,5.0343055310648647e-24,9.3177243557337199e-17
1.9594060844936318e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44429662238932494,0.10865382637266163,0.022434270138849421,0.0,0.00023716443310869712,0.00047051057411455618,7.9892852343209453e-06,1.8185764433457353e-05,1.8479376322550694e-06,0.0021113916215144538,6.6398557446477181e-12,0.00033314631970731605,1.1077000200862655e-09,1.7143147840995988e-05,6.8641999453673455e-11,3.7889162674323361e-13,0.00039033579205219657,1.4507744511237705e-07,0.00783279085070414,0.00011075316722759382,5.1735126565819178e-05,4.1437774480028764e-07,1.1783840017421923e-08,5.4179434695606416e-08,1.0744103048986096e-08,9.3563809846208433e-06,2.2928236883671046e-07,4.964665498600879e-08,1.9059171992787171e-10,1.0662608079527472e-08,4.1074257526542098e-14,2.6370960500982946e-09,1.6900471982565703e-06,3.7832156866679846e-06,2.5221804942080336e-14,1.4841454037589915e-09,3.157395762921767e-09,2.4832705278660127e-11,2.1861321538487136e-06,6.0438519049940879e-14,8.907729611086013e-06,5.8327090712877401e-20,4.2211549472879952e-14,1.0014672658527523e-12,3.9214731714582931e-10,7.6370303268655754e-14,1.7797885449513237e-12,5.2191999344041502e-24,9.5490763954172422e-17
1.9666283597823102e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44429708407269763,0.10864557964997641,0.022432610356867777,0.0,0.00023899357587787241,0.00047249746349698813,8.0572300822779397e-06,1.837486619442988e-05,1.8737938078447149e-06,0.002119495125493399,6.7615884499794113e-12,0.00033311409863204093,1.1203745345387758e-09,1.7332518225147357e-05,6.9815330257068777e-11,3.8808125889548023e-13,0.00039154459301119057,1.4731760645278707e-07,0.0078322125255394105,0.00011072329830583367,5.1813302894902119e-05,4.1493210819661937e-07,1.1828192674801144e-08,5.4386538669432493e-08,1.0826671284580926e-08,9.396412310380734e-06,2.328239802091796e-07,5.016582119701449e-08,1.9269732975894175e-10,1.0843566913701956e-08,4.1708534617490932e-14,2.6566323489882738e-09,1.7000612187352447e-06,3.7998943269869363e-06,2.5401616071713023e-14,1.5010008617044704e-09,3.2017420016407073e-09,2.5043927283688619e-11,2.2062667849145027e-06,6.0990653843740964e-14,8.9352570204609005e-06,6.0056753836962891e-20,4.2733925818810828e-14,1.0183514676670694e-12,4.0030828243344395e-10,7.7959662824536882e-14,1.8171282143685858e-12,5.4101126858555113e-24,9.7852253050614278e-17
1.9738506350709886e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44429754622923473,0.10863733115050575,0.022430948950273987,0.0,0.00024082837185588016,0.00047448245966100211,8.1254602332207432e-06,1.8565125645730134e-05,1.8998923445455608e-06,0.00212759642580998,6.8850231608214703e-12,0.00033308096211704383,1.1331386217510718e-09,1.7523088278976609e-05,7.1002886138762054e-11,3.9745212915664236e-13,0.0003927492238428064,1.4958320167889046e-07,0.0078316339249074451,0.00011069350044256269,5.1891253259072861e-05,4.1548443657062355e-07,1.1872525483764733e-08,5.459359261305445e-08,1.0909494003493229e-08,9.4364060036391125e-06,2.364058167350166e-07,5.0688187784060257e-08,1.9481628248283762e-10,1.1026825489206028e-08,4.2350013924122191e-14,2.6762153966530153e-09,1.7100827511611268e-06,3.8165561484536435e-06,2.5581995330512089e-14,1.5179673411509519e-09,3.2465057483085456e-09,2.525603660987628e-11,2.2264806109972051e-06,6.1544890940708601e-14,8.9627534434736978e-06,6.183003559100568e-20,4.3260531982573181e-14,1.0354500699751779e-12,4.0860620545966576e-10,7.9575695435668187e-14,1.8550998544410676e-12,5.6072141369377831e-24,1.0026250343935231e-16
1.981072910359667e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44429800885255716,0.10862908088860618,0.022429285923571792,0.0,0.00024266880305589465,0.00047646555663892666,8.193975339320216e-06,1.8756543997018596e-05,1.9262342509869618e-06,0.0021356954979886147,7.0101756092856894e-12,0.00033304692770623278,1.1459924449444936e-09,1.7714858658085766e-05,7.2204759071631147e-11,4.070069082159858e-13,0.00039394969233223055,1.5187440828808162e-07,0.0078310550548992483,0.00011066377286383461,5.1968979141143478e-05,4.1603474137649322e-07,1.191683830303125e-08,5.4800595888913852e-08,1.0992570397381338e-08,9.4763619363344548e-06,2.4002815926578163e-07,5.1213758184074752e-08,1.9694858543603821e-10,1.1212402525077553e-08,4.2998745723562766e-14,2.6958448728809518e-09,1.7201116374974443e-06,3.8332009826085978e-06,2.5762941654563186e-14,1.5350449199776664e-09,3.2916887528503898e-09,2.5469032179145162e-11,2.2467732852613399e-06,6.2101220159088509e-14,8.9902195195311372e-06,6.3647835844788071e-20,4.3791381826881407e-14,1.0527648399381827e-12,4.1704281437840403e-10,8.1218737671426161e-14,1.8937115136244269e-12,5.8106787187720623e-24,1.0272231728891084e-16
1.9882951856483454e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44429847193648825,0.10862082887870354,0.022427621281214522,0.0,0.0002445148515243998,0.00047844674861598614,8.2627750504408542e-06,1.8949122436555792e-05,1.9528205319684405e-06,0.0021437923177598742,7.1370615815869143e-12,0.00033301201264840515,1.1589361653295999e-09,1.7907829990248178e-05,7.3421040875846436e-11,4.1674829070491006e-13,0.00039514600635897755,1.5419140408196959e-07,0.0078304759214029539,0.00011063411480809954,5.2046482006209064e-05,4.1658303395032214e-07,1.1961130992524892e-08,5.5007547864629411e-08,1.1075899659393454e-08,9.5162799836158698e-06,2.4369128913503505e-07,5.174253577449191e-08,1.9909424564568596e-10,1.1400316790967513e-08,4.3654780379307067e-14,2.7155204580975923e-09,1.7301477206954958e-06,3.8498286631708477e-06,2.5944453979709201e-14,1.5522336732849091e-09,3.3372927585993889e-09,2.5682912906247879e-11,2.2671444602557796e-06,6.2659631302317176e-14,9.0176558829131074e-06,6.5511068667156269e-20,4.4326489151860161e-14,1.0702975499276857e-12,4.2561985142827382e-10,8.2889128844322087e-14,1.9329713067185503e-12,6.0206850212282873e-24,1.0523250641175035e-16
1.9955174609370238e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44429893547504445,0.1086125751352861,0.022425955027605981,0.0,0.00024636649934154883,0.00048042602992768891,8.3318590141798213e-06,1.9142862131285223e-05,1.9796521884475731e-06,0.002151886861058792,7.2656969175215371e-12,0.0003329762339021642,1.1719699421111781e-09,1.8102002875577201e-05,7.4651823214908872e-11,4.2667899521939521e-13,0.00039633817389484355,1.56534367162353e-07,0.0078298965301121064,0.00011060452552598346,5.2123763301935698e-05,4.1712932551205097e-07,1.2005403413365642e-08,5.5214447912954412e-08,1.1159480984183928e-08,9.5561600237882705e-06,2.473954881519666e-07,5.2274523873479374e-08,2.0125326983145892e-10,1.1590587106675215e-08,4.4318168340077958e-14,2.7352418333747851e-09,1.7401908446918643e-06,3.8664390260201287e-06,2.61265312415945e-14,1.5695336734104353e-09,3.3833195022751918e-09,2.5897677698888627e-11,2.2875937879474016e-06,6.3220114159966425e-14,9.0450631627423371e-06,6.7420662473733689e-20,4.4865867695008894e-14,1.0880499774836596e-12,4.3433907297214919e-10,8.4587211017705825e-14,1.9728874150587546e-12,6.2374158732198646e-24,1.0779389233239449e-16
2.0027397362257021e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44429939946242825,0.10860431967289788,0.022424287167101264,0.0,0.00024822372862151533,0.00048240339505725732,8.4012268759056217e-06,1.9337764226916621e-05,2.0067302175282716e-06,0.0021599791040231788,7.3960975099438493e-12,0.00033293960814075648,1.1850939324933341e-09,1.8297377886694705e-05,7.5897197591739066e-11,4.3680176434077027e-13,0.00039752620300189306,1.5890347592720592e-07,0.0078293168865336202,0.00011057500428007203,5.220082445884292e-05,4.176736271673684e-07,1.2049655427859501e-08,5.5421295411734796e-08,1.1243313567929239e-08,9.5960019382584536e-06,2.511410385950414e-07,5.2809725740167462e-08,2.0342566440744326e-10,1.1783232341683583e-08,4.4988960138690977e-14,2.7550086804397667e-09,1.7502408544056025e-06,3.8830319091791089e-06,2.6309172375708749e-14,1.5869449899458782e-09,3.4297707139631012e-09,2.6113325457843365e-11,2.3081209197542788e-06,6.3782658508673991e-14,9.0724419829557079e-06,6.9377560175170885e-20,4.5409531131170562e-14,1.106023905272298e-12,4.4320224953636875e-10,8.6313329013401548e-14,2.0134680867053347e-12,6.4610584241565144e-24,1.1040730635557972e-16
2.0099620115143805e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44429986389302017,0.10859606250613245,0.022422617704007653,0.0,0.0002500865215128378,0.00048437883863310219,8.4708782787964565e-06,1.9533829848009378e-05,2.0340556124494561e-06,0.0021680690229919754,7.5282793042403547e-12,0.00033290215175682704,1.1983082916846813e-09,1.8493955568899606e-05,7.7157255344816901e-11,4.4711936465480711e-13,0.00039871010183047795,1.6129890906667476e-07,0.0078287369959953515,0.00011054555034469861,5.2277666890581232e-05,4.182159499095801e-07,1.2093886899488876e-08,5.5628089743867635e-08,1.1327396608343644e-08,9.6358056114820721e-06,2.5492822320566323e-07,5.3348144574878749e-08,2.0561143548400347e-10,1.1978271414694556e-08,4.5667206390921499e-14,2.7748206816841859e-09,1.7602975957354175e-06,3.8996071527957421e-06,2.6492376317430163e-14,1.6044676897531832e-09,3.4766481170939035e-09,2.6329855077078788e-11,2.3287255065784115e-06,6.4347254113060997e-14,9.0997929622773095e-06,7.1382719325924515e-20,4.595749307250498e-14,1.1242211210438351e-12,4.5221116584958796e-10,8.8067830419275125e-14,2.0547216366314491e-12,6.6918042265655359e-24,1.1307358963442465e-16
2.017184286803059e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44430032876137154,0.10858780364962684,0.022420946642585371,0.0,0.00025195486019875596,0.00048635235542633735,8.5408128638781989e-06,1.9731060098056144e-05,2.0616293625741171e-06,0.0021761565945036063,7.662258297802051e-12,0.00033286388086709793,1.2116131729036062e-09,1.8691736440336225e-05,7.843208764437224e-11,4.576345867691457e-13,0.00039988987861728955,1.6372084555908612e-07,0.0078281568636534102,0.00011051616300573621,5.2354291994204308e-05,4.1875630462143659e-07,1.2138097692903044e-08,5.583483029726014e-08,1.1411729304694461e-08,9.6755709309114917e-06,2.5875732518185539e-07,5.3889783519358273e-08,2.0781058886965296e-10,1.2175723293164635e-08,4.635295779437504e-14,2.7946775201729521e-09,1.770360915556827e-06,3.9161645991257521e-06,2.6676142002068248e-14,1.6221018369810562e-09,3.5239534284243754e-09,2.6547265443870273e-11,2.3494071988380247e-06,6.4913890726636887e-14,9.1271167141930681e-06,7.3437112273560152e-20,4.6509767068465919e-14,1.1426434175903532e-12,4.6136762088128342e-10,8.9851065596733397e-14,2.0966564469093564e-12,6.9298493198918357e-24,1.1579359323861616e-16
2.0244065620917373e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44430079406219769,0.10857954311805587,0.02241927398704846,0.0,0.00025382872689754009,0.00048832394034833699,8.6110302700620588e-06,1.9929456059566632e-05,2.0894524533787536e-06,0.0021842417952943663,7.7980505394947761e-12,0.00033282481131696918,1.2250087273836238e-09,1.8890720992162614e-05,7.9721785488625656e-11,4.6835024532905362e-13,0.00040106554168344125,1.6616946466696624e-07,0.007827576494499118,0.00011048684156039379,5.2430701150436333e-05,4.1929470207692727e-07,1.2182287673908753e-08,5.6041516464789363e-08,1.1496310857817022e-08,9.7152977869444961e-06,2.6262862817196004e-07,5.4434645657004275e-08,2.1002313007292308e-10,1.2375606992840643e-08,4.7046265127360927e-14,2.8145788796530064e-09,1.7804306617193134e-06,3.9327040925152185e-06,2.6860468364906096e-14,1.6398474930814294e-09,3.5716883580184601e-09,2.6765555438918788e-11,2.3701656464994109e-06,6.5482558092691619e-14,9.1544138469270246e-06,7.5541726308567725e-20,4.7066366605782949e-14,1.1612925927035693e-12,4.7067342787990483e-10,9.1663387688154771e-14,2.1392809668949862e-12,7.175394315486508e-24,1.1856817822260909e-16
2.0316288373804157e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44430125979037111,0.10857128092612672,0.022417599741565531,0.0,0.00025570810386281358,0.00049029358844833166,8.6815301341818995e-06,2.0129018794151626e-05,2.1175258664431893e-06,0.0021923246022968195,7.9356721291276659e-12,0.00033278495868504311,1.2384951043788153e-09,1.9090909688718774e-05,8.1026439700079707e-11,4.7926917903152822e-13,0.00040223709943258278,1.6864494593307156e-07,0.0078269958933656764,0.00011045758531701593,5.2506895723934391e-05,4.1983115294303769e-07,1.2226456709460939e-08,5.6248147644262166e-08,1.158114047012934e-08,9.754986072873867e-06,2.6654241626835442e-07,5.4982734013099429e-08,2.1224906430423105e-10,1.2577941577295646e-08,4.7747179247768981e-14,2.8345244445619778e-09,1.7905066830434556e-06,3.949225479383279e-06,2.7045354341242117e-14,1.6577047168259398e-09,3.6198546092290914e-09,2.6984723936466778e-11,2.3910004991083354e-06,6.6053245945175129e-14,9.181684963419152e-06,7.7697563814687774e-20,4.7627305108447019e-14,1.180170449132618e-12,4.8013041441067679e-10,9.3505152624251988e-14,2.1826037134108593e-12,7.4286444827947625e-24,1.2139821569383754e-16
2.038851112669094e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44430172594091522,0.10856301708857374,0.022415923910260559,0.0,0.0002575929733838669,0.00049226129491104602,8.7523120910312275e-06,2.0329749342607124e-05,2.1458505794407647e-06,0.0022004049926382181,8.0751392169197724e-12,0.00033274433828757455,1.252072451169344e-09,1.9292302967694671e-05,8.2346140921860985e-11,4.9039425063774022e-13,0.00040340456034904527,1.711474691764313e-07,0.0078264150649345887,0.00011042839359488704,5.2582877063546056e-05,4.2036566778147361e-07,1.227060466765351e-08,5.6454723238375644e-08,1.1666217345646369e-08,9.7946356848377813e-06,2.7049897400118709e-07,5.5534051555042591e-08,2.14488396477746e-10,1.2782746157465198e-08,4.8455751091949599e-14,2.8545139000367189e-09,1.8005888293180564e-06,3.9657286082049553e-06,2.7230798866431365e-14,1.6756735643224157e-09,3.6684538786806742e-09,2.7204769804412932e-11,2.4119114058209993e-06,6.6625944009564264e-14,9.2089306613047101e-06,7.9905642419737144e-20,4.8192595937700354e-14,1.1992787945418177e-12,4.897404223930509e-10,9.5376719131366517e-14,2.2266332709273428e-12,7.6898098367529684e-24,1.2428458688093382e-16
2.0460733879577725e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44430219250899805,0.10855475162015363,0.022414246497213648,0.0,0.00025948331778596683,0.00049422705505437466,8.8233757733998319e-06,2.0531648724998735e-05,2.1744275661288914e-06,0.0022084829436389447,8.2164680029649547e-12,0.00033270296518284753,1.2657409130670599e-09,1.9494901240298217e-05,8.3680979614111868e-11,5.017283469838334e-13,0.0004045679329960154,1.7367721448840151e-07,0.0078258340137417771,0.0001103992657240387,5.2658646502562263e-05,4.20898257050348e-07,1.2314731417710304e-08,5.666124265467842e-08,1.1751540689994075e-08,9.8342465217710341e-06,2.7449858633213118e-07,5.6088601192581135e-08,2.1674113121325435e-10,1.29900398911838e-08,4.9172031673597208e-14,2.8745469319217258e-09,1.8106769512972368e-06,3.9822133294940787e-06,2.7416800875926262e-14,1.6937540890313724e-09,3.7174878562522061e-09,2.7425691904426014e-11,2.432898015434581e-06,6.7200642003717837e-14,9.2361515328951179e-06,8.2166995146927676e-20,4.8762252392030331e-14,1.2186194414684426e-12,4.9950530813780495e-10,9.7278448738694216e-14,2.2713782917422481e-12,7.9591052264050508e-24,1.272281832019527e-16
2.0532956632464508e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44430265948992625,0.10854648453564052,0.022412567506461784,0.0,0.0002613791194306571,0.00049619086432709663,8.8947208121101086e-06,2.0734717940746101e-05,2.203257796339971e-06,0.0022165584328109637,8.3596747366950038e-12,0.00033266085417547978,1.2795006334211715e-09,1.9698704891423063e-05,8.5031046050432697e-11,5.1327437899007713e-13,0.00040572722601373961,1.7623436222873138e-07,0.0078252527441834471,0.00011037020104506109,5.273420535896553e-05,4.2142893110583938e-07,1.2358836829976105e-08,5.6867705305531916e-08,1.1837109710423059e-08,9.8738184853570933e-06,2.78541538648158e-07,5.6646385778043679e-08,2.1900727283802296e-10,1.3199841982721707e-08,4.9896072082636967e-14,2.8946232267774816e-09,1.8207709006975495e-06,3.9986794957863407e-06,2.7603359305316924e-14,1.7119463417825232e-09,3.7669582250610238e-09,2.7647489092057548e-11,2.4539599764173257e-06,6.7777329638718572e-14,9.2633481651602841e-06,8.448267056667391e-20,4.9336287707167386e-14,1.2381942072804901e-12,5.0942694238379534e-10,9.9210705785443402e-14,2.3168474961587695e-12,8.2367504247489678e-24,1.3022990633259885e-16
2.0605179385351292e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44430312687914009,0.1085382158498218,0.02241088694199956,0.0,0.00026328036071605329,0.00049815271830662899,8.9663468360530557e-06,2.0938957968707631e-05,2.2323422359726744e-06,0.0022246314378562976,8.5047757163411473e-12,0.00033261801982065512,1.2933517536240028e-09,1.9903714279816195e-05,8.6396430314373767e-11,5.2503528166838381e-13,0.00040688244811775749,1.7881909302164108e-07,0.0078246712605217188,0.00011034119890891772,5.2809554935673872e-05,4.2195770020381341e-07,1.2402920775907739e-08,5.70741106080725e-08,1.192292361582201e-08,9.9133514799809062e-06,2.8262811675532811e-07,5.720740810657331e-08,2.2128682538866122e-10,1.3412171682322088e-08,5.0627923484114991e-14,2.9147424718886447e-09,1.8308705301950378e-06,4.0151269616224478e-06,2.7790473090371057e-14,1.730250370791284e-09,3.8168666614471863e-09,2.7870160216853697e-11,2.475096936938228e-06,6.835599661970348e-14,9.290521139712353e-06,8.6853732948876478e-20,4.9914715056086857e-14,1.2580049141344516e-12,5.1950721033435352e-10,1.0117385742792394e-13,2.3630496726617639e-12,8.5229702198226205e-24,1.332906682744526e-16
2.0677402138238076e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44430359467220748,0.10852994557749368,0.022409204807779935,0.0,0.00026518702407712973,0.00050011261269681639,9.0382534722239285e-06,2.1144369767265289e-05,2.2616818469835707e-06,0.0022327019366655213,8.651787288393979e-12,0.00033257447642828737,1.3072944131168223e-09,2.010992973824541e-05,8.7777222295977313e-11,5.3701401412819462e-13,0.00040803360809716271,1.8143158775191254e-07,0.0078240895668899978,0.00011031225867676394,5.2884696520779865e-05,4.2248457450141458e-07,1.244698312806538e-08,5.7280457984173813e-08,1.2008981616730707e-08,9.9528454126825584e-06,2.8675860687260364e-07,5.77716709163613e-08,2.2357979261297984e-10,1.3627048285738542e-08,5.1367637117091971e-14,2.9349043552721486e-09,1.8409756934223229e-06,4.0315555835313954e-06,2.7978141167073184e-14,1.7486662216752906e-09,3.8672148349584673e-09,2.8093704122465831e-11,2.4963085448962784e-06,6.8936632646682025e-14,9.3176710327909116e-06,8.9281262415681066e-20,5.0497547549014758e-14,1.2780533889330986e-12,5.2974801169333858e-10,1.0316827364656892e-13,2.4099936780923756e-12,8.8179945070404521e-24,1.3641139142319417e-16
2.074962489112486e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44430406286481905,0.10852167373345735,0.022407521107714899,0.0,0.00026709909198600212,0.00050207054332575718,9.1104403457575949e-06,2.1350954274409551e-05,2.2912775873791058e-06,0.0022407699073162682,8.8007258470618192e-12,0.00033253023806711446,1.3213287493957479e-09,2.0317351573666656e-05,8.9173511688368957e-11,5.4921355958074005e-13,0.00040918071481289289,1.8407202756099207e-07,0.007823507667298165,0.00011028337971976881,5.2959631387785844e-05,4.2300956405862742e-07,1.2491023760103822e-08,5.748674686040979e-08,1.2095282925352895e-08,9.9923001931116273e-06,2.9093329562567821e-07,5.8339176888881133e-08,2.2588617797185023e-10,1.3844491133773019e-08,5.2115264293540315e-14,2.9551085656852247e-09,1.8510862449656411e-06,4.0479652200138444e-06,2.8166362471663674e-14,1.7671939374709188e-09,3.9180044083359586e-09,2.8318119646760393e-11,2.517594447949292e-06,6.9519227415342042e-14,9.3447984152495051e-06,9.1766355094699006e-20,5.1084798233437475e-14,1.2983414632832721e-12,5.4015126070083453e-10,1.0519432725288734e-13,2.4576884378209955e-12,9.1220583827900182e-24,1.3959300863682096e-16
2.0821847644011644e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44430453145278315,0.10851340033251496,0.022405835845676219,0.0,0.00026901654695220164,0.0005040265061436684,9.1829070799635344e-06,2.1558712407824541e-05,2.3211304112079301e-06,0.0022488353280717584,8.9516078337276138e-12,0.00033248531856872461,1.335454898017724e-09,2.052598006739101e-05,9.0585387984398903e-11,5.6163692534168371e-13,0.00041032377719604622,1.8674059384310586e-07,0.0078229255656374862,0.00011025456141894029,5.3034360795834406e-05,4.2353267883980581e-07,1.2535042546763961e-08,5.7692976668017786e-08,1.2181826755568714e-08,1.0031715733482358e-05,2.9515247004082853e-07,5.8909928649123116e-08,2.2820598464105829e-10,1.406451961181421e-08,5.2870856397244834e-14,2.9753547926332328e-09,1.8612020403619034e-06,4.0643557315256145e-06,2.8355135940677026e-14,1.7858335586498005e-09,3.9692370375002812e-09,2.8543405621927496e-11,2.5389542935423254e-06,7.0103770617844231e-14,9.3719038525435563e-06,9.4310123272687521e-20,5.1676480094115047e-14,1.3188709734536926e-12,5.5071888616849987e-10,1.0725239389634914e-13,2.5061429459185723e-12,9.4354022392995106e-24,1.4283646330385633e-16
