Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(55),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2X(56),COX(57),H2OX(23),CHOX(60)
1.6734694179395605e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756049371388952,0.11866322123261974,0.022821405457365839,1.8487884056998505e-44,1.4884867174322938e-21,6.4538320502146567e-18,8.6377399995090808e-18,1.0791703211868905e-20,4.5310106278231357e-22,1.03066673086262e-13,7.0453717880849612e-48,3.5425616071834287e-14,1.4831348575099822e-31,6.9689922439574094e-29,7.1786804140877991e-34,7.9708856775115824e-36,4.5806489971931562e-22,6.2447951517841214e-37,6.7446720712322835e-06,3.2447137685305525e-07,9.4403777712361204e-11,4.4412019356917462e-17,2.174910379413986e-10,6.5359930016274084e-15,3.7365694974521517e-14,3.0723613104741729e-11,5.1083197746473666e-18,3.5703145979340834e-22,3.7787647588260971e-24,3.8073495343895534e-22,4.7388208589922876e-28
1.8181727876126502e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755988278571203,0.1186626383862578,0.022821391429367573,3.5225756126613155e-44,1.7900830183789813e-21,7.5315278662618891e-18,1.228552157179956e-17,1.3374790804255318e-20,5.5743469137969755e-22,1.171180367371078e-13,1.2087864521460928e-47,3.8492943020814728e-14,2.0680791086062856e-31,8.7936421440265973e-29,1.0742718067371147e-33,1.2392290215118181e-35,5.6329787104235949e-22,9.4287916074600865e-37,7.3275075851200055e-06,3.5252737337986192e-07,1.0024073077699602e-10,4.8333325284410956e-17,2.4332406369997566e-10,6.9401735901200846e-15,3.968185379370303e-14,3.5717942403927869e-11,6.6343266804411141e-18,4.5358850658406446e-22,5.6168665302523723e-24,4.1857818011169387e-22,6.8987399779850006e-28
1.96287615728574e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755927191565777,0.1186620555987785,0.022821377401428703,6.3770067954906197e-44,2.1202907346687234e-21,8.6815840799166728e-18,1.696593643909014e-17,1.6268537199198239e-20,6.7539842234198943e-22,1.3181184870436561e-13,1.9927825996109188e-47,4.1561083458846438e-14,2.8134223962150168e-31,1.0888450729964602e-28,1.5654067062587285e-33,1.8581217737352819e-35,6.8223652175248666e-22,1.380986600773554e-36,7.9102842138525485e-06,3.8058325111130688e-07,1.057874384870773e-10,5.2270426439412979e-17,2.7003604629718106e-10,7.3242560898481501e-15,4.1883863364335743e-14,4.1004506248105022e-11,8.4232704159587684e-18,5.6550592250366306e-22,8.0637164238949775e-24,4.5656925498460155e-22,9.7366508289514563e-28
2.1075795269588297e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755866110376409,0.11866147287017592,0.022821363373549227,1.1049917631541388e-43,2.4792214453896461e-21,9.9026804845087979e-18,2.2847820258420786e-17,1.9473857004803653e-20,8.0758611313320733e-22,1.4711616243458681e-13,3.1737614487836335e-47,4.4630066526036953e-14,3.7465005726759937e-31,1.3265992348908571e-28,2.2276616244401814e-33,2.7013041672961347e-35,8.154748947346461e-22,1.970201836824434e-36,8.4930019633833776e-06,4.0863901005725174e-07,1.1105845603532617e-10,5.622382195797443e-17,2.9758340797481248e-10,7.6892483776258848e-15,4.397755569944008e-14,4.6568774330588862e-11,1.0490708529459316e-17,6.937639194432103e-22,1.1239456838550301e-23,4.9471383850196492e-22,1.3382735942282167e-27
2.2522828966319194e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755805035006675,0.11866089020044407,0.022821349345729134,1.8434719756726298e-43,2.8669910793607726e-21,1.1193729682783228e-17,3.0109367367479941e-17,2.2990039336515585e-20,9.5456209093547741e-22,1.630006336667006e-13,4.9043516556501738e-47,4.7699919916571948e-14,4.8967314554449418e-31,1.5937949038593477e-28,3.1035782487696173e-33,3.8237033254977979e-35,9.6357750670995665e-22,2.7470490747730462e-36,9.0756608396654267e-06,4.3669465022755573e-07,1.1606760856580637e-10,6.0193975840127765e-17,3.2592475670673828e-10,8.0361077779192452e-15,4.5968471999399742e-14,5.239694512415819e-11,1.2851118278472964e-17,8.3932514703137835e-22,1.5273292484677815e-23,5.3301676956385061e-22,1.7977753564172588e-27
2.396986266305009e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755743965459878,0.11866030758957703,0.022821335317968421,2.9751940915438158e-43,3.2837198996533929e-21,1.2553866808153473e-17,3.8937477930240617e-17,2.6814984727494356e-20,1.1168626372805715e-21,1.7943643987486639e-13,7.3795616373833156e-47,5.0770669951409949e-14,6.295558500971437e-31,1.8915175257949937e-28,4.2422866768277099e-33,5.2880217960981929e-35,1.1270808324683997e-21,3.7535478314713488e-36,9.6582608486510979e-06,4.6475017163207628e-07,1.2082802787925092e-10,6.4181319516332368e-17,3.5502077630511804e-10,8.3657436045133883e-15,4.7861876982863834e-14,5.8475909239997949e-11,1.5517963753605659e-17,1.0031378711109663e-21,2.0302914813212983e-23,5.7148183222968379e-22,2.3672664102218492e-27
2.541689635978099e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755682901739148,0.11865972503756884,0.02282132129026709,4.6633194433935559e-43,3.7295313166317835e-21,1.3982439495730594e-17,4.9527144040670151e-17,3.0945414434784357e-20,1.2949973972528669e-21,1.9639620380422906e-13,1.0844470398287916e-46,5.3842341647283731e-14,7.9763891787091355e-31,2.2207757999696381e-28,5.699920915725195e-33,7.1650959585329279e-35,1.3064947137031549e-21,5.0375737321789191e-36,1.0240801996292251e-05,4.9280557428066867e-07,1.2535218727342077e-10,6.8186253920788868e-17,3.8483412211018515e-10,8.679019573039674e-15,4.9662772543178014e-14,6.4793214648282433e-11,1.850376260330119e-17,1.1861390079105383e-21,2.6473937011527471e-23,6.1011271052135903e-22,3.0628124208866291e-27
2.6863930056511886e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755621843847455,0.11865914254441355,0.022821307262625126,7.1218415511751995e-43,4.2045512292287728e-21,1.547899814144843e-17,6.2080877353923254e-17,3.5377054723294681e-20,1.489450714705859e-21,2.1385392102131705e-13,1.5602604307934843e-46,5.6914958782078946e-14,9.9745294004712357e-31,2.5825072488191922e-28,7.5400124604834349e-33,9.5342280989310093e-35,1.5023036938872992e-21,6.6532073827180935e-36,1.0823284288540203e-05,5.2086085818318682e-07,1.2965193455416063e-10,7.2209151188993687e-17,4.1532932215680311e-10,8.9767560868322125e-15,5.1375910752207262e-14,7.1337033724789232e-11,2.1820148338009187e-17,1.3892570121444842e-21,3.3939353525764794e-23,6.4891343064772227e-22,3.9013934447466163e-27
2.8310963753242783e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755560791787559,0.1186585601101052,0.022821293235042533,1.0626723580515932e-42,4.7089082103443091e-21,1.7043286455053855e-17,7.6808176061392866e-17,4.0104799405299864e-20,1.7006828995872296e-21,2.3178489114835132e-13,2.2024989819113779e-46,5.9988543956888148e-14,1.2327115166737338e-30,2.9775833938117244e-28,9.8338616422733877e-33,1.2483494541932675e-34,1.7149682852852984e-21,8.6610708955437249e-36,1.140570773134574e-05,5.4891602334948288e-07,1.3373852336785366e-10,7.6250356899495528e-17,4.4647268336670797e-10,9.2597324065498228e-15,5.3005806165133336e-14,7.8096131973211133e-11,2.5477927164414202e-17,1.6134146274076822e-21,4.2859032520026778e-23,6.8788797331465655e-22,4.9008614233896821e-27
2.975799744997368e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755499745562068,0.11865797773463783,0.022821279207519297,1.5528529789184501e-42,5.242733757753456e-21,1.867523231208775e-17,9.3925026740197501e-17,4.5122853489706867e-20,1.9291314325011362e-21,2.5016565250317116e-13,3.055986515560395e-46,6.3063118654992035e-14,1.5073042428497666e-30,3.406814578643917e-28,1.2660887762955703e-32,1.6110032058798352e-34,1.94492617322564e-21,1.1128651864082204e-35,1.1988072330659087e-05,5.7697106978940805e-07,1.3762264298208409e-10,8.0310191842590298e-17,4.7823220238669916e-10,9.5286887123433011e-15,5.4556747553595455e-14,8.5059838296503341e-11,2.9487130956871267e-17,1.8595315063397914e-21,5.3399240934446063e-23,7.2703983368721652e-22,6.0798911808832341e-27
3.1205031146704574e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755438705173424,0.1186573954180055,0.022821265180055422,2.2266628319071229e-42,5.8061620902494837e-21,2.0374938909242578e-17,1.136534375181354e-16,5.0424859971233217e-20,2.1752121099492841e-21,2.6897391995802757e-13,4.1743034163412283e-46,6.6138703297935506e-14,1.8252895872478691e-30,3.8709544580090687e-28,1.6108958549093324e-32,2.0520304115800447e-34,2.1925933610744804e-21,1.4130614714166714e-35,1.2570378092429925e-05,6.0502599751281217e-07,1.4131444659960381e-10,8.4388953216229575e-17,5.1057748081796546e-10,9.7843280644609947e-15,5.6032809141560169e-14,9.2218016732277364e-11,3.3857067872905231e-17,2.1285267057859958e-21,6.5732197363630307e-23,7.663720485143024e-22,7.4579227289428504e-27
3.265206484343547e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755377670623904,0.1186568131602023,0.0228212511526509,3.1385036915942394e-42,6.3993297085391295e-21,2.2142676230944947e-17,1.3622100117199239e-16,5.6004011298737507e-20,2.439320132311649e-21,2.881885259054171e-13,5.6208840962547484e-46,6.921531729880015e-14,2.1908877213870188e-30,4.3707041763719453e-28,2.0274698534478677e-32,2.5830347973496133e-34,2.4583652579698572e-21,1.7749099233089411e-35,1.3152625022607379e-05,6.3308080652954431e-07,1.4482357825656124e-10,8.8486916608587852e-17,5.4347964468412158e-10,1.0027318265821957e-14,5.7437861220642647e-14,9.9561039601516761e-11,3.8596370555952257e-17,2.4213210597465378e-21,8.0035650038749065e-23,8.0588747022790906e-22,9.0551173563474643e-27
3.409909854016636e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755316641915667,0.11865623096122221,0.022821237125305725,4.3549978676415303e-42,7.0223751214710222e-21,2.3978872831928578e-17,1.6186048740536316e-16,6.1853146998931237e-20,2.7218311368423147e-21,3.0778936420747848e-13,7.4701742149977734e-46,7.2292979112784542e-14,2.6084733520723174e-30,4.9067162624261155e-28,2.526377696609091e-32,3.2166003654926953e-34,2.7426177115907387e-21,2.2074006136901743e-35,1.3734813127140028e-05,6.6113549684945231e-07,1.4815919836125728e-10,9.2604337578359451e-17,5.7691126796942328e-10,1.0258293630451593e-14,5.8775580244778582e-14,1.0707976201437134e-10,4.3713041216902848e-17,2.7388394333852109e-21,9.6492480254808031e-23,8.4558888674547372e-22,1.0892313817148108e-26
3.5546132236897257e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755255619050711,0.11865564882105932,0.022821223098019889,5.9569210126186106e-42,7.6754387932667294e-21,2.5884107936277405e-17,1.908094627997002e-16,6.7964838982023618e-20,3.0231021784984254e-21,3.2775733697604342e-13,9.8088451367462488e-46,7.5371706285229807e-14,3.0825686055327608e-30,5.4795982461553552e-28,3.1191176138975552e-32,3.966312599166138e-34,3.0457079887775324e-21,2.7203269678237484e-35,1.4316942411975878e-05,6.8919006848238301e-07,1.5133000794310508e-10,9.6741452357254946e-17,6.1084630001846575e-10,1.0477856662604837e-14,6.0049458520530326e-14,1.1476549766338529e-10,4.9214493451185764e-17,3.0820128625611761e-21,1.1529033196796988e-22,8.854789306008647e-22,1.2990973216119214e-26
3.699316593362815e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755194602030919,0.1186550667397077,0.022821209070793387,8.0413179799395367e-42,8.3586631062861271e-21,2.7859103849984859e-17,2.2330993624936633e-16,7.433146597281885e-20,3.3434726615861309e-21,3.480743040214256e-13,1.2737063039626553e-45,7.8451515497237136e-14,3.6178360045325426e-30,6.0899160250825574e-28,3.8181440455183951e-32,4.8467781016190179e-34,3.3679757069865421e-21,3.3243117454404303e-35,1.4899012883062392e-05,7.172445214381833e-07,1.5434427168557347e-10,1.0089847960987227e-16,6.4525999657665555e-10,1.0686579651686987e-14,6.1262813336321583e-14,1.2260999583069663e-10,5.5107591304468897e-17,3.4517805840046053e-21,1.36621266533072e-22,9.255599821806913e-22,1.5373136667978264e-26
3.8440199630359045e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755133590858039,0.11865448471716136,0.022821195043626223,1.0723807138867854e-41,9.0721922140507493e-21,2.9904718682999317e-17,2.5960802787272894e-16,8.0945278305718066e-20,3.6832652248710092e-21,3.6872303482628948e-13,1.6369810030033559e-45,8.1532422609006665e-14,4.2190715713089517e-30,6.7381970110366119e-28,4.6368907198476057e-32,5.8736427825897875e-34,3.7097437192246325e-21,4.0308317653260912e-35,1.5481024546346461e-05,7.4529885572669864e-07,1.5720983980857263e-10,1.050756219552333e-16,6.8012885427541075e-10,1.0885006187503386e-14,6.2418795620648052e-14,1.3060541954379794e-10,6.1398686090069421e-17,3.8490919609392929e-21,1.6068144026029776e-22,9.6583419174076804e-22,1.8061389540504235e-26
3.988723332708994e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755072585533707,0.11865390275341441,0.02282118101651838,1.4141078153385821e-41,9.8161718458278912e-21,3.2021939376390931e-17,2.9995365997059817e-16,8.779845412213547e-20,4.0427865824131049e-21,3.8968716292195779e-13,2.0838254576617656e-45,8.4614442701008281e-14,4.8911980819675022e-30,7.4249330520487578e-28,5.5897920250651799e-32,7.0636086863836737e-34,4.0713189547232205e-21,4.8522414000072365e-35,1.6062977407774413e-05,7.7335307135777433e-07,1.5993416885616752e-10,1.0927306617389646e-16,7.1543054839462064e-10,1.1073652599707625e-14,6.3520398307029443e-14,1.3874432482391637e-10,6.809365107536314e-17,4.2749083084239274e-21,1.8767080272992924e-22,1.0063035583448441e-21,2.1078811962897882e-26
4.133426702382083e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755011586059452,0.11865332084846085,0.022821166989469864,1.8453587828367492e-41,1.0590749162313972e-20,3.4211875029599738e-17,3.4460026890314198e-16,9.4883147886354764e-20,4.422328322206832e-21,4.1095114255427966e-13,2.6291168553127178e-45,8.7697590113086442e-14,5.6392584929795933e-30,8.1505831479776415e-28,6.6923026962592009e-32,8.434449547232983e-34,4.4529932174307305e-21,5.8017948684863982e-35,1.664487147329202e-05,8.0140716834125478e-07,1.6252434144105386e-10,1.1349098474973552e-16,7.5114387374859769e-10,1.1253009325012011e-14,6.4570464194875933e-14,1.4701964097589957e-10,7.5197913961320676e-17,4.7302046224446035e-21,2.1779281473873207e-22,1.0469699656263959e-21,2.4448937947900776e-26
4.2781300720551727e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33754950592436689,0.11865273900229477,0.022821152962480658,2.3848458241276943e-41,1.1396072671731765e-20,3.6475750521567489e-17,3.9380453667603215e-16,1.0219153206802285e-19,4.8221676646958057e-21,4.3250020752672914e-13,3.2896388185340209e-45,9.0781878481600197e-14,6.4684095567515623e-30,8.9155759966469184e-28,7.9609158918970993e-32,1.0005025156374887e-33,4.855043944392733e-21,6.8936673582777849e-35,1.722670674884447e-05,8.2946114668698453e-07,1.6498708499697971e-10,1.1772953748093309e-16,7.8724868854225278e-10,1.1423542205702426e-14,6.5571693355776795e-14,1.5542465186848367e-10,8.271648719694801e-17,5.2159712168546227e-21,2.5125418518052017e-22,1.0878351645715063e-21,2.8195727745494459e-26
4.422833441728262e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33754889604666732,0.11865215721491021,0.02282113893555077,3.0542581021883581e-41,1.2232292152715993e-20,3.8814900418496043e-17,4.4782614090228306e-16,1.0971583277546107e-19,5.2425681832184049e-21,4.5432033210918511e-13,4.0842316229082543e-45,9.3867320774699108e-14,7.3839156398383314e-30,9.7203123542182421e-28,9.4131798139894962e-32,1.1795294623666108e-33,5.2777349260746213e-21,8.142975011930776e-35,1.7808483240376394e-05,8.5751500640480738e-07,1.6732878958994438e-10,1.2198887118064006e-16,8.237258610450643e-10,1.158569372297686e-14,6.6526650350726238e-14,1.6395297815395681e-10,9.0653996330103277e-17,5.733215272331417e-21,2.882646259164589e-22,1.12890075650364e-21,3.2343526817569778e-26
4.5675368114013515e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33754828622750804,0.11865157548630123,0.022821124908680181,3.8785931316593306e-41,1.3099558553809474e-20,4.1230763160347216e-17,5.0692752186790566e-16,1.1744836004300943e-19,5.68378048834357e-21,4.7639819390606323e-13,5.0339462759510054e-45,9.6953929325831196e-14,8.3911427539506702e-30,1.0565167221513823e-27,1.1067712921964488e-31,1.3826328611470794e-33,5.7213169905854462e-21,9.5657938161883288e-35,1.8390200953831847e-05,8.8556874750456648e-07,1.6955552483662302e-10,1.2626912096176999e-16,8.6055721893806077e-10,1.1739884168465614e-14,6.7437771004334549e-14,1.7259856037912681e-10,9.901470660046977e-17,6.2829623014437588e-21,3.2903662335515962e-22,1.1701682059643684e-21,3.6917026902206611e-26
4.712240181074441e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33754767646690026,0.11865099381646189,0.022821110881868899,4.8865094665721431e-41,1.3998023886277409e-20,4.3724875517906335e-17,5.7137366560709797e-16,1.2538153339019994e-19,6.1460428779157487e-21,4.987211385851023e-13,6.1622022018036282e-45,1.0004171586557164e-13,9.49555280674131e-30,1.1450491905565068e-27,1.2944217783763227e-31,1.612032061191151e-33,6.1860286536210283e-21,1.1179177433364564e-34,1.8971859895154317e-05,9.1362236999610531e-07,1.7167305597499096e-10,1.3057041211335962e-16,8.9772550119919928e-10,1.1886512757044815e-14,6.8307368717100572e-14,1.8135564294273504e-10,1.0780254788405606e-16,6.8662575337383708e-21,3.7378522547571065e-22,1.2116388663657392e-21,4.194124498996558e-26
4.85694355074753e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33754706676485452,0.11865041220538622,0.022821096855116907,6.1107009725045806e-41,1.4927841134698636e-20,4.6298867312017709e-17,6.4143190202095702e-16,1.3350790319789133e-19,6.6295819545078284e-21,5.2127714637462111e-13,7.4949482839672674e-45,1.0313069155185573e-13,1.0702698076735564e-29,1.2376615928413504e-27,1.5063493711239714e-31,1.8700597332592203e-33,6.6720967358245531e-21,1.3001174015062608e-34,1.9553460070286701e-05,9.416758738892666e-07,1.736868591291512e-10,1.348928592878595e-16,9.352143124010312e-10,1.2025958683850623e-14,6.9137640692599533e-14,1.9021875885702558e-10,1.1702113804084096e-16,7.4841672245786881e-21,4.2272784329096893e-22,1.2533139936028783e-21,4.7441491910034926e-26
5.00164692042062e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33754645712138037,0.11864983065306831,0.022821082828424211,7.5882929481107273e-41,1.588916418632776e-20,4.895445638636536e-17,7.1737171710784585e-16,1.4182016839010446e-19,7.1346132118996748e-21,5.4405480024147326e-13,9.0608270268626597e-45,1.0622086699869515e-13,1.2018215914696062e-29,1.3343848781857332e-27,1.7447448247327019e-31,2.1591628251916561e-33,7.1797369491814371e-21,1.5050842038695041e-34,2.0135001485171347e-05,9.6972925919389278e-07,1.7560213580836144e-10,1.3923656743185755e-16,9.7300807930120409e-10,1.2158582128267821e-14,6.9930673793023399e-14,1.9918271527384675e-10,1.2667380473732231e-16,8.1377798913468019e-21,4.7608406594964183e-22,1.2951947462218002e-21,5.3443335634590809e-26
5.146350290093709e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33754584753648664,0.1186492491595022,0.0228210688017908,9.3612603350042202e-41,1.6882147765153889e-20,5.1693443824967625e-17,7.9946457838360521e-16,1.503111908629608e-19,7.6613415921361658e-21,5.6704325566537863e-13,1.0891341606308938e-44,1.093122523034536e-13,1.3447823671998203e-29,1.4352481596365282e-27,2.0119107522864573e-31,2.4819034402406221e-33,7.7091544540017819e-21,1.7348265207611829e-34,2.071648414575001e-05,9.9778252591982636e-07,1.77423826678681e-10,1.4360163413511194e-16,1.0110920096109153e-09,1.2284725207550725e-14,7.0688449892779781e-14,2.0824257973707673e-10,1.3676360585263328e-16,8.8282074805246543e-21,5.340754886915325e-22,1.3372821858685648e-21,5.9972584870285007e-26
5.2910536597667985e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33754523801018155,0.11864866772468197,0.022821054775216672,1.1476868231312146e-40,1.7906947363289414e-20,5.4517709405445454e-17,8.8798377261637187e-16,1.5897400705712401e-19,8.2099620146491968e-21,5.9023221192908489e-13,1.3021025588954662e-44,1.1240485707275466e-13,1.4997313855091839e-29,1.5402788686528297e-27,2.3102625618762091e-31,2.8409596436870089e-33,8.2605443879743411e-21,1.99145664557911e-34,2.1297908057963861e-05,1.0258356740769093e-06,1.7915662464393996e-10,1.4798814831744866e-16,1.0494520528309433e-09,1.2404712882615135e-14,7.1412851244992044e-14,2.1739366712423507e-10,1.4729334857666368e-16,9.5565864690622586e-21,5.9692555281577694e-22,1.3795772851235601e-21,6.7055267862655503e-26
5.435757029439888e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33754462854247236,0.11864808634860166,0.022821040748701817,1.3988134902369688e-40,1.8963719174071644e-20,5.7429207279122125e-17,9.8320425507549725e-16,1.6780183702654606e-19,8.7806598788497264e-21,6.136118848480606e-13,1.5487615111062436e-44,1.1549869044709047e-13,1.6672549503798978e-29,1.6495028951204331e-27,2.6423293022790444e-31,3.2391262028154633e-33,8.8340923686974263e-21,2.2771921097829973e-34,2.1879273227753511e-05,1.0538887036749836e-06,1.8080498727079727e-10,1.5239619063143305e-16,1.0880748630514543e-09,1.2518853818414585e-14,7.2105665569927883e-14,2.2663152724287856e-10,1.5826560728224856e-16,1.0324078903309541e-20,6.6485939683382425e-22,1.4220809379795154e-21,7.4717598652082388e-26
5.580460399112977e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33754401913336568,0.11864750503125535,0.022821026722246229,1.6954317461565931e-40,2.005262003274616e-20,6.0429961869078783e-17,1.0854025095591465e-15,1.7678809131650035e-19,9.3736115415189111e-21,6.3717298086760275e-13,1.8332223317651226e-44,1.1859376112419665e-13,1.8479459790072847e-29,1.7629447223008263e-27,3.0107544172027842e-31,3.6793152649954732e-33,9.4299749710152508e-21,2.5943569164412192e-34,2.2460579661058978e-05,1.0819416147238908e-06,1.8237314859074762e-10,1.568258365250856e-16,1.1269477636175283e-09,1.2627441201173832e-14,7.2768590567700207e-14,2.3595193304929127e-10,1.6968274023604932e-16,1.1131873378650172e-20,7.381037180667711e-22,1.4647939667840495e-21,8.2985962709266103e-26
5.725163768786067e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33754340978286779,0.11864692377263708,0.022821012695849914,2.0441420375293006e-40,2.1173807364516775e-20,6.3522063977377279e-17,1.1948564185065935e-15,1.8592637592933649e-19,9.9889847702586187e-21,6.6090667245897584e-13,2.1599516873699827e-44,1.2169007738125472e-13,2.0424035832933289e-29,1.8806275523673653e-27,3.4182964185985481e-31,4.1645569783112087e-33,1.0048360180419672e-20,2.9453826962666797e-34,2.3041827363819696e-05,1.1099944072334725e-06,1.8386513031023621e-10,1.6127715448634291e-16,1.1660587135664476e-09,1.2730753514632538e-14,7.3403238529185735e-14,2.4535086945769986e-10,1.8154690521273858e-16,1.1981185962845449e-20,8.1688664403540997e-22,1.5077171256826585e-21,9.1886905475003064e-26
5.869867138459157e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33754280049098417,0.11864634257274093,0.022820998669512853,2.45227269285033e-40,2.2327439136163552e-20,6.6707667092771245e-17,1.3118451425333086e-15,1.9521049562647467e-19,1.0626939174200479e-20,6.8480457474951269e-13,2.5337894369813717e-44,1.2478764709598129e-13,2.251232672457164e-29,2.002573417101233e-27,3.8678294903153227e-31,4.698000058865191e-33,1.0689407823715875e-20,3.3328097899973275e-34,2.362301634197452e-05,1.1380470812135698e-06,1.8528475245853249e-10,1.6575020564336601e-16,1.2053962757482374e-09,1.2829055277359845e-14,7.4011140796954203e-14,2.5482452271067767e-10,1.9386007408257333e-16,1.2873261065975282e-20,9.0143761303345335e-22,1.5508511040543299e-21,1.0144710285468935e-25
6.014570508132247e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33754219125771961,0.11864576143156091,0.022820984643235055,2.9279353771567768e-40,2.351367380933953e-20,6.9988983890376223e-17,1.4366490087647286e-15,2.0463445578836297e-19,1.1287626613114964e-20,7.0885872332473453e-13,2.9599666455380358e-44,1.2788647776665925e-13,2.4750435762041899e-29,2.1288032866375582e-27,4.3623440200951347e-31,5.2829123086457959e-33,1.1353269978093053e-20,3.7592882608834331e-34,2.4204146601461738e-05,1.1660996366740238e-06,1.8663564350158455e-10,1.7024504781065656e-16,1.2449495865455037e-09,1.2922597743092449e-14,7.4593751540793472e-14,2.6436927028311052e-10,2.0662404644210962e-16,1.3809372259745773e-20,9.9198726328753251e-22,1.5941965315404808e-21,1.1169334666659282e-25
6.159273877805337e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33754158208307838,0.11864518034909115,0.0228209706170165,3.4800828654742451e-40,2.473267029658521e-20,7.3368282914943127e-17,1.5695494073877011e-15,2.1419246302958894e-19,1.1971191586005015e-20,7.3306155314365044e-13,3.4441237542712594e-44,1.3098657653116488e-13,2.7144516878493746e-29,2.2593371721461438e-27,4.9049470663380484e-31,5.9226810876154698e-33,1.2040091359684402e-20,4.2275788409409591e-34,2.4785218148219026e-05,1.194152073624675e-06,1.879212499486685e-10,1.7476173342954657e-16,1.2847083271114615e-09,1.3011619565945313e-14,7.5152451692157622e-14,2.7398167129212308e-10,2.1984046234848026e-16,1.4790823048814475e-20,1.0887673301295108e-21,1.6377539835271263e-21,1.226525414692754e-25
6.303977247478427e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33754097296706465,0.11864459932532567,0.022820956590857196,4.1185691443364596e-40,2.5984587921353498e-20,7.6847885439575069e-17,1.7108286958785917e-15,2.2387892474401261e-19,1.2677771600213357e-20,7.5740587851138366e-13,3.9923288935937087e-44,1.3408795018504038e-13,2.9700771267541314e-29,2.3941942121377152e-27,5.4988627725005316e-31,6.620813743381973e-33,1.2750009692645069e-20,4.7405538145181329e-34,2.5366230988183483e-05,1.2222043920753645e-06,1.8914484547727748e-10,1.793003079650224e-16,1.3246626960501153e-09,1.3096347432266391e-14,7.5688552906917826e-14,2.8365845738770587e-10,2.3351081420924985e-16,1.5818947596666004e-20,1.1920105506481091e-21,1.6815239855288051e-21,1.3435168081135616e-25
6.448680617151517e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33754036390968145,0.11864401836025858,0.022820942564757134,4.8542118494843308e-40,2.726958638179773e-20,8.0430162491953523e-17,1.8607701104001608e-15,2.3368844773484617e-19,1.3407497522020234e-20,7.8188487405613581e-13,4.6110963248365076e-44,1.3719060519866035e-13,3.2425444194094961e-29,2.5333927594125515e-27,6.1474327273387853e-31,7.3809380016002432e-33,1.3483156059724229e-20,5.3011978426030396e-34,2.5947185127291637e-05,1.2502565920359326e-06,1.9030953960040019e-10,1.8386081521873964e-16,1.364803383467141e-09,1.3176996660807669e-14,7.6203300699162768e-14,2.9339652410080367e-10,2.4763645787965673e-16,1.6895111408455326e-20,1.3019505753317239e-21,1.7255070164297459e-21,1.4681783086307558e-25
