Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),COX(50),CHOX(53),H2OX(23),CO2X(24)
6.556952546326616e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3306344721530694,0.11295783049425832,0.022213340444437613,3.9081804324179076e-12,1.3473725119340588e-11,8.0793902567699757e-07,2.6500516121762503e-06,2.4085155968124869e-14,6.9070304916145195e-21,1.1978404498095052e-08,2.2738287238651101e-29,8.7084795834766834e-09,8.8050553110433491e-22,1.0271423905002653e-17,2.6185901275601293e-17,9.7084179377520882e-20,2.4937348398883683e-14,1.2564034307601e-21,0.0057092613911410434,0.0012138040003734718,2.2704484856338498e-09,1.0806711929159448e-10,9.8022118400822872e-06,1.8027325687075756e-13,4.4479560171812167e-09,2.0507614608504889e-07,3.1370035746354688e-10,1.1224914408483226e-08,2.1588389327394046e-12,1.371176801329737e-15,1.7355511233472464e-15,1.5794016554630672e-15
6.592135849033546e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33062670598072685,0.11295645397506095,0.022210155676727544,3.9769653502407927e-12,1.3762547964867677e-11,8.2545134284863423e-07,2.6779520900909244e-06,2.4436288089550623e-14,7.106486093667579e-21,1.2064865610965632e-08,2.3410269934782197e-29,8.7786129014541879e-09,8.956501502777315e-22,1.0514639074405548e-17,2.6690975502338649e-17,9.8701032204789946e-20,2.5399457541553281e-14,1.28439808645205e-21,0.0057106099907239458,0.0012201456312357687,2.2812612175009175e-09,1.0947265735769058e-10,9.8779697525308208e-06,1.8136806052408289e-13,4.4799773855309564e-09,2.0496366937195125e-07,3.159251203680386e-10,1.1474887849373159e-08,2.1815177265686403e-12,1.3916064163119394e-15,1.7645383367949141e-15,1.5989432160597391e-15
6.627319151740476e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33061897636228887,0.11295511253341924,0.022206971514850019,4.0465985870958041e-12,1.4055982487649938e-11,8.4322686177735343e-07,2.7059826560956167e-06,2.4790803598108225e-14,7.3104616580563447e-21,1.2151554613577358e-08,2.4098704696226962e-29,8.8490092808958717e-09,9.1098029531429208e-22,1.0762177398939378e-17,2.7203049920090695e-17,1.003348546537687e-19,2.586726499074956e-14,1.3128730709220664e-21,0.0057119233810073063,0.0012264859203235355,2.2920721447426756e-09,1.1088675230041561e-10,9.9537195108917266e-06,1.8246525318937011e-13,4.5119898775358229e-09,2.0485262388778828e-07,3.1815626028608781e-10,1.1728749186237855e-08,2.2043016762236735e-12,1.4122143045978004e-15,1.7938588146201068e-15,1.6186331100999667e-15
6.662502454447406e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33061128244720139,0.11295380531671778,0.022203787957976201,4.1170865560635895e-12,1.4354074109881075e-11,8.6126737308565857e-07,2.7341433157677747e-06,2.5148718565238739e-14,7.5190287050574503e-21,1.2238471329135736e-08,2.4803913708159183e-29,8.919667299904098e-09,9.2649738503868574e-22,1.1014087909365085e-17,2.7722183023857822e-17,1.0198572617487118e-19,2.6340799160488636e-14,1.3418342549054794e-21,0.0057132024146319422,0.0012328248692888648,2.3028812624139707e-09,1.1230935873956621e-10,1.0029457379060976e-05,1.8356481561986898e-13,4.5439918790247229e-09,2.0474298043619608e-07,3.2039377126387672e-10,1.19865267877371e-08,2.2271907806657582e-12,1.4330005370216822e-15,1.8235144601763182e-15,1.6384717818828176e-15
6.697685757154336e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.330603623405545,0.11295253149298064,0.022200605005293899,4.1884356892640461e-12,1.4656868304342197e-11,8.795746494805587e-07,2.7624340738030972e-06,2.5510049059409238e-14,7.7322592710486879e-21,1.2325615579955722e-08,2.55262239601272e-29,8.9905855130907216e-09,9.4220284350147849e-22,1.1270419797091253e-17,2.8248433317929063e-17,1.0365372622556263e-19,2.6820088189575461e-14,1.3712875539460227e-21,0.005714447923599349,0.0012391624797514159,2.3136885656180704e-09,1.1374043084037627e-10,1.0105179656932755e-05,1.8466672823984218e-13,4.5759817932573157e-09,2.0463471059800895e-07,3.2263764745319491e-10,1.2248248767721698e-08,2.250185038110835e-12,1.4539651741886086e-15,1.8535071702519686e-15,1.6584596754625478e-15
6.732869059861266e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33059599842753512,0.1129512902503715,0.022197422656007201,4.2606524378453089e-12,1.4964410590102861e-11,8.9815044548832493e-07,2.7908549340382436e-06,2.5874811146110134e-14,7.9502259033817547e-21,1.2412987187458335e-08,2.6265967296608825e-29,9.0617624520032212e-09,9.5809809997016696e-22,1.1531222411109988e-17,2.8781859310395842e-17,1.0533893426975612e-19,2.7305159940068189e-14,1.4012389285604302e-21,0.0057156607197713814,0.0012454987532992041,2.3244940495075055e-09,1.1517992233034862e-10,1.018088268094239e-05,1.8577097115416213e-13,4.6079580411778736e-09,2.0452778670929725e-07,3.2488788311104765e-10,1.2513942980657947e-08,2.2732844460491777e-12,1.4751082666428296e-15,1.8838388350039093e-15,1.6785972346605305e-15
6.768052362568196e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33058840672303219,0.11295008079670624,0.02219424090933602,4.3337432719731647e-12,1.5276746528247281e-11,9.1699649719726526e-07,2.819405899473272e-06,2.6243020887852876e-14,8.1730016551829705e-21,1.2500585972167423e-08,2.7023480467880628e-29,9.1331966255529124e-09,9.7418458891963211e-22,1.1796545254948429e-17,2.9322519507707874e-17,1.0704142977722503e-19,2.7796041995825447e-14,1.4316943844027413e-21,0.0057168415953578475,0.0012518336914893722,2.335297709284844e-09,1.1662778651608534e-10,1.0256562824593048e-05,1.8687752415794169e-13,4.6399190616515308e-09,2.0442218183969769e-07,3.2714447259888638e-10,1.2783637017168847e-08,2.29648900126478e-12,1.4964298550372344e-15,1.9145113378947395e-15,1.6988849030751701e-15
6.803235665275125e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33058084752106498,0.11294890235897712,0.022191059764515755,4.4077146808209005e-12,1.55939217176276e-11,9.3611452200858296e-07,2.8480869722937553e-06,2.6614694344168325e-14,8.4006600800425502e-21,1.2588411753706487e-08,2.7799105181201685e-29,9.2048865204450085e-09,9.9046375002200772e-22,1.2066437983637053e-17,2.9870472409271462e-17,1.0876129222303083e-19,2.8292761661136095e-14,1.462659972428296e-21,0.0057179913233922578,0.0012581672958489375,2.3460995402033996e-09,1.1808397630010923e-10,1.0332216498966094e-05,1.879863667461957e-13,4.6718633116840749e-09,2.0431786977108386e-07,3.2940741038151704e-10,1.3057358199693297e-08,2.3197986998544561e-12,1.5179299703036259e-15,1.9455265556339346e-15,1.7193231240899868e-15
6.838418967982055e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33057332006936546,0.11294775418288848,0.022187879220796899,4.4825731725595007e-12,1.5915981790646043e-11,9.5550621839537772e-07,2.8768981538925558e-06,2.6989847571605475e-14,8.6332752266332513e-21,1.2676464350795632e-08,2.8593188152311315e-29,9.2768306016105106e-09,1.0069370281359797e-21,1.2340950400695825e-17,3.0425776502091446e-17,1.1049860108696628e-19,2.8795345959431389e-14,1.4941417890574031e-21,0.00571911065819607,0.0012644995678755286,2.3568995375678756e-09,1.1954844419766657e-10,1.0407840153214955e-05,1.8909747812352707e-13,4.7037892666263147e-09,2.042148249766179e-07,3.3167669102573061e-10,1.3335133578264663e-08,2.3432135372466288e-12,1.539608633823938e-15,1.9768863581227871e-15,1.739912340880106e-15
6.873602270688985e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33056582363391412,0.1129466355324039,0.022184699277444642,4.5583252743480728e-12,1.6242972409067764e-11,9.7517326566983736e-07,2.90583944489118e-06,2.7368496623730757e-14,8.8709216332989186e-21,1.2764743581248591e-08,2.9406081157240723e-29,9.349027312639689e-09,1.0236058732955107e-21,1.2620132455139175e-17,3.0988490255457061e-17,1.122534358530139e-19,2.9303821632079084e-14,1.5261459763386606e-21,0.0057202003358316888,0.0012708305090380944,2.3676976967349453e-09,1.2102114235350488e-10,1.04834302750424e-05,1.9021083721383815e-13,4.7356954203640492e-09,2.041130226002198e-07,3.3395230919870039e-10,1.3616989926409859e-08,2.3667335082197478e-12,1.5614658576023419e-15,2.0085926084031358e-15,1.7606529964172647e-15
6.908785573395915e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33055835749849721,0.11294554568930394,0.022181519933738587,4.6349775323244617e-12,1.6574939259866152e-11,9.9511732375866842e-07,2.9349108451607253e-06,2.7750657551127729e-14,9.1136743226131559e-21,1.2853249261969873e-08,3.0238141084438116e-29,9.4214750762170202e-09,1.0404717406980019e-21,1.2904034238500874e-17,3.1558672115672557e-17,1.1402587600881909e-19,2.9818215137259405e-14,1.558678722111911e-21,0.0057212610745445104,0.0012771601207776035,2.378494013113768e-09,1.2250202255861674e-10,1.0558983391161128e-05,1.9132642267006058e-13,4.7675802854945247e-09,2.0401243843647996e-07,3.3623425966618619e-10,1.3902953737170055e-08,2.3903586069203444e-12,1.5835016444383676e-15,2.0406471626099182e-15,1.7815455334735758e-15
6.943968876102845e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33055092096427402,0.11294448395275501,0.022178341188972311,4.7125365115959837e-12,1.6911928051102347e-11,1.0153400329868116e-06,2.9641123538423687e-06,2.8136346401397245e-14,9.3616087958914081e-21,1.2941981208952022e-08,3.1089729987207273e-29,9.494172294557523e-09,1.0575360906918949e-21,1.3192705981879781e-17,3.213638050083332e-17,1.1581600104517816e-19,3.0338552648922214e-14,1.5917462601708164e-21,0.005722293575194248,0.0012834884045077233,2.3892884821664658e-09,1.2399103626694171e-10,1.0634496067737549e-05,1.9244421288390212e-13,4.7994423934901722e-09,2.0391304891103581e-07,3.3852253729057696e-10,1.4193051219244066e-08,2.4140888268806908e-12,1.6057159881009094e-15,2.0730518699274876e-15,1.8025903946241124e-15
6.979152178809775e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33054351334935511,0.11294344963888837,0.022175163042453087,4.7910087962302749e-12,1.7253984507840643e-11,1.0358430138694759e-06,2.9934439693673986e-06,2.8525579219158055e-14,9.6148010276530311e-21,1.3030939237272973e-08,3.1961215136459277e-29,9.5671173498442426e-09,1.0748003887637198e-21,1.3486198053007426e-17,3.2721673795648113e-17,1.1762389045554028e-19,3.0864860055825354e-14,1.625354870425033e-21,0.0057232985216758205,0.0012898153616154799,2.4000810994085214e-09,1.2548813461201971e-10,1.0709964910818747e-05,1.9356418599560515e-13,4.8312802948504189e-09,2.0381483106143048e-07,3.4081713702880487e-10,1.4487308293255381e-08,2.4379241610360516e-12,1.6281088735032314e-15,2.1058085725497298e-15,1.8237880222485139e-15
7.014335481516705e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33053613398839055,0.11294244208038945,0.022171985493501533,4.8704009892461784e-12,1.7601154368101531e-11,1.0566278669125182e-06,3.0229056894767594e-06,2.8918372046047844e-14,9.8733274600439713e-21,1.3120123161093496e-08,3.2852969073777017e-29,9.6403086046667939e-09,1.0922661055245915e-21,1.378456095333844e-17,3.3314610346308367e-17,1.1944962373552334e-19,3.1397162960653553e-14,1.6595108790619694e-21,0.0057242765813300461,0.0012961409934619094,2.41087186040915e-09,1.2699326842358711e-10,1.0785386566742481e-05,1.9468631990371475e-13,4.8630925592421907e-09,2.0371776251846406e-07,3.4311805393015703e-10,1.4785750588143672e-08,2.4618646017415201e-12,1.6506802768789193e-15,2.1389191056439395e-15,1.8451388585317244e-15
7.049518784223635e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33052878223216814,0.11294146062609706,0.02216880854145126,4.9507197126046541e-12,1.7953483378853859e-11,1.077696172421197e-06,3.0524975112401071e-06,2.9314740920724612e-14,1.0137264997229865e-20,1.320953279365482e-08,3.3765369664792269e-29,9.7137444024608571e-09,1.1099347166961695e-21,1.4087845315164684e-17,3.3915248455405303e-17,1.2129328038244318e-19,3.1935486679217336e-14,1.6942206587081088e-21,0.0057252284053443975,0.0013024653013826825,2.4216607607916013e-09,1.2850638824410796e-10,1.086075772253021e-05,1.9581059227484918e-13,4.8948777756297331e-09,2.0362182148804787e-07,3.4542528313400891e-10,1.508840343768155e-08,2.4859101407884221e-12,1.6734301659587118e-15,2.1723852973184281e-15,1.8666433454639256e-15
7.084702086930564e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33052145744722117,0.11294050464061245,0.022165632185648609,5.0319716071996671e-12,1.831101729204793e-11,1.0990494903173188e-06,3.0822194310743697e-06,2.9714701878868527e-14,1.0406690999762011e-20,1.3299167947276305e-08,3.4698800152874812e-29,9.7874230679483852e-09,1.1278077030960743e-21,1.4396101898754013e-17,3.4523646376895593e-17,1.231549398948563e-19,3.2479856239731748e-14,1.7294906285898841e-21,0.0057261546291440439,0.001308788286688725,2.4324477962334268e-09,1.3002744434523444e-10,1.0936075106263119e-05,1.9693698055347272e-13,4.9266345523943009e-09,2.0352698673356515e-07,3.4773881986750164e-10,1.5395291877117208e-08,2.5100607694202923e-12,1.6963585001482681e-15,2.2062089685938888e-15,1.8883019248398368e-15
7.119885389637494e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33051415901544662,0.11293957350391765,0.022162456425452299,5.1141633328490296e-12,1.8673801860690845e-11,1.1206893599647838e-06,3.1120714447618117e-06,3.011827095318412e-14,1.0681683278916035e-20,1.3389028433353245e-08,3.5653649213133409e-29,9.8613429075785046e-09,1.1458865506227812e-21,1.4709381589514613e-17,3.5139862311116645e-17,1.250346817721152e-19,3.3030296382174094e-14,1.7653272546940776e-21,0.0057270558727734429,0.0013151099506668147,2.4432329624666989e-09,1.3155638674418695e-10,1.1011335487441073e-05,1.980654619716622e-13,4.9583615174442207e-09,2.0343323755874169e-07,3.5005865944318229e-10,1.5706440639943648e-08,2.5343164783484332e-12,1.7194652307067969e-15,2.2403919333784445e-15,1.910115038257443e-15
7.155068692344424e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33050688633373088,0.11293866661100314,0.022159281260233119,5.1973015682851871e-12,1.9041882834965846e-11,1.142617300003549e-06,3.1420535474675941e-06,3.052546417340281e-14,1.0962320091005504e-20,1.3479114062354838e-08,3.6630311006728123e-29,9.9355022099688405e-09,1.1641727502399867e-21,1.5027735395185656e-17,3.5763954399851914e-17,1.2693258551393619e-19,3.3586831557720256e-14,1.8017370499277466e-21,0.0057279327412686652,0.0013214302945801671,2.4540162552781855e-09,1.3309316522004885e-10,1.1086535677324496e-05,1.9919601355886671e-13,4.9900573183157594e-09,2.0334055379102365e-07,3.5238479725662216e-10,1.6021874154794827e-08,2.5586772577670141e-12,1.7427503009264979e-15,2.2749359984463871e-15,1.9320831271162131e-15
7.190251995051354e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33049963881358624,0.11293778337150452,0.022156106689373688,5.2813930111459046e-12,1.9415305958396958e-11,1.1648348081920009e-06,3.1721657337568362e-06,3.0936297566285937e-14,1.1248680131675215e-20,1.3569424643822201e-08,3.7629185235493681e-29,1.000989924634724e-08,1.1826677979604609e-21,1.5351214443055239e-17,3.6395980721447638e-17,1.2884873061997961e-19,3.4149485928259086e-14,1.838726574277638e-21,0.0057287858250207281,0.0013277493196690083,2.4647976705094818e-09,1.3463772932996753e-10,1.11616725292592e-05,2.0032861215165263e-13,5.0217206222652277e-09,2.0324891576546191e-07,3.5471722878402957e-10,1.6341616542469319e-08,2.5831430973677695e-12,1.7662136463127849e-15,2.3098429634205758e-15,1.9542066326149158e-15
7.225435297758284e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33049241588079559,0.11293692320934801,0.022152932712268113,5.3664443779648674e-12,1.9794116964060442e-11,1.187343361257741e-06,3.2024079976111899e-06,3.1350787155627846e-14,1.1540842530178692e-20,1.365995998636658e-08,3.8650677196873242e-29,1.0084532270993703e-08,1.2013731948293896e-21,1.5679869977206309e-17,3.7035999285981508e-17,1.3078319658944155e-19,3.4718283365984023e-14,1.8763024349690919e-21,0.0057296157001301288,0.0013340670271511316,2.4755772040571131e-09,1.3619002842525522e-10,1.1236742938984107e-05,2.0146323440343313e-13,5.0533501163526234e-09,2.0315830430909629e-07,3.5705594957986691e-10,1.6665691613081689e-08,2.6077139863542534e-12,1.7898551947653071e-15,2.3451146207584632e-15,1.9764859957491246e-15
7.260618600465214e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.330485216975065,0.11293608556240443,0.022149759328321722,5.4524624041621517e-12,2.0178361570844487e-11,1.2101444147567687e-06,3.2327803324449168e-06,3.1768948962259638e-14,1.1838886843642871e-20,1.3750719897667611e-08,3.9695197839162274e-29,1.0159399521682336e-08,1.2202904469072186e-21,1.6013753355791426e-17,3.7684068030484114e-17,1.3273606292065706e-19,3.5293247453061532e-14,1.9144712866244102e-21,0.0057304229287527741,0.0013403834182224407,2.486354851872586e-09,1.3775001166738292e-10,1.1311743844921933e-05,2.0259985679417282e-13,5.0849445075172208e-09,2.0306870072583487e-07,3.5940095527448632e-10,1.6994122863341851e-08,2.632389913455679e-12,1.8136748667595176e-15,2.3807527557416986e-15,1.9989216573083504e-15
7.295801903172144e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3304780415496863,0.11293526988215177,0.022146586536950827,5.539453844034577e-12,2.0568085479758447e-11,1.2332394029410579e-06,3.2632827311204924e-06,3.2190799004053042e-14,1.2142893051322771e-20,1.3841704184471781e-08,4.0763163817062045e-29,1.0234499220123292e-08,1.2394210652519986e-21,1.6352916048337064e-17,3.8340244814214385e-17,1.3470740911071472e-19,3.5874401481375514e-14,1.9532398314206774e-21,0.0057312080594375588,0.0013466984940574804,2.4971306099624179e-09,1.3931762804386065e-10,1.138667222845283e-05,2.0373845564006841e-13,5.1165025226453214e-09,2.0298008678181904e-07,3.6175224157178825e-10,1.7326933473962641e-08,2.6571708669403489e-12,1.8376725755290579e-15,2.4167591464693252e-15,2.0215140578730689e-15
7.330985205879074e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33047088907120609,0.11293447563334565,0.022143414337582407,5.6274254707459234e-12,2.0963334370292923e-11,1.2566297386344946e-06,3.2939151859637323e-06,3.26163532959246e-14,1.2452941548849162e-20,1.3932912652590956e-08,4.1854997547542005e-29,1.0309829572404488e-08,1.258766565901249e-21,1.6697409633078307e-17,3.9004587413989354e-17,1.3669731465508207e-19,3.6461768452347087e-14,1.9926148192470153e-21,0.0057319716274557581,0.001353012255809955,2.507904474388119e-09,1.4089282638399839e-10,1.1461525114171034e-05,2.0487900710319506e-13,5.1480229086304847e-09,2.028924446912664e-07,3.6410980424691591e-10,1.7664146307195569e-08,2.6820568346286677e-12,1.8618482272485009e-15,2.453135563854474e-15,2.0442636378114375e-15
7.366168508586003e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33046375901910391,0.11293370229369797,0.022140242729653859,5.7163840763169958e-12,2.1364153896831961e-11,1.2803168131171626e-06,3.3246776887784517e-06,3.3045627849840219e-14,1.2769113142472778e-20,1.4024345106901065e-08,4.2971127266010926e-29,1.0385388769432968e-08,1.2783284698533416e-21,1.70472857943245e-17,3.9677153519569643e-17,1.3870585904724097e-19,3.7055371076828933e-14,2.0326030478612596e-21,0.0057327141551224477,0.0013593247046132316,2.5186764412661568e-09,1.4247555537453945e-10,1.1536299570124552e-05,2.060214872011194e-13,5.1795044324264411e-09,2.0280575710278092e-07,3.6647363914398745e-10,1.8005783904494805e-08,2.7070478039057613e-12,1.8862017212167665e-15,2.4898837716245662e-15,2.0671708372759736e-15
7.401351811292933e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33045665088547799,0.11293294935356323,0.022137071712612786,5.8063364716155595e-12,2.1770589685118672e-11,1.3043019960179399e-06,3.3555702308606786e-06,3.3478638674820004e-14,1.3091489043308546e-20,1.4116001351340906e-08,4.4111987082795713e-29,1.0461174987375793e-08,1.2981083030484132e-21,1.7402596319856632e-17,4.0358000729101099e-17,1.4073312177833396e-19,3.7655231775073435e-14,2.0732113630460443e-21,0.0057334361521101367,0.0013656358415808361,2.5294465067678792e-09,1.4406576357516261e-10,1.1610992708037981e-05,2.0716587181646882e-13,5.2109458810929049e-09,2.0272000708611999e-07,3.6884374217387465e-10,1.8351868484309334e-08,2.7321437617337111e-12,1.9107329500408591e-15,2.5270055263249471e-15,2.0902360962000816e-15
7.436535113999863e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33044956417473842,0.11293221631563259,0.022133901285916701,5.8972894863461007e-12,2.2182687328775321e-11,1.3285866352153791e-06,3.3865928030124227e-06,3.3915401776943259e-14,1.3420150861582891e-20,1.4207881188911099e-08,4.5278017039927778e-29,1.0537186388100355e-08,1.3181075963488201e-21,1.7763393098357074e-17,4.1047186544613778e-17,1.4277918233681974e-19,3.8261372676773942e-14,2.1144466587642745e-21,0.0057341381157548109,0.0013719456678069316,2.5402146671194165e-09,1.4566339943384503e-10,1.1685601683518476e-05,2.0831213670645833e-13,5.2423460618345005e-09,2.02635178119407e-07,3.7122010931203115e-10,1.8702421940003005e-08,2.7573446946633994e-12,1.9354417998199964e-15,2.5645025773259529e-15,2.1134598542945141e-15
7.471718416706793e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33044249840330808,0.11293150269463513,0.022130731449032812,5.9892499690394594e-12,2.2600492385879085e-11,1.3531720567468214e-06,3.4177453955550005e-06,3.4355933159353896e-14,1.3755180600887251e-20,1.4299984421673124e-08,4.6469663168236165e-29,1.0613421119613902e-08,1.3383278855191341e-21,1.8129728116872383e-17,4.1744768367578666e-17,1.4484412020813887e-19,3.8873815621178129e-14,2.1563158773139731e-21,0.0057348205313545739,0.0013782541843667861,2.5509809186015434e-09,1.4726841130208085e-10,1.1760123696244978e-05,2.0946025751236334e-13,5.2737038020329333e-09,2.0255125407677747e-07,3.7360273659637226e-10,1.9057465837902345e-08,2.7826505888459836e-12,1.9603281503300527e-15,2.6023766668333034e-15,2.1368425510438189e-15
7.506901719413723e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3304354530993302,0.11293080801704647,0.022127562201437752,6.0822247870422786e-12,2.302405037559456e-11,1.378059564725711e-06,3.4490279983419566e-06,3.4800248822266016e-14,1.4096660652440811e-20,1.4392310850748549e-08,4.7687377544746721e-29,1.0689877316502201e-08,1.3587707112056992e-21,1.8501653458309645e-17,4.2450803494523552e-17,1.4692801487438829e-19,3.9492582157272769e-14,2.1988260094824993e-21,0.0057354838724610422,0.0013845613923172356,2.5617452575495326e-09,1.4888074744995077e-10,1.1834555990140795e-05,2.1061020976894163e-13,5.3050179492726056e-09,2.0246821921644681e-07,3.7599162012521146e-10,1.9417021415471707e-08,2.8080614300440129e-12,1.9853918752081447e-15,2.6406295299018489e-15,2.160384625702736e-15
7.542085022120653e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33042842780238385,0.11293013182080443,0.022124393542617419,6.17622082650633e-12,2.3453406774864087e-11,1.4032504412670571e-06,3.4804406007715704e-06,3.524836476296977e-14,1.4444673789365694e-20,1.4484860276318347e-08,4.8931618350386896e-29,1.0766553100367216e-08,1.3794376189157485e-21,1.8879221298967052e-17,4.3165349112708143e-17,1.4903094581400504e-19,4.0117693544039005e-14,2.2419840947001061e-21,0.0057361286011636901,0.001390867292697124,2.5725076803529673e-09,1.5050035608103449e-10,1.1908895853529599e-05,2.1176196891379284e-13,5.3362873713597758e-09,2.0238605816918752e-07,3.7838675605525519e-10,1.978110957961543e-08,2.8335772036421967e-12,2.0106328421374486e-15,2.679262894452564e-15,2.1840865172926536e-15
7.577268324827583e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33042142206320557,0.11292947365503157,0.022121225472066682,6.2712449923776554e-12,2.3888607015156803e-11,1.4287459464209864e-06,3.5119831917989572e-06,3.5700296975837385e-14,1.4799303160977599e-20,1.4577632497622375e-08,5.0202849927995289e-29,1.0843446580263648e-08,1.4003301589960962e-21,1.9262483906099248e-17,4.3888462295859915e-17,1.5115299250145889e-19,4.0749170750777251e-14,2.2857972211928346e-21,0.0057367551683673293,0.0013971718865277447,2.5832681834555409e-09,1.5212718534716415e-10,1.1983140619274985e-05,2.1291551029665472e-13,5.3675109563354145e-09,2.0230475592720249e-07,3.807881405996552e-10,2.0149750905106421e-08,2.8591978946578194e-12,2.036050913031958e-15,2.7182784812927615e-15,2.2079486645980306e-15
7.612451627534513e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33041443544341836,0.11292883307976442,0.022118057989289192,6.3673042083855832e-12,2.4329696479277437e-11,1.4545473181143322e-06,3.5436557599478017e-06,3.6156061452329527e-14,1.5160632287094898e-20,1.4670627312958969e-08,5.1501542840635452e-29,1.0920555853134193e-08,1.4214498866114116e-21,1.9651493635517919e-17,4.4620199999970916e-17,1.5329423440695294e-19,4.138703445750072e-14,2.3302725261347374e-21,0.0057373640140628308,0.0014034751748132623,2.5940267633548308e-09,1.5376118336301037e-10,1.2057287664903672e-05,2.1407080918863175e-13,5.3986876124818748e-09,2.0222429783338321e-07,3.8319577002612123e-10,2.0522965633140717e-08,2.8849234877508379e-12,2.0616459442213089e-15,2.757678004139508e-15,2.2319715061629036e-15
7.647634930241442e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33040746751526712,0.11292820966568937,0.022114891093797173,6.4644054170315685e-12,2.4776720498235738e-11,1.4806557721001997e-06,3.5754582933217062e-06,3.6615674181001758e-14,1.5528745052369206e-20,1.4763844519684676e-08,5.2828173930213025e-29,1.0997879004243433e-08,1.442798361722083e-21,2.0046302929228235e-17,4.536061905915659e-17,1.554547509961331e-19,4.2031305055396719e-14,2.375417195799397e-21,0.0057379555675913388,0.0014097771585411289,2.6047834166020497e-09,1.5540229822049822e-10,1.2131334412712519e-05,2.1522784079134966e-13,5.4298162683235037e-09,2.0214466957093981e-07,3.8560964065509538e-10,2.0900773670017312e-08,2.9107539672336559e-12,2.0874177866354734e-15,2.7974631696460982e-15,2.2561554802874581e-15
7.682818232948372e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33040051786135971,0.11292760299388471,0.022111724785111204,6.562555579577908e-12,2.5229724348177344e-11,1.5070725019154368e-06,3.6073907796151806e-06,3.7079151147511278e-14,1.590372570064018e-20,1.4857283914214136e-08,5.4183226376395746e-29,1.1075414107610222e-08,1.4643771490616835e-21,2.0446964313101489e-17,4.610977618157711e-17,1.5763462172980483e-19,4.2682002647354796e-14,2.4212384657107579e-21,0.0057385302479020456,0.0014160778386824884,2.6155381398017767e-09,1.5705047800304666e-10,1.2205278329859402e-05,2.1638658024603225e-13,5.4608958726212076e-09,2.0206585715338953e-07,3.8802974885798455e-10,2.1283194585942593e-08,2.9366893170805761e-12,2.1133662859892266e-15,2.8376356774316611e-15,2.280501025024624e-15
