Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(45),OX(20),CH3X(21),HOX(22),CH2X(27),HX(19),CHX(28),CX(26),H2OX(23),OCX(25),CO2X(24),COX(47),CHOX(50),CH4OX(57),CH3OX(56),CH2OX(181),CHOX(183),CH3OX(55),C2H6X(49)
2.3875290676717866e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18752464881328071,0.09713099277366978,0.098748765783985906,1.6131404005223153e-10,2.152144410326731e-07,4.3934931566831135e-14,5.7596200158512825e-11,1.3978663416171537e-14,6.6118155021474009e-34,2.6677498734603417e-14,8.7540750504344342e-41,4.3308699456183171e-19,1.9228080389112386e-27,1.2222936974125795e-11,1.6637509249204213e-30,1.3876086874209059e-31,4.8825936469125316e-13,2.0726990494221438e-32,0.0028688358533342302,0.0025019583440828615,9.7136341475598591e-10,1.7099328114383768e-08,2.0868752865154939e-15,3.3051639192281341e-09,8.1331567820345905e-12,8.6252080409335037e-09,1.158430020943819e-07,1.6153571135764276e-07,1.1372483982322447e-12,6.6162052596262688e-14,2.7349675495964197e-17,1.8628690930161762e-13,1.2354525113308571e-17,2.2953130030923042e-17,7.5802502718316257e-17,4.7989660535617885e-17,5.5523634801708348e-17
2.4067745796728953e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18749807703894006,0.097122766329208632,0.098739590179081876,1.6557667671113183e-10,2.1875914853631962e-07,4.4040518834032105e-14,5.8893473683403786e-11,1.4123680170195561e-14,6.7266654206440101e-34,2.6950050692901131e-14,9.1835330321800397e-41,4.3485769724558699e-19,1.9804958548566038e-27,1.237133348029558e-11,1.6981097280624379e-30,1.4173709269197715e-31,4.9360596263740402e-13,2.1527026151584188e-32,0.0028770599930801632,0.0025203025936909474,9.7212092874831108e-10,1.715283475784299e-08,2.0995117516495288e-15,3.2970302789642021e-09,8.1033223526660597e-12,8.6121044312899197e-09,1.1688360938278508e-07,1.638470683785651e-07,1.1572844298252275e-12,6.7688759198937344e-14,2.7676658644173272e-17,1.8995813112469853e-13,1.2415468684359763e-17,2.3107565113450732e-17,7.7848506257049133e-17,4.8927381339010563e-17,5.6161932569728556e-17
2.426020091674004e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18747165950145112,0.097114659664704422,0.09873043178275677,1.6991407851019601e-10,2.2233016096111672e-07,4.4145404730654817e-14,6.0207803690256355e-11,1.4268921418373672e-14,6.8425992761880295e-34,2.7223309424328202e-14,9.6303223545402834e-41,4.3661876553773974e-19,2.0394150995894708e-27,1.252028215357177e-11,1.732889526837314e-30,1.4475110305849333e-31,4.9896700111655683e-13,2.2350962742188078e-32,0.0028851643392616209,0.0025386123856272996,9.728680771473958e-10,1.7206103585684546e-08,2.1121239805362789e-15,3.2890246244169519e-09,8.0740471144899387e-12,8.5992255544062833e-09,1.1792519581167669e-07,1.6617172538924094e-07,1.1775041903626764e-12,6.9235908370376426e-14,2.8005115776037222e-17,1.9366929589600281e-13,1.2476162219339528e-17,2.3260270343606473e-17,7.9923182580226458e-17,4.987548089988672e-17,5.6801345389803979e-17
2.445265603675113e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18744539461794088,0.097106671091668789,0.098721290647852525,1.7432692776102901e-10,2.2592742768710865e-07,4.4249601330451293e-14,6.1539259491410328e-11,1.4414384269558014e-14,6.9596210096700587e-34,2.7497274006980108e-14,1.0094994427247669e-40,4.3837031774863332e-19,2.0995814308357719e-27,1.2669779936822207e-11,1.7680925350826604e-30,1.4780308232231136e-31,5.0434239419511316e-13,2.3199308296355963e-32,0.0028931505803949939,0.0025568876142835944,9.7360505488981738e-10,1.7259136549931452e-08,2.1247119213921405e-15,3.2811440002654068e-09,8.045315932974763e-12,8.586565456465117e-09,1.1896775618209917e-07,1.6850965939391275e-07,1.1979078706206444e-12,7.0803582011978857e-14,2.8335046930802307e-17,1.9742047155087697e-13,1.2536612611288316e-17,2.3411310788538661e-17,8.20265493585623e-17,5.0833986577354388e-17,5.7441856174229874e-17
2.4645111156762216e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18741928082830372,0.097098798945284989,0.098712166826759123,1.7881590746249067e-10,2.2955089808701081e-07,4.4353120395287668e-14,6.2887909992412399e-11,1.4560065883053511e-14,7.0777345706009852e-34,2.7771943553946605e-14,1.0578113585628676e-40,4.4011246966345914e-19,2.1610105663363566e-27,1.2819823801981326e-11,1.8037209704698572e-30,1.5089321281004212e-31,5.0973205662501843e-13,2.4072577275599971e-32,0.002901020381325079,0.0025751281749556098,9.7433205212136146e-10,1.7311935569867672e-08,2.1372755224790793e-15,3.2733855426639095e-09,8.01711423523797e-12,8.574118405254631e-09,1.200112852003455e-07,1.7086084713936562e-07,1.2184956547185298e-12,7.2391861537374744e-14,2.8666452042719603e-17,2.0121172481711323e-13,1.2596826474669877e-17,2.3560749375638113e-17,8.415862613383165e-17,5.1802925529117977e-17,5.808344818004539e-17
2.4837566276773304e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18739331659486316,0.097091041584075555,0.098703060371411633,1.8338170127607105e-10,2.332005215226466e-07,4.4455973385791252e-14,6.425382369095039e-11,1.4705963467476921e-14,7.1969439165079243e-34,2.8047317212277618e-14,1.1080257287806675e-40,4.4184533461788962e-19,2.2237182833702738e-27,1.2970410749555997e-11,1.839777054359338e-30,1.5402167668591229e-31,5.1513590383271928e-13,2.4971290597126785e-32,0.0029087753835574442,0.002593333963849421,9.7504925434063381e-10,1.7364502532765801e-08,2.1498147320961518e-15,3.2657464756943196e-09,7.9894279700117066e-12,8.5618788792855333e-09,1.2105577748251291e-07,1.732252651256202e-07,1.2392677201870069e-12,7.400082787068471e-14,2.8999330928520045e-17,2.0504312122831168e-13,1.2656810162835258e-17,2.3708646900017914e-17,8.6319434299534552e-17,5.2782324713691962e-17,5.8726105000211026e-17
2.503002139678439e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18736750040203795,0.097083397389574583,0.098693971333287167,1.8802499350152053e-10,2.3687624734156236e-07,4.4558171471547131e-14,6.5637068675883792e-11,1.4852074279646966e-14,7.3172530123331977e-34,2.8323394161980802e-14,1.1602016313356026e-40,4.4356902357083009e-19,2.287720418282276e-27,1.3121537808142168e-11,1.8762630116616833e-30,1.5718865594403534e-31,5.2055385190836105e-13,2.5895975658148347e-32,0.0029164172055861333,0.0026115048780874354,9.757568425376453e-10,1.7416839294598441e-08,2.1623294985477981e-15,3.258224107967938e-09,7.9622435805030721e-12,8.549841557563151e-09,1.2210122755885817e-07,1.7560288961598476e-07,1.2602242380381618e-12,7.563056144493682e-14,2.9333683321596454e-17,2.0891472513703185e-13,1.2716569784156444e-17,2.3855062039743585e-17,8.8508997075042433e-17,5.3772210892573588e-17,5.9369810555054256e-17
2.522247651679548e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18734183075601316,0.09707586476600466,0.098684899763401834,1.9274646905272336e-10,2.4057802487381134e-07,4.4659725540867581e-14,6.7037712626365723e-11,1.4998395623504553e-14,7.4386658298218152e-34,2.8600173615049837e-14,1.2143994963407604e-40,4.4528364517441618e-19,2.3530328660144783e-27,1.3273202033951951e-11,1.9131810707040982e-30,1.6039433240133907e-31,5.2598581759522221e-13,2.6847166359999737e-32,0.0029239474432167355,0.0026296408157142634,9.7645499332756146e-10,1.7468947680713921e-08,2.1748197702479356e-15,3.2508158293867014e-09,7.9355480025700979e-12,8.5380013099645077e-09,1.2314762987795957e-07,1.7799369664650368e-07,1.2813653728286289e-12,7.7281142200631495e-14,2.9669508868138415e-17,2.1282659972773951e-13,1.2776111216930914e-17,2.4000051377957934e-17,9.0727339473982848e-17,5.4772610632376107e-17,6.0014549083974662e-17
2.5414931636806567e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18731630618441586,0.097068442139958369,0.098675845712308058,1.9754681343380504e-10,2.4430580342889986e-07,4.4760646210154704e-14,6.8455822811049525e-11,1.5144924849062171e-14,7.5611863470109426e-34,2.8877654814522335e-14,1.2706811262205993e-40,4.4698930584138633e-19,2.4196715796421003e-27,1.342540051035101e-11,1.9505334631007181e-30,1.636388876900858e-31,5.3143171827937762e-13,2.7825403132065876e-32,0.0029313676698849251,0.0026477416757024396,9.7714387907982724e-10,1.752082948652035e-08,2.1872854957194539e-15,3.2435191080708667e-09,7.9093286262061515e-12,8.5263531882308294e-09,1.2419497881069731e-07,1.8039766203485185e-07,1.3026912827178153e-12,7.8952649584445326e-14,3.0006807100502017e-17,2.1677880702955286e-13,1.2835440123152305e-17,2.4143669431095691e-17,9.2974488267575383e-17,5.5783550306922833e-17,6.066030513739884e-17
2.5607386756817655e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18729092523599566,0.097061127960084093,0.098666809230091579,2.0242671271546693e-10,2.4805953229288981e-07,4.4860943832876792e-14,6.9891466087376016e-11,1.5291659351381563e-14,7.6848185477203231e-34,2.9155837033566345e-14,1.3291097160118599e-40,4.48686109809947e-19,2.4876525699132039e-27,1.3578130347406012e-11,1.9883224236278685e-30,1.6692250325091194e-31,5.3689147197959078e-13,2.8831232955518763e-32,0.0029386794369705028,0.0026658073579579932,9.7782366804282269e-10,1.757248647815393e-08,2.1997266235213336e-15,3.2363314874105263e-09,7.8835732645202711e-12,8.5148924174830836e-09,1.2524326865406905e-07,1.8281476138872496e-07,1.3242021195331011e-12,8.064516254806489e-14,3.0345577480732859e-17,2.2077140792879138e-13,1.2894561961236239e-17,2.4285968682433451e-17,9.525047194358572e-17,5.6805056099303897e-17,6.1307063568977601e-17
2.5799841876828742e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18726568648030961,0.09705392069677668,0.098657790366368917,2.0738685351153853e-10,2.5183916072564755e-07,4.4960628508177789e-14,7.1344708900936029e-11,1.5438596569578742e-14,7.8095664209900927e-34,2.9434719574594409e-14,1.3897498738096893e-40,4.5037415920624361e-19,2.5569919047923802e-27,1.3731388681441868e-11,2.0265501901044135e-30,1.7024536032682236e-31,5.4236499733742333e-13,2.9865209386866773e-32,0.0029458842741070198,0.0026838377633258471,9.7849452446426179e-10,1.7623920393105781e-08,2.2121431023781335e-15,3.2292505832422679e-09,7.8582701664859332e-12,8.5036143882024779e-09,1.2629249363484049e-07,1.8524497011374396e-07,1.3458980288261734e-12,8.2358759547142708e-14,3.0685819403503702e-17,2.2480446218133295e-13,1.2953481997784505e-17,2.4426999620270048e-17,9.7555320661521653e-17,5.7837154003895993e-17,6.1954809528016851e-17
2.599229699683983e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18724058850741152,0.097046818841871801,0.098648789170284676,2.1242792295573972e-10,2.5564463795823764e-07,4.5059710089137434e-14,7.2815617284904226e-11,1.5585733985855637e-14,7.9354339606481975e-34,2.9714301768404223e-14,1.452667641359006e-40,4.5205355410454755e-19,2.6277057090082971e-27,1.3885172674608552e-11,2.0652190032745958e-30,1.7360763995640554e-31,5.4785221360756192e-13,3.0927892581317793e-32,0.0029529836894870436,0.002701832793595078,9.7915660870746366e-10,1.7675132940856511e-08,2.224534881202974e-15,3.2222740811866256e-09,7.8334079811139317e-12,8.4925146487261339e-09,1.2734264791303957e-07,1.8768826342091763e-07,1.3677791499226323e-12,8.4093518540368201e-14,3.1027532148557286e-17,2.2887802842478219e-13,1.3012205318465019e-17,2.4566810780081468e-17,9.9889066204652148e-17,5.8879869828346622e-17,6.2603528452133779e-17
2.6184752116850918e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18721562992754612,0.097039820908345384,0.098639805690508953,2.1755060867864721e-10,2.5947591319045095e-07,4.5158198190697786e-14,7.4304256859539756e-11,1.5733069124557397e-14,8.0624251648927489e-34,2.9994582973345086e-14,1.5179305147911223e-40,4.5372439258525262e-19,2.699810163605049e-27,1.4039479514457339e-11,2.1043311066951886e-30,1.7700952296739598e-31,5.5335304064835513e-13,3.2019849315957534e-32,0.0029599791701631251,0.0027197923515040233,9.7981007736369277e-10,1.7726125803516563e-08,2.236901908964481e-15,3.2153997340745715e-09,7.8089757159732777e-12,8.4815888981676385e-09,1.2839372558531524e-07,1.9014461633370861e-07,1.3898456159832231e-12,8.5849516988646512e-14,3.1370714934445054e-17,2.3299216419045474e-13,1.3070736838079275e-17,2.4705448790041875e-17,1.0225174192938761e-16,5.9933229195523216e-17,6.325320606013196e-17
2.6377207236862005e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18719080937084734,0.097032925430016501,0.098630839975234891,2.2275559878486114e-10,2.6333293558846383e-07,4.5256102197275087e-14,7.5810692831750301e-11,1.5880599551254701e-14,8.1905440357557397e-34,3.0275562574509173e-14,1.5856074655056546e-40,4.5538677079078855e-19,2.773321505497248e-27,1.419430641352618e-11,2.1438887466276288e-30,1.8045118997170231e-31,5.5886739891255581e-13,3.3141653012744756e-32,0.002966872182344529,0.0027377163407452331,9.8045508336068443e-10,1.7776900636390487e-08,2.2492441348406307e-15,3.2086253594859762e-09,7.7849627671159259e-12,8.4708329796800716e-09,1.2944572068815458e-07,1.9261400369470854e-07,1.4120975540579974e-12,8.7626831854378616e-14,3.1715366936302636e-17,2.3714692591518093e-13,1.3129081309883942e-17,2.4842958419348703e-17,1.0464338271251892e-16,6.0997257545428583e-17,6.390382834508682e-17
2.6569662356873093e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18716612548704073,0.097026130961255133,0.098621892072176323,2.2804358183035793e-10,2.6721565428262307e-07,4.535343127006846e-14,7.7334989994715742e-11,1.6028322871850232e-14,8.3197945787343844e-34,3.0557239982946736e-14,1.6557689611977368e-40,4.570407829795299e-19,2.8482560270287844e-27,1.4349650608933998e-11,2.183894171931736e-30,1.8393282135925852e-31,5.6439520943826635e-13,3.4293883761324897e-32,0.0029736641716897874,0.0027556046659702733,9.8109177606754887e-10,1.7827459068583065e-08,2.2615615082911286e-15,3.2019488374173514e-09,7.7613588897381719e-12,8.4602428741600116e-09,1.3049862720096294e-07,1.9509640017195305e-07,1.4345350851233062e-12,8.9425539600837605e-14,3.2061487209204486e-17,2.4134236895293275e-13,1.3187243334227983e-17,2.4979382628834355e-17,1.0706402489677333e-16,6.2071980137083186e-17,6.4555381567635399e-17
2.676211747688418e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18714157694515055,0.097019436076693527,0.098612962028565301,2.3341524680003711e-10,2.711240183653508e-07,4.5450194354082257e-14,7.887721272756865e-11,1.6176236731708626e-14,8.4501808024707368e-34,3.083961463490455e-14,1.7284869870305617e-40,4.5868652157780118e-19,2.924630075535205e-27,1.4505509361983765e-11,2.2243496339622572e-30,1.8745459729178547e-31,5.6993639384007659e-13,3.5477128341663466e-32,0.0029803565635951358,0.0027734572327943853,9.8172030139611781e-10,1.7877802703584638e-08,2.2738539788405292e-15,3.1953681080613988e-09,7.7381541371709227e-12,8.4498146943111283e-09,1.3155243904903454e-07,1.9759178026493053e-07,1.457158324145952e-12,9.1245716191634235e-14,3.240907474920624e-17,2.4557854758627846e-13,1.3245227366561895e-17,2.5114762623389936e-17,1.0951370623510697e-16,6.3157422050375287e-17,6.5207852249462888e-17
2.695457259689527e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18711716243321097,0.097012839370941906,0.098604049891150014,2.3887128308544178e-10,2.750579768891633e-07,4.5546400184872939e-14,8.0437424995127689e-11,1.6324338814809161e-14,8.5817067182256794e-34,3.1122685991086743e-14,1.8038350669532745e-40,4.603240772300397e-19,3.0024600529096332e-27,1.4661879957774175e-11,2.2652573864719735e-30,1.9101669769891437e-31,5.7549087430039938e-13,3.6691980246500799e-32,0.0029869507634788868,0.0027912739478009913,9.8234080189900401e-10,1.7927933119828244e-08,2.2861214962460968e-15,3.1888811695999708e-09,7.715338909827742e-12,8.439544678936913e-09,1.326071501064018e-07,2.0010011831027275e-07,1.4799673801304729e-12,9.3087437090268241e-14,3.275812854127891e-17,2.4985551503766667e-13,1.3303037724871288e-17,2.5249137905767825e-17,1.1199246583411677e-16,6.4253608187879511e-17,6.5861227166979904e-17
2.7147027716906356e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18709288065798119,0.097006339458308125,0.098595155706192442,2.4441238046266987e-10,2.790174788648033e-07,4.564205729503958e-14,8.2015690347681949e-11,1.6472626842920548e-14,8.7143763395403915e-34,3.1406453535937265e-14,1.8818882851642293e-40,4.6195353884722898e-19,3.0817624151721986e-27,1.481875970481944e-11,2.3066196855137381e-30,1.9461930227263731e-31,5.8105857356098456e-13,3.7939039703629686e-32,0.0029934481570618103,0.002809054718546063,9.8295341686426845e-10,1.7977851871174355e-08,2.2983640106610877e-15,3.1824860762353705e-09,7.6929039410087882e-12,8.4294291876177796e-09,1.3366275419856144e-07,2.0262138848714424e-07,1.5029623561547545e-12,9.4950777259759193e-14,3.3108647440049992e-17,2.5417332348054597e-13,1.3360678596582563e-17,2.5382546331368882e-17,1.145003440969201e-16,6.5360563276645198e-17,6.6515493345183927e-17
2.7339482836917444e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18706873034466467,0.096999934972521087,0.098586279519466358,2.5003922907042981e-10,2.8300247325947574e-07,4.5737174020455542e-14,8.3612071920823374e-11,1.6621098574797097e-14,8.8481936820531983e-34,3.1690916776943319e-14,1.9627233077196405e-40,4.6357499365361744e-19,3.1625536720428915e-27,1.4976145934677609e-11,2.3484387893463162e-30,1.982625904609889e-31,5.8663941491463046e-13,3.9218913697996962e-32,0.00299985011064355,0.0028267994535623392,9.8355828240719862e-10,1.8027560487601193e-08,2.3105814723065724e-15,3.1761809361424843e-09,7.6708402033500699e-12,8.4194646957181211e-09,1.3471924510510982e-07,2.0515556482240157e-07,1.5261433494157137e-12,9.6835811162353403e-14,3.3460630235873728e-17,2.5853202405032125e-13,1.3418154044984688e-17,2.5515024163657568e-17,1.1703738266581642e-16,6.6478311869954575e-17,6.7170638051699043e-17
2.753193795692853e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18704471023663291,0.096993624566458436,0.098577421376255206,2.5575251938832044e-10,2.8701290899518726e-07,4.5831758506277737e-14,8.5226632435324277e-11,1.6769751805395639e-14,8.9831627629337152e-34,3.197607524395892e-14,2.0464184042876397e-40,4.6518852723189374e-19,3.2448503865178039e-27,1.5134036001586388e-11,2.3907169583442379e-30,2.0194674146512905e-31,5.922333221970479e-13,4.0532215993630975e-32,0.003006157971375171,0.0028445080623634039,9.8415553155870191e-10,1.8077060475503193e-08,2.3227738316272695e-15,3.1699639097010254e-09,7.6491389774428022e-12,8.4096477895094927e-09,1.3577661656228813e-07,2.0770262119549292e-07,1.5495104513130274e-12,9.8742612759302225e-14,3.3814075746324546e-17,2.6293166685515179e-13,1.3475468015207217e-17,2.564660612988361e-17,1.1960362436501398e-16,6.7606878349052174e-17,6.7826648790987792e-17
2.772439307693962e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18702081909515225,0.096987406911877683,0.098568581321350227,2.6155294221518354e-10,2.9104873494718333e-07,4.5925818712706238e-14,8.685943419705834e-11,1.6918584365112675e-14,9.1192876005900489e-34,3.2261928488548229e-14,2.1330534700477527e-40,4.6679422356671128e-19,3.3286691744486959e-27,1.529242728210739e-11,2.4334564549124644e-30,2.0567193423488751e-31,5.9784021977894668e-13,4.1879567155395755e-32,0.0030123730675278553,0.0028621804554476199,9.8474529435142853e-10,1.8126353318481648e-08,2.3349410396060735e-15,3.1638332074468953e-09,7.627791866551437e-12,8.3999751616304674e-09,1.3683486226538754e-07,2.102625313430943e-07,1.5730637474138141e-12,1.0067125551070826e-13,3.4168982655899962e-17,2.6737230098659303e-13,1.3532624339791406e-17,2.5777325476822042e-17,1.2219911314367446e-16,6.8746286924845654e-17,6.8483513298729742e-17
2.7916848196950707e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18699705569911576,0.096981280699151323,0.098559759399048402,2.6744118864777118e-10,2.9510989994248022e-07,4.6019362420564762e-14,8.8510539096962739e-11,1.7067594119040973e-14,9.2565722145700106e-34,3.2548476083347535e-14,2.2227100477358331e-40,4.6839216508692923e-19,3.4140267041258433e-27,1.5451317174776685e-11,2.4766595433903611e-30,2.094383474613152e-31,6.0346003255820538e-13,4.3261594570573665e-32,0.003018496708757827,0.0028798165443019246,9.8532769790206714e-10,1.8175440477396733e-08,2.3470830473017018e-15,3.1577870888609754e-09,7.6067906572150285e-12,8.3904436068849586e-09,1.3789397587112369e-07,2.1283526886357958e-07,1.5968033175945801e-12,1.026218123754355e-13,3.4525349547905537e-17,2.7185397453008626e-13,1.3589626743887893e-17,2.5907214026274975e-17,1.2482389401950071e-16,6.9896561639579231e-17,6.9141219536361365e-17
2.8109303316961795e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18697341884477792,0.096975244637005686,0.098550955653150821,2.7341795005931008e-10,2.9919635275848665e-07,4.6112397236604972e-14,9.0180008611038936e-11,1.7216778966245258e-14,9.3950206251032292e-34,3.2835717621445868e-14,2.3154713498344384e-40,4.699824327060972e-19,3.5009396958640923e-27,1.5610703099765488e-11,2.5203284899838014e-30,2.1324615957569737e-31,6.0909268595236286e-13,4.4678932470277663e-32,0.0030245301863675413,0.0028974162414054836,9.8590286649272984e-10,1.8224323391746219e-08,2.3591998059330254e-15,3.1518238597706396e-09,7.5861273970839462e-12,8.3810500180452281e-09,1.3895395099987559e-07,2.1542080722128595e-07,1.6207292359649201e-12,1.0459435581108024e-13,3.488317511253976e-17,2.7637673457529879e-13,1.3646478850111964e-17,2.6036302230107697e-17,1.2747801302306435e-16,7.1057726368479924e-17,6.9799755685771763e-17
2.8301758436972882e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18694990734549394,0.096969297452263375,0.098542170126960787,2.7948391807870158e-10,3.0330804212171458e-07,4.6204930598742433e-14,9.1867903800391037e-11,1.7366136839056189e-14,9.534636852506316e-34,3.3123652715782832e-14,2.411422280908696e-40,4.7156510586219384e-19,3.589424921592123e-27,1.5770582498542897e-11,2.5644655626625261e-30,2.1709554874490143e-31,6.1473810589099309e-13,4.6132221950694495e-32,0.0030304747735632083,0.0029149794602332121,9.8647092164669096e-10,1.8273003478359652e-08,2.3712912674389505e-15,3.1459418723797149e-09,7.5657944725422452e-12,8.3717913819251475e-09,1.4001478123790167e-07,2.180191197505282e-07,1.6448415711245328e-12,1.0658895777399986e-13,3.5242457860157523e-17,2.8094062722631802e-13,1.3703184183083746e-17,2.6164619224619338e-17,1.3016151714304905e-16,7.2229804821378191e-17,7.0459110144149295e-17
2.849421355698397e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18692652003146201,0.096963437889589416,0.098533402863282105,2.8563978456897995e-10,3.0744491670657196e-07,4.629696978086595e-14,9.3574285311299269e-11,1.7515665702382459e-14,9.6754249177482096e-34,3.3412280998564323e-14,2.5106494600876455e-40,4.7314026255494366e-19,3.6794992044447646e-27,1.5930952833555064e-11,2.6090730311140129e-30,2.2098669286528386e-31,6.2039621880874568e-13,4.7622110994160147e-32,0.0030363317257086795,0.0029325061152591474,9.8703198220702022e-10,1.8321482135164661e-08,2.3833573838578984e-15,3.1401395208823703e-09,7.5457843898457217e-12,8.3626647758723236e-09,1.4107646013932042e-07,2.2063017965950493e-07,1.6691403857249519e-12,1.0860568971939594e-13,3.560319622544496e-17,2.855456976117023e-13,1.3759746173679991e-17,2.6292192884073505e-17,1.3287445427255735e-16,7.341282054430137e-17,7.1119271518974174e-17
2.8686668676995058e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18690325574947034,0.096957664711240829,0.098524653904417558,2.9188624160759762e-10,3.1160692513423994e-07,4.6388521897899102e-14,9.5299213375327323e-11,1.7665363553039707e-14,9.8173888411388347e-34,3.3701602120693825e-14,2.61324124369109e-40,4.7470797938395418e-19,3.7711794183585228e-27,1.6091811587894362e-11,2.6541531665976321e-30,2.2491976955766544e-31,6.2606695163760368e-13,4.9149254490068866e-32,0.0030421022805757806,0.0029499961219597022,9.8758616440320995e-10,1.8369760735675251e-08,2.3953981072583484e-15,3.1344152453384217e-09,7.5260898731183364e-12,8.353667364111141e-09,1.4213898122840012e-07,2.2325396003405791e-07,1.6936257374906812e-12,1.1064462260144945e-13,3.5965388682273518e-17,2.9019198989439003e-13,1.3816168163018728e-17,2.6419049873238654e-17,1.3561687315661118e-16,7.4606796921045321e-17,7.1780228623152523e-17
2.8879123797006145e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18688011336264668,0.09695197669682,0.098515923292167296,2.9822398146371721e-10,3.1579401597162133e-07,4.6479593909886429e-14,9.7042747809461885e-11,1.7815228419097411e-14,9.9605326431408391e-34,3.3991615751221103e-14,2.7192877480019609e-40,4.7626833158176865e-19,3.8644824876698996e-27,1.625315626500694e-11,2.699708242011012e-30,2.2889495617428223e-31,6.3175023180105218e-13,5.071431425561692e-32,0.0030477876585911054,0.0029674493968167644,9.8813358193289962e-10,1.8417840640447748e-08,2.4074133906258755e-15,3.1287675200565335e-09,7.50670399325327e-12,8.3447963943285065e-09,1.432023380010342e-07,2.2589043384116587e-07,1.7182976774300265e-12,1.1270582687350555e-13,3.6329033803592521e-17,2.9487954728147495e-13,1.3872453406201529e-17,2.6545215698808815e-17,1.3838882334095526e-16,7.5811757174715409e-17,7.2441970470286777e-17
