Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),CH3X(21),CH2X(27),CHX(28),CX(26),CH3OO(77),H2X(49),HOX(22),C2H4(47),H2OX(23),OCX(25),COX(50),CH4OX(60),CHOX(53),C2H4X(209),C2H4X(65)
7.409827167570393e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230359897990641,0.11866632946823048,0.022821514834498176,0.0,5.7910778103237875e-19,2.0526070292100948e-12,7.0661479480425911e-18,9.8329653633278509e-19,1.2464369042782332e-38,6.5400720877972819e-08,3.4378568573856804e-36,6.5390655906781075e-08,4.1326717843261643e-25,4.6625696042573858e-23,4.0415284799261263e-30,4.3775277686632719e-31,1.0836347765305901e-14,4.4321616086579824e-27,3.5707396922145466e-06,1.057167326199339e-07,9.4245381177883888e-10,2.4918769341235147e-10,1.1418059333222647e-13,4.6325433640202593e-13,1.713980379319718e-10,1.5859375748289307e-13,5.8036194990314116e-17,5.158811808674954e-14,1.4258075327031246e-28,3.2546714795044827e-19,9.1689590064299685e-19,5.3067726911626568e-24,1.6112587468290883e-28,8.245665230824591e-28,4.6702005862046056e-34,1.2011790447580621e-33
7.528933555340695e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230353987056354,0.11866627102682399,0.022821513985331537,0.0,6.1191557167227353e-19,2.1191107401821904e-12,7.5152873474169871e-18,1.0313472697473196e-18,1.372928034089396e-38,6.6452013984320669e-08,3.7820270302184407e-36,6.6441639379376774e-08,4.4035549297242392e-25,4.9290120039885348e-23,4.3760190405657935e-30,4.7357172181904261e-31,1.13432235138155e-14,4.7963896697092275e-27,3.6281230498744003e-06,1.0741505534252001e-07,9.6336330127372733e-10,2.5127749354792729e-10,1.151388160583297e-13,4.6715333710474943e-13,1.7605484420567552e-10,1.628537218925285e-13,6.087870896411778e-17,5.3113004658306031e-14,1.5674882045019016e-28,3.3715115909222076e-19,9.5839682920538071e-19,5.7208191205244239e-24,1.7249594784087803e-28,8.8183101118690465e-28,5.2173598184423247e-34,1.3011428932921472e-33
7.648039943110998e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523034807615644,0.11866621258583167,0.022821513136188139,0.0,6.4597754282182345e-19,2.1866743166149999e-12,7.9845691316771703e-18,1.0809361591140505e-18,1.5098580950310411e-38,6.7503307801537399e-08,4.154414296310825e-36,6.7492619274825599e-08,4.6875052176306488e-25,5.2056102752887673e-23,4.731943993001571e-30,5.1164701697850169e-31,1.1864951676060523e-14,5.1840661925685448e-27,3.6855059927980281e-06,1.0911333149067099e-07,9.8439059674981416e-10,2.5332854937818589e-10,1.1607952814196081e-13,4.7098016326850832e-13,1.8075030869191827e-10,1.6714743194805143e-13,6.3812511635956595e-17,5.46559905814553e-14,1.7206639241210786e-28,3.4902303067520722e-19,1.0009911865577417e-18,6.159087641063143e-24,1.8444285809134372e-28,9.4197499713067222e-28,5.8184285196373791e-34,1.4076239577401726e-33
7.7671463308813e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230342165291171,0.11866615414525351,0.022821512287068337,0.0,6.8131857395576158e-19,2.2552977441433325e-12,8.4745187321594472e-18,1.1320873558417367e-18,1.6578954952596938e-38,6.8554602316790871e-08,4.556836737058028e-36,6.8543595593301721e-08,4.9849336594434792e-25,5.4925505227736466e-23,5.1102840842638304e-30,5.5207892944224808e-31,1.2401706757583517e-14,5.596295225379397e-27,3.7428885209884202e-06,1.1081156033784342e-07,1.0055335520531386e-09,2.5534158936920542e-10,1.1700211224782923e-13,4.7473711928792741e-13,1.8548371473325162e-10,1.714742213216701e-13,6.6839043246993399e-17,5.6216925515559979e-14,1.8860637714412893e-28,3.6108133379323518e-19,1.0446858526672119e-18,6.6225188675089254e-24,1.9698398076456513e-28,1.0050871805313928e-27,6.4777441289219297e-34,1.5209330053325445e-33
7.886252718651603e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230336254460829,0.11866609570508953,0.022821511437972501,0.0,7.1796356529340069e-19,2.3249810085261971e-12,8.9856648257261646e-18,1.1848250106936769e-18,1.817739296403548e-38,6.9605897517489675e-08,4.9911986220780078e-36,6.9594568334976414e-08,5.2962574865952124e-25,5.7900177784427146e-23,5.5120470950058484e-30,5.9497031633070085e-31,1.2953661816841866e-14,6.034214174143001e-27,3.8002706344485673e-06,1.1250974115757452e-07,1.026790060169451e-09,2.5731732829272273e-10,1.1790806866574501e-13,4.7842345881064156e-13,1.9025436004594127e-10,1.7583343684014134e-13,6.9959743922238168e-17,5.7795660770909046e-14,2.0644504877973435e-28,3.733246423314152e-19,1.0894875082216006e-18,7.1120703695149467e-24,2.1013679922512249e-28,1.0712571007781071e-27,7.1999167723996032e-34,1.6413903142915998e-33
8.005359106421905e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230330343665709,0.11866603726533967,0.022821510588900994,0.0,7.5593743702641833e-19,2.3957240956803628e-12,9.5185392408736238e-18,1.2391732738730454e-18,1.9901200674370286e-38,7.0657193391278354e-08,5.4594930831749794e-36,7.0645537500018118e-08,5.6219001449090178e-25,6.0981959825380936e-23,5.9382680774373121e-30,6.4042664035668545e-31,1.3520988481085806e-14,6.4989942550899998e-27,3.85765233318146e-06,1.1420787322348292e-07,1.0481580533024003e-09,2.5925646748221859e-10,1.1879766348970726e-13,4.8204125600623401e-13,1.9506155394917875e-10,1.8022443822651977e-13,7.3176053670752546e-17,5.9392049336501131e-14,2.2566214648285079e-28,3.8575153382885171e-19,1.1354026414491583e-18,7.6287165108883927e-24,2.2391889802664026e-28,1.1405751087891297e-27,7.9898418384710219e-34,1.7693258046021104e-33
8.124465494192208e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230324432906066,0.11866597882600398,0.022821509739854178,0.0,7.9526512861331883e-19,2.4675269916783437e-12,1.0073676867693164e-17,1.2951562951034233e-18,2.1758007464818692e-38,7.1708489926033232e-08,5.9638048297532164e-36,7.1696503088592493e-08,5.9622912889844237e-25,6.4172679673155308e-23,6.3900095893125253e-30,6.8855598491828607e-31,1.4103856961576468e-14,6.991840945198132e-27,3.9150336171900912e-06,1.1590595580927091e-07,1.0696355040308958e-09,2.6115969508390345e-10,1.1966987107076934e-13,4.8559362430002125e-13,1.9990461895756353e-10,1.8464659784730576e-13,7.6489412385851611e-17,6.1005945811223144e-14,2.4634097460748059e-28,3.9836059023850808e-19,1.1824375532314928e-18,8.1734482856635924e-24,2.3834795622056132e-28,1.213132347580459e-27,8.8527129351320145e-34,1.9050791682448148e-33
8.24357188196251e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230318522182184,0.11866592038708244,0.022821508890832419,0.0,8.359715981054631e-19,2.5403896827036357e-12,1.0651615570216485e-17,1.3527982237067506e-18,2.375577507657249e-38,7.2759787109857903e-08,6.5063128926142e-36,7.2747465100862475e-08,6.3178667765988443e-25,6.7474154419777462e-23,6.8683619255607092e-30,7.394690689040157e-31,1.4702436069120166e-14,7.5139944314783595e-27,3.9724144864774527e-06,1.1760398818872508e-07,1.0912204220850511e-09,2.6302768630450994e-10,1.2052625654593366e-13,4.8907944578251934e-13,2.0478289192596031e-10,1.8909930046295697e-13,7.9901259845304336e-17,6.2637206407752164e-14,2.6856850371075556e-28,4.1115039868625798e-19,1.2305983636797057e-18,8.7472731528874279e-24,2.5344174078298592e-28,1.2890207346263084e-27,9.7940351247625888e-34,2.0489999990733349e-33
8.362678269732813e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230312611494328,0.11866586194857506,0.022821508041836081,0.0,8.7808182152169478e-19,2.6143121550852386e-12,1.1252896100333282e-17,1.4121232086781704e-18,2.590280633996782e-38,7.3811084931079089e-08,7.0892934010900539e-36,7.3798423536988272e-08,6.6890686631287448e-25,7.0888189787716309e-23,7.3744433471444737e-30,7.9327926115570076e-31,1.5316893229737206e-14,8.0667300588416991e-27,4.0297949410465344e-06,1.1930196963571724e-07,1.112910854050498e-09,2.6486110365528108e-10,1.2136754521030565e-13,4.9249980959590161e-13,2.0969572080227123e-10,1.9358194298241563e-13,8.3413035711529011e-17,6.428568896852042e-14,2.9243547257679057e-28,4.2411955220043048e-19,1.279891015512729e-18,9.3512148696578918e-24,2.6921810017284691e-28,1.3683329376100453e-27,1.0819638480522821e-33,2.2014479222799981e-33
8.481784657503115e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230306700842748,0.11866580351048184,0.022821507192865527,0.0,9.2162079229392526e-19,2.6892943953103624e-12,1.1878062012996334e-17,1.4731553987568491e-18,2.8207753979654432e-38,7.4862383378242376e-08,7.715122400621679e-36,7.4849378397127498e-08,7.0763451959967857e-25,7.4416580005299367e-23,7.9094003063638212e-30,8.5010259449699774e-31,1.5947394500064122e-14,8.6513587762416468e-27,4.0871749809003298e-06,1.2099989942420642e-07,1.1347048847341143e-09,2.6666059719121835e-10,1.2219221822160385e-13,4.9585875038675677e-13,2.1464246505846765e-10,1.9809393422264548e-13,8.7026179531785098e-17,6.5951252843046336e-14,3.1803649147645266e-28,4.3726665036302634e-19,1.3303212749719316e-18,9.9863133215743641e-24,2.8569495803873924e-28,1.4511623478199414e-27,1.1935692026213507e-33,2.362792723362212e-33
8.600891045273418e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230300790227718,0.11866574507280273,0.022821506343921123,0.0,9.6661352078352805e-19,2.7653363899655737e-12,1.2527659583538417e-17,1.5359189424924483e-18,3.0679629500162102e-38,7.5913682440108167e-08,8.3862787138275826e-36,7.5900329681435214e-08,7.4801508091467645e-25,7.8061107700827798e-23,8.474407668288404e-30,9.1005777929327874e-31,1.6594104582395264e-14,9.2692275809523748e-27,4.1445546060418332e-06,1.2269777682824008e-07,1.156600634052562e-09,2.684268047452503e-10,1.2300170999501406e-13,4.9915527551282973e-13,2.1962249823615706e-10,2.0263469467353885e-13,9.0742130738364003e-17,6.763375891430201e-14,3.4547014675247322e-28,4.5059029987608845e-19,1.3818947397088507e-18,1.0653624350400967e-23,3.0289030708464944e-28,1.5376030592858593e-27,1.3148718090065782e-33,2.5334144765489166e-33
8.71999743304372e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230294879649491,0.11866568663553777,0.022821505495003221,0.0,1.0130850338529995e-18,2.8424381257671687e-12,1.3202237727746752e-17,1.6004379883077395e-18,3.332781214495784e-38,7.696498210564755e-08,9.1053468426713593e-36,7.6951277390063911e-08,7.9009461175428574e-25,8.1823543818304353e-23,9.0706689286673652e-30,9.7326621658548834e-31,1.725718683957911e-14,9.9217199610892943e-27,4.2019338164740371e-06,1.2439560112195414e-07,1.1785962566072469e-09,2.7016035215774352e-10,1.2379737343771486e-13,5.0238918361880937e-13,2.2463520493751051e-10,2.0720365626773706e-13,9.456232864877305e-17,6.9333069691936623e-14,3.7483910664435437e-28,4.6408911507347079e-19,1.4346168453537579e-18,1.135421957949802e-23,3.2082220309111136e-28,1.6277498505954484e-27,1.4465607058351316e-33,2.7137036727180351e-33
8.839103820814023e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230288969108307,0.11866562819868695,0.022821504646112198,0.0,1.061060374479862e-18,2.9205995895941051e-12,1.3902347924254024e-17,1.6667366845579406e-18,3.6162057923109188e-38,7.8016282364038514e-08,9.8750199089738174e-36,7.8002221523163567e-08,8.3391979116893726e-25,8.5705647547372739e-23,9.699416428738052e-30,1.0398520108486442e-30,1.7936803309711643e-14,1.0610256336503493e-26,4.2593126121999333e-06,1.2609337157957572e-07,1.2006899433571184e-09,2.7186185350182559e-10,1.2457722351294428e-13,5.0556524132404457e-13,2.2967997968386849e-10,2.1180026215485845e-13,9.8488212465916069e-17,7.1049049127358512e-14,4.0625022825750938e-28,4.777617183863312e-19,1.4884928640874876e-18,1.2089186237640519e-23,3.3950875908659995e-28,1.7216981618264573e-27,1.5893632511195747e-33,2.9040613468430088e-33
8.958210208584325e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523028305860442,0.11866556976225028,0.022821503797248413,0.0,1.1105646014087963e-18,2.9998207684162474e-12,1.462854413865176e-17,1.7348391795870155e-18,3.9192508700003365e-38,7.9067583204661887e-08,1.0698102632611426e-35,7.9053162080881805e-08,8.7953791521695806e-25,8.9709166262948584e-23,1.0361911567088522e-29,1.1099419823950351e-30,1.8633114720650617e-14,1.1336294498091415e-26,4.3166909932225159e-06,1.2779108747542406e-07,1.2228799182864712e-09,2.7353191130468516e-10,1.2534233941623042e-13,5.0868305955767349e-13,2.347562304200287e-10,2.1642396647995666e-13,1.0252122127827455e-16,7.2781562607556085e-14,4.3981466565029295e-28,4.916067407672445e-19,1.5435279108833021e-18,1.2859626981503888e-23,3.5896813966746261e-28,1.8195440719373519e-27,1.7440466739411934e-33,3.1048992049804613e-33
9.077316596354628e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230277148138087,0.11866551132622774,0.022821502948412231,0.0,1.1616227888439554e-18,3.0801016493134812e-12,1.5381382749481431e-17,1.80476962178093e-18,4.2429701353215367e-38,8.0118884617097668e-08,1.1577514348428625e-35,8.0104099063363758e-08,9.2699689642039066e-25,9.3835835482906293e-23,1.1059445008523353e-29,1.183665679416339e-30,1.9346280504469807e-14,1.210133004548374e-26,4.3740689595447785e-06,1.294887480839107e-07,1.2451644378872366e-09,2.7517111676477484e-10,1.2609487889848411e-13,5.1174094279134527e-13,2.3986337643750671e-10,2.2107423416628758e-13,1.0666279406008248e-16,7.4530477147840859e-14,4.756479790667789e-28,5.0562282208012633e-19,1.5997269526205799e-18,1.3666659716828689e-23,3.7921855546867985e-28,1.9213842833999372e-27,1.9114196654961038e-33,3.316639750788503e-33
9.19642298412493e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230271237709535,0.11866545289061931,0.022821502099604006,0.0,1.214260026181749e-18,3.1614422195339646e-12,1.6161422476093629e-17,1.8765521596178548e-18,4.5884576996848803e-38,8.1170186591121217e-08,1.2516292062755301e-35,8.1155032470752296e-08,9.7634526322275313e-25,9.8087378838354674e-23,1.1793336889883344e-29,1.2611553896595642e-30,2.0076458811693694e-14,1.2906896823079997e-26,4.4314465111697195e-06,1.3118635267954176e-07,1.2675417935193891e-09,2.7678004996485756e-10,1.2683249707465888e-13,5.1474406378589518e-13,2.4500084557188685e-10,2.2575054070243967e-13,1.1091436967149664e-16,7.6295661149535911e-14,5.138702453379449e-28,5.1980861144489728e-19,1.6570948045968453e-18,1.4511417418286355e-23,4.0027825778748858e-28,2.0273161012133458e-27,2.0923340106840565e-33,3.539716411566043e-33
9.315529371895233e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230265327319019,0.11866539445542501,0.022821501250824112,0.0,1.2685014177789777e-18,3.243842466413063e-12,1.6969224308162391e-17,1.9502109417154221e-18,4.9568490270683748e-38,8.2221489116699719e-08,1.3517593549535051e-35,8.2205962303187975e-08,1.0276321594486651e-24,1.0246550804933133e-22,1.2564937022862745e-29,1.3425461517446938e-30,2.0823806525240544e-14,1.3754567354434354e-26,4.488823648100328e-06,1.3288390053691975e-07,1.2900103075733006e-09,2.7835928008097437e-10,1.2755562268259534e-13,5.1769313361946228e-13,2.5016807805144103e-10,2.3045237193374845e-13,1.152773868587683e-16,7.8076984320494414e-14,5.5460616944484427e-28,5.3416276753545473e-19,1.7156361342355278e-18,1.5395047948204231e-23,4.2216553335971761e-28,2.1374374060366864e-27,2.2876862607178294e-33,3.7745736638146725e-33
9.422725120888505e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230260008000261,0.11866534186410423,0.022821500486946728,0.0,1.3187109827519713e-18,3.3189087017491187e-12,1.7720447989934851e-17,2.0181279934263935e-18,5.3089564613458314e-38,8.3167661853159254e-08,1.447493240405293e-35,8.315179609590969e-08,1.0754889215517814e-24,1.0651546037778818e-22,1.3292757388348095e-29,1.4192470718245782e-30,2.1511227962640407e-14,1.4554800743885906e-26,4.5404627167766986e-06,1.3441164449788981e-07,1.3103085483999952e-09,2.7975565284597676e-10,1.2819657865430438e-13,5.2029844106794706e-13,2.5484358180833443e-10,2.3470542689140577e-13,1.193005739067901e-16,7.9693867744046263e-14,5.9352456567530628e-28,5.4722436084942628e-19,1.7693304022080282e-18,1.6224512254903366e-23,4.4258679502903512e-28,2.2402099452736946e-27,2.4766261171953937e-33,3.9963939590755905e-33
9.529920869881778e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230254688712657,0.11866528927311888,0.022821499723092845,0.0,1.3702585809136556e-18,3.3948332559369909e-12,1.849502718216849e-17,2.0876019681463384e-18,5.6814578547806536e-38,8.4113835021352726e-08,1.5488052281406204e-35,8.4097626993130827e-08,1.12499288865395e-24,1.1067055515295235e-22,1.4053265209057141e-29,1.4993218029860387e-30,2.2212795288652999e-14,1.5391645344407413e-26,4.5921014495552709e-06,1.3593934138470204e-07,1.3306781149463226e-09,2.8112881846065809e-10,1.2882687194221004e-13,5.228605230627673e-13,2.5954235568468853e-10,2.3897838796385363e-13,1.2341624260948441e-16,8.1323626830271172e-14,6.3468153777126149e-28,5.6042028883588896e-19,1.8239820687829606e-18,1.7087262622169245e-23,4.6370659851581407e-28,2.3465278508955339e-27,2.678744726404184e-33,4.2284654558616368e-33
9.637116618875051e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230249369456393,0.11866523668246895,0.022821498959262727,0.0,1.4231625436885233e-18,3.4716161200034683e-12,1.9293375295486268e-17,2.1586504706783439e-18,6.0752706160998224e-38,8.5060008614350414e-08,1.6559518690808981e-35,8.5043454994949287e-08,1.1761811630088485e-24,1.1493201547949479e-22,1.4847506941240125e-29,1.5828745466419791e-30,2.2928620292173988e-14,1.6266329606883785e-26,4.6437398464382286e-06,1.3746699066874497e-07,1.3511178497431297e-09,2.8247917000120558e-10,1.2944455931935795e-13,5.2538324962736451e-13,2.6426401195925783e-10,2.4327090104554246e-13,1.2762544157686429e-16,8.2966169540907232e-14,6.7817806286395493e-28,5.7374959453444079e-19,1.8795942509063971e-18,1.7984166045821189e-23,4.8553832864533607e-28,2.4564636153519085e-27,2.8947956074009951e-33,4.4711356309363745e-33
9.744312367868324e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230244050231616,0.11866518409215447,0.02282149819545665,0.0,1.4774412119134307e-18,3.5492572849823403e-12,2.0115907065998902e-17,2.2312911060191901e-18,6.4913416386555406e-38,8.6006182625339538e-08,1.7691984329408257e-35,8.5989280101461458e-08,1.2290912492843378e-24,1.1930105667044416e-22,1.5676548999871241e-29,1.6700113352872288e-30,2.3658813964996297e-14,1.7180108432986495e-26,4.6953779074277537e-06,1.3899459182147249e-07,1.37162661175706e-09,2.8380709388585385e-10,1.3005365429327006e-13,5.2786174646540608e-13,2.690081722329629e-10,2.4758261833007703e-13,1.3192921934461502e-16,8.4621404824909422e-14,7.2411843951531462e-28,5.8721132786745302e-19,1.9361699811761762e-18,1.8916098833149747e-23,5.0809538137296899e-28,2.5700900624929706e-27,3.1255660680934749e-33,4.724759520711612e-33
9.851508116861597e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230238731038508,0.11866513150217542,0.022821497431674866,0.0,1.5331129357718918e-18,3.6277567420311048e-12,2.0963038517165834e-17,2.3055414793805961e-18,6.9306478653853881e-38,8.695235704762245e-08,1.8888191014120817e-35,8.6935102312762393e-08,1.2837610542476256e-24,1.2377888626414591e-22,1.6541477871123973e-29,1.7608400383158504e-30,2.4403486508562261e-14,1.8134263427419275e-26,4.7470156325260324e-06,1.4052214431440501e-07,1.3922032820093149e-09,2.8511296998818358e-10,1.3065324484202955e-13,5.302982069334964e-13,2.7377446238798377e-10,2.5191319819761042e-13,1.3632862437418187e-16,8.6289242544715752e-14,7.7261035658394437e-28,6.0080454566499049e-19,1.9937122094811101e-18,1.9883946494208277e-23,5.3139116109802339e-28,2.6874803455298895e-27,3.3718783039492871e-33,4.9896997941585664e-33
9.947984290955542e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230233943791903,0.11866508417148107,0.022821496744292253,0.0,1.5844237237312935e-18,3.6991400858487116e-12,2.1746834402336461e-17,2.3737576923100549e-18,7.3467216963402793e-38,8.7803914373888789e-08,2.0021615168422597e-35,8.7786339827605084e-08,1.3345000919043595e-24,1.279029387696007e-22,1.7351511325828746e-29,1.8458330967173268e-30,2.5086161683658456e-14,1.9028605517454129e-26,4.7934892979292718e-06,1.4189689951718555e-07,1.4107794373992959e-09,2.8626971640878796e-10,1.3118338963967357e-13,5.3245791333383203e-13,2.780827400410935e-10,2.5582657013328107e-13,1.4037071670327942e-16,8.7800997749912904e-14,8.18526443287653e-28,6.1315008703705167e-19,2.0463289419389084e-18,2.0786455806498511e-23,5.5300005786258566e-28,2.7964103960176289e-27,3.6075561249288154e-33,5.2381275045043253e-33
1e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230231362729867,0.11866505865296549,0.022821496373694107,0.0,1.6125673043583635e-18,3.7379153005427985e-12,2.2177937630375725e-17,2.4110883102364575e-18,7.5794626495921906e-38,8.8263036758206203e-08,2.0655827265665229e-35,8.8245288676327598e-08,1.3624705354612301e-24,1.3016371762880196e-22,1.7800966383943997e-29,1.8929637716949841e-30,2.545916089549879e-14,1.9525145904003973e-26,4.818545741031349e-06,1.4263809037967356e-07,1.4208170586781949e-09,2.8688619299340763e-10,1.314657471293558e-13,5.3360920885303352e-13,2.8041279496636193e-10,2.5794263018790859e-13,1.4258279491833671e-16,8.8620252471772544e-14,8.4420647754439567e-28,6.1984989733367796e-19,2.0750240774460249e-18,2.128565125016865e-23,5.6490684205527495e-28,2.8564492301272286e-27,3.7403626780765529e-33,5.3760930352917608e-33
1.0044460465049488e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230229156571194,0.11866503684105839,0.022821496056929728,0.0,1.6368911482920858e-18,3.7712186327751894e-12,2.255119904151541e-17,2.4433048879909503e-18,7.7831879341329786e-38,8.8655472023244927e-08,2.1211092837964867e-35,8.8637574997469949e-08,1.386723731424491e-24,1.321169511113322e-22,1.8192330062076048e-29,1.9339867088426208e-30,2.5780732614712902e-14,1.9957684689114581e-26,4.839962691263964e-06,1.4327161449235218e-07,1.4294089173415082e-09,2.8740917455840864e-10,1.3170551190207194e-13,5.3458559085426678e-13,2.8240838133584993e-10,2.5975470840897782e-13,1.4449188053216602e-16,8.9322824055103829e-14,8.6668274190469938e-28,6.2560069493950272e-19,2.0997328945822486e-18,2.1719439059319519e-23,5.752279640007284e-28,2.9085024288586381e-27,3.8571689532433309e-33,5.496296784203518e-33
1.0140936639143433e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230224369376493,0.11866498951090743,0.022821495369587486,0.0,1.6905286059933364e-18,3.8439923764868957e-12,2.3376438254448729e-17,2.5141959011430102e-18,8.2408234476250258e-38,8.9507029991039859e-08,2.2458815724160328e-35,8.9488807822423493e-08,1.4404604410321539e-24,1.3642178754021072e-22,1.9064768260170094e-29,2.0253833494675584e-30,2.6487278027986021e-14,2.0922491696037464e-26,4.8864358125316989e-06,1.4464628885478433e-07,1.4480909439414279e-09,2.885316081969992e-10,1.3222069898252333e-13,5.366802669612353e-13,2.8675112728352407e-10,2.6369737641110674e-13,1.4869288003534514e-16,9.0854657588627396e-14,9.1716507680048491e-28,6.3815569655207206e-19,2.1539260513339796e-18,2.2683560481496066e-23,5.9808465894528438e-28,3.0238104077335732e-27,4.1213931556927616e-33,5.7644881612166029e-33
1.0237412813237379e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230219582207926,0.11866494218102816,0.022821494682265721,0.0,1.7453494994166497e-18,3.9174613107277184e-12,2.422285861890934e-17,2.5864435666725241e-18,8.720426262684272e-38,9.0358588272693294e-08,2.3767038996670569e-35,9.0340038302531402e-08,1.495738951982328e-24,1.4081830728224253e-22,1.9969673542841162e-29,2.1201067121068297e-30,2.7205876150532867e-14,2.1924035440192616e-26,4.9329086617340699e-06,1.4602092221940701e-07,1.4668247523707319e-09,2.8963727706250781e-10,1.3272779621869844e-13,5.3874423008645708e-13,2.911107218239168e-10,2.6765434131542657e-13,1.529744793388332e-16,9.2396434990704222e-14,9.700616738405071e-28,6.5081442377767935e-19,2.2089103449124691e-18,2.3679490065910961e-23,6.2157992144650535e-28,3.1423884873697527e-27,4.4009309077003518e-33,6.0429873528829717e-33
1.0333888987331324e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230214795065582,0.11866489485142055,0.022821493994964616,0.0,1.8013672371779019e-18,3.9916254292745877e-12,2.5090767452724779e-17,2.6600607196810164e-18,9.22281588482125e-38,9.1210146863694556e-08,2.5138082427388693e-35,9.119126643785846e-08,1.5525882583875317e-24,1.453073645601017e-22,2.0907907034317001e-29,2.2182417118371093e-30,2.7936604714644705e-14,2.2963343110008591e-26,4.9793812388726693e-06,1.4739551420119128e-07,1.4856095888835103e-09,2.9072643692891186e-10,1.3322653255601569e-13,5.4077859133801054e-13,2.9548691308106442e-10,2.7162537402961105e-13,1.5733744252020818e-16,9.3948093415016683e-14,1.0254632002811072e-27,6.6357621329031378e-19,2.2646876575749677e-18,2.4707903508963666e-23,6.4572352828558748e-28,3.2642910038937509e-27,4.6965108672093973e-33,6.3320853058446478e-33
1.043036516142527e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230210007949589,0.11866484752208467,0.022821493307684369,0.0,1.8585952339208661e-18,4.0664847259246289e-12,2.5980472792798378e-17,2.735060195475025e-18,9.7488336764062256e-38,9.2061705759601673e-08,2.6574331716597376e-35,9.2042492228468684e-08,1.6110376170166233e-24,1.498898086212173e-22,2.1880343428227385e-29,2.3198744884819006e-30,2.8679540962379493e-14,2.4041460340535545e-26,5.0258535439490904e-06,1.4877006441515435e-07,1.5044447101320794e-09,2.9179933967255313e-10,1.3371863829001197e-13,5.4278153778038819e-13,2.998794539271086e-10,2.7561024912765642e-13,1.617825336086642e-16,9.5509570640455132e-14,1.0834628115603785e-27,6.7644040654492804e-19,2.3212598251110284e-18,2.5769482140139524e-23,6.7052525282661443e-28,3.3895724709617355e-27,5.0088889742368212e-33,6.6320782423401528e-33
1.0526841335519215e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230205220860054,0.11866480019302046,0.022821492620425179,0.0,1.9170469103193823e-18,4.1420391945374526e-12,2.6892283378297317e-17,2.8114548295735394e-18,1.029934317759304e-37,9.2913264956040156e-08,2.807823963169504e-35,9.2893715674425271e-08,1.6711165471251377e-24,1.5456648376622348e-22,2.2887871044192106e-29,2.4250924092122694e-30,2.9434761649789349e-14,2.5159451348273951e-26,5.0723255769649257e-06,1.5014457247636006e-07,1.523329385328198e-09,2.9285623332704845e-10,1.3420388834184479e-13,5.4475392293437312e-13,3.0428810029462871e-10,2.7960874479564363e-13,1.6631051658505488e-16,9.7080805022525578e-14,1.14415619122471e-27,6.8940634981050672e-19,2.378628636912328e-18,2.6864912862632907e-23,6.959948638426379e-28,3.5182875777145346e-27,5.3388491425661648e-33,6.9432676991749072e-33
