Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),H2X(49),C2H4(47),C2H6X(52),C2H4X(205),C2H4X(65)
3.662761012217223e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44468266211495949,0.11124478183534285,0.022567406341836915,0.0,4.143787335210884e-12,4.8858027315122798e-05,0.0,1.225124733857824e-07,0.0,0.00034738235426426877,1.0457037900483766e-15,0.00021028868186117152,4.4114118305126789e-12,5.7102673040553739e-15,0.0,0.0,5.0646988280342436e-12,1.1215148193747008e-10,0.0070775500390171091,0.00050831859453505867,3.7854064228649702e-05,1.9867803488420879e-10,1.9500037592180756e-09,3.606275373118233e-09,8.878650844279026e-07,1.7626760171826802e-10,3.1418806577562647e-10,3.0345116393110496e-12,3.1779592214690884e-17
3.681575789944981e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44467025951110256,0.11123321252517089,0.022566123191173373,0.0,4.2269835262035234e-12,4.938088326423285e-05,0.0,1.244206645922034e-07,0.0,0.00034925827368737579,1.0734511012861191e-15,0.00021096597226412527,4.4826831315189424e-12,5.8540402795779254e-15,0.0,0.0,5.1415411023031178e-12,1.1454039227288825e-10,0.0070872395617178705,0.00051088487313160139,3.7990822733072039e-05,2.004073303729654e-10,1.9604242905500466e-09,3.6249063137293479e-09,8.9788369349170204e-07,1.8002844540613193e-10,3.1919682285308572e-10,3.1117126973758966e-12,3.2455617766117957e-17
3.700390567672739e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4446579696577222,0.11122175393291685,0.022564840184708251,0.0,4.3112170554012614e-12,4.9906077429677273e-05,0.0,1.2634858029994059e-07,0.0,0.00035113490632478303,1.1017867437168482e-15,0.00021164028124802164,4.5547320663873093e-12,6.0005993909880536e-15,0.0,0.0,5.219045193301042e-12,1.1696763525533077e-10,0.0070968176135196466,0.00051345086332229108,3.8126540603513005e-05,2.0213828646876092e-10,1.9708476412042152e-09,3.6435439591788031e-09,9.0795170179285233e-07,1.8384973630655057e-10,3.2425860646259642e-10,3.1904555287793579e-12,3.3142475468888364e-17
3.719205345400497e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44464579128000437,0.11121040480115982,0.022563557321776426,0.0,4.39649194556368e-12,5.0433595826116747e-05,0.0,1.2829632072347225e-07,0.0,0.00035301224884500053,1.1307200588575266e-15,0.00021231162100787993,4.627562987583892e-12,6.1499820072804748e-15,0.0,0.0,5.2972116886437496e-12,1.1943362525797244e-10,0.0071062854549716944,0.00051601656643745922,3.8261231058908828e-05,2.0387088962045373e-10,1.9812737919393401e-09,3.6621882802358171e-09,9.1806882460647213e-07,1.8773212896549105e-10,3.293736933673063e-10,3.2707624338366326e-12,3.3840282257803632e-17
3.738020123128255e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44463372311749749,0.11119916388674157,0.022562274601720254,0.0,4.4828121942714439e-12,5.0963424531525656e-05,0.0,1.3026398602244268e-07,0.0,0.00035489029792040759,1.1602604861557467e-15,0.00021298000369605264,4.7011802462148854e-12,6.3022257651682938e-15,0.0,0.0,5.3760411625490521e-12,1.2193877893241949e-10,0.0071156443323568035,0.00051858198379240372,3.839490723695084e-05,2.0560512727081732e-10,1.9917027235397083e-09,3.6808392476197878e-09,9.2823477774100159e-07,1.9167628153495194e-10,3.3454236019088747e-10,3.3526559092253002e-12,3.4549155709982666e-17
3.7568349008560126e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44462176392395469,0.11118802996060494,0.022560992023889545,0.0,4.5701817748842303e-12,5.1495549689536504e-05,0.0,1.3225167630098172e-07,0.0,0.00035676905022733894,1.1904175634551149e-15,0.00021364544142248108,4.7755881919719816e-12,6.4573685691713976e-15,0.0,0.0,5.4555341761799128e-12,1.2448351520771548e-10,0.0071248954778529447,0.00052114711668755883,3.8527582189071026e-05,2.0734098781827261e-10,2.0021344168156221e-09,3.6994968320027462e-09,9.3844927761589037e-07,1.9568285577140557e-10,3.3976488341551276e-10,3.4361586484869172e-12,3.5269214044573466e-17
3.7756496785837705e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44460991246717968,0.11117700180763369,0.02255970958764145,0.0,4.6586046374762713e-12,5.2029957511647742e-05,0.0,1.3425949160702666e-07,0.0,0.00035864850244617113,1.2212009274591696e-15,0.00021430794625493593,4.8507911730781905e-12,6.6154485917017908e-15,0.0,0.0,5.5356912779773414e-12,1.2706825528931936e-10,0.0071340401096930874,0.00052371196640866669,3.8659268875721814e-05,2.0907846057941562e-10,2.0125688526038838e-09,3.7181610040118088e-09,9.4871204133600396e-07,1.9975251703419612e-10,3.450415393798365e-10,3.5212935425238025e-12,3.6000576122456729e-17
3.7944644563115284e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44459816752887199,0.11116607822649467,0.022558427292340383,0.0,4.7480847097494043e-12,5.2566634279298488e-05,0.0,1.3628753193164746e-07,0.0,0.0003605286512614071,1.2526203141938263e-15,0.00021496753021924328,4.9267935362340617e-12,6.7765042731458144e-15,0.0,0.0,5.6165130039832842e-12,1.2969342265805603e-10,0.0071430794323231852,0.00052627653422694339,3.8789980161941442e-05,2.1081753575234983e-10,2.0230060117682742e-09,3.7368317342315651e-09,9.5902278676281343e-07,2.0388593428389456e-10,3.503726042769827e-10,3.6080836800910109e-12,3.6743361445941437e-17
3.8132792340392864e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44458652790447517,0.11115525802948141,0.022557145137357938,0.0,4.8386258979235606e-12,5.3105566345814498e-05,0.0,1.3833589720837394e-07,0.0,0.00036240949336176014,1.2846855594683422e-15,0.00021562420529949716,5.0035996265643286e-12,6.9405743219432254e-15,0.0,0.0,5.6979998781536601e-12,1.3235944306904026e-10,0.0071520146365583936,0.00052884082139924629,3.8919728813196193e-05,2.1255820438082605e-10,2.0334458752000224e-09,3.7555089932064414e-09,9.6938123258242312e-07,2.0808378008061056e-10,3.5575835415254223e-10,3.6965523482835116e-12,3.7497690158452428e-17
3.832094011767044e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44457499240302617,0.11114454004235956,0.022555863122072802,0.0,4.9302320876047051e-12,5.3646740138228694e-05,0.0,1.4040468731252574e-07,0.0,0.00036429102544023671,1.3174065993347872e-15,0.00021627798343825893,5.0812137875649451e-12,7.1076977146631007e-15,0.0,0.0,5.7801524126617481e-12,1.3506674455057324e-10,0.0071608468997374887,0.00053140482916823719,3.9048527491491428e-05,2.14300458319201e-10,2.0438884238182707e-09,3.7741927514430437e-09,9.7978709837050229e-07,2.1234673058226128e-10,3.6119906490257459e-10,3.7867230330185838e-12,3.826368304421029e-17
3.850908789494802e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44456355984700535,0.11113392310421424,0.022554581245870692,0.0,5.0229071446302e-12,5.4190142158980572e-05,0.0,1.4249400206054535e-07,0.0,0.00036617324419421885,1.3507934705460097e-15,0.00021692887653674479,5.1596403610505132e-12,7.2779136960765436e-15,0.0,0.0,5.8629711081920735e-12,1.378157574030125e-10,0.007169577385875558,0.00053396855876254568,3.9176388751742453e-05,2.1604429019821255e-10,2.0543336385705392e-09,3.7928829794124502e-09,9.9024010465418182e-07,2.1667546554279856e-10,3.6669501227161946e-10,3.8786194195134459e-12,3.9041461527903073e-17
3.86972356722256e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44455222907218944,0.11112340606729902,0.02255329950814423,0.0,5.1166549158916659e-12,5.4735758987497868e-05,0.0,1.4460394120933335e-07,0.0,0.0003680561463255436,1.3848563110120944e-15,0.00021757689645500081,5.238883687102119e-12,7.4512617792261598e-15,0.0,0.0,5.9464564542250173e-12,1.4060691419761573e-10,0.0071782072458149472,0.00053653201139692826,3.9303325038397218e-05,2.1778969339157753e-10,2.0647815004331685e-09,3.8115796475524616e-09,1.0007399729709824e-06,2.2107066831039341e-10,3.7224647185071469e-10,3.9722653927581228e-12,3.9831147674350606e-17
3.888538344950318e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44454099892750493,0.11111298779688644,0.022552017908292928,0.0,5.2114792301354199e-12,5.5283577281664372e-05,0.0,1.4673460445558677e-07,0.0,0.00036993972854058448,1.4196053602552934e-15,0.00021822205501206802,5.3189481040155703e-12,7.6277817454922405e-15,0.0,0.0,6.0306089293122913e-12,1.4344064977535785e-10,0.0071867376173744861,0.00053909518827242832,3.9429348682302451e-05,2.1953666198341192e-10,2.0752319904117817e-09,3.8302827262698626e-09,1.0112864259248411e-06,2.2553302582557917e-10,3.7785371907542153e-10,4.0676850379835634e-12,4.0632864188160824e-17
3.907353122678076e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44452986827488278,0.11110266717112062,0.022550736445723061,0.0,5.3073838987405765e-12,5.5833583779177857e-05,0.0,1.4888609143513982e-07,0.0,0.00037182398755032891,1.4550509598634285e-15,0.00021886436398613616,5.3998379482500192e-12,7.8075136446556755e-15,0.0,0.0,6.1154290013434974e-12,1.4631740124572218e-10,0.0071951696254970365,0.00054165809057653204,3.9554471897804972e-05,2.2128519073647247e-10,2.0856850895417141e-09,3.8489921859425885e-09,1.0218791872392988e-06,2.3006322861935315e-10,3.8351702922385797e-10,4.1649026411250432e-12,4.1446734413378641e-17
3.926167900405834e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44451883598911635,0.11109244308087107,0.022549455119847607,0.0,5.4043727164749678e-12,5.6385765298801432e-05,0.0,1.5105850172230755e-07,0.0,0.00037370892007045667,1.4912035539417502e-15,0.00021950383511468811,5.4815575543769657e-12,7.9904977949575218e-15,0.0,0.0,6.200917127803949e-12,1.4923760798546606e-10,0.0072035043823953622,0.00054422071948332393,3.9678706780080061e-05,2.2303527506121897e-10,2.096140778888452e-09,3.867707996921916e-09,1.0325179818079216e-06,2.3466197081123736e-10,3.8923667741474056e-10,4.2639426892808181e-12,4.2272882333127205e-17
3.944982678133592e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44450790095771753,0.11108231442958866,0.022548173930086159,0.0,5.5024494622290397e-12,5.6940108741512126e-05,0.0,1.532519348292325e-07,0.0,0.00037559452282141635,1.5280736895632487e-15,0.00022014048009463507,5.5641112550296722e-12,8.1767747831552003e-15,0.0,0.0,6.2870737560239468e-12,1.5220171163736002e-10,0.0072117429876963415,0.00054678307615364005,3.9802065302679079e-05,2.2478691098569418e-10,2.1065990395480662e-09,3.8864301295345787e-09,1.043202535742024e-06,2.3932995010729828e-10,3.9501293860543256e-10,4.3648298711660958e-12,4.3111432569241527e-17
3.9637974558613496e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44449706208077794,0.11107228013316275,0.022546892875864876,0.0,5.6016178997279098e-12,5.7496601091550442e-05,0.0,1.5546649020523368e-07,0.0,0.00037748079252850059,1.5656720172174017e-15,0.00022077431058244271,5.6475033808529493e-12,8.366385464575334e-15,0.0,0.0,6.3738993234196886e-12,1.5521015610890271e-10,0.0072198865285835389,0.00054934516173521964,3.9924559315288284e-05,2.2654009512621792e-10,2.117059852647627e-09,3.9051585540848769e-09,1.0539325764157549e-06,2.4406786779812719e-10,4.0084608759000129e-10,4.4675890775623053e-12,4.396251038189485e-17
3.9826122335891075e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4444863182708288,0.11106233911978031,0.02254561195661637,0.0,5.7018817782217782e-12,5.8055229417374081e-05,0.0,1.5770226723615872e-07,0.0,0.00037936772592192118,1.6040092912573561e-15,0.00022140533819424985,5.731738260453336e-12,8.5593709631631255e-15,0.0,0.0,6.4613942577260299e-12,1.5826338757100937e-10,0.0072279360799381628,0.00055190697736285505,4.0046200541691173e-05,2.2829482465889055e-10,2.1275231993456264e-09,3.923893240856745e-09,1.064707832508628e-06,2.4887642875677845e-10,4.0673639899728264e-10,4.5722454017616812e-12,4.4826241669217428e-17
4.0014270113168654e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44447566845270353,0.11105249032978638,0.022544331171779664,0.0,5.8032448331549565e-12,5.8615980872519736e-05,0.0,1.5995936524373861e-07,0.0,0.00038125531973688226,1.6430963703455306e-15,0.00022203357450597828,5.8168202203496443e-12,8.7557726715283212e-15,0.0,0.0,6.5495589772212619e-12,1.613618544566762e-10,0.0072358927044784398,0.00055446852415854027,4.0167000577926565e-05,2.3005109729189857e-10,2.1379890608323901e-09,3.9426341601157854e-09,1.0755280340455559e-06,2.537563414366707e-10,4.1268414728895431e-10,4.6788241400071792e-12,4.5702752966908219e-17
4.0202417890446233e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44446511156340146,0.11104273271554629,0.022543050520800113,0.0,5.9057107868137171e-12,5.9178842696375925e-05,0.0,1.622378834849456e-07,0.0,0.00038314357071365235,1.682944217897633e-15,0.00022265903105343678,5.9027535849239089e-12,8.9556322509876944e-15,0.0,0.0,6.6383938909441141e-12,1.6450600745961927e-10,0.0072437574528973767,0.00055702980323161665,4.0286970890635358e-05,2.3180891123861953e-10,2.1484574183304744e-09,3.9613812821112711e-09,1.0863929124344589e-06,2.5870831786944645e-10,4.1868960675761697e-10,4.7873507919277458e-12,4.6592171447838944e-17
4.039056566772381e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44445464655195294,0.11103306524130935,0.022541770003129308,0.0,6.0092833489532744e-12,5.9743802214870752e-05,0.0,1.6453792115135345e-07,0.0,0.00038503247559763619,1.7235639025250801e-15,0.00022328171933241761,5.989542676372692e-12,9.1589916316039805e-15,0.0,0.0,6.7278993989031598e-12,1.6769629953288933e-10,0.0072515313639989875,0.00055959081567891883,4.0406122815588034e-05,2.3356826519151478e-10,2.1589282530950699e-09,3.9801345770781277e-09,1.0973022005015231e-06,2.6373307366279396e-10,4.2475305152488305e-10,4.8978510609689343e-12,4.7494624921651397e-17
4.057871344500139e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44444427237928563,0.11102348688307409,0.022540489618225031,0.0,6.1139662174041368e-12,6.0310846841077416e-05,0.0,1.66859577368501e-07,0.0,0.00038692203113944486,1.7649665984758142e-15,0.00022390165079878659,6.0771918146587844e-12,9.365893012221358e-15,0.0,0.0,6.8180758922788365e-12,1.7093318588746145e-10,0.0072592154648329606,0.0005621515625849169,4.0524467556386186e-05,2.3532915829680403e-10,2.1694015464143938e-09,3.9988940152388706e-09,1.1082556325241701e-06,2.6883132799822935e-10,4.3087475553947522e-10,5.0103508548189051e-12,4.84102418343472e-17
4.076686122227897e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44443398801809253,0.11101399662845506,0.022539209365551188,0.0,6.2197630786581557e-12,6.0879964075740969e-05,0.0,1.692029511952585e-07,0.0,0.00038881223409496476,1.8071635860735092e-15,0.0002245188368685682,6.1657053174632591e-12,9.576378860497308e-15,0.0,0.0,6.9089237536182481e-12,1.7421712399080161e-10,0.0072668107708277994,0.00056471204502185949,4.0642016183330712e-05,2.3709159012991363e-10,2.1798772796100724e-09,4.0176595668055156e-09,1.1192529442618088e-06,2.740038036288413e-10,4.3705499257533146e-10,5.1248762858297916e-12,4.933915126787071e-17
4.095500899955655e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44442379245270064,0.11100459347655119,0.022537929244577704,0.0,6.3266776084345786e-12,6.1451141507729544e-05,0.0,1.715681416231965e-07,0.0,0.00039070308122542597,1.8501662521551527e-15,0.00022513328891802446,6.2550875001379161e-12,9.7904919129309243e-15,0.0,0.0,7.0004433570229499e-12,1.7754857356540793e-10,0.0072743182859224638,0.00056727226404991189,4.0758779632449994e-05,2.3885556067168768e-10,2.1903554340375219e-09,4.0364312019814589e-09,1.130293872984441e-06,2.792512268769966e-10,4.4329403622971959e-10,5.2414536714344971e-12,5.0281482939684794e-17
4.114315677683413e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44441368467894254,0.1109952764378155,0.022536649254780473,0.0,6.4347134722264005e-12,6.2024366814412992e-05,0.0,1.7395524757595826e-07,0.0,0.00039259456929746932,1.8939860905070018e-15,0.00022574501828372931,6.3453426756580828e-12,1.0008275174887619e-14,0.0,0.0,7.0926350683299006e-12,1.8092799658732894e-10,0.0072817390026964982,0.00056983222071729659,4.0874768704681108e-05,2.4062107028535198e-10,2.2008359910863199e-09,4.0552088909633407e-09,1.1413781574991835e-06,2.8457432763200869e-10,4.4959215992136103e-10,5.3601095345588636e-12,5.1237367202339726e-17
4.133130455411171e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44440366370402695,0.11098604453392635,0.022535369395641318,0.0,6.5438743258273879e-12,6.2599627761972059e-05,0.0,1.7636436790863467e-07,0.0,0.00039448669508321201,1.9386347022989009e-15,0.00022635403626263816,6.4364751545757904e-12,1.0229771920620186e-14,0.0,0.0,7.1854992452857761e-12,1.8435585728465803e-10,0.0072890739024987069,0.00057239191606042847,4.0989994065197484e-05,2.423881196942217e-10,2.2113189321805761e-09,4.0739926039428473e-09,1.1525055381747748e-06,2.8997383934776837e-10,4.5594963688856112e-10,5.4808706040293028e-12,5.2206935043034993e-17
4.151945233138929e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44439372854641296,0.11097689679766037,0.022534089666647879,0.0,6.6541638158400892e-12,6.3176912205641217e-05,0.0,1.7879560140714205e-07,0.0,0.00039637945536031275,1.9841237965169528e-15,0.00022696035411215302,6.5284892449733132e-12,1.0455025693286237e-14,0.0,0.0,7.2790362377148193e-12,1.8783262213600435e-10,0.0072963239555743492,0.00057495135110405065,4.1104466242876804e-05,2.4415670996013991e-10,2.2218042387792901e-09,4.0927823111085144e-09,1.1636757569641394e-06,2.954504990403369e-10,4.6236674018734962e-10,5.6037638149758418e-12,5.3190318083174533e-17
4.1707600108666866e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4443838782356837,0.11096783227276634,0.022532810067293574,0.0,6.7655855801651855e-12,6.3756208089887529e-05,0.0,1.8124904678760299e-07,0.0,0.00039827284691203635,2.0304651903945355e-15,0.00022756398305018443,6.6213892524170762e-12,1.0684080304961937e-14,0.0,0.0,7.3732463876803915e-12,1.9135875986894032e-10,0.0073034901211909064,0.0005775105268613686,4.121819562990254e-05,2.4592684246263852e-10,2.2322918923767082e-09,4.1115779826474888e-09,1.1748885574250615e-06,3.0100504728550327e-10,4.6884374268962896e-10,5.7288163092306378e-12,5.4187648577914847e-17
4.1895747885944445e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44437411181242287,0.11095885001384105,0.022531530597077506,0.0,6.8781432484725527e-12,6.4337503448529289e-05,0.0,1.8372480269573056e-07,0.0,0.00040016686652731483,2.0776708098416661e-15,0.00022816493425520878,6.7151794799119073e-12,1.0916979836652089e-14,0.0,0.0,7.4681300296404703e-12,1.9493474145842655e-10,0.0073105733477624134,0.00058006944433418187,4.1331192481493236e-05,2.4769851887880466e-10,2.2427818745026657e-09,4.1303795887472556e-09,1.18614368473905e-06,3.0663822821630336e-10,4.7538091708133243e-10,5.8560554357219512e-12,5.5199059415706651e-17
4.2083895663222024e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44436442832809092,0.11094994908620613,0.022530251255504442,0.0,6.9918404426543979e-12,6.492078640479619e-05,0.0,1.8622296770621462e-07,0.0,0.00040206151100081084,2.125752689872684e-15,0.00022876321886632325,6.8098642278556797e-12,1.1153768638296455e-14,0.0,0.0,7.5636874905971829e-12,1.9856104012521347e-10,0.0073175745729723834,0.00058262810451301529,4.1443466915753399e-05,2.4947174116384707e-10,2.2532741667229397e-09,4.1491870995973431e-09,1.197440885728443e-06,3.1235078952050477e-10,4.81978535860589e-10,5.9855087508636086e-12,5.6224684117829668e-17
4.2272043440499603e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44435482684490457,0.11094112856578664,0.022528972042084702,0.0,7.1066807772608197e-12,6.5506045171334602e-05,0.0,1.8874364032211181e-07,0.0,0.00040395677713297762,2.1747229750322678e-15,0.00022935884798329763,6.9054477939942779e-12,1.1394491328772405e-14,0.0,0.0,7.659919090240614e-12,2.0223813133422029e-10,0.0073244947238953421,0.00058518650837724841,4.155502891364036e-05,2.5124651153234299e-10,2.2637687506395785e-09,4.16800048539101e-09,1.2087799088718257e-06,3.1814348243805322e-10,4.8863687133589948e-10,6.1172040189399469e-12,5.7264656837920929e-17
4.246019121777718e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44434530643571524,0.11093238753899064,0.022527692956334111,0.0,7.2226678599182065e-12,6.6093268050159697e-05,0.0,1.9128691897423832e-07,0.0,0.00040585266173011867,2.2245939198197656e-15,0.00022995183266662306,7.0019344733769444e-12,1.1639192795893774e-14,0.0,0.0,7.7568251410870596e-12,2.0596649279289191e-10,0.0073313347171169762,0.00058774465689524248,4.1665888319041286e-05,2.5302283244015857e-10,2.2742656078912303e-09,4.186819716326872e-09,1.2201605043178193e-06,3.2401706175848591e-10,4.9535619562431947e-10,6.2511692124862888e-12,5.8319112361496465e-17
4.264833899505476e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44433586618389082,0.11092372510259052,0.022526413997773973,0.0,7.3398052917308092e-12,6.6682443432557908e-05,0.0,1.9385290202056569e-07,0.0,0.00040774916160444652,2.2753778891118289e-15,0.00023054218393755895,7.0993285583119771e-12,1.1887918196405994e-14,0.0,0.0,7.8544059486118548e-12,2.0974660444953288e-10,0.0073380954588529237,0.00059030255102446717,4.1776054838954972e-05,2.5480070656702561e-10,2.2847647201534741e-09,4.2056447626105403e-09,1.2315824238973006e-06,3.2997228581830687e-10,5.0213678064965226e-10,6.3874325126649222e-12,5.9388186105466331e-17
4.283648677233234e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44432650518319733,0.11091514036360553,0.022525135165930927,0.0,7.458096667665913e-12,6.7273559798941392e-05,0.0,1.964416877456194e-07,0.0,0.00040964627357414001,2.3270873585833583e-15,0.00023112991277817748,7.1976343383227644e-12,1.2140712955977409e-14,0.0,0.0,7.952661811376988e-12,2.1357894849161984e-10,0.0073447778450662195,0.00059286019171162592,4.1885538043773126e-05,2.5658013679976555e-10,2.295266069139131e-09,4.2244755944562013e-09,1.2430454211341178e-06,3.3600991649833014e-10,5.0897889814065008e-10,6.5260223096366333e-12,6.0472014117643479e-17
4.302463454960992e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44431722253768252,0.11090663243918539,0.022523856460336972,0.0,7.5775455769229417e-12,6.7866605718657351e-05,0.0,1.9905337435988075e-07,0.0,0.00041154399446340165,2.3797349151267353e-15,0.00023171503013140631,7.2968561001041951e-12,1.2397622769186836e-14,0.0,0.0,8.0515930211536572e-12,2.1746400934409178e-10,0.0073513827615833971,0.00059541757989277854,4.1994347367655763e-05,2.5836112621614195e-10,2.3057696365985804e-09,4.2433121820881886e-09,1.2545492512543533e-06,3.4213071922098481e-10,5.1588281962922511e-10,6.6669672029277785e-12,6.1570733076246065e-17
4.32127823268875e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4443080173615605,0.11089820045649564,0.022522577880529342,0.0,7.6981556032869523e-12,6.8461569849754482e-05,0.0,2.0168805999919162e-07,0.0,0.00041344232110251191,2.4333332572693452e-15,0.00023229754690106978,7.3969981274793865e-12,1.2658693599507288e-14,0.0,0.0,8.1511998630399112e-12,2.2140227366761827e-10,0.0073579110842092914,0.00059797471649346463,4.2102492108995912e-05,2.6014367806933336e-10,2.3162754043200665e-09,4.262154495742513e-09,1.2660936711941963e-06,3.4833546294758827e-10,5.2284881644866943e-10,6.8102960017929349e-12,6.2684480289393287e-17
4.340093010416508e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44429888877909723,0.11088984355260408,0.022521299426050492,0.0,7.8199303254668089e-12,6.9058440938708616e-05,0.0,2.0434584272416227e-07,0.0,0.00041534125032788489,2.487895195589381e-15,0.00023287747395192861,7.4980647013567902e-12,1.2923971679285902e-14,0.0,0.0,8.2514826155735606e-12,2.2539423035684671e-10,0.007364363678840526,0.00060053160242882239,4.2209981430968689e-05,2.6192779577300948e-10,2.3267833541299973e-09,4.2810025056683813e-09,1.2776784396064871e-06,3.546249201755845e-10,5.2987715973188212e-10,6.9560377255731261e-12,6.3813393694595218e-17
4.358907788144266e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44428983592449822,0.11088156087436839,0.02252002109644801,0.0,7.9428733174185334e-12,6.965720782011008e-05,0.0,2.0702682051958232e-07,0.0,0.00041724077898212147,2.5434336531299237e-15,0.00023345482210971837,7.6000600996876188e-12,1.3193503509720024e-14,0.0,0.0,8.3524415508404975e-12,2.2944037053862802e-10,0.0073707414015777182,0.0006030882386037097,4.2316824362160084e-05,2.6371348288699833e-10,2.337293467893242e-09,4.2998561821296803e-09,1.2893033168659693e-06,3.609998669357473e-10,5.3696812040960873e-10,7.1042216040496484e-12,6.4957611858236285e-17
4.3777225658720236e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44428085794179611,0.11087335157832524,0.022518742891274549,0.0,8.0669881486541067e-12,7.0257859416314537e-05,0.0,2.0973109129383441e-07,0.0,0.00041914090391406131,2.5999616658112798e-15,0.00023402960216118741,7.7029885974236358e-12,1.3467335860829451e-14,0.0,0.0,8.4540769345786005e-12,2.3354118757022052e-10,0.0073770450988364118,0.00060564462591282094,4.2423029797270706e-05,2.6550074310353001e-10,2.3478057275134121e-09,4.318715495406427e-09,1.3009680650733315e-06,3.674610827893513e-10,5.4412196920868663e-10,7.2548770777935047e-12,6.6117273975052415e-17
4.3965373435997815e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44427195398474023,0.11086521483058064,0.02251746481008781,0.0,8.1922783845362185e-12,7.0860384737059495e-05,0.0,2.1245875287831129e-07,0.0,0.00042104162197883495,2.6574923828415946e-15,0.00023460182485413318,7.8068544664752714e-12,1.3745515771424838e-14,0.0,0.0,8.5563890262773651e-12,2.376971770374739e-10,0.0073832756074567506,0.00060820076524080371,4.2528606497890406e-05,2.6728958023404352e-10,2.3583201149331547e-09,4.3375804157962057e-09,1.3126724480580641e-06,3.7400935082530915e-10,5.513389766503018e-10,7.4080337985104667e-12,6.7292519867602301e-17
4.4153521213275394e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44426312321668771,0.11085714980670124,0.022516186852450448,0.0,8.3187475865592433e-12,7.1464772879048865e-05,0.0,2.1520990302683583e-07,0.0,0.00042294293003791408,2.7160390671257068e-15,0.0002351715008974389,7.9116619756700863e-12,1.4028090549072228e-14,0.0,0.0,8.6593780792733583e-12,2.4190883675299142e-10,0.00738943375481191,0.00061075665746237432,4.2633563093339334e-05,2.6907999819654424e-10,2.368836612134424e-09,4.3564509136155791e-09,1.3244162313802046e-06,3.8064545765727537e-10,5.5861941304825428e-10,7.5637216293817693e-12,6.8483489985732556e-17
4.4341668990552973e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44425436481049463,0.1108491556916073,0.022514909017930022,0.0,8.4463993126168837e-12,7.2071013025506694e-05,0.0,2.1798463941508412e-07,0.0,0.00042484482495916149,2.7756150956722578e-15,0.00023573864096110915,8.0174153907115705e-12,1.4315107770053738e-14,0.0,0.0,8.7630443408417829e-12,2.4617666675427177e-10,0.0073955203589152994,0.00061331230344243207,4.2737908081571155e-05,2.708720010034944e-10,2.379355201138754e-09,4.3753269592014706e-09,1.3361991823310057e-06,3.8737019342071779e-10,5.6596354850723179e-10,7.7219706454004756e-12,6.9690325406036761e-17
