Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(28),CO2X(29),HX(19),CH3X(22),OX(20),OCX(21),COX(32),H2X(31),CH2X(58),CHX(26),C2H6X(34),HOX(23),C2H5X(33),CH2(48),C3H8X(38),HOCXO(25),H2OX(30),CH4OX(41),CXHO(27),C2H4OX(44)
0.0004471587216998436,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104938963222991,0.099964797891972407,5.2148628823340001e-43,0.099964904542137828,5.3556745136654391e-23,6.5053656959272257e-12,2.2599191998752583e-08,2.0382359948985248e-13,4.0249769278609276e-22,7.6035121273561898e-08,1.9462283226117762e-26,5.7184005292927829e-15,6.7254782289943817e-18,8.690210049166194e-24,1.9790936952646995e-20,8.3891573724938197e-24,1.0423806440665996e-28,0.0,3.5125802076255226e-05,3.5072850756298233e-05,7.6829502710958984e-08,2.0867828878206276e-12,2.2607099043200256e-08,7.1350875144454018e-20,7.9206954188683381e-12,2.2843622334041055e-15,1.0465452602693561e-13,2.6822319712008696e-10,7.1734469707294116e-17,8.0256242186120362e-20,8.1002990746655608e-25,8.2933883744598363e-16,6.8821140746772366e-30,3.3431983201782083e-23,1.8804791690920484e-26,3.0548620829893996e-27,5.6578568065004103e-24,2.9524629859162378e-27
0.00045233695769364787,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104938846919055,0.099964797008829889,5.3378737779344111e-43,0.099964904280601563,5.5443326332424538e-23,6.6580568393094707e-12,2.2860897842478308e-08,2.1096848197328396e-13,4.2371863610543325e-22,7.6912520500473759e-08,2.0849851961325717e-26,5.7850788411924736e-15,7.0416455413058491e-18,9.0774243232950728e-24,2.0482172590021947e-20,8.8843539110956069e-24,1.0666529764732512e-28,0.0,3.5125801596484306e-05,3.5072850495324712e-05,7.7725185613966749e-08,2.1108448845218581e-12,2.286889596995076e-08,7.217697056295669e-20,8.0124195733342861e-12,2.3379797917642119e-15,1.0827687269707833e-13,2.7440396586692223e-10,7.4249067178613106e-17,8.2123915167934491e-20,8.4806923924672086e-25,8.5002151282136564e-16,7.3727762424193906e-30,3.3821735084869597e-23,1.9467206194220524e-26,3.1909791784866801e-27,5.8552559628139556e-24,3.1267414452358803e-27
0.0004575151936874521,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104938730595249,0.099964796125688232,5.4623188573371476e-43,0.099964904019065326,5.7373889513456534e-23,6.8125419423103593e-12,2.3122603696968008e-08,2.1827811744519246e-13,4.4579219101686775e-22,7.7789850758973704e-08,2.2318860656430688e-26,5.8517669137892308e-15,7.3688180952480819e-18,9.4769917095806011e-24,2.1189113830648871e-20,9.4026001498362477e-24,1.091206479077728e-28,0.0,3.5125801116665803e-05,3.5072850234315501e-05,7.8620999565348577e-08,2.1349049898079197e-12,2.3130692885231213e-08,7.3003066007417094e-20,8.1041437306806644e-12,2.3922272994255526e-15,1.1198128823069836e-13,2.8065242431081928e-10,7.6821648436018613e-17,8.401320921798611e-20,8.8743126005475749e-25,8.7095889583771887e-16,7.8922366268658332e-30,3.4211543989274987e-23,2.0145063606330907e-26,3.3314387521295331e-27,6.0571349506023865e-24,3.309131968490266e-27
0.00046269342968125636,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410493861425162,0.099964795242547491,5.5881981202812649e-43,0.09996490375752913,5.9348951076399746e-23,6.9688217304326884e-12,2.3384309562472019e-08,2.2575437066183946e-13,4.6874182944514663e-22,7.866711218225708e-08,2.3873065869292262e-26,5.9184647238538161e-15,7.7072471681038279e-18,9.8891491802011734e-24,2.191192366207705e-20,9.9446831833149084e-24,1.1160412095880603e-28,0.0,3.5125800636819104e-05,3.5072849973277605e-05,7.9516944257992768e-08,2.1589632073399162e-12,2.3392489788791146e-08,7.3829161478625499e-20,8.1958678909953933e-12,2.4471050111398245e-15,1.1576872244478274e-13,2.8696842395458304e-10,7.9452869769879539e-17,8.5924128807757278e-20,9.2814613867629739e-25,8.9215092827989722e-16,8.4418235949757341e-30,3.4601409781357312e-23,2.0838545242786252e-26,3.4763241065100579e-27,6.2635405464478501e-24,3.4999115640641943e-27
0.0004678716656750606,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104938497888204,0.099964794359407694,5.715511566498249e-43,0.099964903495992935,6.1369025881328683e-23,7.126896922333001e-12,2.364601543924346e-08,2.3339910592846947e-13,4.9259140261092695e-22,7.9544304907488791e-08,2.5516363017356304e-26,5.9851722488248313e-15,8.0571870607315068e-18,1.031413521728818e-23,2.2650763701795035e-20,1.0511409024288359e-23,1.1411572251676108e-28,0.0,3.5125800156914231e-05,3.5072849712200279e-05,8.0413019377094154e-08,2.183019540883156e-12,2.3654286680377329e-08,7.4655256977376207e-20,8.2875920543663543e-12,2.5026131792539668e-15,1.1963989597327864e-13,2.9335181255750403e-10,8.2143387307818627e-17,8.7856678153738833e-20,9.7024440651660243e-25,9.135975521541509e-16,9.0229146163312319e-30,3.4991332324131925e-23,2.1547831882124813e-26,3.6257190749799014e-27,6.4745182190372903e-24,3.6993638984100581e-27
0.00047304990166886486,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104938381505051,0.099964793476268743,5.8442591957121613e-43,0.099964903234456795,6.3434628209597482e-23,7.2867682355245286e-12,2.3907721327538266e-08,2.4121418709129228e-13,5.1736512336913317e-22,8.0421429074871847e-08,2.7252792400380514e-26,6.0518894624519823e-15,8.4188951636161706e-18,1.0752189819856833e-23,2.3405795282569702e-20,1.1103602728537096e-23,1.1665545829169717e-28,0.0,3.5125799677019569e-05,3.5072849451108153e-05,8.1309224601329675e-08,2.2070739942892057e-12,2.3916083559733715e-08,7.5481352504482056e-20,8.3793162208844644e-12,2.5587520557148047e-15,1.2359597340903085e-13,2.9980243439382574e-10,8.4893857023870828e-17,8.9810861893346431e-20,1.0137569655635154e-24,9.3529870970483869e-16,9.6369383925261055e-30,3.5381311477770033e-23,2.2273104094565979e-26,3.7797080241810334e-27,6.6901152169020641e-24,3.9077793398336016e-27
0.0004782281376626691,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104938265102219,0.099964792593130805,5.9744410076404391e-43,0.099964902972920683,6.5546275579074696e-23,7.4484363823881143e-12,2.4169427227614965e-08,2.4920147757399228e-13,5.4308755919246933e-22,8.1298484828277851e-08,2.9086531808089478e-26,6.1186163429637811e-15,8.7926317232089818e-18,1.1203554372764282e-23,2.4177178577860441e-20,1.1722107548075738e-23,1.1922333394731116e-28,0.0,3.5125799197047171e-05,3.5072849189969603e-05,8.2205559602766317e-08,2.2311265715103597e-12,2.4177880426601644e-08,7.6307448060748652e-20,8.4710403906382724e-12,2.6155218906647396e-15,1.2763740466268541e-13,3.0632013078101452e-10,8.7704934730662314e-17,9.178668394711027e-20,1.0587150602987974e-24,9.5725434339499675e-16,1.02853722437229e-29,3.5771347099579032e-23,2.3014543594840738e-26,3.9383758078174284e-27,6.9103754575813031e-24,4.1254546607495333e-27
0.00048340637365647336,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104938148679744,0.099964791709993728,6.1060570019938071e-43,0.099964902711384571,6.7704481617061269e-23,7.6119020727866072e-12,2.4431133139734607e-08,2.5736284039049137e-13,5.6978359688614645e-22,8.217547231420323e-08,3.1021896883781458e-26,6.1853528628528805e-15,9.1786597708721482e-18,1.1668471582846558e-23,2.4965073286732121e-20,1.2367784216443925e-23,1.2181935513378506e-28,0.0,3.5125798717094898e-05,3.507284892881992e-05,8.3102024047384843e-08,2.2551772765670033e-12,2.4439677280719966e-08,7.7133543647008079e-20,8.5627645637211399e-12,2.6729229333645493e-15,1.3176548052576078e-13,3.1290473956812874e-10,9.0577276111679607e-17,9.3784149038263917e-20,1.1051502692576312e-24,9.7946439591182888e-16,1.0969742236422495e-29,3.6161439044203166e-23,2.3772330722036536e-26,4.1018077444249164e-27,7.1353463546453671e-24,4.3526927857829893e-27
0.0004885846096502777,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104938032237683,0.099964790826857677,6.2391071784765589e-43,0.099964902449848528,6.9909765154231813e-23,7.7771660129931933e-12,2.4692839064160635e-08,2.6570013816218797e-13,5.9747846122672811e-22,8.3052391682925181e-08,3.3063338029987194e-26,6.252098999111077e-15,9.5772450134135672e-18,1.2147185422118479e-23,2.5769638183996197e-20,1.304151097332864e-23,1.2444352746663865e-28,0.0,3.5125798237072633e-05,3.5072848667626692e-05,8.3998617594472416e-08,2.2792261135915455e-12,2.4701474121825112e-08,7.7959639264081038e-20,8.6544887402232635e-12,2.7309554318118768e-15,1.3598063398348142e-13,3.1955609567854748e-10,9.3511536696981232e-17,9.5803261037702309e-20,1.1530944918158209e-24,1.0019288101554047e-15,1.1691622090182586e-29,3.6551587163388912e-23,2.4546647651885779e-26,4.270089597164176e-27,7.3650713582054572e-24,4.589802800833906e-27
0.0004937628456440819,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104937915776078,0.09996478994372246,6.3735915367859941e-43,0.099964902188312471,7.2162637331463011e-23,7.9442289047156021e-12,2.4954545001158954e-08,2.7421523311117919e-13,6.2619766820280473e-22,8.3929243086413565e-08,3.5215446580471581e-26,6.3188547232926522e-15,9.9886558943869813e-18,1.2639941124778093e-23,2.6591031357530322e-20,1.3744183132260148e-23,1.2709585653048039e-28,0.0,3.512579775710203e-05,3.5072848406433824e-05,8.4895339898978453e-08,2.3032730867430174e-12,2.4963270949651045e-08,7.8785734912817958e-20,8.7462129202402875e-12,2.789619632404167e-15,1.4028425627845811e-13,3.2627403138227134e-10,9.6508371893286621e-17,9.7844024721844267e-20,1.2025799556220109e-24,1.0246475292579294e-15,1.2452635359081585e-29,3.694179130697858e-23,2.5337673849323147e-26,4.4433075730248331e-27,7.5995979133193269e-24,4.8370998005076675e-27
0.0004989410816378862,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104937799295004,0.099964789060588338,6.5095100766119609e-43,0.09996490192677647,7.4463622263163546e-23,8.113091446962912e-12,2.5216250950998002e-08,2.8290998704510074e-13,6.5596711159692783e-22,8.4806026681540458e-08,3.7482963780957857e-26,6.3856200127129232e-15,1.0413163705583461e-17,1.3146985244783728e-23,2.7429409761343178e-20,1.4476715310198205e-23,1.2977634788182488e-28,0.0,3.5125797277022654e-05,3.5072848145183519e-05,8.5792190607346452e-08,2.3273182003524246e-12,2.5225067763929225e-08,7.9611830594047399e-20,8.8379371038625604e-12,2.8489157805872444e-15,1.4467645084790265e-13,3.3305837533188842e-10,9.956843693851476e-17,9.9906443607248551e-20,1.2536392298845183e-24,1.0476204965885676e-15,1.3254458608688698e-29,3.7332051321135101e-23,2.6145593348751912e-26,4.6215483427474427e-27,7.8389675316073337e-24,5.0949056733049649e-27
0.0005041193176316904,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104937682794489,0.099964788177455091,6.6468627976370342e-43,0.099964901665240496,7.6813230667397926e-23,8.2837543332020542e-12,2.5477956913948746e-08,2.9178626136046664e-13,6.8681300381958642e-22,8.5682742627781411e-08,3.9870782825580457e-26,6.4523948376560629e-15,1.0851042579853116e-17,1.3668565623172798e-23,2.8284929713297377e-20,1.5240040454391112e-23,1.3248500703900179e-28,0.0,3.5125796796979864e-05,3.5072847883928228e-05,8.6689169359435924e-08,2.3513614587744409e-12,2.5486864564388566e-08,8.0437926308638736e-20,8.9296612911880773e-12,2.9088441198651342e-15,1.4915870827850758e-13,3.3990895218673078e-10,1.0269238695073052e-16,1.0199052252058102e-19,1.3063052246012978e-24,1.0708476557688109e-15,1.4098822134695646e-29,3.7722367049132741e-23,2.6970585465596668e-26,4.8048990297138576e-27,8.083227653244552e-24,5.3635487585355432e-27
0.0005087797300261142,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104937577927468,0.099964787382636103,6.7717064712167982e-43,0.099964901429858158,7.8969884893322105e-23,8.4388907955384946e-12,2.5713492292040855e-08,2.9993164628828116e-13,7.1551663522086011e-22,8.6471729275413575e-08,4.2126846334774725e-26,6.5125003127277839e-15,1.1256794660220319e-17,1.4150622328381934e-23,2.9069681856218041e-20,1.5954147776819098e-23,1.3494688829111472e-28,0.0,3.5125796364840798e-05,3.5072847648746704e-05,8.7496559409190917e-08,2.3729988089279476e-12,2.572248167276081e-08,8.118141248099247e-20,9.012213063023362e-12,2.9633203489610656e-15,1.5326982417777489e-13,3.4613095271404299e-10,1.0555910492822343e-16,1.0388471573425802e-19,1.3551058374274768e-24,1.0919693866684986e-15,1.4896595206239177e-29,3.8073698707169029e-23,2.7727827707685643e-26,4.9743559941961776e-27,8.3072769762065766e-24,5.6148702238042933e-27
0.000513440142420538,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104937473044788,0.099964786587817864,6.8977118310635732e-43,0.099964901194475833,8.1166719559832313e-23,8.5954865955229207e-12,2.5949027681175907e-08,3.0822692651996819e-13,7.4513329561135272e-22,8.7260661381533501e-08,4.4488228138987969e-26,6.5726134693106155e-15,1.1673805411522093e-17,1.4644837612450396e-23,2.9868557059493337e-20,1.669467516756167e-23,1.3743159388975144e-28,0.0,3.5125795932731676e-05,3.5072847413561332e-05,8.8304052603847192e-08,2.3946346633520212e-12,2.5958098769517125e-08,8.1924898681700635e-20,9.0947648380060704e-12,3.0183090247029873e-15,1.5745515887651125e-13,3.5240632441290597e-10,1.0847857762273756e-16,1.0579645996553426e-19,1.4052592882013056e-24,1.113296926766893e-15,1.5731610178518092e-29,3.8425075245158999e-23,2.8499178059461617e-26,5.1480870524117969e-27,8.535355542078752e-24,5.8754899128171992e-27
0.0005181005548149618,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104937368146503,0.099964785793000485,7.024878876931057e-43,0.099964900959093508,8.3404118086982479e-23,8.7535422316401107e-12,2.618456308155654e-08,3.166734581795694e-13,7.7568282413537772e-22,8.8049539071155605e-08,4.6958820358786788e-26,6.6327342878452722e-15,1.2102280488809233e-17,1.5151394734619974e-23,3.0681667267349e-20,1.7462342480128342e-23,1.3993912779784782e-28,0.0,3.5125795500567769e-05,3.5072847178341604e-05,8.9111648664249118e-08,2.4162690255131343e-12,2.619371585445479e-08,8.266838491139135e-20,9.1773166162050704e-12,3.0738103221260252e-15,1.6171491983673166e-13,3.5873493157676212e-10,1.11451282306284e-16,1.0772575785430144e-19,1.456790265387499e-24,1.1348302354935066e-15,1.6605243355352058e-29,3.8776496541634846e-23,2.9284771150788438e-26,5.3261566252234938e-27,8.7674934694717417e-24,6.1456611693471088e-27
0.0005227609672093857,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104937263232637,0.099964784998183898,7.1532076085680468e-43,0.099964900723711225,8.5682449660733476e-23,8.9130581949820455e-12,2.642009849338697e-08,3.2527259713272661e-13,8.0718521085507082e-22,8.883836246902461e-08,4.9542621761377532e-26,6.692862746675931e-15,1.254242738325876e-17,1.5670477729461871e-23,3.1509123516923079e-20,1.8257880870743838e-23,1.4246949392350408e-28,0.0,3.5125795068421764e-05,3.5072846943113751e-05,8.9919347311073049e-08,2.4379018987946462e-12,2.6429332927369501e-08,8.3411871170717733e-20,9.2598683976936061e-12,3.1298244136716999e-15,1.6605003023489422e-13,3.6511663805148777e-10,1.1447769617272605e-16,1.096726126747137e-19,1.509723677659451e-24,1.156569272474796e-15,1.7518908751771331e-29,3.9127962475044341e-23,3.0084736606455346e-26,5.5086294061458852e-27,9.0037238864392604e-24,6.4256413148816495e-27
0.0005274213796038095,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104937158303247,0.099964784203368157,7.2826980257185047e-43,0.09996490048832897,8.8002100647481241e-23,9.0740349835971897e-12,2.6655633916873017e-08,3.3402569898303539e-13,8.3966070260564666e-22,8.9627131703827176e-08,5.2243739736845615e-26,6.7529988254353235e-15,1.2994455423316146e-17,1.6202271427191446e-23,3.2351037447517212e-20,1.9082034830863528e-23,1.4502269622820884e-28,0.0,3.5125794636218893e-05,3.5072846707850858e-05,9.072714825777396e-08,2.4595332867790879e-12,2.6664949988055338e-08,8.4155357460317904e-20,9.3424201825417617e-12,3.1863514742219721e-15,1.7046074185782272e-13,3.715513044104296e-10,1.175582963117026e-16,1.1163702712350134e-19,1.5640846540651172e-24,1.1785139974923232e-15,1.8474058793605972e-29,3.9479472920703169e-23,3.0899210090173819e-26,5.6955703682888772e-27,9.2440771337598017e-24,6.7156923641980586e-27
0.0005320817919982333,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104937053358375,0.099964783408553248,7.4133501281214729e-43,0.099964900252946742,9.0363441450166028e-23,9.2364730794651588e-12,2.6891169352222058e-08,3.4293411907836388e-13,8.7312973584018433e-22,9.0415846905385766e-08,5.5066392196480012e-26,6.8131425019065376e-15,1.3458575772621362e-17,1.674696142550058e-23,3.3207518163993984e-20,1.9935561058169397e-23,1.4759873854252947e-28,0.0,3.512579420402351e-05,3.5072846472576188e-05,9.153505121494527e-08,2.4811631929815641e-12,2.6900567036304836e-08,8.4898843780854674e-20,9.4249719708237686e-12,3.2433916730185137e-15,1.7494792654678717e-13,3.7803878946963418e-10,1.2069355973414891e-16,1.136190043552261e-19,1.6198985437307235e-24,1.2006643705282111e-15,1.9472184988037467e-29,3.9831027752672398e-23,3.1728321654616093e-26,5.8870447546420488e-27,9.4885853991663801e-24,7.0160806277962544e-27
0.0005367422043926571,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104936948398062,0.099964782613739187,7.5451639155106445e-43,0.099964900017564515,9.2766855381278825e-23,9.4003729736265158e-12,2.7126704799643254e-08,3.5199921247541936e-13,9.0761301199440329e-22,9.1204508207362788e-08,5.8014923876631238e-26,6.8732937545310043e-15,1.3935001662462141e-17,1.7304734190711551e-23,3.4078675861418717e-20,2.0819231066473166e-23,1.5019762477688983e-28,0.0,3.5125793771785972e-05,3.5072846237271858e-05,9.2343055885995083e-08,2.5027916211163424e-12,2.7136184071908744e-08,8.5642330132979512e-20,9.5075237626114525e-12,3.3009451824827549e-15,1.7951194712826029e-13,3.8457894871206764e-10,1.2388396333925951e-16,1.156185471554376e-19,1.6771909437978652e-24,1.2230203517614194e-15,2.0514823689487737e-29,4.0182626841893892e-23,3.2572205889900803e-26,6.0831181134686728e-27,9.7372793288926642e-24,7.3270776306154576e-27
0.0005414026167870809,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410493684342235,0.099964781818925957,7.6781393876158534e-43,0.099964899782182315,9.5212717576732772e-23,9.5657351474248842e-12,2.7362240259346931e-08,3.6122233403765433e-13,9.4313138600199581e-22,9.1993115744719575e-08,6.1093767022126426e-26,6.9334525607677906e-15,1.4423947719600806e-17,1.7875776759717174e-23,3.4964619262855507e-20,2.1733826001668945e-23,1.5281935875557747e-28,0.0,3.5125793339537896e-05,3.5072846001949328e-05,9.3151161971396071e-08,2.524418574859079e-12,2.7371801094656631e-08,8.6385816517360125e-20,9.5900755579792533e-12,3.3590121716325308e-15,1.8415352283022187e-13,3.9117163596415448e-10,1.2712998396480282e-16,1.1763565852937372e-19,1.7359876187490475e-24,1.2455819015179132e-15,2.1603542196288759e-29,4.0534270058027067e-23,3.3430994512016449e-26,6.2838561936559218e-27,9.9901902896691141e-24,7.6489582874296704e-27
0.0005460630291815047,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104936738431287,0.09996478102411363,7.8122765441613785e-43,0.099964899546800143,9.7701408134405682e-23,9.7325600813239092e-12,2.7597775731545075e-08,3.7060483836051898e-13,9.7970593848101658e-22,9.2781669655142166e-08,6.430747634546163e-26,6.9936188981935815e-15,1.4925630501853492e-17,1.8460276958525144e-23,3.5865456502974741e-20,2.2680140639352925e-23,1.5546394430408187e-28,0.0,3.512579290725064e-05,3.5072845766598269e-05,9.3959369166445815e-08,2.5460440580193628e-12,2.7607418104336434e-08,8.71293029346599e-20,9.6726273570005332e-12,3.4175928091755101e-15,1.8887310165442424e-13,3.9781670259703234e-10,1.3043209834932687e-16,1.1967034128435913e-19,1.7963145646910761e-24,1.2683489803286235e-15,2.2739951113009247e-29,4.0885957268483061e-23,3.4304820981430834e-26,6.4893250214476126e-27,1.0247348732468161e-23,7.9820023098569557e-27
0.0005507234415759285,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104936633424923,0.099964780229302136,7.9475753848660596e-43,0.099964899311417985,1.0023330248612784e-22,9.9008482504467692e-12,2.7833311216451287e-08,3.8014807977078761e-13,1.0173579682650021e-21,9.3570170078375169e-08,6.7660732658849358e-26,7.0537927435341443e-15,1.5440268523564708e-17,1.9058423400762207e-23,3.6781294935736536e-20,2.3658983473037921e-23,1.5813138519751843e-28,0.0,3.5125792474963154e-05,3.5072845531232837e-05,9.4767677162038063e-08,2.567668074393653e-12,2.7843035100734447e-08,8.7872789385558185e-20,9.7551791597511003e-12,3.4766872619453722e-15,1.9367142854502985e-13,4.0451399762464253e-10,1.3379078314229941e-16,1.2172259840521822e-19,1.8581980123620206e-24,1.2913215489388391e-15,2.3925705634549333e-29,4.1237688338752713e-23,3.5193817117823098e-26,6.6995909000013664e-27,1.0508785714080426e-23,8.3264942373245912e-27
0.0005553838539703523,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104936528403301,0.099964779434491544,8.08403590944376e-43,0.099964899076035882,1.0280878194738743e-22,1.0070600130135679e-11,2.8068846714280751e-08,3.8985341234000563e-13,1.0561089939999462e-21,9.4358617157044307e-08,7.1158338685224441e-26,7.1139740737250769e-15,1.5968082154887945e-17,1.967040544138542e-23,3.7712241514633341e-20,2.4671176359351148e-23,1.6082168522143442e-28,0.0,3.5125792042631236e-05,3.5072845295837062e-05,9.5576085643677912e-08,2.5892906279465722e-12,2.8078652083635396e-08,8.8616275870725878e-20,9.8377309663049954e-12,3.5362956968510565e-15,1.9854887613180341e-13,4.1126336755027613e-10,1.3720651489659917e-16,1.2379243262266465e-19,1.9216644151127602e-24,1.3144995682927331e-15,2.5162504065159898e-29,4.1589463131986939e-23,3.6098116809695346e-26,6.9147203930188827e-27,1.0774531166762044e-23,8.6827233122957538e-27
0.0005600442663647761,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104936423366463,0.099964778639681826,8.2216581176034377e-43,0.099964898840653765,1.0542822270390606e-22,1.0241816189317596e-11,2.8304382225250058e-08,3.9972218990329788e-13,1.0959807279621718e-21,9.5147011035740977e-08,7.4805214014244906e-26,7.1741628648018445e-15,1.6509293508999545e-17,2.0296413118695332e-23,3.8658402207049856e-20,2.5717553582038303e-23,1.6353484810164471e-28,0.0,3.5125791610296262e-05,3.5072845060425952e-05,9.6384594292576531e-08,2.6109117226013204e-12,2.8314269052822597e-08,8.9359762390852269e-20,9.9202827767391543e-12,3.5964182785505112e-15,2.035061924907343e-13,4.1806465653467311e-10,1.4067977008884397e-16,1.2587984688242142e-19,1.9867404353066989e-24,1.3378829995324283e-15,2.6452086034453911e-29,4.1941281509463128e-23,3.7017852141418899e-26,7.1347803044715274e-27,1.1044615739963459e-23,9.0509831507497718e-27
0.0005647046787592,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104936318314471,0.099964777844872982,8.3604420090490517e-43,0.099964898605271704,1.0809200477277146e-22,1.041449689670423e-11,2.8539917749577392e-08,4.0975576604090508e-13,1.1369951004321977e-21,9.593535186186024e-08,7.8606405502714241e-26,7.2343590928379828e-15,1.7064126574201112e-17,2.0936637202179958e-23,3.9619882638125693e-20,2.6798963054403678e-23,1.6627087756970904e-28,0.0,3.5125791177929303e-05,3.5072844824989133e-05,9.7193202784653028e-08,2.6325313624394226e-12,2.8549886008077774e-08,9.010324894662016e-20,1.0002834591129088e-11,3.6570551716246413e-15,2.0854381225183892e-13,4.2491770624655884e-10,1.4421102510022125e-16,1.2798484392740665e-19,2.0534529602355234e-24,1.3614718040066522e-15,2.7796236175517137e-29,4.2293143330159987e-23,3.7953156544999009e-26,7.3598376953175541e-27,1.1319069213617036e-23,9.4315721654684338e-27
0.0005693650911536238,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104936213247358,0.09996477705006504,8.5003875834792749e-43,0.099964898369889657,1.1080050566532861e-22,1.0588642715480655e-11,2.8775453287482413e-08,4.1995549408360661e-13,1.1791742440833667e-21,9.6723639784574009e-08,8.2567088918002666e-26,7.2945627333636637e-15,1.7632807203193327e-17,2.1591269174951251e-23,4.059678746135446e-20,2.7916266085032308e-23,1.6902977730822632e-28,0.0,3.5125790745550751e-05,3.5072844589533957e-05,9.8001910792069784e-08,2.6541495515286901e-12,2.8785502949181157e-08,9.0846735538725378e-20,1.0085386409552249e-11,3.7182065387147199e-15,2.13662383066845e-13,4.3182235636320302e-10,1.4780075622812749e-16,1.301074265989402e-19,2.1218291007719783e-24,1.3852659432797074e-15,2.9196784705673746e-29,4.264504845141868e-23,3.8904162571024642e-26,7.5899598774057355e-27,1.159792157566343e-23,9.8247934835016597e-27
0.0005740255035480476,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104936108165187,0.099964776255258014,8.6414948405875519e-43,0.099964898134507596,1.1355410608824197e-22,1.0764254107818196e-11,2.9010988839186306e-08,4.3032272711699993e-13,1.2225405043499895e-21,9.7511874956248554e-08,8.6692568059272115e-26,7.3547737616523957e-15,1.8215563066313954e-17,2.2260501213005955e-23,4.1589220821022555e-20,2.9070337429374786e-23,1.7181155099551083e-28,0.0,3.5125790313139042e-05,3.5072844354052726e-05,9.8810717980793177e-08,2.6757662940854077e-12,2.9021119875911471e-08,9.1590222167860969e-20,1.0167938232085364e-11,3.77987254210511e-15,2.1886236453092241e-13,4.3877844355392576e-10,1.5144943968024463e-16,1.3224759762608583e-19,2.1918961858163945e-24,1.4092653791209409e-15,3.065560711604884e-29,4.2996996727886457e-23,3.9871003893334271e-26,7.8252144061255731e-27,1.1881202297480738e-23,1.023095496438515e-26
0.0005786859159424714,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104936003067995,0.099964775460451891,8.7837637800621002e-43,0.099964897899125604,1.1635318338158426e-22,1.0941331528322166e-11,2.924652440491169e-08,4.4085881798807747e-13,1.2671164250889334e-21,9.8300057531319755e-08,9.0988276073403785e-26,7.4149921524535868e-15,1.8812623639741506e-17,2.2944526168440346e-23,4.2597285558255792e-20,3.0262065065512588e-23,1.7461620224555608e-28,0.0,3.5125789880714946e-05,3.5072844118552941e-05,9.9619624012485121e-08,2.6973815943165649e-12,2.9256736788046007e-08,9.233370883473246e-20,1.0250490058806973e-11,3.8420533414243242e-15,2.2414439633533549e-13,4.4578580223675508e-10,1.5515755158371559e-16,1.344053597920231e-19,2.2636817608231722e-24,1.4334700735240592e-15,3.2174624636628882e-29,4.3348988012335372e-23,4.0853813002393097e-26,8.0656690745617302e-27,1.216894081220461e-23,1.0650369121169416e-26
