Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(28),CO2X(29),HX(19),CH3X(22),OX(20),OCX(21),COX(32),H2X(31),CH2X(58),CHX(26),C2H6X(34),HOX(23),C2H5X(33),CH2(48),C3H8X(38),HOCXO(25),H2OX(30),CH4OX(41),CXHO(27),C2H4OX(44)
2.946765481604209e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24108267334653782,0.099975403266038126,4.0730077741040029e-63,0.099987582080501125,2.8207110184601507e-44,8.2363675185062692e-31,1.4907454647589697e-15,1.277399660239759e-26,5.1196917257678538e-49,3.5181120191908965e-15,4.9744967795121945e-52,6.4199213527876085e-26,4.0971912795673993e-38,2.2316507232168579e-43,9.1200905101252711e-40,1.2753814339778472e-48,1.371173383213082e-42,0.0,2.4596733956829483e-05,1.2417919497386258e-05,5.0316902023778416e-15,1.5135404491960348e-15,1.4908303181422311e-15,1.4700897116389861e-23,8.4838682389643594e-20,7.6639182401619055e-35,1.8616347697046812e-20,1.671113974000563e-22,1.6032003497327186e-30,2.5314763546711179e-29,2.2403748238147781e-40,4.66393767932415e-37,4.6239845580771926e-56,2.1513757670442963e-30,1.2796543876328226e-48,1.6346853736819154e-47,8.2888282101765138e-39,1.0852446698702304e-52
2.970383990108605e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24108249293370024,0.099975302071467945,4.1717206449999766e-63,0.099987502862233707,2.9039944763958375e-44,8.435971975425573e-31,1.5026910238366319e-15,1.2943688891527596e-26,5.2441662106641288e-49,3.5567909251925568e-15,5.0987555074077115e-52,6.5232305861179219e-26,4.1919273263558282e-38,2.2842273702723476e-43,9.2673290467892621e-40,1.2989478108532375e-48,1.4007627996071545e-42,0.0,2.4697928526979704e-05,1.2497137764771874e-05,5.0720102979258197e-15,1.5151812223864599e-15,1.5027771633587459e-15,1.4700901186633702e-23,8.6124821238279403e-20,7.8981226834721224e-35,1.8819506877848364e-20,1.7045747290322935e-22,1.6359272628805684e-30,2.563069411791779e-29,2.2700530948817199e-40,4.811374901739242e-37,4.775659723154021e-56,2.1689232118176375e-30,1.3274836050943264e-48,1.6861013991404102e-47,8.3554717713850757e-39,1.1131747509558306e-52
2.9940024986130014e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.241082313770281,0.09997520184927855,4.2720155603805155e-63,0.099987423921003848,2.9889851268848254e-44,8.63877514311582e-31,1.5146365471641745e-15,1.3113744190366927e-26,5.3706420177145997e-49,3.5955111826617403e-15,5.2247857120196965e-52,6.6273642124893393e-26,4.2879113609985792e-38,2.3375138471961831e-43,9.415746629988021e-40,1.3227282983214029e-48,1.430719665537668e-42,0.0,2.4798150716321858e-05,1.2576078994628094e-05,5.1123302929786709e-15,1.5167805431364067e-15,1.5147239813078667e-15,1.4700905450937918e-23,8.7419442812349353e-20,8.1374463608593297e-35,1.9022850477588867e-20,1.7383987985623996e-22,1.6689571913983713e-30,2.5947433761107165e-29,2.2997926986878459e-40,4.9620556659875107e-37,4.9306804421554569e-56,2.1864705903492503e-30,1.3766630355462817e-48,1.7386159065520182e-47,8.4221155110748707e-39,1.1415538861734669e-52
3.0176210071173976e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24108213584596799,0.099975102590127041,4.3739050935624387e-63,0.099987345255842353,3.0757021424658928e-44,8.8448024382583548e-31,1.5265820349228515e-15,1.3284153695923614e-26,5.4991351070455898e-49,3.6342717461698013e-15,5.3525907900563551e-52,6.7323222275896434e-26,4.3851459271531122e-38,2.3915117538238562e-43,9.5653432620393243e-40,1.3467226533285512e-48,1.461044913027693e-42,0.0,2.4897409867808186e-05,1.2654744156107684e-05,5.1526501883374723e-15,1.5183394576867315e-15,1.5266707721459946e-15,1.4700909902773239e-23,8.8722522259176917e-20,8.3819560085736659e-35,1.9226372883593339e-20,1.7725865068601808e-22,1.7022881551150922e-30,2.6264969568287729e-29,2.3295921075928573e-40,5.1160187409053677e-37,5.0890803536865416e-56,2.2040179031186181e-30,1.4272181878017503e-48,1.7922403127332809e-47,8.4887594106318964e-39,1.170384540354359e-52
3.041239515621794e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410819591505422,0.09997500428476018,4.4774018177972124e-63,0.099987266865783464,3.1641647155716219e-44,9.054079277368366e-31,1.5385274872927124e-15,1.3454908808790822e-26,5.6296614387959152e-49,3.6730715966744078e-15,5.4821740203699701e-52,6.8381046271229419e-26,4.4836335050629984e-38,2.4462226527921608e-43,9.7161189453249736e-40,1.3709306336733881e-48,1.4917394592245832e-42,0.0,2.4995715234623166e-05,1.2733134214970052e-05,5.1929699847962558e-15,1.5198589858846446e-15,1.5386175360283999e-15,1.4700914547374848e-23,9.0034034799069962e-20,8.6317186068091698e-35,1.9430068625046335e-20,1.8071381682923335e-22,1.7359181617461704e-30,2.6583288837256731e-29,2.3594498300773517e-40,5.2733029182746667e-37,5.2508928451417915e-56,2.2215651506014964e-30,1.479174798841105e-48,1.846985986695936e-47,8.5554034673641239e-39,1.1996691514226109e-52
3.06485802412619e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24108178367387711,0.099974906924013701,4.5825183062714517e-63,0.099987188749864855,3.254392057880766e-44,9.2666310767965181e-31,1.5504729044526086e-15,1.3626001128941088e-26,5.7622369731565842e-49,3.7119097408538891e-15,5.6135385673063668e-52,6.9447114068095205e-26,4.583376513059247e-38,2.501648070434309e-43,9.8680736822967801e-40,1.3953519987759976e-48,1.5228042066371354e-42,0.0,2.5093075981045957e-05,1.2811250133593132e-05,5.2332896831420696e-15,1.5213401218494374e-15,1.5505642731092261e-15,1.4700919383128113e-23,9.1353955725104341e-20,8.8868013770536857e-35,1.9633932369412836e-20,1.8420540875733159e-22,1.7698452078231907e-30,2.6902379068320102e-29,2.3893644099782546e-40,5.4339470114304484e-37,5.416151050870256e-56,2.2391123332699458e-30,1.5325588329422732e-48,1.9028642489832631e-47,8.6220477191291578e-39,1.2294101306484275e-52
3.0884765326305864e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24108160940593742,0.099974810498811406,4.6892671321074223e-63,0.099987110907127433,3.3464033996861856e-44,9.4824832527305812e-31,1.5624182865802039e-15,1.3797422451580277e-26,5.8968776703550477e-49,3.7507852104583752e-15,5.7466874839809289e-52,7.0521425623857118e-26,4.6843773090297356e-38,2.5577894976557425e-43,1.0021207475469381e-39,1.419986509473207e-48,1.5542400433689691e-42,0.0,2.5189501183304658e-05,1.288909287098529e-05,5.2736092841550411e-15,1.5227838346214136e-15,1.5625109835415043e-15,1.4700924400794981e-23,9.2682260402908639e-20,9.1472717794675594e-35,1.9837958918949346e-20,1.8773345600094025e-22,1.8040672795966829e-30,2.7222227961064703e-29,2.419334425735592e-40,5.5979898539206162e-37,5.584887850496378e-56,2.2566594515923635e-30,1.5873964808034768e-48,1.9598863710372362e-47,8.6886921436601547e-39,1.2596098629019027e-52
3.112095041134983e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24108143633677845,0.099974715000164263,4.7976608683635282e-63,0.099987033336615599,3.4402179892780425e-44,9.7016612211970117e-31,1.5743636338519861e-15,1.3969164763061991e-26,6.0335994906245473e-49,3.7896970616772995e-15,5.8816237154817749e-52,7.1603980896037431e-26,4.7866381918572585e-38,2.6146483907908931e-43,1.0175520327418741e-39,1.4448339275582302e-48,1.5860478433481887e-42,0.0,2.5284999830422255e-05,1.2966663382797107e-05,5.3139287886084369e-15,1.5241910687944531e-15,1.5744576674771591e-15,1.4700929607065026e-23,9.401892427044925e-20,9.4131975102908255e-35,2.0042143207303126e-20,1.9129798717365755e-22,1.8385823539125847e-30,2.7542823411181862e-29,2.4493584896507445e-40,5.7654702982159903e-37,5.7571358673919397e-56,2.2742065060335116e-30,1.6437141586588113e-48,2.0180635745956781e-47,8.7553367278139925e-39,1.29027070690712e-52
3.135713549639379e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24108126445654521,0.099974620419169588,4.9077120880348058e-63,0.099986956037377062,3.5358550923419108e-44,9.9241903980625615e-31,1.5863089464432738e-15,1.4141220236863198e-26,6.1724183942584727e-49,3.8286443745228573e-15,6.0183501020007428e-52,7.2694779842316018e-26,4.890161402826637e-38,2.6722261724411511e-43,1.0331012240791211e-39,1.4698940167713502e-48,1.6182284665533805e-42,0.0,2.5379580825054498e-05,1.3043962621333197e-05,5.354248197268727e-15,1.525562745132626e-15,1.586404325067019e-15,1.4700935002320627e-23,9.536392283781621e-20,9.6846464992785322e-35,2.0246480296197075e-20,1.9489902999524157e-22,1.8733883990629133e-30,2.7864153507341733e-29,2.4794352471562725e-40,5.9364272144692209e-37,5.9329274672944002e-56,2.2917534970545466e-30,1.7015385073869735e-48,2.0774070311186321e-47,8.8219815241386572e-39,1.3213949954967318e-52
3.159332058143775e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24108109375547168,0.099974526747010267,5.019433364053403e-63,0.099986879008462815,3.6333339913714878e-44,1.0150096199035815e-30,1.5982542245282274e-15,1.4313581229621546e-26,6.3133503415984804e-49,3.8676262522290164e-15,6.1568693818928997e-52,7.3793822420528916e-26,4.9949491270014144e-38,2.7305242322943192e-43,1.0487683218295206e-39,1.4951665426511213e-48,1.6507827592360129e-42,0.0,2.547325298431973e-05,1.3120991535563932e-05,5.3945675108956514e-15,1.5268997611712504e-15,1.5983509564608271e-15,1.4700940573688574e-23,9.6717231687009726e-20,9.9616869071639693e-35,2.0450965372198328e-20,1.98536611314214e-22,1.9084833756111646e-30,2.8186206528117311e-29,2.509563376097396e-40,6.1108994893211005e-37,6.112294757066996e-56,2.3093004251130536e-30,1.760896391613487e-48,2.1379278612431731e-47,8.8886265085903463e-39,1.3529850358666884e-52
3.1829505666481715e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24108092422387975,0.099974433974953938,5.1328372692890722e-63,0.099986802248927212,3.7326739850956102e-44,1.0379404039668755e-30,1.6101994682798583e-15,1.4486240277234795e-26,6.4564112929813618e-49,3.9066418206656751e-15,6.2971841946653638e-52,7.4901108588667105e-26,5.1010034945706047e-38,2.789543927925814e-43,1.0645533262697132e-39,1.5206512716919696e-48,1.683711554139287e-42,0.0,2.5566025040620726e-05,1.3197751071137151e-05,5.4348867302422718e-15,1.5282029918027936e-15,1.6102975618072486e-15,1.4700946329101709e-23,9.8078826471727343e-20,1.0244387123149406e-34,2.0655593743568355e-20,2.022107571298934e-22,1.943865237192981e-30,2.8508970938957571e-29,2.5397415860251907e-40,6.2889260247527962e-37,6.2952695835961019e-56,2.3268472906630706e-30,1.8218148988067069e-48,2.1996371342659048e-47,8.9552716513200646e-39,1.3850431098307509e-52
3.230187583656964e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24108058863086385,0.099974251096639238,5.3647432585814135e-63,0.099986649534225994,3.9370145294136129e-44,1.0848327501347577e-30,1.6340898534695094e-15,1.4832423554099994e-26,6.7489840496350927e-49,3.9847706430139608e-15,6.5832104999065637e-52,7.7140411527448949e-26,5.3169204140775803e-38,2.9097535008987881e-43,1.0964770562727052e-39,1.5722564177687918e-48,1.7506959153193577e-42,0.0,2.5748903355219368e-05,1.3350465772359508e-05,5.5155248890738363e-15,1.5307114865764609e-15,1.6341906949472586e-15,1.4700958386089069e-23,1.0082677681974027e-19,1.0827041663777367e-34,2.1065262195781046e-20,2.0966884212959522e-22,2.0154813999360915e-30,2.9156588709302891e-29,2.6002432414391824e-40,6.655797555521112e-37,6.6721679292160288e-56,2.3619408360362369e-30,1.9484432407019486e-48,2.3266650266384367e-47,9.0885625291092429e-39,1.4505723604512521e-52
3.272700898964877e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24108029050145996,0.099974089498610599,5.5793393706352051e-63,0.09998651300285076,4.1274798809492295e-44,1.1282248558158951e-30,1.6555910844326835e-15,1.5144936506931396e-26,7.0197408396323553e-49,4.0551934797377957e-15,6.8467994544112397e-52,7.9183976831584193e-26,5.5155978545076048e-38,3.0204230999454011e-43,1.1256116570146089e-39,1.6194244829532712e-48,1.8122707230206088e-42,0.0,2.5910501383789929e-05,1.3486997147574476e-05,5.5880989170037994e-15,1.5328619189773044e-15,1.6556944271608745e-15,1.4700969844188739e-23,1.0332802725080742e-19,1.1371477965130078e-34,2.1434409190183097e-20,2.1650641339368166e-22,2.0808964491752673e-30,2.9741765663930358e-29,2.6548536873398979e-40,6.9985280451209374e-37,7.0240283496270914e-56,2.3935248175764183e-30,2.0680223507131611e-48,2.4451645837395743e-47,9.2085250885402595e-39,1.5111717414507273e-52
3.31521421427279e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107999601460084,0.099973930684896004,5.7995827318201686e-63,0.099986377329706277,4.3242759975152382e-44,1.1727587479133108e-30,1.677092206795023e-15,1.5458306869882786e-26,7.2976438201271449e-49,4.1257128556911021e-15,7.1162427683888211e-52,8.1254250720686357e-26,5.7184099763598e-38,3.1334505251308019e-43,1.1551282801099444e-39,1.6672765450328423e-48,1.875071273740932e-42,0.0,2.6069315098332643e-05,1.3622670292024219e-05,5.6606726508784795e-15,1.5349155169437954e-15,1.6771980772447085e-15,1.4700981876536495e-23,1.0585574873387528e-19,1.1935325816368561e-34,2.1803952741322448e-20,2.2346282136866641e-22,2.14720894380317e-30,3.0329076368426579e-29,2.7096077034778134e-40,7.3533799316849098e-37,7.388060500484826e-56,2.4251086034913543e-30,2.1930892318201729e-48,2.5676844498853458e-47,9.328488313610189e-39,1.5733219049562169e-52
3.357727529580703e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107970511692048,0.099973774607525767,6.0255466649178906e-63,0.099986242509396167,4.5275159457803135e-44,1.2184492482303003e-30,1.6985932215251881e-15,1.5772497102879039e-26,7.5827860734149038e-49,4.1963244194336881e-15,7.3915526300761112e-52,8.3351232955180691e-26,5.9253673857043473e-38,3.2488426318728372e-43,1.1850269274079391e-39,1.7158113117040508e-48,1.939101963198341e-42,0.0,2.622539246851151e-05,1.3757490602116614e-05,5.7332460948562425e-15,1.5368766361208219e-15,1.6987016460279975e-15,1.4700994468978007e-23,1.0840980184594773e-19,1.2518992003493353e-34,2.2173869500162754e-20,2.305381896843223e-22,2.2144067958525665e-30,3.0918459928740851e-29,2.7644988215335414e-40,7.7205805105880808e-37,7.7644406135810443e-56,2.4566921963046298e-30,2.3238097946176896e-48,2.6942872661071615e-47,9.4484521933196377e-39,1.6370352741008622e-52
3.400240844888616e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107941775591318,0.099973621219356629,6.2573044920916601e-63,0.099986108536557969,4.7373129217683708e-44,1.2653111784174387e-30,1.7200941295804973e-15,1.6087471258263491e-26,7.8752606823702881e-49,4.2670240152728904e-15,7.6727404048816259e-52,8.5474923297012624e-26,6.1364802101427755e-38,3.3666059963773923e-43,1.2153076007092994e-39,1.7650275140203538e-48,2.0043670615950741e-42,0.0,2.6378780637558217e-05,1.3891463440300162e-05,5.8058192530300671e-15,1.5387494363382628e-15,1.7202051343293737e-15,1.4701007609688172e-23,1.1099004789992009e-19,1.3122885519950994e-34,2.2544137170011597e-20,2.3773263463068788e-22,2.2824779004772657e-30,3.1509857187289087e-29,2.8195208537197653e-40,8.1003571611342677e-37,8.153342146539304e-56,2.4882755985048937e-30,2.4603522150624263e-48,2.8250351020197524e-47,9.5684168085269733e-39,1.7023240257974826e-52
3.442754160196529e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107913387991914,0.09997347047405758,6.4949295348948302e-63,0.099985975405862973,4.9537802422032534e-44,1.313359359975199e-30,1.7415949319070902e-15,1.6403194917685793e-26,8.1751607303512174e-49,4.337807674455087e-15,7.9598166806616663e-52,8.7625321509623893e-26,6.3517581196072348e-38,3.4867469279302165e-43,1.2459703019574223e-39,1.8149239055171796e-48,2.0708707171989154e-42,0.0,2.6529525936514903e-05,1.4024594135278222e-05,5.8783921294286068e-15,1.5405378904206539e-15,1.7417085429570204e-15,1.470102130759313e-23,1.135963489406652e-19,1.3747417523639234e-34,2.2914734459159709e-20,2.4504626548931833e-22,2.3514101473266371e-30,3.2103210673421643e-29,2.8746678814030371e-40,8.4929373315202807e-37,8.5549357816218204e-56,2.5198588125463788e-30,2.6028869165847582e-48,2.9599894501253059e-47,9.6883821777037223e-39,1.7692000954159086e-52
3.485267475504442e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107885343811042,0.099973322326095806,6.7384951142790321e-63,0.099985843112016012,5.1770313362478152e-44,1.3626086142565125e-30,1.7630956294400892e-15,1.6719635131096729e-26,8.482579301210066e-49,4.4086716067584455e-15,8.2527913108993793e-52,8.9802427357928943e-26,6.5712103463018902e-38,3.6092714806614966e-43,1.2770150332272099e-39,1.8654992625757419e-48,2.1386169598209891e-42,0.0,2.6677673898227845e-05,1.4156887982221839e-05,5.950964728017239e-15,1.5422457925955614e-15,1.7632118727088331e-15,1.4701035547998182e-23,1.1622856774114159e-19,1.4393001294761472e-34,2.3285641035677996e-20,2.5247918484943789e-22,2.4211914312441768e-30,3.2698464555323155e-29,2.9299342441255229e-40,8.8985485249407148e-37,8.9693894278263404e-56,2.551441840849408e-30,2.7515865520835624e-48,3.0992112208291907e-47,9.8083482795728623e-39,1.837675181507063e-52
3.527780790812355e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107857638047667,0.099973176730722868,6.988074550602264e-63,0.099985711649755241,5.4071797376114821e-44,1.4130737624692765e-30,1.7845962231037552e-15,1.7036760357794899e-26,8.7976094793155302e-49,4.4796121924608002e-15,8.5516734559018799e-52,9.2006240608291925e-26,6.7948457038348771e-38,3.7341854648138831e-43,1.3084417966129145e-39,1.9167523844460985e-48,2.2076097041951419e-42,0.0,2.682326927110209e-05,1.4288350242981218e-05,6.0235370526990874e-15,1.5438767665268164e-15,1.7847151243725716e-15,1.4701050312214355e-23,1.1888656779852251e-19,1.5060052194495338e-34,2.3656837484231611e-20,2.6003148890997776e-22,2.4918096623327494e-30,3.3295564593273355e-29,2.9853145290022406e-40,9.3174182867338733e-37,9.3968682259911778e-56,2.5830246858008997e-30,2.9066259858205146e-48,3.2427607381160457e-47,9.9283151465243433e-39,1.9077607503755436e-52
3.570294106120268e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107830265781177,0.099973033643961262,7.2437411636368464e-63,0.099985581013851896,5.6443390770230431e-44,1.4647696256788059e-30,1.806096713811649e-15,1.7354540409528012e-26,9.1203443496046743e-49,4.5506259746761563e-15,8.8564716220293531e-52,9.4236761028503905e-26,7.0226726055477343e-38,3.8614944575177129e-43,1.3402505942539885e-39,1.9686820941548899e-48,2.2778527532592403e-42,0.0,2.6966356032615061e-05,1.4418986146295858e-05,6.0961091073160504e-15,1.5454342729791211e-15,1.8062182987260116e-15,1.4701065613860908e-23,1.2157021333034639e-19,1.5748987624479574e-34,2.4028305264876015e-20,2.6770326776774506e-22,2.5632527753962789e-30,3.3894458094264513e-29,3.0408035604938748e-40,9.7497741925435762e-37,9.8375345567954409e-56,2.6146073497548652e-30,3.0681822752234866e-48,3.3906977358701799e-47,1.0048282829997176e-38,1.9794680406603404e-52
3.612807421428181e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107803222169996,0.0999728930225912,7.5055682725772459e-63,0.099985451199110176,5.8886230750475664e-44,1.5177110248102322e-30,1.8275971024667776e-15,1.7672946395584525e-26,9.4508769976004288e-49,4.621709652036035e-15,9.1671936990552021e-52,9.6493988387760401e-26,7.2546990820851235e-38,3.991203813098945e-43,1.3724414283841712e-39,2.021287239053124e-48,2.3493498013428479e-42,0.0,2.7106977402597308e-05,1.4548800888003355e-05,6.1686808956497789e-15,1.5469216171377594e-15,1.8277213965370953e-15,1.4701081440174195e-23,1.2427936927068851e-19,1.6460226987090026e-34,2.4400026673707624e-20,2.7549460569261641e-22,2.635508738796596e-30,3.4495093867913623e-29,3.0963963905529795e-40,1.0195843837415774e-36,1.0291548051389674e-55,2.6461898350328943e-30,3.2364346526149934e-48,3.5430813547929484e-47,1.0168251334556796e-38,2.0528080678675159e-52
3.655320736736094e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107776502450295,0.09997275482413745,7.7736291960477824e-63,0.099985322200366891,6.1401455352335516e-44,1.5719127806508519e-30,1.8490973899617498e-15,1.79919506698314e-26,9.7893005094195008e-49,4.6928600716991499e-15,9.4838469957267796e-52,9.8777922456639642e-26,7.4909327982337765e-38,4.1233186729376965e-43,1.4050143012775282e-39,2.0745666909577228e-48,2.4221044372641516e-42,0.0,2.7245175856284664e-05,1.4677799631246843e-05,6.2412524214226725e-15,1.5483419555999939e-15,1.8492244185640788e-15,1.4701097765520828e-23,1.2701390126635342e-19,1.7194191646488142e-34,2.4771984805279561e-20,2.834055813903795e-22,2.7085655627526157e-30,3.5097422183629864e-29,3.1520882891296596e-40,1.0655854825771902e-36,1.0759065604456901e-55,2.6777721439246348e-30,3.4115645068788958e-48,3.6999701398826836e-47,1.0288220645555809e-38,2.1277916288817787e-52
3.697834052044007e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107750101934652,0.099972619006856514,8.0479972521101898e-63,0.099985194012491424,6.3990203375758509e-44,1.6273897138524244e-30,1.8705975771789231e-15,1.8311526779652939e-26,1.0135707971786598e-48,4.7640742226734324e-15,9.8064382735990269e-52,1.0108856300708058e-25,7.7313810690601606e-38,4.2578439748957157e-43,1.4379692152444543e-39,2.1285193461630187e-48,2.4961201473390028e-42,0.0,2.7380993137146396e-05,1.4805987506681178e-05,6.3138236882988371e-15,1.549698303054065e-15,1.8707273655556752e-15,1.4701114609735366e-23,1.2977367567308787e-19,1.7951304890424775e-34,2.5144163516697196e-20,2.9143626825382197e-22,2.7824113071086152e-30,3.570139472899731e-29,3.2078747350216747e-40,1.1130034762201145e-36,1.1240241389514985e-55,2.7093542786882696e-30,3.5937553650774095e-48,3.8614220384440704e-47,1.0408190808936968e-38,2.2044293064067123e-52
3.74034736735192e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107724016010806,0.099972485529724098,8.3287457582710939e-63,0.099985066630385408,6.6653614322834267e-44,1.6841566449334188e-30,1.8920976649905508e-15,1.863164941675367e-26,1.0490192472057862e-48,4.8353492294381497e-15,1.0134973779199349e-51,1.0342590981236184e-25,7.9760508753695829e-38,4.394784462327511e-43,1.4713061726879227e-39,2.1831441255719661e-48,2.5714003183041848e-42,0.0,2.7514470269492396e-05,1.4933369612677788e-05,6.3863946998850361e-15,1.5509935386580925e-15,1.8922302382511983e-15,1.4701131963966373e-23,1.3255855955181473e-19,1.873199189278746e-34,2.5516547393327178e-20,2.9958673460253027e-22,2.8570340885927539e-30,3.6306964569344161e-29,3.2637514070702913e-40,1.1618611243025637e-36,1.1735226876306864e-55,2.7409362415509777e-30,3.7831928740288354e-48,4.0274943986007057e-47,1.0528161874802259e-38,2.2827314733369187e-52
3.782860682659833e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107698240140377,0.099972354352422674,8.6159480314893381e-63,0.099984940048982548,6.9392828338403705e-44,1.7422283942812171e-30,1.9135976542589245e-15,1.8952294369781929e-26,1.0852847098228437e-48,4.9066823458533028e-15,1.046945927458584e-51,1.0578996264708068e-25,8.2249488785111205e-38,4.5341446926904632e-43,1.5050251760758054e-39,2.2384399746943439e-48,2.6479482401572218e-42,0.0,2.764564757086287e-05,1.50599510155282e-05,6.4589654597316273e-15,1.5522304121316823e-15,1.913733037380702e-15,1.4701149792191917e-23,1.3536842066488701e-19,1.9536679676877754e-34,2.5889121716051168e-20,3.0785704391188054e-22,2.9324220875879995e-30,3.6914086108466056e-29,3.3197141756938634e-40,1.2121811848592619e-36,1.2244170850123061e-55,2.7725180347093975e-30,3.9800647818562858e-48,4.1982439682837217e-47,1.0648133805572593e-38,2.3627082970627756e-52
3.825373997967746e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107672769857622,0.099972225435329243,8.9096773881831945e-63,0.0999848142632484,7.2208986153486474e-44,1.8016197821542637e-30,1.9350975458365139e-15,1.9273438478726298e-26,1.122376493894814e-48,4.9780709493433189e-15,1.0809900066362522e-51,1.0818072128713242e-25,8.4780814345534091e-38,4.6759290457695773e-43,1.5391262279052116e-39,2.2944058636234126e-48,2.7257671089150997e-42,0.0,2.777456466420438e-05,1.5185736749646331e-05,6.5315359713334829e-15,1.553411549573207e-15,1.9352357636651166e-15,1.4701168120534459e-23,1.3820312747236274e-19,2.0365797079404365e-34,2.6261872429994539e-20,3.1624725503171021e-22,3.0085635544379895e-30,3.7522715050470915e-29,3.3757590947418065e-40,1.2639864136248311e-36,1.2767219432901332e-55,2.8040996603300761e-30,4.1845609195176077e-48,4.3737268946691918e-47,1.076810661711053e-38,2.4443697437188866e-52
3.867887313275659e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107647600768239,0.099972098739503551,9.2100071442374899e-63,0.099984689268180257,7.5103229031408269e-44,1.8623456286841743e-30,1.9565973405661126e-15,1.9595059591034192e-26,1.160303908356344e-48,5.0495125353421414e-15,1.1156301033216458e-51,1.1059818550969009e-25,8.73545460785663e-38,4.8201417315327922e-43,1.5736093307406159e-39,2.3510407870869935e-48,2.8048600292943544e-42,0.0,2.7901260489836e-05,1.531073181776944e-05,6.6041062381308886e-15,1.554539459015694e-15,1.9567384178163894e-15,1.4701186947511581e-23,1.4106254912829971e-19,2.1219774715177185e-34,2.6634786114660468e-20,3.2475742239515534e-22,3.0854468153104961e-30,3.8132808362711208e-29,3.4318823936634116e-40,1.3172995633948878e-36,1.3304516105950952e-55,2.8356811205499178e-30,4.396873182326474e-48,4.5539987240372124e-47,1.0888080402430726e-38,2.527725582373602e-52
3.910400628583572e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107622728548153,0.099971974226676086,9.5170106150105816e-63,0.099984565058806874,7.8076698716518192e-44,1.9244207538777944e-30,1.9780970392809652e-15,1.9917136519403216e-26,1.1990762622115031e-48,5.1210047119876795e-15,1.1508666652038908e-51,1.1304235509318452e-25,8.9970741840645436e-38,4.9667867976319527e-43,1.6084744872143203e-39,2.4083437643021185e-48,2.885230017314815e-42,0.0,2.8025773317209598e-05,1.5434941191157836e-05,6.6766762635104406e-15,1.5556165357333074e-15,1.9782410005376089e-15,1.4701206223029432e-23,1.439465554770707e-19,2.2099044942488182e-34,2.7007849955404972e-20,3.3338759621810725e-22,3.1630602776397275e-30,3.8744324239772261e-29,3.4880804699870334e-40,1.3721433834466976e-36,1.3856201734160325e-55,2.8672624174766175e-30,4.6171955114739521e-48,4.7391144020274014e-47,1.1008055118035511e-38,2.6127853891551651e-52
