Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(28),OX(20)
0.0,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.19037330412040465,0.10000000000000001,0.10000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.46252850446914e-24,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.19037330412040465,0.10000000000000001,0.10000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4307714372652181e-18,3.0224198744640457e-19
2.6495079812513593e-23,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.19037330412040465,0.10000000000000001,0.10000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8061600243420769e-18,8.4627756484993281e-19
6.05601824286025e-23,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.19037330412040465,0.099999999999999992,0.10000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5556937198493652e-17,1.9343487196569894e-18
1.286903876607803e-22,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.19037330412040462,0.099999999999999978,0.10000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3058491546788228e-17,4.1104910292711018e-18
2.649507981251359e-22,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.1903733041204046,0.099999999999999936,0.10000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8061600243343127e-17,8.4627756484993273e-18
5.374716190538471e-22,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.19037330412040451,0.099999999999999867,0.10000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.380678176363158e-16,1.7167344886955768e-17
1.0825132609112695e-21,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.19037330412040435,0.099999999999999728,0.099999999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7808025242171278e-16,3.4576483363868621e-17
2.1725965446261147e-21,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.19037330412040404,0.09999999999999945,0.099999999999999978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5810512199031312e-16,6.9394760317694191e-17
4.352763112055804e-21,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.1903733041204034,0.099999999999998895,0.099999999999999936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1181548611187392e-15,1.3903131422534485e-16
8.713096246915185e-21,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.19037330412040215,0.099999999999997771,0.099999999999999867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2382543393404942e-15,2.7830442204064422e-16
1.7433762516633944e-20,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.19037330412039963,0.099999999999995537,0.099999999999999728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4784532956436161e-15,5.5685063767123523e-16
3.4875095056071467e-20,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.1903733041203946,0.099999999999991054,0.09999999999999945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9588512076883005e-15,1.1139430689323864e-15
6.97577601349465e-20,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.19037330412038453,0.099999999999982089,0.099999999999998895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7919647029531438e-14,2.2281279314545642e-15
1.3952309029269657e-19,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.19037330412036438,0.099999999999964173,0.099999999999997785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5841238664232797e-14,4.4564976564984241e-15
2.790537506081967e-19,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.19037330412032408,0.099999999999928327,0.099999999999995551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1684421897695838e-14,8.9132371065841559e-15
