Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(33),CO2X(34),CH3X(22),HX(19),OCX(21),OX(20),COX(37),H2X(36),CH2X(134),CHX(26),C2H6X(39),HOX(23),C2H5X(38),C2H4X(51),CH2(T)(29),C2H3X(50),C3H6(146),C3H6X(159),C3H5X(157),C4H8(204),C4H8X(216),C4H7X(215),C3H5X(158),C5H10(244),SX(271),C4H8(254),C4H8X(332),C4H7X(268),C3H8X(43),C5H9X(269),C6H12(397),SX(411),C4H7X(207),C4H7(219),C4H7X(457)
4.782420939267752e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105406539440924,0.09996592504197542,1.7399296882369012e-59,0.099968452352435247,6.8276677005554662e-43,3.5132090281177928e-27,2.4181053501484908e-14,1.814552449767475e-25,4.2152859487073338e-42,8.0054590852591013e-14,8.3748377742914426e-50,1.6875401830953187e-23,1.0833445876081718e-35,2.0495210866965536e-43,4.6559914167006139e-34,1.7681737314242014e-35,2.2107894644561685e-42,7.3036735254958685e-51,3.4074957942908732e-05,3.1547647540534005e-05,1.5801756785312455e-15,8.1635689519684556e-14,1.4760326897556705e-23,2.4186788785396954e-14,5.7352691517209388e-18,9.4609037724159e-31,3.5998494961491763e-19,6.7678394233481002e-20,4.1921821552214921e-29,1.9666441480383663e-30,2.5525651162566227e-39,9.7938653056553587e-55,2.4935634978044e-32,3.86659221462584e-57,3.7662677130270015e-70,3.4106886201963558e-74,5.8113633445249603e-77,3.7897719195037725e-90,2.4957332935488185e-94,3.9385978843641323e-97,2.9056816722626282e-77,1.2249851347507879e-110,6.1814916279330373e-115,4.1649798345843544e-91,2.7428243848754767e-95,4.3285403717852533e-98,1.3781999400673279e-53,4.6587874366202878e-118,5.1869078976812164e-132,2.0837957974678401e-136,3.8971078813692208e-101,2.6517723327440402e-98,3.1275542057626422e-105
4.804968132474524e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105401735820745,0.099965912737070645,1.7646506300927063e-59,0.099968416621138242,6.9273263160085904e-43,3.563116439311608e-27,2.4295018378399406e-14,1.8233702336718427e-25,4.2751780083941474e-42,8.0439368148310087e-14,8.455835243714544e-50,1.7034729805236032e-23,1.0938140433076019e-35,2.0697916408676004e-43,4.6999879701330658e-34,1.7848819989970573e-35,2.2326341587313775e-42,7.4455928752107755e-51,3.4087262847310277e-05,3.1583378837401268e-05,1.5801853554118982e-15,8.2020481221274685e-14,1.4751502994377812e-23,2.4300791295721882e-14,5.7729025709729904e-18,9.6060910434288253e-31,3.6142627901502314e-19,6.8293890652771562e-20,4.2209591874476191e-29,1.9766224513628888e-30,2.6087312655993913e-39,1.0015373773289061e-54,2.5200498664102492e-32,3.9607878224599782e-57,3.8766851973139181e-70,3.5235598559990038e-74,6.0106281831108817e-77,3.9386635145216739e-90,2.6040924425149322e-94,4.1130876089706362e-97,3.0053140915555946e-77,1.2854328007056135e-110,6.5135323643270429e-115,4.3286125028596623e-91,2.8619116756131683e-95,4.5203055227697989e-98,1.395478269921862e-53,4.9122482152841391e-118,5.495493024592942e-132,2.2172417123572126e-136,4.0502415835986552e-101,2.7692718460024508e-98,3.2661578967800977e-105
4.827515325681296e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105396994913222,0.09996590065946552,1.7896046071954748e-59,0.099968381289668146,7.027960178669903e-43,3.613494162519019e-27,2.4408983142007579e-14,1.8321881231580001e-25,4.3356346726050891e-42,8.0824145232145881e-14,8.5372837415923978e-50,1.7194804912378324e-23,1.1043418207645097e-35,2.090164928410013e-43,4.7441913855647375e-34,1.8016688251253282e-35,2.2545893340303942e-42,7.5895682617942451e-51,3.4099340452041796e-05,3.1618710307412465e-05,1.5801950448836665e-15,8.2405272726053509e-14,1.4790107582111125e-23,2.4414793720389223e-14,5.8105635915395317e-18,9.7527669979008716e-31,3.6286516338437061e-19,6.8911844299651254e-20,4.2497614481623102e-29,1.9866047678172166e-30,2.5809610905581057e-39,1.0240732921727932e-54,2.5466986730700336e-32,4.0568092778804851e-57,3.9897866858517206e-70,3.6395819585259492e-74,6.2157205757752455e-77,4.0926487897950429e-90,2.7165936933821936e-94,4.2944156902151198e-97,3.1078602878877831e-77,1.3485522092590322e-110,6.8616708652467064e-115,4.4978431532937452e-91,2.9855511587457176e-95,4.7195860646881175e-98,1.4128789259956648e-53,5.1781851046823413e-118,5.820826936744872e-132,2.3585276637267279e-136,4.2086149666984114e-101,2.8913769903356196e-98,3.4101953155948468e-105
4.850062518888068e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105392315851129,0.09996588880496203,1.8147927125627294e-59,0.09996834635355073,7.1295742329891115e-43,3.6643444016761549e-27,2.4522947793850882e-14,1.8410061183996933e-25,4.3966585897914979e-42,8.1208922107146061e-14,8.6190943840484005e-50,1.7355627132404879e-23,1.1149169782819216e-35,2.1106409920031869e-43,4.7886016628409053e-34,1.8185342097502655e-35,2.2766550338645001e-42,7.7356211265852722e-51,3.4111194955158793e-05,3.1653646424702154e-05,1.58020474675395e-15,8.2790064036872022e-14,1.4764030823307509e-23,2.452879606044149e-14,5.8482518265785052e-18,9.9009392964939064e-31,3.6430160691244484e-19,6.9532251006207874e-20,4.2785886014434883e-29,1.9965910974687036e-30,2.5786100905227586e-39,1.0469989300312735e-54,2.5735102559185129e-32,4.1546829636896846e-57,4.1056240976924884e-70,3.7588265972437074e-74,6.4267818306048291e-77,4.2518763837889487e-90,2.8333739995019153e-94,4.4828154976512187e-97,3.2133909153025806e-77,1.4144478291706469e-110,7.2266039500761802e-115,4.672835140364136e-91,3.1138933467472162e-95,4.9266384719422405e-98,1.4304020520530301e-53,5.4571481775618671e-118,6.1637321409231447e-132,2.5080731389607968e-136,4.3723809558737294e-101,3.0182449656621402e-98,3.5598519567037092e-105
4.87260971209484e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105387697780015,0.09996587716943961,1.8402160392112455e-59,0.099968311808362006,7.232173426246659e-43,3.7156693606984652e-27,2.4636912335269754e-14,1.8498242195680854e-25,4.4582524084030662e-42,8.1593698776311806e-14,8.7012403687001398e-50,1.7517196445346516e-23,1.1255346790473398e-35,2.1312198743279128e-43,4.8332188018089593e-34,1.8354781528139251e-35,2.2988313017453269e-42,7.8837670338138572e-51,3.4122830477189523e-05,3.168819161333586e-05,1.5802144608332595e-15,8.3174855156537699e-14,1.4743553446907803e-23,2.4642798316907975e-14,5.8859668946700756e-18,1.0050615599803181e-30,3.6573561378126659e-19,7.015510661167082e-20,4.3074403159170205e-29,2.006581440383562e-30,2.6499850437617851e-39,1.0703189772768874e-54,2.6004849530911588e-32,4.2544355163830796e-57,4.2242501007925249e-70,3.8813667003278238e-74,6.6439559824836291e-77,4.4164985317027439e-90,2.9545741385552584e-94,4.6785271941364019e-97,3.3219779912419875e-77,1.4832276864895293e-110,7.6090550065432246e-115,4.8537557713788154e-91,3.2470929550509527e-95,5.1417266848118843e-98,1.4480477847253593e-53,5.7497089624315255e-118,6.5250673256256086e-132,2.6663178879949389e-136,4.5416961774803184e-101,3.1500375486733264e-98,3.7153187160313727e-105
4.895156905301612e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105383139857972,0.099965865748853827,1.8658756801570645e-59,0.099968277649727322,7.3357627085537035e-43,3.767471243480743e-27,2.4750876767588427e-14,1.8586424268317936e-25,4.5204187768878493e-42,8.1978475242598342e-14,8.7838477305215065e-50,1.7679512831240046e-23,1.1362118097477751e-35,2.1519016180663549e-43,4.8780428023183845e-34,1.852500654259156e-35,2.3211181811848411e-42,8.0340276358324223e-51,3.4134251062566619e-05,3.1722350247870507e-05,1.5802241869351623e-15,8.3559646087815314e-14,1.4796755989430799e-23,2.4756800490804919e-14,5.9237084197406174e-18,1.0201803568357111e-30,3.671671881654112e-19,7.078040696239832e-20,4.3363162646951225e-29,2.0165757966268874e-30,2.6261578567830371e-39,1.0940381504659572e-54,2.6276231027241338e-32,4.3560938240041543e-57,4.3457181191644849e-70,4.007276470174465e-74,6.8673898323304854e-77,4.5866711347452789e-90,3.0803387997308431e-94,4.8817978998162086e-97,3.4336949161654222e-77,1.5550034678871756e-110,8.0097748674829784e-115,5.040776382610056e-91,3.3853089978580914e-95,5.3651222896740035e-98,1.4658162441020604e-53,6.0564611723730192e-118,6.9057287692094303e-132,2.8337227974436725e-136,4.7167210302751859e-101,3.286921203330124e-98,3.8767920213445972e-105
4.917704098508384e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105378641255473,0.099965854539234969,1.8917727284155071e-59,0.099968243873321191,7.4403470328521465e-43,3.8197522538971176e-27,2.486484109233415e-14,1.8674607403569301e-25,4.5831603436922935e-42,8.2363251508915795e-14,8.866834172473738e-50,1.7842576270128142e-23,1.1469387987801232e-35,2.1726862659020328e-43,4.9230736642207123e-34,1.8696017140295859e-35,2.3435157156953349e-42,8.1864262368540573e-51,3.4145460681032275e-05,3.1756126653908341e-05,1.5802339248762318e-15,8.3944436833427409e-14,1.4770579146437123e-23,2.4870802583135706e-14,5.9614760309877748e-18,1.0354510862617081e-30,3.6859633423202596e-19,7.1408147911864648e-20,4.365216125315593e-29,2.0265741662626801e-30,2.6027834601537873e-39,1.1181611969871534e-54,2.6549250429542901e-32,4.4596850289399723e-57,4.470082340059751e-70,4.136631399019462e-74,7.0972329867104431e-77,4.7625538304054808e-90,3.2108166724416532e-94,5.0928818592592928e-97,3.5486164933554072e-77,1.6298906264799383e-110,8.4295427120603266e-115,5.2340724165221565e-91,3.528704885638016e-95,5.5971047026851167e-98,1.4837075682633437e-53,6.3780214549712905e-118,7.3066517957685633e-132,3.0107707979568759e-136,4.8976197577742709e-101,3.4290671934833818e-98,4.0444739651947938e-105
4.940251291715156e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105374201155155,0.099965843536686624,1.9179082770011841e-59,0.099968210474866342,7.5459313549146011e-43,3.8725145958010813e-27,2.4978805310795904e-14,1.8762791603071425e-25,4.6464797572612341e-42,8.2748027578130001e-14,8.9501285171508258e-50,1.8006386742059269e-23,1.1577047834635307e-35,2.1935738605198056e-43,4.9683113873694972e-34,1.8867813320696096e-35,2.3660239487894134e-42,8.3409778342874843e-51,3.4156463229017559e-05,3.178952510864506e-05,1.5802436744759983e-15,8.4329227396055278e-14,1.4732328878878389e-23,2.4984804594891031e-14,5.9992693628065618e-18,1.050874514297721e-30,3.7002305614084767e-19,7.2038325320647378e-20,4.3941395796818848e-29,2.0365765493538676e-30,2.6884276844921963e-39,1.1426928960028285e-54,2.6823911119191605e-32,4.5652365315486454e-57,4.5973977211849948e-70,4.2695082846649334e-74,7.3336378978215593e-77,4.9443100637277435e-90,3.3461605366004014e-94,5.3120406117884525e-97,3.6668189489109729e-77,1.7080084901886705e-110,8.8691669920087091e-115,5.4338235001034963e-91,3.6774485243414573e-95,5.8379613569760211e-98,1.5017218931982986e-53,6.7150301638717001e-118,7.7288122801212908e-132,3.197967805898444e-136,5.0845605216376949e-101,3.5766516976479949e-98,4.218572440402905e-105
4.962798484921928e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105369818751632,0.099965832737384269,1.9442834189280063e-59,0.099968177450133464,7.6525206333444104e-43,3.9257604730254918e-27,2.5092769424191193e-14,1.8850976868436519e-25,4.7103796660379255e-42,8.3132803453062977e-14,9.0338890082064797e-50,1.8170944227087614e-23,1.1685304685493927e-35,2.2145644446058485e-43,5.0137559716202817e-34,1.9040395083243767e-35,2.388642923979981e-42,8.497703272538197e-51,3.4167262530996176e-05,3.1822549841411328e-05,1.5802534355568977e-15,8.471401777833927e-14,1.480314933571721e-23,2.5098806527049052e-14,6.0370880547165099e-18,1.0664514069764198e-30,3.7144735804422066e-19,7.2670935056414708e-20,4.4230863140039674e-29,2.0465829459623278e-30,2.6759821601500712e-39,1.1676380569014235e-54,2.7100216477569443e-32,4.6727759872628723e-57,4.727719997955937e-70,4.4059852463135518e-74,7.5767599038589868e-77,5.1321071596016913e-90,3.4865273544727054e-94,5.5395431650532051e-97,3.7883799519296951e-77,1.789480372684035e-110,9.3294863834529759e-115,5.640213524313371e-91,3.8317124163476239e-95,6.0879878934090056e-98,1.5198593311813189e-53,7.0681521524813764e-118,8.1732282033213365e-132,3.3958437004715104e-136,5.2777154760128461e-101,3.7298559259617459e-98,4.399301278099574e-105
4.9853456781287e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105365493251321,0.099965822137574031,1.9708992472092002e-59,0.099968144794940553,7.7601198295756299e-43,3.9794920893825872e-27,2.520673343404289e-14,1.8939163201252898e-25,4.7748627184640455e-42,8.3517579136493896e-14,9.1180554678192205e-50,1.8336248705272995e-23,1.1794097919307263e-35,2.235658060847644e-43,5.0594074168305617e-34,1.9213762427397818e-35,2.4113726847802323e-42,8.6566280974942749e-51,3.4177862340813233e-05,3.1855205034208611e-05,1.5802632079442218e-15,8.5098807982879773e-14,1.478139192910788e-23,2.5212808380575572e-14,6.0749317512898294e-18,1.0821825303237098e-30,3.7286924408711383e-19,7.3305972993912746e-20,4.4520560187400149e-29,2.0565933561489092e-30,2.6260072231085812e-39,1.193001519647463e-54,2.7378169886065043e-32,4.7823313085940489e-57,4.8611056907809741e-70,4.5461417405106061e-74,7.8267572697580157e-77,5.3261163960758554e-90,3.6320783641275285e-94,5.7756661718899704e-97,3.9133786348792173e-77,1.8744336869665829e-110,9.811370764894001e-115,5.8534307246541121e-91,3.9916737631667489e-95,6.3474883549481377e-98,1.5381200132834256e-53,7.4380775903418225e-118,8.6409612601396249e-132,3.6049533374456808e-136,5.4772608430137868e-101,3.8888662393596941e-98,4.5868803884021524e-105
5.007892871335472e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105361223872251,0.099965811733571483,1.9977568548573159e-59,0.09996811250515239,7.8687339078730308e-43,4.0337116486639818e-27,2.532069734160489e-14,1.9027350603085357e-25,4.8399315629797113e-42,8.3902354631159602e-14,9.2024998827306793e-50,1.8502300156680773e-23,1.1903243616574748e-35,2.25685475193396e-43,5.1052657228597661e-34,1.9387915352624502e-35,2.4342132747036407e-42,8.8177670826169219e-51,3.4188266342989559e-05,3.1887494822238822e-05,1.5802729914660712e-15,8.5483598012237632e-14,1.471722267134854e-23,2.5326810156424192e-14,6.112800102080579e-18,1.0980686503587184e-30,3.7428871840713798e-19,7.3943435014952817e-20,4.4810483885388597e-29,2.06660777997345e-30,2.722361761575384e-39,1.2187881563302818e-54,2.7657774726073573e-32,4.8939306703468802e-57,4.9976121123777168e-70,4.6900585771939426e-74,8.0837912283178792e-77,5.5265130787048654e-90,3.7829791745044896e-94,6.0206941105162944e-97,4.0418956141591575e-77,1.9630000616314435e-110,1.0315722221942803e-114,6.0736677628790729e-91,4.1575145699195703e-95,6.6167753846936972e-98,1.5565040761718429e-53,7.8255228027099491e-118,9.1331185199983208e-132,3.8258776006735723e-136,5.6833769892906769e-101,4.0538742709954812e-98,4.7815359037528635e-105
5.030440064542244e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105357009843884,0.099965801521760073,2.0248573348842383e-59,0.09996808057668008,7.9783678353320935e-43,4.0884213546406924e-27,2.5434661147966797e-14,1.9115539075475557e-25,4.9055888480234974e-42,8.4287129939755361e-14,9.2874060276281802e-50,1.8669098561381829e-23,1.2012975869014514e-35,2.2781545605548349e-43,5.1513308895692197e-34,1.956285385839727e-35,2.4571647372639439e-42,8.9811395141695961e-51,3.4198478154001806e-05,3.1919423294428091e-05,1.5802827859533088e-15,8.5868387868934892e-14,1.4808145966076334e-23,2.5440811855536488e-14,6.1506927615548363e-18,1.1141105330937756e-30,3.7570578513456326e-19,7.4583317008398893e-20,4.5100631221832497e-29,2.0766262174948013e-30,2.7308935662173325e-39,1.2450028694158293e-54,2.7939034378996624e-32,5.0076025062181945e-57,5.1372973751282934e-70,4.8378179358518866e-74,8.3480260217080468e-77,5.7334766159398375e-90,3.9393998621177907e-94,6.2749194681059952e-97,4.1740130108542489e-77,2.0553154598681296e-110,1.0843476079402267e-114,6.3011218098470462e-91,4.3294217516154768e-95,6.896170427632256e-98,1.5750116251493491e-53,8.2312311338947613e-118,9.650854142873643e-132,4.059224492616535e-136,5.8962485035582997e-101,4.2250770499412889e-98,4.9835003249159255e-105
5.052987257749016e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105352850406928,0.099965791498590167,2.0522017803012005e-59,0.09996804900548048,8.0890265818789982e-43,4.1436234110631403e-27,2.5548624854654821e-14,1.9203728619942362e-25,4.9718372220324471e-42,8.4671905064935456e-14,9.3727561477514255e-50,1.8836643899452401e-23,1.2123296397477698e-35,2.2995575294015607e-43,5.1976029168221079e-34,1.9738577944196671e-35,2.4802271159751381e-42,9.146773454908098e-51,3.4208501323538992e-05,3.1950994493944637e-05,1.5802925912395127e-15,8.6253177555455417e-14,1.4798335481332717e-23,2.555481347884217e-14,6.1886093890218333e-18,1.130308944534402e-30,3.7712044839233628e-19,7.5225614870155121e-20,4.5390999225338521e-29,2.0866486687708448e-30,2.6498214154932472e-39,1.2716505915651508e-54,2.8221952226242151e-32,5.1233755094007337e-57,5.28022039846455e-70,4.9895033817892413e-74,8.6196289433587784e-77,5.9471905955716202e-90,4.10151506941663e-94,6.5386429277925865e-97,4.3098144716796239e-77,2.1515203012467083e-110,1.1395601961304835e-114,6.5359946295338379e-91,4.5075872412511345e-95,7.186003936154448e-98,1.5936427825033938e-53,8.6559738349072559e-118,1.0195371151719817e-131,4.3056302651327434e-136,6.1160642752782838e-101,4.4026771271981845e-98,5.1930126697196043e-105
5.075534450955788e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105348744813176,0.099965781660577596,2.0797912841187895e-59,0.099968017787555596,8.2007151202706294e-43,4.1993200216611538e-27,2.5662588462912865e-14,1.9291919237982197e-25,5.0386793334420831e-42,8.5056680009313996e-14,9.4583548666525893e-50,1.9004936150974092e-23,1.2233934405979358e-35,2.321063701166671e-43,5.2440818044834616e-34,1.991508760951023e-35,2.5034004543514634e-42,9.3146840802127944e-51,3.4218339335735885e-05,3.1982212418710957e-05,1.5803024071609314e-15,8.6637967074245434e-14,1.4697795406268296e-23,2.5668815027259219e-14,6.2265496485660669e-18,1.1466646506792899e-30,3.7853271229609687e-19,7.5870324503153055e-20,4.5681584964740364e-29,2.0966751338585132e-30,2.7498810443995567e-39,1.2987362878922353e-54,2.8506531649224432e-32,5.241278639644303e-57,5.4264409162843e-70,5.1451998825015056e-74,8.8987703802376893e-77,6.1678428622366883e-90,4.2695041048221277e-94,6.8121735591487209e-97,4.4493851901190878e-77,2.2517595863422807e-110,1.1973104879525151e-114,6.7784926642116329e-91,4.6922080997516063e-95,7.4866155793929091e-98,1.6123976866938205e-53,9.1005509759914584e-118,1.0767923263002749e-131,4.5657605918149179e-136,6.3430175745040333e-101,4.5868827040490362e-98,5.4103186245839493e-105
5.09808164416256e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105344692325342,0.099965772004302553,2.107626939346962e-59,0.09996798691895227,8.3134384260945682e-43,4.2555133901439875e-27,2.5776551973675195e-14,1.9380110931069429e-25,5.1061178306864263e-42,8.5441454775465394e-14,9.544397596611799e-50,1.9173975296033746e-23,1.2345130078728959e-35,2.3426731185439224e-43,5.2907675524201172e-34,2.0092382853832345e-35,2.5266847959073959e-42,9.4848882342188962e-51,3.4227995610383507e-05,3.2013081021910088e-05,1.5803122335564364e-15,8.7022756427714199e-14,1.4809893299737885e-23,2.5782816501694066e-14,6.264513208980364e-18,1.1631784175202929e-30,3.7994258095419517e-19,7.6517441817339218e-20,4.5972385548553884e-29,2.1067056128138106e-30,2.7908281136523066e-39,1.3262649541955967e-54,2.8792776029363899e-32,5.3613411198268398e-57,5.5760194844079155e-70,5.3049938241573457e-74,9.1856238555140608e-77,6.3956255959954148e-90,4.4435510444609069e-94,7.0958290121898658e-97,4.5928119277572828e-77,2.3561830242504437e-110,1.2577026351597144e-114,7.0288271208069668e-91,4.8834866277761088e-95,7.7983544564333798e-98,1.6312764375791908e-53,9.5657923846151776e-118,1.136981677696914e-131,4.8403117831997269e-136,6.5773061326918961e-101,4.7779077627867092e-98,5.6356706988159137e-105
5.120628837369332e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105340692216864,0.099965762526408444,2.1357098389950494e-59,0.099967956395761601,8.42720147776907e-43,4.3122057202003204e-27,2.5890515388474256e-14,1.9468303700656663e-25,5.1741553621980042e-42,8.5826229365925099e-14,9.6309335564483841e-50,1.93437613147234e-23,1.245697954373814e-35,2.364385824228283e-43,5.3376601605006936e-34,2.027046367666418e-35,2.5500801841576348e-42,9.657416562588313e-51,3.4237473504117308e-05,3.2043604212486391e-05,1.5803220702674819e-15,8.7407545618234567e-14,1.4823771185979337e-23,2.5896817903041719e-14,6.3024997436998778e-18,1.1798510110424109e-30,3.8135005846770837e-19,7.7166962729662782e-20,4.6263398124439749e-29,2.1167401056918268e-30,2.6764746015787272e-39,1.3542416159647258e-54,2.9080688748087118e-32,5.4835924344269876e-57,5.7290174880655604e-70,5.4689730281894728e-74,9.4803660716127045e-77,6.6307353919926077e-90,4.6238448356156307e-94,7.3899357149508827e-97,4.7401830358066153e-77,2.4649451630471377e-110,1.3208445548376008e-114,7.2872140584480708e-91,5.0816304794107225e-95,8.1215793134524187e-98,1.6502791464959198e-53,1.0052558609509621e-117,1.2002412529314494e-131,5.1300120462065067e-136,6.8191322246681547e-101,4.9759721998501482e-98,5.869328381756444e-105
5.143176030576104e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105336743771752,0.099965753223600573,2.164041076071771e-59,0.099967926214118319,8.5420092565430835e-43,4.3693992154982705e-27,2.6004478708581227e-14,1.9556497548175119e-25,5.2427945764078715e-42,8.6211003783190127e-14,9.7176939636489369e-50,1.9514294187140214e-23,1.2569120514655451e-35,2.3862018609159186e-43,5.3847596285955638e-34,2.0449330077513558e-35,2.5735866626170955e-42,9.8322856122523217e-51,3.4246776311583509e-05,3.2073785855640581e-05,1.5803319171380588e-15,8.7792334648143537e-14,1.4673990767858954e-23,2.6010819232185956e-14,6.3405089307370069e-18,1.1966831972237787e-30,3.8275514893045763e-19,7.7818883164062812e-20,4.655461987867326e-29,2.1267786125467598e-30,2.7690469690322737e-39,1.382671331388858e-54,2.9370273186826726e-32,5.6080623385322093e-57,5.8854971494129195e-70,5.6372267679940021e-74,9.7831769536590577e-77,6.8733733412101541e-90,4.8105794019129291e-94,7.6948290746845723e-97,4.8915884768298004e-77,2.5782055232470193e-110,1.3868480472196136e-114,7.5538744772124777e-91,5.286852777770475e-95,8.4566587648357048e-98,1.6694059543609564e-53,1.0561741911358027e-117,1.2667127905951785e-131,5.4356227891993462e-136,7.0687027518390753e-101,5.1813019614013581e-98,6.1115583028426783e-105
5.165723223782876e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410533284628443,0.099965744092645192,2.1926217435852422e-59,0.09996789637020051,8.6578667464962251e-43,4.4270960796854003e-27,2.6118441934741251e-14,1.9644692475034938e-25,5.312038121745615e-42,8.6595778029719831e-14,9.8048630750797504e-50,1.9685573893386379e-23,1.2681766540553814e-35,2.4081212713041751e-43,5.4320659565768278e-34,2.062898205589487e-35,2.5972042748008973e-42,1.0009508835640489e-50,3.425590726658375e-05,3.2103629773319385e-05,1.5803417740146536e-15,8.8177123519742891e-14,1.4805555536887784e-23,2.6124820489999424e-14,6.3785404526172406e-18,1.2136757420356535e-30,3.8415785642902402e-19,7.8473199051456105e-20,4.6846048035621456e-29,2.136821133431932e-30,2.8549363716244612e-39,1.4115591898579358e-54,2.9661532727021306e-32,5.7347808551439914e-57,6.0455215350886658e-70,5.8098457857383881e-74,1.0094239693317316e-76,7.1237451123217159e-90,5.0039537502692667e-94,8.0108536827317421e-97,5.0471198466589388e-77,2.6961287343152503e-110,1.4558289166187419e-114,7.829034408085757e-91,5.4993722325334477e-95,8.8039715183313448e-98,1.6886569579547836e-53,1.1094267280744403e-117,1.3365438922621927e-131,5.7579399741036753e-136,7.3262293263862342e-101,5.3941291813769678e-98,6.3626343945523774e-105
5.188270416989648e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105328999059583,0.099965735130368202,2.2214529345429842e-59,0.099967866860229029,8.7747789345387696e-43,4.4852985163887199e-27,2.6232405068486943e-14,1.9732888482625535e-25,5.3818886466393668e-42,8.6980552107936443e-14,9.892584458569469e-50,1.9857600413569071e-23,1.2795142749134816e-35,2.4301440980915685e-43,5.4795791443182865e-34,2.0809419611328942e-35,2.6209330642243551e-42,1.0189119186238048e-50,3.4264869543198692e-05,3.2133139744699508e-05,1.5803516407462066e-15,8.8561912235299701e-14,1.4860559187410403e-23,2.6238821677343821e-14,6.4165939963158933e-18,1.230829411442404e-30,3.8555818504276606e-19,7.9129906329724631e-20,4.7137679857227283e-29,2.1468676683998054e-30,2.7089554550906338e-39,1.4409103098482754e-54,2.9954470750115328e-32,5.8637782707178084e-57,6.209154563804272e-70,5.9869223092780355e-74,1.0413740793023359e-76,7.3820610346594056e-90,5.2041720796154927e-94,8.3383635231128103e-97,5.2068703965119717e-77,2.8188846742883109e-110,1.5279070955423216e-114,8.1129250041423707e-91,5.7194132594296323e-95,9.1639066042931755e-98,1.7080322552444822e-53,1.1651093483984596e-117,1.4098882371126708e-131,6.0977955170465462e-136,7.5919283566020086e-101,5.6146923220478949e-98,6.6228380583057735e-105
5.21081761019642e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410532520141197,0.099965726333654095,2.2505357419519344e-59,0.099967837680466951,8.8927508104116659e-43,4.5440087292147047e-27,2.6346368111170368e-14,1.9821085572315903e-25,5.4523487995158258e-42,8.7365326020225504e-14,9.9805175763638743e-50,2.0030373727800386e-23,1.2908802023623944e-35,2.4522703839777729e-43,5.5272991916954123e-34,2.0990642743342985e-35,2.6447730744029706e-42,1.037113593514146e-50,3.427366625689086e-05,3.2162319506666412e-05,1.5803615171840695e-15,8.8946700797046962e-14,1.4646465287225112e-23,2.6352822795070032e-14,6.4546692531957187e-18,1.248144971401499e-30,3.8695613884383504e-19,7.9789000943703208e-20,4.7429512642500628e-29,2.1569182175020033e-30,2.7781614597442489e-39,1.4707298426221757e-54,3.0249090637559084e-32,5.9950851459499879e-57,6.3764610139590993e-70,6.1685500691816825e-74,1.0741870110614192e-76,7.64853618230251e-90,5.4114438914208763e-94,8.677722184891344e-97,5.3709350553073985e-77,2.9466486125602675e-110,1.6032067720584727e-114,8.4057826329596057e-91,5.9472061017074456e-95,9.5368636090694473e-98,1.727531989513842e-53,1.2233214137473315e-117,1.4869058034005832e-131,6.4560587390285502e-136,7.8660211335518609e-101,5.8432363171209646e-98,6.8924583334156541e-105
