Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(33),CO2X(34),CH3X(22),HX(19),OCX(21),OX(20),COX(37),H2X(36),CH2X(134),CHX(26),C2H6X(39),HOX(23),C2H5X(38),C2H4X(51),CH2(T)(29),C2H3X(50),C3H6(146),C3H6X(159),C3H5X(157),C4H8(204),C4H8X(216),C4H7X(215),C3H5X(158),C5H10(244),SX(271),C4H8(254),C4H8X(332),C4H7X(268),C3H8X(43),C5H9X(269),C6H12(397),SX(411),C4H7X(207),C4H7(219),C4H7X(457)
1.3769616869724189e-05,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105020314363346,0.099965256745828471,3.8086180991109893e-39,0.099965258398907117,1.4373096562277206e-27,5.7772799873946842e-15,6.9592953245530178e-10,3.3748889470284313e-18,1.0609025493581625e-28,2.3494896439499537e-09,8.5417067455830427e-36,1.7389343981087853e-16,3.7152291077218886e-24,5.5959976020390245e-30,3.8562748206166106e-25,1.4648802272979217e-26,8.9231251333666702e-32,1.8497322927064451e-30,3.4740904347073934e-05,3.4740904921566509e-05,6.601162627041436e-14,2.3503498136404955e-09,2.2114722812190408e-21,6.9617138546065508e-10,2.4185343272291412e-13,2.0077640290047026e-18,5.3506516904727777e-17,2.6859217283337296e-13,1.1728351337313078e-21,7.5002393923586351e-23,4.8191876729715702e-31,6.4280405423973741e-34,1.2084569193977483e-19,3.066480504117532e-32,3.8107868006712973e-39,1.3242661395430765e-42,2.3253403676387175e-41,2.3090872023903877e-48,8.0240535283456708e-52,1.1633355960919721e-50,1.1626702745599847e-41,6.496970652062795e-58,2.2576594946148962e-61,2.5385484947008926e-49,8.8214290809456386e-53,1.2789353120454216e-51,2.9683085453298492e-39,1.4259684359264543e-60,3.2898734601261234e-68,1.1431982313883304e-71,1.1641202775066988e-58,7.8433409178141636e-52,9.2640430126548037e-59
1.7144724463896544e-05,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105020239699532,0.099965256170164399,6.9855065383252454e-39,0.099965258228433551,2.8073388059286528e-27,9.0531527986640012e-15,8.6651067400069608e-10,6.3585563139041124e-18,2.0245796321656601e-28,2.9253015823867782e-09,2.8096896161002137e-35,2.1679603051816619e-16,8.7600051680654598e-24,1.2966103775277282e-29,5.9779800548485017e-25,2.2710001637883018e-26,1.3931717964115906e-31,6.2087054779424671e-30,3.474090403940571e-05,3.4740904754714056e-05,8.1803012855832813e-14,2.9266029370658242e-09,2.749931599696809e-21,8.6681180903333805e-10,3.0113545951417982e-13,3.1462241579088417e-18,6.8433853285139941e-17,4.1257699180949823e-13,2.2097273574223453e-21,1.1626568315036675e-22,1.1158466393028711e-30,2.1576143281952343e-33,2.2528674671303788e-19,1.182308750390216e-31,1.9524149589826189e-38,6.7847813452476394e-42,1.3174479519727397e-40,1.6424294045280708e-47,5.7074624914708097e-51,8.9221248280547132e-50,6.5872404055670576e-41,5.990011074858121e-57,2.0815064490338308e-60,1.8056893622034094e-48,6.2747928604160427e-52,9.808949517597442e-51,9.7639711105186878e-39,1.3944388212026493e-59,3.7456111343436487e-67,1.3015696032213932e-70,8.7958379697091585e-58,6.0153923616358247e-51,7.1049893411163501e-58
2.05198320580689e-05,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105020165026639,0.099965255594500327,4.5865243272229512e-38,0.099965258057959999,4.8533735940760341e-27,1.3062611106267265e-14,1.0370918141987665e-09,1.0709578427575311e-17,3.439821778166028e-28,3.5010827563816063e-09,7.648725458389573e-35,2.5970309368070714e-16,1.7831032249166966e-23,2.5898545894386299e-29,8.5627108157366348e-25,3.2531381684707258e-26,2.005209301250931e-31,1.7153753022298015e-29,3.4740903731724407e-05,3.4740904587848525e-05,9.7593555633407497e-14,3.5029161286603004e-09,3.2883909105846588e-21,1.0374522312578524e-09,3.6041748546982984e-13,4.5396270881660684e-18,8.472972891700587e-17,5.8732700220680828e-13,3.7218115781921626e-21,1.6653983814710914e-22,2.2427456190536632e-30,5.9612054523536587e-33,3.7419076162591014e-19,3.6606950950699259e-31,7.9105840402993845e-38,2.7489990457355383e-41,5.7955390892616316e-40,9.0880987977916824e-47,3.1581411876978478e-50,5.2464464086195765e-49,2.8977699020512771e-40,4.2730497723775238e-56,1.4848754334422874e-59,9.9916916675619636e-48,3.4721423783441759e-51,5.7680461515929636e-50,2.658030141337747e-38,1.0423605491091519e-58,3.2976164757116102e-66,1.1458996770713776e-69,5.1135215150979955e-57,3.5372081975776041e-50,4.1779197472003155e-57
2.727004724641361e-05,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105020015653622,0.099965254443172266,4.3765963608922646e-38,0.099965257717012923,1.1512685844531199e-26,2.3283194786163101e-14,1.378254090552467e-09,2.4475475597835057e-17,7.9488313661839502e-28,4.6525528053704578e-09,3.9951651296111476e-34,3.4553063556391608e-16,5.5689014258299629e-23,7.7681210235830347e-29,1.5120895966238226e-24,5.7454683684754507e-26,3.5628881121984634e-31,9.1436492177174282e-29,3.4740903116322601e-05,3.4740904254078235e-05,1.2917210960964416e-13,4.6557226896874977e-09,4.36530950958669e-21,1.3787330716619071e-09,4.7898153487385193e-13,8.0915777951799105e-18,1.2249180278745721e-16,1.0291148569815348e-12,8.5058062137154941e-21,2.9412637742021693e-22,6.8896745138796989e-30,3.1775899498280232e-32,8.2783027948175069e-19,2.3886265459109276e-30,8.9664756161802645e-37,3.1159602415926181e-40,7.6798803597985017e-39,2.0354065937410655e-45,7.0731611123857787e-49,1.3170178811864752e-47,3.8399409809959407e-39,1.7105124501011004e-54,5.9440392080552405e-58,2.2378805581527927e-46,7.7767703882425715e-50,1.4480168471213433e-48,1.3883842542206249e-37,4.5354857009935372e-57,2.1496363824122774e-64,7.4698918549513156e-68,1.2583255737115691e-55,8.8794651389622084e-49,1.0487845369042037e-55
3.402026243475832e-05,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410501986624429,0.099965253291844261,-2.0481518411824959e-38,0.099965257376065902,2.251118331801778e-26,3.6440883521387896e-14,1.7194163615153903e-09,4.6752855003744679e-17,1.5288329671285679e-27,5.8038997788072759e-09,1.4022606798668482e-33,4.3137606096391756e-16,1.3615887430292154e-22,1.8306958330994447e-28,2.3530059935868743e-24,8.9418707971585909e-26,5.5654889683203456e-31,3.2394064389679233e-28,3.4740902500868407e-05,3.4740903920255598e-05,1.6074728786763808e-13,5.8087694391920021e-09,5.4422280782170682e-21,1.7200139066718051e-09,5.9754558093409212e-13,1.266425992872209e-17,1.6892287360571073e-16,1.5939390022263457e-12,1.624777636100304e-20,4.577732737620757e-22,1.6677739533080727e-29,1.1257598519372369e-31,1.527319778188858e-18,9.7404651440094579e-30,4.9061354104778458e-36,1.7049526872848759e-39,4.6867776289055308e-38,1.5683468210801719e-44,5.4501380744549884e-48,1.1089055296745303e-46,2.3433894321197174e-38,1.747743828815353e-53,6.0734609819785292e-57,1.7244268744522765e-45,5.9925294754126133e-49,1.2192437452363924e-47,4.8731096603527915e-37,4.9832137276031188e-56,2.7850869788565133e-63,9.6781191487257156e-67,1.0445151481544547e-54,7.4763438473903741e-48,8.8305699660555884e-55
4.077047762310303e-05,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105019716798654,0.099965252140516353,-3.4580864770080413e-38,0.099965257035118965,3.8922243404960275e-26,5.2537486179410725e-14,2.0605786270864691e-09,7.9730579051311399e-17,2.6195202533014708e-27,6.9551236644645978e-09,3.9777810042209967e-33,5.1723936611829949e-16,2.8614486657247849e-22,3.7124887964454912e-28,3.378937319555088e-24,1.2842345422838247e-25,8.0131493425781333e-31,9.2388636455514864e-28,3.4740901885362117e-05,3.474090358638075e-05,1.9231909007279963e-13,6.9620563160653682e-09,6.5191466164675687e-21,2.0612947362864782e-09,7.1610962364964426e-13,1.8258302104163844e-17,2.2615250942784917e-16,2.281781432862729e-12,2.7708416835642508e-20,6.5749178500387918e-22,3.4812208416916064e-29,3.2107038073420769e-31,2.5123374961557359e-18,3.1326955667349823e-29,2.0469005888408322e-35,7.1132979905681073e-39,2.1403989432420859e-37,9.0483302977650596e-44,3.1443817679716547e-47,6.8509764249497062e-46,1.0701998281651464e-37,1.3373507422834631e-52,4.6473476471417724e-56,9.949131951369754e-45,3.4574189996829861e-48,7.5329019983812223e-47,1.3823562871025924e-36,4.0163146516277979e-55,2.7247775052263123e-62,9.4685724048392231e-66,6.3871549090624552e-54,4.6189881242331424e-47,5.4556476425559072e-54
4.752069281144774e-05,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105019567316721,0.099965250989188542,-5.8148376464775962e-39,0.099965256694172069,6.1857477926865471e-26,7.1574875174840535e-14,2.4017408872646461e-09,1.2557766630958775e-16,4.1399551361960035e-27,8.1062244510035532e-09,9.8755851796043469e-33,6.0312054513976005e-16,5.4187325153679558e-22,6.7870221937321078e-28,4.5897989286637832e-24,1.744689221415891e-25,1.0906010921711173e-30,2.3010361085328528e-27,3.4740901269803183e-05,3.4740903252453426e-05,2.2388751591519688e-13,8.1155832580117372e-09,7.5960651243299701e-21,2.4025755605048671e-09,8.3467366301960514e-13,2.4874355023800072e-17,2.9631271995446358e-16,3.0926235134705367e-12,4.3641526115586196e-20,8.9329316579362314e-22,6.5598982206686209e-29,7.9966180445834597e-31,3.8129441349247632e-18,8.7322769856371248e-29,7.3523158275820101e-35,2.5550537118300773e-38,8.3659798047392034e-37,4.4831079250028944e-43,1.5579292636072258e-46,3.617359674627923e-45,4.1829916698501943e-37,8.8044106148813008e-52,3.0595796679324865e-55,4.9295795927075583e-44,1.7130830720098177e-47,3.977542801900258e-46,3.4319699661445733e-36,2.7752032459248987e-54,2.3054518740209212e-61,8.0114476375430284e-65,3.3421425914844607e-53,2.4388543963616141e-46,2.8806158037485405e-53
5.4270907999792454e-05,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105019417798501,0.099965249837860884,1.0867550291724071e-38,0.099965256353225229,9.2368631064339324e-26,9.3554823121497074e-14,2.7429031420488921e-09,1.8640581202711848e-16,6.1612068653613336e-27,9.2572021283474693e-09,2.2174157522811972e-32,6.8901959591059306e-16,9.4882468291759586e-22,1.1486446199832345e-27,5.9855059030429368e-24,2.2755511140594777e-25,1.4244208140492106e-30,5.1740182717177257e-27,3.4740900654192722e-05,3.4740902918474183e-05,2.5545256511953408e-13,9.2693502024681491e-09,8.6729836017962016e-21,2.7438563793259426e-09,9.5323769904308266e-13,3.2513034702379451e-17,3.8153191993642758e-16,4.026446087008062e-12,6.478098108879776e-20,1.1651886652038544e-21,1.1443613073411198e-28,1.7980918699814547e-30,5.4510719347121813e-18,2.1898866913599483e-28,2.3513337334784092e-34,8.1713081694605149e-38,2.915537588534407e-36,1.9719011905370219e-42,6.8525987841297063e-46,1.6997508369689456e-44,1.4577695721527294e-36,5.1543578324585069e-51,1.7911734783136707e-54,2.1683593943975304e-43,7.5353151579830876e-47,1.8690563001113406e-45,7.7059999473374422e-36,1.7091660665677614e-53,1.7422728200686778e-60,6.0544206673433426e-64,1.5565670999048406e-52,1.1459860123713194e-45,1.3535639551778543e-52
6.1021123188137165e-05,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105019268243996,0.099965248686533392,5.7481685065183086e-39,0.099965256012278444,1.3158502284447849e-25,1.1847922337821262e-13,3.0840653914381966e-09,2.6428701369645389e-16,8.7529964723778423e-27,1.0408056687810099e-08,4.614269368491456e-32,7.7493651073978938e-16,1.5622896595036986e-21,1.8311619324770766e-27,7.5659723859126468e-24,2.8768202172163653e-25,1.802788488752493e-30,1.0764343919586148e-26,3.4740900038529379e-05,3.4740902584442329e-05,2.8701423744907248e-13,1.042335708524832e-08,9.7499020488581638e-21,3.0851371927486943e-09,1.0718017317191897e-12,4.1174999121688282e-17,4.8394484942327675e-16,5.0832291042738595e-12,9.1846862491991005e-20,1.4731895311568332e-21,1.8787971480763159e-28,3.7408681996045408e-30,7.443484091724431e-18,5.1022384159028771e-28,7.1323084341601191e-34,2.4786135857480691e-37,9.7562127755955013e-36,9.0069882275174632e-42,3.1300482813293491e-45,8.3383698067450243e-44,4.878109943335242e-36,3.6097129836800103e-50,1.2544012634814215e-53,9.9047494188744997e-43,3.4420322401994277e-46,9.1693015082667494e-45,1.6035627349630353e-35,1.2489857052352463e-52,1.8691996598160107e-59,6.4954935106138615e-63,7.5673555889500149e-52,5.6218015378155327e-45,6.6401053228949073e-52
6.777133837648188e-05,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105019118653223,0.099965247535206067,-8.607022934287513e-39,0.099965255671331715,1.8056524291370886e-25,1.4634986117952116e-13,3.425227635431546e-09,3.6129979562945974e-16,1.1985256087135161e-26,1.1558788121658626e-08,8.9282689207726314e-32,8.608712878569915e-16,2.4450953579715452e-21,2.7813628545121894e-27,9.3311106227148774e-24,3.5484965278761635e-25,2.2257175664456045e-30,2.0798916445344451e-26,3.4740899422814685e-05,3.4740902250358677e-05,3.1857253269322809e-13,1.1577603840227079e-08,1.0826820465507855e-20,3.4264180007721053e-09,1.1903657610470402e-12,5.0860868683017716e-17,6.0567982441273254e-16,6.2629514809196911e-12,1.2556151927488607e-19,1.8173070018688227e-21,2.9337592605742465e-28,7.2281357035635817e-30,9.8053431119848178e-18,1.0962563215794101e-27,1.9155756859983739e-33,6.6570170464474232e-37,2.8900280911830776e-35,3.312030016887849e-41,1.1509824747102685e-44,3.3657069222943558e-43,1.4450153542819629e-35,1.759284744400907e-49,6.1137028009568765e-53,3.6423647710353141e-42,1.2657789890715919e-45,3.701260887772948e-44,3.1027815174295003e-35,6.6863822886401871e-52,1.1692276792849678e-58,4.0631319060397537e-62,3.0211832397762051e-51,2.2691879986560602e-44,2.6802168682227415e-51
7.452155356482659e-05,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105018969026187,0.099965246383878978,-7.9664133322330501e-39,0.099965255330385042,2.404632253583221e-25,1.7716865461161375e-13,3.7663898740279116e-09,4.7955582783559327e-16,1.5929025190764297e-26,1.270939642302407e-08,1.6190031279874048e-31,9.4682391535583046e-16,3.6674832410265315e-21,4.059063422360165e-27,1.1280830161162642e-23,4.2905800429792726e-25,2.6932228085608088e-30,3.7631935293930026e-26,3.4740898807045124e-05,3.4740901916221377e-05,3.5012745066557362e-13,1.2732090398070504e-08,1.1903738851737039e-20,3.7676988033951481e-09,1.3089297870257388e-12,6.1571309962517379e-17,7.4887723934162818e-16,7.565590828383976e-12,1.6665881954571132e-19,2.1975523211121447e-21,4.392469741052261e-28,1.3078042957528652e-29,1.2551198302442933e-17,2.1853714150167243e-27,4.6156895752287186e-33,1.6040499802130885e-36,7.661462909143115e-35,1.0534901265269606e-40,3.6610514488914233e-44,1.1708599992155835e-42,3.830735621456032e-35,7.2940567291556473e-49,2.5347667667033543e-52,1.1586333974553807e-41,4.0264416005141122e-45,1.2876576551984676e-43,5.6264230983266726e-35,2.9953133361003477e-51,6.2136609170411714e-58,2.1592845165561721e-61,1.040845374495685e-50,7.8940261879846578e-44,9.3239088190867626e-51
8.12717687531713e-05,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105018819362894,0.099965245232552083,4.6204934755013187e-39,0.099965254989438437,3.1224532283413074e-25,2.1093726514829955e-13,4.1075521072262546e-09,6.2118067787078725e-16,2.065579900708889e-26,1.385988158635291e-08,2.7827104978773294e-31,1.0327944036190942e-15,5.3092178777982626e-21,5.730233613593549e-27,1.3415038014805694e-23,5.1030707594457256e-25,3.2053162609757861e-30,6.4501998025000554e-26,3.47408981912292e-05,3.4740901582034916e-05,3.8167899121522045e-13,1.3886816686831558e-08,1.2980657207537902e-20,4.1089796006167838e-09,1.4274938096543971e-12,7.3306900346360097e-17,9.1564926130094911e-16,8.9911232883499463e-12,2.158774610713948e-19,2.6139367045510959e-21,6.3493988088506352e-28,2.2416089208412464e-29,1.5692964266092222e-17,4.0932246629610204e-27,1.0252616172348926e-32,3.5630101186863123e-36,1.8606328991549674e-34,3.0426138908569206e-40,1.0573624541927792e-43,3.6675532128934622e-42,9.3031765422529971e-35,2.7266227110808222e-48,9.4753662864808839e-52,3.3464804649941328e-41,1.162961491595837e-44,4.033625262764297e-43,9.6705976527985488e-35,1.1997261058203709e-50,2.9685015557530354e-57,1.031577410963783e-60,3.2338082765485553e-50,2.4726881949594551e-43,2.9205779935280545e-50
8.802198394151601e-05,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105018669663364,0.099965244081225466,7.8248721322028085e-39,0.099965254648491916,3.9721461669187627e-25,2.4765779023318752e-13,4.4487143350255491e-09,7.8828266887961248e-16,2.6236476935045474e-26,1.5010243607878344e-08,4.5791010091259791e-31,1.1187827158387367e-15,7.4609565576994207e-21,7.868064445753638e-27,1.5733639344244181e-23,5.9859686742198609e-25,3.7620150136249072e-30,1.058085615498615e-25,3.4740897575348833e-05,3.4740901247789752e-05,4.1322715424201858e-13,1.5041782630659764e-08,1.4057575532901672e-20,4.4502603924359813e-09,1.5460578289321098e-12,8.6068368749223474e-17,1.1081711958851974e-15,1.0539523365932146e-11,2.739501489560644e-19,3.0664714153362407e-21,8.9118783111086704e-28,3.677121001931134e-29,1.9238606355542308e-17,7.2845778677056836e-27,2.1366215550153761e-32,7.4252410418224412e-36,4.2086537385573224e-34,8.1125194128009614e-40,2.8192503641505486e-43,1.0558772903436468e-41,2.1043300844988968e-34,9.301056708339564e-48,3.2322462879373739e-51,8.9232599588434325e-41,3.1009976753460594e-44,1.1613328586419172e-42,1.5913512478815207e-34,4.3820763145191247e-50,1.2862909672094384e-56,4.4699762177389462e-60,9.2434069598789931e-50,7.1187827390631114e-43,8.4082417268242039e-50
9.477219912986072e-05,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105018519927596,0.099965242929899098,-4.0576142154653847e-38,0.099965254307545409,4.9610429987232978e-25,2.8733162412264347e-13,4.7898765574247754e-09,9.8294944566824686e-16,3.2741246998617177e-26,1.6160482485749872e-08,7.265535293209198e-31,1.2047889104098969e-15,1.0223488960798111e-20,1.05524142406947e-26,1.8236537733749668e-23,6.9392737842743791e-25,4.36332712200428e-30,1.6731219610228159e-25,3.4740896959443632e-05,3.4740900913506749e-05,4.4477193969537162e-13,1.6196988152095872e-08,1.5134493827821759e-20,4.7915411788517241e-09,1.6646218448580198e-12,9.985619968178796e-17,1.328482128134658e-15,1.2210764041241518e-11,3.4160240129140525e-19,3.5551675953322135e-21,1.2199203291404787e-27,5.8145355651005249e-29,2.3193549144763068e-17,1.2419497700864796e-26,4.2187435054146687e-32,1.4661111670290791e-35,8.9644756586301681e-34,2.0139069838749536e-39,6.9987197476334872e-43,2.8227229879078951e-41,4.4822458194415603e-34,2.9159062604187331e-47,1.0133215988569457e-50,2.215309981091355e-40,7.698634443866978e-44,3.1048182909608685e-42,2.5249561741289399e-34,1.4710924887595928e-49,5.0803285574012832e-56,1.7654667825758128e-59,2.4551355877001907e-49,1.9030924263631567e-42,2.2478086000868761e-49
9.999999999999998e-05,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105018403937695,0.099965242038238117,-5.6073225958759279e-38,0.099965254043494545,5.8322638178411216e-25,3.2008838456782146e-13,5.0540945250453461e-09,1.1539827722022689e-15,3.8458646151665817e-26,1.7051216849739404e-08,1.0169981438000925e-30,1.2714098705859125e-15,1.2852561748671756e-20,1.3061163186397345e-26,2.0301516606292347e-23,7.7259534561221194e-25,4.8596904047942658e-30,2.3352880721460227e-25,3.474089648239618e-05,3.4740900654572694e-05,4.691999299374831e-13,1.7091818187912559e-08,1.5968528610553398e-20,5.055850970071351e-09,1.7564454434811189e-12,1.1124014320977534e-16,1.5196348578068357e-15,1.3589469227491295e-11,4.0104136904691043e-19,3.9585001677175189e-21,1.5325895659349156e-27,8.1157403096843892e-29,2.654126760914725e-17,1.8327027538759181e-26,6.947876336348973e-32,2.4145504780828828e-35,1.5662713345165762e-33,3.9694372710666509e-39,1.3794590747447563e-42,5.9290408237402778e-41,7.8313724365388436e-34,7.0385065736692245e-47,2.4459930106612717e-50,4.366656145703813e-40,1.5175005980571148e-43,6.5219241370101339e-42,3.5343267564800504e-34,3.7903625134547896e-49,1.5414334073441867e-55,5.3566541553552405e-59,5.1300875666744438e-49,3.9973793055591428e-42,4.72144358029041e-49
0.00010152241431820543,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105018370155604,0.09996524177857305,-5.018147861543558e-38,0.099965253966598958,6.1044148465376992e-25,3.2996110407099202e-13,5.1310387744229126e-09,1.2072743650004741e-15,4.02404752292273e-26,1.7310598219937822e-08,1.1176132026652662e-30,1.2908128976258046e-15,1.3706804945289217e-20,1.3868709853563562e-26,2.0923634637006491e-23,7.9629860865717431e-25,5.009273585903682e-30,2.5641878535029347e-25,3.4740896343460422e-05,3.4740900579157908e-05,4.7631334757985475e-13,1.7352433167736357e-08,1.6211412092288108e-20,5.1328219598629896e-09,1.7831858574311972e-12,1.1467120540839564e-16,1.5788404210336197e-15,1.4004816172555813e-11,4.195617222781159e-19,4.0800365677858602e-21,1.6341534600090248e-27,8.91122875428947e-29,2.7563321912538748e-17,2.0434666014784721e-26,7.9790765879794059e-32,2.7729173937288193e-35,1.8269107534526726e-33,4.7715955230875553e-39,1.6582256838352989e-42,7.2368698999037166e-41,9.1345727214516563e-34,8.8610443545830092e-47,3.0793551664544917e-50,5.2491610216105604e-40,1.8241893227626661e-43,7.960633999551053e-42,3.8839904391323528e-34,4.8367630731853915e-49,2.0284432558318692e-55,7.0490708941288899e-59,6.2541224856718761e-49,4.8791201535226942e-42,5.762898320468447e-49
0.00010827262950655014,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105018220347402,0.099965240627247293,-3.5924778510705183e-39,0.099965253625652561,7.4100126078061686e-25,3.7554769683679099e-13,5.4722009860189367e-09,1.4633575977749823e-15,4.8804746263199571e-26,1.8460590811796391e-08,1.6705255258044733e-30,1.3768547418753756e-15,1.8027732397280238e-20,1.7906549204988895e-26,2.3794829831654388e-23,9.0571055780639191e-25,5.6998627505259687e-30,3.8182040353472972e-25,3.4740895727445954e-05,3.4740900244767874e-05,5.0785137793284741e-13,1.8508117593092245e-08,1.728833032629438e-20,5.4741027354687523e-09,1.901749866650787e-12,1.3051389563936391e-16,1.8612686069911341e-15,1.59216493772751e-11,5.0855798307194441e-19,4.6410894462410877e-21,2.1477109264565547e-27,1.3269273462800011e-28,3.235282656384001e-17,3.2489450737966733e-26,1.4385041949667681e-31,4.9991476708629654e-35,3.5225515865338483e-33,1.0451091903295698e-38,3.6319735208469699e-42,1.69989902914035e-40,1.7612799495607286e-33,2.3673454844358007e-46,8.2269395364116544e-50,1.1497875198638332e-39,3.9957526491618897e-43,1.8700204083319247e-41,5.805505867530212e-34,1.3897196585830082e-48,6.5989887937261913e-55,2.2932390564641528e-58,1.4612602271034567e-48,1.1460748509768788e-41,1.3536688207726497e-48
0.00011502284469489485,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105018070503006,0.099965239475921966,-2.1398268706745228e-38,0.099965253284706276,8.8928658443001835e-25,4.240936607564817e-13,5.813363192211822e-09,1.7533028754758429e-15,5.8504747190113189e-26,1.9610460264868645e-08,2.4350060709260887e-30,1.4629143266406242e-15,2.3313646832501264e-20,2.2762002638711349e-26,2.6850020722697282e-23,1.0221632255696672e-24,6.4351158828512258e-30,5.5439382064056812e-25,3.4740895111322021e-05,3.4740899910295468e-05,5.3938603085824498e-13,1.9664041337326027e-08,1.8365248529829543e-20,5.8153835056679856e-09,2.0203138725158414e-12,1.4738505520905824e-16,2.1780835306196031e-15,1.7961230734587143e-11,6.0932229366636901e-19,5.2383375977836689e-21,2.7756621154040136e-27,1.9266669605235454e-28,3.7565843388242689e-17,5.0133677962189465e-26,2.491349685884e-31,8.658045300908187e-35,6.4846438311132336e-33,2.1570114513072046e-38,7.4960747605892464e-42,3.7343902729011437e-40,3.2423305032408351e-33,5.8268551774059404e-46,2.0249362762112645e-49,2.3732115851463718e-39,8.2474163119944579e-43,4.1083600903572906e-41,8.4622785995197587e-34,3.6465857261541146e-48,1.9373509393704613e-54,6.7325651869892143e-58,3.195833603367525e-48,2.5177269793162493e-41,2.9737747776424496e-48
0.00012177305988323956,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105017920622412,0.099965238324596875,-1.5672064772598363e-37,0.099965252943759964,1.0556423451599779e-24,4.7560005338565362e-13,6.1545253930005437e-09,2.0792123399640059e-15,6.9411091970647582e-26,2.0760206585371435e-08,3.4733723666991276e-30,1.548991877510879e-15,2.9703099533446608e-20,2.8537995456409556e-26,3.0089102364708621e-23,1.1456566116416759e-24,7.2150325981579548e-30,7.8766487838267398e-25,3.4740894495263269e-05,3.4740899575832617e-05,5.7091730652142673e-13,2.0820204307152867e-08,1.9442166702892181e-20,6.1566642704596638e-09,2.1388778750256073e-12,1.6528505160509864e-16,2.5310064940710677e-15,2.0123525254706307e-11,7.2258520866947299e-19,5.8717918526904456e-21,3.5343961772705554e-27,2.7373474704879923e-28,4.3205104077742577e-17,7.5426223701970603e-26,4.1796116951783039e-31,1.4525180834258563e-34,1.1512870578420173e-32,4.2698304383609337e-38,1.4838595464395979e-41,7.8211652169285319e-40,5.7564523066075185e-33,1.3629896312051602e-45,4.7366439411297245e-49,4.6980905287568985e-39,1.6326892988229216e-42,8.6048961795579846e-41,1.2070877499539126e-33,9.0186155191163911e-48,5.365782043587152e-54,1.8646903973008652e-57,6.66771580358836e-48,5.2730207337781398e-41,6.2281479011974752e-48
0.00012852327507158426,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105017770705658,0.099965237173272242,-1.0038664291174039e-37,0.099965252602813789,1.2419706773177907e-24,5.3006949436162008e-13,6.4956875883840759e-09,2.4431836345433723e-15,8.1594219679653504e-26,2.1909829782543152e-08,4.8648106255789951e-30,1.6350871099854181e-15,3.7346982546316702e-20,3.5344963827192414e-26,3.3511967296747885e-23,1.276190715717582e-24,8.0396424356969631e-30,1.0986395432094947e-24,3.4740893879054024e-05,3.4740899241265831e-05,6.0244520518898777e-13,2.1976606399441467e-08,2.051908484546597e-20,6.4979450298427603e-09,2.2574418741790265e-12,1.8421479523508093e-16,2.9226770442252023e-15,2.2408494052384156e-11,8.4907572380394951e-19,6.5414638522878253e-21,4.4417596283879767e-27,3.8180698795423542e-28,4.9272558303957866e-17,1.1117490576784021e-25,6.8567152352951609e-31,2.3828792008450079e-34,1.9965710514934111e-32,8.296425366489621e-38,2.8831920743860627e-41,1.6059925889078179e-39,9.9828883590185668e-33,3.1742923938318384e-45,1.1031270498866252e-48,9.1291272860000091e-39,3.1725744788966685e-42,1.7670344342387068e-40,1.6906499022607174e-33,2.2155299025789095e-47,1.5203868919245067e-53,5.2835784868513834e-57,1.3642903409813882e-47,1.082756164359158e-40,1.2788808926591863e-47
