Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(55),OX(20),CH3X(21),HOX(22),HX(19),CH3OO(84),H2X(56)
4.023358132679117e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33138584544400268,0.11324266100358084,0.022444354086628947,7.4000205269340739e-33,3.6297939378585754e-13,7.0511524168898009e-09,5.4886536029864137e-20,3.1294785012720756e-13,1.1855028293550556e-11,1.2071346294563176e-06,5.0751282353567337e-20,4.2897719996441106e-10,4.091818568044249e-14,2.3101434461807348e-18,2.6349464977559461e-19,2.2060369866748784e-26,1.1082225913145033e-11,3.8899203070259864e-16,0.0054260970916084001,0.00075442677294885812,5.7959191644126111e-10,6.1821996647656623e-13,1.1932195005961086e-06,2.0799112557167646e-10,9.1731863969357204e-11
4.048238862969936e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33137530625432332,0.11323669341223963,0.022442068093003777,7.7349691498010865e-33,3.7094028684443442e-13,7.2405495727751812e-09,5.6146292313227288e-20,3.2148626986166389e-13,1.2049604262614696e-11,1.2200901990901881e-06,5.2991764651677685e-20,4.3494542082073186e-10,4.2033652054142191e-14,2.3819812004591592e-18,2.7208679535957364e-19,2.3152013529063431e-26,1.1259837379433532e-11,4.0186875153090207e-16,0.0054320517217134566,0.0007589987553634983,5.8282187769769792e-10,6.284614484439259e-13,1.2057908741715562e-06,2.1021378551415011e-10,9.4277863461166036e-11
4.073119593260754e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33136487136084297,0.11323082935409549,0.022439782476858142,8.0830593970221561e-33,3.7902799428452655e-13,7.4339024052097308e-09,5.7428002998963049e-20,3.3020827337057276e-13,1.2246242698849326e-11,1.233112468887328e-06,5.5317781148640237e-20,4.4096586818407648e-10,4.3173048400108428e-14,2.4556382997998411e-18,2.8090978484943901e-19,2.4291217428729986e-26,1.1439240937225264e-11,4.1509550565394858e-16,0.0054379027519056112,0.00076356998279264964,5.8605384747025219e-10,6.3881115996272005e-13,1.2184208898558016e-06,2.1244760115422222e-10,9.6878888164666286e-11
4.098000323551573e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33135453898040834,0.11322506704887372,0.022437497236693395,8.4447301763095323e-33,3.8724379090307525e-13,7.6312697730906556e-09,5.8731943833613439e-20,3.3911677112358283e-13,1.2444953872491669e-11,1.24620143041015e-06,5.7732096173884109e-20,4.4703869853154145e-10,4.4336752326633249e-14,2.531150506858067e-18,2.8996851735180726e-19,2.5479776736148735e-26,1.1620444141733196e-11,4.2867978137003099e-16,0.0054436519624680357,0.00076814045823361474,5.8928782523348193e-10,6.492695672042262e-13,1.2311094196486472e-06,2.1469256757776614e-10,9.9535788006054456e-11
4.1228810538423915e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33134430736051579,0.11321940474689776,0.022435212371035997,8.8204326056804582e-33,3.9558895691634032e-13,7.8327110382059789e-09,6.0058393101832976e-20,3.4821470370293417e-13,1.264574804925091e-11,1.2593570752071389e-06,6.0237547508373012e-20,4.5316406703005511e-10,4.5525145308566893e-14,2.6085540875146825e-18,2.9926796873557046e-19,2.6719544093416933e-26,1.1803454532209795e-11,4.4262918481833485e-16,0.0054493011030857103,0.00077271018463347715,5.9252380967638353e-10,6.5983713407199846e-13,1.243856334515523e-06,2.1694867986979327e-10,1.0224942053995553e-10
4.14776178413321e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33133417477878363,0.11321384072856316,0.022432927878437061,9.2106302897512318e-33,4.0406477794872311e-13,8.0382860653780915e-09,6.1407631649805834e-20,3.5750504195252792e-13,1.2848635490307022e-11,1.2725793948102578e-06,6.2837047922045015e-20,4.5934212753522322e-10,4.673861270582366e-14,2.6878858151260701e-18,3.0881319241348752e-19,2.8012431129920582e-26,1.1988279631970375e-11,4.5695144118234689e-16,0.0054548518933715288,0.0007772791648899722,5.9576179963568461e-10,6.7051432225237249e-13,1.2566615043855299e-06,2.1921593311416149e-10,1.050206509549885e-10
4.172642514424029e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33132413954243523,0.11320837330382055,0.022430643757471974,9.6157996010271905e-33,4.1267254502159259e-13,8.2480552225679669e-09,6.2779942908905612e-20,3.6699078712691977e-13,1.3053626452309311e-11,1.2858683807329252e-06,6.5533586734897584e-20,4.6557303259016438e-10,4.7977543781865661e-14,2.7691829748792187e-18,3.1860932012739807e-19,2.9360410009453088e-26,1.217492694841617e-11,4.7165439589900874e-16,0.0054603060233833775,0.00078184740185234471,5.990017944819637e-10,6.8130159118163504e-13,1.2695247981495865e-06,2.2149432239329233e-10,1.0785035207874342e-10
4.197523244714847e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33131419998778899,0.11320300081166734,0.022428360006739916,1.0036429966261993e-32,4.2141355454211473e-13,8.4620793809398665e-09,6.4175612919598124e-20,3.7667497104018957e-13,1.3260731187374712e-11,1.2992240244698044e-06,6.833023140196507e-20,4.7185693342433793e-10,4.924233172216992e-14,2.8524833680597099e-18,3.2866156273708219e-19,3.0765515009350124e-26,1.2363403973057122e-11,4.8674601587360695e-16,0.0054656651541322952,0.00078641489832219141,6.0224379277590182e-10,6.9219939796319101e-13,1.2824460836587341e-06,2.2378384278787985e-10,1.1073940438216777e-10
4.222403975005666e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33130435447975892,0.11319772161964844,0.022426076624863508,1.0473024157960465e-32,4.3028910829208655e-13,8.6804199148864192e-09,6.5594930355588842e-20,3.8656065621469679e-13,1.3469959943085834e-11,1.3126463174945983e-06,7.1230129122419048e-20,4.7819397995236321e-10,5.0533373652676956e-14,2.9378253163037909e-18,3.3897521101274988e-19,3.2229844132125136e-26,1.2553718181534421e-11,5.0223439070039506e-16,0.0054709309180819019,0.00079098165705428648,6.0548779297506025e-10,7.0320819743691873e-13,1.2954252277225863e-06,2.2608448937662436e-10,1.1368869598335905e-10
4.2472847052964845e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33129460141136258,0.11319253412336537,0.022423793610488362,1.0926098591100207e-32,4.3930051341677315e-13,8.9031387020138456e-09,6.7038186548215701e-20,3.9665093602976897e-13,1.3681322962488806e-11,1.3261352512576691e-06,7.4236508473014875e-20,4.8458432077283392e-10,5.1851070658215339e-14,3.025247666001723e-18,3.4955563643112617e-19,3.3755560750090086e-26,1.2745877033642798e-11,5.1812773388893972e-16,0.0054761049196392353,0.00079554768075739584,6.0873379432587166e-10,7.1432844216081263e-13,1.3084620961078622e-06,2.2839625723598192e-10,1.1669912265076157e-10
4.272165435587303e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33128493920323776,0.11318743674599384,0.022421510962282686,1.1396183625148224e-32,4.4844908241374962e-13,9.130298123087283e-09,6.8505675511088699e-20,4.0694893487026433e-13,1.389483048409083e-11,1.339690817186139e-06,7.7352681066136899e-20,4.9102810316712539e-10,5.3195827800909087e-14,3.114789792620504e-18,3.6040829197516068e-19,3.534489528346657e-26,1.2939887973352526e-11,5.3443438409618824e-16,0.005481188735637129,0.0008001129720950754,6.1198179534514455e-10,7.2556058229084749e-13,1.3215565535370763e-06,2.3071914143989906e-10,1.1977158780576484e-10
4.2970461658781216e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33127536630316839,0.11318242793780972,0.02241922867893692,1.1883823871449697e-32,4.5773613312174616e-13,9.3619610619360356e-09,6.9997693964977019e-20,4.1745780827500525e-13,1.4110492741857554e-11,1.353313006682255e-06,8.0582043232680259e-20,4.9752547309819704e-10,5.4568054138567992e-14,3.2064916049502734e-18,3.7153871293735664e-19,3.7000146912488072e-26,1.3135758428831227e-11,5.5116280636424664e-16,0.0054861839158083054,0.00080467753368645512,6.1523179411656903e-10,7.3690506566945007e-13,1.3347084636873838e-06,2.3305313705956846e-10,1.229070025247006e-10
4.32192689616894e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33126588118561651,0.1131775061757231,0.022416946759163316,1.2389578506067171e-32,4.6716298870949972e-13,9.59819090531859e-09,7.1514541362945204e-20,4.2818074308514927e-13,1.4328319965210254e-11,1.3670018111206076e-06,8.3928077729988718e-20,5.0407657520938963e-10,5.5968162743052406e-14,3.3003935495457533e-18,3.8295251772666836e-19,3.8723685323988676e-26,1.3333495812465437e-11,5.6832159336386584e-16,0.0054910919832512999,0.00080924136810701052,6.1848378971762065e-10,7.4836233783494018e-13,1.3479176891894979e-06,2.3539823916320765e-10,1.2610628554023762e-10
4.346807626459759e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33125648235126515,0.11317266996282031,0.022414665201695577,1.2914021588149318e-32,4.7673097766460834e-13,9.8390515427472725e-09,7.305651991573905e-20,4.3912095759244199e-13,1.4548322379022743e-11,1.3807572218483585e-06,8.7394355475104058e-20,5.1068155282322152e-10,5.739657071861943e-14,3.3965366151195738e-18,3.946554086789975e-19,4.0517952492997263e-26,1.3533107520881922e-11,5.8591946664362893e-16,0.0054959144348883824,0.00081380447788932078,6.2173778070393349e-10,7.5993284185070163e-13,1.3611840916267495e-06,2.3775444281582053e-10,1.2937036324217012e-10
4.3716883567505774e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33124716832656598,0.11316791782791405,0.022412384005288499,1.345774238390952e-32,4.8644143378239013e-13,1.0084607366272478e-08,7.4623934617422494e-20,4.5028170168732051e-13,1.4770510203618138e-11,1.3945792301843349e-06,9.0984537303576349e-20,5.1734054794017972e-10,5.8853699220253984e-14,3.4949623367790813e-18,4.0665317287130098e-19,4.238546449985819e-26,1.3734600934968794e-11,6.0396527788483109e-16,0.005500652741915581,0.00081836686552381208,6.2499376481518919e-10,7.7161701840947189e-13,1.3745075315343222e-06,2.4012174307897106e-10,1.327001696775992e-10
4.396569087041396e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33123793766329784,0.11316324832510087,0.022410103168717554,1.4021345696295548e-32,4.962956961547492e-13,1.0334923270226289e-08,7.6217093271266729e-20,4.6166625700695503e-13,1.4994893654765414e-11,1.4084678274158945e-06,9.4702375754049792e-20,5.2405370123750945e-10,6.0339973471973571e-14,3.5957128004881553e-18,4.1895168293924275e-19,4.4328813383382297e-26,1.3937983419896411e-11,6.2246801016204958e-16,0.0055053083502449862,0.00082292853345949002,6.2825174089263539e-10,7.8341530589055955e-13,1.3878878683985473e-06,2.4250013501058855e-10,1.3609664655050407e-10
4.4214498173322146e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33122878893812996,0.11315866003332672,0.022407822690778602,1.4605452200432649e-32,5.0629510915904576e-13,1.0590064650925343e-08,7.7836306515892416e-20,4.7327793708318841e-13,1.5221482943675766e-11,1.4224230047990214e-06,9.8551716878878628e-20,5.3082115206800394e-10,6.185582278511159e-14,3.6988306475481528e-18,4.3155689789841147e-19,4.6350669030561122e-26,1.4143262325138088e-11,6.4143677920939316e-16,0.0055098826809394253,0.0008274894841046568,6.3151170760145187e-10,7.9532814012281548e-13,1.4013249606563236e-06,2.4488961366475633e-10,1.3956074322070161e-10
4.446330547623033e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33121972075219513,0.11315415155595959,0.022405542570287481,1.5210698784923441e-32,5.1644102244697e-13,1.0850097406332939e-08,7.9481887851666209e-20,4.8512008749030255e-13,1.5450288276998806e-11,1.4364447535582959e-06,1.0253650208103868e-19,5.376430384587911e-10,6.3401680576588319e-14,3.8043590788289285e-18,4.4447486396914501e-19,4.8453781103385928e-26,1.4350444984490576e-11,6.6088083469243018e-16,0.0055143771306396718,0.00083204971982761946,6.3477366239814946e-10,8.0735595449522488e-13,1.414818665694731e-06,2.4729017409150018e-10,1.4309341670219174e-10
4.471211277913852e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33121073173066834,0.11314972152036969,0.022403262806079675,1.5837738899088974e-32,5.2673479093342402e-13,1.1115087935680167e-08,8.1154153667352443e-20,4.9719608599271951e-13,1.5681319856818584e-11,1.4505330648835299e-06,1.0666076997754381e-19,5.445194971101235e-10,6.4977984387155074e-14,3.9123418592259486e-18,4.5771171540487721e-19,5.0640981003286764e-26,1.4559538716094364e-11,6.8080956148578174e-16,0.0055187930719843023,0.00083660924295738163,6.3803760380416575e-10,8.1949918009064844e-13,1.4283688398507041e-06,2.4970181133661765e-10,1.4669563166088718e-10
4.4960920082046704e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33120182052235381,0.11314536857751681,0.022400983397010008,1.6487242906236676e-32,5.371777747854085e-13,1.1385103139046011e-08,8.2853423267021511e-20,5.095093426926224e-13,1.5914587880649443e-11,1.4646879299294483e-06,1.1092865828961773e-19,5.5145066339416652e-10,6.6585175899613835e-14,4.0228233222434338e-18,4.7127367532401338e-19,5.2915183873733254e-26,1.4770550822453817e-11,7.0123248095638134e-16,0.0055231318540223274,0.00084116805578432756,6.4130353064106576e-10,8.3175824536620457e-13,1.4419753384107994e-06,2.5212452044149383e-10,1.5036836041172497e-10
4.520972738495489e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33119298579927919,0.11314109140154492,0.022398704341952239,1.7159898443041571e-32,5.4777133941091319e-13,1.1660210416896275e-08,8.4580018897215604e-20,5.2206330017738125e-13,1.6150102541431698e-11,1.4789093398165965e-06,1.1534440575990306e-19,5.584366713537902e-10,6.8223700957026223e-14,4.1358483742337927e-18,4.8516705654540376e-19,5.5279390641563258e-26,1.4983488590457089e-11,7.2215925225238792e-16,0.0055273948026187255,0.00084572616056088911,6.4457144017744418e-10,8.4413357625057319e-13,1.4556380156111747e-06,2.545582964429031e-10,1.5411258291515849e-10
4.5458534687863076e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33118422625629546,0.11313688868938333,0.022396425639798798,1.7856410785128784e-32,5.5851685544781649e-13,1.1940477669581353e-08,8.6334265774373132e-20,5.348614336669002e-13,1.6387874027527173e-11,1.4931972856279828e-06,1.1991235409691873e-19,5.654776537013619e-10,6.9894009580897591e-14,4.2514624988189087e-18,4.9939826242732865e-19,5.7736690097566645e-26,1.5198359291395886e-11,7.435996735977496e-16,0.0055315832208530109,0.00085028355950220722,6.4784133052546611e-10,8.566255963940343e-13,1.4693567246376481e-06,2.5700313437285787e-10,1.5792928677302795e-10
4.570734199077126e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33117554061068527,0.1131327591603553,0.022394147289460438,1.8577503218945946e-32,5.6941569875279041e-13,1.222597329679256e-08,8.8116492112512655e-20,5.4790725116091291e-13,1.6627912522714633e-11,1.5075517584080495e-06,1.2463694994700168e-19,5.7257374181754424e-10,7.1596555989331301e-14,4.3697117615832129e-18,5.1397378770996478e-19,6.0290261016872356e-26,1.5415170180985099e-11,7.6556368359241131e-16,0.0055356983894109214,0.00085484025478677582,6.511132006738046e-10,8.6923472675157527e-13,1.483131317625792e-06,2.5945902925845204e-10,1.6181946722380775e-10
4.595614929367945e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33116692760177729,0.11312870155579285,0.022391869289865921,1.9323917420015747e-32,5.8046925039020804e-13,1.2516766196977107e-08,8.9927029151177803e-20,5.6120429358607014e-13,1.6870228206184954e-11,1.5219727491644802e-06,1.2952274689403567e-19,5.7972506575009396e-10,7.3331798615174629e-14,4.4906428143483949e-18,5.2890021936144036e-19,6.2943374319729037e-26,1.5633928499382169e-11,7.8806136251815778e-16,0.0055397415669694019,0.00085939624855707955,6.543870478318118e-10,8.8196138563187691e-13,1.4969616456612766e-06,2.6192597612167661e-10,1.6578412713722834e-10
4.6204956596587634e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33115838599056674,0.11312471463865849,0.022389591639961667,2.0096413837659576e-32,5.9167889662106295e-13,1.2812925766711559e-08,9.1766211183643796e-20,5.747561349429164e-13,1.7114831252536305e-11,1.536460248865183e-06,1.3457440748718414e-19,5.8693175421266718e-10,7.510020012414225e-14,4.6143028995250593e-18,5.4418423742739802e-19,6.5699395273223889e-26,1.5854641471206395e-11,8.1110293365008857e-16,0.005543713990574935,0.00086395154292021633,6.5766286962151767e-10,8.9480598911650318e-13,1.5108475587803049e-06,2.6440396997928087e-10,1.6982427700827232e-10
4.645376389949582e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33114991455934328,0.1131207971931735,0.022387314338711533,2.0895772086284726e-32,6.0304602889189394e-13,1.3114521900033734e-08,9.3634375585387044e-20,5.8856638245285371e-13,1.736173183176909e-11,1.5510142484362822e-06,1.3979670529684365e-19,5.941939345836301e-10,7.6902227432905107e-14,4.7407398549112812e-18,5.598326158839894e-19,6.856178573448888e-26,1.6077316305558075e-11,8.3469876457371402e-16,0.0055476168760153826,0.00086850613994851286,6.6094066516254932e-10,9.0776895053744756e-13,1.5247889059700419e-06,2.6689300584264542e-10,1.7394093495054215e-10
4.6702571202404006e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33114151211132542,0.11311694802445221,0.02238503738509642,2.1722791343328577e-32,6.1457204382371121e-13,1.3421624987732834e-08,9.5531862842818652e-20,6.0263867670489011e-13,1.7610940109280812e-11,1.5656347387646684e-06,1.4519452699913734e-19,6.0151173290487403e-10,7.8738351727170683e-14,4.8700021180427177e-18,5.758522234944385e-19,7.1534106436009093e-26,1.6301960196037403e-11,8.5885936850767113e-16,0.0055514514181854218,0.00087306004168012565,6.6422043176043345e-10,9.2085068042013009e-13,1.5387855351692909e-06,2.6939307871761198e-10,1.7813512668899777e-10
4.695137850531219e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3311331774702998,0.11311316595814314,0.022382760778114043,2.2578290753954503e-32,6.2625834320093438e-13,1.3734305916597998e-08,9.745901658228289e-20,6.1697669180223813e-13,1.7862466245860779e-11,1.5803217106957168e-06,1.5077287448918404e-19,6.088852738806381e-10,8.0609048479746155e-14,5.0021387304435524e-18,5.9225002466912261e-19,7.4620019313600962e-26,1.6528580320763369e-11,8.8359540563204703e-16,0.00555521879144571,0.00087761325011963514,6.6750216649238049e-10,9.3405158713888593e-13,1.5528372932693127e-06,2.7190418360435181e-10,1.8240788555206433e-10
4.720018580822038e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33112490948026846,0.11310944984007591,0.022380484516778602,2.3463109842595304e-32,6.3810633396034219e-13,1.4052636068624985e-08,9.9416183599321911e-20,6.3158413550893071e-13,1.8116320397684754e-11,1.5950751550301283e-06,1.5653686702333021e-19,6.16314680876339e-10,8.2514797468561802e-14,5.1371993425088423e-18,6.0903308032903245e-19,7.7823289877606336e-26,1.6757183842392378e-11,9.0891768442230869e-16,0.0055589201499758479,0.00088216576723862655,6.7078586851880658e-10,9.4737207629487331e-13,1.5669440261145879e-06,2.7442631549726746e-10,1.8676025246310655e-10
4.7448993111128563e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33111670700510099,0.11310579853591425,0.022378208600120506,2.4378108931441379e-32,6.5011742818001427e-13,1.4376687320180916e-08,1.0140371388820753e-19,6.4646474939623718e-13,1.8372512716309426e-11,1.6098950625269035e-06,1.624917433906789e-19,6.238000759174078e-10,8.4456082794683077e-14,5.2752342179814101e-18,6.2620854877276912e-19,8.1147789627938568e-26,1.6987777908136876e-11,9.3483716298882726e-16,0.0055625566281213012,0.00088671759497626278,6.7407153541046175e-10,9.608125504635712e-13,1.581105578503807e-06,2.7695946938483866e-10,1.9119327593127012e-10
4.769780041403675e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33110856892819274,0.11310221093081518,0.022375933027186112,2.5324169565971894e-32,6.6229304306829416e-13,1.4706532041127271e-08,1.0342196067174141e-19,6.6162230898887395e-13,1.8631053348666798e-11,1.62478142390223e-06,1.6864286411417778e-19,6.3134157968813639e-10,8.6433392900313331e-14,5.4162942380812296e-18,6.4378368654707833e-19,8.4597498513579261e-26,1.7220369649783687e-11,9.6136495042199444e-16,0.0055661293407343248,0.00089126873523984543,6.7735916369019417e-10,9.7437341016729248e-13,1.5953217941910731e-06,2.7950364024949385e-10,1.9570801204168787e-10
4.7946607716944935e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33110049415213005,0.1130986859290939,0.02237365779703741,2.630219494762855e-32,6.7463460095276005e-13,1.5042243093900826e-08,1.054712804313243e-19,6.7706062391125593e-13,1.8891952437058494e-11,1.639734229825139e-06,1.7499571368142574e-19,6.3893931153053259e-10,8.8447220586752242e-14,5.5604309064285815e-18,6.6176584932071845e-19,8.8176507437066203e-26,1.7454966183712406e-11,9.8851230814292059e-16,0.0055696393835090556,0.00089581918990536786,6.8064875241376911e-10,9.8805505318580586e-13,1.6095925158870009e-06,2.8205882306753739e-10,2.0030552444505052e-10
4.819541501985312e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33109248159835952,0.11309522245389443,0.022371382908751774,2.7313110373732829e-32,6.8714352926918825e-13,1.5383893832552528e-08,1.0755203293729589e-19,6.9278353803358706e-13,1.9155220119149973e-11,1.6547534709204303e-06,1.8155590280552917e-19,6.4659338944318445e-10,9.0498063032337322e-14,5.7076963537053309e-18,6.8016249276181299e-19,9.1889020804623094e-26,1.7691574610913485e-11,1.0162906512597131e-15,0.0055730878333108145,0.00090036896081805773,6.8394029958031142e-10,1.0018578739758405e-12,1.6239175852599999e-06,2.8462501280901575e-10,2.0498688434653958e-10
4.844422232276131e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33108453020686429,0.11309181944686605,0.022369108361421721,2.8357863684748771e-32,6.998212605505365e-13,1.573155810174438e-08,1.0966458127954603e-19,7.0879492961767525e-13,1.9420866527964539e-11,1.6698391377691486e-06,1.8832917071631755e-19,6.5430393008013585e-10,9.2586421810385228e-14,5.8581433416607096e-18,6.9898117341877028e-19,9.5739359122569843e-26,1.7930202017006352e-11,1.0447115499293189e-15,0.0055764757484997587,0.00090491804979291057,6.8723380121176757e-10,1.0157822650506001e-12,1.6382968429378555e-06,2.8720220443758822e-10,2.0975317049412309e-10
4.869302962566949e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33107663893584544,0.11308847586784511,0.022366834154154587,2.9437425718994666e-32,7.1266923241594277e-13,1.6085310235704316e-08,1.1180929189839829e-19,7.2509871146280273e-13,1.9688901791877453e-11,1.684991220903197e-06,1.953213874820446e-19,6.6207104874977213e-10,9.4712802907086588e-14,6.011825268009811e-18,7.1822954960450337e-19,9.9731961640549135e-26,1.8170855472257325e-11,1.073786730724936e-15,0.0055798041692489732,0.00090946645861521248,6.9052925606522063e-10,1.0298286163000961e-12,1.6527301285091762e-06,2.8979039291047399e-10,2.1460546916621167e-10
4.894183692857768e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33106880676140843,0.1130851906945425,0.022364560286072331,3.0552790774908501e-32,7.2568888755970844e-13,1.6445225057138723e-08,1.1398653461576719e-19,7.4169883105149149e-13,1.9959336034609789e-11,1.7002097108076236e-06,2.025385563618915e-19,6.6989485941371846e-10,9.6877716739374607e-14,6.1687961713341933e-18,7.3791538228406084e-19,1.03871389042223e-25,1.8413542031597482e-11,1.1035280780089777e-15,0.0055830741178570752,0.00091401418904105624,6.938266627004622e-10,1.0439973138946641e-12,1.6672172805249494e-06,2.9238957317834499e-10,2.1954487415867514e-10
4.9190644231485865e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33106103267725601,0.11308196292223636,0.022362286756311245,3.1704977080972968e-32,7.3888167374030261e-13,1.6811377876102991e-08,1.1619668266659017e-19,7.5859927069492861e-13,2.0232179375222269e-11,1.7154945979229922e-06,2.0998681618963739e-19,6.7777547468575007e-10,9.9081678172803244e-14,6.3291107349896713e-18,7.580465359658568e-19,1.0816232618412845e-25,1.8658268734640359e-11,1.1339476353115875e-15,0.0055862865990554539,0.00091856124279784664,6.9712601676868481e-10,1.0582887421602289e-12,1.6817581365004858e-06,2.9499974018519255e-10,2.2457248677121823e-10
4.943945153439405e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33105331569438512,0.11307879156347019,0.022360013564021706,3.2895027273407511e-32,7.522490437693924e-13,1.7183844488829897e-08,1.1844011273053481e-19,7.7580404767842754e-13,2.0507441928109053e-11,1.7308458726393354e-06,2.1767244378860397e-19,6.8571300583071531e-10,1.0132520653938026e-13,6.4928242918947848e-18,7.7863097959618994e-19,1.1260958488322713e-25,1.8905042605699572e-11,1.1650576067146965e-15,0.0055894426003102312,0.00092310762158479812,7.0042731650175164e-10,1.072703283055961e-12,1.6963525329172365e-06,2.9762088886828714e-10,2.2968941579311495e-10
4.968825883730224e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33104565484079035,0.11307567564775603,0.022357740708367973,3.4124008881736062e-32,7.65792455500846e-13,1.7562701176515658e-08,1.2071720496398325e-19,7.9331721440687225e-13,2.0785133802991426e-11,1.7462635252971195e-06,2.2560185641814851e-19,6.9370756276347122e-10,1.0360882565536147e-13,6.659992829711065e-18,7.9967678745707662e-19,1.1721810675379194e-25,1.9153870653806439e-11,1.1968703582416162e-15,0.0055925430921190209,0.00092765332707342213,7.0373056109331256e-10,1.087241314305903e-12,1.7110003052246001e-06,3.0025301415810391e-10,2.3489677748830113e-10
4.993706614021042e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3310380491611708,0.1130726142212828,0.022355468188527884,3.5393014822340546e-32,7.7951337181975621e-13,1.7948024704063815e-08,1.230283430322937e-19,8.1114285854975986e-13,2.1065265104911357e-11,1.7617475461916574e-06,2.3378161425213896e-19,7.0175925404783556e-10,1.0593306383906249e-13,6.8306729947127556e-18,8.2119214006771004e-19,1.2199296609437654e-25,1.9404759872727277e-11,1.2293984192521592e-15,0.0055955890283025745,0.00093219836090800798,7.0703574603676382e-10,1.1019032118371602e-12,1.7257012878422139e-06,3.0289611097818404e-10,2.4019569557982426e-10
5.018587344311861e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33103049771664395,0.1130696063466297,0.022353196003692666,3.6703163900111425e-32,7.9341326063150675e-13,1.8339892318787053e-08,1.2537391414234163e-19,8.2928510318622923e-13,2.1347845934225102e-11,1.7772979255669966e-06,2.4221842288951517e-19,7.0986818689555006e-10,1.0829845392863274e-13,7.004922096368227e-18,8.4318532508922705e-19,1.2693937282541358e-25,1.9657717240980867e-11,1.2626544838432825e-15,0.0055985813462914461,0.00093674272470609468,7.1034286880567446e-10,1.1166893496686871e-12,1.7404553141621556e-06,3.0555017424509993e-10,2.4558730123364966e-10
5.0434680746026795e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33102299958446318,0.11306665110248447,0.022350924153066689,3.8055601318308294e-32,8.0749359485079663e-13,1.8738381749066633e-08,1.2775430907533987e-19,8.477481069501769e-13,2.1632886386596681e-11,1.7929146536149014e-06,2.5091913589714236e-19,7.1803446716526342e-10,1.1070553329977447e-13,7.1827981128112566e-18,8.6566473823267042e-19,1.320626754780565e-25,1.9912749721855663e-11,1.2966514122552486e-15,0.00560152096740769,0.00094128642005893355,7.1365192921342271e-10,1.1316000969376857e-12,1.7552622165509984e-06,3.0821519886841647e-10,2.510727330418241e-10
