Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(55),OX(20),CH3X(21),HOX(22),HX(19),CH3OO(84),H2X(56)
9.434663753727813e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33007629620864959,0.11291169378459452,0.02195478484995176,4.4359591364425158e-30,7.6847247414856796e-12,2.8151768073923392e-07,1.6704146490787178e-18,1.4704625889074375e-11,1.1966485260367598e-10,5.576965123615045e-06,2.4149201817547134e-17,3.0992834966792139e-09,1.9046884663984186e-12,1.8460746367998371e-16,2.6305699768235113e-17,2.2366496813416928e-23,1.0330128419464262e-10,4.0197525338584918e-14,0.0057526928565770916,0.0017335635592356201,1.3255116397795377e-09,5.9287227518534009e-12,5.0052370006634779e-06,9.4519427764876326e-10,4.0070992161008308e-09
9.478743401144597e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33006828560099938,0.11291153237078949,0.021950854601749156,4.6038588528405463e-30,7.8157044331522975e-12,2.8710554015674498e-07,1.7060294741707124e-18,1.5026395769419584e-11,1.2122103824878221e-10,5.6251771936365229e-06,2.4999638102193664e-17,3.1325223791595366e-09,1.94619359900884e-12,1.8919843609226764e-16,2.6996062273443223e-17,2.3254817525059694e-23,1.0457878591146065e-10,4.1256617348712987e-14,0.0057528060416082039,0.0017414240365653377,1.3319106494036611e-09,5.9994827392715989e-12,5.0420948340820378e-06,9.5321430713868468e-10,4.0880854020390687e-09
9.522823048561381e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33006028412957594,0.11291137814411169,0.021946925247681267,4.777448733068697e-30,7.9483011292749565e-12,2.927730977126624e-07,1.7422993321035772e-18,1.5353739446173594e-11,1.2279036588316641e-10,5.6735894730266481e-06,2.5876059294776299e-17,3.1659333678049261e-09,1.9884130212410398e-12,1.9388223975017088e-16,2.7701365253497555e-17,2.417426133574423e-23,1.0586599510740894e-10,4.2338736393717126e-14,0.0057529118392410736,0.0017492827255383284,1.3383143481797171e-09,6.0706802990401384e-12,5.07899101036885e-06,9.6126552954876271e-10,4.1702517315393052e-09
9.566902695978164e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33005229157091392,0.11291123088077225,0.021942996787300367,4.956900647033157e-30,8.0825271106470288e-12,2.9852095853886953e-07,1.779234777961993e-18,1.568672817236571e-11,1.2437288635774259e-10,5.7222018620432819e-06,2.6779139052623426e-17,3.1995157830094257e-09,2.0313557614229982e-12,1.9866031832664187e-16,2.842186335924769e-17,2.5125773844025098e-23,1.0716293665165173e-10,4.3444277877082902e-14,0.005753010473364125,0.0017571396270500404,1.3447227254102331e-09,6.1423143556176687e-12,5.1159242018057117e-06,9.693479106076762e-10,4.2536074903347165e-09
9.610982343394948e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33004430770832266,0.11291109036375081,0.021939069220164198,5.1423910742733744e-30,8.2183946894985406e-12,3.0434972540502892e-07,1.8168465161546394e-18,1.6025433786631368e-11,1.2596865046744536e-10,5.7710142606604908e-06,2.7709565390398414e-17,3.2332689359216635e-09,2.075030920296647e-12,2.0353413108747885e-16,2.915781440084823e-17,2.6110324992020769e-23,1.0846963529179677e-10,4.4573642188853023e-14,0.0057531021610976339,0.0017649947419849737,1.3511357704631313e-09,6.2143838101303963e-12,5.1528930851906794e-06,9.7746141601555823e-10,4.3381619316738764e-09
9.655061990811732e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33003633233168039,0.11291095638259058,0.021935142545835791,5.3341012132098256e-30,8.355916209339099e-12,3.1025999864190843e-07,1.8551454021433828e-18,1.6369928715243118e-11,1.275777089511842e-10,5.8200265685715855e-06,2.8668040919694553e-17,3.2671921285507394e-09,2.1194476712456086e-12,2.0850515298220148e-16,2.9909479371786024e-17,2.7128909578885148e-23,1.0978611565417799e-10,4.5727234745529587e-14,0.0057531871129984508,0.0017728480712170089,1.3575534727641048e-09,6.2868875406978102e-12,5.1898963419967878e-06,9.8560601144457114e-10,4.4239242751173727e-09
9.699141638228516e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33002836523723633,0.11291082873320005,0.021931216763883377,5.5322170926601783e-30,8.4951040448011561e-12,3.1625237606542957e-07,1.8941424441856892e-18,1.6720285974136426e-11,1.2920011249179878e-10,5.8692386851921809e-06,2.9655283091513474e-17,3.3012846538730617e-09,2.1646152605221197e-12,2.1357487473493048e-16,3.067712247296011e-17,2.8182547782720618e-23,1.1111240224413897e-10,4.6905466030102062e-14,0.0057532655332585298,0.0017806996156097255,1.3639758218026597e-09,6.3598244027615424e-12,5.2269326585292757e-06,9.9378166253945855e-10,4.5109037053443276e-09
9.7432212856453e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33002040622741691,0.11291070721766047,0.021927291873880133,5.7369296856867377e-30,8.6359706014836203e-12,3.2232745290146447e-07,1.9338488050904516e-18,1.7076579170930308e-11,1.3083591171601528e-10,5.9186505096631884e-06,3.0672024441678185e-17,3.3355457959401335e-09,2.210543007473125e-12,2.1874480293531265e-16,3.1461011136814842e-17,2.9272285691118787e-23,1.1244851944631574e-10,4.81087516322017e-14,0.0057533376198973399,0.0017885493760167101,1.3704028071305535e-09,6.4331932294174068e-12,5.2640007260812646e-06,1.0019883349180755e-09,4.5991093709692499e-09
9.787300933062083e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33001245511063926,0.11291059164403923,0.021923367875404113,5.9484350257984481e-30,8.7785283157958486e-12,3.2848582171139865e-07,1.9742758039871338e-18,1.7438882506942757e-11,1.3248515719440297e-10,5.9682619408538301e-06,3.1719012839177864e-17,3.3699748299872535e-09,2.2572403047655652e-12,2.2401646012948179e-16,3.2261416051524917e-17,3.0399195840360124e-23,1.1379449152492004e-10,4.9337512288380626e-14,0.0057534035649484316,0.0017963973532818553,1.3768344183606591e-09,6.5069928317504961e-12,5.3010992410878763e-06,1.0102259941719279e-09,4.6885503833695045e-09
9.831380580478867e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33000451170112949,0.11291048182620889,0.021919444768038053,6.1669343255288535e-30,8.9227896548019155e-12,3.347280723184743e-07,2.0154349181081456e-18,1.7807270779201063e-11,1.3414789944133297e-10,6.0180728773645873e-06,3.2797011737438571e-17,3.4045710225430973e-09,2.3047166186108468e-12,2.2939138491103637e-16,3.3078611185231614e-17,3.156437776329688e-23,1.1515034262402264e-10,5.0592173922514575e-14,0.0057534635546403912,0.0018042435482396504,1.3832706451672249e-09,6.5812219991731692e-12,5.3382269052787294e-06,1.0184946058667209e-09,4.7792358155236812e-09
9.875460227895651e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32999657581874675,0.11291037758367191,0.021915522551369276,6.3926340974314911e-30,9.0687671160652416e-12,3.4105479173493382e-07,2.0573377845844774e-18,1.8181819382446987e-11,1.3582418891493606e-10,6.0680832175301782e-06,3.3906800428540997e-17,3.439333631540165e-09,2.3529814889885103e-12,2.3487113201202805e-16,3.3912873810329629e-17,3.2768958546018966e-23,1.165160967678366e-10,5.1873167686328092e-14,0.0057535177695723664,0.0018120879617154605,1.3897114772854349e-09,6.655879499765898e-12,5.3753824258288094e-06,1.0267941355428961e-09,4.8711747008611369e-09
9.919539875312435e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32998864728881294,0.11291027874139006,0.021911601224989512,6.6257462775442505e-30,9.216473227493601e-12,3.4746656408998704e-07,2.0999962022546859e-18,1.8562604311136839e-11,1.3751407601706318e-10,6.1182928594224915e-06,3.5049174300418512e-17,3.4742619064260677e-09,2.4020445298690867e-12,2.4045727239396528e-16,3.4764484527804376e-17,3.4014093393439486e-23,1.1789177786100067e-10,5.3180930000042974e-14,0.0057535663848842676,0.0018199305945258023,1.3961569045109634e-09,6.7309640806207954e-12,5.4125645155076359e-06,1.0351245487161529e-09,4.9643760321231113e-09
9.963619522729218e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32998072594194705,0.11291018512961964,0.021907680788494779,6.866488351369125e-30,9.365920547184419e-12,3.5396397055862133e-07,2.1434221334872731e-18,1.8949702161436328e-11,1.3921761109324542e-10,6.168701700853493e-06,3.6224945097061677e-17,3.5093550882756438e-09,2.4519154294361427e-12,2.4615139333884137e-16,3.5633727291619427e-17,3.5300966203915669e-23,1.192774096888628e-10,5.4515902593149409e-14,0.0057536095704218016,0.001827771447478604,1.4026069166996783e-09,6.8064744681877467e-12,5.449771892826716e-06,1.0434858108779764e-09,5.0588487602357362e-09
9.999999999999998e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3299741934708893,0.11291011169153344,0.021904445784937578,7.071086619139608e-30,9.490585161266676e-12,3.5939142242930675e-07,2.1798498087064925e-18,1.9273997574588888e-11,1.4063391437390875e-10,6.2104558593527775e-06,3.7221093496938633e-17,3.5384423939376669e-09,2.4936910780765532e-12,2.5093342504769398e-16,3.6364628978022709e-17,3.6395366515559531e-23,1.2042853242766411e-10,5.5638515553837866e-14,0.0057536412399478987,0.0018342414379901675,1.4079337842221116e-09,6.8691156608584431e-12,5.4804985878081037e-06,1.050409866167101e-09,5.1377844210480931e-09
1.0007699170146002e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32997281161390457,0.11291009658375142,0.021903761241485284,7.1150834824072755e-30,9.5171216632704334e-12,3.6054758929127311e-07,2.1876277060164861e-18,1.9343190133210317e-11,1.4093484443265568e-10,6.2193096393781306e-06,3.7434941181745033e-17,3.5446124099038634e-09,2.5026039503075134e-12,2.5195509854018474e-16,3.6520889433153544e-17,3.6630790152993536e-23,1.206730159177634e-10,5.587853254529922e-14,0.0057536474908965367,0.0018356105213734662,1.409061503767277e-09,6.8824093686229872e-12,5.4870032821852105e-06,1.0518778874961634e-09,5.154601793195217e-09
1.0051778817562786e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32996490414542201,0.1129100129441552,0.021899842583565247,7.3717606432897568e-30,9.6700891937657308e-12,3.6721799534437962e-07,2.2326252147915192e-18,1.9743146032007455e-11,1.426658262680708e-10,6.2701165722972153e-06,3.8680007803292624e-17,3.5800330959795162e-09,2.5541199297557311e-12,2.5787000819412516e-16,3.7426261685686701e-17,3.8004808286365401e-23,1.2207862009531906e-10,5.7269272327320689e-14,0.0057536803060411019,0.0018434478170019065,1.4155206556889124e-09,6.9587674681400535e-12,5.5242574140138097e-06,1.0603007440153408e-09,5.2516439949655078e-09
1.009585846497957e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32995700338206613,0.11290993405602959,0.021895924814342826,7.6367547495483745e-30,9.824835786412062e-12,3.7397576061182586e-07,2.2784271238391667e-18,2.0149648271039615e-11,1.4441060677583443e-10,6.3211223966602713e-06,3.9961007365403188e-17,3.6156163631396445e-09,2.6064732799276435e-12,2.6389775909047796e-16,3.8350138208934846e-17,3.9424294122143294e-23,1.2349424565070594e-10,5.8688579842354381e-14,0.0057537081707597177,0.0018512833351476017,1.4219843624988389e-09,7.0355474333629478e-12,5.5615330249167662e-06,1.0687543458574793e-09,5.349984184388755e-09
1.0139938112396354e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32994910917408737,0.11290985976925576,0.021892007933429977,7.9103067960732738e-30,9.9813741185255716e-12,3.8082145375730867e-07,2.3250460681399579e-18,2.0562775873156265e-11,1.4616923607582149e-10,6.3723270092683773e-06,4.1278819699058025e-17,3.6513614201046994e-09,2.6596739880632312e-12,2.7004000470384514e-16,3.9292816613632772e-17,4.0890552262558136e-23,1.2491991589494356e-10,6.0136918467109744e-14,0.0057537312352741801,0.0018591170765866224,1.4284526142900428e-09,7.1127479116814446e-12,5.5988288578120416e-06,1.0772386584224025e-09,5.4496311341088131e-09
1.0184017759813137e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32994122137627807,0.11290978993825607,0.021888091940442354,8.1926639963033311e-30,1.0139716896843829e-11,3.8775564014763084e-07,2.3724948555177991e-18,2.0982608472813667e-11,1.4794176423140219e-10,6.4237303066769932e-06,4.263434233803314e-17,3.6872674677944088e-09,2.713732116713608e-12,2.7629841528473497e-16,4.025459798616496e-17,4.2404919015190264e-23,1.2635565402117826e-10,6.1614757093241892e-14,0.0057537496452654069,0.0018669490420876566,1.4349254012138717e-09,7.190367531608377e-12,5.6361436620695595e-06,1.0857536470882978e-09,5.5505935695081282e-09
1.0228097407229921e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32993333984783457,0.11290972442185668,0.021884176834999186,8.4840799241947837e-30,1.0299876857373213e-11,3.9477888178694645e-07,2.4207864685431583e-18,2.1409226318038928e-11,1.4972824124940806e-10,6.4753321851987434e-06,4.4028490797535582e-17,3.7233336994443209e-09,2.7686578039582276e-12,2.8267467795069957e-16,4.1235786913243656e-17,4.3968763023833574e-23,1.2780148310496668e-10,6.3122570168848525e-14,0.005753763542010723,0.0018747792324122316,1.4414027134796629e-09,7.2684049031388221e-12,5.6734761936474943e-06,1.0942992772122183e-09,5.6528801676582299e-09
1.0272177054646705e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32992546445222437,0.11290966308315452,0.021880262616723167,8.7848146590141323e-30,1.0461866765236677e-11,4.0189173725196902e-07,2.4699340664498014e-18,2.1842710272388966e-11,1.5152871708009809e-10,6.5271325409062071e-06,4.546219885598384e-17,3.7595593007229926e-09,2.8244612636212746e-12,2.8917049677748889e-16,4.2236691506633938e-17,4.5583485909095267e-23,1.2925742610455964e-10,6.4660837740085793e-14,0.0057537730625169831,0.0018826076483149249,1.4478845413543696e-09,7.3468586181110291e-12,5.7108252152266001e-06,1.1028755141305794e-09,5.756499556284144e-09
1.0316256702063489e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32991759505705598,0.11290960578938804,0.021876349285240376,9.0951349330026814e-30,1.0625699414521814e-11,4.0909476162816157e-07,2.5199509870651176e-18,2.2283141816904325e-11,1.533432416171261e-10,6.5791312696346751e-06,4.6936418839953448e-17,3.7959434498498269e-09,2.8811527854872621e-12,2.9578759289022233e-16,4.3257623427925308e-17,4.7250522918837211e-23,1.3072350586118571e-10,6.6230045492903591e-14,0.005753778339649687,0.0018904342905435724,1.4543708751621835e-09,7.4257272505690107e-12,5.7481894963425057e-06,1.111482323159657e-09,5.8614603127429645e-09
1.0360336349480272e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32990973153395353,0.11290955241181208,0.02187243684018016,9.4153142819608594e-30,1.0791387628129319e-11,4.1638850644692049e-07,2.5708507487540521e-18,2.2730603052057866e-11,1.5517186469750832e-10,6.6313282669848818e-06,4.8452121912308749e-17,3.8324853177134913e-09,2.9387427355158139e-12,3.0252770455457529e-16,4.4298897913349391e-17,4.897134358856598e-23,1.321997450993348e-10,6.78306847948989e-14,0.005753779502258167,0.0018982591598394659,1.4608617052841513e-09,7.5050093571266535e-12,5.7855678135159982e-06,1.1201196695960782e-09,5.9677709630168415e-09
1.0404415996897056e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32990187375843577,0.11290950282557655,0.021868525281175045,9.7456331988009226e-30,1.0958944257621774e-11,4.2377351962377279e-07,2.6226470523766829e-18,2.3185176699698345e-11,1.5701463610159269e-10,6.6837234283257307e-06,5.0010298363541948e-17,3.8691840679909357e-09,2.9972415560556588e-12,3.0939258726798364e-16,4.5360833798643237e-17,5.0747452411878525e-23,1.3368616642704179e-10,6.9463252737287448e-14,0.0057537766752970088,0.0019060822569375497,1.4673570221577976e-09,7.5847034773332323e-12,5.8229589503812075e-06,1.1287875187173066e-09,6.0754399807206312e-09
1.044849564431384e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32989402160979675,0.11290945690960849,0.021864614607860631,1.0086379290117031e-29,1.1128382183072782e-11,4.3125034539759465e-07,2.6753537832594573e-18,2.3646946104988851e-11,1.5887160555302791e-10,6.7363166487969882e-06,5.1611957906340133e-17,3.9060388572669632e-09,3.0566597660578079e-12,3.1638401385086365e-16,4.6443753543958004e-17,5.2580389521070283e-23,1.3518279233617016e-10,7.112825217699298e-14,0.0057537699799437951,0.0019139035825666059,1.4738568162767327e-09,7.6648081340402327e-12,5.8603616978117109e-06,1.1374858357821304e-09,6.1844757861244659e-09
1.0492575291730624e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32988617497099249,0.11290941454649803,0.021860704819875502,1.0437847435822321e-29,1.1299714312916481e-11,4.3881952427087047e-07,2.7289850131801176e-18,2.4115995238340182e-11,1.6074282271873415e-10,6.7891078233119623e-06,5.3258129973400996e-17,3.9430488351543124e-09,3.1170079612879444e-12,3.2350377453784706e-16,4.7547983258812414e-17,5.447173137801301e-23,1.3668964520269561e-10,7.2826191778853695e-14,0.0057537595337132904,0.0019217231374494387,1.4803610781902712e-09,7.7453218337693074e-12,5.8977748540445024e-06,1.146214586031136e-09,6.2948867451914574e-09
1.0536654939147408e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3298783337285292,0.11290937562238762,0.021856795916861158,1.0800339951903396e-29,1.1472953583797387e-11,4.4648159295100282e-07,2.7835550023663393e-18,2.4592408697339009e-11,1.6262833720887389e-10,6.8420968465601597e-06,5.4949864018518143e-17,3.9802131444142694e-09,3.1782968145380023e-12,3.3075367706903338e-16,4.8673852727090665e-17,5.6423091475411032e-23,1.3820674728698984e-10,7.455758605794531e-14,0.005753745450568175,0.001929540922303049,1.4868697985030384e-09,7.8262430670813295e-12,5.9351972248018035e-06,1.1549737346871872e-09,6.4066811686307784e-09
1.0580734586564191e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32987049777235583,0.11290934002686465,0.021852887898461897,1.1174166756343262e-29,1.1648112960420608e-11,4.5423708429268586e-07,2.8390782015081066e-18,2.5076271708671075e-11,1.6452819857682399e-10,6.8952836130099184e-06,5.6688229820957135e-17,4.0175309210777409e-09,3.2405370758369543e-12,3.3813554678125529e-16,4.982169543208431e-17,5.8436121048545103e-23,1.3973412073410371e-10,7.6322955422020593e-14,0.0057537278410264223,0.0019373569378388087,1.493382967874576e-09,7.9075703089463571e-12,5.9726276234107002e-06,1.1637632469558952e-09,6.5198673109663169e-09
1.0624814233980975e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32986266699576017,0.11290930765285721,0.021848980764324771,1.1559645538264416e-29,1.1825205435402391e-11,4.6208652724135588e-07,2.8955692537838509e-18,2.556767013003911e-11,1.6644245631914817e-10,6.9486680169110323e-06,5.8474317793142984e-17,4.05500129456679e-09,3.303739572660797e-12,3.4565122669936104e-16,5.0991848581578009e-17,6.0512509797613251e-23,1.4127178757405112e-10,7.812282621406466e-14,0.0057537068122654406,0.0019451711847626226,1.4999005770189474e-09,7.9893020191144192e-12,6.0100648709205699e-06,1.172583088026088e-09,6.6344533696211541e-09
1.0668893881397759e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32985484129526654,0.11290927839653324,0.021845074514099467,1.195710193034434e-29,1.2004244029121077e-11,4.7003044677772968e-07,2.9530429969003804e-18,2.6066690452075824e-11,1.6837115987557061e-10,7.0022499522973369e-06,6.0309239291680291e-17,4.0926233878165913e-09,3.3679152101417365e-12,3.5330257762751002e-16,5.2184653132978137e-17,6.2653986620779373e-23,1.4281976972209225e-10,7.9957730754965748e-14,0.0057536824682230606,0.0019529836637750936,1.5064226167043405e-09,8.0714366424870027e-12,6.0475077962182914e-06,1.1814332230702709e-09,6.7504474840180149e-09
1.0712973528814543e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32984702057053827,0.11290925215720256,0.021841169147438253,1.2366869684556386e-29,1.2185241789568328e-11,4.7806936386344142e-07,3.0115144651466102e-18,2.657341980025162e-11,1.7031435862894991e-10,7.0560293129892882e-06,6.2194126931726768e-17,4.1303963173977997e-09,3.4330749712765831e-12,3.610914782404845e-16,5.340045381848464e-17,6.4862320358039812e-23,1.4437808897901732e-10,8.1828207386300986e-14,0.0057536549096954756,0.001960794375571675,1.5129490777526639e-09,8.153972609489133e-12,6.0849552361411741e-06,1.1903136172450886e-09,6.8678577346959378e-09
1.0757053176231326e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32983920472428274,0.11290922883722176,0.021837264663995899,1.2789290851289623e-29,1.236821179220081e-11,4.8620379538779021e-07,3.0709988914611397e-18,2.7087945936777381e-11,1.7227210190525404e-10,7.1100059925965181e-06,6.4130134904741441e-17,4.1683191936392893e-09,3.499229917134347e-12,3.6901982517501363e-16,5.4639599170304915e-17,6.7139320546019741e-23,1.4594676703142968e-10,8.373480051323656e-14,0.0057536242344322086,0.0019686033208428243,1.5194799510391475e-09,8.2369083364419194e-12,6.1224060355876554e-06,1.1992242356917791e-09,6.9866921424433224e-09
1.080113282364811e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3298313936621583,0.11290920834190238,0.021833361063429577,1.3224715961902003e-29,1.2553167139792173e-11,4.9443425411560712e-07,3.1315117095136749e-18,2.7610357262502027e-11,1.7424443897353601e-10,7.1641798845203622e-06,6.6118439299628199e-17,4.2063911207512355e-09,3.5663911870630354e-12,3.770895331211133e-16,5.5902441545910154e-17,6.9486838183811376e-23,1.4752582545202923e-10,8.5678060647542371e-14,0.0057535905372282196,0.0019764105002741486,1.526015227491931e-09,8.3202422259354364e-12,6.1598590476256586e-06,1.2081650435366258e-09,7.106958667447554e-09
1.0845212471064894e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32982358729268496,0.11290919057942124,0.021829458345398844,1.3673504214761735e-29,1.2740120962285394e-11,5.0276124863625124e-07,3.1930685558003492e-18,2.8140742818805058e-11,1.7623141904591017e-10,7.2185508819563712e-06,6.816023842729595e-17,4.2446111969485401e-09,3.6345699988956625e-12,3.8530253491343904e-16,5.71893371533329e-17,7.1906766509966435e-23,1.4911528569989588e-10,8.7658544450719918e-14,0.0057535539100132234,0.0019842159145465484,1.5325548980916614e-09,8.4039726672018757e-12,6.197313133598677e-06,1.2171360058914038e-09,7.2286652084613568e-09
1.0889292118481678e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32981578552715796,0.11290917546073403,0.021825556509565532,1.4136023664832595e-29,1.2929086416645525e-11,5.1118528331374498e-07,3.2556852717529294e-18,2.8679192289483973e-11,1.782330912775294e-10,7.2731188778968102e-06,7.025675314865657e-17,4.2829785145745336e-09,3.7037776491554612e-12,3.9366078162265156e-16,5.8500646076506433e-17,7.4401041790756665e-23,1.5071516912077247e-10,8.9676814777243668e-14,0.005753514441938311,0.0019920195643363535,1.5390989538710759e-09,8.4880980364888063e-12,6.2347671632295032e-06,1.2261370878538269e-09,7.3518196019860572e-09
1.0933371765898462e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32980798827956259,0.11290916289949132,0.021821655555593684,1.4612651416859376e-29,1.3120076686712755e-11,5.1970685823805604e-07,3.3193779058619689e-18,2.9225796002636621e-11,1.8024950476656277e-10,7.3278837651331181e-06,7.2409227206081464e-17,4.3214921602249698e-09,3.774025513260303e-12,4.0216624264679688e-16,5.983673230064447e-17,7.6971644119815966e-23,1.5232549694734826e-10,9.1733440717915353e-14,0.0057534722194599406,0.0019998214503154574,1.5456473859145912e-09,8.5726166974324354e-12,6.2722200147216109e-06,1.2351682545079812e-09,7.4764296214719062e-09
1.0977451413315245e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32980019546649403,0.112909152811957,0.021817755483149501,1.5103773822210564e-29,1.3313104983055856e-11,5.2832646917753511e-07,3.3841627158138958e-18,2.9780644932538474e-11,1.8228070855417403e-10,7.3828454362583636e-06,7.461892755833783e-17,4.3601512148722575e-09,3.8453250457263278e-12,4.1082090580269863e-16,6.1197963737661733e-17,7.9620598229278424e-23,1.5394629029954163e-10,9.3828997643330331e-14,0.0057534273264214014,0.0020076215731514471,1.5522001853578888e-09,8.6575270014307572e-12,6.3096705748581766e-06,1.2442294709247661e-09,7.6025029765356197e-09
1.1021531060732029e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32979240700707618,0.11290914511692936,0.021813856291901274,1.5609786679435864e-29,1.3508184542826009e-11,5.3704460753251461e-07,3.4500561706420886e-18,3.03438307015148e-11,1.8432675162450104e-10,7.4380037836696647e-06,7.6887144719026061e-17,4.398954753989908e-09,3.9176877803707835e-12,4.196267774173625e-16,6.2584712251634675e-17,8.2349974312527818e-23,1.5557757018478331e-10,9.5964067247456132e-14,0.0057533798441318186,0.0020154199335077273,1.5587573433874932e-09,8.7428272880165673e-12,6.3471177390987131e-06,1.2533207021623223e-09,7.7300473121952534e-09
1.1065610708148813e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32978462282288673,0.11290913973566441,0.021809957981519325,1.6131095438597074e-29,1.3705328629610959e-11,5.4586176029007927e-07,3.517074952891934e-18,3.0915445581807787e-11,1.8638768290463541e-10,7.4933586995705981e-06,7.9215193098539077e-17,4.4379018476771949e-09,3.9911253305140715e-12,4.2858588241939432e-16,6.3997353684301643e-17,8.5161888858674143e-23,1.5721935749829922e-10,9.8139237591322439e-14,0.0057533298514427468,0.0020232165320436461,1.5653188512403501e-09,8.8285158852300307e-12,6.3845604116733221e-06,1.2624419132664581e-09,7.859070208122588e-09
1.1109690355565597e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32977684283788117,0.11290913659180166,0.02180606055167594,1.6668115409431231e-29,1.3904550533289575e-11,5.547784099800114e-07,3.5852359607999133e-18,3.149558249743859e-11,1.8846355126460329e-10,7.5489100759735916e-06,8.1604411349564863e-17,4.4769915607839577e-09,4.0656493891810101e-12,4.3770026443042867e-16,6.5436267880602969e-17,8.805850549887306e-23,1.588716730233932e-10,1.0035510314682208e-13,0.0057532774248224734,0.0020310113694146066,1.5718847002034074e-09,8.9145911099908964e-12,6.4219975056745078e-06,1.271593069271077e-09,7.9895791779131037e-09
1.115377000298238e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32976906697832148,0.11290913561129193,0.021802164002045335,1.7221271973406027e-29,1.4105863569886752e-11,5.6379503463191749e-07,3.6545563104867249e-18,3.2084335026064295e-11,1.9055440551734655e-10,7.6046578047022708e-06,8.4056162716153403e-17,4.5162229530355829e-09,4.1412717293013072e-12,4.469719858565704e-16,6.6901838714259549e-17,9.1042035864606171e-23,1.6053453743172969e-10,1.0261226484062271e-13,0.0057532226384280601,0.0020388044462721884,1.5784548816131832e-09,9.0010512684701682e-12,6.459427943146611e-06,1.2807741351985916e-09,8.1215816683736696e-09
1.1197849650399164e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3297612951727053,0.11290913672232775,0.021798268332303566,1.7791000799727819e-29,1.4309281081428686e-11,5.7291210773354433e-07,3.725053338164468e-18,3.268179740082987e-11,1.926602944187048e-10,7.6606017773938118e-06,8.6571835386369179e-17,4.5555950791580623e-09,4.2180042039092354e-12,4.5640312797984694e-16,6.8394454113390354e-17,9.4114740458038192e-23,1.622079712836165e-10,1.0491133009818885e-13,0.0057531655641752154,0.0020465957632642543,1.5850293868553416e-09,9.0878946564610874e-12,6.4968506551727683e-06,1.2899850760603422e-09,8.2550850588281132e-09
