Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2X(49),COX(50),CHOX(53),CO2X(24)
3.399888721415275e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33168650630722002,0.11343197156021109,0.022501768197658562,7.7253122259741008e-19,3.1840758600497545e-18,5.3374187743059576e-08,2.1581301363785391e-08,7.401325860544941e-17,6.9835101952029388e-24,3.3562235388634305e-09,7.7125621091335149e-33,3.5783693662199329e-09,1.9188955517626387e-24,1.0616777402143405e-24,7.3478732591528123e-20,2.8635243589342483e-22,9.9412739978842851e-19,1.4316390473974455e-24,0.0052370860421522333,0.00063957730283051382,3.1223579679615237e-10,3.5093787533616307e-06,2.2350745150418356e-14,1.6416671813301377e-09,8.8142960664997547e-07,1.1460434757687898e-13,1.0652731574161388e-10,6.7885243831297083e-10,1.7632959989870641e-14,3.9979807981006121e-17,8.4855850786562012e-22
3.4063552382025394e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33168288392879774,0.11342955326640634,0.022501171431037203,7.7931380625891671e-19,3.215687252916647e-18,5.3799073800897158e-08,2.1723848340634387e-08,7.4382676538805785e-17,7.0750774756015744e-24,3.3624768084412648e-09,7.7873606443647395e-33,3.5865743723090447e-09,1.9304227445706317e-24,1.0705615563991729e-24,7.4170074315833394e-20,2.887753627540683e-22,1.003528758873465e-18,1.442790164136589e-24,0.0052395014016214016,0.00064077069298929218,3.1272247095806418e-10,3.5202163940800909e-06,2.239128873075612e-14,1.6519355975675441e-09,8.8420385044921379e-07,1.1517258931650168e-13,1.0706358899302865e-10,6.844702029313799e-10,1.7749244529449595e-14,4.0305404072558942e-17,8.5442595913782628e-22
3.412821754989804e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33167927253641055,0.11342714591243803,0.022500574693257006,7.861432754041014e-19,3.2475534930297082e-18,5.4226557389226298e-08,2.1867065945816442e-08,7.475331574952474e-17,7.1676748792645488e-24,3.3687299158848578e-09,7.8627481762662423e-33,3.5947879264116969e-09,1.9419986014100663e-24,1.0795038222285401e-24,7.4866652485033928e-20,2.9121422634182371e-22,1.0130023663125394e-18,1.4540082083428363e-24,0.0052419058167265248,0.00064196402479340536,3.1320913161377121e-10,3.5310668253641333e-06,2.2431902295348147e-14,1.6622492466308542e-09,8.8698190448182478e-07,1.1574252720237531e-13,1.076015760773406e-10,6.9012379307555597e-10,1.7866075141772618e-14,4.0633524820242568e-17,8.6033610391755444e-22
3.419288271777068e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33167567208080462,0.11342474944910808,0.022499977984276935,7.9301986670727939e-19,3.2796761458960613e-18,5.4656649364201709e-08,2.2010956030432121e-08,7.5125178234283557e-17,7.2613121223663684e-24,3.374982862630906e-09,7.9387282730840524e-33,3.6030100404384753e-09,1.9536232409980388e-24,1.0885048173547299e-24,7.5568497429228591e-20,2.9366910135751741e-22,1.022548646591603e-18,1.4652934623109825e-24,0.0052442993366657569,0.00064315729832307121,3.1369577879500157e-10,3.5419300245592692e-06,2.2472551629827486e-14,1.6726082341491676e-09,8.8976376665879946e-07,1.1631422427106178e-13,1.0814128156447924e-10,6.9581336631750122e-10,1.7983453330731707e-14,4.0963371662054974e-17,8.6626603296400633e-22
3.425754788564332e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33167208251294772,0.1134223638274397,0.022499381304056133,7.9994381745753075e-19,3.312056788368989e-18,5.5089360602866681e-08,2.2155520446748403e-08,7.5498265989748179e-17,7.3559983857479692e-24,3.3812356501142221e-09,8.0153045182466233e-33,3.6112407262513806e-09,1.9652967821390283e-24,1.0975648229636649e-24,7.6275639595419354e-20,2.961400627076992e-22,1.0321680258733872e-18,1.4766462090239028e-24,0.0052466820104160317,0.00064435051365814295,3.1418241253873525e-10,3.5528059689667138e-06,2.2513242545921351e-14,1.6830126689751342e-09,8.9254943488742424e-07,1.168876721678326e-13,1.0868270963290322e-10,7.0153908056409631e-10,1.8101380601172819e-14,4.1295012756446784e-17,8.7221969937881643e-22
3.43157465367287e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33166886117055461,0.113420225997257,0.022498844316412962,8.0621606234245012e-19,3.3414212515557579e-18,5.5481049194788108e-08,2.22862065069389e-08,7.583509422635627e-17,7.4421210849768393e-24,3.3868630238639342e-09,8.084735819695895e-33,3.6186556821249246e-09,1.975844878256117e-24,1.1057695143837525e-24,7.6916621932160803e-20,2.9837774381544587e-22,1.0408883204505994e-18,1.4869216218025378e-24,0.0052488171836016576,0.00064542435776904011,3.1462037144672141e-10,3.5626051972944262e-06,2.2549929510242115e-14,1.6924156097010901e-09,8.9505978874063772e-07,1.1740522116211881e-13,1.0917146551249016e-10,7.067232547243787e-10,1.8207985853744553e-14,4.1595784282164292e-17,8.7761776200068043e-22
3.437394518781408e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33166564857226627,0.11341809687393288,0.022498307352002332,8.1252703558973363e-19,3.3709971159438145e-18,5.5874876176265852e-08,2.2417441629054974e-08,7.6172918005082572e-17,7.5291090885943847e-24,3.3924902708148621e-09,8.1546555499952578e-33,3.626077599293048e-09,1.9864327676653087e-24,1.1140224372437109e-24,7.7561942155823091e-20,3.0062857059333028e-22,1.0496684848110332e-18,1.4972521407431919e-24,0.0052509436462617153,0.00064649815486440788,3.1505831951924563e-10,3.5724147142203854e-06,2.2586654648966081e-14,1.7018555297858159e-09,8.9757322227927401e-07,1.1792418343764966e-13,1.0966161746861536e-10,7.1193694685821985e-10,1.831503818030967e-14,4.1898193342912877e-17,8.8303770558550148e-22
3.4432143838899455e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33166244468279493,0.11341597642221891,0.022497770410794822,8.1887691177391701e-19,3.400785543651554e-18,5.6270849519858255e-08,2.2549227165712568e-08,7.6511738781474754e-17,7.6169693083263033e-24,3.3981173920091084e-09,8.2250663531591689e-33,3.6335064863021996e-09,1.997060537156888e-24,1.1223237981384709e-24,7.8211622724829662e-20,3.0289259807677509e-22,1.0585088331210908e-18,1.5076379735719868e-24,0.0052530614336446929,0.0006475719050017014,3.154962567814274e-10,3.5822345031146735e-06,2.2623393817869325e-14,1.7113325061737538e-09,9.0008973397453342e-07,1.1844460347795048e-13,1.1015317257304657e-10,7.1718027277284855e-10,1.8422538679796902e-14,4.2201557673917338e-17,8.8846369713118684e-22
3.449034248998483e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33165924946699549,0.11341386460700942,0.022497233492761153,8.2526586605795479e-19,3.4307876982446565e-18,5.666897721169944e-08,2.2681564470463577e-08,7.6851558011074246e-17,7.7057090131625633e-24,3.4037443884875614e-09,8.2959708832580904e-33,3.6409423516669443e-09,2.0077282735786441e-24,1.1306738038100089e-24,7.8865686167475447e-20,3.0516988143682069e-22,1.0674096806536164e-18,1.5180793284677555e-24,0.0052551705808564012,0.00064864560823815331,3.1593418325823535e-10,3.5920645473136937e-06,2.2660208984606233e-14,1.7208466227609088e-09,9.0260932230311602e-07,1.1896637228417806e-13,1.1064612463402039e-10,7.2245334849354141e-10,1.8530488451759197e-14,4.2507447917932255e-17,8.9393660468839017e-22
3.4542721275961674e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33165638115983287,0.11341197132863187,0.02249675028632037,8.3104948190530101e-19,3.4579733369904676e-18,5.702914071356441e-08,2.2801140925632061e-08,7.7158250198206516e-17,7.7863330041368319e-24,3.4088085795454856e-09,8.3602092985870698e-33,3.647640604000845e-09,2.0173634799095948e-24,1.1382305712275423e-24,7.9458109321244192e-20,3.0723081594357236e-22,1.0754724317339771e-18,1.5275241916660667e-24,0.0052570614549009289,0.00064961190109784448,3.1632830788370452e-10,3.6009203415913964e-06,2.2693373441555082e-14,1.7294411449491629e-09,9.0487958105923953e-07,1.1943717953859051e-13,1.1109097960132867e-10,7.2722464879663494e-10,1.8628028283734209e-14,4.2784107285368742e-17,8.9887954804973388e-22
3.4589862183340834e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33165380564508468,0.11341027331410052,0.022496315416534986,8.3628202747990709e-19,3.4825899417660528e-18,5.7354790226659418e-08,2.2909143616362191e-08,7.7434966530409066e-17,7.8595133804823443e-24,3.4133662664714877e-09,8.4183692587607475e-33,3.6536738749297093e-09,2.0260629572848573e-24,1.1450656193988031e-24,7.9994354862748259e-20,3.0909490905722079e-22,1.0827712167858067e-18,1.5360632907929096e-24,0.0052587573029932236,0.00065048153226406123,3.1668301260588063e-10,3.6088976371325963e-06,2.2723237623792194e-14,1.7372020354810409e-09,9.0692494268370626e-07,1.1986190703457053e-13,1.1149232308868813e-10,7.3153957295918941e-10,1.8716126701220413e-14,4.3033935110366405e-17,9.0333649387042916e-22
3.4637003090719993e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33165123575910954,0.1134085809040256,0.022495880561902264,8.4154052523927511e-19,3.5073488554670494e-18,5.7681867451593598e-08,2.3017510730978644e-08,7.7712340535738732e-17,7.9332839043925471e-24,3.4179238734182294e-09,8.4768579052915635e-33,3.6597117393922835e-09,2.0347888115698727e-24,1.1519329527829513e-24,8.0533516350676244e-20,3.1096779789204842e-22,1.0901102595796779e-18,1.5446391895825256e-24,0.0052604475442234446,0.00065135113275961178,3.1703771029225103e-10,3.6168816314738006e-06,2.2753137142810504e-14,1.7449874326352801e-09,9.0897232017166294e-07,1.2028754793117654e-13,1.1189458813222265e-10,7.3587422297901513e-10,1.8804521843325073e-14,4.3285048610158117e-17,9.078145097749032e-22
3.468414399809915e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33164867148350202,0.11340689408002214,0.022495445722406859,8.4682506924080708e-19,3.5322507035170867e-18,5.8010376658471921e-08,2.3126242990198693e-08,7.7990372987718363e-17,8.0076486815807209e-24,3.4224814009365674e-09,8.5356766680784756e-33,3.6657542018523012e-09,2.0435410890297777e-24,1.1588326821428288e-24,8.1075605919337856e-20,3.1284951202888854e-22,1.0974897297972477e-18,1.5532519995407207e-24,0.0052621321969766417,0.00065222070261446087,3.1739240095507924e-10,3.6248723157106325e-06,2.2783075886645301e-14,1.7527973785840592e-09,9.1102171271316196e-07,1.2071409608669189e-13,1.1229777330072897e-10,7.4022866093384955e-10,1.8893214295532495e-14,4.3537605897074096e-17,9.1231597495255786e-22
3.473128490547831e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33164611279991685,0.11340521282376538,0.02249501089803348,8.5213575367471974e-19,3.5572961158401278e-18,5.8340322123180331e-08,2.3235341114971364e-08,7.8269064659868405e-17,8.0826115250339498e-24,3.4270388495768423e-09,8.5948269813946672e-33,3.6718012667597712e-09,2.052319835954548e-24,1.1657649188569341e-24,8.1620635742465496e-20,3.1474008110690777e-22,1.1049097975998597e-18,1.561901832368784e-24,0.0052638112795776069,0.00065309024185846766,3.1774708460568518e-10,3.6328696809298284e-06,2.2813027316895246e-14,1.7606319130077528e-09,9.130731194947963e-07,1.2114159957036531e-13,1.1270188300268444e-10,7.4460294899447315e-10,1.8982204643567471e-14,4.3790928840429219e-17,9.1682335411168255e-22
3.477842581285747e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33164355969006948,0.11340353711699071,0.022494576088766881,8.5747267297908295e-19,3.5824857236663782e-18,5.8671708127378909e-08,2.3344805826582874e-08,7.8548416325706849e-17,8.1581762962224882e-24,3.4315962198888837e-09,8.6543102838922687e-33,3.6778529385509764e-09,2.0611250986590079e-24,1.1727297744635041e-24,8.2168618025746943e-20,3.166395348237732e-22,1.1123706336286606e-18,1.570588799963551e-24,0.005265484810290974,0.00065395975052139326,3.1810176125589535e-10,3.6408737182041763e-06,2.2842996833706907e-14,1.7684910781462864e-09,9.1512653970180677e-07,1.2157004949340076e-13,1.1310692015295429e-10,7.4899714942462311e-10,1.9071493473401334e-14,4.4045066642224991e-17,9.2134040773824624e-22
3.482556672023663e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33164101213573499,0.11340186694149343,0.022494141294591881,8.6283592189351205e-19,3.6078201573134165e-18,5.9004538958485651e-08,2.3454637846743034e-08,7.8828428758749432e-17,8.2343471920673901e-24,3.4361535124220089e-09,8.7141280186138277e-33,3.683909221648474e-09,2.0699569234828552e-24,1.1797273603450111e-24,8.2719565006207625e-20,3.1854790293581826e-22,1.1198724090052378e-18,1.5793130144175562e-24,0.005267152807321528,0.00065482922863290785,3.1845643091828321e-10,3.648884418592483e-06,2.2873022188363229e-14,1.7763749188655161e-09,9.1718197252422183e-07,1.219993793431215e-13,1.1351287988073529e-10,7.53411324580783e-10,1.9161081371272676e-14,4.4301011066410038e-17,9.2589190411530002e-22
3.487270762761579e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33163847011874842,0.11340020227912856,0.022493706515493313,8.6822559532698698e-19,3.6333000496108828e-18,5.9338818909670876e-08,2.3564837897378154e-08,7.9109102732509856e-17,8.3111283946499896e-24,3.440710727725025e-09,8.7742816329963581e-33,3.6899701204610915e-09,2.0788153567906656e-24,1.1867577882155543e-24,8.3273488965917728e-20,3.2046521525790325e-22,1.1274152953321178e-18,1.5880745880190871e-24,0.005268815288814295,0.00065569867622257655,3.188110936042987e-10,3.656901773148086e-06,2.2903068837448747e-14,1.7842834741789763e-09,9.1923941715157069e-07,1.224296514972751e-13,1.1391976360941282e-10,7.5784553691210697e-10,1.9250968923674176e-14,4.4558013413169499e-17,9.3045468287319144e-22
3.4915134444257037e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33163618702292791,0.1133987087817795,0.022493315227182491,8.7309897294272163e-19,3.6563568459730511e-18,5.9640913416334044e-08,2.3664333205868416e-08,7.9362275565515235e-17,8.3807565743178752e-24,3.4448121559191776e-09,8.8287082629066386e-33,3.6954288794617109e-09,2.0868107353618707e-24,1.1931133459537506e-24,8.3774576024232464e-20,3.2219846833645998e-22,1.1342391851064721e-18,1.5959920392957194e-24,0.0052703068213218775,0.00065648115298145193,3.1913028406598068e-10,3.6641230741559136e-06,2.2930122396967802e-14,1.7914223388981109e-09,9.2109283673353425e-07,1.2281771451004174e-13,1.1428675431749714e-10,7.6185351148381998e-10,1.9332124410374345e-14,4.4789922900487701e-17,9.3456678289930009e-22
3.495756126089828e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33163390838453549,0.11339721972227444,0.022492923951060392,8.7799390087577011e-19,3.6795324448448353e-18,5.994418833017178e-08,2.3764127730772472e-08,7.9615985436934644e-17,8.4508852182004246e-24,3.4489135224004291e-09,8.8834091927267338e-33,3.7008913839463087e-09,2.0948277382154265e-24,1.1994956785807718e-24,8.4278093407481676e-20,3.2393901224002927e-22,1.1410966399159697e-18,1.6039399247282255e-24,0.0052717939140371683,0.00065726360506291389,3.1944946889437797e-10,3.6713497512395655e-06,2.2957211252127778e-14,1.7985812881459861e-09,9.2294788462340835e-07,1.2320650975194742e-13,1.1465449618954381e-10,7.6587781248174275e-10,1.9413523520378088e-14,4.5023028371986229e-17,9.3870018216333314e-22
3.4999988077539525e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33163163419045238,0.11339573508750893,0.022492532687116078,8.8291044875406257e-19,3.702827312031955e-18,6.0248646792803356e-08,2.3864221999042485e-08,7.987023291065509e-17,8.5215173188479004e-24,3.453014827567807e-09,8.9383854868056697e-33,3.7063576371004001e-09,2.1028663992028724e-24,1.2059048681186047e-24,8.4784050141830007e-20,3.2568686882534645e-22,1.1479877858605423e-18,1.6119183265819701e-24,0.0052732765800646564,0.00065804603248831338,3.1976864809798571e-10,3.678581797852383e-06,2.2984323776580513e-14,1.8057603514321239e-09,9.2480456023032821e-07,1.2359605853014829e-13,1.1502298871496644e-10,7.6991848562315324e-10,1.9495166681756779e-14,4.5257124177186214e-17,9.4284694766702304e-22
3.504241489418077e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33162936442759883,0.1133942548644172,0.022492141435338637,8.8784868630526941e-19,3.7262419152846986e-18,6.0554291949591893e-08,2.3964616537780728e-08,8.0125018550562409e-17,8.5926558298807959e-24,3.4571160718200073e-09,8.9936382123968629e-33,3.7118276421004935e-09,2.1109267521921129e-24,1.2123409968484656e-24,8.5292455277405022e-20,3.2744205998760029e-22,1.1549127493571071e-18,1.6199273272510316e-24,0.0052747548324701479,0.00065882843527893375,3.2008782168485491e-10,3.6858192074406459e-06,2.3011444787805375e-14,1.8129595579425096e-09,9.2666286296026306e-07,1.2398638845088798e-13,1.1539223477987901e-10,7.7397557668573545e-10,1.9577054322735808e-14,4.5491809305538981e-17,9.46997099541465e-22
3.5084841710822014e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3316270990829332,0.11339277903997209,0.022491750195717204,8.9280868346955101e-19,3.7497767223880757e-18,6.0861126949640783e-08,2.4065311874312375e-08,8.0380342920541057e-17,8.6643037845575868e-24,3.4612172555553972e-09,9.0491684396605488e-33,3.71730140211409e-09,2.1190088310674252e-24,1.2188041470393806e-24,8.5803317884232011e-20,3.2920460766049343e-22,1.1618716571396099e-18,1.6279670092582365e-24,0.0052762286842808186,0.00065961081345599585,3.2040698966301604e-10,3.6930619734401715e-06,2.3038597657881983e-14,1.8201789399380194e-09,9.2852279221713242e-07,1.2437745835896434e-13,1.1576223603628562e-10,7.7804913150753457e-10,1.965918687169094e-14,4.5727541260206361e-17,9.5116638167257898e-22
3.512726852746326e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33162483814345289,0.11339130760118489,0.022491358968240928,8.9779051036449076e-19,3.7734322005338425e-18,6.1169154945782867e-08,2.4166308536227927e-08,8.0636206584474381e-17,8.73646447801092e-24,3.4653183791720129e-09,9.104977241671276e-33,3.7227789202996834e-09,2.1271126697294681e-24,1.2252944008592512e-24,8.6316647055890373e-20,3.3097453381634758e-22,1.168864636259481e-18,1.6360374552552598e-24,0.0052776981484854079,0.00066039316704066136,3.207261520409094e-10,3.7003100892797818e-06,2.3065800748895238e-14,1.8274185293107103e-09,9.303843474097436e-07,1.2476923609944478e-13,1.1613298940835369e-10,7.8213919598681332e-10,1.9741564757165398e-14,4.5964843876011466e-17,9.5536668432692055e-22
3.51696953441045e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3316225815961934,0.11338984053510534,0.022490967752899001,9.0279423713087529e-19,3.7972088213740286e-18,6.1478379094577583e-08,2.4267607051254129e-08,8.0892610106244408e-17,8.8091408836629822e-24,3.469419443067561e-09,9.1610656944199746e-33,3.7282601998067613e-09,2.1352383020952926e-24,1.2318118410922143e-24,8.6832451918267838e-20,3.3275186046585318e-22,1.1758918140860976e-18,1.6441387480226494e-24,0.0052791632380342563,0.00066117549605402464,3.2104530882657713e-10,3.7075635483871142e-06,2.3092995752705807e-14,1.8346783517973371e-09,9.3224752794861568e-07,1.2516182622763076e-13,1.1650449625762374e-10,7.8624581608201502e-10,1.9824188407886521e-14,4.6202465943799797e-17,9.595589620934234e-22
3.521212216074575e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33162032942822872,0.11338837782882129,0.022490576549680636,9.0781993404155337e-19,3.8211070583059021e-18,6.1788802556299828e-08,2.4369207947284387e-08,8.1149554049732179e-17,8.8823359057002684e-24,3.4735204476394238e-09,9.2174348768215673e-33,3.7337452437758005e-09,2.1433857620983517e-24,1.2383565507530684e-24,8.7350741610699652e-20,3.3453660965820119e-22,1.182953318307114e-18,1.6522709704699304e-24,0.0052806239658395038,0.00066195780051711431,3.2136446002774403e-10,3.7148223441755367e-06,2.3120211664774268e-14,1.8419584400470633e-09,9.3411233323483346e-07,1.2555517752007378e-13,1.1687676026406638e-10,7.9036903781161676e-10,1.9907058252711948e-14,4.6440896973811473e-17,9.637629645436458e-22
3.5250306295722865e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3316183062107067,0.1133870651101513,0.022490224477140875,9.1236190398406659e-19,3.8427198443933753e-18,6.2069211699518172e-08,2.446090772600745e-08,8.13812661254865e-17,8.9486573730808497e-24,3.4772113013605047e-09,9.2684080590459802e-33,3.7386850045508724e-09,2.1507371667908797e-24,1.2442701733812996e-24,8.7819334437591669e-20,3.3614924846188468e-22,1.189338126977436e-18,1.6596164841830589e-24,0.0052819349022129826,0.00066266185356074188,3.2165169134075214e-10,3.7213598177975924e-06,2.3144744718500414e-14,1.8485278734705244e-09,9.357920466608253e-07,1.2590980775613934e-13,1.1721244388628419e-10,7.9409416985083107e-10,1.9981851963600984e-14,4.6656692505753588e-17,9.6757032909255755e-22
3.5288490430699983e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33161628652060643,0.11338575590313005,0.022489872414404678,9.169217783128152e-19,3.8644318682485945e-18,6.2350597158254177e-08,2.4552853246317328e-08,8.1613416810642531e-17,9.0154036848494685e-24,3.4809021076402315e-09,9.319610299365657e-33,3.7436278193529607e-09,2.1581063041302815e-24,1.2502060119917318e-24,8.828995410204476e-20,3.3776793354630009e-22,1.1957509372589776e-18,1.6669871788265308e-24,0.0052832423253598316,0.00066336588675087549,3.2193891814264392e-10,3.727901603981764e-06,2.3169290879575614e-14,1.8551137685983324e-09,9.3747307522045247e-07,1.2626506223651498e-13,1.1754873988095428e-10,7.9783282017186319e-10,2.0056845752102728e-14,4.6873143048354033e-17,9.7138436266468774e-22
3.53266745656771e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33161427034858948,0.11338445019842906,0.022489520361464274,9.2149960858688091e-19,3.886243477125642e-18,6.2632961244581246e-08,2.4645044893512756e-08,8.1846006516267148e-17,9.0825770608422505e-24,3.4845928667675684e-09,9.3710423908298741e-33,3.7485736904514447e-09,2.1654931988905337e-24,1.2561641273684301e-24,8.8762607322158679e-20,3.3939268107109711e-22,1.2021918429449551e-18,1.6743831151284341e-24,0.0052845462446085394,0.00066406990010270666,3.2222614043907492e-10,3.7344476979120164e-06,2.3193847765068688e-14,1.8617161473542037e-09,9.3915541848034074e-07,1.2662094559957404e-13,1.1788564924418623e-10,8.015850224552752e-10,2.0132039931218174e-14,4.7090175169184149e-17,9.7520351197627239e-22
3.536485870065422e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33161225768533098,0.11338314798673335,0.022489168318311863,9.260954464685874e-19,3.9081550175469645e-18,6.2916306271883657e-08,2.4737483052968299e-08,8.2079035653426931e-17,9.1501798214448937e-24,3.4882835790313662e-09,9.4227051275357493e-33,3.7535226201125013e-09,2.1728978758514995e-24,1.2621445801856448e-24,8.9237300823194463e-20,3.4102350720969434e-22,1.2086609379420382e-18,1.6818043538628077e-24,0.0052858466692741234,0.00066477389363140554,3.2251335823569037e-10,3.740998094768238e-06,2.3218431698878375e-14,1.8683350331390087e-09,9.4083907600589115e-07,1.2697742911804705e-13,1.1822317264201349e-10,8.0535081040287729e-10,2.0207434813997833e-14,4.7308121043470488e-17,9.7903871964222659e-22
3.540304283563134e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33161024852153775,0.11338184925875987,0.022488816284939709,9.3070934374379581e-19,3.9301668368211196e-18,6.3200634556669756e-08,2.4830168110234673e-08,8.231250463318761e-17,9.2182143383429127e-24,3.4919742447202025e-09,9.4745993060725743e-33,3.7584746105946769e-09,2.1803203598069412e-24,1.2681474312146945e-24,8.9714041352208656e-20,3.4266042816822831e-22,1.2151583164276065e-18,1.6892509559131678e-24,0.0052871436086396597,0.00066547786735209047,3.2280057153817463e-10,3.7475527897253716e-06,2.3243043574409142e-14,1.8749704481303637e-09,9.4252404736430354e-07,1.2733451160408431e-13,1.1856131004650008e-10,8.0913021776699918e-10,2.0283030713628128e-14,4.7527022983350458e-17,9.8289050012430046e-22
3.5441226970608455e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33160824284793178,0.11338055400524032,0.02248846426134006,9.3534135219857351e-19,3.9522792841788531e-18,6.3485948416886363e-08,2.4923100450934169e-08,8.254641386661452e-17,9.2866828483523873e-24,3.4956648641225247e-09,9.5267257241849498e-33,3.7634296641529933e-09,2.1877606755570928e-24,1.274172741492391e-24,9.0192835667676677e-20,3.4430346016788475e-22,1.2216840727042336e-18,1.6967229822136285e-24,0.0052884370719734845,0.00066618182127985408,3.2308778035203753e-10,3.7541117779572544e-06,2.3267662447270157e-14,1.8816224127701341e-09,9.4421033212412674e-07,1.2769223081872799e-13,1.18900061785966e-10,8.1292327832328882e-10,2.0358827943362331e-14,4.7746453159349885e-17,9.8674477916010892e-22
3.5479411105585573e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33160624065526717,0.11337926221693882,0.022488112247505212,9.3999152374602357e-19,3.9744927098240652e-18,6.3772250173658315e-08,2.5016280460850146e-08,8.2780763764772206e-17,9.3555876021990676e-24,3.4993554375265051e-09,9.5790851821688413e-33,3.7683877830346817e-09,2.1952188479164225e-24,1.2802205721785248e-24,9.0673690544435875e-20,3.4595261946324334e-22,1.2282383013511509e-18,1.7042204938101191e-24,0.0052897270685114484,0.00066688575542973589,3.2337498468281363e-10,3.7606750546284711e-06,2.3292305018857943e-14,1.8882909504617353e-09,9.4589792985022216e-07,1.2805055735211306e-13,1.1923942875696117e-10,8.1673002589884665e-10,2.0434826816585838e-14,4.7966733197879102e-17,9.9061278634776463e-22
3.551759524056269e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33160424193432775,0.11337797388464882,0.022487760243427479,9.4465991043037254e-19,3.9968074644104066e-18,6.4059542150974966e-08,2.5109708525927099e-08,8.3015554738724599e-17,9.4249309106179399e-24,3.5030459652200626e-09,9.6316784826280721e-33,3.7733489694799451e-09,2.2026949017122475e-24,1.2862909844834103e-24,9.1156612778594606e-20,3.4760792233907864e-22,1.2348210971976985e-18,1.7117435518496153e-24,0.0052910136074601766,0.00066758966981672716,3.2366218453604014e-10,3.7672426148995701e-06,2.3316967404442583e-14,1.8949760829802216e-09,9.4758684010955784e-07,1.2840949853452625e-13,1.1957941127550369e-10,8.2055049436715933e-10,2.0511027646806466e-14,4.8187797830338483e-17,9.9449187268633986e-22
3.555577937553981e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33160224667592048,0.11337668899918721,0.022487408249099183,9.4934656438903271e-19,4.0192238992693819e-18,6.4347826675132526e-08,2.520338503223029e-08,8.3250787199535087e-17,9.49471510335575e-24,3.506736447490915e-09,9.6845064300350712e-33,3.7783132257232985e-09,2.2101888617822766e-24,1.2923840397021176e-24,9.1641609181066391e-20,3.492693851045539e-22,1.2414325552755365e-18,1.719292217560763e-24,0.0052922966980027885,0.00066829356445578022,3.239493799171733e-10,3.773814453926242e-06,2.3341649661593106e-14,1.9016778323994231e-09,9.4927706246859236e-07,1.2876905465444824e-13,1.1992000977263266e-10,8.243847176390907e-10,2.0587430747632096e-14,4.8409644399834675e-17,9.9838205529511856e-22
3.559396351051693e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33160025487087458,0.11337540755139291,0.022487056264512677,9.5405153784357853e-19,4.0417423664554482e-18,6.4637106074590859e-08,2.5297310365939162e-08,8.3486461558266551e-17,9.5649425188800263e-24,3.5104268846265891e-09,9.73756983062226e-33,3.7832805539939191e-09,2.2177007529739932e-24,1.2984997992220058e-24,9.2128686576978629e-20,3.5093702409176521e-22,1.2480727708067211e-18,1.7268665522490278e-24,0.0052935763493003876,0.00066899743936181099,3.2423657083163553e-10,3.7803905668598995e-06,2.336635185725494e-14,1.9083962207885441e-09,9.5096859649366011e-07,1.2912922598599978e-13,1.2026122472248006e-10,8.2823272966057968e-10,2.0664036432762122e-14,4.8632276662057461e-17,1.0022833569543056e-21
